-0.0021134+0.00069986i,-0.001303+0.00012516i,-0.0002866+0.00021929i,-0.00016883-2.1596e-05i,-0.00142+0.00013718i,-0.0019512+0.00087373i,-0.0019443+0.0019005i,-0.00098676+0.0029135i,0.00072091+0.002829i,0.0013479+0.0015552i,0.0016051+0.00011803i,0.0016698-0.0010429i,0.0015401-0.00085807i,0.0012596-1.1834e-06i,0.000934+0.00060862i,0.0010459+0.00058592i,0.00068124+0.00024969i,-0.0005038+0.00025582i,5.7046e-05+0.00045304i,0.0010696+0.00020671i,4.8349e-05-0.00026676i,0.00022289+2.8271e-05i,0.00072172+0.00057422i
0.030826-0.042913i,0.073516-0.12731i,0.060484-0.18609i,-0.00059082-0.131i,-0.02933-0.016044i,-0.021652+0.057102i,-0.013292+0.062715i,-0.0055118+0.031152i,-0.0035934-0.0097874i,-0.013158-0.032878i,-0.013761-0.030607i,-0.0070138-0.020129i,-0.0035439-0.012976i,-0.0028546-0.015786i,-0.0055573-0.020308i,-0.0078141-0.015976i,-0.0037405-0.0057824i,0.0018984+0.0031682i,0.0029534+0.0072957i,0.00021168+0.0070113i,-0.0045223+0.0037853i,-0.0076017-2.6872e-05i,-0.0069318-0.0043625i
-0.053539+0.039113i,-0.15427+0.077155i,-0.22041+0.11551i,-0.15758+0.11437i,-0.022718+0.078929i,0.077059+0.027812i,0.096802-0.015209i,0.055807-0.021885i,0.009005-0.0011587i,-0.010045+0.0099774i,-0.01504+0.0017286i,-0.015668-0.0070409i,-0.014003-0.0072013i,-0.016616-0.001507i,-0.018283+0.0042618i,-0.016236+0.0073302i,-0.013663+0.0057582i,-0.011218+0.00041482i,-0.0095802-0.003747i,-0.0068736-0.003965i,-0.002627-0.00084012i,0.00071684+0.0048502i,0.0044742+0.012086i
0.05592-0.014998i,0.13265-0.013812i,0.19853-0.0010083i,0.18626-0.0058593i,0.10808-0.04824i,0.0077025-0.078059i,-0.058181-0.053851i,-0.051892-0.011939i,-0.014858+0.010676i,0.0017368+0.016395i,-0.0007889+0.021087i,-0.0024405+0.026288i,0.0024089+0.026416i,0.0087473+0.023666i,0.011414+0.020694i,0.010724+0.016807i,0.011254+0.013019i,0.013198+0.0098683i,0.014539+0.0089191i,0.014084+0.0083443i,0.010505+0.0065455i,0.0052893+0.0035587i,0.00018206-0.0030159i
-0.027521+0.039132i,-0.071075+0.089466i,-0.097146+0.11961i,-0.069149+0.087023i,-0.032083+0.027963i,-0.0094795+0.0085896i,0.013375+0.015922i,0.025401+0.012025i,0.030061-0.003903i,0.031155-0.014811i,0.023616-0.014195i,0.017654-0.012567i,0.016058-0.017554i,0.013337-0.020218i,0.012234-0.016144i,0.010689-0.012027i,0.0050572-0.010604i,-0.0017302-0.010292i,-0.0059234-0.010652i,-0.0060658-0.010952i,-0.0026561-0.010108i,0.0033695-0.0065725i,0.010171-0.00079073i
0.066161-0.095184i,0.15724-0.21712i,0.21393-0.32528i,0.1442-0.29425i,0.021292-0.13655i,-0.017003-0.0065139i,0.0003159+0.024393i,0.0054664+0.0071997i,-0.011858-0.015935i,-0.030148-0.021987i,-0.021697-0.0091852i,-0.0007049-0.0022239i,0.0014413-0.0055183i,-0.006948-0.0085711i,-0.010024-0.0095223i,-0.0082681-0.0060818i,-0.0022728-0.0002021i,0.0051232+0.0052441i,0.0091629+0.0059238i,0.006911+0.0019472i,-0.0005891+1.2664e-05i,-0.0067852-0.0013266i,-0.012928-0.0055903i
-0.088236+0.0642i,-0.23263+0.17836i,-0.35974+0.2792i,-0.30018+0.26803i,-0.099962+0.14196i,0.031629-0.0091697i,0.050821-0.081828i,0.021542-0.065833i,-0.0078059-0.014181i,-0.0092161+0.018352i,-0.0028265+0.011161i,-0.013063-0.0049751i,-0.026259-0.0044642i,-0.029722+0.0079588i,-0.024117+0.015994i,-0.015733+0.010623i,-0.01075-0.00048246i,-0.0086244-0.0083152i,-0.0091668-0.0070952i,-0.0092529-7.8268e-05i,-0.0044211+0.0048405i,0.0014706+0.00543i,0.008527+0.0062154i
0.074331-0.088682i,0.16031-0.19391i,0.22396-0.25323i,0.17887-0.20058i,0.056924-0.1138i,-0.054288-0.064962i,-0.11139-0.037386i,-0.088869-0.0047346i,-0.025844+0.013831i,0.0093369+0.011667i,0.011438+0.0088029i,0.0096094+0.012453i,0.014337+0.021049i,0.02162+0.026079i,0.023443+0.022993i,0.018075+0.017449i,0.014797+0.014269i,0.01504+0.01085i,0.01489+0.0055938i,0.012871+0.0028242i,0.0089113+0.0024455i,0.0022874+0.0027764i,-0.0085418+0.0033496i
-0.029824+0.11686i,-0.081071+0.31261i,-0.082912+0.45757i,-0.028236+0.37221i,-0.016373+0.17118i,-0.050845+0.088179i,-0.036579+0.095165i,0.0018176+0.068249i,0.02026+0.017841i,0.029402-0.017033i,0.021622-0.026233i,0.0056017-0.016225i,0.0043701-0.011992i,0.011386-0.017691i,0.013537-0.021207i,0.0071045-0.020028i,-0.0049453-0.017357i,-0.01516-0.013362i,-0.016977-0.0085378i,-0.010133-0.0069094i,-0.0023586-0.008141i,0.0021171-0.0075231i,0.011051-0.0048446i
0.074439-0.1691i,0.1514-0.42632i,0.1819-0.64955i,0.097649-0.56938i,0.013466-0.25532i,0.027569-0.031689i,0.04715+0.019407i,0.028587+0.013011i,-0.00075825-0.0073226i,-0.030914-0.022774i,-0.036066-0.016776i,-0.017875-0.010901i,-0.0079991-0.014995i,-0.012894-0.020306i,-0.019001-0.019141i,-0.012807-0.0087992i,0.0031464+0.0032553i,0.014196+0.006268i,0.012993+0.0032455i,0.0034075+0.0022698i,-0.005414+0.003325i,-0.0089143+0.0053741i,-0.014479+0.006277i
-0.045286+0.1365i,-0.12744+0.37324i,-0.19462+0.57889i,-0.1471+0.53222i,-0.019221+0.28854i,0.068693+0.086162i,0.09724-0.0091127i,0.073458-0.033484i,0.032216-0.008488i,0.015054+0.013672i,0.0065739+0.01091i,-0.0075583+0.0056536i,-0.020298+0.0083164i,-0.027084+0.014242i,-0.025142+0.015548i,-0.019587+0.0099555i,-0.018559+0.0022252i,-0.020124+0.00081562i,-0.01668+0.0050104i,-0.0092111+0.005602i,-0.0041809+0.0034679i,0.00030655+0.0021226i,0.0085368-0.00081694i
0.010356-0.15429i,0.0058831-0.38947i,-0.011142-0.5556i,-0.021878-0.46743i,-0.018424-0.26537i,-0.037222-0.16149i,-0.088784-0.11046i,-0.088442-0.047392i,-0.03916-0.012271i,-0.014727+0.00088816i,-0.008133+0.014777i,0.0019244+0.020416i,0.011559+0.021673i,0.018409+0.025572i,0.020315+0.027836i,0.019051+0.021346i,0.018694+0.010943i,0.020645+0.0043656i,0.021017-0.0018289i,0.016544-0.0032406i,0.012925+0.0018898i,0.0084631+0.00469i,-0.0014008+0.0073054i
0.026247+0.19125i,0.10315+0.48879i,0.23576+0.72246i,0.30061+0.59907i,0.21706+0.27798i,0.10046+0.10668i,0.064166+0.069912i,0.050585+0.032443i,0.027612-0.0034837i,0.024061-0.023649i,0.025752-0.031414i,0.019568-0.026756i,0.015041-0.02366i,0.016218-0.025814i,0.015715-0.025802i,0.0061974-0.018199i,-0.0052907-0.0053856i,-0.0087975+0.0011093i,-0.0068752-0.00037465i,-0.0037511-0.003708i,-0.0023186-0.0065415i,-0.0014223-0.0066559i,0.0051929-0.0088311i
-0.0074304-0.20884i,-0.078946-0.55035i,-0.20194-0.85087i,-0.27531-0.77015i,-0.21101-0.42027i,-0.095904-0.18032i,-0.046861-0.087187i,-0.036553-0.023635i,-0.030249+0.013791i,-0.029601+0.022805i,-0.020821+0.01781i,-0.0073441+0.0027795i,-0.0066787-0.010375i,-0.013549-0.012595i,-0.013904-0.0085823i,-0.0050141-0.0034722i,0.0080947-0.00025317i,0.014569-0.0032986i,0.0092239-0.0069065i,0.00164-0.0067743i,-0.0025374-0.0043514i,-0.0045352-0.00022708i,-0.0077561+0.0039601i
0.052301+0.19245i,0.13331+0.46144i,0.23497+0.67313i,0.25094+0.56934i,0.15361+0.25884i,0.058772+0.048031i,0.032276-0.028858i,0.021837-0.039394i,0.017018-0.015411i,0.019997-0.0065965i,0.0064586-0.014183i,-0.016816-0.010885i,-0.028636+0.0011148i,-0.027492+0.0099869i,-0.024246+0.012623i,-0.017089+0.010645i,-0.0084861+0.0030999i,-0.0077887-0.0029312i,-0.0076534-0.0019444i,-0.0047516+0.0012521i,-0.0019251+0.0036408i,0.0020087+0.0035774i,0.0040045-0.00063913i
-0.068611-0.1953i,-0.27411-0.41493i,-0.49852-0.53057i,-0.52092-0.36941i,-0.34437-0.11712i,-0.20786-0.021175i,-0.17101+0.0088705i,-0.099351+0.043663i,-0.0068763+0.031883i,0.02579+0.0063516i,0.022076+0.0038118i,0.017729+0.0096022i,0.018256+0.017067i,0.022788+0.022155i,0.028538+0.019273i,0.025641+0.0086982i,0.015076-6.3019e-05i,0.010604+9.7712e-05i,0.0087677+0.00156i,0.00526+0.0021024i,0.0033736+0.0019998i,-0.00046352-0.00081195i,-0.0042791+0.0017177i
0.15051+0.19863i,0.41238+0.4388i,0.69761+0.58794i,0.72297+0.44193i,0.46772+0.1928i,0.23341+0.11819i,0.16367+0.10169i,0.11334+0.025386i,0.03556-0.033937i,-0.0039698-0.045661i,-0.0068137-0.033631i,0.0037408-0.018812i,0.01167-0.020951i,0.011132-0.029231i,0.0061769-0.028771i,-0.0019276-0.020186i,-0.0086942-0.008681i,-0.010284-0.0040652i,-0.0057561-0.0056848i,0.001056-0.0079594i,0.0020421-0.0099997i,-0.00090838-0.0084098i,-9.5186e-06-0.0067874i
-0.1374-0.17993i,-0.35584-0.40609i,-0.5659-0.55641i,-0.53146-0.44873i,-0.27414-0.23688i,-0.072818-0.15407i,-0.036094-0.12403i,-0.04014-0.054772i,-0.029103-0.0020036i,-0.022852+0.0080423i,-0.017037-0.00091004i,-0.013591-0.011508i,-0.017029-0.010924i,-0.017934-0.0072632i,-0.015997-0.0064505i,-0.011625+0.00011848i,0.00014838+0.0062745i,0.0081541+0.0037358i,0.0053887-0.0019375i,0.00091573-0.00518i,-0.001405+0.0002122i,-0.0040646+0.0089663i,-0.0072623+0.012876i
0.13992+0.096779i,0.32867+0.21339i,0.48478+0.27109i,0.41991+0.15864i,0.19273+0.0047102i,0.04733-0.049532i,0.013831-0.06702i,-0.0044465-0.063991i,-0.0055664-0.025693i,0.0090932+0.00054569i,0.012294+0.0028894i,0.0057678-0.0026745i,-0.0071451-0.005575i,-0.01941+0.003313i,-0.018946+0.013325i,-0.0083721+0.011012i,-0.0034756+0.0022436i,-0.0071683-0.00046676i,-0.0093733+0.0013614i,-0.010841+0.0014105i,-0.0080571+0.001417i,0.0026131+0.0021932i,0.0097142+0.00028321i
-0.135-0.061649i,-0.38063-0.10466i,-0.61587-0.074003i,-0.58407+0.043754i,-0.35355+0.10634i,-0.22491+0.071186i,-0.19437+0.078637i,-0.1124+0.094367i,-0.030372+0.047099i,-0.0090021+0.0038384i,-0.011823-0.00082479i,-0.0090096+0.014111i,0.0082336+0.026214i,0.025516+0.024151i,0.030611+0.017011i,0.025667+0.0098069i,0.015913+0.0046861i,0.011723+0.0041542i,0.009491+0.004132i,0.0068103+0.0043548i,0.0092642+0.0017712i,0.0089683-0.0052086i,0.0038414-0.0043988i
0.10979+0.062693i,0.37417+0.16014i,0.65817+0.21269i,0.6569+0.14689i,0.39092+0.090032i,0.19818+0.13437i,0.15258+0.12553i,0.087703+0.046975i,0.0068716+0.0059354i,-0.016462+0.00028062i,-0.0032386-0.005446i,0.00703-0.019449i,-0.001965-0.03159i,-0.012214-0.02872i,-0.011311-0.02446i,-0.010729-0.023794i,-0.011738-0.016581i,-0.010572-0.011079i,-0.0073766-0.0068441i,-0.0048161+7.8543e-05i,-0.0065387+0.0018353i,-0.010613+0.0020827i,-0.009186-0.00030082i
-0.01752-0.12132i,-0.19162-0.23532i,-0.39047-0.28798i,-0.36687-0.19586i,-0.12962-0.070117i,0.07638-0.051409i,0.12956-0.067659i,0.10046-0.035637i,0.065008+0.0088402i,0.041055+0.023032i,0.022237+0.013439i,0.0051499+0.0080716i,-0.0024462+0.0090747i,-0.0052031+0.0036282i,-0.0095024-0.0010273i,-0.0061892+0.0039014i,0.00377+0.0098678i,0.007858+0.014352i,0.0075977+0.017192i,0.00957+0.012959i,0.0068428+0.0083251i,0.0033134+0.010887i,0.0036079+0.01398i
0.027398+0.083687i,0.15102+0.11163i,0.26823+0.044589i,0.23956-0.072833i,0.13335-0.14122i,0.075004-0.16317i,0.028496-0.16756i,-0.020705-0.12101i,-0.024217-0.05656i,-0.0060857-0.025395i,-0.0030427-0.013556i,-0.0065289-0.0035822i,-0.0083668+0.0066991i,-0.012689+0.021516i,-0.019946+0.033263i,-0.023018+0.025794i,-0.021372+0.009214i,-0.012042+0.0027437i,0.0048397-0.0011788i,0.011632-0.0074604i,0.010952-0.0062346i,0.014715-0.0026084i,0.014529-0.0039734i
-0.053002-0.13281i,-0.2473-0.096606i,-0.42123+0.070384i,-0.38017+0.19382i,-0.22371+0.10988i,-0.18062-0.044192i,-0.18635-0.070692i,-0.11385-0.026832i,-0.028511-0.01826i,0.00124-0.032832i,-0.0071752-0.027875i,-0.011136-0.0051604i,0.00079354+0.0036471i,0.015529+0.0016059i,0.030043+0.0025987i,0.032716+0.0054274i,0.028369+0.01159i,0.030134+0.008297i,0.024066-0.0056453i,0.011447-0.0091577i,0.0034497-0.0054982i,-0.0037918-0.0080142i,-0.0099151-0.0094219i
0.13392+0.066784i,0.32337+0.073655i,0.49509-0.0045641i,0.45564-0.10134i,0.25487-0.10118i,0.13941-0.013858i,0.12093+0.038532i,0.061867+0.048396i,0.0096435+0.057251i,0.025806+0.045466i,0.05881+0.016416i,0.063801-0.01544i,0.033927-0.033308i,0.0031124-0.024768i,-0.0077191-0.006636i,-0.0099104+0.0067575i,-0.0053173+0.010043i,-0.0022166+0.0029733i,-0.005735-0.0039115i,-0.007471-0.0071884i,-0.010149-0.0067452i,-0.014302+0.0029553i,-0.010071+0.012795i
-0.045296-0.047477i,-0.12217-0.10047i,-0.21489-0.13374i,-0.22541-0.10923i,-0.16523-0.11251i,-0.14102-0.20975i,-0.15221-0.25701i,-0.089276-0.16424i,0.0041245-0.082685i,-0.005158-0.07737i,-0.063022-0.058318i,-0.07363-0.01435i,-0.046573+0.016293i,-0.013615+0.023787i,0.0065717+0.015052i,0.01551+0.0044845i,0.023102-0.0011303i,0.027094+0.00015156i,0.024974+0.00020292i,0.019898-0.003664i,0.016329+0.00025236i,0.016434+0.0059671i,0.013458-0.00024458i
0.023135-0.11933i,-0.048426-0.12954i,-0.11979-0.075663i,-0.15031+0.022994i,-0.1752+0.14805i,-0.23967+0.26051i,-0.25494+0.30391i,-0.1636+0.22447i,-0.061666+0.070996i,-0.002293-0.022426i,0.031831-0.051128i,0.025344-0.061495i,0.0034265-0.047028i,0.0081297-0.024413i,0.026782-0.0077327i,0.032961+0.001071i,0.025372-0.008528i,0.019371-0.027135i,0.010457-0.033355i,-0.0041716-0.021943i,-0.0095433-0.005108i,-0.0053003+0.0048227i,-0.0037617+0.0061339i
0.11182+0.060403i,0.14099+0.11584i,0.13262+0.18092i,0.17232+0.18113i,0.25196+0.035821i,0.26634-0.12205i,0.23117-0.15033i,0.17583-0.10355i,0.084816-0.062094i,0.011558-0.043353i,-0.021588-0.028962i,-0.021457-0.0049971i,-0.010911-0.0080128i,-0.021976-0.044576i,-0.037772-0.072873i,-0.033751-0.065116i,-0.01357-0.035948i,0.0010372-0.021769i,0.0030157-0.024209i,0.0048606-0.024743i,0.0061294-0.02061i,0.0037761-0.015101i,0.00041785-0.0077261i
-0.0059667-0.017952i,0.027516+0.020071i,0.1601+0.026567i,0.27759-0.036555i,0.28447-0.064949i,0.25334+0.014081i,0.17627+0.058139i,0.046697+0.04508i,-0.031677+0.05549i,-0.05454+0.06774i,-0.057568+0.078521i,-0.032156+0.071167i,-0.025815+0.041472i,-0.041633+0.04002i,-0.035176+0.052898i,-0.020367+0.039804i,-0.015747+0.011024i,-0.015769-0.012805i,-0.022754-0.019878i,-0.025625-0.011823i,-0.01324+0.0046203i,-0.0003228+0.017004i,0.00069445+0.018625i
0.14434-0.36579i,0.11698-0.51486i,0.020197-0.54949i,-0.051278-0.52539i,-0.077537-0.49071i,-0.027681-0.49061i,0.051498-0.46694i,0.066975-0.33471i,0.053011-0.18736i,0.052816-0.099929i,0.054025-0.066016i,0.024085-0.057281i,-0.013003-0.036484i,-0.027325-0.022538i,-0.036212-0.027218i,-0.033377-0.019519i,-0.012235-0.0035125i,0.0084069+0.0039934i,0.017214-0.0024644i,0.01333-0.010517i,0.0044688-0.0099355i,0.0020082-0.0052209i,0.0053169-0.003185i
-2.5161+7.3354i,-0.91404+5.6631i,2.2603+5.3984i,4.8605+2.7266i,5.2009-0.5038i,3.2531-2.0095i,0.83508-1.1541i,-0.24396+0.41693i,0.23707+1.2786i,1.3135+0.93963i,1.7193-0.19846i,1.3512-1.1982i,0.84489-1.4956i,0.67009-1.122i,0.86338-0.7573i,0.71296-0.57538i,0.23665-0.27924i,0.02748-0.10559i,-0.0026775-0.21826i,0.00085274-0.28948i,0.1232-0.31098i,0.19711-0.45613i,0.042754-0.53162i
0.31622+0.048216i,0.44393-0.013717i,0.47733+0.022015i,0.60565+0.14932i,0.8947+0.19953i,1.0827+0.1737i,0.93577+0.088677i,0.51417-0.049917i,0.09063-0.040917i,-0.098809+0.11702i,-0.10138+0.2035i,-0.057885+0.17177i,-0.021394+0.088326i,-0.021004+0.0086184i,-0.035164-0.025048i,-0.029821-0.020467i,-0.015653-0.0024242i,0.0045831+0.016803i,0.03649+0.015703i,0.047896-0.002905i,0.023355-0.014562i,-0.0026861-0.012381i,-0.016026-0.001157i
-0.20376-0.0025678i,-0.23399+0.02402i,-0.11093-0.058829i,-0.040783-0.20627i,-0.13313-0.22186i,-0.16487-0.080714i,-0.040152+0.0050889i,0.055478-0.029361i,0.038132-0.036776i,0.007533+0.025594i,0.019744+0.051766i,0.03845+0.022673i,0.0527-0.0058344i,0.065681-0.023945i,0.058446-0.038065i,0.033779-0.045575i,0.003219-0.044772i,-0.026343-0.029137i,-0.042524-0.0047908i,-0.039014+0.0048876i,-0.020666+0.00029883i,0.0013948+0.00085265i,0.01911+0.0081539i
0.042441-0.052799i,0.10353-0.16228i,-0.035872-0.31687i,-0.34573-0.26215i,-0.54214+0.0085079i,-0.52662+0.14603i,-0.4149+0.078305i,-0.26504+0.017769i,-0.11213+0.0060226i,-0.021914-0.031781i,-0.01475-0.074086i,-0.04193-0.055737i,-0.040724+0.011077i,-0.018542+0.059794i,-0.0071668+0.072999i,-0.0028255+0.064783i,-0.0022953+0.047523i,-0.0037136+0.03805i,-0.0017119+0.028764i,-0.0019789+0.016981i,-0.0033141+0.0075828i,0.0041058-0.0003786i,0.014258-0.0029198i
-0.23896+0.042031i,-0.37122+0.15579i,-0.35338+0.37911i,-0.082498+0.51157i,0.19775+0.42081i,0.20725+0.29502i,0.086315+0.26269i,0.052428+0.19079i,0.0452+0.054337i,0.0053613-0.016018i,-0.018892-0.010373i,-0.0085897-0.0034098i,0.0097691-0.024644i,0.01216-0.050647i,0.0016629-0.058737i,-0.0063447-0.050991i,-0.0047454-0.040552i,-0.0013501-0.037975i,-0.0085288-0.03431i,-0.018495-0.022211i,-0.019486-0.011753i,-0.018839-0.012464i,-0.018838-0.01636i
0.19822+0.144i,0.40551+0.10467i,0.50094-0.060014i,0.38101-0.23569i,0.22602-0.27378i,0.2192-0.18621i,0.2343-0.11083i,0.12229-0.071564i,-0.014564+0.0055738i,-0.060633+0.079195i,-0.04578+0.094502i,-0.02596+0.073917i,-0.020319+0.048777i,-0.0125+0.032272i,0.0050349+0.023012i,0.0097286+0.018571i,0.00016096+0.020381i,-0.0049548+0.023251i,-0.0018217+0.025104i,0.0088576+0.026147i,0.020306+0.022012i,0.024749+0.012683i,0.024654+0.0037491i
-0.21908-0.1848i,-0.36369-0.25106i,-0.36523-0.21907i,-0.24972-0.15723i,-0.16308-0.13533i,-0.10151-0.15259i,-0.036958-0.15171i,0.018955-0.09347i,0.06941-0.024252i,0.08931+0.012291i,0.081327+0.024862i,0.071176+0.018914i,0.05963+0.0056854i,0.038533+0.00018624i,0.013775+0.00026557i,0.0036882-0.0014782i,0.0044853-0.009379i,-0.0023458-0.012564i,-0.011047-0.0047493i,-0.013849-0.0014018i,-0.012181-0.0062203i,-0.0072318-0.0093035i,-0.0039646-0.0058522i
0.076498+0.25367i,0.15054+0.28215i,0.053237+0.14818i,-0.13371+0.076043i,-0.18103+0.15563i,-0.14752+0.2024i,-0.13726+0.1598i,-0.10299+0.081605i,-0.066853+0.0050967i,-0.05184-0.021925i,-0.037645-0.02166i,-0.036476-0.024057i,-0.036533-0.01876i,-0.022274-0.017779i,-0.0085056-0.021779i,-0.0060739-0.015632i,-0.011281+0.0026184i,-0.0055735+0.017863i,0.0098673+0.016353i,0.017517+0.008569i,0.016857+0.0012612i,0.013006-0.006561i,0.0087318-0.01201i
-0.19078-0.23393i,-0.326-0.17591i,-0.27043+0.10194i,-0.052287+0.24372i,0.03808+0.12051i,-0.030412+0.054605i,-0.032001+0.1036i,0.027115+0.077533i,0.035856+0.011847i,0.018499-0.012338i,0.013768-0.0088814i,0.020855+0.0059407i,0.028633+0.014243i,0.026386+0.01617i,0.02184+0.015626i,0.02199+0.0048159i,0.023153-0.015317i,0.013339-0.031413i,-0.0034412-0.030988i,-0.013038-0.020674i,-0.017793-0.012538i,-0.019109-0.0078762i,-0.014019-0.0035329i
0.18062+0.38079i,0.43764+0.39741i,0.55737+0.13965i,0.40958-0.084036i,0.21651-0.039i,0.19323+0.06633i,0.19547+0.038849i,0.091772-0.0077626i,-0.015267+0.01442i,-0.045289+0.046105i,-0.035449+0.03633i,-0.030842+0.0061066i,-0.03344-0.007726i,-0.031093-0.011564i,-0.030103-0.015816i,-0.035041-0.012443i,-0.03909+0.0025202i,-0.03353+0.018552i,-0.018764+0.023077i,-0.0075183+0.020139i,-0.00016463+0.015649i,0.0052628+0.01041i,0.0072255+0.0061921i
-0.20153-0.41394i,-0.40801-0.56119i,-0.51669-0.47496i,-0.42001-0.27306i,-0.23221-0.13656i,-0.11547-0.10288i,-0.086674-0.090252i,-0.054418-0.051277i,0.0067833-0.020687i,0.036187-0.012954i,0.022979+0.0031176i,0.015692+0.027289i,0.029639+0.034943i,0.037956+0.029189i,0.031191+0.024326i,0.026182+0.022059i,0.029258+0.012665i,0.02668-0.0013957i,0.013296-0.0067693i,0.0026402-0.0042973i,-0.00092703-0.0034178i,-0.00085997-0.0079923i,0.00014275-0.013432i
0.11623+0.43465i,0.19342+0.6112i,0.15091+0.58851i,0.055544+0.45139i,0.041914+0.29937i,0.062924+0.17534i,0.055734+0.1133i,0.03627+0.07144i,-0.0014342+0.027443i,-0.025693+0.016387i,-0.010638+0.01534i,0.0061563-0.0011279i,0.004383-0.018478i,-0.0025046-0.022173i,-0.00088273-0.014097i,0.0021155-0.011739i,-0.00894-0.011007i,-0.018442-0.0016899i,-0.011169+0.0089488i,0.00025011+0.013517i,0.0053822+0.012736i,0.001419+0.01042i,-0.0047954+0.010784i
-0.1115-0.3414i,-0.10601-0.3944i,0.05607-0.25995i,0.22223-0.14566i,0.20344-0.14639i,0.08198-0.13716i,0.018612-0.09105i,0.0090645-0.053057i,0.0071935-0.019913i,0.0047824-0.00045559i,0.00131+0.011183i,0.0049247+0.024691i,0.011353+0.028939i,0.014461+0.017455i,0.010692-0.0024474i,0.0036718-0.0084663i,0.0091306-0.0012328i,0.016898-0.0010542i,0.011557-0.007426i,0.0055435-0.013164i,0.0032492-0.016967i,0.0019305-0.015265i,0.0025856-0.0099494i
0.13162+0.25643i,0.20784+0.22194i,0.15741-0.03034i,-0.016373-0.20395i,-0.14613-0.13105i,-0.12806+0.0012672i,-0.055562+0.028863i,-0.017506+0.0018005i,-0.0084499-0.0072728i,-0.0033902+0.0041098i,0.008665-0.0033343i,0.012438-0.036545i,0.0012771-0.054951i,-0.012641-0.045153i,-0.018498-0.022013i,-0.014381-0.0070991i,-0.016346-0.0077594i,-0.023578-0.0049929i,-0.018978+0.0042389i,-0.013626+0.0080919i,-0.014088+0.0093644i,-0.011265+0.011327i,-0.0042456+0.011161i
-0.14807-0.22588i,-0.31105-0.26064i,-0.427-0.13225i,-0.36355+0.03951i,-0.16792+0.092859i,-0.051864+0.041324i,-0.056299+0.021664i,-0.058146+0.034361i,-0.029035+0.02458i,-0.006774+0.0078456i,-0.010138+0.010713i,-0.027905+0.041763i,-0.027651+0.071525i,-0.011666+0.067223i,-0.00071759+0.043541i,0.0044043+0.026807i,0.012978+0.021122i,0.022429+0.013839i,0.019953+0.0015069i,0.011693-0.0027065i,0.0094334-0.0018548i,0.0085625-0.0066261i,0.0037297-0.012258i
0.1027+0.19217i,0.19113+0.34369i,0.29027+0.42379i,0.30168+0.34442i,0.18734+0.19101i,0.09575+0.13142i,0.10963+0.11002i,0.10433+0.049072i,0.043119+0.0074063i,0.0020808+0.00025234i,0.000801-0.0067203i,0.025447-0.028433i,0.042053-0.056004i,0.034588-0.061538i,0.023667-0.04649i,0.015777-0.036999i,0.0007294-0.037613i,-0.019157-0.033421i,-0.027284-0.015036i,-0.019871+0.002007i,-0.011229+0.00617i,-0.011164+0.0082699i,-0.012359+0.014239i
-0.017619-0.10899i,0.045364-0.26709i,0.094876-0.45994i,0.049636-0.49837i,-0.0075958-0.34913i,-0.017095-0.22597i,-0.033341-0.1694i,-0.039067-0.084708i,-0.0080552-0.0065425i,0.014043+0.015759i,0.0071612+0.014864i,-0.01897+0.019882i,-0.046717+0.033142i,-0.053059+0.035315i,-0.044764+0.021141i,-0.036535+0.013936i,-0.026066+0.02335i,-0.0099054+0.031509i,0.0084881+0.021434i,0.016941+0.00134i,0.013711-0.0069896i,0.014904-0.00246i,0.021093-0.00030265i
-0.048213-0.031302i,-0.19742+0.020563i,-0.33419+0.15846i,-0.2998+0.25439i,-0.17274+0.21199i,-0.11099+0.14298i,-0.082222+0.10024i,-0.028785+0.036995i,0.0055117-0.02401i,0.0024727-0.039172i,-0.0023576-0.0284i,0.011075-0.017522i,0.035922-0.0065182i,0.046625+0.0054726i,0.035117+0.013873i,0.024833+0.013866i,0.021739+0.0022031i,0.011457-0.010142i,-0.008058-0.010976i,-0.02264-0.0025311i,-0.020802+0.002089i,-0.013166-0.0063891i,-0.010463-0.014658i
-0.0034328+0.14363i,0.09732+0.19597i,0.18157+0.1314i,0.1312+0.039686i,0.028256+0.043522i,-0.0089072+0.096919i,-0.0018632+0.11645i,-0.012075+0.084143i,-0.039557+0.042508i,-0.047277+0.027542i,-0.036519+0.024653i,-0.029283+0.014453i,-0.028044-0.0074365i,-0.02227-0.024841i,-0.0082932-0.023966i,-0.0014427-0.018659i,-0.0079582-0.0094943i,-0.0082646+0.0061699i,0.004371+0.01734i,0.016213+0.019627i,0.015715+0.015725i,0.0058872+0.014871i,-0.00067168+0.01693i
0.024384-0.17743i,0.010515-0.20486i,0.04851-0.099705i,0.15297-4.0099e-05i,0.21601-0.011065i,0.22356-0.042622i,0.20708-0.057825i,0.14387-0.056158i,0.071903-0.017102i,0.039555+0.016719i,0.031352+0.019404i,0.026565+0.017222i,0.017514+0.024852i,0.0062047+0.026316i,-0.0036293+0.012031i,-0.0074783+0.0049834i,0.0014181+0.0051728i,0.010079-0.003646i,0.0066383-0.014146i,0.00024656-0.018404i,0.0011979-0.017668i,0.0096276-0.01371i,0.016073-0.010638i
