-0.0021134+0.00069986i,-0.001303+0.00012516i,-0.0002866+0.00021929i,-0.00016883-2.1596e-05i,-0.00142+0.00013718i,-0.0019512+0.00087373i,-0.0019443+0.0019005i,-0.00098676+0.0029135i,0.00072091+0.002829i,0.0013479+0.0015552i,0.0016051+0.00011803i,0.0016698-0.0010429i,0.0015401-0.00085807i,0.0012596-1.1834e-06i,0.000934+0.00060862i,0.0010459+0.00058592i,0.00068124+0.00024969i,-0.0005038+0.00025582i,5.7046e-05+0.00045304i,0.0010696+0.00020671i,4.8349e-05-0.00026676i,0.00022289+2.8271e-05i,0.00072172+0.00057422i
0.00018677-0.00079041i,3.7999e-05-0.00069511i,-7.5494e-06-0.0010081i,-0.00019642-0.0010992i,-0.00081321-0.00072579i,-0.00094592-1.927e-05i,-8.1218e-05+0.00014252i,0.00070413-0.00085165i,-0.00018135-0.0016107i,-0.001062-0.001576i,-0.00081987-0.00045736i,-0.00084883+0.00039088i,-0.00033927+6.7616e-05i,9.6185e-06+0.00028986i,0.00010071+0.00033721i,0.00077892+0.00016308i,0.0008348-0.00029213i,-0.00016431-0.00046195i,-0.00049291-0.00013343i,-0.00013634-0.00059944i,-9.741e-05-0.00067764i,-0.00021413-0.00010264i,-0.00046239-0.00049594i
-0.0013839-0.0005479i,-0.0012281+6.309e-05i,-0.00060094-0.00018113i,0.00037913-2.9781e-05i,-0.00033074+0.00045995i,-0.0010981+0.00058586i,-0.0007702+0.00076285i,-0.00078689+8.2829e-05i,-0.0007834-0.00056606i,-0.0011999+0.0003444i,-0.00090679+0.00066496i,0.00047922-4.1618e-06i,0.00047836-2.5732e-05i,-3.3017e-05+4.6388e-05i,-0.00054646+4.2831e-05i,-0.0011569-0.00025918i,-0.00080211-0.00015524i,-5.9322e-05+6.4518e-05i,-0.00025848+6.1624e-05i,3.2582e-05-0.0003932i,0.00051533-0.00032426i,0.00019741-3.1373e-05i,9.5855e-05-0.0002919i
0.0010739-0.00074399i,0.00064395+0.00031366i,0.00041657-0.00021138i,-0.00040745-0.0015001i,-0.0011801-0.001325i,-0.00025314+0.00017956i,0.00040526+0.001034i,-0.00036963+0.001294i,-0.00041674+0.0011835i,-0.00011999+0.00076332i,-0.00054231+2.6596e-07i,-0.00067116-0.00046197i,-8.9181e-05-0.00020776i,0.00056791+0.0005702i,0.0004318+0.00077656i,0.00049043+0.0005766i,9.6268e-05+0.0010607i,-0.00077397+8.19e-05i,-0.00055858-0.00078643i,0.00074655-0.00052142i,0.0012339-0.00063952i,0.00078974-0.00013965i,0.00098239+0.00025891i
-0.001564-0.00019893i,-0.00059275+0.00098453i,0.00055542+0.00099859i,0.00095479-5.682e-05i,0.00089464-5.88e-05i,0.00073662-9.8584e-05i,0.00023325-4.4747e-05i,0.00025004+0.00036991i,0.00065667+0.00088148i,0.00036537+0.0010019i,0.00051447+0.00090838i,0.00087322+0.00074896i,0.0006788+0.00054669i,0.0012479+0.00023072i,0.00067526+0.00037477i,-0.00013096-7.0541e-05i,1.2532e-05-9.1713e-05i,0.00017679+0.00049599i,0.00016898+0.00020753i,-0.00034913-0.00016038i,-0.00020156-5.0374e-05i,9.4418e-05-0.00018199i,-0.00023935-0.00028671i
-0.0012617+0.0013581i,-0.00093049+0.0017459i,-0.00099858+0.0011914i,-0.00095805+0.0011084i,-0.00069332+0.0012309i,-0.00072471+0.00084746i,-0.001042+0.00074736i,-0.0006306+0.00047284i,-0.00027535+0.00018604i,-0.00066097+0.00037324i,-4.3994e-05+0.00021862i,0.00052153+0.00027802i,0.00014686+0.00043248i,0.00071285-0.00018442i,0.0011209-0.00039448i,0.00019571+0.00033014i,-0.00047654+0.00078665i,-0.00035632+8.4025e-05i,-0.00024048-0.00031338i,-0.00031505-0.00010767i,-0.0010755-4.3639e-05i,-0.00092202+0.00022591i,0.00016357+0.0003849i
0.00017044-0.0016304i,-0.00014788-0.001719i,0.00092138-0.0010147i,0.00070623-0.0006578i,-0.0003875-0.00085119i,-0.0015771-0.00026412i,-0.0020212+0.00070575i,-0.0009142+0.00018612i,-0.00022169-0.00123i,-3.3379e-05-0.0012629i,0.00031161-0.00051319i,0.0005518+0.00054588i,0.00040585+0.00076164i,-0.00012387+0.00014755i,-0.00058295+0.00036879i,-0.0001884+3.9695e-05i,-6.0715e-06-0.00015076i,-0.00010114+0.00029567i,0.00012205+0.00031152i,-0.00028837+0.00041605i,-0.00080193+0.00072282i,-0.0006706+0.00084131i,-0.00032048+0.00036833i
-0.0015507-0.00045445i,-0.0021337+0.00087034i,-0.0023211+0.0011981i,-0.0011392+0.00071841i,1.2657e-05+0.00022171i,-0.00010486+0.00068235i,0.00019714+0.0011427i,6.0399e-05+0.00024549i,-0.0011739+0.00047764i,-0.0019898+0.00080934i,-0.0011862+0.00061743i,-0.00048565+0.0005638i,-0.00043498+0.00068647i,-0.00082659+0.00050049i,-0.00093749-0.001086i,-0.00064775-0.0020287i,-0.0005651-0.0014483i,0.00048795-0.00051286i,0.00066517-4.3997e-05i,4.1273e-05-3.6513e-05i,-0.00029825-0.00044566i,-0.00016073-0.00056299i,-0.00022436-0.00075071i
-0.0011366-0.0021867i,-0.0013456-0.0010981i,-0.0010141-0.00024256i,5.5306e-05-0.00079021i,-0.00079318-0.00049828i,-0.0013362+0.00089795i,0.00011196+0.001561i,3.0595e-05+0.0005326i,-0.00044933-0.0007668i,-2.8063e-05-0.00014081i,-0.00034082+0.00060366i,-9.0954e-05+0.0003669i,3.1946e-06-0.00018725i,2.5147e-05-0.00011921i,0.00051324+0.00071133i,0.00059614+0.00082013i,0.00079217+0.00019652i,0.00035078-0.00013567i,0.00017058-0.001093i,0.00052714-0.0010139i,-3.8828e-05+5.6157e-05i,-0.00015062+0.00027408i,0.00082374+0.0003359i
-0.0011462-0.00046535i,-0.0018749+4.2265e-06i,-0.0012114-0.00027817i,-0.0010211+0.00019684i,-0.0015072+0.00048427i,-0.0012281+0.00055288i,-0.00098365+0.00088496i,-0.00081563+0.00032457i,-0.00075395-0.0001159i,-0.001058-0.00018205i,-0.00038473-0.00015729i,0.00026698+0.00014899i,0.00011582-0.00034117i,0.00065958-0.00042968i,0.00066759-0.00011451i,0.00036651-0.00032962i,0.0002988-0.0013199i,7.1329e-05-0.0012235i,0.00017065-0.00057199i,-0.00045543-0.00062418i,-0.00084616-0.00028704i,-0.00026219-6.0127e-05i,8.5182e-05+0.00021228i
-2.5306e-05-0.00060595i,-0.00048959-0.00048207i,-3.2013e-05-0.00010724i,0.00021197+0.00032205i,0.00030367+0.0016237i,-0.00044525+0.0016094i,-0.00054888+0.00070852i,0.00035361+0.00070483i,0.00047029+0.00055846i,-0.00023116+0.00045702i,-0.00071245+0.00072439i,-0.00070766+0.00049901i,-0.00016868+0.00049715i,0.00014435+0.00076177i,-0.00017083+0.00086707i,-0.00052304+0.0014333i,-0.00075805+0.0017117i,-0.00011306+0.00036459i,0.00043702-0.00031361i,0.00065235-0.00048038i,0.00094421-0.00020348i,0.0011557+0.00051675i,0.00098416+0.00012382i
-0.0015014+0.0017961i,-0.00088222+0.0020789i,-0.00081694+0.0017205i,-0.00034253+0.00077403i,0.00045999-0.00023077i,-0.00018299-0.00044318i,-0.00031026-0.00020994i,0.00080299+0.00042628i,0.00035309+5.0539e-08i,-0.00037461-0.00053029i,0.00030108+0.00011029i,0.00038785+0.00027194i,-0.00043416+0.00066843i,-0.00054729+0.00057295i,-9.4403e-05-0.0002003i,-0.0001489-0.00025615i,-0.00037004+0.00013604i,-0.00053639-8.8507e-06i,-0.00055565-0.00054325i,-0.00063896-0.0008691i,-0.00054399+0.00020183i,-0.00015925+0.00028566i,-0.00025713-0.00051583i
-0.00040637-7.7387e-06i,-0.00027135-0.00031045i,-0.00025967-0.00030997i,0.00042263-0.00027898i,0.00060201-0.00030687i,-0.0006894+0.0003892i,-0.0019986+0.00053251i,-0.00088508-0.00016234i,0.00010374-9.3566e-05i,-0.00050933+0.00084162i,-0.00070919+0.00071335i,-0.00077767-0.00010061i,0.00010321-4.2326e-05i,0.0014213+0.0001914i,0.0010326-2.3603e-05i,0.00027383+1.0155e-05i,0.00044411+0.00063796i,0.00053351+0.00059349i,0.00047872+0.00039813i,0.00027015+0.00079468i,0.00015253+0.00028243i,-0.00014783-0.00057929i,-0.00015798-0.0010714i
0.00074123-0.00052577i,-0.00020973+0.00021245i,-0.0010153-0.0009603i,-0.0011398-0.0014029i,-0.0018669-0.00071937i,-0.0022757-0.00014607i,-0.00099317+0.00046i,0.00046247+0.00046679i,0.00021326+0.00019748i,-0.000628+0.00036045i,-0.00082969+0.00021479i,-0.0010173-0.00016954i,-0.00069817+0.00039235i,-0.00060012+0.00067896i,-0.00048795+0.00021466i,-0.00033789-8.2341e-05i,-0.00055794+9.1808e-05i,-0.00076501+0.00017396i,-0.00095101+0.00027213i,-0.0013064+0.00014199i,-0.00037163+0.00010251i,0.0002387+0.00055059i,-0.00024738+0.0004389i
5.3755e-05-0.0027624i,7.994e-05-0.002558i,-0.00021373-0.0025871i,-0.00071387-0.0018858i,-0.0013721-0.00059003i,-0.0018207+0.0008379i,-0.00067315+0.0008517i,0.00036904+0.00047732i,0.0002217+0.00023676i,-0.00061722-0.00017728i,-0.00089228+0.00023685i,-0.0011521+0.0014506i,-0.00079347+0.00066554i,0.00065932-0.00014737i,0.00042889+0.0005949i,-0.0007128+0.0013886i,-0.0013318+0.0016732i,-0.0012218+0.00062056i,-0.00043013-0.00062821i,-0.00051863-8.8858e-05i,-0.00079203+0.00071712i,-0.00048122+0.00027277i,-0.00096025-8.4249e-05i
-0.00081072+0.00083685i,-0.0017016+0.0031814i,-0.0015496+0.0023829i,-0.0017505+0.00096735i,-0.0020888+0.001079i,-0.0013236+0.00090912i,-0.00056274+0.0011573i,0.00010694+0.0010165i,0.00061198+0.00062065i,0.00037485+0.00029433i,-0.00014664+0.00031319i,-0.00013312+0.00042445i,0.00048024-3.3935e-05i,0.00077084-2.1989e-05i,3.6476e-05+0.00014759i,-0.00060914-0.00053321i,-0.00089365-0.0011199i,-0.00087768-0.00016408i,-0.00013041+0.00073174i,0.00071871+0.00047856i,0.0004953-0.00012289i,0.00017769-0.00052462i,0.00048409-0.00091807i
-0.0011801+0.00029231i,-0.00046519-0.00019148i,-2.1077e-05-0.0012257i,0.00034497-0.00073947i,0.00042383+0.00037926i,-0.00012518+0.00076832i,-0.00071019+0.00046143i,-0.00076857+0.00047729i,-0.00030301+0.00081236i,0.00036438+0.00032465i,0.00054032-6.0889e-05i,0.00025352+0.00024718i,0.00024171+7.4505e-05i,-9.061e-05-0.0001252i,-0.00056559-9.785e-05i,-0.00041844-0.00056854i,0.00040033-0.00062787i,0.00067506-2.3758e-05i,0.00069281+0.00083152i,-0.00019375+0.00071557i,-0.0015977+0.0001178i,-0.001385-0.00014168i,-0.00060163-0.00033014i
-0.0018356+0.00064643i,-0.0015598+0.0015075i,-0.0019782+0.0024813i,-0.0012466+0.0017295i,0.00028719+0.0013369i,0.0012511+0.001665i,0.0014349+0.0015864i,0.00096821+0.00047253i,0.00022749-0.00037898i,9.1532e-05-1.7975e-06i,-0.00039749+0.00012984i,-0.00061608+0.00025324i,-0.00026261+6.6573e-05i,-0.00015474-0.00071627i,-0.00035148-0.001068i,-0.00083955-0.00044525i,-0.00034034-2.9254e-06i,0.00018692-0.00049949i,-1.8927e-05+2.3739e-05i,0.00041247+0.0002913i,0.0001913+0.00010513i,-1.495e-05+0.00044613i,0.00024933+0.00045055i
0.00023023+0.00032132i,0.00064037-0.00096207i,0.00083449-0.0021386i,0.00064008-0.0026162i,0.00085938-0.0016809i,0.0003429-0.0001177i,-0.0001249-2.0425e-05i,-0.00046276-0.00060815i,-0.00091262-0.00080176i,-0.00047131-0.00077876i,-0.00029049-0.00035628i,-0.00033413-0.00040782i,-7.607e-05-1.4738e-05i,-0.00084956+0.00029676i,-0.0007561-9.889e-05i,-0.00015701-0.00022617i,0.00021241-0.00039218i,0.00046996-0.0004104i,0.00028956+6.2167e-05i,-1.4313e-05+0.00029434i,-0.00034301+0.00024774i,-0.00034245-0.00013492i,-0.00012594+1.2206e-05i
0.0014938-0.00029804i,-0.00051582+0.0015146i,-0.0018668+0.0020656i,-0.0012221+0.00070861i,-0.00098898+0.00013481i,-0.0014943+0.00027036i,-0.00084231+0.00076542i,0.00029143+0.00099795i,0.00086096-0.00020229i,-1.5523e-05-0.0014199i,-0.00089196-0.00088045i,-0.00056478-0.00045051i,0.00010197-3.9262e-05i,-1.2556e-05+2.8252e-05i,0.00047944-0.00056164i,0.00023753-0.00064428i,-0.00032175-0.00025042i,0.00056651-0.000164i,0.00055349+0.00040675i,-0.00041031+0.00091611i,-9.4539e-05+0.00092039i,0.00025441+0.00025638i,0.00015543-0.00017851i
0.0020257+0.00082907i,0.0013708+0.00065294i,0.0020684-0.0013104i,0.0021524-0.0033627i,0.0012098-0.0027759i,0.00018694-0.0011235i,-0.00099833-0.00014266i,-0.0013405+5.5633e-05i,-0.00066388-0.00032904i,-0.00012462-9.2088e-06i,-6.8883e-05-0.00051996i,-0.0003583-0.00086082i,-0.0010303-0.00031015i,-0.0010961-0.00048209i,-0.0004146-0.00044861i,0.00030418-0.00060635i,0.00026293-0.00046755i,7.5205e-05+0.00010087i,-0.00033807+0.00024858i,-0.00024129+0.00059662i,-0.00044421+0.00068697i,-0.00094382-0.00021243i,-0.00052721-0.00039947i
-0.0022578+0.00048686i,-0.00061163+0.001447i,0.0011862+0.002095i,0.00085623+0.00065793i,-5.6626e-05-0.00038672i,-0.00038444-5.8511e-05i,-0.00055523+0.00025003i,4.8335e-05+5.978e-05i,0.0010799+4.4455e-05i,0.00074023+0.00024891i,-0.00011256+0.00059368i,-0.00022176+0.00052188i,-0.00011714+0.00018718i,-0.00053415+0.00049496i,8.4969e-06+0.00021566i,0.00038534-0.00024062i,-0.00010576-0.00021199i,0.0003118-0.00036771i,0.00062784+4.1691e-05i,0.00015446-0.00028555i,0.00021953-0.00069189i,0.00071299-0.0013923i,0.00097487-0.001531i
-0.0025044+1.8052e-08i,-0.0013788-0.0013184i,-0.0017202-0.0030907i,-0.0024342-0.0022967i,-0.002456+0.00032246i,-0.00192+0.00052805i,-0.00077888-1.9665e-05i,-0.00062715-0.00013992i,-0.0011721+0.00012371i,-0.00096114+0.00076633i,-0.00033255+0.00034791i,-4.7255e-05-0.00037535i,-0.00030629-0.00081197i,5.4597e-05-0.00020936i,-0.00010369+0.00076441i,-0.00034477+0.0004733i,-0.00029118-0.00031982i,-0.00038511-0.0008072i,-0.00054499-0.00019924i,-0.00064223+0.0010236i,-0.00029761+0.0010063i,0.00021747+0.00039525i,0.00032807+0.00049436i
-0.00025368+0.00076113i,-0.00055509+0.0014329i,-0.00031899+0.0022947i,-0.00040925+0.0024706i,-0.00089392+0.0011508i,-0.00036729+5.3272e-06i,0.00081892+0.0006665i,0.0010417+0.0008929i,0.00027111-0.00061559i,-0.00074288-0.00090439i,-0.001235-0.00063941i,-0.00072386-0.00057791i,-0.00044446-0.0001346i,-0.0004705-0.00062383i,-0.00020456-0.00085206i,-0.00032956-0.00075051i,-0.00047344-0.00069554i,3.394e-05-0.00057097i,0.00022684-0.00035717i,-4.3865e-05+2.3402e-05i,-0.00045642+0.00039861i,-0.00046597+0.0003605i,-0.00014919-0.00015112i
-0.00072902+0.00097169i,-0.00058978+0.00077049i,0.00029166-3.5075e-06i,0.0013066-0.0013139i,0.00062756-0.001697i,-1.3649e-05-0.0013843i,0.0004194-0.00053936i,0.00077427+0.00058351i,0.00061428+0.00036649i,0.0003519-0.00024233i,-0.00017907-0.000266i,-3.9889e-05+8.1971e-05i,0.00024931-0.00018425i,7.9423e-05+0.00051787i,-0.00025312+0.00055905i,-0.00057988+0.00020885i,-0.00027681+0.00059842i,0.00048357+0.00097893i,0.0005054+1.4179e-05i,-0.00049817-0.0007828i,-0.00061519-0.00072002i,-0.00010919-0.00097939i,-0.00037821-0.00096838i
-0.00054254-0.00065071i,6.6895e-05+3.8224e-05i,0.0011451+0.00044952i,0.0014145-0.00019271i,-7.9572e-05-0.00048947i,-0.00078054+0.00039094i,9.8398e-05+0.00077454i,0.00014509-5.5529e-05i,-0.0006759-4.7524e-05i,-0.0008183-6.9932e-05i,-0.00031901-0.00022171i,-0.0003492-0.00017672i,-5.1225e-05-0.00046213i,0.000335-0.00011847i,8.5467e-05-0.00048537i,0.00033782-0.00099622i,0.00028672-0.0011809i,-0.00024153-0.0013889i,0.00011885-0.0011122i,-0.00058892-0.00010538i,-0.0013678+0.00019883i,-0.00047392+1.1725e-05i,0.0003941+0.00033159i
-0.0025694-0.0019082i,-0.0032795-0.00079719i,-0.0035549-0.0010115i,-0.003035-0.00077996i,-0.002332+0.00064793i,-0.00065703+0.0011398i,0.00072485+0.00051528i,0.0010519+0.00021323i,0.00035693-0.00045588i,-0.0011922-0.001227i,-0.0015817-0.00046321i,-0.00046902+0.000965i,-6.771e-05+0.0012059i,-0.00045976+0.00030744i,5.5217e-06+3.5545e-05i,7.1597e-05-0.00034521i,-0.00059338-0.00043065i,-0.00049115+0.00022557i,-0.00034228+2.4945e-05i,0.00028445-0.00036188i,0.00063089-0.00026329i,0.00045942+0.0002952i,0.00074301+0.00060194i
0.0012854-0.0018193i,0.0018681-0.00045374i,0.0013572-0.00027825i,-0.00016552-0.00049559i,-0.0021876+0.00067344i,-0.002177+0.0016317i,-0.00012752+0.00078671i,0.00087105+0.00010176i,0.0006109-4.2416e-05i,-0.0001685-0.00031526i,-0.00060029-0.00030848i,-0.00071354-0.00053944i,-0.000551-0.00067752i,0.00025955-6.012e-05i,-0.00024066+0.00010877i,-0.00095849-0.00043625i,-0.00062375-0.00077031i,-8.0795e-05-0.00012373i,-0.00010999+0.0006845i,-0.00070011+0.00041106i,-0.00079154+0.00020839i,-0.0005724+0.00076318i,-0.00083964+0.0011952i
-0.00088949-0.00086537i,-0.0010665-0.00057449i,-0.0019463-0.0015458i,-0.002669-0.0010479i,-0.0022468+0.00019916i,-0.0018047+0.0012174i,-0.0014386+0.0017241i,-0.00081928+0.0010763i,-5.6978e-05+0.00035571i,-0.00020703+4.1459e-05i,-0.00057077+0.00014925i,-0.00088604-9.205e-05i,-0.00045667-0.00022209i,0.00013744-1.3403e-05i,0.00024369-0.00014822i,-0.00016854-0.00032245i,-7.5467e-05-0.00071687i,-0.00010304-0.00015207i,-0.00076446+0.00090805i,-0.00072226+0.00052442i,-1.9458e-05+0.00016427i,0.0006549+0.00033576i,0.00013787+0.00011778i
-0.00141+0.0003885i,-0.00045128+0.00057058i,0.00095986+0.00051548i,0.0023298-0.00038858i,0.0022516-0.00092533i,0.00064391+0.00018477i,7.2813e-06+0.00052135i,9.1917e-06+0.00033591i,-0.00017968+0.00097851i,0.00084029+0.0016763i,0.0013021+0.0010636i,0.0010049+0.00014798i,0.00101-0.00046721i,0.0011567-0.00053725i,0.00083832-0.00025468i,6.2941e-05-0.00050233i,-0.00041605-0.00086784i,-0.00033071-0.00040926i,-2.959e-05+4.9622e-05i,-5.8896e-05-0.00076228i,0.00016033-0.00055443i,-8.2788e-05-4.1853e-05i,-0.00020301-0.0006917i
-0.00014556-0.0007283i,-0.0020776-0.0016095i,-0.0032065-0.0010132i,-0.0017858+2.4175e-05i,-0.00045118-0.00094892i,-3.161e-05-0.00095556i,0.00022768+0.00010327i,0.00025322+0.00072998i,0.0001951+0.00099979i,2.023e-05+0.00078576i,-0.00020394+0.00043373i,-7.3562e-06+0.00046837i,0.00059227+0.00041734i,0.00033866-0.00022237i,-0.00075679+0.00018992i,-0.00096979+0.00061773i,-0.00031433-0.00027195i,0.00019334-0.00031645i,0.00077304+0.00033034i,0.00040092+0.00061758i,-5.3316e-05+0.00049549i,-0.00036946+0.00055186i,-0.00057717+0.00015702i
-0.0015561-7.1836e-05i,-0.0021541+0.00085625i,-0.00059296+0.00269i,0.00037943+0.0016075i,-0.0010066+0.00027271i,-0.001186+0.00068148i,-0.00062388+0.00050796i,-0.00046741-7.3871e-05i,-0.00037687+0.00037924i,-0.00023225+0.0012259i,-0.00084013+0.0012546i,-0.00059619+0.00037676i,0.00099128-0.00036614i,0.0011112-0.00065104i,0.00051579-0.00014346i,0.00023986+0.00033915i,0.00028201+0.00054447i,0.00026439+0.0010689i,0.00062748+0.00087125i,0.00085932+0.00049621i,8.6915e-05+0.00027347i,0.00011995+0.00061494i,0.00040559+0.00074333i
-0.00067383+0.00022811i,-0.00081314-4.7226e-05i,-0.00038957-0.00031982i,-0.00012731-0.0016962i,-0.00021281-0.0014093i,-0.001046+0.00022755i,-0.00098698+0.00061241i,-3.4434e-05+0.00030685i,0.00019995+0.00037951i,0.00054824+0.00045148i,0.00042142+6.7034e-05i,-0.00013607-0.00048706i,-0.00023356-0.00012483i,0.00017322-7.9693e-05i,0.00080312-0.00079751i,0.00081657-0.00058889i,1.1551e-05+0.00058327i,-0.00024924+0.00075715i,0.00024161-0.00026555i,0.0001661-0.00024582i,-0.00039284+0.0001103i,-0.00039355-1.5696e-06i,0.00049312-0.00033604i
-0.001166+0.0032567i,-0.00057911+0.003538i,0.0015197+0.0018896i,0.0033794-0.00013327i,0.002889-0.00070482i,0.00089818-0.00075242i,-0.00062248+0.00025268i,-0.00084929+0.0006854i,-3.1301e-05+0.000283i,0.0012903+0.00036198i,0.0014374-0.00023043i,0.00073278-0.0015258i,0.00064892-0.0015521i,0.00022276-0.00067355i,-8.6284e-05-0.00091389i,-0.00032874-0.0010551i,-4.7213e-05-0.0010189i,7.2792e-05-0.00047243i,-0.00049626+7.6102e-05i,-0.00063406-0.00046803i,-0.00078901-0.00046378i,-0.0006003+0.00046503i,-0.00038252+0.00056607i
-0.0016316+0.0003424i,-0.0011834+0.00043895i,-0.00086335+2.2624e-05i,-0.00078615-0.00031155i,0.00054274-5.2866e-05i,0.00064752+9.7881e-05i,0.00010584+0.00055475i,6.5047e-06+0.00065929i,-0.00033201+0.00014012i,-0.00029689-0.00054637i,0.00023905-0.00060944i,0.00056942-6.6302e-05i,0.00057919+0.00037671i,0.00061506+0.00012921i,7.8717e-05-0.00014241i,0.00048902-0.00060866i,0.00037386-0.0011579i,0.00023614-0.0009534i,0.00086665-0.00039477i,0.00078681-0.0010052i,0.00077545-0.0013505i,0.00043154-0.000805i,-0.00068612-0.00074706i
-0.0015063+0.0010383i,-0.0017831+0.0010895i,-0.00077312+0.0020127i,0.00088604+0.0014278i,0.0017949-0.00018735i,0.00070534+0.00021519i,-0.0001113+0.0016955i,0.00037839+0.0013088i,0.00057813+0.00086687i,0.000691+0.00080308i,0.0010093+0.00013679i,0.00086941-0.00080847i,0.0010407-0.00088604i,0.00053502-0.00025163i,0.00012432-0.00037361i,0.00031321-0.00033789i,-0.00010249+0.00023732i,-0.00053033+0.00048571i,-0.0008154+0.00037805i,-0.0012672+0.00016886i,-0.0010824-0.00019492i,-0.00081479-0.00085794i,-0.00029088-0.00086688i
-0.0004877+0.00043869i,-0.00062717-0.00010269i,0.0014667+0.00053111i,0.0019856+0.00055095i,0.001391-0.00049213i,0.00097089-0.0002107i,0.00027714+0.00052392i,2.7302e-05+0.00062815i,-0.00025726+0.00020005i,-0.00047997-0.00014806i,-0.00064251+0.00020442i,-0.00094252+0.00060251i,-0.00075875+0.00052258i,-0.00031766-0.000159i,-0.00052256+8.4957e-05i,-0.00055426+0.00076358i,-0.00017459+0.00096332i,-0.00019597+0.00075549i,-0.00049006-0.00069815i,-0.00031571-0.0012429i,0.00016011+7.0998e-05i,0.00055275+0.00017603i,0.00036192-0.00045207i
-0.0014987-0.0012089i,-0.0016627-0.0016172i,-0.0012866-0.00024347i,-0.00062566+2.4136e-05i,-0.0003639+0.0004371i,-0.00054453+0.001902i,-0.00023664+0.0022975i,-0.00026233+0.0012516i,-0.00092793-3.8629e-05i,-0.0003237+0.00029848i,0.00049283+0.0014574i,0.00088803+0.0011593i,0.00051895+0.00039248i,-0.0007371-0.00021951i,-0.00023769-0.00058413i,0.00051564+0.00017742i,0.000238+0.00036646i,0.00046156-0.00017746i,0.00040497-0.00019471i,-0.00090352+7.3375e-05i,-0.0011097-4.4336e-05i,0.00012391-0.00032438i,0.0001808-2.9662e-05i
0.00028021+0.0010319i,0.00026618+0.00095392i,0.001054+0.0010138i,0.0001612-0.00077382i,-0.0013352-0.0016261i,-0.0019565-0.0018508i,-0.0013664-0.00095249i,-0.0003164+0.0001438i,0.00022748+0.00016363i,0.00029755+5.6623e-06i,-9.3339e-06-1.2158e-05i,0.00016984-0.00030515i,-5.4072e-05-0.00046537i,-0.00052521-0.0011452i,-4.0033e-05-0.0016806i,-0.00019231-0.00031903i,-0.00075889+0.00033446i,-0.00032413-0.00028277i,0.00023577-0.00047483i,0.00010743+0.00034585i,-0.00045589+0.0010689i,-0.00092272+0.00066044i,-0.00075239-0.00048387i
-0.0030547+0.0083553i,-0.0041828+0.007105i,0.00068833+0.008143i,0.0059404+0.0039579i,0.008031-0.00069147i,0.0057546-0.0023397i,0.0015783+0.00045699i,-0.00047312+0.0024058i,0.00068849+0.0016036i,0.0027053+0.00035197i,0.0031777-0.0011431i,0.001462-0.0023212i,0.00015944-0.0022228i,0.00060648-0.0012831i,0.0015428-0.0010044i,0.0012425-0.0011239i,-1.7048e-05-0.00040543i,-0.0010021-0.00021092i,-0.0007283-4.3334e-05i,-8.6184e-06-0.0002034i,-0.00024406-0.00046505i,-0.00069427-0.00056107i,-0.00048567-0.0007773i
0.0024292-0.0097622i,0.0027352-0.007313i,-0.0017632-0.0089035i,-0.0065848-0.0050601i,-0.0080103+0.0014518i,-0.0050286+0.0049188i,-0.00081078+0.003142i,0.00034345-0.000248i,-0.00057978-0.0026849i,-0.0021363-0.002617i,-0.0025116+8.0485e-05i,-0.0017589+0.002801i,-0.0012458+0.0030775i,-0.0014443+0.001454i,-0.0015227+0.0010671i,-0.0011238+0.0013244i,-0.0012127-5.1651e-05i,-0.00072096-0.00059956i,-3.6712e-05+0.00074987i,0.00032867+0.0013707i,-0.00046385+0.00023441i,-0.00085877-0.00045506i,-0.00051716-1.2234e-05i
-0.00073557-0.0042665i,-0.0013643-0.0039528i,-0.0028984-0.0043537i,-0.0043841-0.0026847i,-0.0065158+0.00020736i,-0.0059694+0.002296i,-0.0030479+0.0011715i,-0.00055667-0.0007303i,0.00020799-0.0012959i,-0.00072579-0.0014666i,-0.0010416-0.0011187i,-0.00018282+0.00044464i,0.0004195+0.0011438i,-0.00014394+0.0013539i,-0.00069846+0.00053961i,-0.00051626-0.00058336i,-0.00022988-0.00097405i,-0.00025616-0.0010188i,-0.00029869-0.00049244i,-0.00023996-0.00030353i,-0.00050957+0.00044913i,-0.00029506+0.00065622i,0.00018305+5.438e-05i
-0.0007782-0.00099334i,-0.00087715-0.0011703i,-0.0011232-0.00098104i,-0.001661+0.00014522i,-0.002707+0.0011271i,-0.0031739+0.00066529i,-0.0019889+0.00025778i,-0.0004658+0.00027125i,0.00016658-0.0002434i,9.176e-05-0.00083507i,-0.00022901-1.8817e-05i,-0.00093304+0.00062301i,-0.00059205+0.0010178i,0.00062732+0.0011423i,0.001034+0.00062505i,0.00058342+0.00040962i,-6.0369e-05+0.00013285i,-0.00036416+8.4836e-05i,-0.00093006+6.8097e-05i,-0.00053974-0.0008785i,0.00026186-0.0015666i,0.00055199-0.0014143i,0.00067016-0.00098311i
