-0.00017659+0.00018952i,0.00046868-0.0016088i,-0.00050044-0.0034963i,-0.0016557-0.00097051i,-0.0026914+0.0017057i,-0.0019139+0.001651i,-0.00081951+0.0017153i,0.00063663+0.0021073i,0.0018+0.0014415i,0.001024+0.00018631i,0.00027096-0.00018817i,0.00035052+0.00023257i,-3.9827e-05+0.00014768i,0.00012711+0.00021523i,0.00012319+0.00074333i,-6.2325e-05+0.00060832i,-0.00022926+4.2791e-05i,-0.0005497-0.00010018i,-9.0236e-05+0.00013022i,0.00029934+0.00015884i,0.00025068+7.8109e-05i,0.0005455-0.00066268i,0.0005818-0.00055896i
-0.0010706+0.0016494i,-0.0011835+0.0029603i,-0.00092362+0.0028949i,-0.00038989+0.0017914i,-9.2951e-05+0.00091872i,-0.00020046+0.0002331i,0.00047984+0.00016952i,0.0013439+0.00077631i,0.00063188+0.00034612i,0.00025615-0.00074258i,0.00043393-0.0010306i,1.3627e-05-0.00068758i,-0.00062327-0.00057171i,-0.00084386-0.00017489i,-0.00051119+0.00057257i,-0.00030723+0.00028523i,-0.00030885-0.00082387i,-0.00032079-0.0015152i,-0.00090836-0.0012648i,-0.0010746-0.001152i,-0.00058544-0.00055428i,-0.00065867-5.1758e-05i,-0.00040661+6.798e-06i
0.0015043+0.001288i,0.00050619+0.00082023i,-0.00026378+0.0014071i,-0.00038993+0.00053114i,-0.00026677-0.00085705i,-0.00090279-0.00078884i,-0.0013923-0.00091684i,-0.00067763-0.00086276i,0.00049161-0.00047958i,0.0013941-0.0008056i,0.0015033-0.0010842i,0.0010288-0.0010702i,-0.00014758-0.00044692i,-0.00036636+0.00038996i,0.00045904+0.00062557i,0.00029235+0.00018235i,-3.3578e-05+6.5152e-06i,0.00056004+0.00025437i,0.0009308+0.00042966i,0.00048808-0.00036205i,-0.0005408-0.00039507i,-0.00077401+0.00022647i,-5.915e-05-0.00041667i
0.00023859-0.0011918i,-0.00061019-0.00099906i,-0.00047486+1.5659e-05i,0.00013904+0.00087905i,-0.00031679+0.00097206i,-0.0013108+0.00084366i,-0.0010868+0.0004545i,-0.00013725-4.7448e-05i,0.00071394-0.00098602i,0.00088633-0.0019908i,0.0006585-0.0017035i,0.00082656-0.0010126i,0.00060698-0.00039642i,0.00017147+0.00035124i,0.00036719+0.0004184i,-0.00038515-0.00013645i,-0.00074189-0.00054149i,-9.3117e-05-0.0005364i,-5.938e-05-4.97e-05i,-0.00075915-5.3793e-05i,-0.00049266-0.00019501i,-7.1591e-05-0.00044437i,-0.00018712-0.000519i
-0.00048407-0.00036646i,-0.0016543-0.00023066i,-0.0024883-0.00022574i,-0.002219+9.7459e-05i,-0.0013877+0.00028169i,-0.0011684+0.00096842i,-0.0013184+0.0018794i,-0.00025308+0.0012101i,0.00070531+0.00052063i,0.00037748+0.001072i,0.00010692+0.00071646i,0.0002315+0.00022986i,0.00053505+0.00018949i,0.00054971+0.00040426i,-7.9843e-05+0.00027062i,-0.00022922-0.00042276i,-0.00035766-0.00047216i,-0.00050035-0.0003799i,6.2396e-05-0.00021718i,0.0006668+0.00044729i,0.00062838+0.0012368i,4.2062e-05+0.0013972i,-0.00035839+0.0010158i
0.00092042+0.0013369i,0.00077835+0.00035968i,0.00073571-0.00051285i,0.00061839-5.615e-05i,0.00042338-0.00054121i,-8.7858e-05-0.00083704i,-3.7974e-05-6.9516e-05i,0.0006629+0.00031797i,0.0015773-0.00023902i,0.0010611-0.00083605i,0.00026848-0.0010353i,0.0003711-0.00077186i,0.00045216-0.00019832i,0.00031678+0.00021572i,0.00014796-0.0004959i,-0.00026259-0.00060836i,-0.0008665-4.0706e-05i,-0.00069102+8.6465e-05i,-0.00034538+1.1536e-05i,-0.0005952+0.00032226i,-0.0011315+0.00024923i,-0.00087199-0.00047086i,0.00019679-0.0010915i
-0.00079338-0.0006797i,-0.0010825-0.00079051i,-0.0021098-0.00011668i,-0.0025655-0.00013682i,-0.0019988+0.00072284i,-0.0016646+0.001451i,-0.00124+0.00057814i,-8.1303e-05+0.00013493i,0.0011099-0.00038836i,0.00090324-0.00063907i,-0.00039436-0.00035436i,-0.00011761-7.3908e-05i,-5.7615e-05-0.00014391i,-0.00062155-0.00076964i,-0.00047626-0.0003033i,-0.00056236-6.105e-05i,-0.00065386-0.00039473i,-0.00091695-6.1813e-05i,-0.00061289+0.00065855i,-7.8385e-06+0.0007535i,0.00037791-0.00028468i,0.00048282-0.00085252i,0.00040366-0.00079514i
0.00044363+0.00015991i,0.00068017-0.00072834i,0.00010007-0.0012437i,-0.00043977+0.00013232i,-0.0003198+0.0014877i,-0.00068964+0.0013367i,-0.0005182+0.00046517i,-0.00021227+0.00024414i,-0.00023146+0.00040535i,-0.00031105+5.7608e-05i,-0.00071699-9.6788e-05i,-9.2165e-05-0.00041994i,0.00060207-0.00061137i,-0.00017207-0.00024169i,-0.00052216+0.00017284i,-0.00079212+2.6852e-05i,-0.00092402-0.0005446i,0.00012759-0.00045519i,0.00070336+0.00023768i,0.00093533+0.00029549i,0.00047506+1.2857e-05i,-0.0006264+0.00050002i,-0.00076685+0.00047014i
-0.00073168-0.00051462i,-0.0011542-0.00035595i,-0.0010645-0.00046278i,-0.00065052-1.7371e-05i,3.4849e-05-0.00033199i,9.4595e-06-0.00052654i,-0.00031074+0.00026953i,0.00096921-0.00012321i,0.0018249-0.00089563i,0.0015545-0.0010094i,0.0013495-0.00053281i,0.0007797+0.00015395i,-6.1498e-05+0.00045068i,-0.00048614-4.1526e-05i,-0.00037098-0.00036327i,-0.00043293-0.00043316i,-0.00053371-0.00057635i,-8.9451e-05+0.00014188i,0.00021602+0.00050874i,-0.00028644-0.00032294i,-0.0005761-0.00025019i,-8.9301e-05-9.756e-05i,-7.5069e-05-0.00033918i
0.00013725-0.001192i,0.00013592-0.0012291i,0.00044393-0.0021077i,-0.00077756-0.0023035i,-0.002989-0.0016274i,-0.0028565-0.0013055i,-0.0011913-0.0011081i,-0.0001103-0.00022184i,0.00019549+0.00020189i,0.00018525-0.00049243i,-2.7938e-05-0.00096001i,0.00029542-0.00043951i,0.00031997-0.00028772i,-0.00011481-0.00016887i,-0.00070597+0.00033532i,-0.00092421-2.2318e-05i,-0.00039963+4.839e-05i,-0.00018709+0.00043854i,-0.00077888+0.00018261i,-0.00025992-5.7713e-06i,8.1495e-05-0.00018848i,5.1841e-05-0.00046323i,0.00015067-0.00049766i
-0.00074919+0.002065i,-0.0013+0.0020171i,-0.00092774+0.0022741i,-0.0011729+0.0020016i,-0.00063902+0.0012755i,-0.00027807+0.00015476i,-0.00085657+0.00043581i,-0.00062566+0.0008059i,0.00020939-0.00022387i,0.0013455-0.00022722i,0.0012445+0.00048537i,0.00028635+2.6563e-05i,7.35e-05-0.00045547i,0.00013448-0.00045996i,-0.00017455-0.00049566i,-0.00065963-0.00062616i,-0.00033622-0.00062424i,0.0003885-0.00028166i,0.00082452-0.00073195i,0.00051811-0.0008014i,5.2118e-05-0.00014617i,-0.00010001-0.00024236i,0.00034292-0.00030633i
-0.00062605-0.0010051i,-0.001118-0.0019475i,-0.0013593-0.0015008i,-0.0017946-0.00014547i,-0.0015594+0.00056574i,-0.0012404+0.0006843i,-0.0001421+0.0011565i,0.0011585+0.0010376i,0.0016807+0.0009829i,0.00076697+0.00042444i,-0.00045571-0.00071033i,-0.00039967-0.001028i,-0.00010838-0.0013806i,0.00012713-0.0014715i,0.00033198-0.00044919i,-8.1121e-05+0.00047607i,-5.3929e-05-0.00025575i,0.00022813-6.8485e-05i,0.00024877+0.0013349i,0.00015871+0.00095047i,0.00020562+5.7714e-05i,0.00028102-0.00062577i,-0.00015021-0.0010567i
-2.4269e-05+0.00081326i,0.00085908+9.733e-05i,0.00044721-0.00046544i,-0.00023968-1.7174e-05i,0.00016224+0.00013527i,0.00049881-0.00032286i,0.00030658-0.00057662i,0.00027155-0.00072075i,0.00015573-0.00096439i,0.0008272-0.00073481i,0.0015467+0.00033414i,0.00085639+0.00073634i,0.00027846+0.00029211i,0.00012517-0.00052371i,3.8346e-05-0.00053435i,-0.00052726+0.00019207i,-0.0011905+0.0002099i,-0.00067021+5.3062e-05i,-0.00035822+0.00057129i,-0.00045698+0.00068613i,-0.00037018-0.00036221i,-0.00056141-0.00056381i,-0.00030441+0.00031196i
-0.0006224-0.0024632i,-0.0014613-0.0019428i,-0.002679-0.0005127i,-0.0032781-0.00038161i,-0.0023396+0.00027117i,-0.0015655+0.00073284i,-0.00048904+0.00045082i,0.00092581+0.00047391i,0.0013702-0.00013092i,0.00058356-0.00068132i,-0.00065652-0.001321i,-0.00056123-0.0012559i,-0.00017468-0.00026862i,-0.00051539+0.00037743i,-0.00017432+0.00087044i,3.4127e-05+0.00080144i,-0.0003276+0.00044906i,-0.00027301+0.00047647i,-0.00069556+0.00023729i,-0.0012162-0.00010327i,-0.00046689+0.00010793i,-0.00026254-1.8781e-05i,-0.0003555-0.00030439i
0.0013413+2.046e-05i,0.0016886-0.00038656i,0.0013211-0.00067568i,-0.00067486-3.2356e-05i,-0.0019798+0.0006477i,-0.0013562-6.1233e-05i,-0.00065358+0.00032342i,-0.00036793+0.00098785i,0.00037602+0.00080668i,0.00084195+2.4274e-05i,1.3059e-06-8.7701e-06i,-0.00054494+0.00033406i,-0.00014571+9.7337e-06i,-5.7415e-05-0.00059302i,-0.00046676-0.00085074i,-0.00046865+0.00014326i,-1.9317e-05+0.00034729i,0.00082232-0.00063855i,0.00091663-0.00067865i,0.00010306-0.00054131i,-0.00040297-0.00045802i,0.00015494-0.00048501i,0.000747+0.00058681i
0.0021696-3.1061e-05i,0.0017458-0.00014963i,0.00081041-0.00045477i,-0.00041801-0.00056756i,-0.00095258-3.0911e-05i,-0.0013578-0.00026226i,-0.0010005-0.0011794i,0.00051935-0.001406i,0.00086688-0.0011367i,-0.00018637-0.001165i,-0.00046874-0.00092945i,-0.00017735+0.00035181i,0.00020002+0.0010717i,0.0011056+0.00021122i,0.00082359-0.00069119i,-4.2799e-05-0.00038298i,-0.00027245+0.00017139i,-7.8744e-05+0.00010423i,-0.0001347-0.0002238i,0.00010002-0.00045758i,0.00048286-1.8329e-05i,0.00074064+0.00042403i,0.00063237-6.1523e-06i
0.0015906-0.00019893i,0.0014254-0.0017814i,0.00093981-0.0016441i,0.00020991-0.00046948i,-4.9423e-05-9.5768e-05i,-0.00093515-0.00023531i,-0.00018798+1.6937e-06i,0.00074241+0.00058196i,0.00063568+0.00065729i,0.00038105+0.00010044i,-4.3656e-05-3.1601e-05i,-3.0174e-05+0.00032315i,0.00013242+7.4238e-05i,0.00048351+0.00015759i,0.00056261+0.00055791i,-6.7554e-05+0.00076487i,-4.0044e-06+0.00043503i,0.00044496-1.0942e-05i,0.00034664+9.2721e-05i,0.00034339+0.00048313i,-0.00030473+0.00012241i,-0.00055578-0.0003511i,-2.9963e-05-0.00025116i
-0.0010479+0.0024926i,0.00010521+0.0028857i,0.0018202+0.0025581i,0.0021189+0.0013639i,0.0013367+0.00033769i,0.0012141-0.00074526i,0.00059416-0.0012375i,0.00056996-0.00095491i,0.00083742-0.00040378i,0.0010343-0.00022923i,0.00087463-0.00022449i,-0.0002368-3.8651e-05i,-0.0011842-0.00034303i,-0.001029-0.00080657i,-0.00065694-0.00050763i,-6.9815e-05-0.00033712i,0.0007246-0.00015197i,0.0006086+0.0005202i,-7.852e-05+0.00085447i,-0.00028599+0.0012955i,-0.0005059+0.00092371i,-0.00061722-0.00026376i,-0.00061182-0.00053151i
0.00030226-0.0027222i,-0.00053597-0.0038467i,-0.0019402-0.0031111i,-0.0022034-0.0011261i,-0.0019411+9.8158e-05i,-0.0018135-2.5718e-05i,-0.0010933-0.00010226i,0.00028065-0.00031482i,0.00044095-0.00065536i,0.00028962-0.00037661i,7.6975e-05-0.00013203i,-0.00031422+7.5078e-05i,-0.00017637+0.00046119i,8.4739e-05+6.3593e-05i,-4.767e-05-0.00032326i,-0.00072959-0.000203i,-0.00067197-0.00016108i,0.00022073-0.00025266i,0.00010511-0.00011021i,6.3059e-06+0.00016315i,-0.00035359-0.00013278i,-0.00053546+6.7854e-05i,-3.4206e-05+0.00047888i
-0.00029847+0.00033774i,0.0010307-3.3902e-05i,0.00080673+0.00088346i,-0.00036038+0.0019541i,-0.00023502+0.0017615i,5.7469e-05+0.00052398i,1.7562e-05-0.00018427i,0.00040619+0.00039893i,0.00066453+0.00023981i,0.0006591-0.00059434i,0.0010509-0.00097516i,0.00097434-0.000848i,0.00044737-0.00048861i,6.0133e-05-0.00011528i,-0.00012741-0.00042191i,-0.00047282-0.00049492i,-0.00029878-0.00054138i,1.8173e-05-0.00044234i,-0.00038808+0.00047816i,-0.00054443+0.00065036i,0.00055091-0.00010632i,0.00046162-0.00054158i,-0.000215-0.00056581i
-2.3352e-05+0.00050014i,-0.0010577+0.00063832i,-0.00097677+0.0015072i,-0.0010477+0.0016706i,-0.0015564+0.0014693i,-0.0018912+0.0011018i,-0.00059759-0.00013547i,0.00064793-0.0002641i,0.0012989+0.0002729i,0.0015939-0.00023708i,0.00081902-0.0012063i,-6.9493e-05-0.00093151i,4.0448e-05-0.0008677i,-1.1718e-05-0.00042729i,-0.0008075-0.00011495i,-0.0010001+9.8548e-05i,-0.0011403+5.0122e-05i,-0.0011828-0.00051439i,0.0002026-0.00045654i,0.0007196+0.00015753i,0.0003975+0.00042243i,-9.4014e-06+1.1402e-06i,-0.00024869-0.00045856i
0.0023549-0.00083772i,0.0018336-0.00053302i,0.00099478+0.00025213i,3.565e-05+0.00078707i,-0.0003592+0.00010218i,-1.3526e-05-0.00031685i,-0.00016668-0.0001283i,0.00072886-0.00017751i,0.001265-0.00024651i,0.00080515+0.0001555i,0.00031789-6.3545e-06i,-0.00041461-0.00055236i,-0.00068638-0.00046497i,5.5312e-05-0.00038458i,0.00038802-0.00053491i,-8.6307e-05-0.00048732i,-0.00052946-0.00052255i,-0.00086947-0.0007941i,-0.00061563-0.0009924i,-0.00010373-0.00064687i,-0.00010249-0.00058073i,-9.4634e-05-0.00072972i,0.00066787+0.00039058i
0.00011437+0.00092325i,-0.00055722-0.00016959i,-0.0013633-0.0006229i,-0.0021161-0.00085565i,-0.0021952-0.00074212i,-0.0025962+0.0006169i,-0.0020299+0.00077235i,-0.00032632-0.00012293i,0.00072249-0.00061993i,0.0013873-0.00094093i,0.0011787-0.00030441i,0.00042369+0.00027957i,0.00033963-0.0005643i,-0.00024321-0.001361i,-0.00059303-0.00085089i,-0.00044093-0.0005782i,-0.00046103-0.00019114i,-0.00067617+0.00033285i,-0.00070642+0.00071323i,-0.00045134+0.00055399i,0.00039885+0.0001495i,0.00039773-0.00026167i,0.0001127-9.3405e-05i
0.0014835-0.00036363i,0.0020136-0.00049501i,0.0012908-0.0010208i,-0.00040613-0.0011462i,-0.00031735-0.00080238i,0.00012033-0.00068052i,-0.00082574+0.00056288i,-0.00086884+0.0011821i,-0.00025249+0.00039509i,-0.00017288+0.00015955i,0.00014433-0.00023968i,-0.00010653-0.00080091i,-1.0341e-05-0.0012889i,0.00069778-0.00047102i,0.00053558+2.7412e-05i,0.00010486-0.00071843i,-0.00037314-0.00054117i,-0.00063838+4.2819e-05i,-0.0006737+0.00064121i,-0.00012223+0.00071948i,0.00067531+0.00079489i,0.00058117+0.00072226i,7.6639e-05+4.2801e-05i
-0.00018563+0.0016115i,0.00072047+0.0014197i,0.0014659+0.0011405i,0.00020923+0.00049927i,-0.00013617+0.00090023i,0.00097404+0.00035831i,0.0013497+9.5694e-05i,0.00070031+0.00072528i,0.00060128+0.0010742i,0.00079309+3.4895e-05i,0.00081804-0.00088098i,0.00075703-0.00078804i,0.00085137-0.00053659i,0.00025702-0.00061773i,-0.0002204-0.00029185i,-0.00019472-2.9784e-05i,-0.00012857-0.00083958i,3.3039e-05-0.00072881i,0.00021391+0.00018452i,0.00037337+4.9327e-05i,0.00095155-0.00049352i,0.00090651-0.00090284i,0.000361-0.00021164i
0.0027215-0.0016803i,0.0011531-0.0024304i,-0.00093181-0.0025031i,-0.0019811-0.0014811i,-0.0025775-0.00056911i,-0.0024128+0.00031643i,-0.00046399+0.0010181i,0.00053551+0.0011396i,0.00031453+0.00061964i,-0.00011913+0.00023964i,-0.00047558-0.000104i,-0.00044943+0.00019694i,-0.00073266+0.00038454i,-0.0006851-0.00024446i,3.7876e-05-0.00069594i,0.00059643-0.00063118i,0.00054527-0.00077883i,-0.00043958-0.00016003i,-0.00069453+0.00014198i,4.1444e-05-0.00066209i,0.00063116-0.00052115i,0.00070602+0.00050176i,0.00045479+0.00071037i
0.0019195-0.0025528i,0.0011925-0.0015879i,0.00083812-0.0021677i,0.00039121-0.0021588i,-0.00044905-0.0012703i,-0.0010843+0.00013867i,-0.00059366+0.0011072i,0.00069257+0.00032988i,0.0016098-0.00041941i,0.001491+8.756e-06i,0.00010437+8.4884e-05i,-0.00076446-0.00041632i,-0.00073221-0.00023144i,-0.00081552+0.00043381i,-0.00083563+0.00010351i,-0.00093399-9.4715e-05i,-0.0012842+0.0003149i,-0.0010927-4.2823e-05i,-0.00057975-0.00050446i,-0.00049094+2.3516e-05i,-0.00061444+0.00020187i,-0.00032736-0.00010786i,0.00048205-0.00049027i
-0.0028676+6.5818e-05i,-0.0022374+0.00070597i,-0.00092974+0.00079835i,-0.00015604+0.0011341i,-0.0002329+0.001042i,-0.00015901+0.00023673i,0.00041456-0.00034979i,0.00034727-0.00034147i,-0.00023604+0.00011697i,-9.3815e-05-0.00013529i,5.9967e-05-0.0010523i,-1.3507e-05-0.001159i,-0.00063121-0.0010869i,-0.0004967-0.0015597i,0.00020187-0.0013944i,0.00018481-0.00062006i,0.00023275-4.2111e-05i,0.00034478-0.00013589i,-0.00043011-0.00022613i,-0.00083062+0.00028145i,-0.00038457+2.532e-05i,1.8054e-05-4.1537e-05i,0.00050514+0.00043278i
-0.00090285-0.00046425i,-0.00064461-0.00060564i,-0.0012182-0.00079948i,-0.00093945+0.00035157i,-0.0010568+0.0012156i,-0.00097792+0.00082414i,-0.00073237-0.00048756i,-0.00061265-0.0004766i,-0.00029246+0.00014553i,0.00011103-0.00052066i,0.00072072-0.00035082i,0.00019807+0.00037855i,-0.0010354-3.1017e-05i,-0.0015357-0.00034575i,-0.00042447-0.00046119i,0.00022755-0.00054786i,-0.00022515-0.00011419i,-0.00033846+0.00013294i,-8.3302e-05-0.00014197i,-1.8809e-05-0.00028268i,-0.00033739-0.00027832i,-0.00033972+0.00040344i,-0.00046705+0.00075959i
0.0021587-0.00040156i,0.0010431-0.0004779i,-0.00089283-0.00066278i,-0.0017068-0.00031081i,-0.0014456-3.8827e-05i,-0.00046663+7.2365e-05i,-0.00010127-7.7324e-06i,0.000797-0.00058649i,0.0012467-0.00048992i,0.00049687-0.00037105i,0.00061035+2.0958e-05i,0.00065833+0.00047305i,0.00034698+0.0003484i,0.00060734-8.0576e-05i,0.0011623-0.00039029i,0.001077-0.00019993i,0.00072188+8.385e-05i,0.00073993+0.00019916i,0.0010504+0.00057746i,0.00095668+0.00037854i,6.5177e-05-0.00052765i,-0.00029518-0.0002213i,7.1209e-05+0.0003913i
-0.0014299+0.0014583i,-0.00079177+0.0011994i,0.00013309+5.3402e-05i,0.00038096+0.00078364i,0.0003642+0.0018107i,0.00054062+0.00062615i,0.00080374-0.00021724i,0.00034073-0.00040483i,0.0001659-0.00047649i,0.00055269-0.00015154i,0.0003346-0.00042138i,-0.0002022-0.00038795i,-0.00060381-0.00034587i,-0.00057843-0.00033267i,-0.00060131+0.00011279i,-0.0007015-0.00015217i,3.5823e-05-0.00063443i,0.00056312-0.00056888i,0.00060909-0.00089261i,0.00078031-0.0011362i,0.00013707-0.00058339i,-0.00076309-0.00059838i,-0.0004275-0.0010437i
-0.00019543-0.0012947i,-0.00037295-0.00062568i,-0.0013099+0.00027449i,-0.001925+0.0005611i,-0.0014677+0.00016912i,5.0714e-05+0.00020182i,0.0011762+0.00033646i,0.0013107-0.00020334i,0.00076149-0.00038993i,0.00070568-0.00010972i,0.000782+2.2096e-05i,0.0006521+0.00014387i,1.3757e-05+0.00056331i,-0.00041209+0.00054605i,5.2082e-05-0.00021434i,-0.00028738-0.00041344i,-0.00092371-0.00018269i,-0.001197+5.9574e-05i,-0.0013947-7.8552e-05i,-0.0014641-4.43e-05i,-0.0011474-7.7069e-05i,0.00010648+0.00028111i,0.00064152+0.00014113i
0.0008155-0.0024153i,-0.001347-0.0023198i,-0.0030575-0.001546i,-0.003112-0.001329i,-0.002625-0.00077087i,-0.0018475-0.0004304i,5.2712e-05-0.00049335i,0.00097887+0.0001652i,0.0011561-0.00094421i,0.00065099-0.0015604i,-0.00010377-0.00050821i,-0.00043403-7.8303e-05i,4.9538e-05-0.00073624i,0.00046532-0.00042245i,0.0006819+0.00062492i,0.00048713+0.0007196i,-6.3611e-05-0.00050156i,-0.00010026-0.00086018i,-8.4433e-05-0.0001538i,-0.0001058+0.00018435i,-8.3505e-05+0.0005943i,0.00021033+0.0010727i,0.00028745+0.00041008i
0.0013325-0.00089703i,0.00089111-0.00031246i,0.00014189+0.00011887i,-0.00026388+0.00052469i,-0.000794+0.00054016i,-0.0011213+7.9468e-05i,-0.00023859-8.0758e-05i,0.00066399+0.00032775i,0.0007128+0.00026684i,-0.00014908+3.0962e-05i,-0.00038808+0.0004399i,-0.00054674+0.00027519i,-0.00038015-0.00053906i,0.0001683-0.00074774i,0.00021953-0.00085768i,-3.5767e-05-0.00065349i,-0.00084666+0.00012076i,-0.0010459+0.00054168i,-0.00098375+0.00027556i,-0.0011421+0.00053803i,-0.00092238+0.0010566i,-0.00049128+0.00068426i,-0.00071425+0.00019436i
0.0006445-8.0108e-05i,0.00048131+0.00013195i,0.00057836+0.00057041i,0.00013827+0.00097642i,-0.00049608+0.0015481i,-0.0006568+0.001262i,-0.00060661+0.00073265i,-0.00019474+8.4442e-05i,-0.00041073-0.00070217i,-0.00048459-0.00045563i,-9.601e-06-0.0001432i,0.00051556-0.00073341i,0.00043164-0.00057397i,-0.0001574-0.00032593i,-0.00023339-0.00010775i,-0.00071381-0.00070923i,-0.00065629-0.00051566i,1.8104e-05-1.3559e-06i,0.00012887-0.00010447i,-0.00021187+0.00031518i,7.3002e-05+0.00041495i,0.0004563+0.00030316i,0.00066034+0.00017508i
0.0017682-0.0022049i,0.0011842-0.0024039i,-0.00065791-0.0022909i,-0.0027708-0.0020338i,-0.0026722-0.0014574i,-0.0012645-0.00050941i,-0.00037901+0.00050208i,0.00035681+0.00087776i,0.00054145+0.00052687i,0.00081728-0.00018519i,0.0011917-0.00039404i,0.00089614+0.00047446i,0.0011288+0.0010054i,0.0010817+0.00028384i,0.00049827+0.00020336i,0.0001991+2.603e-05i,5.1783e-05-0.00087423i,0.00043453-0.00061844i,-0.00013988-5.0627e-05i,-0.00088848-0.00034996i,0.0001385+2.6665e-05i,0.00048644+0.00040938i,-0.00055156-0.00014967i
-0.00043637-0.00088475i,-0.0019081+0.00061533i,-0.0030206+0.00053912i,-0.0030504+0.0008919i,-0.0024822+0.001853i,-0.0014115+0.0016186i,-0.00036166+0.0013433i,0.00054863+0.0011433i,0.0009079+0.00020549i,0.0012749-0.00044764i,0.0011936-0.00080611i,0.0007397-0.00085801i,0.00040885-0.00041806i,5.7023e-05-0.00036474i,0.00043234-0.0008168i,0.00076761-0.00076713i,0.00073521-0.00090053i,0.00062496-0.00022601i,-0.00036681+0.00018867i,-0.00071998-0.00055973i,0.00017012-0.0004113i,0.0001594+0.00058316i,-0.00036574+0.0011249i
0.0018957+0.00028342i,0.0012671-0.00014981i,0.0004299-0.00057979i,1.8162e-05+0.00065338i,0.00013819+0.0013433i,-0.00056553+0.0010704i,-0.00070082+0.00027418i,0.00021412-0.00012978i,0.00086962-0.00043636i,0.00081678-2.9293e-05i,0.00047754+0.00054002i,0.00052367+0.00042768i,0.00041698-0.00019799i,0.00010002+6.0887e-05i,-0.00020253+0.00011589i,0.00016136-0.00038496i,-0.00017222+0.00036823i,-0.00052854+0.00047168i,-0.00054584-0.00055042i,-0.00010629-0.0011706i,0.000545-0.00055417i,0.00049125-1.853e-06i,0.000194+0.00025171i
-0.0011368+0.00041207i,-0.0013871+0.00061492i,-0.001585+0.00065221i,-0.0017121+0.0011737i,-0.001262+0.0016487i,-0.00033135+0.0012377i,-0.00026424+5.0719e-06i,-0.00019389-0.00014787i,0.0010962+6.7774e-05i,0.0011379-0.00035978i,0.00032197-0.00010948i,0.00024141+0.00047078i,0.00059177-7.6914e-05i,0.000568-0.00044489i,0.00033877-0.0002074i,0.00079773+0.00037503i,0.00031744+0.00015441i,-0.00087578-0.00013054i,-0.0010705-8.0351e-05i,-0.0004503-6.9963e-06i,-0.00042052+0.00047488i,-0.00032535+0.00088722i,8.1367e-05+0.0010207i
0.00037535+9.1557e-05i,0.0005466+0.00058185i,0.00048437+0.00070025i,4.3383e-05+0.00082004i,6.3147e-05+0.00026591i,-0.00029492-0.00071372i,-0.001389-0.00081718i,-0.00096742-0.00097235i,0.00046111-0.00071726i,0.0015172-0.00082163i,0.0017291-0.001346i,0.0012658-0.00086116i,0.00038371-0.00028464i,-0.00029265-0.00015663i,-0.00018217-0.00023168i,-2.8754e-05-0.00050368i,-0.00010308-0.00020058i,-0.00017838-0.00014914i,-0.00042419-3.3447e-05i,-0.00023774+0.00053419i,0.00036906+0.00022687i,0.00048478-0.00091811i,7.8581e-05-0.00026717i
0.00082106+0.0024132i,0.00038942+0.0011038i,0.0013816-4.6235e-05i,0.00082221-0.00022639i,-0.00051001-0.00048916i,-0.00099208-0.0010623i,0.00017026-0.0007923i,0.00114-6.8124e-05i,0.00090947+4.7043e-05i,0.00059309+0.00026307i,-0.00022513+0.00079851i,-0.00047481+0.00031143i,0.00011837-6.8776e-05i,5.016e-05-0.00045892i,0.00021319-0.00065507i,-4.5824e-06+7.0727e-05i,-0.00063494+0.00012243i,-0.00058666-0.00036825i,-0.00085263-0.00086313i,-0.00099685-0.00097673i,-0.00085438-0.00055897i,-0.00054747-0.00080253i,-2.0015e-05-0.00081733i
0.0007922+0.00021386i,0.00014504-0.0004185i,0.00086737-0.0010396i,0.00022415-0.00028359i,-0.0012662+0.00062806i,-0.0020969+0.00081881i,-0.0015237+0.00025801i,-0.00018832-0.0003382i,0.00062515-0.00088416i,0.00082092-0.0012295i,-0.00040001-0.00075946i,-0.00099554-0.00056361i,-0.0003127-0.00039594i,0.00043139-0.00019997i,0.00077163-0.00023977i,0.00016116-6.6466e-05i,4.3682e-05+0.00051066i,0.00081711+0.0009605i,0.00092547+0.00027758i,0.00037694-0.00047329i,0.00070861-0.00016017i,0.0015065+0.00015644i,0.0013045-0.00016907i
0.0010143-0.00095912i,-0.0001263-0.0016549i,-0.0014903-0.0017709i,-0.0014817+1.0011e-06i,-0.001107+0.00092711i,-0.00041312+0.0011094i,8.9931e-05+0.00076959i,0.00037621+0.00029401i,0.00095526-0.00032526i,0.000592-0.00017445i,6.1672e-06+0.00062322i,-6.2569e-05+0.00042586i,0.0003518+0.00025979i,0.00068712+0.00013771i,0.00042971-0.00019631i,0.00061182+0.00024229i,0.0007042+0.00040124i,0.00028092+0.00040459i,-0.00029196+0.00063123i,-0.00042266+0.00022989i,0.00044003-1.309e-05i,0.00015693-7.5617e-05i,-0.00060449-0.00036787i
