-0.0032716+0.00019657i,-0.0027645-3.968e-05i,-0.0024879+0.00071044i,-0.0016713+0.001519i,-0.00055024+0.0022394i,-0.00049606+0.0022832i,-0.0010258+0.0018278i,-0.00070143+0.0011324i,-0.00098483+0.00077384i,-0.00045762+0.00091101i,0.00095987+0.00044012i,7.5622e-05+4.5929e-05i,-0.0014535+0.0002603i,-0.0021621-0.00018532i,-0.0019978-0.00063653i,-0.00041082-0.00088349i,0.00064632-0.00080068i,0.00072902-0.0010808i,0.00031762-0.0009482i,-6.4439e-05-0.00058481i,0.00031435-0.0010955i,0.00011682-0.0011708i,-0.00057309-0.00025509i
5.6955e-06-0.0011348i,5.0019e-05-0.0013407i,-0.0010135-0.00090574i,-0.0011585+0.00020731i,-0.0012865+0.0012262i,-0.0019403+0.00012318i,-0.001106-0.00044383i,-0.00050252+0.0001885i,-0.00045075-1.7688e-05i,-0.00019611-0.00057042i,-5.573e-05-0.00050085i,-0.00020417+3.575e-05i,-0.00026516-6.9766e-05i,0.00016733-0.00038575i,0.00036802-0.00038958i,-0.00017507-0.00051326i,0.00028247-0.00022629i,0.0006072+0.00045418i,0.00022255+0.00035509i,0.00046326-0.00010935i,0.00077438-0.0002743i,0.00084948-0.00019855i,0.00098231+0.00030288i
0.00060767+0.0022886i,0.0010919+0.0024455i,0.0022388+0.0011902i,0.0015975+0.00045576i,-0.0010954-0.0011055i,-0.0021446-0.0025163i,-0.0019413-0.0012923i,-0.0016199-0.00083261i,-0.00069577-0.00059118i,-0.0004365+0.00013511i,-0.00078408+0.00013422i,0.00051242+6.4125e-05i,0.001594-0.00024061i,0.00094874-0.00049366i,-0.00039803-0.00074899i,-0.00089656-8.5855e-05i,-0.00017714+0.00055103i,0.00060583-0.00011423i,0.00060795-0.00074327i,0.00036293-0.0010087i,0.0002864-0.00034223i,-0.00013507+0.00095132i,-0.00010638+0.00094045i
0.0010409+7.5977e-05i,0.000609-0.00014296i,0.00032953-0.00034909i,-0.00039287-0.00023162i,-0.00072357-0.00068671i,-0.0015232-0.0020738i,-0.0022501-0.0014098i,-0.001498+0.00077864i,-0.00060325+0.00097447i,-0.00025605+0.00026448i,-4.6703e-05+0.0002082i,5.444e-05+0.00051059i,0.00011397+0.00047728i,0.00022124-1.0778e-05i,0.00050545+0.00021608i,-6.348e-05+0.00047872i,-0.00045515-0.00017831i,-0.00025789-0.00036034i,0.00015602+0.0005253i,3.7807e-05+0.00085778i,-0.00018164+6.5069e-05i,-0.00018322-0.00040536i,-0.00032404-0.00013043i
-0.00026544+0.0012892i,0.001052+0.00085049i,0.0012855+0.00063048i,0.00054211-0.00011117i,-0.00026369-0.0012699i,-0.0022221-0.0020388i,-0.0037572-0.0020822i,-0.0023611-0.0011913i,-0.00067694-9.152e-05i,-6.3805e-05+0.00015088i,-0.00034961-1.407e-05i,-0.00024042-4.0936e-05i,0.00033832+0.00013634i,-0.00035618-0.0001233i,-0.00080325+0.00037527i,-0.00034386+0.00093083i,-1.2957e-05+0.00027703i,-8.685e-05+0.00013426i,-0.00040249+0.000405i,-0.00084818-0.00010652i,-0.0010678-0.00053i,-0.00051424-0.00029466i,-9.0396e-06-0.00025022i
0.00063882-0.0027277i,0.00099674-0.0037757i,0.00088494-0.0033659i,-0.001099-0.0021425i,-0.002772-0.0014539i,-0.0030748-0.00066152i,-0.0018005-0.00058748i,-0.0011712+0.00011352i,-0.00083171+0.00027341i,-0.00014338-0.00036759i,-0.00045602+0.00011051i,-0.00074602+0.00058518i,-0.00017967+0.00073086i,0.00028205+0.00022986i,0.00039011-0.00019091i,5.8287e-05-0.00021784i,-8.2863e-05+0.00028894i,-0.00014764+0.00053465i,0.0001577+0.00031672i,0.00035401-2.8307e-05i,-7.9442e-05+0.00039059i,-9.9813e-05+0.0011175i,0.00022293+0.00081035i
0.0004362+0.00081322i,3.2759e-05+0.0010643i,5.1407e-05+0.0010713i,-0.00012741+0.00075946i,-0.00076846-4.2654e-05i,-0.0013339-0.0011861i,-0.0017765-0.0017611i,-0.0011219-0.0010591i,-0.00031981+0.00017934i,2.7637e-06+0.00017805i,0.0014414-0.00051953i,0.0017809-0.00043166i,0.00017296-0.00023598i,-0.00068127-0.00010957i,-0.00051975-0.0002051i,-0.00086125+0.00014356i,-0.00035536+0.00041448i,0.00028117+0.0001361i,-5.8243e-05-1.3645e-05i,-0.0006698+0.00027933i,-0.0012416+0.00063618i,-0.0013186+0.0001965i,-0.00022347+0.00015944i
0.0024476+0.00042341i,0.0018386-0.00015302i,0.001228-0.00086921i,0.00020198-0.0010219i,-0.0014215-0.00073776i,-0.0029862-0.0011145i,-0.0026774-0.0017317i,-0.0011017-0.0019788i,-0.0004264-0.0016235i,-0.00029602-0.00042944i,0.00044354+0.00027866i,0.0006918+0.00039617i,0.00046181+0.00024719i,0.00026048-0.00038571i,-7.9836e-05-0.00012854i,-1.8181e-05+0.00043522i,-8.4528e-05+5.3547e-07i,0.00014431-0.00050681i,0.00092341-0.00073434i,0.0010571-0.00051296i,0.0004962+0.00012391i,-0.00015746+0.0004136i,-0.00027529+0.00022947i
0.001701+0.0004063i,0.0018378-0.00031045i,0.0015877-0.0011547i,0.00048982-0.0017364i,-0.00022678-0.0022313i,-0.000833-0.0020772i,-0.001595-0.0018556i,-0.0014292-0.0013986i,-0.00011734-8.25e-05i,0.00058883+0.00059796i,0.00058366+0.001129i,0.00036112+0.00038717i,0.00038059-0.00064982i,-0.00011466-0.00034445i,-0.00042715-0.00014367i,-0.00044651-0.00077092i,-0.00058997-0.00094388i,-0.00011443-0.00024132i,3.6083e-05+0.00067581i,-0.00057577+0.0013445i,-0.00097301+0.00112i,-0.0006921+6.1241e-05i,6.0064e-05-0.00019394i
0.0019108+0.00055219i,0.0016952-0.00086826i,-0.00013053-0.0020891i,-0.0015964-0.0013572i,-0.0029018-0.00048548i,-0.0034535-0.00060441i,-0.0025886-0.00053455i,-0.0016864-0.00045705i,-0.00071673-0.00012827i,0.00042653+0.00023679i,0.00037125+5.4945e-05i,-0.00022074-0.0003031i,-4.3042e-05-0.00055668i,0.00040789-9.1193e-05i,0.00079307+0.00063527i,0.00016036+0.00082682i,-0.00047668+0.00081976i,-0.00020945+0.00035805i,0.00014615+8.5112e-05i,7.834e-05-0.00057735i,0.00020602-0.0011019i,-0.00070006-0.00095833i,-0.0010327-0.00013386i
0.0010465-0.00048294i,0.0002649-0.0011855i,-0.0014368-0.00058014i,-0.0021411+0.00031277i,-0.0017637-0.00029488i,-0.0015661-0.00090333i,-0.0017495-0.0013304i,-0.0011559-0.00090402i,-0.00047772-0.0003045i,-0.00074772-0.00039547i,-0.00055041-0.0010624i,0.00042824-0.0010796i,0.00077904-0.00062666i,-5.2944e-05-0.00088614i,-0.00051819-0.00082048i,-0.00044053-0.00046762i,-0.00045169+9.7403e-05i,-0.00027778+0.0001316i,-0.00033585-0.00033239i,-5.7646e-05-0.00018256i,0.00052011-0.0001723i,0.00067903+7.0537e-05i,0.00019418+0.0006298i
0.0024092+0.0014768i,0.0025441-0.00084821i,0.0015749-0.0018506i,-5.7301e-05-0.0014714i,-0.00048823-0.0016243i,-0.001033-0.0017855i,-0.0013013-0.0013086i,-0.00050079-0.001165i,0.00012538-0.00056167i,0.00058927+0.00040406i,0.00054919+0.00097492i,0.00043939+0.0010297i,0.00018357+0.00059882i,-0.00031989+0.00057258i,8.4323e-05+0.001209i,1.3225e-05+0.0013129i,-0.00057419+0.0010167i,-6.9696e-05+0.00036409i,0.00089288-0.00032047i,0.0015139-0.00052701i,0.00067042+0.00011649i,-0.00023699+0.00077576i,0.00063521+0.00096578i
-0.0022765-0.0010439i,-0.0025139-0.00044953i,-0.0019437+0.00014072i,-0.0015113-0.00020017i,-0.0016614-0.0014375i,-0.00082199-0.0015295i,-0.0008172-0.0013433i,-0.00082366-0.00076768i,-0.00021197+1.6626e-05i,-0.00029545+0.00034381i,0.00011234+0.00039884i,4.9386e-05+0.00010295i,-0.00028968-0.00014779i,9.9785e-06+1.5776e-05i,0.00057094-0.00053513i,0.00071397-0.00045958i,0.00013517+0.00053924i,-2.778e-05+0.00060592i,-0.00015493-0.00010356i,0.00032187-3.862e-05i,0.00047677+0.00018476i,4.3777e-05-1.5569e-05i,-0.00045435-0.00030153i
0.0008098-0.0004832i,0.00052543+0.00013526i,0.00015195+0.00083953i,-4.3876e-05+0.0011647i,-0.00092384+0.0010493i,-0.0014181+9.664e-05i,-0.00098848-0.00010661i,-0.00092947-9.8316e-06i,-0.0010761+5.9503e-05i,-0.00054179+0.00047954i,7.071e-05+0.00021474i,0.00012515-0.00056181i,-0.00016071-0.00056334i,-0.00087599+0.0002775i,-0.000818+0.00059151i,-1.6497e-05+0.00028531i,-3.517e-05-0.00054841i,-0.00093033-0.0012266i,-0.0011834-0.00063894i,-0.00078793-0.00035435i,-0.00023385-0.00039026i,0.00041182-0.00020074i,4.911e-05-0.00020747i
-0.00031604+0.0016478i,0.00020876+6.2713e-05i,0.0010271-0.0015255i,0.00055388-0.0014202i,-0.000492-0.0014914i,-0.0013456-0.0011194i,-0.0016046-0.00033653i,-0.0008152+8.297e-05i,1.8155e-05+3.8222e-05i,0.0002915-0.0004671i,0.00040591-0.00038919i,0.0003274+0.0002304i,-0.00060578+0.0011066i,-0.00070419+0.0012063i,-0.00029158+0.00062126i,-0.00017464+0.00074141i,-0.0002301+0.00048783i,-6.7839e-05-0.00028409i,0.00019041-0.00018812i,0.00061557+0.001162i,-5.2473e-05+0.0012296i,-0.0010755+0.00019415i,-0.00068047-0.00051381i
0.0020429-0.00090877i,0.0015031-0.0014242i,0.0006482-0.0016753i,-4.1894e-05-0.00031582i,-0.00037821+0.00026512i,-0.0010559-0.00061336i,-0.0015142-0.00095501i,-0.0014208-0.00067832i,-0.0011074-9.2982e-05i,-0.00024778+0.00017538i,0.00056749-0.00024373i,0.00067389-0.00054339i,-0.00014316+1.1209e-05i,-0.00082621+0.00069428i,-0.00052074+0.00061684i,-0.00076957-7.4218e-05i,-0.00087296+0.00018003i,6.107e-05+0.0005006i,-2.6678e-05+0.0010567i,-0.00078116+0.0011139i,-0.00046034-0.00029386i,3.6882e-05-0.000635i,-0.00025126+0.00031326i
-0.0024752+0.00011663i,-0.0022828+0.00086489i,-0.0019277+0.00096361i,-0.0016986+0.0006402i,-0.00068237+0.0001818i,0.00015671-0.00059364i,-0.0006723-0.00070905i,-0.0009834-8.603e-05i,-0.00068888+0.00039558i,-0.00060183-3.4479e-05i,0.00056596-0.00024544i,0.00083524+0.00062298i,0.00013297+0.00034708i,-0.00028322-0.00033099i,-0.00036279-0.00050427i,0.00023825+2.0104e-05i,0.00044913+0.00070536i,0.00029123+0.00057783i,0.00052419-0.00011122i,0.00037563-0.00050903i,0.00037956-0.0002068i,8.8303e-05+0.00072693i,-0.00042828+0.00087742i
0.0013432-0.00032014i,0.001266-0.0008988i,0.00086406-0.00068132i,-0.00010974-0.00053808i,-0.0009523-0.00048182i,-0.0015975+0.00027807i,-0.0016989+1.9673e-05i,-0.00057263-0.00052313i,-0.00056065-0.00051001i,-0.00083435-0.0010004i,-0.00050839-0.0012449i,-0.00016032-0.00044027i,0.00051997-0.00014677i,0.00049675-0.0011766i,-0.00035206-0.0012035i,-0.00095201-5.8313e-05i,-0.0011366+0.00047834i,-0.00024557-1.1743e-05i,0.00044389-0.00027578i,0.0007748+0.00048024i,0.00060596+0.00086573i,0.00053805+0.00021835i,0.00078856+8.7544e-05i
-0.00010319+0.0022721i,0.00027571+0.0026445i,0.00056885+0.0022127i,0.0018885+0.00097154i,0.0015277-0.0006961i,-0.00099585-0.001643i,-0.001848-0.0011988i,-0.00129-0.00062109i,-0.00096276-7.7832e-05i,-0.00042568+0.00041934i,0.00035333+0.00033949i,8.2017e-05+0.00038016i,-0.00058676+0.001128i,-0.00083418+0.0008463i,-0.00098204+0.00097711i,-0.0011886+0.0013124i,-0.00053735+0.00010938i,2.6003e-06-0.00075162i,0.00014215-0.00018437i,0.00031485+0.00048471i,-0.00010702+0.00029938i,-0.00031009-0.00031561i,-0.00046799-0.00044433i
0.00071392-0.0015245i,0.00052009-0.0014255i,-0.00061982-0.0013207i,-0.0013532-0.0011636i,-0.0018211-0.00054738i,-0.0015949-0.00041838i,-6.6815e-05-0.00088003i,0.00043842-0.00071198i,-0.00052402-0.00056949i,-0.0002024-0.00096081i,0.00030447-0.00087391i,-0.000735-5.008e-05i,-0.001281+0.00046309i,-0.00057347-0.00022726i,4.9419e-05-0.00065762i,0.00028189-0.00010558i,0.00017045+0.00011859i,-0.00014798+0.00046759i,0.00021629+0.00090665i,0.00062288+0.00070074i,0.00088234+0.00011899i,0.00071522-0.00027676i,0.00015084-0.00018552i
-0.002728+0.0020701i,-0.0024865+0.0025284i,-0.0020835+0.0022786i,-0.0010578+0.0012102i,-3.2582e-05-1.6684e-05i,0.00028047-0.00097362i,-0.00097054-0.00090547i,-0.0017908-0.00032598i,-0.00078564+0.00015604i,-0.00056049+0.00067024i,-0.00027317+0.00087176i,0.00042177+0.00064057i,0.00016929+0.00037041i,-0.00016442+0.00030194i,-0.00061768-0.00033128i,-0.0014149-0.00045587i,-0.001681-0.00017381i,-0.00077265-0.00035731i,0.00037-0.00070099i,0.00069096-0.0009954i,0.00020279-0.00014334i,-0.00035989+0.000503i,-0.0012365+0.00037828i
0.001852-0.00056083i,0.001138-0.0012229i,0.00034503-0.0018674i,-0.00035621-0.0012481i,-0.0012177-0.0015046i,-0.0016904-0.0016752i,-0.0013925-0.00085102i,-0.0010396+0.00038237i,-0.00097383+0.00077087i,-0.0001753+0.00031595i,0.00074908+0.00047848i,0.00080688+0.00083256i,0.00018145+0.00084974i,-0.00076036+0.00035329i,-0.00080913-0.00024768i,-0.00021007-0.0002672i,-0.00010435+7.2349e-05i,-0.0001195+0.00035801i,1.5446e-05+0.00035216i,-0.00082435-0.00021674i,-0.00082891-0.00072436i,-0.00091075-0.00027704i,-0.0003636+0.00029953i
0.0011143+0.0017336i,0.0015189+0.00086879i,0.00085071-0.001128i,0.00046073-0.00093966i,-0.00023093-0.00066473i,-0.0015459-0.0017807i,-0.001313-0.0014505i,-0.00054098-0.00026919i,-4.9153e-05-0.00014159i,4.8906e-05-3.0361e-05i,-0.00042571+0.00055842i,-0.00034121+0.00082339i,-4.3356e-05+0.00089039i,-0.00015817+0.0014178i,-0.00021899+0.0011814i,-0.00074708+0.00040691i,-0.0010091+0.00066719i,-0.00074301+0.00093188i,-0.00069+0.0005362i,-0.00065388+0.00021333i,-0.001048-0.00037151i,-0.0011198-0.00081435i,-0.00054515-0.00040696i
0.00031722+4.0513e-05i,0.00076479-0.00099301i,0.0010181-0.00068452i,0.00051327-0.0007519i,-0.00018032-0.00095714i,-0.0012341-0.0010361i,-0.0022203-0.0011815i,-0.0022039-0.00086322i,-0.0010156-0.0006917i,-0.00022756-0.00024359i,-0.00032891+8.8601e-05i,6.2035e-05-0.00063791i,0.00051446-0.00080582i,0.00058265+0.000274i,0.00059104+0.00089646i,0.00018338+0.00046656i,-0.00019674-0.00054155i,-0.00030706-0.00029142i,-0.0004862+0.00023508i,-0.00071569-0.00022449i,-0.00010131+7.3019e-05i,0.00083784+0.0010783i,0.00023194+0.0014056i
-2.3203e-05+0.0011441i,0.00065054+0.00017162i,0.0012258+0.00028188i,0.00040653-0.00019698i,-0.00020996-0.0018429i,-0.00028658-0.0022529i,-0.00042731-0.001638i,-0.00010863-0.0011817i,-0.00017482-0.00017868i,-0.00079507-0.00015187i,-0.00019222-0.00044964i,0.00048717+0.00023215i,0.00053737+0.0005794i,0.00019309-0.00017923i,-0.00034299-0.00053338i,-0.00095812-0.0002347i,-0.00080268+0.00035388i,-0.00071657+0.00023726i,-4.1271e-05-0.00023386i,0.00047114+8.7667e-05i,0.00056137+0.00028585i,0.00047242+0.00043132i,0.00024691+0.00040649i
-0.0015883-0.00026833i,-0.00091478-8.0456e-05i,-0.0016465-0.00010716i,-0.0019146-0.00068189i,-0.0015916-0.0010185i,-0.0014314-0.0010105i,-0.0012583-0.0011154i,-0.001454-0.00041415i,-0.00044161+0.00045558i,0.0011791+0.00060017i,0.00097266+0.00082792i,0.0002704+0.00030125i,0.00035249-0.00064765i,3.4151e-05-0.00063369i,-0.00034769+0.0003676i,0.00014216+7.8802e-05i,0.0010147-0.00035313i,0.00060226-0.00013605i,0.00051327-0.00023505i,0.00081849-9.6568e-05i,7.8107e-05-0.0002891i,-0.00063478-0.00029537i,-0.00035206+0.00049651i
0.0013624+0.0014695i,0.0017921+8.5748e-05i,0.0024805-0.00036514i,0.0013407-8.0198e-05i,-0.00047177-0.00071165i,-0.0017232-0.0016881i,-0.00096438-0.0012675i,-0.00022312-0.00049356i,-0.00044678+1.9589e-05i,-0.00067824-0.00030857i,-0.00040877-0.00039701i,4.7903e-05-0.00036507i,-0.00026124-1.0843e-05i,-0.00047559+0.00075235i,-0.0006726+0.00060161i,-0.00063556+0.00039896i,-0.00011459+0.00044463i,0.00018414-0.00033384i,6.5024e-05+7.0413e-05i,2.8287e-05+0.00061978i,-0.00041431+0.00043161i,-0.0010054+0.00058451i,-0.0006138+0.00057552i
0.00047406+0.0018419i,-0.00018878+0.0013288i,-0.00069387+0.00024531i,-0.0014732-0.0010545i,-0.0017449-0.0021693i,-0.002523-0.0016149i,-0.0019023-0.00022474i,-0.00068311+0.00014201i,-0.00045841-0.00021989i,-0.00028212+6.0052e-05i,0.00017459+0.00052891i,0.00042334+6.6025e-06i,0.00055596-0.00026016i,0.00055481-0.00014263i,0.00010611-0.00021995i,-0.0006817+1.6734e-05i,-0.00074121+0.00040228i,-2.8454e-05+0.00036169i,-5.5667e-05+0.00017507i,-0.00046265+0.00037942i,-0.00066664+0.0012067i,-0.00083666+0.00073087i,-8.5776e-05+0.00030978i
0.0011381-0.00019742i,0.0021334-0.0010934i,0.0013943-0.0015635i,0.0001226-0.0010887i,1.5606e-05-0.0010852i,-0.00082908-0.0011821i,-0.0015649-0.00084635i,-0.0017045-0.00016377i,-0.001561+0.00050411i,-0.00098711+0.0011826i,-0.00042788+0.0014183i,-0.00075085+0.00032111i,-0.00048313-0.00014905i,-0.00012789+0.0003821i,-0.00016349-6.8236e-06i,8.6909e-05-0.00017484i,2.2458e-05+0.0002791i,-0.00025208+0.00026612i,4.3187e-05-0.00038457i,0.00047264+0.00018545i,7.4062e-05+0.0006335i,-0.0002859+0.00012301i,-0.00043847+0.00010179i
-0.0015356-0.00083297i,-0.0011877-0.00074898i,-0.0025048+0.00010777i,-0.0028502+0.001045i,-0.00144+0.0010285i,-0.00053855-0.00035939i,-0.0008211-0.00054388i,-0.0013702-0.00021445i,-0.0011416-0.00049065i,-0.00026561-0.00077821i,0.00019102-0.00089591i,0.00036827-0.00051854i,0.00012774-0.00045465i,-0.00072532-0.00065217i,-0.0012652-0.00048355i,-0.00075093-0.00032494i,-0.00013098-0.00073512i,0.00047398-0.00020683i,0.0010024+0.0007025i,0.00063365+0.00088455i,0.00037865-9.9681e-06i,0.00090724-0.00052383i,0.00070476+9.9943e-05i
-0.0010863+0.00082164i,0.00021772+0.00024678i,0.0010155-0.00063043i,0.00032097-0.00030766i,-0.00049712-0.00038629i,-0.00067127-0.00047157i,-0.0010473-0.00035086i,-0.00084734-0.00097872i,-0.00088294-0.0011937i,-0.0014647+0.00011153i,-0.00096567+0.0009305i,-0.00063968+5.2756e-05i,-0.00016477-0.000661i,0.0003296-0.00018087i,0.00039909+5.9101e-05i,0.00038106-0.00070249i,-0.00014693-0.0002579i,6.977e-05+0.00050965i,0.00076032+0.00017257i,0.00057178+0.00028381i,0.00015724-3.2037e-05i,0.00042334-0.00064225i,0.00061575-0.00016842i
-0.00048393-0.0004964i,-0.0014579-0.0012439i,-0.0016272-0.0021159i,-0.00097143-0.0018663i,-0.00058594-0.00094026i,-0.0008523-0.00031861i,-0.00079174+0.0002988i,-0.0011946+0.00027742i,-0.00069103-0.00029421i,0.00083971-0.00038271i,0.0016978+1.9331e-05i,0.0017251+8.0393e-05i,0.0006708-0.00078921i,0.00044305-0.00078333i,0.00036513+2.2004e-05i,-0.00029545-3.1791e-06i,-2.4085e-06+0.00017375i,0.00038847+0.00053249i,0.00080269-0.00015458i,0.0004152-0.00038587i,-0.0011189-0.00032948i,-0.00073786-0.00044941i,0.00016059-0.00040697i
-0.00011889-0.00034805i,-0.00033565+0.00014596i,-0.00091405-0.00053623i,-0.00044117-0.00091909i,-0.00069754-0.0010235i,-0.0020552-0.0013219i,-0.0018022-0.001073i,-0.00088781-9.3518e-05i,8.1084e-05+0.00084176i,0.00050759+0.0014493i,0.00067727+0.0013607i,0.0007466+0.00037437i,-6.1578e-06-0.00046463i,0.00050441-0.00047192i,0.0010763-0.00015059i,-0.00065844+7.3941e-05i,-0.0014652+6.1872e-05i,-0.00043901+0.00011483i,8.8309e-05-0.00031553i,-0.00012522-0.0010367i,0.00027223-0.0012996i,0.00048929-0.0011081i,0.00038308-0.00069582i
0.0011852+1.5692e-05i,0.00082075-0.00068929i,0.00015103-0.00099644i,-0.00024924-0.0013916i,-0.00062053-0.0012839i,-0.0014292-0.00097234i,-0.0016752-0.00088788i,-0.00087843-0.0004986i,-0.00026255-0.00061623i,0.00043494-0.0012356i,0.00070327-0.00031427i,0.00038211+0.00010143i,0.00035928-0.00035472i,8.1181e-05-2.4864e-05i,-0.0002757-6.9626e-05i,-9.1962e-05-0.00047247i,-1.8363e-05-0.00036105i,0.00012819-0.00028525i,0.00036102+2.8291e-05i,0.00047818-0.00019182i,0.00048296-0.00028231i,0.00047327+0.00040837i,-5.1318e-05+0.00046612i
-0.00075106+0.0011932i,0.00019764+0.00097587i,0.00055395+0.0019351i,0.00050507+0.0010241i,0.00019302-0.00055341i,-0.00089018-0.0020071i,-0.0012152-0.0019052i,-0.000917-0.00063709i,-0.00092548+5.9926e-06i,-0.0010189+0.00040841i,-0.00023948+0.0008447i,0.00021513+0.0013516i,-0.00035578+0.0012274i,-0.0015903+0.00099475i,-0.0011474+0.00065454i,-0.00067962+0.00017288i,-0.00068167+7.8883e-05i,8.5985e-05+0.00019642i,0.0010237-0.00078355i,0.00084892-0.0014179i,-0.00023389-0.0010182i,0.0005277-0.00030959i,0.00099744+0.00043307i
0.0015351-0.0020915i,0.0019698-0.003548i,0.0024103-0.0034702i,0.00055382-0.0012727i,-0.00092349-0.00037976i,-0.0014057-0.00030257i,-0.00164-0.00067372i,-0.0015441-0.0012628i,-0.0010245-0.00081435i,-0.00041732+1.2588e-05i,7.1854e-05+0.00049174i,3.28e-06+0.0011217i,-2.2091e-05+0.0010488i,-0.00016912+0.00066268i,0.00026091+0.00012968i,0.00069+0.00034252i,-0.00011355+0.00038647i,-0.00064898-0.00016785i,-0.0009695-0.00017719i,-0.00075314-0.00025123i,-8.6844e-05-0.00038726i,4.3712e-05-0.00053765i,0.00010397-0.00042492i
0.00028729+0.0016664i,-1.4848e-05+0.0015882i,-0.00048857+0.00069056i,-0.00090082-0.00026335i,-0.0010207-0.00098342i,-0.0015639-0.00061047i,-0.0022396-0.00027399i,-0.0016354-0.00035265i,-0.00049538+2.5242e-05i,-3.1067e-05+0.00022657i,0.00036227-8.0712e-05i,0.00038175-0.00013667i,-0.0001342+0.00046694i,-0.00030923+0.00072885i,-0.0005152+0.00077651i,6.446e-05+0.00078228i,0.0010269+0.0004797i,0.00073902+0.00017699i,0.00099861-0.00020966i,0.0012477-0.00030779i,0.0004207-8.4381e-05i,-0.0001995+0.00022745i,-0.00077495+0.00070094i
5.8881e-05-0.0026223i,-0.00015634-0.00336i,-7.4471e-05-0.0022844i,-0.0014572-4.2994e-05i,-0.0025603+0.00028239i,-0.0018702-0.0006641i,-0.00083602-0.0008698i,5.0001e-05-0.00084529i,9.518e-05-0.00066998i,-0.00075858-0.00041196i,-0.00045136+0.00032913i,5.1002e-05+0.00020165i,0.00081305-0.0006566i,0.00068293-0.000858i,-0.00051741-0.00031674i,8.7496e-05+0.00010305i,0.00052441+0.00027078i,0.00028711+0.00026546i,0.00020046+0.00082753i,-5.5495e-06+0.0012415i,0.00032905+0.0008124i,0.00057004+0.00091297i,0.00034155+0.001216i
0.0007641+0.0016131i,0.00092765+0.0014372i,0.0011093+0.00051393i,-1.4914e-05-0.000875i,-0.0010571-0.001239i,-0.0022431-0.0010738i,-0.0020521-0.00072706i,-0.00103+7.1926e-05i,-0.00064852-0.00020065i,-0.0002312-0.0010966i,0.00017805-0.00059208i,0.00012387+7.6887e-05i,-9.0384e-05-0.00027677i,-0.00041029-2.128e-05i,-0.00018481+0.00034066i,-8.457e-05-0.00049312i,-0.00039384-0.00076612i,-0.0002657+0.00021228i,0.00047673+0.00060232i,0.00085679+0.00027375i,0.00051067+1.7704e-05i,-0.00012653-9.8803e-05i,-0.00066578-0.00014239i
-0.0010177-0.00034866i,-0.0016281-0.0004092i,-0.0020672-0.00029762i,-0.0010774-0.00034936i,0.00019841-0.00119i,0.00027769-0.0017025i,-0.00029057-0.00091578i,-4.216e-05-0.00037491i,-0.00036559-0.00066148i,-0.00091614-0.00040041i,-0.00063294-0.0001928i,-0.00033549-0.00051656i,-0.00013222-0.00028547i,-0.00052869-0.00041127i,-0.0009824-0.00086309i,-0.00064315-0.00068181i,9.3898e-05+0.00036439i,-0.00013476+0.00056945i,-0.00034374-0.00018358i,-0.00034666+2.7756e-05i,-0.00074162+0.0005169i,-0.00042147+4.636e-05i,-0.00011632-3.0532e-05i
0.0015454+0.0012941i,0.0022565+0.00072054i,0.0021126-0.00033602i,0.00091808-0.00084869i,-0.0001737-0.0014737i,-0.00071923-0.0023843i,-0.00066878-0.0014851i,6.5715e-05-0.00069949i,0.00092919-0.00019039i,0.0001219+0.00063956i,-0.00049489+0.00094934i,-0.00010849+0.0009931i,-0.00036807+0.00083054i,-0.00044589+0.00075531i,-0.00011962+0.00055978i,0.0003416+0.00030879i,0.00017875+0.00048825i,-0.00012434+0.00074081i,-0.00018205+0.00061369i,-8.6388e-05-3.0428e-06i,-0.00048111-6.3062e-05i,-0.00066792+0.00091779i,-0.00048664+0.0010054i
-0.002466-0.00029192i,-0.0020692+0.00056599i,-0.0011957+0.0011718i,-0.0010601+0.00028044i,-0.0013283-0.0003847i,-0.002033-0.00083655i,-0.0020219-0.00092788i,-0.0010245-0.00057196i,0.00018836-0.00039866i,0.00014339-0.00059731i,-0.0002221-0.00057558i,0.00020911+6.4634e-05i,-0.00013064+0.00019063i,-0.00010217-0.00094179i,-5.4508e-06-0.0010408i,-0.00029138-0.00017156i,-0.00042069-0.00047353i,-0.00035172-0.0010532i,0.00019036-0.0010036i,0.00046799-0.0011001i,0.00075085-0.00095439i,0.00052771-0.00017222i,0.00026278-0.00022475i
0.00077994-0.0005655i,0.00097055-0.00066173i,0.0005165-0.00059505i,-0.00058709+0.00040531i,-0.0017333-5.3134e-05i,-0.0015502-0.0015561i,-0.00061842-0.0017694i,-0.00062899-0.00076301i,-0.00039511-0.00061775i,-0.00017274-0.00054083i,-0.00043936-0.00019517i,0.00010369-0.0003349i,0.00083504-0.00072736i,0.00019998-0.001118i,-0.00084911-0.0013603i,0.00026546-0.00083292i,0.0010861+6.0911e-05i,0.00037715+0.0005174i,-0.00058764+0.00063373i,-0.00032714+0.00046811i,0.000244+0.00073585i,2.2079e-05+0.0014012i,0.00029441+0.0015963i
