-0.0032716+0.00019657i,-0.0027645-3.968e-05i,-0.0024879+0.00071044i,-0.0016713+0.001519i,-0.00055024+0.0022394i,-0.00049606+0.0022832i,-0.0010258+0.0018278i,-0.00070143+0.0011324i,-0.00098483+0.00077384i,-0.00045762+0.00091101i,0.00095987+0.00044012i,7.5622e-05+4.5929e-05i,-0.0014535+0.0002603i,-0.0021621-0.00018532i,-0.0019978-0.00063653i,-0.00041082-0.00088349i,0.00064632-0.00080068i,0.00072902-0.0010808i,0.00031762-0.0009482i,-6.4439e-05-0.00058481i,0.00031435-0.0010955i,0.00011682-0.0011708i,-0.00057309-0.00025509i
-0.0010641-0.00017425i,-0.00061772+9.2259e-05i,-0.00066834-0.00010514i,-0.00023954-0.00032315i,-3.0095e-05-0.00084735i,-0.0016865-0.0013685i,-0.0023851-0.00098674i,-0.0016531-0.0010235i,-0.0010011-0.00086038i,-0.00032838+3.5676e-05i,0.00035673+0.00061902i,0.0003623+0.00053663i,0.00010542+0.00043186i,-0.0003888+0.00054059i,-0.00033696-0.00010412i,-0.00013831-0.00055045i,0.00014005-0.00043423i,0.0007595-0.00043117i,0.0003444-0.00051926i,-0.00017099-0.00025505i,4.0236e-05+0.00044786i,0.00031839+0.00040035i,0.00051497+5.5219e-05i
-0.00011477+0.0003204i,0.00076999+0.00077114i,0.0016644+0.0005277i,0.0008269-0.00014922i,-0.00085152-0.00013807i,-0.0014123-0.00058995i,-0.0014784-0.00085987i,-0.00079328-0.00032386i,0.00029425+9.9093e-05i,-6.4204e-05+0.00055327i,-0.00010806+0.00056543i,0.00012659-0.00024421i,0.00017888-0.00078957i,0.00022131-0.00049891i,6.9207e-05-0.00060624i,-0.0003299-0.00091895i,-0.00072353-0.0010344i,-0.00025906-0.00054619i,0.00038812+0.00061533i,-0.00012374+0.00060351i,-0.000783+0.00013195i,-0.0005217-0.00029041i,-0.00022516-0.00067955i
-0.0011924-0.00059817i,-0.0021274-0.00065068i,-0.0026636-0.0011496i,-0.0018969-0.0016071i,-0.00068567-0.0016363i,-0.00033665-0.0013599i,-0.00045372-0.0011669i,8.687e-05-0.00085702i,0.0013054+4.5599e-05i,0.0013521+0.00044447i,0.00057409+0.00020415i,-9.816e-05+4.2429e-05i,-0.00019791-0.00015662i,-0.00031525-0.00036714i,-0.00025986-0.00072711i,0.00070821-0.00067442i,0.0011526-0.00035897i,0.00059832-0.00048401i,0.00036227-0.00040557i,3.383e-05-0.00052237i,-0.00059165-0.00095508i,-0.00062136-0.0012046i,-0.00025353-0.0010258i
-0.00025064+5.4156e-05i,-0.00056725-0.00099179i,-0.00079252-0.00071673i,-0.0013102-0.00044188i,-0.0012378-7.9267e-05i,-0.0013162+0.00021976i,-0.0014723+0.00012144i,-0.0020095+5.2717e-05i,-0.0017943-0.00050138i,-0.00026914-0.00015227i,0.00041476+0.00063397i,0.00028987+0.00067911i,-8.4542e-05-0.00014578i,-0.00064622-0.0010823i,-0.00028305-0.00089813i,-0.00029872-0.00018302i,-0.00048404+4.2828e-05i,4.7473e-05+0.00026037i,0.00028168+0.00046443i,-0.00045122+4.8581e-05i,-0.00058875+0.00031348i,-0.0001569+0.00067455i,-0.00039521+0.00033728i
-0.00017795+0.00027757i,-0.00035771+0.00073939i,-0.0010479+0.0018365i,-0.0011586+0.0012705i,-0.0013272-0.00041085i,-0.0014114-0.0011679i,-0.0012895-0.0010953i,-0.0013842-0.0010093i,-0.001021-0.00011895i,0.00020305+0.00029268i,0.00045903+0.00025311i,-0.00043468+0.00034287i,-0.0003909+0.00065554i,0.00010617-1.3922e-05i,-0.0003304-0.00036481i,0.00024906+0.0005525i,0.0012156+0.00039862i,0.00066834-3.7242e-05i,0.00039096-0.0003623i,0.00055021-0.00048745i,0.00030423+0.00011959i,0.00021801-0.00025461i,0.00020798-0.00058744i
-0.00011456-0.0018955i,-0.00064199-0.0023093i,-0.00099445-0.0017674i,-0.0021266-0.0012728i,-0.0026801-0.0011112i,-0.0016769-0.00081792i,-0.00075048+1.3554e-05i,-0.0004321+0.0003539i,-2.0773e-05+0.00012115i,0.00021952+0.00014967i,0.00048872+0.00068115i,0.00075523+0.00012665i,0.0012074-0.00037326i,0.00057233-3.1061e-05i,-0.00044367+0.00032803i,-0.00033625+0.00038289i,-0.0001901+0.0002133i,0.00019249-0.00046029i,0.00015733-0.00031473i,-0.000328-0.00017464i,-0.00047975-0.00020303i,-0.00032058-0.00019771i,-0.00011733-0.00032924i
-0.0031387-0.00071714i,-0.0025406+0.00062401i,-0.0027505+0.0025198i,-0.0025442+0.0033949i,-0.0026796+0.0029701i,-0.0019612+0.001151i,-0.00051288-0.00045332i,-0.00022263-0.0013636i,-0.00054188-0.00092012i,-0.00070119+0.00071414i,-0.00052228+0.0011926i,-0.00029697+0.00060812i,-0.00067811-0.00022583i,-0.0013923-0.00078523i,-0.00085278-0.0009775i,-0.000508-0.00027163i,-0.00043511+0.00056276i,-0.00024062+0.00059354i,-5.4892e-05+0.00037177i,-0.00019562+0.00046063i,-0.00051127+0.00040673i,-0.00023591+3.6352e-05i,4.7696e-05+0.00033165i
-0.00019971+0.00046778i,-0.00072228-0.00041654i,-0.00014535-0.00088171i,0.00024318-0.00024826i,0.0001755-0.00038032i,-0.00058936-0.00088835i,-0.00098153-0.00063482i,-0.00098432+9.6978e-05i,-0.00041182+0.0005159i,0.00041491+0.00075922i,0.00056896+0.00013298i,0.00032428-5.1367e-05i,0.00024778+0.00044903i,0.0004515+0.00026321i,0.00011551-0.00035057i,2.2484e-05-0.0007828i,0.00069415-0.00054919i,0.00052069-0.00017777i,-0.00025065-0.0001871i,0.00020394-0.00027053i,0.00053646-0.00034689i,0.00029105+0.00021016i,0.00068439+0.0009687i
0.0026767-0.0012481i,0.00315-0.0012514i,0.0010163-0.0021872i,-0.001155-0.0014966i,-0.0022376-0.00089485i,-0.0024545-0.0016296i,-0.0014919-0.00148i,-0.00058093-0.00047535i,-0.00061478-0.00020824i,-0.00050401-8.7597e-05i,-9.6612e-06+0.00032863i,0.0001428+0.00053436i,0.00013508+0.00055895i,0.00021062+0.0003694i,5.0975e-05-0.00014427i,0.00068966+0.00015206i,0.00056798+0.00078787i,-8.5776e-05+0.00039415i,-3.6955e-05-3.0988e-06i,-4.119e-05-0.00021482i,-3.3844e-05+2.752e-05i,-0.00019564+0.00068147i,-0.00046441+0.00067901i
-0.0012576-0.0014671i,-0.0015377-0.0014384i,-0.0016322-0.0022917i,-0.0015746-0.0022465i,-0.0021121-0.0012828i,-0.0025707-0.00070155i,-0.0019216-0.00069473i,-0.0011108-0.00035604i,-0.00083915+0.00015244i,-0.0010552-7.3337e-05i,-0.0009575-0.00046816i,0.00016384+5.5975e-05i,0.00073724+0.0010333i,0.00021009+0.0010501i,-0.00018192+0.00035934i,-1.205e-05+0.00038002i,3.7024e-05-1.7606e-05i,0.00040056-0.00055795i,0.0010555+0.00026895i,0.00095061+0.00049746i,0.00013874-6.8274e-05i,0.00035466+0.00025314i,4.3634e-05+0.00022531i
0.0029264+0.00091402i,0.0031658-0.00079985i,0.0022323-0.00013559i,0.00043531-0.00056091i,-0.00083437-0.0005599i,-0.0012867-0.00016034i,-0.0014152-0.00010949i,-0.00068562-6.8863e-05i,-0.00010505+7.4221e-05i,0.00041931+0.00063245i,0.00027393+0.00025107i,-0.0002667+1.9353e-05i,1.4099e-05+0.00047589i,-0.00032389+0.00024638i,-0.00056701-0.00048024i,-0.00032639-0.00016296i,-0.00011096+0.00070833i,0.00024725+0.00046528i,0.00094175-0.00064451i,0.0014168-0.0010121i,0.00075795+0.00070551i,-0.00010167+0.0018265i,3.9565e-05+0.0014426i
-0.00076486-0.0016847i,-0.00053482-0.0018918i,-0.00023686-0.0031434i,-0.00031888-0.0026591i,-0.00123-0.0023229i,-0.0023941-0.0023369i,-0.0016362-0.0012167i,-6.9499e-05-0.0005001i,0.00075205-0.00024571i,6.8291e-05+0.00010719i,-0.00059947+0.00011484i,-0.00013317-0.00020797i,0.000666-0.00019568i,0.0008036+8.4499e-05i,0.00024067+0.00057342i,-0.00021262+0.00057639i,-0.00047145+2.7269e-05i,-0.00063467-0.00015468i,-3.805e-05+0.00057451i,0.00027659+0.0013021i,-0.00025429+0.00075422i,8.4933e-05-0.00032502i,0.0011076-0.0005758i
0.0020291+0.00099339i,0.0023989-0.00053574i,0.0026484-0.00032826i,0.0014492-0.00031759i,-0.00032475-0.0015682i,-0.0013198-0.0015856i,-0.0016585-0.00099704i,-0.00078446-0.00060426i,-0.00022606+0.00015442i,-0.00033694+0.00018387i,-0.00015513+4.2797e-05i,-0.0002636-0.00045077i,-0.00068698-0.00061476i,-0.0012364+0.00032929i,-0.001384+0.000222i,-0.00065063-0.00026827i,-0.00016779+0.00059802i,-0.000227+0.00075082i,0.00013504+2.8575e-05i,0.00015721-6.7561e-05i,-0.00042018+2.3968e-05i,-0.00078951+0.00055958i,-0.00072527+0.00085683i
-0.0012828+0.0015069i,-0.00038283+0.0012509i,-0.0003418+0.00094583i,-0.00075243+0.0003278i,-0.00068051-0.00063546i,-0.00063566-0.0014581i,-0.0017278-0.001178i,-0.0010595-0.00017349i,-0.00035993+0.00018355i,-0.0011188+0.00049557i,-0.00063337+0.0010229i,-0.00011761+0.00046698i,-6.4349e-05-0.000188i,-1.4108e-05-0.00040638i,-0.00053033+6.9469e-05i,-0.0007618-0.0003165i,-0.00023224-0.00047147i,0.00010553+0.00075106i,-0.00045297+0.00077663i,-0.00086474-0.00056957i,-0.00024781-0.00064744i,-0.00041539-8.7286e-05i,-0.0011881-0.00025389i
0.004041-0.00046159i,0.0034474-0.0031674i,0.0021196-0.0044277i,0.00034302-0.0036069i,-0.0010065-0.0027095i,-0.002045-0.0026645i,-0.0022208-0.0012841i,-0.001407+0.00029263i,-0.00020067+0.00018968i,0.00022896+0.00020892i,0.00025911-0.0003797i,9.2437e-05-0.00066335i,-0.00017368+0.00063001i,0.00012404+0.0016657i,0.00020821+0.001697i,9.3907e-05+0.0013207i,0.00034965+0.00064692i,6.8025e-05+0.00054276i,-8.9889e-05+0.00018904i,0.00029767-0.00022291i,0.00066418+0.00029136i,0.00062118+0.00031948i,0.00012855+0.00027445i
-3.9329e-05+0.0039388i,-6.274e-05+0.0043303i,0.00057373+0.0038584i,0.0010301+0.0018868i,0.00039273-0.00070948i,-0.00089087-0.0020215i,-0.0018078-0.0016104i,-0.0011808-0.0013161i,-0.00036857-0.0011088i,-0.00045468-0.00027497i,-0.00034972-0.0004696i,5.6632e-05-0.00052712i,1.8708e-05+0.00046426i,-0.00030328+0.00079813i,-0.00061629+0.0004437i,-0.00090993+6.7806e-05i,-0.00018471+0.00025692i,0.00032051+0.0002952i,0.0001183-8.7557e-05i,-0.00032529+0.00014301i,-0.00051692+0.00030091i,-0.00020194+0.00052103i,0.00026878+0.00093207i
0.00052043-0.0027017i,-0.00056586-0.0034246i,-0.0010826-0.0025208i,-0.00093733-0.0018508i,-0.000975-0.0012579i,-0.0017433-0.00082127i,-0.0018991-0.00010054i,-0.0015633+0.00066021i,-0.00073439+0.00044332i,-0.00013554-0.00017173i,-0.00021955-0.00020266i,-0.00032352-0.00059494i,0.0002735-0.00056375i,0.00069204+0.00049155i,0.0004863+0.00080257i,0.00066793+0.00026488i,0.00069781+1.7956e-05i,0.00035192+0.00017961i,0.00060875+2.7163e-05i,0.00064708-0.00039263i,-5.8014e-05-0.00035285i,6.8024e-05+0.00018708i,0.000363-0.0006334i
-0.00013914-0.00011425i,0.00055871+0.00036601i,2.562e-05+0.00082576i,-0.00052474+0.00033055i,-0.001272-0.00011587i,-0.0010574-0.000503i,-0.0012211-0.00075341i,-0.0012701-0.00072474i,-0.00054305-2.5031e-05i,-0.00052182+0.0013512i,-0.00091162+0.0012406i,-0.00047841+0.00061729i,-2.8734e-06+0.00086933i,-0.0011044+0.00067413i,-0.0018117-0.00023848i,-0.00011121-0.0005278i,0.00035619+8.8527e-05i,-0.00030091+0.00039676i,-0.00053269+9.9125e-05i,-0.0003998+0.00026658i,-0.00040436+0.00012831i,-0.00053142-0.00052218i,-0.00072087-0.00031946i
-0.003343-0.0022584i,-0.0046067-0.0014179i,-0.0043966+0.00016952i,-0.0028523+0.0011865i,-0.0018402+0.00071748i,-0.0017926+0.00012757i,-0.0010693-0.00044809i,-0.00067488-0.0011428i,-0.00033195-0.00067016i,0.00043121-7.5726e-05i,0.00014944-0.00031008i,9.028e-05-0.00011248i,0.00013743-5.3984e-05i,-0.00054836-0.00092133i,-0.00087646-0.0013442i,0.00019762-0.00094998i,0.00070851-0.00013225i,0.00020871+0.0001047i,-0.00078117-0.0001844i,-0.00062998-6.9265e-05i,-0.00056615+0.0005447i,-0.0017194+0.00046238i,-0.0018105+0.00028116i
0.002171-0.00039087i,0.0033616-0.0010626i,0.0033268-0.0012201i,0.0020791-7.9312e-05i,-0.00010912+0.00023209i,-0.0013264+0.00025265i,-0.001272+0.0014349i,-0.0011046+0.0014124i,-0.0010572-7.2501e-05i,-0.00040891-0.00053481i,3.8482e-05-0.00047697i,5.4428e-05-0.00040589i,0.00087686+9.2768e-07i,0.00097677-0.00020767i,0.00065799-0.00050395i,0.00015598-0.00028033i,-0.0002689+0.0001766i,2.2039e-05+0.00029551i,0.00031083+0.00010508i,7.2245e-05-0.0001864i,-0.00031539-0.00048473i,-0.00050526-7.7154e-05i,-0.00066758+0.00015587i
-0.0033777+0.00077136i,-0.0027237+0.0016492i,-0.0024817+0.0019293i,-0.0011682+0.00061902i,7.8689e-05-0.00038117i,-0.0001625-0.0010548i,-0.00017924-0.0007137i,8.3664e-05-0.00028943i,-0.00021076+0.0001229i,-0.0002458+0.0011326i,-7.6171e-05+0.0012269i,0.00017727-0.00011723i,0.00046973-0.00022355i,0.00017635-0.00037282i,2.2641e-05-0.00078112i,0.00050629-0.00054538i,0.00092362-0.0004538i,0.00048323-0.0003045i,0.00053768-0.00039103i,0.0011227-0.00076008i,0.0013404-0.00052683i,0.0010203+0.00011944i,0.00016707+0.0009261i
0.00070388-0.00046267i,0.00011343-0.0020867i,-0.00047385-0.0018184i,-0.0017065-0.00078692i,-0.0018034-0.00055295i,-0.0018729-9.0959e-05i,-0.0023059+0.00021938i,-0.0016345+3.3353e-05i,-0.00018973+0.00014242i,0.00091127+0.00045089i,0.00079417+0.00029696i,0.00051961-4.2244e-05i,0.00044626+0.00022272i,0.00020614+0.00081773i,1.0472e-06+0.00047683i,0.00034896-0.00047663i,0.0003221-0.00035346i,0.00026356-0.000245i,0.00030732-0.00018893i,-3.6151e-05-0.00036461i,0.00012286-0.0006839i,0.00036011-4.1647e-05i,9.9265e-05+0.00036755i
-0.00066082+0.0022291i,-0.00074943+0.0030234i,0.00018893+0.0033262i,0.00071175+0.0025578i,-2.3047e-05+0.00033455i,-0.0009308-0.0010407i,-0.0012808-0.0009833i,-0.00081338-0.00020759i,-0.00048759+0.00019257i,0.0003215+0.00028983i,0.0011377+0.0002458i,0.00069573+0.00045102i,-2.6634e-05+0.00034267i,-0.00026387+0.00043952i,-0.00014095+0.00047457i,-3.3499e-05+0.00059566i,3.7076e-05+0.00066196i,0.00025422-0.00026463i,0.0005835+5.4305e-05i,-0.00015055+0.00097831i,-0.00091836+0.00062355i,-0.00068167+0.00072814i,-9.1187e-05+0.00093702i
0.0021257-0.0012616i,0.0011262-0.0022595i,0.00070649-0.0025183i,0.0005393-0.0016565i,-0.00081433-0.00027343i,-0.002105+0.00068618i,-0.0019068+0.0006587i,-0.0012014+0.0006298i,-0.00085622+0.00077126i,-0.00077494+0.00054047i,-0.00043759+0.00039691i,-0.00044513+0.00017413i,-0.00063891+6.5839e-06i,-0.00018067+0.0001933i,0.00083923+0.00064216i,0.00046634+0.00021723i,-0.00039695-0.00034532i,-0.00083126-0.00057951i,-0.00031944-0.0012091i,0.00029069-0.0010329i,0.00021038-0.00039661i,0.00014872-0.00038398i,-0.00046278+5.2475e-05i
-0.00053254-0.00082026i,-0.00092575-0.00040269i,-0.0024836-8.7173e-05i,-0.0028282+0.0011084i,-0.0033468+0.0020741i,-0.0035667+0.0017214i,-0.0023485+0.00048894i,-0.00061641+5.1853e-05i,-8.1413e-05+0.00011724i,-0.00053707+0.00073994i,-0.00061243+0.0011985i,4.056e-05+0.00091671i,-7.4251e-06+0.00068837i,-0.00076886+0.00031947i,-0.00097752-0.00036774i,-0.00029136-0.00081878i,-5.959e-05-0.0002808i,-0.00017899+0.0002452i,-0.00052408+3.5063e-05i,-0.00086189-0.00027874i,-0.00066308-0.00063533i,-0.00012773-0.00062084i,0.00060716-5.9461e-05i
-0.0010365-0.0021592i,-0.0010615-0.00095224i,-0.00081038-0.0004669i,-0.00067703-0.00020066i,-0.00057337+0.0001312i,-0.00052617+4.7615e-05i,-0.00068468-0.00058392i,-0.0010394-0.00096159i,-0.0012061-0.00075661i,-0.00097177-0.00029675i,-0.00042699+0.00025683i,-0.00016169+0.00059635i,-0.00023565+0.00042579i,7.6793e-06-0.00046915i,0.00030614-0.0009911i,-0.00038784-0.0010116i,-0.0013144-0.0011754i,-0.00065352-0.00062456i,0.00065219+0.00041112i,0.00082602-0.00025408i,0.00020643-0.00065178i,0.00027893+0.0001184i,0.00056663+0.00060263i
-0.00055818+0.001185i,-0.00054951+0.0021264i,-0.00091683+0.0026592i,-0.00092202+0.0016933i,-0.00018235+0.0011681i,-8.4141e-05+0.0009513i,-0.0011187+0.00060695i,-0.0013097+0.0008564i,-0.00083669+0.00098383i,-8.7988e-05+0.00092775i,0.00036143+0.00088677i,2.0528e-05+0.0010237i,-0.00029754+0.00030924i,-0.00093855-5.0982e-05i,-0.00092939-1.7074e-05i,-0.00037359-0.00038615i,0.00031665-0.00017579i,-8.3603e-05+4.3304e-05i,-0.0011068-6.9002e-05i,-0.0010358-0.00028132i,-0.0004976+1.2293e-05i,7.7461e-05+0.00060797i,-0.00021964+0.00037758i
-0.011343-0.0074932i,-0.014252-0.0036478i,-0.016109+0.0023869i,-0.01075+0.0058722i,-0.0036639+0.0072077i,0.00075368+0.0046394i,0.00063696+0.0006679i,-0.00041951-0.00098218i,-0.0014593-0.0011765i,-0.001966+0.0011384i,-0.0011809+0.0023661i,-0.00049022+0.001049i,-0.00069263-0.0013645i,-0.0023148-0.003794i,-0.0028918-0.0048333i,-0.00031947-0.0037433i,0.0013389-0.0022857i,0.00053546-0.0015881i,-0.00027075-0.00059175i,-0.00066259+0.00075822i,-0.00037301+0.00022819i,3.5074e-05-0.0012912i,-0.00051955-0.0018443i
0.0041028+0.0034113i,0.0045541+0.0023187i,0.0049325+0.00094388i,0.003383+0.0001545i,0.0005517-0.00042839i,-0.0017301-0.00083623i,-0.0016596-0.0004755i,-0.00072735+0.00054619i,-0.00018116+0.00079085i,0.0006285+0.0003587i,0.0013745-0.00020806i,0.00080248-0.00038221i,0.00035027+0.00062387i,0.00029232+0.0018421i,-0.00030119+0.0017721i,-0.00087754+0.0012636i,-0.00049317+0.00034446i,5.3138e-05-7.1448e-05i,0.00087607+0.00013745i,0.0010732-0.00043501i,0.00040973-0.00053803i,0.00032812+0.00012405i,0.00030268+0.00080472i
-0.0020381+0.0031613i,-0.00095923+0.0030837i,8.8629e-05+0.0015511i,0.00092723-8.1248e-05i,0.00023492-0.0016469i,-0.0015473-0.0023733i,-0.002051-0.0016453i,-0.0016825-0.00044329i,-0.0013575-6.783e-05i,-0.0011113+0.0004053i,-0.00056945+0.0010878i,0.00020817+0.00098677i,-0.00011036+0.00068364i,-0.0012855+0.0007343i,-0.0017219+0.00088846i,-0.00097919+0.00078849i,-0.0006088+0.00074138i,-0.00066078+0.00056899i,-0.00028779+0.00034678i,-0.00020892+0.00044425i,-2.5975e-05+0.0005181i,0.00012757+0.0004156i,-0.0005367+0.00073261i
0.0022146-0.00075198i,0.0025432-0.002005i,0.00059877-0.003i,-0.0014715-0.002449i,-0.0017271-0.0012821i,-0.0026635-0.0013924i,-0.0028721-0.0014055i,-0.001469-0.00078512i,-0.00069331-0.0010229i,-0.00055742-0.00091454i,-9.9004e-05-8.0476e-05i,0.00046451+0.00020257i,0.00066292+0.00037316i,0.00058022+0.00068874i,0.00066919+0.00068754i,0.00036772+0.0010518i,-0.0002139+0.0011618i,-0.00062037+2.5011e-05i,-0.00014076-0.00043382i,0.0001694+5.875e-06i,-0.00020819+0.00077846i,9.2458e-05+0.00076725i,0.00032522+8.8271e-05i
-0.0015461+0.0011396i,-0.0012974+0.0021143i,-0.00047006+0.0026082i,-0.00059872+0.0021548i,-0.0010648+0.00031419i,-0.0015457-0.0015705i,-0.0014063-0.0024323i,-0.00089065-0.0014729i,-0.00059976-0.00050351i,-0.0007296-0.00027395i,-0.00065013+0.00023395i,6.4729e-05+0.00051636i,0.00045584+0.00064623i,7.8507e-05+0.00020338i,0.00021746-0.00020816i,0.00065439-0.00021167i,0.00041356-0.00015999i,0.00020983-0.00018873i,0.0005326-0.00096267i,0.00080609-1.8112e-05i,0.00056487+0.0012909i,0.00025554+0.00090009i,0.00053967+0.00051291i
0.00023046-0.002509i,-9.6981e-05-0.0038869i,-0.00076931-0.0039234i,-0.0019533-0.0019678i,-0.0020105-0.00099652i,-0.001434-0.001329i,-0.0010052-0.001512i,-0.00048747-0.0016453i,-0.00026728-0.00074349i,-0.00021174+0.00097133i,-0.00015986+0.0011755i,-0.00038127+0.00052144i,-0.00051353+0.00027882i,9.568e-05-3.6582e-05i,-0.00016125-1.5223e-05i,-0.00075824+7.199e-05i,-0.0006559-0.00012704i,-0.00066938-0.00065401i,6.4031e-05-0.00067661i,0.00039316+0.00019329i,-0.0002963+0.00068386i,-0.00054702+0.0012012i,-0.00033666+0.0012479i
0.0012076-0.00017958i,-2.1712e-05-4.5574e-05i,-0.0010705-0.0010083i,-0.0018145-0.0021001i,-0.0018372-0.0018884i,-0.0020758-0.0011379i,-0.0016397-0.00083998i,-3.175e-05-0.00091057i,0.00043025-0.00091007i,-0.00044897+0.00029907i,-0.00032296+0.0010878i,-1.7627e-05+0.00051268i,-7.2328e-05+7.7134e-05i,0.0001235+4.6404e-05i,0.00035222+0.00014979i,0.00074356+0.00031094i,0.00071116+0.00039816i,0.0001808+0.00080431i,0.00047317+0.00095838i,0.00050389-0.00026774i,-0.00034424-0.00084109i,-0.00039214-0.00026229i,1.5673e-06-0.00022093i
-0.00047835-0.00066313i,-0.0013413-0.0014821i,-0.0021727-0.00070778i,-0.0021169+0.00059828i,-0.00058683+0.00074278i,-0.001208-0.00027001i,-0.002316-0.0007974i,-0.0014207-0.00040564i,-9.9399e-05-0.00019327i,0.00065634+0.00037358i,0.00053506+0.00072113i,0.0003296-4.9771e-05i,0.00018933-0.00075329i,-0.00035454-0.00066363i,-0.00064111-0.00022609i,-0.00066382+0.00016165i,-0.00072304+0.00079278i,-0.00024402+0.001017i,0.00076333+0.00076826i,0.0012943+0.00047555i,0.00031519-0.00023375i,0.00059802-0.00021585i,0.0011514-9.0534e-05i
-0.00039204-0.00060521i,0.00050863-0.0011087i,0.00039175-0.0019722i,-0.00020552-0.0015337i,-0.00030873-0.0014597i,-0.0012374-0.0019183i,-0.0016004-0.002007i,-0.00082228-0.00099592i,-0.00049622-0.00027222i,-0.00051466-0.00037015i,-0.00094328+3.5053e-05i,-0.00046083+0.00026881i,-0.00016109+1.9598e-05i,-0.00013535-9.0696e-05i,0.00027783-0.0004849i,0.00052411-0.00022499i,0.0008945+0.00044761i,0.0010908+0.00036346i,0.00091727+0.0001289i,0.00068622+0.00010884i,0.00055911+0.00054786i,0.00022699+0.00054496i,-7.9418e-05-0.00021335i
0.00036195+0.0012616i,0.00083089+0.0003521i,0.00036661-0.00042797i,-0.0013219-0.0015554i,-0.0024242-0.0021534i,-0.0027419-0.0018545i,-0.002685-0.0010703i,-0.0015366-0.00079921i,-0.00024697-0.00067052i,0.00010802-0.00042968i,0.00011278-0.0001508i,-0.0001441-0.00039038i,-0.00033756-0.00080457i,0.00017162-0.00080263i,0.00041337-0.00036288i,0.00058802+0.00035166i,0.00076661+0.00014779i,0.00021955-0.00012041i,0.00032954-8.2755e-05i,0.00029144+0.0003819i,-0.00067874+0.001002i,-0.00053915+0.00083372i,0.00077532-0.00039972i
0.00036925-0.00070626i,4.0392e-05-0.0015848i,-0.0010062-0.00067932i,-0.0015391+0.00037775i,-0.0017922-0.00028941i,-0.0018814-0.00071304i,-0.0014883-0.0011796i,-0.0013275-0.00089917i,-0.0012998-0.00050221i,-0.0010558-5.8504e-05i,-0.00012653+2.075e-05i,0.00057351+0.00016548i,-1.5024e-05+0.0005587i,-0.00046473+0.00045332i,0.00036048+0.0010022i,0.0006243+0.001187i,9.0134e-05+0.00050042i,2.828e-05+0.00033263i,-2.8801e-05-0.0001328i,-0.00010967-4.6654e-06i,-0.00052561+0.0010198i,-0.0013524+0.0011708i,-0.0011241-0.00012595i
0.0021+0.00029128i,0.0016368+0.00070985i,0.00050622-0.00033411i,0.0001007-0.0006527i,-0.0012433+0.00020432i,-0.0019872+0.00035244i,-0.0018085+0.00041342i,-0.0015983-0.0001117i,-0.0008238-0.00096094i,-0.00041259-0.00088116i,-0.00036634-0.00041629i,-0.0003625-0.00027524i,-0.00074669-0.0001259i,-0.00045551+9.2543e-05i,-0.0001322+0.00076126i,0.00037537+0.00088912i,0.0010969+0.0008303i,0.00076985+0.00055553i,0.00024603-6.0839e-05i,-0.00012634-0.0001548i,0.00019392-0.00039374i,0.00077299+0.00043836i,0.00063617+0.00049589i
-0.0015088+0.00019963i,-0.0015848+1.1511e-05i,-0.0021265-0.00010982i,-0.0019711+5.9245e-05i,-0.0016667-0.00024642i,-0.0016327-0.0015578i,-0.0015493-0.0019893i,-0.0011185-0.0011615i,-1.4915e-05-0.00052831i,0.0005264-0.00011556i,0.00039745+0.00046523i,-0.00014536+0.00095157i,-0.00043752+0.0010588i,-0.0009292+0.00057325i,-0.0010532+7.9484e-05i,-0.00044617+5.7798e-05i,-0.00053443+0.00029116i,-0.0008456+0.0005521i,-0.00085593+0.00021531i,-0.00020474-0.00029041i,0.00033513-0.00047609i,-0.00017417-0.00048385i,-0.0010982-0.0006196i
0.00094756+0.00059786i,0.002431+0.00094673i,0.0018765+0.002364i,0.00044846+0.0020263i,-0.00075905+0.00066782i,-0.0016089-0.00089648i,-0.0017091-0.0003079i,-0.00091775+0.00037152i,8.7299e-05+9.1285e-05i,0.00027156+0.00056539i,0.00010852+4.735e-05i,9.4869e-05+0.00011389i,-0.00089116+0.00078891i,-0.001767+0.00025244i,-0.0014114-0.00034875i,-0.00074028-0.00042939i,-0.00070735-0.00026795i,-0.00049034+0.00022339i,-0.00012212+0.00043854i,0.0003615+0.00028984i,0.00075182-2.7696e-05i,0.00019239+0.00020611i,-0.00036912+0.00023519i
-0.0021366-0.00033353i,-0.0026023-1.2e-05i,-0.0024038-0.00079383i,-0.0016863-0.00094823i,-0.00046459-0.00087133i,-4.9449e-05-0.00094102i,4.6958e-05-0.00070327i,0.00021621-0.00080427i,0.00015998-0.00076575i,0.00034233-0.00055864i,0.00063033-5.5584e-05i,0.00041554+0.00067011i,0.00017598+0.00050891i,0.00029012-0.00030716i,0.00013571-0.00086304i,-0.00010118-0.00023806i,0.00025841+0.0011201i,0.00012749+0.00093246i,-0.00068825+0.00057198i,-0.0012089+0.00038715i,-0.0011533-0.00060968i,-0.00066795-0.00063736i,-0.00038227-0.00072407i
