-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
-0.00011318+0.001465i,0.0005733+0.0039037i,0.0014847+0.0031607i,0.0031238-0.00091049i,0.0044807-0.0030331i,0.0038817-0.002633i,0.001586+0.00043132i,0.00020775+0.004564i,-0.00020353+0.0058298i,-0.0010306+0.0044005i,-0.0011108+0.0030645i,-0.00069168+0.0020868i,-0.0012501+0.001809i,-0.0016904+0.002243i,-0.0013336+0.00099572i,-0.0013037-0.0014955i,-0.00090349-0.0022737i,-0.0004954-0.00092625i,-0.00014836+7.0565e-05i,0.0008645+0.00033147i,0.0017103-0.00029889i,0.0020165-0.0010883i,0.0020118-0.0005333i
0.00046725-0.0023971i,-0.00024977-0.0043558i,-0.00092499-0.0044382i,-0.00020972-0.0041717i,0.0015981-0.0054407i,0.0021059-0.0057788i,0.0016498-0.0054395i,0.0027186-0.0053181i,0.0037877-0.0050979i,0.002196-0.0043463i,0.00036772-0.0030163i,0.00071276-0.0011622i,0.0026283-0.00020609i,0.0036837-0.00038082i,0.0023874-0.00095974i,0.00064075-0.0011415i,-0.0011652-0.00064027i,-0.0018333-0.0014585i,-0.0013032-0.001685i,-0.00092684-0.00071268i,-0.00092163+0.00023592i,-0.00099301+0.0010656i,-0.0012805+0.00087161i
0.0008208+0.00072479i,0.0010212+0.001004i,0.0012646-0.00093563i,0.001697-0.0024814i,0.0017775-0.0030244i,0.0017025-0.0025548i,0.00042921-0.0013749i,-7.1467e-05-6.9033e-05i,0.00033774+0.00056731i,-1.1443e-05+0.00033741i,0.00046812-7.3459e-05i,0.0011076-0.0014397i,0.0011735-0.0026503i,0.00063455-0.0022321i,8.3108e-05-0.0016828i,-0.00028885-0.0013299i,-0.00056816-0.00020507i,-0.00052145+0.00085644i,-7.3845e-05+0.0015098i,0.00034203+0.00222i,0.00049653+0.0019584i,0.0010839+0.0013647i,0.00062545+0.00030629i
-0.00067833+2.8085e-05i,-0.0021833-0.00050528i,-0.0014708-0.00046357i,0.0018649+0.00017809i,0.0036338-0.00068708i,0.001093-0.0028691i,-0.0041499-0.0032658i,-0.0058034-0.001647i,-0.0049922-8.1767e-05i,-0.0045352+0.0012247i,-0.0039816+0.0023717i,-0.0033458+0.0024321i,-0.0036329+0.0015723i,-0.0037238+0.0006035i,-0.0031769-0.00014487i,-0.0031009-0.00016285i,-0.0026897+0.00014456i,-0.0007277-0.00061931i,0.00053247-0.0015582i,0.00093519-0.0013723i,0.00051669-2.3639e-06i,-0.00029733+0.00022718i,-0.00044108-0.00039105i
0.00047196-0.0016452i,0.0014828-0.0012624i,0.0026996-0.0013172i,0.0041197-0.00070926i,0.004921-0.00021751i,0.0037494-0.00086223i,0.00062612-0.00071212i,-0.0018549+0.00018047i,-0.0015308+0.0006729i,0.0007299+0.00046962i,0.0020694-0.00065601i,0.0028847-0.0021053i,0.0027412-0.0025315i,0.0016195-0.0020898i,0.00082755-0.0011473i,0.00060924-0.00020326i,0.0011243+0.00053704i,0.001287+0.0012832i,0.00028165+0.00095568i,-0.00061655+0.00050341i,-4.3646e-05+0.0021486i,0.00068912+0.0033833i,0.00049282+0.0024251i
-0.0017792-0.0017629i,-0.0034969-0.0013421i,-0.0029011-0.0016945i,-0.00045617-0.0021125i,0.00218-0.0021637i,0.0025617-0.0010419i,0.00036561+0.0016152i,-0.0011958+0.0050662i,-0.0011366+0.0064229i,-0.00033022+0.0054236i,-0.00041296+0.0043767i,-0.0030074+0.0028551i,-0.0042514+0.00071857i,-0.0033067+0.00059256i,-0.0015218+0.00061188i,-0.00020093-0.00051311i,-0.00031966-0.0018719i,7.2241e-05-0.0017091i,0.00037682-0.0004416i,2.8559e-05-0.00032334i,0.00089329-0.0010872i,0.0013618-0.0020107i,0.00077201-0.0015256i
0.0021206+0.0007449i,0.0039545+0.0006677i,0.0046094-0.00011613i,0.0053216-0.0024155i,0.0057627-0.0053868i,0.0042117-0.0061439i,0.00067703-0.0037941i,-0.0010167+3.3684e-05i,-0.00019042+0.0011747i,0.00093506+0.00012309i,0.0013043-0.00013973i,0.001743+0.0010635i,0.0017557+0.002103i,0.00099019+0.0017452i,0.00080602+0.00029829i,0.00073999-0.00055938i,0.00050927-0.0005921i,-0.00021272-0.00088868i,-0.0007655-0.0012034i,-0.00056669-0.00043083i,-0.00044533+0.00034246i,-0.00074164+0.00061452i,-0.00071225+0.00091341i
-0.00099914+0.00073203i,-0.0021288-0.00016678i,-0.0017153-0.0002836i,0.00076126-0.00047139i,0.004498-0.0016756i,0.004846-0.0026717i,0.0037663-0.0018368i,0.0046258+0.00084899i,0.0055678+0.0010226i,0.0049413-0.00071215i,0.0029923-0.0021076i,0.0017942-0.0025196i,0.0019539-0.0021491i,0.0019004-0.0010286i,0.0014594-0.00069094i,0.00070727-0.0015589i,0.0001079-0.0017729i,5.3077e-05-0.0010584i,0.00070369-0.0014077i,0.001308-0.0007774i,0.0011051+7.6408e-05i,0.0012175-0.00059038i,0.0013766-0.00071671i
0.00082225+6.5211e-05i,0.0013993-0.00010779i,0.002582-0.0013958i,0.00451-0.0017447i,0.0059755-0.0025053i,0.0049196-0.0043948i,0.0012382-0.0034191i,-0.00058804+0.00039743i,0.00019438+0.0025801i,0.00042694+0.0032393i,0.00013868+0.0037812i,-0.00072335+0.0031706i,-0.0017144+0.0021797i,-0.0019458+0.0017843i,-0.0012619+0.00076669i,-0.0016055-0.00032446i,-0.0030237-0.00041347i,-0.0027916+0.00019751i,-0.0011621-6.077e-06i,-0.00013731-0.00027598i,-0.00013366+9.9546e-05i,-9.6618e-05+0.00073435i,5.3454e-05+0.00023252i
-0.0018688+0.00092486i,-0.0027847+0.001807i,-0.0021382+0.0026319i,0.0005089+0.0020283i,0.0026383+0.00066686i,0.0018954-0.00089049i,-0.0007903-0.0033442i,-0.0032587-0.0030698i,-0.0037635-0.0017612i,-0.0035175-0.0020032i,-0.0019291-0.0019277i,0.0002992-0.0024904i,0.0013795-0.0037737i,0.0018154-0.0036517i,0.0012808-0.0025588i,0.00084724-0.0022985i,0.0010453-0.0015135i,0.0005831-0.00083136i,-0.00010721-0.0006921i,-0.00086441+0.00050617i,-0.00090233+0.0015585i,0.0002131+0.00087375i,0.00033499+0.00010373i
0.016193-0.0014164i,0.018468-0.0088949i,0.019767-0.018203i,0.012138-0.018591i,0.0023627-0.016335i,-0.0064509-0.011312i,-0.0079061-0.0031954i,-0.0032053+0.00075232i,0.0018469+5.2562e-05i,0.0030794-0.0018429i,0.00090442-0.00066656i,-0.00098449+0.0014908i,-0.0021475+0.0024646i,-0.0017245+0.0033547i,0.00037175+0.0035851i,0.001163+0.0025709i,0.00093979+0.0013563i,-0.00060224+0.0012343i,-0.0018694+0.001896i,-0.0010463+0.001526i,-0.00031313+0.00042149i,-0.00055692-3.181e-05i,-0.00085112-0.00044013i
-0.0037887+0.0013509i,-0.0029497+0.0027833i,-0.00015293+0.0038916i,0.0037885+0.0030519i,0.0055747+0.00091769i,0.0025788-0.00027766i,-0.0017434+0.00041038i,-0.004028+0.0020342i,-0.0041139+0.0033936i,-0.0034025+0.002961i,-0.0019268+0.0022285i,-0.0005081+0.0014251i,-0.00068019-0.00055879i,-0.0011747-0.0010003i,-0.0012621+0.00015597i,-0.00076479+0.00026907i,0.0006181-0.00053104i,0.0010676-0.00025308i,0.00039474+0.00063056i,0.00026269+0.00087611i,0.00061734+0.00062612i,0.00074103-0.00042308i,0.00070913-0.00077519i
0.00041899-0.0019244i,1.9341e-05-0.0023659i,-2.8912e-05-0.0039883i,0.0014665-0.0044949i,0.0027967-0.0039991i,0.0026401-0.0035731i,0.0008704-0.0013918i,0.00028368+0.0020637i,0.00034444+0.0020949i,-0.00017836+0.00056244i,-0.00030178-0.00040747i,-1.8496e-06-0.0017677i,0.00072023-0.0016097i,0.00048024-0.0017263i,0.00015924-0.001701i,0.00023214-0.0020276i,0.00011488-0.0031659i,0.00064709-0.0026447i,0.00069961-0.0016416i,-7.1869e-05-0.00056371i,-7.2711e-05+9.9512e-05i,0.00029646+3.0109e-05i,0.00038293-0.00047375i
-0.00015826+0.00042309i,-1.7648e-05+0.0028758i,0.00076487+0.0028074i,0.0030363+0.0008463i,0.0042869-0.0016328i,0.0025218-0.0030254i,0.00033262-0.0015608i,7.4038e-05+0.00091764i,0.00060016+0.0019696i,0.0018977+0.0023712i,0.0027365+0.002571i,0.0011323+0.0024814i,-0.00062467+0.0030486i,-0.00078164+0.0026141i,6.7035e-05+0.001201i,0.00070449+0.00083117i,0.00094191+0.00016084i,0.0011803-0.00014492i,0.00073262+8.9647e-05i,0.0005422-0.0003297i,0.0012976-0.00028016i,0.001056+0.00043452i,0.00072638+0.00087446i
0.00070585-0.00134i,-0.0013663-0.0024108i,-0.0026598-0.003074i,-0.0014175-0.0028967i,0.0010796-0.0033543i,0.0014419-0.0029396i,8.5458e-05-0.0012255i,0.00045064+0.00022665i,0.0012056+0.00095171i,-0.00042714+0.00079569i,-0.0015206+0.00042266i,-0.00044873+8.4583e-05i,0.00067293-0.00098104i,0.00076793-0.0020057i,0.00050534-0.0023623i,0.00031786-0.0022336i,-0.00026011-0.0025183i,-0.00061497-0.0030323i,-0.0014027-0.0025204i,-0.0015293-0.0015651i,-0.0002729-0.00091532i,0.00070014-0.00041336i,0.0013126+0.00023313i
0.0012486+0.0012584i,0.0023876+0.00029285i,0.0036121+0.00025497i,0.0048005-0.00040133i,0.0046167-0.0021164i,0.0022422-0.0036703i,-0.00057303-0.0027832i,-0.0018867-0.00078717i,0.00018811-0.00030927i,0.0022552-0.00092511i,0.0020329-0.0018832i,0.0015736-0.0018859i,0.00079685-0.0007949i,0.00082815-0.00014765i,0.00097287+0.00013602i,0.00039046+6.7173e-05i,-0.00031776+0.00070826i,-0.00086365+0.0012661i,-0.00072725+0.00065698i,-0.00075245+0.00067566i,-0.000334+0.00080439i,0.00036446+0.00031677i,0.00030206+0.00013522i
-0.0010168-0.00136i,-0.00094054-0.00032185i,-0.00099145-0.001478i,0.00193-0.003222i,0.0040542-0.0040503i,0.0028189-0.0053771i,0.00040686-0.0052345i,-0.00063125-0.002716i,-0.00081596-0.00034474i,-0.0015695+0.0010725i,-0.00097251+0.0024528i,-0.00040793+0.0022274i,-0.00092159+0.00028732i,-0.00012604-0.00085747i,-8.452e-05-0.00054801i,-0.00080982-0.00024288i,-0.00087205-0.00076237i,-0.00073855-0.0013738i,-0.00012218-0.001242i,0.0010836-0.00010684i,0.0016274+0.00052957i,0.0006192+0.00019304i,0.00019467+0.00027823i
-0.00093992-0.0019176i,-0.0021061-0.0025403i,-0.001207-0.0021715i,-0.0006513-0.0021006i,-0.00035456-0.0025173i,-0.00075785-0.0012309i,-0.0017984+0.0012667i,-0.001909+0.0026208i,-0.0017543+0.0011552i,-0.001718-0.00023453i,-0.00091174-7.4922e-05i,0.0011543-0.00088045i,0.0015265-0.0018246i,8.3395e-05-0.0016558i,-9.8807e-05-0.0010271i,-3.0405e-06-0.0010511i,-0.00052711-0.00069085i,-0.00094969+0.00021222i,-0.0011436+0.0013973i,-0.0015073+0.001661i,-0.0012425+0.00093069i,-0.00013169+0.00053749i,-0.00041243+0.00037832i
-0.0023012+0.0006334i,-7.8329e-06+0.0011276i,0.0019447+0.00096313i,0.0047298-0.00039136i,0.0064976-0.0023412i,0.0038985-0.003218i,-0.00055592-0.0017326i,-0.0032335+0.0010605i,-0.0034942+0.0028459i,-0.0017707+0.0029324i,-0.00038576+0.0008508i,-0.0010715-0.00038776i,-0.0016434+0.0001433i,-0.0012791+0.00069363i,-0.0012282+0.00035648i,-0.00095109+4.4643e-05i,6.8332e-05+0.00090216i,0.00084713+0.0012582i,0.0015015+0.0012279i,0.0012461+0.00089089i,0.0012274+9.2067e-05i,0.00083964-0.00057997i,0.00030087-0.00071634i
-0.00071675-0.00048313i,-0.00049156-0.0016809i,-0.00010288-0.0032377i,0.00011049-0.0032443i,0.0015287-0.0021627i,0.0023074-0.0014042i,0.0015322-0.0010321i,0.0018523+0.00038604i,0.0017867+0.0023322i,0.0012265+0.0033786i,0.0020231+0.0034012i,0.0022623+0.0028388i,0.00060191+0.0020041i,-0.00097176+0.0015598i,-0.00075648+0.00064344i,0.00016294+2.6352e-05i,0.00044266+0.00050204i,0.00027658+1.097e-05i,5.7196e-05-0.00097561i,0.00064535-0.0014418i,0.0011431-0.0012414i,0.00068045-0.00037745i,-0.0005278+0.00029195i
5.1662e-05-0.00056942i,0.0006519+0.0008389i,0.00094401+0.0018484i,0.0025467+0.0023996i,0.0052294+0.0019128i,0.0051003-0.00034388i,0.0015451-0.00075934i,-0.00038396+0.001691i,0.0010504+0.0026356i,0.0015223+0.0013608i,6.0956e-05-0.00058864i,-0.0006122-0.001546i,0.00015043-0.0013625i,0.00057109-0.00073206i,0.0010482-0.00012363i,0.00091827-0.0011565i,0.00091667-0.0018325i,0.0010094-0.00075517i,0.0006042+0.00033724i,0.00064298+0.0011452i,0.00020896+0.0011588i,-0.000237+0.0013627i,-5.3726e-06+0.0015176i
-0.00079369-0.00085356i,-0.00077135-0.001353i,0.0004965-0.0017502i,0.0034872-0.0017874i,0.0054389-0.0034732i,0.0029646-0.0046417i,-7.2643e-05-0.0029584i,-0.00014803-0.00044618i,0.0007856+0.0007958i,0.0013339+0.0016124i,0.0013343+0.0021391i,0.0012289+0.0020993i,0.00010599+0.0020717i,-0.0004121+0.0012776i,0.0004571+0.00040437i,0.00036092+0.00054776i,-0.00058804+0.00050403i,-0.0012259-0.00050284i,-0.00062269-0.001255i,-0.00015767-0.001091i,0.00044888-0.00085627i,0.00069982-0.00057872i,0.0005342-0.00033818i
0.0014669-0.0012121i,0.0030257-0.0022159i,0.0025633-0.0025657i,0.0027489-0.0038199i,0.0042862-0.0049867i,0.0041576-0.004805i,0.0024437-0.0038647i,0.0016113-0.002806i,0.00063906-0.0018596i,-0.00027901-0.00064137i,0.0003127+0.00035818i,0.00189-0.000192i,0.0027334-0.0010447i,0.002224-0.00073245i,0.00085922-0.00010238i,-0.00042034-0.00045998i,-0.0005112-0.00068502i,4.7706e-05-0.00029493i,-0.00011094+0.00024864i,-0.0003838+0.00011159i,8.9588e-05-0.00015238i,0.00050536+0.0003639i,0.00067601+0.00047948i
0.00024357-0.00078216i,-0.00095179-0.0010613i,-0.0016058-0.0020618i,-0.001113-0.0026355i,-0.00067021-0.0026882i,-0.0014437-0.0032585i,-0.0027799-0.0024762i,-0.0030527-0.00058573i,-0.0019949-1.3795e-05i,-0.0012596-0.00017547i,-0.001689+0.00010092i,-0.0018906+7.1673e-05i,-0.0008616-0.0010484i,0.00014557-0.0016891i,0.00074934-0.0011702i,0.00084743-0.0011144i,0.00019562-0.0014104i,-0.00014095-0.00069332i,5.1659e-05+0.00025909i,-6.8334e-05+0.00054234i,0.00021162+0.00047746i,0.00088399+0.00041637i,0.00040258+0.00039862i
0.001759-0.0016593i,0.0019909-0.002361i,0.0020718-0.0023852i,0.0019943-0.0014228i,0.0028241-0.0013406i,0.001982-0.0013625i,-0.0015508-0.00017134i,-0.0036264+0.00088585i,-0.0024284+0.0013186i,-0.00059784+0.0014816i,0.00069792+0.0014959i,0.0011861+0.00071707i,0.00087298+0.00054831i,-0.00087438+0.00082613i,-0.0021594-0.00021037i,-0.0012339-0.00056161i,-0.00044003-0.00041761i,-0.00084888+9.9426e-06i,-0.0010593+0.00026098i,0.00015128-0.00032232i,0.00089888-0.00035178i,0.00019987-0.00037707i,0.00024157-0.000176i
-0.0016472+0.00087556i,-0.0016163+0.0020641i,-9.7772e-05+0.0019491i,0.0025366+0.0009788i,0.0040002-0.00016689i,0.0037505-0.001035i,0.0025469-0.00023594i,0.001971+0.001691i,0.00155+0.0020878i,0.00062222+0.0010118i,-0.00015422+0.0004039i,4.3927e-05-0.00098883i,8.0888e-05-0.0027651i,-0.00050552-0.0029518i,-0.00028138-0.0020358i,0.00040678-0.0023309i,0.00080537-0.0022775i,0.00038344-0.00099196i,0.00044578+0.00033645i,0.001086+0.0012672i,0.00088348+0.001243i,0.00047923+0.00058642i,0.00047671+0.00015693i
-0.0013362-0.00044859i,-0.0017734-0.0027346i,7.5858e-05-0.0027463i,0.002486-0.0020315i,0.0043854-0.002831i,0.0033669-0.0035298i,-0.00032857-0.0011095i,-0.0019943+0.0019533i,-0.00034058+0.0034615i,0.0013018+0.0036571i,0.00038359+0.002499i,-0.00068954+0.0019012i,-0.001011+0.0016831i,-0.0018475+0.0012072i,-0.0017436+0.00036581i,-0.0003265-0.00055952i,0.0002931-0.000377i,0.0005966-6.651e-05i,0.00053298-0.0009518i,-0.00016248-0.0009054i,0.00029615+0.00010726i,0.00051645+0.00016807i,0.00041125+8.1791e-05i
0.0020985+0.00017687i,0.0017882+0.002167i,0.0018566+0.002271i,0.0017567+0.00040042i,0.0011301-0.0015858i,0.0014054-0.0018757i,0.0011551-0.001038i,5.926e-05-0.00021453i,-0.00074878+0.00059193i,-0.0002922+0.0011471i,0.00070228+0.00033105i,0.00090615-0.00092446i,0.00059419-0.00031821i,0.00098562+0.00032574i,0.0015705+6.7032e-05i,0.00070566-0.00055255i,-0.0001795-0.0010772i,-0.00075672-0.00061092i,-0.0014471-0.0001196i,-0.0011147+0.00010026i,-0.00010961+0.00048826i,0.00091558+0.00047268i,0.00064349+0.00038954i
0.00084861-0.0021369i,0.00086029-0.0042322i,0.0016587-0.004719i,0.0031076-0.0039708i,0.0038145-0.0031619i,0.002839-0.003098i,0.0012118-0.0020629i,0.00072323-9.7715e-05i,0.0019018-3.8179e-05i,0.001776-0.00084173i,-6.8524e-05-0.0003451i,-0.0012074-0.00031886i,-0.00060788-0.0008028i,-6.7754e-05-0.00057343i,0.00016055-0.0010239i,0.00036743-0.0016567i,0.00045366-0.0015595i,0.00046318-0.0015085i,0.00030669-0.0017437i,5.5823e-05-0.0011855i,-7.0915e-05-0.00022562i,0.00053709-0.00012204i,0.00089153-0.00033268i
0.00088221+0.00011631i,0.0016769+0.0023013i,0.0027325+0.0034522i,0.0037236+0.0012145i,0.0035458-0.0026852i,0.0020643-0.0036659i,-0.0011486-0.0025879i,-0.0026652-0.00079375i,-0.0018216+0.00068795i,-0.00030011+0.00079633i,0.0012927+0.00096249i,0.0019239+0.00045214i,0.001153+0.00074593i,-2.996e-05+0.0016842i,7.5226e-05+0.0018388i,0.00056442+0.0010778i,-0.00051616+0.00026258i,-0.0016476+0.00032834i,-0.0017804+8.087e-05i,-0.00089942-0.00030853i,-0.00011334-0.0004262i,0.00047737+0.00011744i,0.00055631+0.00036952i
-0.0016194-0.0001109i,-0.0015052-0.001568i,-0.0004764-0.0025823i,0.0024255-0.0020646i,0.0047035-0.0020049i,0.003469-0.0035093i,0.00023152-0.0039334i,-0.0015771-0.0023859i,-0.0022834-0.0005928i,-0.0020808+0.00026763i,-0.00062352+0.00032775i,0.0003034-0.00011614i,-0.00055249-0.0006523i,-0.0011179-0.0013403i,-0.0010302-0.0020546i,-0.0012925-0.0014914i,-0.0010575-0.001165i,-0.00023369-0.0014092i,0.00060941-0.0010276i,0.00097534-0.00085167i,0.0011135-0.00079967i,0.00078233+0.000103i,0.00063318+0.00085187i
0.0011621+0.0031602i,0.0020419+0.002089i,0.0024185+0.0003002i,0.0031336-0.0010477i,0.003939-0.0024933i,0.002405-0.0028115i,-0.00076309-0.00055856i,-0.0012303+0.0022539i,0.00059865+0.002764i,0.00097845+0.0014346i,-0.00033711+0.00076472i,-0.00082794+0.00072081i,-0.0001577+0.00021947i,0.00015906-0.00029156i,-0.00045227-0.00033875i,-0.00025279+0.00020146i,3.0937e-05+2.1054e-05i,-0.00057172-7.404e-05i,-0.00057386-0.00039474i,1.3223e-05-0.00059355i,0.00017333-0.00049356i,1.174e-05-0.00083057i,-5.8426e-05-0.0012647i
-0.0010029-0.00022505i,-0.0014699-0.00077703i,-0.0012212-0.00051285i,0.0014757-8.2426e-05i,0.0035745-0.00075255i,0.0020312-0.002543i,-0.00042126-0.0022473i,-0.001989+0.00026718i,-0.0018838+0.0029176i,-0.00065351+0.0036144i,0.00056491+0.0018216i,0.00016406+0.00043202i,-0.0014166-0.00046749i,-0.0014465-0.0012417i,-0.00065493-0.00062518i,0.0003382-3.6892e-05i,0.00093294-0.00049713i,3.5608e-06-0.0001509i,-0.00096892+0.00050821i,-0.0013125+2.5013e-05i,-0.0010543-0.00071782i,-0.00070736-0.00047702i,-0.00046332-0.00018217i
0.0020635-0.0022899i,0.0022554-0.0014568i,0.0026146-0.0019337i,0.0026451-0.0029377i,0.0023933-0.0024177i,0.0018598-0.00081851i,0.00022942-0.00013083i,-0.00016441-0.00029831i,-0.00013586-0.00025903i,-0.00051236+0.00089943i,-0.00025689+0.0017457i,-8.8348e-05+0.00047127i,-0.00034589-0.00064936i,-0.00077993-0.00068553i,-0.00029485-0.00033411i,0.00021281-0.00059281i,-2.7948e-05-0.0013272i,0.00011237-0.00082651i,0.00048802-0.00059589i,0.00081004-0.00068886i,0.0012263+0.00010814i,0.00061733+0.00074943i,0.00057633+0.00063466i
-0.00095619-0.00076108i,-0.0020496-0.0014319i,-0.0020524-0.00030407i,0.00050395-0.00010374i,0.0028457-0.0011486i,0.002735-0.0016526i,0.0011178-0.00080258i,0.00060427+0.00099931i,0.0020568+0.0021151i,0.0025577+0.001584i,0.0022227+0.0003483i,0.0015886+0.00033972i,0.0013105+0.00036993i,0.0011027-0.0003693i,0.0008647+0.00024596i,0.00011838+0.00039536i,-0.00059915-0.00046292i,-0.00075353-0.0011042i,-0.00097687-0.000595i,-0.0002624+0.00058566i,0.00026746+0.00076162i,0.00031396-0.00014127i,0.000221+7.2251e-05i
0.00036872+0.00028055i,0.0022418+0.00044218i,0.00418-6.495e-05i,0.0054096-0.0010553i,0.0052959-0.0027069i,0.0028112-0.0033812i,-0.00034973-0.002224i,-0.0024027-0.00084082i,-0.0027462+0.00083124i,-0.0015856+0.001937i,5.6508e-05+0.0015392i,0.00047051+7.5642e-05i,-0.0014279-0.00067131i,-0.0024223-6.0459e-05i,-0.0016581-9.7288e-06i,-0.0006983-0.00028528i,0.00064221+0.000257i,0.00097637+0.0006837i,0.00039286+0.00025345i,2.0237e-05-0.00017835i,0.00017297+0.00054437i,0.00028196+0.00070553i,0.00034712+0.00063799i
-0.00063516-0.0008241i,-0.0014391-0.00069741i,-0.0016178-0.00039737i,-0.00074305-0.0006401i,0.00086403-0.0014505i,0.0011525-0.0019122i,-0.00047056-0.0015138i,-0.0009332-0.0010177i,-0.00018716-0.00089952i,-0.00015832-0.00089374i,-0.00039282-0.00041445i,-0.00046155+9.4314e-05i,9.3725e-05-2.0708e-05i,0.00035993-0.0003826i,-7.6239e-05-0.00037982i,-4.9464e-05-0.00025946i,2.9804e-05-0.00048108i,0.0004888-0.00085672i,0.00080097-0.00029059i,0.00027388+0.00057121i,-0.00032171+0.00046481i,-0.00058435-6.8402e-05i,0.00013998-0.00027665i
0.0014785+2.2936e-05i,0.0016179-0.00087624i,0.0023624-0.0016748i,0.0032117-0.0013255i,0.0041621-0.0012021i,0.0032206-0.0013152i,0.00058656-0.00060379i,-0.00069222+0.0016595i,0.00014995+0.0037387i,0.0015727+0.0031446i,0.0015772+0.0013384i,0.00039704+0.00040104i,-5.3528e-05+0.00064013i,0.00014754+0.00025161i,0.00024038-0.0010556i,0.00034543-0.001505i,0.00068522-0.0014636i,0.0004089-0.00089267i,-0.00033799-0.00032005i,-0.00079643-0.00019717i,-0.00091818+0.00017146i,-0.0010828+0.00024147i,-0.00074512-0.00026716i
-0.00056149-0.00019703i,0.00025686-0.00059686i,0.0012309-0.00079047i,0.0032065-0.0018743i,0.0049087-0.0033397i,0.0035555-0.0045064i,7.7261e-05-0.0036883i,-0.0020968-0.00046289i,-0.0021493+0.0012098i,-0.0020026+0.0011492i,-0.00044789+0.00094369i,0.00033322+0.0006198i,-0.00025121+0.00049443i,-0.00075252+0.00065251i,-0.0010171+0.00014676i,-0.00081476-0.00020521i,-0.00046896-0.00064299i,-0.00037249-0.0011555i,-0.00038987-0.00094349i,-0.00091115-0.00030073i,-0.00049017+6.4732e-05i,0.00024964+0.0003433i,-0.00013164+0.00034323i
-0.002284-0.0017443i,-0.0033184-0.0016609i,-0.0039034-0.00081868i,-0.0012486-0.00022923i,0.0026543-0.00069998i,0.0026067-0.0015389i,0.00028877-0.001096i,-6.3598e-06-9.7522e-05i,0.00083169-0.00046881i,0.00010177-0.00069833i,-0.00061489+0.00020712i,0.00017226+0.00059764i,0.0007055-0.00027455i,0.00045224-0.0017972i,0.00016881-0.0018545i,-0.00020076-0.00083555i,-0.00076864-0.0002217i,-0.00096169-0.00065224i,-0.00032202-0.0012093i,-0.00056774-0.00031666i,-0.00043364-0.00014261i,0.00053348-0.00071134i,0.00080944-0.00059829i
0.002613+0.0012403i,0.0043891+0.00096387i,0.005295+0.00043332i,0.0052166-0.0013063i,0.0044552-0.0030164i,0.0027033-0.0027838i,0.00053365-0.00042264i,-0.0011524+0.0026941i,-0.0007062+0.0038104i,0.00087251+0.003474i,0.00090309+0.002096i,0.00050268+0.00044327i,0.00057237+0.00073113i,0.00060063+0.0022281i,0.00054693+0.0020675i,0.00012843+0.0002909i,-0.00067103-0.0005582i,-9.6511e-05-0.00095469i,0.00012529-0.00052947i,-7.0786e-05+0.00030185i,0.00056814+0.0010424i,0.0002543+0.00151i,0.00035069+0.0015502i
-0.00023413-0.00047347i,-0.00091756-0.0018664i,-9.438e-05-0.0030231i,0.001064-0.0032438i,0.0016844-0.0026081i,0.00087705-0.0024447i,-0.0012079-0.0018948i,-0.0017345-0.00044564i,-0.0011459+2.4857e-06i,-0.0012506+0.00059268i,-0.0011984+0.0011358i,-0.00072258+0.00030746i,-0.00063387-0.00017921i,-8.2279e-05+0.00037146i,0.00084417+0.00058254i,0.000895+0.00069424i,0.0013834+0.00037448i,0.00063967-0.00064237i,-0.00066248-0.001489i,-0.00025287-0.00077026i,-7.5324e-05+0.00041966i,0.00020714+0.00025309i,0.00080548-0.00057852i
-0.0015698-0.00014293i,0.00012773+0.00029601i,0.0013271+0.0011155i,0.003488+0.0014537i,0.0054508+0.00018504i,0.0047569-0.0019218i,0.0014601-0.0022643i,0.00037964-0.00076784i,0.0015009+0.00014431i,0.00188-0.00026479i,0.0012818-0.00069278i,0.0015366+0.00028814i,0.0017572+0.0010469i,0.00039341+0.00031869i,-0.00024608-0.0011372i,-3.4957e-05-0.0016882i,0.0002668-0.00078971i,0.0004275-0.00042791i,-0.00030632-0.00052742i,-0.0011677-0.00026529i,-0.00050991-0.00033787i,0.00041349-0.00048686i,0.00066607-0.00055687i
