-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
-0.00076638+0.00027786i,6.3878e-05+0.00041728i,0.001595+7.6237e-05i,0.0027581+0.00054888i,0.0033392+0.00043454i,0.002875-7.0253e-05i,0.0011894-5.542e-05i,-0.00062088+0.00049445i,-0.00073269+0.00091197i,-0.000115+0.0010486i,0.00029331+0.00057072i,0.00068573+0.00020354i,-0.00023735+0.00036956i,-0.0010649-0.00018118i,-0.00049073-0.00085048i,-4.1038e-05-0.0012333i,0.00010749-0.00091446i,-0.00013159-0.0003032i,-0.000431-0.00022384i,-0.00011646-0.00029805i,0.00090659-0.00019432i,0.00022264+0.00042668i,-0.00023492+0.000209i
-0.0011635-0.00033226i,-0.0021657+0.00078647i,-0.0018514+0.0021049i,0.00065189+0.0026042i,0.0029045+0.0019302i,0.0026817+0.00047566i,0.00064363-0.00045858i,-0.0011642+0.0002292i,-0.0013327+0.001205i,-0.00016435+0.00084674i,0.00021195+0.00052884i,-0.00024204+0.00043747i,-0.00037707-0.00040782i,0.00032126-0.00063472i,0.00078461-0.00027497i,0.00057619-0.00040121i,0.00041971-0.0007393i,0.00019637-0.00039539i,2.6167e-05+0.00039293i,-0.00077214+0.00074309i,-0.0010891+0.00068806i,-0.00052897+0.00016514i,-0.00067889+0.00031665i
-0.0017132+0.0008947i,5.7466e-05+0.00099507i,0.00096541+0.00083254i,0.0018182+0.0010401i,0.002837+0.00099457i,0.0026059-1.0936e-05i,0.0010273-0.0008961i,-0.00026399-0.00026386i,-0.00032192+0.00022102i,-0.00014436-0.00024784i,0.00024821-0.00014163i,0.00024806-0.00016239i,-0.00032244-0.00074491i,-0.00046938-0.00085801i,4.385e-06-0.00024913i,0.00074823-0.0001081i,0.00071922-9.853e-05i,0.00045027-1.7831e-05i,-0.00024308-6.2922e-06i,-0.00062387-0.00036096i,-2.9597e-05-0.00078972i,0.0007767-0.00062473i,0.00093051-0.00055662i
-0.0010479+0.0002603i,-0.00084349+0.0015328i,-0.0007556+0.0012116i,0.0013183+0.00038862i,0.0028591+0.00027075i,0.0026328+0.00011782i,0.00060371+1.5306e-05i,-6.0433e-05+0.00056796i,0.00030432+0.0011125i,-4.4097e-05+0.00073356i,-0.00063908-0.00017085i,-0.00067012-0.00031288i,0.00017527-0.00088235i,0.00079566-0.0011442i,0.001012-0.00043218i,0.0013951+0.00012455i,0.0010364+0.00037874i,0.00039416+0.00070313i,0.00028234+0.00051918i,0.00031641+0.00014017i,0.00025214+0.00043014i,0.00039808+0.00055086i,0.00022101+5.2917e-05i
-0.0013362-4.4528e-05i,-0.0013697-0.00068144i,-0.0014043-0.00097464i,-0.00040452-0.00047207i,0.0018478+0.00019858i,0.0025427+0.00016898i,0.00068239-0.00091954i,-0.0005333-0.0004211i,-0.00031617+0.0007392i,-1.631e-05+0.00022664i,0.00061976-9.5501e-05i,0.00098987+6.9725e-05i,0.00032177+0.00032828i,-2.8358e-05+0.00064714i,0.00061349+0.00067181i,0.0011524+0.00015043i,0.00063481-0.00064639i,1.5831e-05-0.00084274i,-8.6149e-05-0.00011944i,-0.00057615-0.00013776i,-0.00036334-0.00097689i,0.0003055-0.001051i,0.00041817-0.00024071i
-0.00024321-0.0012591i,-0.00076933-0.00065409i,-0.0011661+0.00048937i,4.0767e-05+0.0016824i,0.0020574+0.0020012i,0.0027464+0.00096668i,0.0015961-0.00056832i,-0.00022366-0.00034472i,-0.00075204+0.00067406i,-0.00071776+0.00083022i,-0.00037993+0.00056692i,0.00053753-0.00016143i,0.00059762-0.00054724i,-0.00019855-0.00025945i,-0.00025074-0.00040992i,-0.00010847-8.1695e-05i,-0.00022897-0.00027709i,-0.00092476-0.0001156i,-0.00046606-2.0632e-06i,0.00085518-1.4183e-05i,0.00078294+0.00019607i,0.00037828-3.2348e-05i,0.00052408-0.00020524i
0.00030026-0.00065882i,0.00054426-0.0014951i,0.0013945-0.0018457i,0.0018002-0.000191i,0.0017196+0.0010189i,0.0015997+0.00030035i,0.0012243-0.00038305i,0.00041267-0.00012401i,-0.00016036+0.00067152i,-0.0006799+0.0010556i,-0.00048041+0.0007523i,0.00091333+0.00016814i,0.0018476-0.00054047i,0.0013066-0.00020868i,0.00033739+0.00028281i,0.00026561+0.00029658i,0.00042628-8.6327e-05i,0.00039518+9.8481e-05i,0.0001081+0.00018747i,0.00079684-0.00028544i,0.0013458-0.00012509i,0.00087272+6.8368e-05i,0.00052665-0.00076105i
0.00089253-0.00032331i,-0.00022115-0.00037502i,0.00030053-5.4313e-05i,0.0014355-0.00045886i,0.0021699-0.00014613i,0.0018591+9.5723e-05i,0.00060049-0.0008205i,-0.00019722-0.00034563i,0.00023196+0.00037967i,0.00097425+0.00037399i,0.0011541+8.2177e-05i,0.0011405-8.8279e-05i,0.00045671+0.00019166i,-0.0004991+7.3971e-05i,-0.00062176-0.00059376i,-0.00051711-0.00080121i,0.00011707-0.00044628i,0.00026071-0.00028943i,0.00032106-0.00028569i,0.00033984-0.00065354i,-0.00076242-0.0010859i,-0.00039066-0.00094705i,0.00076778+6.9867e-05i
-0.0011959-0.001666i,0.00041644-0.0011793i,0.0010263+1.3543e-05i,0.0021187+0.0016129i,0.0032879+0.0017184i,0.0023397+1.3238e-05i,0.00026639-0.0011202i,-0.00092279-0.0007536i,-0.00076465-0.00013433i,-4.6815e-05+0.00041396i,0.0005579+0.00039976i,0.00073985+0.00030704i,0.0011574+7.5925e-05i,0.00067885+4.8992e-05i,0.00037047-0.00017187i,0.00072697-0.00070508i,0.00087349-0.00047078i,0.00073551-0.00015955i,0.000454-0.00015742i,0.00049117+0.00050153i,0.00089542+0.00028731i,0.00087609-1.5596e-05i,0.00090341+1.5532e-05i
-0.001125+0.0016533i,3.7852e-05+0.0024363i,0.00016567+0.0017165i,0.0010413+0.00061715i,0.0023025-0.0002912i,0.0020922-0.0015273i,0.0010314-0.00093696i,-0.00029116+0.00048483i,-0.00066225+0.00093933i,-0.0011813+0.0012322i,-0.00077145+0.001095i,0.0010356+0.00016561i,0.00089989-0.00075485i,3.8508e-05-0.00089435i,0.00027486-0.001199i,0.00024333-0.0013628i,-9.1928e-05-0.00093804i,0.00046168-0.00051744i,0.00085651+0.00042462i,-9.5594e-05+0.00095258i,-0.00025032+0.00041824i,0.00089801-0.00020701i,0.00098771-0.0011174i
0.0026521-0.0024201i,0.0023284-0.0035667i,0.0010952-0.0028247i,0.00012228-0.00048789i,0.00082536-0.00029849i,0.0015065-0.0004008i,0.0006741-0.00062075i,0.00017077+0.00042612i,-0.00020657+0.0012914i,-0.00067829+0.00039834i,-0.00073041+0.00012428i,-0.0004032+0.00065879i,0.00068407+0.00069856i,0.00048589+0.00042727i,6.4299e-05+0.00019334i,0.00046722+0.00049079i,0.00056082+0.00099587i,0.0002754+0.00071373i,-0.00025468-0.0003863i,-0.00021903-0.00089236i,6.8865e-05+0.00029465i,-1.8858e-05+0.00083398i,-0.00019576-0.00027261i
7.1241e-05+0.0012881i,0.00075515+0.0012265i,0.0016552+0.00078582i,0.0016806+0.0021957i,0.0010999+0.0026573i,0.00091616+0.00072643i,0.00019482+0.00036557i,-0.00081343+0.0013867i,-0.00076897+0.0015073i,-0.00045022+0.00054878i,-7.5148e-05+0.00052933i,0.00066943+0.0012352i,0.00070235+0.00063877i,-0.00056348-0.00040102i,-0.00088221-0.00044535i,-0.00054671+0.00030526i,7.2973e-06+0.00032014i,-5.9272e-06+2.4441e-05i,0.00014529-0.00033669i,0.0003163-0.00062328i,-0.00038826+3.2326e-05i,-0.00055221-0.00023895i,-0.00057442-0.00053056i
0.0004033+0.00010582i,0.0012764-0.00086616i,0.0016131-0.00059507i,0.002539-0.00010168i,0.0034963+0.00020146i,0.0025511-0.00052299i,0.001418-0.0014164i,0.00071427-0.00018433i,-0.00031093+0.00097089i,-0.00062518+0.0013351i,-0.00087425+0.00099968i,-0.00022008+0.0001389i,0.00049212-0.00065975i,0.00050251-0.00059955i,0.00026995-0.00027662i,-0.00028455-0.00028695i,-0.00048424-0.00086202i,-0.0004435-0.0013321i,-0.00018075-0.00096507i,0.00011021-0.00055952i,-0.00053031-0.0002515i,-0.0016153-5.153e-05i,-0.00090014-0.00031131i
-0.00049387+0.0014321i,-0.00037898+0.0021108i,0.00081168+0.0021958i,0.0020528+0.001434i,0.002888+0.00072363i,0.0025534+0.00045693i,0.001431-0.0004591i,0.00028494-0.00064889i,2.1278e-05+0.0005426i,-7.2632e-05+0.00071471i,-0.00042066+0.00016358i,-0.00026124+0.00029576i,0.0002925+0.00014408i,0.00016077-0.00061094i,-2.4445e-05-0.00070621i,4.239e-05-0.00051043i,-0.00031657-0.00029912i,2.8826e-06-0.00016154i,0.00084237-0.00057063i,0.00042192-0.0005552i,0.00035558+0.00028121i,0.0011174+0.00065991i,0.00083083+0.00087707i
3.6763e-05-0.001049i,0.0010339-0.0022279i,0.0013171-0.0017441i,0.0023443-0.00060805i,0.0029995-0.00074219i,0.0016338-0.0013452i,7.0705e-05-0.0012891i,-0.0013549-0.00062344i,-0.0011103-0.00016906i,-0.00028526+0.00034641i,-0.00053549+0.00015997i,-0.00078138-0.00094393i,-0.00034821-0.0012186i,-0.00035482-0.001216i,-0.00020663-0.0010021i,0.00041738-0.00029606i,0.00025945-0.00044487i,0.00034113-0.00047242i,0.00047735-0.00043274i,0.00077272-0.00090064i,5.2395e-05-0.00082676i,-0.00058771-0.00032683i,0.00026338-0.00023342i
-0.00042932+0.0012977i,-0.00073852+0.0017376i,-0.00042559+0.0008069i,0.00053849+0.00050331i,0.0016081+0.00090521i,0.0021603+0.00086176i,0.00026462+0.00083516i,-0.00072774+0.00067833i,-0.00026381+0.00067968i,-0.00064265+0.0012893i,-0.00051528+0.0012596i,0.00064457+0.00050419i,0.00074764+0.00051839i,0.00028196-0.00010177i,-4.598e-05-0.0012668i,-0.00020274-0.00087992i,-1.3996e-05+2.4304e-05i,-0.00020817-0.00024819i,-0.0002031-0.00095425i,0.00027351-0.00061559i,-0.00029612-4.0067e-05i,-0.00087796-0.00062802i,-0.00037043-0.00044066i
0.0012371+0.00058897i,0.0010722-0.00076034i,0.0013588-0.0019511i,0.0022915-0.0011984i,0.0024509-0.00014834i,0.0013609-0.00012735i,0.00052369-0.00041699i,0.00010157+0.00019669i,0.00012165-0.0002547i,-0.0002077-0.00018198i,-0.00036586+0.00036151i,0.00017697+0.00055575i,0.00035247+0.00036815i,0.00027969+0.00052158i,-8.1929e-06-3.7437e-05i,0.00061178-0.00065496i,0.0008483-0.00048676i,0.00049331-0.00088249i,0.00050364-0.00086645i,0.00012445-3.0717e-05i,-0.00024923+0.00066244i,-0.00030155+0.00056133i,1.25e-05+0.00040713i
0.0014508+0.0027892i,0.0016358+0.0028829i,0.0026646+0.0030224i,0.002747+0.0020102i,0.0028182+0.0003797i,0.0022614-0.00083047i,-0.00050029-0.0012502i,-0.0010405-0.0011949i,0.00039581-0.0010611i,0.00059442-0.00065132i,-2.1507e-05-0.00022297i,0.00021709-8.2923e-05i,-0.00019094+0.0001321i,-0.0010687+0.00044085i,-0.00059435+0.00073988i,-0.00019891+0.0010004i,-0.00038344+0.0010674i,-0.00025763+0.00046735i,0.00093471-0.00071406i,0.0011681-0.0004663i,0.00044007+0.00033001i,-0.0001359+0.00028669i,-0.00021287-0.000301i
-0.0014869-0.0007885i,-0.0018927-0.00052235i,-0.0019107-8.8618e-05i,-8.7415e-05+0.0012752i,0.0019493+0.0018787i,0.0017921+0.00064972i,0.0014297+8.1869e-05i,0.0004655+0.00093101i,-0.0010851+0.0016066i,-0.001345+0.0015317i,-0.00085496+0.0011764i,-0.00036139+0.00088885i,0.00040528+0.00064569i,0.00013288+0.00011296i,-0.00054585+0.00026528i,-0.00072478+0.00044656i,-0.00043263-6.4774e-05i,-0.00012711-0.00050338i,-6.0026e-06-2.5946e-05i,-0.00011117+0.00085109i,0.00052246+0.00060507i,0.00098616+0.00019102i,0.00021908+0.00027121i
-0.0003852-0.00085904i,-0.0016587+0.00043524i,-0.0013592+0.0013939i,0.0011333+0.0014454i,0.003188+0.0018382i,0.0037831+0.00095323i,0.0019614-0.00073984i,-0.00030608-0.00063055i,-0.0014461+0.00042361i,-0.0022643+0.0013774i,-0.0015471+0.00066326i,0.00050182-0.00020377i,0.0011046-0.00060173i,0.0005248-0.00091573i,1.9345e-05-0.00037156i,0.00027571+5.7808e-05i,0.00045347+0.00055261i,0.00011415-0.00011124i,-0.000218-0.001085i,-0.00050258-0.0007188i,-6.9202e-06-0.00061182i,0.0001056-0.00044164i,-0.00026484-0.00068413i
-0.0018343-0.0011172i,-0.0016698-0.00063358i,-0.0016879+0.00017061i,-0.00031111+0.00060541i,0.0010166+0.00085548i,0.0012889-0.00046183i,0.00070686-0.0014643i,-0.0004823+5.0519e-05i,-0.0011882+0.0010098i,-0.0010575+0.00097525i,-6.8431e-05+0.00042205i,0.00021322-0.00051317i,-0.00042106-0.0009027i,0.00043542-0.00096214i,0.00098567-0.0004566i,0.00013768-0.00017898i,0.00012414-0.00013184i,-0.0002664+0.00022901i,0.00015523+0.00036141i,0.00065838-3.4843e-05i,0.00027474+0.00017586i,-0.00034068+0.0007013i,-0.00053293+0.00071522i
-0.00021694+0.0017579i,0.00087483+0.0013945i,0.0021297+0.0012258i,0.0025176+0.001467i,0.0017734+0.00098721i,0.00088589-0.00044269i,7.0141e-05-0.0011549i,-0.00090502-0.0001125i,-0.00095103+0.001077i,-0.00029496+0.00015647i,0.00042082-0.00091872i,0.00037798-0.00063207i,-0.00045945-0.0003047i,-0.00030499-0.00038107i,-0.00044094-0.00036489i,-0.00087431-0.00065079i,0.00045583-0.00082336i,0.0013874-0.00079689i,0.00072455-0.00040496i,0.00024986+0.00020193i,0.0001942+0.00010637i,0.00078347+0.00053207i,0.00099352+0.0012526i
-0.0023651+0.001033i,-0.0011983+0.0016085i,-0.00013371+0.0026684i,0.0021316+0.002283i,0.0047136+0.0015073i,0.0045662+0.000301i,0.0019312-0.00081195i,0.00039452-0.00049434i,0.00039367+0.00072306i,0.0003882+0.00098325i,0.00040481+0.00059365i,0.00073411+0.00037608i,0.00060137-0.00026208i,-0.00059157-0.00047061i,-0.0004052-0.0005895i,0.00091992-0.00027235i,0.00051589-1.7908e-05i,-0.00025834+0.00034234i,-0.0002912+0.0003648i,0.00030688-5.0691e-05i,0.00077099-0.00040995i,0.00064129-1.6122e-05i,0.00026224+0.00050518i
-0.0014427-0.00040051i,-0.0016538+0.00054213i,-0.00073032+0.0013959i,0.0005173+0.0010721i,0.0018924+0.00086595i,0.0016572-2.9091e-05i,0.00077109-0.00074161i,-8.8245e-05-0.0001605i,-0.00080439+0.0008105i,-0.00085378+0.0014927i,-0.0005614+0.00073324i,0.00021915+3.6202e-06i,0.00020681+0.00039471i,-0.00024556+0.00017733i,-0.00038065-0.00065975i,0.00043031-0.00065647i,0.0012543-0.00056835i,0.00097134-0.0003061i,0.00027794+0.00061742i,-0.00051682+0.00032787i,-0.00097176+5.1709e-06i,-0.00067901+0.00033534i,-0.00039644-8.9865e-05i
0.00043803+0.00021945i,0.0017654-0.00061809i,0.0033581-0.0011672i,0.0045901+0.00019104i,0.0039522+0.00085194i,0.0013661-0.00036981i,-0.0010431-0.001252i,-0.00086062-0.00070821i,0.00035369-2.8705e-05i,0.00048091+0.00024541i,0.00038099+0.0012115i,0.0002326+0.0012814i,-2.1346e-05+0.00024615i,0.00030809+0.00012778i,0.00030441+0.00020027i,0.00026383-0.0003011i,-0.00016175-0.00049307i,-1.1544e-05-0.00076287i,0.00093383-0.0005755i,0.00070125+0.00036126i,0.00036757+0.00076202i,0.00014786+0.00026223i,-0.00044961-0.00063244i
-6.9442e-05-0.00018095i,-0.00070537-0.00034768i,-0.0012297-0.00022954i,0.00031101-0.00025393i,0.0029058-0.00071778i,0.0028116-0.00096222i,0.0010303-0.0013087i,-0.00041265-0.0011124i,-0.0014337-0.00040262i,-0.0012955+0.00051536i,-0.00014062+0.0015512i,0.00019198+0.0015109i,0.00012089+0.00031617i,0.00022811+9.8722e-07i,1.8759e-05+0.00067701i,0.00012979+0.00066506i,0.00034679+0.00055467i,0.00063038+0.00077705i,0.0003678+0.00023087i,-0.00013757-0.0003026i,-0.00037239+6.6674e-05i,-0.00025221-0.00054725i,0.00013682-0.00094622i
0.0011036+0.00014834i,0.0022551-0.0010106i,0.0016444-0.0021896i,0.00082232-0.0012857i,0.00086759-0.000544i,0.00080322-0.0010424i,2.6163e-05-0.0010926i,-0.00023046-0.00015448i,0.00068541+0.0007663i,0.00093212+0.00047691i,0.00069029-0.0001556i,0.00043948-5.0525e-05i,-0.00016483+0.00072783i,-0.00073401+0.0011021i,-0.00052403+0.00062631i,0.00033858-0.00015272i,0.0005552-0.00066231i,-4.0744e-05-0.00066685i,-0.00083538-1.9705e-05i,-0.00071026+0.0004358i,0.00068054-0.00017368i,0.0013614-0.00087739i,0.00083148-0.00064364i
0.00070615-0.0015872i,4.5264e-05-0.00082018i,0.00027322+0.00019074i,0.0007761-0.00030195i,0.0023038-0.00085804i,0.0029255-0.00017386i,0.0013495+0.00057709i,-0.00078653+0.0008509i,-0.00046558+0.0004043i,0.00059783+0.00080315i,0.00056818+0.00070893i,0.00011032+0.00010595i,-0.00073946+7.9865e-05i,-0.00075528-0.00015064i,-0.00040156-0.00042229i,0.00055337-0.00073159i,0.0013624-0.00025229i,0.0012496+0.00022725i,0.00076066-0.00032275i,0.00029179-0.00039747i,-3.3315e-05-0.00013684i,6.4037e-05-0.00016157i,0.00011866+0.00015773i
-0.001458+0.00045238i,-0.0010203+0.00053093i,-0.00054374+0.00015897i,0.00070611+0.0006657i,0.0025167+0.00060462i,0.0028548-0.00049883i,0.0014592-0.0012087i,-0.00059902-0.00087919i,-0.0012616-6.3033e-06i,-0.00072532+0.00054724i,-0.00048609+2.1257e-05i,-0.00017528-0.00018542i,9.1805e-05+0.00014225i,-0.00017021+0.00027667i,-0.00070027+0.00021125i,-0.0011428+0.00042211i,-0.00069498+0.00017718i,0.00017622-0.00048973i,0.00060829-0.00055941i,0.00096577-0.00012247i,0.00069086+8.0355e-05i,0.00012759+0.00012127i,-0.00052005-0.00017949i
0.00026461+0.00085006i,0.00071851+0.00021246i,0.001337-0.00015647i,0.0026785+8.9239e-05i,0.0026412+0.00029737i,0.0011438-0.00019133i,-3.6552e-05-0.00050061i,5.9596e-05-0.00022852i,-0.00050495+0.00020716i,-0.00081144+0.00087099i,0.00014319+0.00087175i,0.00042206+0.00036186i,-0.00054056+0.00040012i,-0.0013171+0.00050194i,-0.0011274-2.9208e-05i,-0.0002125-0.00077924i,0.00051467-0.0010486i,0.00028467-0.00048428i,0.00017166+9.6544e-05i,0.00036872+0.00010729i,7.9514e-05-0.00055928i,0.00030386-0.0004262i,0.00057305+7.7787e-05i
-0.00050552+0.00061382i,-4.3469e-05+0.00087174i,0.00017944+0.0015198i,0.0010791+0.0010908i,0.002928+0.00027147i,0.0032818+0.00010007i,0.00085375-0.00022413i,-0.00026372+0.00014706i,7.4627e-05+0.00085603i,-4.3666e-05+0.00069685i,0.00030898+0.00047258i,0.00060925+0.00029001i,0.00018451+0.00017083i,0.00011704-0.00033078i,0.0004832-0.0004708i,0.00047698-0.0004459i,-3.6685e-05+6.743e-05i,-0.00010802+0.00040366i,0.00053293+0.00060139i,1.9362e-05+0.00052402i,-0.00053812+0.0003943i,1.5418e-05+0.00076313i,0.00093793+0.00082729i
-0.00035682-0.0011826i,-0.0012904+0.00042538i,-0.0015199+0.0014427i,-0.00041835+0.0010857i,0.00095988+0.00065519i,0.0020702+5.6582e-05i,0.0009806-0.00025603i,-0.00056357-0.00058188i,-0.00047377-0.00041847i,-0.00023119+0.00047544i,-3.4106e-05+0.00083784i,0.00058657+0.00075433i,0.00048357+9.7289e-05i,0.00083104-0.00049442i,0.00097155-0.00048751i,0.00076636-0.00042777i,-0.00011553-0.00036108i,-0.00098779+0.00018997i,-0.00024637+0.00031515i,0.00029884+0.00045656i,1.616e-05+0.0005294i,0.00018621+0.00041899i,0.00018774+0.00051003i
-0.00024988-0.0013465i,-0.00063973-0.001451i,0.00024458-0.0011549i,0.00089013-0.00020245i,0.00068149+0.00035021i,0.0003644+0.00017726i,1.5633e-05+0.00031915i,-0.0010014+0.00048596i,-0.001072+0.00072316i,-0.00067654+0.00064459i,-0.00038008+8.4179e-06i,-0.0002773+2.9757e-05i,0.00015846+0.00068443i,0.00037457+0.0007243i,0.00045702-0.00013492i,0.00052473-0.00044372i,0.00053424+0.00027809i,0.00013889+0.00049046i,0.00029008-0.00022037i,0.00054901-0.00017434i,-0.00013042+0.00013544i,-0.00010494-0.00051921i,0.00015911-0.0010148i
0.0001244-8.8809e-05i,-0.00050177-0.00017292i,7.2068e-05+0.00018718i,0.00086792+0.0011453i,0.0016786+0.00023939i,0.0022491-0.00062215i,0.00098321-6.6843e-05i,-0.00043348+0.00059318i,-0.00093871+0.0008034i,-0.0012167+0.00057804i,-0.00079298+0.00084579i,-0.00022915+0.0002216i,-0.00041832-0.00024573i,-1.7309e-06+0.00042765i,0.00095542+0.00012167i,0.00068258-0.001144i,-4.6436e-05-0.0010911i,-0.00055723-0.00031687i,-0.00059357-0.0003475i,-0.00022211-0.00058516i,-0.00016125-0.00034705i,-0.00050136+0.00047335i,-0.00020364+0.00034621i
-0.00027471-0.00071481i,0.0007295-0.00045657i,0.00012964+0.00066026i,0.0013495+0.0012569i,0.0026993+0.0010946i,0.0021543+0.00018392i,0.00076109-0.00092422i,-0.00058333-0.00038007i,-0.00093888+0.00057587i,-0.001081+0.00099194i,-0.00025961+0.0010528i,0.00080271+0.0007501i,0.00093939+0.0001614i,0.00054097-0.00016011i,8.9053e-05+9.1865e-05i,0.00034069-4.0827e-05i,0.00039925-0.00047641i,0.00025161-0.00099037i,2.9857e-05-0.00068283i,0.00038156+0.00061606i,0.00016643+0.0011268i,-0.00052567+0.00088617i,-0.00047255+0.00040863i
-9.4031e-05+0.0019058i,0.00048605+0.0013182i,0.0010271+0.00098347i,0.0016125+0.00072193i,0.0021894-0.00076434i,0.0017841-0.0021847i,0.0011758-0.0022262i,0.00011698-0.0018783i,-0.00056952-0.00096086i,-0.0005101+1.6874e-05i,1.2072e-05+1.0509e-05i,0.00025429+0.00021053i,-7.3457e-05-3.3528e-05i,0.00044044-0.00035348i,0.00039896-0.00023123i,0.00051471+4.8139e-05i,0.0010454+0.00046073i,0.00062147+0.00032204i,0.00035533+0.00024785i,0.00032532+0.00057379i,0.00016606+0.00040793i,0.0001047+0.00027206i,0.00013772+0.00022016i
-0.0019406-0.0011905i,-0.0021401-0.00048682i,-0.0010229+0.00056726i,0.00066609+0.00076513i,0.0025825+0.0010537i,0.0028983+0.00098741i,0.0012904-0.00034846i,0.00023462-0.00096091i,-0.00020396-0.00032706i,-3.1357e-05-4.3011e-05i,0.00047676+0.00078985i,0.0007233+0.0010569i,0.00059746-3.995e-05i,-2.46e-05-0.00081986i,-0.00026892-0.00039739i,-0.00046741-0.00010204i,-0.00093535-0.00032117i,-0.0003011-0.00075978i,0.00035034-0.00046748i,-0.00014166-2.979e-05i,-0.00010824-0.0003937i,0.00068198-0.00078004i,0.00089986-0.0001903i
-0.00052687+0.00067351i,-0.00068456+0.0005848i,-0.00010706+0.00084758i,0.0018504+0.0021543i,0.0031323+0.0018968i,0.0032128-0.00027457i,0.0020415-0.00073078i,-8.5264e-06+0.00069177i,-0.0011767+0.00073701i,-0.001045+0.00019183i,-0.00036719+0.00011597i,0.00051565-0.00011067i,7.5717e-05-0.00060805i,-0.00048455-0.00066644i,-7.0977e-06-0.00028083i,-0.00015284-0.00052528i,0.00018549-0.0010749i,0.0011561-0.00096658i,0.0011049-0.00041922i,0.00070294+0.00015656i,-0.00038685-4.2653e-05i,-0.00061797-0.00045003i,0.00038383-0.00016607i
0.0010015+0.00086961i,0.00082386+0.00028988i,0.0019902+0.000165i,0.0026309+6.5048e-05i,0.0035415-0.00047427i,0.0035509-0.00069437i,0.0019196-0.00095649i,0.00034654-0.001137i,-6.9971e-05-0.00081375i,-0.00063885-0.00091148i,-0.00087277-0.00033338i,-0.00035962+0.00014352i,-0.00055825-0.00046979i,-0.00066136-0.00060522i,-0.0002361-3.1551e-05i,2.3349e-05-0.00068073i,0.00032613-0.00054101i,0.00016492+0.00063452i,-7.1927e-05+0.00062395i,-0.00032525+0.00052264i,0.00011583+0.0012169i,0.00073183+0.00059715i,0.00087598-0.00021409i
-0.00032805+0.00071353i,-0.00069199-7.7837e-05i,0.00040779+0.00057257i,0.001252+0.001645i,0.0023866+0.0016748i,0.0024142+0.00089501i,0.0011934-9.7649e-05i,-0.00018882+0.00040842i,-0.00034801+0.0014196i,0.00042724+0.00068079i,-0.00010132+8.112e-05i,-0.00013653+0.0001801i,0.00094816-9.9814e-05i,0.00063345-0.00064904i,0.00013005-0.00079005i,-0.00021575-0.0011003i,-0.00034465-0.0010443i,-0.00029263-9.6358e-05i,-0.00019383-4.8172e-06i,-6.8511e-05+0.00021916i,0.00051702+0.0006976i,0.0010635+4.4011e-05i,0.00080337+9.6545e-05i
-0.00029881-0.0021556i,-0.00015134-0.00050433i,-0.00070855+3.9228e-05i,0.00015419+0.0014051i,0.0020539+0.0021847i,0.0030492+0.00024144i,0.0016025-0.00044123i,-0.0006731-0.00029296i,-0.001721-0.00037122i,-0.0017687+0.00042752i,-0.0013071+0.00030575i,-0.00064869+0.00020015i,0.00040272+0.00013634i,0.00059858-0.00038412i,0.00027564-0.00066512i,0.00038941-0.00043114i,0.00076578+0.00028538i,0.00074235+3.996e-05i,0.00074037-0.0004467i,0.00058039-0.0008644i,0.00061944-0.00074826i,0.00053581+0.00039673i,7.5969e-05+0.0011886i
0.0011237-0.00015884i,0.00033493-0.00087959i,0.00043441-0.0010379i,0.00046633-0.0005835i,0.0012492-0.00027811i,0.0020867-0.00034534i,0.0019322+2.4549e-05i,0.00024752+0.00052098i,-0.00084325+0.00029707i,-0.00021756-0.00011737i,0.0002206-0.00020229i,-0.00027183+6.5646e-05i,0.00064403+6.992e-05i,0.00099092+0.00029205i,0.00085917+0.00065829i,0.00093157+0.00015681i,0.00063462-0.00042465i,0.0009395-0.00029707i,0.0010494+0.00018729i,5.0157e-05+0.00063201i,-0.0010204+0.00037367i,-0.00027753+0.00012726i,0.00046194+0.00023436i
-0.00043061+3.4777e-05i,2.5582e-05-0.00039367i,0.00029891+0.00043355i,0.0013666+0.00093622i,0.0025914+0.00056542i,0.0027234+8.8926e-05i,0.001723-0.0005916i,0.00021792-0.0003807i,-0.00064346+0.00083421i,-0.00068386+0.0015036i,0.00019336+0.00068353i,0.00086113+0.00020018i,0.00074969+0.0003337i,0.00031607-0.00028475i,0.00028409-0.00076272i,-0.00029251-0.00063576i,-0.00024023-0.00037732i,0.00016652+0.00012592i,-0.00012861-0.00015904i,0.00078454-0.00045248i,0.0011943-0.00063407i,0.00073258-0.00077939i,0.00044708+2.9862e-05i
