-0.00018202+0.00077052i,0.00084668+0.00055416i,0.00012366+0.00082953i,-0.00054247+0.00042529i,-0.0014585+1.7296e-05i,-0.0021191+0.00044537i,-0.0016002+0.0013741i,-0.00062427+0.0013317i,0.00063995+0.00040335i,0.00099224+0.00012298i,0.0007339-0.00036343i,0.00030911-0.00082758i,-0.00023933-0.00026912i,-0.00055142-0.00020473i,-0.00044234-0.00038972i,-0.00013535-0.00040335i,0.0003691-0.0006628i,0.00064689-4.331e-05i,-0.00024439+0.00095901i,-0.00082396+0.00084957i,4.94e-05-9.3521e-05i,-3.2139e-05-1.8577e-05i,-0.00074492+0.00021858i
-0.0013581-0.0015849i,-0.0011621-0.0002287i,-0.002296+0.00034137i,-0.0024006+0.00032987i,-0.00058166+0.00012796i,0.00066146-0.00043044i,0.00016987-0.00095065i,-0.00040508-0.00084247i,-0.0005698-0.00043702i,-0.00075516-0.00053889i,-0.00082341-0.00029404i,0.00027695+0.00033888i,0.0012035+0.00022899i,0.00089616-0.00054734i,0.00077578-0.0002324i,0.00062136+0.00035358i,0.00063557+0.00016765i,0.0007435+0.00016691i,0.00039993+0.0006196i,0.00028377+0.00084547i,2.1998e-06+0.00034169i,-0.0005711-0.00037241i,-0.0012051-0.00036819i
5.7602e-05+0.00048434i,0.00058528+0.00012675i,0.00084392-0.00091607i,0.00050213-0.001687i,0.00030935-0.0017341i,-0.00012235-0.0010422i,-0.0007341-0.00081945i,-0.00027697-0.00099052i,-0.00028438-0.0010654i,-0.0010848-0.0009982i,-0.00098157-0.00094372i,-0.00031793-0.00058028i,6.7662e-05+0.00056289i,-0.0001473+0.00085458i,4.3532e-05+0.00031315i,0.00049976-0.00034877i,0.00011172-0.00060135i,-0.00044831-0.00039152i,-0.00023866-0.00034121i,-0.00039039+0.00028606i,-9.143e-05+0.00066091i,7.2116e-05+0.00034778i,4.9977e-05+0.00027053i
5.0141e-05+0.0012258i,0.00019897+0.00057257i,-0.0001154+0.00075055i,0.00063334+0.00093702i,0.00026147-8.4175e-06i,0.00019047-0.00075186i,0.0005174-0.0012009i,-3.9523e-05-0.0014898i,-7.0066e-05-0.0011228i,0.00048962-0.0010827i,0.00085237-0.00060928i,0.00063157-0.00021352i,0.00020182+0.00010035i,0.00020703+8.5336e-05i,0.00050497-0.00070186i,0.00019836-0.0004821i,-0.00041962-2.0947e-05i,-0.00034874-0.000202i,0.00014762-0.00013662i,0.00050007-0.00016813i,0.00041728+3.9236e-05i,0.00037015+0.0004812i,0.00067867+0.00023474i
-0.0016161-0.0021664i,-0.0017277-0.0019615i,-0.001794-0.0012423i,-0.0015135+0.00014879i,-0.0010313+0.00038433i,-0.00022853-0.00045232i,0.00013048-0.00054084i,-0.00020602-0.0012082i,-0.00015741-0.0014027i,-0.00027259-0.00092041i,-0.00021976+3.9452e-05i,6.9916e-05+0.0010283i,0.00050562+0.0012436i,0.00063328+0.00092426i,-0.00027714+0.00066425i,-0.00058434+0.0002773i,-0.00054083-7.8782e-05i,-0.00021797+0.00056961i,0.0005577+0.00042973i,0.00020459-9.743e-06i,-0.00068724+0.00046724i,-0.00059005+0.00036928i,9.2493e-05+0.0002392i
-0.0014291+0.00096217i,-0.00022347+0.0003797i,-0.0008517+0.0014117i,-0.00029921+0.001531i,0.00095662+0.00049994i,0.00086381-0.0008135i,0.00019168-0.0016529i,0.00021566-0.0012955i,0.00032281-0.00056693i,0.0002244-1.941e-05i,0.00056048+0.00073872i,0.00099193+0.00058235i,0.0012258+0.00044566i,0.00071552+0.00017575i,0.00049667-0.00051876i,0.0003478-0.00043734i,0.00023622-0.00062123i,-0.00015435-0.0014084i,-0.00091496-0.00064246i,-0.00069698+0.00047007i,0.00022885+0.00032653i,0.00019431-0.00013216i,-0.00047555-0.00060863i
-0.0013226+0.00055665i,-0.00085094+0.00062269i,0.0007156+0.00026919i,0.0010161-0.00031909i,0.00060725-0.00067466i,-0.00056302-0.0013161i,-0.0014265-0.0013611i,-0.001243-0.0019187i,-0.00015645-0.0026643i,0.00022064-0.0018088i,8.9765e-05-0.0011907i,0.00042559-0.00087257i,0.0002769-0.0010415i,0.00021019-0.0008783i,0.00081475+0.00011349i,0.00035164+0.00024663i,-0.00073259-0.00062851i,-0.00072652-0.00090803i,-0.00025805-0.00052831i,0.00029654-0.0001895i,0.00080279+0.00013522i,0.00088366+0.0010289i,0.00074853+0.0010461i
-0.0012797+0.00028937i,-0.00091021+0.0002107i,0.00090471+0.00077635i,0.0021839+0.00134i,0.0013876+0.00014857i,0.00060014-0.00089749i,0.001018-0.0014016i,0.0002245-0.0010743i,-0.0012779-0.00027906i,-0.00089787-0.00040499i,-0.0002033-0.00029597i,0.00030774-0.00046802i,0.00030921-0.00089194i,0.00040482-0.00054058i,0.00074941-0.00030903i,0.00074434+7.6512e-05i,0.0015496-0.00012588i,0.0011629-0.00019881i,0.00021155-0.00014389i,0.00062555+7.3125e-05i,0.00052269+0.00085438i,-0.00010224+0.00075725i,0.00045832-0.00017612i
0.00018553-0.0017332i,0.00012454-0.001251i,-0.0011802-0.0012107i,-0.00064606+0.00066725i,0.00067769+0.00072385i,0.0005922-0.0014554i,0.00020776-0.0021255i,-0.00021308-0.0015464i,-0.00099354-0.001119i,-0.00088138-0.0011078i,-8.2809e-05-0.00086856i,0.00015942+0.00016366i,0.00069815+0.0012827i,0.00032804+0.00077427i,-2.1795e-05-4.9513e-05i,6.9014e-05+0.00021842i,-0.00017374+0.00011731i,-0.00024662-0.00069681i,-0.00062695-0.00090897i,-0.00080157-0.00041636i,-0.00066934+0.00039896i,-0.00039025+0.00046676i,0.00030982-0.00046751i
-0.00054728-0.0020195i,-0.0012199-0.0013172i,-0.0017099-0.00029037i,-0.001182+0.0006172i,-0.00094303+0.0014392i,-0.0013897+0.00045934i,-0.0014153-0.00096099i,-0.00097588-0.00094801i,-0.0011844-0.0014767i,-0.001014-0.0021549i,-0.00026934-0.00088101i,0.00053719+0.00049347i,0.00043045+0.0015284i,0.00033132+0.0016306i,0.00040922+0.00046093i,0.0007184-0.00043521i,0.001007-0.00022142i,0.00075742+0.00050785i,-3.612e-05+6.0478e-05i,-0.00057835-0.00013309i,-0.00018476+3.0031e-05i,0.00041465+4.8032e-05i,0.00027094-2.9988e-05i
-0.001025-0.00070323i,-0.00063197-0.0003999i,-0.00053218-0.00084608i,-0.00034792-0.001104i,-0.0005112-0.0014584i,-0.00016722-0.0018184i,-4.1651e-05-0.001999i,-0.00063584-0.0018934i,-0.00063662-0.0019015i,3.1185e-05-0.0011506i,-4.4675e-05+1.475e-05i,0.00017147+0.00055166i,0.00083974+0.0008381i,0.0010183+0.00023474i,0.00060325+1.6169e-05i,0.00015177+0.00030946i,0.0001353-0.00059323i,0.00015714-0.00045941i,-8.7112e-05-0.00019463i,-0.00055012-0.00034799i,-0.00083326-1.0329e-05i,-0.00044118+0.00018929i,-0.00032406+0.00050292i
0.0025566+8.1969e-06i,0.0011521-0.0010391i,0.0014089-0.0019233i,0.0011662-0.0020409i,0.00065482-0.0015156i,-0.00018568-0.00071093i,-0.00076106-0.00029708i,-0.0010852-0.0014758i,-0.00084791-0.0018963i,-0.00037436-0.00080134i,-0.0003836+0.00026462i,-0.00042326+0.00035345i,-0.00039853+0.00036984i,-8.6051e-05+9.9532e-06i,-0.00014727-0.00052987i,-7.2469e-05-0.00015342i,-7.8457e-05+0.00036878i,-0.00075879+0.00047741i,-0.00069673+0.00011349i,-2.3971e-06-6.285e-06i,0.00018535+0.00016306i,-0.00052021+0.00023433i,-0.0010333-8.7252e-05i
-0.00030979-0.00076593i,-0.00072251-0.00072181i,-0.00097805-2.1166e-05i,-3.8087e-05+0.0006252i,0.00093158-0.00025593i,0.0011087-0.0012641i,0.00026209-0.0017716i,-0.00061381-0.0021792i,-0.00022321-0.0028193i,0.0003213-0.0027378i,-0.00016506-0.0014826i,-5.6464e-05-0.00017943i,0.00066939+0.00076517i,0.00071539+0.00025527i,0.00060567-0.00040396i,0.00030131-0.00015007i,-0.00013017-0.00012915i,0.00021707-0.00076512i,0.00072767-0.0012011i,0.0016795-0.00049736i,0.0014465-1.9272e-05i,0.00089889+0.00049866i,0.0011072+0.00091826i
0.0010712-3.7788e-05i,0.0013167-0.00010078i,0.00074899-0.001002i,-6.9762e-05+0.00029486i,-0.00054243+0.000719i,-0.00016717-0.00047358i,0.00056854-0.0011933i,0.00066727-0.0010532i,7.1072e-05-0.00084996i,-0.0003454-0.0012701i,-0.0001777-0.0015801i,0.00032459-0.00047849i,0.00036432+0.00072874i,0.00017196+0.00072697i,-0.00047349+0.00031247i,-0.00024442-0.00027305i,0.00045152-0.0003475i,7.3188e-05+0.0002043i,-0.00045615-0.00044752i,-4.0317e-06-0.0014402i,-0.0003315-0.00092211i,-0.0003983-0.00019177i,-0.00012871-0.00033258i
0.0019378+0.0014803i,0.0015903+0.00056111i,0.0016362-0.00037879i,0.0011563-0.001537i,0.00082011-0.0028842i,0.00046662-0.0028954i,-0.00027791-0.0028093i,-3.1613e-05-0.0027846i,0.00034933-0.0022817i,0.00037985-0.0019637i,0.00048936-0.0020656i,0.00076569-0.00081845i,0.00072919+0.000422i,-0.00015512+0.00029035i,0.00015534-0.00016208i,0.00040453-0.00053358i,-0.00019849-0.00063084i,-5.8606e-05-0.00022758i,-0.00021794+0.00037145i,-0.00088805+0.00017472i,0.00015244-0.00055107i,0.0012798-0.00055114i,0.0015465+0.00041492i
0.0016176+7.3313e-05i,0.0027667+0.00060323i,0.0025434-0.0010744i,0.0016002-0.0028214i,0.0016705-0.0024483i,0.0012943-0.0011987i,-0.00031707-0.00040534i,-0.0010631-0.00038652i,-0.00058552-0.00072374i,-0.000191-0.0014985i,-0.00037037-0.0017754i,-0.00080107-0.0011272i,-0.00055123-0.00023246i,-0.00042982+0.00099715i,-0.00030872+0.0018833i,-0.00015176+0.0013674i,0.00051918+0.00067668i,0.0012899+0.00058093i,0.00064985+0.00035744i,-0.0011903-0.0003804i,-0.0008759-0.00021495i,0.00057235+0.00010937i,0.000801-0.00068307i
0.00069829+0.0021468i,0.00045714+0.0028525i,0.00018418+0.0025094i,0.00089554+0.00076155i,0.0018495+0.00017476i,0.0012322-8.4566e-05i,0.00034866-0.0009916i,0.00041893-0.0017532i,0.00087572-0.0020679i,0.001026-0.0016396i,0.00083773-0.00069211i,0.00028717-0.00045388i,-5.2541e-05-0.00016075i,0.00010717+0.00056541i,0.00032327+4.6256e-05i,0.00030128-0.00079045i,0.00064841-0.00049207i,0.00050761-0.00045009i,0.00018303-0.0010159i,0.00046149-0.00059833i,-0.00013915-0.00024533i,-0.00010118-0.00029697i,0.00061431-0.00097844i
0.00025292+0.0005994i,-4.4402e-05+0.00029133i,-4.3687e-05-0.00040637i,0.00033485-0.0010247i,0.00033286-0.0015294i,-0.00012278-0.0015834i,-0.00031375-0.0013323i,-0.00074977-0.00099008i,-0.0013101-0.0004458i,-0.0010228-0.00020592i,-0.00029914-0.00065479i,0.00070749-0.00043177i,0.0010245+4.5244e-06i,0.00047515-0.00035183i,0.00018391-0.00060948i,0.00018774+6.1414e-05i,0.00042244+0.0010204i,0.00081161+0.00072945i,0.00034042+0.00030835i,-8.295e-05-0.00016603i,8.188e-05-8.0341e-05i,-2.5797e-05+9.5474e-05i,0.00022647+3.4921e-05i
4.8316e-05-0.0010629i,-8.2304e-05-0.00063626i,-0.0007589+0.00024861i,-0.00053566+0.00093506i,-0.00036662+0.00059614i,-0.00031849+0.00011291i,-0.0002889-0.00034553i,0.00014004-0.00069029i,0.00036059-0.0002578i,0.00015418+0.00047607i,6.6406e-05+0.0001664i,6.332e-05-2.7442e-05i,0.00036664+0.00033267i,0.00040883+0.00068183i,0.00025891+0.00060852i,8.0449e-06-0.00031996i,-2.5608e-06-0.0011642i,-0.00045735-0.00068682i,-0.00097746-0.00024623i,-0.00089316+1.6891e-05i,-0.00069971+0.00012752i,-0.00017066-0.00011279i,0.00016598-0.0001058i
0.00033866+0.0008681i,0.00020116-3.7413e-05i,2.9865e-05+0.00010313i,-6.6323e-05-6.5766e-05i,0.000295-0.00059321i,9.8969e-05-0.0010528i,-0.00055049-0.0014781i,-0.0012047-0.0015594i,-0.0011079-0.001482i,-0.00018766-0.0011008i,0.00044297-0.00044013i,0.00095234-0.00030002i,0.00058036+2.6244e-05i,5.8909e-05+0.00013398i,0.00041372+9.6857e-05i,0.00022617+0.00023533i,-0.0001048-1.3409e-05i,8.3242e-05+8.7238e-06i,0.00033836+0.00076296i,0.00011964+0.0010819i,-0.00020655+0.001212i,-3.5585e-05+0.0012051i,0.00014845+0.00074323i
0.0012852+0.00053871i,0.0010816+0.00025094i,0.002042-0.00016993i,0.0017916-0.0015987i,0.00072108-0.0024461i,-0.0002371-0.0025129i,-0.0015125-0.0019253i,-0.0012257-0.00095806i,-0.00026564-0.0010687i,-1.7609e-05-0.0017166i,0.00032587-0.0019132i,-0.00019044-0.0017266i,-0.00044325-0.0005016i,-5.1092e-05+2.9154e-05i,-2.7974e-05-0.00080176i,0.00035292-0.00095433i,0.00087947-0.00090427i,0.00056795-0.00085126i,0.00024857-0.00089414i,-0.0002002-0.00063911i,-0.0007618+3.6989e-05i,-0.00086887-0.00010946i,-0.00044036-0.00043176i
0.00031801-0.0012089i,0.00033107-0.00086428i,-4.203e-05-0.0007449i,-5.0398e-05-0.00091405i,0.00064855-0.00077923i,0.00059104-0.00068605i,0.00015852-0.00075688i,0.0001775-6.3345e-05i,0.00027542-0.00020142i,0.00043288-0.0010434i,0.00010156-0.00064053i,-0.00025619+0.00024791i,0.00029145+0.00012156i,0.00051632-0.0008961i,-0.00022916-0.00072779i,-0.00095706+0.0008806i,-0.00091718+0.0012903i,-0.00055549+0.0011209i,-0.00041377+0.0010581i,0.00025209+0.00080451i,0.00036047+0.00059261i,0.00020243-0.00057957i,0.00073017-0.00080086i
-0.0012103-0.0012886i,0.00012324-0.0015i,-0.00071767-0.00030543i,-0.00093354+0.0010986i,-0.00035294+0.0012521i,0.00030307-0.00013296i,0.0009216-0.0019696i,0.00039235-0.0022508i,0.00020634-0.00094619i,-2.613e-05+5.3594e-05i,-0.00033856-0.00011271i,0.00015175-0.00047984i,0.00035495-0.00040297i,-0.00025995-0.0001069i,3.1354e-05+8.9773e-05i,0.00052229+0.00064435i,-2.659e-05+0.00043758i,-0.0005172-0.00057255i,-0.00055298-0.00074206i,-0.00026231+0.00034754i,-0.00013307+0.00067423i,0.00010643+1.3837e-05i,0.0010476-0.00043065i
-0.00033497-0.00099919i,0.00056148-0.0016804i,0.00026097-0.0011089i,-0.00030853-0.00088476i,0.00021988-0.0010285i,-7.3987e-06-0.0014029i,-0.0011845-0.0013068i,-0.0017599-0.0015858i,-0.0014352-0.0019127i,-0.00063496-0.0015476i,-0.00059293-0.0013858i,-0.00060426-0.0014493i,-5.5639e-05-0.00083681i,0.00049718+9.5823e-05i,0.00079773+0.00084616i,0.00021895+0.00076645i,-0.00012428+0.00039261i,-8.3021e-05+0.00062538i,0.00022848+0.00064985i,9.2151e-06+0.0004972i,-0.00047914+0.00035344i,-0.0006945+0.00011379i,-0.000572-0.00028813i
-0.00034056+0.00032993i,-0.00070368-5.6241e-05i,-0.00037663-0.00021207i,0.00026353-1.6829e-05i,0.00058276-0.0011782i,0.00107-0.0022439i,0.0007006-0.0017343i,-0.0006712-0.00077497i,-0.00079269-0.00049816i,1.0433e-05-0.0010381i,0.00018841-0.0014971i,7.54e-05-0.00070621i,0.00017798-3.0736e-05i,0.0003565-0.00038228i,9.9427e-05-0.00010973i,-3.863e-05+0.00054036i,0.00020171+0.00039241i,0.00071411+5.306e-05i,0.00048117+0.00033163i,-9.5932e-05+0.00060665i,-0.00047502+0.00078696i,-0.00028343+0.00079562i,0.00074221+0.0006102i
-0.00044658-0.0012113i,-0.00047059-0.001314i,-0.00050656+0.00054079i,-0.00015179+0.0014545i,0.00044795-2.9612e-05i,0.0006876-0.001274i,0.0010294-0.0012142i,0.0010881-0.00071583i,0.00034035-0.0010551i,-7.14e-05-0.00096744i,-8.3917e-05-0.00017274i,7.5558e-05+0.00052373i,0.0011464-0.00036268i,0.0010404-0.0007541i,-0.00014544-0.00022463i,-0.00016528-5.2065e-05i,0.00022407-0.00024445i,-6.3217e-06-0.00017247i,0.00027619+4.4878e-05i,0.00040628+0.00017196i,3.5627e-05+3.4605e-05i,0.0002042+0.00039213i,0.00013589+0.00071424i
0.00035809+0.00052268i,0.00091215+7.2223e-05i,-5.7314e-06+0.00020338i,-0.00083091+0.00051641i,-0.00043639+0.00041493i,0.00028898-0.0010838i,0.00022452-0.0017498i,-6.6259e-05-0.0019983i,0.00019966-0.0021687i,0.00065917-0.0018087i,0.00071353-0.00073969i,0.00042916-0.00066279i,-0.00023852-0.00084119i,-0.00019081-0.00015432i,0.0003719-4.4584e-05i,0.00072477+0.00025786i,0.0010227+0.00042943i,0.00061339-0.00017159i,0.00012431-0.00023345i,-0.00012374+0.00011812i,-0.0004096+0.00066854i,-0.00043324+0.001169i,-0.00014655+0.00041912i
-0.00017947-0.0015181i,-0.00022877-0.001275i,-0.00065168-0.0010797i,-0.0015167-0.00073505i,-0.002237+1.2841e-05i,-0.0017234+0.00038619i,-0.00068431-1.3958e-05i,-0.00025419-0.00072263i,-0.00049775-0.0012244i,-0.0004646-0.001247i,-0.00038002-0.00079942i,-0.00037992-0.00090462i,3.8363e-05-0.0012361i,0.00044712-0.0008899i,0.00054522-0.00064243i,0.00036544-0.00020745i,0.00060493-0.00017899i,0.0006327-0.00015385i,0.00017073-8.0057e-05i,-6.7184e-05-0.00047775i,-0.00040584-0.00028799i,-0.00061723+0.00071389i,-0.00051361+0.0006547i
0.00028633-0.0019746i,0.00020773-0.0017874i,-0.00038252-0.0022332i,-0.00083383-0.002506i,-0.00082741-0.001926i,-0.00063185-0.0013849i,7.6488e-05-0.0015864i,0.00025337-0.0022691i,-0.00033142-0.002201i,-0.00077112-0.0013656i,-6.2113e-05-0.00063597i,0.00025937+0.00012278i,0.00046681+0.00091803i,0.00031747+0.0013785i,-0.0004474+0.00048771i,3.0481e-05-0.00081768i,0.00087363-0.0012768i,0.00076688-0.00095552i,0.00039224+0.00030073i,9.7283e-06+0.00091482i,6.6387e-05+0.00088127i,0.00015293+0.00051115i,8.1082e-05+9.7477e-05i
-0.00056386+0.0028012i,0.0010353+0.0021376i,0.0019119+0.0031338i,0.0030314+0.0027503i,0.0032583+0.00048391i,0.0014136-0.000841i,-0.00023443-0.0019498i,-0.00082884-0.0027036i,-0.00061643-0.0019176i,-0.00021242-0.0010395i,0.00046776-0.0018055i,0.00070574-0.0018724i,0.00049333-0.0012284i,2.4069e-06-0.0011223i,-0.00049188-0.0009876i,-0.00068709-0.00079342i,-1.6788e-05-0.00026724i,0.00060499-4.7936e-05i,0.00041118-0.00019668i,8.5183e-05-0.00079507i,-0.00014195-0.00093456i,-0.00010348-5.316e-05i,-0.0002909-0.00010055i
-0.00017432+0.002693i,-0.00014319+0.0028094i,-0.00016302+0.0018618i,8.8263e-05-0.00032512i,0.00069877-0.0011311i,0.00081944-0.001619i,0.00063689-0.0020099i,0.00073233-0.0014768i,0.00020588-0.0012436i,0.00023597-0.0015877i,0.00058386-0.0021185i,0.00027206-0.0020687i,-0.00078284-0.0013332i,-0.0010713-0.0017077i,-0.0003123-0.001794i,-5.898e-05-0.00078561i,-0.00019287-0.0005467i,0.00035201-0.00028419i,0.00063568+0.0002354i,0.00061784-0.00016199i,0.00043267-0.00035845i,0.00028667-0.00029759i,-1.8393e-05-0.00072824i
0.0015143-0.0014193i,0.00046424-0.0012838i,-0.00026371-0.00178i,0.0001222-0.0013126i,0.00082109-0.00072943i,0.00077919-0.00012582i,-0.00031152-0.00063245i,-0.0012459-0.001269i,-0.0014406-0.0017211i,-0.0011668-0.0017208i,-0.0011497-0.00064996i,-0.00049598+0.00034468i,-0.00018778+7.3723e-05i,-0.00020627-0.00075618i,-0.00019735-0.0011645i,-0.00079648-0.00060098i,-0.00098091-0.00012234i,-0.00043778-0.00026163i,-7.6518e-05+0.00012295i,-6.231e-05+3.6649e-05i,-0.00010813-0.00039375i,-0.00019516-0.00053672i,-0.00012025-0.00038873i
0.0016588+0.00016192i,0.0015427+0.00062637i,0.0019717+0.00019071i,0.0015068-0.00091353i,0.0016075-0.0015253i,0.0022772-0.0015578i,0.0019743-0.001437i,0.0011276-0.001353i,0.0012026-0.0017666i,0.0013638-0.0018059i,0.00044333-0.00097927i,-0.00016197-0.00046647i,0.00013529+0.00020702i,0.00021824+0.0010004i,8.6982e-05+0.0006816i,-5.5157e-05+0.0006479i,-0.00038368+0.00072787i,-2.3203e-05+0.00031482i,0.00078715-5.4524e-05i,0.00075412-0.00034477i,4.9272e-06+4.8653e-05i,-0.00053593+0.00032441i,-0.00077-0.00013253i
0.0021396-0.00021125i,0.0018024-0.0014641i,0.0019075-0.0026218i,0.0014627-0.0028321i,0.00082238-0.0028575i,-0.00054147-0.0024161i,-0.0017041-0.00099286i,-0.002243-0.00027683i,-0.00176-0.0010325i,-0.00079683-0.0014708i,-0.00027285-0.0012403i,-0.00072029-0.0009298i,-0.0011678-0.00015388i,-0.00081876+0.00040894i,-0.00011082-1.4323e-05i,-0.00031665-0.00039823i,-0.00015217-0.00024025i,-2.839e-05+2.9973e-05i,-0.00045884-0.00010472i,-0.00056218-0.0001706i,-0.00099042+1.0085e-05i,-0.00038205-1.039e-05i,0.00082273-0.00040821i
0.00048938-8.8648e-05i,0.0003747-0.00031538i,0.0012958-0.0006082i,0.0016431-0.0012493i,0.0018519-0.0016658i,0.00091557-0.0014443i,-0.00046958-0.0015976i,-0.00031613-0.0021724i,0.00032042-0.0016719i,0.00046524-0.00046699i,5.8836e-06+0.00020322i,-0.00035437-0.0001974i,-0.0002341-5.1414e-05i,0.0005235+0.00037123i,0.00065338+0.00047323i,0.0001582+0.00082727i,0.00049017+0.00041559i,0.00045462-0.00056506i,0.00044936-0.00063139i,0.00016297+0.00010383i,-0.00016172+0.00024267i,0.00014477-0.00030563i,0.0002358-0.00014206i
0.00016146+0.00016573i,0.00064978-0.00042623i,0.00083952-0.00026677i,0.0009795+0.00044368i,0.0017349+0.00022507i,0.0023007-0.00048232i,0.0010109-0.0014181i,-0.00017107-0.0014454i,-4.7894e-05-0.00081746i,0.00092365-0.00054774i,0.00090028+0.0002224i,-0.00065107-1.6133e-05i,-0.00091435-0.00026217i,0.00017852+0.00059636i,0.0007844+0.00056074i,5.392e-05+0.00020591i,-0.00035574-0.00013642i,-0.00069837+8.2335e-06i,-0.0009017+0.00073224i,-0.00057864+0.0010879i,-3.2778e-05+0.00039302i,0.00023489+0.00056925i,0.00028588+0.00090618i
0.0011435-0.00027382i,0.00027665-0.00063575i,0.0002827-0.00085737i,0.0001412-0.00081243i,0.00011536-0.00080725i,0.00062581-0.00043766i,0.00019215-0.00090168i,-0.00072232-0.0018901i,-0.0013607-0.0019501i,-0.00096784-0.0020975i,1.3755e-05-0.0018119i,0.00011717-0.00035259i,-4.3016e-05+0.00094202i,-0.00014198+0.0012052i,-0.00022937+0.00052596i,7.2655e-05-0.00037901i,0.00053319-0.00045286i,0.00093098-2.8791e-05i,0.00057007-0.00034735i,4.2916e-05+0.00018017i,-0.00016815+0.00074219i,-2.8139e-05+0.0003629i,-7.4921e-05-5.8095e-05i
-0.0014899-0.00020368i,-0.0016847-0.00018843i,-0.0015201-0.000178i,-0.0005384-0.00027442i,0.00030636-0.00043111i,-4.1292e-06-0.0011491i,-0.00061532-0.0016705i,-0.00077721-0.0012357i,0.00016558-0.00062098i,0.00051584-0.0006963i,0.000112-0.00058601i,0.00039648-0.00067397i,0.00057671-0.00058621i,-0.00028712+0.00038941i,-0.00080987+0.0011308i,-0.00026525+0.00014356i,-7.1352e-05-0.0015823i,-0.00028153-0.00099415i,-0.0004184+7.5303e-05i,-0.00031009-0.00040797i,7.3974e-05-0.00035322i,-0.00022592+0.00022898i,-0.00018495-0.00016763i
0.0011083+0.0010844i,0.002361+0.00028213i,0.0023248+5.858e-05i,0.0016983+7.7021e-05i,0.0021099-0.00059761i,0.0016974-0.0022359i,0.00043595-0.0025909i,-0.00032988-0.0019914i,-1.2897e-05-0.0013731i,0.00034758-0.001122i,0.00062237-0.00079969i,0.0004744+0.00021036i,0.0002906+7.4239e-05i,0.00042825-0.0001057i,0.00057595-0.00045479i,0.00039359-0.00087726i,-3.2192e-05-0.00038489i,-0.00028199-0.00039434i,-0.00045076-0.00054263i,9.2275e-06-0.00046169i,-0.00017853-8.0208e-05i,-0.00046381+0.00019073i,-0.000114+0.00067722i
0.00057994+0.0015929i,0.00034746+0.0026797i,0.0015116+0.0028686i,0.0016818+0.0007445i,0.0012849-0.00086051i,0.00065319-0.00113i,0.00016318-0.0013489i,0.0002879-0.001469i,0.00049244-0.0013058i,3.6935e-05-0.0016012i,-0.00026154-0.00187i,2.5452e-05-0.0014805i,0.0004032-0.000821i,0.00045542-3.6412e-05i,-0.0002025-0.00022082i,-0.00068234+1.8922e-05i,-0.00014426+0.00036192i,0.00050302+0.00038445i,7.0217e-05+0.0008862i,-0.00027254+0.00084815i,6.3726e-05+0.00048243i,0.00035712-0.00028494i,0.00072181-0.0010264i
-0.0029264-0.00067231i,-0.0031843-0.0020015i,-0.0030334-0.0021091i,-0.0025155-0.001182i,-0.00050708-0.0013543i,0.00079523-0.0016759i,6.5958e-05-0.0013743i,-0.0005563-0.0013618i,-0.00051221-0.0016474i,-4.9509e-06-0.001835i,0.00021741-0.0011841i,4.9672e-06-0.00041421i,0.00049002-0.00062515i,0.001038-0.00090715i,0.00042559-0.00066647i,-0.00038037+0.00013336i,-0.00056646+0.0008443i,-0.00051185+0.00093711i,-0.00064068+0.00028491i,-0.00037115+0.00021411i,-0.00043562+0.00081i,-0.0011301+0.00031899i,-0.00074553-0.00055602i
0.0022296+0.0031386i,0.0028122+0.0021546i,0.0035784+0.0014205i,0.0037703+0.00080037i,0.0035518-9.8819e-07i,0.0026322-0.0011279i,0.00097057-0.0014675i,-0.00053613-0.0011412i,-0.0010814-0.00098918i,-0.0005988-0.0010348i,-0.00020123-0.00070416i,-1.5087e-05-4.2223e-05i,0.00030377+0.00031259i,-0.00014138-6.3878e-05i,-0.00029178-0.0006159i,-0.00044609-0.00027208i,-0.00015916+0.00012405i,-9.8126e-05-0.00021859i,-0.00092772-0.00018648i,-0.0013478-0.00021413i,-0.00056839-0.00081193i,0.00033004-0.00024747i,0.00058445+0.00064082i
-0.0018207-0.00071311i,-0.0012904+8.0502e-05i,-0.0015849-0.00028351i,-0.0014889-0.0004267i,-0.0011398-0.00024553i,-0.00088353-0.001201i,-0.00035786-0.0020909i,-6.1388e-05-0.0024359i,0.00053459-0.0025701i,4.2613e-05-0.0021036i,-0.00021371-0.00084002i,-0.00017682+0.0009202i,-0.00027154+0.0011473i,0.00051636+0.00071984i,0.0011267+0.0008985i,0.00066098+0.0011418i,0.0003501+0.00041154i,0.00030722-0.00032988i,-0.00048128+0.00018054i,-0.00059609+0.00042008i,-0.00019172+0.00090104i,0.00047124+0.0010793i,0.00082778+0.00087314i
-0.00077648+3.638e-05i,-0.0008447-0.00010686i,-0.00091037+0.00075011i,0.00040673+0.0016528i,0.0012683+0.0015806i,0.0011685+0.00034669i,0.00080584-0.00092825i,2.0395e-05-0.001405i,-0.0004943-0.00090285i,-0.00032187-6.5357e-05i,-0.00026979+0.00028875i,2.2241e-05+8.9227e-05i,0.00023282-3.9517e-06i,0.00085483-0.00022015i,0.0010619-0.00025836i,0.00071363-0.0002824i,0.00032214-0.00066646i,0.00036081-0.00084482i,0.00024186-2.7241e-05i,-0.0002159+0.00080287i,0.00018129+0.00079413i,0.00050023+0.00026979i,-0.00012223-8.1992e-05i
