-0.00018202+0.00077052i,0.00084668+0.00055416i,0.00012366+0.00082953i,-0.00054247+0.00042529i,-0.0014585+1.7296e-05i,-0.0021191+0.00044537i,-0.0016002+0.0013741i,-0.00062427+0.0013317i,0.00063995+0.00040335i,0.00099224+0.00012298i,0.0007339-0.00036343i,0.00030911-0.00082758i,-0.00023933-0.00026912i,-0.00055142-0.00020473i,-0.00044234-0.00038972i,-0.00013535-0.00040335i,0.0003691-0.0006628i,0.00064689-4.331e-05i,-0.00024439+0.00095901i,-0.00082396+0.00084957i,4.94e-05-9.3521e-05i,-3.2139e-05-1.8577e-05i,-0.00074492+0.00021858i
-0.36865-0.01152i,-0.53079-0.053834i,-0.47649-0.055816i,-0.27941-0.0071824i,-0.16729+0.031943i,-0.16006+0.085091i,-0.13256+0.13497i,-0.079858+0.12679i,-0.078965+0.11172i,-0.094437+0.12171i,-0.061089+0.10111i,-0.014904+0.040553i,0.0033022-0.0087071i,0.0077492-0.024219i,0.0033625-0.013241i,0.00034312+0.016395i,0.022554+0.04133i,0.060643+0.036436i,0.080662+0.0064296i,0.063977-0.020775i,0.026674-0.024994i,-0.00031435-0.0043418i,0.0046899+0.024283i
0.27148-0.22269i,0.42961-0.28952i,0.40447-0.24406i,0.24116-0.14245i,0.15687-0.068456i,0.17232-0.049813i,0.16431-0.047561i,0.12696-0.017455i,0.13538-0.003656i,0.14976-0.042616i,0.10373-0.069962i,0.040745-0.045448i,0.0097143-0.0088459i,-0.0011228+0.010217i,0.0011362+0.01023i,0.0041-0.015457i,-0.016729-0.048407i,-0.049138-0.059428i,-0.061318-0.046381i,-0.046882-0.025297i,-0.019454-0.011046i,0.0032374-0.015656i,0.0042206-0.036574i
-0.078267+0.33518i,-0.16432+0.4931i,-0.18373+0.45248i,-0.1243+0.25891i,-0.11788+0.092348i,-0.1809+0.023374i,-0.20388+0.010087i,-0.17567-0.0055136i,-0.17001-0.020455i,-0.1704-0.00082975i,-0.12562+0.027508i,-0.061402+0.024408i,-0.021692+0.00030971i,-0.0099676-0.015769i,-0.017954-0.010487i,-0.02176+0.021081i,0.0026776+0.059296i,0.034526+0.078089i,0.047267+0.0779i,0.045282+0.06303i,0.03194+0.037829i,0.0076719+0.025482i,-0.0081459+0.039202i
-0.16738-0.29798i,-0.19568-0.47504i,-0.14987-0.45352i,-0.0715-0.24384i,0.034815-0.053575i,0.1321+0.021161i,0.14707+0.028685i,0.10649+0.037459i,0.089943+0.066606i,0.11006+0.071816i,0.10864+0.032579i,0.071397+0.0030296i,0.037398+0.0055952i,0.024061+0.008761i,0.028447-0.0038564i,0.027309-0.034614i,-5.5961e-06-0.068056i,-0.02798-0.077517i,-0.033953-0.069008i,-0.031686-0.054446i,-0.025421-0.032365i,-0.0062038-0.01945i,0.014043-0.030837i
0.30378+0.12857i,0.4361+0.25189i,0.38975+0.27307i,0.21037+0.14279i,0.028085+0.0011894i,-0.088216-0.070242i,-0.10416-0.086922i,-0.054897-0.085028i,-0.02244-0.10252i,-0.044566-0.10505i,-0.064241-0.060793i,-0.046527-0.024093i,-0.026579-0.0182i,-0.023542-0.011326i,-0.030463+0.0059753i,-0.02979+0.031986i,-0.012473+0.054926i,-0.0029913+0.055617i,-0.0098829+0.049325i,-0.0080904+0.045819i,0.0055521+0.030501i,0.0040713+0.015274i,-0.014229+0.018679i
-0.30798+0.094427i,-0.48566+0.07577i,-0.47035+0.01998i,-0.2767+0.019555i,-0.084833+0.074162i,0.030628+0.1229i,0.06262+0.13303i,0.018408+0.11153i,-0.037781+0.11546i,-0.035627+0.12519i,-0.0009052+0.088768i,0.0095643+0.043229i,0.0038073+0.020892i,0.0066398+0.0057016i,0.018957-0.0088055i,0.025054-0.026418i,0.019279-0.041809i,0.024191-0.043221i,0.036968-0.03963i,0.027772-0.035723i,0.0011372-0.024006i,-0.0098492-0.0071836i,0.0045279-0.0027345i
0.17395-0.25266i,0.32402-0.33809i,0.37289-0.28434i,0.25421-0.19191i,0.092002-0.16339i,-0.0038161-0.16318i,-0.033263-0.13449i,-0.00022131-0.07958i,0.059212-0.069343i,0.070113-0.093277i,0.038367-0.081546i,0.019252-0.046015i,0.016795-0.02123i,0.0064978-0.0069238i,-0.014186+0.0056333i,-0.025863+0.022614i,-0.025451+0.034487i,-0.031072+0.0327i,-0.035709+0.02496i,-0.020017+0.017707i,0.0073537+0.009983i,0.020692-0.003221i,0.010147-0.011954i
0.026477+0.28656i,-0.048684+0.43662i,-0.14423+0.43445i,-0.1329+0.31556i,-0.061372+0.21153i,-0.034706+0.17871i,-0.025406+0.1424i,-0.038213+0.063667i,-0.079328+0.023921i,-0.092651+0.038546i,-0.073608+0.045555i,-0.051463+0.028441i,-0.035208+0.010226i,-0.016442+0.0034729i,0.0092628-0.0015464i,0.026913-0.015111i,0.028552-0.02545i,0.030626-0.017697i,0.034367+2.8367e-05i,0.022676+0.0064178i,-0.0035729+0.0049764i,-0.022812+0.012863i,-0.019689+0.020664i
-0.18353-0.2068i,-0.20044-0.37042i,-0.1218-0.44371i,-0.059037-0.34749i,-0.011544-0.21564i,0.031661-0.17809i,0.029225-0.13921i,0.028695-0.04355i,0.058404+0.016843i,0.073912+0.014369i,0.067352-0.00099286i,0.051855+7.3723e-05i,0.037094+0.0087058i,0.021356+0.0057785i,-0.0023349-0.00089356i,-0.02253+0.00739i,-0.030111+0.018775i,-0.0339+0.011499i,-0.035222-0.0097583i,-0.025202-0.018608i,-0.0015901-0.014813i,0.019674-0.020153i,0.018666-0.025901i
0.26137+0.033407i,0.36009+0.164i,0.33547+0.27549i,0.20891+0.23119i,0.042311+0.15352i,-0.056742+0.14966i,-0.046921+0.12049i,-0.01903+0.038738i,-0.024295-0.016575i,-0.038197-0.029422i,-0.047491-0.029799i,-0.044911-0.03119i,-0.038926-0.029262i,-0.031065-0.012108i,-0.0093828+0.0089109i,0.013771+0.0069986i,0.023351-0.011316i,0.020738-0.014121i,0.014847+0.0055707i,0.012045+0.018348i,0.0027077+0.013632i,-0.01289+0.016796i,-0.014205+0.022977i
-0.20607+0.12483i,-0.36208+0.067252i,-0.4094-0.046544i,-0.27344-0.074985i,-0.06827-0.076591i,0.051294-0.10835i,0.041107-0.085921i,-0.012571-0.014341i,-0.037026+0.034555i,-0.023156+0.054405i,0.012164+0.060253i,0.03239+0.052961i,0.037146+0.034107i,0.033687+0.0017806i,0.011809-0.025252i,-0.012496-0.019345i,-0.01808+0.0070732i,-0.0061957+0.017524i,0.0057021+0.0020057i,0.0035878-0.0095205i,0.0022094-0.006703i,0.0091267-0.013916i,0.0086391-0.024548i
0.076959-0.2198i,0.23585-0.25659i,0.34707-0.18548i,0.2495-0.10039i,0.039863-0.025329i,-0.083567+0.058578i,-0.061591+0.068987i,0.0088565+0.011655i,0.0466-0.033043i,0.039614-0.053656i,0.0095292-0.061567i,-0.014463-0.055154i,-0.031455-0.031655i,-0.036983+0.009491i,-0.017506+0.039012i,0.0071329+0.027365i,0.0077458-0.0060286i,-0.012048-0.01866i,-0.02268-0.0019344i,-0.012088+0.010422i,-0.0042934+0.0085953i,-0.0080557+0.017236i,-0.0056068+0.029945i
0.061346+0.19569i,-0.050524+0.31058i,-0.20186+0.33029i,-0.17129+0.24999i,0.0069156+0.12056i,0.10655-0.0018158i,0.07434-0.034848i,0.0068238-0.0088014i,-0.03276+0.013451i,-0.041851+0.031985i,-0.032939+0.052593i,-0.0080019+0.05722i,0.023943+0.027976i,0.034713-0.023271i,0.015018-0.05397i,-0.007228-0.037509i,-0.0040155+0.0028378i,0.019563+0.022716i,0.032831+0.01279i,0.018843+0.0015661i,0.0021607-0.002227i,0.0016465-0.014376i,0.00039722-0.030372i
-0.15774-0.098789i,-0.12167-0.24761i,0.0044484-0.37103i,0.013057-0.33584i,-0.10071-0.17121i,-0.15169-0.036183i,-0.11273+0.0080773i,-0.048233+0.022264i,-0.0071409+0.024333i,0.010267+0.0068131i,0.019344-0.02587i,0.0039043-0.044869i,-0.025722-0.018632i,-0.028971+0.031252i,-0.0049448+0.05776i,0.014428+0.037942i,0.0050471-0.0064812i,-0.023414-0.030904i,-0.035139-0.024147i,-0.016058-0.013977i,0.0053149-0.011619i,0.007511-0.00021412i,0.0046745+0.019904i
0.15997-0.020337i,0.19974+0.12073i,0.16563+0.31647i,0.15783+0.33163i,0.18367+0.17654i,0.173+0.061324i,0.1259+0.019957i,0.069778-0.0057407i,0.041097-0.017112i,0.024291-0.018184i,1.1543e-05+0.0012513i,0.0069206+0.02223i,0.033618+0.0017316i,0.029397-0.039459i,-0.00083574-0.055577i,-0.019967-0.031306i,-0.0083852+0.011556i,0.021437+0.033972i,0.034921+0.02685i,0.018061+0.014956i,-0.0010315+0.01225i,-0.0024558+0.0044698i,0.0012276-0.015469i
-0.098928+0.11664i,-0.1935+0.014509i,-0.27309-0.18223i,-0.28788-0.23221i,-0.24834-0.14031i,-0.20614-0.072665i,-0.16305-0.028634i,-0.11877-0.00044763i,-0.1101+0.012062i,-0.091946+0.034768i,-0.037856+0.02886i,-0.021227-0.00037862i,-0.039197+0.0055091i,-0.030219+0.037315i,0.0032212+0.048875i,0.022582+0.02148i,0.0084655-0.021351i,-0.021789-0.041112i,-0.032755-0.029451i,-0.013231-0.011326i,0.0069629-0.0054435i,0.0060761+0.0005449i,-0.0011609+0.016499i
-0.0061704-0.12825i,0.12123-0.079188i,0.30102+0.055594i,0.34976+0.10656i,0.27394+0.084009i,0.21782+0.071833i,0.1821+0.031176i,0.13942+0.003175i,0.14407+0.0045564i,0.13459-0.023042i,0.068336-0.033825i,0.037312-0.0083995i,0.040931-0.0094979i,0.016935-0.035573i,-0.021419-0.04075i,-0.037864-0.010862i,-0.021581+0.029366i,0.0095121+0.047923i,0.022301+0.035945i,0.0064956+0.015417i,-0.010605+0.007538i,-0.010384+0.00292i,-0.0052965-0.0094415i
0.08422+0.080257i,-0.045968+0.091719i,-0.27454+0.063715i,-0.34516+0.034324i,-0.26278-0.014675i,-0.22136-0.060473i,-0.19313-0.0232i,-0.13954+0.0029411i,-0.15027-0.018711i,-0.15804+0.0067519i,-0.09494+0.032486i,-0.052819+0.0066122i,-0.044261-0.0070522i,-0.011711+0.0075167i,0.029896+0.011125i,0.04466-0.01334i,0.026717-0.046984i,-0.0040791-0.059235i,-0.016753-0.041096i,-0.0030442-0.014505i,0.011373-0.0080774i,0.010907-0.010322i,0.0064322-0.0032939i
-0.10768+0.0096125i,0.0025699-0.053785i,0.2185-0.14802i,0.28103-0.15966i,0.20389-0.043682i,0.18574+0.054067i,0.15856+0.028259i,0.097296+0.026054i,0.11048+0.072904i,0.13388+0.044426i,0.093737-0.0037015i,0.059665+0.0056996i,0.048449+0.021275i,0.014861+0.014038i,-0.028056+0.013417i,-0.043264+0.034424i,-0.028633+0.060527i,-0.0033837+0.066145i,0.010499+0.042064i,0.0040384+0.011184i,-0.0057762+0.0020323i,-0.0060818+0.0050988i,-0.0046547+0.0041558i
0.063692-0.081069i,-0.0099131+0.018934i,-0.14402+0.21673i,-0.16018+0.25698i,-0.11746+0.073461i,-0.15483-0.054347i,-0.13553-0.021207i,-0.060262-0.0348i,-0.067926-0.10399i,-0.10389-0.083537i,-0.087185-0.027177i,-0.058297-0.024323i,-0.042039-0.037395i,-0.013571-0.031318i,0.02396-0.028401i,0.040683-0.045432i,0.031176-0.0671i,0.0096998-0.070847i,-0.0037795-0.044195i,0.00038133-0.008917i,0.0065876+0.0028919i,0.0070623+0.0009394i,0.0097393-0.0019779i
0.011629+0.10101i,0.041032-0.019654i,0.041435-0.26402i,-0.015302-0.29523i,-0.0060779-0.061057i,0.091924+0.069004i,0.079826+0.02242i,-0.011218+0.041998i,-0.012034+0.1212i,0.038678+0.1115i,0.053321+0.058184i,0.041827+0.048411i,0.028703+0.055317i,0.0050698+0.044791i,-0.025616+0.040643i,-0.03973+0.056612i,-0.034766+0.074584i,-0.019255+0.075232i,-0.0039788+0.046943i,-0.00082331+0.010768i,-0.0036897-0.0022688i,-0.0060434-4.5526e-05i,-0.012702+0.0043295i
-0.088121-0.07052i,-0.070209+0.057053i,0.065257+0.27129i,0.18131+0.25141i,0.1044+0.0024773i,-0.04683-0.097628i,-0.034058-0.03072i,0.069506-0.043182i,0.081465-0.11703i,0.022815-0.1152i,-0.017989-0.072305i,-0.026104-0.062802i,-0.021874-0.067368i,-0.0049596-0.056742i,0.020761-0.052188i,0.034077-0.065515i,0.033805-0.080957i,0.023763-0.079034i,0.0086463-0.047631i,0.00095-0.0087968i,-6.5949e-05+0.0059452i,0.0027996+0.0031729i,0.011716-0.0031246i
0.12794-0.016417i,0.053579-0.13734i,-0.18889-0.25881i,-0.33122-0.15336i,-0.19335+0.083227i,-0.013627+0.13898i,-0.026907+0.060106i,-0.1239+0.058229i,-0.14514+0.11349i,-0.087581+0.1181i,-0.021528+0.084865i,0.010069+0.067735i,0.015448+0.063435i,0.0017962+0.053612i,-0.020564+0.053531i,-0.03524+0.068093i,-0.042744+0.080922i,-0.03948+0.077454i,-0.021558+0.047094i,-0.0046665+0.0091943i,0.0022354-0.0070939i,6.4957e-06-0.0060867i,-0.010075+1.4511e-05i
-0.098152+0.10726i,0.031106+0.19577i,0.31697+0.18438i,0.42894-0.0065739i,0.23082-0.2019i,0.035487-0.19451i,0.046009-0.088497i,0.13148-0.053857i,0.15945-0.078842i,0.11131-0.089239i,0.040273-0.072135i,0.00048427-0.057984i,-0.0091656-0.05265i,0.0010366-0.046319i,0.019757-0.051329i,0.036535-0.068076i,0.051445-0.0804i,0.053632-0.076038i,0.034929-0.044272i,0.012091-0.0046724i,0.0015558+0.011831i,0.0018979+0.0098938i,0.0096459+0.004346i
0.014575-0.16053i,-0.15326-0.19011i,-0.41405-0.048232i,-0.45908+0.19483i,-0.23203+0.3232i,-0.051615+0.25135i,-0.05695+0.12252i,-0.12719+0.055707i,-0.15995+0.044096i,-0.12731+0.0491i,-0.062384+0.050096i,-0.014203+0.04686i,0.0020512+0.038764i,-0.0067568+0.031889i,-0.023606+0.042972i,-0.040141+0.065201i,-0.05962+0.078551i,-0.066426+0.07318i,-0.044938+0.042652i,-0.016169+0.0049906i,-0.0042399-0.012709i,-0.0039951-0.013429i,-0.0073474-0.0085583i
0.099343+0.14331i,0.27785+0.097291i,0.45557-0.14622i,0.4096-0.39661i,0.17409-0.43937i,0.026529-0.30566i,0.034616-0.1482i,0.091956-0.045583i,0.12554-0.00049005i,0.10911+0.00070116i,0.058158-0.016735i,0.0090881-0.025359i,-0.007138-0.020012i,0.0081904-0.018058i,0.028595-0.03484i,0.046397-0.060891i,0.066787-0.076769i,0.07366-0.071669i,0.051853-0.041027i,0.022922-0.0050539i,0.0092214+0.010386i,0.005152+0.010539i,0.006164+0.0076119i
-0.17746-0.076362i,-0.33082+0.047946i,-0.40095+0.3375i,-0.28415+0.54925i,-0.089821+0.51003i,-0.0067419+0.34124i,-0.022674+0.17955i,-0.058314+0.055567i,-0.083975-0.018927i,-0.084049-0.03426i,-0.051414-0.011735i,-0.005029+0.002805i,0.010197+0.00027663i,-0.012084+0.0074497i,-0.036623+0.033683i,-0.054943+0.062325i,-0.077608+0.076889i,-0.085133+0.068783i,-0.058946+0.037832i,-0.026795+0.0055927i,-0.01165-0.0066829i,-0.0052773-0.0063525i,-0.0043146-0.0058427i
0.20279-0.046558i,0.29611-0.23242i,0.24857-0.5143i,0.086313-0.64888i,-0.039125-0.53936i,-0.050412-0.35219i,-0.018024-0.18991i,0.0032294-0.05653i,0.015576+0.031497i,0.028834+0.058344i,0.026939+0.035962i,-0.0026432+0.014946i,-0.014838+0.013656i,0.0085768+1.4573e-05i,0.034433-0.032964i,0.054319-0.063776i,0.076637-0.076336i,0.083715-0.064096i,0.059784-0.03179i,0.029912-0.001957i,0.015547+0.0073912i,0.0070145+0.0076412i,0.0016821+0.0086543i
-0.14795+0.15842i,-0.15548+0.3742i,-0.019641+0.59873i,0.13175+0.6471i,0.15233+0.50934i,0.086684+0.33753i,0.038158+0.18797i,0.026842+0.065263i,0.031341-0.020384i,0.014966-0.055112i,-0.0049372-0.036801i,0.012147-0.017471i,0.019762-0.021796i,-0.0077751-0.01001i,-0.034767+0.025967i,-0.052751+0.057542i,-0.073844+0.06639i,-0.082863+0.051477i,-0.061216+0.023956i,-0.031802+0.0034998i,-0.01825-0.0026485i,-0.009972-0.0049343i,-0.0024902-0.0073939i
0.036962-0.22271i,-0.05007-0.42603i,-0.23682-0.56508i,-0.33736-0.54813i,-0.25157-0.42852i,-0.12284-0.29794i,-0.057047-0.17383i,-0.050951-0.07779i,-0.07488-0.0024293i,-0.061294+0.045377i,-0.027867+0.039068i,-0.028652+0.022267i,-0.025262+0.025575i,0.0053799+0.012984i,0.031658-0.021116i,0.048919-0.04878i,0.068504-0.054878i,0.075132-0.037582i,0.05519-0.012035i,0.03179-0.0015102i,0.020709-0.0045611i,0.010765-0.0029837i,0.0021132+0.0041321i
0.090127+0.21167i,0.25852+0.35933i,0.45137+0.41059i,0.47536+0.36853i,0.30381+0.31224i,0.12856+0.24814i,0.044308+0.17096i,0.045941+0.11559i,0.089043+0.052334i,0.080879-0.013883i,0.041892-0.027113i,0.034699-0.019612i,0.0255-0.028086i,-0.0059692-0.019635i,-0.030971+0.012269i,-0.046806+0.038193i,-0.065235+0.041634i,-0.069429+0.023386i,-0.047588+0.0024268i,-0.024455-0.0014546i,-0.013344+0.0059046i,-0.0042525+0.0058307i,0.0033447-0.0026486i
-0.19556-0.13341i,-0.41215-0.18792i,-0.57722-0.1657i,-0.53037-0.14667i,-0.32063-0.18365i,-0.12769-0.18835i,-0.027825-0.15485i,-0.034595-0.14128i,-0.094734-0.09802i,-0.0973-0.023189i,-0.055093+0.0078116i,-0.038904+0.013246i,-0.025427+0.02728i,0.0043849+0.022724i,0.024617-0.0034472i,0.03821-0.024596i,0.057051-0.023691i,0.06312-0.0049519i,0.044722+0.0088034i,0.023245+0.0046381i,0.012196-0.0056085i,0.0036457-0.0050567i,-0.0054163+0.0030688i
0.23501+0.011491i,0.45021-0.039113i,0.56278-0.1068i,0.47481-0.067413i,0.27183+0.065563i,0.086636+0.13421i,-0.018727+0.14939i,-0.0084519+0.18138i,0.065974+0.15795i,0.089146+0.074421i,0.058275+0.02061i,0.038729-0.0028143i,0.023227-0.026212i,-0.003917-0.028689i,-0.021904-0.0081606i,-0.035559+0.0072644i,-0.055676+0.0029274i,-0.062483-0.012332i,-0.04474-0.016572i,-0.022829-0.0029254i,-0.010634+0.0099438i,-0.0031309+0.0083042i,0.0043475-0.00086864i
-0.21008+0.12067i,-0.36849+0.26322i,-0.4236+0.34872i,-0.33919+0.24002i,-0.18926+0.026054i,-0.040717-0.096723i,0.05264-0.15283i,0.037809-0.21189i,-0.041608-0.19559i,-0.076171-0.10343i,-0.053705-0.032974i,-0.028822+0.00022679i,-0.012241+0.023922i,0.0067969+0.029977i,0.019747+0.019462i,0.033125+0.010752i,0.052547+0.012547i,0.056689+0.022851i,0.039719+0.023559i,0.019393+0.0064273i,0.0064145-0.0098469i,-0.0015362-0.010976i,-0.0083592-0.0030946i
0.10708-0.20946i,0.17317-0.40332i,0.18048-0.47903i,0.1471-0.31918i,0.085114-0.066905i,-0.015804+0.082667i,-0.092448+0.16511i,-0.075566+0.23465i,-0.0063926+0.2231i,0.03453+0.13269i,0.0314+0.047241i,0.014598+0.00034999i,0.00093687-0.026147i,-0.01185-0.035944i,-0.022217-0.031134i,-0.0359-0.025279i,-0.054848-0.025878i,-0.058831-0.030676i,-0.040411-0.02534i,-0.017164-0.0064574i,-0.0022997+0.0086455i,0.0060773+0.0090411i,0.011916+0.0025768i
0.015984+0.23228i,0.054635+0.42595i,0.081684+0.48208i,0.047052+0.31052i,0.0099277+0.065219i,0.055426-0.08367i,0.1125-0.17244i,0.09541-0.2378i,0.041436-0.22436i,0.0010569-0.13936i,-0.0084383-0.053987i,0.0021201-0.0034605i,0.010361+0.021779i,0.016915+0.031764i,0.025615+0.033615i,0.040103+0.031478i,0.057967+0.030498i,0.058361+0.031651i,0.038227+0.023092i,0.017954+0.0062535i,0.0050644-0.0056087i,-0.004189-0.0068692i,-0.010434-0.0028886i
-0.13468-0.18092i,-0.26048-0.32366i,-0.30704-0.34979i,-0.20473-0.20898i,-0.088889-0.021246i,-0.091596+0.10092i,-0.12748+0.18168i,-0.11408+0.23649i,-0.076077+0.22111i,-0.034258+0.14157i,-0.014386+0.058162i,-0.016827+0.0047584i,-0.016946-0.021104i,-0.017528-0.03131i,-0.026099-0.035325i,-0.042802-0.034239i,-0.058477-0.031814i,-0.055109-0.029554i,-0.034461-0.018828i,-0.014777-0.0031084i,-0.0019287+0.0062729i,0.0069489+0.0072158i,0.012075+0.0054049i
0.20339+0.077112i,0.37897+0.13382i,0.42863+0.13i,0.28134+0.055304i,0.1195-0.043747i,0.087168-0.12568i,0.09762-0.17811i,0.095679-0.19786i,0.084821-0.17987i,0.048583-0.12061i,0.023373-0.04881i,0.023988-0.0015477i,0.020035+0.019652i,0.016366+0.0295i,0.025258+0.034336i,0.04158+0.033244i,0.054421+0.029267i,0.049062+0.025544i,0.031043+0.016761i,0.015915+0.0039816i,0.0027178-0.0049465i,-0.0086061-0.0074268i,-0.013433-0.0075114i
-0.21052+0.0346i,-0.38622+0.075393i,-0.4294+0.10654i,-0.2801+0.10613i,-0.1241+0.11144i,-0.077587+0.14783i,-0.066448+0.16872i,-0.078652+0.15449i,-0.098902+0.13274i,-0.072372+0.097055i,-0.037037+0.042971i,-0.028798+0.0026515i,-0.021727-0.017442i,-0.017041-0.028141i,-0.027024-0.030715i,-0.042517-0.027947i,-0.05273-0.023843i,-0.045157-0.020949i,-0.027093-0.012798i,-0.014253-5.7124e-05i,-0.0031268+0.0068691i,0.0087991+0.0078703i,0.01419+0.008688i
0.15282-0.14114i,0.27956-0.26218i,0.30051-0.30952i,0.18488-0.2379i,0.071368-0.16638i,0.029302-0.15902i,0.011265-0.14061i,0.035389-0.097602i,0.079411-0.075177i,0.069344-0.058409i,0.035966-0.025197i,0.024396+0.0041162i,0.017157+0.017667i,0.012644+0.022967i,0.02328+0.022489i,0.039088+0.018673i,0.04591+0.016013i,0.035791+0.015448i,0.019517+0.0090985i,0.011425-0.0010542i,0.0040369-0.006516i,-0.007042-0.008265i,-0.013317-0.010253i
-0.057833+0.19214i,-0.10455+0.35776i,-0.10449+0.41018i,-0.053649+0.29893i,-0.011521+0.18876i,0.014035+0.15371i,0.035729+0.10511i,0.002792+0.043532i,-0.059378+0.023331i,-0.064823+0.0261i,-0.034302+0.014925i,-0.018093-0.0053965i,-0.01081-0.018584i,-0.0082732-0.022999i,-0.017725-0.019787i,-0.03044-0.012926i,-0.034968-0.011709i,-0.026844-0.012908i,-0.01492-0.0073238i,-0.0098035+0.0019403i,-0.0038717+0.0080156i,0.0082389+0.010348i,0.01672+0.012579i
-0.049345-0.19041i,-0.091568-0.35267i,-0.11445-0.39878i,-0.092683-0.28452i,-0.060142-0.17404i,-0.068529-0.12931i,-0.090937-0.058011i,-0.050714+0.018151i,0.020104+0.030888i,0.036553+0.0092806i,0.014517+0.0038073i,0.0045423+0.014207i,0.0051361+0.021274i,0.0062514+0.02117i,0.014694+0.015122i,0.024917+0.0090781i,0.026713+0.010023i,0.018171+0.012498i,0.0096009+0.0070997i,0.0088226-0.0028608i,0.0036481-0.010515i,-0.0097745-0.012628i,-0.018562-0.012779i
0.13857+0.13224i,0.25472+0.24881i,0.29208+0.27913i,0.20539+0.19776i,0.1097+0.12768i,0.10421+0.092313i,0.12896+0.014236i,0.086514-0.060837i,0.012049-0.064913i,-0.014391-0.032383i,-0.0016835-0.017298i,0.0037037-0.021574i,-0.0015482-0.024289i,-0.0059003-0.020097i,-0.012835-0.0094863i,-0.018925-0.0020207i,-0.019692-0.005312i,-0.013922-0.01091i,-0.0086765-0.0071824i,-0.0076075+0.0039393i,-0.0010339+0.012056i,0.011794+0.013597i,0.01858+0.012573i
-0.17924-0.041721i,-0.33413-0.085159i,-0.38032-0.096069i,-0.26079-0.07549i,-0.14185-0.071704i,-0.1381-0.050895i,-0.16709+0.031297i,-0.13343+0.10133i,-0.059401+0.099115i,-0.01659+0.057263i,-0.014922+0.031696i,-0.013399+0.02819i,-0.0035898+0.024032i,0.001841+0.016664i,0.0068733+0.0071272i,0.011443+0.0010367i,0.012275+0.0064502i,0.0087515+0.01381i,0.0067288+0.0098136i,0.0075021-0.0026892i,0.00067637-0.013034i,-0.013234-0.016145i,-0.021425-0.015371i
0.16587-0.054766i,0.31815-0.094411i,0.35954-0.10331i,0.24321-0.055093i,0.13575+0.010374i,0.13692+0.0082362i,0.16947-0.062479i,0.1576-0.11539i,0.093901-0.10666i,0.035177-0.059644i,0.020228-0.029544i,0.015475-0.027343i,0.0045889-0.026019i,-0.0011852-0.017779i,-0.0045979-0.0074156i,-0.0059771-0.0020746i,-0.0071356-0.0072555i,-0.0079357-0.0127i,-0.0068735-0.0077528i,-0.0037719+0.0042013i,0.0043807+0.013657i,0.01699+0.016502i,0.024081+0.014891i
-0.1136+0.1286i,-0.22217+0.23607i,-0.25098+0.26366i,-0.17109+0.16087i,-0.1107+0.042499i,-0.13136+0.026782i,-0.1724+0.079771i,-0.18391+0.11509i,-0.13557+0.10479i,-0.064925+0.06058i,-0.031218+0.029082i,-0.016357+0.026807i,-0.003222+0.024675i,0.0015639+0.015064i,0.0024133+0.0051535i,0.00109+0.0010746i,0.0016519+0.0061646i,0.0043256+0.011021i,0.0047392+0.0066826i,0.0019744-0.0031183i,-0.0066145-0.011403i,-0.018578-0.014192i,-0.023114-0.01407i
0.032016-0.15843i,0.070942-0.30161i,0.081984-0.33972i,0.058902-0.21243i,0.061076-0.074543i,0.10238-0.05205i,0.15412-0.086153i,0.18683-0.1018i,0.15361-0.089345i,0.079646-0.052534i,0.034216-0.023086i,0.014705-0.020362i,0.0031425-0.020262i,-0.0006544-0.012946i,-0.00092883-0.0048186i,0.0013191-0.0019011i,-0.00070127-0.0076071i,-0.0047655-0.011981i,-0.0051003-0.0065269i,-0.00018168+0.001427i,0.0096734+0.0061902i,0.019347+0.0095589i,0.021697+0.01211i
0.047452+0.14592i,0.083015+0.28583i,0.093351+0.32521i,0.05716+0.20372i,-0.011815+0.079223i,-0.075949+0.062154i,-0.13779+0.082537i,-0.18932+0.087938i,-0.16665+0.074601i,-0.088933+0.039023i,-0.035463+0.013018i,-0.013069+0.011639i,-0.0034035+0.014556i,-0.0023518+0.011878i,-0.0033308+0.0068044i,-0.0049306+0.00434i,-0.0027819+0.007398i,0.0013377+0.010281i,0.0031473+0.0085039i,-0.00024591+0.0039801i,-0.0099337-0.00077545i,-0.018879-0.0050563i,-0.019898-0.0092165i
-0.11086-0.096028i,-0.20747-0.19804i,-0.23944-0.22569i,-0.15505-0.13614i,-0.036923-0.056366i,0.034195-0.053468i,0.10036-0.056765i,0.17265-0.050889i,0.16115-0.041178i,0.082306-0.010798i,0.030837+0.0069516i,0.012916-0.0020793i,0.0048545-0.013292i,0.0033062-0.016132i,0.00416-0.012373i,0.0057411-0.0088265i,0.0040022-0.0096122i,-0.00047864-0.0090701i,-0.0019497-0.0062041i,0.0025905-0.004828i,0.010423-0.0045577i,0.015148-0.0012847i,0.01338+0.0050055i
