0.0010057+0.00036165i,0.00047663-0.0012949i,-0.00098875-0.0033281i,-0.0018749-0.004467i,-0.0021837-0.0034259i,-0.0026941-0.00090116i,-0.0017084+0.0012315i,-0.00032148+0.0014916i,0.00088353+0.00030411i,0.00074681-0.001298i,-5.3722e-05-0.0018616i,0.0004943-0.00089236i,0.00075969-3.0424e-05i,0.00067875+3.5623e-05i,0.0014311+0.00047013i,0.00070498+0.0011409i,-0.00028518+0.001203i,0.00010437+0.00083574i,0.00021243+0.00035549i,0.00023729-0.00034345i,0.00039972-0.00087433i,0.00043391-0.00073226i,-0.00039382-0.00039513i
-0.0006543+0.00073101i,0.0015842-9.1212e-05i,0.0033765-0.00055201i,0.0034831-0.00087591i,0.003-0.00099417i,0.0035452-0.0011884i,0.0034043-0.00096225i,0.0016101-0.00063049i,0.00078709-0.00077252i,0.0010332-0.0010336i,0.00011892-0.0016891i,-6.6769e-05-0.0013704i,0.0002092-0.00077629i,0.00032706-0.00036051i,0.00062553-0.0001913i,0.00045681-0.00043074i,0.00057522-3.4658e-05i,0.0012406+0.00026231i,0.0011386-0.00035173i,4.9515e-05-0.00077728i,3.6125e-06-0.00059085i,0.00012553-0.00030461i,-0.00038444-0.00035965i
0.002019+0.0011405i,0.00056559+0.00020528i,0.00026216-0.0013655i,0.00049814-0.0026288i,0.00050166-0.0031811i,0.0010149-0.0025306i,0.00090868-0.0020321i,0.0003775-0.0024144i,-0.00014701-0.0026507i,-0.00059492-0.0021427i,-0.00085465-0.00098651i,-0.00076396-0.00015806i,-0.00037145+4.1232e-07i,3.7834e-05+9.5224e-05i,0.00059291+0.00021902i,0.00060835-0.00024357i,0.00014054-6.8338e-05i,-0.00025874+0.00015618i,0.00028018-8.546e-05i,0.00057173+0.00047927i,-0.00027844+0.0002424i,-0.000882-0.00025629i,-0.00056219-0.00030513i
0.00074279-0.0031314i,-0.00075046-0.0039601i,-0.0017308-0.0035119i,-0.00083227-0.0018899i,0.0013982-0.00070613i,0.0023256-0.0002624i,0.0012933-0.0009106i,-0.00036554-0.0019224i,-0.0015768-0.0023862i,-0.0017185-0.0013775i,-0.0010895-0.00013982i,-0.0011577+5.5674e-05i,-0.00093186-8.8085e-05i,-4.0016e-05-0.0001967i,0.00027053+0.00037535i,0.0002106+0.00087046i,0.00036342+0.00073991i,0.00059012+0.00047392i,0.00010639+2.9269e-05i,-0.00032162-0.00045348i,-0.00069735-0.0005236i,-0.00079767-0.00054482i,-0.00077554-0.00031734i
0.00093533-0.0024788i,-0.00028063-0.0019257i,-0.0014909-0.0024771i,-0.001388-0.0015175i,-0.001641+0.00021815i,-0.0011573-1.3693e-05i,-0.00099818-0.0016108i,-0.0017479-0.0017485i,-0.002443-0.001195i,-0.0020483+0.00039814i,-0.00044082+0.0015289i,0.00045816+0.0013615i,0.00043686+0.0013082i,0.00087387+0.0006712i,0.001095+0.0001041i,0.00086393+0.00056639i,0.00039451+0.00048634i,-5.1174e-05+0.00047326i,0.00021715+6.6009e-05i,0.00040645-0.00010405i,-6.6121e-05+0.00051493i,4.3212e-05+0.0004585i,0.00082475+0.00069343i
0.0022512-0.00086987i,0.0033674-0.0016168i,0.004164-0.0021619i,0.0032034-0.0026195i,0.0028347-0.0026572i,0.0022381-0.0010414i,0.00076376-2.9873e-05i,-0.00053606+0.00032013i,-0.0017767+0.00040479i,-0.001513-0.00020555i,-0.00034252-0.0014027i,-0.00039472-0.0010519i,-0.00011681+0.0015469i,0.00055043+0.0025521i,0.00052697+0.001394i,0.00056457+0.00084347i,0.00053958+0.00073002i,0.00055851-0.00030421i,0.00095578-0.00045246i,0.00048478+0.00024938i,-0.00031009-0.0004824i,-0.00022795-0.00074408i,2.182e-05-0.00033663i
0.0002501-0.0010805i,-0.00045883-0.0010826i,-0.00035463-0.0010739i,0.00030356-0.0016224i,0.0013557-0.0020139i,0.002261-0.0015088i,0.0015081-0.00050193i,0.00060482+0.0004604i,-0.0005074+0.001004i,-0.0012083+1.4958e-05i,-0.0010423-0.0013392i,-0.00085629-0.0010521i,-0.00032219-0.00094019i,-8.1396e-06-0.0004792i,0.0001407+0.00016569i,0.00023046+0.00019214i,-8.8455e-06+1.106e-05i,-2.4077e-06-0.00020123i,-0.00011702+0.00034279i,-0.00020068+0.0010822i,-0.00022765+0.00049012i,-0.00010981-0.00072286i,0.00034863-0.00063746i
1.8819e-06-0.0015337i,-0.00027784-0.0018904i,-0.00049675-0.0029564i,-0.0012929-0.0022459i,-0.00082439-0.00071717i,0.00086472-0.00024849i,0.001642-0.0003402i,0.0010028+0.00038122i,-0.00043267+0.00085804i,-0.0018952+0.00031746i,-0.0029289+0.00078487i,-0.0028803+0.0012298i,-0.0017478+0.00087232i,-0.00031337+0.00028714i,0.00051683+2.6601e-05i,0.00093479-0.00030831i,0.00051495-0.00071784i,1.4456e-05-0.00014045i,-0.00023645-8.6818e-05i,-0.00078356-0.00039882i,-0.00073925-0.0011686i,-0.00019568-0.00115i,0.00057479-0.00037514i
0.001923-8.1418e-06i,0.0013073-0.00073468i,0.00033431-0.00048279i,0.00022267+0.00010489i,0.00078459-0.00055036i,0.0014848-0.00096764i,0.0018859-0.00085465i,0.0014621-0.0011421i,-9.8999e-05-0.00032942i,-0.0010018+0.0011165i,-0.00047952+0.0024759i,-0.00050187+0.0034554i,-0.00057416+0.0036619i,-4.9198e-06+0.0023171i,0.00081074+0.00061903i,0.0014945-0.00013057i,0.0017647-0.00018138i,0.0016959-0.00057616i,0.00085762-0.00030026i,0.00023332-5.8469e-05i,5.92e-05-0.0007787i,-0.0007201-0.001457i,-0.00075164-0.001124i
0.00078425-0.00021438i,0.00068973-0.0011012i,0.0016858-0.0014917i,0.003756-0.0021477i,0.0047056-0.0023196i,0.0025596-0.0015826i,0.00048952-0.0013354i,4.2371e-05-0.0010165i,-0.00014081-0.00040912i,0.00055114+0.00023731i,0.0014347+0.00037215i,0.001215+0.00026057i,0.00069231+0.00075989i,0.0010648+0.00073848i,0.0007057+0.00078464i,-0.00019209+0.00019608i,0.0004919-0.00038655i,0.001123-0.00026804i,4.2652e-07+7.5051e-05i,-0.00062515-0.0002314i,-9.8001e-05-0.00049348i,4.4154e-05-0.00055854i,-0.00044029-0.00056138i
0.001514+0.00017752i,0.00096074-0.0005656i,0.0012926-0.00061323i,0.002397-0.0011617i,0.0025627-0.0014337i,0.001764-0.00033378i,0.00055089+0.00086903i,-0.00083856+0.00021247i,-0.00033558-0.00098316i,0.00086091-0.0014514i,0.001723-0.0019744i,0.0026815-0.0020424i,0.0025996-0.0011386i,0.0017817+0.00041993i,0.0010794+0.00097953i,0.00090671-4.3151e-05i,0.00089542-0.0007269i,0.00010439-0.00042047i,-7.0663e-06-0.00028198i,-2.3063e-05-0.00095164i,-0.0001545-0.0010761i,-0.00027923-0.00030805i,-0.00059612-0.0001536i
0.00060711-0.0013052i,0.0012011-0.0037986i,0.001774-0.0039133i,0.0019978-0.0021397i,0.0024253-0.00039215i,0.0033445+0.00039742i,0.0024991-8.229e-05i,3.6405e-05-0.00096175i,-0.0011973-0.0013647i,-0.00096786-0.0021668i,-0.00038701-0.0028115i,-0.00019617-0.0029156i,-8.7152e-05-0.0019369i,0.00033672-0.00082686i,0.0010723-0.00032216i,0.0011739+0.00034069i,0.0011246+0.00078849i,0.0015651+0.00067484i,0.0011449+0.00026532i,0.00033475-0.00020573i,0.0001619-0.00045188i,0.00021903+0.00016698i,0.00011861+0.00031952i
-0.0012396-0.00028242i,-0.00060701-0.00043619i,-0.00016929-0.00013534i,0.00018192-0.00053534i,0.0013502-0.00074406i,0.0021926-0.00048206i,0.0013295-0.00033703i,-0.00070834-7.9383e-05i,-0.0023792-0.000133i,-0.0029186-0.00052374i,-0.0030173-0.0010277i,-0.0039284-0.0014796i,-0.0036949-0.0014562i,-0.001834-0.0011417i,-0.00084742-0.0011012i,0.0002808-0.00059079i,0.0010954+0.00042812i,0.00098785+0.00031661i,0.00089653-0.0013054i,0.00080185-0.0020955i,0.00039612-0.00149i,4.9933e-05-0.00030568i,0.00057452+0.0011247i
-0.0013578+0.0017364i,-9.1141e-05+0.0012063i,0.001264+0.0012047i,0.0028746+0.0010306i,0.0038609+2.962e-05i,0.0035039-0.0008665i,0.002121-0.00054444i,0.00013636+5.7374e-05i,-0.0016649+0.0010991i,-0.0025949+0.0020908i,-0.0024322+0.0024753i,-0.0022053+0.0025539i,-0.0020347+0.0018552i,-0.00099078+0.0012287i,-0.00012272+0.0011832i,4.085e-05+0.00099475i,8.43e-05+0.00068613i,0.00053825+0.00070645i,0.00098809+0.00079919i,0.00091809+0.00014805i,0.00030984-0.00084058i,-0.00010031-0.00096749i,0.0001491-0.00053856i
-0.0019583+0.00010935i,-0.00021508-4.1798e-05i,0.00050899-0.00068789i,0.0010432-0.00020981i,0.0021722+0.00055051i,0.0022036-0.00024066i,0.00086221-0.0010683i,-0.00070377-0.00037392i,-0.00084676+0.0014358i,0.00014546+0.0026295i,0.0013627+0.0027932i,0.0013342+0.0033557i,0.0006779+0.0029499i,0.0013057+0.0016935i,0.001008+0.0017916i,-0.00028765+0.0011484i,-0.00042621+2.3808e-05i,5.1618e-05-2.5967e-05i,0.0011159+0.00013469i,0.0015828+0.00024037i,0.00094897+6.9597e-05i,0.00045641-0.00012915i,0.00011448+0.00051759i
0.00050758+0.00075966i,0.0016782+0.00072052i,0.0024589-3.1611e-05i,0.0026489-0.00085553i,0.0024389-0.00093488i,0.0012788-0.001056i,-0.00027789-0.00098723i,-0.00077987-0.00029169i,-9.9701e-06+0.00060686i,0.0016254-0.00021797i,0.0026863-0.0012701i,0.002627-0.0010267i,0.0018646-8.9591e-05i,0.00087142+0.00062124i,-0.00025649+0.00067164i,5.767e-05+0.0003329i,0.00089538+0.00044366i,0.00072756+2.5904e-05i,0.00049922-0.00079958i,0.00030245-0.00014544i,0.0010419+0.0003089i,0.0013159+0.00048394i,0.00092314+0.00063513i
-0.00061759+0.00034686i,0.00019809-0.0016076i,0.00095729-0.0028161i,0.0011861-0.0021539i,0.0018635-0.00059782i,0.002416-0.00027767i,0.00084111-0.0007992i,-0.00025098-0.00094885i,-0.00036554-0.0016445i,-0.00088766-0.0034265i,-0.00064114-0.003794i,0.00021336-0.0030917i,0.00030182-0.0018727i,0.0003808-0.00063905i,0.0010927-0.00038205i,0.0014868-0.00064769i,0.00036229-0.00057914i,-0.00030756-0.00059794i,0.00084627-0.0009605i,0.0015533-0.0010392i,0.0012755-0.001312i,0.00045575-0.00096794i,4.2441e-05-0.00096393i
-0.00041774-0.00082483i,-0.0013711-0.002271i,-0.001016-0.0020916i,0.00064764-0.00012326i,0.0023208+0.00086359i,0.002769+0.00036169i,0.0021648-0.0007475i,0.00068285-0.0021536i,-0.002006-0.0022503i,-0.0037803-0.0018713i,-0.0033748-0.0018153i,-0.0021331-0.00136i,-0.0013043-0.001074i,-0.00031736-0.0016579i,0.00051438-0.0016461i,0.000501-0.00015173i,0.00026046+0.00093011i,0.00032885+0.00067116i,0.00016215+0.00016552i,-0.00016454-0.00020007i,-0.0004537+0.00011658i,-0.00021828+9.4775e-05i,0.00035343+8.9159e-05i
-0.0027514-0.00088999i,-0.001689+0.00038589i,-0.00066927+0.0018739i,0.0013371+0.0015034i,0.0025872+0.00076116i,0.0021155-0.00030957i,0.00024695-0.0020231i,-0.001759-0.0025489i,-0.0041638-0.0013776i,-0.0043341+0.0012827i,-0.0026277+0.0024294i,-0.0022892+0.0020474i,-0.0017832+0.00096232i,-0.00087891-0.00047757i,9.4083e-05-0.00075644i,0.0010038-0.00099446i,0.00084644-0.00061567i,0.00046183-0.0001992i,1.0919e-05+0.0002472i,-0.0003651+0.00038135i,-0.0003374-0.00048041i,-0.00074881-0.00069213i,-0.00017293-0.00049158i
0.00082439+0.0014217i,0.00056322+0.00022506i,0.001577-0.00040666i,0.0024477-0.00052399i,0.0034624-0.00077049i,0.0038659-0.001139i,0.0020263-0.0010654i,-0.00037324-0.00078515i,-0.0017387+0.0013359i,-0.0011791+0.0037437i,0.00071105+0.0034072i,0.0015335+0.0020508i,0.00069709+0.0014277i,-3.6376e-05+0.0016126i,0.00019896+0.00094316i,0.00089388+0.00021346i,0.00030119+0.00018204i,-0.00025801+0.0004147i,-7.6887e-05+8.3129e-05i,0.0003248+1.2491e-05i,0.00063946+0.00049859i,-0.00028638+9.6101e-05i,-0.00079069-0.00039514i
0.0020667-0.0020926i,0.00027455-0.0024637i,0.00014942-0.0031002i,-0.00014934-0.0028254i,-0.0020617-0.0014546i,-0.0017024-0.00046959i,8.8581e-05-0.00029694i,0.0010312+0.00074257i,0.0016734+0.0019244i,0.0035305+0.0017286i,0.0042612+0.0010201i,0.0027989+0.00080495i,0.0012841+0.0014645i,0.0011466+0.0021895i,0.001221+0.0015581i,0.0011206+0.00036025i,0.0010065+0.00017174i,0.00024545+0.0001715i,-0.00014214-0.00017839i,-0.0001957+8.696e-05i,-0.00034036+0.00034057i,-0.00040154+3.8344e-05i,-1.2465e-05-0.00016806i
-0.00019895-0.0010979i,-0.00048182-0.00081262i,-0.00028399-0.00031044i,0.0007+0.00068481i,0.00091518+0.0010383i,0.001498+0.00065826i,0.0020984+0.00017465i,0.0021042-0.00054492i,0.0030578-0.0012223i,0.0022711-0.0026999i,0.00060105-0.0040988i,0.00037171-0.0038569i,0.0008304-0.0025213i,0.00098429-0.0012507i,0.00061845-0.0004686i,0.00027558+0.00065534i,0.00048118+0.0015422i,0.00030872+0.0011786i,0.00017096+5.7929e-05i,0.00060564-0.00049712i,0.00096808-0.00034948i,0.00065285-0.00015298i,-0.0003545-5.0988e-05i
-0.00068196-0.001761i,-3.4562e-05-0.00070816i,-0.00046397-0.00012863i,0.00037856+0.00097583i,0.0020515+0.0015662i,0.0027737+0.00099796i,0.0021818+0.00014638i,0.00096848-0.0014859i,-0.00088821-0.0031753i,-0.0029891-0.0038783i,-0.0042461-0.0030669i,-0.0033379-0.0017859i,-0.0012368-0.0013502i,-0.00043516-0.00077584i,0.00029691-0.0003695i,0.00099443-0.00028389i,0.00072687+0.00052431i,0.00058013+0.00083568i,0.00057327-0.00015032i,0.00091516-8.647e-05i,0.00064955+0.00064377i,-0.00010759+5.2814e-05i,-3.7533e-05-0.00078695i
-0.00071076-0.0012381i,-0.0020878-0.00069697i,-0.0019192-0.0012402i,0.00014797-0.0011757i,0.0019899-0.00064839i,0.0022717-0.00053548i,0.0024646-0.0014445i,0.00086882-0.0029467i,-0.0020885-0.0030019i,-0.0040854-0.00074217i,-0.0046846+0.0013392i,-0.0030757+0.0025408i,-0.0012281+0.0024921i,-0.00047175+0.0013945i,-3.983e-05+0.00056958i,0.00018762+0.00040129i,0.00034457+0.00051177i,0.00045505+0.00068449i,-4.0934e-05+0.00050827i,-0.00045516+0.00058637i,-0.00075481+0.001286i,-0.00032232+0.0014169i,0.00047053+0.00018624i
0.0021607-0.0012492i,0.0025174-0.0020254i,0.0017861-0.0035783i,0.0012883-0.0048737i,0.0011458-0.0040194i,0.00080629-0.0022711i,-0.00032649-0.0018019i,-0.0022297-0.0015785i,-0.0030081-0.0002593i,-0.0024405+0.0021312i,-0.0012281+0.0044394i,-0.000103+0.0045858i,0.00026048+0.0030501i,-0.00012356+0.0014195i,-0.00014498+0.0013812i,-0.00011006+0.0011713i,-0.00042022+0.00045951i,-0.00015933+0.00011013i,0.0011547-0.0009511i,0.0015276-0.00046104i,0.00074833-0.00013011i,0.00077773-0.00022004i,0.00086272-4.6295e-05i
0.0019497-0.00091563i,0.0010568-0.00074543i,0.000387-0.00066579i,0.001021+6.6399e-05i,0.0013835-0.00026285i,0.00064342-0.00086804i,-0.00053578+8.3706e-06i,-0.0020033+0.0011621i,-0.0022927+0.0025338i,-0.00033893+0.00306i,0.0029008+0.0023408i,0.0043227+0.0013042i,0.0027087+0.0011154i,0.00089448+0.0015461i,0.00048705+0.0017055i,0.00079181+0.0010658i,0.00055991+0.00072597i,0.00020534+0.001109i,4.5916e-05+0.00050377i,0.00048126-0.00099635i,0.00096471-0.0010856i,0.00040893-0.00040256i,-0.00018596-0.00085735i
0.0017418+0.00087799i,0.0018003-4.3709e-05i,0.0014224-0.0018719i,0.0014632-0.0019504i,0.0016276-0.0011247i,0.00081854-0.0012509i,0.00032386-0.0015834i,1.857e-05-0.0010451i,0.00044962-0.00062005i,0.0026471-0.0014513i,0.0037837-0.0028846i,0.0026425-0.0033012i,0.0007306-0.0019029i,0.00014242-0.00072665i,0.00086443-0.00026572i,0.0014474+4.2277e-06i,0.0014084-0.0002718i,0.00042989+3.6518e-05i,-7.4157e-05+0.0004227i,0.00031023-0.00040018i,-1.104e-05-0.00040314i,-0.00014737-0.00050891i,-0.00036151-0.00088755i
-0.00067771-0.00043415i,-0.00063261-0.0011357i,4.2152e-05-0.00073907i,0.0011676+0.00058093i,0.0017724+0.00050179i,0.0014337+0.00016868i,0.0012753-9.3502e-05i,0.0018713-0.0004365i,0.0016665-0.001303i,0.00034605-0.002703i,-0.001402-0.0042535i,-0.0031327-0.0045812i,-0.0025761-0.0030057i,-0.00041361-0.0018434i,0.00070463-0.0012976i,0.00072478-0.0011056i,0.00046812-0.0011447i,0.00079-0.00035795i,0.00045418+0.00066345i,-0.00076363+0.00074629i,-0.0010141+0.00064293i,-0.00091726+0.00045242i,-0.0003498+1.8562e-05i
-0.00066321+0.00036183i,-0.00076051-0.00019755i,-0.0010654-0.0011692i,3.5334e-05-0.00073404i,0.0024432-0.00055435i,0.0028762-0.00053167i,0.001708-1.6099e-05i,0.00085889-0.00087183i,-0.00019336-0.0017477i,-0.0019165-0.0021111i,-0.0031143-0.0013213i,-0.0033316+0.00062966i,-0.0026092+0.00073169i,-0.0012914-0.00017153i,-0.00019641-1.4399e-05i,0.00056426+0.0010328i,0.00061502+0.0011383i,0.00062341+0.00061549i,0.00077941+0.00015037i,0.00063252+0.00092113i,4.8095e-05+0.00097637i,-0.00063573-4.5825e-05i,-0.0011614-0.00057331i
0.00033544-0.0032097i,-0.00014464-0.0044695i,-0.00048096-0.0045842i,-7.8456e-05-0.0028786i,0.00036256-0.0006151i,0.0011269-0.00037179i,0.0012168-0.0010303i,-0.0003766-0.0017117i,-0.0025917-0.0025097i,-0.0039673-0.00072814i,-0.0034019+0.0020509i,-0.0012445+0.003465i,0.00043929+0.0034062i,0.0010458+0.0022982i,0.0010673+0.0019032i,0.00082037+0.0019992i,0.00069863+0.0023443i,0.00058189+0.0020859i,0.00084298+0.00082636i,0.0016465+0.00027311i,0.00098155+0.00010633i,-0.00012484+9.8493e-05i,-0.0004755+0.00043151i
0.00027467+0.0016495i,0.0017046+0.0010293i,0.0035171+0.0010246i,0.0043866+0.0010464i,0.0035371+1.5661e-05i,0.0026204-0.00082606i,0.00091563-0.0011928i,-0.0018673-0.00073054i,-0.002903-3.5689e-05i,-0.0018681+0.0010349i,0.00063263+0.0020626i,0.0024143+0.0023993i,0.0023393+0.0021171i,0.00069387+0.0017207i,-7.9637e-05+0.0014364i,0.00045299+0.00099783i,0.00094173+0.00043404i,0.00070054+0.00031248i,0.00030891+0.00024766i,0.00068155-0.00067863i,0.00087137-0.0015071i,0.00063261-0.0016042i,0.0010938-0.001128i
0.0010753+0.0012238i,0.00043321+0.00055346i,0.00014049+0.00045135i,0.0019495+0.00052219i,0.0037999-4.2863e-05i,0.0032249-0.00014296i,0.0019705+0.00048743i,-0.00020896+0.0012233i,-0.0013687+0.0016609i,0.00025603+0.0016881i,0.0023521+0.00024893i,0.0025342-0.0012572i,0.001863-0.0013513i,0.0012099-0.00060205i,0.00047031-0.00041451i,0.00026783+5.7799e-05i,-2.2916e-05+0.00032715i,-9.6171e-05-0.000428i,0.00027168-0.0004881i,0.00068191-0.00040013i,0.00063407-0.00065076i,0.00031437-0.00094178i,-0.00019797-0.0011288i
-0.0014442-0.0014936i,-0.00086065-0.0013484i,-0.00019024-0.00071829i,0.0013053-0.00086795i,0.0027151-0.00066358i,0.0036595-0.00052841i,0.0029871+1.9671e-05i,0.0012678+0.001189i,0.00059097+0.0011486i,0.0013544-0.00059741i,0.0014037-0.0024292i,0.00032648-0.0027057i,0.00020208-0.0015927i,0.00095166-0.00034397i,0.0010632+3.2613e-05i,0.00064089+0.00017361i,0.00050484+3.2167e-05i,1.3975e-05+0.00027693i,-4.6671e-05+4.7414e-05i,-5.4949e-05-0.00051975i,-0.00027396-0.00075195i,-1.3344e-06-0.00069356i,-0.00033793-0.00031205i
0.0041864-0.0036816i,0.0018576-0.003664i,0.0006027-0.0046305i,-0.00059987-0.0047695i,-0.00065969-0.002873i,0.0013254-0.0012406i,0.0022078-0.0015602i,0.0015842-0.0019516i,0.00084932-0.0017717i,0.00051451-0.0018274i,-0.00072444-0.0018278i,-0.0027918-0.00061125i,-0.0022697+0.00058319i,4.8131e-05+0.00021366i,0.00085204-0.00020543i,0.00093555-0.00030196i,0.0015928-0.00065815i,0.0016462-0.00086324i,0.00090233-0.00060128i,-0.00022793-0.00020858i,-0.00088459+0.00031272i,-0.00069984+0.00048182i,0.00023768-9.8339e-05i
0.00034885-0.0016391i,-0.0011138-0.0017577i,-0.0019827-0.0024833i,-0.0013325-0.001157i,-0.00053168+3.5846e-05i,0.0011066-0.000998i,0.0021628-0.0031902i,0.0014234-0.0037401i,-9.7231e-05-0.0021147i,-0.0011947-0.001098i,-0.0014817+7.6729e-05i,-0.00097303+0.0017093i,-0.00017442+0.001579i,-0.00025495+0.00070308i,-0.00054904-8.3481e-05i,0.00011246+0.00016905i,0.00058573+0.00044318i,-0.00012923+0.00030451i,-0.00019993+0.00056698i,0.00070696+0.0013292i,0.00038788+0.0010607i,-2.9051e-05+1.2167e-05i,-8.3854e-05-0.00028765i
-0.0013343-0.0012203i,-0.00097925-1.7023e-05i,-0.00031095+0.0016209i,0.00010841+0.0024682i,0.0012046+0.0013748i,0.0028092-0.00031709i,0.0020874-0.0016191i,-0.0011412-0.0023374i,-0.0031103-0.0017012i,-0.0017893-0.00085126i,0.00010771-0.00037678i,0.00048711+0.00017395i,0.00073651-0.0001309i,0.00053649-0.00045538i,0.00041771+7.8529e-06i,0.00024914+0.00042007i,-0.00021453+0.00080582i,0.00038017+0.0010437i,0.0011871+0.00056364i,0.0014901-0.00027122i,0.0015802-0.00037543i,0.0015486-0.00018746i,0.00068263+0.00027031i
0.0010283-0.0020117i,0.00087545-0.0029866i,0.0010363-0.0029805i,0.0018498-0.002362i,0.002449-0.001519i,0.0012954-2.7129e-05i,-0.0011521+0.00080181i,-0.0025941+0.00093342i,-0.0033611+0.00127i,-0.0023763+0.0014738i,-8.4258e-05+0.00086244i,0.00085308+6.7964e-07i,-1.6776e-05+2.2602e-05i,-0.00054064+0.00093938i,0.00067075+0.0011922i,0.0013766+0.00029901i,0.00065612+0.00028544i,0.0004619+0.00033881i,0.00075741-0.0006556i,0.00082487-0.0011404i,0.0006535-0.0015001i,0.00040353-0.0012395i,0.00052403-0.00037335i
-0.001843+0.0004823i,-0.0024381-0.0010516i,-0.0017803-0.001971i,0.00060746-0.0013954i,0.0019965-0.00042086i,0.0019148+0.00042854i,0.00096354+0.0010246i,-0.00021134+0.0012618i,-0.00068775+0.0014804i,-0.00012806+0.00094415i,0.00041832-0.00067257i,-0.00034427-0.0019742i,-0.00036968-0.0020291i,0.00084769-0.00052846i,0.0018075+0.00071898i,0.0016981+0.00050563i,0.00074749-5.1275e-05i,-5.2131e-05-0.00067796i,0.00022873-0.0016363i,0.00049288-0.0013118i,-0.00029324+5.4825e-05i,-0.0011403+0.00049112i,-0.0011339-0.00035709i
0.00068408+0.00094647i,0.0020789-1.8597e-05i,0.0015296-0.00061492i,0.0017647-0.00076954i,0.0034895+5.5587e-05i,0.0041754+0.00016039i,0.003818-0.00044203i,0.002822+0.00044494i,0.0014633+0.0011135i,-0.00016579-2.0341e-05i,-0.00076419-0.00050845i,-0.0010002+0.00046322i,-0.001262+0.0018144i,-0.00034876+0.0017882i,0.00068675+0.00072159i,0.0013706+0.00024878i,0.0010897+0.00048628i,0.00036262+0.0009315i,0.00035169+0.00035459i,0.00075594-6.0262e-05i,0.0006139+0.00021204i,0.00035729-9.4107e-06i,0.0012473-6.8131e-05i
0.00047268+0.0012022i,0.0014202+0.00049372i,0.0024366-0.00011519i,0.0034571+0.00013968i,0.0040865-0.0010022i,0.0031569-0.0030148i,0.002065-0.00321i,0.0017593-0.0031343i,0.00076435-0.0026313i,-0.00052261-0.0016877i,-0.00059148+5.1203e-05i,0.00023587+0.0018613i,0.00087591+0.0018107i,0.001069+0.00066037i,0.00067254-0.00020726i,0.00045935-0.00010337i,9.8879e-05+0.00032568i,9.5154e-05+0.00050377i,0.00070137+0.00034123i,0.00068056-8.0704e-06i,0.0001259-0.00053145i,-0.00063628-0.00097366i,-0.00045513-0.00091652i
0.00020914+0.00054684i,0.001295-4.6277e-06i,0.0020157-0.00023632i,0.0029849+6.4746e-05i,0.003736+0.00054586i,0.0023654-0.00014617i,0.00054355-0.0019837i,-0.00018445-0.0030932i,-0.00070655-0.002532i,-0.00033271-0.00091424i,0.00092338+8.2769e-05i,0.0019221+0.00023923i,0.0013787-0.0009002i,0.00035179-0.0024801i,0.00027054-0.0016937i,0.0010999-0.00099508i,0.0010246-0.00024529i,0.00012685+0.00038557i,-0.00028889+0.0004307i,0.00035075+0.00054234i,0.00092813+0.00036196i,0.00069989+0.00056997i,-0.00014718+0.00066276i
-0.00048685-0.0011984i,-1.903e-05-0.002462i,0.00063305-0.0025446i,0.00043582-0.00050244i,0.00033696+0.0011522i,-0.00029044+0.00139i,-0.0015638+0.00018592i,-0.0028478-0.00039494i,-0.0028014-0.00077105i,-0.0012081-0.0010435i,0.00055856-0.00062658i,0.0016885-0.00073751i,0.0010447-0.0013304i,-0.00031294-0.00069691i,-0.00077739+0.00060973i,-0.0011566+0.0011434i,-0.0010068+0.00039792i,2.3816e-05-0.00083559i,0.00075584-0.00071063i,0.0015501-0.0001367i,0.0012115-2.7898e-05i,0.0002243-0.00030635i,-0.00019918-0.00096699i
-0.00023445-0.00077203i,-0.00063741-0.0014106i,-0.00012767-0.0012728i,0.00067676+0.00062125i,0.00094806+0.00082022i,0.00033854+0.00097276i,-4.5073e-05+0.0015501i,-0.00065569+0.0015264i,-0.0014731+0.00078559i,-0.0014522+0.00029581i,-0.00063208-0.0004878i,-0.0006422-0.0016679i,-0.0019348-0.00066929i,-0.0021282+0.0011436i,-0.00077265+0.0017506i,0.00064873+0.0013852i,0.0010261+0.00090556i,0.0011627+0.00047635i,0.0012803-0.00021703i,0.00088602-0.00034394i,0.00048963-0.00086182i,0.00041231-0.0011583i,0.00029468-0.00054605i
-0.00098056-0.0026284i,-0.0014715-0.002254i,-0.00071882-0.0017334i,0.0011634-0.00066685i,0.0034148+0.00017306i,0.0047395-0.00041713i,0.003339-0.0010443i,0.0011416-0.00024083i,-0.00021779+0.00062636i,-0.00063122+0.00026851i,-0.00096699-0.00055627i,-0.0016498-0.00011698i,-0.0007749+0.001907i,0.0013552+0.0025718i,0.0021134+0.0019407i,0.0017284+0.001114i,0.00070843+0.0010504i,-6.1396e-05+0.0017246i,-3.5386e-05+0.0014083i,-0.00047268+0.00018843i,-0.00058236-0.00059652i,-0.00015204-0.00090946i,0.00015009-0.00032352i
