-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
0.00015833+0.0011174i,3.2826e-06+0.001151i,-0.00012999+0.0011703i,-0.00066146-0.00029589i,-0.0018246-0.0013762i,-0.0018039-0.00056563i,-0.00091333-0.00052202i,-0.00012304-0.00091118i,-0.00022373-0.00054606i,-9.8811e-05-0.00055323i,0.00033484+8.8463e-06i,-0.00030778+0.0005561i,-0.00072353+0.0006493i,-0.00019116+0.00062481i,-6.2236e-05+0.00059464i,-0.00043681+0.00051749i,-0.00055547+0.00019447i,-0.00028245+0.00036459i,-2.4761e-05+0.00075188i,0.00015785+0.00040905i,9.6873e-05+0.0002252i,-0.00029223+0.00047403i,-1.7968e-05+4.351e-05i
-0.0008261-0.00079443i,-0.0010466-0.00046634i,-0.000692-7.0407e-05i,-0.0013635+0.00075597i,-0.0023424+0.0010837i,-0.0014449+0.00091432i,-7.9237e-05+0.00028738i,-0.00020902-0.00099817i,-0.00048687-0.0016507i,-0.00057427-0.00010293i,-0.00079628+0.0005359i,-0.00059963-0.00018918i,-0.00026175+0.00017783i,-7.3443e-05+0.00052519i,-0.00036052+4.5566e-05i,-0.00031183-0.00023379i,0.00014164+0.00054051i,0.00013813+0.0010423i,-0.00043907+0.00015897i,-0.001074-0.00096912i,-0.00068104-0.00057309i,-0.0002385+7.3988e-05i,0.0003789-0.00023343i
0.0012643-1.9801e-05i,0.0012494-0.00022548i,0.00073143-0.00065625i,-0.0017031-0.0014435i,-0.0037414-0.001102i,-0.0030873-0.00069645i,-0.001475-0.00034932i,-0.00054197+0.00014066i,-0.00070166-0.00011138i,-0.00078048-0.00028178i,4.4504e-05-0.00020518i,0.00031898-4.6941e-05i,0.00033081+0.00062329i,0.00016739+0.00062729i,0.00026605+0.00046581i,0.0009683+0.00026076i,0.00072612-0.00065843i,-0.00030317-0.0011392i,-0.00030714-0.00026891i,-0.00042407+0.00015568i,-0.00099897+0.00010785i,-0.00072115-0.00028832i,0.00038951-0.00047003i
-0.00018655-0.00073661i,-0.00011397+8.7254e-05i,-0.0015067-0.00010072i,-0.002465+0.0008461i,-0.0038167+0.0021808i,-0.0036246+0.0013696i,-0.00092948+0.00030351i,0.00037231-0.00029841i,2.2612e-05-0.00090941i,0.00033987-0.0008957i,0.00088758-0.00082259i,0.00077251-0.0012482i,6.7022e-05-0.00038729i,-4.9984e-05+0.00013826i,9.2168e-05-0.00014965i,-0.00083607-0.00011253i,-0.0019622-5.0768e-05i,-0.0018746-0.00064234i,-0.0010176-0.00066584i,-0.00030323-0.00075509i,-0.00051548-0.00022345i,-0.00083733+0.00012915i,-0.00090239-0.0001145i
-0.00047157+0.000322i,-0.00041839+0.00049394i,0.00029292-0.00030172i,-0.00046322-0.0011449i,-0.0023164-0.0011078i,-0.002972-0.00011822i,-0.0013434+0.00044667i,-0.0001798+0.00013674i,-0.0007942-0.00011236i,-0.0002633-5.2176e-05i,3.3084e-05-4.812e-05i,-0.00024353+0.00025532i,-0.00052705+0.00046474i,-6.1142e-07+0.00078513i,5.6766e-06+0.001026i,-0.00017685+0.00020261i,0.00039087-0.00014467i,0.00021754-0.00026383i,-0.00019786-0.00058974i,-2.7987e-05-0.00046647i,0.00039959+0.00034923i,0.00011643+0.00051436i,-0.00023555+0.00031564i
-0.00071132+0.0010001i,-0.0016441+0.0019528i,-0.0024694+0.0024313i,-0.0027703+0.0018513i,-0.0022442+0.00061782i,-0.0010748+0.00046185i,-7.2077e-05+0.00039987i,0.00012527-0.00040344i,-0.00033818-0.00023669i,0.00018833-0.00040962i,0.00073813+0.00011251i,-0.00017536+0.0011035i,-0.00050831+0.00038564i,0.00047578-0.0003464i,0.00044825+2.4211e-05i,4.5853e-05-0.00013384i,0.00025931-0.00015865i,0.00037804-0.00026831i,-7.0843e-05-0.00042217i,-0.00086114-6.0644e-05i,-0.00086019+0.00042659i,-0.00011966+0.00064467i,-0.00019415+0.00011261i
-0.00082303+0.0011143i,-0.00048809+0.0012342i,-7.2814e-05+0.00084285i,-0.00075833+0.0004398i,-0.0015125-0.00019303i,-0.0016833-0.00037897i,-0.00052154-0.00077494i,7.4075e-05-0.00092726i,-0.000441+0.00011103i,5.4639e-05+0.00022646i,0.00023929+0.00077261i,-0.0002608+0.00091873i,-0.00071207-0.00033212i,-0.00076555-0.00072833i,-0.00079705+0.00014334i,-0.0011817+0.00089558i,-0.00083033+0.0003838i,-0.00041142+0.00019972i,-0.00038962+0.00030716i,-0.00056255-0.00022971i,-0.00065902-0.00044717i,-0.00021151-0.00029689i,0.00031481-0.00024212i
0.0016537+7.6907e-05i,0.00086957-9.577e-05i,-0.00016582-0.00055778i,-0.0017752-0.0012258i,-0.0039384-0.00098729i,-0.0038621-0.00031895i,-0.0014824+0.00045902i,-8.5112e-05+0.00045397i,4.9235e-05-0.00020342i,-2.6826e-05-0.00047015i,-0.00014155-0.00045101i,0.0007401-0.00017061i,0.000648+0.00020486i,8.6867e-05+0.00059275i,0.00067056+0.00040523i,0.00098977+0.00085893i,-1.9056e-05+0.00060814i,-0.00018053-0.00076119i,0.00032586-0.00069028i,-0.00047204-0.00014084i,-0.0004721+2.1164e-05i,-0.00020799+0.00039376i,-0.00036359+0.00026893i
-0.00084672+0.00036126i,-0.00092822+0.00086189i,-0.00038977+0.00040681i,-0.00085662-0.00028048i,-0.00193+9.4402e-05i,-0.0024586+0.00055926i,-0.0021233+0.00037893i,-0.0012508+9.3718e-05i,-0.00064441-0.00040003i,-8.627e-05-0.0001258i,2.1342e-05+0.00022652i,-0.00038917+0.0002196i,-0.00082907+0.0010451i,-0.00066877+0.0014481i,0.00011725+0.0012029i,-0.00029477+0.001052i,-0.00040477+0.00071651i,-0.00036944+0.00028498i,-0.0010601+3.7384e-05i,-0.001028+0.00016723i,-0.00034304+0.00049437i,-0.00051397+0.00016434i,-0.00053117-0.00027887i
-0.0011558+0.0022507i,0.0001013+0.0029542i,0.0011595+0.0023505i,0.00058051+0.00040841i,-0.0012069-0.00073697i,-0.0025935+8.5143e-05i,-0.0021124+0.00029735i,-0.0015394-0.00054078i,-0.0011141-1.5395e-05i,-0.00020085+0.00040359i,-4.4714e-05+0.0003246i,-0.00063606+0.00015211i,-0.00079276+0.00037996i,-0.0013825+0.00072i,-0.0011599+0.00040006i,5.1741e-05+0.00078704i,-0.00034217+0.001224i,-0.00068182+0.0013553i,-0.00045242+0.0014794i,-0.00050581+0.00034848i,-0.00049941-0.0010465i,0.00017816-0.0015178i,0.00056211-0.00045326i
-0.00014939-0.0012842i,0.00024806-0.00066811i,-7.1135e-05-0.0015403i,-0.0013714-0.0016119i,-0.0032462-0.00050382i,-0.0033702+0.0009458i,-0.0010734+0.0010202i,0.00040434-0.00078414i,7.5885e-05-0.0013972i,0.00014982-0.00024294i,0.00042895+0.00066155i,0.00020188+0.00049248i,-5.7183e-05+0.0003655i,0.00037556+0.0004889i,0.0010877-3.8455e-06i,0.00070751+0.00014259i,0.00065601+9.1662e-05i,0.00081231-0.00059128i,0.00046812-0.0010734i,0.00048554-0.00070051i,0.000125+3.2668e-05i,-0.00022649+0.00030675i,-0.00035756-0.00026892i
0.00028575+7.1982e-05i,1.0341e-05+0.00011087i,-0.00063398+0.0014684i,-0.0010394+0.0020653i,-0.00118+0.0013626i,-0.0013392+0.00055803i,-0.0011444+0.00030992i,-0.00091562+0.00042422i,-0.0011844+0.00039047i,-0.00095182+0.00057603i,-0.00020281+0.00064842i,0.00042758-0.00036146i,0.0003461-0.00063822i,-7.8192e-05+0.00018805i,-0.00039705+0.001078i,3.0919e-05+0.0012351i,0.00046915+0.00063574i,0.00056514-0.00025595i,0.00059551-0.00036036i,7.2641e-05-0.00055437i,-0.00051762-0.00062678i,-0.0004552-3.8912e-05i,3.2861e-06-0.00012302i
-0.0026876+3.5532e-05i,-0.00066129+0.00079614i,-0.00017307+0.0022054i,-0.0012709+0.0022885i,-0.0012613+0.0012249i,-1.8786e-05+0.00015301i,0.0011257-0.0010032i,0.00041453-0.0017483i,-0.0010995-0.0007713i,-0.0012009+0.00046326i,-0.00036782+0.00022833i,-1.0074e-05+5.4182e-06i,-0.00013396+0.00041712i,0.00010099+0.00067679i,0.00020515+0.00086689i,0.00018157+0.0010461i,-4.3888e-05+0.00030599i,-0.00033755-0.00022132i,0.00017443+0.00010904i,0.00022182-0.00015984i,-0.00024813-0.00059948i,-0.00035644-0.00020967i,-0.0008694-0.00012672i
0.00023447+0.00041755i,-0.0009888+0.0015432i,-0.0012828+0.0031681i,-0.0019696+0.0022294i,-0.0036261+0.00045317i,-0.0024699+0.00044078i,-0.00067916-1.127e-05i,-0.00070226-0.00045567i,-0.00054775-0.00080549i,4.7456e-05-0.00033576i,-0.00014314+3.7351e-05i,-0.00059895-0.0007755i,-0.00042675-0.00063412i,-0.00054992+0.00071836i,-0.00029857+0.00073896i,4.647e-06+0.00058761i,-0.00041206+0.00079681i,0.00013804+0.00022028i,0.00062498-0.00061767i,0.00034717-0.00066702i,0.00032271-0.00027551i,0.00015631-0.00026107i,0.00027909-6.2372e-05i
-0.0014028+0.00046541i,-0.0012132+0.00084509i,-0.0016519+0.00083988i,-0.0017278+0.00061823i,-0.0014381+0.00025965i,-0.0012119+0.00071857i,-0.00073067+0.00062007i,1.8453e-05-0.00061524i,-0.00031977-0.00043824i,2.4648e-05+0.00012401i,0.00021063+0.00028362i,-0.00036113+0.00053782i,-0.0002461+0.00062028i,0.00038894+0.00029764i,0.00062023+0.00074113i,0.00062574+0.0016491i,5.965e-05+0.0013575i,-0.0003065+0.0007873i,-0.00012529+0.00041985i,0.00010702+0.00014396i,-1.675e-05+5.9986e-05i,-0.00016233+0.0002836i,0.00014984+1.5755e-05i
-0.00081157+0.0021666i,-0.00032335+0.0013977i,-0.00016812+0.00067001i,-0.00062007-0.00013005i,-0.0021464-4.5732e-05i,-0.0027166-0.00057027i,-0.0016562-0.00092654i,-0.00074447-0.0010401i,-0.0006488-0.00047249i,-0.00048912+0.00019905i,0.00058338+0.00018893i,0.00034719+0.00036347i,-0.00051085+0.00050446i,0.00028211+0.00029487i,0.0013023+0.00063508i,0.0010734+0.000824i,0.00038185+0.00053493i,-0.00039522+6.2524e-05i,-0.00016926-0.00011843i,0.00019833+0.00025424i,-0.00044426-0.00073492i,-0.0003022-0.00093694i,0.00050626-6.2705e-05i
-0.0011561+0.00015852i,-0.0010484+0.00077867i,-0.0011929+0.0018224i,-0.0019103+0.002347i,-0.0017315+0.0012178i,-0.0010481+0.00032667i,-0.00024367+0.00031786i,-8.4547e-05-0.00087443i,-0.00069455-0.0010675i,-0.00092128-4.7935e-05i,-0.00067909+0.00023902i,-0.00040327-0.00010644i,-0.00047898-4.7213e-05i,-0.0011201+0.00024171i,-0.0011282+0.00012617i,-0.00029628+0.00034909i,-5.8235e-05+0.00094582i,-0.00063936+0.0010547i,-0.00050372+0.00068088i,1.7478e-05+0.00024853i,-0.00045172+0.00022584i,-0.00051723+0.00059015i,-1.8375e-05+0.0007491i
0.0020739-0.00040859i,0.0010766-0.0012485i,0.00068941-0.0015142i,-0.00025985-0.0018109i,-0.0027859-0.002017i,-0.0040815-0.0011094i,-0.0017669+0.00023271i,0.00038088+2.1592e-05i,-0.00013458-0.0002236i,-0.00025051-0.00016632i,0.00040295-0.00081215i,0.00032419-1.0311e-05i,0.00017387+0.00075429i,0.00023867+0.00057733i,0.00096302+0.00073297i,0.0011605+0.0011778i,0.00056478+0.0014242i,0.00022783+0.00092498i,-0.00041747-1.3187e-05i,-0.00071132-0.00024299i,-0.00063987-0.00018498i,-0.0011248+0.00032072i,-0.0011599+0.00060244i
-0.00031152+0.0014952i,0.00026104+0.0027949i,-0.00084527+0.0026967i,-0.0020462+0.0014644i,-0.0017723+0.00022706i,-0.0014576+0.00032002i,-0.00043743+0.00037398i,0.00050752-0.00030797i,-0.00030598-0.00055246i,-0.00068704-0.00079319i,-0.00022565-0.00059716i,-0.0012483+0.00012733i,-0.0015319+0.00034385i,-0.00025896+0.0005755i,8.4571e-05+4.5749e-05i,1.2372e-05-0.00010485i,9.6574e-05+0.00038246i,0.00060754+0.00042993i,0.0007206+6.4233e-05i,0.00055269-0.00064887i,0.00084414-0.00024927i,0.0010562+0.00058918i,0.00049661+0.00024157i
0.0023174-1.4389e-05i,0.00073881-0.00053562i,-0.00044554-0.0014837i,-0.0012178-0.00163i,-0.0027862-0.0003637i,-0.0035454+0.00059727i,-0.0023475+0.0010417i,-0.00086765+0.00060917i,-4.367e-06-1.7117e-05i,0.00042478-0.00057793i,0.0002397-0.0010777i,-7.2712e-05-0.000318i,-1.2018e-05+0.00087091i,0.00020463+0.0014508i,0.00063222+0.0012133i,0.00067752+0.00084321i,0.00014831-6.4333e-05i,-0.0003775-0.00017683i,3.0373e-05+0.00033444i,0.00067949+4.268e-05i,0.00047272-0.00024385i,0.00052791-0.00034301i,0.0005771-0.00017234i
-0.00057747-0.0010717i,-0.0012036-0.001344i,-0.0023935-0.0018919i,-0.0039505-0.0010365i,-0.005357+0.0010071i,-0.0042754+0.0018972i,-0.0011253+0.0011623i,0.00018086-0.00072199i,-0.00017468-0.0017878i,-0.00080591-0.00070943i,-0.00021027+0.00035547i,0.00027575+0.00023117i,0.00099857+9.0032e-05i,0.0024715-0.00016453i,0.0022253-0.00047474i,0.00048089+0.000129i,-0.00018987+0.00047278i,0.0004083+0.00049788i,0.00022133+0.00032942i,-0.00019581-0.00034599i,7.2786e-05-0.0011076i,-0.00015682-0.0010162i,0.00035623-0.0008988i
-0.00010763-0.0011266i,-0.0007443-0.001172i,-0.0009694-0.00037939i,-0.0013118+0.0002861i,-0.0034449+0.00094848i,-0.0039151+0.0016421i,-0.0019637+0.0012441i,-0.0010368+0.00036235i,-0.0010789+0.00055323i,-0.0012557+0.00072085i,-0.0010267-0.00018762i,-0.00026202+6.8441e-05i,-0.00028595+0.00055982i,-0.00063997+0.00030791i,-0.00076924+0.00044017i,-0.00091699+0.00050625i,-0.00063977-0.00034801i,-0.00064759-0.00095705i,-0.00052003-0.00041863i,5.8977e-05-0.00051313i,0.0001123-0.00042543i,0.00022938+7.998e-05i,0.00044079+0.00011904i
0.00064224-0.00074334i,0.00081116-7.4643e-05i,0.0010223-0.00019134i,-0.00053489-0.00076783i,-0.0023619-0.0012649i,-0.0017887-0.00062797i,-0.00062776-0.00015612i,-0.00017516-0.00081766i,-0.00036575-0.0011759i,-0.00076254-0.00046029i,-0.00021577-0.0001129i,0.00039478+0.00035871i,5.9604e-05+0.00077814i,0.00010198+0.00063899i,-7.2777e-05+0.00030083i,4.1092e-05+0.00049489i,0.00086738+0.00092685i,0.00084832+8.848e-05i,0.00086312-0.00051523i,0.00063916-0.00041947i,0.00029477-0.0005264i,0.00026593-0.00012172i,-0.00024437-6.7123e-05i
-0.00054942-0.0023073i,-0.00083585-0.0014511i,-0.0024665-0.00034087i,-0.004278-0.00011224i,-0.0046823-0.00028559i,-0.0032108+0.00062104i,-0.0011443+0.0014343i,-0.00094954-0.00035206i,-0.0016281-0.0020831i,-0.001496-0.0014481i,-0.00062651-0.00046511i,-0.00086657+0.00062852i,-0.00046415+0.00096682i,0.00068757+0.00045404i,0.0009359+0.00017693i,0.00086648+5.8548e-06i,0.00073398+0.00017176i,0.00051806+0.00018571i,0.0003942-0.0001142i,0.00018166-0.00042504i,-0.0005345-0.00060759i,-0.00041435-0.00073103i,-1.2021e-05-0.00061211i
-0.00074209-0.00047556i,-0.0022327+0.00080779i,-0.0021719+0.0012927i,-0.0019802+0.00069343i,-0.0028916+0.00096964i,-0.0025379+0.0020369i,-0.00081307+0.0010782i,0.00041231-0.00079949i,0.00031587-0.00066834i,-0.00030576+0.00018009i,-0.0004085+0.00014391i,-0.00025489+0.00017475i,-0.00018533+0.00063233i,0.00028065+0.00075677i,0.00054651+0.00049978i,0.00068484+0.00048065i,0.00077418+0.00023359i,0.00019492+0.00044456i,-0.00035225+0.0010576i,-0.00040525+0.00015158i,0.00042083-0.00082061i,0.00068571-0.0011779i,-0.00019806-0.00074186i
-0.0017097-0.0015402i,-0.0025436-0.0016867i,-0.0031316-0.001421i,-0.0031662-0.0005835i,-0.0030923+0.00018066i,-0.0028053+0.00073296i,-0.00078627+0.00075225i,0.00035153+6.8332e-05i,-0.00057553-0.00038853i,-0.0008972-0.00045031i,-0.00026668-0.00069769i,-8.1532e-05-0.00023018i,0.00050959+0.00040717i,0.0011702+0.00059i,0.00047824+0.0001798i,-9.892e-05+0.00068306i,-0.00010573+0.00063456i,0.00030268-4.303e-05i,0.0011219-0.0002521i,0.00067655-0.0010534i,-0.00070781-0.00057796i,-0.001064+0.00017035i,-0.00012924-0.00042172i
0.0005549+0.00064181i,-0.00033593+0.00055375i,-0.0012328+1.9382e-05i,-0.0023832-0.0003146i,-0.003678-0.00034456i,-0.0034307+4.706e-05i,-0.0016117+0.00052611i,-0.00013834-0.00026487i,-1.7926e-06-0.00067902i,-0.00029969-0.00044127i,-0.00014837-0.00073354i,0.00070601-0.00073057i,0.00094744+0.00013563i,0.0001204+0.00082247i,-0.00010462+0.00081531i,0.00035009+0.00058097i,0.00053257+0.00010721i,0.00034165-0.00050518i,0.00024628-0.00075381i,0.00061798-0.00075325i,0.00035753-9.3199e-05i,-0.00030749+0.0011958i,-0.00041158+0.0018582i
0.00029559-0.0022838i,-0.0010489-0.0010146i,-0.0021261-0.00070014i,-0.0025656+2.6408e-06i,-0.0030775+0.0023601i,-0.0020316+0.0034555i,-0.00022145+0.0017163i,0.00027953-0.00049251i,-0.00067844-0.00088274i,-0.00059166+7.3328e-06i,0.00065787+0.00036546i,0.00056714+2.0209e-05i,0.00049473+8.2843e-05i,0.0010551+0.00053122i,0.00050399-0.00014383i,0.00010918-0.00063477i,0.00025719-0.00022442i,0.00045925+0.0002515i,0.00084986+5.4126e-05i,0.0010326-0.00058875i,0.00031477-0.00046629i,-0.00039422-0.00063336i,0.0002653-0.00068493i
-0.0013511-0.00065829i,-0.0012127+0.0011494i,-0.001876+0.0016252i,-0.0024733+0.00074885i,-0.00244+0.00030583i,-0.0016911+0.00068966i,0.00017852+0.0010875i,0.00029188+0.00076837i,-0.0012126+0.0008159i,-0.0013393+0.00034518i,-0.00073249-3.2394e-05i,-0.00083668+0.00027347i,-0.0007888+2.7937e-05i,0.00061989+0.00028406i,0.0014038+0.0010416i,0.00057108+0.00088294i,0.00026812-0.00049766i,0.00071303-0.0012384i,0.00086918-0.0011638i,0.00043111-0.0016857i,0.00028995-0.0012579i,-0.00010717-7.4983e-05i,-0.00019097+0.00042483i
-0.001044+0.0018684i,-0.00049248+0.0013203i,0.00022344+0.00094012i,0.00012111+0.00012303i,-0.001607-0.00044659i,-0.0028617-0.001278i,-0.0025539-0.0019912i,-0.001408-0.0015685i,-0.00011491-0.00057822i,0.00080846-5.4558e-06i,0.0010859+0.00029276i,0.00075838+0.00028965i,0.00048221-7.0633e-05i,0.00070509-0.00038301i,0.00054225+0.00026953i,-8.7173e-05+0.00059851i,0.00031947-0.00023742i,0.00053728-0.00067665i,0.00062955-0.00054452i,0.00035329-0.00074779i,3.3781e-05-0.00088411i,0.00031005-0.00048178i,6.0651e-05-0.00048496i
-0.00032722+0.00016564i,-0.00050142-0.00014142i,-0.0011912-0.00014036i,-0.0022074+4.8384e-05i,-0.0027814+0.00070101i,-0.0024802+0.00091174i,-0.0016651+0.00043605i,-0.00048596-0.0002781i,-8.5097e-05-0.0004317i,-0.00026555-0.00056537i,-2.094e-05-0.00079457i,0.0005437-0.00041748i,0.0010157+0.00023816i,0.00061443+0.00037309i,0.00020456-0.00025639i,0.00020065-0.00051172i,2.3724e-05+0.0004523i,1.7955e-07+0.00074132i,0.00022445+0.00056735i,0.00020918+5.1483e-05i,0.00024516-0.00079158i,0.00079165-0.0012777i,0.00016511-0.00089658i
0.00042903+0.00061045i,0.00016976+5.4204e-05i,0.00056883-0.00071383i,-0.00026278-0.0008515i,-0.0025653-0.00083083i,-0.0028613-0.00034054i,-0.0009859-0.00032291i,-0.00041233-0.00092038i,-0.00092228-0.00092157i,-0.0012885-0.00093254i,-0.0010693-0.00084232i,-0.0006758-0.00023241i,-0.00041636+5.816e-05i,-8.8799e-05-0.00016831i,0.00022852-0.00023159i,-4.3713e-05-0.00032702i,-0.00020556-0.00052786i,3.5198e-05-0.00029984i,-1.7554e-05-0.00043339i,-0.00032668-0.00066589i,-0.00025828-0.0005947i,-0.00014283-0.00028443i,-0.00036097+8.5735e-05i
-0.00095225-0.00054689i,-0.0002315-0.00092585i,-0.00047167-0.00099275i,-0.0018946-0.0014968i,-0.0024176-0.00079838i,-0.0017832+0.0001602i,-0.00017644+0.0002224i,0.00066891+8.2922e-05i,0.00022461+0.00010241i,-0.00016465+0.00042141i,-0.00032849+0.00034311i,-7.0422e-05+0.00030377i,0.00035628+0.00015955i,0.00079768+0.00033134i,0.00035462+0.00088324i,-8.0742e-05+0.00095244i,-0.00015623+0.0010297i,-0.00015744+0.00071006i,0.00050184-0.00052102i,0.00065971-0.0011175i,0.00046131-0.0005229i,0.00044421+8.821e-05i,0.00060785-0.00011192i
-0.00016355+0.00091278i,4.2462e-05+0.0012119i,-0.00023531+0.0012475i,-0.0011467+0.0010606i,-0.003093+0.00062747i,-0.0030908+0.00060111i,-0.0016447+0.00012889i,-0.00085067-0.00070852i,-0.00043861-0.00084719i,0.00026794-0.00032027i,-2.8171e-05-0.00054737i,-0.00059691-0.00033686i,-0.00019478+0.0012314i,2.3239e-05+0.0013863i,-0.00081831+0.00023065i,-0.0012233-0.0004229i,-0.00012665-9.7271e-05i,6.2387e-05+0.00037156i,-2.9383e-05+0.00074807i,-7.0511e-05+0.00039204i,0.00015823-0.00059639i,7.2837e-05-0.00060632i,-0.00043882+1.5176e-05i
-0.00069932-0.00062177i,-0.00040095-0.00051716i,-0.0006661+0.0002821i,-0.0016465+0.00053602i,-0.0028072-0.00026478i,-0.0028111-5.1043e-05i,-0.0014529+0.00046909i,-0.00027924-0.00047402i,-0.00043046-0.00090695i,-0.00088053-0.00063752i,-0.00070104-0.00019618i,-0.00062608+0.00023087i,-0.0006957+0.00051297i,-0.0004709+0.000785i,-0.00027909+0.00021507i,-0.00054807+0.00013484i,0.00028041+0.00027187i,0.0012007+7.7034e-05i,0.0012669+0.00012111i,0.0013581-0.00075771i,0.00095909-0.00093861i,8.4086e-05-0.00060685i,0.00037725-0.00036292i
0.00072702+0.00011381i,-0.00019034-0.00023265i,-0.00022076-0.0010086i,-0.0010769-0.00061943i,-0.0033507+0.00039863i,-0.0036345+0.0011901i,-0.001882+0.00054419i,-0.00046087-0.00070214i,-0.00040613-0.00070722i,-0.00070663+0.00036142i,-0.00072485+0.00047048i,-0.00072314-2.7552e-05i,-0.00012914+0.00056299i,0.00034403+0.00058738i,0.00034743+0.00018781i,0.00012067+0.0010726i,-0.00025592+0.00082359i,-0.00050041-0.00080297i,-0.00048877-0.0014511i,-9.3395e-05-0.00094901i,-0.00080441-0.00029229i,-0.00061984+5.0829e-05i,-0.00010947+0.0003828i
-0.0021505-0.00073395i,-0.0027245-0.0013856i,-0.0030867-0.0012775i,-0.0031495+0.00041232i,-0.002915+0.0013959i,-0.0015393+0.0018906i,0.00025324+0.0014397i,0.0012457+0.00045574i,0.00019857+3.0811e-05i,-0.00092419-1.0031e-05i,-0.0011252-0.00011017i,-0.00029155-0.00013049i,0.00057561+0.00010512i,0.00070576+0.00019733i,0.00066208+0.00010157i,-0.00030242+0.00038538i,-0.00088928+0.00055279i,-0.0008693-1.5652e-06i,-0.0012404-0.00081198i,-0.00038605-0.0010837i,0.0010978-0.00031904i,0.00052874+0.00036451i,-0.00036173+7.0974e-05i
0.00033463-7.3654e-05i,0.00090526+8.4881e-05i,0.0013644-0.00035847i,-0.00041277-0.0010095i,-0.0025595-0.00086946i,-0.0024182-0.00080869i,-0.0020463-0.00064581i,-0.0015757-0.00089316i,-0.00048238-0.00093568i,-0.00050323-4.3402e-05i,-0.001111+0.00023954i,-0.0010825+0.00018093i,-0.00044238-0.00021525i,0.00035167-0.00053847i,0.00024334-7.1828e-05i,-3.8177e-05+0.0009958i,-0.00018765+0.0007005i,0.0001352-0.0010783i,0.00029397-0.0012662i,0.00018865-0.00023822i,-0.00016047+0.00032414i,-0.00083643-0.00025746i,-0.0012903-0.00019553i
-0.0025301+0.00068141i,-0.0020214+0.0010319i,-0.0021784+0.00052378i,-0.0028999-0.00015493i,-0.0030465+0.00054471i,-0.001904+0.00061267i,-0.00034293-0.00022373i,-0.00014265-0.00090818i,-0.00041941-0.0009454i,-1.9672e-06-0.00019162i,0.00037128+0.0006884i,-2.8555e-05+0.001133i,-0.00064237+0.00064886i,-0.00057349+0.00026725i,-0.00023781+0.00063806i,-9.6004e-05+0.00083452i,-0.00021787+0.00080207i,-0.00036066+0.0007687i,-0.00013346+0.0010337i,0.00018397+0.0010022i,0.00031671+0.00035854i,0.00019494+0.00020101i,0.00023593+0.00027946i
0.00072553-0.00013967i,0.00066147-0.0011204i,-0.00071456-0.0011576i,-0.0027578-0.00027438i,-0.0035896-0.00090456i,-0.002213-0.00054565i,-0.0006343+0.00049514i,-0.00042503-0.00042494i,-0.00059574-0.00071149i,-0.00047443-0.00075646i,8.3426e-05-0.0016846i,6.3608e-05-0.0011178i,-0.00030435+0.00027715i,-5.192e-05+0.0003906i,-4.25e-05+0.00027335i,-0.00075893+0.00057657i,-0.0011467+6.823e-05i,-0.00092131-0.00035876i,0.00011205-0.00062825i,-1.4332e-05-0.00096542i,-0.00068579-0.0010635i,-0.00082573-0.001144i,-0.00033894-0.00090905i
0.0022365-0.00053585i,0.00218-0.0016683i,0.0010344-0.002581i,-0.0011661-0.0018823i,-0.0033002-0.00036665i,-0.0034343+0.00016901i,-0.0012062+0.00047761i,9.9963e-05-3.4387e-05i,-0.00011699-0.00055599i,-0.00074755-0.00023196i,-0.00049059+0.00037042i,0.00036102+0.0005421i,0.00082836+0.00023453i,0.00081686+0.0011369i,0.00026819+0.0017229i,-9.0778e-05+0.00075324i,-0.00028533-9.6613e-05i,1.5689e-05-0.00073792i,8.0582e-05-0.00061246i,-0.0007461+6.4903e-05i,-0.00068792+0.00022148i,-0.0008102+0.00047897i,-0.00069128+0.00014184i
0.00041129-0.00022883i,9.3652e-05-8.9401e-05i,9.729e-07-0.00064166i,-0.00054923+0.00016295i,-0.0026645+0.0013959i,-0.0031397+0.00056658i,-0.0019413-0.00036538i,-0.0010178-0.00050094i,-0.0009604-0.00054501i,-0.00049737+0.0002761i,0.00047545+0.00042422i,4.9823e-05-0.00042125i,-2.9065e-05+0.00018182i,0.00049523+0.00067674i,-0.00012749+0.00043315i,-9.1014e-05+0.00075342i,0.00028703+0.0013359i,5.7974e-05+0.00096125i,-0.00011738-2.1477e-05i,5.927e-05-0.0011163i,0.00014303-0.00087667i,0.00011146-0.00012089i,-0.00041362+0.00034064i
