-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
-0.0029175+0.0058255i,-0.0045546+0.010191i,-0.012232+0.01398i,-0.019322+0.019198i,-0.0091616+0.032918i,0.017886+0.042436i,0.034264+0.02258i,0.025216-0.0058657i,0.014296-0.014117i,0.013609-0.012407i,0.008861-0.011631i,0.001688-0.0087381i,-0.00089758-0.0035153i,0.00049639+0.0027082i,0.005679+0.006132i,0.010662+0.0037691i,0.010706+0.001223i,0.007131+0.00052213i,0.0034727+0.00050473i,0.0011458+0.00079739i,0.00018522+0.0016743i,0.00030538+0.0016571i,0.00066401-3.3989e-05i
-0.00011704-0.0012392i,-0.0036234-0.0049938i,-0.0017364-0.0063656i,0.012255-0.00182i,0.032414+0.005419i,0.040315+0.0024172i,0.028446-0.010988i,0.011692-0.024327i,-0.0022168-0.030658i,-0.009282-0.026112i,-0.0063233-0.014948i,0.00016157-0.0099616i,0.0015948-0.010161i,-0.00209-0.0088712i,-0.0059388-0.0043822i,-0.007265+0.0030826i,-0.0051211+0.0059067i,-0.001793+0.0018622i,-0.00097774-0.00236i,-0.00089372-0.0035156i,0.00074242-0.0035106i,0.0023043-0.004043i,0.0022971-0.0043996i
0.0030288-0.0011779i,0.0084086+0.0023292i,0.018152+0.0087544i,0.030823+0.0069472i,0.037925-0.02311i,0.026147-0.05702i,-0.0017972-0.050902i,-0.019745-0.017873i,-0.019697+0.0029496i,-0.018012+0.0048577i,-0.014518+0.0036588i,-0.0093168+0.0046568i,-0.0064518+0.004836i,-0.0033968+0.0022173i,-0.0024189-0.0047534i,-0.0059086-0.0089633i,-0.007955-0.0075649i,-0.0061307-0.0049797i,-0.0027071-0.0015209i,-9.8095e-05-0.00021583i,0.00025551-0.0011104i,-0.00088879-0.0021177i,-0.0016811-0.0033224i
-0.00038993+0.0035327i,-0.0036917+0.0053839i,-0.0074478+0.00084283i,-0.013962-0.016387i,-0.030775-0.032691i,-0.045251-0.02894i,-0.039125-0.00778i,-0.021507+0.011434i,-0.0091823+0.020651i,-0.0031236+0.022845i,0.00072076+0.01485i,-0.0012361+0.0053313i,-0.0053671+0.0038943i,-0.0057672+0.0064074i,-0.0015414+0.0081845i,0.0039033+0.0071081i,0.005769+0.0034776i,0.0036551+0.0022842i,0.00080015+0.0028989i,0.00017397+0.0028331i,0.00018949+0.0023469i,-0.00094252+0.0020655i,-0.002003+0.0023845i
-0.0030616-0.0041128i,-0.0026324-0.013446i,0.00062712-0.031162i,-0.0010007-0.044456i,-0.018033-0.031978i,-0.041425+0.0033859i,-0.032977+0.030637i,0.0013765+0.025917i,0.020579+0.0076073i,0.021293+0.00087713i,0.016092+0.0012169i,0.012112+0.00056865i,0.0099648-0.00099101i,0.0041297-0.0017i,-0.0023235+0.00075908i,-0.0041619+0.0057316i,-0.002845+0.0081495i,0.00017227+0.0061609i,0.0021669+0.0026952i,0.0026282+0.00072537i,0.0015355+0.00050154i,-0.00020337+0.00081773i,-0.0017158+0.0021477i
0.0023511+0.0020164i,0.0069026+0.0079439i,0.0074684+0.020072i,0.0060055+0.033256i,0.013917+0.043303i,0.034091+0.046461i,0.041092+0.028304i,0.027131+0.0025311i,0.016362-0.013737i,0.011621-0.02046i,0.0041103-0.01551i,-0.001152-0.0066875i,-0.0012718-0.0026095i,0.0015371-0.0014428i,0.0029266-0.0038233i,9.0415e-05-0.0078623i,-0.0020207-0.0082698i,0.00044392-0.007546i,0.0033539-0.0062941i,0.003248-0.0044156i,0.0032149-0.0028876i,0.0047469-0.0016074i,0.0054802-0.0017999i
-0.0064399-0.00054441i,-0.019456+0.0028403i,-0.035729+0.0054466i,-0.042104+0.0061851i,-0.020677+0.0067811i,0.0168-4.7741e-05i,0.03135-0.0081492i,0.017689-0.012062i,-0.0051231-0.013187i,-0.016362-0.0098991i,-0.012441-0.0055744i,-0.007016-0.0053272i,-0.0077499-0.0043721i,-0.0081062-0.00095957i,-0.0044742+0.001001i,-0.0010389+0.00088688i,0.00090137-0.0013519i,0.0002033-0.0036079i,-0.00096388-0.0027822i,0.00010349-0.00034702i,-0.00039239-0.00065224i,-0.0025837-0.0012141i,-0.0025128+0.00030481i
0.0013894-0.0043497i,0.0093923-0.010182i,0.021483-0.014599i,0.034113-0.023865i,0.035109-0.05178i,0.015314-0.075701i,-0.0063094-0.060813i,-0.01483-0.02607i,-0.015091-0.00096774i,-0.013875+0.010802i,-0.0075703+0.012937i,-0.00095308+0.0082692i,0.00033244+0.0044057i,-0.0012683+0.0025389i,-0.0053163+0.0013197i,-0.0080573+0.0030486i,-0.0068601+0.0055423i,-0.0050446+0.005152i,-0.0037055+0.0029276i,-0.0028911+0.00042596i,-0.0025004-0.0012627i,-0.0026027-0.0024213i,-0.003761-0.0034813i
0.0044878+0.0042658i,0.0084572+0.013302i,0.02119+0.025187i,0.032399+0.027973i,0.01714+0.018481i,-0.012001+0.0001841i,-0.023413-0.012047i,-0.011257-0.0067575i,0.0065407+0.003408i,0.01528+0.0075923i,0.012813+0.0036282i,0.0053455+0.0011479i,0.0032915+0.0042631i,0.0047332+0.0057047i,0.0038199+0.0029146i,0.0010465+0.0011472i,-0.00076748+0.0018853i,-0.00031139+0.0030886i,0.0010126+0.0030097i,0.001994+0.0022795i,0.0022409+0.0028694i,0.0037241+0.0044535i,0.0042252+0.0038868i
-0.0040431-0.00064616i,-0.012416-0.010009i,-0.025753-0.026975i,-0.037834-0.037259i,-0.04432-0.020967i,-0.053917+0.014346i,-0.044476+0.037507i,-0.013889+0.029142i,0.0072516+0.0073646i,0.013667-0.0066997i,0.0098897-0.011298i,0.005259-0.011593i,0.0027546-0.01003i,-0.00029168-0.0055258i,-9.1938e-05+0.00067902i,0.0025252+0.0024646i,0.0049869+0.00038568i,0.0062777-0.00068673i,0.0042725-0.00051789i,0.0012823+0.00018497i,-0.001023-0.00023662i,-0.002561-0.0013586i,-0.0022497-0.00036673i
0.0090022-0.0041102i,0.01348-0.013192i,0.019246-0.028416i,0.019094-0.04651i,0.017423-0.048381i,0.023228-0.015723i,0.019786+0.010317i,0.0025385+0.0059626i,-0.0088223-0.0087399i,-0.013188-0.01586i,-0.01406-0.0089746i,-0.0099918-0.0016902i,-0.0066616-0.0024665i,-0.0061748-0.002963i,-0.0054661-0.0025863i,-0.0039526-0.003831i,-0.0010976-0.0039113i,0.0013048-0.0037154i,0.0019834-0.0036726i,0.0025582-0.0030481i,0.0038511-0.0038544i,0.0045889-0.0059608i,0.0031705-0.0067188i
-0.0066735+0.0044576i,-0.013964+0.020628i,-0.023342+0.038703i,-0.024718+0.048867i,-0.0033493+0.042839i,0.030781+0.015687i,0.043423-0.0028723i,0.031995-0.0033941i,0.0086459-0.00049331i,-0.0099134+0.0053013i,-0.012462+0.010727i,-0.010161+0.0099625i,-0.010513+0.007243i,-0.0082758+0.0052947i,-0.004499+0.0020787i,-0.0032829+0.00075815i,-0.00353+0.0011989i,-0.004122+0.0012211i,-0.0031127+0.00204i,-0.00020623+0.0035437i,0.0001092+0.0037047i,-0.0015512+0.0040024i,-0.0020815+0.0047864i
0.0017692-0.0067441i,-0.0022136-0.015468i,-0.012723-0.013798i,-0.026684-0.00042842i,-0.035764-0.0062556i,-0.032661-0.023438i,-0.012429-0.018503i,0.0047017+0.00069345i,0.009858+0.015307i,0.011416+0.019774i,0.015989+0.014853i,0.015351+0.0083367i,0.008657+0.0078121i,0.0047855+0.0086136i,0.0017822+0.006973i,-0.0030879+0.0055219i,-0.0053802+0.0049861i,-0.0037411+0.0033928i,-0.0023724+0.00072562i,-0.0030981-0.0014598i,-0.0042014-0.0019218i,-0.0052007-0.0014545i,-0.0062043-0.0010019i
0.0051779+0.0043497i,0.018628+0.010866i,0.046253+0.011093i,0.065407-0.00046828i,0.04546-0.0082124i,0.0043682-0.015192i,-0.017825-0.025298i,-0.010827-0.025123i,0.0060766-0.017546i,0.016726-0.010745i,0.016978-0.0085075i,0.011813-0.0053612i,0.0088095-0.0027108i,0.0050514-0.0037253i,-0.00045208-0.0039759i,-0.00070927-0.0037403i,0.0026465-0.0029015i,0.0049705-0.00064891i,0.0072643+0.00044331i,0.0084043-0.0012842i,0.0075219-0.0027166i,0.0076909-0.0025002i,0.0079003-0.0025297i
-0.0060607-0.00013765i,-0.015973-0.0031443i,-0.01766-0.010328i,0.0037232-0.015697i,0.034649-0.0093633i,0.029162+0.0069042i,0.0075825+0.010465i,0.0041333-0.0067008i,0.0028157-0.023496i,-0.0029556-0.028733i,-0.0089696-0.026428i,-0.0089461-0.021363i,-0.003322-0.017061i,0.00081459-0.013027i,0.0010928-0.0072868i,0.00050793-0.0020737i,0.00042785+6.3913e-06i,-0.00087046-4.6392e-05i,-0.0033443+0.0010537i,-0.0034848+0.0030944i,-0.0023756+0.0041327i,-0.001619+0.0038249i,-0.00073664+0.0029571i
0.0047959-0.0080677i,0.0050714-0.022052i,-0.00023058-0.042465i,-0.015352-0.059766i,-0.021859-0.059219i,-0.0032336-0.025179i,0.004946+0.0090378i,-0.01034+0.015554i,-0.020809+0.0080375i,-0.022662+0.0029206i,-0.018097+0.0046769i,-0.011103+0.0038723i,-0.011061+0.0018388i,-0.012589+0.0053419i,-0.0097281+0.0070843i,-0.0090388+0.0036828i,-0.0099241+0.00053579i,-0.0070835-0.0022156i,-0.0037759-0.0043895i,-0.0038897-0.0040729i,-0.0047292-0.0031784i,-0.004868-0.0029748i,-0.0033938-0.0033853i
-8.5e-05+0.011001i,-0.0017839+0.026704i,-0.014503+0.03587i,-0.038388+0.018812i,-0.048673-0.017594i,-0.034154-0.046657i,-0.017857-0.036957i,-0.01219-0.002809i,-0.010708+0.019085i,-0.0079336+0.025728i,-0.0039902+0.025864i,-0.0038814+0.020417i,-0.0081758+0.011706i,-0.0098828+0.0048937i,-0.0066215+0.0017894i,-0.0024+0.00054608i,0.00044957+0.0014131i,0.0017942+0.0046221i,0.0040325+0.006427i,0.0065083+0.0042989i,0.0053614+0.00042786i,0.0035263-0.0010652i,0.0025352+3.5127e-05i
-0.01017-0.0062934i,-0.021602-0.0083151i,-0.031057+0.0054867i,-0.028246+0.035412i,-0.023925+0.040214i,-0.024742+0.015172i,-0.0099578+0.0025559i,0.013774+0.0059628i,0.024775+0.0088765i,0.025392+0.0084948i,0.023657+0.0023897i,0.018439-0.0028944i,0.014862+0.0019916i,0.016344+0.0058194i,0.013467+0.0036267i,0.0073836+0.0027445i,0.0049443+0.0033429i,0.0027441+0.0030329i,0.00038885+0.0020588i,0.00073501+0.00185i,0.0022113+0.0028427i,0.002353+0.0025814i,0.0019515+0.0020386i
0.01014+0.00012273i,0.034199-0.0024364i,0.067701+0.0016359i,0.081378+0.023235i,0.053118+0.060192i,0.011267+0.074631i,-0.0033636+0.049447i,0.010727+0.016001i,0.023134-0.0088952i,0.019812-0.019761i,0.012515-0.017029i,0.008506-0.010623i,0.0046061-0.0065993i,-0.001263-0.0033689i,-0.0051693-0.0011779i,-0.0051356-0.0028654i,-0.0019678-0.0049201i,0.0024812-0.0058451i,0.004175-0.0067621i,0.0022951-0.0051749i,-0.00015463-0.0037937i,-0.0016894-0.0026674i,-0.0011759-0.0013323i
-0.005804+0.011009i,-0.01201+0.021175i,-0.0071245+0.018689i,0.025546-0.008131i,0.069165-0.029254i,0.071972-0.016267i,0.042019-0.00022409i,0.017851-0.0089259i,-0.00036688-0.020252i,-0.011195-0.019288i,-0.015697-0.012833i,-0.015501-0.0095366i,-0.011611-0.013739i,-0.009404-0.016993i,-0.0084174-0.012273i,-0.0063681-0.0060071i,-0.0055529-0.0049683i,-0.0054895-0.0033836i,-0.0029857+0.00054564i,0.00015097+8.4365e-05i,-0.00041207-0.0041734i,-0.0016328-0.0077736i,-0.0027155-0.0079401i
-0.0084715-0.011162i,-0.020494-0.038376i,-0.033605-0.077369i,-0.030707-0.11497i,0.00029912-0.13283i,0.039613-0.10892i,0.040562-0.063544i,0.0062801-0.033296i,-0.018738-0.0128i,-0.020221+0.0054963i,-0.010182+0.011683i,-0.0043829+0.006169i,-0.0055788+0.0046239i,-0.0046499+0.0096401i,-0.0014586+0.010106i,-0.0024259+0.0068631i,-0.0052196+0.0051455i,-0.0050563+0.0030737i,-0.0027485+0.0016488i,-0.00070897+0.0022453i,0.0006776+0.0025434i,0.0017726+0.003403i,0.0031471+0.0031981i
0.014332+0.0050836i,0.029891+0.014269i,0.029436+0.019616i,-0.0142+0.0060656i,-0.068543-0.02838i,-0.073092-0.064542i,-0.04243-0.06345i,-0.017655-0.026052i,-0.0028363+0.0030411i,0.0047597+0.0098349i,0.0070794+0.010468i,0.0046479+0.012514i,-0.0020362+0.013374i,-0.0063597+0.010638i,-0.0051683+0.0063522i,-0.0015567+0.0045683i,0.0010838+0.0062418i,0.0030143+0.0084398i,0.0030997+0.007601i,0.001303+0.0050596i,-0.0006622+0.0038943i,-0.0027246+0.0040218i,-0.0052685+0.0053418i
-0.013895+0.0089837i,-0.036577+0.029776i,-0.064765+0.069939i,-0.083719+0.11099i,-0.10171+0.11311i,-0.1168+0.078465i,-0.093254+0.051068i,-0.039847+0.039263i,0.0011374+0.025462i,0.016157+0.0070386i,0.012439-0.0069318i,0.005358-0.009976i,0.0071384-0.0078604i,0.010912-0.0085166i,0.0075909-0.0082983i,0.0028309-0.0047557i,0.0024271-0.0016915i,0.0036976-0.00095211i,0.0035526-0.0021621i,0.0020348-0.0035894i,0.0017109-0.0046464i,0.0026607-0.0067179i,0.0018458-0.0084424i
0.0032499-0.016203i,0.013636-0.04183i,0.036193-0.059519i,0.061272-0.033163i,0.062334+0.034783i,0.03071+0.07985i,-0.0024388+0.064832i,-0.007582+0.026088i,-0.0017999-0.00034515i,-0.0045965-0.0056297i,-0.004071-0.00088198i,0.0019288+0.000368i,0.0017782-0.0012766i,-0.0020164+1.6342e-05i,-0.003049+0.00090677i,-0.0023175-0.0020004i,0.00034361-0.0045924i,0.0042875-0.0053762i,0.005956-0.00439i,0.0069183-0.0031132i,0.0068506-0.002383i,0.0051624-0.00037635i,0.0052862+0.0019917i
0.0098316+0.010004i,0.035877+0.025981i,0.083446+0.028964i,0.14599+0.0029154i,0.19679-0.017185i,0.19925-0.0018014i,0.15316+0.012429i,0.090684+0.0018363i,0.039221-0.01361i,0.0099346-0.014669i,-0.0022529-0.0054207i,-0.0052519-0.0013718i,-0.0064878-0.0044814i,-0.0091048-0.0053047i,-0.0098002-0.0013521i,-0.0069959+0.0021338i,-0.0062223+0.00099508i,-0.0085827-0.00042987i,-0.0082245+0.00021044i,-0.0056717+0.0013828i,-0.0049392+0.0010695i,-0.0065862-5.4634e-05i,-0.0093361+0.00061189i
-0.021366-0.0032578i,-0.058532-0.008251i,-0.095761-0.025009i,-0.10141-0.065906i,-0.066183-0.11711i,-0.023381-0.12071i,-0.0066518-0.065855i,-0.0043583-0.017673i,-0.0029641+0.001358i,0.002323+0.0077732i,0.0094953+0.00419i,0.0071298-0.0024249i,-2.2833e-05+0.0003078i,-2.176e-05+0.005411i,0.0019893+0.0032032i,-0.00012612+0.00028925i,-0.0023381+0.0015936i,-0.0020546+0.00093966i,-0.0017045-0.0019249i,-0.0024285-0.0027639i,-0.0028232-0.001363i,-0.0013891-0.00062956i,0.0020184-0.0020934i
0.010319-0.014829i,0.019975-0.035336i,-0.0043138-0.070878i,-0.080677-0.10512i,-0.15504-0.13299i,-0.15851-0.14886i,-0.10666-0.13097i,-0.058499-0.080459i,-0.031824-0.034344i,-0.019685-0.013792i,-0.013382-0.0060629i,-0.0096115-0.0016674i,-0.0066659+0.00054554i,-0.002529+0.00090727i,0.0014146-0.00037133i,0.0032331-0.0008189i,0.0038442+0.0023014i,0.0046619+0.0072128i,0.0063763+0.0086564i,0.0056699+0.0058248i,0.00503+0.003028i,0.0073387+0.0019806i,0.0071551+0.0021003i
-0.0032299+0.017824i,-0.0012148+0.051842i,0.0077858+0.10487i,0.0098809+0.15654i,-0.015413+0.1913i,-0.033021+0.18467i,-0.012421+0.12925i,0.012165+0.061283i,0.015205+0.018764i,0.0090223+0.0051119i,0.0024748+0.0012618i,0.00012215+0.0017342i,0.0034809+0.0010749i,0.0022163-0.0021662i,-0.0054371-0.002758i,-0.0085552-0.0022065i,-0.0064895-0.0033344i,-0.0050128-0.0036259i,-0.0043218+0.00017417i,-0.00035771+0.0035352i,0.0031481+0.0011097i,0.0018365-0.0035578i,-0.0017037-0.0055223i
-0.0090694-0.014051i,-0.020437-0.017836i,-0.026294+0.0058157i,0.00081012+0.074002i,0.04188+0.14046i,0.032666+0.14939i,-0.0075797+0.11438i,-0.015349+0.069442i,-0.0025772+0.035675i,0.0011998+0.024072i,0.003132+0.022864i,0.0054656+0.014909i,0.0006965+0.0067198i,-0.0041548+0.0037418i,-0.0065237+0.00052851i,-0.0077941-0.0022679i,-0.0033732-0.0038425i,0.004009-0.007109i,0.0064394-0.0091036i,0.0031923-0.0078672i,-0.00074617-0.0065797i,-0.0039392-0.0053523i,-0.0050053-0.0016399i
0.013098-0.00061246i,0.03722-0.018873i,0.079304-0.059707i,0.13416-0.12223i,0.18693-0.17262i,0.2073-0.1789i,0.15622-0.14747i,0.070819-0.089183i,0.024711-0.039899i,0.016709-0.025969i,0.012448-0.024416i,0.0065243-0.019911i,0.0023337-0.014764i,0.0020235-0.0063674i,0.005557+0.0047982i,0.0067136+0.011733i,0.00309+0.01332i,2.5603e-05+0.012796i,0.00049667+0.0083941i,-0.00015625+0.0017453i,-0.0018952-0.00050193i,-0.0011358+0.0023025i,-4.6898e-05+0.0036171i
-0.0067617+0.000429i,-0.013551+0.011994i,-0.0092068-0.0051927i,3.6581e-05-0.0717i,-0.00423-0.13209i,-0.027107-0.11763i,-0.029146-0.047583i,-0.0040397-0.0090094i,0.0037186-0.011101i,-9.7067e-05-0.0093227i,0.00266-0.0059565i,0.0013085-0.0055135i,-0.0014408+0.00074546i,-0.0016898+0.0045722i,-0.0042412+0.0031757i,-0.0065909+0.0017246i,-0.0065618-0.0010363i,-0.0076598-0.0049414i,-0.0089204-0.0054621i,-0.0064896-0.0023065i,-0.0031422+0.00097009i,-0.0009818+0.0042419i,0.003769+0.0061097i
-0.0027739-0.0037092i,-0.02217-0.017605i,-0.0784-0.020713i,-0.16611-0.017069i,-0.25179-0.032849i,-0.27946-0.03747i,-0.21584-0.0099356i,-0.11+0.010131i,-0.045826+0.0071176i,-0.037587+0.0045122i,-0.037047+0.0097927i,-0.026031+0.009487i,-0.01612+0.0019526i,-0.0085347-0.0057638i,-0.00088122-0.014129i,0.0039173-0.019112i,0.007778-0.015823i,0.012257-0.0084984i,0.01076-0.0023077i,0.0060952+0.001461i,0.0057007+0.0014259i,0.0066794-0.003279i,0.0023169-0.0071186i
0.0056472+0.0015455i,0.012512+0.011337i,0.010844+0.026379i,-0.011759+0.072253i,-0.010819+0.15563i,0.05245+0.18582i,0.09883+0.12111i,0.064805+0.04989i,0.023939+0.028785i,0.022971+0.022477i,0.02527+0.010527i,0.0185+0.0080557i,0.013163+0.0089954i,0.0081735+0.0090898i,0.0031398+0.011404i,-0.00094772+0.011012i,-0.0053309+0.008615i,-0.0079667+0.0072718i,-0.0065325+0.0071792i,-0.0013607+0.0049539i,0.0020208+0.0008585i,0.0024733-0.0020891i,0.0026625-0.0054311i
-0.0069425+0.003453i,-0.0065488+0.016863i,0.016272+0.056094i,0.082871+0.10911i,0.14606+0.13416i,0.13759+0.11906i,0.086752+0.077445i,0.049785+0.031514i,0.028011+0.0077688i,0.021373+0.010604i,0.024987+0.011582i,0.020598-0.00055082i,0.0057481-0.0064155i,-0.0071479-0.0026484i,-0.016277-0.00022559i,-0.022051+0.0014642i,-0.019736+0.0020118i,-0.010559-0.00061967i,-0.00060679-0.0042836i,0.0037314-0.008403i,0.00079382-0.0090956i,-0.005944-0.0036102i,-0.0079569+0.0047077i
0.0051088-0.010027i,0.015481-0.025989i,0.051746-0.057197i,0.10958-0.1181i,0.15091-0.21001i,0.12808-0.27687i,0.053714-0.23554i,0.013953-0.12336i,0.017691-0.058553i,0.0056136-0.05418i,-0.013663-0.04728i,-0.013547-0.029015i,-0.0036613-0.016825i,0.005741-0.011269i,0.012164-0.0074318i,0.014252-0.0030888i,0.012682+0.0024207i,0.0099239+0.0070332i,0.006465+0.0074331i,0.0027529+0.0046536i,0.00020764+0.0016104i,0.00019033-0.00046257i,-0.00090555-0.0046164i
0.0031173+0.013937i,0.0082681+0.016896i,0.00029503-0.0083533i,-0.024573-0.06403i,-0.058541-0.092371i,-0.085507-0.050195i,-0.072378+0.0089952i,-0.040805+0.022627i,-0.025587+0.0088788i,-0.01661+0.0020908i,-0.012547-0.0019628i,-0.015796+0.00017544i,-0.01523+0.0081858i,-0.011276+0.011472i,-0.0067539+0.010876i,-0.00060788+0.0092647i,0.0047914+0.0045692i,0.0045915-0.0019318i,-0.00071902-0.0048303i,-0.0041031-0.0017083i,-0.0019548+0.0022616i,0.002741+0.0026548i,0.0071912+0.002631i
-0.014049-0.014258i,-0.040867-0.034417i,-0.079719-0.058581i,-0.15538-0.071392i,-0.25541-0.050061i,-0.28266+0.012876i,-0.19729+0.058767i,-0.087699+0.036502i,-0.044466+0.007925i,-0.037649+0.024795i,-0.017197+0.043718i,0.0012064+0.031257i,0.00078592+0.010235i,-0.0040895-0.00078664i,-0.004352-0.007866i,-0.003143-0.013136i,-0.002053-0.011959i,0.0024713-0.0064015i,0.0075881-0.0024323i,0.00692-0.001196i,0.0026616+0.00033752i,-0.0024239+0.00076407i,-0.0072418+0.00040182i
0.019007+0.0057918i,0.043181+0.024284i,0.050056+0.059116i,0.059067+0.11232i,0.12163+0.15036i,0.20148+0.12283i,0.20088+0.048055i,0.11895+0.01082i,0.058486+0.013357i,0.040516+0.0027443i,0.026026-0.0093358i,0.016629-0.0046213i,0.015263+0.0012625i,0.011248+0.0036637i,0.0043564+0.0064674i,-0.0034982+0.0067143i,-0.010714+0.004419i,-0.015155+0.002811i,-0.011365+0.0038175i,-0.0016418+0.0024543i,0.0025849-0.0025625i,0.00086953-0.0039199i,0.0021273-0.0036258i
-0.026129+0.0097226i,-0.058956+0.027177i,-0.068482+0.065728i,-0.028986+0.11645i,0.023214+0.14426i,0.041339+0.11597i,0.014688+0.066091i,-0.011968+0.039679i,-0.0061008+0.02418i,0.015148+0.0042151i,0.023168-0.016226i,0.012948-0.025541i,-9.4645e-05-0.018744i,-0.0049127-0.010101i,-0.0072548-0.008359i,-0.0088829-0.0053499i,-0.0054974-0.00068827i,-0.0012507-0.00029276i,-0.00059041-0.0026466i,-0.00076671-0.0031265i,0.0017903-0.0013426i,0.0027104+0.00095473i,0.0011099+0.0034666i
0.013538-0.024281i,0.048654-0.055556i,0.091938-0.10756i,0.11992-0.18203i,0.096879-0.27072i,0.004767-0.30356i,-0.065705-0.21994i,-0.042483-0.10494i,-0.010041-0.05414i,-0.027174-0.033296i,-0.038498-0.0062129i,-0.025591+0.0043i,-0.014528+0.00041602i,-0.0054705+0.0011293i,0.0055375+0.0044358i,0.01364+0.0051497i,0.017409+0.0073389i,0.015966+0.0092598i,0.010636+0.0054495i,0.0033495+0.0013734i,-0.00064739+0.0019819i,0.0012584+0.0014086i,0.0016012-0.0044006i
0.0011082+0.028072i,0.0035968+0.055999i,0.022008+0.073369i,0.042821+0.054678i,0.041876+0.044861i,0.054155+0.086841i,0.08865+0.1071i,0.085094+0.064511i,0.044565+0.024684i,0.016733+0.012813i,0.0021266+0.005434i,-0.0059953+0.0054117i,-0.0047603+0.0076976i,-0.0082749+0.0037706i,-0.016409+0.0019734i,-0.016974+0.003028i,-0.010433+0.0014087i,-0.0049611-0.0009603i,-0.0015113+0.0010415i,0.00099163+0.0033419i,-0.00023877+0.00056024i,-0.0036679-0.0015402i,-0.0037218+0.00051571i
-0.016984-0.025708i,-0.053162-0.053074i,-0.11927-0.089937i,-0.19522-0.095119i,-0.2332-0.040403i,-0.20824+0.027653i,-0.13633+0.048153i,-0.071523+0.021229i,-0.038761+0.0024307i,-0.0096285+0.014095i,0.021253+0.019609i,0.028566+0.0096777i,0.018364+0.0056506i,0.014599+0.002337i,0.011537-0.009942i,0.00036238-0.020194i,-0.009788-0.020719i,-0.010942-0.014793i,-0.0066821-0.006981i,-0.00063252-0.0036294i,0.0034583-0.0050524i,0.0016004-0.0065086i,-0.0026927-0.005342i
0.020386-0.00062328i,0.046266-0.0085768i,0.074533-0.0064375i,0.096682+0.0062848i,0.12955-0.023651i,0.15703-0.11008i,0.1071-0.16707i,0.027655-0.12434i,0.0053741-0.054826i,0.0064176-0.034884i,-0.003468-0.029309i,-0.0068642-0.019022i,-0.0068578-0.012019i,-0.0077554+0.0020704i,-0.0030302+0.016189i,0.0036562+0.01976i,0.0064438+0.014903i,0.0040753+0.0055229i,0.00242-0.0012861i,0.0039086-0.0015926i,0.0060248+0.0031006i,0.0074076+0.0070647i,0.0078944+0.0076755i
-0.014121+0.013137i,-0.029831+0.060995i,-0.049621+0.11717i,-0.057072+0.14437i,-0.05275+0.14688i,-0.05057+0.14216i,-0.032029+0.13103i,-0.0071215+0.098511i,0.001105+0.055388i,-0.00083098+0.020033i,-0.0065436-0.0056504i,-0.012991-0.012991i,-0.011613-0.011611i,-0.010966-0.015248i,-0.014267-0.011912i,-0.012067+0.0027596i,-0.0038142+0.016654i,0.0054031+0.019652i,0.0077741+0.011128i,0.00046048+0.0031236i,-0.0069258+0.0015272i,-0.0069314+0.0014874i,-0.0042242+0.00063367i
-0.010099-0.017701i,-0.025296-0.057258i,-0.017788-0.095136i,0.022787-0.11453i,0.013152-0.13172i,-0.080228-0.11172i,-0.13428-0.024337i,-0.075245+0.037375i,-0.016424+0.01708i,-0.01701+0.0027623i,-0.015311+0.019137i,-0.0052489+0.020958i,-0.0021047+0.015906i,0.0081534+0.012957i,0.016623+0.00052862i,0.011272-0.013439i,0.001501-0.016998i,-0.004456-0.0093715i,-0.0051936-0.0001499i,-0.0013102-0.00030473i,0.0035225-0.0064567i,0.0042481-0.0093154i,0.0036538-0.0084331i
0.026282-0.010461i,0.079608-0.00088583i,0.13401+0.006645i,0.13846+0.017175i,0.14347+0.052626i,0.19127+0.073948i,0.20519+0.018168i,0.13558-0.050404i,0.060076-0.04186i,0.033891-0.0094721i,0.019767+0.00093439i,0.0076934+0.0078448i,0.001126+0.010666i,-0.0087188+0.0086989i,-0.0098418+0.0069579i,-0.001292-0.00077037i,0.0054632-0.014061i,0.007544-0.024163i,0.00411-0.019113i,0.0035872-0.0020871i,0.0060654+0.006472i,0.0022791+0.0035431i,-0.0042498+0.002528i
-0.024165+0.032173i,-0.076339+0.054459i,-0.13847+0.044703i,-0.15779-0.021586i,-0.14464-0.082053i,-0.10259-0.058969i,-0.024957-0.0052248i,0.015828+0.0047237i,-0.00048096-0.0073022i,-0.011492-0.0067592i,-0.0012998-0.008402i,0.004453-0.015787i,0.0034305-0.018437i,0.00034125-0.018121i,-0.00797-0.011324i,-0.016195+0.0038694i,-0.015633+0.01672i,-0.0066359+0.018095i,0.0023591+0.009756i,7.528e-05-0.00043102i,-0.0059091-0.0037135i,-0.0045917-0.0017021i,-0.00069958-0.0024081i
