-0.0012318+0.00072036i,5.0234e-06+0.00039177i,0.00090215-0.00067652i,0.00066821-0.00076205i,-0.0011318+0.0004384i,-0.0023509+0.00074848i,-0.0017889+0.00072453i,-0.00068431+0.00075076i,0.00014325+0.00083423i,0.00069329+0.00049206i,0.00091413+0.00064128i,0.00043721+0.00066899i,-0.00030154-0.00010076i,-0.0004577-0.00050036i,-0.00083501-0.00054404i,-0.00069865-0.00035809i,0.00027866+0.00048925i,0.00021869+0.00088462i,-0.00023208+8.3853e-05i,-0.00032456-0.00090333i,0.00020939-0.0011531i,-5.9905e-05-0.00096328i,-0.00042066-0.0011286i
0.24328-0.0073792i,0.34219+0.0059074i,0.10044+0.014594i,-0.38301+0.1036i,-0.50205+0.28529i,-0.18265+0.3376i,0.070985+0.19947i,0.10028+0.11248i,0.11168+0.12457i,0.12019+0.07799i,0.02714-0.017656i,-0.11269-0.040269i,-0.15625+0.029203i,-0.085992+0.09527i,-0.0064672+0.11383i,0.026503+0.13594i,0.02906+0.15556i,0.020418+0.11911i,0.0093272+0.047816i,-0.0065915+0.0011231i,-0.030108-0.0035553i,-0.046104+0.01617i,-0.042874+0.040074i
-0.25919+0.048356i,-0.46153+0.22448i,-0.30597+0.45181i,0.21548+0.45547i,0.4768+0.14979i,0.27907-0.10965i,0.058937-0.088993i,0.031369-0.02769i,0.0504-0.070355i,0.029644-0.086715i,0.016934-0.013611i,0.05079+0.071843i,0.091654+0.078988i,0.096766+0.026168i,0.089032-0.012775i,0.10021-0.034327i,0.11162-0.04926i,0.096633-0.035982i,0.070862-0.013364i,0.052869-0.0098794i,0.046761-0.0089479i,0.058449-0.0012561i,0.071445-0.010592i
0.25501-0.34835i,0.39253-0.71498i,0.23496-0.94382i,-0.16145-0.77795i,-0.32431-0.36186i,-0.17855-0.065032i,-0.04987-0.018581i,-0.059076-0.026829i,-0.1014+0.013995i,-0.082622+0.034705i,-0.014519-0.004941i,0.031253-0.069684i,0.012473-0.096553i,-0.039688-0.075799i,-0.083231-0.055789i,-0.1153-0.061935i,-0.12086-0.071248i,-0.08852-0.06406i,-0.05172-0.042486i,-0.039642-0.019692i,-0.041539-0.0090114i,-0.042133-0.010405i,-0.042854-0.0086605i
-0.10338+0.39548i,-0.1115+0.84193i,0.032271+1.0706i,0.21281+0.84652i,0.20185+0.44972i,0.061042+0.18782i,-0.004034+0.094436i,0.035764+0.06013i,0.09121+0.029561i,0.079815+0.0084992i,0.015623-0.0017906i,-0.048777-0.016637i,-0.091305-0.019068i,-0.10431+0.021124i,-0.088343+0.082578i,-0.054195+0.14111i,-0.022351+0.17898i,0.0040514+0.15984i,0.023311+0.099346i,0.029308+0.056848i,0.031593+0.043043i,0.031713+0.037801i,0.035797+0.034045i
-0.19171-0.36377i,-0.30944-0.71829i,-0.31253-0.9155i,-0.22296-0.78225i,-0.13231-0.47446i,-0.053659-0.18973i,0.0034772-0.036313i,0.0088421+0.0015107i,-0.0072892-0.0011956i,-0.008484-0.012877i,-0.024605-0.0062507i,-0.030401+0.043433i,0.036741+0.073849i,0.14285+0.012421i,0.19929-0.098466i,0.18237-0.17859i,0.13056-0.19634i,0.066814-0.15439i,0.014748-0.093423i,-0.012229-0.055549i,-0.028475-0.041015i,-0.032209-0.037671i,-0.026685-0.044021i
0.20409+0.23589i,0.33759+0.48978i,0.26249+0.69538i,0.074133+0.69849i,0.034249+0.45278i,0.055455+0.10666i,0.020899-0.07116i,0.0033722-0.047661i,0.0053026+0.0053762i,0.00062302+0.022613i,0.026186+0.017656i,0.054504-0.0043021i,0.023179-0.023073i,-0.068921-0.020961i,-0.1564+0.0059914i,-0.19638+0.029845i,-0.19362+0.023819i,-0.14802+0.004545i,-0.086514-0.0079397i,-0.043233-0.0026574i,-0.012016+0.017624i,0.0069986+0.033007i,0.0028946+0.043542i
-0.1537-0.041154i,-0.22435-0.18351i,-0.10384-0.41172i,0.06777-0.52383i,0.020029-0.35012i,-0.10492-0.041761i,-0.12895+0.1201i,-0.093191+0.097506i,-0.044926+0.037686i,-0.016508+0.0011746i,-0.017573-0.024498i,-0.023927-0.048086i,-0.03165-0.048699i,-0.023478+0.0023328i,0.013097+0.069202i,0.057474+0.11913i,0.082633+0.14819i,0.073738+0.13312i,0.045207+0.085192i,0.024525+0.03489i,0.0085358-0.0095456i,-0.0066498-0.031321i,-0.0036045-0.033258i
0.16896+0.04194i,0.22401+0.13191i,0.066873+0.2683i,-0.1756+0.36232i,-0.18167+0.31906i,0.0065959+0.1849i,0.14136+0.059932i,0.13627+0.0090201i,0.067092+0.015916i,0.023364+0.044757i,-0.0052738+0.068993i,-0.041438+0.082771i,-0.045262+0.079414i,-0.013248+0.034313i,0.010192-0.043063i,0.019771-0.11222i,0.031034-0.13626i,0.041216-0.10457i,0.043608-0.050096i,0.032072-0.006623i,0.018713+0.024901i,0.016679+0.038162i,0.012459+0.030451i
-0.13336-0.053788i,-0.2175-0.070923i,-0.10053-0.080962i,0.15889-0.089185i,0.22656-0.11036i,0.046576-0.1273i,-0.096686-0.086101i,-0.076688-0.026158i,0.0058892+0.0064953i,0.053942-0.0021672i,0.068562-0.022296i,0.09665-0.024272i,0.11323-0.035525i,0.079181-0.047631i,0.023819-0.030574i,-0.029326-0.0012041i,-0.069888+0.014018i,-0.078189+0.011607i,-0.060084+0.0040129i,-0.033388-0.0036661i,-0.012991-0.013785i,-0.0080312-0.017934i,-0.0048643-0.0095627i
0.23268-0.11184i,0.34383-0.21633i,0.22136-0.25846i,-0.068817-0.17416i,-0.18574-0.0059138i,-0.07308+0.13309i,0.02797+0.16999i,0.048542+0.11696i,0.028897+0.020025i,-0.0031775-0.032869i,-0.014883-0.046077i,-0.034964-0.062261i,-0.063968-0.046543i,-0.060448-0.014403i,-0.037603-0.0012915i,-0.019849+0.012712i,-0.0061253+0.030732i,0.004022+0.032463i,0.0067562+0.017503i,-0.0039298+0.0052045i,-0.014979+0.0078431i,-0.0095942+0.018269i,-0.0015253+0.021459i
-0.20844+0.18744i,-0.30408+0.41076i,-0.18555+0.52335i,0.088778+0.383i,0.22153+0.095506i,0.18413-0.12037i,0.13712-0.19634i,0.07228-0.14702i,0.016146-0.030183i,0.014153+0.024282i,0.0093586+0.017658i,-0.0067542+0.022371i,-0.012288+0.031046i,-0.016318+0.043523i,-0.014121+0.058578i,-0.0004953+0.046825i,0.0073743+0.017978i,0.0016899+0.0017655i,0.0003815-0.0021218i,0.0075935-0.0092211i,0.010479-0.019303i,0.0090278-0.022402i,0.013688-0.019374i
0.037268-0.30835i,0.043541-0.58321i,-0.043869-0.71368i,-0.19841-0.53137i,-0.25411-0.19202i,-0.23966+0.020887i,-0.24553+0.07557i,-0.18394+0.05367i,-0.080453+0.00038314i,-0.047359-0.023224i,-0.055719-0.0026243i,-0.045646+0.021074i,-0.013432+0.021074i,0.026624-0.0063548i,0.050715-0.042363i,0.051879-0.053605i,0.049045-0.034762i,0.052044-0.014854i,0.043322-0.010091i,0.018738-0.0032882i,0.00071768+0.0095631i,-0.0012532+0.0090057i,-0.0035726-0.0061584i
0.042831+0.28833i,0.09819+0.56746i,0.17903+0.71817i,0.242+0.56321i,0.21337+0.27i,0.18475+0.12948i,0.2302+0.11738i,0.21362+0.088703i,0.11459+0.051531i,0.058821+0.044366i,0.067938+0.031167i,0.076756-0.0031284i,0.051955-0.034101i,-0.0029575-0.044531i,-0.053774-0.032507i,-0.075757-0.020672i,-0.0762-0.023931i,-0.062329-0.025778i,-0.040531-0.013098i,-0.015265-0.00019815i,0.0042383-0.0028343i,0.0030611-0.0081503i,-0.0078584+0.0004176i
-0.10074-0.19147i,-0.17962-0.43619i,-0.24856-0.61524i,-0.27344-0.53295i,-0.23224-0.31917i,-0.20787-0.21887i,-0.23414-0.19363i,-0.20526-0.10605i,-0.10229-0.016256i,-0.026848-0.016497i,-0.025973-0.046619i,-0.05127-0.037695i,-0.047314-3.6378e-05i,-0.011011+0.029497i,0.019411+0.033785i,0.021931+0.038779i,0.0093707+0.05587i,-0.0050826+0.056068i,-0.014596+0.031278i,-0.026055+0.0072532i,-0.038886+0.0070458i,-0.030736+0.020637i,-0.0036981+0.024908i
0.12321+0.18586i,0.21872+0.42864i,0.27551+0.6025i,0.24852+0.52992i,0.16423+0.34334i,0.1207+0.25442i,0.13393+0.23679i,0.13923+0.1572i,0.091949+0.049466i,0.02399+0.021967i,-0.0016178+0.042865i,0.0024758+0.041591i,-0.0031666+0.020425i,-0.014011+0.005532i,-0.0095305+0.0027802i,0.017864-0.0085025i,0.044008-0.032593i,0.03984-0.041483i,0.015681-0.024413i,0.0048821+0.0028534i,0.014328+0.018335i,0.019742+0.01234i,0.0060682-0.0040789i
-0.12201-0.17435i,-0.25406-0.39541i,-0.32193-0.54309i,-0.25363-0.45091i,-0.12053-0.25255i,-0.022172-0.16548i,0.0080765-0.18957i,-0.022923-0.1634i,-0.039005-0.065067i,-0.006522-0.017624i,0.013476-0.028359i,0.015935-0.029666i,0.026954-0.025316i,0.02578-0.034637i,0.00080061-0.046568i,-0.042907-0.04936i,-0.077617-0.037553i,-0.064438-0.010184i,-0.015597+0.014015i,0.020451+0.0065672i,0.023761-0.022301i,0.0072443-0.0338i,-0.0048913-0.017908i
0.21062+0.10389i,0.39315+0.26284i,0.43505+0.38067i,0.26785+0.33933i,0.066828+0.21869i,-0.065917+0.1588i,-0.1099+0.18032i,-0.046808+0.17703i,0.027468+0.10228i,0.028779+0.047024i,0.0066423+0.043247i,-0.0051766+0.037728i,-0.024394+0.025287i,-0.039513+0.031189i,-0.033339+0.050681i,-0.0058168+0.076159i,0.027279+0.089853i,0.041479+0.061877i,0.02869+0.0097413i,-0.00079154-0.012485i,-0.022307+0.011734i,-0.015489+0.04313i,0.0063229+0.044187i
-0.22793-0.041498i,-0.42571-0.10853i,-0.43194-0.17847i,-0.19867-0.19571i,0.016446-0.15289i,0.11658-0.082967i,0.14347-0.047331i,0.088563-0.054057i,0.014151-0.044855i,0.0012609-0.028237i,0.013179-0.034615i,0.0096365-0.03638i,0.014024-0.019837i,0.032733-0.013618i,0.04446-0.030053i,0.037787-0.059894i,0.015203-0.07344i,-0.013085-0.045027i,-0.026961-0.00038577i,-0.013929+0.020804i,0.015121+0.010537i,0.034054-0.014396i,0.030969-0.028462i
0.18418-0.071067i,0.35145-0.09912i,0.33786-0.050829i,0.11934+0.050477i,-0.034249+0.07474i,-0.062521-0.021566i,-0.069403-0.11431i,-0.047945-0.10217i,-0.0064571-0.055845i,-3.7414e-06-0.041846i,-0.012229-0.030331i,-0.01788-0.013197i,-0.021954-0.0047231i,-0.027016-0.0045976i,-0.037455-0.0020129i,-0.046508+0.013666i,-0.038301+0.023161i,-0.013417+0.0083025i,0.0080179-0.011896i,0.0089647-0.021566i,-0.0085635-0.024926i,-0.030894-0.022285i,-0.040735-0.012379i
-0.14511+0.12116i,-0.26801+0.21928i,-0.23626+0.19694i,-0.059407+0.049502i,0.02044-0.023692i,-0.010079+0.068272i,-0.0043401+0.18235i,0.019009+0.1751i,0.01796+0.10816i,0.01321+0.072852i,0.016296+0.054015i,0.028488+0.03108i,0.036589+0.014197i,0.032886+0.017434i,0.037955+0.028461i,0.048985+0.02356i,0.045752+0.013569i,0.026459+0.0081071i,0.0037171+0.00062708i,-0.0085631-0.0039633i,-0.010942+0.0021213i,-0.0043811+0.017438i,0.0086297+0.025704i
0.096602-0.1432i,0.16728-0.28974i,0.11965-0.31528i,-0.026946-0.16445i,-0.065198-0.04783i,0.00052119-0.094693i,0.0069266-0.17633i,-0.027415-0.15368i,-0.037898-0.079995i,-0.027655-0.0368i,-0.025926-0.02204i,-0.042076-0.012419i,-0.047151-0.011753i,-0.04404-0.034757i,-0.062042-0.0584i,-0.08621-0.053932i,-0.083086-0.029651i,-0.047118-0.0048852i,-0.0061392+0.0076792i,0.0071534+0.0090984i,0.0062067+0.0079893i,0.01178-0.00060153i,0.012467-0.011501i
-0.054242+0.17924i,-0.080668+0.37799i,-0.0051887+0.45653i,0.12231+0.30664i,0.10999+0.13214i,-0.0081809+0.11471i,-0.044329+0.15918i,-0.01026+0.14114i,0.017587+0.088031i,0.024953+0.040285i,0.027955+0.011119i,0.03919-0.0013703i,0.037858-0.0001439i,0.033465+0.026792i,0.05783+0.054704i,0.090381+0.050703i,0.086652+0.024303i,0.041635+0.0027877i,-0.0026564+0.002931i,-0.0090773+0.01348i,0.00061957+0.014119i,-0.004102+0.011189i,-0.011111+0.011049i
0.019068-0.20269i,-0.0043039-0.42828i,-0.11739-0.5389i,-0.24424-0.36964i,-0.20488-0.11512i,-0.05374-0.031797i,0.020706-0.055358i,0.030749-0.063317i,0.031355-0.061976i,0.018187-0.047469i,-0.0017604-0.025415i,-0.01923-0.013629i,-0.018633-0.014316i,-0.012843-0.041099i,-0.030366-0.072332i,-0.054716-0.073952i,-0.050912-0.053633i,-0.020695-0.034516i,0.0033158-0.026967i,0.0015194-0.024116i,-0.0074347-0.016709i,-0.0032698-0.0088582i,0.0025468-0.0033863i
0.05079+0.20163i,0.13337+0.44874i,0.266+0.57902i,0.3454+0.40712i,0.25669+0.13587i,0.10426+0.034368i,0.044371+0.033626i,0.01929+0.033993i,-0.0095528+0.052318i,-0.0061228+0.053908i,0.004623+0.027263i,-0.0018367+0.011857i,-0.02542+0.021067i,-0.047603+0.058152i,-0.043088+0.099798i,-0.027729+0.11616i,-0.025427+0.10813i,-0.02551+0.078715i,-0.018903+0.039785i,-0.011806+0.01431i,-0.0081961+0.0078307i,-0.006478+0.011294i,0.00010052+0.013629i
-0.088206-0.20221i,-0.22016-0.45237i,-0.37058-0.58921i,-0.40291-0.42014i,-0.26225-0.16056i,-0.12573-0.055906i,-0.091725-0.018769i,-0.039286+0.013148i,0.02128-0.0052717i,0.012993-0.025247i,-0.011766-0.014136i,-0.0047158-0.0078404i,0.030958-0.022466i,0.066801-0.062641i,0.068663-0.11236i,0.049649-0.13821i,0.035977-0.12327i,0.022653-0.067079i,0.015446-0.0066137i,0.019548+0.016308i,0.025852+0.0088915i,0.029977-0.0079742i,0.022648-0.020074i
0.12343+0.16298i,0.28976+0.39601i,0.45936+0.5471i,0.46252+0.41731i,0.28929+0.1939i,0.16829+0.10272i,0.14824+0.047426i,0.068509-0.016804i,-0.017011-0.01649i,-0.0095211+0.0083i,0.019173+0.015422i,0.017593+0.0249i,-0.0085406+0.040811i,-0.03941+0.06703i,-0.045308+0.10038i,-0.031199+0.11037i,-0.016422+0.08155i,-0.0020091+0.025108i,0.0042442-0.022809i,-0.0013311-0.034094i,-0.016044-0.024781i,-0.03676-0.0095047i,-0.040918+0.0064285i
-0.15127-0.13893i,-0.35179-0.34622i,-0.54089-0.49956i,-0.52806-0.40623i,-0.33404-0.2191i,-0.19976-0.15735i,-0.17097-0.12012i,-0.094281-0.036233i,-0.0036705-0.00105i,0.0035407-0.019521i,-0.027019-0.034094i,-0.034209-0.034392i,-0.0081763-0.031755i,0.026824-0.045896i,0.03919-0.068357i,0.032216-0.065426i,0.023091-0.032314i,0.010294+0.0059812i,-0.0048126+0.025587i,-0.014632+0.026929i,-0.0055434+0.027592i,0.024537+0.027139i,0.042744+0.016829i
0.15276+0.10386i,0.37376+0.29119i,0.57066+0.4339i,0.52924+0.36365i,0.29215+0.22448i,0.12378+0.21092i,0.10928+0.20911i,0.10092+0.11375i,0.050526+0.032611i,0.034875+0.031482i,0.058473+0.040776i,0.060157+0.015739i,0.014368-0.013819i,-0.043566-0.01092i,-0.073942+0.013361i,-0.077653+0.020389i,-0.066638+0.0059161i,-0.038448-0.009831i,-0.0039486-0.018042i,0.015291-0.020775i,0.0086562-0.027203i,-0.015304-0.033354i,-0.031998-0.025812i
-0.14943-0.078968i,-0.37985-0.22834i,-0.57449-0.34465i,-0.50379-0.29445i,-0.23717-0.21841i,-0.063604-0.25459i,-0.073669-0.25263i,-0.11085-0.11833i,-0.081039-0.0015359i,-0.052841+0.00025725i,-0.063363-0.023576i,-0.055564-0.0063041i,-0.0020466+0.017904i,0.056347+0.013722i,0.086259-0.0067929i,0.086435-0.014956i,0.062481-0.0063602i,0.02257+0.0068709i,-0.0092592+0.017677i,-0.01683+0.021846i,-0.0097712+0.023439i,9.7907e-05+0.025121i,0.010454+0.021074i
0.15093+0.059572i,0.38362+0.17185i,0.56403+0.26637i,0.46131+0.25226i,0.18108+0.24006i,0.025965+0.30513i,0.056336+0.28159i,0.10369+0.12313i,0.082668+0.0026236i,0.052816-0.0044736i,0.047018+0.01428i,0.027413+0.0081882i,-0.018557+8.1255e-05i,-0.058851+0.0047314i,-0.075177+0.011661i,-0.067335+0.008846i,-0.040121-0.00088661i,-0.0041043-0.012671i,0.019276-0.023138i,0.018056-0.025552i,0.0080025-0.018512i,0.0043457-0.0089317i,0.0012815-0.0022973i
-0.14048-0.038627i,-0.36363-0.11253i,-0.52914-0.18409i,-0.41948-0.18664i,-0.15702-0.18158i,-0.016099-0.21713i,-0.02216-0.17316i,-0.042973-0.053392i,-0.0317+0.0086314i,-0.017486-0.0022147i,-0.018613-0.023192i,-0.020513-0.027172i,-0.0071838-0.017209i,0.015321-0.0041667i,0.031911+0.0053055i,0.030849+0.013174i,0.012539+0.020778i,-0.011392+0.025449i,-0.029039+0.026851i,-0.032538+0.02696i,-0.021095+0.023741i,-0.0039539+0.013243i,0.0089622+0.0010365i
0.13898+0.00035253i,0.34582+0.030913i,0.48976+0.077685i,0.37477+0.098341i,0.13213+0.095332i,-0.0052175+0.086266i,-0.030644+0.031364i,-0.015925-0.013671i,0.0084209-0.0027995i,0.016572+0.016753i,0.013917+0.032079i,0.022113+0.041827i,0.028271+0.02778i,0.013285-0.0020312i,-0.010269-0.025946i,-0.01542-0.033981i,0.0027865-0.030733i,0.025258-0.021366i,0.041495-0.01245i,0.046803-0.012019i,0.033535-0.017169i,0.0064168-0.017443i,-0.017509-0.010749i
-0.11836+0.012929i,-0.3044+0.021007i,-0.42873+0.011593i,-0.31261-0.0080068i,-0.084772-0.020302i,0.049971+0.0030824i,0.094559+0.053356i,0.079524+0.04335i,0.028055-0.0069623i,-0.0030421-0.025928i,-0.0095227-0.034259i,-0.019659-0.0427i,-0.026518-0.02943i,-0.014031-0.0004546i,0.0045552+0.021868i,0.00098728+0.028563i,-0.025345+0.023856i,-0.046363+0.011919i,-0.051769-0.00044531i,-0.048138-0.003185i,-0.035321+0.0056466i,-0.013375+0.018041i,0.0087363+0.024033i
0.094456-0.026878i,0.24871-0.060637i,0.35251-0.082175i,0.2406-0.06292i,0.034284-0.018529i,-0.073948-0.015223i,-0.1025-0.044345i,-0.085998-0.019386i,-0.035993+0.029071i,0.00074734+0.036131i,0.011902+0.031493i,0.018649+0.033524i,0.021064+0.022003i,0.010457-0.0019118i,-0.0047096-0.020308i,-0.0024753-0.025436i,0.016303-0.020709i,0.03161-0.0097691i,0.035949+0.0042271i,0.033559+0.010153i,0.029239+0.0037359i,0.02237-0.0062269i,0.011475-0.014044i
-0.077285+0.034975i,-0.20032+0.094606i,-0.27566+0.13936i,-0.17475+0.1071i,-0.026287+0.020328i,0.0094644-0.020652i,-0.0027441+0.0072636i,0.0051575+0.014627i,0.008283-0.012045i,-0.0075054-0.019316i,-0.016693-0.015822i,-0.015757-0.023227i,-0.017518-0.023212i,-0.016192-0.0056348i,-0.0082387+0.01194i,-0.0065927+0.016251i,-0.012485+0.011258i,-0.016862+0.0035102i,-0.018369-0.0051525i,-0.01998-0.011312i,-0.021033-0.013068i,-0.018883-0.014294i,-0.010979-0.012143i
0.064326-0.04i,0.16517-0.11572i,0.20506-0.17533i,0.10517-0.11781i,0.024084+0.019966i,0.075096+0.09099i,0.12785+0.041225i,0.081924-0.014794i,0.022938-0.0060854i,0.023387+0.0097374i,0.027651+0.0045339i,0.0075453+0.0081799i,-0.0016596+0.016791i,0.00026773+0.0078115i,0.00036314-0.0048218i,0.005552-0.0032095i,0.01471+0.0095631i,0.020903+0.016128i,0.022924+0.012551i,0.020901+0.0092533i,0.015023+0.012302i,0.0057943+0.019291i,-0.003573+0.018821i
-0.047645+0.04255i,-0.121+0.13228i,-0.13237+0.20064i,-0.050493+0.12952i,-0.038874-0.031906i,-0.15077-0.10297i,-0.20238-0.025374i,-0.1065+0.058656i,-0.0049778+0.048111i,0.0024428+0.010895i,-0.0094613+0.0043416i,0.0087559-0.0013317i,0.019213-0.016197i,0.011945-0.014989i,0.0013523-0.0066698i,-0.01352-0.0097003i,-0.029558-0.018864i,-0.035727-0.021973i,-0.030183-0.018313i,-0.022957-0.01441i,-0.016631-0.010831i,-0.0048317-0.00578i,0.0047247+0.001638i
0.042659-0.05013i,0.083931-0.14881i,0.071868-0.21595i,0.009219-0.13404i,0.030014+0.032248i,0.14524+0.1016i,0.17839+0.028821i,0.083391-0.051936i,-0.0019767-0.045667i,-0.0057708-0.0096501i,0.0010226-0.0016773i,-0.018332+0.003553i,-0.026996+0.016521i,-0.016064+0.014363i,-0.0042966+0.0030185i,0.0062267+0.0004606i,0.016076+0.0053262i,0.01686+0.0092764i,0.0075228+0.013174i,-0.00059525+0.017269i,-0.0015666+0.014667i,-0.00087712+0.0025243i,-0.00046471-0.010114i
-0.029011+0.051148i,-0.042214+0.15299i,-0.0098032+0.21688i,0.043483+0.13455i,0.027618-0.02401i,-0.046625-0.10526i,-0.063848-0.067236i,-0.017621+0.0028033i,0.017918+0.017109i,0.010862-0.010402i,0.00015267-0.019797i,0.014469-0.013988i,0.02401-0.013622i,0.01638-0.0090058i,0.0069236-0.00098653i,0.00099728-0.00095813i,-0.0023107-0.0064205i,-0.00096286-0.0087657i,0.0066047-0.0099969i,0.013408-0.012272i,0.012909-0.010978i,0.0074896-0.0030422i,0.0014742+0.0048994i
0.01731-0.058195i,0.0075345-0.15357i,-0.048387-0.20953i,-0.11244-0.11926i,-0.11571+0.054247i,-0.078735+0.16833i,-0.052048+0.16358i,-0.029412+0.084982i,-0.014594+0.031387i,-0.0036323+0.034252i,0.0037884+0.033002i,-0.0074503+0.013992i,-0.018955+0.0029604i,-0.018523-0.0028926i,-0.01413-0.0046602i,-0.01006+0.00327i,-0.0077268+0.015878i,-0.0031511+0.022268i,-0.00088522+0.019518i,-0.004848+0.013943i,-0.0080698+0.010628i,-0.0051469+0.010304i,0.0008088+0.010111i
-0.0080861+0.053952i,0.021311+0.14305i,0.094728+0.18834i,0.1537+0.089739i,0.14345-0.096129i,0.10686-0.22547i,0.070959-0.22667i,0.023988-0.133i,0.00013693-0.052881i,0.00034897-0.034084i,4.8141e-05-0.02455i,0.0060028-0.0028796i,0.012985+0.0078883i,0.010309+0.0076862i,0.0039471+0.0021485i,-0.002185-0.0071302i,-0.0071875-0.014986i,-0.010683-0.017272i,-0.0074783-0.011018i,0.00019844-0.0035386i,0.0057437-0.0035169i,0.0074085-0.0089101i,0.0045114-0.01346i
0.0017454-0.057963i,-0.044646-0.13624i,-0.12963-0.16691i,-0.17523-0.064069i,-0.13978+0.10241i,-0.091293+0.20717i,-0.050429+0.20716i,0.003498+0.13081i,0.027632+0.062847i,0.013431+0.037536i,-0.002597+0.019199i,-0.012652-0.0064502i,-0.016757-0.021229i,-0.011139-0.020139i,-0.0017917-0.014301i,0.0034503-0.008309i,0.006857-0.0016098i,0.0097657-0.00075003i,0.0076976-0.0072632i,0.0015653-0.012637i,-0.0045019-0.012688i,-0.0093487-0.0085002i,-0.0095858-0.0024068i
0.013347+0.055399i,0.073871+0.12089i,0.1578+0.1349i,0.17571+0.046581i,0.11836-0.056905i,0.074969-0.09491i,0.052779-0.083854i,0.0073648-0.052318i,-0.014885-0.03113i,0.0050828-0.027608i,0.022912-0.020192i,0.023171+5.954e-05i,0.016591+0.020322i,0.0093164+0.024705i,0.0011675+0.019092i,-0.0027891+0.011736i,-0.0030461+0.0046713i,-0.0042656+0.0027276i,-0.0038602+0.0060396i,-0.0016546+0.01168i,0.00054733+0.017649i,0.003805+0.020774i,0.004562+0.017597i
-0.018896-0.056325i,-0.092952-0.10714i,-0.17855-0.098533i,-0.1829-0.013757i,-0.11879+0.043951i,-0.088118+0.027994i,-0.084893+0.0037697i,-0.048078+0.012797i,-0.013928+0.026613i,-0.016389+0.023814i,-0.026804+0.012482i,-0.02689-0.00040065i,-0.018235-0.010498i,-0.0085149-0.013173i,-0.00039993-0.011036i,0.0020631-0.0061236i,-0.0012286-0.00029587i,-0.002133+0.002494i,-0.0015224-0.00046357i,-0.002923-0.0096105i,-0.003492-0.017252i,-0.0013684-0.017887i,-9.9169e-05-0.012318i
0.032551+0.045458i,0.11193+0.08158i,0.19528+0.056164i,0.18161-0.024644i,0.097642-0.05534i,0.062954-0.0091007i,0.077806+0.024583i,0.073051-0.0028962i,0.043186-0.031543i,0.022412-0.020709i,0.021048-0.00099167i,0.019935+0.003865i,0.0090596+0.00094252i,-0.0043902-0.0013386i,-0.015373-0.0030699i,-0.018488-0.002974i,-0.016058-0.0015704i,-0.012925-0.0012824i,-0.0092766+0.0023526i,-0.0053062+0.011108i,-0.0008607+0.016893i,0.0020278+0.014444i,0.0068241+0.007367i
-0.038165-0.044551i,-0.12217-0.058615i,-0.19681-0.017456i,-0.16259+0.054892i,-0.058303+0.069413i,-0.0081149+0.023293i,-0.02524+0.0021828i,-0.047579+0.030071i,-0.036713+0.048758i,-0.016266+0.019179i,-0.018806-0.013199i,-0.01944-0.010956i,-0.0025095-0.00022144i,0.014377+0.0023155i,0.02368+0.0012392i,0.023618-0.0022576i,0.018999-0.0036536i,0.016507-0.0016232i,0.01507-0.00093229i,0.012395-0.003289i,0.0070004-0.0064504i,-0.00017506-0.0083273i,-0.0082512-0.0091811i
0.050561+0.032109i,0.13811+0.027555i,0.19273-0.030343i,0.12646-0.091242i,0.0027515-0.082827i,-0.060581-0.038338i,-0.042593-0.026014i,0.0039954-0.039776i,0.026413-0.042385i,0.022582-0.010675i,0.024699+0.018647i,0.021975+0.013133i,0.0017203+7.6728e-05i,-0.016111-0.0045924i,-0.024832-0.0057671i,-0.025559-0.0030033i,-0.021903-0.0022902i,-0.018579-0.0038258i,-0.014886-0.0034786i,-0.013081-0.00086269i,-0.010472+0.0042835i,-0.0040943+0.010007i,0.0042183+0.014184i
-0.053778-0.025686i,-0.13838-0.0035975i,-0.18121+0.07324i,-0.10331+0.13833i,0.027099+0.13i,0.10248+0.092668i,0.097264+0.069417i,0.041513+0.055i,-0.0012287+0.042891i,-0.005111+0.016065i,-0.008125-0.013174i,-0.013133-0.016771i,-0.0037176-0.0040591i,0.0093265+0.0059913i,0.017955+0.0084038i,0.020609+0.0072451i,0.019467+0.0073662i,0.01789+0.0085581i,0.016486+0.0071793i,0.016356+0.0010137i,0.01465-0.0082874i,0.009088-0.016216i,0.0022233-0.019896i
0.062113+0.0051767i,0.13344-0.034807i,0.15781-0.12031i,0.070329-0.17758i,-0.063346-0.17172i,-0.14997-0.14354i,-0.15273-0.098084i,-0.075918-0.044983i,-0.013189-0.022942i,-0.01267-0.0089951i,-0.0132+0.014351i,0.0010799+0.017657i,0.0014248+0.0012083i,-0.009116-0.011197i,-0.018557-0.01481i,-0.024393-0.01387i,-0.027406-0.011178i,-0.025091-0.0082636i,-0.018727-0.0068217i,-0.015454-0.0033426i,-0.0142+0.0051876i,-0.011934+0.013022i,-0.0079743+0.019156i
