0.0032577+0.0019347i,0.0032449-1.1208e-06i,0.0028563-0.0025057i,0.0014016-0.0039139i,-0.0010364-0.003216i,-0.0026909-0.00030543i,-0.0012291+0.0015898i,0.00043735+0.0014102i,0.0010072+9.4013e-05i,0.00090695-0.00050081i,-0.00010877-0.00084691i,-0.00019336-0.00072976i,-4.811e-05-4.7964e-05i,-0.00063591+0.00059208i,-0.0011891+0.00050198i,-0.0012349-0.00012594i,-0.00035805-0.00092853i,-2.2261e-05-0.0010975i,-0.00036096-0.00092857i,-0.00039449-0.00062514i,0.00035579-0.00018537i,0.00087441-0.00019207i,0.00077935-5.3256e-05i
3.7102e-05+0.00062102i,0.00054427+0.0010258i,0.0014836+0.00022305i,0.0014363-0.00064598i,7.9739e-05-0.0012989i,-0.00094289-0.00037653i,-0.00053717+0.00055623i,-0.00043391-0.00020988i,-5.427e-05-0.00067636i,0.00039105-6.2315e-05i,-0.00012096+0.00059477i,-0.00067002+0.00030867i,-0.0005606+0.00070447i,-0.0006107+0.00098023i,-0.0012954+0.00026432i,-0.0015642-0.00013937i,-0.00075235-0.00023486i,0.00012302+0.00034357i,0.00055046+0.00078949i,0.0003971-0.00020924i,0.00011811+0.0002621i,0.00011315+0.0014372i,-0.00011169+0.00095854i
0.00040694+0.001336i,0.00063941-7.1007e-06i,0.0014903-0.0014272i,0.0020247-0.0016332i,0.00088108-0.00041539i,-0.00025854+0.0010175i,-0.00085355+0.00068046i,-0.00052668+0.00067708i,3.0206e-05+0.00078724i,-0.00010656+0.00037386i,4.7459e-05-9.1482e-05i,0.00068069+0.0002476i,0.00020257+0.00038724i,-0.00047171+0.0001551i,-0.0011233+4.5982e-05i,-0.0014213-7.058e-05i,-0.00056549-0.0007549i,0.00064025-0.00075556i,0.00041373-0.00015364i,-0.00021467+0.00027521i,-0.00029561+0.00063223i,-0.0002203+0.00067536i,-0.00050318+0.0004496i
0.0014042+0.00077878i,0.0014859+3.8255e-05i,0.0026628-0.0009062i,0.0016738-0.0029034i,0.00046731-0.0038058i,-0.00018621-0.0019256i,-0.00064774-2.1302e-05i,-0.00041215+0.00029922i,-0.000136-0.00070375i,-0.00041622-0.0012574i,-0.00028844-0.0010437i,0.00021461-0.00095797i,-9.8203e-05-0.00041502i,-0.00087524+0.00012014i,-0.00029716+4.9667e-05i,0.00058577+0.00023004i,0.00052378+0.0001432i,0.00042199-4.2416e-07i,-0.00013994-3.7403e-05i,-0.00048343+0.00026575i,-0.00025246+0.00047357i,-0.0004823+0.00029953i,-0.00098871+0.00095933i
8.1425e-05+0.0016634i,0.00059473+0.0015407i,0.0023258+0.00016525i,0.0030335-0.0015518i,0.00084064-0.0020024i,-0.00082134-0.00082032i,-0.0010559-0.00019761i,-0.00045892-0.00043171i,0.00051531+2.6255e-05i,7.8001e-05+0.00024162i,1.4702e-06-0.0002549i,0.00073781-0.00018131i,0.00037293-0.0005318i,-0.00017036-0.00091694i,-0.00033262-0.00023203i,4.3218e-05+0.00028688i,0.00063357+0.00027898i,0.00034349-0.00013517i,-0.00011753-0.00093035i,-0.00012967-0.00050642i,-0.00021183+0.00068435i,-0.00043494+0.00074411i,-0.00075495+0.00066306i
-0.0013638-0.0014609i,-0.00093276-0.0018407i,-0.00084305-0.0019233i,-0.00072422-0.0016304i,-0.00075716-0.00035259i,-0.00015026+0.00069805i,0.00091762+0.00082774i,0.00044331-4.5198e-07i,-0.00067135-0.00011479i,-0.00035433+0.00078223i,-2.8017e-05+0.00084281i,-1.0121e-05+3.7145e-06i,-0.00040309-1.7561e-05i,-0.00051204+0.00021503i,0.00020384-0.00018739i,-0.00012544-0.00043416i,-0.00076713-0.00032971i,-0.00084945+0.0004004i,-0.00043031+0.00056552i,2.8482e-05+0.00028756i,0.00016319+0.00017539i,0.0002032-0.00023203i,-0.00010699-0.00024452i
0.00058558-0.0001022i,-0.00028142+0.00023547i,-0.00026037-0.0016643i,0.00058416-0.0029942i,0.00017072-0.0021669i,-0.00016884-0.00087472i,0.00014448+0.00012738i,-0.00021778-0.00035275i,-0.0006766-0.00084695i,-0.0003703-0.00067276i,0.00017739+0.00023561i,0.00073685+0.00078491i,0.0007961+0.00028534i,-0.00018378+7.1328e-05i,-0.00042495+0.00017189i,-0.00034726+9.2393e-05i,-0.00071983-0.00010228i,-1.3733e-05-0.00026262i,0.0005872-3.0621e-05i,0.00053267-0.00046343i,0.00036693-0.00072739i,0.00045327+3.9065e-05i,4.7803e-05+2.8265e-06i
-0.00067608-0.0019936i,0.0010462-0.0021922i,0.0014464-0.0027573i,0.00051409-0.0017517i,-0.00079787+0.00017915i,-0.00090316+0.00087259i,-0.00012542+0.00048665i,-7.8345e-05-0.00016032i,-0.00036595-3.6657e-05i,-8.8921e-05+0.00072131i,9.3996e-05+0.0011878i,-3.3144e-05+0.0011542i,0.00014734+0.0004342i,-9.5976e-05-0.00014502i,0.0002819-0.00044403i,0.00067845-0.0006892i,0.00025493-0.00073392i,-0.00051262-0.00040249i,-0.00084254+0.00026393i,-0.00093413+0.00035043i,-0.0008333+9.3468e-05i,9.0593e-05+0.00028055i,0.00061083+0.0002333i
7.1447e-05+0.0014567i,-0.0013486-2.5888e-05i,-0.0019741-0.00069087i,-0.0012409-0.00035103i,-0.00072524+0.00019924i,-0.00032555+0.00058251i,0.0002478+0.00016748i,7.812e-05+2.1241e-05i,-0.00048099+0.00017662i,-0.0010086-0.00070201i,-0.00039795-0.00017378i,5.2641e-05+0.0010774i,-0.00032484+0.0013668i,-0.00015877+0.0008481i,-1.075e-06+0.0010109i,0.00024915+0.0014155i,0.00019987+0.00040004i,-2.2574e-05-0.00018542i,-0.00032351-8.9718e-05i,-0.00049067-0.0001974i,-0.00056515+0.00064313i,-0.0007236+0.00074947i,-0.00016504+0.00068523i
-0.00043622+0.00042428i,6.7334e-06-1.2676e-05i,0.00024746-0.0016172i,0.00084042-0.0026936i,0.00083412-0.0019788i,-0.00020485-0.00028742i,-0.00079382+0.00011753i,-0.00068876-0.00027669i,-0.00066972-0.0004675i,-0.00019935-0.0001179i,0.00039837+0.00072435i,0.00053499+0.00077977i,0.00051225+5.5595e-05i,0.00045321+0.00029818i,-0.00026564+0.00074108i,-0.00072586-2.6748e-05i,-0.00030484-0.00051421i,-0.00013622-0.00044662i,0.00011736-0.0002127i,0.0003145+0.00016476i,-0.00031961-0.00060143i,5.1803e-05-0.00075826i,0.00070271+6.5386e-05i
6.3004e-05-0.00010963i,0.0003036+0.00028393i,0.00099295-0.00046724i,0.000792-0.0011116i,-1.8712e-05-0.00051729i,-7.0225e-05+9.8397e-05i,-5.0626e-05+0.00017634i,-0.00027505+0.00049901i,0.00033047+0.00068809i,0.00015206+0.00031419i,-0.00010299+0.00031845i,-5.1507e-06+0.00059424i,0.00041787+0.00055476i,0.00022782+0.00061798i,-0.00020419+0.00089839i,0.00029829+0.00072499i,0.00019422-8.1895e-05i,0.00041963-0.0001563i,0.00091524+0.00052918i,0.00085212+0.00070048i,0.0009038+0.0010615i,0.00030562+0.001204i,-9.4087e-05+0.00054218i
0.00020606-0.00029934i,-1.0107e-05-0.00065376i,-0.00037976-0.0017301i,-0.00034426-0.0018247i,-0.00047343-0.00060773i,0.00051973+0.00046622i,0.00094067+0.00017568i,0.0006897-0.00097228i,0.00013456-0.0013372i,-0.00068661-0.00083952i,-0.0006834-0.00032414i,-2.4346e-05+0.00021179i,0.0006713+0.00059613i,2.9776e-05+0.00062257i,-0.0013265+0.00064704i,-0.00064818-0.00033873i,-0.00045796-0.00067423i,-0.001495-0.00039286i,-0.0014875-0.00010387i,-0.00023028+0.00023998i,0.00040351+0.00018133i,-0.00028695+0.00036638i,-0.00044502+7.9325e-05i
-0.0030031-0.0011092i,-0.0028194-0.0012835i,-0.0026033-0.00055708i,-0.0014155-0.0011139i,-0.00020016-0.0015921i,0.00019763-0.00066136i,-0.00028635+0.000556i,-0.00078957+0.00014868i,-0.0011505-9.7033e-05i,-0.0012332+0.00021769i,-5.2713e-05+0.00055025i,0.0013646+0.00044053i,0.0012891-0.00042163i,0.001038-0.0007439i,0.0013064-6.519e-05i,0.00073298+0.000206i,0.00034502+0.00013706i,8.1348e-05-0.00012784i,-0.00015811-9.0478e-05i,0.00026208+0.00033451i,6.3844e-05+0.00023959i,-0.00022538-0.0002595i,0.00033097+1.8279e-05i
0.0017053-0.00024021i,0.00068612+2.083e-05i,-0.00026751+0.00017889i,-0.00094251-0.00086712i,-0.0013416+2.1001e-05i,-0.0010324+0.001821i,-0.00042082+0.0014331i,0.00019003+0.00049174i,0.00030071+0.00035894i,-0.00017187+0.00069183i,0.00029921+0.00028009i,0.0010744-0.000259i,0.00082807-0.00022158i,-1.8713e-05+0.00018622i,-0.00031822+1.7621e-05i,0.00016294+0.00046887i,9.7542e-05+0.0005314i,-0.00021702+0.00026871i,-0.00031019+0.00042331i,-0.00065117+0.00013585i,-0.00038791+0.0002065i,-0.00021708-3.1511e-06i,0.00036816-0.00014557i
0.001838+0.0017262i,0.0026129+0.0011748i,0.0035274-0.00065864i,0.002735-0.0020158i,0.0014575-0.0017858i,0.00044293-0.00054988i,-0.00061626-0.00022839i,-0.0006424+8.1256e-05i,0.00028502+0.0005065i,0.00044885-0.00020356i,-0.00033454-7.4274e-05i,-0.0003065+0.000214i,0.00012391-4.9855e-05i,-2.1277e-05-0.00029952i,-0.00042302-7.0818e-05i,-0.00033175+0.00061991i,0.00018843+0.00039745i,0.00047794+0.00011141i,-0.00031687-0.00011129i,-0.00037885-0.00016795i,0.00022245+0.0001564i,0.00040005+0.00056074i,0.00076782+0.00040586i
-0.00086706-0.0014008i,-0.0013771-0.00096166i,-0.0015945-0.0015044i,-0.0016627-0.0015788i,-0.001125-0.00063282i,-0.00023082+0.00024679i,-0.00019368-2.8484e-05i,-0.00013844-0.00066147i,0.00037523-0.0002069i,0.00016008+0.00064401i,-0.00020562+8.817e-05i,-0.00070295-0.00043377i,-0.00027701-0.00038209i,0.00036897-0.0002442i,0.00031586+5.26e-05i,-6.7543e-05-0.00015815i,-0.00010621-0.00016877i,-0.0002166+0.00049355i,-0.00062293+0.00084507i,-0.00047903-5.3289e-05i,-0.000247-0.00065769i,-0.00044953-0.00063377i,-0.00019868-0.00056737i
0.0016683-0.001279i,0.0021194-0.0014955i,0.0025611-0.001585i,0.0020721-0.0015271i,0.00082761-0.00074566i,-0.00076944+0.00067836i,-0.00083041+0.00042832i,-0.00046497-0.00079374i,-0.00077203-0.0010141i,-0.0010292-0.0002042i,-0.00020254+0.00075205i,0.00047498+0.0013823i,0.00014895+0.0010402i,-0.00043385-0.00020492i,-0.00098016+0.00018735i,-0.00040147+0.00076107i,-7.8915e-05+0.00033949i,-0.00015329+5.6629e-05i,0.00023557+0.00058696i,0.00044938+0.00059061i,0.00065395-3.8486e-05i,0.00041893-0.00014624i,-4.4774e-05-1.5757e-05i
-0.0010147-0.0011734i,-4.2474e-05-0.001966i,0.00055558-0.0027906i,-0.00025889-0.0028089i,-0.0012979-0.0024344i,-0.00053894-0.0011275i,0.00039721-9.5568e-05i,-0.00029816-0.00077832i,-0.0013676-0.0011008i,-0.0013028-7.5297e-06i,-0.00032105+0.00012919i,-0.00016287-0.00087354i,-0.00011967-0.0016993i,0.0004034-0.0016369i,-0.0001411-0.00072956i,-0.00077162-0.00031669i,-0.00058286-0.00041564i,-0.00036722-2.5228e-05i,1.204e-05+0.00048552i,0.00032926+0.00071126i,-0.00038354+8.0017e-05i,-0.00083988-0.0011002i,-0.0006605-0.0014632i
-0.0010664+0.0010683i,-0.0013704+0.00047946i,-0.00059459+0.00099173i,-0.00042645+0.0020511i,-0.0011425+0.0017683i,-0.0014636+0.00088963i,-0.0016463+0.00051467i,-0.0016742+0.00025758i,-0.0011721+1.8002e-05i,-0.00076862-0.00011028i,-0.00050231+3.8758e-05i,-0.00021239+0.00036703i,0.00025923-9.6904e-05i,-7.5344e-05+0.00023994i,-0.00038641+0.0012561i,8.0228e-05+0.0012917i,0.00010992+0.0009938i,6.3166e-05+0.00087013i,5.031e-05+4.6435e-05i,-0.00010857-0.00031371i,7.7145e-05-0.00040449i,0.0003321-0.00030029i,-5.4724e-05-0.00033953i
-0.0011577-0.00092519i,-0.00060946-0.0011107i,-0.00077161-0.0022406i,-0.00019452-0.0010309i,0.00010151+0.0002842i,7.852e-05+0.00085734i,0.00035407+0.0010884i,0.00062999+0.00047537i,0.00072785+0.00092398i,0.00014387+0.0012315i,7.9493e-05+0.00034105i,0.00067846+0.0001437i,0.00051699+0.00031254i,-0.00045215+0.00033156i,-0.001013+0.00070339i,-0.00079603+0.00035924i,-0.00073446-0.00018284i,-0.0010974-0.00044192i,-0.0006968-0.00076953i,-0.00011409-0.00042486i,-7.9412e-05-2.6587e-05i,-2.7489e-05-0.00039217i,0.00069482-0.0010854i
-0.00018485-0.00024103i,-7.2411e-05-0.0014796i,-0.00050622-0.0014019i,-0.00043273-0.0010265i,5.3765e-05-0.0010869i,0.00011308-0.0011068i,0.00014548-0.00062188i,6.6359e-05-8.323e-05i,-0.00060439-0.00034737i,-0.00059205-0.00013082i,0.00044229+0.00094676i,0.0010733+0.0013121i,0.00061953+0.00045066i,0.00046519-0.00067747i,-0.00022076-0.00016664i,-0.0012221+0.00080606i,-0.0010175+0.00092281i,-0.00031945+0.00039003i,-0.000147+0.00030149i,-0.00041725+0.00029007i,-0.00041173-0.0002098i,-0.00017356+2.9772e-05i,-4.8184e-05+0.00049736i
-1.0236e-05+0.00084196i,0.00061594+0.00096437i,0.0014598+0.00030946i,0.00048183-0.00084821i,-0.00049756-0.0015961i,-0.00025306-0.00040558i,0.000187+0.00073527i,0.00064326+0.00059433i,0.00067549+0.00057412i,0.00042954+0.00036778i,-0.00043256+0.00049747i,-0.00042492+8.8939e-05i,0.00038328-0.00018115i,0.00058298+6.4074e-05i,0.00068761-0.00036513i,0.00056277-0.00042932i,0.00039939+4.4368e-05i,0.00099679+0.00017836i,0.0011542+0.00023741i,0.00021072+0.00023447i,-1.0306e-05+0.00016217i,-0.00024776+0.00030878i,-0.00019415+0.0001196i
-0.00050104-0.00022314i,-0.0010318-0.00057106i,-0.00065634-0.00099795i,0.00047526-0.0013995i,0.0005389-0.00066236i,-8.753e-05+0.00025029i,0.00012533+5.7606e-05i,-0.00031324+0.00013488i,-0.00067805+0.0001754i,0.00011734-5.6531e-05i,-0.00050723+0.00065971i,-0.00057831+0.0011207i,-7.4137e-05+0.00066223i,-0.00016307+0.0001567i,-0.00045381-4.5819e-05i,-0.0011753-0.00021826i,-0.0011074-0.00046952i,-0.00066946-0.00025095i,-0.00012477+0.0005335i,-0.000339+0.00039785i,-8.6771e-05-1.7048e-05i,0.00097377+0.00040032i,0.0011609+0.00050755i
0.0010237-0.00037881i,-3.5478e-05-0.00079512i,-0.00078666-0.0017419i,-0.0020944-0.0017007i,-0.0024736-0.00052435i,-0.0011513+0.00026202i,-0.00026621-0.00021192i,0.00010709-0.00026933i,5.6826e-05-0.00043635i,-0.00027815-0.0010994i,-0.00015807-0.00075968i,0.00054578-0.00036143i,0.0013821+0.0004041i,0.00087554+0.00116i,-0.00024342+0.0012575i,-0.00042531+0.00075568i,-7.9907e-05-2.3768e-05i,-0.00055032-0.00038205i,-0.0016258-0.0004221i,-0.0019498-0.00013551i,-0.0012156-0.00018592i,-0.00029938+5.3587e-05i,-0.00053023+0.00058614i
-0.00075408+0.0017607i,0.00061661+0.0016834i,0.0032757+0.0013951i,0.0038009-7.2394e-05i,0.0013701-0.0013329i,-0.0012207-0.00087941i,-0.0014365-0.00038218i,-0.0005201-0.00050256i,-0.0002873-0.00070261i,0.00013567-0.00070992i,0.00051045-0.00053762i,2.1008e-05-0.00059316i,-0.00025704-0.00075899i,-0.0005956-0.00066066i,-0.00092427-0.00041017i,-0.00039111-0.0001556i,-0.00012422-0.00011123i,-0.00041214-0.00014545i,-0.00048214-0.00093492i,0.00042956-0.00015999i,0.00066199+0.00061317i,0.00070383+0.0003234i,0.0010838+0.00036695i
-0.0024864+0.0020813i,-0.0012841+0.0012631i,0.00087631+0.0012518i,0.0020149+0.00018448i,0.0025264-0.0005211i,0.0012944-0.00074072i,-0.00010043-7.4946e-05i,-0.00075297+4.6777e-05i,0.0001651-8.7266e-05i,0.0010027+7.1809e-05i,0.00046076-0.00015642i,-6.8434e-05+0.00042352i,-0.00022566+0.00069222i,-0.00021832+0.00055467i,0.00015271+0.00016197i,0.00021137+0.00010121i,0.00028538+0.00039713i,0.00055617+0.00034133i,0.0003103+0.00078411i,-0.00013516+0.0004015i,-0.00021177-0.00048094i,0.00059465+0.00018356i,0.00052601+0.00037741i
-0.00017949+0.00064316i,-0.00075873+0.00011594i,0.00038713+0.00056117i,0.0015113+4.5839e-05i,0.00091314-0.00026217i,0.00037144+4.2675e-05i,1.9425e-05+0.00050173i,-0.00050894+0.00046414i,-0.00076587-5.6278e-05i,1.8677e-06+0.0003912i,-9.2567e-05+0.00037844i,-0.00051854-0.00065829i,-0.00033817-0.0011829i,-0.00015911-0.00086098i,-0.00072948-0.00028811i,-0.0015809+1.4659e-05i,-0.0012559-0.00023162i,-0.00076538-0.00033684i,-0.00041145+0.00052134i,-0.00017651+0.00020326i,-0.00059315-0.00034836i,-0.00023821+3.4793e-05i,0.00097807+0.00012314i
0.0014019-0.000529i,0.0020875-0.00086605i,0.0019596-0.0013263i,0.00079187-0.001969i,-0.00078588-0.0016116i,-0.0013033-0.00083509i,-0.00046916-0.0006822i,-0.00024652-0.00038827i,-0.00059715+0.00058587i,-0.000991+0.0004716i,-0.00077731-0.00040257i,-0.00011572-0.00057647i,-0.000354-0.00032912i,-0.00096475-0.00035243i,-0.00033785-0.00043592i,-0.00034351-0.00060152i,-0.00095924-0.00082252i,-0.00074879-0.00077878i,-2.6875e-05-5.623e-05i,0.00059175+0.00046335i,0.00076052+0.00059627i,0.0010822+0.0008703i,0.001318+0.00069667i
0.00067042+5.8933e-05i,0.0012592-0.00096105i,0.0024302-0.0014916i,0.0017931-0.0013086i,0.00041564-0.00032825i,-0.0001065+0.00035272i,0.00015041-4.13e-05i,1.9498e-05-5.3935e-05i,-0.00029536+0.00045859i,0.00023317+0.00067085i,0.00067958+0.00012667i,0.00076206+8.6329e-06i,0.00078281+3.2521e-05i,-7.0021e-05+0.00031329i,-0.00089504+0.0011274i,-0.0010944+0.00033829i,-0.00073592-0.00012794i,-0.00013112+8.3632e-05i,0.00060185+4.0213e-05i,0.00069105-0.00045137i,6.9953e-05-0.00081029i,-9.8901e-05-0.00074015i,0.00025823-0.00039387i
-8.6889e-05+0.000149i,0.0003281-0.00082536i,0.0020867-0.0017049i,0.0019801-0.0019357i,-7.9546e-05-0.0020608i,-0.00071495-0.00062988i,0.00033907+0.00074248i,0.0010609+0.00015383i,0.00092854-0.00040933i,0.0004302+0.00032737i,1.2147e-05+0.00025758i,-0.00078186-0.00048423i,-0.00082008-0.00031048i,-0.00073569+5.9798e-05i,-0.00069794+9.1563e-05i,-0.00055369+0.00065794i,-0.0005226+0.00055156i,-0.0001363+0.00046444i,2.0647e-05+0.0010952i,0.00028299+0.00081634i,-0.00016681+0.00032807i,-0.00032121+0.00043323i,-0.00019872+0.0004484i
0.0016006+0.00087428i,0.00049192+0.00026104i,0.00013843-0.0014574i,0.00092768-0.0016113i,0.00031549-0.00071411i,-0.0011592+0.0006997i,-0.001282+0.00044634i,-0.00081713-0.00051146i,-0.00065737-0.00057938i,-0.00026515-0.00020386i,-5.7701e-05+0.00053213i,-0.00035751+0.00087304i,-0.00028594+0.00040043i,-0.00018731-0.00023793i,-6.819e-05+2.4904e-05i,4.3642e-05+0.00039395i,-0.00046554-0.00018975i,-0.0009494-0.00069662i,-0.0011347+6.5918e-05i,-0.00095755+0.00089984i,-0.00060382+0.0010671i,-0.00013703-0.00014626i,0.00033393-0.00041407i
-0.0015082-1.9408e-05i,-0.00064469-0.00037268i,0.0005934-0.00034787i,0.00098476+6.5689e-05i,-0.00010829+7.0932e-05i,-0.00068981-0.00077164i,-5.9125e-05-0.00063959i,-0.00014151-0.00025586i,0.00039493-7.8387e-06i,0.00016337-0.00011475i,-0.00081959-0.00012674i,-0.00043419-9.913e-06i,-0.00029143-0.00018442i,-0.00025906-0.00017098i,0.00015547-0.00034535i,8.2326e-05-0.00029506i,0.00029537-2.1184e-05i,0.00049282-0.00019481i,0.00098757-0.00026726i,0.00090469-0.00016648i,0.00059059-0.00020442i,0.00048493+0.00021457i,-0.00053415-0.00038074i
0.00055063+0.00053763i,0.0011821-2.2735e-05i,0.0015852-0.0013411i,0.001826-0.0016669i,0.00047752-0.0014867i,-0.00010843-0.0010558i,0.00016461-0.00028174i,-6.9027e-05-8.9471e-05i,9.5355e-05-0.00013521i,-4.1439e-05-0.00024748i,4.8848e-05-0.00053131i,-0.0002871-0.00016101i,-0.00030978+6.4678e-06i,-0.00030639+0.00011077i,-0.00061298-0.00030409i,-0.00020796-0.0013552i,1.6051e-05-0.0011898i,-0.00011964-0.00032847i,0.00018424-6.6823e-05i,0.00069364-0.00013418i,0.00035195+0.00068628i,-0.00098693+0.0011103i,-0.00064837+0.00057821i
-0.0025818-0.0013529i,-0.0035694+7.6574e-05i,-0.0022741+0.00077581i,-0.00043755+0.00022009i,-0.00038346-5.3611e-05i,-0.001184-0.00016765i,-0.0016864-0.00046052i,-0.00095431-0.00067719i,-0.00016904-0.00096969i,-9.7694e-05-0.00087085i,0.00022585+0.00027066i,0.00074328+0.00066939i,0.0014022+0.00024863i,0.001543-0.000154i,0.00047801-0.00060393i,9.0964e-05+0.00021743i,0.00054137+0.00060242i,0.0003225+0.00027576i,0.00050854+0.00053176i,0.0009328+0.00085872i,0.00066402+0.00055228i,0.00049089-1.0676e-05i,0.00085298-6.5559e-05i
0.0006551+0.0014338i,0.00040771+0.00086715i,0.0011049-0.00047264i,0.001376-0.00047295i,0.00069846+8.3751e-05i,-0.00013008+0.00013124i,-0.00063346-0.00066492i,-0.00027634-0.0012327i,5.9723e-05-0.0009279i,0.00034327-0.0010337i,9.9765e-05-0.00048651i,-9.5269e-05+0.00071113i,0.00035049+0.00079315i,0.00018918+0.00023217i,5.1561e-05+0.00027969i,-0.00041051+0.00081285i,0.00022626+0.00028952i,0.00081319-0.00017397i,6.6382e-05+0.0003964i,-0.00041739+0.00071509i,-0.0003435+0.00050878i,-0.00056054+0.0004615i,-0.0007731+0.00069396i
-0.00072886+0.00010144i,-0.0015438-0.0010744i,-0.0017266-0.0018736i,-0.00072612-0.0018238i,-2.4491e-05-0.001585i,-0.00029229-0.001092i,-0.0005092+0.00061482i,-0.0010987+0.00058113i,-0.00066848-0.00074265i,0.00061541-0.00049986i,1.0265e-05-0.00031367i,-0.00021726-0.00088922i,0.00077132-0.00025986i,0.0004478+0.00054551i,-0.00030634+0.00080189i,8.4293e-05+0.00080864i,-1.0452e-05+0.00061336i,-0.00085336+0.00029611i,-0.0011075+6.5778e-05i,-0.00076909+0.00038363i,-0.00015776+0.00033056i,0.00049177-7.0109e-05i,0.00029572+3.4373e-05i
0.0011315-0.00042951i,0.0022052-0.00028556i,0.0030823-0.00029665i,0.0015762-0.00093115i,-6.7237e-05-0.0014973i,-0.0010032-0.0008084i,-0.00086232-0.00012252i,-0.00018418+4.4671e-05i,0.00017203+4.5812e-05i,-1.7697e-05-0.00037893i,-0.00018228-0.00054768i,0.00018532-0.00029948i,0.00042038-0.00012577i,0.00026104+0.00020164i,6.3492e-05+0.00038589i,-0.00024973+0.00040703i,-0.00050723-5.925e-05i,-0.00069804-0.00053448i,-0.00023836-0.00056851i,0.00026489-0.00022461i,0.000298-4.397e-05i,0.00012721-6.6662e-05i,-0.00017182+0.00011779i
0.0012451-0.00038196i,0.0013668-0.001489i,0.0014039-0.0022776i,0.00010961-0.0018851i,-0.00095807-0.0017167i,-0.0008855-0.0013899i,-0.000132-0.00044483i,-0.00015652-0.0002544i,-0.00013933-0.00019551i,0.00046007-7.3838e-05i,0.00013718+8.2272e-06i,-0.00013075+0.00074883i,7.6191e-05+0.0011714i,-0.00053262+0.00076449i,-0.0010828+0.00072311i,-0.00015791+0.00092214i,0.00025968+0.00072892i,0.00014094+0.00043349i,0.00032415+0.00017566i,0.00033021+0.00015436i,0.00012851+0.00032848i,0.00031522-0.000172i,0.0005478-0.00091911i
-0.00035097-0.00022709i,4.8797e-05-0.0004721i,-0.00017503+0.00029017i,-0.0002742-0.00030555i,-4.7147e-05-0.00046177i,0.00014618-0.00012269i,-2.6029e-05-0.00032403i,-0.00067535+6.1735e-05i,-0.0011444-0.00022123i,-0.00019943-0.00046924i,0.00020446+0.00027963i,-0.00020759-6.2212e-05i,0.00042757-0.00014008i,0.0015287+0.0008262i,0.0008704+0.00081264i,-0.00070676+0.00069481i,-0.00077614-0.00018256i,0.00029541-0.00035477i,-6.6289e-05+0.00022035i,-0.00042424-2.1236e-06i,7.8928e-06+6.7397e-05i,-5.5931e-05-0.00028885i,-0.00011938-0.00019806i
-0.0024017+0.0013374i,-0.0013141+0.0021263i,0.0011068+0.0020541i,0.0023791+0.00045176i,0.0015504+0.00039178i,0.00051466+0.00097929i,-0.00058783+0.00034441i,-0.0010598-0.00061157i,-0.00043979-0.0008368i,0.00041594-0.00075184i,0.00044571+0.00019169i,0.00011517+0.00056816i,0.00067884+0.00015321i,0.00066394+0.00040904i,0.00020931+0.00096333i,-6.5609e-05+0.001233i,-0.00069125+0.0010652i,-0.00089361+0.00074101i,-0.00074763+0.0007716i,-0.00069353+0.00051538i,-0.0002373-0.00014059i,-0.000573-0.00024965i,-0.00065498-7.8898e-05i
-0.0019879-0.00069045i,-0.0020834-0.0012439i,-0.0011952-0.0025615i,0.00010361-0.0021706i,-0.00012463-0.00033683i,0.00019305+0.00039606i,0.00099362-0.00024454i,0.0010411-0.00073816i,0.00071098-0.0005184i,5.103e-05+0.00033791i,-0.00032521+0.00080269i,-0.00030387+0.00082529i,-0.00040253+0.00087486i,-0.00086454+0.00010807i,-0.00052873+2.3618e-05i,0.00075823+0.00020637i,0.0013016+0.00011198i,0.0010867-0.00052584i,0.0002266-0.0006539i,-0.0006848+2.1648e-05i,-0.00070834-8.9789e-05i,-0.000293-0.00013581i,-6.9199e-07+0.00031031i
0.00016351+0.001936i,-0.00013408+0.0007893i,0.00087904+0.00091509i,0.0022375-0.00031794i,0.0021227-0.0011637i,0.00040344-0.00085837i,-0.00024716-0.0012002i,-6.3436e-05-0.00099135i,-0.00025397-0.00064253i,-0.00034556-0.00058858i,-0.00030631-0.00041435i,-0.00027693-0.00010053i,9.4454e-07-0.000161i,-0.0004291-0.0005004i,-0.00079986-0.00020514i,-0.00018023+0.00032945i,0.00024032+8.6288e-05i,-0.00042999-8.9119e-05i,-0.0011615-0.00011703i,-0.00080689-3.7792e-05i,0.00011394+0.00042778i,0.00033918+0.00034549i,0.00031567+0.00021272i
-0.00041021-0.00022007i,-0.00056147-0.0013527i,-2.343e-05-0.0023722i,-0.00013-0.003134i,-0.0010253-0.0017763i,-0.00069649+3.9212e-05i,-0.00050475+0.00071649i,-0.00067487-3.5614e-05i,-0.000249-0.00054857i,0.00066519-0.00019587i,0.0015013+0.0006052i,0.0013379+0.00097503i,0.0006539+0.00052587i,0.00049704+0.00041155i,0.00041566+0.00011581i,0.00047555-5.859e-05i,-0.00032794-0.00046593i,-0.00099528-0.00076896i,-0.0012036-0.00089056i,-0.00099721-0.00041303i,-0.00048076+0.00016038i,-0.00036757+0.0009573i,0.00020025+0.00052931i
