0.0032577+0.0019347i,0.0032449-1.1208e-06i,0.0028563-0.0025057i,0.0014016-0.0039139i,-0.0010364-0.003216i,-0.0026909-0.00030543i,-0.0012291+0.0015898i,0.00043735+0.0014102i,0.0010072+9.4013e-05i,0.00090695-0.00050081i,-0.00010877-0.00084691i,-0.00019336-0.00072976i,-4.811e-05-4.7964e-05i,-0.00063591+0.00059208i,-0.0011891+0.00050198i,-0.0012349-0.00012594i,-0.00035805-0.00092853i,-2.2261e-05-0.0010975i,-0.00036096-0.00092857i,-0.00039449-0.00062514i,0.00035579-0.00018537i,0.00087441-0.00019207i,0.00077935-5.3256e-05i
-0.014214+0.06941i,-0.044361+0.11747i,-0.07996+0.1441i,-0.098072+0.14771i,-0.079072+0.10488i,-0.061074+0.0081715i,-0.052657-0.063582i,-0.021408-0.082971i,-0.0013468-0.095488i,-0.009153-0.086849i,-0.0063039-0.04144i,0.013032+0.0013269i,0.021891+0.01312i,0.0097714+0.0069848i,-0.011944+0.003342i,-0.023718+0.0063981i,-0.02152+0.01356i,-0.012851+0.019252i,-0.0047344+0.018147i,0.0011347+0.0085437i,0.0053984-0.0022254i,0.0080213-0.0076088i,0.009695-0.0038102i
-0.099214-0.024449i,-0.14642+0.029932i,-0.12738+0.13418i,-0.028394+0.18104i,0.051842+0.12025i,0.022439+0.055476i,-0.035743+0.055792i,-0.050824+0.064086i,-0.054806+0.053583i,-0.054011+0.039865i,-0.034298+0.015911i,-0.016803-0.0083898i,-0.010297-0.0059681i,-0.00098044+0.014087i,0.0088634+0.022218i,0.010335+0.018797i,0.011458+0.013879i,0.016192+0.0047898i,0.013138-0.0041792i,0.0025425-0.0050666i,-0.0055178-0.0012114i,-0.0085652+0.0022282i,-0.0081153+0.0027382i
0.013128+0.017015i,0.060068+0.060981i,0.14543+0.073329i,0.17662+0.014525i,0.092278-0.041775i,0.02232-0.014384i,0.039515+0.032216i,0.056659+0.05575i,0.053963+0.088026i,0.064792+0.093963i,0.056585+0.055262i,0.028689+0.028666i,0.021694+0.02702i,0.030445+0.021337i,0.034989+0.0062097i,0.034057-0.010335i,0.030522-0.024905i,0.021818-0.033015i,0.0072132-0.029074i,-0.0022316-0.014704i,-0.0020379-0.0034606i,-0.0010078-0.00091945i,-0.0053644+0.0017265i
-0.078791-0.084708i,-0.13745-0.10593i,-0.14258-0.11723i,-0.11059-0.14008i,-0.093373-0.1392i,-0.072114-0.089776i,-0.021163-0.042405i,0.024654-0.020487i,0.058039-0.024248i,0.059259-0.05011i,0.020333-0.056787i,-0.0078059-0.04125i,-0.010624-0.03304i,-0.0056599-0.030064i,0.0010483-0.029637i,0.00096124-0.02807i,-0.0062205-0.020826i,-0.011314-0.01238i,-0.0084669-0.0061616i,-0.0028246-0.0056285i,-0.0018532-0.0084432i,-0.0033381-0.0075837i,-0.0044455-0.0045324i
0.06546-0.060681i,0.050013-0.11948i,-0.035637-0.096931i,-0.13592+0.017184i,-0.15854+0.12117i,-0.12811+0.12417i,-0.10672+0.081888i,-0.080808+0.031901i,-0.065754-0.039124i,-0.07952-0.071849i,-0.07341-0.037793i,-0.040792-0.0042248i,-0.023887-0.0017797i,-0.027883-0.0096343i,-0.034459-0.010993i,-0.034369-0.0058169i,-0.023633+0.00082637i,-0.011892+0.0042965i,-0.0075339+0.0039162i,-0.0038119+0.0030037i,0.0025373-0.00035731i,0.0064991-0.006351i,0.0060088-0.010597i
-0.0074608-0.062654i,-0.023821-0.06488i,-0.084328+0.072751i,-0.068763+0.26541i,0.027562+0.28773i,0.073263+0.15904i,0.057105+0.056324i,0.026909+0.0073607i,-0.036519-0.0040548i,-0.090224+0.034497i,-0.073503+0.059873i,-0.035121+0.041976i,-0.020685+0.025984i,-0.023115+0.023785i,-0.028187+0.020627i,-0.027324+0.019861i,-0.017955+0.02138i,-0.0019514+0.014106i,0.0075624-0.0014993i,0.0023866-0.011222i,-0.0047188-0.0071014i,-0.0047887+0.0021002i,-0.0055133+0.0038207i
0.07093-0.015775i,0.13366-0.051429i,0.13649-0.082787i,0.092784-0.050246i,0.046303-0.026854i,0.0040417-0.061495i,-0.052639-0.078259i,-0.089141-0.015223i,-0.048259+0.07551i,0.030657+0.097979i,0.051752+0.058058i,0.022535+0.03871i,0.012972+0.042847i,0.02094+0.02742i,0.013232+0.0051817i,-0.0017817-0.00021075i,-0.0048875+0.0021616i,0.0010869-0.0041737i,0.0037333-0.017385i,0.0017861-0.026067i,0.00070177-0.029689i,-0.00055867-0.028951i,-0.00040602-0.021892i
0.0062088-0.092856i,-0.026242-0.16536i,-0.07071-0.24193i,-0.10239-0.28181i,-0.1009-0.22795i,-0.084197-0.14204i,-0.04251-0.073217i,0.021849-0.016467i,0.068239-0.012864i,0.070548-0.049013i,0.038755-0.053253i,0.004422-0.02198i,-0.01217-0.0028312i,-0.015429-0.0084375i,-0.0093177-0.019431i,0.0025277-0.022895i,0.011967-0.016166i,0.010964-0.0079575i,0.0036882-0.00020791i,0.0065017+0.0058703i,0.012815+0.0043384i,0.011435+0.0042139i,0.0083725+0.0077363i
0.063725+0.019816i,0.067237-0.033698i,-0.066486-0.10072i,-0.20823-0.093012i,-0.18145-0.015724i,-0.070235+0.013537i,-0.058883-0.014009i,-0.10637-0.024319i,-0.11405-0.011623i,-0.083148-0.0081902i,-0.03164-0.012948i,0.011781-0.024364i,0.01144-0.026713i,-0.0031905-0.0055136i,-0.003092+0.0035033i,-0.0080345-0.013649i,-0.01528-0.023427i,-0.016328-0.015295i,-0.015566+0.00011731i,-0.0093019+0.0096526i,0.0012592+0.0075907i,0.010494+2.0641e-05i,0.010396-0.0029896i
-0.070254+0.056908i,-0.052451+0.16823i,-0.021059+0.26563i,0.016056+0.26144i,0.043118+0.1376i,0.045247+0.0075824i,0.056168-0.027699i,0.089523-0.028857i,0.077896-0.067448i,0.010756-0.077465i,-0.042978-0.04513i,-0.063958-0.019068i,-0.054694-0.0023415i,-0.026751-0.0033938i,-0.014569-0.015747i,-0.013397-0.01494i,-0.0032685-0.015291i,0.0035786-0.029451i,-0.0053698-0.037194i,-0.020077-0.025754i,-0.027647-0.006006i,-0.02948+0.0046607i,-0.027559+0.0030939i
0.15845-0.015314i,0.2793-0.033522i,0.31473-0.077297i,0.21841-0.04702i,0.098959+0.0469i,0.096098+0.050086i,0.15107-0.074969i,0.14369-0.16699i,0.11494-0.15661i,0.095386-0.11416i,0.041496-0.048868i,-0.0068445+0.036963i,-0.0043584+0.078069i,0.006354+0.050342i,-0.019566+0.0057201i,-0.055765-0.0073695i,-0.044537-0.0073009i,-0.0026255-0.019066i,0.026108-0.021709i,0.044461-0.011105i,0.04404-0.013736i,0.016332-0.016271i,-0.011323+0.0091196i
-0.088778+0.045307i,-0.016695-0.033084i,0.036976-0.21279i,-0.024883-0.32506i,-0.1032-0.21122i,-0.05599-0.061276i,0.041669-0.050341i,0.087864-0.047492i,0.10465-0.021244i,0.066604-0.04877i,-0.017261-0.053327i,-0.069839-0.014759i,-0.082298+0.018864i,-0.052221+0.045813i,-0.010565+0.042321i,-0.0020563+0.015177i,0.0073465-0.0069872i,0.026335-0.027138i,0.031376-0.028913i,0.029469-0.0066378i,0.02298+0.0089197i,0.0074817+0.014841i,-0.0018896+0.03352i
-1.3405+8.109i,0.029625+8.4184i,4.0676+7.1751i,6.1464+2.8293i,5.1338-1.1985i,2.16-2.7479i,-0.017049-1.6734i,-0.26077-0.23792i,0.52998+0.36766i,1.2794+0.047469i,1.093-0.65443i,0.3366-0.94836i,-0.3449-0.94161i,-0.96541-0.90674i,-1.1025-0.61649i,-0.36469+0.001646i,0.48337+0.3018i,0.55239+0.18777i,0.18927+0.19166i,0.019232+0.23864i,-0.11662+0.15256i,-0.26493+0.1614i,-0.1645+0.20552i
-0.23553-0.060116i,-0.29759+0.13466i,-0.094906+0.29086i,0.17236+0.24713i,0.14799+0.033892i,-0.12115-0.095973i,-0.28287-0.068374i,-0.26072+0.020013i,-0.1584+0.099849i,-0.062484+0.089588i,-0.059952+0.018448i,-0.079467-0.0097302i,-0.04152-0.018827i,-0.025862-0.0091629i,-0.028235+0.063405i,0.018376+0.12498i,0.06802+0.11196i,0.068225+0.059731i,0.030573+0.01637i,-0.0085644+0.0055114i,-0.014455+0.011883i,0.0067234+0.004831i,0.021931-0.016365i
0.36926-0.05062i,0.44723-0.15865i,0.53647-0.21119i,0.56985-0.25456i,0.34864-0.33119i,-0.060445-0.31072i,-0.27547-0.14291i,-0.21076-0.01918i,-0.089875-0.00034851i,-0.014787-0.013265i,0.016058-0.013654i,0.033285-0.0024093i,0.047137-0.018499i,0.024604-0.024396i,-0.00325+0.01711i,0.0077984+0.055981i,0.029401+0.056315i,0.027368+0.029735i,0.0036107+0.0069931i,-0.016251+0.0097846i,-0.013069+0.024634i,0.00072505+0.034225i,0.01421+0.035816i
-0.1376+0.092032i,-0.24517+0.19436i,-0.23684+0.31698i,-0.10265+0.36254i,0.015482+0.30686i,0.0048329+0.24291i,-0.03605+0.24196i,0.023809+0.21204i,0.073515+0.098301i,0.034914+0.010308i,0.011216-0.013807i,0.017451-0.027673i,0.014867-0.037713i,-0.0006194-0.044395i,-0.02295-0.043691i,-0.027787-0.035354i,-0.019055-0.027414i,-0.010286-0.014708i,-0.006319-0.012012i,-0.017621-0.013684i,-0.02371+0.0047515i,-0.00688+0.017508i,0.020093+0.0092174i
0.17393+0.062975i,0.098899+0.1442i,-0.13292+0.29311i,-0.25554+0.44349i,-0.12374+0.35611i,-0.057058+0.13297i,-0.16192+0.076905i,-0.20513+0.10681i,-0.18138+0.1i,-0.14631+0.12885i,-0.075954+0.13417i,-0.052438+0.073107i,-0.082478+0.044979i,-0.090293+0.052558i,-0.069103+0.049137i,-0.038882+0.03959i,-0.017596+0.032651i,-0.0043207+0.03335i,0.0041989+0.030958i,-0.0068804+0.020978i,-0.025425+0.017527i,-0.029598+0.012573i,-0.021167-0.00079811i
-0.30508+0.09289i,-0.46159+0.295i,-0.31469+0.61429i,0.088079+0.77722i,0.40837+0.61624i,0.4328+0.32966i,0.31373+0.16735i,0.24295+0.09419i,0.20456+0.014079i,0.14929-0.02343i,0.10724+0.0015414i,0.088622+0.015729i,0.069718-0.0057139i,0.045476-0.023952i,0.032551-0.024259i,0.02714-0.018102i,0.012638-0.0027431i,0.0020976+0.0090476i,-0.0081985-0.0018804i,-0.025993-0.013807i,-0.036709-0.01225i,-0.038423-0.0052888i,-0.027316+0.0059359i
0.26253+0.097009i,0.45597-0.029204i,0.47624-0.25407i,0.34099-0.40587i,0.1942-0.37133i,0.076327-0.25043i,2.5586e-05-0.14225i,-0.0027622-0.090955i,-0.0090278-0.096078i,-0.056927-0.086773i,-0.075766-0.037804i,-0.045778-0.00083573i,-0.013787+0.0025177i,0.0013939-0.002022i,0.0061132-0.0063662i,-0.010428-0.014531i,-0.038531-0.017902i,-0.052404-0.011982i,-0.043678-0.00035492i,-0.025036-0.0027881i,-0.020248-0.024262i,-0.022515-0.029229i,-0.016452-0.0062919i
-0.36595-0.042165i,-0.54253+0.10187i,-0.4783+0.19767i,-0.28265+0.12119i,-0.13638+0.038493i,-0.049682+0.066076i,-0.0033743+0.10294i,0.012241+0.089933i,0.01673+0.044672i,0.0051898-0.0034039i,-0.0078625-0.031912i,-0.0035787-0.035449i,0.0079194-0.02833i,0.0065119-0.026622i,-0.0072561-0.028603i,-0.012669-0.033323i,-0.0058381-0.033225i,0.012603-0.023403i,0.029982-0.027232i,0.025786-0.044396i,0.019824-0.049197i,0.022873-0.047287i,0.020226-0.047734i
0.35396+0.0022636i,0.40335+0.014046i,0.31601+0.16994i,0.26386+0.32875i,0.30446+0.20186i,0.20769-0.043247i,0.022911-0.034633i,-0.0077014+0.075472i,0.025253+0.077685i,0.02803+0.065889i,0.026214+0.036357i,-0.019076-0.0074606i,-0.056359+0.011047i,-0.042185+0.044528i,-0.025086+0.054998i,-0.017301+0.059054i,-0.011876+0.054629i,-0.0064071+0.041908i,0.0080664+0.024909i,0.024593+0.0046225i,0.032461-0.011055i,0.026946-0.012159i,0.01512-0.0080574i
-0.25948-0.014847i,-0.38761+0.067304i,-0.2464+0.22709i,0.02836+0.2202i,0.12902+0.072575i,0.092351-0.0095534i,0.074604-0.033085i,0.066529-0.054687i,0.07015-0.046741i,0.096093-0.02124i,0.11285+0.010819i,0.11647+0.02924i,0.099703+0.0074505i,0.062518-0.026899i,0.034008-0.048283i,0.0286-0.054675i,0.036941-0.042258i,0.043824-0.024421i,0.037622-0.015626i,0.031174-0.0099147i,0.030799-0.001509i,0.018842+0.0070874i,0.0010888+0.012382i
0.34702+0.082739i,0.51483-0.15903i,0.31368-0.48383i,-0.085959-0.54635i,-0.26569-0.2967i,-0.18879-0.041153i,-0.091989+0.057922i,-0.042251+0.042342i,-0.048737-0.022458i,-0.10121-0.040209i,-0.10438-0.010223i,-0.064408-0.019382i,-0.051365-0.043113i,-0.035901-0.031123i,0.0051624-0.018151i,0.028971-0.023121i,0.017619-0.021955i,-0.0015084-0.006648i,-0.0034003+0.0075282i,0.0034781+0.00467i,0.0034852-0.0036046i,0.0034162+0.0010342i,0.011079+0.013431i
-0.34161-0.04897i,-0.54849+0.13058i,-0.60591+0.35193i,-0.48103+0.46264i,-0.24931+0.41538i,-0.020609+0.24917i,0.067286+0.082676i,0.045835+0.053407i,0.058554+0.095985i,0.079746+0.080715i,0.053051+0.042865i,0.037507+0.036904i,0.051188+0.018703i,0.031106-0.022966i,-0.01144-0.031734i,-0.022373-0.0055114i,-0.0076415+0.016952i,0.015272+0.017965i,0.028059-0.0080646i,0.013098-0.033983i,-0.0047508-0.035813i,-0.006209-0.033999i,-0.0021408-0.035819i
0.36298+0.126i,0.5294+0.10879i,0.54691+0.10064i,0.40992+0.16494i,0.23369+0.15954i,0.078209+0.060477i,-0.0038558+0.025884i,-0.0010577+0.047889i,0.025127+0.052992i,0.050359+0.035451i,0.044654-0.010787i,-0.01139-0.043473i,-0.043361-0.014885i,-0.0069026+0.025139i,0.043155+0.023104i,0.053249+0.0020806i,0.02536-0.0054542i,-0.010663+0.00036023i,-0.027799+0.012241i,-0.018502+0.017385i,0.00063422+0.013033i,0.014107+0.012969i,0.021273+0.011607i
-0.2277-0.0069437i,-0.39172+0.034756i,-0.32825+0.1164i,-0.10371+0.089282i,0.033641+0.036518i,0.019704+0.024669i,-0.079227-0.010272i,-0.15627-0.025851i,-0.13274-0.021859i,-0.086809-0.031323i,-0.04076+0.0049842i,0.038049+0.043536i,0.069819+0.013125i,0.029709-0.034789i,-0.011407-0.045917i,-0.016644-0.031185i,-0.0021845-0.017496i,0.0092995-0.0059505i,0.016766+0.0041352i,0.020408+0.006824i,0.01569+0.014949i,0.0024918+0.027653i,-0.013838+0.034179i
0.11639+0.15554i,0.17893-0.039416i,-0.015196-0.23613i,-0.23939-0.19845i,-0.17712-0.032325i,0.016908+0.025815i,0.074705+0.025791i,0.069708+0.034151i,0.053931+0.0027086i,0.0021644-0.020696i,-0.031711-0.028765i,-0.049781-0.057353i,-0.058128-0.051033i,-0.019941-0.010891i,0.032351-0.0011295i,0.044785-0.016254i,0.023586-0.019098i,0.0032605-0.006369i,-0.0015184+0.0063115i,0.00017741+0.0051907i,-0.0027189-0.0032521i,-0.0047419-0.0034432i,0.0025756+0.0059475i
-0.23881-0.024846i,-0.28579+0.20875i,-0.19391+0.51594i,0.020043+0.59542i,0.14001+0.39343i,0.096205+0.15491i,0.026295+0.04099i,0.021315+0.038216i,0.073995+0.071821i,0.11863+0.078713i,0.099498+0.072851i,0.066475+0.089533i,0.065284+0.085359i,0.045465+0.053557i,0.0040373+0.050171i,-0.017762+0.065096i,-0.020137+0.066648i,-0.005112+0.050012i,0.010439+0.018802i,0.0067848-0.0023783i,0.00096465-0.010462i,-0.0045178-0.024198i,-0.017065-0.029771i
0.050944+0.066437i,0.18577-0.017179i,0.28316-0.18638i,0.23714-0.27612i,0.075128-0.24436i,-0.054666-0.14998i,-0.072257-0.061061i,-0.038008-0.041564i,-0.036141-0.068046i,-0.05189-0.072699i,-0.039678-0.058188i,-0.022427-0.058225i,-0.016-0.048718i,0.012451-0.024042i,0.045184-0.020984i,0.043597-0.032106i,0.019209-0.034056i,-0.010515-0.023774i,-0.023952-0.0032883i,-0.0058898+0.0091614i,0.019766+0.0049541i,0.031171-0.00042576i,0.02583-0.0085252i
-0.13157-0.088407i,-0.28028-0.031978i,-0.44908+0.031105i,-0.45273+0.027082i,-0.23752+0.0078742i,-0.028667+0.017768i,-0.0024366+0.028292i,-0.068518+0.033929i,-0.1089+0.033459i,-0.11828+0.037534i,-0.078814+0.058683i,-0.011818+0.054876i,0.0057315+0.017012i,-0.0224-0.013417i,-0.036572-0.0187i,-0.019856-0.013437i,0.0031095-0.0065903i,0.019015+0.0064435i,0.029254+0.011321i,0.022199+0.0027796i,0.00070831+0.0031873i,-0.016154+0.00827i,-0.021377+0.0090613i
-0.059771-0.023985i,-0.066883-0.050218i,-0.10692-0.020105i,-0.14508+0.10216i,-0.13036+0.14669i,-0.075525+0.066275i,-0.013126-0.0027526i,0.047056-0.011881i,0.08483+0.0038401i,0.091603+0.004968i,0.044897-0.034035i,-0.02835-0.059601i,-0.041267-0.032476i,-0.00049548+0.00072008i,0.027981+0.0059924i,0.026792-0.0013825i,0.011043-0.0040161i,-0.00079364-0.0039314i,-0.0038498-0.0026137i,-0.0013746+0.00030136i,0.0059161+0.00019397i,0.015854+0.00031949i,0.026443+0.002613i
0.077341+0.015957i,0.15151+0.15615i,0.19039+0.20063i,0.14644+0.1214i,0.055274+0.068873i,0.020774+0.074464i,0.031695+0.055199i,0.017333+0.030118i,0.0050425+0.041266i,0.026404+0.055598i,0.051796+0.05962i,0.061359+0.074128i,0.064143+0.077403i,0.062876+0.053982i,0.059923+0.036853i,0.054211+0.031856i,0.037585+0.025035i,0.019261+0.017929i,0.013185+0.010599i,0.014484+0.0057335i,0.013166+0.0036321i,0.0049397-6.7939e-05i,-0.0075116-0.0014245i
-0.16569-0.15115i,-0.30962-0.28404i,-0.36555-0.3901i,-0.34962-0.35683i,-0.29355-0.21905i,-0.22511-0.09543i,-0.19129-0.034216i,-0.16777-0.0044169i,-0.11824-0.012798i,-0.093213-0.052944i,-0.090073-0.055577i,-0.057832-0.046925i,-0.044991-0.062513i,-0.071553-0.05015i,-0.079796-0.013767i,-0.056021+0.0035495i,-0.028687-0.0017003i,-0.018247-0.01123i,-0.018161-0.010672i,-0.012763-0.0069434i,-0.0067891+0.0007408i,-0.0016034+0.012702i,0.0025459+0.011478i
0.15959+0.091146i,0.1526+0.2344i,0.0333+0.36816i,-0.023829+0.40119i,0.12255+0.31046i,0.29088+0.13867i,0.29819+0.014105i,0.21449+0.0095523i,0.14628+0.058848i,0.10961+0.083657i,0.082617+0.059205i,0.036532+0.023293i,0.00088659+0.025616i,0.0091363+0.034333i,0.027661+0.019819i,0.026235+0.0036094i,0.014779+0.0032886i,0.012108+0.014767i,0.018845+0.018919i,0.021139+0.011854i,0.015876-0.00061496i,0.0021156-0.017372i,-0.011341-0.020867i
-0.13038-0.17293i,-0.18587-0.28717i,-0.11563-0.2686i,-0.016416-0.12693i,-0.063237-0.015168i,-0.17958+0.031615i,-0.19434+0.041321i,-0.11031+0.016197i,-0.018951-0.021762i,0.024748-0.04834i,0.017415-0.043526i,0.011781-0.020048i,0.031898-0.010106i,0.045969-0.0073423i,0.040109-0.0006588i,0.023269+0.0080938i,0.0047298+0.010532i,-0.012046+0.00151i,-0.024564-0.0085828i,-0.025306-0.013203i,-0.014024-0.011244i,0.0024045-0.0010696i,0.01293+0.0038471i
0.1335+0.14001i,0.22004+0.21739i,0.16946+0.08748i,0.028871-0.11073i,-0.0084491-0.15075i,0.052267-0.10738i,0.057406-0.080653i,0.015616-0.048257i,-0.011224-0.038673i,-0.034317-0.050682i,-0.029254-0.037702i,-0.00036668-0.017941i,-0.0016708-0.019353i,-0.024123-0.026189i,-0.027645-0.020036i,-0.0089293-0.010765i,0.0050011-0.0068442i,0.0054186+0.0033783i,0.0078351+0.016584i,0.010132+0.018506i,0.0058044+0.015011i,-0.00016909+0.013953i,-0.0026209+0.015081i
-0.11676-0.27601i,-0.31509-0.36041i,-0.39734-0.25534i,-0.2912-0.047246i,-0.1101+0.048244i,-0.017828+0.047245i,-0.02043+0.045839i,-0.050115+0.029061i,-0.078327+0.019773i,-0.077433+0.038966i,-0.050311+0.036315i,-0.031471+0.0091422i,-0.021607+0.011373i,-0.0021881+0.035553i,0.015007+0.033453i,0.0097525+0.013018i,-0.0034707+0.0025556i,-0.0042661-0.0038413i,-0.0042336-0.0097878i,-0.0093814-0.0063448i,-0.0092635+0.00052618i,-0.0057381-0.00091243i,-0.005997-0.0075662i
0.21474+0.21522i,0.32988+0.3236i,0.38636+0.29794i,0.30746+0.1346i,0.14631+0.0071363i,0.040807-0.031664i,0.023113-0.043987i,0.027694-0.023233i,0.039108+0.022609i,0.05122+0.045564i,0.035891+0.043881i,0.0067893+0.038037i,-0.0060727+0.02511i,-0.01308+0.0090793i,-0.02442+0.016374i,-0.020484+0.035321i,-0.0044775+0.033857i,0.002956+0.018177i,0.0066436+0.0091781i,0.01107+0.0075631i,0.011205+0.0058659i,0.010305+0.0038424i,0.012833+0.0034467i
-0.052688-0.15073i,-0.13248-0.34401i,-0.21049-0.44756i,-0.22221-0.36901i,-0.16436-0.20928i,-0.10104-0.080406i,-0.071754-0.013263i,-0.05327-0.0028565i,-0.035834-0.025908i,-0.02188-0.047748i,0.00052852-0.047543i,0.023818-0.045629i,0.024767-0.056953i,0.01129-0.058448i,0.012673-0.044417i,0.02119-0.033245i,0.010911-0.025601i,-0.0090192-0.012875i,-0.014018+0.00026771i,-0.002741+0.0047056i,0.0069312+0.0037635i,0.0058317+0.0032685i,-0.0046345+0.0016245i
0.018981+0.11196i,0.002285+0.22077i,-0.049501+0.2773i,-0.090438+0.25248i,-0.046806+0.20768i,0.043113+0.16168i,0.076973+0.1077i,0.044669+0.074361i,-0.0023152+0.075124i,-0.025248+0.080577i,-0.025042+0.064727i,-0.021963+0.054272i,-0.0099963+0.067217i,0.012421+0.066998i,0.019214+0.041942i,0.0086017+0.01952i,0.0037839+0.011996i,0.0086735+0.01269i,0.0088572+0.010926i,0.0032324+0.0081052i,0.0025506+0.0063094i,0.004381+0.0024105i,0.0067258+0.00039712i
0.031611+0.011669i,0.046506-0.025529i,0.06883-0.045822i,0.07617-0.04666i,0.032658-0.069244i,-0.021246-0.084025i,-0.03105-0.063332i,-0.017279-0.034942i,0.0091212-0.005014i,0.041657+0.0085932i,0.044086+0.00025133i,0.02749-0.01222i,0.013785-0.023387i,0.00039693-0.023866i,-0.0098406-0.014588i,-0.017175-0.0047542i,-0.020382+0.0039109i,-0.0079326+0.0062502i,0.012696-0.0025716i,0.018506-0.019156i,0.0058231-0.030322i,-0.0077425-0.027699i,-0.014025-0.019814i
-0.024341-0.08177i,-0.011118-0.11954i,0.025292-0.16626i,0.011781-0.17133i,-0.0031415-0.083307i,0.02689-0.020961i,0.032924-0.040349i,0.021697-0.048656i,0.04323-0.050562i,0.050077-0.075523i,0.022725-0.063976i,0.010799-0.024911i,0.017652-0.015192i,0.019132-0.02492i,0.020478-0.021291i,0.029647-0.011332i,0.033213-0.014279i,0.019246-0.024409i,-0.0025289-0.024597i,-0.01356-0.010347i,-0.0081675+0.0073264i,0.0015565+0.018245i,0.009486+0.021435i
0.047117+0.16398i,-0.043336+0.17018i,-0.21231+0.17612i,-0.24448+0.20179i,-0.11976+0.16957i,-0.035253+0.09783i,-0.027002+0.067061i,-0.027553+0.034147i,-0.056343-0.0091171i,-0.091916-0.0093067i,-0.073609+0.0013675i,-0.037682-0.0099405i,-0.030851-0.0085373i,-0.031939+0.012412i,-0.027355+0.02047i,-0.030027+0.011444i,-0.036666+0.0087589i,-0.033376+0.018959i,-0.018069+0.026775i,-0.0027815+0.022486i,0.0037907+0.012208i,0.0047432+0.00073472i,0.0013978-0.0086923i
-0.055277-0.14099i,0.052162-0.11675i,0.24386-0.043094i,0.30926-0.035653i,0.19277-0.069396i,0.079918-0.060315i,0.040249-0.038575i,0.0085339-0.0031065i,0.002847+0.051228i,0.0263+0.076848i,0.026871+0.067185i,0.012523+0.05461i,0.011044+0.039399i,0.0085772+0.020776i,-0.00081713+0.017583i,0.0021023+0.028134i,0.018773+0.025176i,0.028501+0.0032617i,0.021231-0.016417i,0.0074786-0.018054i,-0.0020091-0.007187i,-0.0061996+0.0038119i,-0.0074438+0.0060429i
0.047224+0.18139i,-0.021119+0.10906i,-0.16686-0.079276i,-0.24133-0.15474i,-0.17201-0.066301i,-0.066882-0.0011187i,-0.018189+0.00085545i,0.014532-0.001729i,0.045531-0.025544i,0.044916-0.054234i,0.027279-0.053275i,0.010378-0.04463i,-0.0069756-0.037263i,-0.0092977-0.025705i,0.0066762-0.02001i,0.015613-0.024704i,0.00053646-0.025166i,-0.019994-0.0063323i,-0.022588+0.017234i,-0.011763+0.022701i,-0.0022415+0.011869i,0.001914-0.00079338i,0.0026596-0.0034377i
-0.093022-0.2286i,-0.095256-0.2003i,-0.05008-0.024782i,-0.0016875+0.099773i,0.023757+0.077707i,-0.0030814+0.02619i,-0.040586+0.0076953i,-0.047346-0.022025i,-0.061653-0.043687i,-0.065486-0.02392i,-0.034376+0.0014861i,-0.0033867+0.012831i,0.01105+0.018608i,0.015454+0.023675i,0.016271+0.024052i,0.012445+0.01646i,0.0082818+0.011499i,0.012359+0.01133i,0.016509+0.010942i,0.013768+0.011798i,0.009485+0.014019i,0.0079182+0.015235i,0.0081035+0.01001i
0.12111+0.2422i,0.13246+0.28266i,0.1326+0.17986i,0.11292+0.036167i,0.062125-0.0038951i,0.064164+0.039094i,0.090204+0.050824i,0.052248+0.049534i,0.010917+0.079133i,0.0046682+0.076868i,-0.0053066+0.034565i,-0.017036+0.0042633i,-0.0099825+0.0013135i,0.0089931-0.00025229i,0.012285-0.011685i,0.0017082-0.011655i,-0.00087113-0.00087953i,0.003786+0.0014585i,0.010581-0.0070484i,0.01342-0.019014i,0.0074525-0.025111i,1.1558e-05-0.022826i,-0.0058016-0.013124i
-0.072908-0.19809i,-0.017704-0.33492i,-0.028225-0.39964i,-0.10702-0.30215i,-0.099226-0.15716i,-0.061662-0.10311i,-0.069691-0.070673i,-0.035151-0.02657i,0.03241-0.020065i,0.061254-0.01772i,0.060153-1.8417e-05i,0.046444+0.0057867i,0.024047-0.0047262i,-4.173e-05-0.0089439i,-0.0067654+0.0021435i,0.0041406+9.6034e-05i,0.0061758-0.018598i,-0.0011889-0.026119i,-0.0046331-0.019916i,-0.0043205-0.0088792i,-0.0040152+0.002222i,-0.0015869+0.0093588i,0.0041321+0.0074239i
0.017257+0.10947i,-0.16523+0.2575i,-0.25017+0.41519i,-0.13093+0.39072i,-0.023383+0.23709i,0.017577+0.14767i,0.062087+0.089494i,0.045741+0.019104i,-0.010578-0.013167i,-0.038076-0.034078i,-0.056432-0.048856i,-0.062482-0.027223i,-0.041626+0.0026237i,-0.019858+0.0080786i,-0.017295+0.00031292i,-0.024007+0.007723i,-0.019142+0.027149i,-0.0071535+0.034888i,-0.002078+0.02914i,0.00099044+0.019958i,0.0071022+0.012028i,0.011427+0.0044499i,0.0084221-0.00025255i
