5.4704e-05+0.0018925i,-0.00064933+0.0019398i,-0.0017921+0.0017898i,-0.0011811+0.00087066i,0.0005217+0.00026142i,0.00044984+0.00024028i,7.2988e-05+0.0016737i,0.00035339+0.0022334i,0.00081249+0.0025449i,0.0012456+0.0018211i,0.0012709+3.0184e-05i,0.0012836-0.00039124i,8.3498e-06-0.00020454i,-0.0014424+8.3243e-05i,-0.0012462-0.00016616i,1.2898e-06-0.00018417i,0.00050324-0.00050476i,0.00014859-0.00085166i,7.642e-05-0.00023878i,-0.00019196-1.7765e-05i,0.00011057-7.0929e-05i,0.00072527-0.00015851i,5.549e-05-0.0002577i
0.00014927+0.0013738i,0.00039866+0.00073295i,0.00076971+0.0006169i,6.4009e-06-0.00047241i,-0.00060774-0.0028276i,-0.00089292-0.0033029i,-0.00096137-0.0017806i,0.00022021-7.7551e-05i,0.0012038+0.00056918i,0.00061498+7.1324e-05i,-0.00019831+9.9946e-05i,-0.00051314+0.00074595i,-0.00096663+0.0007251i,-0.00083498+8.8509e-06i,-9.9495e-05-0.00011599i,-1.7855e-05+0.0005095i,-0.00094772+0.00020934i,-0.0014878-0.00034643i,-0.00018116-7.2087e-05i,0.00078063+0.00038281i,0.00077646+0.0007594i,0.00097167+0.00088163i,0.00031729+0.0007266i
0.00037838+3.6157e-05i,0.0015218-0.00038844i,0.00083067-0.0010505i,2.219e-06-0.00063332i,1.7059e-05-0.0011257i,-0.00061238-0.001675i,-0.00087948-0.0014061i,-0.00065193-0.00083635i,-0.00083012-0.00027956i,-0.000925+2.1487e-05i,-0.00012501+5.6929e-05i,0.00087647+5.4576e-05i,0.00099364-9.6463e-05i,0.00059488-0.0010832i,-0.00017856-0.0010922i,-0.00088231-0.00016866i,-0.0013715-0.00026613i,-0.00048839-0.00033412i,0.00053265-0.00018137i,0.00049594+0.00010886i,0.00030574-7.0825e-06i,-0.00014483-0.00037175i,-5.2428e-05-0.00012118i
-3.7526e-05-0.00034238i,-0.0012574-0.0019714i,-0.0024568-0.0024038i,-0.00089448-0.0023048i,0.00013485-0.0024344i,-0.00038906-0.0024535i,-0.00064515-0.0011465i,-0.00018715+0.0001005i,-0.00041591+0.00066089i,-0.00097543-6.7872e-05i,-0.00067435-0.00049757i,0.00030205-1.1954e-05i,0.00045535+0.00036091i,0.00052998-6.5348e-05i,0.00074709+2.0162e-06i,-0.00016086+0.00075583i,-0.0004463+0.00036495i,-7.1184e-05-0.00042778i,0.00011192-2.9092e-05i,0.00034214+0.00054669i,0.00041527+0.00050921i,-0.00023209+0.00033143i,-5.0474e-05+0.00014279i
0.0025949+0.0011471i,0.0021476-0.00052211i,0.0014168-0.0019111i,0.00055767-0.0015366i,-0.00085699-0.0018854i,-0.0018199-0.0019932i,-0.0013373-0.00097654i,0.00038567-0.00018691i,0.00094131-2.6995e-06i,0.00048952+8.1561e-05i,0.00041157+0.00043252i,0.00066147+0.00012281i,5.5335e-05-0.00036627i,-0.00054601+9.8315e-05i,-4.0376e-05+0.00096874i,0.00049928+0.0008395i,0.00060222-0.00022816i,0.00028104-0.00071559i,-0.00010809-0.00059266i,0.00041953-0.00059129i,0.00052783+0.00046153i,-0.00018784+0.0011059i,5.0041e-05+0.00038545i
-0.0020975-0.00072681i,-0.0035675-0.0014951i,-0.0039972-0.002091i,-0.002394-0.0016654i,-0.0012317-0.0012385i,-0.0011224-0.0015744i,-0.00075428-0.0016097i,-0.00032561-0.00096442i,0.00010207-0.00015952i,-0.00011535+0.00025408i,-0.0007214+0.00025149i,-0.0011181+0.00019669i,-0.00042893+0.00061421i,0.00070136+0.00013596i,-0.00030013+0.00020424i,-0.0015062+0.0003751i,-0.0010247-0.00021025i,0.00044463-0.00015449i,0.00062316+0.00077472i,-0.00081949+0.00032799i,-0.0013358-0.00017366i,-0.00037399+0.00049004i,0.00056937+0.00041616i
0.001643+3.6607e-05i,0.0027331-0.00024312i,0.0022581-0.00059179i,0.0012045-0.00073579i,-8.3359e-05-0.001067i,-0.0018887-0.00099644i,-0.0018193+0.00033594i,-0.00074511+0.00067639i,-0.0005161+0.00022047i,-0.00072727+0.00058744i,-0.00060448+0.00097685i,8.3955e-05+0.00014906i,-0.00010627-0.0001746i,-0.00055852+0.00010112i,9.1956e-05-7.4291e-05i,0.00084061+0.00013529i,0.00070302+0.00031377i,0.0001999+0.00014947i,-4.9724e-05+3.7379e-05i,0.00020913-0.00035633i,0.00091602-0.00097456i,0.00022451-2.2799e-05i,-0.0001356+0.00038832i
-0.0006977-0.001109i,-0.00070309-0.0014514i,0.00048559-0.00156i,-0.00024438-0.0017167i,-0.0010034-0.0022103i,-0.00088534-0.0023972i,-0.0015636-0.0010083i,-0.00069472+4.4681e-05i,0.0005425+0.0004004i,-0.00015226+0.0008039i,-0.00071698+0.00093652i,-0.00053823+0.00091948i,-3.7947e-05+0.0011188i,0.00020081+0.001057i,0.00011842-0.00011405i,0.00012711-0.00075682i,-0.00052782-0.0004i,-0.00094035+0.00011759i,-0.00037441-0.00012129i,6.7817e-05+3.1788e-05i,0.00035198+0.00064596i,5.047e-05+0.00084579i,-0.00039546+0.00094173i
0.001971-0.00030347i,0.0027031-0.00061526i,0.0020022-0.0015207i,0.00042845-0.0014553i,-0.0013871-0.0011795i,-0.0013069-0.0013322i,-0.00044398-0.001013i,-0.00016978-0.00036385i,-0.00036711-0.00032489i,-0.00074622+0.00013902i,-0.0012185+0.00023203i,-0.0013077+1.9314e-05i,-0.00065148+0.00078998i,0.00036017+0.00045831i,0.00080422-0.00039477i,8.7107e-05-0.00025889i,0.00022667-2.6279e-05i,0.00048885+0.00026823i,0.0001527+0.00053385i,2.8845e-05+0.0005392i,-0.00044189+0.0010503i,-0.00097117+0.0013248i,-0.00076696+0.00081198i
-0.00072238-0.00051299i,-0.00094833-0.0005741i,-0.0010657-0.00026041i,-0.00046236-0.00033708i,-0.00025039-0.001648i,0.00031537-0.0019664i,0.0006998-0.0004886i,0.00071249+0.00064302i,0.00054589+0.00031451i,6.6563e-05-9.6724e-05i,-0.00026068+0.00011357i,-0.00032774+0.00036366i,-0.00033829-3.5684e-05i,-0.00015314+0.00014251i,-0.00014863+0.00036871i,6.0969e-05-5.2733e-06i,5.4653e-05-0.00051838i,-0.00085308-0.00048337i,-0.0013314-0.0003931i,-0.00035969+2.0637e-05i,0.00023327+0.00066841i,-0.00036772+0.00061522i,-0.00055484+0.00065564i
-8.7682e-05+0.0023212i,0.00088647+0.0013159i,0.0019566+0.00053503i,0.0011744+7.2224e-05i,0.00027177-0.0010433i,-0.00063047-0.0021919i,-0.0011121-0.0016359i,-0.0015082-0.00072487i,-0.0015091-0.00086324i,-0.001122-0.00094075i,-0.0010358-0.00019456i,-0.00054706-0.00049748i,3.106e-05-0.0011125i,-2.6472e-05-0.00030686i,0.00019554+0.00011331i,6.564e-05+0.00023065i,-0.00031434-3.5587e-05i,-0.0003733-0.00041817i,3.3579e-05+0.00028972i,0.0014087+0.00038191i,0.0012858+0.00059854i,-0.00020369+0.00025721i,-0.00037429+3.639e-05i
-0.00060629-0.00069044i,-0.0019958-0.0027802i,-0.0024735-0.0026314i,-0.0014846-0.00078305i,-0.00059533-0.00086582i,-0.00025388-0.0024159i,-0.000591-0.0011963i,-0.00088352+0.00025731i,-0.00074076+0.0002074i,-2.1853e-05-3.1055e-05i,0.00078915-0.00045442i,0.00028162-0.00019501i,-0.00071522+2.8176e-05i,-0.00068837-0.00062021i,-7.0499e-06-0.00065408i,-0.00053077-0.00023631i,-0.0006437-4.3568e-05i,-0.00030255+0.00011507i,-3.3503e-05-7.1752e-05i,0.00029693-0.00050248i,0.000181-0.00037637i,-0.00022523-0.00018188i,7.1069e-05+7.7365e-05i
0.0017075+0.0017512i,0.003066+0.0020019i,0.0034827+0.00090236i,0.002117-0.00066688i,7.5082e-05-0.001779i,-0.0008451-0.0015257i,-0.00090485-0.0015172i,-0.00042368-0.0009189i,0.00041185+0.00011929i,0.00069181+0.00012874i,0.00036946-0.000336i,-0.00031412-0.00063072i,-0.0016028+0.00026542i,-0.0019318+0.00086306i,-0.00087591+0.00027486i,-0.00094081-0.00025653i,-0.00096794-1.9116e-05i,-0.00025608+0.00064928i,0.0004799+0.00039004i,0.00024245-0.00027747i,-0.00046906-0.00040477i,-0.00078055-0.00018721i,-0.00036028+0.00021692i
-0.000681-0.0037624i,-0.0026208-0.0041989i,-0.0032533-0.0049892i,-0.0020149-0.0046845i,-0.0023228-0.00251i,-0.0022723-0.001831i,-0.0013225-0.0019435i,-0.00029723-0.0011454i,3.879e-05-0.00074964i,-0.00056906-0.000617i,-0.00055889-0.00012754i,-0.00018399+0.00059531i,-0.00066728-0.00010048i,-0.00030645-0.00067412i,0.00075693-0.00062999i,0.00095432-0.0007546i,0.00042933-0.00011961i,-0.00016432+0.00028022i,-0.0005571+0.0002921i,-0.00091048+0.00054775i,-0.00082172+0.00012407i,0.0001671-0.00057744i,0.00064528-0.00096689i
0.0026378-0.0010607i,0.0013591-0.0010026i,0.0002953-0.0009715i,-0.00036176-0.00037766i,-0.00092724-3.7828e-05i,-0.0015022-8.2641e-05i,-0.00075093-0.00031995i,0.00015912+0.00043641i,0.00029271+0.0013709i,0.00039386+0.0007886i,-8.1561e-05+0.00057759i,-0.0006682+0.00066108i,-6.0268e-05+0.00066988i,0.00037267+0.00068928i,-0.00021828+0.00023386i,-0.00071258+3.0507e-05i,4.2618e-06+0.00019658i,0.0010396+0.00054542i,0.00048666-0.00012301i,-0.00021136-0.00074203i,0.00030516-0.00064797i,0.0009456-9.3414e-05i,0.00033978+0.00084892i
-0.001553-0.00087602i,-0.0013625-0.0018927i,-0.00044553-0.0025228i,-0.00012639-0.002877i,-0.00018996-0.0026654i,-0.00093463-0.0016903i,-0.0015065-0.00079258i,-0.00019554-0.00027359i,0.001066-0.00027842i,0.00092075-0.00014i,-0.00030408+0.00038808i,-0.001207+0.00097822i,-0.00086289+0.0015874i,-9.2303e-05+0.00097161i,0.00046919-0.00022941i,-3.9186e-05+3.4041e-05i,-0.00028741+0.00025146i,0.00077157-9.7246e-05i,0.00063612-0.0002359i,9.0168e-05-0.00059789i,1.3982e-06+4.6235e-05i,-7.0273e-05+0.00085931i,0.00021157+0.00063486i
0.00085438-0.00032691i,0.00055803+0.00020276i,0.00050096+0.0014536i,0.00080519+0.00079288i,0.00038099-0.00032557i,-0.00068143-0.0010979i,-0.00083217-0.00098033i,-0.00014016-8.6577e-05i,4.6646e-05-0.00014958i,3.6748e-05-1.8824e-06i,-0.00017322+0.00052656i,3.105e-05+7.5163e-05i,0.00032788+0.00017489i,0.00019713+0.00022728i,5.5912e-05-6.251e-05i,-1.874e-05-0.0004018i,-0.00058708-0.00079551i,-0.00035798-0.00028655i,0.00045592+0.00035753i,0.00061957+0.00093146i,0.00095094+0.0012668i,0.00079628+0.00031546i,9.1014e-05+0.00023676i
-0.00080694-0.00097681i,0.0003168-0.0020012i,0.0020479-0.0027151i,0.0011968-0.0020999i,-0.00030087-0.0014122i,-0.00072761-0.0008353i,-0.00099858-7.8074e-05i,-0.00010819-0.0002729i,0.00043184-0.00049742i,-6.5845e-05+0.0003983i,-0.0003882+0.0006174i,-0.00070417+0.00032887i,-0.00026533+0.0001224i,0.00050638+0.00050705i,0.00032576+0.00026532i,0.00054801+0.00026097i,0.00062313+0.00015059i,0.00074499-0.00074599i,0.00060645-0.00080178i,0.00071799-0.00043818i,0.00078985+0.00012739i,0.00025353-4.7908e-05i,-6.6614e-05-0.00034855i
0.0012758+0.00016228i,0.00035582-0.0014799i,0.00037364-0.0026404i,-0.00023952-0.0020371i,-0.0014993-0.0014538i,-0.0017938-0.0013349i,-0.00095776-0.00073347i,-0.00018293-0.00018404i,0.00041081-0.00070446i,0.00035313-0.0011581i,0.00037612-0.0008479i,0.00073299-0.0005096i,0.0013714-0.00066042i,0.001191+8.0807e-06i,0.00022237+0.00090306i,0.00010583+0.00089552i,0.00015774+0.00099841i,0.00070958+0.0002095i,0.00066429-0.00066882i,-0.00021043-0.00016866i,-0.0008779+0.00074964i,-0.00068409+0.00080991i,-0.00014951+0.00046712i
-0.00090885-0.0015566i,-0.00056918-0.0014292i,-0.00024814-0.001148i,-0.00097252-0.0010286i,-0.0012832-0.00095853i,-0.00037294-0.00095445i,-9.885e-06-0.00057131i,0.00013941+0.00013862i,0.00036563-0.00028545i,-9.4311e-05-0.00086446i,-0.00040135-1.8645e-05i,-0.00041952+0.00046217i,-0.00021917-0.00012189i,0.00059603-0.00014162i,0.001715-7.4602e-05i,0.0014516-7.9181e-05i,0.00079785+0.00042605i,0.00025445+0.00054281i,-0.00016209+0.0005652i,-0.00025085+0.00093725i,-0.00052242+0.00056948i,-0.0007998+0.00070798i,-0.00035583+0.0010683i
0.00088611+0.00054656i,-0.00036492-0.0011068i,-0.00051634-0.0008064i,0.0003792-0.00043191i,0.00048349-0.00049871i,2.5478e-05-0.0012339i,0.00033195-0.0013272i,0.0003304-0.00039477i,-0.00027416+0.00035892i,-0.00037111+8.4333e-05i,-7.5233e-05-0.00042659i,0.00031171-0.00055728i,0.00031787-0.00039118i,-9.247e-05-0.00049153i,0.00012099-0.00041151i,-0.0001157-0.00056356i,0.0001635-0.00038082i,0.00094969-0.00036499i,0.00072672-0.0003181i,0.00042993-0.00023408i,0.0002604-0.00036537i,-0.0004176-0.00015021i,-0.00051797+0.00013937i
0.00023786+0.0010826i,0.00057542+0.0014755i,3.2601e-05+0.00044178i,-4.6899e-05-0.0014426i,-0.000189-0.002443i,-0.0003332-0.0019121i,-0.00012727-0.00041175i,-0.00033446+0.00083606i,0.00040426+0.0010343i,0.00083022+0.00056479i,-9.8715e-06+0.00022725i,-0.00054337+0.00016883i,-0.00050161+0.00031372i,0.00095444+0.00075663i,0.0012575+0.0011835i,0.00054808+0.00058797i,0.00097625-0.00029603i,0.00056449+1.9544e-05i,6.4096e-05+0.00057102i,-0.00017596+0.00075099i,-8.3237e-05+0.00081334i,0.00083615+0.00051818i,0.0012681-0.00017244i
-0.00078102-0.00042047i,-0.00057848-0.0015793i,-0.00075871-0.0019365i,-0.00076606-0.00060426i,-0.00087617-0.00025542i,-0.00038272-0.0011479i,0.00056125-0.00071528i,0.00083161-0.0006691i,0.00011052-0.0010409i,-0.00039773-0.00023585i,-0.00052856+0.00056895i,-0.00062839+0.00060561i,-0.0007775+0.00025643i,-0.00043978-0.00025444i,0.0004881-0.00035089i,0.00062086-0.00017271i,-4.0762e-05+2.8818e-05i,-0.00042968+0.00031849i,-0.00030443+0.00027603i,-0.00024318-1.942e-05i,-0.00038533-0.00051687i,-0.00031114-0.00075206i,-5.5881e-05-0.00029929i
-0.00059426-8.0633e-05i,-0.00039196+0.00090996i,-0.00045825+0.0011476i,0.00027328+0.00055756i,0.0010025-0.00079116i,0.00031184-0.0012181i,-0.0010139-0.0007362i,-0.0014136-0.00042732i,-0.00077833+0.00013952i,-0.00072767+0.00091978i,-0.00051618+0.00087742i,-5.2244e-05-8.7477e-05i,-0.00024918-0.00074334i,-8.3296e-05-0.00037292i,0.00037186-0.00015074i,0.00026164-0.00049066i,0.00026716-0.00041476i,6.8973e-05+2.1406e-05i,-2.6314e-05+6.4736e-05i,0.00023015-0.00043641i,-4.178e-05-0.00072223i,0.00011165-0.00020162i,0.00063017-0.00019092i
-0.0011775-0.0014372i,-0.00044252-0.0026007i,-0.00074865-0.0024832i,0.0005201-0.0017362i,0.00067297-0.0023909i,-0.00021322-0.002065i,6.1726e-05-0.00043493i,0.00033096+0.00070937i,0.00011872+0.0012963i,-0.00033946+0.00092242i,1.4242e-05+8.0705e-05i,0.00078728-0.00026122i,0.0001364-0.00023271i,-0.00026391-0.000934i,0.00013002-0.0015252i,-0.00046151-0.00092764i,-0.00090175-0.00071291i,-2.7071e-05-0.00016906i,5.8495e-05+0.00054207i,-0.00059174+0.00068459i,-0.0011132+0.0010599i,-0.00096001+0.00079914i,-0.00075871+0.00069378i
-0.0025508-0.0012602i,-0.0037881-0.00049292i,-0.0042122+0.0011127i,-0.0033867+0.0014954i,-0.0019295+5.1247e-05i,-0.00034062-0.0011245i,8.7974e-05-0.0017136i,-0.00030808-0.0012934i,-0.00095738-5.5938e-05i,-0.0018058+0.00045355i,-0.0013624+0.00047831i,-0.00069804+0.00013182i,-0.00042498-0.00049359i,-0.00028709-0.00046251i,-4.1157e-05-0.00069857i,0.00026973-0.00050306i,0.00020481-0.00061909i,0.00069008-0.0011471i,-9.9121e-05+2.1085e-05i,-0.00084433+0.00050543i,-0.00066301+0.00025599i,-0.0006281+0.00064352i,-0.00052658-0.00011329i
-0.00036487+0.00040889i,0.00089176+0.00041806i,0.0018329+0.00080903i,0.001539+0.00017849i,0.0014584-0.0014059i,0.0010839-0.0022417i,0.00020524-0.0015847i,-0.00050901-0.00055801i,-0.00047718+0.00017173i,-0.00025953+0.00075959i,-0.00020089+0.00078648i,-0.0003415+0.00030419i,-0.0010112-0.00033184i,-0.0016949-0.00020536i,-0.0016077-0.00050388i,-0.00083252-0.00060004i,-0.00045459-0.00036166i,-0.00039914-0.00012522i,-0.00036663-0.0004573i,0.00027989-5.5082e-05i,-7.0297e-05+0.001173i,-0.00048269+0.00085853i,-0.00034771+0.00059122i
0.0011461+0.0015651i,7.8751e-05+0.0014151i,0.00044827-0.00021028i,0.00017026-0.0017716i,-0.00083243-0.0035257i,-0.00058361-0.0029701i,0.0003425-0.0017748i,0.0014574-0.0016533i,0.0020144-0.0012173i,0.00075462-0.00040388i,-0.00068362+0.00022741i,-0.00024109-0.0003024i,0.0001706-0.00026632i,0.00043468+0.00055886i,0.001313+0.00080705i,0.0017276+0.00060621i,0.0014512+0.00045636i,0.00012903+4.1558e-05i,-0.00035257-0.00046115i,0.00021696-0.00031007i,-3.8863e-05-0.00062031i,-4.4293e-05-0.00091361i,0.0011125-0.00014085i
0.00086871-0.00067706i,0.002762-0.0012771i,0.0030688-0.001914i,0.0026462-0.0019727i,0.0018424-0.001768i,0.00076433-0.0021319i,0.0004388-0.0008351i,0.00016045+0.00046164i,0.00034142+0.0007575i,0.00013902+0.00037585i,-0.00072461+0.00025958i,-0.0005152-4.4974e-05i,-0.00073322-0.00025122i,-0.00066477-2.7202e-05i,-0.00012369+0.00088311i,-0.00021+0.0012399i,-0.00064392+0.00093241i,-0.00072197+0.00061721i,-0.00077259+0.00066441i,-0.00059156+0.0010373i,0.00012943+0.0011022i,2.5971e-05+0.00077348i,-0.00056329+0.00016941i
-0.0014278+0.0012833i,-0.0013176+0.00011607i,-0.0024629-0.00092431i,-0.0024863-0.0011597i,-0.0012477-0.0012413i,-0.00059492-0.0015857i,-0.00084393-0.0011081i,-0.00052146-0.00029511i,0.00018033+0.00034516i,0.00065301+0.00035281i,0.00096929+0.00048578i,0.00059358+0.00071025i,7.4561e-05+0.00026205i,-0.00014328+0.00032665i,-0.00037686+0.00076969i,-0.00066671-0.00035888i,-0.00025673-0.00069844i,0.0001207-9.8162e-05i,-0.00020214+0.00026313i,-0.00047964+0.00027905i,-0.00071415+0.00026983i,-0.00065651+0.00035924i,-0.00047315+0.00055253i
0.0011033+1.0514e-05i,0.0021173-0.00025992i,0.0032074+0.00012057i,0.0029082-0.00025364i,0.0005249-0.0016946i,-0.0012568-0.0019385i,-0.00095861-0.0011036i,-0.00067835-0.0010217i,-0.0003277-0.00055269i,-6.9161e-05+0.00067718i,-0.00057694+9.9182e-05i,-0.00069065+9.4468e-05i,-0.00036066+0.00068621i,-0.00012408+0.0003074i,-0.00020742-3.5485e-05i,-0.00014525+8.8834e-05i,-0.00044067-0.00012752i,0.00023677-0.00051849i,0.00098331-0.00038504i,0.00090786-8.0904e-05i,0.00037099-0.0004998i,-0.0004586-0.0009424i,8.686e-05-0.00064618i
-0.0005624+0.00076888i,-0.0015824-0.00015581i,-0.0014557-0.0019089i,-0.0014872-0.0034324i,-0.0018091-0.0027554i,-0.0011477-0.00093854i,-0.00073263-0.00011151i,-0.00045274+0.00029495i,-0.00072536+2.2745e-05i,-0.0015339+8.4837e-05i,-0.0015173+0.00030062i,-0.00053493-9.8157e-05i,-0.00043976+8.7472e-05i,-0.00083096+0.00021269i,6.5453e-05+0.00011528i,0.00053642+0.00022749i,0.00051036+0.0007951i,0.00074286+0.00033234i,0.00053333+0.00011544i,0.00012258+0.00026687i,-0.00025143+0.00025503i,-0.00059868-0.00035032i,-0.00041146-0.00074297i
0.0010072-0.0012377i,0.0010883-0.0016265i,0.00098646-3.6735e-05i,0.00053735+0.0015338i,-0.00040326+0.0008366i,0.00017214-0.001301i,0.0012176-0.0024429i,0.00098807-0.0018679i,0.0010595-0.00075236i,0.00068471+0.00034574i,-6.5591e-05+0.00041529i,-0.00026607+0.00039779i,-0.00033595+8.0353e-06i,0.00013149-0.00040546i,2.657e-05-0.00014835i,-0.00046841-0.00033733i,0.000242-0.00032215i,0.0011523+0.00026335i,0.0011613+0.0001646i,0.00048682+9.7691e-05i,-0.00052244+0.0002072i,-0.0012243-0.00036084i,-0.0010482-0.00079708i
1.8741e-05+0.0015533i,-0.00035378-0.00074696i,0.00096167-0.0032256i,0.0012484-0.0040108i,0.0002265-0.003136i,-0.00096567-0.0020888i,-0.00086567-0.0014716i,-0.00042721-0.00068698i,-0.00010463-8.3686e-05i,9.4802e-05+0.00055738i,0.0001082+0.00043159i,-0.00025396-0.00018404i,-0.00023042-0.00019211i,0.00083334+0.00077203i,0.0009174+0.00094986i,0.0002793+0.00022172i,0.00062425-0.00056025i,0.0009389-0.00099438i,0.00086151-0.00059946i,0.00013401-0.0001292i,-0.00033164+0.00027681i,-0.0003174+0.00095722i,-7.0124e-05+0.00103i
0.00042233-0.0010388i,0.00043539-0.0015172i,-0.00053149-0.0016577i,-0.0018677-0.0013477i,-0.0019325-0.0013786i,-0.0013472-0.00090531i,-0.00063892-0.00020427i,0.00027538+0.00022198i,0.0011659+0.00040992i,0.0010787+0.0001537i,0.00021752+0.00011492i,5.0682e-05-0.00025207i,0.00013454-0.00066631i,-5.1655e-05-0.00049199i,-2.1203e-05+3.3844e-05i,0.00017053+0.00022283i,-0.000156+0.00053661i,-0.00045269+0.00050925i,-0.00037091-0.00038034i,-0.00036566-0.00070427i,5.2209e-05-0.00038792i,0.00073726+0.00038413i,0.00059746+0.00086325i
-0.00033971-0.00072192i,-0.00016269+0.0001118i,0.00011967-0.00068332i,-0.00012964-0.00094734i,-0.00015542-0.0012649i,-0.00025548-0.0014586i,-0.00064215-0.0014147i,0.00020281-0.001055i,0.00048743-0.00042288i,-0.00019018+0.0003671i,-0.00073915+0.0007053i,-0.00048353-5.9558e-05i,0.00042973-0.00067166i,9.4496e-05-0.0008209i,-0.00099082-0.00047877i,-0.00075318-0.00034884i,0.00037224-0.00038664i,0.00059103-0.00011497i,0.00033679+0.00030987i,0.00018532+0.00025239i,0.00028208-0.00065092i,0.00092476-0.00060578i,0.0006936+0.0001248i
0.00050612-0.00095036i,0.00059626-0.0026086i,0.00049958-0.0025629i,-0.00036921-0.0022176i,-0.00081362-0.0032799i,-0.00092932-0.0028894i,-0.00088275-0.0012916i,-0.00029753+0.0001412i,1.4992e-05+0.00047852i,-0.00026545+3.116e-06i,-0.00097075-0.0005022i,-0.0013326-0.00014171i,-0.0011616+0.00020503i,-0.00043415+0.00018161i,0.00052426+0.00036597i,9.4073e-05-0.00018689i,-6.8096e-05-0.00049937i,-0.00032859-0.00046286i,-0.00036251-0.00045003i,0.00077932+5.4793e-05i,0.00067821+7.1966e-05i,0.00026362-0.00013068i,0.0003975+0.00020562i
0.0011363+0.0013966i,0.001001+0.0017727i,0.0010175+0.0013962i,0.00034955+0.0010525i,-0.00060185+6.4971e-05i,-0.00080727-0.0013148i,0.00021378-0.0016038i,0.00098702-0.00061131i,0.00034248-4.741e-05i,7.5169e-05-0.00016795i,9.4871e-05+0.00034938i,0.0001023+0.00092657i,0.00031091+0.0005803i,0.00052338-0.00017595i,-0.00018473-0.00030042i,-0.0010537-0.00036627i,-0.00068324-0.00082092i,-0.00013266-0.00096018i,-0.00015832-0.0014892i,0.00070809-0.00096695i,0.00093137+0.00013173i,-0.0001081-3.9618e-05i,-0.00058941-0.00075437i
0.0010448-0.0013011i,-4.5824e-05-0.0025277i,-0.0008205-0.0030085i,-0.0015114-0.0025267i,-0.0017299-0.0027649i,-0.0012938-0.0026277i,-0.00043166-0.0020437i,0.00018489-0.0010228i,-0.00052565+0.00041154i,-0.0012137+0.00027123i,-0.001138-0.00058986i,-0.00031057-0.0010872i,0.00045261-0.00071305i,0.00081122-0.00032567i,0.00078509-0.0012371i,0.00035934-0.0015158i,1.4621e-05-0.00041725i,1.996e-05+0.00043012i,0.00010877+0.00025914i,0.00036206+0.00011039i,0.00064131+0.00030442i,0.00077575+0.00064216i,0.00064316+0.00086295i
0.0008447+0.001635i,0.0010378+0.0017986i,0.00094325+0.0015577i,3.1342e-05+0.00011486i,-0.00031275-0.0013547i,-0.00031077-0.0014622i,-0.00056967-0.0011291i,-0.00044293-0.00063857i,0.00020785+0.00012975i,-9.4639e-05+0.00059296i,-0.00048271+0.00050232i,-9.6838e-05+0.00018225i,0.00043015-0.00017417i,0.00047606-0.00028668i,0.00034583+0.00012977i,0.00010976+0.00035473i,0.00012975+0.00093987i,0.00019033+0.0014495i,5.3988e-05+0.00082318i,-3.3949e-05+1.3574e-05i,5.1579e-05-0.0001773i,-1.7934e-05+0.000456i,-0.00069473+0.00082404i
0.00087155-0.00019571i,0.0010025-0.0018507i,0.0012441-0.0026774i,0.0011851-0.0032386i,0.0007176-0.0034104i,-0.00042402-0.0026096i,-0.00074976-0.0014328i,-0.00046021-0.00073934i,-0.00035934-2.5687e-05i,-0.00030253+0.0008578i,-0.00030141+0.00021183i,-0.0001705-0.00059644i,8.5222e-05-0.0006365i,-0.00010505-0.00015427i,-0.00019046+0.00015483i,0.0005834+0.0006036i,0.00078281+0.0009038i,0.00021668+0.00021177i,9.6888e-05-0.00030829i,-5.8696e-05-0.00023474i,0.00020939+0.00053357i,8.5859e-05+0.0010165i,-0.00044693+0.00074654i
0.00079507+0.00049259i,0.00050197+0.0009362i,-0.00038884+0.0003771i,-0.0012885-0.00063786i,-0.0012365-0.00085769i,-0.000684-0.0015343i,-0.00039766-0.00087063i,-0.00019818+0.00024766i,-0.00037242+0.00024375i,-0.00050961+0.00029285i,0.00023866+2.6204e-05i,0.00043259+0.00059103i,0.00058082+0.00077342i,0.00076176-0.00021267i,0.00029454-0.0010271i,5.8901e-05-0.00087909i,0.00030637-0.00076531i,0.0004289-0.00056857i,0.00050819-0.00019037i,0.00036205+0.00029387i,5.2731e-06+0.0001984i,-0.00041779+8.0408e-05i,-0.0003353-0.0002605i
0.00036419-0.00033678i,0.0011765-0.0017239i,0.0025453-0.0021962i,0.0024964-0.0020738i,0.0008809-0.0022207i,-0.00013551-0.0014336i,-0.00011901-0.00085149i,0.00043389-0.00063473i,0.001084+5.6586e-05i,0.00065411+0.00044447i,8.0245e-05+0.00030572i,-0.00029655-3.1565e-05i,-0.00036888+0.00053949i,-6.5074e-05+0.00080869i,1.5484e-05+0.00058005i,0.00024988+0.00020615i,0.00043181+6.2134e-05i,-0.00017682+0.0001679i,-0.00057539+0.00017166i,-4.1334e-05+0.00019585i,0.00031874+0.00057659i,-0.00016204+0.00057471i,-0.00031003+0.00043512i
