0.000132+0.00024705i,0.00041949-0.00048324i,-0.00090267-0.00012886i,-0.0014521+0.00051768i,-0.0007691+0.00082205i,-9.5977e-05+0.0013783i,-0.00015207+0.0020309i,-0.00011946+0.0021705i,0.00046163+0.0012519i,0.00031665-7.388e-05i,-0.00033482-0.00068712i,-0.00082588-0.0005809i,-0.0010003-0.00032846i,-0.00076489+0.00015453i,-0.00055471+0.00046074i,-0.00053694+0.00067345i,-2.6022e-05+0.00091442i,0.00037532+0.00049037i,-0.00016263+0.0002684i,-0.00048076+0.00049526i,-7.5542e-05-7.7131e-06i,0.00077015-0.00071628i,0.00098184-0.00012098i
-0.00051216+0.00014281i,-0.00016761+0.0003177i,-7.6916e-05+0.0017568i,0.0010086+0.0011573i,0.0016742-0.0010892i,0.0015174-0.0010033i,0.0014657+0.00018562i,0.00072424+0.00093784i,-5.8008e-05+0.0013602i,-0.0003339+0.0014707i,7.151e-05+0.00088266i,0.0001381+0.00081678i,-0.00059523+0.0015023i,-0.00033535+0.0010691i,5.2565e-05+6.1194e-05i,0.00033094-0.00021258i,4.284e-05+0.00014597i,-0.00060063+0.0005224i,-0.00013516+0.00015537i,0.00049618-0.00034508i,0.0003578+3.2425e-05i,7.8479e-05+0.00045842i,-0.00017682-0.00034934i
-0.0018501+0.0014326i,-0.00078448+0.00045508i,-0.00047436+0.0010922i,-0.00034632+0.0013081i,0.00063924+0.00085932i,0.0007495+0.00021609i,-9.8971e-05+0.0012353i,-0.00030194+0.0017983i,0.00078886+0.00077425i,0.001123+0.00055384i,0.0004875+0.00051173i,-8.2423e-05+0.00077467i,-0.00057128+0.00029567i,0.00028088-0.00043442i,0.00074867-0.00019593i,0.00023708+0.00011814i,-0.00015655-8.0075e-06i,2.5206e-05-0.00044019i,0.00055672-0.00057394i,0.00050568-0.00085051i,-3.304e-05-0.00096032i,-0.0008106-0.00019981i,-0.00091356-0.00015388i
0.0012579+0.00026066i,0.0013703+0.00043198i,0.0020456+0.00079917i,0.0021324+0.00083536i,0.001921+0.00055332i,0.0012812+0.00012256i,0.00077993+0.00021357i,0.00015342+2.0011e-05i,-4.6489e-05+0.00069093i,-6.7672e-05+0.00075202i,-7.3176e-05-0.00051385i,1.6207e-05-0.00090961i,-0.00016433+0.00056951i,-0.00012599+0.0019116i,1.5125e-05+0.0019363i,0.0002046+0.0012143i,0.00067002+0.00074106i,0.00021785+0.0008923i,-0.00093183+0.00018779i,-0.0012162-0.00066476i,-0.00037025-0.00091751i,0.00061445-0.00048721i,0.00061448-0.00011017i
0.0012453-0.00084348i,0.00088274-0.00062821i,-8.0492e-05-0.001277i,-0.00060137-0.0012465i,-0.00027148-0.00049772i,-7.4706e-05+1.5765e-06i,0.0001446+6.2745e-05i,0.00032047+0.00012099i,0.00039628+0.00023961i,-8.5334e-05+0.0003063i,-0.00040567+0.00096549i,-0.00020793+0.00048465i,-0.00047193+1.5187e-05i,-0.00047055+0.0007356i,-0.00028711+0.0015771i,2.2336e-05+0.0014024i,-0.00019902+0.0011685i,-0.00048952+0.00079818i,-8.1912e-05+0.00067657i,-3.4102e-05+0.00092617i,0.0001254+0.0003622i,-9.0865e-05-0.00032826i,-0.00041789+0.00027757i
0.0018682+0.0015666i,0.0014566+0.00084726i,0.0021743+0.00077167i,0.0021909+0.00053795i,0.00097913+0.00019258i,0.00049105-0.00067643i,0.00049505-0.0010214i,0.00039104-1.1472e-05i,0.00063419+0.00037738i,0.00035314+0.00021158i,-0.00027758+0.00024105i,-0.00093242+0.0001105i,-0.0012133+0.0002468i,-0.00055125+0.00053247i,-2.2935e-05+0.0001278i,-0.0001206-0.00033475i,8.1697e-05-0.00014306i,0.00071515+0.00027233i,0.00040556-0.00040724i,0.00063076-0.00060547i,0.00077289-0.00031765i,0.00028725-0.00050284i,0.00011498+0.00026539i
0.00025205+0.0024717i,0.00085218+0.0017765i,0.0017128+0.001381i,0.0019424+0.00058381i,0.0015612-0.00012462i,0.00075442-0.0005076i,-0.00019171-5.87e-05i,-0.00052084+0.0012719i,-0.00071364+0.0015216i,-0.00014868+0.0010569i,0.00036021+0.00082718i,0.00059283+0.00018964i,-0.00034873-1.5731e-05i,-0.0011163+1.1807e-05i,-0.001199+0.00033095i,-0.00076828+1.9831e-05i,-0.00050009-0.00070367i,-0.00042686-9.3493e-05i,1.0497e-05+0.00051859i,0.00012931+0.00013975i,4.1736e-05-0.00055627i,-0.00017899-0.00057536i,-0.00088728+0.00059375i
-0.0015083-0.0013306i,-0.0017911-0.0007781i,-0.0012522+0.00044495i,-0.0004999+0.0013131i,0.00063194+8.7523e-05i,0.0019349-0.00095979i,0.002205-0.0012352i,0.0013113-0.00042588i,0.00071011+0.00029326i,0.00068569+0.00085892i,0.00025646+0.00055696i,-0.00032505+0.00012852i,-3.5159e-05+0.00041657i,0.00031784+0.00069989i,-9.8846e-05+0.0001137i,-4.4628e-05+3.3342e-05i,0.00027077+0.00069349i,0.00026865+0.000609i,0.00051438+0.00012218i,0.00010488-0.00015022i,-0.00070887+0.00025833i,-0.00040998+0.0006724i,-0.000174+0.00044552i
-0.00049262+0.00074785i,-0.0012536+0.00074266i,-0.0012555+0.00037407i,-0.00076352+0.00029347i,0.00045958-8.2353e-05i,0.0013968-0.00059486i,0.00068388-0.00086173i,-6.9498e-05-0.00044625i,0.00025232+0.00055062i,0.0004659+0.0012371i,0.00022461+0.00077668i,-0.00053367+0.00056996i,-0.00076366+0.00076367i,-0.0011705+0.00012813i,-0.0016229-0.00046268i,-0.00074456-0.00041271i,-0.00024337-0.00018122i,-0.00024121+6.2116e-05i,0.00033988+1.8506e-05i,0.00035307-0.00033942i,-0.00013743-0.00012012i,-0.00038353+0.00062593i,-0.00036207+0.00068343i
-0.00047483-0.0016277i,-0.00016511-0.00067831i,-0.00041509-0.0010522i,-0.00049786-0.0010801i,-0.00014879+0.00029707i,8.2112e-05+0.00066745i,0.00016611+0.00041723i,0.00052257+0.0009068i,0.00066765+0.00087416i,-0.00052379+0.00057497i,-0.0010331+0.00070091i,0.00019783+0.0011351i,0.00035179+0.00083698i,-0.00012281+0.00038913i,-0.00044794+0.00061046i,-0.00046556+0.00020987i,3.9889e-05+0.00039341i,0.00032363+0.00060118i,-0.00028032+0.0001353i,-7.6857e-05-0.00015835i,0.00030187-0.00022768i,-0.00013372+8.0254e-05i,-0.0001241+0.00053288i
0.0013638+0.00033527i,0.00097256+0.00091212i,0.0010986+0.00051258i,0.001095-0.00015841i,0.00070223+4.4401e-05i,0.00036743+0.00059665i,0.00025914-7.2512e-06i,0.00075507-0.00016529i,0.0010022+0.00070712i,-0.00017062+0.00059492i,-0.0012397+0.00030207i,-0.000766-0.00010482i,-0.00099612-9.8891e-06i,-0.00086896+0.00061419i,-0.00064652+5.4541e-05i,-0.00068383+6.7429e-05i,-0.00035118+0.00057562i,-0.00027127+0.00056881i,-0.00045129+0.00058427i,-0.00052178-0.00024755i,-0.00019517-0.0007257i,-0.00019182-0.00070935i,-0.00014044-0.00032408i
0.0011367-0.00036072i,0.0010465-0.00036971i,0.00048806-0.00073707i,0.00082706-8.6497e-05i,0.00085218+0.00032976i,0.00047201-0.00025724i,0.00063948+2.3871e-05i,0.00068366+0.00045841i,0.00058765+0.00019623i,-7.2216e-05-6.6793e-05i,-0.00084677+0.00015799i,-0.0011499+1.2701e-05i,-0.0010032-0.00013839i,-0.00075046+0.00065977i,-0.00065267+0.00089048i,-0.00040738+0.00046389i,0.0011929+0.00027385i,0.0019275+0.0001607i,0.00045111-0.00012839i,-7.3029e-05-0.00057544i,0.00010347-8.1816e-06i,-0.00050238+0.0014155i,-0.00054118+0.0014048i
0.0013017+0.0011363i,0.00061338+0.00019123i,9.681e-05+0.00052366i,0.00098103+0.00042563i,0.0018914-0.00024292i,0.0016769-0.00026478i,0.00094535-0.00025672i,0.00020486-0.00020981i,-0.00020723-0.00012952i,-0.00053694+0.00072829i,-0.00066682+0.00062212i,-0.0011234-0.00012325i,-0.0016406+0.00031269i,-0.0012976+0.00093563i,-0.00071434+0.00051407i,7.3528e-05-2.1991e-05i,0.00013227-1.4885e-05i,0.00014699-0.00024056i,0.00038448-0.0005704i,1.4027e-05-0.0013076i,-0.00012909-0.00055866i,-0.00025034+0.00097189i,-4.4371e-05+0.0011016i
0.0011881-6.5112e-05i,0.00073879-0.00031794i,9.7725e-05-0.00076254i,9.353e-05-0.0003376i,0.00075798-0.00021798i,0.00029857+0.00036296i,6.1194e-06+0.00068462i,-0.00044019+0.00035913i,-0.0012222+0.00017377i,-0.0012046+9.5822e-05i,-0.00036047+0.00012257i,-0.00084558-0.0002011i,-0.0015372-0.00053662i,-0.0011027-0.00050968i,-0.00038348-0.00034719i,-0.00033874-0.00022085i,-0.00052216+0.0005306i,-0.00077337+0.00058457i,-0.00070421-0.00046721i,0.00032244-0.0004542i,0.00078403+8.7032e-05i,0.00010652+0.0001885i,4.3402e-05+0.00019299i
-6.1792e-05-0.00018194i,-0.0003804-0.00045816i,-0.00032057+0.00059686i,0.00042849+0.00091899i,0.00083941+0.00023829i,0.0011308-0.00058185i,0.00074347-0.00088155i,-5.4421e-05-0.00027532i,0.00011556+0.00051371i,0.00048224+0.0011541i,0.00076152+0.00073919i,0.00035789-0.00027951i,-0.00015987+9.7289e-05i,-0.00047807+0.0006671i,-0.0010562+0.00017002i,-0.00084127+0.00020317i,3.8854e-05+0.00093871i,1.9662e-05+0.001183i,0.00032698+0.00057846i,0.0014347+7.0789e-05i,0.00087303+0.00022288i,-0.00048438-5.5059e-07i,-0.00084287+0.00010159i
0.00024308-0.0010148i,0.00099589-0.00037546i,0.00054968-0.0011622i,0.0001477-0.0019085i,0.00072842-0.0012473i,0.00039556-7.1678e-05i,-0.00062053+0.00028471i,7.3147e-05+0.00040869i,0.00081325+0.00045699i,0.00043388+0.00038569i,-0.00099548+0.00055065i,-0.00138-9.06e-05i,-0.00060879-0.0001839i,-0.00093432+0.00056023i,-0.0004331+0.00063455i,0.00087235-0.00037084i,-7.3161e-05-0.00079023i,-0.00075944-0.00058836i,-0.00035394-0.00033249i,-9.6975e-05-0.00035781i,6.4037e-05-0.00040226i,-0.00022232-8.6637e-05i,0.00017235-0.00033333i
-0.00056549-0.00010869i,-0.00078355-0.00059442i,-0.00027048+0.00036977i,0.00010224+0.0007105i,0.0005593-0.00010517i,0.00036114-0.001267i,-0.00061683-0.0015071i,-0.00072479-0.00066325i,0.00012814+3.6086e-05i,0.00029711+0.00057932i,-6.0866e-05+0.00068629i,-0.00066147+0.00012863i,-0.0012152-2.4055e-05i,-0.00053089-5.6563e-05i,0.0003446-0.00026947i,0.00012155-0.00035738i,0.00056042-8.1581e-05i,0.00092877+0.00069278i,-0.0005362+0.00070108i,-0.0012154+0.00024262i,-0.00061409+0.00036456i,5.9982e-05-0.00019273i,0.0003743-0.00042869i
-0.0014638+0.0013497i,-0.00073329+0.00063962i,0.00092733+0.0007866i,0.0016714+0.00044791i,0.0016508-0.00063457i,0.0013744-0.00073207i,0.0011498+0.00013116i,0.0005317+0.00056737i,0.00019204+0.00061365i,0.00069396+0.00056113i,0.00018458+5.7875e-05i,-0.00053473-0.0003536i,-0.00088138+8.215e-05i,-0.00059532-7.595e-05i,6.6424e-05-0.00016355i,0.00045489+0.00062416i,0.00045603+0.00088197i,0.00018164+0.00092028i,0.00035167+0.00087996i,0.00047695+0.00033539i,0.0004406-0.00010734i,0.00021401+0.000614i,0.00025172+0.00046752i
-0.00088956+0.0025057i,-0.00067519+0.0025083i,-0.00019425+0.0024074i,0.00067953+0.0019386i,0.0016825+0.00074839i,0.0018647-0.00039151i,0.0016472-0.00045005i,0.00088452+4.5756e-05i,0.00036706+0.0003384i,0.00020647+0.00070635i,0.00038581+0.00034932i,0.00031173-0.00021512i,-0.0011033-9.5796e-05i,-0.0012553+0.00015478i,-0.00020747+0.00022263i,0.00039654+0.00038511i,0.0010573+0.00059696i,0.00097955+0.00020532i,-0.00051173+0.00035409i,-0.00076726+0.00062412i,0.00019951-4.4582e-05i,0.0003765-0.00098293i,0.00055474-0.00096816i
0.0010217-0.00097581i,0.00056236-0.00037587i,-0.00068818-0.00045923i,-0.00068505-0.00077777i,0.00090643+9.9597e-05i,0.0015057+0.00034763i,-0.00011685-0.00034166i,-0.00058749-0.00038656i,-0.0004918+0.00060768i,-0.0010841+0.00090151i,-0.0011348+0.00058865i,-0.00051245+0.0007362i,0.00025868+0.0008553i,0.00025661+0.001057i,-0.00035885+0.00085319i,-0.00053494+0.00048441i,0.00039668+0.0010405i,0.00089542+0.001066i,-7.8203e-05+6.3525e-05i,-5.6016e-05+0.00019776i,0.00013847+0.00092771i,-0.00033078+0.0011566i,-0.00054799+0.0010947i
-3.3792e-06+0.00085139i,-5.1619e-05+0.00029396i,0.0008442-0.00050426i,0.0010213-3.0376e-05i,0.00052919+0.00033095i,0.00019552+0.00019802i,0.00029234+4.4329e-05i,0.00048785+0.0002382i,0.00087306+0.00062485i,0.00077468+0.00067717i,-8.4864e-05+0.00057416i,-0.00044425+0.00097757i,-0.00019997+0.00045829i,-0.00058363+0.00021751i,-0.0020068+0.00063514i,-0.0018864+0.00022611i,-0.00052662+2.3835e-06i,-0.00063213+0.00066675i,-0.00073994+0.00080368i,-0.0001182+0.00027672i,-0.00027282-0.00036925i,-0.00083566-0.00026146i,-0.00029238-0.00024685i
-0.0013057-0.0013735i,-0.00091049-0.0016079i,-0.00086515-0.00045271i,-0.00058897+0.00065823i,0.00021804+0.0012072i,0.0010898+0.00058782i,0.00095294-0.00018091i,-1.9925e-05+0.00022065i,-0.00024363+0.00031855i,0.00037765+8.6212e-05i,0.00038522+0.00086968i,0.00050874+0.0014615i,-0.00012542+0.0015281i,-0.00083465+0.0011714i,-0.00035338+0.00042511i,0.00024102-0.00068396i,0.00028258-0.00022168i,0.000233+0.00061705i,0.00028561+0.00052374i,-0.00019867+0.00030941i,-0.00019276+0.00050607i,0.00029427+0.00026458i,0.00035157-0.00042313i
0.00066482+0.0016649i,0.0017229+0.0010538i,0.0025686-0.00011879i,0.0024231-0.00036295i,0.0019479+0.00017702i,0.0014023-0.00011018i,0.00084437-0.00047532i,0.00081561+0.00015983i,0.00036621+0.00103i,-0.0002095+0.0007133i,-0.00049983+0.00023896i,-0.00033357+0.00083459i,0.00021384+0.0011764i,5.6007e-05+0.0005185i,-3.2507e-05-7.5288e-05i,-0.0003131+7.3513e-05i,-0.00045568+0.00084757i,-0.00018893+0.0015531i,-0.00013538+0.0017085i,7.2285e-05+0.0011087i,0.00013411+0.00032557i,-0.00032225-0.00069768i,-0.00058276-0.0013537i
-0.0025143-0.0015201i,-0.0023621-0.00043873i,-0.0024946+0.0011613i,-0.0027887+0.0021375i,-0.00184+0.0019044i,6.1321e-05+0.0012854i,0.0003326+0.00070625i,-7.5028e-05+0.00045454i,-0.00041352+0.0004811i,-0.0015184+0.00025485i,-0.0016961+0.00022865i,-0.000689+0.00061353i,-0.00047263+0.00049513i,-0.00043147-2.2113e-05i,0.00042384+0.00014797i,0.00055502+0.00035953i,0.00028718+0.00031233i,0.00031069+0.0007711i,0.0007181+0.0011186i,0.00079569+0.00069142i,0.00063658-0.00028969i,0.00029269-0.00083964i,-0.00060121-0.00059621i
-0.0013062+0.0023597i,-0.0010768+0.0020329i,-0.0005357+0.0020345i,0.00068824+0.0022898i,0.001103+0.0014452i,0.00084675-0.0011724i,0.00042059-0.00167i,0.00013237+0.00023039i,-0.00036735+0.0014072i,-0.00090248+0.00086924i,-0.00059532+0.0003671i,-0.00035424+0.0002617i,-0.00026274-0.00013228i,-1.7796e-05-0.00019915i,-0.00017744-0.00052445i,-0.00016037+8.9613e-05i,-0.00061737+0.0010545i,-0.001326+0.00055774i,-0.00084809+0.00012883i,-7.4266e-05+0.0001014i,9.1499e-05-0.0002947i,0.00081375+0.00017801i,0.0010857+0.00016361i
-0.0020763-0.00059455i,-0.0015973-0.0007552i,-0.001734+6.9731e-05i,-0.00064148+0.0011835i,0.00042385+0.0011815i,0.00049091+0.00048028i,0.00079316+0.00049736i,0.00097696+0.0011306i,0.00014319+0.00094165i,-0.00068905+0.0011042i,-0.00020077+0.0016558i,-0.00026174+0.001185i,-0.00038309+0.00050187i,-0.00015431+0.00050409i,0.00021461+0.0011542i,0.00053446+0.0018212i,8.3472e-05+0.0018695i,1.3013e-05+0.0015982i,-2.0647e-05+0.0015222i,-0.00025359+0.0003921i,-0.00043531-0.00091167i,-4.4082e-05-0.00054322i,-3.3395e-05+9.4462e-05i
0.00038393-0.00081379i,0.00010586-6.5677e-05i,-4.5046e-05-0.00035783i,-0.00011053-0.00076653i,0.00028936-0.0011166i,-0.00018459-0.0011961i,6.0584e-05-0.00046968i,0.00051862+0.00090391i,0.00033522+0.00084755i,-3.5851e-05+0.00037336i,5.0579e-05+0.00024729i,-0.00078723+0.0006207i,-0.0014122+0.00066443i,-0.00070751+0.0008279i,-0.00070922+0.00033228i,-0.00069759-0.00021048i,-2.0185e-05+0.00048199i,0.0004404+0.0012349i,-0.00010708+0.00054611i,-0.0007272-0.00050032i,-0.00094467-0.00029047i,-0.00073144+0.00010465i,-0.00060323+0.00011486i
0.00040102+9.9375e-05i,1.7592e-05+0.00045969i,0.00051261+0.00017571i,0.0016395+0.00018181i,0.0015493-0.00070308i,0.0010069-0.0012324i,0.00023928-0.00019731i,-0.00017145+1.7859e-05i,-0.00032638+0.00047224i,-0.0006466+0.00089761i,-0.00071468-4.5068e-05i,-0.00076495-0.001129i,-0.0010493-0.0012805i,-0.00082093-0.00051591i,-0.00060056+0.00072029i,-0.00067943+0.0011413i,-0.00033828-0.00018651i,-0.00018533-0.0010496i,-0.00042007-0.0011447i,-4.5306e-05-0.0010819i,-0.00028318-0.0011147i,-0.0007792-0.001137i,-0.00028332-0.00048793i
-4.1449e-05-0.0018644i,-0.00012815-0.0016623i,-0.00061625-0.0019223i,-0.00034936-0.0012967i,0.00034658-0.00058152i,0.00063018-0.00050119i,0.00046525-0.00042183i,-0.00015577+0.0003671i,-0.00018417+0.00034308i,-0.00010389+0.00063037i,-0.00082919+0.00060565i,-0.0010609-0.00044187i,-0.00077942-0.00050939i,-0.00076282+0.00042309i,-0.00039194+0.00081516i,0.00010135+0.00030329i,0.00010834-6.3307e-05i,-6.7634e-05+0.00055695i,0.00038141+0.00094359i,0.00097666+0.00016523i,0.0010568+0.00014358i,0.00018004+0.00040861i,-0.0005005-0.00010769i
-0.0010317-0.00051261i,-0.0010657-0.0001907i,-0.0016748-0.00022881i,-0.00089557-6.5477e-05i,0.00093671+0.00050654i,0.0012412+0.00025788i,0.00017347-0.00037691i,-6.8913e-05+0.00016463i,0.00042266+0.00071326i,0.00010922+0.00047532i,-0.00084479+9.5831e-05i,-0.00075997+0.00020906i,-0.00021287-0.00035106i,-0.00020017-0.00066641i,-0.00064693-0.00069854i,-0.00086892-0.00013008i,-0.00056085+0.00048436i,-0.0010587+0.00015295i,-0.0013734-0.00055428i,-0.00036789-0.00028246i,0.00037248+0.00059064i,9.9587e-05+0.00021345i,-0.00018945-0.00018223i
0.00072559-0.0004856i,0.00024718-0.0011579i,0.00063286-0.0010737i,0.00063746-0.0015558i,0.00037911-0.0019785i,0.00029998-0.00097098i,0.0002443-0.00013183i,-0.00031337+7.7784e-06i,-0.0001209-0.00093681i,-0.00020677-0.0011193i,-0.0011991-0.00078548i,-0.001176-0.00034551i,-0.00043845+0.00086153i,-0.00040288+0.00093985i,-0.00036093+0.0010534i,-0.00030887+0.0011054i,4.1054e-05+0.0012905i,9.4739e-06+0.0019388i,0.00016493+0.001266i,0.00059932-0.00025066i,0.00069093-0.00036186i,0.00011452+0.00026166i,-0.00011752+0.00014993i
-0.0011074+0.00057754i,-0.00087659-0.00040284i,-0.001216-8.2364e-05i,-0.00077553+0.00073845i,0.00038959+0.00044755i,0.00053674-0.00029429i,-0.00056511-0.00041798i,-0.00086508+0.00024157i,-0.00047073+0.00077426i,-0.0003114+0.0010347i,-0.00051862+0.0013276i,-0.00070739+0.0011577i,-0.00023665-0.00031397i,8.8577e-05-0.0008403i,-0.00043129-0.00022669i,-0.0005547+0.00016512i,-0.00043452+0.00077668i,-0.00015787+0.0013817i,0.00039723+0.00071006i,7.1614e-05+0.00016646i,-3.2244e-05-0.00029168i,0.00010308+0.00010393i,0.00014622+0.00071112i
0.00027153+0.00076682i,0.0011484+0.00042563i,0.0020028+0.00022628i,0.0012339+0.0011984i,0.00057601+0.001645i,0.0005375+0.0013611i,0.00012407+0.0013458i,-0.00020157+0.0010484i,0.00018394+0.00057661i,-0.00045865+0.00076805i,-0.0010031+0.00079087i,-0.0010121+0.00031897i,-0.0013198-0.00045834i,-0.0012629-0.00023397i,-0.00073561+0.0002661i,-0.00065455+8.2831e-05i,-0.00096019-0.00030926i,-0.00024978+0.00011441i,0.00020375+0.0002678i,-0.00023548+0.0001683i,-0.00040121+0.00054676i,-0.00012928+0.00060252i,-0.00048877+6.813e-05i
-0.00076452+0.0014975i,-0.0010823+0.0013577i,-1.9741e-05+0.00041349i,0.00098901+0.00067917i,0.00067809+0.00088225i,0.0010806+5.5749e-05i,0.0009902-0.00019242i,0.00020346+9.791e-05i,-0.00016094-0.00012816i,-0.00043311+0.00019152i,-0.0012332+0.000355i,-0.0016631-0.0001933i,-0.0011707-0.00017627i,-0.0010249-0.00018873i,-0.00026599-6.1729e-05i,0.00065915+0.0002323i,0.00061367+0.00072367i,0.00013844+0.0011482i,0.00020956+0.00063592i,0.00026774-0.00023715i,0.00063533-0.00046862i,0.00090621+0.00014243i,0.00046855-1.78e-05i
-0.0012359-0.0010999i,-0.00070035-0.0018697i,0.00022037-0.0019317i,-0.00012969-0.00074113i,-0.00033019+0.00026129i,2.2131e-05+0.0010028i,2.8158e-05+0.0009697i,-0.00024188+0.00018767i,-0.0012018-1.2164e-05i,-0.0024843-0.00021061i,-0.0016439+0.00027966i,-0.00050816+0.0016821i,-0.00019267+0.0017838i,-0.00022145+0.0016075i,-0.00022748+0.0013532i,0.00049183+0.00095619i,0.00094556+0.00084167i,0.00081238+0.00044656i,0.0001808+0.00016686i,0.00049925+0.00029313i,0.00097973-0.00013499i,0.00020754-0.00014188i,-0.00026023-3.3723e-05i
-0.00010207+0.0018533i,-0.0010052+0.0020636i,0.00048688+0.0022723i,0.0015802+0.0013861i,0.0010571+0.00041414i,0.00013863-0.00043452i,-0.00035218-0.00059406i,-0.00028045-6.951e-05i,0.00014317+0.00050632i,0.00034+0.00033943i,0.00016054+1.4937e-05i,-0.00018647-7.13e-05i,0.00013462+0.00059414i,0.00014995+0.0005272i,0.00040938-3.5445e-05i,0.00069436+0.00040292i,0.00094609+0.00084483i,0.00079945+0.00056492i,0.00051716+0.00023526i,0.00046147+0.0001549i,2.1812e-06-0.0010282i,-7.6176e-05-0.0015169i,9.7971e-05-0.00057852i
0.00034097+0.00023823i,0.0007571-0.00049821i,0.0013718-4.7226e-05i,0.0010151-0.00066851i,0.0010463-0.00091037i,0.0010368-0.00072279i,0.00039177-0.00039148i,-0.00053761+0.0008403i,-0.00048489+0.0011688i,0.00043636+0.00052466i,0.00016119+0.00016492i,2.252e-05+2.4992e-05i,-0.00014972-0.00046096i,-0.00094454-0.00036238i,-0.0015528-5.4847e-05i,-0.0014106+1.069e-05i,-0.0010118+0.00067095i,8.5004e-05+0.00094946i,0.00073034+0.0003434i,0.00037701+0.00017985i,0.000468+0.00033619i,0.00031272-5.4427e-06i,0.0001772-0.00044583i
-0.00092578-0.00011334i,-0.0011509+0.00017761i,-0.0019688+0.00049204i,-0.0011493+0.00071167i,0.00062385+0.00042377i,0.0016078+0.0002588i,0.0012118+0.00033692i,6.0834e-05+0.00028139i,-0.00068147+0.00013726i,-0.00082667+0.00022425i,-0.0011958-4.1309e-05i,-0.0015014-0.00019459i,-0.0013623+0.00032268i,-0.0009628+0.00069877i,-0.00026751+0.00064004i,0.00067282+0.00017911i,0.00077264-0.00011224i,0.00038296+0.00047407i,0.00019049+0.00097598i,-0.00051303+0.00047621i,-0.00056862-4.2476e-05i,0.00022104-0.00013578i,0.00046361-0.00019741i
-0.0014949-0.0010196i,-0.0016652-0.00087836i,-0.0025807-0.0010267i,-0.0017055-0.00030356i,-0.00025407+0.0002145i,0.00075234-3.5745e-05i,0.00034435-0.00023409i,-0.00014489-0.00020848i,-3.7409e-05-0.00041301i,-0.00038475-3.2462e-05i,-0.00087218+0.00016053i,-0.00065323+5.2892e-05i,-3.5416e-05-0.00037713i,-0.00013096-0.0003426i,-0.00053266+0.00036615i,-5.9287e-06+0.00088768i,0.00036483+0.001122i,0.00056099+0.00077857i,0.00054798+0.00053219i,0.00014115+0.00042186i,0.00011527-0.00027885i,-0.00036768-0.00020351i,-6.4635e-05-0.00023509i
0.00014982-0.0011943i,-0.00074257-0.0007141i,-0.000844-9.2207e-05i,0.00040476+0.001025i,0.00044332+0.001548i,0.00056918+0.0011486i,0.00057274+0.00037795i,0.0001948+0.00048558i,-2.8927e-05+0.00064086i,-0.00072682+0.00026384i,-0.00090094+0.00017974i,-0.00088703+0.00024448i,-0.00059224+0.00041743i,-0.00012948+0.00018229i,0.00030729+0.00031389i,0.00089986+0.0005811i,0.00092328+0.0014443i,0.00089052+0.0021873i,0.0006543+0.0010951i,7.6571e-05+0.00027523i,-0.00059051+0.00031825i,-0.00084273+0.00023452i,-0.00040004+5.5485e-06i
0.0003681-0.0003987i,6.6206e-05+2.8201e-05i,0.00091228-1.7867e-05i,0.00054607+0.00024526i,0.00021821+0.00026379i,0.00071764-0.00023324i,0.00063801-0.00032467i,0.00029544+0.00026254i,0.00014263+0.0009137i,-0.00041386+0.00080297i,-0.00058824+0.00045506i,-0.00067168+0.00039472i,-0.0012641+8.9573e-05i,-0.0014122+0.00014389i,-0.0013278+0.00037026i,-0.001197+0.00017761i,-0.0007139+0.00027261i,-0.00029849+0.00065817i,-0.00022034+0.00061219i,-0.00043893+0.00031326i,-0.00049355+0.00026699i,-0.00032681+0.00056739i,-0.00016013+0.00077405i
-0.0010962-0.0009338i,-0.0013995-0.0009949i,-0.0019866-0.00016161i,-0.00098767+0.00031754i,0.00010291-0.00014325i,0.0010351-0.00023587i,0.0019154+0.00036645i,0.0019623+0.00051907i,0.0010174+6.0929e-05i,3.6419e-05+0.00018422i,-0.00018136+0.00033326i,0.00022356-7.3183e-05i,0.00087946-0.00050187i,0.00059544-0.0003088i,-1.15e-07+0.00035264i,-0.00022891+0.001635i,-0.00017221+0.001547i,-0.00020176+0.0004846i,0.00026128-0.00029722i,0.00087018-0.0002924i,0.00068246+0.00025743i,-0.00036375+0.00018965i,-0.00074303+0.00011881i
-0.00087522-0.00086042i,-0.00064928-0.0019561i,-0.00070564-0.00074656i,-0.00088232-8.5887e-05i,0.00043234-0.00036408i,0.00093713-0.00053768i,0.00063004-0.00073041i,0.00020364-0.00017964i,-0.00065113+0.00036312i,-0.00072983+0.0010093i,-0.00024053+0.0018188i,-0.00061308+0.0013249i,-0.0013438+7.661e-05i,-0.0014191-0.00023009i,-0.00045984-0.00051145i,0.00070875-0.00062964i,-0.00016709-7.9807e-05i,-0.00095305+0.00023436i,-0.00045477+0.0005158i,-9.5112e-05+0.00065801i,-8.808e-05-0.0003366i,-0.00037823-0.00084161i,-0.00030558-0.00074593i
