-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
-0.0013702-0.00089323i,-0.0026493-0.00017503i,-0.0026603-0.00018643i,-0.0033748+0.00018221i,-0.0040646+0.00014778i,-0.002347-0.00032627i,-4.7081e-05-0.00093359i,0.00093082-0.00078559i,0.00058365-0.00033897i,-0.00020179-0.00025718i,-2.9357e-05+4.5009e-05i,-0.00017127+0.00044874i,-0.00027228+0.0004082i,-0.00036259-8.8038e-05i,-0.00015252-0.00071856i,0.00037149-0.00059964i,-0.00034183-0.00036913i,-0.00077796+0.00012031i,-0.00016909+0.00089768i,8.8264e-06+0.00066354i,-0.00010277+0.00060107i,-0.00079373+0.00080682i,-0.0010794-1.1969e-05i
-0.00013943-0.001886i,-9.7388e-05-0.0019829i,-0.00025892-0.0026388i,-0.0012302-0.0019244i,-0.0026805-0.001317i,-0.0025585-0.0010829i,-0.0015774-0.0010312i,-0.00039424-0.00074751i,-9.8352e-05-0.00024086i,-0.00030639-0.00028481i,-0.00040822-0.00029729i,-6.9072e-05-0.00052715i,-0.0001144-0.00010704i,-0.00036507+0.00044645i,-0.00028024+0.00026292i,-0.00046168-6.0668e-05i,-0.00052355-0.001059i,-0.00042621-0.001532i,-7.9986e-06-0.0011973i,-0.00067695-0.00023842i,-0.0012494+4.1361e-05i,-0.00064536-7.6457e-05i,0.00029576+0.00072606i
-0.00023923-0.00083171i,-0.00021265-0.00071276i,-0.0017014-0.00038582i,-0.0035564-0.00012646i,-0.0030714-0.00040777i,-0.0013927-0.00089231i,-0.00046682-0.0012809i,-0.00025402-0.00099499i,-0.0010355-0.00067816i,-0.0016716-0.00010977i,-0.0013609+0.00012033i,-0.0002921+8.0618e-05i,0.000216+0.00044068i,-0.00018059+0.00074535i,-8.36e-05+0.00095492i,0.00015942+0.00028695i,0.00016386-0.00074187i,-1.1843e-05-0.0012215i,-0.0005138-0.00021545i,-0.0011902+0.00026925i,-0.00098564+8.1219e-05i,-0.00021882+0.00033612i,-0.00011725-0.00016901i
-0.00045215-0.0017955i,-0.0017408-0.0026494i,-0.0028955-0.0026088i,-0.0037259-0.0013493i,-0.0043971-0.00047951i,-0.0027809+0.00026141i,-0.00076192+0.00035908i,-0.00033324-0.00083772i,-0.00085981-0.0010588i,-0.0010221-0.00056456i,-0.00053684-0.00038581i,0.0001312-0.0004146i,0.0011717-0.00041199i,0.0010648+2.1894e-05i,0.00059458+0.00063192i,-0.00036124+0.00077022i,-0.00083923+5.6579e-07i,-0.00067455-0.0005757i,-0.00079814-0.00023367i,-0.00072691-3.7632e-05i,-0.00075947-0.00037125i,-0.00010848-0.0005914i,0.00083986-0.00073145i
0.003293-0.0013531i,0.0025348-0.0014547i,0.00038458-0.0013983i,-0.0016328-0.0013439i,-0.0030123-0.0018584i,-0.0030637-0.0011561i,-0.002146-0.00064331i,-0.00076895-0.000809i,1.5737e-05-0.00064482i,-0.00018797-0.0004053i,-0.00061202-0.00044803i,-0.00085294-0.00083629i,-0.00086233-0.00062272i,-0.00075829-0.00027738i,-0.00089501-9.7627e-05i,-0.00071883-0.00086245i,-0.00025171-0.0011315i,-9.4758e-05-0.00027493i,-0.00027493+0.00021761i,-0.001114+0.00024764i,-0.00084803+0.00034802i,-0.00033265+0.00056997i,-0.00045811-0.00048294i
0.001295-0.00055612i,0.0013515-0.00085178i,0.00087203-0.002108i,-0.0011141-0.0028293i,-0.0027059-0.0025655i,-0.0025315-0.00084966i,-0.0011446-6.7984e-06i,0.00026999-0.00037673i,7.8525e-05-0.0007432i,-0.0005499-0.0007632i,-0.00068814+5.5104e-05i,-0.0004071+0.00082568i,0.00014905+0.00027552i,-5.2966e-06-0.00013523i,-0.00047806-0.00045528i,-0.00019976-0.00047566i,0.00012581+0.0003639i,-2.7777e-05+0.00087431i,0.00039518+0.00037804i,7.7174e-05+3.9806e-05i,-0.00077974+0.0001566i,-0.0005633-0.00046808i,-1.8557e-05-0.00069255i
-0.00026594+0.0008099i,0.001229+0.0001562i,0.0012512-0.0010768i,-5.4502e-05-0.0014706i,-0.00071324-0.00073454i,-0.00073001-0.00080064i,-0.00048335-0.001241i,-0.00093416-0.0011706i,-0.00089661-0.00063219i,-0.00036168+0.00044386i,-0.00047174+0.00050084i,-0.00026909+8.597e-05i,0.00044504+0.000205i,0.00029024+0.00041717i,6.6329e-05+0.00062984i,0.00066644+0.00054964i,0.00074579+0.0006385i,0.00022374+0.00039303i,6.4481e-05-0.00016164i,0.00057103+0.00011896i,0.00080525+0.00018442i,0.00043027+0.00030899i,-1.5691e-05+0.00039327i
-0.00033989+0.0028546i,-0.00018721+0.0029202i,-5.9377e-05+0.0021293i,-0.00025141+0.00089928i,-0.00047844-0.00062694i,-0.00068209-0.0014098i,-4.9012e-05-0.00082295i,0.00011641+0.00046673i,-0.00043923+0.00050416i,-0.00036125+5.2837e-06i,-0.00029158-1.5031e-05i,-0.00056006-8.256e-05i,-8.2043e-05-0.00032672i,-0.00040958-0.00024327i,-0.00093712-5.0777e-06i,-0.00023805+5.061e-05i,0.00025017+0.00010526i,0.00024848+0.00046085i,0.00014806+0.00020821i,0.00027343-0.00050706i,0.00070548-0.00056345i,0.00081315-0.00054073i,0.00025952-0.00080322i
-0.00042048+0.00021116i,0.00024318+4.1286e-05i,0.00095469-0.00019653i,0.00047594-0.00070343i,-0.00028731-0.0011471i,-0.00039334-0.0017424i,-0.00038398-0.0014686i,1.0807e-05-0.0018102i,0.00047453-0.0021946i,0.00050882-0.0014686i,0.00041606-0.00090484i,0.00010933-0.00050003i,-0.00052797-0.00068056i,-0.00048103-0.00093487i,0.00062401-0.00066686i,0.0011475-0.00016416i,-0.00010777+0.00040942i,-0.0012159+0.00045864i,-0.0010712+0.00058057i,-0.00068015+0.00084695i,-0.00033852+0.00061858i,0.00030707+0.00039916i,1.061e-05+0.00087209i
-0.0011498+0.00033045i,-0.0013841+0.00060564i,-0.0015382+0.00018175i,-0.0010227+8.0076e-05i,-0.00050755+9.8647e-05i,-0.00025338-0.0003566i,0.00044263-0.0013616i,0.00029694-0.0017391i,2.8809e-05-0.00091104i,-2.3684e-05-0.00025729i,-0.00015145-0.00033453i,8.4313e-05-9.7361e-05i,0.00035715-0.00050579i,0.00038818-0.0011609i,0.00036788-0.0010283i,-0.00010248-0.00031905i,3.6024e-05+8.0226e-05i,0.00047225+0.00018222i,7.209e-05+0.0001835i,-0.0001539-0.00016315i,-0.00035332-0.00022001i,-0.00033542+0.00049921i,-0.00035727+0.0003704i
-0.0010358+0.0008341i,-0.00099789+0.00026638i,-0.0014948+0.00037291i,-0.0011155+0.00057118i,-0.00095171-0.00021434i,-0.001197-0.001356i,-0.0013407-0.0014054i,-0.00054037-0.0011498i,7.3303e-05-0.00037559i,-0.00045125+0.00068583i,-0.00030733+0.00070153i,-0.00010725+0.0007705i,-0.0002817+0.00069026i,-0.00087348-0.00038453i,-0.00077905-0.00083526i,-1.099e-05-0.00031457i,0.00074842+0.00020642i,0.00095311+0.00054107i,0.0013407+0.00040626i,0.0011696-0.00072272i,0.00042336-0.00092614i,9.6508e-05-0.00055952i,-4.5788e-05+0.00010155i
-4.3135e-05-0.0024i,-0.00012102-0.0014677i,-0.0018571-0.00022929i,-0.0031536+0.00065944i,-0.0029002+0.00098889i,-0.0016741+0.00060127i,-0.0011252-0.00034757i,-0.0011765-0.0007907i,-0.00078365-0.00085319i,-0.0009791-0.00027528i,-0.0015134+0.00026483i,-0.0010348-0.00067318i,6.7765e-05-0.0011126i,0.00048591-0.00044982i,8.2059e-05-3.8252e-05i,-0.0004933-0.00041214i,-0.00020343-0.00016523i,0.00017424+0.00047122i,0.00014096+2.015e-05i,0.0002528-0.00037051i,2.0144e-05-0.00020712i,-0.00024387-0.00041915i,-1.7015e-05+0.00021184i
0.00093272-0.0010004i,0.0010392-0.00079714i,0.00075504-0.0013809i,-0.00038837-0.00078169i,-0.0012236-0.00065701i,-0.00098638-0.0010686i,-0.0011122-0.00068971i,-0.0008757-0.00082021i,-0.00021087-0.00066161i,-0.00048495+0.00031006i,-0.00046204+0.00044957i,-0.00015252+0.00075437i,-0.00082574+0.00078365i,-0.00062363+0.0004698i,0.00026655+0.0010965i,0.00056409+0.0012199i,8.879e-05+0.00017075i,1.3941e-06+0.00014831i,-0.00050295+0.00079375i,-0.0011204+0.00016545i,-0.00036327-0.00020234i,0.00020699+9.306e-05i,2.3043e-05+0.00051586i
-0.002283+0.00024319i,-0.0022653+0.0012235i,-0.001521+0.00092371i,-0.00031358+0.0008291i,-0.0013216+0.00076204i,-0.0013054-0.00020925i,-0.00095749-0.0011949i,-0.00068307-0.0015392i,0.00026856-0.00090467i,0.0002611-0.00012314i,-0.00040561+0.00022393i,-0.00096165-0.00038997i,-0.0011153-0.00090684i,-0.000492-0.0014171i,5.5205e-05-0.00049704i,0.00013028+0.00026782i,0.0002247+0.00013683i,0.00032157+0.00018681i,0.00043548+0.00014802i,0.00013474+0.00024954i,-0.00018562-3.5077e-05i,-9.4869e-05+0.00049934i,-0.00025168+0.0010732i
0.0027635+0.002895i,0.0020002+0.0019043i,0.0011335+0.00027929i,0.00022182-0.0021208i,-0.00060272-0.0034888i,-0.0013922-0.002692i,-0.0012283-0.0013589i,-0.0004299-0.00088816i,0.00021-0.00075119i,0.00087563-0.00088708i,0.00097691-0.00047277i,0.000261+4.5432e-05i,-0.00074248-0.00052619i,-0.0011115-0.00093594i,-0.0011282-0.00056587i,-0.0002652-0.00046309i,0.00081642-0.00091934i,0.00060306-0.00055618i,3.8466e-05-4.6219e-06i,0.00027637-0.00044623i,0.0005922-0.00015736i,0.00019458+0.00066741i,-2.1239e-05+0.00038684i
0.0035616+0.0007649i,0.0023726+0.00064779i,0.001051-0.00044969i,-0.00024331-0.001763i,-0.0016607-0.0032612i,-0.0021454-0.0030122i,-0.00064298-0.0015091i,0.00032557-0.00090659i,0.00049934-0.0012006i,0.0004726-0.001061i,-0.00021976-0.000346i,-0.00010355+0.00050526i,0.00066037+0.00073859i,0.0005959+0.0008264i,0.000388+0.00098677i,0.00028337+0.0013086i,0.0005186+0.0011517i,0.00088701-0.00010604i,0.00072423-0.00037283i,0.0002429-0.00037813i,5.0883e-06-0.00050041i,-0.00023232-0.00012591i,-0.00029098-0.00023596i
-0.00098262-0.00068736i,-0.00088007-0.00025397i,-0.00052785-0.0003719i,-0.00069934-0.00070263i,-0.0015462-0.0002201i,-0.001635-0.00084381i,-0.00033991-0.0019814i,-1.3671e-05-0.0016378i,-0.00027651-0.00089486i,-0.0004151-0.00072148i,-4.2526e-05-0.00051392i,0.00012194+8.608e-05i,-0.00025246+0.00017846i,-0.00045769+0.00035794i,-0.00085674+0.00057757i,-0.00055967+0.00055454i,-0.00035072+0.00078966i,-0.00036519+0.00012566i,-9.3506e-06-0.00045995i,-0.00028154+4.2543e-05i,-0.00044199-0.0003355i,0.00041831-0.00090862i,0.00080044-0.00057037i
0.00040281+0.0016498i,0.0012466+0.00085022i,0.0009302-0.00078923i,-0.001014-0.0018766i,-0.0024188-0.0024061i,-0.0020325-0.0027101i,-0.00083466-0.0022772i,0.00051675-0.0016295i,0.00056914-0.00080764i,-0.00037233-0.00023658i,-0.00010983-4.2902e-05i,1.9457e-06+0.00011575i,0.00018509+0.00022695i,0.0002628+0.00050386i,-0.00021496-0.00015851i,-0.00057547-0.00079595i,-0.00089985-0.00026283i,-0.00091617+0.00033866i,-0.00011594+0.0001354i,0.00041204-0.0001957i,0.0002125+6.6264e-05i,0.00021811-0.00013476i,0.00025227-0.00037288i
0.003125-0.00079647i,0.0023856-0.00040094i,0.0011501-0.0015956i,0.00019757-0.0023837i,-0.0017759-0.0019655i,-0.0026856-0.0020453i,-0.0007094-0.0022772i,0.00086468-0.0017882i,0.00018227-0.00094483i,-0.00034074-0.0010226i,2.4937e-05-0.0015964i,0.00018321-0.00095567i,0.0004974+0.0002896i,0.0010335+0.00047715i,0.00014319+0.00021678i,-0.00082752+0.00030179i,-0.00052119+0.00033631i,-4.1706e-05-5.7076e-06i,0.00071064-0.00040864i,0.00022868-0.00024707i,-0.00047179+0.00012611i,0.00053232+0.00060625i,0.0013358+0.00075279i
0.0002875+0.0016179i,0.00055134+0.0020302i,0.00072886+0.00046932i,-0.00074293-0.0010648i,-0.0019214-0.0016529i,-0.0017803-0.0014718i,-0.00045069-0.0008932i,0.00026983+1.4988e-05i,0.00059861+3.165e-05i,0.00081314-0.0010093i,0.00090626-0.00096818i,0.00013848-0.00031458i,-0.00031464-3.9009e-05i,-0.00048279-0.00019154i,-0.00059045+0.00019823i,-0.00034322+0.0006247i,-0.00018736+0.00072776i,-0.00023393+0.00071068i,0.00039595+0.0008621i,0.00067499+0.00066603i,0.00061236-0.00052129i,2.898e-05-0.0009082i,-0.00048185-0.00069743i
0.00085943-6.897e-05i,0.00083904+0.00030543i,0.00015646-0.00032759i,-0.0013867-0.0018671i,-0.0020208-0.0022445i,-0.0010686-0.0012229i,-0.00010878-0.00086598i,2.8536e-05-0.0017391i,0.00044101-0.001529i,-8.0305e-05-0.0013385i,-0.0010249-0.0012171i,-0.00060187-7.9127e-05i,-5.2171e-05+0.00016009i,4.3391e-05-0.00035366i,-0.00060492-0.00038609i,-0.00080326-0.00054377i,-0.00010728-0.00057848i,0.0004055-4.67e-06i,0.00046552+0.00036435i,0.00060515+0.000613i,0.00032396+0.00078242i,-0.00069501+0.00048108i,-0.00016318+9.3545e-06i
0.001528-0.00057036i,0.0013275+0.00070202i,0.00099966-0.00061576i,-0.00066416-0.0016126i,-0.0017002-0.0015623i,-0.0014194-0.0015863i,-0.0006342-0.00082265i,0.00014434-0.00099232i,-5.7322e-05-0.0013243i,-0.0010885-0.00084526i,-0.0013719-0.00044228i,-0.00012671-0.00011563i,0.00023502+0.00022878i,-3.1023e-05-0.00015819i,-0.00025674-0.00071544i,3.9017e-06-0.00055922i,0.00042146-0.00040656i,8.661e-05-0.0008476i,0.00027636-0.00051825i,0.00063017-4.7492e-05i,0.00045862-0.00045992i,6.8358e-05-0.00016567i,-1.9759e-05+0.00028522i
0.000836+0.00088374i,0.0012105+0.0020857i,0.0025581+0.0023685i,0.0021647-0.0001229i,0.0011788-0.0021635i,-2.3032e-05-0.0014898i,-0.00055581+0.00024527i,-1.6258e-05-0.00034243i,0.00022967-0.0011165i,0.0002289-0.00068045i,0.00076928+0.00028349i,0.00061223+0.00099925i,-0.00015575+0.00075744i,-0.00060913-0.00062086i,-0.00028939-0.0014016i,0.00064441-0.00066678i,0.00081869-0.00045442i,5.9747e-05-0.00047518i,0.00019993-0.00069924i,0.00026899-0.001377i,-0.00022502-0.00096856i,-0.00049413+0.0004383i,3.8619e-05+0.00025515i
0.001752+0.0037496i,0.0026991+0.0035234i,0.0036973+0.00072575i,0.0016492-0.0024926i,-0.00039376-0.0037479i,-0.0021743-0.003146i,-0.0022475-0.0018764i,-0.00052101-0.000405i,0.00078502-0.00056229i,0.0013759-0.00083905i,0.0008375-0.00024702i,-0.00096002+0.00042929i,-0.0016034+0.00083771i,-0.00087114+0.00058982i,-0.00048052+0.00040132i,0.00026231+0.00035119i,0.0013103-0.00013749i,0.0013418-0.00079985i,0.0010324-0.0011856i,0.00083568-0.0006105i,-3.7807e-06+0.00028192i,-0.00031033-0.00022915i,-0.00016826-0.001444i
0.0031819+0.0083259i,0.0039991+0.010204i,0.0088902+0.0058948i,0.0076824-0.00039053i,0.003402-0.0053276i,-0.00095784-0.0057891i,-0.0012978-0.0023111i,-0.00027603-0.0012392i,-6.7362e-05-0.00087785i,0.0011973-0.0015796i,0.00059087-0.002489i,-0.00099114-0.0016167i,-0.00068593-0.0010552i,-0.00082985-0.00061228i,-0.0022222-0.00014775i,-0.0012201+0.00034397i,0.00054497+0.00057336i,0.0010247+0.00053355i,0.0011609+0.00068092i,0.0009479+0.00072194i,0.00017193+0.00053183i,0.00047998+3.8447e-05i,0.00079038+0.00010413i
-0.0016166-0.0064246i,-0.0023713-0.0086639i,-0.005912-0.0064051i,-0.0066173-0.00039852i,-0.0054015+0.0029655i,-0.0026609+0.0025521i,-0.00085796-0.00026022i,-0.00091347-0.0011813i,-0.0018189-0.0001226i,-0.001952+0.00044121i,-0.00075011+0.00063048i,0.00011808+0.00022934i,0.00062878+1.352e-05i,0.0013623-0.00058217i,0.0014064-0.0004167i,0.00084955+0.00022729i,-0.00027949+0.00066364i,-0.00097909+0.00080934i,-0.0014217-0.00026697i,-0.0012131-0.0010291i,-9.9709e-05-0.00026957i,0.00038022-1.1602e-05i,-9.2107e-05-0.00038902i
-0.00012767-0.0018329i,-0.0011603-0.0023802i,-0.0035789-0.0012285i,-0.0043423-0.0004724i,-0.003796+4.5325e-05i,-0.0022564-0.00011126i,5.5471e-05-0.00082995i,0.0004712-0.00060053i,-0.00018533-0.00034947i,-0.00065681+9.9805e-06i,-0.00092036+0.00026012i,-0.0011107+0.0003478i,-0.00092692+0.00013121i,-0.00027618+0.0002688i,0.00043852-6.1322e-05i,0.00048077-0.00073843i,9.4164e-06-0.00089983i,-0.00013154-0.00087975i,-0.00010252-0.00121i,-0.0011018-0.0012107i,-0.0015976-0.0010911i,-0.0010021-0.0010119i,-0.00037666-0.00063768i
-0.001634-0.0018384i,-0.0022483-0.0018071i,-0.0042004-0.00066557i,-0.0047739+0.00043977i,-0.0035056+0.0011804i,-0.0019175+0.00086024i,-0.0010714-0.00037689i,-0.00064984-0.00090724i,-6.8752e-05-0.00034534i,0.00023615+0.00079876i,8.7312e-05+0.0008729i,0.00041804+0.0002183i,0.00048137+0.00025139i,-0.00010759-0.00078326i,-0.00033711-0.0015326i,-0.0005297-0.00093633i,-0.00072351-0.00065485i,-0.00062362-0.00075218i,-0.00013077-0.00079661i,0.00044204-0.00046348i,0.00033795-4.9178e-05i,0.00051232-2.6604e-05i,0.0010614-3.3924e-05i
0.00037744-0.00099446i,-0.00064568-0.0012067i,-0.00212-0.00017188i,-0.0021234+0.00092731i,-0.0021947+0.0011473i,-0.0013639+0.0015416i,0.00023116+0.0012156i,0.0010159+0.00019792i,0.00043871-0.00049921i,-8.8257e-05-0.00054585i,8.0755e-05-0.00014272i,0.00040845+0.00087996i,0.00053752+0.00085751i,-0.00029884-0.00047297i,-0.00036437-0.0012397i,0.00035614-0.0015497i,0.00032247-0.0015629i,-0.00012577-0.00081402i,-0.00010575-0.00034057i,0.00032917-0.00067113i,0.00026213-0.00063438i,0.0001939-0.0010401i,0.00016585-0.0015434i
-0.00025933-0.0013671i,-0.00067525-0.0015296i,-0.0028593-0.001424i,-0.0036546-0.00065517i,-0.0028512+3.3679e-05i,-0.0012132-6.5258e-05i,0.00019493-0.00094697i,-2.3048e-05-0.00080296i,-0.00024936+0.00032037i,7.2901e-05+0.00068338i,-0.00022456+0.00032354i,0.00011663-0.00032312i,0.00040956+0.0001504i,-0.00032503+0.00046587i,-4.6603e-05+2.1219e-05i,0.00039355-0.00025122i,0.00025517-0.00038619i,0.00069523-0.0003751i,0.00028602+0.0001234i,-0.00045274+0.00033131i,-0.00063977+9.4794e-05i,-0.00027879+0.00044839i,2.7401e-05+0.00074144i
-0.00059235-0.00062797i,-0.0015535-0.00072116i,-0.002441-0.0010005i,-0.001922+7.2813e-05i,-0.0015489+0.0011297i,-0.0015007+0.00096591i,-0.00027461+3.6848e-05i,-0.00010888-0.00098723i,-0.0012563-0.001104i,-0.0016366-0.00049737i,-0.0014912+0.00018279i,-0.0012458+0.00022022i,-0.00054463-0.00031179i,-0.00027396-0.00042705i,-0.00049305-0.00039817i,0.00015785-0.00032301i,0.00078841+9.3476e-05i,0.00052666-0.00012691i,8.5273e-06-0.00044167i,7.2475e-05-0.0004889i,1.9102e-05-0.00027708i,2.6465e-05-7.4701e-05i,-0.00023862+0.00016658i
4.2486e-05-0.00081553i,-0.00054873-0.00064384i,-0.00085268-0.00065372i,-0.0011357+0.00024604i,-0.0014814+0.00080473i,-0.0011726+0.00040307i,-0.00077921-0.00061472i,-0.00034396-0.001316i,-0.00032886-0.0004134i,-0.001131+0.00022676i,-0.0010325+0.00079144i,-0.00028054+0.0016134i,-0.00025026+0.00099248i,2.4084e-05+0.00028244i,0.00031146+0.00021807i,-0.00036165+0.00020151i,-0.00087296-0.00013036i,-5.3736e-05-0.00047854i,0.00078412-0.00051828i,-4.3132e-05-1.8368e-05i,-0.00094621+0.00058969i,-0.0006941+0.00078102i,-0.00049863+0.0010424i
-0.0028836-0.0022274i,-0.0023958-0.0028793i,-0.0011612-0.00087679i,-0.00084438+5.5886e-05i,-0.0012502-0.00084376i,-0.0010815-0.0017322i,-0.00031729-0.001601i,-0.000322-0.0015673i,3.0627e-05-0.00073878i,0.00060939+0.00033703i,-0.00024171+0.00021396i,-0.00087671+0.00032258i,0.00024681+0.00062795i,0.0010181+7.7877e-05i,0.00098284-0.00030052i,0.00064975+0.00042058i,-0.0009047+0.00048978i,-0.0015355+0.00012076i,-0.0007236+0.00049533i,-0.00064102+0.00011367i,-0.00080017-2.9239e-05i,-0.00063518+0.00050099i,-0.00066601+0.00027465i
0.00028782-0.001689i,0.00081814-0.0013921i,0.00017128-0.0020229i,-0.00045338-0.0018662i,-0.0010651-0.00061557i,-0.0014855+0.00019153i,-0.00028782-0.00045984i,0.00032667-0.00071246i,9.729e-05-0.00050661i,-0.00025355-0.00032167i,-0.00039267+0.00026651i,7.8111e-05+0.00013211i,0.00079323-0.00077241i,0.0011643-0.0010148i,0.00073613+0.00028392i,6.0712e-05+0.00023087i,-6.2389e-06-0.00066248i,0.00091988+0.00019804i,0.0011378+0.00084815i,0.0010199+0.00026928i,0.00063782-0.0001506i,0.00019958-0.000118i,0.00045171+8.1357e-05i
0.0014691+7.2213e-06i,0.0010355-0.00054164i,-0.00045786-0.001149i,-0.0010772-0.00081645i,-0.0013972-0.00075538i,-0.0015742-0.0010892i,-0.00086839-0.0011814i,-0.00041716-0.0010332i,-0.00072991-0.00090598i,-0.00076832-0.00084814i,-0.00033142-0.0007637i,-0.00038705-0.0010011i,-0.00023137-0.00027474i,0.00027146+0.0003817i,0.00020402+0.00051562i,-0.00022284+0.00051444i,-0.00024078-0.00027581i,0.0001536-0.0015893i,0.00046407-0.0016737i,0.00045925-0.00057328i,0.0007366-0.00018013i,0.0001286-0.00035705i,-0.00070435+0.00048616i
0.0011846-3.8371e-05i,0.0011811-0.0012881i,0.00057622-0.0020484i,0.0002165-0.0022754i,-0.00013909-0.0017754i,-0.00080093-0.0011465i,-0.00066011-0.00082765i,-0.000386-0.00073598i,-0.00015122-0.00050728i,0.00047355+0.00029161i,0.00061761+0.00050876i,0.00019521-3.8839e-06i,0.00020091-0.00020783i,0.00029059-0.0007474i,0.00015137-0.00092437i,-4.3562e-06-0.0007601i,0.00024612-0.00098393i,0.00053272-0.0011387i,-3.1951e-05-0.00045964i,-0.00044665+0.00017457i,-0.00015814+0.0007818i,-0.00029127+0.00054242i,-0.00053009+0.00031962i
-0.00071804+0.0010205i,-0.0019165+0.00020014i,-0.0015843+0.00095623i,-0.00087401+0.00073582i,-0.0011546-0.00066317i,-0.0012182-0.001381i,-0.00016243-0.0016905i,0.00049385-0.0015115i,0.00017256-0.0003368i,-0.00032144+0.00026338i,-0.00054092-0.00052033i,-0.00077312-0.00078803i,-0.00063083-0.00072221i,-0.00027028-0.00064904i,-0.00016907-0.00040899i,-0.00025438+7.8419e-05i,-0.00041234+0.00025248i,-0.00032399-0.00060433i,-0.00078801-0.0012069i,-0.00094995-0.00092283i,-0.00015113-0.00021244i,-7.0856e-05+0.00033053i,-0.00052119-0.00040553i
2.5795e-05+0.0015421i,-0.00045198+0.0012965i,-0.00046814+0.0004173i,0.00051962-0.00084801i,0.00076081-0.00061199i,-2.2527e-05-0.00069203i,-9.1584e-05-0.001443i,-5.5494e-05-0.0013439i,2.3166e-05-0.00056073i,0.00034187-0.0006469i,0.00015902-0.00085391i,-0.00064162-0.00077095i,-0.00018311+0.00022709i,-9.4169e-06+0.00083562i,-0.00022947+0.00027303i,-3.429e-05-0.00019711i,0.00058244-0.00068056i,0.00088527-0.00082024i,5.221e-05-0.00079318i,-0.00043229-0.00017332i,-0.0002823+0.00037585i,-0.00022844+0.00033862i,-0.00022718-3.5583e-05i
0.00084702-0.00090856i,0.0020315-0.0012504i,0.0011053-0.0018492i,-0.00072707-0.00049937i,-0.0015914+0.00031223i,-0.00066894+8.9208e-05i,0.0001141-0.00032901i,-0.00033992-0.0006526i,-0.00056853-0.0010402i,0.00018169-0.00027176i,0.00034008+0.00080862i,0.00021007-4.7907e-05i,0.00083034-0.00050616i,0.0012005-0.00013283i,0.0011075-0.00040405i,0.00071145+5.601e-06i,0.00032565+0.00073022i,0.0003325+0.00071042i,0.00057226+0.00010026i,0.00080597+0.00023186i,0.00025861+0.00102i,0.00039394+0.0012682i,0.00058265+0.00072088i
-0.0022951-0.00090316i,-0.00073561-0.0018415i,-0.0012168-0.0015319i,-0.0020807-0.0014985i,-0.0017342-0.0015699i,-0.00074087-0.0015693i,-6.5858e-05-0.001156i,9.8642e-05-0.000562i,0.00038188-0.00019508i,0.0012395-6.5877e-05i,0.0013412+0.00031807i,0.00012889+0.0004954i,-2.1722e-05+0.00042093i,0.00037233-9.4618e-05i,9.8267e-05-0.0011299i,-4.5358e-05-0.00091567i,0.00032766-0.00023186i,0.00035805+8.3449e-05i,9.0193e-05-7.5598e-05i,-0.00040141-0.0001611i,-0.00093547+0.00020646i,-0.0013362+0.00046421i,-0.00097962+0.00016432i
0.00091413-0.0016225i,0.00024772-0.00019841i,-0.00089232+0.00071037i,-0.0025271+0.00075118i,-0.0029635+0.00064275i,-0.001978-0.00014403i,-0.00086648-0.00037426i,-0.00059726-0.00015108i,-0.00071043-0.00051358i,-0.0004644-0.00080309i,-0.00020552-0.00075521i,-0.00015337-0.00043917i,0.00010287-0.00025156i,0.00031761+0.00024962i,9.8397e-05+0.0005168i,4.9274e-05-0.00056213i,0.00058482-0.00063044i,0.00059371-0.0001365i,0.00018009-7.7914e-05i,0.00065575-0.00037499i,0.00024082-4.6065e-05i,-0.0006135+0.00059651i,-1.4503e-05-0.00015609i
-0.00099789-0.0025289i,-0.0008859-0.0024999i,-0.002099-0.0013253i,-0.0030173-0.00036724i,-0.0022633-0.00047332i,-0.00079611-0.00094272i,2.9364e-05-0.0010408i,0.00017338-0.00052709i,-0.00033648-0.0005236i,-0.00086949-0.0010171i,-0.00059147-0.00057767i,-0.00035243+0.00031533i,-0.00043094+0.00036127i,-0.00028546-0.00020041i,-0.00025588-0.00044895i,1.3685e-05-0.00043233i,5.0714e-05-0.00020217i,-0.00023995-0.00028099i,-0.0001372-0.00034022i,-0.00027176-8.9265e-05i,-0.0005191-0.00012111i,-0.00044236-8.4527e-05i,-0.00032385-0.00023455i
