-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
-0.00088973-0.0027563i,-0.0018216-0.0027374i,-0.0036443-0.0027451i,-0.0061551-0.0026253i,-0.007162-0.0014197i,-0.0054069-0.00029911i,-0.0038461-0.00032511i,-0.0030709-0.0015914i,-0.0020775-0.0026403i,-0.0012524-0.0017865i,-0.00028544-0.00050233i,0.0013534-5.338e-05i,0.0023799+0.00060037i,0.0016796+0.0018374i,0.0009538+0.0024151i,0.0012961+0.0028562i,0.0013668+0.002503i,-0.00038435+0.0010064i,-0.0010357+0.00024756i,0.00015645+0.00039524i,0.00080073-7.5687e-05i,0.0012254-0.00019678i,0.0013176-9.9652e-05i
0.0012539+0.0016169i,0.0016133+0.0017791i,0.0010047+0.001321i,-0.0011356+0.0019362i,-0.0028694+0.0020976i,-0.002943+0.0026502i,-0.00096686+0.0023925i,0.0016531+0.00066361i,0.0027422-0.00041113i,0.0016212-0.0012624i,-0.0010597-0.00093489i,-0.0022338+0.0009327i,-0.0012083+0.0010814i,-0.00043796-3.5942e-05i,0.00026299-0.0010161i,0.00037375-0.0023583i,0.00014374-0.0022366i,0.00074499-0.0011814i,0.0010878-0.00015063i,0.00018506+0.0009343i,-6.3784e-05+0.0010153i,-6.3831e-05+0.00025871i,-0.00076749-0.0008594i
0.00044904-0.00031674i,-0.00056307-0.00082554i,-0.0014276-0.00076245i,-0.0027409-0.0010858i,-0.003892-0.0011837i,-0.0037382-0.00043509i,-0.0030759-0.0015039i,-0.0031905-0.0024689i,-0.0021233-0.00058576i,-0.0001621+7.3063e-05i,-0.00050443-0.0012587i,-0.0022708-0.0011374i,-0.0032045-3.4092e-05i,-0.0032213+0.0012813i,-0.0035424+0.0018676i,-0.0035439+0.00095778i,-0.0025214-8.315e-05i,-0.0016144-0.00032267i,-0.0013681-0.0002745i,-0.0007531-0.00047143i,-0.00072383-0.00055448i,-0.00041932-0.00019998i,-0.00021859+0.0005426i
0.0037986-0.00082409i,0.0033744-0.001178i,0.0025528-0.0033531i,-0.00084949-0.0037104i,-0.0034859-0.0021953i,-0.0028153-0.0025433i,-0.0011172-0.0035425i,-0.00099014-0.0039327i,-0.0015944-0.0035178i,-0.0020723-0.001289i,-0.001182+0.0011159i,0.0012003+0.0012607i,0.0029663+0.0008479i,0.0034891-0.00031831i,0.0036144-0.0017096i,0.0039371-0.002556i,0.0027361-0.0014744i,0.0014526+0.00081451i,0.0013038+0.0012881i,-0.00013951+0.00042329i,-0.0012191+0.00025794i,-0.00035853-0.00014253i,0.00084712-0.00037158i
-0.0022193+0.0017022i,-0.0023759+0.0011681i,-0.0023481+0.0012075i,-0.0029087+0.00046584i,-0.0027948-0.00090744i,-0.0027581-0.0018503i,-0.0030893-0.0012204i,-0.0021362-4.5174e-05i,-0.00061832+0.0010931i,6.0791e-05+0.00090959i,-0.0012133+0.00015527i,-0.0022822+0.00087682i,-0.0021168+0.001984i,-0.002896+0.0018027i,-0.0039987+0.0011478i,-0.0038096+0.00069731i,-0.0025698-0.00017008i,-0.0015704-0.0014759i,-0.0011799-0.0018135i,-0.00117-0.0011654i,-0.00071009+0.00021858i,-0.00012797+0.00089511i,-0.00061034+0.0007534i
0.0015647+9.1136e-05i,0.0014606-0.00067045i,0.00022191-0.00099073i,-0.0022727-0.00012951i,-0.0047223+0.0016854i,-0.0058414+0.0017118i,-0.0055738+0.00050602i,-0.0053392-0.00035451i,-0.0047723+0.00032029i,-0.0019005+0.00093136i,-7.1938e-05-0.00061545i,-0.00052466-0.0022819i,0.00018907-0.0021051i,0.0014589-0.0013681i,0.001812-0.00069475i,0.0018239+0.00050398i,0.00060228+0.00078426i,-0.00017672+0.00060701i,0.00098343+0.00064748i,0.0014928+0.00010296i,0.0007536-0.00071539i,-0.00018201-0.00089386i,0.00022935-6.329e-05i
0.0029688-0.001697i,0.0017941-0.00089553i,-0.00077873-0.0002392i,-0.0032684+0.0009035i,-0.0040753+0.0018554i,-0.0030093+0.0017657i,-0.00042806-0.00029304i,0.0017305-0.0018061i,0.0014959-0.0020194i,0.00010159-0.0015934i,-0.00079432+0.00082951i,-0.00066683+0.0025332i,-0.00055086+0.0020589i,-0.00089594+0.0010193i,-0.0018777-0.00010317i,-0.001805-0.00055222i,-0.00052147-0.00012326i,0.00031434+0.00030292i,0.000322+0.00036162i,0.00014164+0.00018216i,0.00081004+0.00020147i,0.00095541+0.00077282i,-9.8327e-05+0.00030003i
-0.0030969-0.00065018i,-0.0030017-0.0027302i,-0.0029891-0.0025174i,-0.0034571-0.0013684i,-0.0033101-0.0005277i,-0.0021614-0.0011788i,-0.0014509-0.0019922i,-0.00067234-0.00067838i,0.00091245+0.0015166i,0.0013464+0.00087629i,0.00058792-0.00095793i,-0.00017224-0.00068251i,0.00010214+0.00024802i,0.0005367+0.00023629i,0.00086531+0.00030664i,0.00090159+0.0010613i,0.0007704+0.0019397i,0.00068649+0.0013564i,-0.00022536-1.2107e-05i,-0.001474-0.0012444i,-0.0017559-0.0012823i,-0.0013753-0.00021763i,-0.00089938+0.0010178i
0.00072161+0.00016868i,0.00025551+0.0011235i,-0.00063291+0.0016357i,-0.0022879+0.001271i,-0.0045223+0.0010608i,-0.0046287+4.9043e-05i,-0.0031155-0.00099131i,-0.0032634-0.0022721i,-0.0038894-0.0021921i,-0.002652-0.00031983i,-0.00024443+0.00095161i,0.00079732+0.0002943i,0.00072664-0.00045858i,8.7876e-05-0.00023418i,-0.001014-0.00038337i,-0.00036757-0.0015271i,0.0010568-0.0020093i,0.0013677-0.0014693i,0.0010944-0.0007011i,0.00031723-0.00022107i,-0.0003344-5.2388e-05i,-0.0003999-0.0001306i,0.00091816-0.0010782i
0.0020127-0.0025258i,2.5839e-05-0.0033566i,-0.0046848-0.0045235i,-0.0087323-0.0029131i,-0.010012-0.00037487i,-0.0076199+0.001889i,-0.0029012+0.00070478i,0.00034047-0.0017214i,0.00053955-0.0024998i,-0.00092133-0.0027733i,-0.0013639-0.0018279i,-0.00080559+0.00036347i,0.00017692+0.0018236i,-6.6726e-05+0.0026695i,-0.0010457+0.0030821i,-0.001408+0.0028006i,-0.0014431+0.0010934i,-0.00082715-0.00043068i,-0.00054204+0.00029485i,-0.00056171+0.00083909i,-0.00027142+0.00092761i,-0.00051596+0.001195i,-0.0007107+0.00066515i
-0.0001262-0.0023227i,-3.4597e-05-0.00046909i,-0.0001869+0.0013129i,-0.00045929+0.0027123i,-0.0020629+0.0030231i,-0.0020048+0.0025171i,-0.0017348+0.0014595i,-0.0025864+0.0013153i,-0.0020815+0.0022561i,-0.00052419+0.0020857i,0.00035343+0.00064794i,0.00038505+0.00011023i,-0.00029384+0.00013904i,-0.00092872-0.00063646i,-0.00033566-0.0010824i,0.00092274-0.0011384i,0.0013408-0.00036616i,0.00097941+0.00035219i,0.00070592+0.00039635i,-0.0005475-6.465e-05i,-0.0012416-0.00062085i,-0.00033522+8.4898e-06i,0.00056619+0.00093536i
-0.0013035-0.0008915i,-0.0021861-0.0028579i,-0.0043391-0.0033451i,-0.0052373-0.0019904i,-0.0049328+0.00012753i,-0.004319+0.00093907i,-0.0032272-0.0011077i,-0.0026774-0.0021636i,-0.0026437-0.0011293i,-0.0022984+0.00063052i,-0.0012838+0.0017843i,-0.00065444+0.0017532i,-0.00073758+0.0012321i,-0.00049499+0.0015915i,-0.00087747+0.0021166i,-0.0022815+0.0020275i,-0.0027592+0.00090994i,-0.0017183-0.00016151i,-0.00065136-0.0002439i,0.0003808-0.00023036i,0.0015598-6.0162e-05i,0.0011538-0.00043892i,6.9116e-05-0.00092007i
0.0014989-0.0025055i,0.0011847-0.0026905i,-0.00050367-0.0035755i,-0.0037636-0.002842i,-0.0057881+0.00027789i,-0.0049798+0.0018239i,-0.0022688+0.0010241i,0.0005086+0.00051502i,0.0014787+0.00015207i,0.0011474-0.00059784i,0.00054104-0.00045482i,0.00037318+0.00052201i,0.00045779+0.00025686i,0.00032829-0.0012355i,0.00085171-0.0015073i,0.0018977-0.0014048i,0.00081113-0.0016459i,-0.0012464-0.0014418i,-0.00219-0.0014395i,-0.0017745-0.0011282i,-0.00067612-0.00045194i,-7.0185e-05+0.00068627i,-0.00018735+0.0019327i
0.00067169-0.0012863i,-0.0021499-0.0013736i,-0.0044678-2.9171e-05i,-0.0057958+0.0018131i,-0.0052852+0.0021127i,-0.0040119+0.0012524i,-0.0031536+4.7119e-06i,-0.0027698+0.00018315i,-0.0023996+0.0016372i,-0.0010054+0.0023168i,-0.00034316+0.0023856i,-0.00079303+0.0026945i,-0.0010356+0.0033626i,-0.0011699+0.0029187i,-0.0015166+0.0015298i,-0.0021999-0.00049673i,-0.0017138-0.0017681i,-0.0005362-0.00083366i,-0.00031192+0.00082634i,-0.00054264+0.0011773i,-0.0012051+0.00081781i,-0.0016765+6.4022e-05i,-0.0013099-0.0012102i
-0.0024295+0.00076238i,-0.0021827+0.0015157i,-0.0022847+0.0023391i,-0.0019537+0.0022217i,-0.0015271+0.0019538i,-0.00056207+0.00018412i,0.00036469-0.0031502i,-0.00040889-0.0043633i,-0.0010074-0.0031761i,-0.0015659-0.0016392i,-0.0017573-0.00052389i,-0.00021905-0.00051413i,0.001111-0.0012018i,0.00089778-0.0017078i,0.00087063-0.00037102i,0.000143+0.0014711i,-0.00057263+0.0012166i,-0.0005728-0.00066686i,-0.00027067-0.001177i,-0.00033107-0.00042769i,-0.00063195+4.6248e-05i,-0.00061917+0.00084273i,-0.00089673+0.0020611i
-0.004313+0.0025721i,-0.0043027+0.0024445i,-0.0023815+0.0022028i,-0.0014583+0.0022168i,-0.0018873+0.0016881i,-0.0015635-0.00011076i,-0.00099775-0.00030295i,-0.00041429+0.00036579i,0.00087224+0.00016549i,0.0020182+0.0001514i,0.0013215+0.00080856i,-0.00096314+0.00148i,-0.0024198+0.00040523i,-0.0027813-0.0015182i,-0.0020164-0.0025872i,-0.000982-0.0020557i,-0.00097971-0.0004282i,-0.0010408+0.00069691i,-0.00023827+0.00075566i,0.00043056+8.4098e-05i,-0.00036618-0.00027507i,-0.00045661-0.00031588i,0.00053457+6.8246e-05i
6.4565e-06+0.0014609i,-0.00056493+0.00063827i,-0.0016342-0.0007092i,-0.0022972-0.0012772i,-0.0031563-0.00038829i,-0.0028233-0.0004757i,-0.0021244-0.0004521i,-0.0018313+0.00030353i,-0.0021652+0.0010814i,-0.0020363+0.00084046i,-0.0011665-0.00039486i,-0.00025818-0.00089456i,0.00026461-0.00071807i,0.00039515-0.00023617i,0.00040972+0.00036829i,0.00072261+0.00099272i,0.001069+0.0011001i,0.00066624+0.00016674i,1.6644e-05-0.00095413i,-0.0004288-0.00023461i,-0.00038531+0.00037863i,-0.00067921-0.0005243i,-0.0011245-0.00062158i
0.0012978+0.0024388i,0.0015244+0.0022523i,0.00024705+0.0015618i,-0.0015252+0.00096869i,-0.0037766-0.00025623i,-0.0043655-0.00072894i,-0.0024013-0.00047487i,-0.000851-0.00076308i,-0.00079909-0.0015857i,-0.00075648-0.0023954i,-0.00074721-0.0016497i,-0.00078292+0.00073478i,-0.0018596+0.0021002i,-0.0026393+0.0016328i,-0.0019965+0.00050013i,-0.000967-0.0001092i,0.00020537-8.6308e-05i,-4.4281e-05-0.00050175i,-0.00066134-0.00024589i,-0.0010227+2.0206e-05i,-0.00086587-0.00011688i,0.00017562-0.00016406i,0.00094226-0.00051525i
0.0011279-0.00067938i,-0.00015586-0.003025i,-0.00092349-0.004813i,-0.0012407-0.0029325i,-0.0028307-1.6325e-05i,-0.0032652+0.00026866i,-0.0010941-0.0010869i,0.00050917-0.002059i,0.0011569-0.0014183i,0.0018637-0.00054142i,0.0015638-0.00038674i,0.00051678-0.00016256i,0.00018857-8.4654e-05i,0.00018763+3.8546e-05i,-0.00057279-0.00027076i,-0.0016-0.00030416i,-0.0016347+0.00045956i,-0.0010121+0.0006039i,-0.00038754+0.00033138i,-0.00048742+0.00051007i,-0.00014727+0.00034753i,0.00060464+8.4055e-05i,0.00039967+5.977e-05i
-0.00090646-0.0024529i,-0.0018066-0.0014153i,-0.0038464+0.00087741i,-0.0052688+0.0014931i,-0.0061446+0.00096693i,-0.0046533+0.00034845i,-0.0028048-0.0014846i,-0.0024774-0.0022895i,-0.0028736-0.00013481i,-0.0032709+0.0015936i,-0.0023486+0.0015024i,-0.0011241+0.0010151i,-0.00069101+0.00012355i,-0.00033082-0.00038696i,0.00065252-0.00064873i,0.0013575-0.00097286i,0.0003138-0.0015183i,-0.00095325-0.0015672i,-0.00077228+0.00034743i,-0.0003596+0.0015767i,-0.00069149+0.00080978i,-0.00092297-0.00071212i,-0.00085122-0.00067819i
-0.00064928-0.0020085i,-0.00058116-0.0044154i,-0.0011271-0.0050571i,-0.0024221-0.0036546i,-0.0031278-0.0014359i,-0.0032967-0.0004269i,-0.0018774-0.00085317i,-0.00063178-0.00193i,0.00011833-0.0019395i,0.00041446-0.0016498i,0.00044705-0.0009654i,0.00082343+0.00076857i,0.00056685+0.0019477i,-0.00059307+0.0016131i,-0.0012289+0.00090331i,-0.0011139+0.00098429i,-0.00083713+0.0008601i,-0.00022546-0.00011734i,0.00052777-0.00085177i,0.00042175-0.00094321i,-8.2376e-05-0.00012414i,-0.00020971+0.00038964i,0.00016956+1.1377e-05i
0.00076703-0.0011036i,0.00016822+1.5043e-05i,-0.00064685+0.001033i,-0.0040911+0.0015559i,-0.0060351+0.00041395i,-0.0056361+5.6802e-05i,-0.0037996-0.00034628i,-0.0014506-0.0011689i,-0.00072468-0.00090431i,-0.0004755-0.00032737i,-0.00063388+0.00017187i,-0.0013361+0.00029715i,-0.0007402-0.00079805i,0.00055052-0.001929i,0.00011488-0.0013841i,-0.00021486-0.00063167i,0.00056702-0.00042904i,0.00011308-0.00020429i,-0.00077296+0.00014177i,-0.00027483+0.00021203i,0.00025431+0.00027429i,0.00062855-0.0001916i,0.00020001-0.00029134i
0.0014337+0.0025599i,0.00044065+0.0012312i,0.0009622-0.00090874i,0.0013998-0.0021096i,0.00018413-0.0030696i,-0.0015136-0.0034113i,-0.0024423-0.0018826i,-0.0019181-0.0011449i,-0.0014105-0.00076569i,-0.0010999-0.00030218i,-0.00041879-0.00015934i,-0.00045865+0.00048473i,-4.4101e-05+0.0013582i,0.00014417+0.0014875i,0.0004555+0.00046443i,0.00042979-0.00031515i,-0.00064735-0.0012563i,-0.001104-0.0014345i,-0.0001284-0.0010265i,0.00024809-0.00061058i,3.2187e-05+0.00025273i,0.00064784+0.00085775i,0.00087013+0.00042542i
0.0014453+0.0029252i,0.0023027+0.002352i,0.001979+0.0014035i,-0.0005812-0.00044599i,-0.0032306-0.0015833i,-0.0041887-0.001358i,-0.0021752-0.0015701i,-5.9758e-05-0.0015797i,0.00023708-0.0011083i,-0.0002425-0.0011903i,-0.00069704-0.001416i,-0.0013108-0.001083i,-0.0018712-0.00087405i,-0.0025999-0.00059261i,-0.0023677+0.00079059i,-0.0010783+0.0017614i,0.00028322+0.0019701i,0.00094036+0.0018222i,0.00056681+0.0016339i,2.8528e-05+0.00022476i,1.642e-05-0.0012607i,-0.00079562-0.0011191i,-0.0011199-0.0011917i
0.0050544+0.0021945i,0.0032707+3.4599e-05i,0.0016265-0.0028942i,-0.00075668-0.0037847i,-0.0032197-0.002863i,-0.0035016-0.0012344i,-0.0015803-0.00083324i,-2.1031e-05-0.00050029i,0.00068979+0.00096488i,0.00056724+0.0012004i,-0.00026543+0.00062423i,-0.0013444+0.0008836i,-0.0011813+0.0017011i,-0.00023084+0.0012413i,-3.7279e-05-0.00035037i,-0.00032038-0.0016964i,-0.00020188-0.0028608i,0.00053609-0.0019668i,0.00093778+0.00013866i,0.00084505+0.0010209i,0.00063637+0.0013215i,-2.1971e-05+0.0012278i,-0.00036475+0.0011396i
-0.0013191+0.00017802i,-0.00019478+0.00031261i,-1.5331e-05+0.0017469i,-0.0010216+0.0023669i,-0.00093508+0.0024786i,-0.00075358+0.00030976i,-0.001121-0.0020931i,-0.0025697-0.0019957i,-0.0034616-0.0011507i,-0.0023832-0.00055818i,-0.001808+0.00043475i,-0.0012532+0.00045085i,-0.00014735-0.00026908i,0.00060399-0.00013425i,0.00080187+0.00050482i,0.00036138+0.00091958i,-0.00029563+0.0017814i,-0.0004996+0.0021342i,-0.0010481+0.00045876i,-0.0016319-0.00087069i,-0.001161-0.00099366i,-0.00045646-0.00035679i,-4.7552e-05-0.00016489i
0.00067335-0.0011705i,0.00013753-0.0024687i,-0.00056294-0.0036983i,-0.00075744-0.0033667i,-0.0013493-0.0021971i,-0.0018286-0.0010865i,-0.0012721-0.0012379i,-0.00048395-0.0025861i,0.00011855-0.0029418i,0.00075158-0.0022186i,0.0005518-0.0011352i,4.6862e-06+0.00074171i,-0.00040778+0.001169i,-0.0013282+0.00019807i,-0.0016236+0.00054654i,-0.0012373+0.0010981i,-0.00024013+0.00012489i,0.00071107-0.00067391i,0.0011562-1.314e-05i,0.0010885+0.00067478i,0.00095466+0.00034236i,0.0010179+0.00019795i,0.00038886+0.00024208i
0.00024233-0.0023231i,-0.00063636-0.0015016i,-0.0029771-0.0015069i,-0.0051577-0.00087028i,-0.0058804+0.00016138i,-0.0041359-3.433e-06i,-0.0019891-0.00065089i,-0.0014999-0.00012056i,-0.0021244+0.0013821i,-0.0023769+0.0016957i,-0.00071328+0.00057003i,0.00040584+7.1783e-05i,0.00027024-0.00091672i,0.0010772-0.0024123i,0.0014712-0.0025954i,0.00030634-0.00176i,-0.0014428-0.001046i,-0.0027367-0.0013181i,-0.0019337-0.0014881i,-0.00046407-0.0012502i,0.00018982-0.00050702i,-3.6322e-05-0.00045081i,0.00056135+5.5051e-05i
-0.0039375-0.0011843i,-0.0062708-0.0015338i,-0.006884+0.00015622i,-0.0059907+0.0016299i,-0.004329+0.0021492i,-0.0025171+0.00096672i,-0.002481-0.00045872i,-0.0024424-0.00037699i,-0.0016054-0.00051992i,-0.0010138-0.00023147i,-0.0010188+0.00041785i,-0.00085081+0.00039931i,-0.00098996+0.0011471i,-0.00097413+0.0012599i,-0.00038947+0.00075188i,0.00088516+0.0011929i,0.0014481+0.00079993i,0.0011433+0.00058548i,0.0005609+0.00067896i,-0.00027174+0.00026639i,-0.00056588-0.00033483i,-0.0005752-0.0011459i,-0.00010607-0.00016298i
0.0002277+0.0022809i,0.0012879+0.0018254i,0.003683+0.00038357i,0.0033467-0.00017439i,-0.00012725-0.00045243i,-0.00159-0.00075826i,-0.00049553-0.0014546i,-8.9698e-05-0.0018577i,-4.2925e-05-0.0010655i,0.0005396-0.00090068i,0.00048077-0.00040651i,7.9092e-05+0.00015737i,0.00051899-0.00051836i,0.00046299-0.0011166i,0.00013402-0.00066401i,-0.00077494+8.845e-05i,-0.0017698-0.00042469i,-0.0010264-0.0017877i,0.00026977-0.001787i,0.00097469-0.00028556i,8.4608e-05+0.00025236i,-0.00063027+0.00049479i,-0.00018546+0.00073206i
0.0026973+0.0038423i,0.00045076+0.0035416i,0.0002723+0.0014914i,-0.00035171-0.0014391i,-0.0019981-0.0026009i,-0.0025212-0.0019319i,-0.0016026-0.00095771i,-0.00067161-0.00056528i,-0.00012579-0.00028955i,-0.00039159-0.00042049i,-0.00012879-0.00096882i,2.6475e-06-0.00025689i,-0.00092521+0.00062894i,-0.0014836+0.00086652i,-0.00099529+0.00058033i,-3.2279e-05+0.00047032i,0.00018849+0.00052694i,-0.00046715+0.00014153i,-0.00091157+0.00037839i,-0.0010643+0.00050825i,-0.00098559-0.00011385i,-6.7079e-05-0.00010106i,0.00025719+0.00076898i
0.0052349-0.00089135i,0.0062016-0.0021127i,0.0047055-0.0053006i,-0.00051973-0.0060639i,-0.0048998-0.0039666i,-0.0056592-0.0014059i,-0.0026185-0.00094271i,-0.0013264-0.0017156i,-0.0015888-0.001814i,-0.0013427-0.0017916i,-0.00058181-0.001259i,-0.00033031-0.00065326i,0.00017063-0.00016448i,0.0001956+0.0010302i,-7.2584e-05+0.00086974i,0.000949-0.00040352i,0.0011174-0.0014969i,0.00075161-0.0012098i,0.00080831+0.00029628i,0.00065835+0.0011763i,0.00080089+0.0012963i,0.0012611+0.0012426i,0.0012134+0.0012589i
0.0007681+0.00099724i,-0.00047735+0.00077411i,-0.0016471-0.00032785i,-0.0021097-0.00059537i,-0.0018462-0.0010006i,-0.0016218-0.0020124i,-0.0016246-0.0022767i,-0.0018522-0.002046i,-0.00046424-0.0010973i,0.00031528-0.00017802i,-0.00098775-0.00069708i,-0.00085438-0.00066602i,0.00076167+0.0005081i,0.00024613+0.00031596i,-0.0011641+0.00030697i,-0.0014936+0.00061405i,-0.0014972+0.00083805i,-0.0018486+0.00084808i,-0.0014931-9.2601e-05i,-0.00083104-0.00034438i,-0.00067517+3.7214e-05i,-0.00030014-0.00034193i,-2.4714e-05-0.0011256i
0.00048645-0.0021018i,0.00086189-0.0021931i,0.00068556-0.0017278i,-0.0018681-0.00025578i,-0.0046381-6.6524e-05i,-0.004994+0.00023676i,-0.003528+0.00020978i,-0.0021807-0.00068551i,-0.0018879+0.00049094i,-0.0015408+0.0014692i,-0.0011225+8.9193e-05i,-0.00069025-0.00034186i,-0.00020728+0.00033567i,0.00093135+0.00062821i,0.0016279+0.00088189i,0.00088323+9.7154e-05i,0.0010566-0.0008343i,0.0015528-0.00017941i,0.00072451+0.00087844i,0.00021986+0.0012739i,0.00060944+0.001225i,0.00065994+0.0007781i,-7.8041e-05+0.00034505i
-0.0031614+0.0031658i,-0.0036408+0.0033341i,-0.0034089+0.0025496i,-0.0020729+0.0015134i,-0.0014131+0.00011382i,-0.0015898-0.0024647i,-0.0018637-0.0027663i,-0.0016164-0.0015476i,-0.00046189-0.00088118i,0.00058603-0.0006547i,0.0006074-9.0737e-05i,0.00091181+3.5975e-05i,0.0010078-0.00065673i,7.8272e-06-0.0010062i,-0.00044293-0.00062742i,-0.00039734+0.00012429i,-0.00016524-8.8774e-05i,8.7789e-05-0.0004776i,4.217e-05-0.00050288i,4.5631e-05-0.00040085i,0.00018078-8.5171e-05i,-0.00022316+9.0873e-05i,-0.001033+0.00081863i
0.00062097-0.00096294i,0.0015173-0.00035686i,0.0010419-9.7326e-05i,-0.00197+0.00063639i,-0.0036333+0.0017644i,-0.0035076+0.0024163i,-0.0016653+0.0010647i,0.00054991-0.00069073i,0.0010098-0.00097571i,0.00028863-0.0011288i,-0.00042639-0.00045889i,-0.00068288+0.0011593i,-0.00025406+0.0015362i,-0.00051195+0.00053679i,-0.00097883-4.5033e-05i,-0.00096843+4.5939e-05i,-0.00012844-0.00019027i,0.00067065+0.00020421i,4.9398e-05+0.00063646i,-0.00059393+0.00052736i,-0.00027164+0.00021477i,-0.00022163+0.00044243i,-0.00073845+0.0010087i
-0.00037478-0.00011755i,-0.0021522+0.0016359i,-0.002402-0.00072366i,-0.0023734-0.002662i,-0.0033335-0.0026371i,-0.002093-0.0021005i,0.00062011-0.001136i,0.00078961-0.0020317i,-0.0013639-0.0019667i,-0.0023891-0.0003811i,-0.0017048-4.6966e-05i,-0.00031605+6.5026e-05i,-0.00030561+0.00068049i,-0.00058646+0.00047511i,-0.00044447+0.00023392i,-0.00013072-0.00033317i,-0.00037791-0.0012033i,-0.00010816-0.0013671i,0.00052768-0.00048271i,0.0002803-0.00034528i,0.00035771-0.00057884i,0.0012322-0.00028205i,0.0011213+0.00025321i
0.0059899+0.00098719i,0.006584+0.00063076i,0.0072865-0.0020815i,0.0034722-0.005151i,-0.0022387-0.0067796i,-0.0071086-0.004763i,-0.005713-0.0018586i,-0.0011276-0.0010265i,0.0012344-0.0014037i,0.0012695-0.0016241i,-0.00010748-0.0006638i,-0.001148+0.00043123i,-0.0018167+0.00087917i,-0.0022452+0.00050682i,-0.0019721+0.00081461i,-0.00086752+0.0011255i,0.00031743+0.00096632i,-0.00090074+0.00076543i,-0.0021453-8.209e-05i,-0.0016586-0.00080064i,-0.0012943-0.00057142i,-0.0013232+0.00017174i,-0.00092906+9.8836e-05i
0.032207+0.01723i,0.034362+0.018079i,0.037141-0.0028079i,0.019833-0.020343i,-0.00025927-0.025252i,-0.011588-0.016538i,-0.0077367-0.0051108i,-0.0017708-0.0024383i,0.0003613-0.0028776i,0.001629-0.0059981i,-0.0012447-0.0068869i,-0.0044154-0.0032562i,-0.0057781+0.00075221i,-0.006095+0.0032663i,-0.0038046+0.0037801i,0.00050817+0.00086449i,0.0032818-0.0038839i,0.0024438-0.004316i,0.0016419-0.00087421i,0.0013701+0.00018703i,3.862e-05+0.00058801i,-0.00015661+0.0018622i,0.0013055+0.0012209i
-0.010474-0.008959i,-0.01278-0.010658i,-0.013939-0.003452i,-0.0090546+0.005012i,-0.0033038+0.0093379i,0.00037822+0.0061685i,-8.8701e-05+0.00017487i,-0.0028804-0.0013338i,-0.0031878+0.00063518i,-0.0016393+0.001962i,0.00096727+0.0017444i,0.0015655+0.0012324i,0.00012198+0.0003578i,-0.0014588-0.00032518i,-0.0016735-0.00037127i,-0.0013178-0.00024691i,-0.0013551+6.5418e-05i,-0.0012998+0.00035514i,-0.0011906+0.00048774i,-0.0011438+0.00066076i,-0.00048836+7.3418e-06i,-0.00018159-0.00045341i,-0.00070908-0.00035128i
-0.0025332-0.0005745i,-0.0024133+0.00092152i,-0.0041648+0.0040303i,-0.0053252+0.005644i,-0.0044273+0.0040489i,-0.0022441+0.00075917i,-0.0014972-0.0010655i,-0.0011599-0.00068681i,-0.00071775-0.00034838i,-0.0003565-0.00011683i,-0.00064472+0.00071745i,-0.00094139+0.0012717i,0.00016951+5.2348e-05i,0.0010724-0.001867i,0.0010266-0.0013971i,0.00016293+0.00036079i,9.5011e-05+0.0010722i,0.00019241+0.00073074i,-0.00025893+0.00076675i,-6.4584e-05+0.0009156i,0.00060314+7.2875e-05i,0.00090539-0.00014506i,0.00041367+0.00023787i
-0.0065917-0.002855i,-0.0079766-0.0040841i,-0.008634-0.0028808i,-0.007654+0.00057106i,-0.0057874+0.0032732i,-0.0022376+0.0031658i,-0.00060284+0.0012889i,-0.00093574+0.0014196i,-0.0011+0.0026582i,-0.00025571+0.0024443i,0.00056563+0.001739i,-0.000263+0.0013689i,-0.00041725+0.00097739i,-0.00014885+0.00070467i,-2.9133e-05-5.1392e-05i,-0.00046489-0.00011177i,-0.0013552+0.00043112i,-0.00072767+0.00064377i,0.00028558+0.00013362i,0.00023847+0.0001081i,-0.00043914+0.00022404i,-0.00064684-0.00037365i,-0.00019994-0.00029164i
0.0010974-0.0010367i,0.00078346-6.1881e-05i,-0.0013211+0.0028996i,-0.0030241+0.0047256i,-0.003054+0.0042499i,-0.0023754+0.0024344i,-0.0012119+0.0005091i,-0.00038653-0.0013724i,-0.00086429-0.001633i,-0.0014177-0.00023576i,-0.00054361+0.000513i,0.00089653+0.00027216i,0.0010828-0.00044188i,0.00024378+0.00014395i,-0.00022018+0.00099807i,-0.00040565+0.00072859i,-0.00038418+0.0001027i,-0.00018433-0.00023566i,-0.00072599+0.00033441i,-0.000445+0.00029991i,0.0004148-0.00034652i,0.00073004+6.4211e-05i,0.00067435+0.0011316i
