-0.0030364-0.00040449i,-0.00093075+0.0002696i,0.00046444+0.00079574i,0.0015136+0.00073093i,0.0017255+0.00098218i,0.0010533+0.0010475i,0.00066333+0.00094708i,0.0007704+0.0012282i,0.00067072+0.001212i,0.0004142+0.00085714i,0.0010522+0.0012527i,0.00095716+0.00042642i,0.00046049-0.0011976i,0.00016844-0.0015092i,-0.00044356-0.0012707i,-0.0008058-0.001576i,-0.00047915-0.0011714i,0.00016595+2.5318e-05i,0.00033012+0.00034862i,-3.9587e-05+0.00048525i,-0.0003915+4.3523e-05i,-0.00041265-0.00045173i,-0.00064518-0.00066397i
-0.068744+0.22252i,-0.096687+0.49299i,-0.061328+0.70354i,0.0091844+0.65593i,0.070312+0.424i,0.12698+0.2076i,0.11043+0.068183i,0.0028083+0.031304i,-0.052156+0.081022i,-0.0041256+0.09669i,0.028882+0.071535i,0.012355+0.088343i,0.011156+0.11261i,0.023962+0.075857i,0.020827+0.013046i,0.014631-0.026816i,0.026137-0.050081i,0.035118-0.068269i,0.0093708-0.06628i,-0.029991-0.036225i,-0.051307+0.0018096i,-0.057177+0.031441i,-0.055883+0.050902i
-0.025386-0.21483i,-0.072109-0.45693i,-0.074303-0.63403i,-0.01971-0.64691i,-0.032849-0.54426i,-0.13558-0.38016i,-0.18473-0.22902i,-0.14884-0.15618i,-0.10907-0.12183i,-0.087243-0.079801i,-0.062486-0.048768i,-0.023133-0.044068i,0.0083918-0.055715i,0.0058562-0.052504i,-0.0098197-0.029828i,-0.022187-0.015081i,-0.044477-0.013907i,-0.063465-0.0020236i,-0.041681+0.026637i,0.0053228+0.036886i,0.030307+0.029154i,0.045646+0.028828i,0.069687+0.019997i
0.1247+0.14685i,0.22397+0.27472i,0.15976+0.3179i,-0.06842+0.29522i,-0.13445+0.2627i,0.02618+0.15737i,0.13111+0.056593i,0.13019+0.07339i,0.11212+0.1107i,0.076231+0.10844i,0.056039+0.09191i,0.045389+0.047314i,0.009187+0.0023545i,-0.021355-0.013294i,-0.031558-0.0097134i,-0.030146+0.012818i,-0.010471+0.054088i,0.024031+0.078331i,0.049295+0.05667i,0.047181+0.021824i,0.034893+0.0043146i,0.021148-0.017869i,-0.005074-0.045785i
-0.18504-0.036587i,-0.30604-0.0092418i,-0.1914+0.088104i,0.13555+0.12108i,0.24042+0.031425i,0.046744-0.0050654i,-0.067811+0.034195i,-0.044948-0.012426i,-0.032336-0.062551i,0.0041997-0.034662i,0.043797-0.017376i,0.031178-0.012154i,0.0042393+0.008153i,-0.002226+0.026721i,0.01771+0.032625i,0.047087+0.020608i,0.067732-0.0028903i,0.072024-0.024886i,0.053481-0.039142i,0.025723-0.043338i,0.0051586-0.030207i,-0.01068+0.0018332i,-0.02287+0.034115i
0.18904-0.07053i,0.31179-0.2425i,0.19972-0.46187i,-0.12256-0.53643i,-0.25757-0.40681i,-0.13347-0.23135i,-0.03758-0.12787i,-0.029754-0.028518i,-0.0079427+0.044483i,0.010725+0.030208i,0.0043388-0.010616i,-0.0039666-0.023959i,-0.00035769-0.011889i,0.0070565-0.0146i,-0.00073895-0.043175i,-0.01243-0.064136i,-0.015861-0.078048i,-0.029067-0.089063i,-0.054107-0.07268i,-0.062451-0.036095i,-0.040498-0.01448i,-0.0057887-0.012434i,0.01804-0.0080167i
-0.13732+0.15588i,-0.22226+0.41523i,-0.14398+0.681i,0.063774+0.74918i,0.13907+0.59666i,0.080722+0.38378i,0.048373+0.20174i,0.023055+0.048316i,-0.012703-0.01914i,-0.024865-0.012831i,-0.018836-0.0038396i,0.0019175-0.0065048i,0.018674-0.021706i,0.0042779-0.015575i,-0.012631+0.0203i,-0.0111+0.033779i,-0.026377+0.018138i,-0.052551+0.012012i,-0.037701+0.023587i,0.0043629+0.027679i,0.02361+0.017351i,0.01854+0.00084665i,0.010746-0.017579i
0.049905-0.2094i,0.069077-0.48575i,0.027044-0.72356i,-0.044526-0.7353i,-0.049039-0.5529i,-0.015584-0.36099i,-0.023525-0.18862i,-0.015973-0.025058i,0.0092918+0.04396i,0.0036449+0.048987i,-0.013167+0.041486i,-0.04554+0.0098865i,-0.078596-0.0013709i,-0.050576+0.0072149i,0.0035284-0.018193i,0.0050812-0.051482i,-0.020737-0.029034i,-0.031036+0.026146i,-0.032876+0.044566i,-0.027461+0.025896i,-0.024094+0.0064481i,-0.027405+0.0062558i,-0.019528+0.01907i
0.036122+0.21293i,0.092189+0.46812i,0.15608+0.67339i,0.21118+0.64651i,0.22632+0.43213i,0.16734+0.2186i,0.084302+0.079515i,0.02581+0.015673i,0.021603+0.023043i,0.059081+0.035386i,0.075075+0.038417i,0.077503+0.071027i,0.094059+0.081663i,0.07677+0.036287i,0.015926+0.0050819i,-0.027508+0.023698i,-0.019831+0.048256i,0.021421+0.054549i,0.048741+0.047784i,0.03684+0.025035i,0.01286+0.006755i,0.0040435+0.0044234i,-0.00075382-0.0039173i
-0.10321-0.1685i,-0.19847-0.37824i,-0.24423-0.59487i,-0.25803-0.65349i,-0.28551-0.49667i,-0.26729-0.23532i,-0.13506-0.043237i,0.018251-0.042685i,0.04229-0.12201i,-0.00774-0.10933i,-0.002931-0.068995i,0.020291-0.094658i,0.00012464-0.11926i,-0.026554-0.086798i,-0.0296-0.034328i,-0.010731+0.0038625i,0.01298+0.011355i,0.021405-0.015635i,0.017147-0.036654i,0.01168-0.02081i,0.01502+0.0070412i,0.024481+0.013583i,0.022084+0.0062675i
0.13856+0.087707i,0.23388+0.22812i,0.24427+0.42864i,0.2226+0.52532i,0.28594+0.38368i,0.36379+0.12741i,0.27593-0.03581i,0.072742+0.00046262i,-0.027796+0.10657i,-0.013367+0.094912i,-0.024589+0.026898i,-0.056432+0.018159i,-0.05501+0.031849i,-0.037225+0.031034i,0.0036038+0.033382i,0.059503+0.022791i,0.085813-0.0027919i,0.070725-0.01345i,0.045515-0.010841i,0.029909-0.012957i,0.012725-0.025315i,-0.011568-0.033324i,-0.023317-0.019741i
-0.12819-0.0007264i,-0.1945-0.076179i,-0.16802-0.257i,-0.14637-0.40818i,-0.2945-0.35255i,-0.4879-0.15112i,-0.45326-0.019727i,-0.24679-0.058273i,-0.11444-0.12024i,-0.085689-0.064697i,-0.049884+0.014551i,-0.020717+0.02755i,-0.0249+0.028393i,-0.013674+0.026962i,0.0020819-0.024071i,-0.024067-0.090859i,-0.076653-0.11347i,-0.1089-0.093755i,-0.10321-0.05998i,-0.073374-0.026973i,-0.039761+0.0089467i,-0.01166+0.041244i,0.0098275+0.043853i
0.087434-0.068295i,0.10651-0.046093i,0.049814+0.095348i,0.025299+0.25748i,0.19529+0.27121i,0.44249+0.15003i,0.47987+0.07594i,0.3261+0.11542i,0.20252+0.15278i,0.16585+0.10755i,0.13352+0.041023i,0.096448+0.017452i,0.083796+0.010467i,0.056128+1.9986e-05i,-0.0031207+0.013765i,-0.044013+0.055167i,-0.037677+0.095973i,-0.0080908+0.11136i,0.011695+0.095841i,0.019032+0.060408i,0.023184+0.021366i,0.025731-0.0098013i,0.020572-0.026829i
-0.023179+0.1047i,0.0098737+0.11738i,0.094684+0.0025587i,0.1081-0.15902i,-0.075925-0.19015i,-0.30935-0.12533i,-0.37923-0.12924i,-0.30684-0.16022i,-0.20869-0.12648i,-0.13307-0.068898i,-0.081912-0.036017i,-0.040991-0.029645i,-0.014801-0.04108i,0.0015366-0.045141i,0.020843-0.033178i,0.034113-0.021856i,0.03623-0.019443i,0.034229-0.017987i,0.034406-0.015489i,0.02969-0.018249i,0.013532-0.019371i,-0.0024021-0.01214i,-0.011084-0.0034766i
-0.046396-0.10989i,-0.13113-0.13392i,-0.23949-0.020882i,-0.21782+0.14295i,0.0045422+0.14743i,0.1884+0.073408i,0.20682+0.11734i,0.17193+0.16566i,0.12694+0.11115i,0.064017+0.054788i,0.022115+0.041053i,-0.0018579+0.028638i,-0.033425+0.014384i,-0.057926+0.013273i,-0.054378+0.028198i,-0.026164+0.046239i,0.0059901+0.046501i,0.022639+0.026536i,0.017169+0.0048414i,0.0017971-0.0032398i,-0.0067822-0.0047089i,-0.0078921-0.0087356i,-0.010415-0.0043507i
0.10656+0.079648i,0.24346+0.093675i,0.3801-0.02445i,0.35559-0.17788i,0.14627-0.14788i,0.0016961-0.038821i,0.0039809-0.061324i,0.0010805-0.12338i,-0.031293-0.090312i,-0.013542-0.036596i,0.02774-0.040116i,0.033081-0.054333i,0.023521-0.028575i,0.038911-0.0038039i,0.069294-0.028183i,0.077953-0.079207i,0.049399-0.1073i,0.0054691-0.095421i,-0.023206-0.060414i,-0.030065-0.025996i,-0.028039-0.00052802i,-0.022493+0.019856i,-0.003303+0.025454i
-0.15586-0.027219i,-0.32609-0.0088299i,-0.44535+0.1046i,-0.3767+0.17158i,-0.19848+0.020127i,-0.11927-0.14601i,-0.14464-0.097145i,-0.11458+0.054035i,-0.02122+0.11135i,0.008158+0.087752i,-0.025806+0.083474i,-0.035055+0.08913i,-0.015468+0.058978i,-0.021615+0.017082i,-0.070652-0.0012014i,-0.11866+0.013312i,-0.12077+0.042619i,-0.081821+0.0594i,-0.031199+0.055512i,0.0056833+0.042498i,0.027117+0.035668i,0.040856+0.026911i,0.033407+0.0054163i
0.16683-0.037775i,0.3515-0.10564i,0.45214-0.21655i,0.35844-0.21643i,0.19837+0.0016004i,0.13324+0.21683i,0.16372+0.20286i,0.1554+0.037888i,0.073568-0.061564i,0.039344-0.052219i,0.070033-0.052724i,0.0721-0.077526i,0.038849-0.067554i,0.02316-0.02634i,0.044939+0.0202i,0.084836+0.041585i,0.10289+0.034976i,0.083317+0.020025i,0.049119+0.0021727i,0.029046-0.017864i,0.020935-0.043773i,0.0033524-0.062398i,-0.016218-0.048325i
-0.15116+0.092762i,-0.31469+0.2155i,-0.39065+0.30918i,-0.30098+0.22588i,-0.16459-0.022542i,-0.078096-0.23417i,-0.047985-0.25775i,-0.027516-0.15042i,0.0053241-0.057962i,0.0036033-0.03273i,-0.042396-0.010269i,-0.069164+0.032235i,-0.054565+0.048543i,-0.026641+0.024143i,-0.015094-0.023105i,-0.034012-0.060635i,-0.052931-0.072133i,-0.045874-0.060651i,-0.031497-0.033372i,-0.03264-0.0098298i,-0.049195+0.011803i,-0.05563+0.039843i,-0.036391+0.046631i
0.10333-0.14081i,0.21631-0.30413i,0.27141-0.38246i,0.2174-0.25516i,0.11262-0.017458i,-0.0050348+0.17058i,-0.09722+0.22807i,-0.11876+0.1771i,-0.094267+0.10149i,-0.050178+0.0668i,0.014709+0.045534i,0.066486+0.0058912i,0.074025-0.024824i,0.044176-0.025708i,0.0087017-0.0031549i,-0.0033596+0.028294i,-0.0058652+0.050136i,-0.013548+0.048532i,-0.013655+0.031679i,-0.00082999+0.02357i,0.026575+0.026826i,0.059254+0.022701i,0.068662+0.015023i
-0.033259+0.15784i,-0.080766+0.33215i,-0.11604+0.38904i,-0.11654+0.22992i,-0.071093+0.01027i,0.040925-0.12184i,0.16228-0.18763i,0.16127-0.20802i,0.074165-0.15629i,0.016938-0.085925i,-0.01495-0.052252i,-0.050687-0.03708i,-0.068067-0.018757i,-0.04808-0.0059936i,-0.013898-0.010501i,0.0067867-0.023883i,0.017373-0.02543i,0.023914-0.010767i,0.027417+0.0041566i,0.028089+0.0015709i,0.013343-0.018816i,-0.01681-0.04012i,-0.032862-0.052353i
-0.029102-0.15355i,-0.053542-0.31171i,-0.044326-0.34918i,0.0081667-0.18802i,0.051411-0.012218i,0.014287+0.041664i,-0.085943+0.070443i,-0.11155+0.12512i,-0.055836+0.13206i,-0.013312+0.086017i,0.0046855+0.052878i,0.024934+0.039786i,0.036385+0.019824i,0.016481-2.3352e-06i,-0.014041+0.0037581i,-0.025052+0.019733i,-0.020434+0.021476i,-0.0092985+0.0076623i,-0.0011344-0.0095081i,-0.0019744-0.015922i,0.00070363-0.0016566i,0.0086341+0.018782i,0.003188+0.027275i
0.083476+0.12902i,0.17232+0.25192i,0.2037+0.27144i,0.12229+0.12215i,-0.0082676-0.010471i,-0.076325+0.0023595i,-0.05232+0.043133i,-0.021112+0.033441i,-0.014383+0.019828i,0.00066079+0.028312i,0.018159+0.024218i,0.0058552+0.0078682i,-0.02409+0.014857i,-0.021696+0.037723i,0.015135+0.035411i,0.043487+0.0087114i,0.045754-0.0079883i,0.027694-0.0091136i,0.0032453-0.0048281i,-0.010913-0.005814i,-0.016593-0.019195i,-0.022141-0.026482i,-0.016227-0.015608i
-0.11869-0.082591i,-0.24924-0.15838i,-0.29788-0.15398i,-0.17023-0.033756i,0.042338+0.031623i,0.1664-0.04399i,0.15362-0.1143i,0.088471-0.10065i,0.040905-0.052536i,0.014827-0.031154i,-0.0079218-0.033722i,-0.0097169-0.024525i,0.018328-0.017876i,0.02847-0.034114i,0.0018153-0.048498i,-0.030321-0.045801i,-0.046792-0.036083i,-0.044581-0.02436i,-0.028966-0.011684i,-0.016247+0.0035789i,-0.011956+0.027569i,-0.0015558+0.049606i,0.011632+0.044513i
0.1381+0.028368i,0.2944+0.044067i,0.36758-0.0023424i,0.23364-0.11784i,-0.0075506-0.16369i,-0.16886-0.088436i,-0.1757+0.0021719i,-0.073698+0.041486i,0.012725+0.025313i,0.024092+0.016388i,0.022022+0.03834i,0.028432+0.031221i,0.010491+0.0062372i,-0.0039721+0.011477i,0.0060847+0.02781i,0.018933+0.034584i,0.024513+0.040629i,0.024463+0.044289i,0.019091+0.038558i,0.014604+0.026859i,0.021164+0.0037613i,0.025249-0.031267i,0.013954-0.047052i
-0.13749+0.029241i,-0.3015+0.070287i,-0.3789+0.14771i,-0.23723+0.21986i,-0.0096894+0.20716i,0.12948+0.16902i,0.17305+0.15028i,0.13716+0.086267i,0.068679+0.028222i,0.044709+0.013331i,0.041017-0.009763i,0.016857-0.016902i,0.0066882-0.0025833i,0.0086777-0.01286i,0.0029155-0.033752i,-0.00064414-0.04241i,0.0030965-0.046798i,0.0084241-0.044081i,0.013855-0.030948i,0.015707-0.018409i,0.0021924-0.0101i,-0.021428+0.0044991i,-0.03219+0.019358i
0.12362-0.074542i,0.27702-0.17787i,0.34406-0.30163i,0.19453-0.35605i,-0.020672-0.30359i,-0.12464-0.26853i,-0.16337-0.2918i,-0.1809-0.2494i,-0.1519-0.14973i,-0.10868-0.075504i,-0.07369-0.027219i,-0.040776-0.0091823i,-0.025491-0.011548i,-0.024733-0.0015348i,-0.026077+0.010277i,-0.034906+0.013511i,-0.047647+0.014821i,-0.050064+0.010265i,-0.036592+0.0006121i,-0.01909-0.0037913i,-0.0039632+0.0029033i,0.015102+0.015865i,0.032389+0.024493i
-0.091973+0.11465i,-0.21658+0.27306i,-0.26798+0.43054i,-0.1463+0.45046i,-0.0051681+0.34179i,0.032387+0.28189i,0.061788+0.30236i,0.113+0.25864i,0.11655+0.15679i,0.098708+0.085235i,0.088565+0.03089i,0.064702-0.00627i,0.036998-0.017071i,0.01943-0.020936i,0.011654-0.016772i,0.020084-0.002431i,0.0356+0.011482i,0.038778+0.016434i,0.026162+0.011093i,0.011762+0.0038669i,0.0050658-0.0034122i,0.0027139-0.017841i,0.0055703-0.037868i
0.049878-0.13759i,0.12964-0.33333i,0.15388-0.50552i,0.065401-0.47352i,0.014164-0.28143i,0.063917-0.17075i,0.059404-0.18715i,-0.034331-0.15986i,-0.092087-0.077986i,-0.088338-0.037771i,-0.083075-0.021734i,-0.0718-0.0001893i,-0.046159+0.014113i,-0.02705+0.019835i,-0.016103+0.019124i,-0.014112+0.0069978i,-0.02153-0.0081509i,-0.027517-0.0082072i,-0.023256+0.00027587i,-0.012373-0.0006286i,-0.0070404-0.0030941i,-0.012011-0.00034153i,-0.028315+0.0025003i
-0.0059213+0.14355i,-0.024077+0.35981i,-0.0013291+0.54383i,0.079863+0.48022i,0.086469+0.22394i,-0.028114+0.054604i,-0.092807+0.056722i,-0.034483+0.080123i,0.033364+0.072091i,0.046597+0.067187i,0.041711+0.05851i,0.02947+0.03705i,0.008069+0.015066i,-0.0016225+0.0015725i,0.003549-0.0016851i,0.012869+0.006662i,0.022869+0.02024i,0.028428+0.021838i,0.021558+0.013261i,0.0073373+0.0079793i,0.0009772+0.0035813i,-0.00054263+0.0038246i,-0.0010924+0.015723i
-0.038052-0.13016i,-0.074923-0.34886i,-0.13117-0.53108i,-0.17453-0.45863i,-0.11723-0.19427i,0.027619+0.0030635i,0.11911+0.034597i,0.11036-0.011285i,0.064114-0.056872i,0.025833-0.072456i,0.0083043-0.06037i,0.010498-0.041758i,0.0176-0.02224i,0.020622-0.0067478i,0.020301-0.0082179i,0.016044-0.026884i,0.0043709-0.045242i,-0.0078854-0.041613i,-0.0074911-0.020929i,-0.0013691-0.0055293i,-0.0042565+0.0032844i,-0.00052867+0.013397i,0.018944+0.017141i
0.071076+0.11114i,0.1682+0.30836i,0.27723+0.46532i,0.31711+0.35982i,0.23181+0.063058i,0.082623-0.1555i,-0.023663-0.18282i,-0.065576-0.082778i,-0.052904+0.028478i,-0.017686+0.079641i,-0.00090515+0.079834i,-0.00029427+0.063703i,-0.0018457+0.040521i,-0.0062798+0.016596i,-0.014505+0.0032959i,-0.023552+0.0078832i,-0.022785+0.024894i,-0.0076533+0.029648i,0.0064754+0.014596i,0.0085261+0.0038649i,0.011611+0.004889i,0.017961-0.0043191i,0.012843-0.029956i
-0.097285-0.089978i,-0.24499-0.25469i,-0.39752-0.39196i,-0.43776-0.30851i,-0.35277-0.063138i,-0.24222+0.12193i,-0.1552+0.16341i,-0.067603+0.081198i,-0.023225-0.02838i,-0.018905-0.063688i,0.00041456-0.053256i,0.015703-0.050601i,0.010602-0.040049i,0.0084359-0.021769i,0.012176-0.011187i,0.018499-0.0082269i,0.020749-0.013682i,0.0076993-0.016986i,-0.0058577-0.011263i,-0.0029493-0.010111i,0.0036204-0.01818i,-0.005416-0.018652i,-0.026837-0.00071287i
0.11662+0.061174i,0.30104+0.18072i,0.48373+0.28315i,0.50258+0.21041i,0.37606+0.023393i,0.27262-0.085364i,0.23171-0.10671i,0.15059-0.079942i,0.057113-0.0093583i,0.02618+0.037382i,0.015399+0.030456i,0.00051044+0.013665i,-0.0048432+0.0033275i,-0.0092218-0.0048108i,-0.017015-0.012215i,-0.029401-0.017575i,-0.036001-0.013335i,-0.024383-0.0066648i,-0.011183-0.0036899i,-0.012888+5.9168e-06i,-0.019641+0.0051007i,-0.016836+0.011678i,-0.00010716+0.017481i
-0.11919-0.030113i,-0.32497-0.098622i,-0.5346-0.15797i,-0.55588-0.097284i,-0.41385+0.022838i,-0.31728+0.06113i,-0.29278+0.070858i,-0.20093+0.096141i,-0.063116+0.070131i,0.0026823+0.013348i,0.012975-0.006799i,0.016021-0.0017i,0.016138+0.00048165i,0.015677+0.0027876i,0.016812+0.015108i,0.025186+0.030773i,0.032113+0.035382i,0.021264+0.030145i,0.0063696+0.023827i,0.0029668+0.018628i,0.0059962+0.013267i,0.0099715+0.011704i,0.015807+0.0090153i
0.11538-0.0034153i,0.32962+0.016283i,0.55823+0.032517i,0.57654-0.0074324i,0.40188-0.032223i,0.29131+0.027598i,0.27367+0.040501i,0.18055-0.026064i,0.042784-0.036934i,-0.012182+0.0030903i,-0.016391+0.0045232i,-0.029548-0.010277i,-0.038839-0.0080858i,-0.034246-0.0068998i,-0.025743-0.016437i,-0.021505-0.032494i,-0.019792-0.040824i,-0.009794-0.034142i,0.0052748-0.021507i,0.013089-0.010446i,0.012454-0.0022148i,0.0096539-0.0047407i,0.0049743-0.020832i
-0.10762+0.038508i,-0.31212+0.068514i,-0.5295+0.10569i,-0.51309+0.14011i,-0.27071+0.088743i,-0.10767-0.062967i,-0.10086-0.13332i,-0.064734-0.069298i,0.015164-0.026645i,0.034629-0.039304i,0.015839-0.030817i,0.013595-0.011768i,0.015884-0.0073815i,0.011654-0.00043139i,0.0093569+0.012927i,0.0070061+0.026933i,0.00078097+0.035237i,-0.0081319+0.031001i,-0.012876+0.018067i,-0.0082787+0.0042621i,0.00010895-0.0053527i,-0.0013105-0.0055909i,-0.015765+0.0066861i
0.093388-0.058271i,0.28625-0.13362i,0.49769-0.22658i,0.48035-0.27955i,0.22115-0.2014i,0.012825-0.00099565i,-0.0082844+0.1316i,0.014428+0.10126i,-0.013531+0.044779i,-0.035051+0.046387i,-0.016821+0.051384i,0.0032192+0.039556i,0.0060122+0.027679i,0.0037362+0.012887i,0.0061522-0.0076485i,0.011929-0.028485i,0.015058-0.037986i,0.01434-0.029991i,0.0109-0.016634i,0.00090411-0.0099988i,-0.01178-0.0082744i,-0.010049-0.0032528i,0.010058+0.0033484i
-0.078704+0.07458i,-0.24647+0.18767i,-0.43157+0.31941i,-0.39977+0.3624i,-0.13183+0.23811i,0.093785+0.0075907i,0.10215-0.14386i,0.0079458-0.12909i,-0.022023-0.051149i,0.00069538-0.021291i,-0.00079043-0.024292i,-0.017732-0.019992i,-0.017784-0.0084227i,-0.010655+0.0021519i,-0.014514+0.011039i,-0.025006+0.023314i,-0.029033+0.033644i,-0.022182+0.031784i,-0.012267+0.022645i,-0.003929+0.01641i,0.0036945+0.015444i,0.0052623+0.013314i,0.00013788+0.0022488i
0.052662-0.082217i,0.19314-0.22404i,0.35392-0.39511i,0.32059-0.46566i,0.056496-0.36664i,-0.17418-0.16414i,-0.18215-0.0014529i,-0.065449+0.042814i,-0.0065196+0.018425i,-0.012419+0.017788i,0.0048844+0.031449i,0.033268+0.02036i,0.032565+0.0010377i,0.021507-0.010352i,0.019739-0.017884i,0.025416-0.023514i,0.030047-0.024409i,0.027241-0.018978i,0.019571-0.012157i,0.011674-0.0095409i,0.0074991-0.0090722i,0.0074443-0.0094359i,0.0030678-0.0094999i
-0.033883+0.083466i,-0.14201+0.24408i,-0.277+0.44294i,-0.25916+0.53079i,-0.044901+0.44757i,0.14942+0.27968i,0.17013+0.13245i,0.086759+0.056272i,0.037054+0.041862i,0.043647+0.030471i,0.036609+0.00017772i,0.010143-0.016065i,-0.00052297-0.012516i,-0.003256-0.0044583i,-0.010971+0.0036242i,-0.020818+0.0068345i,-0.026118+0.0042338i,-0.022907+9.0224e-05i,-0.017408-7.537e-06i,-0.014454+0.0049238i,-0.012907+0.0079148i,-0.013644+0.0076727i,-0.013274+0.0098403i
0.0193-0.085521i,0.095372-0.2582i,0.19981-0.47638i,0.19093-0.57507i,0.020236-0.49673i,-0.14717-0.34188i,-0.18008-0.18608i,-0.11073-0.069853i,-0.049623-0.023764i,-0.038435-0.014743i,-0.033317+0.0032194i,-0.017525+0.015931i,-0.0094421+0.010896i,-0.0038516+0.0034571i,0.0079836-0.00067306i,0.021753-0.00136i,0.027215+0.0011349i,0.020362+0.0029391i,0.012852+0.0014469i,0.011283-0.0031238i,0.010609-0.00626i,0.009698-0.0042341i,0.011804-0.00036869i
-0.0026852+0.081628i,-0.046503+0.25746i,-0.11567+0.48864i,-0.11264+0.5961i,-0.0025992+0.51945i,0.10806+0.37567i,0.14617+0.21061i,0.11195+0.048397i,0.058084-0.018912i,0.042693-0.011408i,0.041173-0.022053i,0.019411-0.040991i,-0.00077137-0.036869i,-0.0080578-0.025284i,-0.014367-0.017819i,-0.021402-0.015682i,-0.022766-0.015762i,-0.016873-0.012914i,-0.0091641-0.0058273i,-0.004471+0.0032879i,-0.0036772+0.0094526i,-0.0047843+0.0096605i,-0.0030907+0.0046095i
-0.0099153-0.078877i,0.0052625-0.25344i,0.043736-0.49014i,0.056638-0.5962i,0.021345-0.49668i,-0.0078085-0.33103i,-0.025001-0.1695i,-0.032604-0.020529i,-0.016136+0.03355i,-0.013625+0.009325i,-0.025163+0.0087062i,-0.018924+0.0307i,-0.0050303+0.033317i,0.0035572+0.022041i,0.010247+0.010603i,0.012702+0.0029154i,0.0060906+0.0016145i,-0.004698+0.0032518i,-0.0079487+0.0017902i,-0.001104-0.0048454i,0.0078683-0.0088917i,0.013307-0.006426i,0.011482-0.0053984i
0.023362+0.071335i,0.036127+0.23903i,0.031873+0.46821i,0.022498+0.5573i,0.012599+0.42575i,-0.013403+0.23892i,-0.018417+0.096433i,-0.00060984-0.0082482i,-0.0073965-0.034107i,-0.011896+0.0007228i,0.0029895+0.011313i,0.0083649-0.0042373i,0.003292-0.0092146i,-0.0040648-0.0057029i,-0.012418-0.0020842i,-0.015612+0.00086746i,-0.0098855+0.0035411i,-0.00080489+0.00587i,0.0012859+0.0067019i,-0.0056807+0.003528i,-0.014535-0.0029752i,-0.015944-0.0076156i,-0.010913-0.0059455i
-0.035246-0.066476i,-0.070865-0.22103i,-0.094952-0.44165i,-0.081782-0.52534i,-0.027181-0.38746i,0.030717-0.20334i,0.024019-0.083278i,-0.018494-0.0076236i,-0.02291+0.015857i,-0.011616-0.0042668i,-0.017907-0.012464i,-0.020942-0.0017301i,-0.015278+0.0016227i,-0.010059+0.00028111i,-0.0038404+0.0014497i,-0.00066716+0.0032587i,-0.0043334+0.0047363i,-0.0067558+0.0063023i,-0.00222+0.007075i,0.0061674+0.0074602i,0.010815+0.011359i,0.0097671+0.012978i,0.0044137+0.0085714i
0.037727+0.053992i,0.093132+0.19851i,0.14802+0.40322i,0.15128+0.46194i,0.083338+0.2877i,0.011225+0.085639i,0.024794-0.0015643i,0.073113-0.026802i,0.061246-0.021839i,0.028389+0.014447i,0.033344+0.033874i,0.046298+0.019839i,0.041209+0.0044362i,0.028031-0.0012335i,0.014068-0.00038493i,0.0076558+0.004022i,0.013439+0.0080449i,0.01965+0.009049i,0.015705+0.005428i,0.0056201-4.6687e-05i,-0.00044544-0.004438i,-0.0014967-0.0057492i,-0.00015273-0.0019736i
-0.04252-0.041258i,-0.11178-0.16909i,-0.19021-0.35608i,-0.21394-0.4117i,-0.16741-0.23855i,-0.11297-0.030868i,-0.11884+0.047938i,-0.13901+0.049503i,-0.095517+0.038032i,-0.034439+0.013716i,-0.01989-0.0078367i,-0.032644-0.0086332i,-0.037698+0.0027691i,-0.025972+0.0094215i,-0.0073315+0.0047573i,0.0044695-0.0051144i,0.0045072-0.013579i,-0.0011571-0.017141i,-0.0043651-0.013303i,-0.0033193-0.0054035i,-0.0018347+0.0019021i,-0.0010051+0.0057724i,0.00048182+0.0037458i
0.04483+0.034663i,0.12602+0.14526i,0.22675+0.31269i,0.26897+0.35759i,0.22503+0.18778i,0.16346-0.0059075i,0.14841-0.06163i,0.1422-0.041315i,0.089591-0.024559i,0.035384-0.0057355i,0.02623+0.007315i,0.035167+0.00092095i,0.034376-0.010266i,0.022832-0.012227i,0.0093849-0.0078093i,0.0016444-0.0024866i,0.0022832+0.0036756i,0.0063478+0.0063029i,0.0082104+0.004081i,0.0079149+0.00083683i,0.0067807-0.0039671i,0.0045823-0.006436i,0.0013628-0.0046933i
-0.045477-0.026747i,-0.13296-0.12219i,-0.25203-0.27144i,-0.31645-0.31265i,-0.28653-0.1526i,-0.2242+0.021348i,-0.18216+0.050757i,-0.13879+0.016029i,-0.074117+0.0067213i,-0.018931+0.00082531i,-0.0062621-0.015465i,-0.017333-0.017785i,-0.020074-0.0085835i,-0.011978-0.0063188i,-0.003937-0.012236i,-0.0028658-0.019999i,-0.0082164-0.026018i,-0.013944-0.025096i,-0.015047-0.015541i,-0.012047-0.0044345i,-0.009705+0.0036878i,-0.0086132+0.0075667i,-0.0068461+0.007139i
0.04306+0.021797i,0.13841+0.10453i,0.27595+0.23938i,0.36796+0.284i,0.36127+0.15515i,0.3025+0.026581i,0.23479+0.025264i,0.15504+0.05252i,0.075895+0.037885i,0.022367+0.019871i,0.0047226+0.022476i,0.0096997+0.023986i,0.013894+0.014788i,0.0081275+0.0057023i,-0.0032838+0.003289i,-0.011067+0.0076079i,-0.01018+0.013536i,-0.0063971+0.016046i,-0.0040479+0.012481i,0.00066973+0.0056217i,0.0064329+0.0012636i,0.0088143+0.0020888i,0.0089067+0.0049396i
