-0.0030364-0.00040449i,-0.00093075+0.0002696i,0.00046444+0.00079574i,0.0015136+0.00073093i,0.0017255+0.00098218i,0.0010533+0.0010475i,0.00066333+0.00094708i,0.0007704+0.0012282i,0.00067072+0.001212i,0.0004142+0.00085714i,0.0010522+0.0012527i,0.00095716+0.00042642i,0.00046049-0.0011976i,0.00016844-0.0015092i,-0.00044356-0.0012707i,-0.0008058-0.001576i,-0.00047915-0.0011714i,0.00016595+2.5318e-05i,0.00033012+0.00034862i,-3.9587e-05+0.00048525i,-0.0003915+4.3523e-05i,-0.00041265-0.00045173i,-0.00064518-0.00066397i
8.3281e-06+0.0011073i,0.00092825+0.0010433i,0.00042625+0.0010976i,-4.0237e-05+0.0016072i,0.0015638+0.0018169i,0.0022702+0.00092382i,0.0013144+0.00082471i,0.0004423+0.0016211i,-0.00029095+0.0017825i,-0.0013086+0.0015075i,-0.0013234+0.0014774i,0.00037434+0.0018637i,0.0019279+0.0012883i,0.0014139+0.00083509i,-0.00032329+0.00044818i,-0.00078197+0.00032448i,-0.0003451+0.00072899i,-9.7568e-05+0.00018585i,-0.00010957-0.00046678i,-0.00032262-0.00063376i,-0.00059449-0.0010545i,-0.0006931-0.00095373i,-0.00075294+0.00017946i
0.00055786+0.0015367i,0.00046598+0.0012361i,0.0014861+0.0014701i,0.0030356+0.0012114i,0.0029379+0.00066763i,0.0014683+0.00012949i,-8.2735e-05-0.00030428i,4.7152e-05-6.0449e-05i,0.00048594+0.00077586i,9.501e-05+0.0010068i,-2.4693e-05+0.00061733i,0.00036072+0.00027568i,0.00034721+0.00012173i,-1.8756e-06+0.00014628i,2.218e-05+0.00040411i,0.00033411+0.00045657i,0.00023677+0.0007131i,-9.3294e-05+0.0015028i,0.00018581+0.0016281i,7.1407e-05+0.0013366i,2.182e-05+0.00089327i,5.7791e-05+0.00040527i,0.00023749+0.00017687i
-5.4022e-06-0.0022204i,-0.0024205-0.0026433i,-0.0040372-0.0016614i,-0.0042323+0.00013337i,-0.0024723+0.0022267i,5.6358e-05+0.003001i,0.00086029+0.0019378i,0.00039209+0.0010433i,-0.00020938+0.00046281i,-0.00031434-0.00054756i,0.00036545-0.0013082i,0.0011033-0.00076834i,0.0021772+0.00015722i,0.0017888+0.00057343i,0.00078762+0.00016739i,0.00084423-0.00013591i,0.00090888-2.5756e-05i,0.00090765-0.00084569i,0.00015923-0.0015362i,-0.00077616-0.00053996i,-0.0006038+0.00026941i,-0.00041891+0.00063993i,-0.00059275+0.0011793i
-0.0009069-0.000881i,0.00067312+0.00019848i,0.00027493+0.002021i,0.0012274+0.0032062i,0.0028485+0.0031725i,0.0033425+0.0019656i,0.0022597+0.00048963i,0.0010991+4.5968e-05i,-0.0001651-0.00044335i,-0.0016967-0.00083132i,-0.0014075+5.1409e-05i,-0.00063969+5.4734e-05i,-0.0013673-0.00058126i,-0.0010049-0.00057997i,0.00040065-0.00021292i,0.00040806+4.9735e-05i,-0.00022565-0.00042841i,-9.6051e-05-0.00097213i,0.00067853-0.00068689i,0.00050045-0.00050525i,0.00047939-0.00032474i,0.00046859-0.00056505i,-0.00034783-0.00025296i
-0.00010253+0.00056309i,-0.00051621+0.0006462i,-5.9919e-06+0.00073369i,0.00039819+0.00061741i,0.00068861+0.00063431i,0.0010459+0.00035352i,9.2555e-05+0.00012852i,-0.0005553-0.00059184i,-0.00092466-0.0013204i,-0.0019469-0.00080862i,-0.002542+0.00067228i,-0.0020527+0.0013252i,-0.0010576+0.00072223i,-0.00099583-0.00025758i,-0.00094802-0.00051392i,0.00037224-0.00012943i,0.0011126+0.00033206i,8.9489e-05+1.1859e-05i,-0.00033568-0.00053605i,0.00035326-0.0005292i,0.00085072-0.00098301i,0.00057192-0.0012842i,-0.00060158-0.00066878i
-7.9959e-05-0.0015989i,-8.2026e-05-0.0015842i,-0.00093244-0.00090439i,-0.001934+0.00018237i,-0.001256+0.0014805i,0.00019825+0.0019556i,0.0009564+0.001152i,0.00075591+0.00042037i,-8.5934e-05-0.00050183i,-0.0016654-0.00028613i,-0.0015158+0.0008015i,-7.5108e-05+0.0016111i,0.00069925+0.0014549i,0.00073425+0.00051329i,0.00027768-0.00023247i,0.00050273-0.00048534i,0.0005234-0.00057029i,-0.00018975-0.00045826i,-9.0868e-05-0.0001908i,0.00042571-5.9892e-05i,0.0002241+0.00029172i,-0.00022268+0.00012438i,-0.00037381+0.00038138i
-0.0023898+0.00022512i,-0.0019138+0.0017548i,-0.00050746+0.0035201i,0.00090226+0.0045148i,0.0026602+0.0040629i,0.0030947+0.0021367i,0.0014677+0.001475i,-0.00043594+0.0017688i,-0.001134+0.001544i,-0.00051231+0.0011623i,0.00040496+0.0013846i,0.00087542+0.0015356i,0.0010906+0.00088717i,0.00084082+8.1027e-05i,-9.3032e-05-0.00011575i,-0.00031188+0.00025966i,0.00042262+0.00076337i,0.00010725+0.00082759i,-0.0011999+0.00027625i,-0.001264-0.00072505i,-0.00096354-0.0013284i,-0.00082076-0.00071236i,-0.00041563-0.00019042i
-0.0016471-6.2665e-05i,-0.0012909-0.00038281i,-0.0008009+0.00050533i,0.0012788+0.001707i,0.003037+0.0020244i,0.0028647+0.001826i,0.0012229+0.00096663i,0.0002745+0.00011349i,0.0002652+0.00047817i,-0.00052595+0.00035439i,-0.00077766-8.2898e-05i,-8.2028e-05-0.00015509i,0.00029096-0.00011541i,-0.00011633-0.00016133i,-0.00033787+0.00026485i,0.00018148+0.00048826i,0.0010199+0.00022307i,0.0011751-0.00019821i,0.00027402-0.00072836i,-0.00067178-0.0007345i,-0.00085974-0.0002553i,-0.00090589+0.00039185i,-0.00051874+0.0011699i
0.000224+0.00020516i,-0.0011735-6.4925e-05i,-0.0018305+0.00067233i,-0.0012916+0.0016833i,-0.00014785+0.0020713i,0.0012719+0.0017886i,0.0016194+0.00088384i,0.00050375-3.7904e-05i,-0.00094157-0.0004057i,-0.001958-0.0010026i,-0.0014074-0.0012742i,-0.00040008-0.0011185i,-4.4946e-07-0.00069157i,0.00036315+9.6611e-05i,0.00057153+0.00012687i,0.00032183-1.9155e-05i,9.0396e-05+0.0002765i,-5.8866e-05+0.0006026i,6.475e-06+0.00060477i,1.7026e-05+0.00046665i,0.00053218+0.00035328i,0.0013631-3.3179e-05i,0.0015976+0.0002613i
0.0016355+0.0011338i,0.0014767+0.0012474i,0.0022925+0.00053891i,0.002965+0.00045658i,0.0028695+0.00067434i,0.00095377+0.00088021i,-0.00058111+0.0011545i,-0.00037705+0.00095878i,0.00044135-0.00029124i,-0.0004139-0.0014425i,-0.0014811-0.0013728i,-0.0014139-0.00076201i,-0.00063141-3.5224e-05i,8.7212e-05+0.00083468i,0.00047508+0.00017736i,0.00083158-0.00061242i,0.00048172-0.00028997i,-0.00043232-0.00019985i,-0.0008988-0.00011823i,-5.8083e-05+0.00013322i,0.00063787+0.0001726i,0.00043756-0.00021338i,-9.1858e-05-0.00065761i
0.0011441+0.00029148i,0.0014698+0.00078435i,0.00020456+0.0016483i,-0.00049355+0.0018716i,-0.00030743+0.0014849i,-0.00022363+0.0013372i,4.9606e-05+0.0009449i,0.00045804+0.00065962i,-0.00032051+8.448e-05i,-0.0017279-0.00050371i,-0.0021802+0.00068441i,-0.0016516+0.0015067i,-0.00057206+0.0014083i,0.00017217+0.0014964i,0.00038298+0.0010359i,0.00092969+0.00080657i,0.0011373+0.00046059i,0.00045883+6.0443e-05i,-0.00018426+9.578e-05i,-0.00040171-2.7735e-05i,-0.0008371+0.00034879i,-0.00097353+0.00086606i,-0.00042191+0.00043529i
-0.0010416-0.00033929i,-0.00024799-0.00038737i,-0.00088403-0.00013589i,-0.0012617+0.0011885i,0.0001089+0.0021317i,0.0014638+0.0020235i,0.0011408+0.00076341i,0.00065871+0.00017443i,9.2652e-05+0.0002116i,-0.00083547+0.00065299i,-0.0011984+0.0019688i,-0.00042477+0.0022555i,0.00060886+0.0011425i,0.0007507+0.00016912i,0.00061768-0.00021609i,0.00065385+0.00034927i,0.00075124+0.00053857i,3.7656e-07-0.00040935i,-0.0006954-0.00095965i,-0.00034727-0.00064122i,-0.00033697-0.00028971i,-0.00064434-0.00023334i,-0.0009832-0.00043184i
0.00073386+0.00034243i,0.00016413+0.0013912i,0.00085799+0.0021248i,0.0011418+0.0025174i,0.001887+0.0029661i,0.0022997+0.0029687i,0.0014953+0.0013999i,0.00060869-0.00010652i,0.00020812-0.00057963i,-0.00054469-2.4524e-05i,-6.7444e-05+0.00098123i,0.00095141+0.0013837i,0.0010933+0.0011011i,0.00049749+0.00073491i,0.00063484+0.00013314i,0.00032889+0.00026017i,-0.00090706+0.00094391i,-0.00022427+0.00043284i,0.00064339-0.00034323i,9.8629e-05+0.00024391i,0.00036409+0.00073336i,-0.00022514+0.00056328i,-0.00052369+6.0413e-05i
0.0016718-0.00045677i,0.00098748-0.0013392i,7.6647e-05-0.0025833i,-0.00021515-0.0017325i,0.00046812-0.00063024i,0.00026685-0.0010143i,-0.00066046-0.00034359i,-9.4456e-06+0.00065505i,0.00091492+0.00019795i,0.00043127+3.6284e-05i,0.00048769+0.0002879i,0.0012757+0.00016344i,0.00077257+9.8534e-05i,8.1905e-05+9.7531e-05i,0.00018676+0.00044534i,0.00068265+0.00056169i,0.00098615-8.9485e-05i,0.00028814+0.00012018i,-0.00061053+0.0004984i,-0.00020045+7.878e-05i,0.00061672+0.00025981i,0.00095796+0.00079658i,0.00019783+0.00031298i
-0.00062678-0.00044104i,-0.0011327+0.00068717i,-0.0011738+0.0025875i,0.00026839+0.0034009i,0.0017384+0.0029749i,0.0012762+0.0022092i,0.00038704+0.00070713i,0.00030222+0.00036783i,0.00030857+0.00020313i,-0.00055639-0.00058816i,-0.00059432-0.00089442i,-7.981e-05-0.00049244i,-2.246e-05-0.000524i,0.0010054-0.00045781i,0.001404-0.00018294i,0.0012024-0.00016027i,0.0010306+0.00011604i,0.00023391-0.00036854i,-0.00018954-0.0010217i,-0.00026222-0.0008345i,-0.00092593-0.00043367i,-0.0011873-0.0005939i,-0.00097501-0.00035488i
0.0012012+0.00056583i,0.0024207-0.00020435i,0.0027982-0.0007399i,0.0021591-0.0012047i,0.0013984-0.0011165i,0.00053329+0.00036025i,0.0005563+0.00075062i,0.00085853+0.00017609i,7.7866e-05-0.00051046i,-0.0015979-0.0009006i,-0.0023805-0.00097986i,-0.0017052-0.00086955i,-0.0007362-0.00064342i,-0.00054459-2.9914e-06i,2.7755e-05+0.00020935i,0.00044113+0.00024833i,0.00019704+2.8772e-05i,0.00028322-0.0006476i,-0.00020773-0.00081595i,-0.00022228-0.00046114i,-8.1858e-05-0.00018149i,-0.0010341-0.00014347i,-0.0012234-8.1064e-05i
0.0024877+0.00037973i,0.0026143+0.00021818i,0.0024271+0.0010849i,0.0019215+0.00087127i,0.0014825-7.0608e-05i,0.0011024+6.9559e-05i,0.00073093+0.00012628i,0.00058888+0.00043923i,0.00034054+0.00014463i,-0.0010863-0.00095027i,-0.0018838-0.00085937i,-0.0011948+0.00078061i,-0.0010254+0.0015346i,-0.0011556+0.00066636i,-0.00074801-0.00026017i,0.00054976-0.00045328i,0.0018034-0.00034298i,0.0011873+8.5904e-05i,-5.0057e-06+0.0010761i,-0.00012693+0.0016216i,9.6157e-05+0.0010683i,-0.00066054+0.0006121i,-0.0010856+0.00013475i
0.0001963+0.0011498i,5.9403e-05+0.00089899i,0.0002485+0.00075999i,0.0013404+0.0015535i,0.0021682+0.0019214i,0.0011307+0.00082738i,-0.00067277+0.0004183i,-0.00091121+0.00064385i,-0.00042905+0.00080756i,-0.00036457+0.0010307i,-0.00029909+0.0022457i,0.00014599+0.0027169i,0.00015361+0.0020292i,-0.00030146+0.0011549i,-0.00023033+0.00048276i,6.0654e-05+0.00035924i,-9.4157e-05+0.00015807i,-0.00021477+0.00039098i,-0.00067907+0.00032747i,-0.00071689-8.8934e-05i,-0.00059711+0.00030259i,-0.00052124+0.00032991i,0.00011848-4.2795e-05i
0.00020443-0.001724i,-0.00029128-0.00091631i,-0.00019241-0.00019186i,0.00055947+0.0015245i,0.0015901+0.002927i,0.0020071+0.0024773i,0.0011143+0.00149i,-5.8053e-05+0.0005143i,-0.00079568-0.00019454i,-0.00091256+0.00036955i,-0.00050535+0.0011785i,0.00090797+0.0012253i,0.0011144+0.00022505i,0.0015425-0.00025386i,0.0015121+0.0003187i,0.00016221+0.00023674i,0.0001883+4.2693e-06i,0.00027434-0.00031044i,0.00069087-0.00053777i,0.00086147+0.00014491i,0.00016513+0.00029795i,-0.00054093+0.00021884i,-0.00062237+0.00030823i
-9.8908e-05+9.8068e-05i,0.00023496+0.00061287i,-0.00030465+0.00062698i,-0.0002491+0.0014791i,0.00020789+0.0024329i,0.0012575+0.0025785i,0.0012836+0.001409i,0.00041818+0.00053129i,-6.0772e-05+2.881e-05i,-0.0010211-0.00064427i,-0.0011356-0.00016928i,1.3923e-05+0.0007557i,0.0014485+0.00030125i,0.001688-0.0007041i,0.00089577-0.0011939i,0.0012017-0.0013937i,0.0013811-0.0014083i,0.0007583-0.0016109i,0.00014061-0.0008783i,-0.0001146-0.00012111i,-0.00054032-0.00025428i,-0.00054141-0.00020192i,-0.00046217-4.6466e-05i
0.0021708-0.00053609i,0.00049991+0.00048975i,-0.00038675+0.00013403i,0.00023374+0.00067798i,0.00074203+0.0019364i,0.00081032+0.0027788i,0.0003437+0.0032584i,-8.2221e-05+0.002662i,-0.00017987+0.0011465i,-0.00086781+0.00028151i,-0.0011666-0.00064656i,-0.00032666-0.0011461i,0.00029754-0.00077094i,0.00035428-0.00073899i,0.000764-0.00055771i,0.0011017+0.00039833i,0.00099026+0.00039643i,0.00077335-0.00044707i,-0.00022905-0.0010948i,-0.00055434-0.00059303i,-0.00013646-1.7617e-05i,0.0001009-0.0002308i,-3.1499e-05-0.0012859i
0.00031315-0.00037779i,0.00045601-0.0014238i,-0.00046555-0.0021641i,-0.0012888-0.00054304i,-0.00060311+0.0012428i,-0.00048732+0.0014516i,-0.00076607+0.0016524i,-0.00038875+0.00096597i,-0.00034915-0.00069445i,-0.0023105-0.0011853i,-0.0038169+6.2578e-05i,-0.0032568+0.0007728i,-0.0015738+0.0007761i,0.00014891+0.00064173i,0.0013103+5.7558e-05i,0.0011078-0.00011949i,0.00091828-0.00043437i,0.0013222-0.0011139i,0.001017-0.00042254i,0.00036203+0.00080652i,0.00017591+0.00057088i,-0.00037586-6.3202e-05i,-0.00075606-6.0716e-05i
-0.00056093+0.001515i,0.0013169+0.0026808i,0.0022121+0.0043239i,0.0024852+0.0043705i,0.0028848+0.0035944i,0.0031522+0.0016436i,0.0021328+7.2611e-05i,0.0013201-0.00014626i,0.00024643-0.00020859i,-0.0014922-0.00030201i,-0.0015154+0.0005286i,-0.00075595+0.0011731i,-0.00019001+0.00059041i,0.0005857-0.00020496i,0.0003606-0.000279i,-0.00028283-6.8842e-05i,5.8006e-05-0.00021255i,0.0010566-0.00036989i,0.0011941-0.00059799i,-0.00010036-0.00055428i,-0.00084972-0.00021892i,-0.00089557-0.00011299i,-0.0003222+0.00011338i
0.0025514+0.00074475i,0.001398+0.00075348i,0.00019146+0.00048814i,-0.0010021+7.4765e-05i,-0.00085291+0.00078679i,-0.00053918+0.0015441i,-0.00074039+0.001998i,-0.00028824+0.0017896i,-0.00013988+0.00054663i,-0.0011477+0.00030214i,-0.00093155+0.00091933i,-8.4401e-05+0.001181i,0.00037933+0.0012766i,0.00055398+0.00088986i,0.00028579+0.00070449i,0.00025154+0.00035688i,0.00072896-0.00019352i,0.0016853-0.00017875i,0.0013236+0.00016888i,0.00022109+0.00032949i,0.00011875+0.00063336i,-6.878e-05+0.00059639i,-0.00028001-6.0862e-05i
0.00083741-0.00066118i,0.0010698-0.0010245i,0.00056228-0.00058703i,0.0009379+0.00058703i,0.0013396+0.0015664i,0.0011239+0.0015664i,0.00041252+0.0010353i,9.357e-05+0.0010668i,-0.00064122+0.0010595i,-0.0017085+0.00052181i,-0.0008863+0.00051922i,0.00046449+0.00053069i,0.0012909-0.00015707i,0.0013271-0.00025268i,0.00047011-0.00011439i,-9.6402e-05-0.00017549i,-0.00012317-0.00071612i,0.00012147-0.0013475i,0.00030187-0.0012086i,-0.00020312-0.00064853i,-0.00010595-0.00039175i,-0.00031838-0.0010751i,-7.7641e-05-0.0011565i
-0.00033602+0.00064189i,0.00018139+0.0010552i,-0.00087245+0.002689i,0.0002499+0.0039442i,0.0027448+0.0038883i,0.0033177+0.0021216i,0.0028128-0.00020302i,0.0012823-0.0010943i,-0.00087547-0.0013776i,-0.0016123-0.0010637i,-0.0016909-0.00057185i,-0.00087993-0.00081792i,-1.9734e-05-0.0014102i,-1.8739e-05-0.0011469i,-0.00020865-0.00028129i,-9.0351e-05-0.00027016i,-0.00037729-0.00060282i,-0.00091885-0.0001257i,-0.00046993+0.00011332i,-0.00067379+0.00025293i,-0.00091563+0.00043807i,-0.0003457+0.00051014i,-1.328e-05+5.324e-06i
-0.0019627-0.0015081i,-0.0026245-0.0021161i,-0.0037648-0.00095621i,-0.0026059+0.00095608i,-0.00083407+0.0022711i,-0.00026231+0.0027081i,-0.00019093+0.0026535i,0.00020577+0.0019681i,-0.00034101+0.00029849i,-0.0011665-0.00067821i,-0.0012579-0.00096237i,0.00035003-0.0010687i,0.0017736-0.00012399i,0.00099486+0.00046703i,0.00023415-0.00039047i,0.00029994-0.00048201i,0.00080048+0.00023903i,0.00093134+0.00052785i,0.00033495+0.00047467i,-0.00033132+0.00026051i,-0.00072569-0.00022951i,-0.00072075-0.00037074i,-0.00041847-0.00031079i
0.00060537-0.0014712i,0.0011836-0.0022759i,0.0011446-0.0015123i,-1.3659e-05+0.00065229i,-0.00093748+0.0016192i,-0.001029+0.0013138i,-0.00087758+0.0015891i,-0.00055549+0.0018494i,-0.00052283+0.00098217i,-0.0010232-0.00016834i,-0.0015876+0.00042052i,-0.0019896+0.0012949i,-0.0015448+0.0015597i,-0.0011288+0.00076583i,-0.00081813-0.00014491i,0.00018652+0.00021218i,0.00088458+0.00065455i,0.00090102+0.0005982i,0.00044083+0.0012923i,-1.0138e-05+0.0015122i,-0.00057449+0.00048665i,-0.00097114-0.00060402i,-0.00063383-0.00071468i
-0.0011106+0.0024388i,0.00063739+0.0031818i,0.0030111+0.0036643i,0.0042862+0.0030783i,0.0032388+0.0023923i,0.0018095+0.0016861i,0.0012421+0.00086487i,0.0017066+0.0010573i,0.0012104+0.0008442i,-0.00033485+0.00028624i,-0.0016782+0.00066753i,-0.002454+0.00093968i,-0.0019177+0.0012602i,-0.00047774+0.0016524i,0.00021687+0.0013696i,0.00030474+0.0005097i,0.00036025-0.00031929i,0.00015376-0.00081703i,0.00023263-0.00023445i,0.00032007+0.00088689i,0.00030682+0.00064983i,0.0010571-8.5867e-05i,0.0011803+7.1308e-06i
-0.00021656-0.0022435i,-0.0015655-0.0021716i,-0.0030745-0.0014207i,-0.0036014+0.00033493i,-0.0013997+0.0022577i,0.0015257+0.0024327i,0.0031054+0.00079757i,0.0028191-0.0009596i,0.0015-0.0018132i,-0.00037405-0.0018457i,-0.0013479-0.00090811i,0.00027129+0.00019679i,0.0014943+0.00063875i,0.0014759+0.00091286i,0.00092032+0.0015805i,0.00025256+0.0014876i,0.00034717+0.00049273i,0.00033811-6.3001e-05i,0.00012112-0.00053846i,1.2923e-05-0.00062189i,6.8368e-05+7.7164e-05i,0.00026292+0.00025151i,0.00042701-0.00010893i
-8.9629e-05-0.00045378i,0.0016066+8.7301e-05i,0.0022803+0.0015324i,0.0022766+0.0025655i,0.0026144+0.0025436i,0.0025956+0.00095915i,0.00096668-0.00031241i,-0.00034752-0.0006139i,-0.00093094-0.00090977i,-0.00068787-0.00074467i,-0.00015099-0.00046766i,0.00055491-8.4512e-05i,0.0015514-0.00032336i,0.0021956-0.00047137i,0.0017707-0.00021394i,0.00062264-0.00013092i,-0.00022722+0.00015135i,-0.00066994-7.046e-05i,-0.00058291-0.00025442i,-0.00034747-2.6218e-05i,-0.00087755+0.0002871i,-0.0010123-0.00029067i,-0.0007529-0.00093104i
0.0012591-0.0024491i,0.00040005-0.0013361i,-0.0013453+6.7072e-05i,-0.0015088+0.0011566i,-0.00020696+0.0017702i,-0.00042727+0.002691i,-0.0018141+0.0024606i,-0.0018423+0.00093739i,-0.001407-0.00090335i,-0.0014365-0.0013857i,-0.0014826-0.00076736i,-0.00077756-0.00083651i,4.9194e-05-0.00071886i,0.00043041+5.9956e-05i,0.00054179+0.00082995i,0.00097148+0.00095044i,0.00066214+0.0005686i,-7.7939e-05+3.8435e-05i,-0.0004692-0.00012371i,-0.00031726-0.00037741i,-0.00010325-0.00050176i,-0.00023774-0.00011644i,-0.00038831-0.00088203i
-0.00078395+7.4644e-05i,0.00043166-0.00050663i,0.00117-1.1639e-05i,0.0011058+0.00067228i,0.0019868+0.0012408i,0.0017219+0.0016037i,0.0010032+0.0016893i,0.00096432+0.0014302i,-0.00026143+0.00076035i,-0.0017901+4.6435e-05i,-0.0020818+9.3677e-05i,-0.0016007-0.00060115i,-0.00049295-0.0013499i,5.3403e-05-0.0014152i,-9.5471e-05-0.0012752i,0.00013441-0.0010188i,0.00030559-0.00029661i,8.7157e-05+0.00022044i,0.00031066+0.00056556i,2.0043e-05+0.00048904i,-0.00017731+0.00010122i,9.9422e-05-4.3073e-06i,4.7714e-05+0.00015551i
0.001261+0.0026774i,0.0021528+0.0016038i,0.0038281+0.0024862i,0.003673+0.0032649i,0.0033369+0.0027827i,0.0033301+0.0018792i,0.00231+0.0016069i,0.0012745+0.0017226i,0.0010823+0.0018139i,-0.00026992+0.0014487i,-0.0019118+0.00077243i,-0.0015085+0.00045278i,-0.00073013+0.00070427i,-0.00035631+0.00034466i,2.539e-05+0.00037073i,-6.6144e-05+0.00076061i,1.9486e-05-0.00037772i,0.00059139-0.00063408i,0.00060438+0.0001191i,0.00041267+0.00098876i,0.00038139+0.00045839i,4.9836e-05-0.00019686i,0.00026441+0.00028125i
-0.00053889+0.00095839i,-1.4445e-07+0.0011428i,5.5483e-05+0.0013865i,0.00099535+0.0015671i,0.0020541+0.0020095i,0.0018013+0.0012404i,0.00061796+0.00033713i,-0.00010808+0.00013023i,1.2824e-05+0.00051359i,-0.00018389+0.00083615i,-0.00082743+0.0014194i,-0.0015699+0.0017057i,-0.0011779+0.00088306i,-0.00066249+0.00030976i,-0.00042034-0.00052398i,0.0003815-0.00083399i,0.00051325-5.7746e-06i,-0.00029494-2.287e-05i,-0.0004999-0.00016358i,-0.0003457+0.00054568i,-0.00062953+0.00062614i,-0.0008739-0.00030052i,-0.00075002-0.00087037i
-0.0019555+5.0054e-05i,-0.0009341-0.00053492i,-0.00092146+0.00087114i,-0.00032009+0.0017861i,0.00098928+0.0015616i,0.0019745+0.00028703i,0.00068141-0.00095088i,-0.00023749-0.001466i,0.00065874-0.0014957i,0.00023078-0.00060978i,-8.9932e-05+0.00077023i,0.00012447+0.0017092i,-0.00021867+0.00074679i,-0.00012749-0.00017287i,-0.00032184+0.00074631i,-6.7094e-06+0.0012783i,-0.00026145+0.00043589i,-0.0011593-0.00023876i,-0.0011375-0.00047137i,-0.0010982-0.0010775i,-0.00011661-0.0011963i,0.00063005-0.00023525i,0.00062597-1.9689e-05i
0.00069308+0.0044416i,0.0023739+0.0050985i,0.0024982+0.0043318i,0.0031428+0.003145i,0.0038106+0.0026518i,0.0030526+0.0013391i,0.0017735+0.0010596i,0.00086152+0.00097516i,0.0004155-0.00028378i,0.00020036-0.0010514i,0.00039959-0.0014086i,0.0016967-0.0014372i,0.0022527-0.0015411i,0.0013892-0.00093728i,0.00042334+0.00024228i,0.00026118+0.00079622i,0.00029446+0.000656i,0.00070776-0.00015406i,0.00047984-0.00094015i,0.00081415-0.0012686i,0.0011515-0.00036185i,1.3811e-05+0.00060511i,-0.00056573-4.9052e-05i
-0.00041781-0.0011626i,-0.0012251-0.00011071i,-0.0017467+0.00023192i,-0.0014518+0.001513i,-0.00027481+0.0035333i,0.00071058+0.0045067i,0.00046365+0.0037714i,-0.0012839+0.0019671i,-0.0029885+0.0002584i,-0.0030848-0.0010554i,-0.0013211-0.0012249i,0.0010458-0.00023648i,0.0016692+0.00056767i,0.00086537+2.5755e-05i,0.00066029-0.00012406i,0.00083144+8.4442e-05i,0.00055649+0.00015355i,-0.00051835-0.00032697i,-0.0015429-0.0003435i,-0.001635+0.00064358i,-0.00089653+0.00096763i,-0.00041378+0.00061379i,0.00011789+0.00067952i
0.0021118-0.00041557i,0.0026507-0.0019247i,0.0026917-0.0017719i,0.0014263-0.00053747i,0.00055497+0.00069334i,0.00048227+0.00018039i,0.0004555-0.00011452i,-0.00080219-1.6771e-05i,-0.0022688-7.4809e-05i,-0.00301+0.00011101i,-0.0034444+0.00063731i,-0.0024792+0.00060768i,-0.0013664-0.00077259i,-0.0012897-0.00091434i,-0.00021828+0.0012733i,0.00095671+0.0013605i,0.000365-0.0010293i,-0.00057995-0.0017315i,-0.0011802-0.00034676i,-0.0016483+0.00035062i,-0.0017135-0.00063507i,-0.0018783-4.8548e-05i,-0.0010356+0.00085246i
-0.00011215-0.0020833i,-0.0010551+7.9515e-05i,-0.0020477+0.0020893i,-0.0013711+0.0030606i,-0.00016117+0.0025344i,0.0011331+0.0012647i,0.002166-0.00027031i,0.0021864-0.0011831i,0.0002692-0.0010579i,-0.0022175+0.00051043i,-0.0024021+0.0017531i,-0.0013064+0.0013827i,0.00042594-0.0001277i,0.0019691-0.0011518i,0.0014736-0.00090884i,0.00032111-0.0006255i,-8.1685e-05-0.0010083i,-0.00042672-0.0010303i,-4.2594e-05-0.00043601i,0.00030088-0.00061051i,-2.4958e-05-0.0013853i,-0.00078869-0.00074222i,-0.00089074-0.00032285i
-0.00037376-7.1263e-05i,-0.0011145-0.00029845i,-0.001765-0.00094542i,-0.0019093-0.0001147i,-0.0013287+0.0014957i,0.00016901+0.0022068i,0.00051301+0.0018641i,0.00042249+0.0023561i,0.0013898+0.002041i,0.0015185+0.0013729i,0.00093151+0.00099751i,0.0011617+0.00064149i,0.0015606+0.0012432i,0.0018879+0.0013605i,0.0016847+0.0010001i,0.0012945+0.0011416i,0.0012455+0.0014568i,0.00059056+0.0018481i,-0.00013155+0.001279i,0.00017611+0.00098606i,-0.00014392+0.00024307i,-0.00070353-0.00022168i,-2.4757e-05+0.00036769i
0.00018054-0.0015969i,0.00019709+3.3818e-05i,-0.00011257+0.0015978i,-5.4863e-05+0.0031694i,0.00065413+0.0046858i,0.00050773+0.0044764i,-0.0012846+0.0028855i,-0.0021178+0.0016991i,-0.001505+0.0005787i,-0.0007483-0.00032314i,-0.00083794+0.00028243i,-0.00086479+0.0015256i,4.1258e-05+0.0023418i,0.00054357+0.0023289i,0.000435+0.0018887i,4.7328e-05+0.00090723i,-0.00012518+0.00046577i,-0.00021443+0.00098955i,-0.00050922+0.0010419i,-0.00091069+0.00059992i,-0.0012544+0.00032353i,-0.00062015+8.3567e-05i,-7.5464e-05+0.00020695i
-0.0013106-0.00061209i,-0.00087296+0.0018262i,-0.0012345+0.0031965i,-0.00046773+0.0033137i,0.0017763+0.0025108i,0.002529+0.0013071i,0.0020043+0.00033041i,0.0011276-0.00028571i,-0.00059916-0.0012636i,-0.0017408-0.0025965i,-0.0022408-0.0020313i,-0.0011074-0.0011224i,0.00086157-0.0010977i,0.00071223-0.0011729i,0.0003505-0.0016335i,0.00022399-0.00096891i,-0.00086176+7.6763e-05i,-0.00062421-1.2587e-05i,0.00022799-0.00028571i,-5.4138e-05-0.00060709i,-0.00027715-0.0011252i,7.2364e-06-0.001248i,-0.00043438-0.0010367i
