0.0041217-0.00090234i,0.0048168-0.0021393i,0.003956-0.0050097i,0.00019394-0.0054317i,-0.0037424-0.0039014i,-0.0048198+0.00013079i,-0.002506+0.0030414i,-0.00046187+0.0022767i,0.0002505+0.00031121i,0.0003877-0.0015488i,0.00020464-0.0019278i,-0.00016824-0.00046997i,-0.0011295+0.0010864i,-0.0011553+0.0013394i,-0.0003606+0.00099514i,-0.0002583+0.00031712i,-0.00035871-0.00045897i,0.00012089-0.00031406i,-8.1162e-07-3.7126e-05i,-0.00055011-0.00040786i,-0.00057973-0.00072399i,-0.00044488+0.00044288i,-9.4398e-05+0.001151i
0.0088131-0.016005i,0.0472-0.033449i,0.12648-0.056241i,0.20646-0.079129i,0.20738-0.066239i,0.12242-0.020918i,0.046282-0.00048555i,0.017542-0.0036861i,0.010576-0.0032411i,0.014208+0.0012685i,0.018747-0.00053933i,0.01561-0.0052809i,0.0096345-0.0062626i,0.0070567-0.0035535i,0.0066786-0.00031727i,0.0059428+0.0010554i,0.0049432+0.00045833i,0.0064062-0.0025916i,0.0078177-0.0060517i,0.0054463-0.0049343i,0.0040642-0.0012844i,0.0063008-0.00029075i,0.0084494-0.00098039i
-0.041345-0.016824i,-0.09987-0.076572i,-0.15874-0.19275i,-0.16406-0.2932i,-0.091662-0.27861i,-0.01006-0.16781i,0.0093085-0.07046i,-0.0028043-0.027236i,-0.0048366-0.011131i,0.0030918-0.011812i,0.0062093-0.01573i,0.0051242-0.01126i,0.0021956-0.0071585i,-0.0043421-0.005617i,-0.0072706-0.0045618i,-0.0038977-0.0061325i,-0.0019982-0.007592i,-0.0031352-0.0065979i,-0.0029417-0.0034011i,-0.00079489+0.00094104i,0.0010392+0.0028666i,0.00047341+4.9254e-05i,-0.0031652-0.0029126i
0.00016398+0.025903i,-0.027451+0.052237i,-0.11188+0.070617i,-0.2289+0.065621i,-0.26762+0.026595i,-0.18312-0.0060537i,-0.082225-0.0074736i,-0.038165+9.7798e-05i,-0.021704+0.0016799i,-0.018348-0.0048422i,-0.022406-0.0067359i,-0.021411-0.002512i,-0.01551+0.0029614i,-0.0088288+0.0062794i,-0.0059009+0.0044583i,-0.0072172+0.0030705i,-0.0074374+0.0031617i,-0.0077063+0.0016646i,-0.0089975+0.00021497i,-0.0061152-0.0012825i,-0.0022065-0.0033703i,-0.0024805-0.0041991i,-0.0026343-0.003297i
0.01828+0.040134i,0.015925+0.1265i,-0.013641+0.26629i,-0.046188+0.3778i,-0.065229+0.35094i,-0.060728+0.19735i,-0.036533+0.071788i,-0.0090617+0.033059i,0.0028669+0.021077i,-0.0046104+0.016432i,-0.0059965+0.016688i,0.0017904+0.011215i,0.005781+0.0051921i,0.0067412+0.0045656i,0.0055431+0.0065114i,0.0017279+0.0073678i,0.00057975+0.0065365i,0.0041649+0.0070612i,0.0073017+0.0073747i,0.0060319+0.0049977i,0.0031863+0.0027736i,0.0017121+0.0044563i,0.00079042+0.0085522i
0.031748-0.042669i,0.10961-0.075705i,0.24013-0.069063i,0.36004-0.0056264i,0.35868+0.067648i,0.22223+0.087481i,0.093373+0.062245i,0.044842+0.028693i,0.0285+0.0069047i,0.018578+0.0044178i,0.012986+0.006264i,0.0083029+0.0060628i,0.0071752+0.0042996i,0.007085-0.00069763i,0.0048848-0.0010908i,0.0063537+0.00364i,0.0084398+0.0041521i,0.0063922+0.001792i,0.0038104+0.001422i,0.00069452+0.001157i,-0.0020267-1.0978e-06i,-0.00013645-0.0001581i,0.0027636-0.0013165i
-0.0010191-0.028092i,0.030004-0.081588i,0.11153-0.18064i,0.19138-0.30001i,0.18977-0.33462i,0.11809-0.22776i,0.051204-0.10917i,0.016946-0.060178i,0.0010813-0.037458i,-0.00051502-0.019602i,0.0022625-0.011589i,-0.0008881-0.0088876i,-0.0059637-0.0093064i,-0.0076904-0.0091216i,-0.0050928-0.0070621i,-0.001592-0.00791i,-0.00045262-0.0094762i,0.00076698-0.011705i,0.0011675-0.014831i,-0.00031034-0.011631i,0.0009268-0.0046123i,0.0043155-0.002239i,0.0066069-0.0024258i
-0.065119+0.003188i,-0.17235-0.037413i,-0.31547-0.1432i,-0.42286-0.25221i,-0.39271-0.26029i,-0.2301-0.17422i,-0.086788-0.086832i,-0.038573-0.042777i,-0.031805-0.01824i,-0.023722-0.0067375i,-0.015813-0.0015764i,-0.0068635+0.0056062i,0.00060618+0.0077973i,0.00064682+0.0069566i,0.00046382+0.005085i,0.0022054-0.00018645i,0.00071277-0.0039336i,-0.0034575-0.0019367i,-0.0052451+0.0025272i,-0.0031525+0.0048263i,-0.0011315+0.0024926i,-0.0034754-0.0018074i,-0.006907-0.0037184i
0.013836+0.042465i,-0.0053533+0.10183i,-0.10527+0.18825i,-0.24874+0.28034i,-0.31041+0.29931i,-0.24635+0.20832i,-0.15126+0.10277i,-0.089168+0.061999i,-0.039577+0.048134i,-0.0095481+0.027583i,0.00019276+0.014239i,0.0040419+0.0069442i,0.0019695+0.0051922i,-0.00064407+0.0069596i,-0.0022462+0.0047815i,-0.0070357+0.0046667i,-0.0092149+0.0068712i,-0.0079424+0.00797i,-0.0070887+0.0077206i,-0.0047712+0.0042718i,-0.0026493+0.00038257i,-0.0028655-0.00047962i,-0.0019349+0.00040506i
0.047472+0.030795i,0.094835+0.11874i,0.15419+0.28659i,0.22839+0.44049i,0.25788+0.44568i,0.19373+0.29396i,0.097505+0.13667i,0.048247+0.06366i,0.033631+0.030473i,0.018584+0.011196i,0.0095183+0.0014952i,0.0061234-0.004975i,0.0055566-0.007174i,0.0072839-0.0088323i,0.0052274-0.0075363i,0.0022709-0.0037163i,0.0041556-0.0012645i,0.00993+0.00012605i,0.013763-0.0017435i,0.0098085-0.003851i,0.0033685-0.00078448i,0.00077073+0.0051081i,0.00014684+0.0081362i
0.022495-0.069611i,0.095256-0.14502i,0.2387-0.20784i,0.39459-0.23769i,0.43886-0.22042i,0.31447-0.13276i,0.16524-0.028i,0.10122+0.0039093i,0.059901-0.01623i,0.020135-0.022364i,3.2822e-05-0.015036i,-0.0070641-0.0075499i,-0.0058617-0.00047094i,-0.0049921+0.0030743i,-0.0051882+0.0065744i,-0.00094336+0.0099872i,0.0039002+0.0082945i,0.0052962+0.0032751i,0.0022886+0.001512i,0.00081625+0.0024292i,0.0022015+0.001382i,0.003578-0.00084684i,0.0039307-0.0015139i
-0.034241-0.022771i,-0.047332-0.090975i,-0.026729-0.23582i,-0.023868-0.42277i,-0.072822-0.50723i,-0.085619-0.39363i,-0.042858-0.22338i,-0.024905-0.12632i,-0.030442-0.064313i,-0.023513-0.019043i,-0.014128+0.0025201i,-0.0076494+0.0088277i,-0.0031691+0.0046445i,-0.0032925+0.00077724i,-0.002742+0.00085536i,-0.0015736-0.0014502i,-0.0027969-0.0054994i,-0.0062731-0.0085243i,-0.00991-0.011671i,-0.009811-0.010396i,-0.0050488-0.0049811i,-0.00010592-0.0032779i,0.0025982-0.0041557i
-0.067972+0.035836i,-0.1826+0.05201i,-0.36022+0.028035i,-0.53017+0.014486i,-0.55457+0.060283i,-0.37843+0.074215i,-0.17101+0.019339i,-0.081552-0.016537i,-0.053026-0.0046586i,-0.023068+0.0088115i,-0.0025881+0.0080499i,0.0046562+0.0063069i,0.0073191+0.0064377i,0.010443+0.0057955i,0.012438+0.0025114i,0.010404-0.0014921i,0.0067307-0.0027372i,0.0036949-0.0001301i,0.0043061+0.0047556i,0.0066851+0.0057584i,0.0045512+0.002548i,-0.00038777+0.00034225i,-0.0022588-0.0010317i
0.049617+0.052261i,0.07001+0.12661i,0.024958+0.25047i,-0.042527+0.39753i,-0.047761+0.45492i,-0.043855+0.34425i,-0.073387+0.18511i,-0.067431+0.10897i,-0.020149+0.069533i,0.0046524+0.025488i,0.006834+0.0036875i,0.0070949-0.0047704i,0.00025896-0.0095291i,-0.0056183-0.0087706i,-0.0062041-0.0083368i,-0.0069943-0.0053295i,-0.0084439+0.00163i,-0.008552+0.0081768i,-0.0072032+0.0099873i,-0.0056002+0.0070611i,-0.0027875+0.0050442i,-0.0019537+0.0026672i,-0.0045627+0.00039369i
0.056807-0.0047101i,0.13123+0.033168i,0.24936+0.12824i,0.39901+0.20177i,0.47695+0.16503i,0.38432+0.075855i,0.20781+0.036563i,0.095807+0.030136i,0.048285+0.011494i,0.014688-0.0034884i,-0.0049225-0.0066215i,-0.011136-0.0015299i,-0.0053992+0.0052086i,-0.00062228+0.0013128i,-0.0045721-0.0024907i,-0.0054264-0.0010681i,-0.0010236-0.00093652i,0.0049442-0.00569i,0.0077298-0.012158i,0.0053651-0.011862i,0.0032138-0.0068046i,0.0037126-0.0021432i,0.003566+0.0012615i
-0.0014756-0.091281i,0.021609-0.1903i,0.092618-0.29169i,0.15873-0.3816i,0.13601-0.42196i,0.05198-0.31918i,0.021624-0.13989i,0.042643-0.054807i,0.027784-0.041924i,0.0011758-0.014922i,-0.0012532+0.0060801i,0.0012546+0.0080967i,-0.00050341+0.0080463i,-0.004989+0.012001i,-0.0037225+0.014887i,0.0012335+0.012263i,0.0042341+0.0080422i,0.0065851+0.0065994i,0.0064096+0.0078707i,0.0048564+0.0084254i,0.002774+0.0052201i,0.00027458+0.001828i,-3.6898e-05+0.0040531i
-0.061113+0.00090065i,-0.11342-0.021334i,-0.15419-0.10994i,-0.22318-0.21869i,-0.31149-0.22593i,-0.27994-0.13477i,-0.14375-0.072519i,-0.070194-0.054904i,-0.046351-0.0221i,-0.014298+0.00018903i,0.0024386+0.0032778i,0.010027+0.0034383i,0.015338-0.0036627i,0.014214-0.005712i,0.011744-0.0022285i,0.0077555-0.0027832i,8.5622e-05-0.0057152i,-0.0098679-0.0084545i,-0.015663-0.0095036i,-0.013634-0.0081192i,-0.0088244-0.0044747i,-0.0039622-0.0022145i,0.0010241-0.0033571i
-0.037896+0.074023i,-0.096911+0.13049i,-0.19719+0.16899i,-0.28138+0.22708i,-0.25888+0.31673i,-0.14401+0.3044i,-0.0596+0.16866i,-0.042203+0.070554i,-0.026566+0.037557i,-0.0045167+0.0068826i,-0.00034704-0.016814i,-0.0054177-0.016747i,-0.0061071-0.0062623i,-0.00035349-0.003865i,0.0033513-0.0076309i,0.00076466-0.0069417i,0.00068574-0.0033947i,0.0058909-0.0012327i,0.011133-0.00054132i,0.011809+5.4798e-05i,0.0084339+0.001117i,0.0050815+0.0021816i,0.0039817+0.00030788i
0.078528+0.033516i,0.14081+0.06331i,0.1601+0.11525i,0.17327+0.1725i,0.2407+0.16837i,0.24565+0.08236i,0.13357+0.019338i,0.056272+0.02109i,0.04015+0.015074i,0.0095736-0.00018866i,-0.014397+0.0042322i,-0.014594+0.0044958i,-0.014664-0.0016172i,-0.01603-0.0040764i,-0.016114-0.0037873i,-0.011992-0.0011652i,-0.0063261+0.0041113i,-0.0062433+0.011618i,-0.0077263+0.014217i,-0.0073333+0.0099921i,-0.0048776+0.0047813i,-0.0033061+0.00028515i,-0.0076238-0.0026465i
0.045026-0.042034i,0.084816-0.063141i,0.13465-0.042018i,0.18722-0.040843i,0.1896-0.12748i,0.12187-0.17707i,0.062818-0.1096i,0.046017-0.046857i,0.023519-0.028356i,-0.00094145-0.0027243i,-0.0030959+0.01795i,0.003407+0.023575i,0.010577+0.020594i,0.0070693+0.012873i,-0.0024131+0.011748i,-0.0023162+0.011028i,0.0029373+0.0032513i,0.0064385-0.008887i,0.0055063-0.016505i,0.00255-0.014023i,0.0014027-0.0080993i,0.0013487-0.0038626i,0.0028384+5.4609e-05i
-0.051111-0.071054i,-0.10067-0.12651i,-0.11504-0.15692i,-0.11368-0.17268i,-0.1757-0.17357i,-0.22942-0.13087i,-0.17708-0.074189i,-0.099555-0.053833i,-0.05772-0.036275i,-0.014533-0.0085527i,0.016915-0.0029187i,0.016679-0.006549i,0.0066533-0.0030624i,0.0040214+0.0058624i,0.0084168+0.010412i,0.0097955+0.0063971i,0.0072435+0.0022695i,0.007077+0.0028777i,0.0074879+0.0060913i,0.0056037+0.0078606i,0.0026347+0.0073663i,-0.00056017+0.0073124i,-0.001446+0.0098864i
-0.047266+0.035612i,-0.055591+0.070177i,-0.024293+0.063049i,-0.011477+0.046237i,-0.042244+0.1073i,-0.04598+0.16974i,-0.018022+0.12305i,-0.019029+0.057349i,-0.018425+0.035972i,-0.0021503+0.0070214i,-0.0015718-0.01815i,-0.0017561-0.021047i,0.0019164-0.018888i,0.0049498-0.013522i,0.0085608-0.0087721i,0.0073166-0.0079709i,-0.00079918-0.0068782i,-0.012238-0.0053571i,-0.018596-0.0039877i,-0.014645-0.003335i,-0.0049816-0.0036726i,0.0019092-0.0057273i,0.0064345-0.010005i
0.0087815+0.072573i,0.021751+0.12106i,0.017406+0.12503i,0.01063+0.091685i,0.0535+0.074365i,0.097973+0.081058i,0.070481+0.086242i,0.03494+0.086455i,0.026225+0.059459i,3.9814e-05+0.020995i,-0.025342+0.011379i,-0.025805+0.015679i,-0.015297+0.013993i,-0.0065805+0.0039003i,-0.006104-0.0070143i,-0.0087719-0.0076352i,-0.0042828-0.0016829i,0.004621+0.0014321i,0.0086956+0.001286i,0.006849+0.0010355i,0.0039581+0.001477i,0.0021785+0.0028316i,-0.00025346+0.0042536i
0.069355-0.023224i,0.097276-0.093586i,0.051552-0.18192i,-0.027271-0.20098i,-0.031039-0.1729i,0.018086-0.16679i,0.036034-0.14032i,0.039982-0.092005i,0.034455-0.059065i,0.012293-0.018215i,0.0051498+0.014043i,0.0062131+0.015255i,0.00088549+0.0090423i,-0.0053827+0.0061692i,-0.0087082+0.0061837i,-0.0056684+0.0075196i,-0.00054255+0.0068553i,0.0013183+0.0086093i,0.001689+0.011345i,0.0018154+0.0088632i,-0.0011245+0.0027236i,-0.0060265-0.0028044i,-0.012213-0.0068105i
0.027349-0.041965i,0.018599-0.046144i,-0.012661+0.02805i,-0.045713+0.11605i,-0.08514+0.10605i,-0.11033+0.053414i,-0.066752+0.023374i,-0.013837-0.016236i,-0.008494-0.034077i,0.0046159-0.014257i,0.029087-0.00522i,0.031436-0.0066136i,0.020523-0.0023849i,0.0081643+0.004815i,0.001794+0.010543i,0.0013586+0.0088351i,0.00066428+7.5482e-05i,0.0016449-0.0096011i,0.0035099-0.014468i,0.0033066-0.012754i,0.0041378-0.0054367i,0.0070056+0.0025618i,0.011382+0.0091161i
-0.081554-0.018445i,-0.17272+0.02653i,-0.2033+0.12297i,-0.10651+0.19612i,0.0048565+0.20151i,0.024173+0.14814i,-0.022735+0.073644i,-0.075114+0.037711i,-0.073398+0.033218i,-0.036218+0.0067004i,-0.024123-0.022388i,-0.024623-0.021105i,-0.013214-0.0092468i,0.00072974-0.0040001i,0.0087013-0.0025226i,0.0092601-0.0025969i,0.0052063-0.0019823i,0.0018842-0.00070991i,-0.00049016-0.0013358i,-0.0038103-0.0020803i,-0.0049079-0.00080529i,-0.0051946+0.00034653i,-0.0075649+0.0015158i
0.00050025+0.01844i,0.09996+0.022409i,0.2665-0.034916i,0.3489-0.14175i,0.28912-0.18985i,0.18807-0.14231i,0.1053-0.071993i,0.055713-0.010177i,0.032025+0.022774i,0.001385+0.015841i,-0.024851+0.0094003i,-0.020611+0.011191i,-0.00753+0.0040629i,-0.0015929-0.002745i,0.00033093-0.0045692i,-0.00098085-0.0027437i,-0.0021042+0.0019237i,-0.004503+0.004165i,-0.0092736+0.0049366i,-0.0093722+0.0053142i,-0.0041408+0.0015751i,0.0026333-0.0037584i,0.0093006-0.0098457i
0.021286+0.060872i,0.057251+0.091035i,0.063295+0.048603i,-0.00012407-0.06619i,-0.085852-0.15769i,-0.11759-0.14402i,-0.071769-0.058098i,0.010695-0.0033673i,0.051509-0.0021482i,0.032015+0.011317i,0.015776+0.039572i,0.014883+0.037228i,0.0044683+0.01596i,-0.0059485+0.0032016i,-0.0094815-0.0018284i,-0.0079315-0.0043085i,-0.0024778-0.0056381i,0.0020955-0.0049478i,0.0053805-0.001909i,0.0053094+0.0013323i,0.0011244+0.0039893i,-0.0039728+0.0074497i,-0.0074112+0.011725i
0.0082044-0.054903i,-0.069968-0.19738i,-0.2483-0.32793i,-0.41261-0.25117i,-0.41999-0.023577i,-0.29421+0.089886i,-0.16192+0.042183i,-0.087747-0.033196i,-0.051167-0.055353i,-0.010754-0.032396i,0.024857-0.019029i,0.028202-0.019248i,0.013876-0.0088736i,0.0019218+0.0027068i,-0.0028764+0.007968i,-0.0012106+0.0088105i,0.0010601+0.0041318i,0.0015751+0.00026502i,0.0028124-0.0009514i,0.0038933-0.0011753i,0.00369-0.00016425i,0.004412-0.0023778i,0.0020633-0.0090735i
0.039068+0.0056871i,0.059823+0.081093i,0.077021+0.22894i,0.12086+0.33395i,0.1759+0.32118i,0.17517+0.24783i,0.10755+0.15491i,0.016734+0.070121i,-0.038363+0.024789i,-0.030947-0.005541i,-0.014034-0.0325i,-0.01592-0.029443i,-0.011515-0.007218i,-0.00061406+0.0063139i,0.0034566+0.00831i,0.00099655+0.0053741i,-0.0043927+0.0039052i,-0.0065717+0.0024445i,-0.0060891-0.0008362i,-0.0048561-0.0025199i,-0.00078318-0.0016804i,0.0025099+0.0018989i,0.0068857+0.0085122i
-0.061949+0.0092108i,-0.14522+0.098032i,-0.15556+0.23064i,-0.010785+0.25721i,0.1599+0.11273i,0.18169-0.034844i,0.095957-0.03508i,0.037805+0.04409i,0.024712+0.076269i,-0.0014376+0.045836i,-0.034915+0.020084i,-0.033883+0.016763i,-0.0078184+0.0085601i,0.0060751-0.00075714i,0.0071048-0.0015419i,0.0081599-5.612e-05i,0.0089572+0.0013741i,0.0073618+0.0024516i,0.0037096+0.0022822i,0.00016579+0.00055429i,-0.0014362-0.0027785i,-0.0049277-0.0074936i,-0.011829-0.010278i
0.050893-0.053522i,0.19783-0.14534i,0.35708-0.29479i,0.31296-0.41636i,0.090151-0.41165i,-0.037618-0.29667i,-0.004204-0.17345i,0.058034-0.090551i,0.073392-0.039295i,0.043418-0.00035027i,0.01579+0.029808i,0.012009+0.034351i,0.0091221+0.017266i,0.0034785+0.0029725i,0.0013638-0.0034266i,-0.00034942-0.0051185i,3.1601e-05-0.0041086i,0.0024174-0.0032793i,0.0045525-0.0017478i,0.0040008+0.0011746i,0.00080422+0.0040222i,0.0018863+0.0067391i,0.0082049+0.0058225i
-0.029632+0.074821i,-0.046469+0.12279i,-0.060593+0.11771i,-0.087811+0.076815i,-0.14694+0.085422i,-0.18251+0.11285i,-0.13116+0.065804i,-0.053526-0.038129i,-0.021357-0.095524i,-0.0024352-0.067363i,0.024461-0.026784i,0.030798-0.018242i,0.01298-0.016779i,-0.0014225-0.010519i,-0.0043653-0.006731i,-0.0026953-0.005718i,-0.0021683-0.0071493i,-0.0029017-0.0081642i,-0.0023353-0.0070331i,-0.0017049-0.0058298i,-0.0034426-0.003156i,-0.0067942+0.00031564i,-0.0098247+0.0048186i
-0.031816-0.050415i,-0.13296-0.1587i,-0.28789-0.22918i,-0.33304-0.13072i,-0.17326+0.028239i,-0.00048412+0.061869i,-0.0022851+0.009418i,-0.088491-0.011849i,-0.11222+0.0013647i,-0.069736-0.0042888i,-0.030153-0.023074i,-0.0174-0.02202i,-0.0077261-0.0039445i,-0.00071449+0.0036452i,-0.0055731+0.0018931i,-0.010755+0.0039743i,-0.0091159+0.0066939i,-0.005739+0.0057163i,-0.0055086+0.0021924i,-0.0050111+0.0009126i,0.0019686+0.00095136i,0.011592-0.0030099i,0.015115-0.0097605i
0.088159+0.068203i,0.17292+0.16662i,0.22998+0.24436i,0.22594+0.18509i,0.17913+0.045977i,0.11606-0.015035i,0.046786+0.025886i,-0.0079717+0.099425i,-0.024044+0.12656i,-0.022465+0.087489i,-0.027777+0.035831i,-0.027814+0.011207i,-0.017472+0.0012405i,-0.010961-0.0021492i,-0.0068177+0.0024237i,-0.00040443+0.0043066i,0.003902+0.002233i,0.0033404+0.0024559i,0.00046561+0.0052197i,-0.00090502+0.0059225i,-0.0036062+0.0030343i,-0.0079417+0.0028319i,-0.0089638+0.0051008i
-0.046454-0.040139i,-0.11887-0.037989i,-0.14761+0.019657i,-0.12064+0.060404i,-0.13827+0.0025955i,-0.18518-0.056134i,-0.12178-0.010828i,0.031789+0.040761i,0.11438+0.030046i,0.085332+0.013503i,0.034437+0.023494i,0.017907+0.030717i,0.012288+0.019583i,0.0022676+0.012317i,0.00028058+0.013266i,0.0037269+0.013046i,0.006093+0.009272i,0.0075774+0.0042898i,0.0088481+0.0021128i,0.0074675+0.00033742i,0.0030216-0.0024183i,-0.0006404-0.0069414i,-0.0043958-0.0096187i
0.046801-0.053428i,0.13317-0.11606i,0.18376-0.16231i,0.12682-0.10693i,0.057384+0.053614i,0.070647+0.163i,0.11288+0.10025i,0.10945-0.035436i,0.069274-0.10488i,0.035236-0.085161i,0.023455-0.040324i,0.012462-0.016313i,-0.0013012+0.00059148i,0.00097863+0.012037i,0.0089922+0.0060972i,0.0072253-0.0049551i,0.0012875-0.0081553i,-0.0019945-0.0068117i,-0.0024722-0.0070326i,-0.0026705-0.0050174i,-0.0019125+0.0030086i,0.0015554+0.010847i,0.004504+0.014782i
-0.092518+0.069685i,-0.16675+0.14494i,-0.14529+0.17398i,-0.012475+0.11757i,0.095023+0.047164i,0.10581+0.0037594i,0.044534-0.047794i,-0.053162-0.0933i,-0.11819-0.080023i,-0.098253-0.037806i,-0.04013-0.020694i,-0.0024734-0.01852i,0.014133-0.012455i,0.018511-0.0093473i,0.010273-0.0082806i,0.0036635-0.0028542i,0.0042723-1.4365e-05i,0.0042274-0.0020343i,-1.5726e-05-0.0029722i,-0.0027747-0.0023662i,-0.0010117-0.0031785i,0.00065858-0.0055497i,0.0013642-0.0065835i
0.045738-0.032177i,0.09695-0.089515i,0.10547-0.14873i,0.066109-0.17774i,0.054974-0.21358i,0.048609-0.23784i,-0.015998-0.16416i,-0.082372-0.015054i,-0.081512+0.084997i,-0.046387+0.081324i,-0.033972+0.038799i,-0.030618+0.021532i,-0.011724+0.011849i,-0.0020306-0.0076443i,-0.0082348-0.013381i,-0.011719-0.0081368i,-0.0096683-0.0040244i,-0.0070406-0.00061057i,-0.006376+0.0038374i,-0.0048648+0.0073789i,-0.00063284+0.0046957i,0.0029815+0.00058978i,0.004297+0.00016686i
0.053702+0.077452i,0.070729+0.10979i,0.027164+0.077585i,-0.092095+0.0087611i,-0.22987+0.0009024i,-0.27928+0.056961i,-0.19774+0.10597i,-0.048468+0.11966i,0.063601+0.089195i,0.077277+0.040055i,0.038996+0.016303i,0.017131+0.0036673i,0.002086-0.01343i,-0.014753-0.010598i,-0.012408+0.0042555i,0.00091154+0.0079895i,0.0052557+0.0022372i,0.00032484-0.0021753i,-0.0018258-0.0014835i,0.00042062-0.0014852i,-0.0021959-0.0024141i,-0.0069934-0.0029312i,-0.010025-0.0050104i
-0.036931-0.11354i,-0.11042-0.20135i,-0.17763-0.19686i,-0.15536-0.059909i,-0.048474+0.081951i,0.051847+0.10863i,0.098315+0.058879i,0.10793-0.01006i,0.083981-0.06554i,0.038575-0.065922i,0.01361-0.026308i,0.0087114+0.0014751i,-0.0042226+0.012988i,-0.011785+0.018301i,-0.0084095+0.011419i,-0.0092097+0.0013048i,-0.0088288+0.0014492i,-0.0012712+0.0065939i,0.004876+0.0064088i,0.0049119+0.0028867i,0.0034335+0.0042304i,0.0047772+0.0079709i,0.0078834+0.0091443i
0.030918+0.042919i,0.05907+0.14358i,0.074433+0.27296i,0.10392+0.29927i,0.14519+0.18867i,0.12978+0.072957i,0.068374+0.0089553i,0.0020757-0.04559i,-0.062216-0.07041i,-0.076152-0.041445i,-0.038313-0.017775i,-0.014401-0.017526i,-0.0038381-0.0068944i,0.011706+0.0032284i,0.015422+0.0011692i,0.011175-0.00087746i,0.0092518-0.00081789i,0.006249-0.00045186i,0.0025133-0.0014366i,-0.0018115-0.0025239i,-0.0024843-0.0025305i,-0.0021775-0.0029956i,-0.0063544-0.0020227i
-0.096338-0.0024467i,-0.13438+0.016572i,-0.061531+0.006293i,0.033245-0.082857i,-0.0028652-0.19713i,-0.085047-0.2329i,-0.10434-0.17134i,-0.095005-0.06591i,-0.066253+0.032661i,-0.022808+0.062404i,-0.0068741+0.036756i,-0.0063541+0.024042i,0.0076527+0.020253i,0.01189+0.0063031i,-0.0023378+0.0033042i,-0.011753+0.012104i,-0.007853+0.012691i,0.00064026+0.0019239i,0.001995-0.0066847i,0.00079679-0.0057468i,0.0028185-0.0044668i,0.0054878-0.0057669i,0.0088-0.0076392i
0.10687-0.0017172i,0.25673-0.065371i,0.33238-0.17162i,0.21119-0.18423i,0.017658-0.019112i,-0.066771+0.16407i,-0.042514+0.18924i,0.00039119+0.12421i,0.035337+0.064356i,0.046208+0.01745i,0.0226-0.0013074i,0.005373-0.0016329i,0.00025609-0.013956i,-0.0084276-0.017842i,-0.0032226-0.0081757i,0.011851-0.0081288i,0.01298-0.013188i,0.0024701-0.010753i,-0.0030435-0.0036195i,-0.0029751+0.00047619i,-0.0064851+0.0016666i,-0.010555+0.0045865i,-0.011348+0.009412i
-0.060644+0.03837i,-0.18012+0.039966i,-0.30369+0.016027i,-0.29293+0.020021i,-0.14108+0.05248i,0.0045925+0.044547i,0.03831+0.0094375i,0.028473-0.012491i,0.024596-0.038923i,0.0042071-0.046343i,-0.00091628-0.01495i,0.012924+0.0022629i,0.0092339+0.0036514i,0.0041884+0.01181i,0.006128+0.012741i,0.0027104+0.0093993i,0.00047175+0.007624i,-0.00027266+0.0055259i,-0.002137+0.0046994i,-0.0023286+0.0025926i,-0.00074398+0.000458i,0.0027845-0.00094923i,0.0046444-0.0055907i
0.055929-0.070372i,0.039252-0.12407i,-0.04058-0.10981i,-0.074004-0.030187i,0.031622-0.0057822i,0.1388-0.05563i,0.12549-0.071778i,0.045132-0.042177i,-0.026396-0.010293i,-0.048857+0.010149i,-0.031971+0.0032887i,-0.022753-0.0087417i,-0.018501+0.0018985i,-0.0079971+0.0069567i,-0.0063611-0.0052073i,-0.011205-0.015008i,-0.012324-0.013465i,-0.0067409-0.0060674i,-0.00015955-0.001455i,0.0013851+7.599e-05i,0.0027286+0.0019376i,0.0049822+0.0032821i,0.0055377+0.0043515i
0.019295+0.070334i,0.050585+0.19749i,0.11708+0.31313i,0.13472+0.25186i,-0.0016964+0.049102i,-0.17594-0.067427i,-0.18766-0.046593i,-0.078429-0.00043045i,0.0073379+0.020211i,0.034312+0.021329i,0.021971+0.0094865i,0.0061941+0.0071971i,0.012677+0.0073829i,0.016015-0.00067919i,0.006529+0.0039791i,0.005566+0.016453i,0.0097378+0.015206i,0.0076836+0.0055856i,0.004717-0.00017746i,0.0033819-0.0014384i,0.00083956-0.0033367i,-0.0030675-0.0051373i,-0.0073375-0.005762i
-0.037736-0.092739i,-0.043239-0.16107i,-0.0025802-0.18354i,0.054161-0.10969i,0.085677+0.016954i,0.094661+0.085185i,0.080357+0.056596i,0.048792-0.005378i,0.026482-0.034074i,0.012154-0.032794i,-0.0061668-0.010806i,-0.0056121+0.0079335i,-0.00044073-0.0018427i,-0.0094955-0.0083236i,-0.011252-0.0011298i,-0.0055744-0.0013813i,-0.0037274-0.0015493i,-0.0030975+0.0024386i,-0.0035208+0.0030725i,-0.0027008+0.0017079i,-0.00070264+0.00073347i,-0.0005632+0.0024704i,-0.00075205+0.0052251i
