-0.0034796+0.0017738i,-0.0026186+0.002077i,-0.0029228+0.0022895i,-0.0010202+0.00096669i,-0.00017873+0.0006166i,1.6741e-05+0.0021217i,0.00017182+0.0030108i,0.00084723+0.0028212i,0.0010243+0.0015473i,0.00053121+0.000596i,0.00019346+0.00039106i,-0.0003071-0.00055462i,-0.00079499-0.0010241i,-0.0013727-0.00076975i,-0.0011713-0.00034486i,-0.00045227+4.8855e-05i,-0.00018797-0.00053343i,0.00065907-0.0010828i,0.0011795-0.00096969i,0.00076821-0.0001566i,3.4427e-05+0.00084058i,-0.00065695+0.00081246i,-0.0005686+0.00054094i
-0.39575+0.28382i,-0.44393+0.48944i,-0.3391+0.62765i,-0.15697+0.61626i,-0.00010178+0.4004i,0.031278+0.16438i,0.0096587+0.085319i,0.019601+0.064075i,0.0080249+0.010776i,-0.022588-0.022295i,-0.025108-0.024816i,-0.012524-0.01086i,0.00038393+0.01202i,0.010893+0.021794i,0.014786+0.015531i,0.010305+0.0054939i,0.0027004-0.0027882i,0.0029564-0.0075592i,0.0069286-0.008074i,0.0095461-0.0051145i,0.016669-0.0035156i,0.018616-0.0077995i,0.0075006-0.0089352i
0.44581-0.1462i,0.57031-0.15575i,0.5685-0.15116i,0.43862-0.19883i,0.19893-0.20263i,0.043702-0.10154i,0.04319-0.041251i,0.050825-0.048835i,0.02375-0.023487i,0.0074852+0.014954i,-0.0068835+0.022551i,-0.013275+0.0090165i,-0.0040108-0.01374i,0.0019982-0.028146i,-0.0013108-0.021695i,-0.0039828-0.001419i,-0.0027166+0.015733i,-0.0037123+0.020016i,-0.0072268+0.016287i,-0.011408+0.010309i,-0.017563+0.0044214i,-0.019562+0.0050827i,-0.012422+0.0092216i
-0.36878+0.01691i,-0.38933-0.11115i,-0.31249-0.23657i,-0.25154-0.18777i,-0.15158-0.0088464i,-0.02962+0.052214i,-0.015886+0.0060075i,-0.04636+0.0020852i,-0.022746+0.0076507i,0.0084858-0.0089818i,0.020599-0.0066486i,0.019705+0.0095353i,0.0030404+0.020712i,-0.010815+0.02637i,-0.0076166+0.021594i,0.0029308+0.0035108i,0.0056326-0.014138i,0.0021782-0.018425i,0.0011748-0.014621i,0.0028116-0.0071418i,0.0066837+0.0014651i,0.01114+0.0028009i,0.011156-0.0029265i
0.22622+0.0734i,0.13844+0.17154i,-0.058025+0.22239i,-0.084561+0.17742i,0.02915+0.027385i,0.049173-0.066334i,0.033978-0.024238i,0.058882+0.0067838i,0.04042-0.0097556i,-0.0044115-0.0069334i,-0.019165-0.0033635i,-0.0091183-0.0099571i,0.013887-0.0082206i,0.031768-0.0064963i,0.028905-0.0053075i,0.014869+0.0041424i,0.0084798+0.015184i,0.0071325+0.015718i,0.00098185+0.011189i,-0.0035576+0.0097425i,-0.0033979+0.0068768i,-0.0058763+0.0045662i,-0.010045+0.0068224i
-0.1015-0.097474i,-0.025747-0.072736i,0.14492+0.057646i,0.15292+0.084913i,-0.017971+0.034337i,-0.098518+0.027075i,-0.058761-0.0070425i,-0.039035-0.046345i,-0.027705-0.028702i,-0.00088084-0.0049623i,0.0090699+0.0012758i,0.0007671-0.0010447i,-0.014297-0.014055i,-0.027311-0.023859i,-0.024692-0.019153i,-0.010201-0.014294i,-0.0024444-0.017975i,-0.0033452-0.016687i,0.0011941-0.0079765i,0.006719-0.0033833i,0.0055383-0.002409i,0.0078312-0.00065608i,0.015451-0.00058958i
0.069042+0.15054i,0.1273+0.047364i,0.1182-0.19862i,0.092067-0.22607i,0.1138-0.047225i,0.11852+0.038906i,0.050539+0.043021i,-0.0028559+0.055972i,-0.012589+0.046723i,-0.015957+0.030413i,-0.0092615+0.024783i,0.00085362+0.021572i,0.0033448+0.028364i,0.0046895+0.037741i,0.0090321+0.029645i,0.0088524+0.010217i,0.0023919+0.00040724i,-0.0040716-0.0029758i,-0.0094264-0.0094654i,-0.010232-0.0084976i,-0.0053989-0.0014443i,-0.0035855-0.0019386i,-0.008997-0.0074177i
-0.04561-0.23184i,-0.24034-0.18274i,-0.40618+0.0089989i,-0.36133+0.04846i,-0.1954-0.070908i,-0.087143-0.10322i,-0.0046842-0.043684i,0.057602-0.02545i,0.062442-0.034533i,0.048301-0.029674i,0.031278-0.027301i,0.010248-0.023829i,0.0052567-0.019729i,0.011411-0.023599i,0.0060239-0.020004i,-0.0045055-0.0038341i,-0.0041269+0.0063699i,0.00070434+0.010274i,0.0021426+0.016042i,0.0020677+0.013859i,0.0011655+0.0051038i,0.0002134+0.0025532i,-0.00043109+0.0081279i
0.011794+0.28246i,0.1967+0.38786i,0.39886+0.36262i,0.3548+0.28893i,0.14373+0.22279i,0.03086+0.13392i,-0.0063161+0.024724i,-0.055692-0.018988i,-0.075617+0.00066597i,-0.05762+0.014114i,-0.033845+0.016636i,-0.013433+0.017309i,-0.0081082+0.01455i,-0.01658+0.012781i,-0.013814+0.0092348i,-0.00064844-0.0028156i,0.0009264-0.013927i,-0.0041197-0.015903i,-0.0010944-0.014551i,0.0028709-0.010655i,0.0032002-0.0043913i,0.0046414-0.001583i,0.0073087-0.0028629i
0.073781-0.25436i,0.060517-0.44796i,-0.036908-0.56408i,-0.038932-0.48454i,0.052978-0.29189i,0.074257-0.13517i,0.040385-0.023587i,0.052066+0.034529i,0.075531+0.030789i,0.062935+0.01153i,0.036157-0.0003324i,0.014816-0.0043068i,0.011027+0.0011988i,0.021094+0.0077423i,0.02051+0.0091099i,0.0086433+0.012345i,0.0057179+0.019161i,0.0065317+0.018315i,-0.00034277+0.009636i,-0.0071363+0.0024159i,-0.0081652-0.0014051i,-0.0086079-0.0027896i,-0.010984-0.0005773i
-0.16339+0.10763i,-0.3345+0.26017i,-0.37453+0.39916i,-0.30803+0.33866i,-0.22859+0.14762i,-0.14102+0.026517i,-0.051335-0.016179i,-0.018664-0.044019i,-0.029056-0.052554i,-0.033074-0.038385i,-0.024-0.017276i,-0.011872-0.0021286i,-0.005996-0.0013444i,-0.007852-0.011457i,-0.0091453-0.017468i,-0.0063577-0.016468i,-0.0051243-0.016881i,-0.0038226-0.013504i,0.0017941-0.0032786i,0.0047251+0.0045009i,0.0037939+0.0059122i,0.0045751+0.0067518i,0.0087227+0.0084289i
0.17886+0.12155i,0.4491+0.10209i,0.55369+0.011081i,0.42523-0.0093967i,0.22944+0.048916i,0.093871+0.0626i,0.017502+0.031959i,-0.01126+0.02697i,-0.0087189+0.036516i,0.00029008+0.033571i,0.0068407+0.020466i,0.012852+0.007125i,0.015723+0.0027055i,0.011795+0.0098141i,0.008507+0.017715i,0.00984+0.015921i,0.010623+0.0097775i,0.0069733+0.0007477i,0.0007854-0.0090243i,-0.0026953-0.010415i,-0.0033228-0.0073505i,-0.004265-0.0078215i,-0.0045957-0.012553i
-0.08524-0.28641i,-0.29861-0.40872i,-0.38249-0.38519i,-0.27451-0.2805i,-0.1093-0.17812i,-0.016594-0.076143i,0.01609+0.0026092i,0.036292+0.016238i,0.036856-0.0038381i,0.019417-0.010362i,0.0042211-0.0066438i,-0.0085148-0.0064107i,-0.015313-0.0083126i,-0.0090567-0.013182i,-0.0031689-0.017086i,-0.0065887-0.013496i,-0.011962-0.0073203i,-0.014318-0.0021223i,-0.013393+0.0035249i,-0.010432+0.0048487i,-0.0073083+0.0060925i,-0.0044614+0.010972i,-0.0041668+0.014538i
-0.026605+0.34336i,0.022137+0.50478i,0.024835+0.50603i,-0.0054263+0.36674i,-0.024728+0.19266i,-0.0060052+0.058514i,0.014816-0.016476i,-0.0044955-0.03668i,-0.028646-0.019165i,-0.020922+0.0024453i,-0.00025782+0.0084166i,0.010987+0.0089713i,0.010223+0.012158i,0.00088258+0.01394i,-0.0030134+0.013468i,0.0046346+0.0088275i,0.010342+0.0032006i,0.0092149+0.0018219i,0.0064855+0.0029778i,0.0040172+0.0037767i,0.0037244-9.6717e-05i,0.0061539-0.0063293i,0.0087547-0.0091476i
0.13704-0.27934i,0.22375-0.36712i,0.28263-0.34106i,0.23818-0.24961i,0.13039-0.14389i,0.038761-0.05511i,-0.0012671-0.0005959i,0.010429+0.030767i,0.035617+0.036012i,0.036747+0.017114i,0.017341-0.0028064i,0.00020065-0.010664i,-0.00042838-0.0091753i,0.0083555-0.0039131i,0.010601-7.9387e-05i,0.0037444+0.00095518i,-0.0011466+0.00016324i,-0.0015936-0.0036101i,-0.0021563-0.0058818i,-0.0029497-0.0031313i,-0.0052093+0.0021947i,-0.008507+0.0056127i,-0.0098162+0.00439i
-0.15087+0.13714i,-0.28471+0.12467i,-0.34468+0.053353i,-0.27817+0.018234i,-0.14897+0.019187i,-0.042919+0.00918i,0.0041934-0.0057609i,0.0098341-0.025541i,-0.00034057-0.037077i,-0.0068195-0.025886i,-0.0043441-0.010454i,-0.0039362-0.002564i,-0.0094496+0.0002729i,-0.012828-0.0039552i,-0.011139-0.0093952i,-0.008451-0.0095304i,-0.0093464-0.005891i,-0.010864+0.0009812i,-0.0063981+0.0063989i,0.00097141+0.0053158i,0.0072871+0.0028783i,0.010971+0.0025909i,0.010704+0.0036233i
0.08833+0.0074445i,0.19735+0.089338i,0.21076+0.16533i,0.15864+0.14163i,0.097519+0.057938i,0.037484+0.0029415i,0.0081862-0.010019i,0.0025504+0.00054195i,0.0040434+0.010051i,0.0055524+0.0055498i,0.00071613+0.00020855i,0.0014184+0.0057001i,0.010031+0.013277i,0.011001+0.019326i,0.0075915+0.022665i,0.011118+0.018438i,0.018447+0.0094701i,0.021119+0.00031378i,0.016022-0.0053461i,0.0066466-0.0067197i,-0.00064022-0.0085071i,-0.0045852-0.011301i,-0.0051775-0.012276i
-0.0056686-0.069385i,-0.033267-0.15666i,0.010626-0.20175i,0.024323-0.16729i,-0.011745-0.091462i,-0.022205-0.021871i,-0.011803+0.0072781i,-0.00135+0.0019458i,-0.0027484-0.0099759i,-0.012289-0.0089321i,-0.0096863-0.00028923i,3.5085e-05-0.0026149i,0.0033042-0.010675i,0.0060801-0.015281i,0.0056933-0.016781i,-0.0056294-0.014835i,-0.01979-0.011329i,-0.02448-0.0072097i,-0.016643-0.0043085i,-0.0074088-0.0006233i,-0.0051346+0.0072862i,-0.0053417+0.015249i,-0.0055884+0.016616i
-0.050929+0.077346i,-0.080878+0.10394i,-0.1497+0.090097i,-0.14002+0.070046i,-0.055553+0.055447i,0.0053988+0.020111i,0.014936-0.0056749i,0.0022029-0.01005i,-0.0043617-0.00046942i,0.0015841+0.0097754i,0.0048382+0.0059101i,-0.0022945+0.00047988i,-0.0095404+0.0019256i,-0.011503+0.0037235i,-0.0059279+0.0063759i,0.0053881+0.010628i,0.014624+0.010332i,0.014723+0.0055848i,0.0070902+0.0016389i,0.0021473-0.0013404i,0.0067459-0.0050981i,0.013928-0.01006i,0.015092-0.011393i
0.071031-0.016746i,0.11041+0.017976i,0.16346+0.066349i,0.15602+0.048985i,0.093364-0.0067044i,0.031546-0.018597i,0.01033-9.3489e-05i,0.011348+0.013054i,0.0071431+0.012877i,0.00028191+0.0084838i,-0.0025369+0.010501i,0.0028197+0.014989i,0.011778+0.014352i,0.015474+0.011212i,0.013936+0.006056i,0.0079285-0.001346i,-0.00050453-0.0059768i,-0.0056196-0.0060703i,-0.0066074-0.0035165i,-0.0077272-0.0010266i,-0.012512+0.00066854i,-0.0176+0.0025536i,-0.017443+0.0033535i
-0.034129-0.054541i,-0.047502-0.10525i,-0.067386-0.15747i,-0.090252-0.13586i,-0.090839-0.060568i,-0.056736-0.012621i,-0.024933-0.007912i,-0.0077811-0.010372i,0.0042748-0.0049126i,0.01425+0.00082641i,0.020281-0.0046546i,0.013003-0.017894i,-0.001577-0.023181i,-0.0083357-0.022701i,-0.0095468-0.01922i,-0.010437-0.010582i,-0.0089194-0.00096246i,-0.0053135+0.0062279i,-0.0011392+0.0087038i,0.0039641+0.0082251i,0.0098232+0.0093383i,0.01417+0.0089088i,0.014848+0.0062156i
-0.0062778+0.10365i,-0.025939+0.13219i,-0.047145+0.15904i,-0.0092566+0.15201i,0.047555+0.099437i,0.055861+0.04629i,0.037469+0.022672i,0.023982+0.012324i,0.014522+0.0036384i,0.0036471-0.0047442i,-0.0101-0.0053048i,-0.01487+0.0096299i,-0.0071423+0.022817i,-0.0012485+0.025502i,0.0026352+0.023922i,0.010873+0.016903i,0.01655+0.0043177i,0.013911-0.0071105i,0.0053843-0.011865i,-0.0010994-0.011209i,-0.0018982-0.012429i,-0.0032521-0.013869i,-0.0057541-0.011593i
0.028079-0.11745i,0.069164-0.082563i,0.12705-0.066189i,0.10306-0.092712i,0.025062-0.09515i,-0.0092296-0.058766i,-0.002768-0.026512i,0.0049465-0.01277i,0.0030191-0.010067i,0.0001305-0.0032154i,0.0068648+0.0047267i,0.015454+0.0003341i,0.016051-0.0098806i,0.011731-0.016491i,0.0042359-0.019285i,-0.0064994-0.0171i,-0.015594-0.0093542i,-0.017888+0.0019259i,-0.012042+0.010119i,-0.0064094+0.011383i,-0.0066593+0.010463i,-0.0063917+0.011369i,-0.0032283+0.01074i
-0.028355+0.10751i,-0.048899+0.026072i,-0.11351-0.041864i,-0.13264-0.016811i,-0.079019+0.027712i,-0.02904+0.021829i,-0.012928-0.00012405i,-0.0083148-0.0068416i,-0.0053097-0.0029832i,-0.0029739-0.0028712i,-0.0055959-0.0094027i,-0.014004-0.0098037i,-0.018845-0.00024704i,-0.017172+0.010619i,-0.0094287+0.017966i,0.0021992+0.019221i,0.011921+0.013195i,0.017112+0.0020821i,0.015397-0.0070137i,0.0097983-0.0087083i,0.0086397-0.0057154i,0.0091834-0.003902i,0.0059708-0.0037404i
0.0026107-0.065766i,0.0039306+0.02563i,0.04602+0.11229i,0.090949+0.10705i,0.086917+0.048372i,0.050993+0.021256i,0.02767+0.020986i,0.018639+0.014056i,0.01257+0.0036222i,0.0065541+0.0048268i,0.003465+0.013904i,0.0087217+0.020422i,0.020839+0.01832i,0.02853+0.0078943i,0.025491-0.0029632i,0.015901-0.009377i,0.0033589-0.011693i,-0.00882-0.0090961i,-0.014278-0.0025572i,-0.013283+0.00097505i,-0.011225-0.00028074i,-0.010734-0.00028016i,-0.0081492+0.0018388i
0.036001+0.028392i,0.04926-0.045202i,0.032899-0.12051i,-0.011257-0.14896i,-0.045152-0.1213i,-0.035292-0.076033i,-0.015569-0.04399i,-0.012365-0.024052i,-0.013968-0.011662i,-0.0098873-0.007268i,-0.0025302-0.011101i,-0.0011127-0.020911i,-0.008689-0.027331i,-0.0186-0.025454i,-0.022591-0.017696i,-0.019665-0.0072365i,-0.011551+0.0014094i,-0.00023276+0.0059151i,0.0065719+0.0064185i,0.0053012+0.0058344i,0.0023892+0.008002i,0.0031532+0.0093543i,0.0047517+0.0059717i
-0.067125+0.023831i,-0.083995+0.056812i,-0.087682+0.091705i,-0.064846+0.12428i,-0.026763+0.12584i,-0.0060384+0.084776i,0.0012638+0.04466i,0.010178+0.026142i,0.014368+0.019635i,0.010359+0.017189i,0.0020619+0.015628i,-0.0056556+0.019673i,-0.0057821+0.026296i,0.0022885+0.029432i,0.011409+0.026718i,0.015722+0.017046i,0.013531+0.004892i,0.0077787-0.0053398i,0.0027104-0.0089496i,0.0025405-0.0068384i,0.0067278-0.0057049i,0.0074736-0.0058959i,0.0026975-0.0036679i
0.095079-0.052976i,0.11044-0.033785i,0.12197-0.028047i,0.11566-0.05896i,0.089762-0.076262i,0.054105-0.052946i,0.026687-0.025515i,0.011576-0.016825i,0.0047293-0.017161i,0.0032207-0.014779i,0.0067858-0.0098979i,0.013504-0.0084679i,0.016621-0.011245i,0.011881-0.018021i,0.001441-0.023399i,-0.0070518-0.020081i,-0.0098419-0.011303i,-0.010162-0.0019856i,-0.010624+0.0047376i,-0.01085+0.006068i,-0.010898+0.0032602i,-0.008279+0.0021286i,-0.0020468+0.0021517i
-0.095734+0.052256i,-0.096413+0.00048085i,-0.10902-0.040529i,-0.12568-0.033252i,-0.10768-0.015888i,-0.060234-0.0082225i,-0.020784-0.0041621i,-0.0033373+0.0032686i,-0.0015025+0.010403i,-0.0042254+0.010978i,-0.006451+0.0056461i,-0.010809-0.00079537i,-0.015995-0.002357i,-0.018253+0.0051112i,-0.014723+0.013908i,-0.0074328+0.015266i,-0.0014994+0.0093829i,0.0042177+0.0016246i,0.0088596-0.0043742i,0.0091696-0.0057668i,0.0074766-0.0027803i,0.0050982-0.0015155i,0.00077307-0.0034541i
0.08146-0.036997i,0.072236+0.029956i,0.068447+0.09455i,0.086626+0.11402i,0.076605+0.089079i,0.039763+0.050677i,0.01411+0.01971i,0.010301-0.00028338i,0.014553-0.0068611i,0.015944-0.0024244i,0.014638+0.0035017i,0.012243+0.0092809i,0.011762+0.014932i,0.016772+0.013631i,0.021035+0.0056435i,0.01832+0.00038615i,0.010063+0.00082057i,0.00026932+0.0026273i,-0.0064561+0.0040061i,-0.0086376+0.0032301i,-0.0065193+0.00073504i,-0.0038543+0.0009755i,-0.0022209+0.0036048i
-0.068661-0.0012386i,-0.048714-0.052793i,-0.015732-0.11025i,-0.0087807-0.14673i,-0.008178-0.12341i,0.0051508-0.064637i,0.012126-0.021366i,0.0044754-0.00733i,-0.0048158-0.010222i,-0.0080542-0.014566i,-0.008058-0.015244i,-0.0060887-0.012603i,-0.0034494-0.0099159i,-0.0053049-0.0099509i,-0.011447-0.0088021i,-0.014044-0.0047176i,-0.0091767-0.002198i,-0.0015848-0.0018027i,0.001222-0.0016854i,-0.0013103-0.00026698i,-0.0046165+0.0022492i,-0.0046787+0.0035756i,-0.0017904+0.002219i
0.036555+0.050212i,0.01518+0.080317i,-0.037816+0.093907i,-0.070639+0.1025i,-0.064083+0.0831i,-0.043625+0.037244i,-0.021138+0.0084935i,-0.0053236+0.0063983i,-0.001786+0.013411i,-0.0020732+0.018419i,-0.0010959+0.01846i,0.00081717+0.012795i,0.0036826+0.0059025i,0.0074917+0.0049214i,0.012511+0.0076057i,0.016056+0.0067476i,0.012057+0.0025902i,0.0039587-0.0001654i,0.00019375-0.00066608i,0.0023668+0.00057536i,0.0058135+0.0019899i,0.0063668+0.0023654i,0.0023425+0.0020352i
-0.0064048-0.059937i,0.025956-0.065512i,0.071499-0.044691i,0.099338-0.026294i,0.095465-0.010804i,0.066182+0.0058927i,0.036208+0.0072593i,0.020551-0.0033107i,0.015708-0.011656i,0.012826-0.01447i,0.0084093-0.01257i,0.0021422-0.0074639i,-0.0032361-0.0021805i,-0.0056416-0.0018399i,-0.0074036-0.0056879i,-0.0084421-0.0054788i,-0.0071967-0.00099764i,-0.004274+0.0018289i,-0.0016682+0.0022135i,-0.0019629-2.1309e-05i,-0.0043704-0.003342i,-0.0040815-0.003481i,6.8599e-05-0.00094663i
-0.00098403+0.054116i,-0.039189+0.028827i,-0.073854-0.013133i,-0.086626-0.048709i,-0.077077-0.063746i,-0.047341-0.049665i,-0.02012-0.020853i,-0.0096244+0.00035951i,-0.011112+0.0081742i,-0.014304+0.01013i,-0.011419+0.01118i,-0.0027537+0.0089668i,0.0057614+0.0049429i,0.0096809+0.0043558i,0.008605+0.0055174i,0.0076071+0.0022594i,0.0078789-0.0036205i,0.0069262-0.0085539i,0.0046092-0.009604i,0.001557-0.004776i,0.00074017+0.0010518i,0.0012186+0.0026163i,0.0012095+0.00047312i
0.0073594-0.022212i,0.032267+0.023278i,0.0435+0.068307i,0.039478+0.096657i,0.028071+0.0958i,0.015791+0.056882i,0.0098995+0.014146i,0.01387-0.0044632i,0.016621-0.0050327i,0.014902-0.00068987i,0.01304-0.0012989i,0.0084082-0.0069055i,0.00040205-0.011866i,-0.0051927-0.013105i,-0.0051288-0.0094066i,-0.0039729-0.0038758i,-0.006257+0.00064661i,-0.010004+0.0038832i,-0.0099321+0.0044747i,-0.0056872+0.0023695i,-0.0024076-0.0012687i,-0.0019474-0.0036751i,-0.0044491-0.0030652i
0.0013181-0.042565i,-0.0080042-0.068768i,0.0064132-0.090652i,0.022639-0.10495i,0.027355-0.08625i,0.019428-0.038005i,0.0087723-0.0015406i,0.00082711+0.003402i,-0.0031118-0.0021119i,-0.0030766-0.0040931i,-0.0046072-0.0029374i,-0.008079+0.0040013i,-0.0084476+0.014907i,-0.0044989+0.019793i,-0.0013839+0.015329i,-0.00064968+0.0087405i,0.00082873+0.0038304i,0.0037342-0.00039721i,0.0041375-0.0030408i,0.00040809-0.0029203i,-0.0027337-0.0002937i,-0.00032137+0.0026969i,0.0038866+0.0043527i
-0.029188+0.086146i,-0.027088+0.097442i,-0.05022+0.080322i,-0.068483+0.061833i,-0.057853+0.030985i,-0.032691-0.0031875i,-0.010592-0.014184i,-1.309e-05-0.0071837i,0.0013003-6.4348e-05i,-0.0004697+0.0025442i,0.00065829+0.0040148i,0.0082034+0.0028665i,0.015419-0.0025447i,0.015043-0.0076051i,0.011551-0.007522i,0.0088388-0.005653i,0.0042437-0.0049031i,-0.0012056-0.0024513i,-0.0030237+0.0018881i,-0.0021859+0.004288i,-0.0010378+0.0044728i,-0.0013916+0.0024514i,-0.0038502-0.0010211i
0.035986-0.098023i,0.055417-0.084881i,0.073354-0.039909i,0.076575-0.0020512i,0.054659+0.023921i,0.028095+0.035992i,0.014595+0.024929i,0.0092531+0.0087512i,0.0079225+0.0022961i,0.0091439+0.0015131i,0.0085387-0.0010116i,0.001306-0.0060624i,-0.0078947-0.0073511i,-0.011039-0.003534i,-0.0093778+0.001133i,-0.0078261+0.0040561i,-0.0059245+0.0036556i,-0.0028419+0.001222i,-0.0003075-0.00063468i,0.0012914-0.0023922i,0.0021152-0.0035584i,0.0023557-0.0019278i,0.0016468+0.00085663i
-0.035442+0.09272i,-0.058414+0.054186i,-0.061259-0.0090696i,-0.047109-0.055342i,-0.026197-0.068796i,-0.0060912-0.055228i,0.00091271-0.028907i,-0.00042161-0.010822i,-0.0045265-0.0066233i,-0.0090079-0.0050501i,-0.011011+0.0007881i,-0.007488+0.0099616i,0.0002642+0.015576i,0.0069179+0.013076i,0.010553+0.0070401i,0.0115+0.0025726i,0.01043+0.0010361i,0.0072782+0.00095077i,0.0032833+0.0011842i,-0.00021431+0.0020959i,-0.0022027+0.0031373i,-0.00072222+0.001784i,0.0026248-0.00041062i
0.04206-0.051784i,0.05286-0.012581i,0.02886+0.03485i,-0.0041253+0.062811i,-0.017715+0.065267i,-0.01657+0.042366i,-0.005123+0.016544i,0.0062229+0.005923i,0.0083911+0.0057214i,0.0098908+0.0061622i,0.013756+0.00055659i,0.014241-0.0086293i,0.0095571-0.014852i,0.0025501-0.015554i,-0.0035322-0.010596i,-0.005444-0.0058072i,-0.004804-0.0049463i,-0.0058679-0.005959i,-0.0054384-0.0037373i,-0.0014909-6.145e-05i,0.00089554-9.1308e-05i,-0.0016058-0.0020364i,-0.0061335-0.002647i
-0.015255+0.0025672i,-0.023938-0.025247i,0.0011649-0.044928i,0.029978-0.04711i,0.036761-0.037836i,0.023811-0.015746i,0.0083696-2.1508e-05i,0.0011906-0.0014197i,-0.001618-0.0051216i,-0.0046749-0.0045604i,-0.009853-0.002218i,-0.015127+0.0028704i,-0.014684+0.0092382i,-0.0080498+0.012165i,6.1929e-05+0.010295i,0.0040508+0.0072478i,0.0043892+0.0049337i,0.0034562+0.0031339i,0.0022255+0.00048496i,0.00051872-0.0021037i,-0.0016299-0.001527i,0.0002666+0.0024954i,0.0043835+0.0057496i
-0.00023981+0.012569i,-0.010119+0.029816i,-0.0319+0.030321i,-0.041016+0.014258i,-0.031938-0.0066051i,-0.010583-0.016555i,0.0054167-0.011759i,0.006726-0.0043866i,0.0032917-0.00097577i,0.0028071+0.00071667i,0.0050552+0.0027879i,0.0088582+0.0027867i,0.011774-0.0010627i,0.010399-0.0055306i,0.0062927-0.0074587i,0.0031619-0.0090943i,-0.00025403-0.0086911i,-0.0036526-0.0051805i,-0.0043458-0.00063204i,-0.0034145+0.0030512i,-0.0020358+0.0035958i,-0.0022279-0.00053303i,-0.0039692-0.0044699i
0.0085423-0.019052i,0.026355-0.0073763i,0.043587+0.0059654i,0.035732+0.015613i,0.0099285+0.025707i,-0.0073165+0.02416i,-0.0072321+0.011052i,-0.0010948+0.0019142i,0.0017685-0.00044173i,0.0022259-0.00047969i,0.0017719-0.002377i,-0.0025479-0.0044987i,-0.008339-0.0012911i,-0.0097619+0.0051057i,-0.0079108+0.0078448i,-0.0047544+0.008024i,-0.00044666+0.0077854i,0.0017661+0.0037349i,0.0012535-0.00057225i,0.00022019-0.0021904i,0.00016387-0.0013937i,0.00091189+0.0018257i,0.0012988+0.0048127i
-0.015881+0.0087651i,-0.017418-0.0093046i,-0.016224-0.032867i,-0.0068631-0.045652i,0.012638-0.042022i,0.021859-0.028014i,0.014827-0.012255i,0.0052352-0.0035089i,0.00028974-0.0010176i,-0.0019393+0.0015408i,-0.0046513+0.0043739i,-0.0026188+0.0076407i,0.0063507+0.0082826i,0.013075+0.0025636i,0.012958-0.0035715i,0.008695-0.0063224i,0.0039706-0.0062517i,-8.7234e-05-0.003802i,-0.0016458-0.0014665i,-0.00025647-5.6199e-05i,0.00055311+0.00070112i,0.00055547-0.00066617i,0.0014204-0.003088i
0.020971+0.015842i,0.017858+0.020946i,-0.0076995+0.027476i,-0.030077+0.033209i,-0.03349+0.024472i,-0.025578+0.011132i,-0.011259+0.0058468i,0.0019341+0.0047729i,0.006095+0.0026578i,0.0072762+7.3677e-05i,0.0098406-0.0021i,0.0084623-0.0055865i,0.0011736-0.0083303i,-0.0057937-0.005877i,-0.0086742+4.0182e-06i,-0.0082896+0.0045501i,-0.0054204+0.004357i,-0.0018129+0.0011883i,6.704e-05-0.00097373i,0.0005122-0.0010597i,-0.00057747-0.00068157i,-0.0022792-0.0010132i,-0.0037809-0.0018379i
-0.011676-0.032815i,-0.0072602-0.03265i,0.018673-0.017508i,0.03771-0.008261i,0.031357-0.0074404i,0.017991-0.0017755i,0.0098365+0.0010047i,0.0053165-0.0012888i,0.00093666-0.0020157i,-0.0043878-0.0015005i,-0.0099254-0.00059798i,-0.011876+0.0027456i,-0.0072427+0.0083928i,-0.0012539+0.010009i,0.0025751+0.0067141i,0.0046755+0.0037221i,0.0056409+0.0026825i,0.0043497+0.0021733i,0.00088623+0.00064195i,-0.0015945-0.00040221i,-0.0016921+0.00038777i,0.0003741+0.0017794i,0.0020041+0.0038246i
0.019971+0.036949i,-0.00051639+0.030856i,-0.022088+0.0079843i,-0.023706-0.0098469i,-0.013586-0.010364i,-0.0014943-0.0054969i,0.0048312-0.00023041i,0.006162+0.0015018i,0.0058478+0.0012039i,0.0070745+0.003417i,0.011048+0.0060739i,0.013722+0.0035641i,0.01387-0.0020221i,0.011304-0.0055056i,0.0067548-0.0064087i,0.0024784-0.0074871i,0.00018146-0.0084546i,9.4e-05-0.0063917i,-4.8806e-05-0.0027117i,-0.00077364+0.00010012i,-0.0011743+0.00047037i,-0.0016442-0.0013862i,-0.0029238-0.0026899i
-0.020066-0.035095i,0.00058741-0.012326i,0.016132+0.0074758i,0.0066376+0.011413i,-0.0060562+0.0090148i,-0.0093141+0.0012536i,-0.0046641-0.0053895i,-0.00087133-0.0063837i,-0.00072513-0.0059296i,-0.003478-0.0069271i,-0.0065194-0.0097091i,-0.010784-0.0095973i,-0.015832-0.0046202i,-0.015985+0.00084144i,-0.010984+0.0041971i,-0.0059033+0.0065705i,-0.0033565+0.0077539i,-0.0027596+0.005229i,-0.0026774+0.0016257i,-0.0025369+0.00085127i,-0.0021207+0.0024407i,-0.00078394+0.0038199i,0.00084472+0.0034856i
