-0.001021-0.0014135i,0.001113-0.0023389i,0.00056848-0.002204i,-0.00075917-0.00087989i,-0.0010429+0.00036044i,-0.0014067+0.00056464i,-0.0016874-6.3282e-05i,-0.0012742+8.432e-05i,-0.0010275+0.00041544i,-0.00019241+0.00065984i,0.0012656+0.0011156i,0.001676+0.00074914i,0.00088506-0.00039338i,0.00015938-0.00039745i,-0.0001841-0.00040342i,-0.0008949-0.00046504i,-0.00080217+1.5677e-05i,-0.00074781+0.00032358i,-0.0011136+0.00024354i,-0.00078013-0.0003218i,0.00028237-0.00035632i,0.00085936+3.2565e-05i,0.00093249+0.00045473i
-0.0013542+0.0011218i,-0.0019851+0.00079233i,-0.00087851+0.0011492i,0.00040464+0.001372i,0.00060957+0.00099262i,0.00096923+0.00013436i,0.00078913-0.00034393i,3.016e-05-0.00045629i,-0.00016103-8.439e-05i,-0.0001048-1.1667e-05i,-3.6432e-05-0.0007302i,0.00025499-0.0009353i,0.00034707-0.00028076i,0.00030648-0.00018274i,1.7096e-05-0.00051819i,-0.00020046-0.0002974i,0.00015209+1.6939e-05i,0.00040805+0.00061584i,-0.00010783+0.0006028i,-0.00012823-0.00013369i,-0.00015925-5.1789e-05i,-0.00022681-0.00034624i,0.00040469-0.00053225i
0.0024377+0.0013533i,0.0030006+0.0008058i,0.0034862+2.4481e-06i,0.002078-0.001201i,0.00087166-0.001831i,0.00017711-0.0013843i,-4.7356e-05-0.00035902i,0.00016597+0.0008918i,0.00055329+0.0010837i,0.0010072+0.00067779i,0.00089425+0.0003574i,0.00023572-9.3347e-05i,-0.00057406+0.00046154i,-0.00016842+0.00065715i,0.00033561+0.0004897i,0.0008279+0.00045971i,0.00084313-0.00020871i,0.00017914-0.00043058i,-9.2944e-05-0.00024584i,-6.8733e-05-0.00063358i,-0.00029769-0.00031931i,-0.00025302-0.00040366i,0.00028669-2.0498e-05i
-0.00047376+4.2571e-05i,0.00013509-0.00056465i,0.00037649-0.0012421i,-0.00017559-0.0012214i,-0.00033914-0.00092158i,0.00044214-0.0008717i,0.00036291-0.00085207i,0.00035889-0.00068466i,0.00040169+4.3848e-05i,-5.4309e-05+0.00026132i,-0.0003796+0.00011508i,8.1533e-05+0.0003244i,0.00033839+9.4583e-05i,0.00011495-0.00023259i,-0.00014765-0.00027335i,-0.00050284-0.00068222i,-0.0014099-0.00082727i,-0.0012949-8.8033e-07i,-0.00097136-0.00018289i,-0.0011989-0.00042823i,-0.00036768-2.1009e-05i,0.00022029+0.00016718i,-0.00010707+0.00023031i
-6.5144e-05-3.2128e-05i,0.00066428-0.001325i,0.00068726-0.00098428i,0.0004607+0.00049562i,1.8668e-05+0.0015161i,-9.4847e-05+0.00049413i,9.6732e-05-0.00099875i,-0.00027902-0.00067078i,-0.0004594+0.00046296i,0.00062825+0.00020063i,0.0011177-0.00031515i,3.2812e-05-2.0434e-05i,-0.00071894-6.5763e-05i,0.00013463-5.8121e-05i,0.00087954+0.0002247i,0.00052775-0.00021049i,-0.00066177-0.0010339i,-0.00070929-0.001465i,-0.00014267-0.001059i,3.7211e-06-0.00015496i,-0.00032225+0.00049362i,-0.00063697-5.9217e-05i,-9.4392e-05-0.00097377i
-0.00012497+0.00040951i,-0.00075098+0.00052882i,-0.00080163+0.00058735i,0.0002165+0.00051403i,0.00019408+0.0010993i,0.00018855+0.00088911i,0.00077956+0.00043974i,0.00053272+0.00042212i,0.00041701+0.00084962i,0.00037713+0.0008651i,0.00042957+0.00062319i,0.00038067+0.00079343i,-0.0001561+0.00019875i,-0.00085803-0.00056241i,-0.00029735-0.0010501i,-0.00030032-0.0011743i,-0.00021153-0.00044212i,0.00029484-0.00035433i,0.00017947-0.00019061i,8.6612e-05-4.9295e-05i,0.00021161-0.00049667i,0.0007839-0.00052508i,0.00087572+0.00022001i
-0.0014699+0.0011621i,-1.2298e-06+0.001414i,0.00063733+0.001679i,0.0005065+0.0015825i,0.00097382+0.00084734i,0.0011179-0.00060044i,0.00079608-0.0010208i,-0.00024055-0.00037585i,-0.00076576-0.00047916i,-0.00044165-0.00083234i,0.0003086-0.00051477i,0.00092351-4.8427e-05i,0.00033452+0.0003659i,0.00017171+0.0006088i,-0.00026051+6.2598e-05i,-0.00076051-0.00081844i,-0.0002601-0.00084318i,-0.00048813-0.00048657i,-0.00093058-0.0001748i,-0.00028208+0.00028755i,0.00083738+0.00052604i,0.0012736+0.00029659i,0.00079693-8.4125e-05i
0.00029406+0.0027659i,0.00090452+0.0023999i,0.0020558+0.00068127i,0.0027198-0.0010917i,0.0014837-0.0012259i,0.00035275-0.00012942i,0.00095558-1.4336e-05i,0.0010313-0.00042143i,0.00013784-0.00012633i,0.00026777-4.4723e-05i,0.0003149-0.00050561i,-0.00017789-0.0006136i,-0.00022081+0.00029826i,-0.00059246+0.0001749i,-0.0011056-0.00057554i,-0.00017703-0.00063122i,0.0001558-0.00028983i,-0.00028186+5.9673e-05i,-0.00069958-0.0003265i,-0.00051708-0.00011792i,0.00023412-0.00013319i,0.00040132-0.00036603i,0.00016241-0.00093864i
-0.00086345-0.00089018i,-0.00046483-0.0010544i,-0.00039203-0.0018968i,-0.00078509-0.0013604i,-0.0010187+3.1979e-05i,-0.00048494+0.00021205i,2.9115e-05-0.00037885i,0.00019615-0.0010607i,0.00013419-0.00050604i,0.00050953+0.00020072i,0.00068532+9.7888e-05i,-0.00012941+1.3997e-05i,-0.00057011+0.00029417i,-0.00083186+0.00012462i,-0.0009971-0.00049787i,-0.00095052-0.0009843i,-0.00079546-0.00062086i,-0.00060244-0.00018656i,-0.00077332-0.00044786i,-0.00039572-0.0007441i,0.000779-0.00072037i,0.00067049-0.00087263i,3.5169e-05-0.00082763i
0.002262-0.00071618i,0.0013103-0.0013035i,0.00059571-0.002038i,-0.0007963-0.0021485i,-0.0014468-0.0014557i,-0.0016619+0.00012371i,-0.0014405+0.00087497i,-0.00036604+0.00055213i,0.0017983+0.00021166i,0.0023979-0.00025027i,0.0010678-0.00072914i,0.00054929-0.00050825i,0.00072017-0.0002208i,0.00054202-0.00030241i,0.00032452-0.00039456i,-0.00030084-0.0011563i,-0.0002681-0.0017047i,0.0004327-0.00088028i,0.00034021-0.00037593i,-0.00080758-0.00045212i,-0.001069-0.00054494i,-0.00029051-0.00012106i,0.00042372-0.00032063i
0.0014625-0.00026557i,0.002552-0.00158i,0.0029899-0.0020347i,0.0023338-0.0011194i,0.00076599-0.0010539i,8.235e-05-0.0010551i,7.829e-05+5.709e-06i,9.8872e-05+0.00070942i,0.00077941+0.0012011i,0.0012655+0.00074561i,0.0011713+0.00025827i,0.00032824+0.00036554i,-0.00023392+0.00048589i,-7.3143e-05+0.00018528i,0.00031887-4.1877e-05i,0.00074156-0.00047033i,0.00039272-0.00041714i,-0.00031966+0.00081427i,-0.00011519+0.0010448i,0.00054813+5.8676e-05i,-0.00010124-0.00013152i,-0.00031222-0.00038521i,0.00018842-2.7201e-05i
0.0012255+0.00046071i,0.00019872+0.0011161i,0.00048091+0.00033806i,0.0006974-0.00089473i,-8.9303e-05-0.00088146i,0.00028202-0.00057238i,0.00082303-0.00035956i,0.0011241+0.00033303i,0.0014295+0.00034416i,0.0015304-0.00059004i,0.00093588-0.00030451i,3.5038e-05+9.2251e-05i,-0.00030806+0.000147i,-0.00053775+0.00075906i,-0.00079438+0.00041087i,-0.00060315-0.00072115i,-0.00015662-0.0016119i,-0.00031926-0.0017496i,-0.0010472-0.00053595i,-0.00040747+0.00021202i,0.00015242-0.00044401i,-0.00017049-0.00090388i,-0.00018019-0.00085454i
-0.0013199-0.0021624i,-0.001372-0.0017366i,-0.0017523-0.0024436i,-0.0012896-0.0012083i,-0.0010609+0.00062033i,-1.6293e-05+0.00096914i,0.00096298+0.00034799i,0.00090453-0.00060303i,-0.00020354-0.00062281i,-0.00061502+0.00025254i,-0.00023583+0.0002442i,7.9139e-06-0.00082257i,0.0002576-0.00085388i,4.7645e-05-0.00053276i,0.00018746-0.00041175i,-1.8483e-06-0.00065985i,-0.00027562-0.00061916i,-0.00033604+0.00044648i,-0.00045073+0.0010326i,-0.00027373+0.00044294i,-0.0005015+0.00016505i,-0.00013222-6.1585e-05i,0.00066007-0.00049446i
7.4211e-05+0.00074802i,0.0012012+8.8166e-05i,0.00060117+0.00021093i,0.00016256+0.00085842i,0.00069908+0.0011022i,0.00091355+0.0011538i,0.00092958+0.0003666i,0.0007484-3.8629e-05i,0.00089176+0.00085621i,0.00090501+0.00077751i,0.00067918+0.00038803i,3.696e-05+5.4453e-05i,-0.00055056-0.00013449i,-0.00063891-0.00032749i,-0.00061057-0.0003998i,-0.00045905-4.4246e-05i,-0.00099027+1.5847e-06i,-0.00085884-0.00028682i,-2.0732e-05-0.00043726i,0.00024536-0.00048117i,-5.6001e-05-0.00024418i,-0.00046029+0.00043032i,-0.00045338+0.00064758i
0.00048676-0.00053983i,0.0005445-0.0012302i,0.0015705-0.0011249i,0.0020935-0.00055431i,0.0012995-0.00033571i,0.00012428+0.00046663i,-8.478e-05+0.00084695i,4.1275e-05+0.00037598i,0.00010721+0.00074655i,0.0001772+0.000688i,7.1326e-06+0.00042302i,-6.1751e-05-7.3226e-05i,-0.00027804-0.00021564i,3.1989e-05-0.00045892i,0.00063382+3.8329e-05i,-3.132e-05-0.00015502i,-0.0010238-3.0631e-06i,-0.00107+0.00089708i,-0.00056262+0.00019762i,-0.000328+1.0637e-05i,-0.00026921-0.00024492i,-0.00021026-0.0002608i,-1.5212e-05+0.00028072i
-0.0005613+0.0030165i,0.0014242+0.0025684i,0.0019914+0.0015815i,0.0021924+0.00047654i,0.0022928+1.1525e-05i,0.0018024-0.00046638i,0.0005849-0.00073572i,-0.00031404-0.00051438i,8.6515e-05+8.5747e-06i,0.00062465+0.0012925i,0.00065197+0.00081628i,0.00017163-0.00053152i,-0.00058283-0.0007857i,-0.00068949-0.00068184i,-0.00034629-0.00097739i,6.1164e-07-0.00067745i,0.00022503-0.00041264i,0.00039891-0.00034139i,0.00033812-0.0001194i,-8.8998e-05-0.00015918i,-0.00013229-0.000658i,0.00059496-0.00084017i,0.00062241-0.00027382i
-0.00075795-0.00022017i,-0.0015369-2.7837e-05i,-0.00087104+9.9401e-06i,0.00018313+0.00014834i,-5.1616e-05-0.00023093i,0.00015768-0.00055251i,0.00038097-0.00027567i,0.00014758+5.34e-05i,-0.00027209+0.00079075i,-5.2941e-05+0.00062097i,0.00029503-0.00032295i,-9.7609e-05-0.00050013i,-0.00016252+0.00041621i,-7.9666e-06+0.00077552i,-0.00017479+0.0007405i,-0.00062009+0.00094833i,-0.0010905+0.00038835i,-0.00059712-0.00053505i,-0.00032421-0.0013275i,-0.00017193-0.0012197i,0.00051206+0.00023164i,0.0009176+0.00081888i,0.00063474+0.00010536i
-0.00039321+0.0011103i,0.00038915+0.00017606i,0.00036205-4.3727e-05i,0.0001714-0.00017552i,0.00090855+0.00028451i,0.00086241-3.8771e-05i,0.00054859-0.00040867i,6.0004e-05+0.00038837i,0.00046925+0.00072845i,0.0015849+0.0012556i,0.0010671+0.00085935i,-5.8354e-05+2.0766e-05i,-0.00020047-0.00060328i,0.00031931-0.0010391i,0.00051557-0.00072085i,-0.00026167-0.00022823i,-0.00081447-0.00044897i,-0.00075175-0.00047726i,-0.00031434+0.0001321i,6.1898e-05+0.00041649i,0.00066415+0.00044778i,0.00082496+0.00041223i,9.8369e-05+0.00033213i
-0.0006036+0.0005373i,-0.0010476+0.001174i,-0.00083773+0.0011307i,0.0003858+0.0010465i,0.00077391+0.00031891i,0.00017202-0.00047858i,-0.00028059-0.00055777i,-0.00062512-0.00065489i,-0.00025249-0.000217i,0.00054102+0.00023848i,0.00084092-0.00044942i,0.00017335-0.00093641i,-0.00048643-0.00087406i,-0.0008194-0.0010958i,-0.00052463-0.00077661i,-0.00032172-0.00069065i,0.00057262-0.00054886i,0.0010003-0.00012816i,-0.00039436+0.00028095i,-0.00080518+0.00065211i,-0.00045876+0.00047566i,-2.4823e-05+0.00052863i,0.00048529+0.0005171i
0.0014261-0.00090197i,0.0012212-0.0010355i,0.0012632-0.00072598i,0.00074668+0.00019155i,0.00041104-0.00024163i,0.00044886-0.00066973i,-1.4664e-05-0.00027449i,7.4876e-05-7.7081e-07i,0.00048575-1.643e-05i,0.00021551+2.1035e-05i,0.00038183+6.0825e-05i,3.9231e-05-0.00098372i,-0.00012354-0.0014976i,0.00047695-0.00092469i,1.6962e-05-0.00099254i,-0.0009783-0.0012961i,-0.00061772-0.00098217i,0.00074616-0.00039658i,0.00080988+0.00064566i,0.00045163+0.0007501i,0.00046226+0.00030756i,0.00053416-0.00012796i,-5.2054e-05-0.00018765i
-0.00049986-0.0013993i,-0.00065565-0.0016164i,-0.00091051-0.00026691i,-0.00061579+0.00057592i,-8.9341e-05+0.00075313i,0.0005516+0.0007769i,0.0006684+0.00011611i,3.6544e-05-0.00041085i,-0.0003038-0.00037441i,0.00042348+7.5184e-05i,0.00086267+0.00040759i,0.0010373+0.00087842i,0.00076892+0.00064706i,-0.00032825+8.0937e-05i,-7.8867e-05+0.00011214i,-0.00012824+0.00023476i,-0.00051054+0.000129i,-0.00079419-4.3731e-05i,-0.0011124-4.2183e-05i,-0.0011008+0.00010575i,-0.0004112+7.1129e-06i,-0.00020691-3.1025e-05i,-0.00030112-0.00058463i
9.6322e-05-0.0022626i,0.00045795-0.0027399i,-0.00034803-0.0024596i,-0.0014676-0.00066684i,-0.0015516+0.00069833i,-0.0001472+0.00094956i,0.00032478+0.0006996i,-2.829e-05+9.9691e-05i,0.00044578+5.1536e-05i,0.00061619-0.00046482i,0.0010252-0.00089006i,0.00059702-0.00020611i,-0.00022323-0.00039246i,-0.00030708-0.00030878i,-0.00065434+0.00019615i,-0.00052973-0.00040287i,-0.00039193-0.00085187i,-0.00038049-0.00035475i,-0.00052695-0.00015603i,-0.00025468+0.00034774i,0.00049649+0.00083094i,0.00036543+0.00051129i,-0.00015698+0.00023054i
-0.0021113-0.00046804i,-0.0019917-0.00074185i,-0.001104-0.00014366i,-0.00042624+0.00044525i,0.00010872+0.0012508i,0.00055122+0.00097939i,0.0010069-0.00017294i,0.00089488-0.0005599i,0.00055838+0.00025461i,0.00057664+0.00048237i,0.00050509+0.00040477i,0.00024368+0.00064409i,-2.9225e-05+0.00050893i,-0.00027507+0.00032008i,-0.00029803-0.00014031i,0.00040611-0.00055699i,0.00057319-0.00073619i,-8.6944e-05-0.00086024i,-0.00024023-0.00048555i,-0.00034436+0.0002372i,-0.0011387+6.7905e-06i,-0.00090906-0.00022475i,-9.0292e-05-0.00074025i
-0.0007323+0.00071622i,0.0001218+0.00010679i,-0.00020222+0.00017966i,0.00020218+0.00075295i,0.00076307+0.00077858i,0.001525-0.00054524i,0.00147-0.0013175i,0.00027119-0.00010185i,-0.00079465+0.00026464i,-0.0004831+0.00022708i,0.00065032+0.00060747i,0.00034033+0.00056828i,9.2997e-05-0.0002916i,-0.00035165-0.00099246i,-0.0010278-0.0007252i,-0.00093126-0.00033532i,-0.0011022+0.00022497i,-0.00083222+0.00011512i,-0.00055915-0.00033436i,-0.0011085-0.0004266i,-0.00064805-0.00028946i,0.00012481-5.1768e-05i,-0.00010059+0.00019144i
-0.0014018-0.0015354i,-0.0018415-0.0017727i,-0.0022289-0.00069571i,-0.0019094+0.00062898i,-0.00060734+0.0014297i,0.00060765+0.0015973i,0.0010975+0.0010926i,0.00097655+0.00053538i,0.0010838+0.00049683i,0.00077141+0.00061851i,0.00016714+0.00021723i,9.5988e-06+0.00019167i,0.00025744+0.00060556i,0.00024894-0.00016512i,5.9534e-05-0.00056473i,-0.00021146-0.00022933i,-0.00061598-0.00044002i,-0.00029648-0.00074648i,-0.00064386-0.00056659i,-0.00072181+0.00043085i,2.4093e-05+0.0010013i,0.000394+0.00059634i,0.00030418+0.00027671i
-9.9835e-05+0.001204i,-0.00071379+0.00113i,-0.0009182+0.0011786i,-0.0006098+0.0013264i,-6.6399e-05+0.0013366i,-6.3687e-05+0.0012084i,9.2249e-06+0.00011441i,0.00077678-0.00015396i,0.00040696-0.00022737i,2.1774e-05-0.00053668i,-0.000448-0.00047291i,-0.00097604-0.0003736i,-0.00035398-0.00010274i,0.00021364+0.00043568i,-0.00036118+0.00064947i,-0.0011195+0.00025186i,-0.00074278-6.2534e-05i,-0.0005983+9.8802e-05i,-0.00060858+0.00033472i,-0.00065226-0.00048258i,-0.00061113-0.0010513i,-0.00029944-0.00049672i,0.00040476+7.2888e-05i
-0.00047902-0.00071916i,0.00046741-0.00084976i,-0.00094577-0.0020112i,-0.0019464-0.0028191i,-0.0012037-0.0017385i,-0.00012457-0.0012752i,0.00035731-0.00096411i,0.00011263-0.00096699i,0.00055657-0.00078621i,0.00082789-2.5731e-05i,0.00018254-0.00012314i,-3.828e-05-0.00020976i,0.00088613+0.00031524i,0.0011773-5.5597e-05i,0.00061142-0.00054449i,0.0003577-0.00026923i,-3.7354e-05+1.1771e-05i,-0.0007381-0.00032626i,-0.0008334+2.564e-05i,-0.00084916+0.00085024i,-0.00074557+0.00046605i,-0.00016214-0.00011203i,6.478e-05+0.0001769i
0.00012978-0.0005769i,-0.00048864-0.00052563i,-0.00025358-0.0010783i,-0.00033369-0.0015194i,-0.00059418-7.3721e-06i,-0.00062926+0.0008524i,-0.00049031+6.55e-05i,-0.0001445-0.00042119i,-8.9805e-05-0.00024579i,7.522e-05+0.00032428i,-0.00021562+0.0008312i,-0.00039596+0.00079155i,-1.6188e-05+0.0001295i,-0.0001365-0.00021374i,-9.9053e-05-2.7911e-05i,0.00052837-2.186e-06i,0.00054407-9.8284e-06i,-0.00031486-0.00067648i,-0.00026784-0.000825i,-5.1068e-05+0.00037334i,-0.00047131+0.00053738i,0.00041868-0.00022957i,0.0014004+9.3017e-05i
-0.0023527+7.5161e-05i,-0.0020211+0.00015362i,-0.00081326+0.00015197i,-0.00013756-0.00012659i,-0.0011584+0.00071709i,-0.00093661+0.0013773i,-0.00021804+0.00035324i,-3.4751e-05-4.4367e-05i,0.00034129+0.00019116i,0.00012611-4.927e-05i,-0.00018059+4.7681e-05i,-0.00017486-0.0005551i,-0.00032296-0.00078223i,-1.5685e-05+0.00017911i,-0.00016798-0.0003729i,-0.00021974-0.0012127i,-0.00048144-0.00079544i,-0.00079996+0.00038995i,-0.0010718+0.00060948i,-0.0015038+3.8921e-05i,-0.0016835+3.5178e-05i,-0.001275+0.00054424i,5.2575e-05+0.00068586i
0.00094011-0.0004344i,0.00058449-0.00060593i,0.00075646-0.0012093i,0.00065808-0.00049202i,0.00050854+0.00037689i,0.00025746+0.00067044i,0.0006803+0.00054919i,0.00082921+0.00056554i,0.00037889+0.00037255i,-1.7933e-05+8.0872e-05i,-0.00051195+0.00028007i,-5.9169e-05+0.00032139i,0.00019571+0.00018866i,-0.00015964+0.00023843i,-0.00020224+0.00014544i,0.00022227-0.00081218i,0.00066128-0.00079921i,0.00050648-0.00052928i,-0.00048131-0.00046974i,-0.0014186-7.1393e-05i,-0.0011753+0.0007484i,-0.00059238+0.0008333i,0.00026901-0.00019555i
2.4618e-05+0.00061528i,0.00025103+0.0001025i,0.00066795+8.7771e-05i,0.00029074-0.00018619i,0.00056683-0.0011824i,0.0002601-0.00095484i,-0.00057583-0.00086377i,-0.00012032-0.00075392i,0.00052727+0.00015559i,-4.5883e-05+0.00051027i,-0.00073049+0.00037479i,-0.0010669+0.00030455i,-0.00093569-0.00034545i,-0.00011157-0.0012368i,0.00053549-0.0014137i,4.9873e-05-0.0013306i,-0.00075811-0.0011017i,-0.00074133-0.00062655i,-0.00050574-0.00046941i,-0.00072082-0.00064024i,-0.00048268-0.00031065i,-0.00025887+0.00045366i,-5.639e-05+0.00088925i
-0.00029274-0.0007806i,-0.00074863-0.0012646i,-0.0007696-0.0012384i,-0.00045596-0.0012888i,-1.5583e-06-0.0004843i,-6.4991e-05-0.00077922i,-0.00063424-0.00099894i,-0.00089312-0.00034403i,0.00037232-5.6644e-05i,0.0017717-0.00027553i,0.001677+7.4474e-05i,0.0011962+0.00033386i,0.00013695+6.8903e-05i,-0.0002527-0.00019893i,-8.8119e-05-0.00045722i,0.00049668-0.00016811i,0.00017931+0.00019599i,-0.00027766-0.00025184i,-0.00030937-0.00082543i,-0.00083157-0.00063599i,-0.00069776-0.00010013i,-0.00051169+0.00021671i,-0.00055438+0.00027981i
0.00037321+0.0017216i,0.00087681+0.0016345i,0.0016164+0.0007253i,0.00057897-0.00036721i,-1.9725e-05-0.00083806i,0.00026616-0.00092474i,0.00040437-0.00065195i,0.00017824-3.9556e-05i,0.00027194+0.00015262i,0.00079588-0.00033748i,0.0008724-0.0003314i,0.00050241-0.00072495i,7.8475e-05-0.00073791i,-0.00051057-3.8281e-05i,-0.00025925+0.00029375i,-0.00027305-3.8025e-05i,-8.9686e-05-0.0011143i,0.00016312-0.0011024i,0.00013629+8.3066e-05i,-0.00051452+0.00051723i,-0.00096742-0.00033437i,-0.00014158-0.00053489i,0.00043724+5.8949e-05i
-0.00066089+8.5341e-05i,-0.00024373+0.0003123i,-9.3616e-05+0.00077006i,0.00010131+0.00073932i,0.00058369+0.00026298i,0.00056349-0.00054873i,0.00021743+0.00016767i,-4.26e-05+0.00054359i,0.00023155+0.00032803i,0.00054694+0.001158i,-5.1832e-05+0.00094805i,-5.6678e-05-1.4129e-05i,-4.2636e-05-0.00063275i,-0.00060268-0.00055879i,-0.0010093+0.00020679i,-0.00094259+0.00046688i,-0.00056739+5.5421e-05i,-0.00061572-5.5667e-05i,-0.00069191-0.00010349i,-0.0011217-8.2477e-05i,-0.0010633-0.00032389i,0.0001186-0.00028762i,0.00019831-0.00010913i
0.0011026-0.00025429i,0.0019532+0.00025277i,0.0014598+8.145e-05i,0.0002384+4.6614e-05i,-0.00060408-0.00017806i,-0.00072605-0.00038433i,0.00011943-0.00051869i,0.00015401-0.00010534i,0.00031738+0.00067585i,0.00042469+0.0001622i,0.00063066-0.0010986i,0.00015584-0.0014167i,-0.0011795-0.00096548i,-0.00077002-0.0001973i,0.00045647-0.00031576i,0.0010992-0.0010861i,0.0009487-0.00085258i,0.00045917-0.00046417i,-0.00015729-0.00059108i,-0.00041417-0.00052709i,-0.00048075-8.0342e-05i,0.00015103+0.00037611i,0.00047852+0.0011152i
-0.0032815-0.0005158i,-0.0036432+0.00021567i,-0.0029689-3.7595e-05i,-0.0020329+0.00052417i,-0.0010577+0.0012041i,0.0001476+0.0008378i,0.00070019+9.2246e-05i,0.00055093-0.00022994i,0.00022983-0.0004613i,-1.3504e-06-0.00063427i,-0.00010497-0.00036444i,-0.00020247+0.00027933i,0.00010901+7.2424e-05i,0.00098625-0.0011887i,0.001159-0.001026i,0.00010265-0.00026945i,-0.00088274-0.00071911i,-0.0005317-0.0011158i,-0.00060279-0.0010717i,-0.00079929-0.00060364i,-8.6636e-05+0.0004479i,0.00025868+0.00072539i,-3.6416e-06+0.00077642i
2.6935e-05-0.00097537i,0.00015159-0.0016931i,0.00024102-0.0016231i,0.00027418-0.00091201i,0.00015564-0.00034964i,-6.3186e-05+0.00021091i,-0.00052492+0.00027832i,-0.00049575+4.1884e-05i,2.6227e-05-0.00018194i,8.7135e-05-0.00015265i,0.0001425+8.9133e-05i,0.00025098-0.00029074i,0.00062501-0.00010647i,0.00047263+0.0003012i,0.00042468-0.00032239i,0.00047129-0.00046493i,-0.00018713+0.00029478i,-0.0010615+0.00042517i,-0.0012882+0.00014042i,-0.00062368-0.00032332i,-0.00016801-8.8003e-05i,4.2597e-05+0.00081508i,-0.00031401+0.00080736i
-0.00084069+0.00013087i,-0.00049155-0.00047246i,-0.00010416-0.00079733i,-0.00091938-0.00026558i,-0.00075206+7.8374e-06i,-0.00012617-0.00040458i,0.00089952-0.00054893i,0.00080485-0.00019057i,0.0006792+1.1038e-05i,0.00059011-0.00012424i,-0.00022834-1.4423e-05i,-0.00094535-0.00026195i,-0.0009188-0.00062948i,-0.00012885-0.00022767i,-0.00035314+0.00071946i,-0.00092374+0.00017118i,-0.0011393-0.00085719i,-0.001252-0.0011102i,-0.00043545-0.0012131i,3.6322e-06-0.00087169i,0.00022124+0.00055288i,-0.0002143+0.00099782i,-0.00062536+8.0422e-05i
0.0012481-0.00032537i,0.001215-0.00026189i,-4.1603e-06+0.00010734i,-0.00012113-8.5834e-05i,0.00064172-0.0001039i,0.0005585-0.00036281i,0.00013268-0.0010363i,-0.00045371-0.00059834i,-0.00078308-0.00039866i,-3.7096e-05-0.0003139i,0.00059811+0.00042091i,8.3861e-05+0.00028034i,-0.0008288-0.0001219i,-0.00051156+0.00021278i,-0.00018145+0.00095603i,-0.0010893+0.0011769i,-0.00099925+0.00040242i,-7.2337e-06-0.00045776i,1.628e-05-0.00049508i,-0.00034748+0.00060292i,-0.00050306+0.0010608i,-0.00084771+0.00057904i,-0.00042801+0.00036073i
-0.0012856-0.00031971i,-0.0012145-0.0010406i,0.00015736-0.0013847i,0.00058061-0.00092343i,0.00073801-0.00013306i,0.00030812+0.00030451i,0.00036386-1.5012e-05i,0.00063711+0.00010946i,-1.377e-06+0.00021261i,0.00043099+0.00044027i,0.0010932+0.00078271i,-9.5246e-05+0.00015536i,-0.00069688-0.0009321i,-0.00013815-0.00087163i,-0.00015237+2.3319e-05i,-0.00037448-0.00011578i,-0.00033947-0.00079472i,0.00010328-0.0010324i,0.000231-0.00097881i,0.00032795-0.00046647i,0.0007173-0.00053869i,0.0005344-0.00077644i,0.00020317-0.00076497i
0.00090483+0.00030067i,0.0017323-0.00010916i,0.0014966-4.9344e-05i,0.0012923-0.00018056i,-8.4467e-05+0.00033924i,-0.00037149+0.00020707i,-0.00033682-0.00013952i,-0.00068838+9.7485e-05i,-0.00022159+4.6445e-05i,0.00046176+0.00023029i,0.00081965-1.2841e-05i,0.0011241-0.00041273i,0.00067812-1.211e-06i,0.0003201+2.7006e-05i,0.00010421-0.00017983i,5.3812e-05-0.00032749i,-0.00034397-8.059e-05i,-0.0015143-9.6709e-05i,-0.0026652+6.6823e-06i,-0.0021021+6.1505e-05i,-0.0010571+0.00057419i,-0.00068185+0.00077984i,-0.00035219-0.00020933i
-0.00033815-0.00080928i,-0.00017074-0.00053971i,-0.00083196-0.0011231i,-0.00021274-0.0014363i,0.0010517-0.00047286i,0.00049178+0.0002443i,-0.00010155+0.00036374i,-0.00050045+0.00021041i,9.4379e-05+0.00027448i,0.00048835+0.00056819i,0.00020906+7.4734e-05i,0.00070546+1.0194e-05i,0.00056818+0.00016778i,3.6523e-05-0.00021985i,-0.0003381-0.00060925i,4.4552e-05-0.00033513i,-0.00011335-0.00028528i,-0.00046005+0.00015573i,-0.00061447+0.00049389i,-0.00055796-0.00040387i,-0.00018929-0.0004374i,-0.00046395+0.00015067i,-0.00028287+0.00037106i
1.1281e-05-0.001433i,-0.00039571-0.00076007i,-0.0012481-0.0010323i,-0.00086151-0.0017027i,-0.0002927-0.0010232i,0.00021366-3.4708e-05i,0.00094946-0.00067139i,0.0014219-0.00097614i,0.0010373-0.00049053i,0.00050109-0.0004227i,0.00043842-0.00023617i,0.00049653-0.00028423i,0.00025696+1.8144e-05i,-0.00010156+0.00050906i,0.00057595+0.00016195i,0.00065894-7.7331e-05i,-0.00034623-0.00059012i,-0.00057539-0.00088998i,-0.00032873-0.00053521i,-0.00018292+0.00034503i,-0.00042477+0.00072099i,-0.0004738+0.00019359i,0.0001185-0.00020696i
