-0.0030071+0.00020546i,-0.002685+0.00079609i,-0.0028192+0.0013655i,-0.0010548+0.0018891i,0.0011305+0.0014944i,0.0021786+0.0001058i,0.0018258-0.00020888i,0.00088522+0.00089691i,0.0013024+0.0020575i,0.0019485+0.0017015i,0.0014908+4.2618e-05i,0.00091417-0.00067179i,0.0010553-0.00011691i,0.000708-0.00053985i,0.00046732-0.0017135i,0.00071939-0.00095691i,0.00053256-0.00011335i,0.0002237-0.00029386i,-0.00069915-0.00014204i,-0.00086177-7.7005e-05i,3.2991e-05-0.00031244i,0.00085904-9.025e-05i,0.00040182+0.00059667i
-0.042462+0.066798i,-0.035896+0.12556i,0.0074169+0.15955i,0.022104+0.14353i,-0.043681+0.10572i,-0.11371+0.061573i,-0.11706-0.0064982i,-0.10326-0.052635i,-0.090651-0.034436i,-0.054087-0.0043703i,-0.028225-0.0027031i,-0.030515-0.0047029i,-0.030466+0.0015885i,-0.015697+0.0051799i,-0.0024752+0.0028858i,0.00076322-0.0017632i,0.00071684-0.0051892i,0.0026154-0.0030889i,0.0062756+0.0020795i,0.0099497+0.0025511i,0.012463-0.0022229i,0.0086665-0.0082854i,-0.00519-0.0085967i
0.050549-0.066587i,0.068912-0.14247i,0.047469-0.20259i,0.039111-0.1883i,0.10043-0.11472i,0.14149-0.037432i,0.10374+0.037865i,0.074343+0.07669i,0.072002+0.045866i,0.042622+0.0044747i,0.017223+0.007031i,0.023582+0.020782i,0.02989+0.016046i,0.020386+0.003836i,0.0043991-0.0012549i,-0.0079722+0.0024915i,-0.010477+0.0054925i,-0.004949+0.0016861i,-0.0006979-0.0041864i,-0.00093951-0.0066526i,-0.0044943-0.0097408i,-0.010056-0.0080214i,-0.0072447+0.0054003i
-0.066413+0.066275i,-0.10593+0.1414i,-0.093067+0.18756i,-0.062554+0.12953i,-0.091935+0.0095151i,-0.10729-0.055876i,-0.050115-0.064205i,-0.011922-0.067174i,-0.028519-0.052437i,-0.03087-0.016084i,-0.0050528-0.0039873i,0.0027838-0.01888i,-0.0082646-0.022136i,-0.011542-0.010385i,-0.0039197+0.0010195i,0.0043287+0.0070836i,0.0028096+0.0051958i,-0.0058048-0.00057178i,-0.0087549-0.0021362i,-0.005982+0.0011205i,-0.0055128+0.0074273i,-0.0027609+0.011045i,0.0054965+0.0031591i
0.074087-0.063255i,0.12833-0.14398i,0.11498-0.19687i,0.058361-0.14803i,0.052683-0.044314i,0.057644+0.0017485i,0.024597-0.0098514i,0.0056392-0.0082307i,0.017731-0.0021318i,0.023304-0.014063i,0.010847-0.01964i,0.0029217-0.0065596i,0.0054318+0.0051715i,0.0046082+0.0027886i,0.0001702-0.0050672i,-0.0047046-0.0060157i,-0.0088194+0.004138i,-0.011072+0.015833i,-0.0074757+0.016684i,0.0035198+0.0091952i,0.013805+0.0016128i,0.015171-0.0039037i,0.005328-0.0061995i
-0.093908+0.059208i,-0.16737+0.13997i,-0.17215+0.18685i,-0.10536+0.12475i,-0.061667+0.0090303i,-0.055393-0.043652i,-0.043108-0.016621i,-0.026488+0.0013992i,-0.025841-0.0042668i,-0.027824+0.0048125i,-0.016331+0.011624i,-0.0062524+0.00067653i,-0.0046324-0.0086561i,-0.0081553-0.0046282i,-0.012572+0.0079107i,-0.0072863+0.018588i,0.0058643+0.021095i,0.015456+0.020128i,0.014542+0.015141i,0.0066481+0.0012692i,-0.0030888-0.013757i,-0.010612-0.01796i,-0.010811-0.01296i
0.09447-0.045066i,0.17727-0.11014i,0.1916-0.14517i,0.1116-0.11209i,0.020983-0.053312i,-0.014253-0.0069753i,-0.0051665+0.0071316i,0.011919+0.0071814i,0.017869+0.010378i,0.019193+0.0034004i,0.0144-0.0072588i,0.0016781-0.0070166i,-0.0049619-0.0010111i,0.0019341+0.0027365i,0.015304+0.00046875i,0.0219-0.0061148i,0.01866-0.011063i,0.016463-0.010542i,0.014306-0.0074064i,0.0035296-0.0014467i,-0.0066168+0.0080971i,-0.0084521+0.014432i,-0.0090776+0.016675i
-0.10578+0.035424i,-0.18958+0.091023i,-0.21274+0.12789i,-0.14444+0.11143i,-0.063087+0.06182i,-0.032216+0.010658i,-0.025996-0.018666i,-0.022301-0.031466i,-0.013837-0.029974i,-0.0067965-0.015932i,-0.0064599-0.0031536i,-0.0037969+0.0034035i,-0.0010501+0.0024396i,-0.0063864-0.0025686i,-0.014724-0.0039125i,-0.016185-0.0008165i,-0.0073746+0.00093362i,0.0013121-0.0011897i,0.0030143-0.0010563i,0.0040163+0.0024269i,0.0045643+0.0008718i,0.0059706-0.001868i,0.013663+0.00012674i
0.10034-0.020945i,0.19351-0.056012i,0.23314-0.092611i,0.16798-0.10078i,0.064351-0.057859i,0.010189+0.0077208i,-0.0098168+0.054969i,-0.012115+0.070167i,-0.0021807+0.048993i,0.0042869+0.016413i,0.0039151+0.0010155i,0.00099054+0.00082902i,0.00078965+0.0041663i,0.0069151+0.0080901i,0.015136+0.0075979i,0.017824-0.00069067i,0.014183-0.008525i,0.011028-0.012338i,0.0094489-0.013921i,0.0052219-0.010347i,0.0012057-0.00039801i,-5.3889e-05+0.0038239i,-0.003029-0.0054246i
-0.10583+0.0036343i,-0.20222+0.01694i,-0.24803+0.043758i,-0.18843+0.060968i,-0.091084+0.036674i,-0.024263+0.003632i,0.033262-0.012204i,0.067507-0.027511i,0.051247-0.033226i,0.019879-0.020567i,0.0077907-0.0077018i,0.0099918-0.005161i,0.011157-0.010073i,0.0033424-0.016658i,-0.010189-0.020878i,-0.020892-0.018664i,-0.022223-0.013435i,-0.021122-0.009103i,-0.021008-0.0030219i,-0.012477+0.0010283i,0.0042199-0.0019279i,0.013112-0.0079027i,0.0054939-0.0054228i
0.099313+0.0089868i,0.19848+0.010775i,0.23881-0.01071i,0.17384-0.029104i,0.093357-0.00081213i,0.049088+0.018251i,0.0002521-0.0020373i,-0.042565-0.010053i,-0.036592-0.0046021i,-0.010733-0.011192i,-0.0052432-0.015278i,-0.01093-0.0094914i,-0.014773-0.0011918i,-0.011853+0.0089711i,-0.0055225+0.019906i,5.9259e-05+0.023836i,0.002867+0.01998i,0.0049125+0.015282i,0.0088662+0.012687i,0.0059931+0.0068254i,-0.0065377-0.0033634i,-0.017411-0.0076499i,-0.016386-0.0032986i
-0.10147-0.027977i,-0.20689-0.046613i,-0.24637-0.029531i,-0.16283-0.0052963i,-0.054935-0.032732i,-0.0027092-0.049166i,0.026221-0.0034057i,0.056168+0.025631i,0.045825+0.0079625i,0.0040932-0.00034237i,-0.010979+0.009906i,-0.00050651+0.012064i,0.0093016+0.0041429i,0.010604-0.0061647i,0.0054542-0.014248i,-0.002101-0.015258i,-0.0083255-0.011137i,-0.0094368-0.0075788i,-0.0067501-0.0046704i,-0.0019371+0.0012957i,0.0050325+0.011081i,0.010707+0.017188i,0.010516+0.017243i
0.092543+0.041458i,0.19117+0.077034i,0.23103+0.071733i,0.15591+0.024757i,0.046024+0.0036441i,-0.0010343-0.0025234i,0.0068858-0.047054i,0.0025272-0.076847i,-0.003452-0.053094i,0.011949-0.022334i,0.021572-0.013452i,0.014389-0.01356i,9.4944e-05-0.012063i,-0.011518-0.0038183i,-0.012773+0.010533i,-0.006292+0.020281i,-0.00089755+0.021748i,0.00048319+0.017499i,0.0039738+0.011127i,0.010657+0.0022389i,0.012733-0.010455i,0.010784-0.020338i,0.010852-0.021567i
-0.08935-0.055333i,-0.18152-0.10026i,-0.21876-0.1026i,-0.13981-0.045295i,-0.014138-0.010767i,0.026727-0.030396i,-0.029537-0.015583i,-0.056616+0.027282i,-0.038624+0.024523i,-0.035965-0.00013179i,-0.03728-0.0025883i,-0.026334+0.0055471i,-0.011646+0.012599i,0.0036642+0.013592i,0.013138+0.0050572i,0.01319-0.0042449i,0.008394-0.0042904i,0.003026-0.00037462i,-0.0014103-0.0040796i,-0.005598-0.011488i,-0.011152-0.011485i,-0.016923-0.0049892i,-0.021065-0.0036003i
0.074395+0.066581i,0.15796+0.12795i,0.21055+0.1348i,0.16417+0.032786i,0.029365-0.075335i,-0.061734-0.064567i,-0.020838-0.012133i,0.039125-0.018382i,0.033832-0.024236i,0.023203+0.0083175i,0.032375+0.021911i,0.034392+0.0064577i,0.024149-0.011288i,0.0086509-0.01846i,-0.0036193-0.011874i,-0.0069941+0.00029631i,-0.0019479+0.0082344i,0.004459+0.012686i,0.0046811+0.015268i,0.00070826+0.012434i,-0.00048706+0.0066807i,0.0014843+0.0042141i,0.0022267+0.0089584i
-0.06435-0.073665i,-0.12903-0.14956i,-0.18415-0.17787i,-0.18666-0.083756i,-0.10627+0.051926i,-0.014331+0.07895i,-0.01349+0.026181i,-0.050387+0.012798i,-0.036979+0.019211i,-0.0094528-0.0084511i,-0.011414-0.030222i,-0.023038-0.021365i,-0.025505-0.00021282i,-0.014774+0.012555i,0.0020792+0.0088466i,0.011998-0.0032892i,0.013051-0.011757i,0.01188-0.013581i,0.0097784-0.011298i,0.002854-0.0071952i,-0.0065824-0.0021683i,-0.0094207+0.00076203i,-0.00081608+5.8082e-05i
0.048238+0.077276i,0.096558+0.16239i,0.15145+0.20007i,0.19041+0.10376i,0.14994-0.057631i,0.044941-0.10562i,-0.0024462-0.024085i,0.024697+0.027604i,0.029555+0.01407i,0.0061771+0.017025i,0.00019995+0.029916i,0.0069126+0.024739i,0.014674+0.0097335i,0.013907-0.0055591i,-0.00063853-0.011013i,-0.014496-0.0048747i,-0.015872+0.0036626i,-0.0090669+0.0066204i,-0.0043433+0.0062781i,-0.0016143+0.010052i,0.0039075+0.015334i,0.0091403+0.015231i,0.0073078+0.0070769i
-0.037122-0.081423i,-0.066406-0.17607i,-0.11568-0.24065i,-0.19851-0.18697i,-0.23759-0.031964i,-0.14526+0.081902i,-0.017995+0.056672i,0.014188-0.0061674i,0.0055683-0.014719i,0.020066-0.016753i,0.026837-0.028365i,0.014739-0.026984i,-0.0020895-0.018311i,-0.013181-0.0074555i,-0.010075+0.0023591i,0.0015353+0.0035622i,0.0096145-0.0032679i,0.010483-0.0097663i,0.0088979-0.0094705i,0.0099488-0.0065727i,0.011562-0.0089186i,0.0095488-0.015907i,0.0042447-0.017567i
0.016039+0.083983i,0.02177+0.18043i,0.038354+0.2631i,0.11769+0.26364i,0.21659+0.15367i,0.1959+0.0045245i,0.077094-0.039813i,0.022772+0.00058963i,0.024718+0.0075903i,-0.00096147-0.0067772i,-0.027775-0.00090522i,-0.02654+0.010406i,-0.0086074+0.015595i,0.0056132+0.011732i,0.003718+0.0032479i,-0.0064039+0.00038626i,-0.014164+0.0039028i,-0.014904+0.0074908i,-0.012698+0.006827i,-0.011068+0.0032924i,-0.010461+0.0016894i,-0.013268+0.0027436i,-0.01701+0.0049721i
-0.007346-0.08154i,0.006682-0.16912i,0.025266-0.24992i,-0.020971-0.29444i,-0.14019-0.25559i,-0.18106-0.12011i,-0.088789-0.023686i,-0.016342-0.029271i,-0.014107-0.034512i,-0.0030156-0.0088131i,0.018773+0.0026473i,0.02449-0.0018337i,0.015022-0.011541i,-0.0020643-0.011758i,-0.007371+0.00084287i,0.001466+0.0090689i,0.0099218+0.0074033i,0.01255+0.0036796i,0.01168+0.0040153i,0.011658+0.0054646i,0.012388+0.0040119i,0.013077+0.0038316i,0.013369+0.0073648i
-0.010624+0.077752i,-0.041102+0.15459i,-0.095895+0.22538i,-0.096871+0.29171i,0.013236+0.31018i,0.1158+0.19802i,0.089181+0.056196i,0.026909+0.016816i,0.017672+0.016799i,0.0087175-0.0066065i,-0.01199-0.018913i,-0.018193-0.014116i,-0.014096-0.0030566i,-0.0030915+0.0076025i,0.0051442+0.0049819i,0.0017766-0.0045427i,-0.0051484-0.0068685i,-0.0066008-0.0030543i,-0.0029274-0.0024695i,-0.0016751-0.0059833i,-0.0039062-0.0092781i,-0.0059873-0.01182i,-0.0043625-0.014063i
0.018924-0.06535i,0.06509-0.12266i,0.15254-0.15767i,0.22131-0.2121i,0.16669-0.28776i,0.017855-0.2581i,-0.056044-0.12529i,-0.028288-0.049333i,-0.010229-0.042212i,-0.012763-0.018607i,-0.0051576+0.0097998i,0.0030516+0.01572i,0.005408+0.0074722i,0.0023307-0.0021429i,-0.00077039-0.0015567i,0.00052771+0.0056218i,0.004141+0.0089467i,0.0055494+0.0067999i,0.0029675+0.0034138i,0.002053+0.0034123i,0.0030117+0.0064558i,0.0023822+0.0093445i,-0.0014476+0.0083301i
-0.02911+0.060431i,-0.073488+0.099847i,-0.15601+0.087655i,-0.25083+0.076187i,-0.26082+0.13622i,-0.14186+0.18031i,-0.028079+0.12242i,-0.014062+0.057874i,-0.020277+0.040915i,-0.0048397+0.021558i,0.0070972-0.00034448i,0.0077989-0.011973i,0.00077195-0.01139i,-0.0016024-0.0026468i,0.001298-0.0026878i,0.00065544-0.0093949i,-0.0025586-0.010286i,-0.0039825-0.005245i,-0.0015893-0.001044i,0.0018414-0.002792i,0.0033517-0.0088857i,0.0034315-0.013086i,0.0027548-0.010826i
0.034323-0.053566i,0.075169-0.077434i,0.13982-0.032243i,0.23508+0.029457i,0.29152-0.013299i,0.21223-0.099869i,0.085069-0.087404i,0.046612-0.037426i,0.040587-0.032497i,0.012297-0.026722i,-0.0053152-0.0080876i,-0.010558+0.0036426i,-0.0092227+0.0083317i,-0.0040629+0.0030025i,-0.0051997-0.0012915i,-0.0063778+0.0038061i,-0.0021698+0.0085732i,0.0018976+0.0075319i,0.0013856+0.0030655i,-0.003767+0.00087853i,-0.011393+0.0035251i,-0.015483+0.0070079i,-0.011836+0.0075844i
-0.041544+0.048979i,-0.071641+0.062061i,-0.087616-0.013023i,-0.13419-0.15048i,-0.2182-0.17816i,-0.21421-0.064436i,-0.11631+0.013945i,-0.059628+0.012437i,-0.047797+0.013458i,-0.022213+0.019283i,0.0014775+0.0097158i,0.010315+0.0015579i,0.010695+0.00020487i,0.0040924+0.00099517i,-0.00047114+0.001969i,-0.001097+0.00020396i,-0.0024421-0.0019012i,-0.0024955-0.00093756i,2.6199e-05+0.0024307i,0.0052989+0.0055082i,0.011931+0.0071038i,0.017229+0.0066166i,0.017599+0.0019627i
0.042173-0.041594i,0.061433-0.059409i,0.025027+0.0023532i,-0.012109+0.14477i,0.044332+0.21481i,0.1144+0.13323i,0.10095+0.041478i,0.068138+0.023996i,0.05552+0.017819i,0.036194+0.00026204i,0.014116-0.0085452i,-0.00065488-0.0093889i,-0.0055215-0.0072072i,-0.0039167-0.0052335i,-0.0047209-0.0010394i,-0.0048691+0.0053033i,-0.0020148+0.0071336i,0.0015833+0.0054596i,0.0034522+0.0023371i,0.0010345-0.0030471i,-0.0039744-0.0089681i,-0.00904-0.014593i,-0.013292-0.016041i
-0.048207+0.035847i,-0.065726+0.059947i,0.0026181+0.027643i,0.10631-0.097143i,0.093242-0.20625i,-0.012634-0.18304i,-0.053819-0.098898i,-0.033193-0.062043i,-0.024978-0.047908i,-0.01997-0.025201i,-0.012162-0.008227i,-0.0041633+0.0022942i,0.0033372+0.0061611i,0.0015291+0.0062882i,0.00073232+0.0056359i,0.0042237+0.0033985i,0.0047085+0.0028927i,0.0035015+0.0021932i,0.001411+0.0020974i,-3.5559e-05+0.0052805i,0.00051431+0.010658i,0.00067593+0.01641i,-0.00021818+0.018645i
0.052792-0.023398i,0.073329-0.059576i,-0.012519-0.078169i,-0.17678-0.02274i,-0.22744+0.077675i,-0.12341+0.11792i,-0.032127+0.084834i,-0.0099979+0.060673i,0.0082176+0.049694i,0.021101+0.025084i,0.017137+0.0069107i,0.010795-0.0032699i,0.0051788-0.010207i,0.0028168-0.0085685i,0.0017759-0.003099i,0.0012631-0.00059086i,0.0026078-0.0016951i,0.0044538-0.00263i,0.0062507-0.0022661i,0.0083516-0.004727i,0.010683-0.011441i,0.011982-0.017384i,0.011542-0.016891i
-0.058609+0.013987i,-0.093977+0.057706i,-0.032553+0.13492i,0.13498+0.16995i,0.22706+0.095474i,0.15906-0.0072654i,0.072787-0.039274i,0.047466-0.041545i,0.029625-0.04954i,0.0046769-0.042885i,-0.0061114-0.026401i,-0.0087607-0.01156i,-0.010855-0.0020214i,-0.010677+0.00085765i,-0.0056855-3.207e-05i,-0.0011267-0.0011466i,-0.0014897-0.00047158i,-0.0025146+0.00059419i,-0.0051191+0.00020109i,-0.010748+0.0010809i,-0.016135+0.0036424i,-0.019465+0.0057684i,-0.01799+0.0048853i
0.059283-0.0042947i,0.11506-0.043992i,0.10518-0.14846i,-0.014057-0.25458i,-0.12803-0.2295i,-0.1299-0.10096i,-0.084911-0.016845i,-0.060152+0.006371i,-0.038567+0.014326i,-0.018165+0.015114i,-0.0071884+0.013589i,0.0012727+0.010454i,0.0062931+0.0053076i,0.0053901+0.0029958i,0.0021596+0.0021591i,0.00096093+0.0010696i,0.0040986+0.00028313i,0.0063744-0.0010352i,0.0059285-0.0011941i,0.0088898+0.0010197i,0.015766+0.0028108i,0.019625+0.0035069i,0.016177+0.0035055i
-0.061545-0.007925i,-0.13703+0.017824i,-0.1815+0.12721i,-0.1231+0.2748i,-0.010767+0.29597i,0.053675+0.17325i,0.063503+0.071176i,0.059042+0.029993i,0.044972-0.0010959i,0.023273-0.018004i,0.011269-0.018619i,0.0036711-0.014849i,-0.0047443-0.0086634i,-0.0049507-0.0044656i,-0.00066063-0.0039567i,-0.0020129-0.0055071i,-0.0078401-0.0052562i,-0.010941-0.0014658i,-0.0096249+0.0010781i,-0.0091164-0.002635i,-0.011651-0.010643i,-0.014946-0.015141i,-0.014659-0.011991i
0.055697+0.022005i,0.1485+0.023088i,0.2592-0.059764i,0.29929-0.21532i,0.22283-0.28295i,0.09397-0.20321i,0.011434-0.10671i,-0.015752-0.061252i,-0.027969-0.031885i,-0.03025-0.0059794i,-0.023705+0.0079519i,-0.012543+0.012417i,-0.0021691+0.0114i,0.00082019+0.0078271i,-0.0017708+0.0045748i,-0.0025421+0.0063153i,0.0019074+0.010591i,0.0068751+0.010009i,0.0083264+0.0082997i,0.0069163+0.010881i,0.0036822+0.016338i,0.0022498+0.020682i,0.0038592+0.019227i
-0.053559-0.040646i,-0.14675-0.076266i,-0.28611-0.060076i,-0.3802+0.03348i,-0.33291+0.10185i,-0.18608+0.090219i,-0.069872+0.063692i,-0.019216+0.049912i,0.0024615+0.03377i,0.012493+0.01778i,0.018318+0.0060165i,0.016784-0.0037984i,0.010776-0.008545i,0.0065776-0.0079179i,0.0046965-0.0059021i,0.0033276-0.0055584i,-9.943e-05-0.0076717i,-0.0048231-0.0073437i,-0.0053044-0.0057943i,-0.00057187-0.0092357i,0.0049971-0.015452i,0.009281-0.019162i,0.0091951-0.01951i
0.037814+0.050403i,0.1158+0.1181i,0.25304+0.16004i,0.37485+0.11086i,0.35567+0.021511i,0.21406-0.028432i,0.10024-0.040322i,0.051348-0.040278i,0.019898-0.030818i,-0.00027763-0.01719i,-0.0087469-0.0087598i,-0.012422-0.0024229i,-0.010049+0.0026007i,-0.0066868+0.0025612i,-0.0081265+0.0016868i,-0.0093119+0.0066146i,-0.0048195+0.01257i,0.0025929+0.013921i,0.0053102+0.01214i,-0.00011699+0.0097256i,-0.0090613+0.0091104i,-0.014777+0.0086285i,-0.014658+0.0057911i
-0.023232-0.059993i,-0.079005-0.15777i,-0.19023-0.26658i,-0.31258-0.30173i,-0.33054-0.23732i,-0.22845-0.12469i,-0.12651-0.036028i,-0.068328+0.0066942i,-0.025614+0.019684i,0.0016483+0.019156i,0.011338+0.014748i,0.012963+0.0081953i,0.010092-0.00056627i,0.005225-0.0037547i,0.0042188-0.0012063i,0.0076736-0.0011834i,0.0095056-0.0055852i,0.0062685-0.0090277i,0.0035476-0.0092374i,0.0059543-0.0064185i,0.012551-0.0031075i,0.01601-0.0018683i,0.011995+0.00063228i
0.0015321+0.059218i,0.016981+0.17001i,0.059847+0.31524i,0.12228+0.39825i,0.13903+0.34789i,0.10159+0.20855i,0.071964+0.091037i,0.054462+0.030653i,0.034447-0.0013664i,0.017688-0.017192i,0.0060276-0.020453i,-0.0026948-0.016855i,-0.0077358-0.0097276i,-0.0081329-0.0034789i,-0.0073605-0.00017142i,-0.0079878+0.002598i,-0.0075771+0.005292i,-0.0045354+0.0075531i,-0.0029383+0.0075705i,-0.0056308+0.0033678i,-0.010189-0.0032804i,-0.012183-0.0078945i,-0.0090076-0.0073785i
0.012841-0.059906i,0.034076-0.16308i,0.051743-0.30653i,0.037352-0.39776i,0.010876-0.35366i,-0.0071465-0.21864i,-0.020112-0.104i,-0.017007-0.046233i,-0.0067009-0.020237i,-0.0038097-0.0070012i,-0.003064+0.004177i,0.00098806+0.010351i,0.0032274+0.0074545i,0.003302+0.0038964i,0.0057843+0.0034002i,0.0096134+0.0025183i,0.010683-0.00047996i,0.0089233-0.0040846i,0.0062554-0.0052837i,0.0050377-0.00067079i,0.005139+0.0063964i,0.0046277+0.010084i,0.0022977+0.0082627i
-0.029591+0.049473i,-0.085758+0.13588i,-0.16127+0.26027i,-0.19392+0.34744i,-0.16121+0.31672i,-0.0938+0.20313i,-0.034697+0.10797i,-0.0060367+0.054325i,0.0037499+0.018817i,0.0059714-0.0017742i,0.0048664-0.010185i,0.00092677-0.011905i,-0.0030146-0.007226i,-0.0043687-0.0018617i,-0.0047608-0.0011989i,-0.0058523-0.0034448i,-0.0061738-0.0034507i,-0.0054188+0.00081367i,-0.0043883+0.00453i,-0.00082455+0.0025513i,0.0036611-0.0045984i,0.0040105-0.0091386i,0.0017281-0.0071447i
0.040447-0.037819i,0.12405-0.093708i,0.24515-0.16608i,0.32333-0.21373i,0.29544-0.19542i,0.18926-0.13208i,0.094842-0.080191i,0.045919-0.052939i,0.016319-0.035293i,-0.0034841-0.018806i,-0.0094286-0.0048999i,-0.0069059+0.0022457i,-0.0011357+0.0031032i,0.0045174+0.0017855i,0.0071756+0.001321i,0.0064774+0.0017865i,0.0043544+0.00050786i,0.0037921-0.0021429i,0.0044564-0.0020968i,0.002048-0.00053594i,-0.0037308+0.0011215i,-0.0077703+0.0019495i,-0.007905+0.0015019i
-0.047686+0.019104i,-0.13779+0.039115i,-0.26049+0.050336i,-0.32906+0.042872i,-0.28868+0.01969i,-0.18504+0.0057919i,-0.099372+0.012762i,-0.048334+0.017699i,-0.01774+0.012446i,-0.0038641+0.0073279i,0.0023451+0.0046243i,0.0052312+0.0024722i,0.0029697+0.0009124i,-0.0011595-0.0010024i,-0.0046834-0.0051024i,-0.006958-0.007966i,-0.005983-0.0047023i,-0.0042917-0.00033231i,-0.0025968+0.001064i,0.0013574+0.0011498i,0.0065889+0.0015086i,0.0083559+0.0022582i,0.0071885+0.0036403i
0.046959-0.0069149i,0.13294+0.0033247i,0.24501+0.033673i,0.30406+0.060788i,0.25838+0.058807i,0.15899+0.035865i,0.083413+0.013127i,0.038249+0.00031636i,0.010311-0.0051618i,-0.00061026-0.0044609i,-0.003606-0.0027977i,-0.0034441-0.003776i,0.00049545-0.0040417i,0.0043105-0.0013902i,0.0032938+0.003817i,5.6965e-05+0.0071338i,-0.00092728+0.0061809i,0.0010406+0.0040765i,0.003645+0.002659i,0.0023101-0.0014879i,-0.0012581-0.0060031i,-0.0030363-0.0062657i,-0.0021312-0.0061344i
-0.042006-0.012361i,-0.11188-0.052366i,-0.19503-0.1301i,-0.23165-0.19672i,-0.19181-0.19312i,-0.12035-0.13197i,-0.063703-0.067109i,-0.026452-0.028913i,-0.0069741-0.011377i,0.0009012-0.00173i,0.0045929+0.0042021i,0.0043075+0.0046898i,-0.00088923+0.00059934i,-0.0056012-0.0051451i,-0.0067431-0.0078445i,-0.0064108-0.0050642i,-0.0050509-0.00095088i,-0.00412+0.00021449i,-0.0045004-0.00033989i,-0.0046574+0.0023043i,-0.0044594+0.0066713i,-0.0035974+0.0071605i,-0.0039033+0.0046894i
0.029449+0.019953i,0.070998+0.074353i,0.10294+0.16261i,0.093843+0.22074i,0.05201+0.19806i,0.020472+0.13224i,0.0095771+0.078377i,0.0055939+0.045123i,0.0051362+0.021156i,0.0051982+0.0058344i,0.0040297-0.0013424i,0.0028333-0.0040928i,0.0034131-0.0029347i,0.0029815+0.0025126i,0.00017389+0.0086111i,-0.00068297+0.011515i,0.0015204+0.010695i,0.0036751+0.0081765i,0.0045006+0.0050557i,0.0051974+0.00064641i,0.0071533-0.0038553i,0.0081206-0.0050067i,0.0064016-0.0035058i
-0.021706-0.028526i,-0.039429-0.087363i,-0.039694-0.16839i,-0.015367-0.20903i,0.0098007-0.178i,0.015802-0.11647i,0.01421-0.066879i,0.012628-0.035173i,0.0072204-0.017153i,0.0030327-0.0087537i,0.0021711-0.0047756i,-0.0013691-0.0030706i,-0.0068966-0.0039448i,-0.0069429-0.0053244i,-0.00096363-0.0048297i,0.0037689-0.0030172i,0.0036249-0.0016608i,0.0016602-0.0011298i,-0.00023613-0.000157i,-0.0042406+0.0022499i,-0.0082134+0.0036974i,-0.0086672+0.0018863i,-0.0076082-0.00056524i
0.011628+0.029191i,0.0037922+0.086i,-0.030032+0.15436i,-0.07193+0.17877i,-0.081832+0.14116i,-0.059852+0.086425i,-0.032041+0.048658i,-0.0078636+0.024744i,0.0055892+0.0069088i,0.0061565-0.0028262i,0.0036247-0.0039222i,0.0040896+0.00049338i,0.0057509+0.0056265i,0.0043169+0.0081761i,0.001687+0.0078968i,0.0013677+0.0062085i,0.0023361+0.0040118i,0.0035267+0.0030393i,0.0049106+0.0039655i,0.0070839+0.0044297i,0.0097784+0.0042117i,0.0085169+0.0037557i,0.0049546+0.0027767i
-0.00067663-0.029258i,0.023689-0.072255i,0.078037-0.11105i,0.12593-0.10771i,0.12095-0.073102i,0.081468-0.04212i,0.046103-0.021768i,0.023952-0.010014i,0.011201-0.0071265i,0.0037515-0.0066157i,-0.0010482-0.005201i,-0.004729-0.005462i,-0.0059346-0.006307i,-0.0027928-0.0056099i,0.0022154-0.0055013i,0.0049497-0.0060641i,0.0050072-0.0050394i,0.0048876-0.0032753i,0.0038165-0.0035036i,5.7408e-05-0.0045481i,-0.0019529-0.0065137i,-0.0013836-0.0077323i,-0.0011405-0.0062865i
-0.0064538+0.02138i,-0.035206+0.049673i,-0.085007+0.062181i,-0.11257+0.038363i,-0.091684+0.0051272i,-0.06087-0.0091178i,-0.037116-0.011325i,-0.015354-0.011485i,-0.0034125-0.010088i,-0.0015285-0.0075377i,-0.00072621-0.0029287i,0.003387+0.0028375i,0.005793+0.0070312i,0.0029403+0.0070567i,-0.0015945+0.0025902i,-0.004322-0.0024624i,-0.0052323-0.0046598i,-0.004808-0.0044705i,-0.0021443-0.0013254i,0.0014976+0.0029408i,0.001466+0.0056809i,-0.0018074+0.0050103i,-0.0039292+0.0037194i
0.010738-0.018374i,0.042971-0.033737i,0.090892-0.032538i,0.11094-0.01244i,0.084602+0.0012589i,0.050499+0.0055378i,0.028333+0.010574i,0.012983+0.0082301i,0.0047219-0.00041618i,0.00060549-0.0031438i,-0.0016088-0.0027149i,-0.0019338-0.0048788i,-0.0010535-0.0070096i,0.0012206-0.0066297i,0.00084964-0.0059942i,-0.0016863-0.0030424i,-0.0021301+0.00086442i,-0.00031321+0.0014707i,0.001272-0.00074696i,0.0011631-0.0045739i,0.0010745-0.0074173i,0.0024464-0.0061782i,0.0033448-0.0029797i
