-0.0023266+0.00078252i,-0.0027134+0.00033287i,-0.0037206+0.0012328i,-0.003496+0.0023027i,-0.0023382+0.0030386i,-0.00065063+0.0033231i,0.00061692+0.0033291i,0.00090292+0.0032229i,0.0010938+0.002147i,0.0014681+0.00068443i,0.0017042-0.0002701i,0.00095679-0.00039782i,0.00062279-0.00053989i,0.0011265-0.00017594i,0.0012214+0.00036091i,0.00048728+0.0001806i,-0.00053129-0.00023825i,2.6728e-05+0.00012768i,-3.4508e-05+0.00077313i,-0.0011582+0.00064865i,-0.0005102+0.00034539i,-0.00010567+0.00028322i,-0.00055356+1.0119e-05i
0.0008997-0.0069296i,-5.3901e-05-0.012186i,0.0037285-0.01636i,0.012682-0.0117i,0.026165+0.003058i,0.037422+0.012359i,0.044133+0.0099581i,0.0427+0.005489i,0.031141+0.0018044i,0.019044-0.0065657i,0.0077971-0.013543i,-0.0034098-0.01146i,-0.0083776-0.0046339i,-0.0084469+0.00051544i,-0.0065557+0.0036785i,-0.0027632+0.0059801i,0.0016647+0.0047817i,0.0044776-0.00064854i,0.0032425-0.0034704i,-0.00020696-0.002052i,-0.0012882-0.00016028i,-0.00060493-0.0009219i,-0.0008728-0.0022151i
0.0029927-0.0013239i,0.0083501+0.00027312i,0.0080158+0.007703i,-0.0020161+0.024391i,-0.026007+0.037154i,-0.049629+0.026805i,-0.050435-0.0060269i,-0.028773-0.028465i,-0.0096301-0.029405i,-0.0078796-0.021653i,-0.011811-0.011858i,-0.011371-0.0017919i,-0.0082381+0.0047736i,-0.0049274+0.006088i,-0.0024101+0.0028692i,-0.0025675-0.0032298i,-0.0028953-0.0072622i,-0.00059757-0.0067286i,0.0015214-0.006378i,0.0011763-0.0067853i,-0.00047263-0.0048472i,-0.0021291-0.0030523i,-0.0028839-0.0029103i
0.00024134+0.0025135i,-0.0028381+0.0096381i,-0.010393+0.0072094i,-0.024755-0.0048434i,-0.04113-0.016249i,-0.049764-0.016853i,-0.049124-0.0063923i,-0.041942-0.0035404i,-0.032036-0.0039943i,-0.02373+0.0031199i,-0.013918+0.0111i,-0.0021239+0.012161i,0.0044366+0.008035i,0.0066+0.003404i,0.0071748-0.00033346i,0.0039132-0.0041623i,-0.0014368-0.0054311i,-0.0046668-0.0028545i,-0.0036022-0.00021345i,-0.00073939-0.00037487i,-0.00047074-0.0007727i,-0.0009676+0.00074867i,0.00082989+0.0026089i
-0.004862-0.0029034i,-0.010019-0.0077341i,-0.0083209-0.012601i,0.0084485-0.022622i,0.034753-0.034697i,0.061228-0.026927i,0.062954+0.0017996i,0.03775+0.026984i,0.013558+0.028994i,0.0038086+0.021475i,0.0045876+0.016893i,0.00765+0.0098933i,0.0080812+0.0031135i,0.0065849+0.00085487i,0.0046517+0.0028645i,0.0032685+0.006377i,0.0018811+0.0061499i,-0.0006995+0.0032587i,-0.0030923+0.0045214i,-0.0013698+0.0077455i,0.002634+0.0069974i,0.0045005+0.0045524i,0.0043541+0.0032061i
0.004007-0.0045854i,0.008995-0.0067748i,0.014344-0.0047042i,0.020175+0.010295i,0.033267+0.030194i,0.042803+0.031007i,0.048138+0.013082i,0.048941+0.00085363i,0.037028+0.0023223i,0.0256+0.0023176i,0.018909-0.003536i,0.0082367-0.0067669i,-5.1977e-05-0.0040578i,-0.0021965-0.00034773i,-0.0027976+0.0016811i,-0.0016766+0.0054512i,0.0025206+0.0078825i,0.0050198+0.0054006i,0.0040743+0.0024603i,0.0029089+0.0022776i,0.0037388+0.0024255i,0.0047108+5.5307e-05i,0.0023358-0.0016103i
0.0051265+0.0024987i,0.0070241+0.0054002i,0.00090829+0.01269i,-0.022501+0.022955i,-0.063184+0.030501i,-0.090014+0.020421i,-0.083943-0.012428i,-0.056618-0.037136i,-0.025091-0.032971i,-0.0047564-0.019642i,0.00082489-0.01418i,-0.00072283-0.0084815i,-0.0013823-0.0016507i,0.00014852-0.0003408i,0.00066348-0.0025787i,0.00057018-0.0046251i,0.0016093-0.0045989i,0.0043772-0.0019186i,0.0061339-0.0023202i,0.0030437-0.0048864i,-0.0010568-0.0052392i,-0.0031876-0.0040004i,-0.003621-0.0023707i
-0.0019782+0.0045783i,-0.0051142+0.0065582i,-0.011858-0.0024868i,-0.020778-0.024596i,-0.029972-0.045412i,-0.046693-0.039307i,-0.063319-0.0067956i,-0.061812+0.01266i,-0.042467+0.0068404i,-0.025007-0.0016686i,-0.016343-0.00081069i,-0.0093809+0.0021319i,-0.0028665+0.00064145i,0.00016434-0.0011807i,0.0016594-0.0022112i,0.00258-0.0056183i,0.00069765-0.008086i,-0.0020564-0.0072093i,-0.0017219-0.0060512i,-0.0019836-0.0058637i,-0.0052047-0.0044331i,-0.0065988-0.00078991i,-0.0040999+0.0014873i
-0.003626-0.006168i,-0.0055555-0.012881i,0.0072316-0.01721i,0.038459-0.019659i,0.075094-0.019089i,0.10398-0.0042406i,0.10297+0.026199i,0.072246+0.047285i,0.036491+0.038939i,0.011398+0.019019i,-0.00088228+0.0087579i,-0.0026603+0.0049768i,-0.002471+0.0014096i,-0.0029161+0.0012618i,-0.002856+0.0041363i,-0.0029006+0.005213i,-0.0030386+0.0024032i,-0.0038063-0.002018i,-0.0058093-0.0028223i,-0.0052675+0.00019137i,-0.0017065+0.0028977i,0.00038433+0.0036341i,0.0019576+0.0025497i
0.0036725-0.0054338i,0.01245-0.0046448i,0.011279+0.0086092i,0.0047872+0.037738i,0.013546+0.059641i,0.037068+0.047121i,0.066999+0.0066322i,0.078131-0.016707i,0.055996-0.012288i,0.027134-0.0029563i,0.013679+0.0021455i,0.0085275+0.0033842i,0.0035245+0.0051545i,0.001124+0.0071682i,-5.7e-05+0.0063083i,-0.0023503+0.0061104i,-0.0018313+0.007596i,0.00087345+0.0069389i,-6.1767e-05+0.0044923i,-0.000981+0.005172i,0.0028936+0.0065166i,0.0066024+0.003078i,0.004498-0.0016954i
0.0023166+0.004054i,-0.0010509+0.012059i,-0.015351+0.012691i,-0.050032+0.0048045i,-0.099396-0.0017117i,-0.12774-0.01545i,-0.11662-0.042032i,-0.081764-0.063913i,-0.047136-0.050957i,-0.021011-0.016759i,-0.0022934+0.0008393i,0.0051794+0.0047705i,0.0068844+0.0062247i,0.0086729+0.0040086i,0.0079947+0.00065716i,0.0053318+0.00017932i,0.003541+0.0021403i,0.0035081+0.0057419i,0.0041589+0.0070102i,0.0036256+0.0040406i,0.0025374+0.00079927i,0.00093437-0.00044583i,-0.001042-0.00046361i
-0.0049669+0.0019836i,-0.010007-0.0013863i,-0.010784-0.017114i,-0.0018958-0.042366i,-0.0025363-0.064217i,-0.032991-0.052133i,-0.076596-0.0084516i,-0.092996+0.023636i,-0.064549+0.02185i,-0.027531+0.0091479i,-0.010801+0.0039015i,-0.0047889-0.00012562i,-0.00073536-0.0045013i,0.0017134-0.0059466i,0.0018881-0.0032624i,0.00297-0.0024716i,0.0041155-0.0040815i,0.0038818-0.0044525i,0.0046797-0.0047664i,0.0033665-0.0063976i,-0.0017257-0.0070204i,-0.0053272-0.0044803i,-0.0049155-0.0005178i
-0.0052694-0.0052811i,-0.0019447-0.0095667i,0.018927-0.0061091i,0.054578+0.0094877i,0.095445+0.029389i,0.12195+0.046i,0.11519+0.065026i,0.087104+0.074156i,0.055321+0.056046i,0.029717+0.021111i,0.012308-0.0038049i,0.0010289-0.011205i,-0.0048409-0.011675i,-0.0078021-0.0079572i,-0.0073075-0.0033589i,-0.0039948-0.0029508i,-0.00059918-0.0056761i,0.00057322-0.0097695i,-0.00072299-0.010949i,-0.0014129-0.0068424i,-0.0016047-0.0023926i,-0.0013472-0.00011949i,0.001279+3.5253e-05i
0.0064888-0.0035585i,0.013037+0.00046642i,0.003973+0.02062i,-0.019113+0.051097i,-0.024329+0.069328i,0.016008+0.054035i,0.076861+0.0041719i,0.096482-0.031526i,0.06821-0.028791i,0.033329-0.016346i,0.013912-0.009299i,0.0053119-0.0021719i,0.0011688+0.0054214i,-0.00017129+0.0081749i,0.00010847+0.0047343i,0.00029481+0.00047378i,-0.00028166-0.00023401i,-0.0026855+0.002051i,-0.0068103+0.0041862i,-0.0077667+0.0078126i,-0.0032123+0.010924i,0.0022991+0.0077213i,0.0038859+0.002562i
0.0055875+0.0088064i,-0.002693+0.016534i,-0.02309+0.0026504i,-0.055412-0.03391i,-0.093373-0.060792i,-0.12081-0.072375i,-0.11553-0.078001i,-0.084898-0.078621i,-0.056183-0.057961i,-0.03554-0.019567i,-0.019617+0.0058987i,-0.0079616+0.014777i,0.00060723+0.016663i,0.0049837+0.014013i,0.0051735+0.0099899i,0.0032032+0.007645i,-0.0012223+0.0079735i,-0.0046771+0.010177i,-0.0046385+0.010344i,-0.0036587+0.0071706i,-0.0024102+0.0048431i,-7.0692e-05+0.0042234i,4.1279e-05+0.0029958i
-0.0073459-0.00075881i,-0.014678-0.010688i,-0.00085011-0.02696i,0.032349-0.043796i,0.03783-0.059728i,-0.0059418-0.049885i,-0.069664-0.0040507i,-0.096724+0.039827i,-0.070133+0.043005i,-0.035618+0.024959i,-0.019488+0.016311i,-0.0091194+0.010747i,-0.00077729+0.0024235i,0.0015017-0.0028013i,-0.0010947-0.0010981i,-0.0028312+0.0034486i,-0.0017743+0.0036584i,0.0018867+0.00023112i,0.0071527-0.0025583i,0.0090336-0.0064444i,0.0048932-0.0099638i,-0.0004405-0.0088364i,-0.0025487-0.004753i
-0.00017226-0.010389i,0.012562-0.015183i,0.028041+0.001503i,0.041279+0.044447i,0.064464+0.081284i,0.084128+0.091364i,0.084271+0.086767i,0.077754+0.076716i,0.06602+0.05282i,0.044873+0.018765i,0.025163-0.0038643i,0.013806-0.012502i,0.0061855-0.015045i,0.00043018-0.012579i,-0.00047949-0.0097915i,0.00099139-0.0089026i,0.0053564-0.0087968i,0.011248-0.0096728i,0.012959-0.010554i,0.0096917-0.0099879i,0.0041664-0.009244i,1.0021e-06-0.0073924i,3.0991e-05-0.0038937i
0.0076336-0.0014225i,0.011972+0.010777i,-0.0093048+0.030194i,-0.049075+0.040846i,-0.067654+0.049505i,-0.022643+0.04555i,0.054786+0.00077187i,0.084267-0.052667i,0.059371-0.057218i,0.033608-0.028184i,0.025003-0.01359i,0.01631-0.011334i,0.0069113-0.0044804i,0.0059911+0.001155i,0.0091666+0.0008574i,0.009778-0.0023827i,0.0070046-0.0040486i,0.0021902-0.0030412i,-0.0043532-0.00029114i,-0.0079329+0.0056271i,-0.0053814+0.01094i,-0.00049716+0.010436i,0.0021183+0.0065618i
-0.003221+0.012671i,-0.014713+0.018481i,-0.033465-0.0063989i,-0.037995-0.056221i,-0.039365-0.092255i,-0.055209-0.095073i,-0.065498-0.076348i,-0.067215-0.058848i,-0.063806-0.038633i,-0.044734-0.011375i,-0.024563+0.0041933i,-0.013596+0.0098074i,-0.0052147+0.013268i,-0.0012265+0.012217i,-0.00024009+0.010279i,6.8868e-05+0.0094641i,-0.0043245+0.0064147i,-0.011832+0.0044728i,-0.016068+0.0052408i,-0.014955+0.0062375i,-0.0089027+0.0088387i,-0.0016564+0.0099312i,0.0008625+0.0064865i
-0.019118-0.00021062i,-0.028255-0.016968i,0.0040649-0.032021i,0.058742-0.028756i,0.078208-0.025807i,0.044092-0.02761i,-0.020978+0.0084088i,-0.055065+0.067744i,-0.039959+0.077261i,-0.025066+0.039202i,-0.023112+0.016073i,-0.01658+0.012193i,-0.0085025+0.0057022i,-0.0067172+0.00057815i,-0.0088057+0.00080779i,-0.009878+0.0021594i,-0.0085153+0.0013726i,-0.0041154-0.00034396i,0.0014299-0.00066643i,0.0033559-0.0021248i,0.0019721-0.0048859i,0.0012188-0.0047601i,-0.00033482-0.0025678i
0.002561-0.020139i,0.027505-0.028273i,0.039337+0.0061928i,0.016822+0.064727i,0.0030682+0.091567i,0.013136+0.081325i,0.032314+0.051969i,0.057256+0.028665i,0.067638+0.01691i,0.048495+0.0039324i,0.021282-0.0039032i,0.010269-0.0031162i,0.0083001-0.004369i,0.0054984-0.0059025i,0.0044814-0.006717i,0.003422-0.0073983i,0.0053815-0.0049462i,0.011835-0.0022299i,0.015404-0.0021156i,0.012544-0.0036104i,0.0071028-0.0073988i,0.0022203-0.010066i,-0.00058084-0.0063304i
0.023431+0.0082324i,0.026482+0.038988i,-0.0079669+0.050607i,-0.063386+0.021335i,-0.096129+0.0071655i,-0.075617+0.0075071i,-0.017263-0.028098i,0.01719-0.084836i,0.013619-0.091132i,0.010311-0.043215i,0.018719-0.0093192i,0.019027-0.0067581i,0.012142-0.0053496i,0.011218+0.00019132i,0.012354+0.0015475i,0.010672+0.00040364i,0.0074925+0.00057919i,0.0046438+0.0019941i,0.0025632+0.0019928i,0.0014312+0.0015019i,0.0010741+0.00039932i,0.0016886-0.00077993i,0.0031675-0.0006769i
-0.012903+0.026665i,-0.045856+0.025005i,-0.058868-0.0096428i,-0.018304-0.051029i,0.016205-0.069135i,0.0050695-0.049436i,-0.022533-0.010688i,-0.04893+0.0055282i,-0.062659+0.0028465i,-0.044585+0.0043534i,-0.017549+9.7919e-05i,-0.0081585-0.0040236i,-0.0051686-0.00054664i,-0.0025829+0.00096242i,-0.0024443+0.003875i,-0.0022732+0.0074451i,-0.0025558+0.0051043i,-0.0055751+0.001185i,-0.0075953-0.00048675i,-0.0069441+0.00094616i,-0.0051296+0.0042245i,-0.0021302+0.006376i,0.0010668+0.004188i
-0.032946-0.021331i,-0.031866-0.05676i,0.013421-0.071658i,0.061478-0.032241i,0.089359+0.013114i,0.091722+0.025895i,0.058022+0.051782i,0.026149+0.10179i,0.022969+0.10165i,0.013606+0.043875i,-0.0070308+0.0072535i,-0.012866+0.0031877i,-0.011732+0.00019922i,-0.012819-0.00223i,-0.010998-6.7421e-05i,-0.0060879+0.00040798i,-0.0018987-0.002966i,-0.00051898-0.005331i,-0.00081762-0.0042143i,-0.0022168-0.0018131i,-0.0041858+0.0018522i,-0.005011+0.0051669i,-0.004181+0.0033093i
0.0305-0.038201i,0.074891-0.036605i,0.081806+0.012789i,0.026167+0.053625i,-0.025835+0.045688i,-0.021797+0.016426i,0.014704-0.019529i,0.049174-0.038501i,0.058503-0.027666i,0.037588-0.0087707i,0.010576+0.004632i,0.0023247+0.012649i,0.0054557+0.011833i,0.0076526+0.0071105i,0.0082414+0.0015947i,0.0055878-0.0038978i,0.0037845-0.0042658i,0.0037318-0.0024012i,0.0026299-0.0011611i,0.0013712-4.3454e-05i,0.00084297-2.7716e-05i,-0.00060886-0.00088153i,-0.0033716-2.0524e-05i
0.034924+0.045915i,0.026171+0.10597i,-0.028298+0.11001i,-0.079362+0.041165i,-0.10016-0.020609i,-0.10961-0.051059i,-0.096627-0.080846i,-0.079913-0.10923i,-0.066247-0.094021i,-0.036935-0.037205i,-0.0062215+0.00084307i,0.0062913+0.0057371i,0.0092988+0.0074108i,0.011445+0.0084701i,0.0080513+0.0034705i,0.00080773+0.00089142i,-0.0029791+0.0013551i,-0.003098+0.0014695i,-0.0019849+0.0015068i,0.00097389+0.00073844i,0.0057338-0.0014936i,0.0080363-0.0036278i,0.0051972-0.0029966i
-0.055025+0.03255i,-0.12385+0.010165i,-0.12655-0.037544i,-0.047936-0.050871i,0.0061468-0.023848i,-0.0012089+0.012821i,-0.031709+0.051179i,-0.046919+0.067996i,-0.046153+0.0496i,-0.028643+0.017824i,-0.0048647-0.0068077i,0.0019836-0.014862i,-0.0016624-0.010821i,-0.0040187-0.0071971i,-0.0050642-0.0031796i,-0.0044146+0.00097788i,-0.0025357+0.0027009i,-0.00082835+0.0041791i,0.0010187+0.0045341i,0.0023767+0.0024413i,0.0024858-0.00021783i,0.0026931-0.00092946i,0.0056117-0.0017378i
-0.029996-0.069212i,0.009396-0.14018i,0.066643-0.14655i,0.082694-0.064839i,0.089931+0.02346i,0.10792+0.074924i,0.11712+0.098405i,0.11662+0.10602i,0.1058+0.083523i,0.067223+0.030589i,0.024678-0.0051029i,0.0076565-0.011497i,0.00018593-0.013252i,-0.007176-0.010103i,-0.0060192-0.0016526i,0.0020488+0.0024901i,0.0072841+0.0013923i,0.0074317+8.4869e-05i,0.0072069+0.00038938i,0.0039774-0.0017178i,-0.0027929-0.0032955i,-0.0062427-0.0011996i,-0.0032389-3.399e-07i
0.089809-0.020198i,0.15851+0.026243i,0.1646+0.085813i,0.093658+0.069788i,0.02325+0.014i,0.020418-0.024523i,0.048874-0.05458i,0.059837-0.076112i,0.046513-0.065021i,0.021924-0.023327i,0.0032196+0.012817i,0.00060363+0.021165i,0.0047616+0.014793i,0.0076241+0.01048i,0.0089315+0.0069049i,0.0063284+0.0025453i,0.003004-0.00022095i,0.0025865-0.0043496i,0.00036307-0.0083405i,-0.0032402-0.0065873i,-0.0049088-0.0017762i,-0.0057158+0.00054333i,-0.0068089+0.0014023i
0.0070649+0.10714i,-0.046791+0.18327i,-0.12306+0.17883i,-0.13261+0.092977i,-0.10246-0.015086i,-0.1065-0.089004i,-0.12259-0.10852i,-0.13646-0.095749i,-0.1243-0.06243i,-0.07239-0.019365i,-0.023883+0.0054811i,-0.0067368+0.012112i,-0.00067988+0.016581i,0.0057958+0.014014i,0.0031243+0.0062612i,-0.0041382+0.001437i,-0.0067471-0.0019025i,-0.0091082-0.0037309i,-0.011085-0.003159i,-0.0086398+0.00017426i,-0.0021595+0.0043313i,0.0021416+0.0029245i,0.00018762+0.0004018i
-0.12194-0.016483i,-0.20722-0.086168i,-0.19427-0.14648i,-0.11384-0.11134i,-0.066922-0.019373i,-0.062423+0.023943i,-0.074199+0.039797i,-0.061892+0.066795i,-0.032336+0.061497i,-0.0098115+0.014037i,0.00088427-0.023349i,-0.0028671-0.024663i,-0.0091938-0.013338i,-0.0094569-0.0085679i,-0.0059157-0.0055934i,-0.00087105-0.0026781i,0.00061649-0.0014485i,-0.00039918+0.0018846i,-0.00062199+0.0076114i,0.00070282+0.010264i,0.0028827+0.0078884i,0.0043313+0.004906i,0.0043111+0.0028289i
0.040405-0.12551i,0.13901-0.20786i,0.20061-0.19061i,0.16171-0.090019i,0.10551+0.0042894i,0.089882+0.078833i,0.10657+0.09394i,0.12264+0.055851i,0.10366+0.022864i,0.051223+0.0067987i,0.011302-0.0025755i,0.0056419-0.0107i,0.0070047-0.0169i,0.002321-0.013148i,0.0028905-0.0043061i,0.0073737+0.0015931i,0.009534+0.0039295i,0.01002+0.0057203i,0.012226+0.0076318i,0.013888+0.004199i,0.0094621-0.00072558i,0.0045621-0.0016213i,0.0042979+1.5665e-05i
0.12806+0.067771i,0.19339+0.18426i,0.18815+0.23268i,0.13455+0.14042i,0.091478+0.038184i,0.082221-0.0026309i,0.077124-0.015661i,0.04898-0.03342i,0.012427-0.032058i,-0.0057174+0.010591i,-0.0055473+0.044421i,0.0031767+0.038471i,0.012844+0.0214i,0.015573+0.011394i,0.010764+0.0044614i,0.0013121-0.00041597i,-0.0040707+0.00059103i,-0.00031555-0.0001054i,0.0056483-0.0055791i,0.0068032-0.00836i,0.0044267-0.0072243i,0.0022492-0.0040879i,0.0021218-0.0013492i
-0.096841+0.13257i,-0.22004+0.18002i,-0.28506+0.16562i,-0.21242+0.10729i,-0.11302+0.0066537i,-0.080574-0.066902i,-0.085876-0.053128i,-0.088113+0.0024232i,-0.057765+0.031584i,-0.0051392+0.021021i,0.021285+0.0064005i,0.01216+0.0061506i,0.00051994+0.009127i,-0.0030784+0.006582i,-0.0081151+0.001301i,-0.011733-0.001551i,-0.0076549-0.0025905i,-0.0052911-0.0035769i,-0.0084143-0.0056787i,-0.010434-0.0079305i,-0.0089009-0.0067509i,-0.0063801-0.0048436i,-0.0051722-0.0032023i
-0.12529-0.12965i,-0.16517-0.25329i,-0.14343-0.29643i,-0.12859-0.19207i,-0.1291-0.044744i,-0.11029+0.0027078i,-0.077114-0.0067825i,-0.025561+0.0078824i,0.022709+0.0071332i,0.0338-0.035908i,0.018577-0.063611i,-4.6683e-05-0.045137i,-0.014642-0.01909i,-0.020242-0.008985i,-0.012599-0.001555i,-4.8925e-06+0.003188i,0.0044085-0.0016092i,0.0010954-0.0063352i,-0.005411-0.0040235i,-0.010258+0.00051575i,-0.010878+0.0019533i,-0.0091535+0.0018167i,-0.0049586+0.0013454i
0.16994-0.10452i,0.30843-0.13479i,0.33755-0.096236i,0.23262-0.043556i,0.11339+0.0020214i,0.059746+0.050561i,0.059401+0.024873i,0.053007-0.05487i,0.0060163-0.080881i,-0.045956-0.040646i,-0.054762-0.0028252i,-0.02705+0.0025412i,-0.002622-1.7645e-05i,0.0079885+0.0054449i,0.013666+0.0077538i,0.013821+0.0047009i,0.0091624+0.00047388i,0.0038349-0.0021812i,0.0019881-0.00085945i,-0.00034005+0.0026713i,-0.0021451+0.0066241i,0.00045224+0.00742i,0.0014038+0.0046663i
0.071933+0.19389i,0.079008+0.34242i,0.064941+0.33581i,0.082569+0.17638i,0.11507+0.045629i,0.11066+0.0049816i,0.068685+0.0080957i,0.0057784+0.0085712i,-0.041626+0.024633i,-0.042914+0.070618i,-0.016224+0.08933i,0.0050902+0.060653i,0.020821+0.032462i,0.027985+0.018375i,0.018685+0.0066888i,0.0048208-0.0011391i,-0.004167-0.000348i,-0.0046916+0.004572i,0.001278+0.0056492i,0.0070531+0.0053757i,0.010674+0.005085i,0.011707+0.0029586i,0.0090434+0.00091431i
-0.21186+0.02805i,-0.36144-0.0022194i,-0.35921-0.020315i,-0.20957-0.0050332i,-0.087374-0.032706i,-0.049934-0.06418i,-0.045354-0.0127i,-0.014815+0.070388i,0.048163+0.089027i,0.093678+0.039108i,0.084921-0.0060776i,0.045976-0.014295i,0.016659-0.013823i,0.0020336-0.016123i,-0.0088769-0.014818i,-0.014827-0.0064726i,-0.010298+0.0053211i,-0.0029416+0.01277i,0.0026805+0.013202i,0.0090713+0.007082i,0.011664+0.00021308i,0.0088176-0.0028435i,0.00472-0.0017448i
0.012839-0.22352i,0.070843-0.35119i,0.069826-0.33387i,-0.038748-0.17512i,-0.13002-0.031261i,-0.13325+0.0077829i,-0.080354-0.0079939i,-0.011787-0.021769i,0.034687-0.055658i,0.032898-0.10693i,0.0068409-0.11583i,-0.012509-0.076445i,-0.025904-0.040853i,-0.033083-0.023505i,-0.023125-0.0058938i,-0.0053898+0.0074682i,0.0035683+0.0065699i,0.0060099-0.0015317i,0.0059112-0.0052773i,0.0029647-0.0049435i,-0.0011926-0.0062714i,-0.0050102-0.0052937i,-0.0040353-0.00082207i
0.22451+0.064686i,0.33444+0.1462i,0.30345+0.17332i,0.1643+0.11124i,0.052236+0.079437i,0.018974+0.088249i,0.011223+0.037617i,-0.033294-0.040309i,-0.10479-0.051121i,-0.13491-0.0032672i,-0.10788+0.029142i,-0.063371+0.02894i,-0.032464+0.027642i,-0.013145+0.030655i,0.0025189+0.024471i,0.010384+0.010839i,0.011365-0.0024902i,0.0074803-0.013084i,-0.00050709-0.017709i,-0.0094769-0.01443i,-0.014312-0.0057788i,-0.011776+0.00092563i,-0.0055529+0.00038849i
-0.11978+0.22006i,-0.21388+0.31314i,-0.21044+0.25368i,-0.064187+0.10311i,0.083397+0.0019891i,0.12172-0.01455i,0.085562+0.0088099i,0.032777+0.045345i,0.0042623+0.099974i,0.0084751+0.14639i,0.019597+0.14177i,0.021382+0.096507i,0.024175+0.059761i,0.026863+0.039429i,0.021334+0.016718i,0.013791-0.0043678i,0.0061873-0.012167i,5.626e-05-0.006208i,-0.0037864-0.00068867i,-0.0098652-0.00052859i,-0.010626+0.00083999i,-0.0042742+0.002074i,-0.0015391+0.00082993i
-0.19543-0.17201i,-0.27094-0.29643i,-0.19417-0.30361i,-0.04622-0.19472i,0.025049-0.1264i,0.022246-0.12477i,0.024497-0.084067i,0.085825-0.023051i,0.15801-0.017908i,0.16636-0.047183i,0.12124-0.052747i,0.074501-0.03766i,0.047288-0.034113i,0.029342-0.035578i,0.011284-0.03109i,-0.0031395-0.020125i,-0.0075645-0.0032043i,-0.0046435+0.0093908i,0.0014083+0.014307i,0.0089663+0.013947i,0.012524+0.0081388i,0.010451+0.0027008i,0.0074019+0.0025985i
0.22189-0.14558i,0.37221-0.19454i,0.34985-0.12108i,0.1409-0.0024775i,-0.052902+0.038167i,-0.12054+0.025529i,-0.095904-0.0028203i,-0.053298-0.059184i,-0.043179-0.13391i,-0.054691-0.17363i,-0.048841-0.15188i,-0.024997-0.1019i,-0.010935-0.063777i,-0.011268-0.043059i,-0.012546-0.018413i,-0.011014+0.007396i,-0.0075524+0.013848i,-0.0033919+0.0067229i,0.001471+0.001363i,0.0083902+0.0010905i,0.011983+0.0014261i,0.0085883+0.00037589i,0.0049277+0.00045726i
0.092943+0.25946i,0.10274+0.44018i,0.025455+0.44843i,-0.07369+0.29529i,-0.098587+0.19511i,-0.062393+0.16935i,-0.054942+0.12398i,-0.11809+0.082961i,-0.18718+0.091104i,-0.18005+0.10758i,-0.11736+0.087168i,-0.065696+0.052953i,-0.042819+0.037663i,-0.03134+0.036209i,-0.016703+0.034349i,-0.0042805+0.026056i,0.0016087+0.013828i,0.0026379+0.003411i,-0.0014488-0.0048432i,-0.0056329-0.007338i,-0.0064742-0.0042323i,-0.0054199-0.0017772i,-0.0035858-0.0037813i
-0.28291+0.035856i,-0.47037+0.010039i,-0.47401-0.053497i,-0.25961-0.091155i,-0.031513-0.077803i,0.0719-0.039866i,0.075814+0.0011238i,0.055144+0.068655i,0.070725+0.15463i,0.098244+0.18549i,0.081667+0.14467i,0.033885+0.090144i,0.0018488+0.060026i,-0.0021996+0.045543i,0.0042349+0.024746i,0.011206-0.00057357i,0.013145-0.014109i,0.0095856-0.0092134i,0.0036669+0.0012134i,-0.0044647+0.0020103i,-0.0090628-0.00089127i,-0.0069606-0.0016327i,-0.0052344-0.0013573i
0.021416-0.30248i,0.079482-0.50016i,0.15474-0.53994i,0.18326-0.39987i,0.1451-0.25228i,0.082227-0.19512i,0.06199-0.16109i,0.11486-0.1293i,0.1766-0.13704i,0.1658-0.14367i,0.10034-0.10711i,0.050967-0.057831i,0.03784-0.032402i,0.03417-0.028257i,0.025338-0.032438i,0.013745-0.033933i,0.0031059-0.027208i,0.00046029-0.019686i,0.0044158-0.012385i,0.0044712-0.0026411i,0.0015485+0.0027206i,0.0014062+0.0048062i,0.00287+0.007992i
0.30034+0.086276i,0.50147+0.16046i,0.54418+0.21152i,0.36838+0.18246i,0.11757+0.098874i,-0.039844+0.049782i,-0.066318+0.023651i,-0.048108-0.048568i,-0.073921-0.14071i,-0.10904-0.16421i,-0.089142-0.11778i,-0.037158-0.069176i,-0.0010361-0.04697i,0.0095817-0.036453i,0.0029002-0.019744i,-0.0083398+0.0018037i,-0.012821+0.013551i,-0.014081+0.0073345i,-0.013553-0.0049612i,-0.00609-0.0056523i,0.0004377+0.00050611i,0.0013583+0.0041963i,0.0022714+0.003861i
-0.15228+0.27626i,-0.25182+0.49237i,-0.30138+0.57391i,-0.2664+0.4692i,-0.17573+0.3168i,-0.083432+0.22517i,-0.037842+0.17408i,-0.062669+0.14312i,-0.10872+0.14194i,-0.11135+0.13816i,-0.067883+0.10568i,-0.026414+0.061958i,-0.018694+0.031082i,-0.026321+0.021651i,-0.025383+0.02967i,-0.015739+0.039065i,-0.0039134+0.040004i,0.0026397+0.037079i,0.00094385+0.028917i,-0.00049284+0.01333i,0.0028392+0.00086732i,0.0034957-0.0039628i,0.00065725-0.006903i
