-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
-0.00044143+0.00085899i,-0.00088287+0.0015538i,-0.001503+0.0013401i,-0.00098068+0.00095065i,0.00055372+0.0010337i,0.0013591+0.00060204i,0.0013303+0.00042333i,0.0010282+0.00068871i,0.00041766+0.00057507i,-0.00010716+0.00077701i,-7.8335e-05+0.0010223i,0.00054566+0.0014492i,0.00067751+0.0015331i,-6.2316e-05+0.0012052i,-0.00035858+0.00035184i,-5.3974e-05-2.5559e-05i,-8.9408e-05-0.00016578i,-0.0004157-9.2247e-05i,-0.00039649-0.00038854i,0.00022467-0.00084039i,0.00067841-0.00060003i,0.00090374+1.7032e-05i,0.00050072+0.00045031i
-0.00060928-0.0022807i,-0.0006867-0.0030018i,-0.0012922-0.0023832i,-0.0013088-0.0010987i,-0.0012167+0.0008464i,-0.00088759+0.0014576i,0.00032495+0.001445i,0.00061507+0.0015097i,0.00046916+0.00076973i,0.00058581+7.5472e-05i,0.00055193+0.00029093i,-3.4409e-05+0.00037365i,-0.00091081+0.00024817i,-0.00085129+0.00045938i,-0.00041706+0.00068436i,-0.0009134+0.00046891i,-0.0009635+0.00063228i,-0.0008636+0.00036139i,-0.00041605-5.7341e-05i,-5.4069e-05-9.8318e-05i,-0.00095913-0.00020224i,-0.00096744-0.00017613i,-0.00034788-0.00036222i
-2.163e-05+8.5714e-05i,-1.1836e-05+0.00086341i,0.00025483+0.0011979i,0.00060644+0.0014813i,0.00086289+0.0016055i,0.0010997+0.00090277i,0.0010036+0.00038732i,0.001568+0.00012426i,0.0018015+2.5297e-05i,0.0014831+0.00034865i,0.00099656-0.00024851i,0.00028489-0.00060227i,0.00058401-0.0009924i,0.00035156-0.00070847i,0.000146-0.00035435i,0.00035682-0.00050755i,0.00040928-0.00040932i,0.00022408-0.00085929i,-9.1071e-05-0.001422i,-0.00012769-0.0010671i,-4.7419e-05-0.00042053i,-3.1946e-05-7.8332e-05i,-0.00012112+6.3637e-05i
0.0012311-0.00019156i,0.00090102-0.0015458i,0.0008609-0.0016237i,0.0014038-0.0010255i,0.0016181-0.00016099i,0.0012506+0.00015226i,0.00074606+0.00061204i,0.00042198+0.0012325i,0.00063254+0.00085723i,0.00038388-0.00064467i,-8.8631e-05-0.0017606i,0.00017412-0.0013867i,0.00073523-0.00083752i,0.00078011-0.00027312i,0.000201+8.2618e-05i,-0.00032824+0.00010144i,-0.0010137+0.00019374i,-0.00025653-0.00039693i,0.0012524-0.00044419i,0.00098732+7.7125e-05i,-0.00020773-0.00032514i,-0.00070775-0.0014458i,-0.00012726-0.0015468i
0.00095456+0.00094812i,0.00054728+0.00012728i,0.00084388-0.00093209i,0.00090121-8.4998e-05i,0.00073152+0.0013143i,0.00056223+0.0020212i,-0.00020856+0.0016892i,-0.00047436-3.0469e-06i,-4.9732e-06-0.00080076i,0.00049524-0.00060289i,0.00063877-0.00060508i,0.00039571-0.00034189i,-0.00033573+9.7828e-06i,-0.00066459+3.4553e-05i,-0.00015646-0.00031862i,7.3063e-05-0.00041445i,-0.00066408-0.00045005i,-0.00065994-0.00025007i,0.00023469+0.00026322i,0.00023681-0.00013733i,-0.00038815-0.00082554i,-0.00026276-0.00037578i,0.00029968+0.00053403i
0.0024387+0.00015999i,0.0022675+9.5558e-05i,0.002942-0.00035423i,0.0032597-0.00019462i,0.0027038+0.00076506i,0.0014198+0.0006355i,0.00036686-0.00033232i,-6.763e-05-6.2241e-05i,-0.00037161-0.00045709i,1.9604e-05-0.00090482i,0.00040771-0.00082174i,0.00065436-0.00088251i,0.00030506-0.00071113i,7.0489e-05-0.00056035i,0.00011454-0.00054902i,0.00015826-4.8101e-05i,-9.1399e-05+0.00048208i,6.8227e-05+0.00083146i,0.00014479+0.0010133i,-0.00039485+0.0006328i,-0.00032168+0.00012148i,-0.00017507+8.4299e-05i,-0.00020698+0.00038624i
-0.00039387-0.00014425i,0.00075975-0.0010212i,0.00059279-0.0013888i,-4.5533e-05-0.0012416i,-0.0010653-0.0002184i,-0.0009632+0.00032136i,6.7111e-06+0.00025395i,0.00064982+0.00036513i,0.0010369-0.00029395i,0.00085325-0.00034645i,0.00050547+0.00045056i,0.00030528+0.00042531i,0.0001597+2.1853e-05i,-0.00043021-0.00031577i,-0.00051911+0.00030349i,7.5825e-05+0.00082039i,-0.00019753+0.00050025i,-0.00034323+0.00021471i,0.00019711-0.00012985i,0.00052519-0.00033015i,0.00040664+0.00023807i,0.00011878+0.00097386i,-0.00025641+0.00028568i
0.00062705-0.0011161i,7.5266e-05-0.0023022i,-0.00064157-0.002033i,-0.00023879-0.0010978i,0.00029677+0.0012643i,-0.00047639+0.0030255i,-0.00029235+0.0020285i,0.00032666+0.00099036i,0.00064168+0.00022097i,0.00095687+5.0274e-05i,0.0004642+0.00060472i,-0.00073909+0.00093814i,-0.0010261-0.00031866i,-0.00072126-0.0013152i,-0.00056893-0.00084328i,-0.00060333-0.00053869i,-0.00060309-0.00032858i,-1.3539e-05+1.6756e-05i,-0.00011917-0.00028067i,1.1383e-05-0.00043353i,0.00037487-9.6775e-05i,0.00012248-0.00021144i,-0.00010601+0.00037007i
-0.0017566+0.00063456i,-0.00043602+0.00078724i,0.0017592+0.0010072i,0.0028488+0.0019012i,0.0016529+0.0017099i,0.0011573+0.0018491i,0.00065887+0.0019228i,-0.00015551+0.00085504i,-0.00037417-0.00034422i,-4.1363e-05-0.00070781i,0.00034509-0.00033206i,0.00072146-0.0002483i,0.00062322-0.00053226i,7.1289e-05-0.00029121i,0.00045434-0.00052883i,0.00062283-0.00012696i,0.0005875+0.00042852i,0.0010327-0.00016959i,0.00074117-0.00048641i,0.00035878-0.00072857i,6.3197e-05-0.00051586i,-0.00076472-0.00017663i,-0.00065253+0.0002589i
0.0010971-0.0023466i,-0.00040415-0.0025801i,-0.0006255-0.0041945i,-0.0014257-0.0040853i,-0.0025881-0.0020545i,-0.0017975-0.00018829i,-0.0001631+0.00081671i,0.00072989+0.00085946i,0.0012103+0.00060071i,0.00078152-0.00024516i,0.00044954-0.00049111i,0.00076305-0.0004045i,0.000555+9.7224e-05i,-2.8592e-05+7.0116e-05i,-0.00034859+4.7711e-05i,-0.00035345+0.00022716i,0.00022618-0.00039296i,0.00071382-0.00099645i,8.4648e-05-0.00073669i,-0.00047441-0.00060788i,-0.00034741-0.0007793i,-7.4775e-05-0.00041304i,0.00027043+0.00022592i
0.0023969-0.00074144i,0.0025906-0.0034404i,0.0022301-0.0048823i,0.00055438-0.0032238i,-0.0001107-0.0011163i,-0.0003585+0.00024647i,-0.00032876+0.00017102i,0.00032718-0.00087818i,0.00076121-0.0010308i,0.001409-0.00019404i,0.0010579+0.00044674i,-0.00026826-0.00011527i,-0.00034806-0.00058861i,0.00021724-0.00055345i,0.00017165-0.00067749i,0.00048663+0.00013502i,0.00089828+0.00028591i,0.00091248-0.0002237i,0.0005882-0.00013863i,0.00011759-0.00099922i,-0.00039032-0.00128i,-0.00015598-0.00096667i,4.5125e-05-0.0012994i
-0.00059188-0.00095549i,-0.0010566-0.00098044i,-0.0020733-0.0017892i,-0.0015423-0.0010178i,-0.00059166+5.6615e-05i,-7.1984e-05+0.00073396i,-0.00012557+0.0011306i,-0.00021044+0.00031226i,-5.7163e-05-1.4797e-05i,-0.00056448-0.00037178i,-0.00063873-0.00084366i,-4.243e-05-0.00078554i,-1.6847e-05-0.00084093i,-0.00036942-0.00069558i,-0.00021747+0.000377i,-6.0213e-05+0.00092966i,-0.000381+0.0003721i,-0.00037618-2.4617e-05i,-0.0003548+0.0001654i,-0.00035994+0.00010971i,-0.0001789+0.00046063i,0.00061436+0.00081075i,0.00069813+0.00070098i
0.0014509+0.00090544i,0.00074747-0.00084664i,0.0008924-0.00067555i,0.00173+0.00011163i,0.0021915+0.00017642i,0.002005+0.00072874i,0.00096334+0.0004795i,-1.1485e-05-3.0478e-05i,-1.7563e-06+0.00014235i,0.00041961-0.00015296i,0.00062873-0.00026485i,0.00070254-0.00028208i,0.00018966-0.00028132i,-0.00045709-0.00030145i,-0.0005154+0.0001951i,9.4959e-05+0.0009234i,0.00096555+0.0006396i,0.00079603+0.00017207i,0.00061067+0.00026865i,6.8125e-05-0.0002672i,-0.00085582-0.00043977i,-0.0008123+0.00038444i,-0.00024874-5.6805e-05i
0.00043578-0.00082907i,0.0015781-0.00095138i,0.00057008-0.0012468i,-0.00020685-0.0014726i,-6.1794e-05+8.7596e-05i,-6.5023e-05+0.00092059i,-0.00019406+0.00074737i,-0.00053341-3.1313e-05i,-0.0010994-0.0012638i,-0.00040608-0.00087503i,0.00058456-0.00021009i,1.799e-05-0.00067766i,-0.0010019-0.00020599i,-0.0013729+0.00050215i,-0.0010288+0.00032056i,-0.00088017+0.0008999i,-0.00080944+0.00076301i,-0.0010693+3.8251e-05i,-0.00055498-0.000638i,-0.00025611-0.00095784i,-0.00072624-0.00073246i,0.00013741-0.00040852i,0.00011428-0.00055049i
-0.0022216-0.00077396i,-0.002462-0.00011427i,-0.0028012+0.00057044i,-0.0026748+0.0012154i,-0.0020788+0.0023823i,-0.00080672+0.0026494i,-2.4035e-05+0.001144i,-0.00020454+0.00013208i,0.00031551+0.00051971i,0.0002634+0.0011407i,-0.00051665+0.0012276i,-0.00060049+0.00056842i,0.00042446+0.00030917i,0.0012372+0.00020209i,0.00030172+1.312e-05i,-0.00028606-0.00025984i,-0.00019692+0.00018592i,-0.00092517+3.4455e-05i,-0.0014454-0.00086427i,-0.00082777-0.00089343i,-0.00025851-3.72e-05i,-0.00045098+0.00024031i,-9.1151e-05-0.00022519i
0.002143+0.00022998i,0.00085578-0.0008462i,0.00047752-0.0013142i,0.00069794-0.0005311i,0.001024+6.0026e-05i,0.0014237+0.00027111i,0.00086481+0.00051321i,0.00077427+0.00023727i,0.00082129+0.00075361i,0.00059589+0.00096504i,0.00024524-0.00020388i,0.00025177-0.00058224i,0.00039501-0.00035578i,-0.00062272+0.00015438i,-0.00093953+0.00018936i,0.00021507-0.00074104i,0.00092056-0.0012429i,0.00088337+1.6248e-05i,0.00055918+0.00045448i,0.00024862-0.00043872i,0.00031375-0.00076584i,0.00049049-0.00034467i,0.00036599-0.00025478i
-0.00081075-0.0010104i,-0.00081-0.00025639i,-0.00065509+0.00046897i,5.7545e-05+0.00074899i,0.00054267+0.0010514i,0.0013761+0.00089454i,0.0014406+0.00051084i,0.0012665+0.00043728i,0.00099859+0.00011139i,0.00075356-0.00025344i,0.00061345-4.9759e-05i,0.00062605-0.00010892i,0.00073462-0.0002223i,-0.00010634-0.0002193i,6.6422e-05-0.00069095i,0.00099541-0.00080021i,0.00067391-0.00025546i,5.7575e-05-0.00020121i,0.00031013-0.00038184i,0.00054369-0.0004412i,0.00071353-0.00034651i,0.00020346-0.00059734i,-0.0011028-0.0006126i
-0.00028561+7.2946e-05i,0.0011164+0.00045479i,0.0017561-8.5266e-05i,0.001999+0.00012663i,0.0015737+0.0018275i,0.0014126+0.0020402i,0.0013561+0.0012148i,0.0014165+3.1246e-05i,0.001084-0.00034255i,0.00049907+0.00012676i,0.00068841+0.00062722i,0.0005727+0.00032593i,-0.00012429-0.00041137i,-0.00055422-0.00080733i,-0.00024951-0.00081343i,0.00047427-0.00069634i,0.0010184-0.00065448i,0.00087685-0.0003978i,0.00053808-0.00019i,0.000201-0.00032955i,-0.00027046-0.00047703i,-0.00067304-0.00027674i,-0.00025947+0.00028047i
-0.0001965-0.0010951i,8.6327e-05-0.0010213i,0.00054707-0.0010168i,0.00075697-0.00095349i,0.0005851+0.00030739i,0.00064974+0.00081184i,0.0007537+0.00026976i,0.00013146-0.00063564i,0.00034253-0.00065976i,0.00077796+0.00058021i,0.00050621+0.00060315i,-5.7079e-05-0.0001539i,-0.00037317-0.00045687i,-0.00022701-0.00080761i,-0.00047031-0.00042169i,-0.00054524+0.00033484i,-0.00042155+0.00025646i,-3.3899e-05-2.6574e-07i,0.00041241-0.00014464i,0.00069757-0.00062863i,0.00022135-0.0010751i,-0.00040592-0.0014607i,-0.00052808-0.00096036i
6.3896e-05-0.0011432i,-0.00081234-0.0028294i,-0.00043407-0.0028137i,-0.00067894-0.002252i,-0.00024537-0.00080169i,0.00013771+0.0010517i,5.3237e-05+0.0011475i,0.00034221+0.00054494i,0.00034013+0.00043158i,-5.7724e-05-0.00040648i,0.00016651-0.00084195i,0.000426-0.0010538i,0.000181-0.00083853i,0.0007991-0.00034595i,0.00123-0.00040802i,0.00037813+4.7418e-05i,5.4969e-05+0.00023944i,-3.713e-05-0.00020288i,-0.00034093-0.00049283i,7.3624e-05-0.00047951i,0.00058085-0.00048332i,0.00047124-0.00060395i,0.0010185-0.00083103i
0.002141+0.00057971i,0.0030478+0.00087572i,0.0039126+0.00060651i,0.0032824+0.00050292i,0.0022607+0.0011494i,0.0015618+0.0013541i,0.00089688+0.00065897i,0.00073294+0.00019593i,0.00082636-0.0004779i,0.0011702-0.00064229i,0.0011617-0.0004333i,0.00025819-0.0006919i,-0.0004093-0.0012582i,-6.3974e-05-0.00062335i,0.00021976+1.914e-05i,0.0001622-0.0002406i,-0.00062389-0.00039847i,-0.00085998-0.00056366i,-0.00025344-0.00089545i,0.00055251-0.00076085i,0.0013031-0.00018534i,0.00073006+8.7798e-05i,0.00024319-9.8869e-05i
0.00017847-0.00092359i,-0.0012576-0.0016912i,-0.0029024-0.001502i,-0.0012848-0.00052454i,0.0005267+0.00053012i,0.00066904+0.00086791i,0.00076954+0.00036945i,0.00088845-0.00060029i,0.00026304-0.00040933i,-0.00013448+0.0001428i,0.00024127+0.00017016i,-1.1553e-05+0.00051398i,-0.00010918+0.00055882i,5.8977e-05+0.0002149i,3.2045e-05+0.00037085i,-4.4212e-05+0.00048906i,-3.6607e-05+0.00055523i,0.00049039+0.00061596i,0.00042696+0.00032496i,-0.00023552+0.00013185i,-0.00043091+0.00038063i,0.00016621+0.00032229i,0.00055759+0.00015257i
0.0017412+0.0014027i,0.0019305+0.0011139i,0.0033799+0.00042281i,0.0035484+2.5457e-05i,0.0025599+0.0006019i,0.0014192+0.00046708i,0.00023836+0.00029787i,-0.00034711+0.00014729i,-0.00037427-0.00044037i,0.00043178-0.00032273i,0.0013771-0.00057821i,0.00069569-0.00097699i,-0.00030378-0.00082842i,-1.59e-05-0.00099373i,0.00093966-0.00081674i,0.00112-0.00073545i,0.0011684-0.0010519i,0.00068474-0.00025461i,-9.6528e-05+0.0002006i,0.00018909-8.9256e-05i,6.2687e-05-0.0001099i,-0.00020316-0.00029676i,-0.00045306-9.1771e-05i
-4.093e-05-0.0004066i,-0.00049312-0.00098882i,0.00015064-0.0010624i,0.00068506-5.2203e-05i,0.00041726+0.00056211i,-0.00036599+0.00044745i,-0.00034464-0.00024992i,0.00059066-0.00044158i,0.00025224-0.00020922i,0.00031364-0.00031882i,0.00076508-0.00010976i,0.00022854-0.0011657i,0.00036949-0.0022339i,0.00053285-0.0011886i,-0.00020328-6.1664e-05i,-0.00087091+8.524e-05i,-0.00098607-8.7317e-05i,-0.00028698-0.00080317i,-0.00047712-0.0012381i,-0.0012603-0.00027846i,-0.00057253+0.00057404i,5.4772e-05+0.00047906i,-0.00018101+0.0001401i
0.0013086-0.00066922i,0.0016738-0.00079406i,0.0015668-0.0019145i,0.00071943-0.0012045i,0.00023198+0.0013739i,9.3517e-06+0.001929i,-0.0005308+0.000985i,-0.00040736-0.00043115i,0.00019811-0.0015148i,-0.00010365-0.001332i,-5.2795e-05-0.00068946i,-0.00021015-0.00058827i,-0.00097154-0.0004409i,-0.0010079-0.00021102i,-0.0010933-0.00019486i,-0.0011305+0.00024007i,-0.0010969+0.00012927i,-0.00064885-0.00048213i,-0.00028164-0.00035753i,0.00035627-3.4508e-05i,0.0004281-0.00025053i,-0.00041066-0.00075068i,-5.7179e-05-0.0010058i
0.0010057+0.00047126i,0.0015411-0.00045653i,0.00059163-0.0014414i,-0.0006063-0.00024615i,-0.00081626+0.001183i,-0.00012376+0.00096192i,0.00020059+0.00036817i,-1.474e-05+0.00083333i,0.00018699+0.0018729i,0.00050654+0.0012305i,0.00059978+0.00041627i,0.00050517+0.00024973i,6.9729e-05-0.00020661i,-0.00044851-0.00049564i,-0.00050219-0.00047129i,-0.00057865-0.00034157i,-0.0005148-0.00029977i,-0.0003526-0.00054415i,6.993e-06-0.00057256i,0.00020545-0.00023363i,6.0053e-06-0.00037i,0.00018878-0.00071088i,5.0283e-05-0.00047608i
-0.0003462-0.0010318i,-0.00073782-0.00097534i,-0.00032966-0.00082634i,0.00027801+0.00010964i,4.4847e-05+0.00068444i,-0.00037819+0.0012356i,0.00041625+0.0013782i,0.0013251+0.0001475i,0.0014331-0.001109i,0.0010069-0.0012539i,0.0005176-0.0010875i,-0.00072488-0.00074717i,-0.0013325-0.00075208i,-0.00040257-0.00065492i,0.00027124+0.00012884i,4.6355e-05+0.00045888i,4.8831e-05+0.00030343i,0.0003947-0.00024841i,0.00044817-0.00038543i,-0.00033636+0.00012738i,-0.00027146+0.00043588i,7.6182e-05+0.00058583i,0.00054802+0.00048507i
0.0012882+0.00082354i,0.0015772+0.00031847i,0.0013521-0.00049979i,0.0012687-0.00062594i,0.00084191+0.00066302i,-0.00047782+0.001018i,-0.0010306+0.00050901i,-0.0002939+0.00028728i,4.2719e-05+0.00024546i,-4.1067e-05+0.00039677i,-0.00054244+0.0002789i,-0.00050046-6.3562e-05i,0.00052642+4.4261e-05i,0.00034266+0.00020034i,-0.00014198-0.00022102i,5.9598e-05-0.00078107i,0.00026419-0.00043673i,0.00082595+0.00030453i,0.0013221+0.00027122i,0.00098922+0.00013297i,0.00035792+0.00021899i,0.00048089-0.00034233i,0.00049909-0.0011533i
0.001282-6.1863e-05i,0.0011297-0.0015417i,0.0021168-0.0015408i,0.0021321-0.0010203i,0.00096152-0.00092896i,0.00015136-0.00064589i,0.00040062-0.00029321i,0.00079356-4.9658e-05i,0.00065375+3.0075e-05i,0.00055138+7.3305e-05i,-0.00023797+0.0003087i,-0.00097373+0.00023566i,-0.00039685-9.2769e-05i,-5.3529e-05-0.00011687i,-0.00063309-6.0305e-05i,-0.0011087-0.00026512i,-0.0010807-0.00057989i,-0.00041157-0.00043706i,0.00026417+0.000461i,-0.00012135+0.00068403i,-0.00025413+0.00063174i,-5.2704e-05+0.0003919i,0.00025612+0.00015517i
0.0015037-0.0011973i,0.0011183-0.0018431i,0.00021883-0.0021685i,-0.00026303-0.0019694i,-0.00063898-0.00048357i,-0.0011513+0.00048296i,-0.001334+0.00059409i,-0.00099595+0.00061215i,0.00018515+0.00038994i,0.00067748+0.00013927i,0.00063046-0.000242i,0.00061149-1.0591e-05i,0.00029435-1.4051e-05i,-0.00026973-0.0002932i,-7.7065e-05+3.7299e-05i,0.00050544+0.00025125i,0.00057923+3.4789e-05i,0.00036314-0.0007671i,0.00077525-0.0010487i,0.0010859-0.00045904i,0.0006372+0.00020639i,-5.4597e-05+0.00045159i,-1.6873e-05-0.00020577i
-0.00033549-0.0019257i,-0.0011896-0.0021284i,-0.0032943-0.0022053i,-0.0037928-0.0013683i,-0.0014352+0.00041617i,0.00047425+0.0023882i,0.00052279+0.0024965i,0.00062993+0.001685i,0.00081183+0.00044706i,0.00045257-0.0010122i,0.00012607-0.00046917i,-4.3236e-05+0.00064723i,0.00011328+0.00086285i,0.00016203+0.00064428i,-0.00037303+9.1282e-05i,-0.00058833+0.00057644i,-0.00010796+0.00078508i,-2.9359e-05+0.00011609i,-0.00059438-9.2923e-05i,-0.0002508-6.0684e-05i,0.00030944-0.00014441i,-0.0001144-0.00060722i,-0.00095739-0.0005953i
-0.0013771-0.0021684i,-0.0015275-0.0016937i,-0.0014054-0.0014507i,-0.00094368-0.00092745i,-0.00043929+0.00015516i,-0.0011006+0.001022i,-0.0012247+0.00062454i,-0.000281+0.00027275i,0.00012132+0.00081047i,-0.00011265+0.00065012i,3.65e-05-1.216e-05i,0.00037792+0.00030272i,0.00025759-9.7159e-05i,7.5786e-05-0.00064458i,-0.0004434-0.0002981i,-0.00093648-0.00010003i,-0.00046472+0.00031701i,0.00029634+0.00034121i,0.00035961-6.1125e-05i,5.6636e-05+0.00038584i,0.00045446+0.00061933i,0.0010992-0.00011286i,0.0011406+6.923e-05i
-0.0002943-0.00216i,-0.00062862-0.0010739i,-0.0011401-0.00095816i,-0.0015476-0.00065898i,-0.0017063+0.0016507i,-0.00075839+0.0026053i,-0.00019823+0.0015019i,0.00012766+0.00038651i,0.00062605+4.7795e-05i,0.00067361+0.00051665i,-4.7112e-05+8.1679e-05i,-0.00039443-0.00066524i,-0.00031279-0.0006219i,-0.00053646-0.00032188i,-0.00059175-3.6457e-05i,-0.00016732-5.6425e-06i,-5.6256e-05+0.00030227i,6.3411e-05+0.00017128i,0.00035121+0.0001066i,0.00013844+2.6382e-05i,-0.00013432+0.00022944i,0.00020158+0.00023023i,0.00053313+9.7032e-05i
-0.00061094-0.00025813i,-0.00038515-0.00036297i,-0.00063639+0.00027374i,0.00026104+0.0010234i,0.001755+0.0019075i,0.0012881+0.0010917i,9.6929e-05+0.00022524i,0.00040838+4.8363e-05i,0.00066159-0.00013921i,0.00066159+0.00032042i,0.00054934+0.00062053i,0.00054973-3.9093e-05i,-0.00011527-4.8218e-05i,-3.1138e-05+0.00053969i,0.00081152+0.00020311i,0.00087241-0.00070372i,0.00032104-0.00087147i,-0.0002069-0.00051219i,-0.00027365-0.00022821i,-0.00011489+7.5369e-05i,5.9742e-08-0.00010054i,0.00018805-0.00061555i,0.00021176-0.00049019i
-0.0018827-0.0029653i,-0.0017104-0.0016045i,-0.0024153-0.00032645i,-0.0029185+0.0012869i,-0.0021902+0.0027544i,-0.0010917+0.003193i,0.00017725+0.0023081i,0.00051789+0.0013374i,5.9284e-05+0.0006485i,1.1143e-05+0.00032629i,-0.00065783+0.00048156i,-0.00097291-2.1812e-05i,-0.00059605-0.00040445i,-0.0005006-3.4089e-05i,-0.00065956+0.00044426i,-0.00046715+0.0005912i,-3.6318e-05+0.00047757i,-0.0004532-0.00037809i,-0.00055759-0.0013884i,0.00015558-0.0011645i,0.00081728-0.0005468i,0.0010303+9.8757e-05i,0.00093682-6.6273e-05i
0.0019664-0.001062i,0.00095984-0.0026912i,-0.00025706-0.0041243i,1.5926e-05-0.0025164i,0.00062296-0.00050049i,0.00065411+0.000656i,0.00012708+0.00091392i,-0.00019228+0.00071064i,-0.00014333+0.0002941i,-0.0003619-0.0011112i,-7.8371e-06-0.0015291i,0.00015361-0.0012681i,-0.00011567-0.00074487i,-0.00033549-2.6197e-06i,-0.00061744-0.00081853i,-0.00047573-0.00098794i,7.4827e-05-0.00059215i,0.00086951-0.0008982i,0.00015212-0.00023567i,-0.00076308+0.00049189i,0.0001132+0.00010996i,0.0011346-0.0001899i,0.00095592-0.00051408i
0.00015221+5.0341e-05i,0.00098545-0.00074652i,0.0006595-0.00084671i,-0.00083235-0.00087475i,-0.00088406-0.00018394i,-0.0011481+0.00066628i,-0.0010486+0.00012983i,-0.00047142-0.00023391i,0.00014413-0.00023139i,0.00014483+0.00038747i,0.00016822-0.00036545i,0.00048583-0.0016792i,0.00047609-0.0010386i,0.00027628-0.00022756i,0.00020209-0.00014582i,0.00030063-0.00036377i,0.00059148-0.00041818i,0.00068234-0.00079899i,0.00070765-0.00042711i,0.00036222-0.00083297i,0.00057714-0.0012332i,0.00093278-0.0011404i,9.5801e-05-0.00064536i
-0.0016717-0.0012299i,-0.0015297-0.0013199i,-0.0017389+0.00016897i,-0.0014802+0.0023115i,-0.00070347+0.00387i,-0.00067659+0.0028871i,-0.00074595+0.0011392i,-3.6092e-05+0.00094878i,0.00064092+0.0012651i,0.00043896+0.0015904i,0.00052829+0.0011303i,0.00089087+0.00025179i,0.0012505+0.00019492i,0.0012645+0.00044091i,0.0011055+0.00024635i,0.00090157-0.0001912i,0.00023764-0.00047612i,4.562e-05-0.00077977i,0.00087474-0.00060664i,0.00058234-8.0061e-05i,0.00036009+6.8591e-05i,0.0010047+8.3168e-05i,0.00078473-0.00035024i
0.001338+0.00033089i,0.0025365-0.00065275i,0.0028218-0.0023024i,0.0014506-0.002094i,0.00064308-0.0004281i,-0.00034514+0.00031821i,-0.0010021-0.00025417i,-0.00059625-0.00024443i,-8.9374e-05+0.00050797i,0.00016323-2.4447e-05i,0.00029134-2.7941e-05i,0.00028846+0.00013687i,0.0002277+3.9e-05i,-0.0003234+7.8604e-05i,-0.00050724+0.00023093i,-7.0768e-05+0.00045578i,-0.00041255+0.00013124i,-0.00078275-0.00022657i,-0.00052103-0.00051261i,0.00039737-0.00053789i,0.00080044+0.00038653i,-7.088e-05+0.0008585i,-0.00026708+0.0004347i
-2.6202e-05+0.0018279i,0.00035572-0.00049584i,0.00033091-0.0013187i,8.7976e-06+0.00059997i,0.00026527+0.0014683i,0.00035099+0.00090815i,5.5036e-05+0.00034214i,-4.6748e-05-0.00047384i,-3.8491e-05-0.000358i,-0.00019311+0.00019235i,0.00046344-0.00033768i,0.00058645-0.0013198i,0.00028242-0.0015644i,0.0011577-0.00058056i,0.0012077+0.0012052i,0.00069403+0.0014221i,0.00066509+0.00048013i,-0.00015327-0.00031476i,-0.00024752-0.0005084i,0.00038513-0.00012832i,0.00026107-0.00017795i,2.642e-05-0.00065659i,-1.3442e-05-0.0013217i
-0.00083964+0.00043105i,-0.0001332+0.00015524i,0.00012788+0.00086702i,-0.00016272+0.0019513i,0.00033734+0.0020272i,0.0017126+0.0015628i,0.0013374+0.00088144i,0.00022728+6.8536e-05i,9.5824e-05+0.0003498i,-0.00041457+0.00080001i,-0.00018278-0.00023363i,-0.00024082-0.0012512i,-0.00062815-0.00019418i,-0.00065236+0.00062211i,8.075e-05-2.4998e-05i,0.00077629+4.5235e-05i,0.00039997+0.0004794i,0.00049836+0.0009135i,0.00037145+0.000689i,0.00032345+0.00048094i,0.00062469+0.00088758i,3.6474e-05+0.00086496i,-0.00043156+0.00064307i
0.00050343-0.0018267i,-2.3946e-05-0.0020941i,-7.869e-05-0.0024346i,-0.00075982-0.0019446i,-0.0016981-0.00080726i,-0.0011667+0.00049031i,-0.00045707+0.0013336i,-0.00058615+0.00077582i,-0.0002665+0.00027076i,0.00032853+9.0505e-05i,0.00042038-0.00010989i,0.00068329-0.00012844i,0.00038943-0.00058193i,-0.00024569-0.00046079i,0.00012392-0.00013629i,0.00056978+4.5671e-05i,0.00014513+0.00032986i,-0.0007166-0.00019911i,-0.00053821-0.0015836i,-5.5811e-05-0.0013576i,-0.00011138-0.00010898i,-0.00021795-0.0003523i,3.4437e-07-0.00096153i
0.0001697+0.0020923i,0.00092729+0.002007i,0.0019761+0.0026904i,0.0021875+0.0032375i,0.001564+0.0022515i,0.0013391+0.0011074i,0.0010869-9.7423e-05i,0.00092855-0.00047679i,0.0009294+0.0007207i,0.00074104+0.0011243i,0.0006115+0.0011608i,0.00090919+0.00054024i,0.0012039-0.00024403i,0.0012118+0.00035778i,0.0011985+0.00074556i,0.00052753+0.00037002i,0.00011097-0.00039538i,0.00029551-0.00088534i,0.00011551-0.00094586i,-0.00015919-0.00033085i,-0.00037056-0.00030285i,1.6284e-05-0.00046938i,0.00021061-0.00010431i
