-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
0.14741-0.13163i,0.28816-0.34123i,0.32538-0.58845i,0.16497-0.6991i,0.0077448-0.55472i,0.0013529-0.29991i,0.027159-0.15443i,-0.002022-0.10433i,-0.034756-0.048822i,-0.019136-0.0057583i,0.017614+0.0035459i,0.04999+0.0014742i,0.062764-0.0052979i,0.036318-0.0076332i,-0.0080062+0.013189i,-0.031748+0.061074i,-0.028874+0.10235i,-0.012066+0.096339i,-0.002963+0.047469i,-0.0048494+0.0023882i,-0.0006265-0.020566i,0.0027675-0.045733i,-0.015182-0.054797i
-0.10268+0.12663i,-0.22986+0.28268i,-0.33226+0.45399i,-0.32725+0.5045i,-0.26518+0.34954i,-0.22618+0.10644i,-0.2025-0.026357i,-0.14046-0.010608i,-0.054553+0.031112i,-0.023063+0.034878i,-0.029433+0.022033i,-0.02748-0.0086095i,-0.030597-0.038881i,-0.038784-0.024693i,-0.024899+0.015598i,0.017124+0.029655i,0.055966+0.0075001i,0.060001-0.020311i,0.03422-0.020749i,0.0097244-0.0044689i,-0.0079444-0.0035673i,-0.038575-0.0075536i,-0.051318+0.0043042i
0.034745-0.091128i,0.10007-0.18092i,0.20937-0.2194i,0.33438-0.16418i,0.36161-0.067972i,0.21987+0.036938i,0.060818+0.1282i,0.014241+0.10451i,0.0037657+0.0014612i,-0.012365-0.034738i,-0.01249-0.011753i,-0.02098+0.0038522i,-0.033638+0.02091i,-0.0062177+0.039355i,0.04562+0.029043i,0.06716-0.0082157i,0.046607-0.030402i,0.013294-0.022154i,-0.0045916-0.013083i,-0.013427-0.020484i,-0.024136-0.013637i,-0.019576+0.023911i,-0.0034048+0.046559i
-0.056324+0.03952i,-0.13331+0.06086i,-0.21798+0.0082293i,-0.28426-0.092072i,-0.26203-0.080708i,-0.076376+0.0431i,0.13437+0.095032i,0.18141+0.069135i,0.11482+0.07025i,0.081307+0.073204i,0.075543+0.045015i,0.046546+0.032141i,0.025421+0.035252i,0.022574-0.0024146i,0.0045029-0.062895i,-0.026051-0.087865i,-0.038173-0.078485i,-0.030222-0.050681i,-0.019614-0.013669i,-0.0072372+0.020711i,0.02161+0.038627i,0.060571+0.022175i,0.073961-0.006727i
0.040853-0.017263i,0.055119-0.0048052i,0.030673+0.086393i,0.024507+0.22564i,0.091991+0.2218i,0.12175+0.021365i,0.034092-0.15117i,-0.04535-0.16577i,-0.018041-0.12117i,0.031034-0.1157i,0.036854-0.12021i,0.044447-0.097648i,0.056741-0.073214i,0.026385-0.049974i,-0.026884-0.016718i,-0.064006+0.0068232i,-0.083543+0.010203i,-0.072808+0.0047125i,-0.034484+0.0031839i,-0.0020258-0.0029691i,-0.00059635-0.026905i,-0.029085-0.051797i,-0.049364-0.056264i
-0.029565+0.010634i,0.00077221-0.0033856i,0.11493-0.082555i,0.2136-0.20716i,0.14223-0.22967i,-0.024848-0.10364i,-0.085449+0.027171i,-0.049872+0.049082i,-0.043202+0.0066021i,-0.081488-0.0067553i,-0.10969+0.010346i,-0.10528+0.0015257i,-0.093181-0.023309i,-0.077646-0.0073144i,-0.054214+0.043728i,-0.029536+0.09622i,-0.0043689+0.12775i,0.014681+0.10613i,0.022298+0.037486i,0.013389-0.016321i,-0.0073273-0.014453i,-0.019865+0.022843i,-0.023375+0.048653i
0.025933+0.012288i,0.021415+0.034254i,-0.084065+0.066742i,-0.21366+0.096241i,-0.19107+0.093388i,-0.038126+0.056839i,0.061277+0.01148i,0.049408-0.0042557i,-0.0017749+0.0091711i,-0.017224+0.029202i,0.0034935+0.041786i,0.0011096+0.050858i,-0.016033+0.067613i,0.00094241+0.070941i,0.048495+0.052647i,0.096711+0.019594i,0.11678-0.013592i,0.082429-0.022135i,0.012913-0.0073381i,-0.026403+0.014541i,-0.0077861+0.023522i,0.032736+0.0085721i,0.05129-0.0055109i
-0.072945-0.039464i,-0.13948-0.045256i,-0.12245+0.011046i,0.0091388+0.11077i,0.10278+0.11387i,0.058365+0.0060675i,-0.031666-0.067892i,-0.045397-0.057275i,0.0062995-0.010789i,0.038588+0.0073988i,0.030685-0.0003711i,0.026549+0.0022787i,0.040925-0.00039566i,0.050402-0.030029i,0.044773-0.074772i,0.021007-0.10996i,-0.0017534-0.12156i,0.0017564-0.096904i,0.017789-0.046097i,0.021797-0.013818i,0.0036865-0.017725i,-0.026385-0.032027i,-0.03599-0.033017i
0.096648+0.0037985i,0.21829-0.036493i,0.29286-0.16438i,0.22034-0.29815i,0.075541-0.23564i,-0.0093123-0.01169i,-0.032509+0.13958i,-0.043146+0.14735i,-0.033227+0.082398i,-0.0091047+0.029526i,0.0058726+0.011964i,0.012624-0.002266i,0.00095695-0.015429i,-0.032259-0.010857i,-0.071935+0.0015738i,-0.10388+0.017349i,-0.12225+0.028106i,-0.11645+0.018218i,-0.078299+0.0025638i,-0.036227-0.0027112i,-0.016359+0.010383i,-0.0062416+0.034971i,-7.8257e-05+0.037392i
-0.11615-0.017222i,-0.28877-0.002782i,-0.4499+0.093364i,-0.44208+0.22981i,-0.25961+0.2297i,-0.047156+0.096617i,0.10466-0.006554i,0.16322-0.052667i,0.11207-0.069452i,0.035304-0.048903i,0.011365-0.021675i,0.0069224-0.01196i,0.0022843-0.0026037i,0.0084524+0.017408i,0.021494+0.047869i,0.043659+0.078807i,0.064806+0.10062i,0.068749+0.10071i,0.054532+0.068846i,0.034391+0.031608i,0.029241+0.010133i,0.032457-0.0073858i,0.022337-0.01335i
0.10205+0.020271i,0.2714+0.041612i,0.46668+0.014254i,0.52955-0.076043i,0.3861-0.13633i,0.14207-0.13369i,-0.05663-0.12077i,-0.13524-0.084043i,-0.088013-0.020505i,-0.0088315-0.0069782i,0.0037516-0.033089i,-0.016877-0.030709i,-0.01686-0.014861i,-0.0012982-0.014813i,0.017422-0.030737i,0.032695-0.060976i,0.043932-0.092898i,0.038713-0.10475i,0.013037-0.086045i,-0.0065235-0.055863i,-0.01456-0.039188i,-0.020404-0.029487i,-0.018064-0.016158i
-0.10989-0.035026i,-0.28842-0.082553i,-0.48072-0.11091i,-0.5319-0.064618i,-0.38726+0.030094i,-0.16086+0.11616i,0.0022132+0.16321i,0.061537+0.13272i,0.036183+0.046323i,-0.016947+0.011367i,-0.02346+0.035067i,0.0019183+0.034228i,0.0075895+0.0060491i,-0.0028748-0.012937i,-0.020251-0.019052i,-0.05043-0.017219i,-0.086825-0.0086304i,-0.096714+0.010716i,-0.067061+0.028585i,-0.035708+0.026226i,-0.024725+0.021575i,-0.017185+0.026212i,-0.0041192+0.025863i
0.089286+0.036681i,0.21016+0.10339i,0.32028+0.17927i,0.34523+0.20471i,0.29631+0.14758i,0.22763+0.036189i,0.1661-0.059349i,0.10082-0.079941i,0.051772-0.038294i,0.047231-0.016486i,0.044939-0.038044i,0.017983-0.042937i,-0.0014466-0.013049i,-0.0053365+0.017726i,0.00068934+0.039695i,0.019772+0.063282i,0.043558+0.085251i,0.057859+0.077913i,0.048423+0.042486i,0.027582+0.022897i,0.02542+0.020702i,0.033163+0.0077689i,0.024268-0.011926i
-0.056502-0.036372i,-0.10077-0.11754i,-0.10973-0.23241i,-0.094398-0.31075i,-0.12185-0.29221i,-0.19173-0.21485i,-0.23183-0.1456i,-0.1953-0.094117i,-0.11519-0.056149i,-0.068252-0.040869i,-0.068206-0.025243i,-0.062253-0.0074282i,-0.038145-0.0096295i,-0.01729-0.021465i,-0.0042537-0.03567i,0.0054477-0.056873i,0.018894-0.079795i,0.025493-0.084155i,0.020917-0.060433i,0.018822-0.036959i,0.011766-0.033479i,-0.0044055-0.030141i,-0.013392-0.014704i
0.032542+0.046421i,0.031973+0.12679i,-0.026434+0.24935i,-0.067355+0.34099i,-0.0013223+0.33356i,0.088713+0.27615i,0.11344+0.24026i,0.10231+0.20052i,0.076278+0.12119i,0.040378+0.070195i,0.030268+0.064792i,0.032835+0.052483i,0.016959+0.033999i,-0.0018438+0.02723i,-0.013133+0.031054i,-0.02886+0.035556i,-0.054122+0.029714i,-0.069757+0.016729i,-0.060115+0.0020797i,-0.041252-0.01112i,-0.030848-0.015403i,-0.023672-0.0069794i,-0.013601+0.0030297i
-0.017176-0.060466i,-0.0010248-0.14312i,0.087706-0.23033i,0.16938-0.27269i,0.12774-0.25431i,0.050999-0.19512i,0.040626-0.15225i,0.035093-0.12951i,0.00093395-0.08042i,-0.0098645-0.041649i,-0.0057087-0.042641i,-0.010571-0.035803i,-0.00022254-0.0077596i,0.023549+0.0079082i,0.038926+0.0033358i,0.04746+0.0032294i,0.05377+0.018332i,0.050321+0.032694i,0.030116+0.030218i,0.0016307+0.024843i,-0.013496+0.029457i,-0.00906+0.028563i,-0.0030021+0.015296i
0.0087063+0.051068i,-0.019655+0.09492i,-0.10915+0.11489i,-0.19316+0.10763i,-0.1671+0.11538i,-0.092337+0.1058i,-0.076401+0.063698i,-0.068691+0.035934i,-0.021296+0.023949i,0.01199+0.019566i,0.019233+0.029864i,0.028201+0.030502i,0.026352+0.003843i,0.0056239-0.020943i,-0.015639-0.028519i,-0.022772-0.039912i,-0.022821-0.060614i,-0.021865-0.063483i,-0.015036-0.032669i,0.0014216+0.0039743i,0.019915+0.016709i,0.027849+0.013572i,0.027672+0.010863i
-0.015447-0.048962i,-0.013388-0.088791i,0.034814-0.077608i,0.10939-0.023289i,0.12837-0.012215i,0.087908-0.016842i,0.064168+0.027812i,0.064347+0.051658i,0.047983+0.017614i,0.023818-0.016284i,0.012348-0.036496i,-0.0015788-0.053655i,-0.018934-0.050655i,-0.021125-0.026948i,-0.015374-0.001016i,-0.021362+0.026975i,-0.033862+0.059615i,-0.031443+0.071101i,-0.0067668+0.046256i,0.016599+0.0052941i,0.018809-0.024485i,0.0093533-0.037808i,-0.0027278-0.040787i
0.012192+0.056169i,0.037832+0.096349i,0.048604+0.066626i,0.024547-0.016499i,0.004104-0.033732i,0.019076-0.01361i,0.040512-0.05804i,0.020847-0.1053i,-0.010623-0.083189i,-0.01214-0.042952i,-0.0079072-0.018668i,-0.012653+0.0095284i,-0.011684+0.035433i,-0.0053751+0.037931i,0.0038036+0.027695i,0.027647+0.017273i,0.06194+0.004041i,0.076599-0.010724i,0.054446-0.025308i,0.017022-0.028642i,-0.0090856-0.018185i,-0.024754-0.0025114i,-0.031614+0.013467i
-0.030472-0.050686i,-0.099147-0.094433i,-0.18462-0.053696i,-0.19473+0.057374i,-0.10929+0.078926i,-0.043106+0.012393i,-0.055551+0.0095154i,-0.062747+0.064579i,-0.037938+0.080491i,-0.022663+0.053086i,-0.018456+0.01909i,-0.0097433-0.0088826i,0.0012717-0.026171i,0.00794-0.02832i,0.013371-0.032317i,0.0043324-0.056493i,-0.024719-0.086839i,-0.049647-0.087707i,-0.054415-0.050265i,-0.041393-0.011358i,-0.023609+0.0074036i,-0.0044398+0.018749i,0.015513+0.022534i
0.024199+0.057044i,0.10427+0.11269i,0.23396+0.09829i,0.29315-0.00471i,0.19267-0.053919i,0.057248-0.00056046i,0.019352+0.02095i,0.033125-0.025988i,0.035263-0.056383i,0.019457-0.040611i,-0.00028048-0.0041363i,-0.0095885+0.021018i,-0.013383+0.02657i,-0.018996+0.022671i,-0.035446+0.023625i,-0.053479+0.052028i,-0.054326+0.092136i,-0.034175+0.094379i,-0.0093319+0.05349i,-0.0033376+0.01585i,-0.0039328+0.0063188i,0.0067887-0.00026054i,0.012655-0.014267i
-0.01946-0.067722i,-0.086807-0.1499i,-0.21549-0.18631i,-0.29066-0.11043i,-0.19658-0.021289i,-0.048011-0.012193i,0.0013645-0.0049575i,-0.0039938+0.033804i,-0.0025141+0.040461i,0.0090624+0.018809i,0.023356+0.00034325i,0.020615-0.0081951i,0.011868-0.0015633i,0.019281+0.013332i,0.043299+0.022412i,0.0716+0.0099832i,0.084559-0.012418i,0.064389-0.014342i,0.028677+0.009277i,0.01985+0.028966i,0.030208+0.014841i,0.020197-0.01618i,-0.001878-0.027688i
-0.006361+0.065932i,0.02289+0.17499i,0.11901+0.27271i,0.21189+0.25103i,0.17254+0.14824i,0.066712+0.075714i,0.023453+0.020243i,0.0041525-0.024962i,-0.014746-0.011383i,-0.0099022+0.01457i,-0.0030128+0.0095633i,0.0043999+0.0013173i,0.018881-0.012297i,0.018261-0.043036i,-0.0038201-0.073543i,-0.033601-0.084619i,-0.050875-0.082023i,-0.03933-0.071734i,-0.011621-0.058904i,-0.0038794-0.053886i,-0.028173-0.036225i,-0.049378+0.0052057i,-0.042332+0.03431i
0.021895-0.071786i,0.031911-0.20519i,-0.0095639-0.35399i,-0.084917-0.37645i,-0.087643-0.25517i,-0.038592-0.12578i,-0.024982-0.038291i,0.0055247+0.0058795i,0.045985-0.024179i,0.028596-0.058697i,-0.0027888-0.04002i,-0.012252-0.018753i,-0.028839-0.0067819i,-0.047823+0.027481i,-0.049152+0.076723i,-0.034151+0.1146i,-0.019353+0.12487i,-0.015135+0.10226i,-0.016487+0.062384i,-0.015131+0.040289i,0.0061796+0.039563i,0.040965+0.031918i,0.052619+0.016441i
-0.054019+0.059467i,-0.12885+0.19011i,-0.16776+0.36155i,-0.10688+0.42962i,-0.027975+0.3386i,0.0093299+0.21663i,0.036892+0.13401i,0.015086+0.062797i,-0.045406+0.038655i,-0.04285+0.050139i,-0.0039256+0.032333i,9.681e-05+0.010107i,0.002159+0.012216i,0.031209+0.0022064i,0.065743-0.035726i,0.082435-0.078828i,0.077469-0.094046i,0.057512-0.069372i,0.033925-0.030181i,0.024118-0.010468i,0.022824-0.022523i,0.013287-0.045236i,0.0056201-0.051656i
0.068772-0.059371i,0.1885-0.17537i,0.29316-0.34683i,0.26709-0.43128i,0.16914-0.36211i,0.10322-0.27491i,0.043703-0.23317i,0.010276-0.14688i,0.037934-0.049735i,0.04513-0.025037i,0.0094284-0.018009i,0.001672-0.0027186i,0.011326-0.013699i,-0.013212-0.027281i,-0.06159-0.015421i,-0.094781+0.0076171i,-0.094938+0.015241i,-0.067958-0.001356i,-0.03383-0.023921i,-0.02069-0.032099i,-0.033202-0.019656i,-0.049799+0.0018305i,-0.053537+0.012752i
-0.079097+0.025921i,-0.23827+0.10621i,-0.4089+0.2412i,-0.42061+0.33811i,-0.30056+0.3137i,-0.21695+0.25659i,-0.15602+0.23319i,-0.074449+0.14776i,-0.036806+0.024921i,-0.029313-0.0102i,-0.0049346+0.0018798i,-0.0054211+0.00095941i,-0.030625+0.018448i,-0.016947+0.050481i,0.032764+0.063932i,0.066461+0.057536i,0.063985+0.0517i,0.03634+0.052619i,0.0064883+0.049869i,-0.0034046+0.040358i,0.0090676+0.029905i,0.023759+0.025011i,0.02427+0.025778i
0.086243-0.0065224i,0.2497-0.041173i,0.4427-0.1108i,0.49231-0.17633i,0.39615-0.17295i,0.31686-0.11867i,0.25832-0.089937i,0.14076-0.046851i,0.036517+0.020372i,0.0085566+0.02948i,0.0032991+0.00065405i,0.0093448-0.0067242i,0.037785-0.014217i,0.043763-0.046809i,0.013913-0.08113i,-0.011822-0.091739i,-0.0075303-0.085135i,0.013142-0.068186i,0.021096-0.042717i,0.0099856-0.019597i,-0.0047292-0.0075895i,-0.0035194-0.0044165i,0.010151-0.0030755i
-0.075456-0.021747i,-0.23005-0.050885i,-0.41605-0.062124i,-0.47549-0.036947i,-0.39912-0.033279i,-0.32948-0.082485i,-0.27596-0.10808i,-0.14848-0.086456i,-0.016353-0.064376i,0.016668-0.044854i,-0.0035086-0.01884i,-0.019585-0.008279i,-0.039047-0.012049i,-0.056595+0.0089889i,-0.056263+0.052657i,-0.048337+0.078723i,-0.052631+0.071272i,-0.055313+0.040654i,-0.035044+0.010146i,-0.0056089-0.0054212i,0.011518-0.008315i,0.011038-0.014669i,0.0030897-0.02476i
0.059452+0.044578i,0.1796+0.12391i,0.33558+0.2027i,0.39937+0.21239i,0.33935+0.1988i,0.26404+0.23558i,0.19646+0.24543i,0.086462+0.16462i,-0.0088185+0.070102i,-0.021734+0.030042i,0.004723+0.017943i,0.013223+0.012015i,0.014128+0.01862i,0.035372+0.0091112i,0.060829-0.025681i,0.071027-0.0468i,0.069439-0.031935i,0.052548-0.00051344i,0.024496+0.018554i,0.0028696+0.016741i,-0.005645+0.0047429i,-0.010619-0.0012586i,-0.01726-0.0012333i
-0.038745-0.062912i,-0.11916-0.18411i,-0.22347-0.32463i,-0.27196-0.35711i,-0.22523-0.29273i,-0.13717-0.25867i,-0.051296-0.2291i,0.018429-0.13877i,0.040786-0.048677i,0.020673-0.014416i,-0.0003337-0.0069483i,-0.0017689-0.00043183i,0.001956-0.0055217i,-0.019506-0.0092277i,-0.052153+0.0058722i,-0.060499+0.015165i,-0.043493-0.0031911i,-0.018992-0.027555i,-0.0027495-0.035514i,-0.0018382-0.027965i,-0.010527-0.0092216i,-0.016092+0.013083i,-0.014495+0.02857i
0.018526+0.073801i,0.047512+0.20689i,0.082274+0.36967i,0.10616+0.42054i,0.10174+0.33364i,0.043316+0.22919i,-0.039569+0.14365i,-0.077452+0.062361i,-0.049874+0.010763i,-0.0092748-0.012804i,0.0043738-0.026199i,-0.00065203-0.029744i,-0.0080678-0.017369i,0.0015529+0.0038365i,0.025788+0.011674i,0.028686+0.0099391i,0.0023282+0.0185i,-0.021711+0.029492i,-0.025393+0.030201i,-0.014553+0.023511i,0.005798+0.013698i,0.027982+0.0017358i,0.039231-0.0090541i
-0.0030375-0.06883i,0.0071886-0.20002i,0.027458-0.34663i,0.042053-0.38195i,0.03936-0.29465i,0.050764-0.17458i,0.082093-0.064638i,0.091457-0.002185i,0.054418-0.0010419i,0.0047728+0.000133i,-0.015047+0.020734i,-0.011798+0.030677i,-0.0025615+0.025148i,0.0029462+0.0060363i,-0.0039326-0.015937i,-0.0027446-0.024205i,0.019709-0.022077i,0.038474-0.017042i,0.037451-0.010413i,0.026812-0.004969i,0.013078-0.0088355i,-0.0029671-0.019899i,-0.013987-0.02551i
-0.022321+0.053271i,-0.069348+0.15662i,-0.12682+0.2732i,-0.14315+0.30457i,-0.10456+0.24494i,-0.055677+0.15481i,-0.038246+0.048347i,-0.053764-0.014614i,-0.053942+0.0027936i,-0.013869+0.020575i,0.017522-0.00059616i,0.021969-0.019842i,0.022049-0.020832i,0.01866-0.0046973i,0.012244+0.01933i,0.0021735+0.026964i,-0.017456+0.013151i,-0.030209-0.0060955i,-0.026958-0.018272i,-0.021915-0.021936i,-0.023025-0.013778i,-0.025742+0.0028687i,-0.024776+0.013618i
0.030574-0.04421i,0.092216-0.1098i,0.17458-0.17924i,0.20788-0.19723i,0.15956-0.18227i,0.07619-0.16288i,0.015534-0.096553i,0.024637-0.020571i,0.056592-0.013817i,0.032367-0.031451i,-0.012143-0.014335i,-0.032061+0.0053075i,-0.03974+0.0025337i,-0.034978-0.014139i,-0.021193-0.032899i,-0.011016-0.031414i,-0.0015253-0.006274i,0.0046383+0.017296i,0.0063183+0.025984i,0.0076356+0.026221i,0.011858+0.023451i,0.018946+0.019329i,0.021122+0.015777i
-0.040945+0.022799i,-0.11148+0.045765i,-0.19613+0.054495i,-0.22652+0.052097i,-0.18492+0.09334i,-0.11651+0.16074i,-0.047926+0.15432i,-0.027042+0.069805i,-0.045567+0.014265i,-0.027488+0.016713i,0.017282+0.018321i,0.04027+0.011485i,0.041346+0.013415i,0.02814+0.020398i,0.010445+0.030945i,0.004952+0.028968i,0.007436+0.0062072i,0.0070869-0.015871i,0.0016883-0.023798i,-0.0055434-0.023582i,-0.0081008-0.021656i,-0.003543-0.021024i,0.0036012-0.017887i
0.033744-0.0060335i,0.094729-0.00096264i,0.15539+0.032326i,0.17914+0.058117i,0.18642+0.0017488i,0.18546-0.10161i,0.13692-0.13606i,0.071432-0.068614i,0.044205+0.00086231i,0.030643-0.0030874i,0.00097847-0.031573i,-0.024124-0.040236i,-0.029631-0.035554i,-0.021505-0.028265i,-0.0046946-0.026229i,0.0046414-0.023125i,-0.0014387-0.010598i,-0.007005+0.0024057i,-0.0035207+0.010602i,0.0025042+0.015609i,0.0040292+0.015194i,-0.0026517+0.0091368i,-0.010429+0.00031155i
-0.04029-0.011817i,-0.092784-0.041024i,-0.13363-0.092276i,-0.1393-0.11961i,-0.16449-0.070309i,-0.21169+0.01637i,-0.18708+0.05281i,-0.091151+0.01119i,-0.025895-0.039627i,-0.01967-0.026261i,-0.017643+0.021041i,-0.0060053+0.047801i,-0.0044979+0.049957i,-0.0090855+0.042071i,-0.015641+0.03211i,-0.01909+0.023192i,-0.012536+0.014948i,-0.0055268+0.0051418i,-0.0035445-0.0054535i,-0.00069754-0.013533i,0.0024317-0.014474i,0.003598-0.0063036i,0.00251+0.0030265i
0.027542+0.0074959i,0.053946+0.043261i,0.060077+0.099796i,0.051541+0.13976i,0.098318+0.13416i,0.18232+0.10516i,0.17806+0.079528i,0.077529+0.066962i,0.0014237+0.055918i,0.0013945+0.024903i,0.020796-0.018112i,0.024797-0.043453i,0.026783-0.041736i,0.030189-0.026978i,0.032276-0.010436i,0.030586-0.0017381i,0.021834-0.0028592i,0.0093982-0.003796i,-0.0033152+0.001755i,-0.013453+0.0088527i,-0.016178+0.010396i,-0.011167+0.0047192i,-0.0048601+0.00024584i
-0.01859-0.015347i,-0.032227-0.047328i,-0.015095-0.088882i,0.012978-0.11521i,-0.018175-0.13116i,-0.087699-0.15555i,-0.090761-0.15364i,-0.026946-0.10614i,0.015353-0.051982i,0.0038452-0.019261i,-0.025807+0.0059426i,-0.039521+0.026795i,-0.035743+0.027544i,-0.026371+0.0090447i,-0.01963-0.014495i,-0.01904-0.024496i,-0.017496-0.017514i,-0.0071936-0.0059107i,0.0088293-6.5524e-05i,0.021976-0.00060617i,0.026256-0.0018631i,0.021694-0.0008091i,0.01523+0.00087278i
0.012159+0.010768i,0.009537+0.026305i,-0.026005+0.040028i,-0.060875+0.057339i,-0.031955+0.096848i,0.015731+0.14652i,0.0095743+0.14647i,-0.016344+0.087349i,-0.012899+0.031114i,0.0085557+0.01173i,0.031046+0.0049248i,0.042942-0.0089364i,0.03512-0.017014i,0.019922-0.007503i,0.010756+0.014114i,0.0077702+0.029804i,0.0064037+0.026657i,0.0015459+0.011306i,-0.0076385-0.0042247i,-0.017879-0.013376i,-0.022747-0.017896i,-0.019943-0.019372i,-0.014652-0.018342i
-0.0051946-0.015758i,0.0042736-0.022166i,0.043683-0.0093056i,0.085579+0.00062497i,0.073661-0.034847i,0.040957-0.074529i,0.042129-0.06369i,0.03827-0.03467i,0.0018914-0.024192i,-0.027359-0.020982i,-0.036215-0.016632i,-0.039546-0.010282i,-0.034857-0.0032538i,-0.022709-0.0051223i,-0.010758-0.019312i,-0.0024337-0.031015i,0.0017994-0.02876i,0.0040634-0.017187i,0.0061031-0.0021232i,0.0074526+0.011248i,0.0059055+0.020613i,0.002089+0.024673i,-0.0013085+0.02347i
0.0019566+0.0060938i,-0.014095-0.0049905i,-0.045613-0.042136i,-0.070566-0.07024i,-0.058538-0.040929i,-0.030023-0.0043402i,-0.027577-0.0090477i,-0.022575+0.0033981i,0.016055+0.040407i,0.045601+0.04366i,0.039871+0.027347i,0.025731+0.019508i,0.015363+0.0079735i,0.0034754-0.0008399i,-0.010453+0.0054369i,-0.019807+0.016273i,-0.021237+0.019835i,-0.018348+0.013866i,-0.014133+0.00095981i,-0.0090741-0.010992i,-0.0018503-0.015566i,0.0079015-0.015231i,0.014066-0.011901i
0.0022782-0.005491i,0.0092477+0.0076581i,0.028178+0.04762i,0.039109+0.07644i,0.021078+0.051393i,-0.0081247+0.019104i,-0.012733+0.017042i,0.0023897-0.016928i,-0.0025155-0.071695i,-0.018169-0.073313i,-0.015102-0.047002i,-0.0080339-0.030738i,-0.0072927-0.0080558i,-0.0010896+0.016029i,0.013866+0.022656i,0.028279+0.014224i,0.032176+0.0029306i,0.025118-0.00233i,0.012933+0.00088012i,0.003664+0.0075577i,-0.0021054+0.0094624i,-0.0088143+0.0039495i,-0.012394-0.0017917i
-0.00098115+0.0080137i,-0.0025762-0.010237i,-0.0072221-0.056802i,-0.010706-0.081684i,0.0055933-0.029052i,0.040406+0.034996i,0.053082+0.048533i,0.01567+0.05955i,-0.021703+0.080152i,-0.01993+0.071439i,-0.0092613+0.047155i,-0.0036784+0.029507i,0.0038758+0.0096122i,0.0034651-0.013151i,-0.010055-0.026705i,-0.025424-0.027725i,-0.030564-0.02042i,-0.024159-0.011226i,-0.010722-0.0053398i,0.0013517-0.0038335i,0.0064186-0.0029094i,0.0076068+0.00042736i,0.0056003+0.0019367i
-0.0049467-0.0049294i,-0.014736+0.0065064i,-0.034066+0.046664i,-0.036898+0.068158i,-0.017829+0.00014606i,-0.023468-0.099519i,-0.037808-0.1237i,0.0082538-0.08824i,0.068652-0.0656i,0.067586-0.063258i,0.032874-0.054095i,0.0097883-0.036096i,0.0014863-0.018058i,0.0018723+0.0021389i,0.011324+0.020735i,0.021125+0.029076i,0.021874+0.025631i,0.015679+0.015579i,0.0056436+0.0048683i,-0.0043571-0.0029116i,-0.010347-0.0052833i,-0.010989-0.0041335i,-0.0070995+0.00056381i
0.0056157+0.003534i,0.02142-0.0049886i,0.052407-0.027473i,0.061199-0.028312i,0.021246+0.041722i,-0.013958+0.14477i,-0.018317+0.15603i,-0.052786+0.065394i,-0.10466+0.0053823i,-0.099583+0.020881i,-0.051254+0.038406i,-0.01592+0.028344i,-0.00070025+0.013502i,0.0063552-0.001704i,0.0031296-0.020248i,-0.0040565-0.031507i,-0.0068786-0.031479i,-0.006499-0.02325i,-0.0031566-0.011057i,0.0017706-0.0010362i,0.0066572+0.0044855i,0.0101+0.00494i,0.010659+0.00016136i
-0.0092008-0.006644i,-0.034534-0.0082973i,-0.069891+0.002621i,-0.06255+0.0062014i,0.014097-0.038398i,0.091841-0.10645i,0.1045-0.098782i,0.094142-0.0019719i,0.10495+0.060921i,0.096957+0.032528i,0.054859-0.010032i,0.016041-0.021076i,-0.0062834-0.02019i,-0.01918-0.013343i,-0.022651+0.0047764i,-0.01873+0.022037i,-0.014292+0.029067i,-0.0095891+0.02644i,-0.0046623+0.017362i,-0.0029781+0.0086065i,-0.0021301+0.0025271i,-0.0028639-0.0025534i,-0.0071294-0.0043351i
0.0016447+0.0099758i,0.029745+0.01743i,0.074261+0.013052i,0.072244+6.4161e-06i,-0.021974+0.0079448i,-0.12705+0.026609i,-0.14233+0.0047568i,-0.094241-0.060466i,-0.063456-0.0988i,-0.057645-0.06921i,-0.044592-0.018059i,-0.020502+0.010224i,0.0006253+0.018853i,0.015009+0.016309i,0.023303+0.0011316i,0.026277-0.015051i,0.023879-0.02161i,0.01838-0.022701i,0.012051-0.021303i,0.0056552-0.01839i,0.00032715-0.012536i,-0.0023828-0.0030751i,-7.2977e-05+0.004396i
