-0.0013581+0.001566i,-0.0014047+0.002096i,-0.0023819+0.0023448i,-0.0019253+0.0012875i,-0.0013363+1.5493e-05i,-0.0013291-0.00096916i,-0.00035726-0.0011205i,0.00036712-0.00014013i,0.0006359+0.00072371i,0.00072036+9.9238e-05i,0.00078561-0.00044738i,-5.2697e-05-0.00021716i,-0.00082916-0.00056229i,-0.0012402-0.0010351i,-0.0011088-0.00067203i,-0.00023607+8.6885e-05i,0.0002697+0.00030758i,0.00015776-0.00058283i,-0.00027078-0.0004177i,-0.00049433-0.0001032i,-0.00044154-0.00040298i,-3.5012e-05-0.00031024i,0.00073545-0.00018401i
0.00019153+0.0002884i,0.00054284+0.00070334i,0.0015437+0.00058031i,0.0031759-0.00085085i,0.002747-0.0021139i,0.0012435-0.0023229i,-6.9289e-05-0.0018074i,-0.0005165-0.00028886i,-0.00027797+0.00054864i,-5.95e-05+0.00068257i,-0.0002549+0.00027305i,-0.00025831+9.8947e-05i,-6.5242e-05+0.00012692i,-5.3309e-05+8.2703e-05i,3.3581e-05+0.00033i,-0.00012835-0.00042532i,-0.00018521-0.0015311i,-0.00018166-0.0015771i,-0.00070139-0.0013209i,-0.00086952-0.00070311i,-0.00019634-0.00014509i,-8.8268e-05-0.00045371i,-0.00032761-0.00066i
0.0018159+0.0012872i,0.00089809+0.0020594i,0.00036665+0.0026066i,-0.00060841+0.0011511i,-0.0018722-0.0011099i,-0.0019456-0.0018429i,-0.0011067-0.00028727i,-0.0008132+0.0017799i,-0.00039377+0.0019731i,5.7663e-05+0.0010085i,-0.00023195+0.00043014i,0.00028486+0.00094679i,0.00072956+0.0015792i,-0.00013325+0.000669i,-0.00065994-9.25e-06i,-3.1078e-05+0.00044081i,0.00023055+0.00083653i,0.00047487+0.00019857i,0.00073216-0.00080539i,0.00018411-0.0010007i,-0.00014349-8.2431e-05i,0.00070293+0.00048619i,0.0014674+0.00042949i
0.0012206+0.0023401i,0.00060049+0.0028851i,0.0015329+0.0022262i,0.0027026+0.00060736i,0.001621-0.00074901i,-8.4416e-05-0.00058148i,-0.0010996+0.0006644i,-0.0013782+0.00057822i,-0.00042093-0.00026684i,0.00048944-0.00025283i,0.0004052+0.00025687i,0.00014407+2.3784e-05i,-0.00066609-0.0002444i,-0.0011314-0.00037682i,-0.00027521-0.00064836i,0.00050657-0.0010652i,0.00094716-0.0005188i,0.00098454-0.0002132i,0.0003984-0.00052163i,-0.00061941-0.00050203i,-0.00072942-0.00014547i,-0.00052961-0.00036704i,-0.00082639-0.00058866i
0.00065497+0.0016729i,0.00081972+0.001694i,0.0019047+0.0013212i,0.00077808+0.00087982i,-0.00049058+0.00016007i,-0.00056528+3.1388e-06i,-0.00073706+0.00038533i,-0.00091426+0.00028303i,-0.00089882-1.2527e-05i,-0.00034359-0.00026851i,-0.00017452-0.00041991i,0.00042353+0.0001721i,0.00086073+0.0001806i,0.0013538-0.00030023i,0.0016671-0.00038236i,0.00079498-0.00088063i,0.00010256-0.0015798i,0.00027382-0.0017852i,0.00029007-0.0010832i,-0.00010177+0.00017812i,0.00051874+0.00019409i,0.00075164-0.00036636i,0.00028921-0.00057764i
-0.0008126+0.00099586i,-0.0010208+0.0020539i,5.642e-05+0.0019606i,0.001622+0.001657i,0.0016852+0.0015388i,0.00059331+0.00054217i,-0.00016887-0.00025033i,-0.00031977+4.4278e-05i,1.7665e-05+0.00042543i,0.00010732+0.00074261i,-0.00015076+0.00089976i,4.3741e-05+0.0013175i,9.2301e-05+0.00095951i,-0.00059377+7.4807e-05i,-0.00079738+0.00026653i,-0.00038952+0.00040473i,0.00020132+0.00044456i,0.00091551+0.00012819i,0.0003296-0.00048164i,-0.00018638-0.00083961i,0.0008223-0.00048941i,5.6433e-05+0.0002795i,-0.00057318-1.9248e-05i
-0.00033814+0.00086023i,-0.00043499+0.0003519i,0.00065158+0.0010228i,0.0015611+0.00036708i,0.00090353-0.0013898i,-0.00045882-0.0025735i,-0.0017813-0.0018651i,-0.0020173-0.00070403i,-0.0010247+0.00038847i,-0.00014512+0.00043531i,-0.00039585-0.00016457i,-0.00016947+0.0004985i,-0.00016114+0.00072575i,-0.00057335+0.00037238i,-0.00045047+0.00038183i,9.4912e-05+0.0001671i,0.00054197+0.0001365i,0.00018941+0.00057568i,0.00013945-0.00050506i,0.00051081-0.0012829i,0.00033673-0.00059638i,0.00036506+0.00043453i,0.00022309+7.2968e-05i
0.00033598+0.0010629i,0.00036187+0.0016544i,0.0017282+0.0026066i,0.0024604+0.0024384i,0.0014864+0.0012723i,-0.00012279+0.000383i,-0.0011421-0.0001589i,-0.0015713-0.00014913i,-0.0014155+0.00076687i,-0.0009045+0.00084815i,-0.00040169+0.00037469i,-0.00012005+0.00080569i,-0.00041582+0.00066184i,-0.00010628-0.00045014i,-0.0005115-0.0010913i,-0.0010959-0.00043573i,-0.0014635-6.2424e-05i,-0.0016798-0.00072673i,-0.00034172-0.0012227i,0.00029419-0.00056251i,-0.00062264-0.00059153i,-0.00085919-0.001222i,-0.00082355-0.0013662i
0.0013296+0.00062867i,0.0007811+0.001216i,0.0011035+0.0015382i,0.0010322+4.3881e-05i,0.00040647-0.0015775i,-0.001464-0.0018086i,-0.0025692-0.0013071i,-0.0012404-0.0007953i,0.00022699-0.00025698i,1.3158e-05-1.1934e-05i,-0.00055526+0.00052264i,-0.00019552+0.000472i,0.00041406+0.000151i,0.00069082+0.00062536i,0.00093097+0.00089283i,0.00035315+0.00090846i,-0.00028988+0.00028534i,-0.0005732-0.00046354i,-0.00045009-0.00054776i,2.3859e-05-0.00027807i,8.3144e-05-1.1154e-05i,0.00011309-0.00035628i,-0.00046724-0.00066951i
0.0020418+0.00070004i,0.002657+0.00031728i,0.0042544-0.00016856i,0.0039841-0.00047954i,0.0010552-0.0011635i,-0.0018266-0.0004896i,-0.0025149+0.0013016i,-0.0016643+0.0019887i,-0.00012849+0.0019851i,0.00095046+0.0014066i,0.00036692+0.00095645i,-0.00067991+0.00088425i,-0.00047037+0.00036796i,-9.6797e-05+0.00051151i,-0.00031866+0.00037201i,-0.00038398-0.00013308i,-0.00077061+0.00016705i,-0.00076541+0.00052897i,4.2944e-05+0.00089011i,6.5197e-06+0.00058215i,-0.00049313+8.2814e-05i,-0.00041014+0.00034698i,-0.0001229+0.0009276i
0.00024137+0.00080956i,0.00097743+0.0016874i,0.00040784+0.001433i,-0.00041811+0.001331i,-0.00078842+0.0013491i,-0.00094497+0.00085325i,-0.0010267+0.00089391i,-0.0011355+0.0011625i,-0.0010552+0.00074867i,-0.0003022+0.00045452i,-0.00028643+0.0010497i,-0.00073921+0.00073982i,-0.00043862+0.00019007i,-0.00028294-0.00012034i,-0.00014644-0.00077043i,0.00011052-0.00044165i,0.00011434+0.00071597i,-5.6886e-05+0.000167i,1.5774e-05-0.0010902i,-0.00034543-0.0016493i,-4.8928e-05-0.0014017i,0.00031816-0.00070504i,0.00015927-9.0381e-05i
0.0012951+0.0011691i,0.0012057+0.0014705i,0.0022286+0.00046202i,0.0017311-0.0013941i,-0.00051685-0.0022713i,-0.0029736-0.0011555i,-0.0027488+0.00086382i,-0.00078223+0.00096948i,0.0006498+0.00048941i,0.0013347+0.00054474i,0.0013757+0.00071668i,0.00081807+0.00075754i,0.00065999+0.0011227i,0.00063194+0.0010945i,0.00040482+0.00047294i,0.00024741+0.00015234i,-0.00027873+0.00020512i,-7.9556e-05+5.4358e-06i,0.00031378-0.00016465i,0.00053513+0.00025856i,0.00060856+0.0002449i,0.0001918-0.00037775i,0.00032477-0.00058745i
-0.00085337+0.0002815i,0.00061145+0.0015219i,0.0011527+0.0026178i,0.0016517+0.0022033i,0.0011287+0.00075968i,9.8974e-05+0.00014624i,-0.00083992+0.00015154i,-0.0019959-0.00028794i,-0.0015764-0.00011297i,-0.00092163+0.00080436i,-0.00044893+0.00079596i,-9.3767e-05+0.00065663i,-0.00019923+0.00052403i,-0.0010702+0.00013255i,-0.0015401-0.00014475i,-0.00030576-0.00089854i,0.00045908-0.00078443i,0.00026774-0.00017421i,0.00031521-0.00049046i,-0.00021224-0.00010553i,-0.00064728+0.00015114i,-0.00023905-0.00028663i,0.00014699+2.582e-05i
-0.00051689+0.00028828i,0.00073675+0.0011165i,0.0015103+0.00045702i,0.001135-0.0015714i,-0.00037651-0.0016944i,-0.0012019-0.00047577i,-0.0013236-0.00056628i,-0.0013686-0.00049204i,-0.00096587+0.00014699i,-0.00035465-9.4776e-05i,0.00028082-0.00045058i,0.00065463-4.3923e-06i,0.00058581+0.0006541i,0.00065686+0.00072658i,0.00065836+0.00014062i,0.00038385-0.00069757i,-0.000181-0.00044199i,-0.00058217-4.7462e-05i,-0.0005459-0.0002526i,-0.00043993+0.00023021i,6.0275e-05+0.00026351i,0.00022575-7.1252e-05i,9.2851e-05-0.00025142i
0.0010172+0.00012776i,0.0014051+0.0013149i,0.0026964+0.0016645i,0.0018723+0.00082507i,0.00020617-0.00088118i,-0.0012977-0.0018666i,-0.0020303-0.00092015i,-0.0018719+0.0010555i,-0.00042418+0.0012742i,0.00044476+0.00054531i,-0.00027724+0.00048177i,-0.00045428+0.0001693i,-0.000528-0.00012411i,-0.00064544-0.00055616i,-0.00078498-0.0012499i,-0.00046345-0.00076849i,0.00011604-0.00024013i,-3.7345e-05-0.00086667i,-0.00034791-0.00085469i,-0.0003683-0.00016455i,-0.00032884+1.5333e-05i,-0.00011829+0.00061009i,2.2945e-05+0.00066034i
-0.00029984+0.00018029i,0.00078039+0.00063513i,0.0015365+0.0018434i,0.0021665+0.0017003i,0.0016543+0.00082177i,4.7006e-05-0.00070494i,-0.001594-0.00072412i,-0.0015415-0.00016917i,-0.00051739+0.00044497i,1.4045e-05+0.00076327i,-0.00039265+0.00045412i,-0.00038253+0.00065213i,0.00049496-0.00029742i,0.0009816-0.0015464i,0.00081146-0.0012515i,0.0005064-0.00033805i,0.00035717-0.00012524i,0.00061364-0.00082587i,0.00064115-0.00082712i,-0.00021032-0.00085203i,-0.00045693-0.00090152i,1.0674e-05-0.00015886i,-0.00045355-0.0001307i
0.0021859-0.0008894i,0.0011517-0.00089704i,0.00059652-0.001594i,0.00065892-0.0021194i,-0.00028722-0.0021083i,-0.0016849-0.0016573i,-0.0022031-0.00046403i,-0.0016442+0.00073279i,-0.00039914+0.0013236i,0.00015081+0.00078207i,0.00010542+0.00069999i,-0.00018396+0.0011044i,-0.00017079+0.00046792i,0.00032537+0.00014825i,-0.00012622-0.00032683i,-0.00028282-0.0016905i,-0.00011319-0.0021264i,0.00037452-0.0010479i,0.00058936-8.8086e-05i,0.00014704-0.00022178i,0.00016538-0.00064309i,0.00021307-0.00050571i,9.2836e-05-0.00020919i
0.0019926+0.0017886i,0.0018529+0.0032626i,0.0034404+0.0029496i,0.0028702+0.0011844i,0.0003609-0.0012986i,-0.0021478-0.0016312i,-0.0031425-0.00082773i,-0.0022542-2.7477e-06i,-0.0010225+0.00071401i,-0.00032374+0.00032924i,-0.00062661+0.00033158i,-0.00058692+0.00062113i,-0.00075675+5.4747e-05i,-0.00080276+0.00016496i,-0.00023698+3.2431e-05i,-0.00026805-0.0001532i,-0.00052384-0.00021642i,-0.0002489-0.00076889i,0.00014564-0.00091103i,-6.0649e-05-0.0010002i,-0.00027372-0.00070944i,-0.00065971-0.00045628i,-0.00023019-0.00098101i
2.7757e-05-0.001014i,-0.00074855-0.00084323i,-0.0008693+5.6646e-05i,-0.00060286+0.00047716i,0.00023857-0.00044125i,-0.00033524-0.0012471i,-0.0012911-0.0011477i,-0.000673-0.00065559i,-0.00015736+8.9129e-05i,-0.00049004-0.00066408i,-0.00057552-0.00068918i,-0.0004518+0.00030333i,0.00027982+0.00022478i,0.00075971-0.0002971i,0.00014973-0.00092906i,-7.8137e-05-0.0012234i,0.00049017-0.00041111i,0.00067978+2.0974e-05i,-0.00017728-0.0002735i,-0.0008692-4.7268e-05i,-0.00026181+0.00015761i,0.00017939-0.00050889i,-8.2044e-05-0.00079786i
0.00091158+0.0024435i,0.001528+0.0035063i,0.0037204+0.0032638i,0.0042341+0.00085501i,0.0013242-0.0018946i,-0.0016105-0.0030664i,-0.0020287-0.0023668i,-0.0013164-0.00087174i,-0.00045164+0.00050638i,0.00035151+0.0010598i,0.00068352+0.00054718i,-0.00031856+0.00032467i,-0.0010317+0.00054092i,-0.00035106-8.2791e-05i,0.0001858-0.00010975i,0.00060907+0.0003768i,0.00087703+0.00032177i,0.00047072-0.00030308i,-0.00037158-0.00046088i,-0.00064533+9.791e-05i,-0.00020387+0.00034428i,0.00040678+0.00024452i,0.00072009+8.1669e-05i
-0.001649+0.00020379i,-0.0022127+0.00067339i,-0.0017026+0.00089785i,-0.00045944-0.00019481i,-0.00010453-0.00079957i,-0.00041001-0.00095573i,-0.0013239-0.00080522i,-0.0017024-0.00027963i,-0.00057898+0.00061725i,0.00044133+0.0016509i,0.00041015+0.00095552i,0.00013109-0.00031084i,0.00033704-0.00059411i,0.00036959-0.00061253i,-7.1138e-05-0.00055034i,-0.00020073-0.00045872i,0.00020712-0.00046295i,0.00057605-0.00017038i,0.0003645+0.00038627i,-9.3509e-06+0.00012034i,0.00047352-0.00054636i,0.00069739-0.00061581i,0.00026006-0.00020478i
0.0013187+9.4939e-05i,0.0013877+0.0015593i,0.0017479+0.0023142i,0.0018073+0.0014238i,0.00080307+3.7324e-05i,-0.00036215-0.00039913i,-0.00045595-0.00021933i,-0.00028906+0.00030355i,-0.00042238+0.0010434i,-0.00026344+0.00032059i,-0.00019705-0.00026116i,0.00010772-0.00011476i,0.00040912-0.00020256i,-0.00010712-0.00015465i,-8.6657e-05-0.00040548i,0.00029751-0.00046762i,7.8417e-06-1.5145e-05i,-0.00048028+9.3908e-05i,-0.0010131-4.0899e-05i,-0.00087133-0.00078865i,-0.00031941-0.00068894i,-0.00035864-9.1094e-05i,-0.00053382-0.00021567i
3.4701e-05-0.00018197i,0.00023386-2.3701e-06i,0.0014527-0.00046624i,0.0014485-0.00083002i,0.0010368-9.2251e-05i,-0.00058024+0.00076442i,-0.0013328+0.0011939i,-0.001748+0.0017654i,-0.001352+0.0012766i,-1.2877e-05+0.00037584i,-5.9471e-05-0.0003481i,-0.0010376-0.00071608i,-0.00059094+0.00028295i,0.00046142+0.0004336i,0.000772+2.9183e-05i,0.00026292-0.00074744i,0.00035817-0.00070196i,0.0011242-0.0005961i,0.0013527-0.00095585i,0.00080454-0.00034939i,-0.00022594-6.4925e-05i,-0.00071213+0.00033956i,-0.00027874-7.2678e-05i
9.0389e-05+0.00022135i,0.0003177+0.00077651i,0.0007768+0.0022589i,0.0014808+0.0014748i,0.00098264-0.00087331i,5.2202e-05-0.0019534i,-2.0568e-05-0.00066657i,-0.00034201+0.00051959i,6.7337e-06+0.00017552i,9.213e-05+0.00018443i,-0.00028412+0.00042937i,0.00047056+0.00046624i,0.00035648-3.4922e-06i,-0.00037625+1.0283e-05i,-8.7516e-05+0.00017129i,3.2127e-05+0.00016308i,0.00014953+0.00027991i,0.00034519-0.00014141i,0.00028276-0.00034151i,-0.00019545-0.00045324i,-0.00035293-0.00015401i,4.1525e-05-9.6533e-05i,9.0841e-05-0.00040247i
-0.0013775-0.0014321i,-0.00052499-0.00067029i,0.00030434+0.001046i,0.0010194+0.0026798i,-0.00021908+0.0019983i,-0.0010355+0.00059145i,-0.00028198+2.476e-05i,-0.00017922-3.4438e-05i,-0.00038213+0.00045905i,0.00010944+0.00042491i,0.00012582+0.00035348i,0.00033182+0.00062799i,0.00052629+8.5983e-05i,-0.00016034-0.00054063i,-0.00062833-0.00016674i,-2.3861e-05+0.00037078i,0.000521+0.00094182i,0.00035378+0.00093656i,0.0002481-2.6067e-05i,0.00043362-0.0009275i,0.00036069-0.0012873i,0.00013297-0.00063701i,3.5113e-05-0.00060053i
0.00065602+0.0011879i,0.00064711+0.0019939i,0.0015126+0.0022889i,0.0017054+0.00050992i,0.0019042-0.00057133i,0.00097162-0.0009024i,0.00032862-0.00075002i,0.00019797-2.2314e-05i,-0.00013591-0.00011488i,0.00048432-0.00011888i,0.0011198+3.6095e-05i,0.00056409+8.2068e-05i,-0.00056127+0.00042502i,-0.00044722+0.00085065i,0.00012485+3.2275e-05i,0.00043745-0.0007911i,0.00043603-0.00046996i,0.00053624-0.00097036i,0.00035749-0.00092158i,-0.00025317-0.00052894i,-0.00028425-0.00030063i,0.00020525+0.00030596i,0.00045688-2.2818e-06i
0.00033106-0.00053489i,6.9854e-05+0.0010031i,8.2709e-05+0.0016456i,-0.0010702+0.00062505i,-0.0021155-0.00039957i,-0.0020831-0.00090308i,-0.0021355-0.0010701i,-0.0021877-0.00045014i,-0.0015088+8.9668e-05i,-0.00084818+0.00093723i,0.00014821+0.00086912i,0.0010639+0.00075405i,0.00065696+0.00091465i,0.00012272+0.00075678i,0.00055508+0.00043983i,0.00062207+0.00060694i,0.00042154+0.00036509i,0.00032736-0.00030853i,0.00018514+0.00022583i,0.00063857+9.7726e-05i,0.0010676-0.00021478i,0.00036811-0.00056458i,-0.00035917-0.00095143i
0.00072771+0.00064888i,0.00054395-0.00010472i,0.0018567-0.00041513i,0.0032454-0.00033574i,0.0024608+4.4723e-05i,0.0010958+0.0011934i,-0.00013701+0.00074191i,-0.00078362-0.00025925i,-0.00025224+0.00022706i,7.6829e-05+0.00037786i,-0.00043928+0.00032816i,-0.00072647+0.00021706i,-0.00052906-0.00030961i,4.0821e-05-0.00065046i,-2.1855e-05-0.00095044i,8.6649e-05-0.0012968i,0.0010934-0.00078754i,0.0013648-0.0003325i,0.0010412-0.00050828i,0.00094174-0.00092662i,0.00078757-0.00073932i,0.00013565-0.00027995i,5.2848e-05+5.2065e-05i
-0.00042167+0.0016098i,-0.0010113+0.0031059i,-0.00012153+0.0028086i,0.0011664+0.00046189i,0.0012042-0.0014586i,-0.00033743-0.0019155i,-0.001216-0.0017396i,-0.00084881-0.00081534i,-0.00052293+0.00031928i,-0.00018125+0.00059702i,-0.00022407+0.00072051i,-0.00092194+0.00046293i,-0.00078327-0.0004055i,-0.00021728-0.00049914i,0.00017656+2.9893e-05i,0.00043787-0.00071914i,0.00055915-0.00099101i,0.00054585-0.00057927i,0.00026731-0.00097457i,8.9182e-05-0.00048255i,-0.00082671-9.5193e-07i,-0.000902-0.00048142i,0.00011824-0.00082498i
0.0024965-0.00067467i,0.0019166-0.0002315i,0.001752-0.00030994i,0.00063992-0.00055441i,-0.00082773-0.00081666i,-0.0013697-0.00026847i,-0.0014339+8.2173e-05i,-0.0013048-0.00011623i,-0.00055298+0.00042862i,-1.4784e-05+0.00090664i,7.111e-05+0.00015672i,2.0686e-06-0.00024524i,-7.9633e-05+0.00015071i,-0.00032115-0.00011461i,-0.00064964-0.00071376i,-0.00031321-0.00049187i,0.00066924-0.00026765i,0.001001-9.9139e-05i,0.00080549-0.0001474i,0.00064668+0.00019395i,0.00025593+0.00045016i,-0.00010629-4.0591e-05i,0.00012138-0.00029352i
-0.00055559+0.0023118i,0.00020445+0.0034388i,0.0011489+0.0046899i,0.0027649+0.0035393i,0.0026536+0.00074986i,0.0010746-9.7836e-05i,-0.00010365+0.0011908i,-0.00052949+0.0017454i,-0.00045617+0.0016881i,-0.00091906+0.0014179i,-0.00098362+0.00091335i,-0.00058515+0.00039681i,-0.00047958+0.00014189i,-0.00061909-0.00016501i,-0.00047078-0.00042559i,0.00010552-0.00070085i,0.00012115-0.000694i,-0.00027174-0.00054356i,-0.0003404-6.7e-05i,-0.0003499+3.8137e-05i,-0.00038024-0.00043409i,0.00021825-0.00049082i,0.00062902-0.00064154i
-0.00023196-0.0022617i,0.00038524-0.0026304i,0.00029625-0.0027788i,-0.00032921-0.0019301i,-0.00062102-0.0014328i,-0.00039794-0.00078982i,-0.00011737-0.000263i,-0.00021374+0.00042272i,-0.0005071+0.00079807i,-0.0005215+0.0011137i,-0.00084734+0.0015108i,-0.00079943+0.0015075i,-0.00040009+2.7504e-05i,-0.00050683-0.00049593i,-0.00086205-0.00055671i,-0.00043854-0.0010003i,0.00043057-2.5361e-05i,0.00024884+0.00039223i,-5.0394e-05+0.00049382i,0.00021476+0.00047552i,0.00028069-0.00011674i,-0.00012218-0.0011412i,-0.00028256-0.000987i
0.00080715+0.00082981i,0.0012389+0.0025405i,0.00072766+0.0042555i,0.00063463+0.0046935i,0.00087938+0.0027856i,0.00048845+0.0016635i,-0.0005163+0.00092611i,-0.00062748+0.00035454i,-0.0002727+0.00065154i,-5.9421e-06+0.00032434i,0.00032067-0.00041043i,0.00035344-0.00066871i,-8.6735e-05+5.5746e-05i,-0.00044633+0.00055198i,-0.0001872+0.00070552i,0.00021481+0.00026975i,-0.00028943-0.0006423i,-0.00073783-0.00084268i,-0.00027689-0.00063693i,0.0006197-0.00031514i,0.00093334-2.7902e-05i,0.0013581+0.00089958i,0.0012744+0.0017222i
-0.0005498-0.0031839i,-0.00040995-0.0017513i,-0.00088964-0.0010053i,-0.0003459-0.00071839i,8.7935e-05-0.00034615i,-0.00027853+8.225e-05i,-0.00039234+0.00031619i,-0.00037953+0.00051925i,-0.00096908+0.00072894i,-0.001137+0.001021i,-0.0006557+0.00058301i,-0.0005198+0.00039858i,0.00010726+0.00036176i,0.00058043-5.4488e-05i,-0.00019212+0.00021195i,-0.00052497+0.00018027i,0.00028048-0.00012592i,0.0010138-0.00016826i,0.00083837-0.00016472i,0.00050453-0.0001603i,-0.00010398+0.00035237i,-0.00024047+0.00076631i,7.3155e-05+0.00033066i
0.00038411+0.00063123i,0.0018247+0.0018593i,0.0025225+0.0027156i,0.0019408+0.0017169i,0.00068908+0.00026245i,7.3313e-05-0.0015451i,-0.00052171-0.0015601i,-0.0011433-0.00044204i,-0.0010483+0.00015332i,-0.00058341+0.00035466i,9.8e-05+0.00012156i,-0.00025879+4.3554e-05i,-0.0010633+0.00030461i,-0.00082582+0.00026983i,-8.392e-05-0.00020426i,-2.6021e-06-0.00047307i,-0.00016562-0.00057301i,-0.00046296-0.00047953i,-0.0007028-0.00047008i,-0.0010377-0.00087254i,-0.00074022-0.00084622i,-0.00058177-0.00066058i,-0.00018671-0.00055161i
-0.00012812+0.00098734i,0.00014729+0.0012432i,0.00044274+0.0023497i,0.00094989+0.0027814i,0.00049708+0.002115i,-0.00081867+0.0010211i,-0.0014486+2.0997e-05i,-0.0011814-7.9211e-06i,-0.00087873-3.3244e-06i,0.00031459+0.00052209i,0.00087249+0.00071488i,0.00012858+0.0002269i,-0.0002113+0.00047092i,-0.00042129+0.0002278i,-0.00039512-0.00048396i,0.000319-0.00083331i,0.00076852-0.00060008i,0.00062494-0.0004761i,0.00050025-0.00090665i,0.00038321-0.00060262i,0.00056749+0.0001143i,0.0006471-0.0001471i,-0.00011753+0.0002684i
0.00037761+0.0010319i,0.0014574+0.0015527i,0.0026559+0.00099775i,0.0020616-0.00023697i,0.0004009-0.00076388i,-0.0013401-0.00064375i,-0.0023603-0.00038002i,-0.0012667-0.00069975i,-0.00019641-0.00040098i,-0.00043265+0.00029622i,-0.00052117+0.0009604i,6.3431e-05+0.00074959i,0.00046924+0.00016329i,0.00099991+0.00033372i,0.00080937+0.00032678i,0.00053687-0.00026584i,0.00085113-0.00045623i,0.00041783-0.00057424i,5.3995e-06-0.00053958i,0.00011459-0.00011951i,-6.7785e-05+0.00027505i,-0.00050033+0.00048361i,-0.00080803+0.00012986i
0.00011344+0.0010662i,-0.00011645+0.0013686i,0.0008221+0.0014246i,0.00090011+0.00051961i,0.00026972-0.00085677i,-0.001705-0.0012455i,-0.0017557-0.00086337i,-0.00046135+0.00042036i,6.4488e-05+0.0011221i,0.0005112+0.0013271i,-1.4975e-05+0.00099297i,-0.00019705+0.00083706i,2.9996e-06+0.00062473i,-0.00082448+0.00036577i,-0.00071484+0.00027731i,-0.00055349-0.00024642i,-0.00054157-0.00078256i,1.9832e-05-5.1508e-05i,0.00037871+0.00041863i,0.00019454-0.00032092i,0.00014482-0.00062341i,-6.5891e-05+5.5799e-05i,-0.00024373-0.00020042i
0.00091777-0.0011582i,0.0017035-0.00011313i,0.0018637+0.00098221i,0.0012332+0.00090803i,0.00032784-0.00014331i,-0.0010666-0.00047393i,-0.0015402-0.00045214i,-0.0012521-0.00023196i,-0.00063163-0.00038097i,-0.00020746-0.00014506i,-0.00027113+0.00048996i,-0.000242+0.00055011i,-0.00014824+0.00042416i,0.00030553+0.0005201i,-0.00026485+0.00025401i,-0.00056194-0.00028396i,0.00051108-0.00057902i,0.00082576-0.00034162i,0.00054688-3.4992e-05i,7.9113e-05-0.00026471i,-0.00041791-0.00026433i,-4.8793e-05-0.0002085i,0.00041326-0.00018486i
-0.00041873+0.0017602i,7.8519e-05+0.0012162i,0.0017887+0.001944i,0.0023782+0.00079884i,0.0013178-0.00089204i,-0.00051849-0.0013721i,-0.0019415-0.0010181i,-0.001371+0.0006225i,-2.2195e-06+0.001089i,0.00076972+0.0004172i,0.00062392-0.00027484i,-7.7513e-05-0.0003709i,-0.0010277-0.00043306i,-0.00089703-0.00078961i,-0.00037197-0.00025592i,-0.000509-0.00010304i,0.00016259-0.00066477i,0.00046048-0.0014094i,0.00010928-0.0012068i,-0.00018055-0.00063602i,-0.00065495-0.00042544i,-0.00035619-0.00010311i,-0.00038509+0.00021941i
-0.00057879-0.0022798i,-0.00070584-0.0006283i,-0.00046181+0.0011008i,-0.00026287+0.0019487i,-0.00048772+0.0017134i,-0.00011982+0.00073387i,-0.0001711+0.00025875i,-0.00034536+0.00020861i,-0.00039866+0.0006245i,-0.00070405+0.00061795i,-0.00066025+0.00021787i,-0.00064996+3.2473e-05i,-0.00014098-0.00036799i,0.00031824-0.00065112i,0.00028711-0.00039777i,0.00062732-0.0006737i,0.0011132-0.00062934i,0.00066895-0.00024084i,0.00021413-0.00079414i,6.7443e-05-0.0008733i,-0.00023372-0.00063541i,-0.00048247-0.00033022i,-0.00041111-0.00022883i
0.0009053+0.00084963i,0.0011346-0.00072783i,0.0021114-0.00069026i,0.0028941-0.0014418i,0.0011029-0.0020269i,-0.0010622-0.001763i,-0.0010786-0.0016885i,-0.00032723-0.00080069i,-0.00020037-0.00015958i,0.00022007+8.9297e-05i,-0.00021059+0.0004455i,-0.00065345+0.00054002i,0.0001189-0.0001474i,0.0005171-0.00082116i,7.9218e-05-0.0011563i,-0.00012165-0.00090433i,-0.0002965-0.00043293i,-0.00087046-0.00050352i,-0.00034306-0.00054095i,0.00024937-0.00033607i,0.00032668+5.4466e-05i,0.00033009+0.00050345i,1.7982e-05+0.00031287i
0.0011066+0.00090546i,-0.00013235+0.0020543i,-0.00037392+0.001878i,-0.00032502+0.0014786i,-0.00040757+0.00026301i,-0.0007846-0.0012171i,-0.0010358-0.0010944i,-0.0005142-0.00027832i,-0.00012645+0.00011905i,-0.00068573-0.00066226i,-0.0006705-0.0009064i,-3.5468e-05-0.00026175i,-4.649e-05+0.00042394i,-1.5422e-05+0.00062345i,0.00044718-8.8548e-05i,-7.4151e-06-0.00083226i,-0.00063322-0.00096068i,-0.00065422-0.00066698i,-0.00039688-0.0007363i,-0.00053182-0.00031565i,-0.00077218+0.00021841i,0.00015787+0.00018345i,0.00022353+0.0001023i
