-0.00095805+0.0012176i,-0.0006522-0.00070789i,-0.0022686-0.0018558i,-0.0025898+0.00053461i,-0.0019086+0.0033763i,-0.0010765+0.003647i,8.3361e-05+0.0020203i,0.0010755+0.00078133i,0.0010657+0.00063265i,0.00042492+1.8523e-05i,0.00013308-0.00040637i,-7.8082e-05-0.00073586i,-0.00020217-0.00061861i,-0.00030729+0.00017967i,-0.00031942+7.179e-05i,-0.00040505-0.00014754i,-0.00020022-0.00021197i,-0.00026016-0.00063014i,-0.00025796-0.00029615i,0.00023511-0.00035499i,0.00045057-0.00057757i,0.00035669-0.000775i,0.00046308-0.00049536i
-0.12368-0.041821i,-0.22441-0.10349i,-0.24245-0.1391i,-0.13915-0.1195i,-0.038617-0.061525i,-0.0047305+0.035613i,0.040377+0.11389i,0.094226+0.099252i,0.097077+0.038869i,0.069415+0.0012661i,0.038116-0.013155i,0.0092723-0.010636i,-0.008451-0.00017468i,-0.020287+0.0070397i,-0.022434+0.012738i,-0.011229+0.011003i,-0.0014174+0.0041892i,0.0058522+0.004712i,0.012765+0.0057119i,0.0097355+0.00040814i,0.000401-0.0023853i,-0.00408+0.0020049i,-0.0015229+0.0063394i
0.065137-0.10015i,0.11949-0.18945i,0.10173-0.16961i,0.016356-0.023841i,-0.024504+0.072013i,-0.023227+0.029048i,-0.067592-0.026253i,-0.10763-0.011459i,-0.090606-0.0060937i,-0.070838-0.030399i,-0.060494-0.028362i,-0.037073-0.018916i,-0.021261-0.032222i,-0.019287-0.043694i,-0.016954-0.04017i,-0.015731-0.02956i,-0.01474-0.016609i,-0.012539-0.0056538i,-0.01049+0.0003186i,-0.0046335+0.00097188i,8.6307e-06+0.00064182i,-0.0016825+0.0022275i,-0.0067867+0.0064069i
0.10778+0.087912i,0.21614+0.15103i,0.27487+0.12782i,0.2233-0.0032214i,0.1226-0.10239i,0.062251-0.12223i,0.031213-0.1331i,-0.0064972-0.11651i,-0.024346-0.046067i,-0.0052446+0.018515i,0.02178+0.033623i,0.031235+0.021793i,0.032576+0.016248i,0.036097+0.015005i,0.032112+0.010957i,0.023968+0.010132i,0.019109+0.0079635i,0.011548+0.0019226i,0.0007431-1.6361e-05i,-0.0047811+0.0027512i,-0.0022534+0.002869i,0.0024558-0.0042959i,0.002026-0.014123i
-0.094198+0.10356i,-0.19992+0.18793i,-0.24321+0.22077i,-0.17578+0.17426i,-0.088377+0.14018i,-0.021354+0.17084i,0.065977+0.18122i,0.11983+0.10961i,0.097005+0.031017i,0.055061-0.0030609i,0.020877-0.013764i,-0.0043573-0.0035291i,-0.0087076+0.016573i,-0.0063121+0.026305i,-0.0042358+0.026401i,7.6034e-06+0.015672i,0.00070281+0.0040236i,0.0040869+0.00027984i,0.010616-0.0021086i,0.0099233-0.0035314i,0.0062841-0.0015534i,0.0065654+0.002382i,0.010435+0.0034426i
-0.068431-0.09857i,-0.13781-0.19472i,-0.16253-0.1893i,-0.11027-0.0548i,-0.047759+0.03719i,-0.042034+0.024479i,-0.067346+0.018967i,-0.063557+0.033059i,-0.03892+0.014289i,-0.032379-0.013107i,-0.03383-0.012851i,-0.028965-0.006301i,-0.030559-0.010208i,-0.036667-0.014867i,-0.035915-0.017386i,-0.029313-0.014235i,-0.021854-0.0054235i,-0.018429+0.002253i,-0.016177+0.0059329i,-0.010483+0.0049035i,-0.0061237+0.0029888i,-0.0057258+0.0061019i,-0.0060212+0.013562i
0.11535-0.059596i,0.23331-0.13756i,0.26331-0.22622i,0.14696-0.28174i,0.027507-0.27739i,-0.018242-0.24353i,-0.052025-0.20364i,-0.066785-0.12789i,-0.038219-0.041665i,0.0035193+0.004495i,0.031954+0.0064411i,0.036932-0.010483i,0.031858-0.018695i,0.033261-0.019148i,0.030285-0.016105i,0.023247-0.0077755i,0.018463-0.0057644i,0.0092883-0.0087818i,0.00082688-0.0063656i,-0.00067374-0.00044417i,-0.00084735+0.001621i,-0.0043634-0.0030386i,-0.010444-0.0096996i
0.041434+0.12106i,0.070915+0.2666i,0.10192+0.3617i,0.12021+0.3254i,0.10963+0.24943i,0.10247+0.21582i,0.12521+0.1782i,0.12511+0.11453i,0.08286+0.060946i,0.040717+0.031755i,0.012685+0.017827i,0.00018584+0.017489i,0.0060881+0.02247i,0.014231+0.022975i,0.014751+0.016823i,0.0090412+0.0079163i,0.0029891+0.0038031i,0.0045368+0.00080205i,0.0080751-0.0065421i,0.0070305-0.010741i,0.0061901-0.0095372i,0.009338-0.0077015i,0.014336-0.0096834i
-0.11252+0.0058691i,-0.24445+0.013749i,-0.2914+0.030066i,-0.19026+0.048901i,-0.073286+0.038743i,-0.03596+0.018233i,-0.035368+0.017042i,-0.039593+0.0086446i,-0.043369-0.0088917i,-0.04258-0.01358i,-0.035509-0.0026099i,-0.024011+0.0083794i,-0.025606+0.011249i,-0.035412+0.013293i,-0.034316+0.011466i,-0.026468+0.0050529i,-0.018229+0.0039724i,-0.012277+0.0090823i,-0.010035+0.014041i,-0.0077394+0.012573i,-0.0054287+0.0088644i,-0.0027101+0.010096i,0.0035463+0.016077i
0.012724-0.12774i,0.018711-0.27132i,-0.021702-0.36547i,-0.10869-0.32222i,-0.14286-0.23744i,-0.12661-0.21384i,-0.13611-0.1911i,-0.12655-0.11509i,-0.073591-0.04297i,-0.026095-0.014856i,-0.0024587-0.015569i,0.00067533-0.026882i,-0.0045675-0.034837i,-0.0024771-0.036531i,0.0040809-0.02817i,0.0090802-0.015717i,0.0078425-0.011736i,0.0015757-0.0093652i,0.00066729-0.0030872i,0.0049105+0.0018913i,0.0052904+0.0036324i,-0.0018507+0.0022522i,-0.012241-0.0005358i
0.12462+0.036425i,0.27125+0.10133i,0.3863+0.14648i,0.37679+0.13651i,0.28773+0.13673i,0.22704+0.15964i,0.2158+0.13306i,0.1825+0.069802i,0.1163+0.028015i,0.060255+0.013145i,0.023223+0.009742i,0.0090619+0.01208i,0.017881+0.0099317i,0.024362+0.0057498i,0.018012+0.0050426i,0.010073+0.0040329i,0.0079011+0.0025671i,0.0082471-0.0026962i,0.0051673-0.0099i,0.0011098-0.010856i,-0.00032844-0.0091065i,0.00096085-0.01106i,0.0023479-0.017133i
-0.064342+0.10513i,-0.14843+0.21999i,-0.20976+0.2745i,-0.1838+0.21297i,-0.11636+0.12351i,-0.054089+0.086408i,-0.0087065+0.058714i,-0.01198+0.0092865i,-0.035438-0.01818i,-0.031005-0.015561i,-0.011626-0.0067666i,0.0014261+0.0030819i,0.0027087+0.016723i,-0.0033463+0.028441i,-0.0088572+0.027737i,-0.012295+0.019496i,-0.010714+0.014375i,-0.0053752+0.014125i,-0.0019223+0.016259i,-0.0014714+0.015913i,0.00035117+0.012621i,0.0051731+0.010926i,0.011653+0.012574i
-0.098979-0.078365i,-0.20888-0.18114i,-0.29226-0.23165i,-0.27834-0.16716i,-0.22244-0.11486i,-0.22014-0.12151i,-0.22829-0.075631i,-0.15334-0.0013697i,-0.058791+0.018335i,-0.017472+0.0079112i,-0.0047498-0.0027835i,-0.0087873-0.010982i,-0.023183-0.012175i,-0.029075-0.015797i,-0.021694-0.019027i,-0.0094908-0.01452i,-0.0037763-0.0086817i,-0.0029484-0.0056246i,0.00098113-0.0055598i,0.0050494-0.0069249i,0.0041127-0.0055489i,-0.0013284-0.00070416i,-0.0083795+0.0049002i
0.096412-0.071789i,0.24351-0.15745i,0.36571-0.22107i,0.34981-0.21511i,0.25342-0.13233i,0.19215-0.033882i,0.17227+0.00036138i,0.14199-0.0071352i,0.098227-0.0067207i,0.059671+0.0011733i,0.029404+0.0072378i,0.014837+0.0076402i,0.015277-0.0022992i,0.018894-0.011377i,0.016327-0.01144i,0.010449-0.0087574i,0.0067257-0.0076745i,0.0020588-0.0097627i,-0.0052077-0.011516i,-0.010168-0.0089532i,-0.010467-0.0050153i,-0.0081207-0.0048331i,-0.0075112-0.010499i
0.052158+0.11369i,0.088104+0.25676i,0.078179+0.3584i,0.025303+0.31882i,0.0056868+0.20351i,0.044013+0.093033i,0.044423+0.0032979i,-0.02363-0.026579i,-0.060196-0.0092554i,-0.040557-0.0016374i,-0.015403-0.0041967i,0.0015481-0.0018907i,0.014015+0.0055853i,0.020281+0.014829i,0.017086+0.016052i,0.0074962+0.011836i,0.0016637+0.010254i,0.0022477+0.011201i,0.0051606+0.013358i,0.007401+0.012905i,0.0087177+0.0078547i,0.011185+0.0025174i,0.016377+0.00024495i
-0.10935+0.042017i,-0.24959+0.06209i,-0.32758+0.072709i,-0.2396+0.05331i,-0.13193-0.0070791i,-0.14533-0.044226i,-0.15444-0.0021788i,-0.074389+0.033729i,-0.016084+0.020267i,-0.014814+0.0079896i,-0.016276+0.0051172i,-0.018207+0.0055698i,-0.02839+0.012472i,-0.0357+0.013026i,-0.030507+0.0071506i,-0.015931+0.0023194i,-0.0059608-0.0010423i,-0.0027038-0.0031893i,-0.00051931-0.0060087i,0.00051519-0.0098065i,-0.0014385-0.0091126i,-0.0041132-0.0021539i,-0.0048798+0.0065433i
-0.0039827-0.10576i,0.015195-0.26269i,0.037917-0.38638i,0.027885-0.34731i,0.023506-0.18228i,0.070872-0.042829i,0.114-0.014444i,0.09996-0.039008i,0.062039-0.037592i,0.038874-0.017203i,0.021001-0.0033952i,0.0070697-0.0010641i,0.0031554-0.010846i,0.0046298-0.020344i,0.0065035-0.018587i,0.0053148-0.012011i,0.0023266-0.0092694i,-0.0040463-0.0075649i,-0.011117-0.002517i,-0.011961+0.0050647i,-0.0076449+0.0094079i,-0.0042168+0.006538i,-0.0068083+0.00016109i
0.10608+0.02066i,0.22955+0.082135i,0.29992+0.17104i,0.24619+0.21969i,0.17046+0.1905i,0.14886+0.098963i,0.09431+0.017251i,-0.00062152+0.012489i,-0.034715+0.030385i,-0.017619+0.014021i,-0.0052266-0.0050854i,0.0019408-0.011515i,0.012074-0.013477i,0.020035-0.0099224i,0.018474-0.0046901i,0.010084-0.00024355i,0.005019+0.0030756i,0.0067666+0.0034503i,0.0098126+0.0032971i,0.010647+0.0026984i,0.010006-0.0022822i,0.0078735-0.0074314i,0.0080618-0.0091697i
-0.030872+0.093152i,-0.099875+0.20122i,-0.1444+0.24323i,-0.11501+0.13616i,-0.1105+0.00038627i,-0.16984-0.0072904i,-0.14345+0.055946i,-0.036219+0.051314i,0.006739+0.010795i,-0.0078452+0.0101i,-0.010159+0.018096i,-0.0050185+0.01686i,-0.0084502+0.02458i,-0.015235+0.033243i,-0.0165+0.029795i,-0.010551+0.01838i,-0.0048853+0.00833i,-0.0012822+0.0019764i,-0.00064991-0.0044316i,-0.0052851-0.0097917i,-0.0087456-0.0060079i,-0.0066895+0.0031269i,-0.0025777+0.0084476i
-0.079243-0.059266i,-0.18002-0.16163i,-0.2622-0.24119i,-0.26328-0.18027i,-0.18396-0.037875i,-0.079591+0.03437i,-0.024662+0.020749i,-0.015833-0.0021789i,-0.0071227-0.0046398i,0.0073077-0.0034934i,0.0098687-0.0016248i,0.0022191-0.00066135i,-0.0061623-0.0084678i,-0.010208-0.019349i,-0.0066627-0.023048i,-0.0029069-0.018629i,-0.0037206-0.0099706i,-0.007065-0.00022884i,-0.0088073+0.0083027i,-0.004483+0.013252i,0.0029395+0.012758i,0.0055303+0.0074009i,-0.00032837+0.0017181i
0.073936-0.063456i,0.1932-0.11533i,0.30612-0.11505i,0.32344-0.06091i,0.27861-0.05584i,0.20711-0.11915i,0.090929-0.12705i,-0.00050098-0.044758i,-0.012892+0.011642i,-0.0035774-0.00077145i,-0.0066488-0.018007i,-0.0071474-0.01964i,-0.00060284-0.022472i,0.0061439-0.024233i,0.0059085-0.018388i,0.00035688-0.0090151i,-0.0023251-0.0034973i,0.0002817-0.0031303i,0.0052744-0.0035695i,0.007122-0.0055688i,0.0025377-0.010409i,-0.0028686-0.011984i,-0.0015399-0.010175i
0.047409+0.078236i,0.083036+0.18547i,0.080434+0.22846i,0.012179+0.10929i,-0.093048-0.023742i,-0.14582-0.016057i,-0.08273+0.011196i,-0.0087514-0.032751i,-0.0038949-0.047318i,-0.0087872-0.0080961i,0.0038425+0.010436i,0.011775+0.0099489i,0.015511+0.019852i,0.016438+0.030457i,0.013756+0.03035i,0.01162+0.019681i,0.0086069+0.0073071i,0.0049154-0.0010026i,-0.0012455-0.0062843i,-0.0082569-0.0064316i,-0.0088147+0.00012615i,-0.0016404+0.0067111i,0.0057307+0.0089081i
-0.087254+0.031899i,-0.2157+0.048567i,-0.31643+0.072904i,-0.26585+0.1453i,-0.1021+0.22204i,0.033455+0.20521i,0.067145+0.1251i,0.036742+0.065746i,0.016824+0.032135i,0.017265+0.0067804i,0.01323+0.00052725i,0.0043757+0.0054502i,-0.0045357+0.0039476i,-0.013097-0.0035694i,-0.015929-0.011206i,-0.011738-0.011622i,-0.0054947-0.0051034i,-0.0021164+0.0036972i,0.00065423+0.012051i,0.0080416+0.014524i,0.013832+0.0090762i,0.010437+0.0015073i,0.001884+8.4155e-05i
-0.010504-0.084406i,0.021905-0.20088i,0.093043-0.29015i,0.16067-0.28363i,0.17786-0.25613i,0.13054-0.24573i,0.056059-0.17044i,0.027626-0.059341i,0.027037-0.015371i,0.0055144-0.017703i,-0.014101-0.012088i,-0.016319-0.0064035i,-0.014434-0.0091616i,-0.01068-0.011394i,-0.0078089-0.0069931i,-0.0074236+0.001288i,-0.005276+0.0046561i,-0.0020316+0.00080525i,0.0007638-0.0047518i,-0.000183-0.0083457i,-0.0062798-0.0079883i,-0.010895-0.0045304i,-0.008737-0.003148i
0.080509+0.010199i,0.176+0.045022i,0.20216+0.069524i,0.061566+0.044434i,-0.13057+0.039329i,-0.1876+0.096563i,-0.1119+0.091598i,-0.04724+0.011981i,-0.033602-0.013155i,-0.015038+0.013125i,0.0048902+0.016461i,0.0099242+0.0054474i,0.013327+0.0062402i,0.01919+0.011837i,0.021107+0.011676i,0.017389+0.0034331i,0.011016-0.0046274i,0.0034757-0.008348i,-0.0048251-0.008122i,-0.010875-0.0012584i,-0.0073567+0.0057673i,0.0019334+0.0055936i,0.0075297+0.0018234i
-0.025924+0.081232i,-0.081132+0.18225i,-0.11787+0.28129i,-0.037148+0.32029i,0.10752+0.29526i,0.17001+0.22532i,0.13314+0.15657i,0.076061+0.11271i,0.046221+0.068821i,0.026486+0.021772i,0.0098379+0.00036111i,0.0021642-0.00044185i,-0.0043856-0.0009863i,-0.01427-0.0025725i,-0.020051-0.00484i,-0.017286-0.0044698i,-0.0096072+0.00050117i,-0.0011787+0.0069704i,0.0075641+0.010738i,0.014165+0.0079924i,0.014598+0.0017337i,0.0080365-0.0019671i,0.00029285-0.00010672i
-0.063353-0.03786i,-0.12979-0.12741i,-0.16215-0.23913i,-0.13011-0.30935i,-0.098028-0.34233i,-0.10664-0.32998i,-0.10961-0.22803i,-0.069104-0.10642i,-0.031071-0.049669i,-0.025512-0.029689i,-0.023217-0.012699i,-0.016079-0.0032706i,-0.013894-0.0028826i,-0.011378-0.004942i,-0.0062776-0.0021097i,-0.0027375+0.0049824i,-0.00038164+0.0071196i,-0.00074501+0.0024453i,-0.003477-0.004012i,-0.0069176-0.0079077i,-0.0097178-0.0052628i,-0.008562+0.00087385i,-0.0045453+0.001466i
0.052417-0.04639i,0.12704-0.091937i,0.15916-0.095674i,0.054176-0.019816i,-0.087595+0.095126i,-0.11815+0.14858i,-0.084509+0.086058i,-0.074222+0.010031i,-0.058414+0.0055429i,-0.013131+0.018368i,0.012761+0.0057648i,0.012607-0.0062152i,0.013827-0.0059497i,0.019787-0.0047731i,0.021189-0.0091915i,0.013542-0.015435i,0.0018688-0.015208i,-0.0070963-0.01011i,-0.011088-0.0029426i,-0.0093582+0.0040415i,-0.0036076+0.0058934i,0.0020018+0.0022388i,0.0058946-0.0023023i
0.039421+0.059231i,0.076066+0.15454i,0.13165+0.24539i,0.23148+0.23126i,0.33633+0.13458i,0.34382+0.056819i,0.26163+0.029556i,0.16935+0.021673i,0.095171+0.0075092i,0.039586-0.0055819i,0.011512-0.0044673i,0.0046978+0.00091464i,0.0023664+0.003006i,-0.0024822+0.0058291i,-0.0067502+0.0081363i,-0.0052563+0.0084574i,0.0010434+0.0081773i,0.0087189+0.0071277i,0.015984+0.0041168i,0.018789-0.0015163i,0.014667-0.0059944i,0.0065742-0.0036922i,0.00025393+0.0031553i
-0.056662+0.019557i,-0.15695+0.012472i,-0.25963-0.040205i,-0.30244-0.12126i,-0.30557-0.1863i,-0.27779-0.18919i,-0.19608-0.12227i,-0.10338-0.064061i,-0.054845-0.039988i,-0.037906-0.01686i,-0.021954+0.0018946i,-0.010597+0.0074976i,-0.0074561+0.0092162i,-0.0062817+0.0090287i,-0.0021804+0.007528i,0.0044593+0.0073973i,0.0072102+0.0038263i,0.0029245-0.0027501i,-0.0041239-0.0062259i,-0.0093993-0.0041463i,-0.0097917+0.0009115i,-0.0063869+0.0042133i,-0.0044731+0.0019672i
-0.0033321-0.056666i,0.014842-0.13257i,0.03846-0.16007i,0.021899-0.043049i,-0.0085398+0.14636i,-0.0044822+0.22452i,-0.0048685+0.15725i,-0.02123+0.077924i,-0.010472+0.046393i,0.013953+0.023096i,0.014518+0.00098624i,0.0034239-0.0061504i,0.0018379-0.0062063i,0.0055558-0.008611i,0.0037296-0.012099i,-0.0055164-0.012105i,-0.013026-0.0061928i,-0.013966+0.002149i,-0.011766+0.0086346i,-0.0066846+0.011975i,-0.0014921+0.0095628i,0.0011965+0.0025447i,0.0031087-0.0035433i
0.054252+0.0068426i,0.14133+0.04083i,0.24039+0.065099i,0.30659+0.0080588i,0.33283-0.094828i,0.30053-0.1339i,0.22413-0.097093i,0.15019-0.051431i,0.083337-0.030709i,0.02795-0.017109i,0.0041854-0.0055404i,0.0010797-0.002615i,-0.0013323-0.0028584i,-0.0040774-0.00051281i,-0.0036631+0.0048411i,0.0010254+0.007276i,0.0076472+0.0048603i,0.013087-0.00046001i,0.015431-0.0068967i,0.013223-0.011236i,0.0084122-0.010319i,0.0041516-0.00407i,0.0023891+0.0034313i
-0.023055+0.044892i,-0.087543+0.10995i,-0.19564+0.15366i,-0.29481+0.13128i,-0.35266+0.064308i,-0.34575+0.017203i,-0.25624+0.018499i,-0.1487+0.025042i,-0.08363+0.020842i,-0.045143+0.017911i,-0.017556+0.010706i,-0.0040781+0.0026588i,-0.000368+0.00057906i,0.00031888+0.0016752i,0.0012755+0.0022354i,0.0032481-0.00062024i,0.0018863-0.0042363i,-0.0043724-0.0042304i,-0.0096232-0.0017824i,-0.011692+0.0012677i,-0.01073+0.0042859i,-0.0072672+0.0045911i,-0.0053828+0.0013233i
-0.041279-0.028567i,-0.079324-0.083546i,-0.081071-0.11794i,-0.012507-0.04674i,0.076924+0.085066i,0.10631+0.14553i,0.061755+0.10944i,0.016962+0.059591i,0.014746+0.030939i,0.021938+0.0047815i,0.01332-0.0070932i,0.004499-0.0046497i,0.0043313-0.0037479i,0.0044914-0.0080335i,-0.00022007-0.012314i,-0.0075517-0.0082513i,-0.0098875+0.001819i,-0.0057458+0.010069i,-0.00086053+0.012946i,0.0027488+0.011088i,0.0040468+0.0070672i,0.0035129+0.0017181i,0.0030533-0.0037498i
0.02824-0.029114i,0.099397-0.066055i,0.18042-0.11715i,0.20296-0.19465i,0.17353-0.27534i,0.15049-0.28069i,0.12486-0.21216i,0.077754-0.13447i,0.032158-0.073515i,0.0064468-0.026583i,0.0011204-0.0010191i,0.0017931+0.0033113i,0.00054896+0.0024101i,0.001049+0.0036582i,0.0044741+0.0041761i,0.0082148-6.1997e-05i,0.0083204-0.0072195i,0.0057583-0.012662i,0.0037241-0.015576i,0.0026508-0.015542i,0.0020169-0.01268i,0.0012515-0.0058014i,0.0021166+0.0018365i
0.016177+0.042179i,0.01731+0.11873i,-0.027027+0.21428i,-0.11581+0.26646i,-0.20036+0.25858i,-0.21582+0.20446i,-0.15066+0.13655i,-0.079042+0.087849i,-0.040482+0.056621i,-0.017967+0.033349i,-0.0057081+0.014731i,-0.0026031+0.0061246i,-0.0010389+0.0063483i,0.0012689+0.0073664i,0.0036639+0.0048059i,0.0035477+0.00058857i,-0.00070796-0.00083366i,-0.0060737+0.0019128i,-0.0086268+0.0049492i,-0.0077465+0.0058368i,-0.005156+0.0058399i,-0.0029618+0.0049415i,-0.0038996+0.0029705i
-0.039679+0.013379i,-0.093709+0.0012495i,-0.11715-0.023989i,-0.032317-0.02164i,0.11386+0.024521i,0.16793+0.060513i,0.11051+0.055554i,0.056554+0.02947i,0.036595+0.0024662i,0.020222-0.014255i,0.0041378-0.013267i,-0.0025592-0.0047487i,-0.0026637-0.0019954i,-0.0036013-0.0052581i,-0.0065005-0.0066337i,-0.006443-8.9778e-05i,-0.00082346+0.0077322i,0.0061631+0.0091679i,0.0095172+0.0072453i,0.0092231+0.0046311i,0.0070518+0.0019189i,0.0040186-0.00071777i,0.00054461-0.0035711i
-0.000962-0.033603i,0.018483-0.096182i,0.038769-0.17029i,0.016011-0.22691i,-0.034376-0.26628i,-0.046612-0.25494i,-0.024207-0.18386i,-0.012087-0.10823i,-0.014109-0.050845i,-0.0085012-0.013028i,0.0012173-0.00081569i,0.0014022-0.0030539i,-0.0022252-0.0046027i,-0.0018963-0.0023758i,0.0010118-0.00013564i,0.0012262-0.0010529i,-0.0021505-0.0043578i,-0.0049304-0.0078583i,-0.0060339-0.0096314i,-0.0057188-0.0085521i,-0.0045439-0.0051285i,-0.0022411-0.0002818i,0.0021369+0.0035143i
0.035613+0.012771i,0.08067+0.058962i,0.10939+0.147i,0.076541+0.2355i,-0.0065478+0.27733i,-0.06345+0.254i,-0.04873+0.17797i,-0.014312+0.10402i,-0.00045966+0.05851i,0.0016516+0.028769i,-2.3747e-05+0.0098732i,-0.0016451+0.0014077i,0.00072246-0.0010717i,0.003043+0.00038255i,0.0014678+0.0019652i,-0.00025777+0.0019316i,-0.0010166+0.0036767i,-0.0013473+0.006061i,-0.001427+0.0064934i,-0.0019963+0.0072504i,-0.00066874+0.0068606i,0.00082566+0.0041298i,-0.00015998+0.0026686i
-0.014064+0.03031i,-0.053753+0.055474i,-0.084596+0.04691i,-0.040485-0.0087962i,0.064888-0.054012i,0.12287-0.048445i,0.088403-0.025777i,0.034053-0.020947i,0.0074581-0.026323i,-0.0052152-0.023482i,-0.0071095-0.013152i,-0.00075264-0.0064849i,0.0035943-0.0062255i,0.00040448-0.0074092i,-0.0058571-0.0056968i,-0.0051366-0.0031136i,0.00093034-0.0020359i,0.005495-0.0022491i,0.0071079-0.0021031i,0.0065681-0.0013147i,0.0043075-0.0010649i,0.0011131-0.0024038i,-0.0016671-0.0047416i
-0.021558-0.016175i,-0.04619-0.062874i,-0.076414-0.12428i,-0.1198-0.1554i,-0.16119-0.15594i,-0.15115-0.15658i,-0.098476-0.12882i,-0.053141-0.070136i,-0.025905-0.024453i,-0.0065853-0.0051691i,0.0040785-0.0021337i,0.0041356-0.0016177i,-8.1916e-05+0.0013051i,-0.00053199+0.0016314i,0.003452-0.0011731i,0.0042056-0.0023594i,-0.00011007-0.00090714i,-0.0041962+0.0009402i,-0.005733-0.00023604i,-0.0051662-0.0025912i,-0.0029897-0.00168i,0.000442+0.0014265i,0.0046354+0.0023716i
0.025144-0.014684i,0.079468-0.015991i,0.1479+0.021776i,0.17949+0.1024i,0.15539+0.17548i,0.099108+0.18312i,0.058761+0.12539i,0.047821+0.062554i,0.036964+0.027088i,0.021411+0.010417i,0.0085826+0.006044i,0.0027685+0.0073073i,0.0026763+0.0065684i,0.0040286+0.0049552i,0.0042709+0.0038432i,0.0037045+0.0014041i,0.0027141-0.00057376i,0.0018094-0.00032997i,0.0016139+0.0014577i,0.00094847+0.0024771i,0.00096443+0.0008477i,-7.2293e-05-0.00072894i,-0.0021995+0.00019368i
0.0089908+0.026451i,0.002853+0.062099i,-0.020796+0.078001i,-0.024268+0.021392i,0.022709-0.071708i,0.06591-0.090416i,0.053255-0.043428i,0.013376-0.0167i,-0.0093695-0.011383i,-0.012566-0.0040143i,-0.00809+0.00216i,-0.004282+0.0018606i,-0.0046028-0.00080402i,-0.0081037-0.0021698i,-0.0094966-0.0015225i,-0.0067635-0.00069776i,-0.003603-0.0015645i,-0.0016093-0.0025452i,0.0006459-0.0030399i,0.0022869-0.0022731i,0.0015851-0.000628i,-0.00066772-1.564e-06i,-0.0026413+7.3343e-05i
-0.024616+0.0023321i,-0.065828-0.0064077i,-0.11472-0.022965i,-0.15077-0.022148i,-0.1773-0.0078567i,-0.16598-0.011529i,-0.10703-0.01806i,-0.052012-0.0041851i,-0.018205+0.01144i,-0.0003457+0.011048i,0.0020231+0.0016624i,-0.0026445-0.0017673i,-0.0055672+0.00080961i,-0.0033132+0.0016201i,0.0026362-0.00033493i,0.0055369-0.001273i,0.0039812+0.00031993i,0.0014879+0.0019665i,-0.001404+0.0017038i,-0.0021457+0.0014048i,0.00010189+0.001492i,0.0025537+0.0013023i,0.0046147+0.00010118i
0.0045142-0.024169i,0.031768-0.052258i,0.092231-0.065817i,0.15247-0.028083i,0.16721+0.046328i,0.13219+0.086858i,0.078576+0.060149i,0.041565+0.019113i,0.020896+0.00053615i,0.0082401-0.0021305i,0.0025593-0.00056093i,0.0013417-0.00062366i,0.003261-0.002496i,0.0052985-0.0019858i,0.0029998+0.00015438i,-0.00129+0.0007785i,-0.0039617-0.00032189i,-0.0046476-0.0012452i,-0.0030925+0.00096724i,-0.0014711+0.0023303i,-0.0017103-0.00044399i,-0.0028694-0.0026031i,-0.0034387-0.00077616i
0.015456+0.0080381i,0.029234+0.033628i,0.019532+0.054734i,-0.017414+0.025072i,-0.032141-0.047433i,-0.010224-0.08169i,0.001181-0.049687i,-0.0097493-0.013134i,-0.019146-0.00035269i,-0.015902+0.0036317i,-0.007221+0.0040427i,-0.00085504+0.00062883i,0.00051254-0.0024214i,-0.0029342-0.0012634i,-0.0067776+0.00067043i,-0.0076008+0.0013354i,-0.0053052+0.0016921i,-0.0016722+0.0016179i,0.001048-0.00014954i,0.0013865-0.00080018i,0.00088563+0.001249i,0.0008151+0.0030296i,0.00068509+0.0023639i
-0.011724+0.015007i,-0.036873+0.031174i,-0.074665+0.043909i,-0.097513+0.059571i,-0.10461+0.075325i,-0.10755+0.060107i,-0.078433+0.026067i,-0.029258+0.0066065i,-0.0013929-0.00084045i,0.0024537-0.0060196i,-0.0020225-0.0064799i,-0.0027591-0.0032991i,-0.00019412+0.00051787i,0.0023165+0.0011788i,0.0048569-0.002971i,0.006595-0.0062298i,0.0062648-0.005891i,0.0037918-0.0038546i,0.00123-0.0014272i,-4.4491e-05+0.00020347i,0.00066966-1.5526e-05i,0.0028448-0.0015517i,0.0038817-0.0031665i
-0.0076086-0.010115i,-0.0058208-0.043282i,0.021559-0.084516i,0.075651-0.095461i,0.11969-0.064409i,0.11637-0.019904i,0.074182-0.003949i,0.032551-0.012809i,0.010943-0.015961i,0.0044891-0.011456i,0.0048719-0.0063895i,0.0046437-0.0041087i,0.0025134-0.004106i,0.0018522-0.0034819i,0.0013539+0.00022236i,0.00033632+0.0037959i,-0.0021794+0.0044904i,-0.0037746+0.004712i,-0.0020145+0.0043766i,-0.0020212+0.0024226i,-0.0041112+0.00048412i,-0.0050448+0.00092999i,-0.0037656+0.0026155i
