-0.00095805+0.0012176i,-0.0006522-0.00070789i,-0.0022686-0.0018558i,-0.0025898+0.00053461i,-0.0019086+0.0033763i,-0.0010765+0.003647i,8.3361e-05+0.0020203i,0.0010755+0.00078133i,0.0010657+0.00063265i,0.00042492+1.8523e-05i,0.00013308-0.00040637i,-7.8082e-05-0.00073586i,-0.00020217-0.00061861i,-0.00030729+0.00017967i,-0.00031942+7.179e-05i,-0.00040505-0.00014754i,-0.00020022-0.00021197i,-0.00026016-0.00063014i,-0.00025796-0.00029615i,0.00023511-0.00035499i,0.00045057-0.00057757i,0.00035669-0.000775i,0.00046308-0.00049536i
0.00033058-3.0708e-05i,-0.0012616-0.00057237i,-0.0019445-0.00080945i,-0.001946+0.00092246i,-0.001571+0.0020709i,-0.00052495+0.0016406i,0.00077535+0.001306i,0.0011124+0.0010969i,0.00016887+0.00020877i,-9.9296e-05-0.00079194i,0.0004492-0.00079777i,0.00063947-0.00017544i,0.00066819+0.00016707i,0.00027765-0.00015444i,0.00032891-2.9223e-07i,0.00041634+7.2147e-05i,0.00039391-0.00023296i,0.00022997-0.00022222i,-0.00050139+0.0004473i,-0.0005789+0.00058811i,-0.00057735-0.00038418i,-0.00057442-0.00011819i,-0.00021705+0.00046737i
-0.00043206+0.00088384i,0.00038422+0.00074918i,0.00037741+0.0018217i,-3.5105e-05+0.0018946i,0.00025253+0.00084005i,0.0015238+0.00076692i,0.0011386+0.00044749i,0.00022933+0.00016803i,0.00042738+0.00028215i,0.0004476+0.00029932i,-0.00029912+0.00034923i,-0.00018432-1.8171e-05i,-5.402e-05-0.00058121i,-0.00042871-0.00033049i,-0.00071355-0.00038948i,-0.00063231-0.00063577i,0.00021118+5.8296e-06i,0.00011074+0.0005295i,-2.6767e-05-2.4191e-05i,0.0004193-0.00081725i,1.5353e-05-0.00065392i,-0.00039994-0.00065356i,0.0003877-0.00068229i
0.00081193+0.0018676i,0.00097098+0.0012222i,0.0018228+0.00058614i,0.0012249+0.0001711i,0.00031952+0.0004591i,0.00020726+0.00021738i,0.00014474-0.00040927i,0.00060592-0.00049816i,0.00034669-0.00054077i,-0.00053614-0.00038229i,0.00027257-0.00014976i,0.0010315-0.0003521i,-0.00017236-0.00069422i,-0.0008863-0.00054222i,-0.00025515-9.168e-05i,-7.0209e-05-0.00027179i,7.5154e-05-0.00031006i,0.00027183+0.00052169i,-0.00012336+0.000836i,3.3333e-05+0.00052649i,0.00064278+0.0004557i,0.00042662+8.3374e-05i,-0.00039619-7.4036e-05i
-0.00033371-0.00049595i,-0.0012218-0.0010496i,-0.0014701-0.00044721i,-0.0013134+0.00082005i,-0.0012682+0.0016067i,-0.00081391+0.0016655i,2.3013e-05+0.0010599i,0.00027974+0.0008237i,3.9877e-05+0.00092121i,-0.00046897+0.00060901i,-0.00047345+0.00045309i,-0.00072872+0.00070968i,-0.00045386-1.5506e-05i,0.00040836-0.00039161i,0.00029637-0.0002651i,0.00027099-0.00035949i,-0.00034061-0.00062275i,-0.0014177-0.001051i,-0.00092133-0.00088989i,-0.00016614-0.00060532i,-0.00023676-0.00052404i,0.00038056-0.00068528i,0.0015613-0.00030523i
-0.0013695-0.00039292i,-0.00078142-0.00073209i,-0.0020016-0.0005289i,-0.0025937-0.00029878i,-0.0017092+0.00012835i,-0.00088077+0.00077996i,-0.00010777-4.7631e-06i,0.00071654-0.00071753i,0.00016922-0.00032245i,-0.00023771+5.9701e-05i,0.00017409+0.00038554i,0.0004395+0.0004831i,0.00026755+6.7636e-05i,0.00044719+0.00011824i,0.00011367+0.00087795i,-0.0006558+0.0005589i,-9.0532e-05-6.5281e-05i,0.00061509-0.00029715i,0.00062731-0.00039956i,0.00010251+0.0003868i,-0.00037192+0.00042743i,-0.00011053+0.00023502i,0.00065279+0.00025351i
0.0011044-7.3492e-05i,0.0017365+5.2061e-06i,0.0010942-0.00011124i,-0.00086376-0.00066308i,-0.0013585-0.00034779i,-0.00015273+0.00049473i,0.00068922+0.0011612i,0.00078283+0.0012605i,0.00043929+0.00048996i,-3.174e-05+4.7304e-06i,-0.00032859-0.00030333i,8.1971e-05-0.00074843i,0.00013925-0.00096607i,9.4654e-05-0.00030005i,-0.00010235+0.00029364i,-0.00019352+0.00040611i,-7.4569e-05+0.00025554i,4.0957e-05-0.00032468i,0.0002194-0.00061867i,-0.00015048-0.0010823i,0.00013789-0.0011336i,0.00065026-0.00048763i,0.00046386-0.00024434i
0.0008174+0.00015594i,0.0008729+0.0010264i,0.00095925+0.001713i,0.00018451+0.0010488i,-0.00012299+0.00047706i,-0.00034059+0.0013654i,-0.0007824+0.0018521i,-0.00081282+0.0013943i,-0.0007865+0.00010503i,-0.00057518-0.00070112i,-0.0002958-0.00049403i,-0.00069314-9.379e-05i,-0.0014039+0.00082028i,-0.0013197+0.00095575i,-0.00070421+0.00029306i,-0.00053468-0.00046241i,-0.00023487-0.0010585i,-0.00024882-0.00070953i,-0.00067483-0.00043515i,-0.00018757-0.00053431i,-0.00010561-0.00021221i,-6.4691e-05+0.00016704i,-3.1504e-05+0.00010756i
-0.00050768+0.0010219i,-0.00096609+0.00095138i,-0.0015323-0.00048792i,-0.0017501-0.0014383i,-0.0014552-0.00084312i,-0.00074359-0.00027251i,-0.00023613-7.9942e-05i,0.0004987+4.4821e-05i,0.00037741+0.00019181i,-0.0002028+0.00017344i,7.432e-05-4.5821e-05i,0.00057244-0.00029923i,5.6125e-05-0.00043745i,-0.00079179-9.9609e-05i,-0.00094835+0.00014358i,-0.0010198+0.00025986i,-0.00053366+0.00076872i,-0.00015901+0.00048985i,0.00024974-0.00022505i,0.00019603-0.00073587i,-0.00021084-0.0010147i,-0.00020259-0.00086721i,0.00023474-0.00034367i
-0.0012918+0.0010331i,-0.0003703+0.0012268i,-0.00012078+0.001957i,0.00017826+0.0013496i,0.00046317+0.00091096i,0.00041604+0.00041201i,0.00074127-0.00023235i,0.00048153+0.00024276i,0.00033221+0.0017237i,0.00025616+0.0019633i,-5.7899e-06+0.0010848i,5.5118e-05+0.00030876i,0.00039477-3.4185e-05i,0.00094501-0.00093104i,0.0012573-0.0011522i,0.0011084-2.7075e-05i,0.00043212+0.00028943i,8.6664e-05+8.1966e-05i,-0.00025482-4.1282e-05i,2.9158e-05-4.7552e-05i,0.0010832+0.00048414i,0.00065918+0.00094769i,-0.00035974+0.0011028i
-0.00077103+0.001633i,-0.00070562+0.0020386i,-0.00087678+0.0021801i,-0.0001666+0.0011929i,0.00022911+0.0010808i,-2.0895e-05+0.0015185i,-0.00025209+0.00097095i,-0.00030169+0.00045945i,-0.00038108+0.00019369i,-0.00017009+0.0008502i,0.0009883+0.00092899i,0.0012942-0.00015114i,0.00054727-0.00048242i,-0.00083578-0.00068461i,-0.0010731-0.00019555i,-0.00032443+0.00049726i,0.00015644+0.00013753i,0.00055243-7.9147e-05i,0.0009686+0.00017485i,0.00026668+3.839e-05i,-0.00073425-0.00020013i,-0.00037113+0.00020743i,0.00060039+6.3243e-06i
0.00067944-0.00011725i,0.00026718-0.00012199i,-0.0023523-0.00066997i,-0.0030392-0.00056359i,-0.0017897+0.00046032i,1.5013e-05+0.00063924i,0.0012166+0.00055955i,9.6837e-05+0.0002717i,-0.0014056+0.00027898i,-0.0012478+0.00020821i,-0.00085011+0.00031831i,-0.00052047-4.348e-05i,-0.00015777-2.0601e-05i,0.00038404+0.0010705i,0.0012384+0.0010485i,0.0010168+0.00031177i,4.1792e-05+0.00057598i,-0.00027834-6.1623e-05i,-0.00072627-0.0011175i,-0.00069146-0.00024151i,5.1467e-05+0.00064098i,0.00027451+0.00022711i,-8.2403e-05-7.1934e-05i
-0.00096081+0.00094715i,-0.00067983+0.0010621i,-0.0001853+0.0012805i,-0.00011605+0.0014177i,-0.00046063+0.0014322i,0.00031479+0.0010236i,0.00094912+7.7889e-05i,0.00064954-0.00027884i,0.001042+0.0001675i,0.0010288+0.00064411i,5.2858e-05+0.00084685i,-4.9497e-05+0.00030719i,-2.7206e-08-0.00029566i,-0.00050764+0.00026026i,-0.00061544+0.00050695i,-0.00076397+0.00013264i,-0.00038656-0.00021466i,0.00037514-0.00039096i,0.00056316-0.0001598i,0.00050646+4.2207e-06i,0.00037507+4.7426e-05i,-8.0734e-05+0.00041646i,-0.0006216+0.00057745i
0.00082301+0.00048254i,0.00010957+0.00022476i,0.00035286-0.00038098i,-0.00034671-0.00024554i,-0.00070403+0.00037171i,-0.00043308+0.001334i,5.6246e-05+0.0012366i,0.00068087+0.00059421i,-5.9354e-05+0.00031714i,-0.00074666+0.00014635i,-0.00074281+0.00092746i,-0.00054946+0.00074445i,-4.4117e-05-0.00058062i,-0.00015728-0.0013352i,-0.00067029-0.00094649i,1.5883e-05-0.0003103i,0.00022213-0.00026074i,-0.00035882-0.00058774i,-0.00035149-0.00063673i,-0.00014115-0.00035964i,3.1369e-05-0.00014259i,0.00028481+0.00039942i,0.00040465+0.00057971i
0.00011936-0.00043705i,-0.00086566-0.0002258i,-0.00092164+0.00018122i,-0.0015626+0.00070779i,-0.0018038+0.0012076i,-0.0011593+0.0016674i,-0.00033135+0.0011681i,1.6644e-06+0.00046063i,0.00032067+6.9998e-05i,0.00019976+0.00025506i,-7.9115e-05+0.00087218i,-0.00046674+0.0010026i,-0.0014097+0.0013333i,-0.0012488+0.0013439i,-0.00034925+0.00037458i,-0.00023592-0.00049984i,-0.00020586-0.00099034i,-0.00043031-0.0015318i,-0.00036452-0.0014704i,0.00044813-0.00070299i,0.00075658+0.00024383i,0.00060402+0.00063189i,2.0392e-06+0.00043092i
-0.0012538+0.0019441i,-0.0017796+0.0011497i,-0.001575+0.0014071i,-0.00094206+0.0015326i,-0.0012897+0.0013172i,-0.0016746+0.00037876i,-0.0010718-0.00030933i,-0.00011952+0.0001146i,0.00018472+0.00053614i,-6.6843e-05+0.0002505i,0.00060109-0.00016513i,0.0010292-0.00040451i,-1.0733e-05-0.00070786i,-0.00027979-0.00035899i,-0.00078765-7.4436e-05i,-0.00076847-0.0001274i,-0.00029929-0.00029499i,-0.0012175-0.00050772i,-0.0012115-0.00054638i,-0.00028011-0.00076449i,0.00015269-0.0010969i,0.00027328-0.0011472i,-1.0838e-05-0.00031272i
-2.8654e-06+0.0021329i,-0.00073263+0.0016769i,-0.00022061+0.00023584i,-0.00047645-0.00067949i,-0.0014626-0.0011487i,-0.00098409+0.00073109i,0.00056794+0.0025651i,0.00057082+0.0012562i,-0.00038624-0.00057295i,0.00017834-0.0010626i,0.0010363-0.00061677i,0.0016913-0.00042726i,0.0010922+3.7879e-05i,-5.888e-05+0.00084574i,-0.00094323-0.00012965i,-0.00039803-0.00076319i,0.00019265-0.00039563i,-4.9034e-05-0.00049573i,-0.00012888-0.00016252i,-0.00026148+0.00029256i,-5.6729e-05+0.00014044i,0.0011073-0.0001844i,0.0012986+0.00011355i
0.00042717-0.0017721i,-1.0143e-05-0.0014183i,-0.00059312-0.0016837i,-0.0013882-0.00084297i,-0.00070928+0.00068344i,0.00051445+0.0015144i,0.00022158+0.00082062i,-0.00037843-0.00050483i,1.5673e-05-0.00013978i,0.00022183+0.00046419i,-0.00059409+0.00053253i,-0.0010406+0.00037715i,-0.00065107+0.0009602i,-0.00021795+0.00090783i,0.00085602+1.5119e-05i,0.0015082-0.00013384i,0.0010685-0.00049513i,0.00060242-0.00051717i,0.0011259-0.00015017i,0.00098372-0.0001282i,0.00065615-0.00027034i,0.00058354+5.7262e-05i,0.00025087+0.00065197i
-0.00085778+0.00066108i,-0.00093997+0.0016402i,-0.00050869+0.0013763i,-0.00030727+0.00050269i,-0.0010161+0.00013871i,-0.0010107-2.8545e-05i,0.00037581-3.2779e-05i,0.00055885+7.2775e-05i,0.00062284+0.00039566i,0.0003615+0.00024946i,3.1249e-05-0.00029532i,0.00044504-8.0775e-05i,-4.4585e-05+0.00035216i,-7.1991e-05-0.00026453i,0.0010541-0.0010666i,0.001234-0.00059401i,0.00084156-3.8637e-05i,2.4742e-05-0.0004894i,-0.00025473-0.00026099i,8.1165e-05+3.8575e-05i,0.00040814+4.5744e-06i,0.00034418-0.00055401i,-0.00032391-0.0010847i
-4.6676e-05-0.0008045i,0.00032015-0.00059802i,0.00035277-0.00064934i,-9.5011e-05-0.00052601i,-0.00060142+0.0011946i,-0.00043515+0.0024908i,0.00024047+0.0021002i,-1.5488e-05+0.0012073i,9.6249e-05+0.00042564i,0.00051484+4.7122e-05i,0.00039697+0.00013135i,0.00052529+0.00020564i,0.00093265+0.00012792i,0.0007393-0.00036214i,0.00041966-0.00055922i,0.00046852-0.00060794i,-7.216e-05-0.00064469i,-0.00061536-0.0004189i,1.6586e-05-0.0011493i,0.00083494-0.00095927i,0.0011164-0.00059279i,0.0012196-0.00045035i,0.001598+0.00014163i
-0.00064595-0.00049938i,-0.00096104-0.00012722i,-0.0020077-0.00047915i,-0.0017462-0.00038847i,-0.00075324+0.00048024i,0.00026682+0.0007617i,0.00087757-9.492e-05i,0.0004387-0.00093676i,0.00032548-0.0012419i,0.00094778+5.8446e-05i,0.00095852+0.00087931i,0.00015543+0.00028721i,-0.0006368-0.00032417i,-0.0001689-0.00046336i,0.00062722-0.00040085i,0.00073657-0.00011019i,0.00051828+0.00035009i,0.00052342+0.00027634i,0.00034662-0.00035338i,1.345e-05-0.00076614i,-0.00051853-0.00089217i,-0.0010774-0.00067019i,-0.00087321-9.7501e-05i
0.00034424+0.0017007i,4.524e-05+0.0010528i,-7.6778e-05+0.0019702i,-0.00019931+0.0017735i,0.00035548+0.0004801i,0.00042918+2.5184e-05i,0.00049163+0.00013903i,0.00082234+0.000504i,0.0010166+9.8532e-05i,0.00099699-0.00065332i,0.00050945-0.00080859i,0.00064943-0.00057654i,0.00079083-0.00035349i,0.00046178-0.00076381i,-0.00020141-0.0011375i,-0.00039957-0.00082147i,-0.00018959-0.00051365i,-0.00053918-0.00058493i,-0.00053626-0.0011946i,9.4395e-05-0.00092039i,0.00040869+0.00029615i,1.5112e-05+0.00042847i,-3.6952e-05-1.8849e-05i
-0.00018829-0.0015064i,-0.0019919-0.0013965i,-0.0021499-0.00046593i,-0.0012967+0.0010493i,-0.00080841+0.001849i,-4.4448e-05+0.0014492i,0.0009281+0.00035692i,0.00087392-0.00044403i,0.00085713-0.00019067i,0.00088166-0.00019086i,0.00068022-0.00045591i,-0.00010697-2.6417e-05i,-0.0006431-0.00047501i,0.00021417-0.00063786i,0.00019305+8.7292e-05i,-0.00016-0.00036324i,-0.00077376-0.00050562i,-0.00047103+6.4068e-05i,0.00075018-0.00016318i,0.00097838-0.00016588i,0.00031525+3.8349e-05i,-0.00050477-0.00036219i,-0.00040907-0.00016906i
1.4987e-05+0.0015759i,0.0005145+0.0021351i,-2.5432e-05+0.00013248i,-0.00059853-0.0014626i,-0.00089617-0.0013953i,-0.0010068-0.00099146i,4.081e-05-0.00023614i,0.00052366-0.00016109i,0.00026709-8.7198e-06i,-0.00030133-0.00031659i,-0.0010292-0.00049202i,-0.00089522+0.00012938i,-0.00097293+8.0527e-05i,-0.0007386-0.00012623i,-0.00017485-0.00011663i,-0.00018616-0.00056643i,-0.0001198-0.00061542i,-0.00019661-0.00035324i,-0.00036616-0.00025187i,0.00026883-0.00027474i,0.00030737-0.00017476i,-0.00011943+2.995e-05i,-0.00058918+0.0003226i
0.00039432-0.00082951i,-0.00018676-0.0014763i,-0.00067694-0.00071941i,-0.0013654+0.00080435i,-0.0014947+0.0014718i,-0.0011841+0.0017727i,-0.00081136+0.0017017i,-0.0001831+0.00060994i,-3.3588e-05+7.6594e-05i,0.00020134+0.00071334i,3.0796e-05+0.0012659i,-0.00015991+0.00084535i,-0.00011423+0.00041727i,-0.00056373+0.00037397i,-0.00087797-0.00017741i,-0.00061429-0.00043162i,3.591e-05-4.6203e-05i,-0.00011367+0.00070838i,-0.00034872+0.00024336i,-0.00019518-0.00028696i,-0.00021565+5.8056e-05i,-0.00037411+0.00050969i,-0.00013527+0.00081952i
0.00049148+0.0021595i,0.00052876+0.0025556i,0.00074124+0.0021717i,0.00086936+0.0015863i,0.00094632+0.0017664i,0.00075671+0.0023091i,0.00063883+0.0018915i,0.0010166+0.0012832i,0.00030131+0.00059418i,-0.00042647-3.9749e-05i,6.8268e-05-0.00026901i,0.0004549-7.2759e-05i,-0.00027698-0.00028358i,-0.00032296-0.00051119i,-0.00018783-0.00065599i,5.6674e-05-0.001041i,0.00029242-0.00078311i,-0.00029436+0.00023733i,-0.00088682+0.00076562i,-0.00033142+0.00048474i,0.00033604+0.00025219i,0.00063488+0.00067115i,0.00024542+0.00057196i
0.0015056+0.0029651i,0.00247+0.0021096i,0.0025747+0.00088288i,0.00093042-0.00027515i,-4.9556e-05-0.00074018i,-0.00027323-0.00034069i,-0.00071001+0.00013285i,-0.0012186+0.00025884i,-0.00053506-0.00034773i,0.0002938-0.00093038i,0.0004802-0.0010017i,0.00056025-0.00062503i,0.00051103-0.00036021i,-0.00032499-4.2338e-05i,-0.0014451-0.00018742i,-0.00074388-0.00064804i,6.6233e-05-0.00039588i,-0.00053636-0.0005412i,-0.00063731-0.00053211i,-0.00031275+3.9632e-05i,0.00033876+0.00035267i,0.00075737+0.00098531i,0.00024154+0.0017563i
-0.00019686+0.0020427i,-0.00064468+0.0024001i,-0.0013121+0.0025606i,-0.0017635+0.002034i,-0.0015495+0.0011081i,-0.0012616+0.0010787i,-0.001033+0.0015329i,-0.00059886+0.0010724i,-0.00011566+0.0011491i,0.00011614+0.0010342i,0.00068771-7.325e-05i,0.00054043-0.00026642i,-0.00087975+6.7607e-05i,-0.0013103-0.0002195i,-0.00057158-0.00034462i,8.8843e-05-1.4633e-05i,0.000258+0.00010637i,-0.00036353-0.00038467i,-0.00053732-0.00025623i,2.5717e-05+0.00061204i,0.00025011+0.00088739i,9.7207e-05+0.00034561i,6.6685e-05+0.00019292i
-0.0011215+2.0855e-05i,-0.0013803+0.0013465i,-0.00096012+0.001127i,-0.00041264+0.00043245i,0.00047563+0.00027738i,0.0008734+0.00058836i,0.00029246+0.0011021i,-1.7835e-05+0.00017594i,-0.00015908-0.00056116i,-0.00048238-0.0001013i,-0.00068284-0.00037207i,-0.00045788-0.00042254i,-0.00092771-0.00027495i,-0.0010556-0.00070427i,-0.00097357-0.00062129i,-0.0011613+0.00022965i,-0.00040065+0.00031519i,-6.264e-05+0.00010387i,-8.7253e-05+0.00061299i,-0.00022204+0.00082667i,-0.00081496+0.00024854i,-0.00095127-0.00010223i,-0.00015136+0.00035012i
-0.00084623-0.0015273i,-0.0014224-0.001823i,-0.0017163-0.0011935i,-0.0017432-0.00053982i,-0.0017725-0.00035669i,-0.00098287-7.382e-05i,-0.00012694-8.1232e-05i,-0.00011534-0.00044025i,-3.3229e-05-0.00017135i,0.0001819+0.0001839i,-0.0002197+0.00033923i,-0.00045532+0.00036902i,-0.00014252-0.00055608i,0.00018268-0.00056874i,0.00037984+0.00058955i,-0.00040239+0.00093147i,-0.00061805+0.0006504i,-5.2142e-05+0.00056975i,-9.9301e-05+0.00043685i,-0.00021769+0.0003033i,-0.00019948-0.0001428i,0.00016071+0.00032559i,9.0218e-05+0.00078139i
-0.0012435+4.7453e-05i,-0.0014714+0.00047311i,-0.0012094+0.0018903i,-0.0005491+0.002467i,0.00031204+0.0017965i,0.0004472+0.00053154i,6.2321e-05+0.00030464i,-0.00015201+0.00015129i,0.00020639-0.00011506i,0.00081291+0.00019453i,0.00052909+0.000783i,0.00037444+0.00061554i,0.00021745-0.00062374i,-0.00055779-0.0011527i,-0.00071192-0.00050601i,-0.00061386-0.00039407i,-0.0004897-0.00046952i,-0.00052527-0.0010181i,-4.8029e-05-0.001301i,-0.00029663-0.0011502i,-0.00089186-0.0010562i,9.8094e-05-0.00071779i,0.00054733+3.1054e-06i
-0.0017734+0.0022138i,-0.00096927+0.0028357i,-0.00024999+0.0021025i,6.3141e-05+0.00086341i,2.7063e-05-8.5168e-05i,-0.00074159-0.00032113i,-0.00053919+0.00011487i,-0.00038962+0.00061718i,-0.00071374-0.00044792i,-0.00034185-0.00074554i,0.0002617+0.00019917i,-6.3497e-05+7.1413e-05i,8.596e-05-0.0003965i,0.00065256-0.001161i,0.00079651-0.0014479i,0.0010513-0.00043968i,0.00098631+0.00041013i,0.00031743+0.00036787i,0.00047037+7.9124e-05i,-0.00037009-1.7369e-05i,-0.001595-0.00018332i,-0.0011931-3.6517e-05i,-0.00024833+0.00055411i
-0.00056653+0.0012844i,-3.0342e-06+0.00038438i,-0.00071626-0.000336i,-0.00094912-0.00045746i,-0.001183+0.00022763i,-0.00095425+0.00066988i,-0.00012853+0.00028773i,-0.00017398+0.00074609i,-0.00046853+0.0014139i,-0.00076684+0.0011182i,-0.0011124+0.00022977i,-0.0015698-0.000132i,-0.0018134-1.8531e-06i,-0.0012783-6.3984e-05i,-0.00031377+0.00012804i,-1.8137e-05+1.0259e-05i,-0.00041086-0.00026155i,0.00020147-0.00021028i,0.00066965-0.00048072i,0.00090784-0.00059214i,0.00094518-0.00046191i,0.00053708-0.00040504i,0.0006416-0.00013273i
-0.00091554+0.00036979i,-0.0014648-0.00013879i,-0.00094901+0.00074748i,-0.00033432+0.0016886i,-0.00019311+0.00099677i,0.00046496+0.0003905i,0.00090376+0.00061549i,0.00024855-0.00012765i,-0.0004043-0.00071401i,-5.4361e-05+0.00018178i,0.00094775+0.00090242i,0.00075451+0.00042059i,-7.2875e-05+0.00045585i,-0.00091035+6.291e-05i,-0.00067185-0.00096137i,0.00028754-0.00082384i,0.00098107+2.9714e-05i,0.00027275+0.0002399i,-0.00018567+0.00028264i,-0.0012132-0.00013808i,-0.0014054-0.00050805i,-0.00027183-0.00029991i,3.5694e-05-0.00010061i
-0.0010988-0.00085226i,-0.0013992-0.00059757i,-0.0012955+0.00078363i,-0.0015834+0.0018594i,-0.00097964+0.0018621i,0.0002636+0.001278i,0.00072352+0.0016778i,0.00033772+0.0021167i,0.00012997+0.0016097i,8.0184e-05+0.0017872i,0.00072778+0.0015926i,0.00041243+3.439e-05i,-0.0005575-0.0007338i,-0.00054799-0.00017792i,-0.00052502+0.00063161i,-0.00033289+0.00060865i,7.3809e-05+6.3406e-05i,0.00022197-0.00026864i,-3.4307e-05+0.00013083i,0.00030071+0.00086637i,1.5968e-05+0.00084559i,-0.00075891+0.00013536i,-0.00071648-0.00055212i
0.0007947-0.0013709i,-0.00045979-0.0011121i,-0.0016822-0.0011382i,-0.0021347-0.00093635i,-0.0025027+2.9464e-05i,-0.0016743+0.0012138i,-0.00043533+0.0013727i,0.00043379+0.00078485i,0.00070108+6.7382e-05i,-0.00050784+0.00010045i,-0.0010371+0.00057308i,-0.00056648+0.00073557i,0.00053194+0.00053121i,0.00029581+0.0010568i,7.3391e-05+0.0011406i,0.0006231+0.00046501i,0.0009146+0.00020867i,0.00023626+0.00042412i,-0.00051811+0.00029063i,-0.00033864-0.00047966i,-0.00032704-0.0011727i,-0.0010727-0.00096386i,-0.0012828-0.00049344i
0.00034434+0.00019056i,0.00033451-0.00046755i,0.00040424-0.0028591i,-0.0011852-0.0035693i,-0.001646-0.0028581i,-0.00056439-0.0013778i,-2.2645e-05-0.00016887i,3.9517e-05+0.00040319i,0.00010921-5.1725e-05i,5.6985e-05-0.00060296i,-0.00051696-0.00043393i,-0.00085274-0.00038457i,-0.0011945-0.0003299i,-0.0016777-0.00021934i,-0.0011899+0.00035249i,-0.00087871+0.00038465i,-0.00026919-0.00031489i,0.00020002+9.3308e-05i,-0.00014872+0.0007987i,-0.00036886+0.00035714i,-0.00010463-0.00025777i,7.3109e-06+1.2036e-05i,9.9132e-05+0.00073758i
0.0022031-0.0015332i,0.0024539-0.0016679i,0.0013015-0.0022243i,5.7547e-05-0.001568i,-0.00093682-0.00018263i,-0.00073341+0.00056837i,0.00045861+0.0015002i,0.001029+0.0014328i,0.00043145+0.00025599i,-0.00091534-0.00015267i,-0.001247+0.00025659i,-0.00064179+0.00058786i,-0.00047193+0.00087358i,-0.00074491+0.00091554i,-0.00032813+0.00069109i,-0.00027566+4.5114e-05i,0.00013835+7.4892e-05i,0.0010629+0.00034522i,0.0006357-0.00014546i,0.00040028-0.00062689i,0.0009045-0.00099806i,0.00058389-0.00025583i,0.00013341-3.853e-05i
-0.00062998+0.00023778i,-0.00090843-0.00033252i,-0.0010718+8.3303e-05i,-0.0012882+0.00082813i,-0.001352+0.0013145i,-0.00061531+0.0013873i,-7.9212e-07+0.00082214i,-3.8811e-05-0.00034573i,-0.00012446-0.00067791i,0.0004794-0.00010703i,-7.1441e-05-2.2537e-06i,-0.00044492-0.00050498i,-0.00021973-0.00088643i,-0.00059318-0.00087956i,-0.00027114-2.8117e-05i,-0.00041923+0.00018071i,-0.00092095+4.1555e-05i,-0.00058909+8.5189e-05i,-0.00070226+0.0003581i,-0.0010627+0.00018062i,-0.00017837-0.0003565i,0.0013051-0.00050011i,0.0016475-0.00010749i
-0.00015963-0.00051068i,0.00020531+0.00046173i,-0.00041376+0.00094178i,-7.5829e-05+0.0012183i,0.0010014+0.00064503i,0.0010257-0.00024289i,0.00033961+0.00036956i,-0.00064079+0.00070579i,-0.0003131+0.00038523i,0.00054557+0.00046762i,0.00056836+0.00034781i,0.0011446-4.8115e-06i,0.0012465-0.00030471i,0.00057413-0.00071425i,0.00051453-0.00057087i,0.00047047-0.00049282i,-0.00019448-0.00015846i,-0.00077149+0.00028887i,-0.00037825+0.00025571i,-8.332e-05-0.00031092i,0.0001299-9.878e-05i,-0.00046543+0.00055719i,-0.00058953-0.00015772i
-0.00088638+0.0015966i,-0.00036006+0.0013702i,-6.596e-05+0.00050298i,-0.00084146-0.0003664i,-0.0013687-4.7521e-05i,-0.00099903+0.0013325i,-0.00098063+0.001889i,-0.00075902+0.0013296i,-0.00021128+0.00042109i,-0.00015018-0.00042579i,6.8181e-06-0.0007078i,0.00029381-0.00057866i,-0.00026951-0.00050625i,-0.00059435-0.00069075i,0.00047104-0.0007045i,0.00079656-0.00068841i,-6.1755e-05-0.00041117i,-0.00063173-4.3915e-05i,-0.0003503-0.00018014i,1.9479e-05-0.00017311i,-0.00092178+0.00028508i,-0.0015189+0.00068253i,-0.00039347+0.00018124i
-0.00063167+0.0013834i,0.00050525+0.00078009i,0.00033084+0.00010233i,-0.0011532+0.00045297i,-0.0014609+0.0011025i,-0.00080138+0.00060498i,-0.000383+0.00016906i,0.00026127+0.00016927i,0.0010869+0.00017857i,0.00032079+7.6411e-05i,-0.00044885-8.2554e-05i,-0.00019411+8.5632e-05i,0.00026377+0.00034605i,0.0010612+0.00081976i,0.0016677+0.00014384i,0.001799+9.9161e-05i,0.00068408+0.000411i,-6.2113e-05-0.00065255i,0.00056336-0.0012864i,0.0012415-0.0013069i,0.0007266-0.00083106i,-1.525e-05+0.00013806i,-0.00029816+0.00066091i
1.217e-05+0.00075049i,0.00058061-0.00017108i,0.00045612-0.0016581i,-0.00015322-0.0014978i,0.00016496-0.00078784i,0.00070568-0.00072961i,0.00046865-3.2353e-05i,0.00012459+0.00090002i,-0.00029634+0.0011966i,-0.00025332+0.0002434i,-0.00022474-0.00071116i,-0.0003636-0.000929i,-0.00039665-0.00094933i,7.7685e-05-0.00071226i,-2.2609e-05-8.864e-05i,-0.00050486+0.00017582i,-0.0004329-0.00042526i,-0.00051619-0.00067463i,-7.4211e-05-0.00010203i,0.0010063-0.00025333i,0.0010657-0.00028599i,0.00060579-0.00017434i,0.00019809-0.00028374i
