-0.0016917+0.001493i,-0.002093+0.0032349i,-0.002288+0.0036516i,-0.00084839+0.0031353i,-3.1833e-05+0.0022027i,0.00014804+0.0019807i,-0.00011843+0.0014064i,5.1714e-05+0.0009859i,0.00074168+0.00094503i,0.0013956+0.0010566i,0.0010145+0.00071573i,0.00049817+0.00030553i,-0.00017768-0.00022502i,-0.00034142-0.00087772i,-0.00061526-0.0011692i,-0.00092497-0.001004i,5.9971e-05-0.0008895i,0.00035495-0.00052363i,8.4182e-06+1.9068e-05i,0.00016381+0.00021078i,-0.00037843-0.00010062i,-0.00043665-0.00077923i,0.00034096-0.00084052i
0.12466-0.38509i,0.21142-0.7697i,0.17115-0.97953i,-0.0064219-0.7663i,-0.12091-0.35089i,-0.12853-0.078803i,-0.099141+0.029807i,-0.031216+0.049438i,0.01223+0.015413i,-0.00075837+0.0061166i,-0.010852+0.029629i,-0.0056874+0.030674i,-0.006502+0.012752i,-0.01378+0.0035561i,-0.024174+0.0092715i,-0.026339+0.023457i,-0.014782+0.02701i,-0.0028477+0.013029i,-0.00057564-0.001511i,0.0017042-0.0040546i,0.010906-0.0035391i,0.019746-0.005902i,0.019118-0.0052819i
0.21178+0.13618i,0.34029+0.28953i,0.36684+0.43139i,0.34238+0.4415i,0.36272+0.28159i,0.36701+0.057267i,0.28321-0.064061i,0.16435-0.062258i,0.08246-0.024399i,0.042793+0.0075759i,0.023254+0.024967i,0.010574+0.031242i,0.0040932+0.036231i,0.0024976+0.035086i,-0.0010392+0.020503i,-0.0069866-0.0027255i,-0.012811-0.014616i,-0.014734-0.011339i,-0.010371-0.012154i,-0.0061179-0.02016i,-0.0044845-0.017601i,-0.0010147-0.0024997i,0.0017531+0.0045493i
-0.031034+0.2588i,-0.0039177+0.43574i,0.037282+0.41322i,-0.0003042+0.20102i,-0.08541+0.051778i,-0.090141+0.001963i,-0.060908-0.063928i,-0.065464-0.084932i,-0.048338-0.051336i,-0.020391-0.053973i,-0.020412-0.07046i,-0.017196-0.05793i,0.0032763-0.044438i,0.020338-0.049979i,0.024145-0.05477i,0.018894-0.048637i,0.0060323-0.037784i,-0.0037856-0.021101i,0.00090191-0.001807i,0.0074051+0.009896i,0.0039618+0.0088851i,-0.0028804+0.0010494i,-0.0016562-0.0041877i
-0.30695-0.16806i,-0.59601-0.32684i,-0.71872-0.38788i,-0.56393-0.27658i,-0.35489-0.11489i,-0.25139+0.0081343i,-0.18025+0.079886i,-0.094175+0.060023i,-0.051298+0.011309i,-0.032826+0.022351i,-0.0017262+0.047694i,0.01182+0.041503i,-0.0017702+0.025059i,-0.024349+0.024067i,-0.039807+0.040812i,-0.035964+0.05936i,-0.017797+0.05846i,-0.0033257+0.034173i,-0.0046925+0.0088662i,-0.013316+0.0036577i,-0.017135+0.0078462i,-0.015462+0.003216i,-0.013819-0.0028109i
0.13427-0.12832i,0.27632-0.13082i,0.40705+0.010934i,0.45909+0.10121i,0.39306-0.016478i,0.23903-0.14044i,0.11532-0.10979i,0.063425-0.023244i,0.041084+0.0094857i,0.025724-0.0083672i,0.011163-0.025773i,0.0055948-0.018817i,0.014495-0.0055831i,0.025038+0.0017095i,0.02981+0.0041339i,0.030066+0.0065724i,0.030095+0.016347i,0.028585+0.022927i,0.016911+0.015813i,0.0042595+0.0025979i,0.0048181-0.0038386i,0.0083391+0.00069506i,0.0028792+0.0077548i
0.2291+0.052541i,0.40061+0.03895i,0.38729-0.04419i,0.17907-0.071959i,0.018196+0.02363i,-0.034281+0.091133i,-0.058963+0.077142i,-0.041803+0.066021i,0.0022385+0.046606i,-0.00054238+0.0066947i,-0.02939-0.010727i,-0.032845-0.010655i,-0.022931-0.011678i,-0.012157-0.017797i,0.0019433-0.033181i,0.011279-0.051806i,0.011048-0.059865i,0.006776-0.046189i,0.011001-0.018575i,0.018316-0.0050323i,0.013847-0.0084776i,0.0024416-0.0081376i,-0.0015972+0.00034739i
-0.1579+0.20122i,-0.31783+0.32302i,-0.40337+0.29491i,-0.34966+0.1636i,-0.23825+0.14063i,-0.10323+0.21726i,0.015464+0.20279i,0.042997+0.088957i,0.022702+0.024651i,0.039768+0.033679i,0.072258+0.039252i,0.062341+0.021926i,0.026749+0.014886i,0.0071916+0.029569i,0.0025273+0.043945i,-0.0029271+0.043364i,-0.011066+0.024983i,-0.017151-0.00010072i,-0.016239-0.0092944i,-0.0098384-0.00065923i,-0.0053724+0.0086643i,-0.0040486+0.008754i,0.0010361+0.0064111i
-0.10313-0.089565i,-0.083571-0.13299i,0.069792-0.11186i,0.2065-0.10204i,0.19077-0.18612i,0.12428-0.25377i,0.10201-0.22267i,0.080601-0.14985i,0.034354-0.093327i,-0.0053922-0.059365i,-0.021873-0.039249i,-0.019905-0.025891i,-0.0058502-0.022808i,0.0052185-0.035162i,0.0011446-0.043597i,-0.0053981-0.028309i,-0.0008511-0.0030414i,0.0063042+0.0086092i,0.0065095+0.00094143i,0.0031636-0.012685i,0.0032763-0.01879i,0.0061494-0.016213i,0.0063821-0.0099714i
0.057092-0.2064i,0.036753-0.36702i,-0.057242-0.4084i,-0.13077-0.27441i,-0.090235-0.10283i,-0.029917-0.034191i,-0.034276-0.031336i,-0.03419-0.029417i,-0.0028437-0.029689i,0.015683-0.027753i,0.012348-0.020654i,0.0095788-0.014369i,0.013378-0.013745i,0.0077548-0.023269i,-0.0079022-0.031763i,-0.017905-0.032537i,-0.01923-0.024039i,-0.013429-0.0062271i,0.00078896+0.0069451i,0.0098403+0.0058363i,0.0035923+0.0026411i,-0.0032601+0.0039149i,-0.0024718+0.000472i
0.12902+0.12688i,0.15325+0.23701i,0.046203+0.30145i,-0.060144+0.28871i,-0.025341+0.24821i,0.052976+0.19159i,0.04412+0.11547i,-0.020516+0.068638i,-0.030971+0.051244i,0.014908+0.017266i,0.041382-0.019405i,0.028835-0.02788i,0.0090645-0.01347i,0.0050015+0.010712i,0.011747+0.034704i,0.014124+0.041817i,0.0085054+0.03049i,-8.8574e-06+0.013616i,-0.007919+0.0029077i,-0.0078875+0.0076015i,0.0024025+0.01561i,0.0071988+0.011303i,0.00069159+0.0030496i
-0.04034+0.12424i,0.015062+0.18367i,0.14257+0.14806i,0.18996+0.043946i,0.058627-0.069729i,-0.10009-0.13948i,-0.11757-0.116i,-0.048918-0.038175i,-0.018668+0.019041i,-0.040476+0.045498i,-0.058957+0.054982i,-0.051231+0.048853i,-0.040452+0.031611i,-0.041066+0.015163i,-0.037127+0.0064855i,-0.017213+0.0043602i,0.0085793+0.0021672i,0.020369-0.0059357i,0.010483-0.014801i,-0.0056845-0.019273i,-0.012102-0.019313i,-0.010883-0.012917i,-0.010946-0.0017289i
-0.17233-0.061835i,-0.30951-0.089889i,-0.34772-0.078991i,-0.26346-0.044699i,-0.15324-0.0007228i,-0.080456+0.049469i,-0.045762+0.074044i,-0.017834+0.047599i,0.0022521+0.0031092i,-0.0001505-0.016803i,-0.005959-0.0092933i,0.0018627-0.0028655i,0.013635-0.0071603i,0.01793-0.010848i,0.014229-0.015974i,0.0065403-0.023414i,-0.00068564-0.024944i,-0.0024711-0.015482i,0.0028422+0.0010515i,0.0051926+0.011061i,-0.0023671+0.012859i,-0.0078702+0.013101i,-0.0014467+0.0089273i
0.08138-0.11041i,0.13884-0.12276i,0.16719-0.030944i,0.18595+0.054838i,0.21782+0.059682i,0.21156+0.069253i,0.14947+0.089845i,0.080203+0.071551i,0.042329+0.033553i,0.034631-0.0018801i,0.03561-0.023705i,0.031513-0.021359i,0.027941-0.0082495i,0.034686-0.0022733i,0.036071-0.0034415i,0.018503-0.00037598i,-0.0044324+0.0069783i,-0.017965+0.013047i,-0.020553+0.019852i,-0.015685+0.027895i,-0.0074029+0.026451i,-0.0028445+0.01363i,-0.0028931+0.0048702i
0.15046+0.012788i,0.26488-0.05059i,0.30636-0.16218i,0.22305-0.19234i,0.063616-0.10287i,-0.046502-0.030885i,-0.039696-0.030097i,0.012963-0.043052i,0.032635-0.024957i,0.03185+0.01928i,0.029429+0.044909i,0.020231+0.042699i,0.008361+0.038539i,-0.0043407+0.036256i,-0.013792+0.033143i,-0.0086407+0.030382i,0.005688+0.022879i,0.012713+0.0067275i,0.0083986-0.009482i,0.0027104-0.021009i,0.0015105-0.026105i,0.0012405-0.01871i,0.00036436-0.0065216i
-0.075736+0.15109i,-0.15863+0.23422i,-0.2528+0.23025i,-0.28323+0.15421i,-0.19673+0.069531i,-0.063703+0.00013851i,-0.0047764-0.040239i,-0.020324-0.043079i,-0.039603-0.036657i,-0.038547-0.03337i,-0.024156-0.026951i,-0.011487-0.027634i,-0.003362-0.037551i,0.0012187-0.044753i,0.0032868-0.042965i,0.0084498-0.037341i,0.011969-0.030403i,0.012371-0.020232i,0.019477-0.016566i,0.028488-0.021194i,0.025975-0.020336i,0.016645-0.012566i,0.010488-0.00998i
-0.11369-0.042826i,-0.13215-0.046928i,-0.060123-0.041051i,0.026974-0.070522i,0.068121-0.11499i,0.080816-0.1018i,0.069007-0.04869i,0.031123-0.0031864i,0.0026126+0.016415i,-0.0029082-0.0035077i,-0.0055351-0.03478i,-0.0090561-0.045959i,-0.013055-0.044977i,-0.01667-0.043426i,-0.017768-0.03498i,-0.020891-0.017705i,-0.020657-0.0013735i,-0.012023+0.0076325i,-0.0046167+0.012458i,-0.003744+0.019436i,-0.0040775+0.020726i,-0.0041578+0.011591i,-0.0066166+0.006056i
0.019938-0.15024i,-0.0079015-0.24831i,-0.028262-0.25473i,0.00070822-0.14559i,0.016202-0.0059799i,-0.025858+0.048264i,-0.051658+0.025512i,-0.016289-0.0086861i,0.029386-0.023811i,0.049757-0.016573i,0.040109-0.0006168i,0.017937+0.017376i,0.0069305+0.034315i,0.0062822+0.04645i,0.0068021+0.048362i,0.0059276+0.038984i,0.0040906+0.022152i,-0.0036553-0.00046028i,-0.020616-0.017249i,-0.036426-0.022702i,-0.039598-0.021206i,-0.029583-0.012274i,-0.013887-0.0010531i
0.12883+0.065991i,0.16886+0.14735i,0.085226+0.25022i,-0.041784+0.30211i,-0.090172+0.22904i,-0.087826+0.09668i,-0.083145+0.025765i,-0.061568+0.017558i,-0.036095+0.011168i,-0.026993+0.0055906i,-0.020003+0.0076246i,-0.011808+0.0064687i,-0.0087278-0.001092i,-0.0083135-0.0096257i,-0.0056606-0.018932i,-0.0026921-0.030076i,-0.0044901-0.028792i,-0.0048875-0.0125i,0.0006432-0.0025662i,0.0061401-0.0046649i,0.010226-0.0029658i,0.011031+0.0011126i,0.0066454-0.002744i
-0.015276+0.11054i,0.024389+0.1304i,0.085901+0.029323i,0.077358-0.10492i,0.025841-0.12646i,0.032572-0.062188i,0.048103-0.012976i,0.021103+0.013801i,0.0027525+0.027068i,-0.0047044+0.015376i,-0.016369-0.003692i,-0.02083-0.01326i,-0.021251-0.011111i,-0.022171-0.0024996i,-0.021413+0.0090795i,-0.016287+0.020932i,-0.0056899+0.020978i,0.0067857+0.01447i,0.02002+0.021468i,0.035786+0.040459i,0.041437+0.046384i,0.0289+0.031872i,0.01154+0.016714i
-0.1416-0.025989i,-0.21541-0.0282i,-0.1554-0.017451i,0.019611-0.037139i,0.12244-0.056989i,0.097817-0.016103i,0.054736+0.021702i,0.029882+0.0018272i,0.0071544-0.023196i,0.00060979-0.017887i,0.012268+0.002849i,0.028988+0.018598i,0.046809+0.020332i,0.058576+0.013571i,0.054809+0.010474i,0.043701+0.013288i,0.031063+0.011734i,0.0091283+0.0049749i,-0.01453+0.0016733i,-0.028072-0.00049728i,-0.031457-0.0060979i,-0.025658-0.0070132i,-0.011429-0.0018907i
0.050107-0.1252i,0.072774-0.15863i,0.051579-0.051734i,0.013028+0.12125i,-0.011015+0.1721i,-0.039573+0.10988i,-0.0378+0.061598i,-0.0013109+0.04126i,0.014179+0.02766i,0.014732+0.024889i,0.022052+0.017231i,0.024414+0.002209i,0.016282-0.010984i,0.0029996-0.025264i,-0.0084019-0.039738i,-0.015079-0.048205i,-0.012503-0.040376i,0.00027104-0.024158i,0.0091984-0.025595i,0.0034592-0.042479i,-0.0041255-0.048348i,-0.0036401-0.037111i,-0.0029948-0.02306i
0.11621+0.01094i,0.15885-0.053301i,0.077648-0.18772i,-0.079128-0.24509i,-0.12671-0.15997i,-0.039339-0.085748i,0.023592-0.060447i,0.031482-0.015433i,0.043539+0.021922i,0.043522+0.018988i,0.01822+0.0045094i,-0.0090497-0.0033465i,-0.023865-2.1384e-05i,-0.024653+0.01131i,-0.017893+0.020407i,-0.012603+0.022332i,-0.011773+0.01255i,-0.0092938-0.0031842i,0.003207-0.0075314i,0.021467+0.00050837i,0.028942+0.0069911i,0.018402+0.0093321i,0.0057835+0.011941i
-0.035619+0.14271i,-0.025287+0.23758i,0.048448+0.21179i,0.11378+0.04046i,0.093441-0.096274i,0.053047-0.088851i,0.041104-0.052527i,0.022195-0.053768i,0.00072849-0.047459i,-0.0014513-0.027055i,0.0089665-0.011775i,0.018723-0.0084409i,0.019158-0.015379i,0.015165-0.019685i,0.012267-0.012601i,0.013383+0.0026457i,0.014878+0.01717i,0.0068303+0.024817i,-0.010702+0.028912i,-0.027847+0.035546i,-0.032201+0.04104i,-0.022103+0.034718i,-0.0094553+0.020252i
-0.12338-0.038332i,-0.20016-0.014766i,-0.16571+0.10799i,-0.027268+0.2324i,0.05955+0.22552i,0.028356+0.14056i,-0.014093+0.061588i,-0.018397-0.0036313i,-0.019557-0.038543i,-0.01714-0.040413i,-0.013717-0.033746i,-0.014338-0.024695i,-0.015188-0.012927i,-0.020784-0.0048932i,-0.027303-0.0063363i,-0.028922-0.013453i,-0.019941-0.015859i,-0.0052532-0.015218i,-0.0028051-0.017667i,-0.010857-0.021786i,-0.012465-0.022795i,-0.0061001-0.020874i,-0.0027944-0.016489i
0.029235-0.12889i,-0.016272-0.23593i,-0.15666-0.24867i,-0.2628-0.13569i,-0.21125-0.033605i,-0.11228-0.026876i,-0.080951-0.024069i,-0.063299+0.014805i,-0.025088+0.022606i,-0.0087685-0.00032697i,-0.018468-0.0051285i,-0.025479+0.0086923i,-0.016322+0.019887i,0.0048324+0.021129i,0.022199+0.016472i,0.022653+0.011723i,0.0074997+0.0077922i,-0.0029132+0.0073108i,0.012801+0.0071149i,0.041172-0.0023924i,0.048317-0.014573i,0.032867-0.014628i,0.01877-0.0045138i
0.15377+0.052475i,0.30431+0.050831i,0.37065-0.046785i,0.26305-0.16645i,0.098322-0.17346i,0.015958-0.091692i,0.0013952-0.020748i,-0.0070216+0.017209i,-0.012228+0.035501i,-0.0049354+0.036355i,0.0087306+0.023164i,0.014854+0.0084443i,0.0089655-0.0011731i,0.00095047-0.0089831i,-0.00016064-0.011246i,0.010456-0.0066126i,0.02524-0.0041158i,0.02939-0.005164i,0.020485-0.0018142i,0.0089994+0.0093641i,0.00089339+0.017875i,-0.0045923+0.015062i,-0.0073026+0.0073779i
-0.061192+0.132i,-0.064901+0.26511i,0.037914+0.32996i,0.17297+0.26349i,0.1911+0.15845i,0.12351+0.1016i,0.074631+0.064606i,0.040294+0.022287i,0.0036294+0.0057317i,-0.01122+0.0084776i,-0.0084155+0.00633i,-0.0021914+0.0020014i,0.0051222+0.00024817i,0.0033297+0.00088418i,-0.011363+0.0012082i,-0.025623-0.0019617i,-0.029791-0.0091961i,-0.03166-0.01589i,-0.042088-0.01671i,-0.054662-0.014343i,-0.054653-0.011458i,-0.042184-0.0084116i,-0.029769-0.0072713i
-0.14258-0.066528i,-0.29666-0.090877i,-0.39726-0.020988i,-0.3448+0.088327i,-0.20014+0.11421i,-0.083514+0.074518i,-0.0231+0.050764i,0.021068+0.04198i,0.047561+0.018626i,0.039172-0.00055656i,0.019627+0.0043918i,0.013164+0.010707i,0.014892+0.0020075i,0.017875-0.011825i,0.017725-0.019581i,0.0094815-0.011482i,0.00041939+0.009155i,0.0032325+0.022423i,0.013688+0.01629i,0.020115+0.0027187i,0.019597-0.0015742i,0.017823+0.0016185i,0.018289+0.0033842i
0.084606-0.14059i,0.14045-0.30835i,0.11453-0.4355i,0.017735-0.40704i,-0.034726-0.26463i,-0.016204-0.13999i,0.016615-0.079105i,0.036009-0.05333i,0.041796-0.037274i,0.043827-0.021905i,0.040396-0.018621i,0.024183-0.019676i,0.0047805-0.010259i,-0.0061146+0.0031929i,-0.0027114+0.010656i,0.011785+0.005908i,0.021033-0.00787i,0.014979-0.016055i,0.0059315-0.0068669i,0.010894+0.011094i,0.021767+0.018671i,0.022928+0.015813i,0.013463+0.01326i
0.12349+0.1032i,0.26182+0.18561i,0.36414+0.1994i,0.33931+0.1139i,0.21802+0.019297i,0.10515-0.031015i,0.031581-0.063561i,-0.025913-0.067716i,-0.051202-0.036431i,-0.035428-0.010641i,-0.016978-0.0088244i,-0.011833-0.012106i,-0.0058294-0.010406i,0.0015323-0.003134i,0.0019091+0.0053617i,-0.0055273+0.0094776i,-0.011832+0.013267i,-0.013522+0.022353i,-0.01315+0.029711i,-0.014254+0.023075i,-0.016879+0.0068654i,-0.017245-0.0033638i,-0.015378-0.0048908i
-0.10746+0.1155i,-0.20612+0.25019i,-0.2529+0.35505i,-0.19246+0.34849i,-0.088649+0.24567i,-0.037526+0.13652i,-0.034283+0.082828i,-0.026195+0.060613i,-0.0093933+0.027731i,-0.0087782-0.0010353i,-0.0095947-0.0033732i,-0.0045895+0.00091648i,-0.0065998-0.0035844i,-0.011779-0.015082i,-0.013184-0.024581i,-0.0089916-0.018838i,0.006131-0.0067729i,0.028561-0.012748i,0.039867-0.036115i,0.032427-0.049686i,0.016953-0.043735i,0.0056781-0.032225i,0.0045365-0.022857i
-0.10165-0.11668i,-0.21642-0.23741i,-0.29815-0.31512i,-0.28852-0.27715i,-0.21131-0.16454i,-0.1228-0.066159i,-0.047234-0.011087i,0.0011538+0.0012022i,0.016778-0.0052669i,0.014638-0.011341i,0.0046866-0.015426i,-0.0044042-0.007936i,-0.002447+0.0080611i,0.0036176+0.017213i,0.0068166+0.01622i,0.0058857+0.0036789i,-0.006519-0.014473i,-0.025503-0.02146i,-0.031841-0.012962i,-0.02309-0.001674i,-0.013433+0.0048979i,-0.0089184+0.01027i,-0.0038647+0.013411i
0.12785-0.087301i,0.27423-0.1641i,0.38597-0.1995i,0.35115-0.16549i,0.19987-0.094987i,0.071273-0.037225i,0.0047062-0.016782i,-0.026327-0.0012397i,-0.02529+0.024097i,-0.010672+0.031543i,-0.0063908+0.023435i,-0.0036843+0.013105i,0.0046137-0.00045458i,0.0090018-0.0087389i,0.0059306-0.0046549i,0.00016161+0.0051599i,-9.4385e-06+0.015497i,0.0073179+0.024571i,0.0074912+0.030193i,-0.0048849+0.031769i,-0.014481+0.028545i,-0.012611+0.022878i,-0.0084778+0.017071i
0.067244+0.12374i,0.11504+0.26065i,0.12556+0.36045i,0.11408+0.33117i,0.11658+0.20588i,0.10928+0.10643i,0.081392+0.075534i,0.059843+0.058187i,0.038768+0.024663i,0.014533+0.0076207i,0.011921+0.010356i,0.015775+0.0047805i,0.0031919-0.0036642i,-0.013557-0.0067202i,-0.021729-0.0064769i,-0.016453-0.0027903i,-0.0051801-0.0066581i,-0.0034793-0.022665i,-0.011262-0.035569i,-0.010209-0.033315i,0.0032299-0.023224i,0.010116-0.017931i,0.0063281-0.016932i
-0.12352+0.054018i,-0.26438+0.075919i,-0.36672+0.057512i,-0.34658+0.01181i,-0.23768-0.017125i,-0.11502-0.021425i,-0.01932-0.031806i,0.01676-0.050678i,0.012593-0.04736i,0.012767-0.028696i,0.012482-0.01561i,0.0087431-0.0070737i,0.012833+0.0002053i,0.021811+0.0050833i,0.02529+0.0040453i,0.01622+0.00011308i,-0.00072112+0.0071801i,-0.011985+0.028218i,-0.0056179+0.044193i,0.011151+0.038004i,0.019294+0.021513i,0.01678+0.010263i,0.012717+0.0047409i
-0.032699-0.12763i,-0.022574-0.27131i,0.028809-0.37006i,0.074981-0.32257i,0.062907-0.18409i,0.0017366-0.084719i,-0.05085-0.045773i,-0.057383-0.014735i,-0.027322+0.0098563i,0.0023284+0.010319i,0.0086732+0.0042451i,0.0053913+0.001258i,0.0032375-0.0060582i,0.0023213-0.011573i,0.0036923-0.011481i,0.0071369-0.008159i,0.019202-0.0063157i,0.036684-0.0097985i,0.042918-0.013536i,0.029139-0.011233i,0.0071158-0.0078752i,-0.0063787-0.0052891i,-0.0085904-0.00013402i
0.11091-0.011184i,0.22352+0.025462i,0.27742+0.099866i,0.22983+0.13733i,0.15688+0.088854i,0.099931+0.02085i,0.060146+0.012464i,0.046379+0.025815i,0.030951+0.014347i,0.0093339+0.0006993i,0.0036504-0.008934i,0.00058138-0.011017i,-0.0071763-8.2499e-05i,-0.014075+0.0082515i,-0.017995+0.0085904i,-0.014718+0.0031068i,-0.014497-0.0080532i,-0.026798-0.019994i,-0.038794-0.026959i,-0.037748-0.02886i,-0.029935-0.026002i,-0.024973-0.016439i,-0.020422-0.0070032i
0.0063802+0.10917i,-0.030616+0.21178i,-0.097493+0.24727i,-0.15307+0.1835i,-0.15208+0.11592i,-0.087423+0.069708i,-0.026542+0.0079147i,-0.01658-0.034901i,-0.016525-0.036732i,-0.0077115-0.028083i,-0.0071594-0.019131i,-0.0051363-0.0081647i,0.0053386-0.0035404i,0.014356-0.0054902i,0.015656-0.0073818i,0.009429-0.0033542i,0.0060469+0.0084177i,0.013822+0.020335i,0.023801+0.02193i,0.025912+0.01755i,0.023282+0.017203i,0.020141+0.01697i,0.015996+0.011333i
-0.097633-0.012041i,-0.19194-0.067215i,-0.21175-0.14828i,-0.12765-0.18121i,-0.046596-0.1242i,-0.030303-0.02829i,-0.043209+0.028119i,-0.042357+0.036173i,-0.021227+0.023885i,-0.0039098+0.010122i,0.00013218+0.0084706i,0.00078467+0.0057822i,-0.0016278-0.0066662i,-0.0047438-0.013241i,-0.005366-0.010397i,-0.0050896-0.0085823i,-0.0038881-0.01462i,-0.0040677-0.024492i,-0.007946-0.026103i,-0.011459-0.013993i,-0.010458-0.00033796i,-0.0065643+0.003619i,-0.0019772+0.0038432i
0.018418-0.083392i,0.078006-0.13848i,0.15973-0.10651i,0.19753-0.020963i,0.15866-0.0089402i,0.096821-0.033463i,0.072965-0.01344i,0.068469+0.0086545i,0.041424+0.012809i,0.011911+0.018368i,0.00074004+0.013898i,-0.0042494+0.0063209i,-0.0054892+0.0086435i,-0.0064212+0.012942i,-0.008357+0.013822i,-0.0084246+0.01147i,-0.012873+0.012476i,-0.022604+0.023393i,-0.028739+0.03163i,-0.027613+0.024229i,-0.022225+0.0097083i,-0.016191+0.0018988i,-0.010845-0.00051113i
0.075256+0.020896i,0.12665+0.058129i,0.087285+0.09648i,-0.017371+0.11089i,-0.057808+0.096539i,-0.031913+0.047666i,-0.01892-0.0096515i,-0.025971-0.02505i,-0.020193-0.012045i,-0.0064703-0.0047737i,0.0013341-0.0015097i,0.0058609+0.001347i,0.0082097-0.00046878i,0.0080057-0.0066963i,0.0067996-0.0099833i,0.0096592-0.0052429i,0.019215+0.00076527i,0.031913-0.00088448i,0.040861-0.0064646i,0.042937-0.0086991i,0.038154-0.0099735i,0.027721-0.012558i,0.015596-0.012273i
-0.027861+0.066623i,-0.074835+0.10799i,-0.11922+0.066581i,-0.12046-0.021361i,-0.078609-0.037852i,-0.03918+0.007205i,-0.024245+0.037399i,-0.014061+0.036195i,0.00053415+0.019182i,0.011449+0.0017714i,0.01803-0.0045268i,0.016281-0.0067059i,0.0058693-0.0073907i,-0.0016576-0.0060196i,-0.0027123-0.0046603i,-0.0034372-0.0032007i,-0.0059769-0.0052539i,-0.012118-0.0098291i,-0.017614-0.010021i,-0.017044-0.0051092i,-0.014704+0.0012247i,-0.012849+0.0042654i,-0.0099372+0.0038928i
-0.057542-0.026299i,-0.071569-0.057609i,0.007366-0.076478i,0.11654-0.075786i,0.11713-0.073696i,0.056985-0.065717i,0.042946-0.046769i,0.05109-0.039429i,0.03685-0.029887i,0.019929-0.012853i,0.0096966-0.0067982i,0.0012391-0.0037641i,0.0038898+0.003365i,0.010879+0.0087062i,0.010199+0.0079244i,0.0041201+0.0037482i,0.00097158+0.005269i,0.0037946+0.011361i,0.0048922+0.014792i,-0.0013082+0.012632i,-0.0080087+0.0093604i,-0.0094436+0.0089467i,-0.0070317+0.0080709i
0.024136-0.051747i,0.033931-0.075785i,0.0062016-0.02763i,-0.043266+0.059531i,-0.051588+0.085681i,-0.033566+0.047309i,-0.04007+0.0090752i,-0.047583-0.00055983i,-0.035143-0.0024808i,-0.021819-0.0074558i,-0.013922-0.0078901i,-0.0055267-0.0063394i,0.0017065-0.0066257i,0.005437-0.0078593i,0.0057987-0.0093796i,0.0062436-0.0099055i,0.0053141-0.013311i,0.0018547-0.021927i,0.00215-0.030026i,0.0074836-0.032151i,0.011999-0.028664i,0.011316-0.020611i,0.0067262-0.010467i
0.049977+0.025644i,0.072165+0.044647i,0.041475+0.041968i,-0.013973+0.019355i,-0.020344+0.015287i,0.0095812+0.033997i,0.016268+0.045358i,0.0026323+0.043994i,-0.0033872+0.028072i,-0.0031391+0.0066764i,-0.0021567-0.0049316i,-0.0036199-0.0089365i,-0.0095868-0.0079216i,-0.013647-0.0058109i,-0.011369-0.0039569i,-0.0064575-0.0007591i,-0.004838+0.0034652i,-0.0086903+0.011359i,-0.013647+0.019192i,-0.014526+0.021272i,-0.011891+0.018654i,-0.0079412+0.014422i,-0.002361+0.010758i
-0.02455+0.040748i,-0.026687+0.050525i,0.012066+0.00063728i,0.06355-0.082665i,0.055212-0.11805i,0.013187-0.091828i,0.010761-0.060928i,0.023234-0.047259i,0.021472-0.029158i,0.017384-0.0071338i,0.011443+0.0063278i,0.0062507+0.010771i,0.0045267+0.0059249i,0.0016066-0.00094909i,-0.0027602-0.00092126i,-0.0062758+0.0022497i,-0.0036121+0.0040423i,0.0053069+0.0030716i,0.011015+0.0041986i,0.0095477+0.0088302i,0.0035174+0.0097856i,0.000399+0.0069151i,0.0010937+0.002796i
-0.039574-0.019008i,-0.069318-0.014855i,-0.082315+0.040903i,-0.068579+0.12214i,-0.038773+0.13612i,-0.026808+0.082844i,-0.02915+0.043892i,-0.018154+0.029474i,-0.001968+0.016026i,0.005656+0.0093956i,0.0086814+0.0082915i,0.010611+0.0041462i,0.0091136-0.0002832i,0.0050059-0.00077695i,0.0016425-2.3657e-05i,0.00036265-0.00068247i,-0.0025653-0.0011016i,-0.0072184-0.0035264i,-0.008377-0.010867i,-0.004484-0.017859i,1.0827e-05-0.019445i,0.0017538-0.016694i,0.0010693-0.01174i
0.023025-0.039484i,0.037628-0.069493i,0.02656-0.085224i,0.0035596-0.067036i,0.0177-0.023342i,0.049587+0.0010093i,0.04678+0.0066924i,0.026256+0.013359i,0.013978+0.01034i,0.0059406-0.0011283i,0.0018969-0.0097764i,-0.0020914-0.01021i,-0.0047679-0.00082994i,-0.0026635+0.0069935i,0.00077392+0.0068414i,0.0039028+0.0029715i,0.0070171+0.00025411i,0.01055+0.0018602i,0.011694+0.0081425i,0.010869+0.012982i,0.009237+0.011531i,0.005447+0.0073434i,0.0017714+0.003793i
0.032245+0.020744i,0.058634+0.025879i,0.070873-0.023128i,0.035111-0.10449i,-0.03215-0.12339i,-0.0563-0.080576i,-0.035463-0.053666i,-0.022086-0.045667i,-0.016049-0.027826i,-0.0046794-0.012251i,0.0024367-0.0071896i,0.0044404-0.004277i,0.0051316-0.0035563i,0.0046362-0.0046555i,0.0028171-0.002726i,0.00079868+0.0019087i,-0.0017339+0.0029479i,-0.0037184-0.0019893i,-0.0032757-0.0065685i,-0.0023852-0.0064677i,-0.0033701-0.003497i,-0.005167-0.00021075i,-0.0070293+0.0023635i
