-0.0018698+0.0011806i,-0.0022262+0.0008839i,-0.0028085+0.0015267i,-0.0018861+0.0014581i,-0.00066527+0.0024151i,0.00051164+0.0017814i,0.001694+0.001032i,0.0012824+0.0010215i,0.00066292+0.00029801i,0.00017125+4.3203e-05i,-8.4731e-05+6.751e-05i,-0.00020979-0.00064454i,-0.00016751-0.0010859i,-2.7459e-05-0.00059409i,0.00046427+0.00014961i,0.00032648+0.0004454i,7.6952e-05+0.00037964i,0.00032274+0.0003771i,0.00050759+8.8695e-06i,0.00058811-0.0004479i,-0.00028757-0.00016025i,-0.00068721-1.6116e-05i,-0.00019202-3.497e-06i
-0.18227-0.093028i,-0.23208-0.11188i,-0.19417-0.10327i,-0.17654-0.12617i,-0.20976-0.097139i,-0.17302-0.017054i,-0.060899-0.015513i,0.0010864-0.067317i,-0.011137-0.074502i,-0.030859-0.028846i,-0.024983+0.0059204i,-0.015716-0.0034887i,-0.017395-0.021895i,-0.010923-0.019957i,0.0090351-0.0092452i,0.024479-0.011249i,0.01923-0.024131i,0.001824-0.032448i,-0.0084313-0.032075i,-0.0062097-0.023196i,0.0024093-0.010646i,0.0078839-0.0037264i,0.010018-0.0050277i
0.2374-0.14031i,0.31745-0.17624i,0.2181-0.074825i,0.11901+0.055804i,0.11072+0.054749i,0.078768+0.0018355i,0.030569-0.012371i,-0.0090838-0.023203i,-0.051495-0.013027i,-0.052412+0.01646i,-0.01978+0.027214i,0.011106+0.035549i,0.035981+0.039163i,0.032074+0.023472i,0.0061529+0.010825i,-0.0081144+0.011564i,-0.0072378+0.018941i,-0.0040942+0.027134i,-0.0010397+0.029366i,0.0011886+0.019275i,-0.0041953+0.0023654i,-0.01343-0.0072656i,-0.016858-0.010235i
0.010518+0.15513i,-0.013466+0.24319i,-0.030165+0.18021i,-0.018607+0.049298i,0.012751-0.02212i,0.037648-0.048203i,0.029572-0.031059i,0.025622+0.013491i,0.034031+0.019529i,0.018708-0.0078079i,-0.0049402-0.02256i,-0.018382-0.030765i,-0.027635-0.033982i,-0.019916-0.02192i,-0.00077727-0.0069592i,0.0076076+0.0045794i,0.01234+0.0083039i,0.019371-0.0044189i,0.018141-0.023276i,0.0078231-0.028753i,0.0036625-0.019811i,0.0081563-0.011056i,0.0073724-0.0048127i
-0.043367+0.13925i,-0.018372+0.12258i,0.021568-0.030847i,-0.053815-0.15946i,-0.14693-0.13465i,-0.10554-0.074935i,-0.027157-0.087087i,-0.010111-0.099661i,-0.0058916-0.062034i,0.02121-0.020978i,0.032016-0.018553i,0.0029496-0.019138i,-0.018092+0.0017765i,-0.013459+0.0092442i,-0.0082911-0.0028017i,-0.0036736-0.015672i,-0.0034883-0.018816i,-0.0094424-0.0054708i,-0.0127+0.015234i,-0.011043+0.027988i,-0.0060302+0.026129i,-0.0022326+0.015651i,-0.0013415+0.0038055i
-0.17919-0.18836i,-0.31373-0.1472i,-0.30121+0.1251i,-0.12816+0.3153i,-0.029181+0.24369i,-0.084215+0.14385i,-0.10413+0.1233i,-0.064002+0.083299i,-0.04006+0.024998i,-0.031221-0.010697i,-0.022259-0.0087045i,0.006343+0.0079598i,0.0305-0.00016613i,0.020762-0.011595i,0.00041473-0.0042344i,-0.0088365+0.0088246i,-0.0065116+0.01747i,0.0022856+0.016802i,0.011744+0.0086913i,0.018101-0.00149i,0.016317-0.0045639i,0.011717+0.0021982i,0.012899+0.0098423i
0.19752-0.041242i,0.32686-0.10649i,0.32212-0.15833i,0.23847-0.12984i,0.19344-0.045046i,0.1679+0.0063881i,0.098152+0.043046i,0.047315+0.097504i,0.04401+0.11548i,0.035266+0.095473i,0.020816+0.063584i,0.0053431+0.025194i,-0.010593+0.0065769i,-0.0048276+0.0037255i,0.010958-0.0071002i,0.013093-0.016483i,0.0074936-0.018819i,-0.0026956-0.023681i,-0.017681-0.024213i,-0.026162-0.015488i,-0.022075-0.010815i,-0.017005-0.012351i,-0.016923-0.0097958i
0.12967+0.057086i,0.1873-0.0029678i,0.10903-0.16452i,-0.032049-0.22738i,-0.061848-0.16808i,-0.013528-0.1422i,-0.0087418-0.15286i,-0.02546-0.13245i,-0.022851-0.084699i,-0.0059429-0.042029i,0.00059425-0.020095i,-0.005671-0.0022368i,-0.0017434+0.0092702i,0.00095743+0.0078091i,-0.004613+0.0070983i,-0.00699+0.0034089i,-0.0081792+0.00093545i,-0.0018284+0.010761i,0.015125+0.019821i,0.024962+0.017316i,0.020945+0.010422i,0.012864+0.0065331i,0.0053508+0.004699i
-0.26796+0.19845i,-0.37583+0.46398i,-0.197+0.64684i,0.060959+0.54103i,0.072999+0.31005i,-0.039854+0.19844i,-0.049476+0.14274i,-0.019998+0.04925i,-0.039096-0.032322i,-0.069962-0.049276i,-0.053928-0.014267i,0.001915+0.0082755i,0.034927+0.00098775i,0.032989-0.005283i,0.020096-0.0051905i,0.013625+0.00083593i,0.018174+0.002047i,0.017413-0.0075961i,0.0068083-0.01481i,-0.00055033-0.016526i,0.0018886-0.017435i,0.010557-0.019909i,0.018146-0.023133i
0.019578-0.27372i,-0.00042763-0.51424i,-0.063766-0.57781i,-0.090791-0.41545i,-0.011714-0.20775i,0.09153-0.088562i,0.1204-0.036919i,0.096437+0.0074487i,0.083952+0.047864i,0.078395+0.052607i,0.04547+0.027216i,-0.0076508+0.0022285i,-0.042754-0.0087964i,-0.041771-0.012417i,-0.02644-0.013823i,-0.021172-0.013676i,-0.025339-0.011072i,-0.031258-0.0072237i,-0.033212-0.00079088i,-0.029917+0.0084684i,-0.027386+0.01623i,-0.02827+0.024209i,-0.028575+0.029183i
0.13641-0.055966i,0.17254-0.13062i,0.025772-0.18816i,-0.13698-0.16039i,-0.1199-0.11348i,-0.029096-0.12917i,0.0016653-0.1389i,-0.0068146-0.096546i,-0.018199-0.032911i,-0.0076221+0.0038896i,0.0026847-0.00070935i,-0.0052296+0.0043771i,-0.0066654+0.02713i,-0.0048094+0.039479i,-0.0028642+0.041397i,0.0043963+0.033946i,0.014586+0.023134i,0.026625+0.010697i,0.029042-0.0048898i,0.018768-0.011284i,0.0073927-0.0083915i,0.0033536-0.0062941i,0.0041379-0.0056766i
0.025169+0.30719i,0.13841+0.58202i,0.30467+0.65207i,0.33999+0.44635i,0.16306+0.21875i,-0.020451+0.16339i,-0.054515+0.1667i,-0.024563+0.093293i,-0.039631-0.01182i,-0.073444-0.040443i,-0.051869-0.015345i,0.00050128-0.020317i,0.026094-0.048559i,0.022788-0.061919i,0.0074481-0.052351i,-0.00085906-0.030469i,-0.0011053-0.014794i,-0.0071952-0.0033709i,-0.010481+0.0096999i,-0.0028748+0.013397i,0.0046615+0.0054659i,0.0042527-0.0050598i,0.002366-0.012565i
-0.19967-0.13329i,-0.39099-0.22977i,-0.43298-0.24882i,-0.31097-0.15504i,-0.15046-0.026482i,-0.026828+0.031761i,0.011429+0.016927i,-0.0026974+0.016062i,0.014581+0.026737i,0.032114-0.00016212i,0.0086937-0.017484i,-0.022273+0.00048405i,-0.039519+0.027592i,-0.032091+0.0418i,-0.012713+0.027749i,-0.009253+0.0071324i,-0.012951+0.0049728i,-0.0051191+0.0082977i,0.0061033+0.0026344i,0.0093297-0.0047843i,0.012093-0.0029199i,0.018374+0.004966i,0.016787+0.0088498i
0.068166-0.17793i,0.039001-0.32732i,-0.06004-0.29365i,-0.079237-0.13043i,0.018535-0.072737i,0.066897-0.14116i,0.025798-0.16515i,-0.0037437-0.095064i,0.019353-0.005255i,0.05445+0.031538i,0.050785+0.018566i,0.037635+0.013396i,0.048807+0.015335i,0.051988+0.011668i,0.040536+0.01092i,0.030727+0.0060065i,0.021273-0.0023985i,0.0074625-0.0089589i,-0.010697-0.0090301i,-0.021339-0.00087895i,-0.022152+0.0048722i,-0.019746+0.0039351i,-0.014077+0.0028085i
0.18963+0.21722i,0.45229+0.38103i,0.58922+0.36692i,0.44507+0.17717i,0.14844+0.049949i,-0.055102+0.073368i,-0.062398+0.11643i,-0.0044661+0.057699i,-0.024476-0.034046i,-0.061814-0.038086i,-0.03825-0.0063832i,-0.012561-0.011551i,-0.01865-0.030367i,-0.029398-0.040163i,-0.031989-0.032453i,-0.018692-0.017707i,-0.00060952-0.011825i,0.010972-0.0044772i,0.023532+0.0052555i,0.03324+0.0030575i,0.028752-0.0072969i,0.014141-0.015269i,0.0018775-0.017608i
-0.1656-0.0043193i,-0.29808-0.023028i,-0.33386-0.10115i,-0.2544-0.11907i,-0.11765-0.045683i,-0.0054097-0.014557i,-0.0089305-0.04303i,-0.053282-0.025599i,-0.048524+0.01235i,-0.039023+0.011954i,-0.040107+0.011384i,-0.028367+0.022965i,-0.009539+0.034048i,0.011445+0.034138i,0.017648+0.018529i,0.0042575+0.0089199i,-0.0045069+0.0065436i,-0.0073285-0.0046045i,-0.01554-0.018262i,-0.020488-0.020282i,-0.012024-0.013054i,0.00068733-0.0057997i,0.0020041+0.0013125i
-0.12581-0.12166i,-0.31335-0.12865i,-0.35936+0.0073136i,-0.17378+0.087976i,0.015641-0.021952i,0.069939-0.12325i,0.070909-0.11711i,0.057313-0.067477i,0.063569-0.0046173i,0.085607+0.012491i,0.062514-0.014606i,0.02205-0.028811i,0.0034745-0.035028i,-0.0062211-0.030349i,-0.0047001-0.012763i,0.0040224-0.0034594i,0.0044944+0.001977i,0.0012212+0.01252i,3.9649e-05+0.023034i,-0.0010922+0.028585i,-0.0036353+0.028335i,-0.0024801+0.024925i,0.0061365+0.015606i
0.3227+0.0095539i,0.61703-0.083602i,0.68142-0.16363i,0.40641-0.14203i,0.087441-0.012459i,-0.015763+0.11875i,0.045322+0.14518i,0.08318+0.064486i,0.030084-0.015444i,-0.010252-0.014695i,0.0041807+0.010425i,0.013925+0.017325i,0.0048391+0.017661i,-0.0074368+0.010088i,-0.015869+0.0017343i,-0.013331-0.0034469i,-0.0072262-0.0085627i,0.00031088-0.012056i,0.010486-0.018443i,0.013339-0.025306i,0.0059778-0.024372i,-0.0041843-0.01522i,-0.0085689-0.0032978i
-0.19987+0.10706i,-0.33919+0.14194i,-0.45921+0.074558i,-0.42525+0.027686i,-0.24792+0.047648i,-0.13261+0.032657i,-0.13704+0.029629i,-0.11527+0.066979i,-0.062504+0.06358i,-0.051939+0.033697i,-0.046383+0.021075i,-0.02015+0.0063216i,0.0054236-0.0078753i,0.024914-0.013158i,0.029362-0.01439i,0.017906-0.0088665i,0.0058604-0.0034554i,-0.0056473-0.0015259i,-0.017793+0.0031675i,-0.021749+0.0066141i,-0.014518+0.0022911i,-0.0037126-0.0066271i,-0.00061198-0.0098886i
-0.10721+0.029325i,-0.12457+0.24148i,0.039095+0.40185i,0.23476+0.29973i,0.26401+0.081025i,0.20184-0.032546i,0.13918-0.066161i,0.072-0.054595i,0.048814-0.01128i,0.049584-0.0040438i,0.023063-0.012675i,-0.0070711-0.0019185i,-0.025141+0.013311i,-0.029503+0.024706i,-0.019004+0.023357i,-0.010823+0.016148i,-0.0043511+0.018548i,0.0078612+0.020236i,0.015821+0.016804i,0.014626+0.018305i,0.011133+0.022178i,0.010196+0.018312i,0.0087647+0.0032359i
0.19518-0.28558i,0.22287-0.58628i,0.14691-0.65623i,0.039994-0.39819i,-0.0063042-0.12187i,0.0060489-0.0092035i,0.032237-0.00065478i,0.038002-0.035872i,0.020527-0.063849i,0.016237-0.054176i,0.028819-0.036851i,0.035598-0.024534i,0.037935-0.017082i,0.024566-0.015877i,0.0012693-0.012412i,-0.006381-0.007917i,-0.0047532-0.0096939i,-0.0064318-0.011988i,-0.0068033-0.011114i,-0.0031229-0.010965i,-0.0027276-0.0099306i,-0.0075781-0.0019407i,-0.0068148+0.0097679i
-0.015343+0.28041i,-0.070495+0.41371i,-0.19972+0.42018i,-0.26607+0.3042i,-0.23409+0.19577i,-0.21556+0.14017i,-0.19024+0.11507i,-0.129+0.084751i,-0.096206+0.047747i,-0.090805+0.042307i,-0.071895+0.048469i,-0.050083+0.034855i,-0.037868+0.013621i,-0.021967-0.0020913i,-0.0030026-0.009154i,0.0044553-0.010242i,-0.00099444-0.011097i,-0.0049665-0.0094244i,-0.0018231-0.0046544i,0.0016173-0.0028179i,0.002368-0.0039206i,-0.00094157-0.0047437i,-0.0070837-0.0023223i
-0.043056+0.058945i,0.15466+0.11917i,0.41528+0.058231i,0.48035-0.10342i,0.37162-0.20533i,0.26921-0.22238i,0.1571-0.20058i,0.051245-0.10877i,0.023967-0.0046872i,0.03053+0.021041i,0.018607+0.0061151i,0.0039469+0.0042651i,0.0023967+0.018861i,0.0085549+0.029977i,0.0089939+0.024277i,0.0078196+0.016716i,0.014766+0.012794i,0.017763+0.0032414i,0.0084309-0.0041952i,0.0019116-0.002504i,0.006574-5.3828e-05i,0.011619-0.0048769i,0.0084544-0.014109i
-0.16553-0.28371i,-0.41663-0.37868i,-0.53975-0.30659i,-0.39997-0.14126i,-0.1965-0.069223i,-0.10249-0.059924i,-0.038294-0.02305i,0.028575-0.029733i,0.046533-0.076082i,0.035786-0.091438i,0.022955-0.07343i,0.013395-0.050314i,0.0073524-0.045444i,-0.0078606-0.044465i,-0.019476-0.026325i,-0.01697-0.009891i,-0.014009-0.0025533i,-0.010989+0.0077307i,-0.0033493+0.012223i,0.00013219+0.0040922i,-0.0023544-0.00059194i,-0.00024987+0.0046488i,0.00985+0.0093112i
0.29358+0.12189i,0.39369+0.19422i,0.32123+0.24387i,0.11156+0.23196i,-0.069505+0.23639i,-0.10268+0.26289i,-0.040997+0.20399i,-0.018348+0.099473i,-0.04388+0.056707i,-0.047449+0.067377i,-0.017639+0.067492i,0.005815+0.048584i,0.0096758+0.036415i,0.01409+0.024631i,0.021735+0.0023924i,0.017856-0.013616i,0.0064703-0.013612i,6.5964e-05-0.012048i,-0.0051908-0.015501i,-0.012384-0.013964i,-0.011838-0.0096477i,-0.0067608-0.0094136i,-0.0077502-0.0052152i
-0.019256+0.096045i,0.064159-0.038787i,0.12471-0.23548i,0.11973-0.29879i,0.11159-0.26485i,0.098343-0.24126i,0.035545-0.17048i,0.0039708-0.035201i,0.037804+0.048896i,0.053337+0.043318i,0.027983+0.012853i,0.0032698-0.0019596i,0.0037003-0.006605i,0.014155-0.0081667i,0.012294-0.0036234i,0.0075803+0.0025938i,0.0085165+0.0006353i,0.002886-0.0010803i,-0.0024869+0.0095347i,0.0036018+0.019182i,0.0087627+0.012029i,0.0028631-0.00037596i,-0.0073089-0.0057246i
-0.30048+0.041023i,-0.42804+0.22963i,-0.384+0.37302i,-0.20716+0.30751i,-0.076844+0.13989i,-0.031392+0.048161i,0.017058+0.026732i,0.052731-0.019666i,0.036872-0.081464i,0.005117-0.09794i,-0.01227-0.06569i,-0.015467-0.026096i,-0.022005-0.0065405i,-0.032977+0.0025911i,-0.030208+0.0093105i,-0.015833+0.011093i,-0.0018576+0.011592i,0.013463+0.010483i,0.024668+0.0023321i,0.020475-0.0067973i,0.0082004-0.0050945i,0.0057958+0.0015106i,0.014241+6.9557e-05i
0.20054-0.26352i,0.27099-0.37436i,0.23633-0.33323i,0.10817-0.14219i,0.026011+0.070625i,0.028617+0.15627i,0.011522+0.088208i,-0.049522+0.012008i,-0.079115+0.017125i,-0.052486+0.041908i,-0.010156+0.034172i,0.015617+0.0077643i,0.025498-0.005963i,0.031151-0.010057i,0.024316-0.018387i,0.0065738-0.019761i,-0.0078679-0.012979i,-0.018913-0.0098534i,-0.028341-0.0093084i,-0.028928-0.0037123i,-0.019739+0.0025105i,-0.01094+0.0047218i,-0.0072172+0.0096521i
0.10869+0.11643i,0.043653+0.092086i,-0.046823+0.032662i,-0.0355-0.0070753i,0.012192-0.045231i,-0.013865-0.066007i,-0.045323-0.01013i,-0.011276+0.061209i,0.028722+0.074611i,0.025792+0.047013i,-0.0042198+0.020707i,-0.033603+0.015878i,-0.042909+0.01498i,-0.038352+0.009227i,-0.027703+0.010255i,-0.013192+0.012291i,-0.0066193+0.0086873i,-0.0032207+0.010031i,0.0079368+0.013898i,0.017335+0.0090806i,0.014109+0.00060627i,0.0054213-0.0027563i,0.00028128-0.0046679i
-0.078225+0.23858i,0.023741+0.34576i,0.14622+0.31378i,0.15225+0.15109i,0.0818-0.0038134i,0.059057-0.079133i,0.067381-0.10049i,0.052044-0.10045i,0.0216-0.099505i,-0.00043262-0.081301i,0.0023886-0.04351i,0.017054-0.012535i,0.023114+0.0049489i,0.018352+0.015479i,0.010918+0.017624i,0.0072279+0.01441i,0.014185+0.0087301i,0.023275-0.0033895i,0.015866-0.017473i,0.00012498-0.017397i,-0.0050348-0.00325i,-0.00057021+0.003868i,-0.0002502-0.0017819i
-0.20523-0.25166i,-0.30293-0.3453i,-0.3167-0.3126i,-0.2389-0.16513i,-0.12268-0.022405i,-0.057708+0.034016i,-0.0636+0.021336i,-0.086197+0.0019842i,-0.080332+0.008436i,-0.043128+0.02155i,-0.0084727+0.011933i,0.0014017-0.01451i,-0.00093351-0.029618i,5.5583e-05-0.031795i,-0.00017399-0.030239i,-0.0048606-0.022177i,-0.010046-0.0091262i,-0.017832+0.0062802i,-0.023433+0.023014i,-0.017613+0.030289i,-0.0046919+0.021774i,0.0040898+0.0098737i,0.0083435+0.0079159i
0.20194-0.067199i,0.23515-0.0033144i,0.23451+0.081417i,0.22631+0.078227i,0.16765+0.046722i,0.094476+0.079233i,0.088096+0.11331i,0.10503+0.098741i,0.086827+0.07805i,0.048319+0.063201i,0.015322+0.053742i,0.00024845+0.05531i,-0.0033274+0.052963i,-0.00692+0.040906i,-0.0051429+0.028324i,-0.00042814+0.017425i,-0.0001842+0.010142i,0.0052628+0.00533i,0.018648-0.0026474i,0.025233-0.010181i,0.018002-0.012604i,0.0056158-0.012208i,-0.003167-0.010776i
0.16099+0.13916i,0.20542+0.065812i,0.13131-0.067463i,-0.0067386-0.12973i,-0.083173-0.15447i,-0.083721-0.19084i,-0.06532-0.17148i,-0.0308-0.11446i,0.0028957-0.0931i,0.003264-0.083945i,-0.0025539-0.06041i,0.004251-0.043183i,0.012565-0.04027i,0.015546-0.035509i,0.013915-0.024383i,0.014528-0.017536i,0.016272-0.021166i,0.0099521-0.028889i,-0.0024977-0.028877i,-0.006974-0.020139i,-0.0011653-0.011102i,0.0019086-0.00376i,-0.0016937+0.0024395i
-0.28367+0.13706i,-0.37561+0.21131i,-0.34248+0.21784i,-0.24158+0.16284i,-0.15658+0.12348i,-0.098209+0.112i,-0.066791+0.078889i,-0.073061+0.03392i,-0.081362+0.015312i,-0.05347+0.013552i,-0.024293+0.0062363i,-0.021526-0.00060842i,-0.023211+0.00026195i,-0.018077+0.00028171i,-0.011747-0.0035146i,-0.0099485-0.0037765i,-0.013316+0.0039934i,-0.012839+0.018402i,-0.0081586+0.028126i,-0.0061789+0.021926i,-0.0067002+0.0068545i,-0.0032409-0.0035328i,0.0037061-0.0064765i
0.005742-0.23375i,0.093927-0.2731i,0.21103-0.22617i,0.25635-0.14727i,0.24038-0.046335i,0.22665+0.036261i,0.19135+0.039979i,0.12884+0.033475i,0.084141+0.056572i,0.055519+0.056814i,0.029791+0.037507i,0.020739+0.026249i,0.022404+0.020186i,0.019012+0.016526i,0.010462+0.014276i,0.0031722+0.010782i,0.0024338+0.0072593i,0.0049889-0.00017897i,0.0047795-0.013862i,0.0002664-0.021299i,-0.0063337-0.01487i,-0.0089971-0.0065414i,-0.0073508-0.0039814i
0.17318-0.066547i,0.083163-0.086925i,-0.10663-0.021677i,-0.19522+0.058736i,-0.18223+0.012657i,-0.19897-0.073063i,-0.18129-0.052587i,-0.085004-0.022907i,-0.012989-0.053224i,-0.0070967-0.068975i,-0.019908-0.049137i,-0.025891-0.029388i,-0.028951-0.022568i,-0.029483-0.021219i,-0.0231-0.01812i,-0.011991-0.014735i,-0.0044092-0.015229i,-0.0066212-0.013276i,-0.013754-0.0034346i,-0.016173+0.0052313i,-0.01057+0.0075596i,-0.001951+0.008725i,0.0033678+0.0088416i
0.061511+0.28871i,0.13474+0.35396i,0.16899+0.26816i,0.10585+0.13595i,0.021979+0.090478i,0.015788+0.081893i,0.024944+0.027128i,-0.027371-0.013235i,-0.07334+0.0042862i,-0.050122+0.022602i,-0.0080987+0.012937i,0.0078115+0.0063691i,0.015476+0.015623i,0.023082+0.02021i,0.019724+0.014756i,0.01103+0.012125i,0.0095465+0.016575i,0.018771+0.024259i,0.026425+0.029345i,0.022322+0.031003i,0.012595+0.026215i,0.0057887+0.012483i,0.0012201-0.0010009i
-0.24049-0.064475i,-0.25115-0.13925i,-0.13466-0.21005i,0.015397-0.2023i,0.1382-0.12618i,0.18666-0.08063i,0.13325-0.055315i,0.08012+0.00052945i,0.072977+0.041324i,0.056013+0.043625i,0.029579+0.031316i,0.014817+0.013418i,0.0043337-0.0025517i,-0.0011349-0.0066325i,-0.0012101-0.0010613i,0.00053008+0.0036986i,0.0027256+0.0011027i,0.00098288-0.0085998i,-0.0017482-0.018176i,0.0023739-0.018353i,0.0071771-0.010629i,0.0044111-0.0052805i,-0.0009357-0.0035051i
-0.00034967-0.17744i,-0.051922-0.076552i,-0.060209+0.13893i,-0.014106+0.20769i,-0.044364+0.10298i,-0.12875+0.058906i,-0.098589+0.087953i,-0.0021873+0.037947i,0.021104-0.046378i,-0.0053584-0.058211i,-0.017799-0.024277i,-0.01714+0.0019775i,-0.02103+0.012788i,-0.026181+0.011849i,-0.022163+0.0028271i,-0.013226-0.0051792i,-0.0091887-0.0078752i,-0.010813-0.0058806i,-0.010347-0.0021346i,-0.0036324-0.0027202i,0.0034835-0.004907i,0.007525-0.00078914i,0.0088614+0.0052118i
0.29013+0.0084285i,0.3569-0.099375i,0.2437-0.22666i,0.044687-0.22262i,-0.050592-0.11074i,-0.028001-0.06062i,-0.028109-0.091288i,-0.081485-0.073758i,-0.094313-0.0071513i,-0.052356+0.014673i,-0.016978-0.0044553i,0.0007087-0.017355i,0.018196-0.020228i,0.030237-0.02062i,0.02785-0.016322i,0.018463-0.0085571i,0.013961-0.00091469i,0.016732+0.00074258i,0.019974-0.0015196i,0.016988-0.0020067i,0.010505-0.0033924i,0.0025814-0.0064749i,-0.004775-0.0042626i
-0.12873+0.23656i,-0.18407+0.26222i,-0.17569+0.17753i,-0.079273+0.079604i,0.046415+0.0074796i,0.089664-0.029i,0.061235+0.005652i,0.057302+0.053466i,0.067604+0.050273i,0.045715+0.029432i,0.015909+0.022812i,-0.001557+0.019007i,-0.013004+0.013735i,-0.018482+0.012791i,-0.013769+0.012938i,-0.0066881+0.0085872i,-0.0088296+0.0023385i,-0.017313-0.0013859i,-0.024113-0.0061694i,-0.0252-0.01278i,-0.019943-0.013436i,-0.010811-0.0092083i,-0.0020106-0.0075637i
-0.17742-0.0706i,-0.11386+0.01056i,0.068971+0.10173i,0.14302+0.07674i,0.047402+0.029584i,-0.0060797+0.063827i,0.049409+0.060518i,0.071549-0.022705i,0.028931-0.073831i,-0.00024491-0.056555i,0.0007459-0.02305i,0.0075053-0.0022929i,0.0091416+0.006959i,0.0038109+0.0074757i,-0.005946+0.0019765i,-0.010886-0.0024226i,-0.0071525-0.0019935i,-0.0030316+0.0036442i,-0.0043703+0.010515i,-0.008479+0.011704i,-0.0093586+0.0076502i,-0.0027655+0.0034065i,0.0031792+0.00086168i
0.094673-0.27568i,-0.0064087-0.38536i,-0.19705-0.34303i,-0.28917-0.16228i,-0.22234-0.014215i,-0.14444-0.02129i,-0.1492-0.064904i,-0.15625-0.022043i,-0.10228+0.03515i,-0.038923+0.03042i,-0.016193+0.00063801i,-0.014017-0.015713i,-0.0079607-0.021736i,0.0022035-0.023707i,0.0089037-0.020963i,0.0094473-0.013773i,0.011143-0.0085308i,0.015787-0.0077922i,0.018498-0.0023272i,0.01569+0.0082173i,0.0085886+0.012131i,-0.00023353+0.0079485i,-0.0049823+0.0065127i
0.21774+0.20988i,0.27049+0.27388i,0.25638+0.26588i,0.25165+0.18732i,0.24038+0.066713i,0.16999+0.011847i,0.11683+0.051826i,0.11728+0.071202i,0.093787+0.042766i,0.044194+0.027853i,0.018098+0.027438i,0.010212+0.023992i,0.0049219+0.022334i,0.0017823+0.022458i,0.0026212+0.018603i,0.0023157+0.010982i,-0.0029257+0.006556i,-0.0069605+0.0058625i,-0.0063488+0.0030542i,-0.0026842+0.0014654i,0.00076133+0.0021279i,0.00096907+6.1274e-05i,-0.0033564-0.0058336i
-0.14069+0.16171i,-0.064149+0.13972i,0.068692-0.0092922i,0.063321-0.13357i,-0.018743-0.11261i,-0.0028056-0.049167i,0.041748-0.069214i,0.020535-0.10837i,-0.0086-0.093306i,-0.0082851-0.055339i,0.0011962-0.029829i,0.0048953-0.018822i,0.00036834-0.013709i,-0.0080191-0.0093077i,-0.014145-0.0034459i,-0.01112+0.0012825i,-0.0015879+4.4724e-05i,0.0046723-0.001934i,0.0065337-0.0013183i,0.0058489-0.0021581i,0.0053728-0.0031602i,0.0064076-0.0010093i,0.0067402+0.0023897i
-0.23725-0.19695i,-0.39443-0.15831i,-0.45204+0.018362i,-0.34499+0.16524i,-0.19671+0.17571i,-0.15136+0.11359i,-0.16203+0.08162i,-0.13266+0.090677i,-0.066464+0.077643i,-0.021914+0.032887i,-0.015111+0.003211i,-0.01636-0.00060553i,-0.0086376+0.00057026i,0.00092882-0.0030284i,0.0065218-0.0090333i,0.0073633-0.010425i,0.0046888-0.008089i,0.0036871-0.0083743i,0.0062105-0.0094797i,0.0098361-0.0068302i,0.0094944-0.0028554i,0.0049059+0.00095805i,0.0046519+0.0047506i
0.2787-0.14135i,0.39443-0.1863i,0.41914-0.17837i,0.38253-0.1689i,0.29382-0.16404i,0.1918-0.10469i,0.15683-0.021743i,0.14603+0.0029265i,0.08764+0.0051923i,0.029716+0.024803i,0.011832+0.031596i,0.012379+0.021432i,0.015321+0.010648i,0.016461+0.004811i,0.014704+0.0030234i,0.0088131+0.0022411i,0.0015015+0.0053902i,-0.0049222+0.0067996i,-0.01255+0.0014909i,-0.014943-0.0057489i,-0.0081368-0.0092224i,-0.0018695-0.0092319i,-0.0048558-0.0092432i
0.10085+0.21656i,0.1007+0.1799i,-0.0065149+0.0043464i,-0.16409-0.085588i,-0.20634-0.039339i,-0.11949-0.034274i,-0.07413-0.086875i,-0.084439-0.098603i,-0.066767-0.074284i,-0.033081-0.049895i,-0.012954-0.031482i,-0.0076482-0.019265i,-0.013296-0.0085562i,-0.020006+0.0014016i,-0.018309+0.0076105i,-0.0078459+0.0077049i,0.0013744+0.0020677i,0.0042929-7.4114e-05i,0.001815+0.0042549i,-0.0048964+0.0056293i,-0.0092796+0.0036427i,-0.0055142+0.0020175i,0.0018761+0.0012725i
-0.28352+0.1392i,-0.34299+0.29204i,-0.2284+0.42355i,-0.052217+0.40311i,0.029536+0.27056i,0.0094359+0.17794i,-0.016+0.14085i,-0.011733+0.10801i,-0.0035727+0.059442i,-0.0058621+0.01182i,-0.011203-0.0066635i,-0.0079205-0.0038807i,0.0050978-0.0022206i,0.01596-0.0063759i,0.011674-0.011278i,0.00068236-0.010326i,-0.0035331-0.0059993i,-0.00098931-0.0036365i,0.0048606-0.0017686i,0.0099515+0.0014597i,0.0098948+0.0030727i,0.0060851+0.0026719i,0.0052828+0.0011471i
-0.017575-0.33819i,-0.0081257-0.48608i,0.035802-0.50085i,0.087341-0.43122i,0.087805-0.33127i,0.071924-0.20388i,0.097651-0.1084i,0.10685-0.069628i,0.068167-0.02825i,0.034818+0.021323i,0.025841+0.037913i,0.020971+0.025515i,0.011582+0.0094128i,0.0051295+0.00062515i,0.0037817-0.0025942i,0.0020805-0.0021088i,0.0010988+0.00058419i,-0.00091473+0.0014661i,-0.0060045+0.00050065i,-0.0085118-0.00031653i,-0.0072228-0.0021549i,-0.0089158-0.003716i,-0.01351-0.0023773i
