-0.0026008+0.00093511i,-0.0032709-8.6286e-05i,-0.0047443+0.00042212i,-0.0045036+0.0022189i,-0.0036627+0.0034692i,-0.0023674+0.0039764i,-0.00085042+0.0035436i,-0.00051821+0.0024063i,-0.00033786+0.0012635i,6.084e-05+0.00032749i,-0.00014626-0.000138i,-0.00065669+4.8723e-05i,-0.00054581-2.1529e-05i,-0.00059651-0.00033467i,-0.00038959-0.00040271i,-0.00084433-0.00069956i,-0.0011477-0.00098616i,-0.00070674-0.00063616i,-0.00065308-0.00041993i,-0.0008576-0.00044702i,-0.0011633-0.00081783i,-0.00017611-0.00096116i,0.00066374+0.00028375i
0.0040233+0.032145i,-0.0069819+0.051815i,-0.027727+0.059253i,-0.02454+0.055234i,-0.0023222+0.051732i,0.0041185+0.039651i,3.4134e-06+0.01893i,0.0025738+0.0059656i,0.0073201+0.0017402i,0.0092337+0.00086586i,0.0093411+0.00039154i,0.0068699+0.0013331i,0.0017608+0.0027319i,-0.00098934+0.00057026i,0.00026155-0.0015741i,0.0013528-0.0024104i,0.0019503-0.0040254i,0.0034347-0.0029456i,0.0046337-0.00021003i,0.003408+0.00060049i,-0.001293+0.00028486i,-0.00581+0.0022838i,-0.0058995+0.0044241i
-0.017216-0.043848i,-0.029073-0.083069i,-0.034675-0.09764i,-0.051479-0.072472i,-0.071371-0.045749i,-0.058108-0.026655i,-0.027944-0.011294i,-0.011396-0.0058446i,-0.0058891-0.0051694i,-0.0066475-0.0065009i,-0.011663-0.0084775i,-0.013522-0.007978i,-0.0083083-0.0055065i,-0.0045444-0.0022895i,-0.0054098+9.8323e-05i,-0.0054448+0.0017182i,-0.0047385+0.0024146i,-0.0057546-0.00016168i,-0.0064192-0.002847i,-0.0043201-0.0024832i,0.00092957-0.00078615i,0.0064074-0.00034621i,0.0058179-0.0011731i
0.036704+0.01852i,0.041936+0.041616i,0.029445+0.063223i,0.028039+0.06243i,0.045203+0.052203i,0.040865+0.038527i,0.019679+0.02515i,0.010243+0.017433i,0.0079108+0.010933i,0.0067758+0.0072096i,0.0077744+0.0060239i,0.0076809+0.0045402i,0.0051182+0.0020373i,0.0040771-0.001278i,0.0058151-0.0038487i,0.0069533-0.0059074i,0.0059313-0.0064868i,0.0038595-0.0033936i,0.0023327+0.0015962i,0.00012405+0.0028186i,-0.0035629-7.7106e-05i,-0.0061244-0.0013248i,-0.0049188+0.00065312i
-0.042937-0.0030095i,-0.068742-0.056055i,-0.076313-0.083863i,-0.072383-0.049469i,-0.068509-0.0064974i,-0.048452+0.0038525i,-0.023125+0.0008583i,-0.0083674-0.0016617i,-0.0031065-0.0043427i,-0.0034603-0.0064343i,-0.0066757-0.0075126i,-0.0082943-0.0064551i,-0.0058217-0.0028224i,-0.0045631+0.0014835i,-0.0062317+0.0038337i,-0.0066356+0.0047168i,-0.0046287+0.0038829i,-0.0030147-0.00028327i,-0.0021995-0.0040196i,-5.2743e-06-0.0034709i,0.0037815-0.0012665i,0.0065209+8.5278e-05i,0.0055559-0.00024103i
0.034542-0.012392i,0.083306+0.014159i,0.099477+0.041269i,0.090113+0.032361i,0.075479+0.0063736i,0.046541+0.0038988i,0.018689+0.015289i,0.0028256+0.015784i,-0.0034477+0.011267i,-0.0014062+0.0092973i,0.0022174+0.0078133i,0.0028728+0.0055302i,0.00373+0.0018943i,0.0050913-0.0017076i,0.0055028-0.0017868i,0.0065055-0.0016951i,0.0062619-0.0025687i,0.0025106-0.00045973i,-0.0010992+0.0029842i,-0.0023727+0.0031564i,-0.0036764-8.3918e-05i,-0.0040072-0.0018775i,-0.0024986-0.00059441i
-0.061722+0.00010645i,-0.1162-0.038928i,-0.13471-0.071142i,-0.10369-0.053167i,-0.068454-0.016058i,-0.043286-0.0052694i,-0.020564-0.0083019i,-0.0031454-0.0091522i,0.0030752-0.01039i,0.0027446-0.01095i,-0.00023142-0.01043i,-0.0029612-0.006621i,-0.0048444-0.00092341i,-0.0075041+0.0029965i,-0.0080324+0.0022511i,-0.0070134+0.00039365i,-0.0057214-0.00055309i,-0.0016055-0.0032084i,0.001664-0.0048367i,0.00054329-0.0034146i,-0.0015739+0.0015057i,-0.0016049+0.005954i,-0.0019474+0.0057716i
0.074564-0.051291i,0.13922-0.054803i,0.16035-0.041298i,0.12859-0.042006i,0.080778-0.050056i,0.040796-0.035743i,0.012238-0.010617i,-0.0024529+0.003839i,-0.008097+0.0057545i,-0.0077026+0.0037609i,-0.0051401+0.0026806i,-0.0023944-1.0734e-05i,0.0026613-0.0045249i,0.0062993-0.0067417i,0.0047811-0.0031504i,0.003104+0.00010828i,0.002386-2.6983e-05i,-0.0020076+0.0003252i,-0.0057385+0.0023686i,-0.0042216+0.0026481i,-0.00062664-0.002334i,0.00052591-0.0064227i,0.00095364-0.004201i
-0.094+0.036253i,-0.15708+0.035612i,-0.17872+0.0030089i,-0.13887-0.0081961i,-0.080282+0.0011057i,-0.041252+0.0013991i,-0.012248-0.0061013i,0.0069501-0.013193i,0.013776-0.011597i,0.013053-0.0062924i,0.0092863-0.0038431i,0.0052495-0.0011667i,-0.00040966+0.0015195i,-0.0044793+0.0025368i,-0.003802+0.00046004i,-0.0026104-0.0022506i,-0.0024406-0.0029381i,0.00074575-0.0019956i,0.0036426-0.0014324i,0.0008315-0.00082648i,-0.0045031+0.002134i,-0.0066071+0.0054471i,-0.0061764+0.0060259i
0.11138-0.089883i,0.15357-0.13073i,0.14932-0.13456i,0.085325-0.11453i,0.017646-0.087655i,-0.011361-0.051611i,-0.01636-0.015921i,-0.01468+0.0067248i,-0.012065+0.010096i,-0.010489+0.001513i,-0.012024-0.0064908i,-0.0099955-0.0090115i,-0.001051-0.010272i,0.0033674-0.0092214i,0.0014023-0.0044435i,-0.00051807-0.00040034i,-0.0024193-0.0002814i,-0.0058624-0.0028635i,-0.0071316-0.003814i,-0.0021458-0.0030059i,0.0048881-0.0029198i,0.0090609-0.0031599i,0.0094774-0.0027031i
-0.086897+0.079521i,-0.16492+0.088798i,-0.19286+0.070478i,-0.14377+0.04318i,-0.077994+0.030806i,-0.033749+0.02456i,-0.0052772+0.013i,0.010091+0.0016977i,0.01537-0.00023582i,0.016825+0.0048004i,0.014829+0.0091326i,0.008495+0.0074865i,0.00049509+0.0038116i,-0.0010167+0.0021928i,0.0028972+0.00044672i,0.0035632-0.0014342i,0.0033775-0.0014114i,0.0049047+0.00083364i,0.0032603+0.0022671i,-0.0038194+0.0027916i,-0.0096248+0.003496i,-0.010994+0.0045278i,-0.010511+0.0054739i
0.074876-0.073333i,0.12499-0.17202i,0.11856-0.20861i,0.04593-0.1526i,-0.015755-0.079988i,-0.036378-0.036403i,-0.036706-0.0083636i,-0.03028+0.0076931i,-0.021466+0.007164i,-0.014343-0.0054885i,-0.012269-0.017119i,-0.0089785-0.0163i,-0.0014334-0.0095747i,0.00052272-0.0052567i,-0.0034977-0.0029829i,-0.0059605-0.00050914i,-0.0060062-0.0009105i,-0.0055751-0.0045299i,-0.002794-0.0049921i,0.0040618-0.0016063i,0.010725+0.00069868i,0.014289+0.00068526i,0.014182-0.00090621i
-0.089355+0.080637i,-0.11833+0.15197i,-0.13469+0.17868i,-0.10032+0.1358i,-0.048347+0.085963i,-0.014704+0.057092i,0.0021163+0.034073i,0.0099024+0.013272i,0.010775+0.0050261i,0.0086194+0.011699i,0.0069849+0.020997i,0.0030877+0.01991i,-0.0033624+0.011985i,-0.0047842+0.0093131i,-0.00019929+0.0092697i,0.0042714+0.0069497i,0.0059036+0.0048884i,0.0047536+0.0058798i,-0.00079489+0.0067686i,-0.0091514+0.0037535i,-0.013435+0.00038863i,-0.013022+4.3737e-05i,-0.0097604+0.002972i
-0.005674-0.10617i,-0.0015157-0.22899i,-0.010328-0.26883i,-0.034289-0.17297i,-0.052778-0.067409i,-0.053052-0.026015i,-0.044454-0.011574i,-0.029357-0.0021719i,-0.014597-0.0072275i,-0.0072614-0.022423i,-0.0075996-0.030634i,-0.0070341-0.023332i,-0.002416-0.010588i,-0.0026168-0.005978i,-0.0059998-0.0089761i,-0.0066936-0.0089481i,-0.0057237-0.0070892i,-0.0031176-0.0081042i,0.00131-0.0072818i,0.0058695-0.001788i,0.011256+0.0043311i,0.014817+0.0055751i,0.012331+0.0026097i
0.019191+0.019454i,0.023858+0.14868i,-0.00024676+0.2037i,-0.0066823+0.14444i,0.010965+0.068982i,0.01897+0.036599i,0.01994+0.025761i,0.017728+0.014072i,0.011335+0.0083063i,0.0043847+0.015114i,-0.00060221+0.02303i,-0.0033929+0.018641i,-0.0042768+0.0064217i,-0.002496+0.0023898i,-0.00081374+0.0081663i,0.0010174+0.011935i,0.0032847+0.0098448i,0.00071311+0.0064992i,-0.0049129+0.0050088i,-0.0087251+0.0024943i,-0.01081-0.0029332i,-0.011971-0.0039534i,-0.0098351+0.0016035i
-0.06652-0.097143i,-0.12068-0.23717i,-0.12301-0.28555i,-0.087339-0.17673i,-0.047375-0.057079i,-0.024344-0.017869i,-0.018182-0.010172i,-0.007292-0.0044555i,0.0031811-0.010011i,0.0063342-0.022025i,0.0072039-0.028624i,0.006366-0.021485i,0.0063409-0.0075927i,0.0053822-0.0045435i,0.0051331-0.012765i,0.0038791-0.017441i,0.00028279-0.014388i,0.00094154-0.0095937i,0.0035993-0.0048378i,0.0056125-0.00049132i,0.0079988+0.001874i,0.0090728-0.000286i,0.0070246-0.0052003i
0.16211+0.080094i,0.18827+0.19683i,0.15387+0.22834i,0.094847+0.13238i,0.050568+0.034243i,0.030218+0.0090134i,0.024791+0.016302i,0.01521+0.018828i,0.0022316+0.019227i,-0.0059298+0.021886i,-0.010023+0.021457i,-0.0074163+0.013266i,-0.0008422+0.0012655i,-0.00081936-0.0010393i,-0.00542+0.0073728i,-0.0055904+0.011962i,-0.004096+0.0087606i,-0.0046176+0.0035964i,-0.0057443+1.2007e-05i,-0.0062781-0.0027533i,-0.0059464-0.0044616i,-0.0045633-0.0032058i,-0.0016043+6.7282e-06i
-0.20637-0.10006i,-0.30991-0.24821i,-0.29749-0.28694i,-0.19182-0.17497i,-0.084189-0.060581i,-0.035843-0.014232i,-0.017396+0.0026003i,0.0017995+0.004019i,0.011447-0.0083002i,0.012475-0.019109i,0.01106-0.018964i,0.0067961-0.010276i,0.0018838-0.00079204i,0.0030013+0.001219i,0.0090978-0.0053484i,0.010638-0.011395i,0.0078071-0.011546i,0.0044543-0.0070986i,0.0022269-0.0013064i,0.003421+0.0026458i,0.0045972+0.0029269i,0.0045639+0.00048609i,0.0038697-0.0019118i
0.271+0.12916i,0.34261+0.17555i,0.29169+0.14835i,0.16044+0.045485i,0.041814-0.023922i,-0.0067326-0.024924i,-0.014546-0.0029754i,-0.019301+0.013693i,-0.020104+0.022451i,-0.014292+0.020436i,-0.010626+0.0093853i,-0.0053985-0.0018129i,0.0026814-0.0088256i,0.001396-0.008222i,-0.0092155+0.00010368i,-0.014431+0.0059525i,-0.012011+0.0041473i,-0.0083141-0.0018125i,-0.005049-0.0042209i,-0.0032724-0.0018788i,-0.0026338+0.00043286i,-0.0030959+0.0023578i,-0.0028998+0.0036211i
-0.33854-0.091515i,-0.42316-0.20235i,-0.38824-0.19729i,-0.24274-0.091665i,-0.098281-0.015328i,-0.036844+0.0035059i,-0.015912+0.0071178i,0.0060653-0.001386i,0.013906-0.01509i,0.010659-0.014737i,0.0089766-0.0052574i,0.0025268+0.0023515i,-0.0074194+0.0066335i,-0.0083549+0.0082215i,0.0019045+0.0057797i,0.0090513-0.00056884i,0.0054893-0.0031482i,0.0013178+0.0011472i,0.0011865+0.0049777i,0.00048027+0.0034115i,-0.00041228+0.00068482i,-0.0001004-0.00073149i,0.0002216-0.00086324i
0.21767+0.11312i,0.34944+0.16357i,0.2995+0.10326i,0.12596+0.016864i,-0.0097879-0.015168i,-0.044426-0.014242i,-0.035396-0.012305i,-0.033715-0.0021424i,-0.026865+0.0092555i,-0.014104+0.0048393i,-0.0088765-0.0061851i,-0.00188-0.011198i,0.0062081-0.011206i,0.0024257-0.01132i,-0.0087302-0.011208i,-0.01575-0.0072759i,-0.013116-0.0036215i,-0.0080052-0.0059192i,-0.0066041-0.0065555i,-0.0050378-0.0010935i,-0.0024265+0.0029887i,-0.00087303+0.0031508i,0.00035241+0.0015212i
-0.31836-0.26271i,-0.47189-0.2566i,-0.4528-0.15268i,-0.27233-0.039926i,-0.1051+0.0039544i,-0.032607+0.0077222i,-0.00012819+0.014696i,0.029062+0.0062989i,0.033782-0.013177i,0.018671-0.015004i,0.0031004-0.0042437i,-0.010346+0.0015542i,-0.02008-0.00027754i,-0.019212+0.00011198i,-0.0085079+0.0046235i,-1.4495e-05+0.0069519i,-0.00065604+0.0065405i,-0.002818+0.006911i,-0.0018048+0.006174i,-0.0022701+0.0026551i,-0.0039892+0.00076047i,-0.0032714+0.0024042i,-0.0021142+0.0046851i
0.32028+0.1443i,0.39975+0.11704i,0.32223-0.00039975i,0.12869-0.051417i,0.0016526-0.010545i,-0.016893+0.0095778i,-0.016905-0.0043237i,-0.023712+0.0016532i,-0.013842+0.014441i,0.0024894+0.006637i,0.009939-0.0093576i,0.012354-0.011859i,0.017371-0.0050826i,0.018973-0.0050225i,0.012907-0.0097871i,0.0058149-0.010478i,0.0025789-0.0084413i,0.0024537-0.008859i,0.0013947-0.008141i,0.0023265-0.0032633i,0.0050436-0.00089457i,0.0050655-0.0044212i,0.0035325-0.0087036i
-0.19572-0.17374i,-0.35814-0.12424i,-0.36777+0.002368i,-0.20443+0.064409i,-0.053875+0.033688i,-0.0071939+0.023641i,0.018582+0.045747i,0.041015+0.035422i,0.030536+0.0099367i,0.0054534+0.0017051i,-0.011791+0.0039891i,-0.015985+0.0020827i,-0.014483-0.0035798i,-0.014843-0.0017222i,-0.013709+0.0063666i,-0.010022+0.01182i,-0.0058715+0.012191i,-0.0046399+0.0094842i,-0.00531+0.0061654i,-0.0043295+0.004077i,-0.0019568+0.0049653i,-0.00043932+0.0070514i,-0.0008509+0.0083726i
0.16394+0.19446i,0.2114+0.077532i,0.17752-0.056343i,0.063517-0.070291i,-0.0082161+0.011709i,-0.0059263+0.042044i,-0.010016+0.014862i,-0.021779+0.0060089i,-0.01599+0.0073368i,-0.0032513+0.0011021i,0.0071054-0.0048352i,0.011185-0.0010144i,0.013256+0.011133i,0.017345+0.014396i,0.018247+0.0060421i,0.015497-0.0020746i,0.0098959-0.005258i,0.0044193-0.0045289i,0.0031656-0.0020819i,0.0072437+0.00061796i,0.014302-0.00092736i,0.017586-0.0087528i,0.015071-0.015226i
-0.094145-0.071566i,-0.23818-0.026782i,-0.2855+0.065173i,-0.1577+0.072576i,-0.041936+0.00033167i,-0.023186-0.015658i,-0.004003+0.025902i,0.019351+0.031658i,0.011486+0.010211i,-0.0059249+0.00029966i,-0.0168-0.00039409i,-0.018322-0.0043896i,-0.016287-0.014532i,-0.020348-0.018773i,-0.025759-0.010804i,-0.022953-0.0016968i,-0.015322-0.0014467i,-0.010887-0.0029844i,-0.0081798-0.00010674i,-0.0062551+0.0035199i,-0.0075514+0.006486i,-0.0087601+0.011183i,-0.0077559+0.014977i
-0.073506+0.10393i,0.089859-0.060056i,0.12392-0.15787i,0.031258-0.10155i,0.0020867-0.0044636i,0.015749+0.016215i,-0.0023601-0.0075279i,-0.013403-0.011461i,-0.003631-0.0062047i,0.0065044-0.0039539i,0.01187-0.0017773i,0.011001+0.0014237i,0.0061382+0.01114i,0.0080781+0.019989i,0.015618+0.014883i,0.018443+0.0015705i,0.013036-0.0044041i,0.0057703-0.0029874i,0.0042819-0.00082386i,0.0076796-0.00058226i,0.012285-0.0054557i,0.01304-0.012936i,0.0090263-0.015926i
-0.032525+0.043183i,-0.16044+0.1859i,-0.21546+0.21432i,-0.12378+0.11103i,-0.072157-0.00054229i,-0.060853-0.027503i,-0.02077-0.0043322i,-0.00046581+0.00061635i,-0.0074943+0.0010425i,-0.0099818+0.0033884i,-0.0086947+0.0012758i,-0.0052205-0.0029421i,-0.0017344-0.017106i,-0.0076401-0.029488i,-0.016789-0.024394i,-0.020281-0.01357i,-0.016784-0.0096263i,-0.010113-0.0093438i,-0.0082112-0.0062552i,-0.01043-0.0013797i,-0.014955+0.0013575i,-0.018821+0.0043192i,-0.016588+0.0075714i
-0.19903-0.30853i,-0.041319-0.34679i,0.014943-0.26144i,-0.041872-0.10762i,-0.020609-0.012564i,0.019727-0.0042791i,0.013608-0.020725i,0.01601-0.020991i,0.023504-0.018957i,0.019849-0.015807i,0.016111-0.010816i,0.010547-0.0078542i,0.00067708+0.0023329i,-0.0018098+0.016575i,0.0058902+0.018707i,0.010657+0.010785i,0.004822+0.0051235i,-0.0035448+0.0053271i,-0.0024497+0.0054767i,0.004104-0.00038287i,0.0090016-0.0080927i,0.010282-0.01417i,0.0062222-0.014903i
0.17498+0.24082i,-0.061528+0.36501i,-0.17372+0.28135i,-0.11986+0.13101i,-0.087719+0.043194i,-0.069545+0.022394i,-0.022019+0.017482i,0.0010491+0.0039648i,-0.0016757+0.0052467i,-0.00046263+0.0088632i,-0.0027253+0.00070335i,-0.004978-0.0045941i,0.0029048-0.013009i,0.0080917-0.023631i,0.0026643-0.023121i,-0.0080332-0.01584i,-0.012255-0.0091224i,-0.0072877-0.007738i,-0.003222-0.0086449i,-0.0049792-0.006104i,-0.01073-0.0016443i,-0.016346+0.0030964i,-0.014647+0.0052018i
0.094565-0.4785i,0.14767-0.52653i,0.12329-0.32608i,0.034102-0.12958i,0.015078-0.052547i,0.028448-0.032171i,0.024618-0.0078196i,0.031163+0.0077191i,0.034063-0.0016106i,0.022003-0.011462i,0.012494-0.013268i,0.0047153-0.012083i,-0.0036696-0.0013198i,-0.0055813+0.011974i,-0.0018088+0.015164i,2.9511e-05+0.011719i,-0.0010286+0.0079345i,-0.0027764+0.0064807i,-0.0013215+0.0063201i,0.0047306+0.0040754i,0.011425+0.00059788i,0.013445-0.0015558i,0.007798-0.0012614i
-0.071312+0.74339i,-0.25221+0.72942i,-0.2668+0.47933i,-0.14644+0.26335i,-0.075601+0.18011i,-0.053343+0.14389i,-0.02381+0.088556i,-0.010345+0.036311i,-0.014066+0.014657i,-0.017827+0.006842i,-0.022937+0.0026966i,-0.023719+0.0043413i,-0.013364+0.0036402i,-0.0015254-0.00019987i,-0.0023735-0.0012053i,-0.0093552+0.0023237i,-0.011027+0.0065879i,-0.0071665+0.005994i,-0.0039887+0.0042437i,-0.0020818+0.0075089i,0.00035213+0.0114i,0.0004012+0.0095511i,5.0087e-05+0.0013272i
0.20908-0.62012i,0.30447-0.6777i,0.19765-0.39691i,0.069472-0.15948i,0.040322-0.11776i,0.020703-0.10168i,0.00062882-0.033401i,0.0088114+0.0069475i,0.01641-0.004507i,0.013791-0.017222i,0.012731-0.015651i,0.0061666-0.0094i,-0.0070896-0.00088125i,-0.016189+0.0036253i,-0.012443+0.0014675i,-0.0039141-0.0020553i,-0.0004264-0.0018266i,-0.00068885+0.0021391i,-0.0013003+0.0046954i,0.00050544+0.0037301i,0.0041086+0.0038244i,0.0055992+0.0069297i,0.0026+0.011297i
-0.4789+0.80108i,-0.55004+0.76313i,-0.38085+0.47212i,-0.15222+0.25995i,-0.052769+0.21134i,-0.027188+0.17801i,-0.017182+0.10008i,-0.015645+0.034243i,-0.013652+0.0070576i,-0.016463-0.0027691i,-0.025301-0.0036104i,-0.027495-0.00022846i,-0.022998-0.0010534i,-0.01684+0.00034779i,-0.014275+0.0055856i,-0.012834+0.0088137i,-0.011214+0.0084637i,-0.008925+0.0066346i,-0.0050175+0.0055859i,-0.00099917+0.0061425i,0.0027224+0.0031566i,0.0043275-0.0050271i,0.0050095-0.010531i
0.4016-0.64857i,0.58918-0.64529i,0.38195-0.41227i,0.11781-0.2196i,0.044164-0.19266i,0.023493-0.18407i,0.0064978-0.10909i,0.0038346-0.042535i,0.0018071-0.0087989i,0.014875+0.011401i,0.031417+0.011235i,0.03278+0.0034813i,0.023131-0.0015784i,0.012691-0.0059144i,0.01259-0.0080072i,0.015652-0.01i,0.01539-0.0088918i,0.012604-0.0061546i,0.00812-0.0058923i,0.00766-0.0087001i,0.0058543-0.0105i,-0.0012598-0.0016502i,-0.0085084+0.011945i
-0.8539+0.39579i,-0.8326+0.5618i,-0.44131+0.45791i,-0.097749+0.2863i,0.0059233+0.20065i,0.024122+0.15228i,0.028203+0.074724i,0.015082+0.011111i,-0.0016859-0.011622i,-0.017683-0.018915i,-0.024386-0.018331i,-0.018189-0.013453i,-0.011037-0.0087662i,-0.011056-0.0008544i,-0.014866+0.0057034i,-0.017294+0.0073966i,-0.018709+0.0061614i,-0.014904+0.0053809i,-0.0057403+0.0050243i,-0.00041967+0.0010706i,0.0018185-0.0079339i,0.0030437-0.01883i,0.0040402-0.02251i
0.94928-0.60144i,0.84478-0.54681i,0.42545-0.38742i,0.079201-0.25739i,-0.03104-0.2011i,-0.024162-0.16807i,0.011352-0.10515i,0.032871-0.052948i,0.023168-0.017904i,0.018567+0.012949i,0.025254+0.021921i,0.026747+0.018159i,0.029366+0.013195i,0.035117+0.0048555i,0.035028-0.00065639i,0.027718-0.0024934i,0.021207-0.00099321i,0.0173-0.0019678i,0.011658-0.0073116i,0.0072151-0.012246i,0.0028707-0.013679i,-0.0047659-0.0060005i,-0.010154+0.0059014i
-0.62431+0.18592i,-0.68661+0.27302i,-0.34106+0.30442i,-0.019903+0.23206i,0.069981+0.15311i,0.055752+0.12568i,0.034463+0.087843i,0.026536+0.043608i,0.027609+0.0062152i,0.015158-0.028671i,-0.0055157-0.0427i,-0.015732-0.033502i,-0.014978-0.015149i,-0.012637-0.0020204i,-0.017201-0.0018658i,-0.02425-0.0045435i,-0.025874-0.0034759i,-0.01844-0.0024792i,-0.0075941-0.0031535i,-0.002458-0.0071323i,-0.00093265-0.01583i,0.001825-0.025608i,0.0045509-0.02766i
0.87946+0.20495i,0.7387-0.04002i,0.29818-0.20026i,-0.02115-0.18058i,-0.10004-0.10227i,-0.074396-0.055757i,-0.029747-0.025982i,-0.0019758-0.0092178i,0.0022298+0.0070797i,0.0029237+0.02319i,2.113e-05+0.022985i,-0.0035537+0.014066i,1.6415e-05+0.0078294i,0.0088051+0.0078819i,0.015034+0.013072i,0.013775+0.015405i,0.009853+0.012219i,0.0059337+0.0061583i,0.0021756+0.0028795i,-0.00043445+0.0051837i,-0.0030938+0.010768i,-0.005382+0.017264i,-0.0066638+0.018516i
-0.62454-0.058902i,-0.54163+0.042385i,-0.22216+0.20625i,0.055647+0.17456i,0.11904+0.050836i,0.060147+0.017622i,0.0053974+0.028374i,-0.0080697+0.017292i,0.0030325-0.016112i,0.0068008-0.044478i,0.0019219-0.043994i,-0.0093619-0.024581i,-0.025716-0.0050729i,-0.032364+0.0017161i,-0.029624-0.0073576i,-0.026407-0.016255i,-0.021106-0.014031i,-0.01278-0.0085342i,-0.0075739-0.0060302i,-0.010283-0.0045436i,-0.01731-0.0002995i,-0.018289+0.0011075i,-0.011406-0.001838i
0.21611+0.47644i,0.21575+0.20281i,-0.047474-0.10036i,-0.24285-0.11133i,-0.20984-0.00024198i,-0.11217+0.0311i,-0.055821+0.019986i,-0.030042+0.012117i,-0.024424+0.011818i,-0.025383+0.016255i,-0.02361+0.015752i,-0.017042+0.0080472i,-0.012599-0.0044448i,-0.01332-0.0074032i,-0.012821+0.006711i,-0.010095+0.021043i,-0.011275+0.024363i,-0.016259+0.020378i,-0.018914+0.016648i,-0.014446+0.016842i,-0.0081745+0.020106i,-0.0057523+0.023788i,-0.0049236+0.024799i
-0.27087-0.36979i,-0.11212-0.15078i,0.08513+0.093061i,0.20535+0.10031i,0.20024-0.049424i,0.12133-0.11176i,0.053791-0.078708i,0.013815-0.051048i,0.00080717-0.037629i,0.0163-0.025706i,0.029515-0.019409i,0.024426-0.010948i,0.011606+0.0024287i,0.0040676+0.0074742i,0.0056607+0.00097702i,0.0078914-0.0061263i,0.0084616-0.004551i,0.011725-0.0012714i,0.015872-0.0071801i,0.013414-0.014159i,0.0056051-0.011437i,0.0011884-0.0055307i,-0.00026131-0.0038548i
-0.27754+0.096112i,-0.20184+0.049423i,-0.15013-0.082905i,-0.18802-0.046634i,-0.16486+0.08979i,-0.070707+0.11389i,-0.016673+0.05973i,-0.014138+0.027393i,-0.030703+0.020308i,-0.041305+0.021185i,-0.028271+0.014496i,-0.001457-0.0015585i,0.018512-0.017152i,0.020405-0.022138i,0.004691-0.011881i,-0.012327+0.0058249i,-0.016925+0.016509i,-0.017054+0.014222i,-0.016455+0.011485i,-0.0040836+0.012527i,0.017371+0.0077781i,0.027373+0.0021629i,0.01959+0.0043046i
0.44604-0.35583i,0.45156-0.069465i,0.43719+0.17155i,0.38239+0.11958i,0.25667-0.068083i,0.14293-0.13756i,0.10132-0.10175i,0.074696-0.069182i,0.038791-0.039764i,0.02801-0.0092288i,0.030119+6.1954e-05i,0.021689+0.0068111i,0.017609+0.02369i,0.025782+0.03202i,0.037558+0.022336i,0.043988+0.0070234i,0.043999+0.0013314i,0.045082-0.00016078i,0.043696-0.0092674i,0.032252-0.022773i,0.015027-0.029112i,0.00058383-0.023621i,-0.0051195-0.014716i
-0.17688-0.13684i,-0.32047-0.22541i,-0.25873-0.19832i,-0.1566-0.084985i,-0.11247+0.030292i,-0.073641+0.09017i,-0.039303+0.083723i,-0.019706+0.055115i,-0.0088335+0.021352i,-0.019253-0.011033i,-0.034701-0.019675i,-0.02782-0.014378i,-0.0083207-0.016024i,-0.00016192-0.024877i,-0.012826-0.02644i,-0.031855-0.01235i,-0.035632-4.2217e-05i,-0.030523+0.00089747i,-0.029275+0.00044752i,-0.023545-0.0027752i,-0.0091143-0.015456i,0.00055462-0.026525i,0.0012475-0.020937i
0.56489+0.35586i,0.55425+0.27323i,0.411+0.14161i,0.26207-0.010134i,0.12988-0.12409i,0.04507-0.13983i,0.033463-0.085691i,0.043033-0.036023i,0.04117+0.0011089i,0.044497+0.019595i,0.037077+0.0073665i,0.012938+0.00093588i,-0.0020383+0.019227i,-0.00043462+0.039157i,0.012726+0.040388i,0.027721+0.025568i,0.031698+0.011697i,0.028255-0.00017321i,0.022231-0.011153i,0.0069797-0.019883i,-0.013996-0.024587i,-0.023027-0.018621i,-0.017356-0.0077764i
-0.2773-0.22432i,-0.31727-0.42452i,-0.24269-0.3882i,-0.095524-0.2234i,-0.021935-0.10422i,-0.037321-0.035428i,-0.064858+8.646e-05i,-0.061619+0.0078554i,-0.033938-0.011713i,-0.022145-0.038525i,-0.025197-0.035393i,-0.01785-0.022401i,-0.011442-0.028814i,-0.016151-0.040389i,-0.033382-0.038242i,-0.051739-0.020988i,-0.05056-0.007695i,-0.038124-0.0062669i,-0.034634-0.0066135i,-0.040118-0.0036763i,-0.042562+0.0023834i,-0.031746+0.0070166i,-0.014183+0.0058446i
0.038955+0.54193i,0.2131+0.48375i,0.13926+0.20087i,-0.029555-0.0017417i,-0.083157-0.054199i,-0.049016-0.063765i,-0.014748-0.052751i,-0.0089573-0.017993i,-0.0091738+0.023747i,0.014359+0.041639i,0.040516+0.016302i,0.044028-0.012877i,0.032099-0.011884i,0.018757+0.012753i,0.021845+0.034337i,0.039455+0.033095i,0.045929+0.01977i,0.035834+0.0090795i,0.020945+0.0027023i,0.002961+0.0012125i,-0.017406+0.0051978i,-0.02579+0.012714i,-0.018427+0.020011i
