-0.0026008+0.00093511i,-0.0032709-8.6286e-05i,-0.0047443+0.00042212i,-0.0045036+0.0022189i,-0.0036627+0.0034692i,-0.0023674+0.0039764i,-0.00085042+0.0035436i,-0.00051821+0.0024063i,-0.00033786+0.0012635i,6.084e-05+0.00032749i,-0.00014626-0.000138i,-0.00065669+4.8723e-05i,-0.00054581-2.1529e-05i,-0.00059651-0.00033467i,-0.00038959-0.00040271i,-0.00084433-0.00069956i,-0.0011477-0.00098616i,-0.00070674-0.00063616i,-0.00065308-0.00041993i,-0.0008576-0.00044702i,-0.0011633-0.00081783i,-0.00017611-0.00096116i,0.00066374+0.00028375i
-0.0017132+0.002974i,-0.002613+0.0031373i,-0.0024164+0.0044842i,-0.0014984+0.0045001i,-0.00098124+0.0031015i,-0.00023357+0.0019i,0.0010947+0.0018081i,0.0012352+0.0015199i,-0.00032689+0.0016486i,-0.00028874+0.0016658i,0.00018322+0.0011212i,-0.00052441+0.001425i,-0.0012234+0.0014174i,-0.0010921+0.00070119i,-0.00024049+0.00030828i,0.00027829+0.00027539i,0.00030278+0.00010598i,0.00066343-2.2804e-05i,0.0010784+0.00017729i,0.00052731+0.00055664i,0.00024334+0.00081618i,-0.00011059+0.00071848i,-0.00036757-4.7138e-05i
-0.00014362-0.00055814i,-0.0023568+0.00031483i,-0.0027243+0.0013563i,-0.001366+0.0018165i,-0.00040449+0.0025054i,0.00016857+0.0030416i,0.00093485+0.00155i,0.00081987-4.4129e-05i,-0.00035725-0.00083493i,-0.00079079-0.0012261i,-0.00038883-0.00081364i,-0.0012805-0.00049022i,-0.0013681-0.0010169i,-7.1869e-05-0.00089378i,0.00055115-0.00060225i,0.00055901-0.00087299i,9.5397e-05-0.00013887i,-0.00010402+0.00061552i,0.00023237+0.00025373i,0.00048724-0.00016261i,2.7589e-05-0.00031226i,-0.00036742-7.3677e-05i,-0.00077037+0.00062304i
-0.00083836+0.00048716i,-0.0029068+0.0010281i,-0.0036075+0.0031267i,-0.0025791+0.0045912i,-0.00078117+0.0041762i,0.00057817+0.0025722i,0.0014503+0.00057142i,0.0015253-0.00085329i,0.0013625-0.0006584i,0.00064268+0.00045579i,0.00035826+0.00025124i,0.00044582-0.00025407i,-1.1845e-05+0.00016325i,0.00019551-8.0959e-05i,0.00042764-0.00037219i,0.00026329-4.0104e-05i,0.00023738-0.00040561i,-0.00018167-0.00074219i,-0.00067839-0.00061988i,-0.00037699-0.00024608i,0.00046001+0.0008421i,0.00051179+0.00088589i,-0.00021194+0.00011169i
-0.00095113+0.002548i,-0.0021517+0.0022179i,-0.002741+0.0030231i,-0.0010648+0.0031913i,0.00047054+0.0024492i,0.00051421+0.0017941i,0.00075564+0.00061604i,0.0012382+0.00041484i,0.00016397+0.00073137i,-0.00086364+0.00033484i,-0.0011231+0.00047385i,-0.0012771+0.0011238i,-0.0011906+0.0017487i,-0.00065299+0.0015356i,-0.00040386+0.00080465i,-0.00095076+0.00011569i,-0.0007901-0.00033745i,3.7555e-06-0.00026351i,0.00020886+0.0001573i,0.00049719+0.00041046i,0.00020444+0.0005101i,-0.00027904+0.00055795i,0.00023728+0.00035297i
-0.0026016-0.0031553i,-0.0041844-0.0012114i,-0.0049534+0.0032259i,-0.0038996+0.0042867i,-0.0016631+0.0041957i,-0.00044577+0.0041342i,1.9279e-05+0.0024196i,-2.7119e-05-0.00028246i,-0.0001965-0.0015516i,-0.00042416-0.00078478i,-0.00030626-0.0003025i,0.00012023-0.00013162i,-0.00018363-0.00077784i,1.7918e-05-0.00073132i,0.0007276-8.0593e-05i,0.00065047-0.00050076i,0.00059281-0.00042101i,0.00072323+0.00058312i,-0.00022602+0.00083715i,-0.00054111+0.0008212i,0.00019527+0.00022156i,0.00030433-0.00013201i,-0.00032309+5.0739e-05i
-0.0012773+0.0013654i,-0.0037719+0.0012561i,-0.004564+0.0024166i,-0.002485+0.0029073i,-0.00050603+0.002696i,-0.00011264+0.0018404i,-0.00014402+0.00040383i,0.00036889-6.1514e-05i,0.0008059-0.00025878i,0.00042616-0.00034016i,0.00033495+0.00023289i,0.00043921+0.00090151i,-0.00018571+0.00079031i,1.8999e-05+3.8679e-05i,0.0011975-0.00023502i,0.00053875-0.0001846i,3.9048e-05+0.00035826i,0.00075966+0.00047303i,0.00085684+0.00014216i,3.765e-05+0.00013977i,-0.00078854-0.00017174i,-0.0006471+0.00012207i,-0.00033971-0.00035745i
-0.0034021-0.00061372i,-0.0058336+4.1969e-06i,-0.0056887+0.0022454i,-0.0035934+0.0042887i,-0.0023826+0.0051504i,-0.00075125+0.0044311i,0.00068869+0.0024226i,4.8387e-05+0.00087831i,-0.0012739+0.00066012i,-0.0016151+0.00017976i,-0.0010844-0.00056705i,-0.00061223+2.9029e-05i,-4.6047e-05+8.4844e-05i,0.00010885-0.0003864i,-4.4759e-05+0.00044384i,0.00023469+0.00044259i,0.00024241-0.00077639i,9.2474e-05-0.0013724i,-0.00049751-0.001031i,-0.00097189-0.00067757i,-0.00072908-0.0003804i,-0.00014323+0.00016858i,9.1012e-05+2.482e-05i
-0.0023313-0.00058169i,-0.0028975+0.0010369i,-0.0029374+0.0032464i,-0.0028575+0.0041502i,-0.0010887+0.0047384i,0.00066415+0.003796i,0.001012+0.0018753i,0.0007944+0.00025828i,9.2381e-05-0.00083546i,0.00042188-0.00084379i,0.00047303-0.00041452i,-0.00047214-0.00067509i,-0.00051262-0.00098814i,0.00046199-0.00058613i,0.0010787-0.00077668i,0.0011498-0.00084447i,0.00060501-0.00014924i,-0.00025236+0.00032666i,5.5962e-05+0.00030446i,0.00049865-0.00023746i,0.00039359-0.00087568i,0.00036084-0.00056549i,0.0004548-0.00016637i
-0.0024395+0.00093135i,-0.0044176+0.0018114i,-0.0043703+0.0025922i,-0.0027722+0.0035587i,-0.00088393+0.0042067i,0.00058698+0.0030802i,0.00091033+0.0017918i,0.0010812+0.0011776i,0.0012768+0.0010526i,0.00086292+0.0015129i,-4.6968e-05+0.0018397i,0.00010902+0.0012899i,0.00010512+0.00041981i,0.00027459+0.00013791i,0.00057291+0.00044356i,0.0005651-0.00012456i,-0.00016431+2.0678e-05i,-0.0011571+0.00037748i,-0.00083505-0.0003894i,-0.00029052-0.00029996i,-0.00012241+0.00013957i,-8.5612e-05-1.1564e-05i,0.00020296+0.00016238i
-0.0010842+0.0020584i,-0.0038552+0.0014261i,-0.0044372+0.0036818i,-0.0019672+0.0050969i,6.1087e-05+0.0038382i,0.0011415+0.0023811i,0.0011535+0.0012289i,0.00023935+8.2423e-06i,-0.00036752-0.00034504i,-0.0010578+0.00028619i,-0.001196+0.00086275i,-0.0003645+0.00062759i,-5.7254e-05+0.00072175i,-0.00073578+0.00040372i,-0.0012913-0.00044569i,-0.00080114-0.00048964i,-0.00026454-0.00051379i,0.00021271-0.00025962i,0.00043194-3.4853e-05i,-7.3905e-05-0.00048464i,-0.00083948-8.4324e-05i,-0.001251+0.00059339i,-0.0014692+0.00048342i
-0.0015642+0.00051894i,-0.0029431+0.0013695i,-0.002835+0.0024448i,-0.0016173+0.0029168i,-0.00069583+0.0025583i,0.00014567+0.0016344i,0.00017274+0.00067057i,-0.00017485-0.00075631i,-0.00018853-0.001525i,-0.00035103-0.0012297i,-0.00011318-0.00055765i,0.00084502-0.00078497i,0.0013543-0.00014738i,0.00023781+0.00021627i,-0.00035294-0.00042773i,-0.00030369-0.00072873i,-0.00012411+3.9663e-05i,-0.00010187+0.0004163i,-0.00035108+0.00032762i,-0.00027833+0.00037193i,-0.00013776+0.00033525i,0.00010513-4.0202e-05i,0.00067783+0.00062892i
-0.00050064-0.0044743i,-0.0042281-0.0025063i,-0.0070685+0.00056823i,-0.0055441+0.0030845i,-0.0030062+0.0034762i,-0.00088102+0.0022011i,0.0012819+0.0014343i,0.0012461+0.0010368i,0.00014393+0.00024567i,-0.00066328+0.00055327i,-0.00076874+0.00086942i,0.00024847+5.9393e-05i,0.00028927+0.00031931i,-0.00025763+0.0010488i,0.00025456+0.001858i,0.0007866+0.0020462i,0.00018877+0.0011638i,-0.00048327+0.0010633i,0.00050895+0.0014067i,0.0011725+0.00089779i,0.0010869+0.00037338i,0.00087325+0.0003961i,1.5683e-05+0.00033331i
-0.00065983+0.00086845i,-0.0026838+0.0015101i,-0.0032355+0.0032101i,-0.0024082+0.0040204i,-0.0020912+0.0034999i,-0.0010657+0.002846i,-0.00027871+0.0013483i,-0.00010044+0.00034019i,-0.000563+7.6051e-05i,-0.00066451-0.00035423i,-0.0006777+2.7615e-05i,-0.0010119+0.00019757i,-0.00064527-0.00059661i,-8.2251e-05-0.00064696i,0.00019723-0.00028685i,-0.00049083-0.00013712i,-0.00071977+0.0004513i,-0.00024488+0.0010528i,0.0004585+0.00092716i,0.00057954+0.00042214i,-0.00021582+0.00046683i,-0.00032354+0.0007586i,1.2767e-05+0.00097407i
-0.00062619-0.00025446i,-0.0024647+0.00052062i,-0.003547+0.0017574i,-0.0029856+0.0030392i,-0.0022283+0.0024164i,-0.001412+0.0012823i,-0.00014313+0.00099579i,0.00029503-8.9444e-05i,0.00012325-0.00082805i,-7.4918e-05+0.00010968i,2.9277e-05+0.00078696i,-8.2983e-05+0.0010422i,-0.00023805+0.00085644i,0.00022273+0.00018857i,0.00063675-0.0003753i,0.00086042-0.00039116i,-2.7755e-05-7.9422e-05i,-0.00051228-0.00036094i,0.00061436+5.0463e-05i,0.00064916+0.0006814i,0.00060838+0.00048135i,0.00041176+0.00055264i,-3.4548e-06-0.00042105i
-0.00047376+0.00059069i,-0.0018253+7.9758e-05i,-0.0033334+0.0017829i,-0.0035066+0.0029563i,-0.0014832+0.0031651i,0.00089029+0.0022079i,0.001266+0.00079968i,0.00096517-0.00051367i,0.00054158-0.00073192i,-0.00070327+0.00026485i,-0.000949+0.00044387i,-0.0003708+0.00088368i,-9.5226e-05+0.00082187i,0.00024582+0.00080782i,0.00048984+0.00028253i,0.00050164+0.00012989i,3.5e-05+0.00094505i,-0.00030959+0.00015906i,8.0972e-05-0.0008108i,7.1722e-05-0.00020765i,-0.00053525+0.0009852i,-0.00034643+0.00099844i,0.00064629+3.0205e-05i
-0.0013293+0.0014363i,-0.0028285+0.0024025i,-0.0035296+0.0036317i,-0.0020753+0.003667i,-0.00078795+0.0032832i,-0.00051655+0.0031984i,-0.00022295+0.002323i,0.00012239+0.0010365i,0.00019421-0.00025257i,3.5377e-05-0.0005116i,-0.00072492-0.00034059i,-0.0010576-0.00017946i,-0.00045375+0.00011444i,-0.00018439+3.7716e-05i,-2.6463e-05+0.00019624i,0.00032595+0.0005188i,0.00093016+6.393e-05i,0.00095431+2.5024e-05i,0.00058642+0.00058781i,0.00039207+0.001141i,-0.00018447+0.00098915i,-0.00065185+0.00024609i,-7.273e-05+0.00016632i
-0.0022466+0.00032301i,-0.0033442+0.0015061i,-0.0038935+0.0029098i,-0.0034307+0.0036151i,-0.0021277+0.003829i,-0.00065926+0.0040266i,0.00034285+0.0024355i,0.001191+0.00086404i,0.0012321+0.00064002i,0.00014184+0.00092339i,-0.00056282+0.0007879i,-0.00038867+0.0004707i,-0.00037766+0.00021023i,-0.00047719+0.00028988i,-0.00011916+0.00018092i,-1.8002e-05-3.5683e-05i,-0.00016203-0.00010369i,-0.00031963-0.0010465i,-0.00074705-0.001137i,-0.00059532+0.00041852i,-0.00037454+0.00089655i,-0.00041652-2.8547e-05i,-0.00024183-0.00012921i
-0.00022888-0.0012069i,-0.002675-0.00030669i,-0.0043389+0.001315i,-0.0027711+0.0022663i,-0.00052128+0.0019864i,0.00084993+0.0017301i,0.0017158+0.0016962i,0.0013359+0.00067436i,-0.00025543+0.00021193i,-0.001358+0.00021272i,-0.0015134+0.00029742i,-0.0014683+0.0005708i,-0.0011448+0.00058962i,-0.0012151+0.00087244i,-0.00059687+0.0010138i,0.00021931+0.00076551i,-0.00029115+0.00085574i,-0.00071591+0.00040901i,-0.0009969-5.5547e-05i,-0.0015172+9.8244e-05i,-0.00082119+0.00013293i,0.00039595+0.0004553i,0.00086299+0.00063644i
-0.00090613+0.00056048i,-0.0021749+0.00080126i,-0.0019005+0.002274i,-0.00040323+0.003171i,0.00040318+0.0027479i,0.00083687+0.0015174i,0.00090315+0.00034964i,0.00048988-0.00065936i,-0.00010601-0.001264i,-0.00062632-0.0015782i,0.0002053-0.0011458i,0.00066248+3.9711e-05i,0.0001343+0.00077587i,2.3276e-05+0.00057155i,0.00015342-7.9576e-05i,-0.00016097-0.00045454i,-0.00022744-0.00069191i,0.00016671-0.00038491i,0.00064588+4.0167e-05i,0.00054856-0.0002236i,0.0006398-0.0011065i,0.0011411-0.0011529i,0.00041346-1.8126e-05i
-0.0011679+0.00098335i,-0.0030681+0.0022963i,-0.0047405+0.0027626i,-0.0030771+0.0028485i,-0.00055648+0.0027937i,5.2251e-05+0.0021427i,0.0005104+0.0014675i,0.0010693+0.0017057i,-8.067e-05+0.0018508i,-0.00075906+0.0017267i,-0.00061246+0.001134i,-0.0005365+0.00031537i,-0.00035992+4.8663e-05i,-0.00097455+0.000376i,-0.0013774+0.0010501i,4.9023e-05+0.00089872i,0.00038253+0.00085034i,-0.00094544+0.00052334i,-0.00069127+0.00038437i,-0.000201+0.00082944i,4.9656e-05+0.00033116i,0.00058365-0.00037874i,0.00047451+0.00041464i
0.00043209-0.00074301i,-0.0019705-0.00028841i,-0.0039884+0.0016514i,-0.0027984+0.0036276i,-0.0011222+0.0044643i,-0.00013908+0.003689i,0.00051891+0.0016137i,0.00054744-3.0038e-05i,0.00016359-0.0010577i,-0.00034046-0.00091675i,-0.0007942+0.00029028i,-0.00096184+0.00013593i,-0.00074131-0.00012902i,-0.00012523+0.00049289i,-0.00019187+0.00069882i,-0.00038401-0.00032174i,4.7916e-05-0.00073621i,-0.00029682-3.6964e-05i,-0.00090192+0.00023019i,-0.00070257+0.00037649i,-0.00056493+0.00057423i,-0.0010316+7.4145e-05i,-0.0014777-0.00073413i
-0.0026306+0.0017541i,-0.0039609+0.0033291i,-0.0029271+0.0061548i,-0.00094164+0.0051367i,0.00056966+0.0033812i,0.00091942+0.0025799i,0.00095599+0.0013797i,0.00064935+0.00036364i,-0.00029894+0.00013779i,0.00018201+0.00046043i,0.00035785+0.00051245i,-0.00021032-0.000563i,-1.2785e-05-0.00051873i,0.00041539+0.000167i,1.7694e-05-0.00012899i,-0.00031223-0.0003007i,8.6338e-05+0.00014867i,0.00092224+0.0013014i,0.00099651+0.0013491i,0.00032529+0.00021386i,0.00024927-0.00030227i,6.639e-05-0.00034999i,-0.00047842-0.00033768i
-0.0008107+0.001764i,-0.0020288+0.0013198i,-0.002967+0.0014309i,-0.0024721+0.0023534i,-0.0013649+0.0026144i,-0.00064518+0.0021164i,0.0002962+0.0010156i,0.00067365-0.00025785i,0.00088117-0.00058799i,0.00090146+1.8469e-05i,0.00013742+0.0011187i,-7.2057e-05+0.0017453i,0.0001676+0.0013286i,0.00019191+0.00035786i,-0.00033276-0.00058843i,-0.00084087-0.00043633i,-0.00054921+0.00017224i,3.7236e-06+0.00066791i,0.00010285+0.0009096i,0.00015472+0.00043667i,-0.00025177+0.00039447i,0.00028359-2.4934e-05i,0.0008372-0.00057154i
0.00035351+0.00030332i,-0.0032909+0.0011441i,-0.0048202+0.0028066i,-0.0037089+0.0032386i,-0.0014363+0.0032975i,0.00076267+0.0030766i,0.0015769+0.0017626i,0.00090899+0.00030174i,-0.00045799-0.00054103i,-0.00082207-0.00077338i,-0.00044711-0.00021217i,-0.00069524+0.00053168i,-0.00035481+5.6088e-05i,-0.00029314-0.0001548i,-6.1495e-05+0.00043065i,0.0005459+0.0006065i,-1.7001e-05+0.00042888i,-0.0010013+0.00023443i,-0.00028374+0.00015141i,0.00043756+0.00047331i,0.00056223+0.0004895i,0.0002435+0.00028813i,-0.00073829-9.5206e-05i
-0.0014939+0.00052762i,-0.0026646+0.00154i,-0.0034152+0.0024753i,-0.0030502+0.0031772i,-0.0017688+0.0031647i,-0.00041776+0.0029831i,5.831e-05+0.0017929i,-0.000446+0.00038162i,6.1458e-05-8.677e-05i,0.00026036-0.00010104i,-0.00021441+0.00019115i,-0.00031838+0.001135i,-0.00067794+0.00081102i,2.145e-05-0.00028376i,0.00022966-0.00020005i,-0.00072702-0.00031034i,-0.00088369-1.9025e-05i,-0.00013+0.00025589i,0.00029244-6.7886e-05i,0.00035585-0.0003096i,0.00083073-0.00068103i,0.00025976-0.00022025i,0.00047076+4.5691e-05i
-0.003763-0.0020296i,-0.0055525-3.9732e-05i,-0.0063267+0.0031288i,-0.0043688+0.0049107i,-0.0020598+0.0049068i,-0.00059718+0.0038877i,0.00035476+0.0022264i,-0.00028339+0.00033902i,-0.0012138-0.00035031i,-0.00087982+0.00023979i,-0.00018779+0.00075852i,0.00010666+0.00049772i,-0.00021942+0.00028504i,-6.82e-05+0.00068429i,0.00039663+0.00057886i,0.00025848-0.000154i,0.00053928+0.00027117i,0.00085856+0.00063182i,0.00025904-5.92e-05i,-0.00073549-0.00021363i,-0.00091626-0.00032482i,-0.00058957-0.00065527i,0.00014366+3.5037e-05i
-0.0012427+0.0015133i,-0.0038781+0.0013309i,-0.0041169+0.0035495i,-0.0019844+0.0042932i,-0.00081917+0.0035822i,-0.00056784+0.0026103i,0.00030779+0.0011441i,0.00011606-0.00018307i,-0.00030258-0.00097076i,-0.00030557-0.00060254i,-0.00039979-0.00010506i,2.3523e-05+0.00034359i,0.00049702+0.00061509i,0.00020083+0.00046847i,-0.00022908+0.00015313i,-0.00069215-8.4798e-05i,-0.0002731+0.00015161i,1.2343e-05+0.0013688i,-0.00051138+0.0022167i,-0.00058151+0.0016487i,-0.00056596+0.00098787i,-0.00027933+0.00026244i,0.00018873+0.00013772i
-0.00041183+0.0039627i,-0.0010059+0.0032951i,-0.0022115+0.0041982i,-0.0011997+0.0043484i,0.00032859+0.0033449i,0.00083336+0.0019674i,0.00084117-1.3124e-05i,0.00062405-0.00090795i,0.00040833-0.0002149i,-0.00030523+0.00087198i,-0.0010174+0.001688i,-0.00066409+0.0016757i,-0.00016199+0.0013174i,0.00010847+0.00061428i,0.00071906+0.00012399i,0.00077879+0.00015033i,0.00038113-6.5121e-06i,0.00021945+6.408e-05i,0.00023546+0.00021957i,0.00027828+0.00030561i,-0.00010719+0.00061934i,-0.00030674+0.00014842i,-3.8531e-05-0.00016638i
-0.0024984-0.0034867i,-0.005592-0.0014862i,-0.0060322+0.0016319i,-0.004257+0.0035049i,-0.0026261+0.0036556i,-0.0012536+0.0032155i,-0.00041285+0.0026729i,-0.00070679+0.0012995i,-0.00085252+0.00049344i,-0.0011479+0.00088283i,-0.0014069+0.00093988i,-0.00095483+0.0007348i,-0.00064982+0.000753i,-0.0011423+0.00019527i,-0.0010448-0.0004176i,-0.0001915-0.00061475i,0.00030012-0.00059623i,-0.0001523-0.00014837i,-0.00053881-6.32e-05i,-0.00011481-0.00070481i,-0.00026099-0.00072777i,-0.00035327-0.00016208i,2.6297e-05-0.0002591i
0.00011445+0.00075486i,-0.0018254+0.0012839i,-0.0034857+0.0025993i,-0.0023061+0.0030689i,-0.00086947+0.0022509i,5.4868e-05+0.00116i,0.00037059+0.00015005i,-0.00013452-7.3087e-05i,0.00020682-5.1787e-05i,0.00074758-0.00021713i,-0.00016576-0.00015982i,-0.0011187+0.00010399i,-0.0008145-8.1994e-05i,-0.0005804+0.00026772i,-0.00016683+0.00054242i,0.00059595+0.00085149i,0.00089699+0.0012251i,0.00066766+0.00079645i,1.9277e-05+0.00061488i,-0.0006831+0.00032975i,-0.00080502+0.00029198i,-0.00091359+0.00051798i,-0.00095501+0.00022899i
-0.0023613+0.00070296i,-0.0044536+0.0014934i,-0.0049111+0.0031602i,-0.0036096+0.0050635i,-0.0024087+0.0048025i,-0.0010099+0.0036153i,0.00057092+0.0018633i,0.0010571-0.00075701i,0.00094389-0.001088i,0.00013629-0.00013917i,-0.00011059+0.00056959i,9.6448e-05+0.0005716i,-0.00011235+0.00012795i,-0.00023016+0.00027949i,-0.0003544-5.8047e-05i,0.00038869-0.00038245i,0.001163-0.00015068i,0.00061997-0.00053281i,-7.4083e-05-0.00071607i,4.6719e-05-0.00099172i,0.00042355-0.0012343i,0.00016351-0.00025838i,6.0002e-05+0.00085214i
-0.00063202-0.001215i,-0.0026686-0.00038488i,-0.003463+0.00094413i,-0.0028486+0.0022011i,-0.0013676+0.0028251i,-0.00025578+0.0014455i,0.00050291+0.0002058i,0.0010652-0.00039413i,0.00035861-0.0011259i,-0.000228-0.00027202i,-0.00061757+0.0010275i,-0.0008614+0.00065926i,-0.00065069+0.0003678i,-0.00076107+0.00065884i,-0.00054111+0.0004956i,0.00012897+0.00022113i,0.00049191+0.0007644i,0.00036076+0.0012503i,0.00013126+0.0014902i,0.00010334+0.0012887i,0.00045443+0.00061203i,0.00052251-2.139e-05i,0.00051035-0.00045841i
-0.00083722+0.0011165i,-0.0031929+0.00072475i,-0.0045076+0.0014737i,-0.0032389+0.0027254i,-0.0016924+0.0027482i,-0.00034155+0.0017682i,0.00015507+0.00094279i,6.2452e-05+0.00041134i,0.00040832-5.6979e-05i,0.00030062-0.00050918i,-0.0001186-0.00029781i,-0.00054537+0.00043375i,-0.00036382+0.00057114i,-0.00013808+0.0010068i,-0.00012859+0.00041329i,0.00025407-0.00090424i,-4.7067e-05-0.0006188i,-0.00045105+0.00024313i,-0.00036083+0.0004055i,0.00034678+0.0001865i,0.00037752-0.00024606i,3.4407e-05-0.00013036i,0.00023327+0.00050817i
-0.0007541+0.0010676i,-0.0017188+0.00051358i,-0.0034662+0.0019521i,-0.0036322+0.0038138i,-0.0021072+0.0044503i,-0.0010067+0.0035408i,-0.00042795+0.0013545i,-0.00021858+1.0182e-05i,-0.00026795+0.00037871i,-0.00058899+0.0004756i,-0.00058336+3.4897e-05i,1.4404e-06+0.0002219i,-0.00015325+0.00041635i,-0.00054951+0.0007407i,-0.00020469+0.00015601i,0.00013365-0.00017056i,0.00015395+0.00069959i,-0.00039677+0.00088688i,-0.0005863+0.00025324i,0.00018242+0.00065516i,-0.0003356+0.0010754i,-0.00067574+0.00077498i,9.3677e-05+0.00099137i
-0.00061963-0.00028477i,-0.0030386+0.00033465i,-0.0031768+0.0024102i,-0.0013245+0.0032547i,-0.00010911+0.0033697i,0.00075586+0.0031485i,0.0016949+0.0021556i,0.0012107+0.0010075i,0.00045676+0.00035658i,-6.9351e-05+0.0007267i,-0.00060402+0.001386i,-0.00057012+0.0012144i,-0.00030615+0.0010417i,-0.00012757+0.0010776i,0.00012444+0.00083013i,0.0003921+0.00036029i,0.00071097+2.3201e-05i,0.00092198+0.00017217i,0.00046514-0.00018405i,3.4767e-05-0.00043904i,-7.2048e-05+0.00014012i,-0.00044915+0.00060298i,-0.00067725-0.00017i
0.00055279+0.00102i,-0.0020866+0.00094599i,-0.0039429+0.0025918i,-0.0032195+0.0037231i,-0.0015607+0.0041298i,-0.00081819+0.0033615i,-0.00045999+0.0017364i,0.0005393+0.00017349i,0.00070332-0.00042192i,6.5908e-05+2.94e-05i,-0.00040998+0.00042934i,-4.7856e-05+0.00062224i,0.00063696+0.00076717i,0.00011498+0.00075617i,-0.0006606+0.00052496i,0.0001578+0.00022863i,0.00090292+0.00069119i,-0.00011971+0.00089515i,-0.00083744+0.00071092i,0.00037659+0.00016429i,0.0010627-0.00012988i,0.00010007-0.0004339i,-7.0966e-05-9.5787e-06i
-0.0033719+0.001675i,-0.0053834+0.0022591i,-0.0053761+0.0035785i,-0.0032509+0.0036681i,-0.00065696+0.0030596i,-0.00024468+0.0023553i,-0.00063827+0.00093813i,0.00027617+0.0005725i,0.00054296+0.00014865i,-0.00034895+3.321e-05i,-0.00020935+0.00079128i,-0.00012615+0.00041875i,-0.00038717-0.00026159i,-0.00075412-0.00048034i,-0.00055191+0.0003563i,0.00034734+0.00096743i,0.00066303+0.00033379i,0.00032617-1.4094e-06i,-0.0001105+0.00034317i,-0.0008451+0.000798i,-0.00096978+0.00037576i,-0.00062591-0.00057654i,-0.00030027-0.00087945i
-0.0018586-0.0025274i,-0.0033622-0.0015878i,-0.0044515+0.0011655i,-0.0034+0.0035363i,-0.0017028+0.0037723i,-0.00098445+0.0042459i,-0.0004014+0.0032334i,-0.00022179+0.001062i,-0.00076172-0.0005774i,-0.00038999-0.00097825i,0.00018456+0.00022109i,-0.00032545+0.0010382i,-0.00034231+0.00068373i,2.4707e-05+0.00016396i,3.8948e-05+0.00033185i,-5.326e-05+0.00040882i,-0.00036562+0.00043769i,9.3066e-05+0.00069302i,0.00087148+0.00043962i,0.00042998-0.00016489i,-0.00052816-4.2494e-05i,-0.00046413+0.00067199i,-0.00022271+0.00028573i
0.00068501+0.0010853i,-0.0017149+0.0016105i,-0.0029158+0.0034828i,-0.0024212+0.0046763i,-0.0017262+0.00373i,-0.00051523+0.0028349i,0.00063127+0.0014415i,0.00074296-0.00028441i,0.00022629-0.00054637i,-0.00050333+0.00039537i,-0.00090027+0.0010649i,-0.00039831+0.00049915i,0.00096441-3.4314e-05i,0.00079276-6.7417e-05i,0.00063232-0.00053393i,0.00056105-0.00038895i,-0.0007069+6.8697e-05i,-0.0012188-0.00038611i,-0.00055565-0.00020677i,-0.00044364+0.00058267i,-0.00055279+0.0002125i,-0.0002444+2.9539e-05i,-0.00047347+0.00045371i
-0.0031471-1.0602e-05i,-0.0057968+0.0010869i,-0.0069444+0.002752i,-0.004459+0.0037966i,-0.0018253+0.0043214i,-0.00062124+0.0037171i,0.00052971+0.0015511i,0.00037999-0.00037316i,0.00026563-0.00019602i,0.00042894+0.00082912i,-0.00050798+0.00098386i,-0.0010841+0.00094007i,-0.00058161+0.00050074i,-0.00038738-0.00015409i,-0.00049464+7.3185e-05i,-6.0627e-05+0.00042517i,0.00019809+0.00010304i,0.00041121+0.00027539i,-0.00010458+0.0011629i,0.00019254+0.0017007i,0.00090193+0.001284i,0.0006568+0.00057447i,-8.6773e-05+0.00014186i
0.0019611-0.00017277i,-0.0012493-0.00054012i,-0.0027059+0.000556i,-0.0020829+0.0011014i,-0.0017956+0.00096345i,-0.0018461+0.0015398i,-0.00085033+0.0021369i,0.0002423+0.0010603i,0.00049684-0.00033571i,-0.00045801-0.0007468i,-0.00048766-0.00050948i,-0.00024295+9.163e-05i,-0.00039877+0.00078908i,-0.00045774+0.0010176i,-0.0004362+0.0010347i,-0.00018229+0.0011152i,-9.9927e-05+0.00052118i,-0.00010126+0.00017577i,-0.00035466+8.8805e-05i,-0.0005675+0.00040437i,0.00021146+0.00087205i,0.00040623+0.000717i,0.00014788+0.00017399i
0.0024551-0.0009858i,-4.7746e-05-0.0012719i,-0.002301-3.8245e-05i,-0.0032125+0.0013248i,-0.0031444+0.0021429i,-0.001896+0.0023938i,-0.00038991+0.0019001i,0.00053352+0.0013355i,0.000675+0.00079502i,0.00035914+0.00037529i,-0.00041861-0.00031472i,-0.00044448-0.00059078i,-0.00048413-0.00013647i,-0.00047496+0.0007352i,1.624e-05+0.0012083i,-3.2661e-05+0.00090733i,-0.00065502+0.00059959i,-0.0013995+0.00044117i,-0.00096806+0.00044163i,0.00022313+0.0004372i,0.0011399+0.00022857i,0.001651-0.00021454i,0.0011534-0.00017889i
