-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
-0.00095667-0.0017396i,-0.0013042-0.0011352i,-0.0023221-0.0010312i,-0.0030498-0.00013252i,-0.0035121+0.0007222i,-0.0028497+0.00055073i,-0.0020609+0.00042871i,-0.0019005-0.00015826i,-0.0023147-0.0007679i,-0.002306-0.00044137i,-0.00081574+0.00010409i,0.00039115+0.00044147i,0.0008162+0.00068018i,0.00038517+0.00049794i,8.0792e-05-0.00041159i,0.00065944-0.0017091i,0.0012765-0.0020934i,0.0012277-0.0014564i,0.00070749-0.00069493i,0.00018783+0.00020822i,0.00066662+0.00057274i,0.00096708+0.00014715i,0.001014-0.0004716i
0.0013938+0.00078628i,0.00040666+0.0010851i,-0.00076284+0.00023403i,-0.0014126-0.00066796i,-0.0013177-0.0002592i,-0.0012222+0.00039355i,-0.0018281+0.00036534i,-0.0019788+0.00048583i,-0.0018409+0.00028112i,-0.0015598-0.00028311i,-0.0014514+0.00024101i,-0.0015502+0.00068844i,-0.00077535+0.0012533i,0.00016687+0.0015088i,0.001342+0.0021526i,0.0022759+0.0022028i,0.0018157+0.0014547i,0.001052+0.0013359i,0.0010332+0.0015427i,0.0008467+0.0012816i,-0.0005117-5.7738e-05i,-0.0012538-0.0002997i,-0.00056625-4.515e-05i
-0.0019781-0.0017575i,-0.0027157-0.0027862i,-0.0031102-0.0020548i,-0.0026582-0.0007282i,-0.0019941+0.00029241i,-0.0015608+0.00078057i,-0.001554+0.00044028i,-0.0020038+0.00056171i,-0.0021457+0.00068548i,-0.0023008+0.00038103i,-0.0026775-0.00017877i,-0.0016272-0.0007059i,0.0002489-0.00054723i,0.0012459-0.00021097i,0.0016225+0.00089976i,0.0013179+0.0020428i,0.00020553+0.001585i,-5.5952e-05+0.0010561i,-0.00016459+0.0014338i,-0.000245+0.0018719i,-7.5796e-05+0.0022507i,-0.00027593+0.0014986i,-0.00079688+0.00066974i
-0.00068637-0.0029008i,-0.0010643-0.0028485i,-0.0029835-0.0024772i,-0.0035306-0.00089466i,-0.0028758+0.00058675i,-0.001739+0.001045i,-0.0012722+0.00071384i,-0.0013441+1.3984e-05i,-0.0014238-0.00040623i,-0.0017722-0.00090512i,-0.0016947-0.00053261i,-0.0010748+0.00023023i,-0.00037513+0.0004352i,0.00013934+0.00015048i,-0.00021366-0.00092831i,-0.00057241-0.0017357i,-0.000529-0.0016808i,-9.9371e-05-0.00091765i,0.00042596-0.00055509i,0.00085274-0.00052626i,0.00041553-0.00057642i,1.0063e-05+0.00010093i,-0.00054905+0.00087243i
0.00074187+0.00097615i,0.00051428+0.00051081i,0.00023558+0.00028408i,-0.0013646+0.00048951i,-0.0027655+0.00034763i,-0.0021661+0.0005708i,-0.0013367+0.00082318i,-0.0016176+0.00041571i,-0.001518+0.00039191i,-0.00068949+0.00052624i,1.2659e-06-0.0001143i,-0.0001371-0.00059819i,-0.0002567-0.00023827i,0.00043826+0.00010368i,0.00063582+0.000153i,0.001037-0.00014605i,0.0016055+3.0017e-05i,0.00098053+0.00075761i,0.00054177+0.0011705i,0.0010142+0.0010488i,0.00093238+0.00015945i,-4.6665e-05-0.00080386i,-0.00059816+7.5456e-05i
-0.00027614-1.7071e-05i,-0.00094883-0.00053031i,-0.0026936-0.00095907i,-0.0022263+5.0683e-05i,-0.00074669+0.0011662i,-0.0011797+0.00077311i,-0.0011268+3.2198e-05i,-0.0015435-0.00019043i,-0.0021829+0.00028757i,-0.0012176+0.0010555i,-0.00057417+0.00059284i,-6.763e-05-0.00018892i,1.3222e-05-8.2718e-05i,0.00050861+0.00071457i,0.0019214+0.0021711i,0.0027227+0.0024264i,0.0027531+0.00213i,0.001744+0.0014947i,0.00088516+0.00061284i,0.0012842-8.5394e-06i,0.0014012-7.3784e-05i,0.00030959+0.00064431i,-7.9507e-05+0.00075103i
-0.0019155-0.0010161i,-0.0026375-0.0017647i,-0.0026662-0.00028753i,-0.0023163+0.0013287i,-0.0014582+0.001717i,-0.00067857+0.0015502i,-0.0009787+0.00083072i,-0.0015503+0.00025157i,-0.0018539+8.9242e-05i,-0.0022803+0.00029659i,-0.0021474+0.00015313i,-0.0014866+0.0002476i,-0.0014361-8.01e-06i,-0.00063319-0.00021152i,-0.00074424+0.0001167i,-0.0020413-0.00028511i,-0.0025374-0.00052864i,-0.0025425-0.00051529i,-0.002033-0.0011378i,-0.0008601-0.001207i,0.00022419-0.00039882i,0.00020624-7.7331e-05i,-0.00071259-1.4655e-05i
-0.0021385-0.0021757i,-0.00076985-0.0015572i,-0.0015468-0.0007062i,-0.0023295+0.00032227i,-0.0020273+0.0019324i,-0.0012785+0.0013261i,-0.0010914-0.0001366i,-0.0014444-0.00028003i,-0.0013806-1.1563e-05i,-0.00036606+9.6474e-05i,0.00016687+8.6834e-05i,-1.8329e-05+2.4532e-05i,-0.00033316+0.00017352i,5.2756e-05+0.00032341i,0.0007117+0.00021038i,0.0012525-0.00083127i,0.0015281-0.001507i,0.00087816-0.00031683i,0.00017848+0.00082349i,-3.8574e-05+0.00076339i,-7.7046e-05+0.00042235i,-0.00033531-0.0001152i,-0.0005166-0.00052563i
0.0015998-0.0001718i,0.0014009-0.00017039i,0.0004189-0.0014517i,-0.00069171-0.0017591i,-0.0012664-0.00096565i,-0.0015196+0.00028723i,-0.0017466+0.00069673i,-0.0011179+0.00097669i,-7.4424e-06+0.0013079i,0.00036002+0.00091297i,-0.00036849+0.00010206i,-0.00034856+0.00033537i,0.00075741+0.00096789i,0.0014505+0.00089587i,0.0025629+0.00084266i,0.0038731+0.00099981i,0.0035199+0.00058713i,0.0014634+0.00054627i,0.00028539+0.00029123i,0.0010765+0.00024373i,0.0014797+0.00035996i,0.0010577-0.00035438i,0.00071583-0.0002055i
0.00072442-0.00075278i,-0.00079747-0.00022342i,-0.002044-0.0015062i,-0.0025768-0.0015605i,-0.0026436-4.5771e-05i,-0.0020597+0.00075072i,-0.0018366+0.00067422i,-0.0022833+0.00070148i,-0.0020309+0.00090547i,-0.0018696+0.00070419i,-0.0017588+0.00053049i,-0.0012146+0.00026387i,-0.001176+0.00015166i,-0.001561+0.0010023i,-0.0021663+0.0014873i,-0.0022461+0.0014436i,-0.0012449+0.0010182i,-0.00042805+1.4053e-05i,-0.00055603-0.00051571i,-0.00053562-0.00055799i,-0.00016435-0.0005577i,0.00070674+4.6408e-05i,0.00089175+0.00051565i
0.00084921+0.00079067i,0.00074199+0.00041899i,0.00084192+8.8845e-05i,0.00032784-0.0010834i,-0.00029551-0.0013286i,-0.00036475-3.9862e-05i,-0.00066602+0.0006299i,-0.0011513+0.00082127i,-0.0015554+0.00081329i,-0.0022786+9.5325e-05i,-0.0018979-0.00048612i,-0.0010907-0.00048549i,-0.00061456-0.00035318i,-0.0005438-0.00021119i,-0.0013646-0.00042738i,-0.0014571-0.0010758i,-0.001025-0.00087938i,-0.00049609+0.00012774i,-0.0002455+0.00078912i,-0.0007815+0.00093031i,-0.00056998+0.00095025i,-0.00024695+0.00094317i,-0.0006246+0.00031496i
-0.00062146+0.00016002i,-0.00096568+0.00071113i,-0.0018719+0.0016474i,-0.0023129+0.0019857i,-0.0012922+0.0016896i,0.00013452+0.0010424i,-0.00043154+0.00029208i,-0.0017088+0.00052226i,-0.0020587+0.00081791i,-0.00084317+9.594e-05i,0.00093532-0.00022916i,0.0010498-0.00048783i,0.00032983-0.00016105i,0.00053174+2.2927e-05i,0.0020494-0.00056393i,0.0034395-0.00042961i,0.0035221-0.0010912i,0.0022402-0.0013665i,0.0013219+2.4402e-05i,0.0006+0.00066885i,-0.00015323+0.00011298i,8.7295e-05+3.3893e-06i,0.00025068-0.0003078i
0.00043575+0.001199i,0.00056444+0.0011845i,0.00024688+0.00033161i,-0.00053142+0.0006701i,-0.00098784+0.0018168i,-0.0011154+0.0017221i,-0.001626+0.00065429i,-0.002016-1.6379e-05i,-0.0012616-5.1408e-05i,-0.00071399-0.00012062i,-0.0011843+0.00032386i,-0.00083204+0.00065383i,1.8298e-05+0.00092838i,-0.00016761+0.0021666i,-0.00070004+0.0031525i,-0.00070413+0.0032221i,-0.00057569+0.0028314i,-0.00054308+0.0020005i,-0.00089551+0.0013523i,-0.00091337+0.00076443i,-0.00011049+0.00047738i,0.00010962+0.00046237i,-0.00027029+0.00027104i
-0.0016247-0.0012455i,-0.0015809-0.0014523i,-0.002273-0.0023549i,-0.003168-0.0018336i,-0.0025462-0.0011208i,-0.0014783-0.00096913i,-0.0014534-0.0010063i,-0.0019148-0.00035758i,-0.001454+0.00038885i,-0.0010015+0.00048873i,-0.0011452+5.8122e-05i,-0.0010501-0.00042133i,-0.00013299-0.00015816i,0.00033754+0.00068459i,-0.00047264+0.0012872i,-0.00063518+0.00093737i,-0.00063826+0.00034979i,-0.00033161+0.00039023i,0.00020624+0.00039349i,-7.9917e-05+0.00037011i,6.0828e-05+0.0009121i,0.00020894+0.00063139i,0.00032538-5.4233e-05i
0.00091341-0.0010549i,0.00077938-0.00039767i,0.00043774-0.00033627i,-0.00099036-0.0004764i,-0.0018565-5.9372e-05i,-0.0015587+2.2346e-05i,-0.0015693+0.00036732i,-0.0011666+0.00019618i,-0.0013511+2.9217e-05i,-0.0013141-0.0003318i,-0.00082496-0.00081782i,-0.00089194-0.000966i,-0.00055953-0.00087586i,0.00022142-0.00080223i,0.00074482-0.0017387i,0.00098313-0.0027043i,0.0012329-0.0018389i,0.0010945-0.00070282i,0.00081182-0.00032133i,0.00067663-0.00011164i,0.0010902-0.00054648i,0.0010234-0.00036841i,-0.00010557-0.00010929i
0.00096141-0.0011536i,0.00052608-0.0019665i,-0.00053224-0.0017962i,-0.0017926-0.0013677i,-0.0018481+0.00031789i,-0.0012981+0.0017848i,-0.00034971+0.00063662i,-0.00081072-0.00015335i,-0.0016711-0.00062757i,-0.00076295+2.6945e-05i,-4.2758e-05+0.00033272i,0.00012518+0.00039108i,0.00029038+0.001152i,0.00074917+0.0013827i,0.0015769+0.001689i,0.0019837+0.0021454i,0.0010605+0.0015894i,0.0006143+0.0011617i,0.00107+0.0014675i,0.00059962+0.0017408i,-0.00012491+0.00054219i,-0.00038854-0.00064291i,-0.00029955-0.00044859i
-0.0001207-0.0027932i,0.0002734-0.0012403i,-0.0011296-0.0017392i,-0.0031615-0.0019056i,-0.0028372-0.00075461i,-0.0015984-0.00079461i,-0.00096733-0.0012944i,-0.0012224-0.00090372i,-0.0015874-0.00055836i,-0.0016131-7.0713e-06i,-0.0015519+0.00090361i,-0.0018332+0.00152i,-0.001483+0.001563i,-0.00092439+0.0015667i,-0.00028346+0.001674i,-0.00058542+0.0010313i,-0.00080034+0.00010523i,0.00043071+0.00012754i,0.0015518+0.00040705i,0.0015298+0.00086299i,0.00072185+0.0012498i,0.00033438+0.00094594i,-0.00013321+0.0008644i
-0.00081762+0.00049104i,-0.0013275+0.00014635i,-0.0013384+0.00061608i,-0.0015031+0.0013663i,-0.0016416+0.00055838i,-0.00098964-0.0002373i,-0.00090625-0.00021973i,-0.0011443+0.00029094i,-0.0014047+0.00022074i,-0.0015812-0.00068224i,-0.0015018-0.00081355i,-0.0010081-3.4182e-05i,-0.0009937-0.00016466i,-0.00057927-0.0010986i,0.00029499-0.0014876i,-0.00010296-0.0021209i,0.00052072-0.0021901i,0.0016298-0.0011757i,0.0011028-0.00091189i,0.00027149-0.0010868i,-7.3057e-05-0.00059899i,-0.00022324-0.00070587i,0.00017412-0.0013735i
-0.00093247-0.00053244i,-0.0013997-0.00071426i,-0.0036442-0.001286i,-0.0038324+0.00040532i,-0.0022392+0.0022294i,-0.0010724+0.0012861i,-0.00062553+0.00047643i,-0.00081792+0.00036259i,-0.0015269+0.00039635i,-0.001512+0.0002875i,-0.00099444-0.00020826i,-8.8132e-05-0.00015588i,0.00034784+0.00062861i,0.0010641+0.00078404i,0.0019165+0.00053367i,0.0024617+0.001262i,0.0022287+0.0015448i,0.0010579+0.00093381i,0.00018125+0.00079892i,-5.4658e-05+0.0013276i,-3.0334e-05+0.00092375i,0.00025402-0.00040949i,0.00013111+0.00011895i
0.0018061+0.001295i,0.0013843+0.00091067i,0.00074174+0.0011058i,8.6663e-05+0.00043907i,-7.9071e-05-8.213e-05i,-0.00047667-0.0011772i,-0.0011573-0.0012859i,-0.0014325+0.00032186i,-0.0011377+0.00038943i,-0.00038042-0.00033399i,0.00038451-0.00015857i,3.8622e-05+0.00045819i,-0.00068323+0.0013539i,-0.00015723+0.0015715i,0.00034018+0.0019598i,0.00010604+0.0022778i,-0.00076119+0.0017579i,-0.00070385+0.00037512i,-6.0714e-05-0.00022324i,-0.00022362+3.7099e-05i,-0.0004326+3.9957e-05i,0.0002629+0.00021894i,0.00098147-0.00012247i
0.0015824+0.0014967i,0.0011618+0.00096595i,-0.00022373+0.00013765i,-0.00083606-0.00093582i,-0.0006111-0.00089831i,-0.00031675-0.00029649i,-0.00044831-4.5462e-06i,-0.0011705+9.3076e-05i,-0.0014023+0.00075956i,-0.0011251+0.00087995i,-0.0018137+0.00049261i,-0.0017082-0.00016971i,-0.0011101-0.00049427i,-0.00066216+0.0003733i,-0.00086211-1.9575e-05i,-0.0011895-0.0015678i,-0.00015888-0.0018596i,0.00053133-0.0011553i,0.00070823-0.00044842i,0.00042327-0.00026015i,-0.0002685-0.00079764i,-0.0014262-0.0011325i,-0.0016711-0.00074441i
-0.00020668-0.00094747i,-2.3127e-05-0.00040228i,-0.00079203-0.00026949i,-0.0011699+0.0014575i,-0.0011963+0.0031023i,-0.00058986+0.0024467i,-0.00029137+0.00089994i,-0.00070621+0.00046663i,-0.0018884+0.00049788i,-0.002684-0.00010049i,-0.0013487-0.00036573i,3.3506e-05-0.00035616i,-5.6476e-05-0.00087768i,-0.00033133-0.00099342i,0.00091516-0.0006115i,0.0023382+3.3632e-05i,0.0020288+0.00052457i,0.00051633+0.00023697i,-5.2122e-05+0.00050977i,0.00022801+0.00057777i,0.00027982-0.00016008i,-0.0001764-0.00084787i,6.4531e-05-0.00079155i
-0.00033264+0.004109i,-0.00093237+0.0039571i,-0.00099035+0.0033769i,-0.0012742+0.002119i,-0.0017989-0.00025582i,-0.0018173-0.0010479i,-0.0016215-0.00032265i,-0.0015582-0.00027037i,-0.00097809-0.00065008i,-0.00036692-0.00087068i,0.00065852-0.00095916i,0.00060295-0.0006838i,0.00020525+0.00014556i,0.00059218+0.00078475i,0.00068156+0.0011025i,0.00056363+0.001649i,0.00013535+0.0017481i,0.00028862+0.0007662i,0.00037492+0.00046855i,0.00033149+0.00048289i,0.0012011+0.00033709i,0.0017208+7.221e-05i,0.00053789-0.00055555i
-1.4299e-05-0.0022689i,3.1853e-06-0.0023278i,-0.0006061-0.0024192i,-0.0015036-0.0010229i,-0.0016822+0.00032066i,-0.0011686+0.00086064i,-0.0012734+0.00041531i,-0.0020021-0.00016186i,-0.001943-0.00014095i,-0.0017969+0.00019224i,-0.0011529+0.00064195i,-0.001489+0.0013261i,-0.0015433+0.0018938i,-0.00062781+0.0018086i,-0.00030181+0.00075226i,-0.00045426-0.00033249i,-0.00055645-0.0001662i,-0.00020292+0.00062721i,0.00023935+0.00093561i,-0.00036243+0.00071872i,-0.00087876+0.00061443i,-0.00085969+0.00021857i,-0.0010263+4.4842e-05i
-0.00044544-0.0015153i,-0.0012157-0.00045002i,-0.0019844+0.00052144i,-0.0030499+0.0018379i,-0.0035977+0.0017144i,-0.0022918+0.0017433i,-0.0013085+0.00074706i,-0.0011566-0.00065512i,-0.0016397-0.00045676i,-0.0023921-0.00033527i,-0.0015573+2.3817e-05i,0.00012031+0.00047488i,-0.00015735+0.00027779i,-0.00073141-0.00029847i,-0.00015195-0.00098817i,0.00081012-0.00097335i,0.0018546-2.4522e-05i,0.0012919+0.00021935i,0.00051937+0.00029355i,0.0005675+0.0010286i,0.00061735+0.00050676i,0.00012642-8.5623e-05i,0.00013989-8.9613e-05i
0.00067036-0.00046221i,0.00035559-0.00074542i,-0.00020678-0.0021229i,-0.00074866-0.001896i,-0.0011494-0.00070824i,-0.00087268+0.00036236i,-0.0011474+0.00073181i,-0.00158+4.2625e-06i,-0.0021619+0.00039407i,-0.001853+7.8601e-05i,-0.0003637-0.00086114i,-0.0004605-0.00098567i,-0.00061627-0.00093626i,0.00055807-8.2734e-05i,0.0016432+0.0010347i,0.0021245+0.00098447i,0.0020342+0.0003553i,0.0022869+9.3231e-07i,0.0025448+0.00012919i,0.0017074+4.7811e-05i,0.00044665+1.4146e-05i,9.2964e-06+9.9557e-05i,0.00053517+0.00054491i
0.0012152-0.00059093i,0.0021729+0.00072173i,0.00091885+0.00076538i,-0.0014064+0.00074605i,-0.0022119+0.00090907i,-0.0010879+0.0008317i,-0.00028958+0.00057695i,-0.00032707+0.00061163i,-0.00087689+0.00086098i,-0.0010499+0.00036176i,8.1845e-06+0.00060616i,0.00033498+0.001099i,0.00034805+0.0011384i,0.00066131+0.0016033i,0.00055002+0.0017952i,7.9694e-05+0.0022625i,-0.00071188+0.0016953i,-0.00083631+0.0002864i,-0.00036332-8.1434e-05i,-7.6465e-05+0.00041153i,9.401e-05+0.00034247i,-0.00024673-0.00011689i,-0.00094069-0.00025071i
0.0017099+0.0018838i,0.00067937+0.0011824i,0.00026879-0.0013979i,3.0227e-05-0.0025533i,-0.0004259-0.0012307i,-0.00070117+1.7966e-05i,-0.0012269+0.00062186i,-0.0018885+0.00079942i,-0.0017395+0.0002946i,-0.0008851-0.00053574i,-0.00098744-0.00088495i,-0.00091246-0.0013545i,-0.00086414-0.00070945i,-0.0013389+0.00063455i,-0.001561+0.0012546i,-0.00046291+0.0004375i,0.00098966-0.00040567i,0.0016959+0.00040598i,0.0014472+0.00059294i,0.00071579+0.00043541i,0.0002999-5.3152e-05i,0.0003035-0.00077838i,-3.5604e-05-0.00047847i
-0.0016984+0.0014023i,-0.0018207+0.0008112i,-0.0012808+0.0023629i,-0.0014721+0.0034575i,-0.0011522+0.0016941i,-0.0011324+5.5099e-06i,-0.00094466+0.00038444i,-0.001281+0.00054698i,-0.0018599+0.00027853i,-0.0014537+0.00046732i,-0.001399+9.4034e-05i,-0.0022053-0.00087798i,-0.0020957-0.00057622i,-0.00021672+0.00043849i,0.0010691-0.00047959i,0.0011784-0.001099i,0.0015873-0.00076253i,0.0012205-0.00029878i,0.00011196+0.00089708i,-0.0005308+0.0011184i,-0.00056261+0.00033032i,0.00022823-4.4454e-05i,0.00095456-4.5573e-05i
-0.00042869-0.00075312i,-0.0012785-0.0016125i,-0.0022308-0.0024464i,-0.0016853-0.00078521i,-0.001452+0.00086318i,0.0001807+0.00029026i,0.00018876-4.3298e-05i,-0.0017716-0.00015118i,-0.0022904+0.00010106i,-0.0016162+9.7716e-05i,-0.00054008+5.5836e-05i,1.5987e-05+0.0011354i,-6.2343e-06+0.0012084i,0.00036974+0.00063426i,0.0011914+0.0011072i,0.001592+0.001847i,0.0011098+0.0018019i,0.00022155+0.001162i,0.00021494+0.00087278i,0.00029624+0.0010261i,0.00047906+0.00049582i,0.00071084+0.00029895i,0.00013256+0.00019554i
0.00035961+0.0011022i,0.0018565+0.002103i,0.0021757+0.0018009i,0.00079607+0.00064075i,-0.00051861-0.00015359i,-0.0011113-2.6092e-05i,-0.0013711-0.00030363i,-0.0016569-0.00036583i,-0.0015146-0.00047081i,-0.00052436-0.00041544i,-0.00068909-0.0001791i,-0.0003836+0.00041118i,0.00034472+0.001595i,-0.00021745+0.0016264i,-0.00076129+0.00040423i,-0.00028902-0.00065217i,-0.0001094-0.00059182i,0.0003447+0.00052624i,0.00098737+0.00073084i,0.00072607-0.00028242i,0.00019084-0.00034611i,-0.00010807+0.00078134i,-0.00042421+0.00096738i
-0.001007-0.00033034i,-0.0014818-9.2702e-06i,-0.0022917+0.00045824i,-0.0039455+0.00093254i,-0.0040474+0.0007995i,-0.0024485+0.00053189i,-0.0013896+0.00029377i,-0.0016482+0.00011041i,-0.0025946+0.00073201i,-0.0028284+0.0015083i,-0.0023544+0.0015166i,-0.0013179+0.00074108i,5.013e-05+0.00064864i,0.00059027+0.00046645i,0.0013562-0.00050194i,0.0018239-0.00070847i,0.0015556-0.00047812i,0.0012477-9.911e-05i,0.00061656-0.00022364i,-1.6787e-05-0.00041907i,-0.00016341-0.00059984i,0.0002929-0.0010892i,0.00052138-0.00033341i
0.00086969+3.7638e-05i,0.0007363+0.00043415i,-0.00011474-0.00025426i,-0.00036883-0.00067407i,-5.398e-05-0.00012679i,0.00013828+0.00011375i,2.9385e-05-5.2551e-07i,-0.0008804-0.00050009i,-0.001737-0.00045392i,-0.0017104-0.00040649i,-0.0010235-0.00077971i,1.1021e-05-0.00059798i,0.0004306-0.00013165i,0.00024498+0.00053097i,0.00035441+0.00074471i,0.00094296+0.0010673i,0.00071394+0.0017306i,0.00022768+0.00068138i,0.00044825+6.4912e-05i,0.00018984+0.00050215i,8.4988e-05-0.00023528i,0.00034853-0.00095257i,0.00047547-0.00029011i
-0.00077367+0.0002439i,-0.0011241-0.00012985i,-0.0025593-0.00045784i,-0.002783-0.00074251i,-0.00074857-0.00031427i,0.00047309-0.00072852i,-0.00024621-0.0010651i,-0.0013922-0.00063815i,-0.0024718-0.00034595i,-0.0013902+4.873e-05i,0.00060852+0.00048514i,0.0009701+0.00026556i,0.00042309+0.00027855i,0.00065413+0.00031686i,0.00087884+0.00054189i,0.00040927-0.00034308i,6.0922e-05-0.0012668i,8.3996e-06-0.0014541i,0.00017568-0.00082904i,0.0004537+0.0001859i,0.00051423+0.00043503i,0.00049085+0.00060313i,0.00012817+2.8754e-05i
0.0034269-0.0013238i,0.0025285-0.0023695i,0.0010792-0.0038202i,-0.00037073-0.0034968i,-0.0017368-0.0016168i,-0.0023356-0.00063481i,-0.0022834+0.00022338i,-0.0023535+0.00011738i,-0.0019249-0.00076386i,-0.0014816-0.0005931i,-0.001201+6.1645e-05i,-0.00066371+0.00077268i,-0.00046293+0.0012704i,-0.00075319+0.00061691i,-0.00073512-0.00023224i,0.00075251-0.00066607i,0.0022003-0.00084483i,0.0019718-0.0006372i,0.0016608-0.00012315i,0.0009261-9.328e-05i,-7.2919e-05-0.0011459i,-0.00072599-0.00085999i,-0.00051852-0.00067882i
0.00090036-0.00093689i,-0.00020781+0.00017377i,-0.0014369+0.00031894i,-0.0016767-0.00085628i,-0.0014492-0.00087268i,-0.0009455+0.00019641i,-0.00062924+0.00098408i,-0.00099985+0.0010407i,-0.0021735+0.00022325i,-0.0025306-5.6634e-05i,-0.0023071-0.00010615i,-0.0021431-0.00042171i,-0.0013863-0.00020277i,-0.00017954+0.00022132i,0.00032456+0.00088665i,0.00079478+0.0011401i,0.001116+0.00085782i,0.00034538+0.0009981i,-0.00084278+0.0012222i,-0.00063648+0.00020947i,0.00060237+0.00022379i,0.00096845+0.00067793i,0.0012426+5.5673e-06i
0.0022451+0.00061899i,0.001716-0.00034345i,0.00095498-0.0013726i,0.00013674-0.00064555i,-0.00071227+0.00016587i,-0.00066119+3.4664e-05i,-0.00082683-0.00015976i,-0.0016333+0.00035982i,-0.0019391+0.00024719i,-0.0014562-2.4854e-05i,-0.001211-0.00049697i,-0.00083495-0.00074611i,-0.00013098-0.00037868i,-0.00011993+0.00062004i,-0.00040057+0.00090371i,3.5572e-05+0.0001567i,0.00089467-0.00013418i,0.00094915-0.00015622i,0.00066616+0.00017258i,0.00056104+0.0001659i,0.00052299+0.00045801i,0.00021745+0.00013897i,4.4239e-05-0.00051445i
-0.0029452+0.001334i,-0.0026155+0.0012331i,-0.0035706+0.00131i,-0.0039244+0.0016877i,-0.0031911+0.0014002i,-0.0016791+0.00067821i,-0.00093406-7.0391e-05i,-0.0019881+0.00021677i,-0.0020843+0.00047383i,-0.0012158+0.00024804i,0.00012663+0.00028989i,0.00097789+0.001055i,0.0006046+0.001557i,-0.0001981+0.0008943i,0.00038523+0.00025233i,0.00084537-0.00015849i,0.00062947-0.0010455i,0.00023156-0.001123i,-7.0783e-05-0.00014645i,0.00079975+0.00032967i,0.001221+8.2674e-05i,0.00053721-0.00012943i,0.00044884-0.0003765i
-0.00020644-0.0014161i,-0.0019778-0.0027949i,-0.0031436-0.0030286i,-0.0025324-0.0013439i,-0.0013545+0.00050907i,-0.0004249+0.0013855i,-0.00088437+0.0009892i,-0.0017072-0.00031975i,-0.00083124-0.001331i,-0.00057369-0.00072324i,-0.0010961+0.0006281i,-0.0014386+0.00094768i,-0.0010773+0.0013828i,7.6966e-05+0.0017566i,0.00035292+0.00062861i,0.00090167-2.9145e-06i,0.0013752+0.00017825i,0.00068297-0.00025474i,-0.00047418-0.00038072i,-0.00063883+8.5534e-05i,-9.0077e-05-0.0001553i,8.2685e-05-2.2845e-05i,-0.00031076+0.00079065i
0.00022478-0.0016123i,-0.00067565-0.0018124i,-0.0020464-0.0015574i,-0.0023468-0.0007874i,-0.00153+0.00041964i,-0.0010453+0.0014147i,-0.0010278+0.0016314i,-0.0014852+0.00090762i,-0.0013114+0.00031509i,-0.0012255+3.0726e-05i,-0.0013691-0.000112i,-0.0007912-4.5157e-06i,-0.00073679+9.8466e-05i,-0.00056221+0.00031166i,0.00048033+0.0004413i,0.00086799+0.00068539i,0.00069688+0.00036853i,0.00063333-5.4786e-05i,0.00036766+0.00019067i,0.0005146+0.00054455i,0.00013766+0.0012261i,-0.00048792+0.0013911i,2.9391e-05+0.00054357i
-0.0011308-0.0024906i,-0.0014179-0.0028006i,-0.0035171-0.0039522i,-0.0040627-0.0030893i,-0.0032539-0.00019469i,-0.0019496+0.00028324i,-0.0011994+0.00013385i,-0.0016482+0.0003996i,-0.0017738+0.00029766i,-0.0011065+0.0010527i,0.00042647+0.00063118i,0.0012826-0.00023789i,0.00057781-0.00049954i,0.00033005-5.6516e-05i,0.0005296+0.00023429i,0.0008409-0.00036209i,0.00066239-0.00060047i,0.00014174-0.0005623i,-0.00027099-0.00032573i,-0.00059451+6.2212e-05i,-3.6149e-05+0.0010391i,0.0001258+0.0015178i,0.00010462+0.00086075i
0.000721+0.00083881i,0.00078157+0.00047806i,0.0012085+0.00085396i,0.00083644+0.0014594i,-7.6297e-05+0.0011541i,-0.00065759+0.0011166i,-0.0010946+0.00062742i,-0.0016025-0.00024871i,-0.0015032+0.00013559i,-0.00057123+0.00057346i,0.00065247+0.00066207i,0.0011516+0.00046288i,0.00055189-0.00025232i,0.00044404+0.00030692i,0.00063237+0.0008588i,0.00090412+0.00046784i,0.00056373+5.3344e-05i,0.00021332+5.6204e-05i,-0.00056439-0.00050936i,-0.00105-0.00054545i,-0.00023203+6.1949e-05i,0.0002796-0.00079676i,-0.00037446-0.0014201i
