-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
-0.1191-0.13017i,-0.25773-0.19044i,-0.38348-0.12542i,-0.42014+0.0074782i,-0.36796+0.044749i,-0.26495+0.011115i,-0.15348+0.0033006i,-0.067601+0.0063857i,-0.013683-0.0092676i,0.021496-0.029028i,0.03187-0.049411i,0.013229-0.056719i,-0.0023282-0.034617i,0.0097641-0.0080416i,0.032755-0.0044164i,0.041693-0.016299i,0.034502-0.018008i,0.019248-0.0057961i,0.0066624-0.0012681i,-0.0025675-0.0088343i,-0.014174-0.01648i,-0.022526-0.019187i,-0.020618-0.016428i
0.20229-0.096685i,0.42146-0.18141i,0.57428-0.20925i,0.54933-0.17708i,0.41935-0.15416i,0.27672-0.12602i,0.14368-0.068656i,0.046434-0.010794i,-0.0034293+0.02566i,-0.024479+0.03754i,-0.021584+0.028519i,0.0020432+0.0069609i,0.01828-0.017085i,0.008009-0.03244i,-0.011032-0.03179i,-0.018993-0.02351i,-0.01717-0.019684i,-0.011111-0.016443i,-0.0042274-0.0065933i,0.00092101+0.0037382i,0.0036752+0.0093507i,0.0051174+0.010108i,0.0031498+0.0065699i
0.021634+0.17302i,-0.00096034+0.27688i,-0.074604+0.24966i,-0.12243+0.14641i,-0.083997+0.1393i,-0.01903+0.15287i,0.011885+0.093826i,0.0094231+0.039771i,-0.0004265+0.026202i,-0.0094374+0.026535i,-0.012261+0.037697i,-0.00719+0.050277i,-0.0065903+0.048427i,-0.011129+0.039745i,-0.015251+0.034947i,-0.014607+0.033067i,-0.010128+0.023796i,-0.0066609+0.0053719i,-0.005121-0.0060955i,-0.0010168-0.0037306i,0.009098+0.0017179i,0.018706+0.0058309i,0.022104+0.0091018i
-0.16017+0.05399i,-0.28196+0.14117i,-0.3236+0.2257i,-0.2925+0.22582i,-0.27918+0.13131i,-0.24587+0.055867i,-0.14478+0.03535i,-0.052984+0.0029547i,-0.009192-0.031297i,0.015666-0.047221i,0.016335-0.0526i,-0.0036047-0.037239i,-0.0076746-0.0082556i,0.012646+0.0054057i,0.033213-0.0015599i,0.036976-0.011856i,0.028439-0.0084955i,0.017739+0.0055123i,0.010117+0.009012i,0.0023982+0.0003245i,-0.008652-0.0080458i,-0.01794-0.013157i,-0.016602-0.014898i
0.0031246-0.20676i,0.033607-0.39458i,0.12987-0.49673i,0.23743-0.45103i,0.2736-0.36536i,0.2065-0.28539i,0.083991-0.17435i,0.012215-0.066029i,-0.0030611-0.0079639i,-0.0074755+0.011369i,-0.0078958+0.011288i,-0.00077702-0.0073401i,0.00088834-0.030483i,-0.010941-0.037287i,-0.021151-0.028476i,-0.018503-0.018027i,-0.0096295-0.012931i,-0.00051943-0.0099148i,0.0073705-0.005723i,0.01005-0.0021004i,0.006785+0.00049077i,0.0011901+0.0018875i,-0.005631+0.003059i
0.14451+0.028409i,0.20477+0.067065i,0.13097+0.12824i,0.0054727+0.19855i,-0.0056135+0.26191i,0.052443+0.24968i,0.067746+0.15547i,0.04274+0.085161i,0.014019+0.061919i,-0.0041906+0.05113i,-0.0054478+0.042854i,-0.0023462+0.039306i,-0.0055535+0.039817i,-0.0090502+0.0398i,-0.012807+0.037277i,-0.017646+0.032605i,-0.020803+0.019676i,-0.021419+0.0019561i,-0.018324-0.0053003i,-0.0096617-0.0015889i,0.0034383+0.0015952i,0.0145+0.0029259i,0.017558+0.0022312i
-0.014502+0.15791i,-0.00012786+0.28564i,0.0070149+0.32479i,-0.048652+0.23793i,-0.16088+0.12663i,-0.19552+0.079625i,-0.11393+0.053298i,-0.043753+0.003032i,-0.022712-0.032285i,-0.0086632-0.042499i,-0.0030088-0.043185i,-0.0056749-0.026635i,0.0032668-0.0047805i,0.023382-0.00030971i,0.036115-0.011284i,0.0311-0.01975i,0.019614-0.011465i,0.013887+0.0040023i,0.012081+0.0075808i,0.0066673+0.0019234i,-0.0027602-0.0014676i,-0.0097986-0.0031802i,-0.010104-0.0046304i
-0.16162-0.065128i,-0.27135-0.15451i,-0.26354-0.26499i,-0.11076-0.33535i,0.034581-0.35464i,0.041895-0.32112i,-0.02502-0.21053i,-0.045713-0.090728i,-0.024621-0.03289i,-0.011109-0.0092078i,-0.0028673+0.0056669i,0.0053163-0.0056317i,0.00054906-0.028923i,-0.012437-0.034538i,-0.014288-0.026185i,-0.0028374-0.019034i,0.0094191-0.013531i,0.015822-0.0074838i,0.015454-0.0048328i,0.0097954-0.0042794i,0.0032818-0.0019245i,-0.0011806+0.0026384i,-0.0016633+0.0086517i
0.066867-0.11502i,0.10914-0.14452i,0.1142-0.055637i,0.095669+0.12048i,0.12584+0.24663i,0.17044+0.2348i,0.14995+0.14651i,0.088378+0.08845i,0.038272+0.069114i,0.011318+0.052202i,0.00065024+0.035756i,-0.0015644+0.029432i,-0.00084491+0.030655i,-0.00046582+0.032549i,-0.003966+0.036991i,-0.0070266+0.037252i,-0.010219+0.023392i,-0.017462+0.0062809i,-0.018963+0.0021999i,-0.010846+0.0058949i,0.00011198+0.0053813i,0.0089956+0.0019772i,0.010489-0.0012492i
0.12871+0.062597i,0.21469+0.09857i,0.2156+0.091364i,0.072085+0.046543i,-0.11372+0.039809i,-0.16086+0.072702i,-0.0863+0.065768i,-0.030492+0.020413i,-0.016594-0.0097232i,-0.010513-0.024591i,-0.012315-0.031294i,-0.012941-0.021004i,-0.0026774-0.0063465i,0.010876-0.0040224i,0.01595-0.011913i,0.0079698-0.017278i,0.00021678-0.011678i,0.0010539-0.0024915i,0.0042074+0.00075078i,0.0041547-0.0010187i,0.0015062-0.0021136i,-0.0020037-0.0032589i,-0.0046153-0.0047301i
-0.1002+0.11207i,-0.19276+0.15684i,-0.2274+0.10841i,-0.14851-0.043622i,-0.065878-0.19548i,-0.073608-0.23029i,-0.10395-0.15396i,-0.083603-0.077652i,-0.039901-0.047352i,-0.0077305-0.022559i,0.014644-0.00091318i,0.019906-0.0059412i,0.0049174-0.020489i,-0.012263-0.023705i,-0.015603-0.022312i,-0.0058542-0.022923i,0.0058808-0.019664i,0.0132-0.012228i,0.013484-0.0083669i,0.0074922-0.0086254i,0.00045807-0.0061995i,-0.0024992-0.001541i,0.00098226+0.0019217i
-0.079212-0.082967i,-0.0948-0.12541i,-0.037504-0.070124i,0.085147+0.071505i,0.20232+0.1505i,0.23591+0.11999i,0.18121+0.060126i,0.10092+0.03798i,0.043138+0.044114i,0.01485+0.039021i,0.0039257+0.025915i,0.0020665+0.023131i,0.007436+0.025282i,0.013812+0.025795i,0.017132+0.029976i,0.016948+0.031588i,0.0092096+0.022059i,-0.0019573+0.010734i,-0.0056904+0.0076736i,-0.0022405+0.0077552i,0.001223+0.005865i,0.0023405+0.0034056i,8.6963e-05+0.0013846i
0.090183-0.085273i,0.14795-0.1415i,0.10501-0.16103i,-0.052065-0.10515i,-0.16623+0.0010022i,-0.14721+0.075121i,-0.065433+0.078613i,-0.012109+0.048739i,-0.0019562+0.020394i,-0.012704-0.0025107i,-0.029081-0.011818i,-0.031092-0.003985i,-0.014523+0.0069432i,0.0029662+0.0063944i,0.0071863-0.0017838i,-0.0014674-0.0051961i,-0.010919-0.0030334i,-0.011954-0.00055865i,-0.0064599+0.00099045i,-0.0004408-0.00084958i,0.0025696-0.0035344i,0.001374-0.0029429i,-0.002331-0.00071461i
0.057441+0.10925i,0.071578+0.19904i,0.061322+0.20041i,0.039408+0.066411i,-0.0046044-0.074696i,-0.071385-0.1101i,-0.10622-0.07021i,-0.083794-0.04567i,-0.043021-0.041948i,-0.0038002-0.023832i,0.026189-0.008376i,0.026403-0.012795i,0.0048726-0.018257i,-0.014001-0.017301i,-0.023218-0.018097i,-0.021112-0.018823i,-0.0090234-0.013613i,0.0044022-0.008072i,0.0083727-0.0060543i,0.0041329-0.0041277i,0.00060704-0.0031726i,0.00027852-0.0036237i,0.0036964-0.0042154i
-0.096377+0.035946i,-0.14674+0.038293i,-0.10282+0.036944i,0.041679+0.055118i,0.16998+0.056508i,0.19412+0.0078942i,0.13142-0.035654i,0.058761-0.016725i,0.021109+0.022499i,0.0084008+0.030176i,0.0039906+0.020351i,0.0074717+0.013356i,0.013341+0.0061194i,0.017087+0.0030972i,0.024249+0.0084592i,0.032602+0.011608i,0.031259+0.0068056i,0.019884+0.0016191i,0.0089298+0.0015657i,0.0036198+0.0030658i,0.0019745+0.0045162i,0.0014908+0.0052089i,-0.0013376+0.0048927i
-0.040575-0.099821i,-0.072979-0.16631i,-0.12931-0.16387i,-0.20915-0.068368i,-0.23622+0.047921i,-0.1538+0.10503i,-0.040713+0.10054i,0.01528+0.07272i,0.01437+0.040504i,-0.015137+0.019895i,-0.040836+0.018171i,-0.040098+0.02566i,-0.020022+0.027386i,-0.00025825+0.018389i,0.0066304+0.0073991i,0.00036081+0.0025728i,-0.0090842+0.0017196i,-0.013449+0.0024135i,-0.010596+0.0040696i,-0.0038942+0.0035863i,0.0021668+0.00037633i,0.0035684-0.00057041i,0.0022861+0.0019745i
0.11152-0.020057i,0.19492-0.010585i,0.23302-0.0054256i,0.19811-0.050369i,0.10785-0.10633i,0.0089706-0.084055i,-0.04383-0.03532i,-0.050131-0.036164i,-0.033969-0.047361i,-0.00053606-0.038332i,0.025941-0.030976i,0.019449-0.027596i,-0.0020397-0.016796i,-0.01747-0.0028573i,-0.028234+0.0039479i,-0.031119+0.0045942i,-0.019929+0.0049273i,-0.0047319+0.003948i,0.0038097+0.00052337i,0.0045344-0.0016513i,0.001659-0.0033279i,-0.00010063-0.0062497i,0.0011255-0.0094536i
0.0044737+0.089662i,-0.0099343+0.13618i,-0.01446+0.12533i,0.034105+0.081818i,0.10457+0.036151i,0.10287-0.030587i,0.036966-0.070161i,-0.010075-0.033632i,-0.012298+0.012653i,-0.0032714+0.014924i,0.0021469+0.00015354i,0.0077525-0.010776i,0.0076337-0.015725i,0.0071509-0.014173i,0.017939-0.0099361i,0.029592-0.010374i,0.029162-0.012552i,0.019077-0.011985i,0.0078475-0.0099274i,0.0013336-0.0061209i,-0.002227+0.00096782i,-0.00308+0.0071741i,-0.0038551+0.0081261i
-0.09731+0.0065322i,-0.16818+0.011724i,-0.2115+0.03573i,-0.23437+0.088069i,-0.22852+0.13569i,-0.13559+0.14428i,-0.0090294+0.12071i,0.048051+0.079665i,0.031729+0.0434i,-0.0081562+0.034472i,-0.030378+0.044155i,-0.022673+0.047553i,-0.0024065+0.035831i,0.012027+0.015106i,0.013915-0.0026073i,0.0051094-0.0090117i,-0.0069135-0.0053114i,-0.0123+0.0017444i,-0.0086917+0.0068245i,-0.0020567+0.0075551i,0.002851+0.0035574i,0.0038269+0.00097822i,0.0039775+0.0019557i
0.020692-0.095213i,0.063819-0.16452i,0.12061-0.19864i,0.14963-0.21179i,0.12831-0.20759i,0.067377-0.13834i,0.012823-0.064576i,-0.015982-0.054389i,-0.021892-0.057528i,-0.0014707-0.047993i,0.01743-0.041996i,0.012344-0.03006i,0.00018521-0.0099132i,-0.0080552+0.0071342i,-0.01741+0.019025i,-0.0225+0.024424i,-0.016457+0.022977i,-0.0053726+0.015508i,0.0036799+0.0053498i,0.0061582-0.0023899i,0.0022257-0.0060958i,-0.0013019-0.0077351i,-0.002015-0.0092781i
0.075485+0.027354i,0.10161+0.05913i,0.074522+0.088092i,0.05298+0.097469i,0.068859+0.075262i,0.036189+0.0070627i,-0.04106-0.03504i,-0.062589-0.0041023i,-0.029263+0.024484i,-0.0042131+0.010771i,-0.00083863-0.010836i,-0.0043335-0.023449i,-0.0097965-0.024069i,-0.0075221-0.017024i,0.0056675-0.013882i,0.018084-0.014718i,0.022148-0.01537i,0.015875-0.016356i,0.0039058-0.014938i,-0.0045407-0.0080302i,-0.0065798+0.0014557i,-0.0050191+0.0083427i,-0.0044776+0.0096796i
-0.019797+0.086617i,-0.040551+0.13652i,-0.070538+0.15458i,-0.11924+0.16707i,-0.15042+0.18268i,-0.086403+0.16765i,0.024848+0.12176i,0.071449+0.071763i,0.046698+0.043561i,0.0090896+0.046375i,-0.0036537+0.056777i,0.0035601+0.0495i,0.011006+0.026886i,0.011659+0.0037965i,0.0070895-0.012222i,-0.00018456-0.017095i,-0.0067798-0.010922i,-0.0072618-0.00013889i,-0.0011136+0.0083543i,0.0057659+0.0089588i,0.0092672+0.0028939i,0.0085302-0.0011887i,0.0071037-0.0012155i
-0.081219-0.039296i,-0.10938-0.090821i,-0.068743-0.17025i,0.002289-0.25567i,0.039041-0.27689i,0.035964-0.20369i,0.014054-0.1174i,-0.010854-0.082167i,-0.021795-0.064305i,-0.0098309-0.049144i,0.0027353-0.040077i,0.0046524-0.022595i,0.0056598-0.0022481i,0.0047181+0.011966i,-0.00049059+0.024637i,-0.0050012+0.030514i,-0.0051685+0.026198i,-0.00091705+0.016687i,0.0045385+0.006105i,0.0058826-0.0029844i,0.0027659-0.0081956i,-0.00018026-0.0087386i,-0.00041026-0.0086956i
0.033697-0.067503i,0.051677-0.067468i,0.063683+0.012785i,0.08866+0.10112i,0.096391+0.10888i,0.032942+0.056393i,-0.05437+0.023575i,-0.067953+0.035669i,-0.028851+0.036202i,-0.0077329+0.0098621i,-0.011709-0.012015i,-0.020065-0.017999i,-0.021366-0.011896i,-0.010403-0.0037657i,0.0051274-0.0032723i,0.016399-0.0075751i,0.018618-0.011343i,0.0098096-0.012795i,-0.0032203-0.010065i,-0.010394-0.002391i,-0.0094437+0.0074301i,-0.0053671+0.012635i,-0.0031522+0.011947i
0.074407+0.036822i,0.09933+0.055852i,0.052992+0.077112i,-0.037022+0.13261i,-0.07982+0.18278i,-0.027469+0.16452i,0.056614+0.1013i,0.079514+0.053609i,0.048419+0.038027i,0.020651+0.044188i,0.016685+0.049352i,0.020498+0.035965i,0.016232+0.012505i,0.0060805-0.0049317i,-0.0032403-0.015421i,-0.0098918-0.019284i,-0.011154-0.014236i,-0.0056255-0.0044107i,0.0037869+0.0023007i,0.012341+0.0017866i,0.014548-0.0033341i,0.010485-0.0062727i,0.0056522-0.0048424i
-0.049471+0.060715i,-0.084204+0.056914i,-0.096249-0.043383i,-0.092753-0.19551i,-0.08054-0.26933i,-0.054111-0.21835i,-0.032932-0.13605i,-0.036311-0.090825i,-0.038964-0.061571i,-0.025585-0.04063i,-0.012129-0.028893i,-0.00098964-0.014481i,0.0072897-0.0020499i,0.0074161+0.0057405i,0.0032691+0.014951i,-0.0013469+0.020019i,-0.0039904+0.017984i,-0.0015052+0.011047i,0.0020964+0.0023662i,0.0018849-0.0037818i,-0.00099686-0.0071477i,-0.0035808-0.0077871i,-0.0023247-0.0070706i
-0.051223-0.045659i,-0.046321-0.041307i,0.023035+0.019825i,0.12189+0.087112i,0.15368+0.094655i,0.076329+0.071244i,-0.016813+0.062047i,-0.03669+0.056731i,-0.012034+0.035855i,-0.0022838+0.0073649i,-0.01339-0.0090586i,-0.024045-0.007103i,-0.019526+0.002222i,-0.0050399+0.0053429i,0.0076768+0.0010489i,0.016907-0.0030269i,0.017542-0.0050456i,0.0077861-0.0050416i,-0.0038414-0.0014002i,-0.011209+0.006321i,-0.01097+0.016107i,-0.0061933+0.01977i,-0.0033004+0.01535i
0.049331-0.059958i,0.059426-0.078213i,0.014793-0.041185i,-0.045715+0.063731i,-0.046486+0.1532i,0.010047+0.1299i,0.062435+0.060715i,0.071586+0.02752i,0.047031+0.024233i,0.0283+0.032059i,0.028006+0.032968i,0.023894+0.020448i,0.0092578+0.0073313i,-0.0026737-0.0008709i,-0.0088145-0.0071919i,-0.011552-0.01024i,-0.0082489-0.0091854i,-4.9959e-05-0.0057456i,0.0076744-0.0030907i,0.012785-0.0062934i,0.011754-0.012064i,0.005922-0.011691i,0.0027866-0.0063212i
0.043004+0.063342i,0.040731+0.078114i,-0.0070288+0.0083404i,-0.092655-0.1274i,-0.15427-0.20379i,-0.13508-0.16612i,-0.087574-0.099899i,-0.066249-0.062646i,-0.056705-0.037165i,-0.039941-0.018547i,-0.020943-0.011343i,-0.0050804-0.0077966i,0.0017014-0.0040992i,-0.00016213+0.0028493i,-0.0028273+0.012258i,-0.00637+0.016572i,-0.0092941+0.014888i,-0.0055847+0.010491i,0.00096834+0.0055257i,0.0031048+0.00034035i,0.0012923-0.0057237i,-0.00051718-0.0097603i,-0.00065263-0.009275i
-0.056038+0.040447i,-0.051551+0.059426i,0.041866+0.069635i,0.16919+0.060616i,0.20187+0.040575i,0.1259+0.042818i,0.038474+0.051262i,0.0035569+0.043516i,0.0045443+0.020348i,0.00053623-0.0035917i,-0.014675-0.0095325i,-0.021258-0.0013035i,-0.011843+0.0052156i,0.0026384+0.0029523i,0.013918-0.0024308i,0.021519-0.0056018i,0.01994-0.0050084i,0.0084846-4.3369e-05i,-0.002348+0.0057295i,-0.00707+0.014017i,-0.0045072+0.023415i,0.0014881+0.023643i,0.0019578+0.015325i
-0.042966-0.068947i,-0.07844-0.091894i,-0.10941-0.027044i,-0.091144+0.097062i,-0.026425+0.14709i,0.023307+0.085014i,0.043727+0.016122i,0.04968+0.0011152i,0.041758+0.0058592i,0.031897+0.0094521i,0.028578+0.0078005i,0.020469+0.0015297i,0.00759-0.0026337i,-0.00055363-0.0051216i,-0.0056267-0.0089021i,-0.0069424-0.012427i,-0.0024553-0.014218i,0.0022006-0.012998i,0.0041852-0.012018i,0.0038569-0.016181i,-0.0001262-0.019645i,-0.0043196-0.01566i,-0.0033986-0.0075243i
0.073486-0.026881i,0.098914-0.048271i,0.025746-0.083439i,-0.11855-0.12174i,-0.20054-0.124i,-0.17421-0.073264i,-0.10859-0.02299i,-0.072829-0.0073887i,-0.058349+0.0015116i,-0.03864+0.01067i,-0.017661+0.007723i,-0.0029359+0.00042669i,0.0010628-0.00013726i,-0.0024715+0.0052187i,-0.00573+0.012563i,-0.010845+0.017586i,-0.014086+0.015987i,-0.0089301+0.0083354i,0.00011205+0.0020801i,0.0051121-0.0026131i,0.0036526-0.010425i,0.0010116-0.015004i,0.00053108-0.013653i
0.027984+0.070648i,0.06844+0.09443i,0.13826+0.042396i,0.19675-0.033923i,0.20113-0.04106i,0.15166-0.010098i,0.080501+0.0053973i,0.03085+0.007226i,0.012182-0.0010677i,-0.0019522-0.012507i,-0.017461-0.0085626i,-0.018854+0.0045881i,-0.0074206+0.0081238i,0.0038301+0.0013422i,0.012338-0.005872i,0.01865-0.0074249i,0.016852-0.0022098i,0.008455+0.00533i,0.0013279+0.010673i,0.00015312+0.018795i,0.0057593+0.027387i,0.0096087+0.025663i,0.0058617+0.016697i
-0.086459+0.024139i,-0.14127+0.064539i,-0.12671+0.13511i,-0.045482+0.18109i,0.01214+0.14317i,0.013542+0.047882i,0.0046972-0.012377i,0.014932-0.019634i,0.024187-0.016717i,0.022943-0.013559i,0.021021-0.010572i,0.013601-0.0094805i,0.0034608-0.0090961i,-0.0014488-0.011061i,-0.0056699-0.012778i,-0.0065477-0.014802i,-0.0019504-0.017587i,0.0010991-0.016611i,-0.0012676-0.013462i,-0.0068702-0.012778i,-0.011072-0.011733i,-0.010935-0.006105i,-0.0066362-0.00038901i
-0.0034547-0.084977i,-0.024697-0.13808i,-0.081181-0.14091i,-0.16616-0.10252i,-0.21391-0.053121i,-0.16737+0.01393i,-0.08509+0.053901i,-0.044921+0.04533i,-0.033705+0.036909i,-0.016021+0.033008i,0.00031729+0.017234i,0.0046721+0.0027215i,0.0019437+0.0014813i,-0.00034346+0.011136i,-0.0010566+0.019795i,-0.0062961+0.023507i,-0.010225+0.02025i,-0.0057286+0.010543i,0.0039657+0.00073943i,0.0088417-0.0093006i,0.0036086-0.018746i,-0.0027406-0.021059i,-0.0020535-0.016121i
0.082448-0.0051183i,0.13946-0.035469i,0.15523-0.087516i,0.15482-0.11433i,0.16719-0.093288i,0.15152-0.064433i,0.090708-0.049165i,0.037732-0.027221i,0.014159-0.011107i,-0.0040912-0.007142i,-0.017594+0.0040273i,-0.013115+0.015738i,-0.0010481+0.014874i,0.0067931+0.0071697i,0.013433-0.0018038i,0.018766-0.0067128i,0.018117-0.0018755i,0.011695+0.0063696i,0.0063957+0.011654i,0.010441+0.01749i,0.020715+0.022313i,0.022638+0.019445i,0.012474+0.013348i
-0.010603+0.093224i,0.00018434+0.1725i,0.036061+0.21794i,0.074397+0.19356i,0.058736+0.1075i,-0.0097255+0.017419i,-0.045578-0.02073i,-0.029317-0.022611i,-0.010241-0.025373i,-0.0043552-0.024281i,-1.4662e-05-0.018891i,-0.00028421-0.015354i,-0.0040725-0.013045i,-0.008057-0.012453i,-0.011365-0.012202i,-0.010257-0.014693i,-0.0057036-0.018239i,-0.0038452-0.015828i,-0.0074865-0.0087571i,-0.012872-0.0024971i,-0.015897+0.0023793i,-0.012832+0.0067584i,-0.0069835+0.0072591i
-0.083881-0.027433i,-0.14831-0.041175i,-0.19334-0.03852i,-0.22346-0.012313i,-0.20979+0.037105i,-0.12125+0.09197i,-0.026704+0.10447i,0.00098463+0.073759i,-0.00084265+0.051415i,0.010442+0.034584i,0.015549+0.010727i,0.007181-0.0037079i,-0.00062872-0.0018263i,-0.00093031+0.0079219i,0.00065867+0.01623i,-0.0018215+0.020681i,-0.0052945+0.017914i,-0.0042013+0.0083934i,0.00028365-0.0033626i,-0.0011629-0.015989i,-0.0097936-0.024789i,-0.013484-0.024971i,-0.0067718-0.019713i
0.029119-0.086809i,0.036054-0.149i,0.029307-0.17757i,0.052199-0.15461i,0.11386-0.11357i,0.13091-0.10168i,0.079175-0.093278i,0.0343-0.055729i,0.015151-0.020247i,-0.002795-0.00046503i,-0.010237+0.01678i,-0.0027169+0.0244i,0.0064726+0.016947i,0.01268+0.004175i,0.015405-0.0062409i,0.015605-0.0096317i,0.014896-0.0032866i,0.012873+0.0045598i,0.011531+0.0087626i,0.016464+0.011119i,0.02454+0.010865i,0.023932+0.008422i,0.013969+0.0063106i
0.081019+0.046268i,0.15308+0.08317i,0.20085+0.098521i,0.17987+0.071956i,0.07287+0.023668i,-0.049571-0.0067849i,-0.094087-0.0052921i,-0.070316-0.0037555i,-0.045714-0.014822i,-0.032268-0.015295i,-0.0179-0.010338i,-0.010688-0.0096453i,-0.011005-0.009647i,-0.013736-0.0089309i,-0.0155-0.0067468i,-0.01252-0.0078948i,-0.0075578-0.011796i,-0.0058651-0.0095153i,-0.007671-0.00056299i,-0.0083105+0.008662i,-0.007062+0.016267i,-0.0042465+0.019257i,-0.0017969+0.015726i
-0.061004+0.069141i,-0.11286+0.11183i,-0.15728+0.12043i,-0.18833+0.11116i,-0.16743+0.12113i,-0.060069+0.13785i,0.035848+0.11499i,0.042905+0.071365i,0.024048+0.042547i,0.020302+0.014488i,0.011884-0.0088706i,-0.0013298-0.013306i,-0.006875-0.0056187i,-0.003084+0.0046909i,0.0027499+0.012213i,0.0030713+0.016611i,-0.0011642+0.013892i,-0.0035841+0.0053342i,-0.0036801-0.0048279i,-0.0091353-0.014564i,-0.020194-0.019812i,-0.022351-0.019792i,-0.012701-0.017203i
-0.067281-0.063366i,-0.11398-0.10505i,-0.11015-0.10846i,-0.019093-0.094195i,0.092639-0.10857i,0.11334-0.13094i,0.060073-0.12032i,0.024816-0.076595i,0.016905-0.034458i,0.0076863-0.0069762i,0.0056768+0.012396i,0.014073+0.01767i,0.020253+0.0091576i,0.020603-0.0026759i,0.016285-0.011639i,0.011932-0.012786i,0.01199-0.0060934i,0.012024-0.0004592i,0.012007+0.0013855i,0.017283+0.0010647i,0.023746-0.0024739i,0.021871-0.0048107i,0.012878-0.0026822i
0.078215-0.056526i,0.14933-0.097361i,0.18094-0.10715i,0.13643-0.081872i,0.023557-0.045441i,-0.096719-0.0056609i,-0.13068+0.029706i,-0.09475+0.030274i,-0.062891+0.01403i,-0.038761+0.01134i,-0.01687+0.0070887i,-0.0069426-0.00018369i,-0.0049224-0.0017331i,-0.0073267-0.00032643i,-0.0087825+0.0014865i,-0.0069219-0.0013071i,-0.0055493-0.0058998i,-0.0036434-0.0040958i,-0.0010244+0.0029428i,0.0037116+0.011157i,0.0094095+0.017796i,0.010225+0.019308i,0.0055729+0.016499i
0.044142+0.083042i,0.053275+0.14485i,0.003679+0.16333i,-0.084081+0.16138i,-0.094422+0.17346i,0.0079118+0.15051i,0.084097+0.091314i,0.068037+0.052592i,0.035235+0.029404i,0.017111-0.00049464i,-0.0013277-0.01707i,-0.01544-0.010637i,-0.017314+0.003708i,-0.0085755+0.01236i,0.0013243+0.013682i,0.0047362+0.012128i,0.0010325+0.008185i,-0.0036524+0.0018744i,-0.0076208-0.0038769i,-0.018282-0.0071246i,-0.02935-0.0086985i,-0.028241-0.0099127i,-0.01778-0.012453i
-0.088506+0.043004i,-0.144+0.06821i,-0.11415+0.061086i,0.0036967-0.014443i,0.10046-0.11602i,0.098025-0.16018i,0.042073-0.13983i,0.014215-0.095377i,0.014964-0.051956i,0.013911-0.018132i,0.0157+0.0023934i,0.01976+0.0058908i,0.016198-0.0012083i,0.0090334-0.0089053i,0.0021885-0.013423i,-0.00026486-0.011404i,0.0027409-0.0051942i,0.0060832-0.0012732i,0.008217-0.0014346i,0.01085-0.0051219i,0.013545-0.0086818i,0.011803-0.0092512i,0.0069202-0.0060127i
-0.021455-0.099952i,-0.029101-0.17769i,-0.018845-0.19647i,-0.01613-0.13857i,-0.070409-0.049484i,-0.14216+0.035487i,-0.14014+0.08i,-0.090007+0.066012i,-0.054345+0.040249i,-0.02643+0.030301i,-0.0063424+0.017157i,-0.00053047+0.0028313i,-0.0018035-0.0035652i,-0.0045002-0.0024257i,-0.003712+0.00019709i,-0.0020513-0.0013954i,-0.0019075-0.0042469i,-0.0013127-0.0026631i,0.0024311+0.0022025i,0.01108+0.0055406i,0.019052+0.0087352i,0.020367+0.012812i,0.014245+0.015094i
0.093798-0.0093044i,0.14496-0.00024925i,0.10331+0.045695i,0.003368+0.13171i,-0.013816+0.18378i,0.061974+0.13715i,0.10298+0.062539i,0.076053+0.036048i,0.037783+0.022368i,0.0067769-0.00022982i,-0.014947-0.0076029i,-0.021191+0.002005i,-0.014628+0.013545i,-0.0031832+0.016718i,0.0048447+0.012832i,0.0057464+0.0083647i,0.0015873+0.0046722i,-0.0026737+0.0016102i,-0.0076715+0.00071846i,-0.017161+0.0019189i,-0.026277+0.0025307i,-0.027393-1.202e-05i,-0.019958-0.0048859i
0.0062918+0.098308i,0.015414+0.15923i,0.044644+0.12351i,0.082769-0.024713i,0.099558-0.16626i,0.069815-0.20255i,0.015309-0.16237i,-0.0093079-0.10881i,-0.0047173-0.063505i,-0.00035703-0.029028i,0.006996-0.0077057i,0.013448-0.0019136i,0.01027-0.0043566i,0.0032426-0.0081974i,-0.0035525-0.0083899i,-0.0035365-0.0049108i,0.0019813-0.0024315i,0.0049315-0.0023691i,0.0053566-0.0031541i,0.0056156-0.0046826i,0.0057609-0.0079809i,0.0035459-0.0095879i,0.0014428-0.0072769i
