-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
0.00085962-0.001811i,0.0010174-0.0015176i,-0.00041814-0.00058184i,-0.00052448+3.2942e-05i,0.00089926+0.00010833i,0.0012438+0.00028094i,0.00022514-0.00044939i,-9.9522e-05-0.00070737i,0.00045835-0.0005932i,-0.00017838-0.00040269i,-0.00044724+0.00064022i,0.00047819+0.00091413i,0.0006162+0.00055254i,3.0537e-05+0.00064176i,-0.00077037+0.00095088i,-0.00059458+0.00069404i,-0.0003936+0.00044717i,-0.00023764+0.00035953i,0.00034252+0.00018703i,0.00019754+0.00040975i,-0.00017903+0.00060689i,-0.00058988+0.00016682i,-0.0010303+0.00028141i
0.00062829+0.00054259i,0.00059951+0.0020093i,0.0011035+0.0018812i,0.0013264+0.00090919i,0.0009263-0.00016884i,-0.00020124-0.0007777i,-0.00078407-0.0010162i,-0.00057536-0.0010629i,-0.00053878-0.0015071i,-0.00018528-0.001666i,-0.00028351-0.0010524i,-0.00073185-0.00085404i,-0.0010524-0.00035627i,-0.0012629+0.00040377i,-7.4777e-05+0.00033328i,0.00028829+0.00033357i,-6.8181e-05-7.7329e-05i,0.00010584-0.00052113i,-0.00018919+0.00010066i,-0.00081134-0.00031804i,-0.00088059-0.0015511i,-0.00043158-0.00085739i,-0.00052826+0.00067675i
-3.7018e-05-0.00095377i,-0.00036246-0.0017553i,-0.0010011-0.0025765i,-0.00065918-0.001956i,0.00013589-0.001439i,-9.9251e-05-0.0013442i,-0.00041189-0.0010067i,-0.00018846-0.00040281i,-0.00036802-0.00027935i,-0.0001241-0.00091804i,0.00029271-0.0011717i,0.00016321-0.00060966i,-4.4815e-05+6.8364e-05i,-0.00055869-0.00016376i,-0.0006047-0.0006083i,-0.00023093-0.0005622i,0.00032103-0.00029855i,0.00039468+0.00018362i,0.0002275+0.00075543i,0.00049961+0.00041388i,0.00060285-0.00010591i,0.00018747+2.7373e-05i,-0.00037361-0.00063751i
-0.0010981+0.00018372i,0.00055181+0.00015027i,0.00041863+0.0012103i,0.00015127+0.0016253i,0.00088115+0.00079848i,0.0011731+0.00015035i,0.00073846-0.0007075i,0.00044151-0.0011001i,0.0013222-0.00072934i,0.0019004-0.00093964i,0.0018504-0.0010774i,0.0013117-0.0011173i,0.0011401-0.00070956i,0.0011994-0.00019494i,0.00053834+0.00031098i,-0.00016687+0.00056893i,-7.6712e-05+0.00053975i,-0.00016095+0.00072916i,-0.00025365+0.00024456i,-0.00020393-0.00010044i,0.00015676-0.00012675i,0.00062563-0.00019111i,0.0004977-0.00022286i
0.0012612-0.001407i,0.0014253-0.00023243i,0.0013078+0.00073072i,0.00026131+0.00062696i,-0.00019129+0.00039624i,0.0009675-0.0004154i,0.0010358-0.001673i,0.000168-0.0016734i,0.00030661-0.00083269i,0.00024548-0.00059335i,0.00011613-0.00025779i,-5.178e-05+0.00011163i,-0.00023947-0.00042399i,0.00020402-0.00048048i,0.00013813-1.5583e-06i,-0.00011936-0.00019755i,2.3851e-05+5.6628e-05i,0.00021751+0.00076205i,0.00036446+0.00038495i,-0.00037426+0.00039549i,-0.00066504+0.00083388i,-0.00020391+0.00024933i,-0.00063138+8.3846e-05i
-0.0013498+0.0010345i,-0.0019903+0.001461i,-0.0017242+0.0017782i,-0.00055347+0.00093055i,0.00037265+3.134e-06i,0.0014558+0.00013624i,0.0012666+0.00043651i,0.00014574+0.00038375i,-0.00064403+7.9674e-05i,-0.00059972+9.0159e-06i,-0.00030825+0.0001524i,-0.00056563-0.0003527i,-0.0010716-0.00050065i,-0.0014168+0.0002595i,-0.00073746+0.0002791i,-0.00013239-0.00015899i,-0.0003173-0.00089384i,0.000106-0.00064326i,3.2436e-05+0.00070905i,-0.00032813+0.00076943i,-0.00033714+4.589e-05i,-0.00046805-0.00028494i,-5.2219e-05-0.00039627i
0.00036198+0.00044565i,-0.000128+0.00027253i,9.5443e-05+2.318e-05i,0.00094485-0.00012614i,0.0021001-0.00059894i,0.0016258-0.0015835i,8.688e-06-0.0014293i,8.3177e-05-9.8814e-06i,0.00036908+0.00091522i,0.00024005+0.00082921i,0.00046127+0.0002617i,0.00024908+0.00017606i,6.0417e-05-0.00060332i,0.0007183-0.00052805i,0.00030272+0.00062732i,-0.00037209+0.00076348i,-0.0003717+0.00027751i,-0.00017412-6.1464e-05i,-3.559e-05+0.0003793i,2.1824e-05+0.00032996i,0.00017729-3.8419e-05i,0.00010065+0.00017594i,0.00030125+0.00051707i
0.0019978+0.00033214i,0.0014649+6.3714e-05i,0.0014467+0.00049547i,0.00019614-0.0004148i,-0.00064966-0.0016287i,-0.00094462-0.0012702i,-0.0010715-0.00078552i,-0.00067258-0.00042428i,4.7649e-05-0.00066704i,-0.00022852-0.0013535i,-0.0010804-0.0010556i,-0.00092089-0.00027777i,-6.8755e-05-0.00028416i,-0.00011566-0.00067584i,-0.00022621-0.00087423i,-1.9272e-05-0.00074696i,-0.00014456-0.0011196i,-0.00012808-0.0010723i,-3.9663e-05-0.00019116i,-0.0005219-0.00017707i,-0.00065299-0.0004676i,-0.00028269-0.00094642i,-0.00032355-0.00085107i
0.0012653-3.7177e-06i,0.00018209+0.00063332i,0.00065206+0.00067255i,0.0015359+0.00089191i,0.00094595+0.00018867i,0.0010335-0.00075171i,0.0013491-0.00078808i,0.00088608-0.00080959i,0.0013423-0.00050147i,0.0014289-4.954e-05i,0.00081136-0.00012959i,0.00022873-0.00049675i,-2.5886e-05+4.4049e-05i,-0.00026127+0.00053498i,-0.00072845+0.00039752i,-0.00055367+0.00076643i,1.9251e-05+0.0011832i,0.00015262+0.00080526i,-0.00043024+0.00040834i,-0.00089777+4.2328e-05i,-0.00030085-0.00075655i,0.00027222-0.00088479i,0.00018375-0.00073263i
0.00096812+0.00052009i,0.00048958-0.0012598i,-0.00015746-0.0018548i,-0.00094514-0.0014732i,-0.001-0.0012999i,-0.00054789-0.0010567i,-0.00011896-0.00062086i,-0.00031983+0.00021931i,-3.3744e-05+0.0004447i,0.00076602-0.00039331i,0.00059849-0.0010142i,-6.9465e-07-0.00065749i,-0.00078154-0.00034684i,-0.00059926-0.00053936i,2.9971e-05-0.00082538i,-6.1737e-05-0.0010287i,-0.00017725-0.00059173i,-0.00026373-2.4897e-05i,-1.459e-05+0.00034019i,0.00023708+0.0011941i,-0.00024417+0.00084351i,-0.00083069-0.00031309i,-0.0004829-0.00023384i
0.00053118-2.4346e-06i,0.00065492+0.00062218i,0.00044101+0.00077882i,0.00016785+0.00017084i,0.00090614-5.6526e-05i,0.0011329-0.00038471i,0.0009661-0.00064835i,0.00024636-2.232e-05i,-7.6425e-05-0.00044766i,0.00042115-0.00054481i,0.00019883-0.00015923i,-0.00014177-0.00044565i,-0.00023168-0.00048964i,-0.00049708-2.476e-05i,-0.00010297-0.00021155i,-0.00060169+2.5761e-05i,-0.00067012+0.00011687i,-0.00018267-0.00056454i,-0.0001724-0.00042788i,0.00042746+0.00022414i,0.00067105+0.00040001i,0.00012687+0.00022642i,9.983e-05-0.00033762i
-0.0010363-0.0011163i,-0.00081799-0.00019232i,-0.00082732+0.00082186i,-0.00027574+0.00056169i,0.00031877+2.6794e-05i,0.00023584-0.00046828i,0.0003559-0.00064616i,0.00042099-1.9058e-05i,0.00030611+0.00037038i,2.4807e-05-0.00016744i,-0.00021199-0.00079205i,0.0002447-0.00022371i,0.00050462+0.0004939i,0.00047998+0.00019415i,0.00053444-6.574e-05i,0.00076021-0.00035015i,0.00010712-0.0004487i,-0.0010064+5.3435e-05i,-0.0011597+0.00022636i,-0.00031678+0.00070639i,-0.00012499+0.00078003i,-0.00023217+0.0008082i,-0.00033455+0.00037279i
-0.0012715+0.00213i,-0.00052845+0.0011494i,0.00015028+0.00037847i,0.00085364+0.00030502i,0.0015569+0.00059328i,0.0015646+0.00087373i,0.001015-7.0585e-05i,0.00043548-0.0012517i,0.00086478-0.0014735i,0.00063011-0.00057325i,-3.994e-05+0.0005181i,0.00065945+0.00072025i,0.0008223+0.00021997i,0.00068895-0.00021327i,0.00025166+7.323e-06i,0.00018628+7.3625e-05i,-0.00017795+1.9705e-06i,-0.00045517-0.00034289i,6.8884e-05-0.00073092i,0.00071788-0.00043517i,0.0013418+9.8771e-05i,0.00093951+4.6675e-05i,0.00045974+0.00031851i
0.00052418+0.0016128i,0.0021528+0.0012211i,0.003291+0.00029026i,0.0030184-0.0003044i,0.0017296-0.0009077i,0.00012881-0.0018376i,-0.00081916-0.0015587i,-0.00084425-0.00064601i,7.5816e-05-0.00024009i,0.00036785-0.0006074i,-5.572e-05-0.00069993i,-0.00065571-0.00023963i,-0.0010864-0.00044992i,-0.00069526-0.0008584i,-0.00062733-0.00033784i,-0.00018686-0.00057988i,0.0007077-0.00061083i,0.00098189+0.00015143i,0.000839+0.00071992i,0.00070711+0.00060399i,0.00061309-0.0002235i,7.0672e-05-0.0010298i,-0.00019944-0.0011113i
0.00029755+0.0019722i,2.4586e-05+0.0016334i,0.00030266+0.00043964i,0.00067728+1.847e-05i,0.00090422+0.00030632i,-9.899e-05-0.00067634i,-0.00031293-0.00086986i,0.00051263-0.00022409i,0.0010572-0.00010007i,0.0015541-0.00097947i,0.0010198-0.0012694i,-0.00011196-0.00073988i,-0.00010793-0.00029982i,0.00017725+1.5613e-06i,0.00055601-0.0002977i,0.00050273-0.00019087i,0.00012415+0.00032027i,-0.00026179-0.00051398i,-0.00055605-0.00060403i,3.4594e-05+0.00029761i,0.00052146+0.00027233i,-0.0001726+0.00017635i,-0.00023811+0.00039915i
0.00078043-0.0010171i,3.9692e-05-0.00019375i,-0.0014988+0.00032511i,-0.0015828+0.00055973i,0.00035647+0.00030054i,0.0014523+8.1387e-05i,0.00047705-5.9016e-05i,0.00011197+0.00024061i,7.4518e-05+0.00036839i,0.00050511-0.00019833i,0.00045142-0.00078557i,-0.0001251-0.00057693i,-0.00015943+0.00010348i,-0.0005132+0.00010122i,-0.0001566+0.00053622i,0.00058045+0.00083177i,0.0011775+0.00082135i,0.0013584+0.00061175i,0.00090362+0.00019618i,7.0388e-05+0.0001384i,-0.00094895+0.00010257i,-0.00087892+0.00012882i,0.00020313-7.8346e-05i
-0.00026954+0.00050671i,-0.0001294+0.00040792i,0.00060459-0.00011161i,0.0012198-0.0011404i,0.00062604-0.00095619i,0.00025489-0.0011678i,-6.4833e-05-0.0013128i,-0.00097843-0.00022231i,-0.001295+0.0004104i,-0.0009649+0.00013431i,-0.00048398+0.00052528i,-0.000452+0.00054565i,-0.00014641-0.00030933i,0.00059988-0.00034817i,0.001204+0.00017803i,0.00042804+0.00047208i,-0.00032705+0.0010917i,-0.00045275+0.0015342i,0.00017091+0.0011585i,0.00070022+0.00049046i,0.00069348-0.00024074i,0.00061543-0.00019744i,0.00045244+5.475e-05i
-0.00014486-0.00020449i,-0.00080088+0.0011217i,-0.00014935+0.0011815i,0.00096459+0.00092491i,0.0010542+0.00059503i,0.00082435-0.00019836i,0.00097498-0.00060638i,-4.6229e-07+0.00016817i,-0.00029698+0.0003659i,0.00048861-0.00027745i,0.00047685+0.00037082i,0.00062328+0.0012866i,0.0012201+0.00063393i,0.00085534-0.00041627i,0.00027588-0.00041126i,0.00052489+0.00037757i,0.00025167+0.00054223i,-0.00023024-0.00014672i,0.00013185-0.00047096i,0.00011836-8.0132e-06i,0.00028198-8.7431e-05i,0.00035267+4.3774e-05i,-4.7983e-05+2.7077e-05i
-0.00045761+0.0015017i,0.001005+0.0013645i,0.0017714+0.00095296i,0.0017559+0.00072388i,0.0023327+0.00018223i,0.0022908-0.00076846i,0.0014498-0.00049479i,0.00072603+0.00055196i,0.00045143+0.00083949i,0.00021228+0.0002498i,0.00041178+4.415e-05i,0.0006291-5.5638e-05i,-4.9312e-05+0.00043701i,-0.00050902+0.00029484i,0.00025-0.00028843i,0.00041992-0.00022129i,0.00015312+3.9424e-05i,3.691e-06-0.00021029i,0.00015307-0.00019109i,-0.00010811-0.00044641i,-0.00041907-0.00041192i,-0.00057544-0.00033255i,-0.00047964-0.00063405i
0.00030074-0.00057379i,0.00068997-0.0013248i,0.00084911-0.0019873i,-0.00014772-0.00148i,-0.0015969-0.0013139i,-0.0012407-0.0014382i,-0.00041895-0.001215i,-0.00019079-0.00013981i,-0.00056302-6.5819e-05i,-0.00082496-0.00031968i,-0.00079536-0.00051278i,-0.0003989-0.0005193i,0.00022531-4.8029e-05i,-0.00010539-0.00019002i,-0.00022718-0.0004607i,-0.00035727-0.0006586i,-0.0013784-0.00060969i,-0.0012509-0.00030693i,-0.00025252-0.00042421i,-0.00031089-0.0011003i,-0.00065431-0.00043506i,-0.00070971+0.00015078i,-0.0006037-0.00072728i
-0.00017553+0.0017443i,0.00038456+0.0031079i,0.00077217+0.0039054i,0.0016076+0.0033819i,0.0021129+0.0014066i,0.0011798+5.6996e-05i,-0.00021734-0.0002477i,-0.00043289-0.00061188i,-0.00060314-0.00072649i,-0.00012685-0.00016727i,0.00054034+0.00091456i,-0.00028327+0.00012638i,-0.00050269-0.00088601i,0.00036207-0.00097612i,0.00040116-0.00081197i,-0.00010014-0.00036007i,0.00010394-0.0003567i,0.00044255-0.00081695i,4.5884e-05-0.0010277i,0.00049386-0.00084387i,0.0010916-0.00049504i,0.00041909-0.00062299i,-0.00048288-0.00031624i
-0.0003784-0.0011719i,-0.00083256-0.00099553i,-0.0014266-0.0006905i,-0.00089266-0.00034915i,0.00021015-5.4971e-05i,0.00127-0.00035078i,0.0014227-0.00094258i,0.00029987-0.0010451i,0.0001639-0.00030226i,0.00014156+6.1473e-05i,0.00012723-0.00049493i,0.00010077-0.0010342i,0.00030953-0.00034466i,2.3742e-05-0.00037631i,-0.00025989-0.00097823i,-0.00052279-0.00065177i,-0.00068067+0.00042423i,0.00010308+0.0015608i,0.00031739+0.0014918i,-0.00030439+0.00025156i,-0.00020364-0.0002951i,-0.00016204+0.00019008i,-0.000529+0.00027298i
-0.00015302-0.0017831i,-0.00116-0.0021177i,-0.0021075-0.00065864i,-0.0017999+0.00060424i,-0.00059146+0.0011187i,0.00048534+0.00036745i,0.00082066-0.00029668i,0.00056913-0.00014335i,0.00078191+0.00044232i,0.00088+0.00055033i,0.00068038-0.00088812i,0.00054256-0.0014222i,-6.2244e-05-0.00051962i,-0.00057364-0.00026377i,-0.00043568-0.00059837i,4.3567e-05-0.00044062i,0.0008269+0.00076425i,0.00065066+0.0012235i,0.00066561+0.00031178i,0.00053353+0.00016698i,-6.4601e-05+0.00051464i,-9.5248e-05-0.00063831i,-7.4664e-05-0.00095551i
0.001563+1.2292e-05i,0.0010976+0.00094168i,0.001791+0.0009368i,0.002356+0.00057084i,0.0015995-0.00061594i,0.00064587-0.001361i,-6.7534e-05-0.0012343i,-0.00017832-0.0010967i,-8.0711e-07-0.0013121i,-8.2523e-05-0.0011844i,-0.00017+8.4893e-05i,-0.00030038+0.00063772i,-0.00039291+9.7222e-05i,-0.00021984-9.2891e-05i,0.00030966+0.00022407i,0.00052199+0.00022289i,-6.1816e-05+0.00013i,-0.00023881+1.1314e-06i,-2.7851e-06-0.00049718i,-0.00011354-0.00057713i,-0.00036795-0.00054036i,-0.00060171-0.00012775i,-0.00027559+0.00031515i
-5.9773e-05+0.002544i,-0.0012063+0.0029068i,-0.0012471+0.0023772i,-0.00068232+0.0005836i,0.00016264-0.00055135i,0.00090102-0.00034592i,0.00032345-3.2735e-05i,-0.00059053+0.00020568i,-0.00037121+0.00018286i,0.00056258-0.0004783i,0.00078201-0.00065431i,0.00013307-0.00073957i,-6.8641e-05-0.00071918i,0.00025023-0.00048461i,0.0004284-0.00044379i,7.8398e-05-0.00090296i,0.00020218-0.0010725i,-0.00021009-5.2831e-05i,-0.00078534-0.00018892i,0.00010164-7.7278e-05i,0.0011096+0.0003962i,0.00074164-7.7651e-05i,-0.00028605-0.00037337i
-0.00023429-2.8413e-05i,-0.00071591-0.0012611i,-0.00050035-0.0010255i,-0.00027474+0.0003128i,-0.0002234+0.00050347i,0.00088812-0.00034655i,0.00094591-0.00042991i,0.00033027-4.6968e-05i,0.00031418+0.00023959i,2.9351e-05+0.00010677i,-3.0032e-05-0.00034153i,-0.00011813-0.00064392i,-1.0257e-05-0.00048596i,4.344e-05-0.0001932i,-0.00052739-0.00058987i,-0.00083223-0.0012083i,-0.00022843-0.00062296i,0.00055852+0.00026272i,5.0619e-05+0.00046551i,-0.00056409+2.0357e-05i,-0.00021139-0.00013246i,0.00013596-8.1873e-05i,9.5134e-05+3.6475e-05i
-3.5728e-06+0.00099209i,0.0010675+0.001312i,0.0016532+0.0017298i,0.0013758+0.0011382i,0.0010937+0.00010931i,0.00064212-0.0010462i,-0.00019455-0.0012773i,-0.00041673-6.567e-05i,0.00021504-0.00014635i,0.00072137-0.0011006i,0.0012255-0.00095205i,0.0014435-0.00033487i,7.8772e-05+0.00013375i,-0.00063485-6.6683e-05i,5.4512e-05+0.00030888i,0.00058569+0.00060679i,0.00025321+0.00018511i,-0.00030558-0.00077227i,-0.00058792-0.0011284i,-0.00014839-0.00059889i,4.1476e-05-0.00019658i,-0.00041142-0.00013207i,-0.00038212+1.6968e-05i
-0.00092249+0.0016239i,-0.0012456+0.00083859i,-0.00055422-0.00072304i,4.6142e-05-0.00046402i,0.00024187-0.00022099i,0.00092571-0.0011616i,0.00059379-0.0012334i,-0.00097261-0.00078918i,-0.00060205-0.00015653i,0.00080124+0.00036004i,0.00098242+0.00024173i,0.00010912-0.00049715i,-0.00050645-0.0009847i,-0.00024599-0.0006156i,-0.00039072-0.00025843i,-0.00067062-4.1408e-06i,-0.00017811+0.00059628i,1.9342e-05+0.001071i,0.00014082+0.00086522i,0.00035477+0.00072206i,0.00029146+0.00062617i,0.00067276-7.8799e-05i,0.00032486+0.00028922i
0.00022261+0.0015502i,0.00051856+0.0013416i,0.0015529+0.0014472i,0.0030432+0.0013389i,0.0031585+0.00013318i,0.00205-0.0010702i,0.00013279-0.00060225i,-0.0004013+0.00046849i,0.00070867+0.00082809i,0.0011858-0.00035704i,0.00070869-0.0019555i,0.00032947-0.0019321i,-5.3697e-05-0.00059817i,-0.00033241-8.4988e-05i,0.00030525+5.457e-05i,0.00053705+0.00025119i,0.00014156-4.4009e-05i,-0.00024239-0.00011197i,0.00011874+0.00021869i,0.00048752+0.0012205i,3.0379e-05+0.0011247i,0.00035181+0.00015981i,0.00019976-0.00030842i
0.0010319+0.00038388i,0.0012968-0.00068117i,0.00057841-0.0017617i,-0.00045563-0.0015118i,-0.00070122-0.00094812i,-0.00022385-0.0008531i,0.00028853-0.0006334i,5.8189e-05+0.00010764i,-0.0001121+0.00026398i,-0.00078238+0.00041032i,-0.00070392+0.00063521i,-0.0001968+0.00021417i,6.0988e-05+7.6197e-05i,0.00061302+0.00048812i,0.00012512-0.00033682i,-0.00042256-0.0015973i,-0.0003133-0.00062473i,5.3367e-06+6.8234e-05i,-2.8171e-05-0.00040597i,-0.00059549-0.00026456i,-0.00060173-0.00036483i,0.0001055-0.00038369i,-0.00033222+1.657e-05i
0.0018336-0.00028464i,0.0014731+0.00088395i,0.00030908+0.001248i,-0.00040416+0.00088395i,-0.00063764+0.00023669i,-0.00033612-0.00013237i,-6.8904e-05-0.00043151i,-6.6404e-05-0.00083245i,-0.0003229-0.00054691i,-0.00095106-0.00094066i,-0.00065457-0.0011096i,-1.6086e-05-0.0009097i,-0.00011942-0.0010185i,-0.00079862-0.00067594i,-0.00091261-0.00042003i,-0.0003566-0.00048975i,-6.1366e-05-0.00025916i,-0.00014036-0.00017581i,-0.00032372-0.00040453i,0.00017226-0.00038169i,0.00095399-0.00015232i,0.00057987+0.00033062i,-0.0004303+0.0010238i
0.00032251+0.00093555i,0.00030438+0.00071374i,0.00037852-0.00045813i,0.00022775-0.00094211i,0.00066176-0.00082613i,0.0015714-0.00089509i,0.0015848-0.00016246i,0.00080239+0.00034857i,0.00045774-0.00028674i,0.0002853-0.00087417i,-0.00020976-0.00090742i,-0.00039417-0.0003892i,0.00028212+7.7829e-05i,8.2845e-06+0.00048492i,-0.0011116+5.1937e-05i,-0.0005597-0.00030067i,0.00081166-3.0308e-05i,0.0006043+0.00057166i,-0.00016252+0.00047661i,-0.00081439-0.00014713i,-0.00074064-0.00077935i,-0.00056711-0.00094341i,-0.00055768-0.0002766i
-3.5042e-05+0.0015103i,-0.00019726+0.00099885i,0.00070281+5.171e-05i,0.0010503-0.00053905i,0.0011273-0.0010615i,0.00090677-0.00067036i,0.00034584+0.00033042i,0.00011107+0.00016744i,0.00058027-0.00023573i,0.00090103-0.00010881i,0.00034635+5.3286e-05i,0.00010118-0.00057063i,-0.00059505-0.00093772i,-0.00083932-0.00077908i,0.00053823-0.00032009i,0.0014437+0.0001006i,0.00086797+0.00044305i,-5.7722e-05+0.0010937i,9.7678e-05+0.0010157i,0.00065979+0.00077058i,0.00037338+0.000572i,-4.5361e-05-0.00027111i,-0.00051329-0.00073711i
0.0015162+0.00024282i,0.00069438-0.00057034i,0.00079184-0.0011518i,0.0011048-0.00035044i,0.0010509+0.00030592i,0.00064662-0.00013209i,0.00059286-0.00042124i,-0.00027159-7.3503e-05i,-1.7432e-05-5.7018e-05i,0.00076673-0.00082557i,0.00024213-0.00088056i,-0.00030877-0.00039198i,-0.00080565-0.00031853i,-0.0010526-0.000421i,-0.0008692-0.00049093i,-0.00071246-0.00060951i,1.8246e-05-0.00027674i,0.00012597+0.00018641i,-0.00018993-0.00039394i,-0.00025715-0.00041021i,-0.00015934+0.00017893i,0.00015693+0.0002059i,0.0004129+0.00038458i
0.0022442+0.00057315i,0.0024737+0.00013035i,0.0016892+9.0028e-05i,0.00079169-4.2115e-05i,0.00066139-0.0010901i,0.00062456-0.0013057i,0.00050947-0.00050977i,0.00043979-0.00053297i,9.0533e-05-0.00087963i,-0.00015484-0.00088288i,-0.00032493-0.00094757i,6.847e-05-0.00069133i,0.00046784-0.00012652i,0.00046303-4.7015e-05i,0.00028134-0.00015272i,-2.9965e-05-0.00023647i,9.379e-05-0.00021274i,0.00070452-9.3617e-05i,0.00046899-0.00010479i,2.615e-05+0.00048834i,-0.00019205+0.000429i,-0.00030888+8.0967e-05i,-0.0003057-0.00038137i
-0.0012309+0.0008137i,-5.7765e-05+0.0025174i,0.00046088+0.0034229i,0.00058182+0.0029599i,0.00044276+0.0013096i,7.2193e-05-0.00032324i,-0.00013501-0.00050358i,-0.00058995-0.00032415i,-0.0003618-0.00042769i,0.00017023-6.6684e-05i,0.00020304+0.00013793i,0.00061401-0.00014902i,1.4656e-05-8.653e-05i,-0.00029334-0.00032238i,0.00052334-0.00029874i,0.00025333+0.00050052i,-0.00037456+0.0006097i,-0.00048674+0.00020754i,3.6799e-05+0.00018679i,4.393e-05+0.00050241i,-0.00040399+0.0001422i,-0.00019559-0.00025946i,-0.00011564-0.00024895i
0.00016427+0.0013292i,-0.00060521+0.00067906i,0.00024317-0.00042374i,0.0014298-0.0013137i,0.0013307-0.0012777i,0.00044635-0.0015198i,0.00016708-0.0013771i,-0.00041137-0.00076667i,-0.00039387-0.00027549i,0.00050982-0.00041617i,0.00090274-0.00037904i,0.00092688-0.00042304i,0.00067998-0.00057659i,0.00046073+6.9516e-05i,-7.9868e-05+0.00027727i,-0.00013757+8.714e-06i,9.0795e-05-9.444e-07i,-0.00080413-8.7912e-05i,-0.00038676-0.00019304i,0.00065818-0.00047805i,0.00042419-0.00028907i,0.00013958-8.3639e-05i,0.00016248-2.0325e-06i
0.00030263-0.00087414i,-0.0006551-0.00080544i,-0.0011076-0.00039144i,-0.00073216+0.00022531i,0.0011113+0.00053415i,0.0018058+0.00027578i,0.0012867+0.00020755i,7.828e-05+0.00049817i,-0.00080773+0.00011368i,-0.00034411-0.00075507i,0.00071537-0.00067993i,0.00077014-0.0011511i,9.1958e-05-0.0016892i,-0.00017779-0.0010997i,0.00021319-0.00085947i,0.00075562-0.00030779i,0.00095834+0.00021563i,0.00064656-0.00024339i,0.00021505-0.00044187i,7.1922e-05+3.2376e-05i,-0.00049377-0.00057205i,-0.0010275-0.0010036i,-0.00084648-0.00040407i
0.00048636+0.00051277i,-0.00043515+0.00042182i,-0.00011869+0.00089577i,0.00019094+0.0017158i,-0.00015138+0.0011654i,0.00039562-0.00012451i,0.0007216-0.00047632i,0.0001567-0.00035553i,6.1465e-05-0.00085873i,0.00017196-0.0011416i,0.00056536-0.00022529i,0.0010187+7.0639e-05i,0.00043592-0.00014692i,-0.00029684-0.00028314i,-0.00029036-0.00056766i,0.00044628-0.00069405i,0.0010739+0.00033597i,0.00068278+0.00072955i,-0.00037271+0.000445i,-0.00059502+0.00050004i,-0.00028946+0.00015836i,-0.00032972-0.00053622i,-0.00011661-0.00028059i
0.00057322-0.00095269i,0.00059507-0.00071823i,0.00036042-0.00083168i,0.0007367-0.0009284i,0.00082202-0.00072302i,0.00014073-0.0005303i,-0.00027234-0.00027941i,-0.0002634+0.00024481i,3.9241e-05+0.00039829i,0.00061912+0.0005269i,0.00047128+0.00054723i,-0.00063931-0.00011575i,-0.00098276-0.00063035i,-0.00057823-0.00099999i,-0.00029421-0.0010532i,3.3502e-05-0.00037661i,-0.0003243+0.00025522i,-0.0009059+0.00019972i,-0.00052779-0.00021763i,-0.00010025-0.00034384i,-7.9218e-06-0.00035867i,0.00046548+0.00025777i,0.00017125+0.00082601i
-0.0024354+0.00028769i,-0.0019013+0.0010785i,-0.0012422+0.0018969i,-0.00024661+0.0014875i,-0.00034882+0.001715i,-8.9705e-05+0.0016347i,0.00013081+0.00070917i,-0.00035929+6.9968e-05i,-0.0001533+0.00064313i,-8.4287e-05+0.0009746i,7.8489e-05-0.00016765i,0.00041731-0.00079927i,3.3275e-05-0.0010001i,-0.00043709-0.00047282i,0.00029344+0.00054406i,0.00039208+0.00061187i,0.00026039+0.00049476i,-0.0001015+0.00024038i,-0.00047305-0.00040381i,-0.0001767-0.00076535i,-0.00055042-0.0006706i,-0.0010734-0.00048485i,-0.00091677-0.00050822i
-0.0008971+0.00040132i,-0.0014653+0.00073195i,-0.0010803+0.00095659i,0.00061633+0.0014403i,0.0013798+0.001039i,0.00045863-0.00041586i,-0.00016517-0.00091219i,-0.00064987-0.00079436i,-0.00026792-0.0007791i,0.00088739-0.00011033i,0.0011208+0.00012621i,0.00074257-0.0002157i,0.00062093-6.6314e-05i,0.00044435+7.6788e-07i,-0.00016293-0.00030392i,-0.000328-0.000107i,-0.00022068-2.9826e-05i,-7.3281e-05-0.00041834i,-0.00016739-0.0005374i,-0.00044647-0.00045635i,-0.000377+8.3901e-05i,-0.00038296-0.00032267i,-0.00046874-0.0012076i
