-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
-0.017645+0.039332i,-0.039292+0.045422i,-0.038357-0.03766i,9.0393e-05-0.19582i,0.023164-0.26938i,0.0086637-0.1707i,-0.0010751-0.024152i,-0.01487+0.041673i,-0.036218+0.045389i,-0.031622+0.033108i,-0.015347+0.016651i,-0.012269+0.0075431i,-0.015314+0.0046638i,-0.01512+0.00094882i,-0.0065775+0.00027002i,0.0056067+0.0014933i,0.0096312+0.00087279i,0.0088777-0.0023234i,0.0082924-0.0082843i,0.0041478-0.013387i,-0.00052322-0.012105i,9.3489e-05-0.0071034i,0.0046329-0.0015478i
-0.045977-0.021543i,-0.12589-0.043587i,-0.2502-0.023107i,-0.3587+0.068119i,-0.34971+0.14342i,-0.23271+0.12654i,-0.11177+0.06569i,-0.027656+0.033438i,0.020486+0.023445i,0.023292+0.010017i,0.0062722+0.0027358i,0.00073441+0.0011749i,0.0029802-0.0046879i,0.0045265-0.012119i,0.0022173-0.014859i,-0.0031363-0.011813i,-0.0056801-0.01016i,-0.0075131-0.0087642i,-0.0082592-0.0039122i,-0.0032947-4.7974e-05i,0.0022469+0.0003157i,0.0033423-0.00099976i,0.00052105-0.0006196i
0.060619-0.02484i,0.17557-0.027158i,0.34104+0.0044165i,0.4587+0.049019i,0.42612+0.049956i,0.26979-0.0047425i,0.112-0.057515i,0.026026-0.0721i,0.0014432-0.05857i,0.004948-0.036487i,0.010459-0.023366i,0.0070143-0.016048i,0.0045134-0.0032309i,0.0072373+0.010442i,0.0062263+0.015652i,0.0015934+0.014598i,0.00065089+0.014391i,0.0038063+0.012794i,0.0055223+0.0094929i,0.0030451+0.0079356i,-0.0019119+0.0067137i,-0.0044897+0.0055372i,-0.0051835+0.0039435i
-0.0081656+0.044153i,-0.062771+0.06764i,-0.15755+0.010878i,-0.22604-0.12924i,-0.20083-0.20333i,-0.10933-0.12519i,-0.02765+0.0018611i,-0.0010301+0.068104i,-0.0072286+0.068998i,-0.009679+0.042401i,-0.0073971+0.022068i,-0.0072119+0.015187i,-0.010754+0.0084862i,-0.015225-0.0001313i,-0.011138-0.0041854i,-0.00085305-0.0056296i,0.0031872-0.0075646i,0.001271-0.0092148i,-0.0020662-0.010072i,-0.0047892-0.008506i,-0.0041412-0.005125i,-0.00042104-0.0025802i,0.0045732-0.0019285i
-0.034078-0.0089686i,-0.070068-0.0069683i,-0.0959+0.051704i,-0.10204+0.17268i,-0.10238+0.23672i,-0.088116+0.1667i,-0.060361+0.054188i,-0.023301-0.0086457i,0.0063769-0.027151i,0.0071402-0.022438i,-0.00011115-0.0093188i,0.0038069-0.0053938i,0.0087925-0.009851i,0.0077644-0.013685i,0.002633-0.012777i,-0.0036485-0.0090792i,-0.0078941-0.0076719i,-0.009688-0.0039846i,-0.0068212+0.0023998i,0.00047303+0.0049234i,0.0049921+0.0032914i,0.0035942+0.00086401i,-0.00029549+0.00060877i
0.029549-0.039247i,0.10419-0.085628i,0.21925-0.13834i,0.30985-0.17676i,0.29835-0.17434i,0.19027-0.13013i,0.076364-0.085338i,0.011382-0.060413i,-0.013447-0.042213i,-0.011496-0.024603i,-0.0023986-0.014966i,-0.00060418-0.0094356i,0.0010825+0.00027682i,0.0072228+0.011646i,0.010498+0.014737i,0.0084046+0.013558i,0.0070562+0.014724i,0.0095105+0.014419i,0.0099303+0.0093373i,0.0053329+0.0034471i,0.00066358+0.0014998i,-0.0013184+0.0014498i,-0.0017122+0.0007397i
0.001733+0.037224i,-0.043379+0.088362i,-0.16282+0.1147i,-0.28726+0.070168i,-0.28611-0.00172i,-0.15915-0.01172i,-0.030345+0.026748i,0.023186+0.051096i,0.022045+0.048011i,0.0070212+0.031778i,-0.0011819+0.018154i,-0.0026296+0.0099994i,-0.0080703+0.0049529i,-0.015355+0.0025287i,-0.013645+0.00081295i,-0.0059253-0.0021141i,-0.002091-0.0052288i,-0.003038-0.0073776i,-0.004835-0.0083603i,-0.0057917-0.0076615i,-0.0039757-0.0057612i,-0.000496-0.0050909i,0.0029651-0.0057361i
-0.023206-0.0012535i,-0.024877-0.0085468i,0.020778+0.016677i,0.092669+0.10312i,0.099986+0.17411i,0.034469+0.13728i,-0.02148+0.050105i,-0.028735-0.0046057i,-0.011756-0.021051i,-0.001711-0.017024i,-0.00030837-0.010916i,0.00028394-0.010915i,0.0023965-0.012027i,0.0050494-0.011401i,0.0034301-0.0076682i,-0.0018845-0.0026033i,-0.0053738-0.0016583i,-0.0057197-0.0019567i,-0.0031915+0.00043176i,-1.8218e-05+0.0016909i,0.000353+0.00042673i,-0.0017547+0.00084116i,-0.0043267+0.0030704i
0.011182-0.027703i,0.036653-0.072069i,0.073774-0.14607i,0.097252-0.22287i,0.099495-0.23348i,0.077487-0.16263i,0.037356-0.0762i,0.0031161-0.019778i,-0.0081421+0.0034448i,-0.00055935+0.002226i,0.0043801-0.0036588i,0.00055841+0.0010548i,0.0013205+0.0098392i,0.0073798+0.012039i,0.0099174+0.009203i,0.0097752+0.0071568i,0.010092+0.0079251i,0.010206+0.0057037i,0.0062741+0.0017309i,0.00039755+0.0018035i,-0.0025754+0.0038126i,-0.0028085+0.0036926i,-0.0018861+0.0024738i
0.01147+0.030794i,-0.0041471+0.089873i,-0.067905+0.16809i,-0.15704+0.19565i,-0.1851+0.14178i,-0.11559+0.070518i,-0.027047+0.037254i,0.016262+0.029244i,0.02246+0.023552i,0.013594+0.016266i,0.0053958+0.010483i,0.0013341+0.0070969i,-0.0047714+0.0036552i,-0.011339+0.00060168i,-0.011313-0.0023082i,-0.0073605-0.0055646i,-0.0075508-0.0077037i,-0.0091822-0.0059116i,-0.0076751-0.0033804i,-0.0040007-0.0019553i,-0.0011735-0.00057447i,0.00027362-0.00039602i,0.0018427-0.0016334i
-0.016896-0.0046989i,-0.018814-0.03058i,0.030458-0.059104i,0.12663-0.041039i,0.15925+0.019973i,0.083009+0.045886i,-0.003598+0.019952i,-0.031865-0.012066i,-0.025489-0.02537i,-0.0154-0.019213i,-0.0079641-0.010066i,-0.0021433-0.0091103i,0.0033681-0.011337i,0.0069056-0.011693i,0.0063135-0.0092284i,0.0026508-0.005167i,-0.00084942-0.0023498i,-0.00084718-0.0005271i,0.0028609+0.00090213i,0.0056787-0.00054315i,0.0052292-0.0016338i,0.002607+0.00033198i,-4.9271e-05+0.0025788i
0.0016198-0.014715i,0.006767-0.038662i,-0.010347-0.075123i,-0.048141-0.12611i,-0.05198-0.16258i,-0.013962-0.13237i,0.015845-0.06568i,0.020828-0.020402i,0.011904-0.003581i,0.0028823-0.0030921i,0.0012686-0.0046095i,0.0032385-0.0015426i,0.0039024+0.0030327i,0.0050275+0.0067654i,0.0061514+0.0076874i,0.0064164+0.0066991i,0.0084604+0.0064825i,0.009008+0.0060251i,0.0053787+0.0039974i,0.0017348+0.001956i,0.00076842-1.3897e-05i,0.00068643-0.00244i,8.9478e-05-0.0037183i
0.014552+0.016226i,0.027028+0.061345i,0.017959+0.13197i,-0.019301+0.18769i,-0.054842+0.17426i,-0.049082+0.10473i,-0.012522+0.045102i,0.011502+0.01596i,0.014234+0.0042239i,0.0075332+0.0025218i,0.0020843+0.0021995i,-0.0021304-0.00095025i,-0.0092783-0.0021752i,-0.015035-0.00025453i,-0.014522+0.0013981i,-0.011685+0.001314i,-0.0098492+6.3593e-05i,-0.0077744-0.00042837i,-0.0055823-0.00068139i,-0.003204-0.0011696i,-0.0021503-0.0013968i,-0.0015377-0.0015562i,-0.00026669-0.0024061i
-0.013237-0.0030194i,-0.029023-0.028514i,-0.011087-0.08397i,0.056539-0.11945i,0.1053-0.079504i,0.072124-0.016076i,0.0073286+0.0074138i,-0.024409+0.0053282i,-0.022257+0.00097793i,-0.010269-0.0014675i,-0.0042128-0.003041i,-0.0025594-0.0047788i,0.0012442-0.0068903i,0.0048989-0.008687i,0.0050459-0.0070012i,0.0023602-0.0029182i,-0.00071222-0.0011334i,-0.0014083-0.0019573i,-0.00048132-0.0026495i,-0.00016489-0.001615i,-0.0010889-0.00089896i,-0.0022201+0.00069967i,-0.0019989+0.0031762i
0.00020598-0.0097575i,-0.0015179-0.011414i,-0.020724-0.0048224i,-0.067228-0.010377i,-0.090514-0.044274i,-0.050756-0.063891i,-0.0039678-0.045776i,0.012833-0.016749i,0.012905+0.0018413i,0.0079749+0.004938i,0.0025264+0.0026576i,0.0001293+0.0053214i,0.0027278+0.010159i,0.0049367+0.011301i,0.0051008+0.0073913i,0.0057497+0.003106i,0.0066794+0.0019446i,0.0059806+0.001664i,0.003872+0.0032365i,0.0022629+0.0045669i,0.0018319+0.0023908i,0.0009014+0.00048162i,-0.0013816+0.00083451i
0.0067588+0.0015071i,0.025589+0.019957i,0.047661+0.058781i,0.059579+0.10113i,0.041042+0.11328i,0.0088312+0.081094i,-0.0055642+0.037373i,-0.0050019+0.011019i,-0.0013184+0.0004394i,0.0010532-2.9055e-05i,0.00065401+0.0025485i,-0.0024526+0.0028312i,-0.0066598+0.0029881i,-0.0089613+0.0029765i,-0.0079303+0.0013389i,-0.0058057+0.00011789i,-0.0050278-0.0015893i,-0.0043162-0.0021335i,-0.0026404-0.0014324i,-0.0011132-0.0015284i,-0.0003389-0.00019504i,0.00070988+0.0011302i,0.00161+0.00084058i
-0.012558+0.006777i,-0.030612-0.0082612i,-0.043306-0.050008i,-0.018652-0.099279i,0.02728-0.10137i,0.032858-0.051179i,0.0070441-0.0075714i,-0.0070604+0.0050586i,-0.0079512+0.0027921i,-0.005144-0.00062528i,-0.0016491-0.0029015i,0.0019056-0.0067501i,0.0046881-0.010669i,0.006826-0.01251i,0.0072918-0.011354i,0.0052687-0.0078463i,0.0018535-0.0042382i,0.00046382-0.0011727i,0.0014062-0.00097523i,0.00075517-0.0025928i,-0.00049488-0.0022751i,-0.00012587-0.00083637i,0.00052968-1.6191e-05i
0.00036253-0.0075993i,0.0080595-0.0038524i,0.0057077+0.016378i,-0.028107+0.040198i,-0.066588+0.025406i,-0.055544-0.012132i,-0.015495-0.023206i,0.0075269-0.014822i,0.0091023-0.0065686i,0.002312-0.0025811i,0.00067693-0.00075407i,0.0034722+0.00092214i,0.0041066+0.0029564i,0.002796+0.0058826i,0.0016044+0.0072004i,0.0017177+0.0056451i,0.004153+0.0041747i,0.0059967+0.0036957i,0.0049756+0.0034248i,0.0038314+0.0033029i,0.0033588+0.0017784i,0.0021471-0.00091849i,-0.00015856-0.0020996i
0.010721+0.00077404i,0.019419+0.0033291i,0.037302+0.0063357i,0.058191+0.017113i,0.058817+0.038712i,0.031436+0.043654i,0.0062508+0.025828i,-0.005256+0.010198i,-0.006451+0.00044718i,-0.0022228-0.0045224i,-0.00048774-0.0038787i,-0.0026733-0.0023692i,-0.0057778-0.00016867i,-0.0081982+0.0018163i,-0.008625+0.0020717i,-0.0077082+0.002568i,-0.0066914+0.0020569i,-0.0060025-0.00052209i,-0.005872-0.0027031i,-0.0054904-0.00087977i,-0.0031758+0.0016334i,-0.00049096+0.0018565i,0.00081094+0.00019543i
-0.0010343+0.0037344i,-0.019672+0.0037903i,-0.042422-0.014386i,-0.047904-0.048737i,-0.022074-0.065417i,0.0034837-0.045416i,0.0043279-0.017621i,0.0011671-0.0031447i,0.0022837+0.0008869i,0.0032797-0.0010844i,0.0019659-0.0037131i,-0.00057384-0.0057693i,-0.00056215-0.0072654i,0.0015863-0.0086124i,0.0028583-0.0080997i,0.0013511-0.0053799i,-0.00066287-0.0016442i,-0.0011381+0.00028532i,-0.00062412-0.00011914i,-0.00098431-0.0013901i,-0.0022991-0.0028794i,-0.0030735-0.0025136i,-0.0028053-0.00035583i
0.002829-0.0038584i,0.0096239-0.0062788i,0.019497+0.0061099i,0.012284+0.035088i,-0.017266+0.039898i,-0.028551+0.010609i,-0.012814-0.011397i,0.00077445-0.013634i,0.0045349-0.0072542i,0.0031965-0.00064822i,0.00033555+0.0028449i,-0.00020066+0.0065901i,0.0010258+0.0099793i,0.0018897+0.010814i,0.0029718+0.0086065i,0.0038258+0.0050151i,0.0051927+0.0021679i,0.0066003+0.0012904i,0.0063045+0.0024743i,0.0053318+0.0024762i,0.0045362+0.00068875i,0.0021646-5.845e-06i,-0.00062883+0.00080258i
-0.0010593+0.0012735i,0.002924-0.00043055i,0.010599-0.005195i,0.029537-0.011448i,0.047948-0.0039954i,0.038986+0.015005i,0.016358+0.021709i,0.0024726+0.016092i,-0.0035046+0.009553i,-0.0046778+0.0046423i,-0.0043105+0.0013977i,-0.005486+0.00039287i,-0.0068285+0.00106i,-0.0065326+0.0027378i,-0.0040118+0.0028275i,-0.0010016+0.0012331i,-0.0015257-0.0011099i,-0.0029758-0.0027669i,-0.0029514-0.0017237i,-0.002732+9.1326e-05i,-0.0019527+0.0024293i,4.9113e-06+0.0036794i,0.00056107+0.0021464i
-0.001642+0.0031957i,-0.0073536+0.0080883i,-0.021738+0.0082053i,-0.035954-0.0063297i,-0.034853-0.027623i,-0.02013-0.02902i,-0.0088038-0.013511i,-0.0031933-0.0038423i,0.00029795-0.0017853i,0.00099898-0.0022366i,0.0014491-0.0040017i,0.0021816-0.0063975i,0.0024292-0.0095069i,0.0018726-0.011223i,0.00028834-0.01078i,-0.00068302-0.0080195i,-0.00047243-0.0030271i,-4.2892e-05-1.4157e-05i,-0.00017273-0.00036748i,-0.0019759-0.0012581i,-0.0037121-0.002325i,-0.0037775-0.0026989i,-0.0022993-0.0017698i
0.0026264-0.0038283i,0.0075361-0.0073481i,0.019108-0.0058474i,0.023938+0.01124i,0.0048234+0.026769i,-0.01558+0.015951i,-0.015934-0.0016148i,-0.0095372-0.0054787i,-0.004651-0.0044296i,-0.00043819-0.0016816i,0.0035134+0.0020619i,0.0078142+0.0034786i,0.010106+0.0046612i,0.0091892+0.0064505i,0.0061356+0.0066008i,0.0031804+0.0044225i,0.0022781+0.0014364i,0.0018374-0.00052662i,0.0013893-0.00053299i,0.0027704+2.4143e-05i,0.0041555+0.00045583i,0.0032536+0.0006527i,0.0014907+0.00053693i
0.0018007+0.0037301i,0.001321+0.0043072i,0.00014205-0.00035169i,0.0051831-0.012461i,0.020283-0.016505i,0.025012-0.005026i,0.014305+0.0050612i,0.0055917+0.0069982i,0.0013484+0.003783i,-0.0011459+0.00053957i,-0.0028885-9.1686e-05i,-0.0044701-0.00024689i,-0.0062291+1.7157e-05i,-0.0057947+0.0014284i,-0.003036+0.0022313i,-0.0020367+0.0017164i,-0.0036348+0.0012598i,-0.0038584+0.00089853i,-0.0033904+0.00032874i,-0.003015+0.0008364i,-0.0022002+0.0019431i,-0.0015011+0.002165i,-0.00036198+0.00089259i
0.0013912-0.001129i,-0.0019926+0.00047709i,-0.010092+0.0035396i,-0.021547+0.003736i,-0.02656-0.0060521i,-0.018006-0.01497i,-0.0063232-0.012219i,0.00030852-0.008665i,0.0033463-0.0076904i,0.0027454-0.0067514i,0.00024722-0.0065689i,-0.0024568-0.0064422i,-0.0037418-0.0061099i,-0.0032064-0.0059266i,-0.0039764-0.0055037i,-0.0045969-0.0029384i,-0.0020068+0.00055046i,9.0144e-05+0.001472i,-0.00036937+0.00031183i,-0.0011121-0.001644i,-0.0021462-0.0037445i,-0.0022466-0.0041805i,-0.0014123-0.0022252i
0.0023483+0.0013034i,0.0052038-0.0042389i,0.013464-0.0077524i,0.022399-0.0015377i,0.019658+0.010336i,0.0076405+0.012074i,0.0019058+0.0057562i,0.0019462+0.003032i,0.0034334+0.0032643i,0.0046601+0.0030664i,0.0034868+0.0016746i,0.0030784+0.0004235i,0.0046517+0.0018824i,0.0068848+0.0049315i,0.0086923+0.0059447i,0.00815+0.0036449i,0.0054611+0.00091046i,0.0031878+0.00067149i,0.0026962+0.0011511i,0.0044671-0.00065785i,0.0057147-0.0018991i,0.0045477-0.0009958i,0.002733-0.000779i
0.0025403+0.00082704i,0.0035643+0.0035809i,0.0011496+0.0033011i,-0.0018252-0.0059127i,0.0036121-0.016011i,0.012166-0.010899i,0.010503+0.00028215i,0.0036498+0.0049488i,-0.0010572+0.0056421i,-0.0034175+0.0054i,-0.0048081+0.0041773i,-0.0059121+0.0030228i,-0.0061164+0.0026309i,-0.0059183+0.0017851i,-0.0045985+0.00082225i,-0.0023127+3.7048e-05i,-0.0010321-0.00052873i,-0.00073944-0.0003117i,-0.0010399+0.00060358i,-0.0016843+0.0025855i,-0.0023414+0.0041024i,-0.0025694+0.0037322i,-0.0022364+0.0025003i
-0.0006196+0.0027203i,-0.0023201+0.0033033i,-0.0035971+0.0039109i,-0.0067544+0.0030604i,-0.014273+0.001027i,-0.017942-0.0037348i,-0.014644-0.0068643i,-0.011519-0.0065227i,-0.0089414-0.0064539i,-0.0060411-0.0067208i,-0.0028543-0.0054019i,-0.00028109-0.0040834i,0.00040299-0.0041489i,-0.0018406-0.0049888i,-0.0045973-0.0048066i,-0.0043048-0.0020853i,-0.001554-0.00026947i,2.2166e-05-0.00079994i,-0.00090542-0.0012519i,-0.0030197-0.0011722i,-0.0044326-0.0016492i,-0.0033987-0.0026903i,-0.0022817-0.0012142i
-0.0028546-0.005671i,-0.0037909-0.0070629i,-0.00093408-0.007932i,0.0066863-0.0039732i,0.0096726+0.0037292i,0.0034945+0.005286i,-0.003379+0.0020879i,-0.004403+0.00047801i,-0.0029531-0.0015762i,-0.00032418-0.0023826i,0.003816-0.00013799i,0.0071335+0.0023692i,0.0088359+0.0024891i,0.0098606+0.001807i,0.0096425+0.0004782i,0.0065273-0.0012147i,0.0011154-0.002355i,-0.0016478-0.0023997i,-0.00030951-0.0016129i,0.0019177-0.0024134i,0.0039539-0.0032709i,0.0041027-0.0020945i,0.0026303-0.00095867i
0.0042886-0.00057631i,0.0046858-0.00025625i,0.001149-0.00080318i,-0.0056537-0.0033483i,-0.0058606-0.010429i,0.00010365-0.011032i,0.0045683-0.0050049i,0.0072987-0.0018037i,0.0074393-0.0010319i,0.0042015-0.00059729i,-2.3518e-05+0.0011284i,-0.0040697+0.0024063i,-0.0067045+0.0029521i,-0.006635+0.002564i,-0.0055049+0.00060917i,-0.0041282-0.0004587i,-0.0027053+0.00020661i,-0.0011945+0.00045978i,0.00064538+0.00069118i,0.00073262+0.0025293i,-0.0013279+0.0042211i,-0.0024857+0.0040807i,-0.0013568+0.0025227i
-0.0003843+0.0025141i,0.00058049+0.0021864i,0.0020061+0.001719i,0.0021402+0.0033976i,-0.0018433+0.0073781i,-0.0056273+0.0078354i,-0.0036756+0.0049808i,-0.00028624+0.0036951i,0.0011395+0.0027614i,0.00034653-0.00052812i,-0.0010635-0.0045165i,-0.0022419-0.0064892i,-0.0034068-0.0058424i,-0.0033901-0.0025001i,-0.0027022+0.0015069i,-0.0022335+0.0040653i,-0.00040326+0.0048838i,0.00026968+0.0044364i,-0.00072802+0.0025941i,-0.0013518+0.00053606i,-0.0018716-0.0016428i,-0.00073891-0.0028177i,0.0011332-0.0020556i
-0.0030312+0.0015069i,-0.0024325+0.0029829i,0.00069445+0.0024437i,0.0068014+0.00026161i,0.012826-9.1074e-05i,0.012024+0.001543i,0.0051349+0.0032548i,0.00099365+0.0051488i,0.00074594+0.0048375i,0.0018161+0.001967i,0.0018495-0.0014137i,0.002076-0.0031604i,0.0037783-0.0023405i,0.0062665-0.0012327i,0.0073951-0.0025354i,0.0060106-0.0041862i,0.002771-0.0029639i,-3.2574e-05-0.0010109i,7.3852e-05-0.0013005i,0.0011068-0.002838i,0.0015953-0.0035802i,0.0019483-0.0022773i,0.0018766-0.0016162i
0.00028011-0.0017397i,0.00026519-0.0022404i,-0.00023317-0.0026565i,-0.0021845-0.0046011i,-0.0041379-0.0083939i,-0.0028138-0.011005i,-0.0027633-0.0085178i,-0.0042611-0.0041049i,-0.0038332-0.001991i,-0.0026609+0.00045883i,-0.0026005+0.0033204i,-0.0032575+0.0045077i,-0.0035628+0.0039803i,-0.0049547+0.0034778i,-0.0055071+0.003996i,-0.0033654+0.0042881i,-0.00051478+0.0026641i,0.0011848+0.00087965i,0.0007748+0.0014736i,-0.00026483+0.0032833i,-0.0011892+0.004641i,-0.0018837+0.0039265i,-0.0022982+0.0025696i
-0.0016965+0.00051323i,-0.0015811+0.0011578i,-0.0018858+0.0041475i,0.0003316+0.0067359i,0.00072171+0.0063024i,-0.0037496+0.0023002i,-0.0063568-0.0017276i,-0.0064551-0.0038221i,-0.0071344-0.0043502i,-0.006898-0.0025274i,-0.0052215-0.00067656i,-0.0026848-0.00055453i,-2.3453e-05-0.0011615i,0.00096918-0.0020775i,0.00027958-0.0015816i,-0.00018871+0.00047519i,-0.00022228+0.00037703i,-0.0010594-0.00076143i,-0.0022137-0.00054429i,-0.0027869-4.0544e-05i,-0.0028088-8.6042e-05i,-0.0017496-0.0016673i,-0.00087885-0.0026236i
0.00098525-0.0030928i,0.00013876-0.0030844i,-0.00037336-0.0043967i,0.00017471-0.005555i,0.0016529-0.0065694i,0.003108-0.0054656i,0.0040819-0.0044219i,0.0040237-0.0052788i,0.0026066-0.0056553i,0.00099885-0.0049453i,0.00074831-0.0038531i,0.0016848-0.0024018i,0.0023306-0.0008907i,0.003073-0.0014378i,0.0030386-0.0042339i,0.00075078-0.006616i,-0.0018514-0.0064404i,-0.0029148-0.0043048i,-0.0014443-0.0033261i,0.00084067-0.0036571i,0.001441-0.0022902i,0.00070333+0.00033503i,-0.00071009+0.0011925i
0.00060489+0.0013241i,0.003116+0.00077671i,0.0041379+0.00078555i,0.0015781+0.00015201i,-0.0012772-0.0017979i,-0.00088668-0.002492i,0.0019323+0.00030941i,0.0038741+0.002769i,0.0054908+0.0021542i,0.0059114+0.0013898i,0.0048192+0.0014925i,0.0023789+0.0018705i,-0.001998+0.0026998i,-0.0044686+0.004447i,-0.0033754+0.0054284i,-0.00089139+0.0046345i,0.00090511+0.0030617i,0.0013466+0.00218i,0.0025594+0.0021116i,0.0030612+0.0019055i,0.0027476+0.0019398i,0.0028153+0.0016797i,0.0027523+0.00067977i
-0.00029104-0.0028884i,-0.00030405-0.00053401i,-0.00037583+0.0010621i,0.0008728+0.0013735i,0.0012958+0.0034331i,-0.00075319+0.0056982i,-0.0036561+0.0072385i,-0.002579+0.0091414i,-0.0003366+0.0078079i,-5.2547e-05+0.003471i,-0.0010896-0.00056745i,-0.00097043-0.0030825i,0.00060375-0.0041253i,0.0010395-0.0037723i,0.0010075-0.0019386i,0.0011229+5.0589e-05i,0.0004174+0.00042443i,-0.00038997-0.00013058i,-0.0011048-0.00015428i,-0.002187-8.6693e-05i,-0.0016723-0.0015253i,-9.2394e-05-0.002299i,0.00054586-0.0016928i
-0.002346+0.0019626i,-0.00074589+0.0012373i,0.0020232+0.00030916i,0.003608-0.002336i,0.0033915-0.0045461i,0.0013567-0.0039225i,-0.0024622-0.00012672i,-0.003206+0.0030309i,-0.0017265+0.0027943i,-0.0015603+0.00020736i,-0.0018093-0.002243i,-0.00021624-0.0023748i,0.0014854-0.0012087i,0.0015853-0.001121i,0.0011598-0.0018969i,-0.0011516-0.0028109i,-0.0032947-0.0023513i,-0.003124-0.0011063i,-0.0019389-0.0010246i,-0.0010519-0.0017061i,-0.00053141-0.0010009i,-0.00031286+0.00069079i,-0.00066836+0.0012019i
-0.0027872+0.00085684i,-0.002177+0.0031857i,-0.0015729+0.0067801i,0.00045068+0.0077077i,0.0020879+0.0032556i,0.0013922-0.0032136i,-0.001721-0.0060099i,-0.0040984-0.0056589i,-0.0045256-0.0045308i,-0.0024497-0.0026241i,0.00050686-0.00014283i,1.121e-05+0.0013926i,-0.0014156+0.0019752i,-0.0016188+0.0026158i,-0.0002185+0.0034234i,0.0026458+0.0035218i,0.0046341+0.0025351i,0.004301+0.0010298i,0.002695+0.00049351i,0.0020485+0.0013276i,0.0019372+0.0011429i,0.00064778-0.00011225i,0.0002091-0.00062062i
-0.0020155+0.0012733i,-0.0018263-0.00021055i,-0.00090684-0.0017132i,0.00063631-0.0032612i,0.0021297-0.0042199i,0.0020101-0.0050863i,0.0021688-0.0066153i,0.0017587-0.0069178i,-0.00042283-0.004102i,-0.0014379-0.00051083i,-0.00083325+0.0012107i,-0.00093048+0.001036i,-0.0010867-0.0010512i,0.00034351-0.0036792i,0.00087132-0.0044784i,-0.0011183-0.0023575i,-0.0024714-0.00060015i,-0.0022423-0.00050223i,-0.0028099-4.6498e-05i,-0.0033585+0.0010827i,-0.0025628+0.00042856i,-0.001753-0.0014523i,-0.0022618-0.001346i
-0.0011619+0.0046136i,1.7562e-05+0.0030822i,0.0020461+0.0015125i,0.0025225-0.0013548i,0.0022905-0.0041594i,0.0031059-0.0043489i,0.0040517-0.0027203i,0.0038276-0.0015782i,0.0031564-0.00070264i,0.0023063-0.000595i,0.0013035-0.00139i,0.00076015-0.0017275i,0.00053312+0.00029917i,0.0011211+0.0021302i,0.0012171+0.0012267i,-0.00048567-0.001415i,-0.0020586-0.0018751i,-0.0018052-0.00058089i,-0.00048424-0.00040879i,-0.00029838-0.0016433i,-0.0003173-0.00097322i,-8.8343e-05+0.0011296i,0.00066883+0.0016875i
0.0020062+0.0010963i,0.0028475+0.00052385i,0.0041496-0.00014828i,0.0026405-0.00039153i,0.00010476+0.00023497i,-0.00061017+0.0012334i,0.00033777+0.0034815i,0.0016559+0.0052941i,0.0029177+0.002571i,0.0029071-0.0015116i,0.0018431-0.0025265i,0.0016381-0.001676i,0.00017259-0.00078239i,-0.0015229+0.00028438i,-0.00068499+0.0013869i,0.0027046+0.00088058i,0.0053144-0.00068122i,0.0048936-0.0015624i,0.0032913-0.0014324i,0.0021266-0.0010316i,0.0014384-0.0012195i,0.00066961-0.0013733i,-0.00013994-0.00079474i
0.0017565+0.0032788i,0.0014517+0.0029666i,0.0018894+0.00059498i,0.0024235-0.0028161i,0.0016984-0.0044338i,-0.00082917-0.0028585i,-0.0031626+0.00097925i,-0.0025126+0.0033673i,-0.00081758+0.0026594i,0.00023184+0.0009715i,0.00023076+0.00028326i,-0.00043476-0.00042009i,-0.0007136-0.0029391i,-0.00018388-0.0046118i,0.00011595-0.0036621i,-0.00077111-0.00088453i,-0.0019494+0.0014866i,-0.0025736+0.0021636i,-0.0025018+0.0022075i,-0.0022593+0.0018858i,-0.0014492+0.0021i,-0.00026238+0.0016493i,0.00020447+0.00039534i
-0.0053404+0.001821i,-0.0046961+0.001883i,-0.0032413+0.0024577i,-0.00027262+0.0024249i,0.0022217+0.00039984i,0.00057081-0.0020458i,-0.0036753-0.0018796i,-0.0041905+0.00026275i,-0.0031389+0.0024621i,-0.0030715+0.0022783i,-0.002153+0.00037931i,-0.0010837-2.2202e-05i,0.00069306+0.0016505i,0.0028858+0.0038718i,0.0034085+0.0034041i,0.0024641+0.0010577i,0.00056075+0.00021469i,-0.00034537-0.00037998i,0.0001027-0.0010287i,-4.5003e-05-0.0013187i,-0.00080187-0.00068192i,-0.00038055-9.3946e-06i,0.00046085-0.00048399i
