-3.5677e-05+0.0013153i,-0.00023628-0.00032178i,-0.0025402-0.001061i,-0.0027904-0.00061503i,-0.0021889-0.00050355i,-0.0024998+0.00064063i,-0.0025475+0.0019632i,-0.00086147+0.0018353i,0.0010824+0.00012505i,0.0013662-0.00067632i,0.00038415-0.00011811i,-0.00022657-0.00021349i,-0.00014021-0.00089969i,-8.6766e-05-0.00079316i,7.1936e-06-0.00015929i,0.00052133-0.00031287i,0.00085521-0.00031616i,0.001084-1.1316e-05i,0.00090711-2.863e-05i,0.00019587+0.0001269i,-0.00041783+0.00035349i,-0.00059497-0.0001517i,-0.00083385-8.1649e-06i
0.00034715-0.00046984i,0.00030637+0.00026426i,0.00062923+0.00084842i,2.2424e-05+0.00075507i,-0.00045617+0.00079453i,-0.00057549+0.0013572i,-0.00030711+0.00095161i,-0.00045191+6.4716e-05i,-0.0010257-0.0002954i,-0.0009656+0.00029175i,-0.00030175+0.0014134i,-0.00021608+0.0012193i,0.00014952+0.00048118i,0.00044194+0.0007513i,0.00029543+0.001676i,0.00035838+0.0014025i,0.00015992+0.00041845i,0.00040984+0.00053809i,0.00022585+0.00057381i,0.00028855+0.00019052i,0.00011496+0.00026409i,-0.00063573+0.00019785i,-0.0010498-0.00021054i
-0.00071059+2.5995e-05i,-0.0017135+8.4656e-05i,-0.0022602+0.0004924i,-0.002027+0.00089125i,-0.0011113+0.00094602i,-0.0014805+0.00063281i,-0.0015673+0.00062856i,-0.00041079+0.00043513i,0.0004611-0.00058505i,0.00086127-0.0011843i,0.00058487-0.0010834i,0.00052671-0.00033668i,5.0222e-05+0.00035033i,-0.00063497+0.00076398i,-0.00052263+0.00082176i,-0.00053254-0.00019437i,-0.00023105-0.00062119i,0.00032156-0.00030568i,0.00083897-5.0423e-05i,0.00044144-0.00011387i,-0.00066248-0.0003829i,-0.00049596-0.00046948i,0.00051529-0.00028021i
-0.00029407-0.00087002i,0.0005927-0.00055863i,0.00065572-0.0014174i,0.00071408-0.00087815i,0.00043432+0.0004094i,9.6357e-05+0.00058643i,0.0003953+0.00052436i,0.00025076+0.0003021i,0.0002962-0.00073069i,0.00060654-0.00061143i,-0.00010337-8.4999e-05i,-0.00069787+0.00036263i,-0.00088667+0.00027454i,-0.00018353-0.00055523i,0.00021816-0.0004946i,-9.4171e-05+0.00041642i,-0.00039684+0.00089484i,-0.00034499+0.0011199i,-0.00052442+0.00051038i,0.00011505+0.00017335i,0.00077495+0.0008113i,5.1371e-05+0.001185i,-3.6096e-05+0.00087398i
-0.0009702-0.0002296i,-0.0010493-0.00044337i,-0.0010075-0.00082797i,-0.00045163-0.00064378i,-0.00035177-0.00011773i,-0.00073663+0.00045779i,-0.0011635+0.00057484i,-0.0010649-0.00012821i,-0.00058188-0.0006357i,-0.00034832+0.00011286i,-0.00024061+0.00049926i,-0.00048623+0.00044171i,-0.00057773+0.00033227i,-0.00055966+0.00018998i,-6.8641e-05+8.6508e-05i,0.00031914+0.00029087i,0.00022695+0.00068278i,0.00020684+0.0012945i,0.0001742+0.00057788i,0.00036557-0.00085658i,0.0004741-0.00063687i,0.00012012+4.0462e-05i,-0.00022183-0.00016337i
0.00096215-0.00011446i,0.00087383+0.00042611i,0.0025842+1.5155e-06i,0.0019067+4.3652e-05i,2.304e-05+0.00053368i,-0.00015956+0.00092559i,-0.00023702+0.00089786i,-0.00043881+0.00057452i,-0.00029136+0.00015522i,-0.0010265-0.00024906i,-0.0010782-0.0003419i,-0.00017322+0.00020376i,0.00044155+0.00020635i,0.00060399-0.00014469i,0.00066327-0.00038077i,0.0010825-0.0003504i,-0.00016229-0.00019693i,-0.0013433+0.00038203i,3.3596e-05+3.3339e-05i,0.00042731-0.00054324i,-0.00018352-0.00034272i,0.00015566-0.00015278i,0.00030714-0.00044903i
-0.0016166+0.0022208i,-0.0024542+0.0021992i,-0.0021241+0.0033696i,-0.0012873+0.003125i,-0.00067872+0.0014936i,0.00037864+0.0001875i,0.00044406-0.00067905i,8.0836e-05-0.0010718i,0.00053246-0.00074514i,0.00068921-0.00029497i,-0.00010077+0.00077292i,-3.5194e-05+0.0017299i,0.00028789+0.0013807i,-4.428e-05+0.00018997i,-0.00032698-0.0001319i,-0.00054644+0.00035569i,0.00027558+0.00036656i,0.00097152+0.00015077i,0.0014851-0.00038624i,0.0018652-0.00041979i,0.0012865+0.00059176i,0.0008403+0.00051137i,0.00019241-0.00056707i
0.00057121+0.00012954i,-0.00026095-7.8391e-05i,-0.00053322+0.00047994i,-0.000238+0.00097637i,0.00034288+0.00025029i,0.0009809-0.00080402i,0.00057593-0.00029743i,4.7686e-05+5.9487e-05i,-0.00032391-0.00022059i,-0.00012252-0.00016684i,0.00010409+0.00053361i,-0.00019397+0.0012323i,-0.00070318+0.0007362i,-0.00054126+0.00021068i,0.00066883+0.00019061i,0.0010751+0.00035333i,0.00059828+0.0009789i,-3.124e-05+0.0004457i,-0.00016855+9.1226e-05i,0.00045221-0.00032372i,0.00011532-0.00051006i,-0.00045141-0.00017677i,-0.00020301-1.7127e-07i
-0.00092106+0.0010636i,0.00055432+0.00047168i,0.00056067+0.00029135i,0.00022363+0.00046324i,-0.00020747+0.00062312i,-0.00018159+2.1667e-05i,0.0001532+5.5492e-05i,0.00013805+6.2418e-05i,0.0009474-0.00092045i,0.0012567-0.00075268i,0.00019056+0.00020267i,-0.00071382+0.0001982i,-0.00045609+9.7801e-05i,0.00015746+0.00026688i,-0.00047952+4.9014e-05i,-0.0011124-0.00014479i,-0.00092109-6.0354e-05i,-0.00088674+0.00014481i,-0.00014784+4.6893e-06i,0.00036734-0.00056028i,-4.6386e-05-0.001396i,-0.00047629-0.00084516i,-0.0010338+0.00013582i
0.00065071-0.00085749i,0.00069548-0.0016653i,0.0005706-0.0019685i,-0.0005736-0.0013015i,-0.00076351-0.00035871i,-0.0010805+0.0006231i,-0.001294+0.0002676i,-0.00045602-0.00089318i,8.6178e-05-0.0012863i,-0.00021811-0.0011541i,-0.00040705-0.0006178i,-5.1152e-05+0.00041286i,-2.8683e-05+0.00055157i,0.00059414+0.00051887i,0.00074292+0.0013193i,1.435e-05+0.00094057i,-0.00032248+0.00021183i,-0.00072176+0.00021977i,-0.00043262+0.00044451i,-4.0744e-05+0.00031234i,0.00058492+0.00046972i,0.00057168+0.00015674i,-0.00023686-0.00050373i
0.00046292-0.00072856i,-0.00044653+0.00041674i,-0.001093+0.00017676i,-0.0010052-0.00032374i,-0.00070411+9.3931e-05i,-0.00078713+0.00086081i,-0.0015211+0.0010591i,-0.0012225+0.00026541i,-0.00067112-0.0010795i,-0.00051491-0.00088704i,-0.00067591+0.00067383i,-0.0014175+0.0013055i,-0.0011092+0.00074967i,-0.00039011+0.00041112i,-0.00044098+0.00094344i,-0.00097929+0.001583i,-0.00047243+0.0019876i,0.00072988+0.0020536i,0.00069031+0.0014676i,1.9569e-05+0.00044465i,-0.000506-0.0002044i,-0.0002256-0.00094864i,-7.2449e-05-0.00095904i
-0.00016297-7.1099e-05i,-0.00032491-0.000639i,-0.00054196+0.00041839i,-0.00028814+0.00063627i,0.00016205+0.00037057i,0.00029109+8.7396e-05i,0.00031165-2.3415e-05i,7.3918e-05-0.00012304i,-0.00027049-0.00056341i,-0.00040744-0.00050987i,-0.00011184-0.00019857i,0.00018311+0.00022695i,-3.6414e-06-0.00045019i,-0.00048306-0.00073824i,-0.0009748-0.00017585i,-0.00022131-0.00017763i,9.6783e-05-4.3668e-05i,-0.000518+0.00078393i,-0.00039766+0.00099179i,0.00042961+0.00047157i,0.00028768+0.00018293i,-0.0002997-0.00045349i,0.00013501-0.0005566i
-0.0008039-0.00085272i,-0.0003041+0.00039391i,-0.00074088+0.00077414i,-0.00077134+0.00095323i,1.0775e-06+0.0014135i,0.00045494+0.0010862i,3.7785e-05+0.00032949i,0.00010937+0.00018977i,0.00067209-0.00061582i,0.00045224-0.00049371i,-3.8478e-05+0.00052924i,4.6366e-05+0.00069442i,0.00023836+0.00081244i,-0.00024667+0.00075001i,-5.3999e-05+0.0010936i,0.00030784+0.00143i,-0.00012625+0.0015159i,-0.00040597+0.00085882i,0.00020375+7.0902e-05i,0.0011468-0.00025332i,0.00068313-0.00034992i,-0.0011403-0.00069821i,-0.0015396-0.00080144i
-0.0013861-0.0025289i,-0.0015676-0.0013031i,-0.0019992+0.00073006i,-0.0020633+0.0011949i,-0.0022161+0.00095788i,-0.0018711+0.0010027i,-0.001577+0.0011977i,-0.0012197+0.00080328i,-0.00042348+0.00011222i,4.7847e-05+0.00019732i,-0.00055142+0.00021396i,-0.00075587+0.00027352i,-0.00010743+0.00049669i,0.00022337+0.0002122i,0.00021305-3.2147e-05i,0.00016079+0.00085914i,0.00035843+0.0011953i,0.00072514+0.00088113i,0.0005692+0.00059483i,-0.00019879-8.9879e-06i,-0.0010977-0.00013824i,-0.00079722-9.1238e-05i,-0.00017573+0.00014208i
0.0029608-0.00049308i,0.0013176-0.0018932i,0.0025842-0.0028579i,0.0024636-0.0029141i,0.00068182-0.0021512i,-0.00036145-0.00056561i,-0.00043367-0.00026682i,1.5532e-05-0.0014258i,0.00081061-0.0014833i,0.00084-0.0010697i,-4.0602e-05-0.0003544i,-0.00068816+0.00060905i,-0.00015583+0.00036884i,-0.00016249-0.00037881i,-0.0004585-0.00020658i,-0.00044754+5.4725e-05i,-0.00050532-0.00018128i,-0.00050744-0.00042601i,0.00024204-0.00016124i,0.0003532-0.00046961i,5.3938e-05-0.00034276i,0.00023829-1.608e-05i,0.00093639-0.00024902i
0.0023541+0.00085519i,0.0024802+0.00042222i,0.0018938-5.5562e-05i,0.00036985-0.00043101i,-0.00031151-6.4546e-05i,-0.00056996+0.00034255i,0.00014037+0.0013929i,0.00040834+0.0012411i,0.00062785+0.00041774i,0.00059024-0.00023641i,0.0001958-0.0004624i,-5.1036e-05+0.00036575i,0.00023321+0.00024915i,0.00045466-0.00047309i,0.00053479-0.00045553i,0.00055835-5.5095e-05i,0.00054714+0.00021502i,0.00042295+0.00088996i,0.00012335+0.0012421i,0.000319+0.0003089i,0.00017583-0.00024161i,0.00011239+0.0001126i,0.00073286+0.0010233i
0.00079681+0.0039325i,0.000805+0.0022858i,0.00046904+0.00086075i,6.3746e-05-0.00035262i,0.00022108-0.00079584i,0.00056071-0.00134i,-0.00062557-0.0019201i,-0.0012985-0.0007392i,-0.00066691+0.00035253i,0.00013917+5.2937e-05i,0.0010618-0.0002258i,0.00066062-0.00026372i,-0.00065639-0.00020691i,-0.00070019-0.00035798i,-0.00035576-4.4677e-06i,-0.00013294+0.00060107i,-1.4698e-05+0.00092133i,7.3831e-06+0.00048885i,0.00014243+0.0007139i,9.9513e-05+0.0004795i,-0.00011381-0.0003578i,-0.00012703-0.00046581i,-0.00029586+0.00017614i
-0.0013171+0.00015668i,-0.00046971+0.0011506i,-0.00047165+0.0022314i,-0.00016851+0.0016142i,0.00052869+0.0012764i,0.00079429+0.0016031i,0.0001832+0.00087026i,-0.00033255+0.00021091i,-0.00037015-0.00014437i,7.0442e-05+0.00010465i,0.00035164+0.001138i,-0.00035424+0.0013649i,-0.00028498+0.00083624i,0.00022011+0.00086201i,-4.5737e-05+0.00080122i,-3.2376e-05+0.001137i,-0.00014327+0.0014504i,-0.001006+0.00094675i,-0.0001446+0.0001573i,0.00075184+0.00030982i,-0.00014198+0.00027861i,-0.00010999-6.979e-05i,0.00016376-0.00031054i
-0.00057555+0.0022713i,0.00023459+0.0019197i,0.0014082+0.002503i,0.0026006+0.00098665i,0.0026332+5.7412e-05i,0.0012181+0.00078145i,-0.00077228+3.1601e-05i,-0.0013578-0.00036228i,-0.00065457+0.00041846i,4.0813e-05+0.00096966i,-0.00035659+0.0011905i,-0.00099181+0.00010117i,-0.00047892-0.001144i,0.00032644-0.00068315i,9.2724e-05+0.00071587i,0.00010861+0.0005751i,0.00048337-0.00017959i,0.0003919+0.00020581i,0.00030162+0.00037173i,0.0013032-0.00064218i,0.0024644-0.00067706i,0.0017346-0.00058957i,0.00065867+0.00016655i
-8.9428e-05+0.0010218i,0.00054947+0.0019311i,0.00079881+0.0012088i,0.0015563+0.00013601i,0.00096678+0.00027196i,-0.00032377+0.00032244i,-0.00091918+0.00068964i,-0.00038904+0.0011423i,0.00063486+0.00028898i,0.00069962+0.0001725i,0.00016445+0.0008962i,0.00020081+0.0011527i,0.00050443+0.00093695i,0.00042032+0.00077021i,-5.6193e-05+0.00017429i,-0.00036923+0.00012522i,-4.9051e-05-6.355e-05i,0.00023608-0.00019325i,0.00059348-0.00027i,0.00049165-1.7316e-05i,-0.00044013+0.00015308i,-0.00076091-7.3757e-05i,-0.000818+0.00039448i
0.0012047+0.001083i,0.00077964+0.0022851i,0.00018547+0.0025481i,0.00026798+0.00064175i,0.0004377-0.0002778i,-0.00015616+9.1043e-05i,-0.00056204+0.0004177i,-0.00036265-0.00015394i,0.00074862-0.00072461i,0.001051-0.00034848i,0.00023938+0.00058913i,-3.8107e-05+0.00091423i,0.00037596+0.00051548i,0.00034264+0.00014613i,-0.00016049+0.00013517i,0.00020242+0.00020705i,0.00049946+0.00055367i,-0.00050244+0.00093392i,-0.00096116+0.00042594i,0.00024569-0.00021066i,0.0014134+8.4916e-05i,0.00072113+0.00053418i,-0.00027453-8.275e-05i
-0.00018926-2.5005e-05i,0.00010471-0.00060867i,5.5978e-05-0.0020258i,-0.000131-0.0026714i,-4.231e-05-0.001624i,0.00034287-0.0005904i,0.00028654-0.00039702i,-0.00037718-0.00079501i,-4.2414e-05-0.00090688i,0.00066416-0.00018027i,0.00035845+0.00048283i,-0.00017771+0.00050835i,-0.00035715+0.00050592i,-0.00032541+0.00065105i,-0.00077443+5.5416e-05i,-0.00060356-0.00012654i,6.8175e-05+0.00039977i,0.0004293+0.0011386i,0.00064008+0.0011113i,0.00066271+0.00037541i,0.00047988-0.00029823i,-0.00048092-0.00052655i,-0.00063417-0.00030121i
0.00076755-0.00071071i,-0.0007914+5.9852e-05i,-0.0019393-0.0011917i,-0.001739-0.0011149i,-0.00085083+0.00017956i,-0.00010808+0.0006046i,-0.00057886+0.00076798i,-0.0008688+0.00088291i,5.4754e-05+0.00011434i,-0.00012458-0.00036134i,-0.0012613-0.00041322i,-0.0004166-0.00075186i,0.00079588-0.00019183i,6.5357e-05+0.00029638i,-0.00018338+0.00027227i,0.00083729+2.8615e-05i,0.0011358+0.00022576i,0.00034699+0.00047485i,0.00038153+0.00073583i,0.00083074+0.0008331i,0.00035089+0.00026403i,5.5413e-05-0.00038007i,0.00048684-0.0010455i
-0.0026357+0.00091515i,-0.00161+0.00086397i,-0.0016064+0.0019124i,-0.0020207+0.0028164i,-0.00074539+0.0028859i,-0.00025836+0.0022578i,-0.00023247+0.00057569i,0.00065623-0.00032008i,1.5857e-05-1.4331e-05i,-0.0003734+0.00037039i,0.00015934+0.00081869i,0.00029617+0.0010938i,0.00079595+0.00027285i,0.0010505-8.8395e-05i,0.00042263+0.0002753i,-0.00027668+0.00016744i,-0.00053219+0.00043458i,-0.0001112+0.00082753i,-0.00026183+0.00045019i,-0.00055545+0.00023643i,5.3672e-05+0.00060441i,0.00013942+0.00041329i,-1.7015e-05+0.00020037i
-0.00043661-0.0006622i,-0.0011588-0.00050899i,-0.00036999+0.0008851i,0.0012022+0.00079543i,0.0009694+2.8563e-05i,-0.00016223-0.00035278i,-0.00087349-0.00029947i,-0.00052069-0.00053198i,0.00011865-0.00085625i,0.00029734-0.00053352i,0.00035086+0.00088991i,0.00032432+0.0013704i,0.00031016+0.00095899i,0.00040684+0.00084754i,0.00053219+0.00016682i,0.00053952+0.00017006i,0.00087172+0.00076546i,-0.00011684+0.00091241i,-0.00089379+0.0010673i,-0.00026409+0.00093119i,0.00029678+0.00050703i,0.0010686+0.00028206i,0.0010115+0.00055402i
6.6175e-05-0.00095671i,-0.00016866-0.0025377i,-9.4897e-05-0.0021779i,-0.0006093-0.00048315i,-0.00063873+0.00034939i,-0.0012063+0.00038969i,-0.0012946+0.00028417i,-0.0010833-4.4026e-06i,-0.0012415-0.00012308i,-0.0005927-0.00034269i,-0.00076161-0.00015695i,-0.0012258+0.0006694i,-0.00070938+0.00030635i,-0.00014267+0.00066505i,-0.00023697+0.0011551i,-0.00038424+0.00036394i,0.00019744+0.00027948i,0.0010225+0.00068524i,0.00092933+0.00088747i,0.00098248+0.00019307i,0.00062287-0.00035674i,0.00018725-0.00050729i,8.3501e-05-0.00053147i
-0.00045731+0.0014964i,0.001448+0.00056823i,0.001912+0.00058566i,0.0010666+0.001005i,0.0008403+0.0011712i,0.0013707+0.00039447i,0.0013479+0.0001523i,0.00033373+0.00031802i,0.0007537+4.957e-05i,0.00068177+0.00021368i,-6.0499e-06+0.00089157i,-0.00012355+0.0016971i,-0.0002277+0.0017215i,-0.00020293+0.00066885i,-0.00080627+0.00015371i,-0.00045994-0.00027775i,9.0957e-05-0.00063545i,-0.00069413+0.00014333i,-0.00048494+0.00037112i,0.00069875-6.8449e-05i,0.0009063+0.00025452i,9.7738e-05+0.00034704i,-0.00051869-2.6094e-05i
0.00088472-0.00098166i,0.00069267+0.00021117i,0.00050252+0.00025505i,0.00068065-0.00014472i,-9.1522e-05-2.8521e-05i,-0.0001859+0.00081754i,-3.7366e-05+0.0012055i,0.00043279+0.0004391i,4.1676e-05-0.0002262i,-0.0011007-0.00079386i,-0.00044971-0.00038896i,-7.1431e-05+0.0012039i,0.0005223+0.001366i,0.00084241+0.00043214i,0.00090534+0.00049095i,0.00078561+0.00073769i,0.00063436+0.0004818i,0.00048836+0.0003579i,0.00010138+0.0009252i,-0.00038428+0.0011964i,-0.00073086+0.00021926i,-8.5182e-05-5.5073e-05i,0.00033859+0.00048351i
-7.3765e-05+0.0014683i,0.00027905+0.00062674i,0.0004419-2.1269e-05i,-0.00013318+0.00021065i,0.00016255+6.5168e-05i,8.2314e-06-0.00020366i,-0.00035113-0.00026647i,0.00015703-8.7321e-05i,0.00059623-0.00024257i,0.00057267-0.00033179i,0.00021169+0.0001201i,0.00028583+0.00042228i,0.00034784+0.00012969i,-0.00047575+6.437e-05i,-0.000462+0.00079132i,0.00011894+0.00072944i,-0.00034054+9.9818e-05i,-0.00024525+0.00019583i,0.00026915+0.000738i,0.00018069+0.00061179i,0.00012355-0.0001261i,-0.00015481-0.00077578i,-7.7335e-05-0.00034329i
0.00030345+0.00064918i,0.00042742+0.00033444i,0.00096662+0.0011722i,0.0010232+0.0025017i,0.00027863+0.0018746i,2.3563e-05+0.00014535i,0.00020584-0.00020466i,0.00092032+0.0005025i,0.0010607+0.00073714i,0.00077729+0.0010142i,0.00053861+0.0014i,0.00078004+0.0012208i,0.00050092+0.00035876i,-0.00037286-0.00060479i,-0.00020388-0.00058302i,-0.0003204-0.00080921i,-0.00093013-0.0007616i,-0.001174-8.3318e-05i,-0.00021244+0.00049446i,-1.7053e-05+0.0002143i,-0.0004093-0.00074867i,0.00018077-0.0012997i,0.00019958-0.0016223i
0.0014707+0.0016141i,0.002041+0.00073722i,0.0036107+0.00040325i,0.0035236-0.00055756i,0.001678-0.0012787i,-0.00069449-0.00060875i,-0.0010086-2.0019e-05i,-0.00023528+0.00013068i,-0.00029451+0.00080358i,2.7918e-05+0.00099277i,-0.00039171+0.0012028i,-0.00081051+0.00084197i,-7.0452e-05+0.00022335i,0.00032512-0.00035586i,-3.607e-05-0.00051407i,-0.0005566-0.00023704i,-0.00065373+9.9474e-06i,2.1769e-05+0.00027431i,0.00023484+0.0001476i,-5.5468e-05-6.024e-05i,0.00028395-0.00024203i,-0.00022845+0.00016421i,-0.00066221+0.00057092i
-0.00072797+0.00095982i,-0.0010776+0.00070726i,-0.0022439+0.0012353i,-0.0022339+0.0017653i,-0.0012783+0.0016519i,-0.00056473+0.00094151i,-0.00055054+6.8892e-05i,0.00022924-0.00054073i,0.00053196-0.00022956i,0.00035009+6.7621e-05i,-0.00011907+0.00024082i,0.0003288+0.00056573i,0.00093344+0.00043276i,0.00014328+0.00033674i,0.00014387+0.00040003i,-3.0073e-05+0.00046526i,-0.00062319+0.00056459i,-0.00037271+0.00023687i,-0.00011605+0.00072415i,-0.00050464+0.00067546i,-0.0006223+0.00041851i,-0.00043354+0.0008388i,-0.00046327+0.00031189i
0.0010389-0.00023885i,0.00020798+2.2944e-05i,0.0007346-7.3544e-05i,0.00082659-0.00032665i,0.00029662+0.00015577i,8.021e-05+0.00091806i,-0.00019012+0.00078178i,-0.00018328-9.0433e-05i,8.6091e-05-0.00028021i,-0.00036647+0.00072825i,-0.00031083+0.0013922i,-0.00049889+0.00132i,-0.00061773+0.00066994i,-0.0001954+2.8044e-05i,-0.00013858+0.00061946i,0.00026704+0.0012566i,-0.00013899+0.0014144i,-0.00049277+0.0013227i,-0.00053624+0.0012232i,-0.0010588+0.00086792i,-0.0006232+0.00044657i,6.7214e-06-0.00024074i,-5.5251e-05-0.00045607i
-0.0012461+0.0013434i,-0.00035316+0.0011084i,0.0011087+0.0010918i,0.0017529+0.0012024i,0.0009855+0.0013915i,1.9106e-05+0.00062068i,-0.0005732-0.00038553i,-0.00037115-0.00097572i,-0.00050571-6.856e-06i,-0.0011474+0.00081204i,-0.001019+0.0007329i,-0.00045672+0.00044616i,0.00022493-1.1636e-05i,-0.00015503+0.0003533i,-2.4313e-05+0.00076503i,0.0007945+0.0005739i,0.0008219+0.00071482i,-0.00012501+0.00071782i,-3.5065e-05+0.00028939i,0.00046195-0.00030961i,6.0376e-05-0.00035595i,7.2373e-05+4.1586e-05i,0.00074047-0.000755i
-0.00064098+0.001397i,-0.00048719+0.0016775i,0.00019047+0.0030321i,-0.00018027+0.0028201i,-0.00090954+0.0012018i,6.0595e-05+0.00084912i,6.6559e-05+0.00086331i,0.00019349+0.00011954i,0.00080612-0.00064727i,0.00021025-0.0005779i,-0.00047109-8.3488e-05i,-0.00051249-0.0004136i,-0.00018589-0.00057475i,9.1731e-05-0.00022759i,0.00035045+0.00030289i,0.00013574-0.00016491i,-0.00022247-0.00080622i,-2.5321e-05-0.00029502i,0.00047387+0.00047512i,-0.00013556+0.0005989i,-0.00022943+0.00030729i,-0.00038454+0.00032318i,-0.00070474+0.0006242i
0.00086634+0.0009288i,0.00091103+0.0013524i,0.00066533+0.0014283i,0.0011577+0.0012643i,0.0013673+0.0012635i,0.00012454+0.00065632i,-0.00018521-0.00021061i,0.00039465-0.00066157i,0.00034441-0.00055438i,0.00010648-0.00030888i,-0.00043982+0.00060625i,-0.00077811+0.0013987i,-0.0003487+0.001051i,-0.00060778+0.00014269i,-0.0012586-0.00031859i,-0.00037361-8.7666e-05i,5.6941e-05+0.00059706i,-0.00055559+0.00083337i,-0.00052331+0.00077094i,-0.00085301+0.0010402i,-0.0008558+0.00031385i,-2.7368e-05-0.00015398i,-0.00034122-3.6361e-05i
0.00056637+0.0020478i,0.0011831+0.0012836i,0.0011538+0.0018253i,0.00020629+0.0023086i,0.00021379+0.0011973i,-0.00016548+0.00017571i,-0.00037062+0.00057627i,0.00020221+0.00093274i,0.00022695+0.00031735i,0.00055331+8.9549e-05i,0.00024715+2.3246e-05i,-0.00088219-0.00026036i,-0.00082421+0.00042466i,-1.0442e-05+0.00052322i,1.6046e-05-8.8845e-06i,0.0004227+0.00051952i,0.0011313+0.0012826i,0.00096725+0.001408i,0.00048173+0.0010628i,0.00028434+0.00048179i,-0.00014329-0.00034922i,-0.00058551-0.00085195i,-0.00031197-0.000284i
-0.00019843+0.0014462i,-0.00027089+0.0014265i,4.2419e-05+0.0013086i,0.00030693+0.00045071i,0.00061163-0.00044094i,-1.3244e-05-0.00039425i,-0.00035151-0.00061547i,0.00035426-0.00090347i,0.0001981-0.00038138i,-0.00056143+6.7541e-05i,-0.00059725-2.8536e-06i,0.0002608+0.00024333i,0.00025762+0.00074776i,-0.00013869+0.00043248i,-7.1199e-05+0.00022506i,0.00031482+0.00078411i,0.00032148+0.001292i,0.00032559+0.0010356i,0.00043272+0.00043119i,0.0001408+0.0004342i,-0.00035271+0.00040652i,-0.00028167-0.0005266i,0.00028213-0.00052806i
-0.00081422-0.00024069i,-0.00075685-0.0016088i,0.00028416-0.0025714i,0.00025382-0.0011855i,-0.00079206+0.0010523i,-0.00070909+0.0017791i,-5.277e-05+0.0015179i,-1.1499e-05+0.00074194i,-3.1485e-05+0.00072413i,-0.00096461+0.00057139i,-0.00099861-0.00028529i,-0.00046285+0.00057196i,-0.00071021+0.0014337i,-0.00078785+0.00087014i,-0.00054287+0.00057014i,-0.00065173+0.00069572i,-0.00075121+0.00038414i,-0.0003435+0.00069116i,0.00029239+0.0010966i,0.00080229+0.00055484i,0.0011607+0.0001901i,0.0014043-0.00039954i,0.0010606-0.00050245i
0.00075298-0.0013429i,0.0002045-0.0017147i,-0.00016342-0.0022929i,-0.0012192-0.0013823i,-0.0019842+7.9865e-05i,-0.0022404+0.00085213i,-0.0020125+0.00083305i,-0.00097599+9.0391e-05i,-0.00025998-0.00018201i,-0.00046199+5.3456e-05i,-0.0010397+0.00043004i,-0.00049438+0.00081672i,0.00063146+0.00032929i,0.0011749-4.6829e-05i,0.0010764+0.00047063i,0.00080995+0.00018124i,0.00080713-0.00027149i,0.00083305+0.00051869i,0.0010624+0.00077711i,0.00061156+0.0003223i,-0.00022807-0.00054179i,-5.1528e-05-0.0010891i,0.00021735-0.00039735i
-0.0003418-0.00091368i,-0.00046575+0.00065981i,-0.0017648+0.001819i,-0.0025698+0.0023892i,-0.0019345+0.0017767i,-0.00025813+0.00094932i,0.00048632+0.00043216i,0.00036268+2.5291e-05i,-0.00041097-0.00027784i,-0.00085497-0.00062629i,-0.00081658-0.00079411i,-0.0004391-1.9684e-05i,1.7531e-06+0.00073662i,-5.3801e-05+0.00034683i,-0.00028833-0.00029283i,-0.00011578-9.1254e-05i,0.00039219+0.00037029i,5.8803e-05+0.0002148i,8.9074e-05+0.00022343i,-0.00013596+0.00052668i,7.1094e-05-0.00039882i,0.00039221-0.001003i,-0.00012349-4.8187e-06i
0.00031601-0.0020234i,0.0011653-0.0024807i,0.00094535-0.002796i,-0.00065953-0.002281i,-0.0019782-0.00031797i,-0.0017117+8.9673e-05i,-0.00013528-0.00018761i,0.00088051+1.6797e-05i,0.00020031-0.00026561i,-0.00025438-9.5261e-05i,7.6178e-05+0.00011152i,0.00045551+0.00010724i,0.0011313-0.00024052i,-6.724e-05-0.0001372i,-0.0011-0.00056432i,-0.00028478-0.00039217i,-0.0001575+0.00031013i,0.00010184+8.4583e-05i,0.00040374-0.00011531i,-0.00022681-0.0003575i,-0.00040067-0.00033616i,-0.00057386-0.00021983i,-0.00085177-0.0002579i
0.0021262+0.00062331i,0.0018952+0.00047564i,0.0023022+0.0014899i,0.0022324+0.0016346i,0.00054992+0.0001951i,-0.0005554-0.00041098i,-0.00028278+0.00011138i,0.00030242-0.00072544i,0.00089689-0.0014571i,0.00084572-0.0005189i,0.00022075-3.7074e-06i,-0.0008537-0.00041359i,-0.0010426-0.00022667i,-0.00090979+0.00067998i,-0.00047734+0.00098523i,-0.00011439+0.00060587i,-3.8865e-05+0.0001179i,-8.7837e-05-0.00029427i,0.00011816-5.2765e-05i,0.00027073+0.00087302i,-2.2524e-05+0.00092489i,0.00017813+0.00039972i,0.00015667-0.00027249i
