-0.0012854+0.0014287i,-0.0014575+0.0015283i,-0.0019976-0.00019188i,-0.0023409+0.00035466i,-0.001639+0.0013677i,-0.0011474+0.0015519i,-4.6007e-06+0.0016744i,0.00084419+0.0015405i,0.00113+0.00074883i,0.0014198-0.00036867i,0.00040062-0.00041304i,-0.00062039-0.00061853i,-0.00044771-0.0007823i,2.7803e-06-8.4797e-05i,-0.00070454+0.00027164i,-0.0011725+0.00077543i,-0.00073511+0.0006797i,5.2884e-05-1.7153e-05i,0.00043957-0.00069135i,-0.00064543-0.00019268i,-0.00090759+0.00048437i,-0.00015777-7.8468e-05i,-0.00024196+7.5399e-06i
0.016477+0.20713i,0.0085721+0.27972i,-0.0017954+0.25196i,-0.001901+0.17091i,0.007356+0.077828i,0.0053597+0.00013679i,-0.0068933-0.022896i,-1.6394e-05-0.010347i,0.010841-0.0055715i,0.0062041-0.0043942i,0.0038005-0.0026028i,0.004397-0.0043088i,0.0015779-0.0043137i,-0.00058451-0.0026651i,-0.0028637+0.0010429i,-0.0038782+0.0067164i,-0.0024017+0.0101i,-0.0019264+0.0069547i,-0.0030937+0.0021631i,-0.0017625+2.9717e-05i,0.0030948+0.00049287i,0.0062909+0.0010086i,0.0060161-0.0010396i
-0.17851+0.10871i,-0.23782+0.12259i,-0.20008+0.076379i,-0.12168+0.021017i,-0.067338+0.0083142i,-0.032936+0.032812i,-0.0063457+0.040202i,0.0083557+0.014739i,0.01324-0.0053948i,0.014013-0.0088742i,0.0087538-0.009522i,-0.002315-0.0056779i,-0.0078568+0.0013924i,-0.0070437+0.0021414i,-0.0069716+0.00083318i,-0.0058178+0.0029143i,-0.0016325+0.0060112i,0.002216+0.0080396i,0.0047993+0.0090843i,0.0059163+0.008844i,0.0034959+0.0070365i,-0.00034147+0.0047625i,-0.0010863+0.0031357i
-0.17958-0.10484i,-0.19987-0.15924i,-0.11802-0.17637i,-0.046233-0.15455i,-0.036059-0.090359i,-0.019558-0.027987i,0.0041281-0.022418i,-0.003312-0.032079i,-0.0096242-0.021432i,0.00056912-0.017222i,0.0016656-0.017352i,-0.0014965-0.012011i,0.00044442-0.0076478i,0.0021083-0.0034697i,-4.1554e-06+0.0011765i,-0.0048864+0.0039137i,-0.0078371+0.0052848i,-0.0051702+0.0045182i,-0.0010211+0.001017i,-0.0015512-0.0035215i,-0.0059142-0.0059552i,-0.0082137-0.0020001i,-0.0074234+0.0047965i
-0.011845-0.21722i,-0.0070977-0.2651i,0.0028146-0.18445i,0.011902-0.083703i,0.0058694-0.058165i,-0.018263-0.062701i,-0.032772-0.046597i,-0.023312-0.016375i,-0.011051-0.0001976i,-0.0099144+0.0011788i,-0.0084698+0.0011949i,-0.0011825-0.00046722i,0.0029122-0.0016947i,0.0021777+0.00037148i,-0.0018878+0.0017931i,-0.0082259+0.0023499i,-0.011512+0.0018875i,-0.0085704-0.00072945i,-0.0016214-0.0043958i,0.0025918-0.007127i,0.0010371-0.0069881i,-0.0033071-0.0038589i,-0.0051535-0.0014592i
0.18263-0.13436i,0.21953-0.16755i,0.13718-0.11963i,0.042228-0.037436i,0.013152+0.012305i,-0.0095635+0.028333i,-0.028296+0.046632i,-0.0093272+0.054649i,0.0085317+0.039967i,0.0076781+0.029308i,0.0087364+0.023429i,0.0079148+0.01736i,0.001758+0.013057i,-0.0011463+0.0065763i,-0.0011166-0.0015531i,-0.001354-0.0079234i,-0.0020157-0.0091059i,-0.0037192-0.0053199i,-0.0072109+0.00043218i,-0.0094209+0.0041644i,-0.0071905+0.0013634i,-0.0025369-0.0043734i,-0.00041607-0.0056796i
0.22286+0.10291i,0.30499+0.14067i,0.27073+0.10943i,0.16857+0.052279i,0.080811+0.029153i,0.045713+0.023099i,0.043505+0.0064887i,0.030232-0.0093939i,0.015675-0.0063466i,0.018765+0.0039976i,0.022755+0.0048252i,0.018777+0.0025101i,0.01274+0.0016514i,0.0079325+0.00072576i,0.0066276-0.003259i,0.006312-0.0095743i,0.0049154-0.01011i,0.0032234-0.0042297i,0.0016123+0.0014458i,0.0032442+0.0033159i,0.0062082+0.0023689i,0.004997+0.00058619i,-0.00017815-0.0021282i
0.01832+0.25508i,0.023706+0.34963i,0.031854+0.30193i,0.038769+0.17192i,0.033909+0.057773i,0.027918-0.026241i,0.015921-0.065478i,-0.0025092-0.052485i,-0.0078804-0.028076i,-0.0060883-0.01785i,-0.0068145-0.01085i,-0.0054492-0.0060831i,-0.0042339-0.005809i,-0.0049491-0.0052256i,-0.006047-0.0043389i,-0.0071064-0.0028986i,-0.0068128-0.0012997i,-0.0060149+0.0038085i,-0.0039939+0.010678i,0.00056934+0.012607i,0.0026162+0.0089886i,0.001393+0.0019478i,0.0012576-0.004373i
-0.20586+0.13745i,-0.28426+0.16314i,-0.26302+0.11581i,-0.18521+0.0581i,-0.10729+0.03093i,-0.055344+0.020588i,-0.043701+0.018977i,-0.038255+0.024351i,-0.023842+0.020687i,-0.022498+0.0093103i,-0.027785+0.0066374i,-0.027846+0.008671i,-0.023044+0.007851i,-0.014983+0.0035802i,-0.0070186+0.0013841i,0.0009858+0.0042135i,0.0050761+0.0048298i,0.0010713-0.00055666i,-0.0057183-0.0087563i,-0.0080052-0.013644i,-0.0031841-0.01308i,0.003506-0.0089366i,0.0057278-0.0040856i
-0.23146-0.088657i,-0.29854-0.11594i,-0.24294-0.098129i,-0.14324-0.06931i,-0.07595-0.038029i,-0.023103+0.0022871i,0.017012+0.017308i,0.018997+0.0051227i,0.0029602+0.0036852i,-0.0016982+0.010904i,-0.0020026+0.0087144i,-0.0038323+0.0045197i,-0.0036425+0.0033975i,-0.00037914+0.0056493i,0.005989+0.0093905i,0.012161+0.010157i,0.012546+0.0072226i,0.0094084+0.0016118i,0.0078759-0.0044059i,0.0076029-0.0044792i,0.0046856+0.0016914i,-2.2482e-06+0.0054946i,-0.0025291+0.0056513i
-0.057933-0.24231i,-0.087176-0.30231i,-0.077876-0.21667i,-0.020994-0.10083i,0.028515-0.068535i,0.041894-0.068926i,0.045013-0.056075i,0.035533-0.044582i,0.016353-0.028833i,0.0073893-0.01406i,0.0071127-0.012535i,0.0087946-0.015525i,0.0082448-0.015245i,0.0034347-0.011106i,-0.0014825-0.0077074i,-0.007163-0.0085534i,-0.0111-0.011446i,-0.011629-0.013128i,-0.013883-0.0097042i,-0.016657-0.0044405i,-0.016567-0.0042622i,-0.012073-0.0067658i,-0.0040313-0.0057036i
0.18609-0.17859i,0.24049-0.24961i,0.18363-0.22415i,0.09792-0.13111i,0.062146-0.049007i,0.030381-0.0092234i,-0.011425+0.0063354i,-0.021969+0.0095133i,-0.01306+0.00064366i,-0.009375-0.010109i,-0.0064727-0.014261i,-0.0049519-0.015161i,-0.0062934-0.013376i,-0.0059792-0.0097267i,-0.0065426-0.0070793i,-0.0081955-0.0021357i,-0.005993+0.0021926i,-0.0001884-0.0010868i,0.006584-0.0099868i,0.012362-0.015384i,0.016124-0.011644i,0.016036-0.004777i,0.011399-0.0023461i
0.24394+0.071602i,0.33531+0.076875i,0.2925+0.026294i,0.17778-0.020199i,0.096045-0.0028671i,0.053728+0.040582i,0.029073+0.049853i,0.013648+0.023502i,0.0040531+0.00095215i,0.0035408-0.0045342i,0.0051541-0.0044647i,0.0044149-0.0021702i,0.0036926+0.00086306i,-0.00068287+0.0025106i,-0.0053607+0.0063574i,-0.0033925+0.01011i,0.0026957+0.012538i,0.0095557+0.015956i,0.015087+0.02022i,0.014749+0.025063i,0.0081031+0.025062i,0.00061078+0.017364i,-0.0015001+0.0086028i
0.052059+0.22513i,0.071362+0.29327i,0.067159+0.24033i,0.054138+0.15209i,0.04671+0.097415i,0.045252+0.040338i,0.0406-0.0045909i,0.032778-0.012062i,0.023896-0.0085483i,0.015669-0.005765i,0.0097081+0.00086487i,0.012047+0.0076105i,0.016884+0.0047881i,0.012748-0.0039003i,0.0057475-0.011467i,0.0042748-0.018116i,0.0057156-0.019947i,0.0057619-0.015561i,0.00092349-0.01006i,-0.0049841-0.0088714i,-0.0049722-0.011245i,-0.00081525-0.011311i,0.0018104-0.0042448i
-0.15116+0.16476i,-0.18515+0.22912i,-0.14666+0.21789i,-0.098708+0.17446i,-0.079948+0.13733i,-0.066025+0.08798i,-0.050988+0.041648i,-0.026167+0.028183i,-0.0015062+0.019595i,0.0015604+0.0074186i,-0.0032222+0.0041986i,-0.0036468+0.002785i,-0.0016335+0.00021734i,0.0031673-0.002132i,0.0051478-0.0059082i,-7.6458e-05-0.0075328i,-0.0068391-0.0036155i,-0.0046482+0.0012499i,0.0058663+0.0022072i,0.013774+0.0014726i,0.014919+0.0039099i,0.011367+0.0086529i,0.0076412+0.0090296i
-0.21867-0.021542i,-0.28663+0.0085093i,-0.22915+0.040779i,-0.13256+0.03141i,-0.099841+0.016297i,-0.078509+0.036937i,-0.024128+0.045293i,0.010526+0.022561i,0.013203+0.0040706i,0.011528+0.00013393i,0.0084707-0.0034924i,-0.0032191-0.0060974i,-0.011003+0.00057217i,-0.0090023+0.0069255i,-0.0058468+0.0072288i,-0.003993+0.0083725i,-0.0043133+0.010822i,-0.0090035+0.013347i,-0.016919+0.015134i,-0.024723+0.016239i,-0.028179+0.016348i,-0.024326+0.012281i,-0.016766+0.0073206i
-0.091378-0.20117i,-0.14056-0.2665i,-0.13214-0.21823i,-0.074815-0.13449i,-0.028542-0.1148i,-0.0064178-0.10979i,0.01408-0.074315i,0.014861-0.040385i,0.0037729-0.016039i,0.0041846-0.0055166i,0.0030691-0.0099135i,-0.0018282-0.0098824i,2.1583e-05-0.0028572i,0.004545+0.00024556i,0.0104-0.00079859i,0.018434-0.003277i,0.022844-0.0079217i,0.018423-0.012288i,0.0093896-0.016583i,0.0034877-0.019952i,0.0024277-0.020886i,0.0017576-0.01741i,-0.0038364-0.0095286i
0.12217-0.17386i,0.14232-0.24904i,0.076704-0.22938i,-0.011746-0.14968i,-0.037976-0.09699i,-0.038304-0.077938i,-0.061659-0.038759i,-0.071766+0.011939i,-0.047809+0.029223i,-0.023171+0.016059i,-0.011884+0.0042261i,-0.0038937-0.0016839i,0.00052151-0.0046169i,0.0034932-0.0010962i,0.0069832+0.00079579i,0.0061979-0.0044836i,0.001582-0.010545i,-0.00024857-0.010245i,0.0035521-0.0021915i,0.0087597+0.0069533i,0.0089035+0.010953i,0.0042748+0.0094522i,0.00026337+0.0053912i
0.16595+0.026175i,0.201+0.011221i,0.14046-0.021253i,0.069155-0.045243i,0.052071-0.032334i,0.044979+0.016012i,0.023413+0.062871i,0.016123+0.06314i,0.01618+0.03137i,0.011964+0.014835i,0.015254+0.011464i,0.014654+0.0015721i,0.00018066-0.0062199i,-0.010814-0.0042927i,-0.010349+0.002483i,-0.0062303+0.0081123i,-0.0046594+0.0095056i,-0.0050473+0.0062069i,-0.0058791-0.00043529i,-0.010436-0.0056087i,-0.01437-0.0071589i,-0.011296-0.0074021i,-0.0046308-0.0080885i
0.072382+0.12184i,0.12342+0.14348i,0.1491+0.10527i,0.16545+0.0589i,0.17935+0.036222i,0.16603+0.014265i,0.12244-0.015703i,0.075801-0.039025i,0.041366-0.040428i,0.022695-0.022076i,0.018373-0.0078587i,0.017101-0.0038228i,0.01386-0.0038263i,0.01053-0.004772i,0.0073554-0.0013709i,0.0091293+0.0079497i,0.016544+0.017184i,0.024523+0.020206i,0.028535+0.015078i,0.027744+0.0051233i,0.025269-0.003231i,0.020777-0.006731i,0.01321-0.0082914i
-0.035642+0.1366i,0.006489+0.21253i,0.062468+0.21492i,0.078885+0.16565i,0.059312+0.12009i,0.016731+0.063221i,-0.0443-0.011318i,-0.079034-0.039732i,-0.062702-0.024325i,-0.037065-0.011878i,-0.022052-0.0012619i,-0.0066925+0.0083547i,0.0062452+0.010813i,0.010614+0.010582i,0.0077107+0.0091446i,0.0036427+0.0050008i,0.0026185-0.00079465i,0.001342-0.0015199i,-0.0029231+0.0038445i,-0.0061832+0.0067973i,-0.0085442+0.0065819i,-0.010587+0.0059097i,-0.0072414+0.0029957i
-0.14159+0.013337i,-0.22458+0.043908i,-0.22181+0.039875i,-0.16104+0.030107i,-0.13099+0.069591i,-0.12786+0.11849i,-0.10371+0.11753i,-0.057221+0.081131i,-0.01879+0.047568i,-0.0066166+0.026618i,-0.0096763+0.019314i,-0.009977+0.015938i,-0.010813+0.010734i,-0.015077+0.011868i,-0.015359+0.014773i,-0.013124+0.015948i,-0.013435+0.016428i,-0.014504+0.011728i,-0.01283+0.0023877i,-0.01079-0.0071792i,-0.011149-0.012964i,-0.0083808-0.010293i,-0.00055461-0.00092876i
-0.078012-0.11152i,-0.14976-0.17566i,-0.16361-0.15892i,-0.12757-0.056943i,-0.096302+0.023087i,-0.054636+0.028172i,0.016928+0.0095867i,0.068202+0.0027748i,0.067374+0.0038523i,0.042777+0.0042209i,0.019781+0.0018942i,0.0050364+0.0020367i,0.0014188+0.0031571i,0.0030238+0.0016551i,0.0034173+0.0014288i,0.00038474+0.0059619i,-0.0031133+0.013522i,-0.0069353+0.0196i,-0.0086994+0.022625i,-0.0013504+0.023426i,0.010754+0.020623i,0.016053+0.01512i,0.011808+0.0099897i
0.036453-0.070912i,0.030667-0.098309i,-0.0013881-0.04765i,-0.06364+0.019112i,-0.11397+0.0050174i,-0.11396-0.07115i,-0.084879-0.1232i,-0.057616-0.10724i,-0.038202-0.061012i,-0.024843-0.031271i,-0.019508-0.017564i,-0.016575-0.0027488i,-0.010111+0.0085009i,-0.0044626+0.0088224i,-0.0016635+0.0034616i,0.00035301-0.0050691i,0.0003285-0.013089i,-0.0012962-0.01707i,-0.0036709-0.015605i,-0.0051535-0.010119i,-0.0055796-0.0080549i,-0.007153-0.011725i,-0.007954-0.014648i
0.053507-0.037058i,0.095945-0.1021i,0.08265-0.13188i,0.012064-0.14309i,-0.054959-0.15869i,-0.09476-0.12194i,-0.10217-0.041472i,-0.083994+0.011048i,-0.056744+0.018178i,-0.03709+0.0082202i,-0.02526+0.0010071i,-0.017931-0.006082i,-0.021756-0.014906i,-0.031332-0.017992i,-0.036539-0.013918i,-0.035783-0.0073074i,-0.030808-0.0042953i,-0.021673-0.0093033i,-0.0092362-0.015095i,0.0012664-0.017682i,0.005898-0.019674i,0.0061549-0.015919i,0.0041903-0.0048799i
0.10772-0.048951i,0.24261-0.097391i,0.29036-0.15268i,0.22003-0.19317i,0.15694-0.19275i,0.14784-0.14738i,0.1362-0.068865i,0.10154+0.00025793i,0.060448+0.023804i,0.029114+0.017912i,0.013553+0.0055185i,0.006517-0.0054495i,0.004131-0.010134i,0.0043987-0.010838i,0.0041099-0.0082868i,0.0013762-0.0012315i,-0.0034417+0.0056205i,-0.0056352+0.0063043i,-0.0065727+0.0044388i,-0.0077608+0.010685i,-0.0037353+0.025454i,0.0012292+0.032345i,-0.00082838+0.024697i
0.092172+0.087088i,0.15054+0.21566i,0.1301+0.25251i,0.090268+0.149i,0.11565+0.020542i,0.15057-0.080345i,0.12169-0.14029i,0.057025-0.12797i,0.019036-0.077841i,0.0081037-0.043471i,0.00059071-0.022506i,-0.0038494-0.0051399i,0.00077261+0.0060003i,0.010821+0.0093802i,0.017037+0.0057923i,0.018649-0.00092409i,0.02152-0.0073043i,0.023302-0.0084185i,0.017887-0.0033145i,0.0049238+0.0025415i,-0.0047004+0.0041165i,-0.0021254-0.00069902i,0.0044475-0.0084016i
-0.0093648+0.13146i,-0.11359+0.2611i,-0.17216+0.27946i,-0.083263+0.18855i,0.037855+0.11599i,0.062836+0.077849i,0.010129+0.039877i,-0.032167+0.0070728i,-0.028052-0.01373i,-0.011441-0.024329i,-0.0063487-0.022287i,-0.0037076-0.01377i,0.00217-0.01101i,0.0049589-0.016651i,0.0026175-0.020952i,-0.00082087-0.022096i,-0.0028114-0.024731i,-0.00095829-0.022545i,0.0031881-0.016249i,0.007046-0.014866i,0.012639-0.014953i,0.014669-0.0097815i,0.011261-0.0021236i
-0.043621+0.13248i,-0.093513+0.17262i,-0.042305+0.15742i,0.078858+0.13954i,0.14534+0.14821i,0.15785+0.16775i,0.14502+0.15714i,0.098174+0.11224i,0.052894+0.068372i,0.03558+0.031859i,0.027367+0.0034752i,0.01712-0.010163i,0.008938-0.010905i,0.0071079-0.0041466i,0.009693+0.0028217i,0.0079611+0.0064098i,0.0020812+0.0094418i,0.0010596+0.0093255i,0.0045599+0.0056666i,0.0015559+0.0070205i,-0.01165+0.014483i,-0.022242+0.018574i,-0.022105+0.014614i
-0.20072+0.072079i,-0.31478+0.04411i,-0.30031+0.033165i,-0.19894+0.091054i,-0.11085+0.1593i,-0.014511+0.16374i,0.073518+0.082852i,0.082873+0.0016012i,0.045688-0.01226i,0.027787-0.0010932i,0.017558-0.0034384i,0.0031941-0.0062031i,-0.0036523+0.00048567i,-0.0043765+0.01068i,-0.0028332+0.015973i,0.0050804+0.015073i,0.015783+0.012231i,0.015897+0.012246i,0.0024036+0.011689i,-0.014708+0.0025108i,-0.025701-0.0080404i,-0.023251-0.010957i,-0.0097082-0.0081706i
-0.252-0.2007i,-0.37397-0.39284i,-0.41358-0.43757i,-0.37972-0.26004i,-0.30372-0.044053i,-0.2242+0.068626i,-0.14478+0.080175i,-0.075614+0.030982i,-0.036734-0.004811i,-0.015496-0.0020085i,-0.0035896+0.0040683i,-0.00092823+0.0041078i,-0.0023647+0.0033302i,-0.0071451+0.0013727i,-0.009275-0.0022035i,-0.0042929-0.0042968i,0.0029948-0.0043338i,0.0067181-0.0072497i,0.0074411-0.012744i,0.011355-0.016731i,0.016959-0.016173i,0.018367-0.0098907i,0.012655-0.0024747i
0.037027-0.30305i,0.14372-0.41091i,0.17242-0.34484i,0.072558-0.19687i,-0.03503-0.090189i,-0.0814-0.010655i,-0.074861+0.063593i,-0.044292+0.08661i,-0.028566+0.062014i,-0.015646+0.042935i,0.0070298+0.02507i,0.017922+0.0089308i,0.019871+0.0024994i,0.016435-0.0040079i,0.0079682-0.0042975i,-0.00047492+0.0064056i,-0.00862+0.017446i,-0.0096067+0.020214i,-0.0039725+0.020166i,0.00062206+0.022911i,0.0016615+0.021164i,-0.0001256+0.012368i,-0.0041419+0.0034424i
0.28152-0.13382i,0.42206-0.078627i,0.40321+0.004239i,0.24273-0.025152i,0.062976-0.10242i,-0.053381-0.094561i,-0.056559-0.025373i,-0.0013383+0.00849i,0.018577+0.0038357i,0.0097988+0.005642i,0.01133+0.013514i,0.017172+0.014006i,0.01859+0.013157i,0.018954+0.011797i,0.016166+0.0072727i,0.010797+0.0043317i,0.006079+0.0071535i,-0.00017773+0.0098612i,-0.0079108+0.0049978i,-0.011732-0.0060215i,-0.0099689-0.017736i,-0.0076569-0.023231i,-0.0045714-0.018936i
0.32335+0.069461i,0.4211+0.06263i,0.35506-0.039714i,0.20409-0.1473i,0.05438-0.16536i,-0.060302-0.11686i,-0.10006-0.053897i,-0.050562-0.024873i,0.00088159-0.036216i,-0.00017294-0.032517i,-0.0072581-0.011238i,-0.0088917-0.00213i,-0.014875+0.0013129i,-0.011776+0.000664i,-0.0048687-0.0056758i,-0.0036347-0.010901i,-0.0037727-0.011971i,0.0018371-0.0094568i,0.01486-0.011377i,0.026494-0.016039i,0.029061-0.016364i,0.023892-0.0097268i,0.016269-0.0032539i
0.11269+0.36459i,0.13441+0.48236i,0.11965+0.38737i,0.11531+0.19731i,0.13632+0.060889i,0.11588-0.028504i,0.025871-0.055442i,-0.035452-0.016711i,-0.030026+0.004985i,-0.016048-0.0046027i,-0.012193-0.0056403i,-0.013462-0.0018021i,-0.017284+0.00207i,-0.010891+0.010187i,-0.0025704+0.018407i,-0.0061925+0.020532i,-0.016206+0.016374i,-0.018154+0.013179i,-0.0094323+0.014453i,-0.0043218+0.019109i,-0.0046693+0.026759i,-0.0036456+0.029224i,-0.00090132+0.021092i
-0.33953+0.34858i,-0.51717+0.51511i,-0.49668+0.53424i,-0.27053+0.42202i,-0.040649+0.25029i,0.039618+0.071638i,0.0044017-0.024324i,-0.036049+0.0026007i,-0.022184+0.044866i,-0.0052738+0.036252i,-0.011179+0.028046i,-0.012852+0.03318i,-0.010189+0.034163i,-0.0091103+0.036615i,-0.0079634+0.038016i,-0.0015812+0.031991i,0.0075385+0.021188i,0.0057262+0.0098184i,-0.0070644+0.0015698i,-0.018914-0.00063602i,-0.021394-0.0008333i,-0.014849-0.0054312i,-0.0083468-0.0090392i
-0.41294-0.12899i,-0.52382-0.20938i,-0.38588-0.19108i,-0.18374-0.08161i,-0.10655+0.0013041i,-0.089702+0.013487i,-0.063882-0.0016602i,-0.027029-0.0048864i,0.0048561+0.0032058i,0.003388+0.0020542i,-0.015532+0.00033623i,-0.019345-0.0067519i,-0.019478-0.021223i,-0.023941-0.024386i,-0.021491-0.026779i,-0.011552-0.031301i,-0.0032883-0.02905i,-0.0012743-0.021022i,0.0011389-0.0092652i,0.010641-0.0038361i,0.019822-0.0055289i,0.019462-0.0054213i,0.013919-0.0017683i
-0.10267-0.42333i,-0.070096-0.57617i,-0.0065707-0.50842i,-0.0084914-0.31854i,-0.02243-0.15744i,0.035254-0.07814i,0.074415-0.085276i,0.022435-0.10458i,-0.024653-0.074112i,-0.01097-0.04032i,0.0071883-0.034364i,0.010141-0.037774i,0.0079494-0.038345i,-0.0010068-0.032609i,-0.014476-0.020811i,-0.029436-0.0091372i,-0.038383-0.0025545i,-0.035285+0.005724i,-0.01797+0.01889i,0.0011768+0.026616i,0.0052527+0.02538i,-0.0017509+0.022153i,-0.0060626+0.019856i
0.21582-0.38278i,0.19058-0.54211i,0.019606-0.48409i,-0.10033-0.28337i,-0.070435-0.1278i,0.0010093-0.073649i,0.010651-0.07869i,-0.028196-0.06768i,-0.048658-0.022933i,-0.02626+0.00025379i,-0.011756-0.0037458i,-0.011929+0.0020459i,-0.0062061+0.00614i,-0.0071266-0.0001172i,-0.012106-0.0039907i,-0.013358+0.0035325i,-0.0093375+0.02043i,-0.0044606+0.0238i,-0.0095943+0.010071i,-0.022751-0.0020313i,-0.029137-0.0086464i,-0.022548-0.012809i,-0.01495-0.014414i
0.49128+0.0060168i,0.69033-0.017095i,0.58812-0.036977i,0.30947-0.031548i,0.10346-0.025554i,-0.0011209-0.011563i,-0.0099891+0.026226i,0.041931+0.035906i,0.058714+0.0090905i,0.029919-0.013625i,0.0079006-0.024725i,0.0061152-0.023028i,0.015303-0.017917i,0.027856-0.020621i,0.041252-0.02756i,0.046969-0.035235i,0.042833-0.039808i,0.034076-0.043843i,0.021878-0.045889i,0.011771-0.040869i,0.0095432-0.031056i,0.012014-0.018877i,0.014553-0.010356i
0.2987+0.50237i,0.50981+0.73176i,0.58225+0.66529i,0.46514+0.35547i,0.29287+0.099882i,0.19825+0.019712i,0.17681+0.0040204i,0.14176-0.032194i,0.076351-0.057341i,0.036891-0.0384i,0.032598-0.016075i,0.026005-0.0059234i,0.015463+0.0099059i,0.012469+0.019482i,0.012115+0.016809i,0.0082259-0.0012924i,-0.0045427-0.02709i,-0.016329-0.033004i,-0.016926-0.012193i,-0.0067779+0.015872i,0.003768+0.029096i,0.004055+0.026507i,0.0018249+0.019399i
-0.26065+0.40708i,-0.32596+0.5362i,-0.24155+0.39041i,-0.10006+0.15743i,-0.00083901+0.092314i,0.045535+0.085272i,0.021605+0.033243i,-0.035968+0.0068934i,-0.053602+0.02608i,-0.029722+0.039908i,-0.012561+0.037611i,-0.016178+0.032994i,-0.021398+0.027386i,-0.019303+0.021732i,-0.017179+0.019535i,-0.015821+0.02429i,-0.014517+0.031714i,-0.012036+0.026112i,-0.012807+0.008181i,-0.021769-0.0050087i,-0.027731-0.0069785i,-0.024474-0.0065722i,-0.016488-0.0085362i
-0.44989+0.024232i,-0.60903+0.080677i,-0.54107+0.14948i,-0.34821+0.17347i,-0.21898+0.15229i,-0.16051+0.12631i,-0.11816+0.11502i,-0.055694+0.1195i,0.0047898+0.096356i,0.02022+0.049778i,0.013466+0.018726i,0.011173+0.00021445i,0.0070951-0.0085563i,0.000325+0.00014312i,0.0013624+0.014861i,0.015667+0.019361i,0.035447+0.012155i,0.05106+0.0076045i,0.055334-0.0012745i,0.045678-0.021688i,0.030728-0.035463i,0.018789-0.029734i,0.012998-0.011564i
-0.32809-0.22625i,-0.54534-0.11606i,-0.55761+0.13655i,-0.31364+0.2261i,-0.069484+0.089411i,0.034223-0.013699i,0.081681-0.020327i,0.087186-0.047911i,0.045059-0.079401i,0.0062809-0.059654i,-0.0016912-0.029008i,-0.0061392-0.021572i,-0.024191-0.022534i,-0.039221-0.02038i,-0.037823-0.015877i,-0.019103-0.010615i,0.0033156-0.0088212i,0.01109-0.0076375i,0.0089735+0.003367i,0.012785+0.020535i,0.020361+0.030138i,0.018898+0.027807i,0.010011+0.0236i
0.05541-0.40556i,-0.040567-0.60205i,-0.10862-0.57427i,-0.035499-0.36059i,0.050525-0.17602i,0.033202-0.088764i,-0.015664-0.069693i,-0.057188-0.081404i,-0.075259-0.060054i,-0.053027-0.028667i,-0.036379-0.022942i,-0.031431-0.024063i,-0.015511-0.028656i,0.00023736-0.036182i,-0.0010123-0.031543i,-0.019828-0.0071978i,-0.035596+0.021112i,-0.032565+0.029138i,-0.02101+0.019051i,-0.018179+0.010097i,-0.02176+0.0077108i,-0.019143+0.0032967i,-0.014707-0.0053655i
0.37823-0.15111i,0.4995-0.35691i,0.39783-0.48633i,0.14455-0.3833i,-0.057976-0.16528i,-0.14577-0.027001i,-0.13084+0.04799i,-0.043577+0.095817i,0.019541+0.090785i,0.024495+0.05222i,0.017436+0.020077i,0.02515+0.0041896i,0.037039-0.0022323i,0.034702-0.0050482i,0.022669-0.010134i,0.013039-0.018346i,0.0099841-0.017547i,0.008058-0.0030669i,0.0060759+0.0086032i,0.0086419+0.0030822i,0.014116-0.01188i,0.016522-0.018982i,0.01106-0.016265i
0.12248+0.21665i,0.086386+0.20022i,-0.059909+0.13734i,-0.13586+0.13202i,-0.029694+0.11503i,0.10382+0.042073i,0.14475+0.016715i,0.1576+0.0021887i,0.1287-0.054785i,0.060435-0.070217i,0.027944-0.04386i,0.019274-0.027731i,0.008581-0.021061i,0.0076894-0.019665i,0.015412-0.020758i,0.021319-0.01681i,0.019016-0.010528i,0.0088561-0.0058653i,4.662e-06+0.0033i,-9.5886e-05+0.018077i,0.0031002+0.032217i,0.0022749+0.037213i,-0.00054645+0.03107i
-0.11143+0.11367i,-0.044617+0.060572i,0.046367+0.0046777i,0.086063+0.074442i,0.12428+0.1609i,0.13105+0.12539i,0.039487+0.028992i,-0.052618-0.0075585i,-0.052472+0.0012565i,-0.0058973+0.0034554i,0.022365-0.00072294i,0.026722+0.0028606i,0.029702+0.017415i,0.033102+0.031686i,0.024201+0.038415i,-0.00044859+0.033305i,-0.026611+0.021497i,-0.033404+0.014579i,-0.028591+0.0099824i,-0.032536+0.007628i,-0.040513+0.0076665i,-0.037901+0.0039831i,-0.025343-0.0017605i
-0.043429+0.0053058i,0.15416+0.083246i,0.34008+0.090766i,0.24338-0.015146i,-0.022041-0.063667i,-0.16092-0.017354i,-0.15867+0.024961i,-0.12743+0.082353i,-0.077769+0.12741i,-0.03301+0.10758i,-0.01388+0.072721i,-0.0012951+0.057516i,0.0013199+0.049542i,-0.011415+0.041744i,-0.017436+0.028683i,0.0026738+0.0079726i,0.030358-0.01062i,0.031074-0.02312i,0.0084073-0.034045i,-0.010478-0.040673i,-0.012577-0.03811i,-0.0039032-0.026973i,0.0045242-0.017562i
