-0.0046395+0.00047259i,-0.0021171+0.0016247i,-0.00040361+0.0039409i,0.0007815+0.0044427i,0.0018782+0.0036377i,0.0010687+0.0021855i,-0.00020073+0.0016076i,-0.00034682+0.0015227i,0.00073271+0.00097805i,0.00080984+0.00059977i,0.00010883+5.3442e-05i,0.00020155-0.00091843i,0.00022096-0.0022397i,6.0796e-05-0.0026687i,-0.00060938-0.0014593i,-0.0010103-0.00043105i,-0.0010684-0.00059749i,-0.00092383-0.00087218i,-0.00023248-0.00042101i,0.0004189+0.0004836i,0.00057712+0.00041933i,0.00052444-0.00012965i,0.00083722-0.00035133i
0.60249+7.7381i,3.4666+6.1364i,7.3182+4.7686i,8.3555+1.6583i,6.4262-1.426i,2.9287-2.643i,0.17749-1.3618i,-0.53045+0.38517i,0.20735+1.0684i,1.0108+0.51734i,0.69137-0.48199i,-0.38278-1.0202i,-1.3248-0.96466i,-1.7472-0.50355i,-1.5172+0.036491i,-0.94491+0.33812i,-0.45319+0.29438i,-0.16718+0.073193i,0.01393-0.11948i,0.10302-0.24098i,0.10337-0.30325i,0.060855-0.26106i,0.05918-0.11663i
-0.29299+0.018221i,-0.29918+0.13007i,-0.099307+0.30451i,0.29181+0.4255i,0.62849+0.26536i,0.72323-0.10478i,0.55715-0.38868i,0.27915-0.36277i,0.14619-0.11728i,0.16321+0.070145i,0.18581+0.13415i,0.17986+0.11954i,0.13941+0.066536i,0.066335+0.036006i,0.0036904+0.040663i,-0.020882+0.065736i,-0.016642+0.086487i,-0.0070647+0.085805i,0.0066228+0.074802i,0.024155+0.055912i,0.027113+0.042739i,0.017592+0.047178i,0.01185+0.040973i
0.15038+0.077157i,0.43049-0.043529i,0.65196-0.38381i,0.55222-0.77791i,0.22106-0.89664i,0.028847-0.6683i,0.054002-0.39438i,0.086936-0.23883i,0.070604-0.13137i,0.079884-0.069643i,0.084029-0.07023i,0.061628-0.071145i,0.04957-0.058386i,0.034908-0.062967i,0.0080972-0.079593i,-0.016649-0.097699i,-0.032545-0.1116i,-0.028972-0.1087i,-0.013345-0.092261i,-0.016111-0.063512i,-0.02917-0.017633i,-0.0153+0.017025i,0.010116+0.014139i
0.13668+0.033041i,0.19752+0.075388i,0.13363+0.10949i,-0.029141+0.12428i,-0.14758+0.083536i,-0.2059-0.032221i,-0.21981-0.1085i,-0.14832-0.09517i,-0.028848-0.087314i,0.040957-0.092339i,0.070482-0.078637i,0.090057-0.083733i,0.064641-0.097649i,0.016165-0.07619i,0.0016347-0.044049i,0.00037711-0.041833i,-0.024811-0.04058i,-0.042017-0.018199i,-0.023524-0.0044264i,0.001899-0.012228i,0.0049126-0.014128i,0.00049904+0.0017706i,0.0054711+0.007787i
-0.10177+0.053793i,-0.32922+0.10991i,-0.53945+0.20033i,-0.57998+0.27504i,-0.4279+0.33446i,-0.15161+0.30392i,0.083776+0.15907i,0.14851-0.006135i,0.081722-0.1258i,-0.025806-0.16535i,-0.10659-0.11496i,-0.123-0.038746i,-0.10095+5.0033e-05i,-0.089067+0.0028983i,-0.10438+9.8611e-05i,-0.12312+0.027111i,-0.10377+0.081741i,-0.050741+0.11733i,-0.0043712+0.10156i,0.026768+0.061112i,0.054493+0.029008i,0.063523+0.0055574i,0.044322-0.0096004i
-0.0083597-0.22719i,0.026305-0.46498i,0.15515-0.59469i,0.37902-0.49497i,0.48869-0.32002i,0.3605-0.13993i,0.18591+0.02601i,0.098491+0.052653i,0.00394-0.0050566i,-0.076903-0.0043335i,-0.087726+0.017707i,-0.071069+0.030881i,-0.033125+0.049618i,0.0033316+0.0556i,0.013376+0.060771i,0.032286+0.067983i,0.075043+0.049015i,0.10323+0.0031386i,0.074402-0.042781i,0.02592-0.058287i,0.023521-0.046611i,0.048976-0.037002i,0.05462-0.033499i
0.087502+0.092739i,0.17638+0.1078i,0.15288+0.061609i,0.047813-0.041812i,0.034092-0.17112i,0.074479-0.2656i,0.017101-0.25868i,-0.081456-0.11231i,-0.078539+0.046961i,-0.016243+0.079564i,0.020111+0.055042i,0.053925+0.046381i,0.079058+0.029447i,0.067219+0.018409i,0.045631+0.02333i,0.032786+0.018551i,0.021863-0.0066771i,0.0087556-0.031657i,-0.0039976-0.030972i,-0.013031-0.02245i,-0.020347-0.031608i,-0.024516-0.05105i,-0.026729-0.06052i
-0.026843+0.090441i,-0.056798+0.20158i,-0.13563+0.16632i,-0.33545+0.015846i,-0.47691-0.026006i,-0.39124-0.0090691i,-0.2415-0.043945i,-0.16157-0.080377i,-0.10408-0.091539i,-0.067214-0.081572i,-0.0531-0.05045i,-0.053171-0.030612i,-0.07033-0.024038i,-0.067976-0.020375i,-0.044009-0.029327i,-0.025176-0.039596i,-0.0054911-0.036537i,0.019381-0.031621i,0.029777-0.029095i,0.012387-0.022925i,-0.018799-0.018827i,-0.041603-0.021624i,-0.050827-0.021214i
-0.16292+0.019892i,-0.36103+0.17314i,-0.33415+0.53117i,0.071167+0.77559i,0.39551+0.58447i,0.2741+0.23274i,0.019144+0.077537i,-0.051874+0.016846i,-0.039148-0.051585i,-0.045357-0.060009i,-0.042752-0.028772i,-0.035108-0.016807i,-0.038264-0.012272i,-0.044127+0.0090003i,-0.039314+0.036543i,-0.025397+0.0468i,-0.017979+0.028665i,-0.020677+0.0011461i,-0.021769-0.015189i,-0.01546-0.014341i,-0.0065832+0.0042083i,-0.0017649+0.032302i,0.0026394+0.054991i
0.1057-0.064615i,0.19585-0.21271i,0.20134-0.40984i,0.097657-0.51114i,-0.023258-0.411i,-0.059656-0.17434i,-0.003633+0.030769i,0.049927+0.11647i,0.046691+0.10912i,0.028677+0.05438i,0.0063995+0.0080925i,-0.011732+0.0074988i,-0.010362+0.017222i,-0.014179+0.015678i,-0.027702+0.019279i,-0.029108+0.027797i,-0.010681+0.0359i,0.014952+0.035151i,0.020853+0.020466i,0.011273+0.0085717i,0.010987+0.012099i,0.024047+0.01814i,0.03996+0.011922i
0.029224+0.059557i,0.068618+0.023531i,0.039187-0.077309i,-0.073893-0.14261i,-0.11921-0.067764i,-0.030825+0.073126i,0.043438+0.10927i,0.027264+0.079642i,0.0081075+0.055337i,0.0076604+0.024256i,0.0056676+0.0050921i,0.0085598+0.00056483i,0.015689+0.0034445i,0.028313+0.0097067i,0.04346+0.0033973i,0.052181-0.011003i,0.050939-0.020238i,0.038603-0.016135i,0.024036-0.0045682i,0.016879-0.0035915i,0.015536-0.017289i,0.013863-0.035833i,0.0050687-0.041814i
-0.092303+0.067874i,-0.17849+0.24803i,-0.24109+0.49757i,-0.23262+0.66414i,-0.16618+0.58833i,-0.10054+0.26361i,-0.068956-0.036214i,-0.049844-0.13856i,-0.028894-0.11817i,-0.022836-0.06084i,-0.017071-0.015331i,-0.0006632-0.003322i,0.011682-0.0083022i,0.012321-0.014407i,0.0029419-0.012967i,-0.0027019-0.01035i,-0.0022953-0.024345i,-0.0014561-0.037936i,0.0066124-0.032527i,0.017345-0.026899i,0.014193-0.032189i,-0.0036923-0.035868i,-0.021465-0.029856i
0.060708-0.15866i,0.093902-0.38206i,0.117-0.56618i,0.13212-0.56072i,0.11815-0.38119i,0.083855-0.1303i,0.084197+0.044895i,0.082258+0.059782i,0.021797+0.028638i,-0.021343+0.04106i,-0.020135+0.04181i,-0.027938+0.022021i,-0.035584+0.0089265i,-0.031338+0.0021893i,-0.026917-0.00013293i,-0.029425-0.0036926i,-0.029566-0.001274i,-0.0099653-0.0060001i,0.0065435-0.032247i,-0.0051191-0.043178i,-0.024479-0.018461i,-0.020694+0.016409i,0.00020496+0.029281i
0.055309+0.098027i,0.15923+0.14615i,0.25509+0.066989i,0.23239-0.10882i,0.12365-0.15654i,0.058924-0.042448i,0.030832+0.027863i,-0.017426+0.048445i,-0.025675+0.076024i,0.00616+0.0574i,0.016567+0.025791i,0.019964+0.013746i,0.010897+0.0025299i,-0.0065994+0.0071311i,0.0005872+0.027009i,0.024593+0.045738i,0.037553+0.05655i,0.02491+0.051476i,-1.3235e-05+0.030566i,-0.01625+0.012204i,-0.016287+0.0082562i,-0.0057905+0.0098873i,0.0022371+0.013838i
-0.10056+0.014192i,-0.29215+0.051804i,-0.59668+0.17637i,-0.81301+0.37758i,-0.72156+0.45015i,-0.42452+0.26478i,-0.21107+0.017377i,-0.13-0.084414i,-0.087492-0.086926i,-0.067266-0.069469i,-0.052624-0.034345i,-0.033703+0.0051212i,-0.020974+0.030333i,-0.020471+0.029611i,-0.02918+0.0084857i,-0.032151-0.0090386i,-0.016333-0.01803i,0.004192-0.01632i,0.010719+0.00063397i,0.017371+0.0090327i,0.029345-0.0054476i,0.027767-0.03365i,0.008321-0.053184i
-0.032344-0.094622i,-0.0067785-0.14551i,0.20288-0.1251i,0.54012-0.10138i,0.62077-0.16675i,0.33367-0.17431i,0.075009-0.030968i,0.026949+0.033091i,0.0067754-0.021585i,-0.028929-0.0282i,-0.027077-0.015116i,-0.016691-0.030922i,-0.00042105-0.043042i,0.019043-0.050688i,0.011001-0.052595i,-0.016235-0.039268i,-0.037545-0.01454i,-0.037109+0.010803i,-0.016412+0.024723i,-0.00032556+0.022961i,-0.00043634+0.014354i,-0.0010425+0.011849i,0.0077443+0.012501i
0.17082+0.046386i,0.35603+0.029763i,0.43404-0.13335i,0.23869-0.34837i,-0.036576-0.34495i,-0.11504-0.15367i,-0.0308-0.010713i,0.054541+0.049154i,0.096023+0.067063i,0.096837+0.031377i,0.067301-0.011808i,0.039915-0.027424i,0.012951-0.029781i,-0.018499-0.01722i,-0.034128+0.015189i,-0.025588+0.055487i,-0.0057707+0.085001i,0.01308+0.082864i,0.026789+0.05203i,0.025999+0.021218i,0.0092115+0.0088034i,-0.0069862+0.016508i,-0.012332+0.027408i
-0.11075+0.066325i,-0.26902+0.12399i,-0.45492+0.18307i,-0.52285+0.20642i,-0.36129+0.15955i,-0.068841+0.047186i,0.089535-0.088144i,0.058956-0.15011i,-0.0065592-0.12307i,-0.039153-0.077976i,-0.063426-0.037116i,-0.077389+0.0076565i,-0.064783+0.043313i,-0.027726+0.052465i,0.01225+0.032773i,0.041039-0.0008362i,0.064087-0.031606i,0.070544-0.046965i,0.04947-0.043074i,0.029804-0.029267i,0.031708-0.01972i,0.036696-0.022507i,0.02649-0.027911i
-0.029193-0.008528i,0.025009+0.046159i,0.22445+0.15647i,0.47387+0.19657i,0.46082+0.075304i,0.15628-0.063206i,-0.10173-0.06687i,-0.14093-0.028909i,-0.08754-0.035732i,-0.05702-0.029974i,-0.029557+0.0017448i,0.0054412+0.0028469i,0.022145-0.019949i,0.02524-0.02591i,0.031757-0.026588i,0.03264-0.046167i,0.0087298-0.074378i,-0.024817-0.07813i,-0.038361-0.049937i,-0.028679-0.019055i,-0.010305-0.0039561i,0.0022708+0.0013103i,0.011298+0.0048741i
0.094944-0.095496i,0.1553-0.26024i,0.099235-0.40383i,-0.048503-0.3842i,-0.11435-0.22668i,-0.090781-0.068084i,-0.060127+0.043154i,-0.022855+0.12277i,0.022948+0.1434i,0.065075+0.11054i,0.091386+0.064317i,0.095606+0.031047i,0.076657+0.011954i,0.036937+0.00023924i,-0.012177-0.0062374i,-0.064095-0.0033489i,-0.10567+0.011591i,-0.11406+0.023157i,-0.088598+0.019633i,-0.056451+0.0089464i,-0.04149+0.0047807i,-0.036644+0.0073455i,-0.029428+0.0057909i
-0.031939+0.12647i,-0.062767+0.21846i,-0.11581+0.1907i,-0.16508+0.066681i,-0.10013+0.040268i,0.076781+0.097614i,0.18355+0.094169i,0.14526+0.041099i,0.082271+0.0042575i,0.049229-0.027234i,0.013371-0.047821i,-0.024773-0.042085i,-0.036968-0.023955i,-0.020084-0.021407i,-0.0075849-0.03002i,-0.0088176-0.017246i,-0.00036493+0.019354i,0.012806+0.044903i,0.0087058+0.039854i,-0.0016185+0.0289i,0.0038075+0.02541i,0.018633+0.016973i,0.022082+0.0040014i
-0.035605-0.034696i,-0.055617+0.02629i,-0.016404+0.24237i,0.072328+0.47518i,0.079215+0.46748i,0.0078488+0.25405i,-0.029644+0.050528i,-0.012201-0.05997i,-0.013682-0.097588i,-0.049843-0.078146i,-0.06759-0.041273i,-0.041588-0.015991i,-0.0077255-0.0072373i,-0.0064115+0.0077533i,-0.0093357+0.04458i,0.023448+0.067122i,0.070848+0.047585i,0.091124+0.016203i,0.0757+0.001011i,0.047834-0.00875i,0.029271-0.020093i,0.015919-0.022934i,0.0016337-0.014128i
0.0031786-0.08943i,-0.028716-0.23509i,-0.048532-0.41709i,0.0018572-0.53707i,0.069672-0.52768i,0.088726-0.37931i,0.073042-0.1908i,0.021474-0.060196i,-0.02438+0.023081i,-0.017845+0.059178i,0.0068558+0.052752i,0.014246+0.036412i,0.01067+0.021225i,0.0042749+0.014346i,0.0025079+0.014436i,1.756e-05+0.0022174i,-0.012265-0.020137i,-0.016567-0.034806i,-0.0057239-0.035562i,-0.00073668-0.028297i,-0.010715-0.019058i,-0.02411-0.0081068i,-0.026612+0.0021743i
0.079191+0.11318i,0.18142+0.18521i,0.19245+0.15959i,0.047002+0.082086i,-0.061423+0.098503i,-0.05726+0.13396i,-0.052132+0.091941i,-0.052665+0.052424i,-0.024557+0.041358i,0.0022118+0.034225i,0.0091429+0.024912i,-0.010236+0.0028793i,-0.043554-0.0012496i,-0.035553+0.010678i,0.0065675-0.0081794i,0.030257-0.03712i,0.027081-0.038179i,0.011318-0.029969i,-0.0047672-0.028409i,-0.013334-0.017526i,-0.013284+0.0082227i,-0.0028366+0.029067i,0.01523+0.030993i
-0.11754-0.010256i,-0.24956+0.07439i,-0.28548+0.27744i,-0.17246+0.45253i,-0.085259+0.39718i,-0.10041+0.19467i,-0.097221+0.053659i,-0.042639-0.029728i,-0.011215-0.068621i,-0.0057445-0.048741i,-0.00141-0.0059499i,0.012877+0.041007i,0.041018+0.059431i,0.049847+0.035758i,0.021619+0.01018i,-0.0089401+0.0014567i,-0.016657-0.0082068i,-0.02025-0.019102i,-0.029641-0.017387i,-0.026355-0.0084659i,-0.0075787-0.0051371i,0.0088606-0.012015i,0.0065793-0.021759i
0.043584-0.065174i,0.086326-0.19424i,0.11892-0.39468i,0.11989-0.55877i,0.088612-0.52068i,0.061805-0.28407i,0.052004-0.045476i,0.039914+0.069063i,0.018438+0.061508i,-0.0034251+0.00656i,-0.013892-0.027672i,-0.0050183-0.037201i,0.0052759-0.048163i,-0.0099485-0.056886i,-0.042856-0.048179i,-0.073107-0.027231i,-0.087868-0.0020261i,-0.075117+0.02446i,-0.035056+0.041608i,0.0056031+0.031528i,0.018432-0.0015554i,0.0065664-0.028503i,-0.010391-0.034177i
0.11007+0.040938i,0.2392+0.052357i,0.2681+0.082331i,0.12613+0.17493i,-0.011912+0.26429i,-0.031842+0.24071i,-0.032334+0.13271i,-0.039673+0.074549i,-0.013274+0.05788i,-0.0045028+0.025569i,-0.019626-0.0086512i,-0.032165-0.037489i,-0.046447-0.034055i,-0.045103+0.012403i,-0.0063497+0.058578i,0.050328+0.071112i,0.087481+0.062381i,0.10057+0.040745i,0.089371-0.002488i,0.047339-0.035753i,0.0052463-0.030938i,-0.0056763-0.0093359i,0.0023348+0.0038506i
-0.15851+0.094697i,-0.32494+0.25432i,-0.38612+0.41811i,-0.23352+0.38706i,-0.06476+0.14895i,-0.039798-0.060461i,-0.037081-0.11337i,-0.013992-0.11294i,-0.013102-0.092805i,-0.0075474-0.042539i,-0.0025186+0.01012i,-0.0039072+0.057613i,0.0098063+0.072017i,0.0288+0.041499i,0.031958+0.0052602i,0.031975-0.01307i,0.045009-0.028352i,0.048299-0.043226i,0.018294-0.039334i,-0.015274-0.014329i,-0.016155+0.012404i,0.0022835+0.021009i,0.013371+0.012881i
0.071525-0.13869i,0.16528-0.33264i,0.22939-0.5417i,0.17118-0.55485i,0.073678-0.31731i,0.049158-0.062951i,0.061902+0.041787i,0.071866+0.033191i,0.06014-0.0027919i,0.041301-0.0116i,0.040465-0.011278i,0.037104-0.027104i,0.019439-0.038094i,-0.0036244-0.04305i,-0.034512-0.051769i,-0.070249-0.053658i,-0.097619-0.044258i,-0.09751-0.018614i,-0.059143+0.017941i,-0.0062883+0.032716i,0.014821+0.017782i,0.001919+0.0052135i,-0.0086651+0.0070503i
0.030051+0.0078901i,0.031584+0.008499i,-0.014567+0.04082i,-0.062005+0.098275i,-0.045709+0.096484i,0.008217+0.0074623i,0.011959-0.070652i,-0.020904-0.04834i,-0.029549+0.0090156i,-0.016696+0.01637i,-0.002278-0.012876i,0.0088124-0.043786i,0.0072551-0.053605i,-0.0010282-0.022969i,0.0072883+0.026635i,0.026696+0.06463i,0.034682+0.085384i,0.029827+0.075337i,0.022863+0.031164i,0.012793-0.013603i,0.0039076-0.029419i,0.0048198-0.023124i,0.0064448-0.011797i
-0.055395+0.13144i,-0.09586+0.31505i,-0.089429+0.45568i,-0.017844+0.36352i,0.031061+0.11226i,0.016881-0.035797i,4.8559e-06-0.052301i,-0.028684-0.043735i,-0.056626-0.020761i,-0.056611+0.0082359i,-0.057169+0.036212i,-0.057558+0.070395i,-0.038064+0.076349i,-0.014226+0.04134i,-0.00098993+0.0056174i,0.014723-0.0094024i,0.0424-0.010232i,0.057858-0.002652i,0.043821+0.0049667i,0.022957+0.0075628i,0.013724+0.0036095i,0.010697-0.0027902i,0.0093744-0.0082i
0.013579-0.15934i,0.054128-0.40842i,0.093424-0.64312i,0.057609-0.5841i,-0.02215-0.24718i,-0.053707+0.030787i,-0.039677+0.095739i,-0.0099839+0.044846i,0.019421-0.0061582i,0.036725-0.013795i,0.043133-0.0097304i,0.037646-0.018919i,0.02721-0.01826i,0.027368-0.0099892i,0.023333-0.023908i,-0.0071704-0.06031i,-0.047203-0.090338i,-0.060121-0.084917i,-0.042132-0.046448i,-0.019793-0.0090603i,-0.010393+0.011128i,-0.0082579+0.01957i,-0.0039046+0.017214i
0.014176+0.092018i,-0.046576+0.24987i,-0.14769+0.41628i,-0.18127+0.38024i,-0.11228+0.1209i,-0.053472-0.097779i,-0.0343-0.10185i,0.00042596-0.0035742i,0.029399+0.03738i,0.018604+0.0079082i,-0.00069536-0.021838i,-0.0025785-0.023111i,-0.0016832-0.013162i,-0.0082578-0.00068411i,-0.0068883+0.015835i,0.00011082+0.037376i,-0.0096847+0.051428i,-0.03005+0.042124i,-0.039318+0.01992i,-0.03411+0.010265i,-0.013347+0.012781i,0.012547+0.0055058i,0.018659-0.0041266i
0.020925+0.044626i,0.092435+0.08668i,0.20486+0.12926i,0.27862+0.15724i,0.24546+0.16997i,0.14715+0.16922i,0.063351+0.13861i,0.016221+0.0849i,-0.015935+0.040473i,-0.036475+0.035213i,-0.041975+0.050908i,-0.042351+0.058309i,-0.036857+0.052721i,-0.031866+0.042727i,-0.034005+0.041606i,-0.018329+0.046052i,0.01992+0.045989i,0.046406+0.041533i,0.047671+0.028258i,0.038105+0.0064648i,0.017607-0.013082i,-0.010425-0.018862i,-0.024422-0.0097775i
-0.066873-0.10188i,-0.14544-0.28913i,-0.23396-0.4973i,-0.29457-0.50367i,-0.29207-0.26719i,-0.19513-0.043895i,-0.079645-0.00043237i,-0.031235-0.04551i,-0.014991-0.06529i,0.0033874-0.056231i,0.016009-0.052031i,0.021692-0.062467i,0.018411-0.067029i,0.017904-0.04875i,0.026401-0.031253i,0.020829-0.040956i,0.0028032-0.058215i,-0.0035857-0.057529i,-0.0057691-0.042824i,-0.010004-0.026208i,-0.010708-0.012303i,-0.0095927+0.00075026i,-0.0086411+0.007978i
0.073024+0.085014i,0.15408+0.29053i,0.21998+0.53392i,0.23778+0.51102i,0.21038+0.16127i,0.12319-0.13728i,0.040824-0.15549i,0.026714-0.054436i,0.02603-0.0090212i,0.0026053-0.015141i,-0.0096605-0.012848i,-0.0024798+0.0053464i,0.00023648+0.015508i,-0.013042+0.0057531i,-0.029106-0.0017073i,-0.026948+0.015829i,-0.011284+0.037002i,-0.0014609+0.033262i,-0.0010368+0.015389i,-0.0046463+0.0023815i,0.0021073+5.8897e-05i,0.020876+0.0030261i,0.03311+0.0020699i
0.0027057-0.028992i,0.020034-0.14511i,0.063338-0.2987i,0.11176-0.26995i,0.13513-0.0098383i,0.1343+0.18857i,0.096865+0.17542i,0.024968+0.085876i,-0.022697+0.043344i,-0.0086813+0.04291i,0.017151+0.03431i,0.014021+0.018944i,0.0072088+0.01311i,0.0080218+0.011359i,0.0018724+0.01289i,-0.0044246+0.01621i,0.00099638+0.017536i,0.011+0.017795i,0.017464+0.013898i,0.016719+0.0060974i,0.0019982-0.0016004i,-0.016303-0.0055739i,-0.020537-0.004608i
-0.073831-0.0056983i,-0.17471-0.0081491i,-0.31234-0.021814i,-0.40464-0.049056i,-0.37203-0.071428i,-0.22569-0.074881i,-0.064545-0.094536i,0.017041-0.117i,0.029245-0.096668i,0.015258-0.064139i,-0.005341-0.047343i,-0.011586-0.038762i,-0.0024279-0.03616i,0.013157-0.034557i,0.029593-0.043273i,0.026694-0.061911i,0.0049285-0.070232i,-0.01307-0.058166i,-0.01881-0.030054i,-0.0098595-0.00097423i,0.0075011+0.009989i,0.013979-0.0016565i,0.00088399-0.01653i
0.075685-0.0043914i,0.18791+0.053011i,0.33618+0.15938i,0.41504+0.16493i,0.33494-0.0070162i,0.13163-0.15336i,-0.040646-0.11138i,-0.065552+0.009447i,-0.012093+0.04888i,0.0071994+0.026502i,-0.0044965+0.03032i,-0.0083983+0.052215i,-0.0091418+0.053272i,-0.020112+0.039864i,-0.028505+0.034684i,-0.017904+0.036562i,-0.0019132+0.02803i,0.0044256+0.0054473i,0.0044694-0.018435i,-0.0015537-0.031988i,-0.01016-0.030316i,-0.01105-0.015856i,-0.0046103-0.0013627i
-0.042083-0.012138i,-0.14337-0.1124i,-0.28183-0.24563i,-0.32664-0.21312i,-0.21277+0.03659i,-0.041986+0.24026i,0.024523+0.23844i,-0.021652+0.15431i,-0.052084+0.10414i,-0.0174+0.065104i,0.019832+0.0093463i,0.018381-0.035185i,0.0029702-0.040805i,0.0025352-0.021668i,0.0084892-0.0040666i,0.0054577+0.0045992i,0.00013667+0.011317i,0.00084418+0.018911i,0.00096952+0.018065i,-0.0051268+0.013025i,-0.012622+0.015584i,-0.013179+0.021314i,-0.0035845+0.020956i
0.0089269+0.041494i,0.056652+0.12485i,0.11763+0.20327i,0.094634+0.1687i,-0.0031994+0.030574i,-0.053955-0.083805i,0.004839-0.12993i,0.083479-0.15634i,0.077516-0.15754i,0.017224-0.11008i,-0.021231-0.054173i,-0.019827-0.020313i,-0.0031766-0.0047814i,0.0061913-0.0029739i,0.0069487-0.011203i,0.0051519-0.01998i,0.0033525-0.019838i,0.0030977-0.0067032i,0.0070554+0.013221i,0.017086+0.023911i,0.030264+0.02207i,0.040214+0.012653i,0.039487-0.0028817i
0.0024261-0.028287i,0.021045-0.042858i,0.069355-0.036278i,0.12932-0.036126i,0.12172-0.061667i,0.025633-0.069774i,-0.062196-0.015991i,-0.064777+0.052232i,-0.020169+0.064228i,0.0039415+0.047238i,0.013604+0.04884i,0.019309+0.055528i,0.013419+0.047145i,0.0013434+0.036807i,-0.0075887+0.040477i,-0.005464+0.046944i,0.0013898+0.041366i,0.0068689+0.023687i,0.012868-0.0013127i,0.0091614-0.025867i,-0.0057346-0.040254i,-0.019631-0.036595i,-0.02296-0.018113i
-0.010359+0.018706i,-0.075292+0.013646i,-0.19951+0.013811i,-0.25247+0.068078i,-0.13278+0.15557i,0.039277+0.18903i,0.1034+0.14687i,0.045986+0.094898i,-0.024037+0.082345i,-0.028627+0.070306i,-0.012365+0.028045i,-0.013378-0.0090924i,-0.013418-0.019804i,-0.007005-0.024809i,-0.0029957-0.032521i,-0.0075195-0.027933i,-0.010369-0.0070996i,-0.004249+0.013318i,-0.00059993+0.020393i,0.0011661+0.017499i,0.0037056+0.0081248i,-0.0020825-0.0032773i,-0.012737-0.0075746i
0.025341+0.011622i,0.12578+0.00466i,0.27025-0.03377i,0.29456-0.11116i,0.12588-0.17833i,-0.055005-0.18307i,-0.094176-0.16126i,-0.043693-0.15105i,-0.011141-0.13975i,-0.019362-0.09834i,-0.028507-0.038019i,-0.016524+0.0014828i,-6.8597e-05+0.0068418i,0.0011843+0.00042844i,-0.0035723-0.0037873i,0.00092272-0.011269i,0.0072623-0.023097i,0.0054158-0.030614i,-0.0031625-0.021907i,-0.0067413+0.00068558i,0.0013915+0.019481i,0.015818+0.024441i,0.023123+0.016507i
-0.033422-0.013781i,-0.099048-0.0010479i,-0.17159+0.034051i,-0.18173+0.053131i,-0.11691+0.02924i,-0.063337+0.0033535i,-0.066725+0.028484i,-0.065528+0.081003i,-0.017552+0.092455i,0.027306+0.04426i,0.035253-0.0097849i,0.019815-0.030701i,0.0015809-0.023163i,-0.0016098-0.0024584i,0.0047427+0.014765i,0.0064537+0.018773i,0.00061186+0.010013i,-0.0060806-0.0039196i,-0.0086209-0.014307i,-0.011029-0.01712i,-0.012197-0.011845i,-0.007034-0.0054796i,0.00049348+8.122e-05i
0.028481-0.012131i,0.046738-0.034324i,0.063004-0.060267i,0.094032-0.055809i,0.14898-0.01485i,0.2113+0.011709i,0.2167+0.00056888i,0.13518-0.017141i,0.037338-0.0065941i,-0.0026375+0.013821i,-0.0105+0.0064259i,-0.02033-0.0069032i,-0.020149-0.002944i,-0.012621-0.00062571i,-0.010384-0.0064333i,-0.013237-0.006152i,-0.013025+0.0044798i,-0.0083051+0.014539i,-0.0036936+0.017156i,0.0022293+0.013927i,0.0058588+0.0066404i,0.00044481-0.003972i,-0.0076709-0.011674i
0.0039936+0.021431i,0.025261+0.0095072i,0.030643-0.026562i,-0.022711-0.041591i,-0.10787-0.010351i,-0.16569+0.019731i,-0.14199+0.0014951i,-0.052869-0.049216i,0.0022143-0.087349i,-0.0055462-0.066319i,-0.0074278+0.00065886i,0.013816+0.041427i,0.020003+0.039708i,0.011888+0.033225i,0.011488+0.028906i,0.020497+0.012835i,0.02325-0.0087202i,0.014889-0.018352i,0.0041024-0.014784i,-0.0050172-0.00826i,-0.014316+0.0018057i,-0.019242+0.018903i,-0.016106+0.028379i
-0.033483+0.0099002i,-0.074595+0.065986i,-0.10147+0.15109i,-0.082797+0.17667i,-0.031172+0.09842i,0.011945+0.0069346i,0.017437-0.0047843i,0.0061329+0.034748i,0.016862+0.052594i,0.027516+0.027795i,0.015822-0.0040601i,0.00051472-0.018205i,-0.0056133-0.021511i,-0.0050675-0.023675i,-0.0068436-0.025347i,-0.015982-0.019066i,-0.022268-0.0078779i,-0.015093-0.0031548i,0.00053262-0.008033i,0.0097045-0.019635i,0.013392-0.027601i,0.018451-0.025099i,0.019266-0.015649i
0.027822-0.03911i,0.036454-0.11759i,0.050045-0.20627i,0.088831-0.2324i,0.12847-0.1658i,0.1249-0.055598i,0.08255+0.011519i,0.014087+0.016386i,-0.047847+0.010083i,-0.058179+0.010392i,-0.041252+0.0027846i,-0.032474-0.0065526i,-0.024533-0.0081683i,-0.019153-0.0071916i,-0.0209-0.00066799i,-0.021122+0.014464i,-0.013489+0.030953i,-0.0055328+0.035744i,-0.0058971+0.025386i,-0.00871+0.014677i,-0.0045431+0.0052596i,0.0049547-0.011964i,0.0089158-0.026656i
0.014113+0.039753i,0.036545+0.08776i,0.024142+0.14839i,-0.054457+0.21313i,-0.14394+0.23773i,-0.1821+0.17961i,-0.15937+0.089948i,-0.079996+0.030412i,-0.0065341-0.0056078i,0.01331-0.021257i,0.014311-0.017765i,0.022002-0.010405i,0.02444-0.004532i,0.023603+0.0034994i,0.028359+0.0076479i,0.036404-0.0022551i,0.040613-0.017612i,0.036582-0.022384i,0.025528-0.015528i,0.012513-0.0046098i,-0.0029626+0.005808i,-0.018686+0.013826i,-0.022343+0.015062i
