0.0013488+4.486e-05i,0.0011784-0.0010555i,0.00031864-0.0018033i,-0.00042708-0.0017803i,-0.0012865-0.00027101i,-0.0024813+0.0013388i,-0.002438+0.0019491i,-0.00035697+0.0019273i,0.001641+0.0011769i,0.0012798-0.00010692i,0.00030846-0.00099559i,-0.00065377-0.0012824i,-0.0015405-0.0010806i,-0.0010975-1.0305e-05i,-0.00074757+0.0005849i,-0.0014194+0.00037501i,-0.0019204-7.6806e-05i,-0.0014668-1.617e-05i,-0.00043147+0.00020869i,-0.00017668-0.00014323i,-0.00085302-0.00062709i,-0.00088028-0.00082993i,-0.00045445-0.00084057i
-0.0055924+0.019663i,-0.038242+0.053196i,-0.057333+0.090149i,0.019254+0.097889i,0.17141+0.067197i,0.22542+0.0090255i,0.13758-0.029405i,0.064995-0.011994i,0.062577+0.0067518i,0.047568-0.0063499i,0.015894-0.018227i,0.0011637-0.019081i,-0.01732-0.011734i,-0.037218+0.013221i,-0.031518+0.050857i,-0.0071875+0.090621i,0.016975+0.13432i,0.032124+0.16001i,0.037666+0.13825i,0.037644+0.085118i,0.025521+0.039828i,0.0049907+0.021465i,-0.0013127+0.0214i
-0.055835+0.031708i,-0.15266+0.10912i,-0.25076+0.24137i,-0.20961+0.34211i,-0.046442+0.30922i,0.047045+0.18536i,0.010206+0.095964i,-0.065563+0.045612i,-0.11595-0.0076172i,-0.11945-0.040086i,-0.080104-0.044869i,-0.03364-0.049083i,-0.015556-0.051979i,-0.02118-0.034442i,-0.02584+0.0044536i,-0.015578+0.043746i,0.0031993+0.063436i,0.02477+0.062573i,0.043966+0.046094i,0.044565+0.017322i,0.032535-0.0071664i,0.028454-0.015297i,0.02914-0.021086i
0.015505-0.093979i,0.061627-0.28448i,0.08748-0.52064i,0.011372-0.55832i,-0.11336-0.34033i,-0.15591-0.13169i,-0.12704-0.071643i,-0.076779-0.060683i,-0.016817-0.042828i,0.011749-0.025236i,0.0059453+0.0095555i,0.0016774+0.050452i,0.012333+0.058913i,0.025208+0.027811i,0.020041-0.016845i,-0.0027362-0.048671i,-0.016999-0.061867i,-0.010683-0.065246i,-0.0015272-0.06122i,-0.010078-0.04961i,-0.02462-0.037423i,-0.024055-0.03713i,-0.02295-0.044291i
0.060183+0.074537i,0.16637+0.23293i,0.27814+0.40521i,0.24751+0.39241i,0.063277+0.2137i,-0.054382+0.095927i,-0.019121+0.068521i,0.010284+0.062329i,-0.0073318+0.07525i,-0.004174+0.077788i,-0.002267+0.050728i,-0.020965+0.020313i,-0.028024+0.0034034i,-0.006134-0.0040496i,0.022322-0.023957i,0.026885-0.0643i,0.0034921-0.10595i,-0.034966-0.12656i,-0.061229-0.10881i,-0.052321-0.062789i,-0.02458-0.021373i,-0.0014161+0.0015733i,0.0096908+0.0095005i
-0.018228+0.00044246i,-0.030677-0.024863i,-0.021385-0.10012i,0.022357-0.20751i,0.065987-0.23616i,0.097977-0.13698i,0.1446-0.051037i,0.16219-0.058625i,0.12198-0.069045i,0.077876-0.056915i,0.047267-0.055101i,0.036317-0.034751i,0.045244+0.00084055i,0.042017+0.01956i,0.026638+0.018623i,0.013288+0.011801i,0.00071799+0.016012i,-0.014183+0.029048i,-0.024718+0.037392i,-0.020561+0.032119i,-0.018599+0.021413i,-0.033691+0.023604i,-0.039626+0.041941i
-0.070294-0.00074484i,-0.211+0.018989i,-0.33889+0.10386i,-0.25817+0.22623i,-0.034531+0.23158i,0.020967+0.12144i,-0.068187+0.097838i,-0.061619+0.12367i,-0.007806+0.065275i,-0.011448+0.0052198i,-0.0092065-0.006678i,0.0045327-0.019098i,-0.0031776-0.026262i,-0.022105-0.019525i,-0.040645+0.0031054i,-0.039263+0.043682i,-0.016537+0.079886i,0.0092552+0.096481i,0.025281+0.085276i,0.027181+0.050316i,0.021615+0.01896i,0.012737+0.0024712i,0.0022627-0.0057148i
0.088319-0.073056i,0.24243-0.2065i,0.37553-0.35935i,0.30621-0.38442i,0.11927-0.27381i,0.038435-0.19852i,0.0063009-0.20105i,-0.045504-0.14257i,-0.044464-0.03908i,-0.0052069+0.0055678i,0.016581+0.014583i,0.024231+0.01956i,0.025432+0.013032i,0.015127-0.0023869i,-0.0099816-0.012551i,-0.029573-0.0059584i,-0.017999+0.00058373i,0.015913-0.0019593i,0.040242-0.0019326i,0.037148+0.002769i,0.027574+0.0059638i,0.028083-0.00035604i,0.028346-0.013059i
-0.057554+0.081969i,-0.1818+0.24954i,-0.32235+0.47731i,-0.32921+0.58649i,-0.21714+0.49286i,-0.14706+0.33025i,-0.12435+0.22819i,-0.088378+0.1618i,-0.056511+0.11307i,-0.044635+0.10475i,-0.039609+0.095706i,-0.047678+0.055165i,-0.049613+0.0097459i,-0.020877-0.017666i,0.017959-0.03071i,0.042059-0.045364i,0.045444-0.062075i,0.03913-0.065752i,0.034323-0.052579i,0.027317-0.02858i,0.018268-0.013014i,0.012414-0.016661i,0.0065423-0.028796i
0.0049751-0.00098807i,0.015829-0.031473i,0.0074748-0.10297i,-0.05513-0.16542i,-0.10249-0.14016i,-0.022479-0.088814i,0.08992-0.11355i,0.074184-0.12466i,0.0086615-0.071266i,-0.0044887-0.059557i,-0.015741-0.08659i,-0.030002-0.077716i,-0.025849-0.044615i,-0.016031-0.0027044i,0.0022635+0.035187i,0.015801+0.039759i,-0.00024842+0.024347i,-0.035862+0.015036i,-0.049515+0.015152i,-0.029906+0.015409i,-0.0096676+0.016181i,0.0041917+0.023035i,0.01896+0.02456i
-0.035423-0.076093i,-0.10158-0.20165i,-0.14438-0.31809i,-0.092953-0.31134i,-0.001454-0.22033i,0.019911-0.12123i,0.0042748-0.023034i,0.037963-0.0074703i,0.050038-0.052008i,0.015103-0.041483i,0.013904-0.0053982i,0.035671+0.0045034i,0.043068+0.0099499i,0.036465+0.00052655i,0.016262-0.025478i,-0.0076488-0.030376i,-0.024351-0.009019i,-0.021004+0.018912i,0.0022514+0.024137i,0.014134-0.0010106i,-0.00078681-0.016085i,-0.021669-0.0039826i,-0.02783+0.011692i
0.12436+0.082102i,0.36479+0.21647i,0.64278+0.30259i,0.68334+0.17559i,0.46573-0.063393i,0.2572-0.19013i,0.13713-0.18118i,0.021058-0.08003i,-0.053024+0.032079i,-0.058932+0.076135i,-0.028958+0.088535i,0.013315+0.084521i,0.031894+0.049209i,0.020361+0.010567i,-0.0065957-0.018435i,-0.043941-0.035612i,-0.067474-0.042362i,-0.065904-0.057147i,-0.058061-0.069548i,-0.048795-0.056825i,-0.028309-0.030586i,-0.0024104-0.014499i,0.0073894-0.013399i
-0.076089-0.0062779i,-0.23043-0.0051646i,-0.39636+0.034042i,-0.38607+0.11101i,-0.22639+0.14809i,-0.14925+0.11788i,-0.16739+0.078569i,-0.14309+0.023283i,-0.098905-0.038274i,-0.08524-0.036545i,-0.067975+0.0085771i,-0.021095+0.041567i,0.043095+0.042346i,0.08685+0.0020189i,0.085104-0.053884i,0.061411-0.082356i,0.054945-0.084342i,0.055508-0.081405i,0.029372-0.063658i,-0.0010894-0.027732i,-0.0050027-0.0025135i,-0.0021101+0.00088626i,-0.0094387+0.0015752i
-0.041999+0.0056949i,-0.11425+0.015427i,-0.18848+0.034749i,-0.19255+0.097754i,-0.11559+0.20008i,-0.018617+0.23783i,0.046937+0.18887i,0.074385+0.14455i,0.11177+0.11594i,0.14108+0.040315i,0.096055-0.043499i,0.014724-0.062426i,-0.032858-0.028903i,-0.044128+0.024681i,-0.031867+0.070164i,-0.010458+0.074637i,-0.0082334+0.046875i,-0.032091+0.017434i,-0.057194+0.00083935i,-0.05233-0.0018195i,-0.023795-0.0066312i,-0.0006817-0.021527i,0.011531-0.034952i
0.069456-0.10803i,0.16181-0.3055i,0.17638-0.50362i,0.029594-0.4847i,-0.10493-0.28755i,-0.074296-0.14931i,-0.0087167-0.11722i,0.009755-0.081373i,0.019424-0.044697i,0.025695-0.050683i,0.030636-0.079965i,0.01761-0.094919i,-0.020278-0.061874i,-0.037777-0.0045737i,-0.017254+0.037414i,0.019151+0.068895i,0.049325+0.097284i,0.063853+0.11677i,0.069888+0.11238i,0.062486+0.076586i,0.036809+0.039985i,0.01551+0.034356i,0.020618+0.040757i
-0.019144+0.10715i,-0.029279+0.30476i,0.034817+0.48408i,0.1761+0.40276i,0.24173+0.14329i,0.17943+0.044402i,0.12776+0.10622i,0.076217+0.11376i,-0.028083+0.095496i,-0.073124+0.1302i,-0.02775+0.13283i,-1.5168e-05+0.06487i,-0.030635-0.00026795i,-0.079804-0.012646i,-0.10136+0.0095727i,-0.089937+0.025936i,-0.06842+0.021697i,-0.035818+0.0056013i,0.0087323-0.0141i,0.033801-0.021107i,0.034024-0.013162i,0.036504-0.015667i,0.032087-0.030009i
-0.011509-0.0078811i,-0.042636-0.0076892i,-0.10038+0.011345i,-0.13882+0.0393i,-0.11771-0.01278i,-0.099059-0.15924i,-0.13147-0.244i,-0.13657-0.21129i,-0.10735-0.18452i,-0.12074-0.17935i,-0.13086-0.10904i,-0.06564-0.010326i,0.027307+0.024105i,0.077907+0.002879i,0.078315-0.015222i,0.052086-0.010406i,0.027428+0.0021911i,0.012383+0.011454i,-0.0018164+0.016344i,-0.021102+0.015172i,-0.036864+0.012841i,-0.037382+0.016995i,-0.028549+0.021354i
-0.045297-0.060831i,-0.10828-0.13778i,-0.1169-0.17004i,0.000414-0.09152i,0.13834+0.040902i,0.16897+0.12996i,0.13845+0.13417i,0.12542+0.090672i,0.12977+0.080753i,0.13995+0.085796i,0.10523+0.056508i,0.041986+0.061866i,0.032714+0.1008i,0.048722+0.078483i,0.023506+0.00189i,-0.024427-0.065562i,-0.058711-0.10846i,-0.073216-0.11964i,-0.065242-0.089654i,-0.038221-0.044981i,-0.01732-0.017386i,-0.014648-0.0061931i,-0.015323+0.0024689i
0.10752+0.060521i,0.26856+0.14895i,0.38743+0.22344i,0.30383+0.23498i,0.1553+0.20568i,0.12404+0.13667i,0.094689+0.041727i,0.02478+0.035382i,0.024766+0.052199i,0.048587-0.013562i,0.031332-0.050067i,-0.0021194-0.024072i,-0.028485+0.018727i,-0.001397+0.050732i,0.063546+0.033009i,0.089888-0.011069i,0.075688-0.021707i,0.053428+0.010625i,0.043771+0.040167i,0.047125+0.021077i,0.029607-0.017715i,-0.0064887-0.01667i,-0.018+0.010249i
-0.058442-0.0018872i,-0.14589+0.0017125i,-0.21347+0.014411i,-0.18434+0.016498i,-0.13525+0.010173i,-0.13622+0.045336i,-0.13124+0.07483i,-0.16563+0.0029042i,-0.27595-0.044087i,-0.29126+0.049558i,-0.15388+0.11424i,-0.033296+0.050487i,-0.017403-0.029624i,-0.04031-0.05531i,-0.039494-0.050698i,-0.0071394-0.05103i,0.040042-0.064309i,0.088488-0.070973i,0.1112-0.051641i,0.08284-0.010106i,0.039697+0.03348i,0.027532+0.054173i,0.028474+0.038456i
-0.047573-0.0019559i,-0.15547-0.023695i,-0.29735-0.054246i,-0.36764-0.060973i,-0.31615-0.044132i,-0.22338-0.047123i,-0.1321-0.051132i,0.031037-0.051045i,0.21397-0.10839i,0.22549-0.17148i,0.10309-0.12772i,0.041733-0.048918i,0.039497-0.043047i,0.0032983-0.03742i,-0.048029+0.027062i,-0.064997+0.092553i,-0.060213+0.10986i,-0.064071+0.080446i,-0.077222+0.037584i,-0.073752+0.014126i,-0.043304-0.001825i,-0.016353-0.023355i,-0.0093958-0.031825i
0.086341-0.084833i,0.21174-0.21923i,0.30672-0.34352i,0.23906-0.302i,0.067362-0.13774i,-0.014707-0.026335i,0.042388+0.017321i,0.13619+0.067391i,0.15317+0.13527i,0.11055+0.14192i,0.063621+0.056741i,0.016729-0.0075802i,0.0010451-0.02462i,-0.010883-0.073202i,-0.068009-0.11539i,-0.11008-0.085906i,-0.082854-0.040264i,-0.032342-0.058664i,-0.01838-0.11253i,-0.034597-0.1159i,-0.034446-0.068987i,-0.017707-0.035073i,-0.021935-0.02542i
-0.032894+0.060974i,-0.06548+0.14994i,-0.083616+0.19337i,-0.062433+0.10091i,-0.03335-0.0079788i,-0.044944+0.028378i,-0.10437+0.15748i,-0.16923+0.29751i,-0.14031+0.3839i,-0.017694+0.3201i,0.046511+0.15615i,-0.0030177+0.035892i,-0.064256+0.0091551i,-0.062121+0.02685i,-0.02764+0.039591i,-0.024794+0.042567i,-0.070998+0.063711i,-0.10739+0.10233i,-0.075957+0.10747i,-0.001753+0.057491i,0.045006-0.012571i,0.023782-0.070967i,-0.030324-0.089635i
0.013817+0.073979i,0.023629+0.20847i,0.088357+0.41567i,0.19192+0.49295i,0.22454+0.27854i,0.15114-0.057225i,0.045452-0.25637i,-0.059113-0.32939i,-0.1857-0.34234i,-0.27305-0.24265i,-0.22127-0.097828i,-0.1057-0.058409i,-0.046788-0.089348i,-0.018138-0.083932i,0.020126-0.05319i,0.050813-0.04267i,0.06404-0.044124i,0.063628-0.024569i,0.057467+0.0072903i,0.028917+0.014918i,-0.012972+0.015707i,-0.010683+0.031572i,0.023832+0.026826i
-0.040865-0.067018i,-0.11999-0.1764i,-0.19022-0.27695i,-0.14985-0.27361i,-0.023232-0.18551i,0.061318-0.098112i,0.10919-0.030568i,0.19534+0.026541i,0.29703+0.062526i,0.31116+0.041328i,0.21774-0.0019866i,0.15269+0.022736i,0.1795+0.057515i,0.18144+0.015388i,0.11082-0.062936i,0.02958-0.10148i,-0.023909-0.082465i,-0.036342-0.05205i,-0.017276-0.046323i,0.0021704-0.056768i,0.00013371-0.057073i,-0.0077357-0.031256i,-0.0021065-0.001573i
0.010562+0.057016i,0.022568+0.14675i,-0.028905+0.25841i,-0.11419+0.31159i,-0.09858+0.22889i,-0.019245+0.063341i,-0.052664+0.011949i,-0.16437+0.1336i,-0.22761+0.21968i,-0.20887+0.1556i,-0.13646+0.057964i,-0.060071+0.013977i,0.011155+0.010129i,0.070112-0.0003053i,0.075824-0.041493i,0.023233-0.08446i,-0.037825-0.10601i,-0.06037-0.10222i,-0.0377-0.079442i,0.004895-0.056076i,0.037975-0.037064i,0.051618-0.030251i,0.050416-0.046303i
0.032503-0.022229i,0.1211-0.12285i,0.26303-0.27243i,0.31817-0.30458i,0.24018-0.087119i,0.17299+0.15107i,0.12847+0.12601i,-0.02227-0.050897i,-0.17898-0.10608i,-0.17594-0.040012i,-0.06731+0.0084291i,0.017445-0.00051744i,0.038098-0.012756i,0.041079-0.0019731i,0.050755+0.0060321i,0.05304-0.0046162i,0.040465-0.027629i,0.0048429-0.017531i,-0.022871+0.051356i,-0.0081221+0.10957i,0.014822+0.1096i,0.0279+0.09305i,0.053989+0.071087i
-0.045867+0.032363i,-0.11414+0.10965i,-0.16836+0.26063i,-0.12311+0.40315i,0.0079512+0.39566i,0.099777+0.2478i,0.081726+0.11152i,0.049049+0.048524i,0.06094-0.013131i,0.054393-0.089664i,0.02033-0.11034i,-0.0011943-0.062224i,-0.010828-0.0027173i,-0.02669+0.020668i,-0.038118+0.012476i,-0.014362+0.015555i,0.031709+0.035992i,0.062458+0.052164i,0.062182+0.049051i,0.036266+0.033749i,0.0053045+0.027084i,-0.0054983+0.031227i,0.014521+0.036082i
0.045005+0.051708i,0.16174+0.12692i,0.28991+0.21383i,0.31318+0.16113i,0.125-0.10236i,-0.19676-0.31844i,-0.40619-0.26077i,-0.44896-0.1428i,-0.46094-0.12216i,-0.40712-0.052639i,-0.24639+0.035184i,-0.1253+0.039712i,-0.090266+0.037442i,-0.044722+0.063885i,0.037819+0.074452i,0.077032+0.058557i,0.029643+0.058257i,-0.020199+0.068902i,-0.022274+0.060276i,-0.019047+0.053511i,-0.021558+0.058174i,-0.01302+0.061627i,0.0012099+0.061892i
-0.51568+9.4954i,0.37369+9.621i,3.9149+9.6369i,5.917+5.9328i,5.2715+1.5762i,2.8514-1.0934i,0.6087-1.2641i,-0.067065-0.38236i,0.65432+0.26195i,1.7354-0.030097i,1.8574-1.1424i,1.0834-2.0455i,0.14774-2.2686i,-0.6422-1.8393i,-0.97162-1.1433i,-0.93064-0.67177i,-0.83066-0.44409i,-0.63548-0.23793i,-0.2586-0.12536i,0.14201-0.19694i,0.4602-0.36727i,0.58122-0.55606i,0.42088-0.58747i
-0.018164+0.047275i,0.0084874+0.11231i,0.079189+0.22059i,0.1968+0.26756i,0.24888+0.10054i,0.11824-0.15876i,-0.028781-0.18131i,0.10441-0.033544i,0.37175-0.037104i,0.39858-0.16115i,0.203-0.18525i,0.063017-0.10813i,0.078374-0.074011i,0.11569-0.10273i,0.10122-0.10036i,0.082566-0.048887i,0.0691+0.0070707i,0.058597+0.042546i,0.06047+0.054623i,0.043986+0.059128i,0.001907+0.068581i,-0.01793+0.077259i,-0.0035529+0.060665i
0.059815-0.067731i,0.16759-0.18798i,0.29299-0.36873i,0.33434-0.48522i,0.27739-0.44365i,0.17074-0.33083i,0.049691-0.32932i,-0.064153-0.50071i,-0.17691-0.63629i,-0.24925-0.46931i,-0.1869-0.14565i,-0.053168-0.0034102i,-0.025866-0.038395i,-0.069137-0.051305i,-0.044765-0.021507i,0.018223-0.028403i,0.019924-0.041546i,-0.044775+0.0082597i,-0.093997+0.083172i,-0.082744+0.093281i,-0.056508+0.044252i,-0.041707+0.026878i,-0.0044286+0.065905i
-0.016804+0.073594i,-0.047114+0.28175i,-0.046551+0.542i,0.015208+0.57855i,0.030819+0.30201i,-0.044118+0.048868i,-0.078656+0.075685i,-0.037023+0.24523i,-0.039129+0.37276i,-0.061793+0.40523i,-0.035109+0.32477i,-0.0068547+0.21567i,0.0086654+0.15311i,0.0038046+0.11712i,-0.030769+0.087415i,-0.065939+0.067984i,-0.096317+0.067916i,-0.12888+0.085799i,-0.1376+0.1007i,-0.09131+0.10889i,-0.019604+0.093764i,0.012914+0.039783i,0.0037448-0.0037379i
-0.0081151-0.005286i,0.029044-0.032029i,0.084119-0.10048i,0.078357-0.16371i,-0.017929-0.13362i,-0.079006-0.047734i,-0.035997-0.048203i,-0.019054-0.1457i,-0.064261-0.19798i,-0.053135-0.13959i,0.020306-0.067655i,0.055537-0.055805i,0.028795-0.050264i,0.0076739-0.017842i,0.019423-0.0028132i,0.028743-0.014914i,0.038968-0.031015i,0.058281-0.044171i,0.054739-0.042978i,0.029538-0.01302i,0.016364+0.0283i,0.024276+0.051394i,0.035081+0.051734i
-0.026873-0.054224i,-0.12122-0.13574i,-0.2557-0.1457i,-0.28126+0.0084638i,-0.11911+0.18202i,0.058036+0.18592i,0.069822+0.059012i,0.0091523-0.019217i,0.041289-0.00086297i,0.12526-0.0097089i,0.12222-0.075459i,0.044564-0.099557i,-0.0010783-0.059933i,0.0042504-0.017793i,0.020861+0.0042783i,0.030304+0.02678i,0.044692+0.057071i,0.070469+0.086252i,0.070806+0.091362i,0.037807+0.069065i,0.0071031+0.04498i,-0.016816+0.031987i,-0.030528+0.03402i
0.07418+0.015486i,0.2077+0.062053i,0.38306+0.041667i,0.45973-0.090281i,0.39369-0.23756i,0.26491-0.3007i,0.09624-0.24551i,-0.071364-0.11789i,-0.14613-0.039842i,-0.15325-0.032071i,-0.14017-0.011144i,-0.10976+0.017131i,-0.10288+0.01979i,-0.1287+0.040823i,-0.12857+0.091944i,-0.088517+0.11799i,-0.055721+0.094346i,-0.050617+0.039782i,-0.06046-0.011921i,-0.05425-0.03073i,-0.016347-0.031262i,0.017097-0.031715i,0.025004-0.024861i
-0.022221-0.016856i,-0.058422-0.067716i,-0.11466-0.14956i,-0.17102-0.21409i,-0.21925-0.20525i,-0.21742-0.10614i,-0.095396+0.024698i,0.08469+0.068963i,0.16186+0.027114i,0.11481-0.0046882i,0.042954-0.0004553i,0.003431+0.020602i,-0.0045413+0.034736i,-0.011789+0.045044i,-0.0050063+0.068173i,0.031659+0.076976i,0.069718+0.052493i,0.0773+0.0093659i,0.041848-0.01368i,-0.0091061+0.0047199i,-0.034502+0.026245i,-0.032609+0.022888i,-0.019453+0.015464i
-0.030375+0.019052i,-0.067375+0.081112i,-0.04335+0.20359i,0.059513+0.2645i,0.084563+0.16086i,-0.042481+0.0045989i,-0.16784-0.064988i,-0.17882-0.064166i,-0.13662-0.043267i,-0.10683-0.0048797i,-0.076642+0.030124i,-0.045633+0.021726i,-0.048535+0.01372i,-0.053728+0.056881i,-0.012704+0.10567i,0.040602+0.11854i,0.05955+0.11192i,0.038535+0.096581i,0.0041524+0.07483i,-0.0095138+0.057247i,-0.0029836+0.038496i,-0.0035966+0.020755i,-0.0099389+0.018436i
0.066684-0.0057594i,0.16822-0.034352i,0.24639-0.11201i,0.19385-0.19007i,0.072878-0.16709i,0.039567-0.051353i,0.092651-0.00033531i,0.10875-0.040958i,0.086797-0.069728i,0.083069-0.066753i,0.072569-0.055642i,0.046585-0.040895i,0.022918-0.016504i,0.022139+0.014758i,0.043114+0.031893i,0.062256+0.03461i,0.079006+0.04022i,0.087991+0.043293i,0.079091+0.029394i,0.057306+0.0046622i,0.02165+0.00019943i,-0.0087106+0.022004i,-0.009611+0.038773i
-0.042992+0.0062269i,-0.094563+0.022263i,-0.11871+0.037929i,-0.039996+0.032779i,0.076069+0.020078i,0.072643+0.035099i,-0.046471+0.053664i,-0.16329+0.029706i,-0.20493-2.4808e-05i,-0.153+0.0066403i,-0.076816+0.020056i,-0.057265+0.025141i,-0.058223+0.030627i,-0.033486+0.016006i,-0.0040294-0.018349i,0.020825-0.043661i,0.050244-0.052507i,0.07108-0.047651i,0.057316-0.036759i,0.017684-0.028883i,-0.0090186-0.022243i,-0.0097709-0.014025i,-0.0034989-0.0091941i
0.012497+0.0075936i,0.058006+0.0086804i,0.13729-0.043665i,0.13405-0.16534i,-0.01018-0.27828i,-0.16827-0.30107i,-0.23158-0.1884i,-0.18023+0.016613i,-0.062524+0.14845i,0.0044552+0.12468i,-0.0093803+0.067285i,-0.024213+0.055403i,-0.018448+0.049632i,-0.024654+0.050441i,-0.032265+0.062446i,-0.025794+0.052974i,-0.025738+0.021314i,-0.036571+0.00040865i,-0.038002+0.009227i,-0.021839+0.021367i,-0.00052617+0.0085634i,0.0086962-0.0064782i,0.010009-0.0016645i
0.052463-0.047297i,0.11693-0.15321i,0.13392-0.27727i,0.024959-0.27921i,-0.12178-0.07574i,-0.11298+0.19813i,0.070589+0.29747i,0.23519+0.17388i,0.24977+0.018373i,0.18866-0.022391i,0.13513-0.0080298i,0.083952+0.0038975i,0.047802+0.022248i,0.04338+0.030993i,0.0408+0.015336i,0.020667-0.004i,0.0020867-0.0080422i,-0.0031121-0.012116i,-0.0096225-0.026412i,-0.028433-0.028648i,-0.045494-0.010598i,-0.04733+0.0082872i,-0.03898+0.016009i
-0.022085+0.042318i,-0.047807+0.10527i,-0.053892+0.17718i,0.0073883+0.21416i,0.12214+0.20662i,0.19077+0.13822i,0.14864+0.016083i,0.071067-0.065615i,0.061875-0.074989i,0.061868-0.081545i,0.014942-0.072715i,-0.0083948-0.043294i,-0.00093394-0.05111i,-0.0041283-0.079367i,-0.018712-0.086603i,-0.033956-0.071552i,-0.033876-0.047047i,-0.018891-0.03542i,-0.0088665-0.039402i,-0.0058105-0.034409i,-0.0012633-0.013711i,0.010953+0.00013657i,0.017188-0.0048433i
-0.0030195-0.016057i,-0.0053276-0.071157i,-0.026788-0.1793i,-0.081548-0.25346i,-0.13196-0.20971i,-0.14856-0.11104i,-0.16232-0.030688i,-0.17607+0.015458i,-0.16156+0.021846i,-0.11853+0.01757i,-0.053969+0.012652i,-0.0033181-0.016473i,-0.00029269-0.045534i,-0.02873-0.041054i,-0.057678-0.003447i,-0.059738+0.035186i,-0.042692+0.047291i,-0.032905+0.045553i,-0.022108+0.037765i,-0.0041848+0.01582i,0.012372-0.0073502i,0.014844-0.017153i,0.0019114-0.010883i
-0.019116-0.059228i,-0.079052-0.14399i,-0.16992-0.18119i,-0.18854-0.10493i,-0.093274+0.0063326i,0.022468+0.079095i,0.096206+0.11986i,0.1347+0.10634i,0.11052+0.054223i,0.057215+0.037668i,0.032463+0.043711i,0.0086211+0.041632i,-0.016559+0.049853i,-0.014525+0.059324i,0.0058064+0.058272i,0.023821+0.050407i,0.028213+0.044381i,0.023018+0.047282i,0.0097953+0.044742i,-0.010465+0.032274i,-0.024171+0.015311i,-0.028743-0.0032722i,-0.033867-0.0062449i
0.0093927+0.058713i,0.018401+0.15573i,0.016517+0.25388i,-0.0078709+0.25735i,-0.022957+0.15543i,-0.0066157+0.014502i,0.0032534-0.085961i,-0.01302-0.071693i,-0.00067206-0.0094544i,0.027355-0.0089508i,0.016619-0.02584i,0.0026286-0.0056549i,0.0041275+0.011063i,0.0013801+0.0092647i,0.0037993+0.0054854i,0.011262-0.0011498i,0.017389-0.0093062i,0.022388-0.019395i,0.024807-0.011839i,0.024502+0.022968i,0.023567+0.049642i,0.024153+0.04598i,0.026143+0.028593i
-0.016119-0.0043421i,-0.045312-0.018828i,-0.078003-0.030196i,-0.068321-0.0073227i,-0.027632+0.06783i,-0.027898+0.17508i,-0.021446+0.22604i,0.045191+0.14601i,0.095216+0.018437i,0.086271-0.043029i,0.054192-0.060166i,0.023075-0.060872i,0.0095017-0.035792i,0.015437-0.0077875i,0.019025+0.0051024i,0.019351+0.016282i,0.02805+0.029244i,0.03465+0.031092i,0.028578+0.020038i,0.020091+0.0056963i,0.010748-0.0020342i,-0.0060143+0.0017201i,-0.01493+0.012601i
-0.027551-0.0092188i,-0.065281+0.020213i,-0.054868+0.098828i,0.048756+0.15593i,0.1739+0.084523i,0.21917-0.067083i,0.1592-0.11996i,0.07404-0.072448i,0.018817-0.037662i,-0.015255-0.023397i,-0.025497-0.010166i,-0.028089-0.019426i,-0.033127-0.03374i,-0.025561-0.02381i,-0.0096156+0.0041965i,0.0057349+0.030209i,0.021088+0.049842i,0.033177+0.065723i,0.02811+0.052592i,0.0025791+0.0082187i,-0.018972-0.021838i,-0.022307-0.017684i,-0.014553-0.004629i
0.064095+0.035304i,0.17331+0.072083i,0.27934+0.059312i,0.23136-0.058271i,0.019269-0.17933i,-0.14244-0.16879i,-0.13805-0.10928i,-0.091592-0.084974i,-0.075856-0.047472i,-0.046629+0.011295i,-0.0050765+0.040996i,0.018164+0.031032i,0.0097289+0.0056537i,-0.021903-0.0079271i,-0.0389-0.0081112i,-0.030755-0.018976i,-0.023391-0.047226i,-0.02298-0.067763i,-0.023314-0.060763i,-0.022556-0.032824i,-0.01313-0.0074525i,-0.00013449-0.00068701i,0.0032941-0.0015426i
-0.018677-0.0056839i,-0.046855-0.010141i,-0.06243+0.00050915i,-0.037394+0.045608i,-0.010546+0.12382i,-0.016432+0.20444i,-0.0011289+0.21036i,0.040933+0.13093i,0.055257+0.057062i,0.044676+0.025091i,0.020389+0.011469i,-0.013553+0.020748i,-0.026412+0.037398i,-0.013469+0.032353i,0.0024195+0.014634i,0.006009+0.0034037i,-0.0024804+0.00039748i,-0.020086-0.0027678i,-0.033842-0.0023382i,-0.021743+0.0061714i,0.0015597+0.003893i,0.0051061-0.018345i,-0.0069533-0.032639i
-0.0086897-0.0099341i,0.00046715-0.018671i,0.026986-0.037128i,0.064845-0.042617i,0.11744-0.041598i,0.16769-0.082455i,0.15562-0.12678i,0.072182-0.11351i,0.0040865-0.081873i,-0.020987-0.081157i,-0.036489-0.069806i,-0.026375-0.034489i,0.0050518-0.022368i,0.018887-0.029807i,0.014566-0.024575i,0.011438-0.0053695i,0.018082+0.014744i,0.032242+0.025374i,0.043648+0.025657i,0.04493+0.019009i,0.036089+0.010953i,0.02466+0.01085i,0.017573+0.0083967i
