0.0013488+4.486e-05i,0.0011784-0.0010555i,0.00031864-0.0018033i,-0.00042708-0.0017803i,-0.0012865-0.00027101i,-0.0024813+0.0013388i,-0.002438+0.0019491i,-0.00035697+0.0019273i,0.001641+0.0011769i,0.0012798-0.00010692i,0.00030846-0.00099559i,-0.00065377-0.0012824i,-0.0015405-0.0010806i,-0.0010975-1.0305e-05i,-0.00074757+0.0005849i,-0.0014194+0.00037501i,-0.0019204-7.6806e-05i,-0.0014668-1.617e-05i,-0.00043147+0.00020869i,-0.00017668-0.00014323i,-0.00085302-0.00062709i,-0.00088028-0.00082993i,-0.00045445-0.00084057i
0.0007027+9.339e-05i,0.00095594+0.00015404i,0.0019702+0.00048244i,0.0029139-0.00015721i,0.0020378-0.00083246i,0.00045197-0.00086019i,-0.00047272-0.00070379i,-0.00018726-0.00040439i,0.00075567+0.00031222i,0.00051173+0.00079543i,-8.3065e-05+0.00064511i,-0.00045721+0.00010729i,-0.00012425-0.00032437i,-0.00018113-0.00023523i,-0.00047262-0.00017938i,-3.7681e-05+0.00016021i,-8.1575e-06-0.00066543i,-0.00022513-0.0013849i,-0.00045491-0.00023291i,-0.00026832-5.5996e-05i,0.00070311-0.00066567i,0.0015144-0.0012621i,0.0018042-0.00067266i
0.00045698-0.0020394i,0.00097419-0.0017553i,0.0010138-0.00053037i,0.00096736+0.00029032i,-4.3202e-05+0.00020595i,-0.00084978+0.00067016i,-0.00019108+0.0011426i,0.00053741+0.00058904i,0.00084588+0.00043574i,0.00096222+0.0004922i,0.00079597+0.00020588i,-0.00028367+0.00025056i,-0.001208+6.9086e-05i,-0.001103-0.00038364i,-0.00092588-6.7468e-05i,-0.00073696+0.00086495i,-0.00027489+0.0017894i,0.00028545+0.0022719i,0.00025525+0.0020262i,-0.00058318+0.00080976i,-0.00095546-0.00064543i,-0.0009766-0.0014052i,-0.0009115-0.0018556i
-0.00051493+0.0003468i,-0.0014168-0.00063162i,-0.00012907-0.0013444i,0.0010608-0.00087248i,0.0006162-0.0012978i,-0.00026224-0.0010792i,-0.00065615+0.00010141i,8.9005e-05+0.00055231i,0.00077737-5.6903e-05i,0.00050097-0.00025564i,-3.2309e-05+0.00031617i,-0.00027908+0.00025008i,0.00031328-4.1674e-05i,0.00038921+0.00043181i,-0.0001715+0.00078458i,-0.00057624+0.00066102i,-0.00095787+2.6723e-05i,-0.0012879-0.0002188i,-0.0011174+3.8921e-05i,-0.00096609-0.0001719i,-0.0004101+0.00082539i,-0.00036631+0.0012334i,-0.0011099+0.00048258i
-0.0012-0.0010758i,-0.0020076-0.00037698i,-0.0019+6.5548e-05i,-0.00026757-0.00012193i,2.8447e-05+2.8142e-05i,-0.00059953+0.00035434i,-0.000242+0.00070854i,0.00068579+0.0007563i,0.0011301+0.00079229i,0.00018881+0.0012247i,-0.00062201+0.0016479i,-0.0006013+0.0010669i,-9.4713e-06-3.9141e-05i,0.00056414-0.00089522i,-7.7213e-05-0.0010646i,-0.00023163-0.0012477i,-0.00022149-0.00088023i,-0.00068894+7.5095e-05i,8.4099e-05+0.00029891i,0.00068682-6.6641e-05i,0.00051546-0.00018313i,0.00086926+1.9622e-05i,0.0013778+0.00038158i
-0.00072062-0.00017838i,0.00036485+0.00073218i,0.0003089+0.00096309i,3.4931e-07-0.00019968i,-0.0004615-0.00040474i,-0.0011888+0.00023077i,-0.0011976+0.00081917i,-0.0001942+0.00085659i,0.00052898+0.00032623i,0.00045585+0.00041095i,0.00037557+6.9015e-05i,-0.00022088-6.3574e-05i,-0.00056818+0.0003884i,0.00018316-0.00034009i,0.00021801-0.00069988i,-0.00033352+0.00022625i,-0.00020125+0.00091798i,0.00053268+0.0018559i,0.00043978+0.0018056i,-9.2296e-05+0.00055656i,-0.00059026+4.2961e-05i,-0.00060547-0.00066952i,-0.00040746-0.00082118i
0.00015145+0.0026399i,8.9027e-05+0.0013195i,0.0017183+0.00065999i,0.0027911+0.00068835i,0.0016262+0.00012289i,0.0011062-0.0009435i,0.00057438-0.00094508i,-0.00036798-0.00042348i,-8.299e-05-0.00066206i,0.00026861-0.00091321i,0.00055156-0.00087841i,0.00049582-0.00074574i,-0.00026593-0.001088i,-0.00057545-0.00083603i,-0.00060233+1.3913e-05i,-0.00070456-9.1213e-05i,-0.00044268-0.00072009i,0.00047748-0.00089076i,0.00051055-0.00088225i,-0.00042804-0.00041314i,-0.00067966+0.00061248i,-0.00029755+0.00034068i,-0.00038496-0.00050938i
0.0013939-0.0011521i,0.0025794-0.0010755i,0.0038707-0.0017557i,0.0022328-0.0033526i,0.00016493-0.0028535i,-0.00077715-0.0010272i,-0.00092058-0.00019829i,-0.00055938+0.0005658i,-0.00015353+0.00039071i,0.00085088-0.00012808i,0.00071595-9.826e-05i,-0.00028232-0.00040865i,-0.0012341-0.0012091i,-0.0017111-0.00070878i,-0.0013855+0.00039724i,-0.0010458+0.00054296i,-0.00024326+0.00080206i,-0.00011032+0.0014469i,-0.0004132+0.0016273i,-0.00010394+0.00071961i,0.00048885-1.0438e-05i,0.00096837-6.3615e-05i,0.00012048+0.00076302i
-0.0007572+0.0010507i,-0.001333+0.0017399i,-0.00074451+0.0029416i,-6.6966e-05+0.0021184i,0.00057611+0.0010621i,-2.0194e-05+0.0009951i,-0.0004858+0.00045204i,7.9687e-05-0.00047298i,0.00023544-9.4515e-05i,0.0003552+0.00039541i,0.00078119-0.00033984i,0.0005585-0.00074694i,-0.00088963-0.00056134i,-0.001528-0.00049853i,-0.0011285+9.9022e-05i,-0.00026546+0.0012778i,-4.6147e-05+0.0017838i,-0.0007448+0.0016326i,-0.00026973+0.0012787i,0.00024894+0.00052515i,-0.00022566-2.9867e-05i,-0.00076776-0.00041163i,-0.00041857-0.0011152i
-0.0050408+0.00080912i,-0.0040789+0.0010935i,-0.0033844+0.0015559i,-0.0019694+0.0025053i,-0.00070933+0.0022541i,-0.00071859+0.0011018i,-0.00039881+0.00056518i,-0.00019979-1.9894e-05i,-0.000839+0.00015048i,-0.00057474+0.00076093i,7.2069e-05+0.0015709i,0.0010394+0.0012165i,0.0016898+0.00040979i,0.0011828+0.00032678i,0.00033782-6.908e-05i,0.00024803-0.00028903i,6.5033e-05-0.00059998i,-0.00087756-0.0012597i,-9.6359e-05-0.0011055i,0.0010392+0.0004609i,0.0010043+0.0015942i,0.00030691+0.0013227i,-0.00053259+0.00017423i
0.0017414-0.00042869i,0.0024431-0.00099371i,0.0026785-0.0015739i,0.0022409-0.0022972i,0.001543-0.001951i,0.00084338-0.00086933i,0.00083772+0.00044706i,0.0008645+0.0014572i,0.0015783+0.00073087i,0.0021283-0.0005502i,0.0014905-0.00074354i,0.0003863-0.00074603i,-0.00062663-0.00066147i,-0.00091207-3.1159e-05i,-0.00049854+2.4601e-05i,-0.00060974+0.00025102i,-0.00060892+0.00078392i,-9.4069e-05+0.0010552i,8.1129e-05+0.0010348i,-0.0001926+0.00042999i,0.00068307-0.00017029i,0.0019235-3.9674e-05i,0.0016895+0.00044566i
0.00022398-0.0012763i,0.00076203-0.00057031i,0.0017121-0.00074639i,0.0016009-0.00023262i,0.0012582+0.00014522i,0.0012975+0.000521i,0.00064489+0.00091272i,0.00029386+0.00061589i,0.00068219+0.00020983i,0.00079685+8.8333e-05i,0.00039765+0.00034201i,0.00036796+0.00024188i,-0.00025018-0.00012496i,-0.00096712-0.00026183i,8.6848e-07-0.00016281i,0.00048432+0.00044061i,1.2964e-05+0.0015443i,0.00010771+0.0016358i,-0.00015291+0.00054169i,-0.00027893+3.8422e-05i,-0.00019951+0.0002476i,-0.00018765-0.00023863i,0.00031626-0.00068933i
-0.00085925-0.0026527i,-0.0005673-0.0019157i,-0.0020271-0.0014475i,-0.0018196-0.0021955i,-0.00095862-0.0018413i,-0.00081305-0.00033696i,-0.00021914+0.00025963i,-0.00021696+0.00047385i,-0.00017905-0.00012968i,-4.0993e-05-0.00027559i,-3.6392e-05+0.00021603i,0.00022946+0.00053459i,0.00058472+0.00034052i,0.0001904-1.0416e-05i,-0.00068008+0.0002487i,-0.00093713-0.00040205i,9.5908e-05-0.0008955i,0.00062141-0.00070095i,6.6226e-05-0.00044708i,-0.00019663+0.00046263i,-8.1288e-05+0.0012003i,-0.00011546+0.00094212i,0.00023445+0.00022331i
-0.0019457-0.00055488i,-0.0012225+0.00010812i,-0.0015615+0.0011049i,-0.00091761+0.00053978i,-0.00037051+0.00047576i,-0.00033207+0.0005583i,-0.00052225+0.00075065i,-0.00043816+0.00038164i,-4.2703e-05-0.00015465i,0.00088128+0.00077413i,0.0016159+0.0013278i,0.0015782+0.00061982i,0.0012589-0.0001021i,0.00036434-0.00098282i,-0.0001478-0.00074288i,-0.00072229+0.00021675i,-0.00095318+0.0007153i,-0.00028974+0.00093994i,-0.0007792+0.00054911i,-0.00085478+0.00020991i,-0.00025702+3.3616e-05i,-7.6078e-05-0.00064763i,-0.00019591-0.00087845i
-0.0007016+0.00025806i,-0.00040669+0.00024169i,0.001207+0.00085933i,0.0018915+0.00026073i,0.0017708-0.0011249i,0.00054714-0.0014561i,-0.00061829-0.00077731i,-0.00050445-4.8191e-05i,0.00026144+0.00078818i,0.00080953+0.0012123i,0.00098136+0.0007011i,0.0010382-0.00044599i,0.00074073-0.0015994i,-7.6929e-05-0.0016405i,-0.0004856-0.00052544i,-0.00052283+0.0003322i,-0.0010597+0.00070947i,-0.0016336+0.00062319i,-0.0010547-0.00022648i,0.00010076-0.00085019i,6.2951e-05-0.00035612i,-0.00073447-0.00017737i,-0.0008036-0.00023651i
0.00014325+0.00039646i,0.00088544+0.00072883i,0.0013074+0.00076027i,0.0014826+0.001072i,0.0017367+0.00095285i,0.0013936+0.00050482i,0.00036066+0.00063886i,-0.00046943+0.00023544i,-0.00011867-0.00022878i,0.00016907+0.00023589i,-0.00029877-1.8012e-06i,-0.00047512-0.00051017i,-0.00017954-0.00056267i,0.00049579-0.00071347i,0.00036303-0.00076917i,9.9301e-05-0.00043028i,0.00063432-0.00063349i,0.0012311-0.0013804i,0.00068994-0.0010326i,0.00025441-9.1993e-05i,0.00095969+0.00048905i,0.0011897+0.00075353i,0.0010853-3.0079e-05i
0.00042964-0.0024579i,4.1485e-05-0.0028642i,-0.00022561-0.0027956i,-0.00079623-0.002206i,-0.001931-0.00082289i,-0.0018707+6.466e-05i,-0.00091227+0.00071356i,-0.00043812+0.0010892i,-0.00051857+0.0011467i,-0.00087296+0.00059157i,-0.0016108+0.00046117i,-0.0015652+0.00083611i,-0.00087639+0.0012039i,-0.00043638+0.0012894i,-0.00017329+0.00090297i,-0.00036126+0.0011649i,-0.00098297+0.0015538i,-0.00093271+0.0007322i,-0.00057677-0.00014667i,-0.0010335-0.00080956i,-0.0010688-0.0013095i,-0.00019666-0.00078496i,0.00044003-0.00013304i
0.0016869-0.0013684i,0.0010017-0.0010696i,0.002114-0.0016816i,0.0025206-0.0018617i,0.0012922-0.0015513i,-0.00016703-0.00089886i,-0.00070064-5.8126e-05i,-0.00012031+0.00081881i,0.0006885+0.001164i,0.00066345+0.0008068i,0.00039905-0.00033584i,0.00033322-0.0010153i,-0.00017692-0.00037368i,-0.00024427-0.00043256i,2.749e-05-0.0012245i,-0.00044314-5.0685e-05i,-0.0010044+0.0013141i,-0.0012167+0.0016631i,-0.00059156+0.0010579i,-0.00020894+0.00060837i,-0.00040497+5.5987e-05i,-0.00055803-4.7058e-05i,-0.00069687+0.00042849i
0.0007933+0.00060362i,0.00067881+0.00086017i,0.0017929+0.00049255i,0.0020675-7.9975e-05i,0.00071344-0.0002317i,-0.00082195+0.00025544i,-0.0012877+0.00025591i,-0.00011808-0.00032475i,0.0012089-0.00041937i,0.0015481+0.00020329i,0.0012506+0.00015298i,0.00037783-0.00049088i,-8.9286e-05-0.0008398i,-0.00020509+0.00026757i,-0.00093813+0.00075952i,-0.0010651+3.0798e-05i,-0.00048102-0.00027782i,4.7468e-05+0.00041016i,-9.3001e-05+0.00028095i,-0.00036298-0.00030169i,-0.00020121+0.0002593i,0.00031972-0.00019954i,0.00047485-0.00064302i
0.00068539+0.0012158i,0.0018125+0.00044865i,0.0025437-0.001275i,0.0020931-0.0021346i,0.0015717-0.0017909i,0.00071916-0.0010089i,-0.00050407-0.00047535i,-0.0005949-0.00050203i,0.00032685+8.2127e-05i,0.00092213+9.3611e-05i,0.00027579-0.00056416i,-0.00024419-0.0010439i,-0.00058665-0.001333i,-0.0015879-0.00099616i,-0.0015217-0.00054951i,-0.00082771+0.0007871i,-0.00052864+0.0020209i,-0.00031579+0.0019818i,-7.1672e-05+0.0015654i,-0.00027145+0.00039001i,0.00026485-0.00065899i,-3.6454e-05-0.00055868i,-0.00070966-0.00029565i
0.0018709-0.00045789i,0.001395-0.00075514i,0.00042127-0.0010808i,2.6894e-05-0.00096099i,-0.00035554-0.0010502i,-0.00076539-0.00014959i,-0.00020131+0.00074457i,0.00044809+0.00075172i,4.9999e-06+1.5647e-05i,0.00013638-0.00034852i,-9.1188e-05-0.00041717i,-0.00037578-1.0454e-05i,-0.00071374+0.00048223i,-0.00093762-0.00095593i,-0.0001679-0.001745i,-0.00023515-0.00027736i,-4.7208e-05+0.001158i,0.00013862+0.0011935i,0.00026711+8.9024e-05i,2.755e-05-0.00012144i,-0.00074606-0.00012791i,-0.00059678-0.00072761i,-0.00061874-0.00090325i
0.0013359-0.00057054i,0.0008357-0.00021129i,0.0015621-0.0010638i,0.0019235-0.0017461i,0.0014157-0.0021053i,0.00075651-0.00097231i,0.00075835+0.00055123i,0.0012367+0.00073408i,0.0010882+0.00019824i,0.00071199-0.00016877i,0.00012123+0.00044067i,-6.5186e-06+0.00078776i,0.00017257-0.00030099i,-0.00043777-0.0010681i,-0.0010475-0.00068564i,-0.00085929-0.00049317i,-7.2928e-05-0.00066614i,2.1516e-05-0.00042236i,-0.00037028+0.00016584i,-0.00062089+0.00042139i,-0.00055009+0.00052579i,0.00033538+0.00039454i,0.00082046-0.00012449i
-0.0010689+0.0012576i,0.00038926+0.0014184i,0.001212+0.0008912i,0.00087032+0.00037586i,-5.2808e-05-5.3513e-05i,-0.0014835-0.0010488i,-0.0014823-0.00083654i,0.0001008+3.7743e-05i,0.0016272+0.00042676i,0.0010647+0.0010293i,0.00029934+0.00074638i,0.00104-0.00027993i,0.00057058-0.0012342i,0.0001569-0.001139i,0.00011126+0.00032479i,-0.00099181+0.00092755i,-0.0014997+0.00080522i,-0.00084605+0.00059855i,0.00023942+0.00076195i,0.00012594+0.00040156i,0.00024147-0.00019456i,0.00021883-0.00015454i,-0.0005207-0.0003741i
-0.00065471+0.0010209i,-0.00058307-0.00012999i,0.00057073-0.00055946i,0.0014011-0.00038594i,0.0011653-0.00086405i,0.0013225-0.00057405i,0.001469+0.0002771i,0.00071329+0.00035201i,0.00010035+0.00046438i,4.5466e-05+0.00042959i,0.00064419-0.00078425i,0.00073689-0.00035467i,0.0001157+0.00014265i,7.692e-05-0.00095343i,-0.00046438-0.0012722i,-0.0010105-0.00058612i,-0.00048981+0.00022548i,-0.00047104+0.00074387i,-0.00045009+0.00043739i,-0.0002156+0.0001828i,-0.00055061+0.00015071i,-0.00090152+0.00037602i,-0.00051118+0.0009512i
-0.00028155-0.0015138i,0.00026434-0.0020172i,0.00037864-0.0011444i,0.00030172-0.00045002i,-6.7166e-05-0.00072094i,-0.00070939-0.00015998i,-0.00092124+0.00067821i,-0.0001622+0.00076552i,0.00010165+0.00037767i,-2.0311e-05+0.00042469i,0.0002093+0.00093114i,0.00017428+0.00083361i,4.4091e-05+0.000339i,6.9163e-05+0.00048036i,0.00030465+0.00091021i,0.00038875+0.00084802i,5.7941e-05+0.0007174i,5.6733e-05+0.00075176i,0.00019943+0.00035361i,-0.00010427+0.00015122i,0.00027048+0.00014177i,0.00051507+0.00032991i,0.0007921+0.00090428i
0.0013017-0.0014763i,0.0015884-0.0019833i,0.0024746-0.0023234i,0.0022785-0.0022897i,0.0007537-0.001832i,-0.00023338-0.0020363i,-0.00043935-0.0017054i,-0.00042281-0.00019555i,-0.0002942+0.0003096i,-0.00026295+0.00026542i,-0.00011336+0.00034512i,-0.00016032+0.00058054i,-0.00067395+0.00052451i,0.00035596+0.0010745i,0.00087825+0.0016687i,0.00056096+0.0012734i,0.00066866+0.0012698i,0.00023388+0.00094494i,-7.5697e-05+0.00078055i,-0.00076256+0.00044356i,-0.0016819-0.0002147i,-0.0016227+0.00017078i,-0.0010644+0.00050185i
-0.001675+0.00074636i,-0.001081+0.0013707i,-0.00044095+0.0017423i,0.0015172+0.0016575i,0.0023931+0.00096016i,0.0017187+0.0012834i,0.00030739+0.0021266i,-0.00028038+0.0016065i,0.00045672+0.00056275i,0.00098554+0.00053186i,0.00061592+0.0010707i,-6.7284e-06+3.261e-05i,0.00018215-0.0014037i,0.00019354-0.00079596i,-0.00037642-0.00034328i,-0.00060608-0.00034501i,-0.00063051-3.866e-05i,-0.00032496+0.00070721i,-0.00018871+0.001264i,-0.00011967+0.00079688i,-0.0004303+0.00011105i,-0.00096234-0.00049443i,-0.00077155-0.00056991i
-0.00035415+0.0010348i,-0.000103+0.002188i,-0.00011955+0.0019294i,0.00092966+0.00019216i,0.0012647-0.00065617i,0.00012448-0.00099782i,-0.00042865-0.00092392i,-0.00011197-0.00041195i,0.00069459-0.00010846i,0.001259-9.1877e-05i,0.00091905-0.00040868i,0.00076957-0.00039017i,0.00025102-0.00036166i,-0.00035335-0.00056586i,0.00016716-0.0006206i,0.00022873-0.00018402i,0.00036685-5.8915e-05i,0.00059829-0.00046628i,0.00011087-0.00058857i,-0.00011546-0.00031772i,0.00067658-4.4624e-05i,0.001204-0.00050913i,0.001229-0.00030498i
-0.001944-0.00081711i,-0.00087857-4.9978e-05i,-0.00040088-0.00048978i,0.00056656-0.00073555i,0.0017022-3.7661e-06i,0.0012091+0.00030907i,0.00029622+0.0003512i,0.0002945-2.3467e-05i,0.00091212-0.00024678i,0.00038207-0.00014533i,-0.00096492-0.00071273i,-0.0009844-0.0009689i,-0.00035346+0.00019952i,-0.00068705+3.9705e-05i,-0.0013006-0.00017067i,-0.00053021+0.00046052i,-0.0005083+0.0008588i,-0.0012108+0.00096642i,-0.00080345+4.1963e-05i,-0.00019464-0.00079571i,3.1357e-05-0.001239i,-0.00034266-0.00086733i,-0.00083474-0.00063491i
-0.0011637+0.00048836i,9.9982e-05+0.0010339i,0.00042705+0.0011346i,0.00024497+0.00043088i,0.00054012+2.3249e-07i,-2.1698e-05-0.00018289i,2.8707e-05+0.00071629i,0.00072776+0.0013415i,0.00085028+0.00061993i,0.00053404+0.00019722i,0.00043375+0.00068782i,0.00070093+0.0005482i,0.00041945-0.0010588i,4.3795e-06-0.0019805i,0.00032737-0.0012418i,0.00089303-0.00045499i,0.0010781+0.00019706i,0.00075985+0.00021954i,1.5035e-05-0.00026629i,-0.00071827-0.0001307i,-0.00025482-3.3523e-05i,-5.826e-05+0.00014855i,-0.00036391+0.00041613i
-0.00039398-0.0013018i,-0.00094539-0.0011058i,-0.001043-0.0010953i,-0.00046672-0.00067526i,-0.00035164-0.00010539i,-0.00016682+0.00051931i,0.00031769+0.00049979i,0.00063886+0.00016122i,0.00018783-0.00032034i,0.00041514-0.00041027i,0.00077448-0.00028015i,0.00047248+0.00050915i,9.0341e-05+0.00068558i,-0.00038519+0.00036411i,-0.00044337+0.00078045i,-0.00051604+0.00075681i,-0.00024293+0.0004436i,8.6876e-05+0.00075893i,-0.00037176+0.00080005i,-0.00061415+0.00017156i,6.9764e-06-0.00039613i,0.0007087-0.00068062i,0.00062896-0.00043928i
-0.0014495-0.0010934i,-0.0014834+5.0832e-05i,-0.0011131-0.00060121i,-0.00086768-0.0010832i,-0.00048816-0.00088996i,-0.00074433-0.00013297i,-0.000539+0.00031964i,8.713e-05+7.2312e-05i,0.00025251+0.00055921i,0.00022426+0.00079069i,0.00040038+3.0166e-05i,0.00087372-9.8709e-05i,0.0012007+5.9347e-05i,0.00050561+0.00019438i,-5.293e-05+0.00029857i,-0.0004921+0.00027286i,-0.00067839+0.00049874i,-0.00098216+0.0010373i,-0.00099068+0.00088756i,-0.00093872+0.00024854i,-0.00076906-0.00014119i,-0.00024948-0.001046i,-0.00025788-0.0011293i
0.0011026-0.00048344i,0.001839-0.00083818i,0.0012256-0.0011885i,0.0010724-0.00098161i,0.00086573-0.0005597i,-0.00010538-0.00057063i,-0.00026542+5.8533e-05i,-0.00025229+0.00076145i,0.00070497+0.00045045i,0.0012398+0.00020563i,0.00016943-0.00033716i,-0.00046418-0.00026905i,-0.00083245-0.0004269i,-0.0016624-0.0015003i,-0.001105-0.0013421i,-7.9035e-05-0.00056171i,8.5492e-05+2.8283e-05i,-8.8223e-05+0.00087236i,0.00011955+0.0013737i,3.1964e-05+0.0012425i,-0.00076883+0.00083231i,-0.00086557+0.00040175i,-0.00057034+9.8825e-05i
-0.00071169-0.0019319i,-0.00068055-0.00078417i,-0.00056568+0.0006185i,-2.8853e-05+0.00068343i,0.00011574-3.0573e-05i,0.00031238-0.00037973i,0.00093763-0.00015452i,0.0017449+0.00039226i,0.0013869+0.00015871i,0.00038157-0.00039161i,-0.00055674-2.3528e-05i,-0.00082374-0.00015091i,-0.00047116-0.0013141i,-9.2665e-06-0.0011108i,-0.00038501+0.0002785i,-0.00098165+0.00060404i,-0.0001002-4.9091e-05i,5.5882e-05+0.00011327i,-0.00054575+0.00095235i,-8.1759e-05+0.0004504i,0.00025207+0.00035076i,0.00040899+0.00098941i,0.00010414+0.00071348i
0.00058774+0.0010359i,0.00060502-0.00054439i,0.0011443-0.0009273i,0.0011708-0.0011685i,0.00096738-0.0014858i,0.0005569-0.0010758i,0.00029394-0.00067835i,0.00096598-3.317e-05i,0.0012366+0.00038633i,1.4963e-05-4.3682e-06i,-0.00065011-0.00054237i,-5.0666e-06-0.00098303i,0.00077424-0.0014739i,0.00047148-0.0007146i,-9.4721e-05+0.0002468i,-0.0006297+0.00077986i,-0.00057635+0.0013879i,-0.00029849+0.0015912i,-0.00025039+0.00087322i,-0.0003185-0.00020777i,-0.00033961-0.00070552i,0.00037973-0.00092927i,5.299e-05-0.0011524i
-0.00040172+1.4436e-05i,-0.0002835-0.00063296i,0.00074723-0.00077038i,0.0010858-0.00023917i,0.00075546+0.00036651i,-2.987e-05+0.00070012i,-0.00049912+0.001244i,-0.00014409+0.00098079i,0.0002657+0.00061854i,0.00078075+0.00058231i,0.0010036+0.00029707i,0.00067742-0.00037245i,-0.00018179-0.00081225i,-0.00071041-0.00080542i,-2.2121e-05-0.00073158i,0.00055587+1.8966e-05i,0.00038823+0.00073192i,0.0002999+0.00045134i,2.8467e-05-3.3435e-05i,-0.00028488+0.0002533i,-0.0001789+0.00052289i,6.9993e-05+0.0001509i,0.00016896-0.00041538i
-0.0013859+0.00014912i,-0.00068705+1.3306e-05i,9.7818e-05+0.00048007i,0.00044928+0.00096569i,-0.00028025+0.00055969i,-0.00047022+0.00016622i,6.0386e-05-0.00016212i,0.00059321+6.0517e-05i,0.00057356+0.0006898i,0.00056898+0.00047878i,0.00037211-0.0005371i,-3.062e-05-0.00069459i,0.00067408+0.00019476i,0.00068814+0.00065207i,-0.0004839+0.0004092i,-0.0010123+1.5549e-05i,-0.00076051+0.00022671i,-0.00048487+0.0002689i,-4.2982e-06+2.2374e-05i,0.0009843-3.1951e-05i,0.0011645+0.00017167i,0.00026434+0.00036211i,-0.00040588+0.00081287i
0.0021146+0.00031271i,0.0017398-0.00056593i,0.0025249-0.00089227i,0.0025937-0.00060471i,0.00097381-0.00091228i,-0.00065842-0.00059284i,-0.00064748-0.00034459i,0.00053308-0.00055742i,0.0013995-0.00047704i,0.0012817+0.00024345i,0.00019318+0.00050399i,-0.00029692+0.00010045i,-0.00014166+0.00030777i,-0.00086802-6.8286e-05i,-0.001265-0.00060038i,-0.0010289+4.6576e-05i,-0.0010409+0.0008674i,-0.0015494+0.0007154i,-0.0011106+0.00058741i,-0.0005834+0.00088125i,-0.00083453+0.00037352i,-0.00093355-0.00054974i,-0.0010261-0.001258i
-0.0002849+0.0005196i,-0.00096812-0.00016771i,0.00048557-0.00026564i,0.001452-0.00045519i,0.0012779-0.00089855i,0.00072403-0.0016779i,0.00025521-0.0016767i,2.5414e-05-0.00060286i,0.00039815-0.00010885i,0.00093465+0.00014049i,0.0008738-9.8147e-05i,0.00091278-0.00015108i,0.00053775+0.00010673i,-0.0004453-0.00064764i,-0.00054132-0.00070261i,-0.00047553+0.0002604i,6.967e-05+0.0010046i,0.0010129+0.00074063i,-4.3361e-05+0.0001411i,-0.00087283-0.00048233i,-0.00041698-0.00049328i,2.5978e-05-0.00058633i,-0.00043618-0.00096968i
0.00080992+0.00039249i,0.00038448+0.00033119i,0.0013887-0.00056195i,0.0021224-0.0012912i,0.0017679-0.0011229i,0.0010138-0.00022698i,0.00041511+0.00040799i,-0.00024388+0.00080545i,-0.00038627+0.0012837i,-0.00038909+0.0009152i,-0.0011544+0.00032144i,-0.0015515-8.3488e-05i,-0.00082992-0.00034724i,-0.00030393+0.00026186i,-0.00022617+0.00019942i,-0.00037413-0.00047122i,-0.00054917-0.00067544i,-0.00048708-0.00037817i,-0.00011438-0.0001422i,-0.00010516+3.2406e-05i,3.2112e-06+4.7854e-05i,0.00010826+0.000217i,-0.00032577+3.7039e-05i
0.0011367+0.0013329i,0.0015883+0.0010096i,0.0031423-7.4847e-05i,0.0036534-0.00077466i,0.0020846-0.00027925i,-0.00037604+0.00035546i,-0.00077385+0.00078086i,-2.1771e-05+0.00069492i,0.00061758-0.00043606i,0.00060835-0.00092984i,0.00035177-0.00019665i,0.00039644+0.00020791i,0.00024874+2.6005e-05i,-3.646e-05+0.0002977i,-0.00014882+0.0008646i,-0.0013473+0.0011627i,-0.0019727+0.0012408i,-0.0015516+0.0013066i,-0.0012736+0.0014479i,-0.001259+0.0014698i,-0.00028237+0.00040828i,0.00084101-0.00093795i,0.00058557-0.00050732i
-0.0010656-0.0022806i,-0.0014173-0.0021769i,-0.0012515-0.0014053i,-0.0019343-0.00045828i,-0.0019692+0.00019556i,-0.0010599+0.00020861i,-8.1101e-05+6.357e-06i,0.00070698-8.3743e-05i,0.00090116-0.0001507i,0.00067471+0.00065422i,0.00052711+0.0021254i,-0.00022297+0.0018753i,-0.00050334+0.00058975i,-2.0823e-05-0.00033393i,2.8419e-05-0.00046485i,0.00032329+0.00043567i,-0.00028567+0.001298i,-0.0010824+0.0012953i,-0.00047638+0.00047815i,0.00043508-0.00010841i,0.00015941+6.4123e-05i,-0.0011688-1.3684e-05i,-0.0017362-0.00058204i
0.00041416+0.0010029i,-6.1144e-05+0.0015281i,0.00049695+0.00069115i,0.0020055-0.00067555i,0.0020129-0.0009271i,0.00083719-0.00062967i,-8.6751e-05-9.9385e-05i,-0.00052721+1.1086e-05i,-0.00055846+0.00014744i,-3.4142e-05+0.00041926i,0.00042372+0.0002779i,0.00066567+0.00012613i,0.00064712-0.00024732i,-2.2859e-05-0.00062515i,-0.00034666+2.8474e-05i,0.00046657+0.00088126i,0.00084987+0.00063013i,0.00095726+0.000372i,0.00064906+0.00025784i,-5.99e-05+5.4849e-05i,-0.0005373+0.0001593i,-0.00015941+0.00053051i,-0.00036118+0.00098022i
