-0.003941+0.0018189i,-0.0046477+0.0023261i,-0.003255+0.0031598i,-0.0015924+0.0025131i,-0.0010021+0.0020493i,-0.001268+0.0015902i,-0.0019112+0.0012814i,-0.00065859+0.0012081i,0.0011115+0.0010644i,0.0013826+0.00060523i,0.0017069-4.8375e-05i,0.0012013-4.0278e-05i,0.00014432-0.00098631i,4.1275e-05-0.0013306i,-0.00031567-0.0005882i,-0.00082683+0.00034265i,-0.00076318+0.00057542i,-2.1901e-05+0.00027403i,9.0622e-05+0.00044927i,-0.00013359+0.00029443i,-0.00057479-0.00020059i,-0.00043298-0.00044024i,0.0005384+0.00033044i
0.35669-0.15679i,0.54054-0.2896i,0.4943-0.33543i,0.25297-0.23164i,0.077078-0.10379i,0.053905-0.072193i,0.047725-0.087257i,0.0069848-0.050407i,-0.0055488+0.013082i,0.014214+0.028992i,0.018467+0.0037836i,-0.0020381-0.013409i,-0.023242-0.0047715i,-0.026669+0.013893i,-0.010837+0.020838i,0.0061301+0.010628i,0.012357+0.0014628i,0.010749-0.0017023i,0.0059621-0.0055693i,0.0018268-0.0078043i,0.00071028-0.0091353i,-0.0022542-0.0098847i,-0.0077348-0.0091841i
-0.12599+0.3155i,-0.30063+0.43253i,-0.41196+0.3687i,-0.35475+0.2137i,-0.24838+0.13034i,-0.18954+0.14288i,-0.10634+0.15204i,-0.012814+0.093882i,0.016275+0.030617i,0.0063223+0.018125i,0.0040175+0.02588i,0.012921+0.024884i,0.02087+0.011416i,0.017481-0.0018611i,0.0058415-0.0028256i,-0.0055525+0.0022297i,-0.011108+0.0048622i,-0.01164+0.0026289i,-0.0098393+0.00026367i,-0.0048949+0.00063938i,0.0015728+0.00063338i,0.0086809-0.00087709i,0.014793-0.00029052i
-0.14316+0.031926i,-0.064867+0.06941i,0.1323+0.070893i,0.24469-0.00036536i,0.20564-0.061551i,0.11361-0.059117i,0.037871-0.038152i,-0.0022938-0.041107i,-0.022636-0.057056i,-0.035087-0.049768i,-0.025673-0.024526i,-0.00421-0.0095445i,0.0084217-0.0050358i,0.0095424-0.0060594i,0.0033691-0.0043784i,0.0040928+0.0041294i,0.010411+0.0065755i,0.010081+0.0031028i,0.0060042+0.0029594i,0.0029364+0.0023483i,-5.1788e-05+0.00034066i,-0.001709-0.00041352i,-0.0015193-0.0016302i
-0.0064813-0.36516i,-0.042539-0.5671i,-0.10232-0.54266i,-0.10711-0.30734i,-0.014139-0.14379i,0.066578-0.15273i,0.038081-0.15132i,-0.022361-0.060245i,-0.032827+0.025917i,-0.013373+0.034422i,-0.014169+0.0034935i,-0.033601-0.0080764i,-0.038012+0.0035877i,-0.01963+0.013109i,0.0030597+0.0050584i,0.011781-0.0096538i,0.0090526-0.014275i,0.005665-0.010548i,0.002423-0.0059889i,-0.0028698-0.0023605i,-0.010074+0.00053372i,-0.014943+0.0048369i,-0.016521+0.009227i
0.21349+0.18676i,0.2267+0.37242i,0.1036+0.44826i,-0.058457+0.34706i,-0.17834+0.24113i,-0.19821+0.22541i,-0.10013+0.19832i,0.0036991+0.12722i,0.046644+0.075963i,0.046348+0.052318i,0.032138+0.042415i,0.032976+0.03263i,0.035016+0.0099729i,0.019147-0.0050935i,0.0017385-0.0020319i,-0.007262+0.0046504i,-0.010632+0.0068781i,-0.0086423+0.0045143i,-0.0042457-0.00032024i,-0.00031293-0.0037257i,0.0049305-0.0056197i,0.0097288-0.0087685i,0.011061-0.012252i
-0.011332+0.15737i,0.062108+0.12174i,0.17406-0.028093i,0.19613-0.12874i,0.11685-0.081943i,0.055495+0.010244i,0.033621+0.021183i,0.021123-0.042153i,0.0017255-0.096476i,-0.015838-0.084137i,-0.0060806-0.042612i,0.009528-0.026916i,0.0089026-0.024532i,0.0042579-0.017393i,0.0015472-0.0074834i,0.0029764-0.00070708i,0.0024733-0.0025535i,-0.0039941-0.0044562i,-0.0083749-0.0028902i,-0.0058865-0.0010978i,-7.8427e-05+1.233e-05i,0.0024689-0.00064052i,0.0007291-0.0016377i
-0.30597-0.13042i,-0.4929-0.19089i,-0.50708-0.13398i,-0.27621-0.02773i,0.016766-0.058088i,0.13538-0.17919i,0.070483-0.18846i,-0.023252-0.080602i,-0.054572+0.0036075i,-0.042562+0.013052i,-0.039972-0.0048674i,-0.054054-0.00033831i,-0.049846+0.017663i,-0.025224+0.017671i,-0.0063092-0.00011782i,-0.0052046-0.012706i,-0.0072642-0.007337i,-0.003207+0.0053105i,0.0012065+0.012518i,0.0014549+0.013475i,-0.0029731+0.014105i,-0.0054759+0.019002i,-0.0031943+0.023174i
0.2092-0.1118i,0.36559-0.053382i,0.38984+0.070217i,0.22634+0.12539i,0.029764+0.12812i,-0.054618+0.13507i,-0.030432+0.12246i,0.021594+0.1085i,0.062124+0.10322i,0.073567+0.079107i,0.058131+0.048919i,0.048451+0.025788i,0.038065+0.0030358i,0.017653-0.0058299i,0.0040444+0.0018094i,0.002573+0.011706i,0.0085421+0.015659i,0.014785+0.0095617i,0.016181-0.0019436i,0.011936-0.00919i,0.006429-0.010384i,0.0035265-0.012349i,0.0012724-0.014633i
0.15063+0.054085i,0.17015-0.024535i,0.093922-0.17689i,-0.01161-0.21202i,-0.071657-0.083749i,-0.077471+0.044952i,-0.046694+0.054315i,-0.0065788-0.036507i,-0.0038491-0.10956i,-0.011682-0.096281i,0.005882-0.056221i,0.019232-0.042634i,0.013023-0.031162i,0.0043203-0.011609i,0.00064401+0.0026114i,0.0024075+0.0037583i,0.0025046-0.0057631i,-0.0047726-0.011961i,-0.0097886-0.010765i,-0.0061627-0.0080734i,0.0010331-0.0083074i,0.0039122-0.011499i,-0.0005494-0.011486i
-0.21834+0.20887i,-0.36276+0.3417i,-0.353+0.38479i,-0.15022+0.25356i,0.051242+0.0046062i,0.10092-0.16531i,0.044822-0.16609i,-0.036316-0.090572i,-0.085054-0.022169i,-0.083337+0.0070724i,-0.068468+0.010009i,-0.06296+0.024749i,-0.043983+0.040273i,-0.016233+0.0296i,-0.0055016+0.0085007i,-0.010196-0.00039083i,-0.01386+0.003471i,-0.0083795+0.0087866i,-0.0022269+0.010305i,-0.0010072+0.0092119i,-0.00045476+0.0097832i,0.0023543+0.015564i,0.0079987+0.018889i
-0.018421-0.19171i,0.10367-0.29943i,0.23606-0.30592i,0.19626-0.21065i,0.061018-0.088723i,0.0083982-0.010049i,0.014721+0.033438i,0.035903+0.09241i,0.075295+0.12155i,0.081772+0.086262i,0.053276+0.042336i,0.035524+0.013583i,0.02406-0.0084916i,0.010175-0.012476i,0.0058785-0.003424i,0.011653+0.0042822i,0.01861+0.0057941i,0.01893-0.00087879i,0.011709-0.008076i,0.0036838-0.0079517i,-0.003046-0.0051071i,-0.0085052-0.0049629i,-0.011119-0.0060279i
0.096593-0.11885i,0.048346-0.17227i,-0.10828-0.16515i,-0.22104-0.056213i,-0.21347+0.10761i,-0.15708+0.18516i,-0.080661+0.13216i,-0.0030774+0.013155i,0.015641-0.079115i,-0.0018041-0.086552i,-0.0009386-0.056658i,0.0088594-0.044345i,0.0082936-0.036678i,0.0045792-0.019614i,0.004434-0.0066679i,0.0035496-0.008785i,-0.0041822-0.017855i,-0.015778-0.016069i,-0.018548-0.005585i,-0.0097931-0.001611i,-0.0013701-0.0050239i,-0.0010434-0.008241i,-0.0048543-0.0068423i
0.085744+0.24783i,0.10574+0.44715i,0.13148+0.52208i,0.16906+0.35885i,0.1594+0.09972i,0.10201-0.050043i,0.037094-0.090284i,-0.043166-0.08749i,-0.098392-0.044231i,-0.086491+0.0020877i,-0.055428+0.022377i,-0.035354+0.038568i,-0.015341+0.04348i,-0.00062976+0.024962i,-0.0010784+0.0050557i,-0.010107+0.0029789i,-0.012687+0.012847i,-0.0037217+0.020378i,0.0059924+0.018611i,0.0064955+0.010674i,0.0048234+0.0065754i,0.0096032+0.0071236i,0.015906+0.0041735i
-0.13933-0.0526i,-0.15114-0.22934i,-0.081891-0.39173i,-0.016529-0.36981i,0.025559-0.24635i,0.059894-0.1537i,0.046628-0.057485i,0.03982+0.05981i,0.073962+0.10815i,0.078187+0.07203i,0.045165+0.030107i,0.018629+0.0064259i,0.0032448-0.0083827i,-0.0040719-0.011182i,0.00050063-0.0070354i,0.011782-0.0026341i,0.021995-0.0020721i,0.023648-0.0077111i,0.015533-0.011865i,0.0054012-0.0068216i,-0.0012524+0.0013426i,-0.0045358+0.0060804i,-0.0062742+0.0071902i
-0.070783-0.11241i,-0.12935-0.10033i,-0.19858+0.012644i,-0.20339+0.14178i,-0.14497+0.20399i,-0.10174+0.19965i,-0.038111+0.1428i,0.037691+0.040648i,0.046904-0.045134i,0.013555-0.05841i,0.0023473-0.038854i,0.0038043-0.033358i,0.00030526-0.026669i,-0.002364-0.010433i,-0.0018211-0.000826i,-0.0025034-0.0034673i,-0.0086077-0.009121i,-0.015762-0.0084433i,-0.014443-0.0045124i,-0.005089-0.0034923i,0.0015778-0.0056366i,-0.00016636-0.007575i,-0.0050753-0.0051253i
0.21106+0.027516i,0.3696+0.13697i,0.45597+0.21055i,0.38616+0.14657i,0.21566+0.044376i,0.089264+0.00068874i,0.019716-0.046628i,-0.061511-0.086688i,-0.10825-0.054767i,-0.073614-0.006624i,-0.022347+0.0092844i,0.002668+0.018224i,0.011273+0.023038i,0.0087841+0.01495i,-0.0012957+0.0081542i,-0.010233+0.012356i,-0.010343+0.019193i,-0.0038651+0.017833i,-0.00020283+0.0096635i,-0.0025019+0.0026868i,-0.0035131-0.0019173i,0.00040135-0.0052274i,0.0055171-0.0078699i
-0.071524+0.062395i,-0.20391-0.048381i,-0.31586-0.241i,-0.29269-0.31713i,-0.14674-0.26764i,-0.023466-0.21228i,-0.012691-0.10185i,-0.0095809+0.042601i,0.033417+0.090339i,0.04489+0.052022i,0.018767+0.0179i,-0.0058991+0.0078131i,-0.0167+0.0036041i,-0.014848+0.00082253i,-0.0048957+4.7691e-05i,0.0062255-0.0014997i,0.011818-0.0050931i,0.0093107-0.0074096i,0.0028875-0.0042701i,-0.0015343+0.0018866i,-0.0035551+0.0062183i,-0.0054685+0.0096494i,-0.005451+0.012006i
-0.11855+0.033728i,-0.14722+0.098359i,-0.11073+0.20791i,-0.049734+0.25534i,-0.031605+0.20403i,-0.047948+0.1455i,-0.0060343+0.10533i,0.069175+0.037514i,0.073207-0.026679i,0.026321-0.032128i,0.00090974-0.013528i,-0.0012985-0.011048i,0.00066549-0.012901i,0.0035556-0.0078945i,0.0044268-0.0043286i,0.0013332-0.0066064i,-0.0055837-0.0086898i,-0.008812-0.0043954i,-0.0034383+0.0011304i,0.0041783+0.00044961i,0.0064402-0.0022011i,0.003182-0.0020178i,-0.0010864+0.0015184i
0.095305-0.12907i,0.2577-0.17148i,0.39462-0.15132i,0.35114-0.092017i,0.17805-0.007396i,0.057814+0.048051i,-0.002603-0.012345i,-0.073046-0.086699i,-0.098911-0.065915i,-0.054495-0.024347i,-0.0089102-0.014114i,0.013293-0.011221i,0.02205-0.0058463i,0.016091-0.0017192i,0.0055114+0.0019625i,0.00085373+0.0084611i,0.0024553+0.012397i,0.005727+0.0086725i,0.004475+0.00070251i,-0.0004432-0.0036779i,-0.0031248-0.0051626i,-0.00069759-0.010424i,0.0015569-0.015448i
0.010644+0.036096i,-0.14815+0.033377i,-0.3766-0.011821i,-0.41582-0.047987i,-0.22553-0.077466i,-0.0549-0.10623i,-0.024838-0.047335i,-0.02851+0.056954i,-0.0019426+0.082812i,0.0079009+0.044642i,-0.0059044+0.020117i,-0.018562+0.018827i,-0.020312+0.017738i,-0.012234+0.0089717i,-0.0015757+0.00050112i,0.0033569-0.0039499i,0.0031218-0.0066428i,0.0013434-0.0064649i,-0.0017485-0.0018287i,-0.0029944+0.003639i,-0.0024446+0.0064867i,-0.0013994+0.0090355i,0.00020834+0.01045i
1.0423e-05+0.10953i,0.049877+0.1783i,0.14355+0.21353i,0.18182+0.17201i,0.1085+0.082658i,0.028958+0.037293i,0.052921+0.035331i,0.10965+0.0091402i,0.089741-0.021931i,0.031938-0.0094442i,0.0064172+0.01129i,0.0022621+0.010187i,0.00038017+0.0028699i,0.0014658-0.0012114i,0.0016482-0.0036405i,-0.0013752-0.0034986i,-0.0051539+0.00023812i,-0.004158+0.0026769i,0.0016654+0.0007039i,0.0074479-0.0018646i,0.0099395-0.0021288i,0.0077901+0.00031212i,0.0047586+0.0045097i
-0.05057-0.093935i,0.021754-0.20152i,0.1503-0.28379i,0.1769-0.23964i,0.094285-0.072906i,0.031974+0.034163i,-0.014157-0.019782i,-0.067999-0.083531i,-0.07557-0.065048i,-0.036807-0.035719i,-0.0051452-0.031554i,0.0070053-0.033659i,0.0076669-0.028042i,0.0029942-0.013254i,0.00012221-0.00075983i,0.002658+0.0043166i,0.0067474+0.003067i,0.004704-0.0015284i,-0.0024972-0.0042822i,-0.0073055-0.0032406i,-0.0068393-0.0020271i,-0.0049308-0.0058652i,-0.0043496-0.011301i
-0.010655-0.023796i,-0.1401+0.060019i,-0.3273+0.18742i,-0.34615+0.22514i,-0.16106+0.12561i,-0.019702+0.018649i,-0.016661+0.031902i,-0.033284+0.092525i,-0.01731+0.088167i,-0.0058517+0.040784i,-0.008715+0.017688i,-0.013508+0.020241i,-0.015277+0.021077i,-0.012002+0.013168i,-0.0056127+0.0046223i,-0.0046596+0.00042106i,-0.0071105-0.00053661i,-0.0061683+0.0023854i,-0.0037256+0.0071245i,-0.003683+0.0079741i,-0.0041718+0.0051538i,-0.0029727+0.0039491i,-0.0011849+0.0042251i
0.10855+0.036689i,0.19964+0.029747i,0.27739-0.0049298i,0.26077-0.058989i,0.13198-0.10856i,0.02477-0.088841i,0.042865-0.025138i,0.094604-0.0076979i,0.077408-0.014016i,0.034105+0.0039527i,0.017568+0.018055i,0.016671+0.015339i,0.01521+0.0077842i,0.0093794+0.0002673i,0.0036687-0.0014333i,0.0015978+0.0017365i,0.00045463+0.0057128i,0.0020388+0.0058843i,0.0069628+2.8033e-05i,0.0091516-0.0061222i,0.0073386-0.0065503i,0.0056793-0.0012703i,0.0055115+0.0049006i
-0.055435+0.017176i,-0.059034-0.079855i,-0.037171-0.22966i,-0.044484-0.24954i,-0.069074-0.09769i,-0.068793+0.010398i,-0.074679-0.032372i,-0.085849-0.085806i,-0.06037-0.072269i,-0.02142-0.045794i,-0.0057247-0.034877i,-0.0034166-0.031202i,0.00010622-0.02364i,0.0028938-0.010069i,0.0033154-0.0013537i,0.0065967-0.0028025i,0.010012-0.007892i,0.0066024-0.0093055i,-0.00017116-0.006463i,-0.0029751-0.0026381i,-0.0024991-0.0016322i,-0.004674-0.0046067i,-0.0086022-0.0094275i
-0.070124+0.013862i,-0.12832+0.1547i,-0.17516+0.35763i,-0.13341+0.42044i,-0.0092402+0.28318i,0.061478+0.12572i,0.033846+0.081886i,-0.0030335+0.09199i,-0.0048353+0.069413i,-0.0026619+0.025122i,-0.0066532+0.0068388i,-0.0092652+0.014604i,-0.0086509+0.020945i,-0.0041771+0.013777i,-0.0020318+0.0039559i,-0.0058311+0.0016631i,-0.010048+0.0023785i,-0.0086219+0.0029354i,-0.0053527+0.0062548i,-0.0049753+0.0083982i,-0.0052932+0.0073491i,-0.0046199+0.0056359i,-0.0015539+0.0036524i
0.073774-0.089145i,0.13113-0.16251i,0.18518-0.22676i,0.17532-0.25019i,0.076229-0.21661i,0.014857-0.13587i,0.055277-0.053878i,0.091067-0.015374i,0.06255+0.00082232i,0.026039+0.018403i,0.014799+0.02215i,0.014996+0.012866i,0.013077+0.002269i,0.0071972-0.0033657i,0.002852-0.0018978i,0.0021678+0.0037821i,0.0025745+0.0084756i,0.0030639+0.0070372i,0.0029646+0.00087586i,0.0019111-0.0023515i,0.0023049-0.00053046i,0.0059266+0.0033832i,0.010242+0.0066703i
0.020402+0.036322i,-0.017522-0.0228i,-0.10115-0.13698i,-0.17285-0.15429i,-0.17322-0.039381i,-0.12844+0.028989i,-0.10565-0.018026i,-0.093153-0.063161i,-0.06014-0.056823i,-0.026476-0.035077i,-0.012493-0.022334i,-0.011025-0.022539i,-0.0097192-0.020954i,-0.0043444-0.010036i,0.0012715-0.0037658i,0.0047605-0.0069506i,0.0061879-0.011647i,0.0032178-0.011937i,-0.0019207-0.0078839i,-0.0013953-0.0033833i,0.0029374-0.0010989i,0.0018717-0.0014602i,-0.0035156-0.0023944i
-0.037255+0.091634i,-0.0085524+0.23215i,0.066727+0.40692i,0.15084+0.44582i,0.19937+0.28917i,0.16278+0.12563i,0.072694+0.075538i,0.01103+0.071815i,-0.0063172+0.043651i,-0.010197+0.0068113i,-0.011332-0.004254i,-0.0082379+0.0033001i,-0.0053+0.0096312i,-0.0033152+0.0072588i,-0.0033178+0.0022894i,-0.007371+0.0020033i,-0.0098199+0.0034688i,-0.0075372+0.0052698i,-0.0029884+0.0061088i,-0.00078064+0.0031913i,-0.0022149-0.0010151i,-0.0028948-0.0032738i,-0.0023344-0.0038611i
-0.042881-0.1081i,-0.051743-0.20013i,-0.029922-0.28678i,-0.00091663-0.31733i,-0.0048266-0.26994i,0.0012182-0.16812i,0.049119-0.069644i,0.072462-0.014111i,0.047755+0.015913i,0.021573+0.030884i,0.014464+0.025531i,0.014549+0.011045i,0.010925-0.00076566i,0.0046843-0.0046236i,0.0047053-0.0012379i,0.0063582+0.0043369i,0.0043474+0.0089894i,0.0031319+0.0082546i,0.0017947+0.0020328i,-0.001688-0.002257i,-0.0034879-0.0021293i,0.00069935-0.00090913i,0.0060142+0.000277i
0.049409-0.026412i,0.004157-0.060764i,-0.1301-0.097548i,-0.25102-0.067773i,-0.25433+0.026035i,-0.18917+0.059112i,-0.13795+0.0085432i,-0.097279-0.034107i,-0.050839-0.033891i,-0.016112-0.016739i,-0.0029354-0.0058391i,-0.0026359-0.004297i,-0.0026251-0.0032968i,0.00055346-0.0011935i,0.0016503-0.0015301i,0.0024634-0.0060195i,0.0041044-0.0094162i,0.0034658-0.0082025i,0.0017214-0.0049733i,0.0020841-0.0015981i,0.0042883+5.1951e-05i,0.0021049+0.00033852i,-0.0042085+0.00058072i
0.056565+0.096278i,0.15509+0.19403i,0.28782+0.28904i,0.35139+0.29324i,0.29746+0.18729i,0.18151+0.081013i,0.070526+0.041959i,0.0091155+0.029538i,-0.0083277+0.0044649i,-0.011622-0.016734i,-0.010241-0.014535i,-0.0055803+4.7161e-05i,0.00055395+0.0098725i,0.002944+0.008355i,-0.0013858+0.0040025i,-0.0050474+0.0034002i,-0.0045399+0.002392i,-0.0015246+0.0010568i,0.0010128+0.0018787i,0.00053623+0.00073742i,-0.0025171-0.001408i,-0.0061369-0.0019989i,-0.0063977-0.0019901i
-0.10084-0.018863i,-0.16738-0.068952i,-0.1764-0.15922i,-0.12719-0.24072i,-0.072247-0.23596i,-0.010824-0.15605i,0.054519-0.073648i,0.07681-0.022433i,0.055855+0.0086875i,0.030126+0.019986i,0.013295+0.014765i,0.003936+0.0060072i,-0.0024533+0.00015118i,-0.0048112-0.00077939i,-0.00094653-0.00014695i,0.0025663+0.0020164i,0.002719+0.0065771i,0.0012801+0.0080648i,-0.0011418+0.005662i,-0.003478+0.0039193i,-0.0039208+0.0035708i,-0.00061291+0.001759i,0.0047033-0.00072004i
-0.004048-0.068931i,-0.05966-0.09106i,-0.17637-0.044858i,-0.25984+0.057556i,-0.23527+0.13217i,-0.1621+0.12032i,-0.10495+0.055536i,-0.061993+0.0059305i,-0.024754-0.0079609i,-0.00097699-0.0038609i,0.0052756-0.0023871i,0.0036097-0.0054125i,0.0021777-0.0044113i,0.0015664-0.00038131i,0.00088667+0.00064457i,0.00096084-0.0024972i,0.00059419-0.0054431i,-0.0011291-0.0051121i,-0.0015252-0.003179i,0.0018046-0.0012076i,0.006538+0.00092883i,0.0072573+0.0025196i,0.0032939+0.0043305i
0.10992+0.019017i,0.24036+0.035605i,0.37302+0.062146i,0.41156+0.082807i,0.32423+0.063984i,0.17837+0.032947i,0.057351+0.023943i,-0.0053501+0.018108i,-0.028734-0.0021799i,-0.033075-0.017254i,-0.022997-0.015248i,-0.0085694-0.0091266i,0.0011918-0.0067111i,0.0021057-0.0059212i,-0.00037828-0.0033594i,-0.0015637-0.00030208i,-0.0015109-0.0017413i,-0.00051855-0.0041472i,0.0011656-0.0047706i,0.0017498-0.0055883i,-0.0002798-0.0066195i,-0.0033693-0.0050782i,-0.0055014-0.0021708i
-0.06156+0.067057i,-0.12278+0.079841i,-0.16943+0.0043938i,-0.16084-0.12128i,-0.09931-0.17893i,-0.018429-0.14426i,0.040777-0.080913i,0.052449-0.030043i,0.035044+0.00080423i,0.016563+0.011446i,0.0064788+0.010001i,0.00020383+0.0057342i,-0.0053326+0.0027704i,-0.0053275+0.00051022i,-0.00039313-0.0020585i,0.002195-0.00071649i,0.00090818+0.0045122i,-0.0010911+0.0060735i,-0.0038994+0.0032066i,-0.0059963+0.001796i,-0.00496+0.0021615i,-0.0018309+0.0012089i,0.0016626-0.0025871i
-0.06524-0.037266i,-0.12835-0.027848i,-0.19322+0.04399i,-0.2166+0.141i,-0.17645+0.17927i,-0.11217+0.13552i,-0.066312+0.066373i,-0.035823+0.021601i,-0.0074432+0.0059581i,0.011271+0.0042069i,0.013436+0.0027426i,0.0083429+0.00048083i,0.0065678+0.0016064i,0.008627+0.003414i,0.00772+0.00087351i,0.0038784-0.0018474i,0.0011493-0.00041318i,7.6797e-05+0.0024456i,-0.00037802+0.0039446i,0.00023223+0.0035652i,0.0042203+0.0019173i,0.006786+0.0020619i,0.00496+0.0024864i
0.077698-0.067689i,0.17406-0.12405i,0.28441-0.1498i,0.32588-0.1138i,0.25151-0.048867i,0.12121-0.0047499i,0.01986+0.013673i,-0.023951+0.014204i,-0.033514+0.0048724i,-0.029974-0.0017358i,-0.019897-0.0022252i,-0.0086889-0.002727i,-0.0024918-0.0053935i,-0.0028395-0.0046075i,-0.0030363-0.00049067i,-0.00013907+0.00085491i,0.0015631-0.0016802i,0.0024974-0.0044945i,0.0036955-0.0062681i,0.0022114-0.0068049i,-0.00077183-0.0057109i,-0.0035471-0.0018854i,-0.0048845+0.0023061i
0.021537+0.068308i,0.0019587+0.10519i,-0.060292+0.070333i,-0.11897-0.039084i,-0.11033-0.12247i,-0.047354-0.12241i,0.0083126-0.079505i,0.027349-0.036484i,0.022713-0.0075704i,0.011651+0.0045262i,0.0025461+0.0087159i,-0.0012623+0.012348i,-0.0034342+0.013177i,-0.0045681+0.0088596i,-0.0038145+0.0036507i,-0.0024711+0.0024267i,-0.00013006+0.0024274i,0.0020388+0.0013586i,0.0016289+0.00099733i,-0.0012046+0.0017482i,-0.0034734+0.002428i,-0.0039821+0.00019383i,-0.0025506-0.004428i
-0.060698+0.033146i,-0.11075+0.076422i,-0.13745+0.14642i,-0.12591+0.20398i,-0.089524+0.19115i,-0.049513+0.1208i,-0.020211+0.05205i,-0.00086624+0.012723i,0.013582-0.0033202i,0.019136-0.007416i,0.014626-0.0070366i,0.010395-0.0050617i,0.011566-0.0024601i,0.012258-0.0015462i,0.0091633-0.0019618i,0.0040266-0.0019478i,9.0358e-05+0.00028995i,-0.0012129+0.0039403i,0.00032815+0.0059143i,0.0036674+0.0062391i,0.006261+0.0044835i,0.0070432+0.0021155i,0.005168+0.00077808i
-0.0031722-0.085178i,0.026518-0.17112i,0.099435-0.22511i,0.16914-0.18797i,0.16067-0.089244i,0.084798-0.0077871i,0.016314+0.023127i,-0.014971+0.020866i,-0.023887+0.010799i,-0.022422+0.0042485i,-0.015446-0.00068103i,-0.010696-0.0056733i,-0.0099294-0.0076939i,-0.0095411-0.0056581i,-0.0064828-0.0017462i,-0.0027784-0.0010773i,-0.0011863-0.0039768i,-0.001118-0.0058057i,-0.00091941-0.0065454i,-0.0003099-0.00615i,-0.00079991-0.0043569i,-0.0010578-0.00064956i,-0.00027009+0.004139i
0.057596+0.014595i,0.075503+0.03743i,0.023467+0.035553i,-0.066333-0.016156i,-0.094192-0.072497i,-0.051797-0.080726i,-0.0076293-0.055137i,0.0063481-0.026508i,0.0026202-0.0075195i,-0.0026897+0.00056706i,-0.0023688+0.0029526i,-0.00025748+0.0051764i,-0.00085346+0.0085668i,-0.0018624+0.0083403i,-0.0020014+0.0059886i,-0.00087541+0.0043542i,-0.0001559+0.0012527i,-0.0021231-0.0029913i,-0.0041788-0.0041136i,-0.0059687-0.0019968i,-0.0067082-0.00015646i,-0.0058017+8.1092e-05i,-0.0042132-0.0018003i
-0.0069217+0.057623i,-0.019932+0.11969i,-0.025392+0.1762i,-0.019088+0.19677i,-0.012225+0.15833i,-0.0026709+0.084329i,0.0064707+0.027445i,0.0079022-0.00091658i,0.0075345-0.013356i,0.0079503-0.015358i,0.0065986-0.012413i,0.0063137-0.010277i,0.0084944-0.0086509i,0.010985-0.008005i,0.0086486-0.0074288i,0.003106-0.0034677i,4.0283e-05+0.0027257i,-0.0006486+0.0070124i,0.0014935+0.0074507i,0.0037552+0.0057333i,0.0044781+0.0026154i,0.0043911-0.0007837i,0.0026177-0.0022845i
-0.053002-0.038191i,-0.076582-0.10083i,-0.043525-0.16608i,0.037993-0.16745i,0.084757-0.090117i,0.0611-0.010658i,0.016522+0.020559i,-0.0073082+0.01906i,-0.012484+0.011477i,-0.0096229+0.0079421i,-0.0067266+0.0052788i,-0.0081761+0.0022893i,-0.011413+0.0010656i,-0.010075+0.0026525i,-0.0054258+0.0037001i,-0.0020628+0.0019656i,-0.00016885+0.00021442i,0.00045061+0.00060721i,-0.00053886-0.00015827i,-0.0011282-0.0020106i,-0.00087405-0.0021193i,0.00089494-0.00051436i,0.0035202+0.0023505i
0.037233-0.029522i,0.055915-0.036322i,0.027902-0.026061i,-0.04408-0.025636i,-0.081683-0.04341i,-0.06006-0.047335i,-0.02756-0.032362i,-0.0080816-0.01287i,0.00032806+0.0026443i,0.0010168+0.0095109i,0.0015338+0.0098393i,0.0042768+0.0093113i,0.0045668+0.0082964i,0.00095376+0.0068386i,0.00036161+0.0054093i,0.0030653+0.0023513i,0.0031031-0.0032039i,0.00057566-0.007272i,-0.0024006-0.005702i,-0.0040239-0.0021186i,-0.0054233+0.00051526i,-0.0057238+0.0023684i,-0.0046056+0.0012752i
0.030217+0.034406i,0.056054+0.082502i,0.069136+0.13293i,0.059463+0.14883i,0.03063+0.11079i,0.010085+0.047046i,0.0064147+0.004389i,0.0071931-0.0079683i,0.0068788-0.0088615i,0.0035278-0.0069036i,-0.00042708-0.0048507i,0.0001796-0.0062628i,0.0053273-0.0095023i,0.0079183-0.012195i,0.005549-0.011272i,0.0015631-0.0065372i,0.00019085-0.0012929i,0.0019837+0.0021861i,0.004026+0.0026906i,0.0046232+0.0023039i,0.0041371+0.0015607i,0.0027997+0.00080372i,0.00065496+0.00049037i
-0.042323+0.013274i,-0.083667-0.0091408i,-0.089441-0.062861i,-0.032405-0.099278i,0.027849-0.072188i,0.034792-0.017986i,0.01434+0.011099i,0.00084652+0.014515i,-0.0024608+0.0086134i,-0.00089004+0.0023995i,-0.00025331+0.00089632i,-0.0022424+0.0044448i,-0.0047139+0.0077575i,-0.0046787+0.0078743i,-0.0030937+0.0055656i,-0.0015994+0.0035627i,0.00035826+0.0034553i,0.002284+0.0024746i,0.0031016+0.00011301i,0.0026682-0.0016934i,0.00225-0.0023164i,0.0026926-0.0015562i,0.0039122-0.00034949i
