-0.0066584+0.0013609i,-0.0046415+0.0022791i,-0.0048707+0.0036896i,-0.0035067+0.0048071i,-0.00097538+0.0035232i,0.00079091+0.0026011i,8.5395e-05+0.0022824i,-0.00098009+0.0018674i,-0.00052976+0.0020546i,0.00061213+0.0018163i,0.0017307+0.00051057i,0.0012899-0.00042912i,0.00047322-0.00071664i,-0.00093139-0.00109i,-0.0021294-0.00086258i,-0.0016028-0.00048306i,-0.0002579-0.00078448i,0.0011074-0.00076746i,0.0011356-0.00013422i,0.0010166+0.00014163i,0.00059197-1.955e-06i,-0.0002798-0.00027274i,0.00018475-0.00055976i
0.048536-0.0096394i,0.12345-0.012896i,0.24097-0.0062271i,0.30342-0.0055042i,0.21012+0.0005315i,0.077785+0.033532i,0.053504+0.048002i,0.072164+0.013959i,0.038408-0.0079964i,-0.002897+0.0071974i,-0.0097824+0.016336i,-0.0017134+0.0063211i,0.0033526-0.0077357i,-0.0034498-0.016335i,-0.012617-0.015883i,-0.014387-0.014301i,-0.010836-0.013539i,-0.005587-0.008962i,-0.0081496-0.0048936i,-0.019796-0.00056124i,-0.025836+0.0049664i,-0.019766+0.006962i,-0.010926+0.0065061i
-0.027693+0.0090477i,-0.092976-0.030176i,-0.22594-0.076207i,-0.34732-0.033763i,-0.31576+0.079816i,-0.14999+0.11322i,-0.039217+0.033995i,-0.028527-0.013795i,-0.012384+0.0038831i,0.019714+0.0050153i,0.025525-0.011911i,0.01161-0.014528i,-0.0049029-0.0012541i,-0.011333+0.019059i,-0.007435+0.030168i,-0.0030505+0.02435i,-0.0027374+0.0095784i,-0.0032363-0.0027173i,0.0022439-0.011821i,0.0090474-0.0241i,0.010362-0.034344i,0.0072785-0.029936i,0.0025398-0.01502i
-0.014687+0.0084496i,-0.0011379+0.058688i,0.05775+0.11875i,0.1587+0.089951i,0.22288-0.041605i,0.16456-0.11763i,0.058686-0.069291i,0.0046571-0.015016i,-0.011964-0.014126i,-0.022068-0.016327i,-0.019223-0.0053721i,-0.0067718+0.00042977i,0.0066206-0.0014098i,0.018667-0.0091346i,0.02211-0.015152i,0.018728-0.0088012i,0.014672+0.0020057i,0.0079305+0.0052397i,0.0022121+0.0087262i,0.0066364+0.017337i,0.013003+0.023765i,0.011151+0.022986i,0.007671+0.016764i
0.034272-0.024556i,0.082256-0.051348i,0.13896-0.079494i,0.14594-0.084656i,0.076568-0.051848i,0.0083751-0.0092658i,0.01162+0.014562i,0.030208+0.011163i,0.0085235+0.0087829i,-0.013364+0.021064i,-0.011939+0.02273i,-0.0015622+0.010866i,0.0056871-0.0011475i,0.0019603-0.0095353i,-0.0069657-0.014913i,-0.013388-0.018765i,-0.013478-0.017033i,-0.0076228-0.010481i,-0.0078704-0.007402i,-0.022206-0.0055059i,-0.034688+0.00064276i,-0.02802+0.0054744i,-0.012479+0.002392i
-0.019287+0.020347i,-0.095692+0.0047996i,-0.24024-0.028004i,-0.36615-0.0016724i,-0.33735+0.084835i,-0.17754+0.090336i,-0.068277+0.010948i,-0.038593-0.017425i,-0.0013068+0.0041037i,0.034678+0.00063307i,0.031364-0.018681i,0.0058177-0.02015i,-0.013416-0.0043816i,-0.016726+0.01227i,-0.0098204+0.019579i,-0.0035587+0.014358i,-0.0027734+0.0025434i,-0.0042513-0.0055822i,-0.00028918-0.0093469i,0.0093085-0.015774i,0.01763-0.023995i,0.018107-0.026023i,0.010351-0.020141i
-0.0086739+0.014798i,0.045593+0.063496i,0.18803+0.13212i,0.34109+0.10089i,0.34175-0.040086i,0.19002-0.10688i,0.047678-0.058676i,-0.002693-0.017491i,-0.0074165-0.019693i,-0.013072-0.019283i,-0.018509-0.0082549i,-0.017545-0.00058949i,-0.010461-0.001879i,-0.0026675-0.0095644i,-0.0007065-0.010547i,-0.00010248+0.0003522i,0.0004357+0.01201i,-0.0025184+0.016921i,-0.0040206+0.021736i,0.0016986+0.030248i,0.0074243+0.034367i,0.0056531+0.02945i,0.0019556+0.020918i
0.014572-0.038647i,0.012358-0.086945i,-0.022841-0.12681i,-0.07218-0.11083i,-0.095998-0.044139i,-0.07907+0.028008i,-0.024861+0.06573i,0.013323+0.058737i,0.0082133+0.03627i,-0.0046494+0.02356i,-0.0049003+0.018033i,0.00053425+0.012343i,0.0026258+0.0027503i,-0.001912-0.0040986i,-0.0071675-0.006002i,-0.0074418-0.0080855i,-0.0022741-0.0076141i,0.0067531-0.0043243i,0.0083733-0.0072469i,-0.0064323-0.014133i,-0.022525-0.013887i,-0.021244-0.0087219i,-0.010226-0.0061857i
0.00014585+0.02688i,-0.047448+0.032146i,-0.164+0.017475i,-0.27331+0.041803i,-0.24419+0.10157i,-0.116+0.086991i,-0.031382+0.013644i,-0.0055923-0.015992i,0.010857-0.011895i,0.019343-0.019231i,0.016034-0.025704i,0.0075703-0.019355i,-0.0010996-0.0058938i,-0.0043136+0.0076334i,-0.00094706+0.014721i,0.0037266+0.012542i,0.005033+0.0030769i,0.0024565-0.0069906i,0.0025258-0.011227i,0.013803-0.012697i,0.028676-0.018017i,0.029115-0.021656i,0.015742-0.016654i
0.0031148+0.014917i,0.074397+0.057648i,0.2551+0.098851i,0.415+0.053171i,0.37522-0.052419i,0.19543-0.090351i,0.056748-0.05509i,0.005409-0.038008i,-0.015434-0.043502i,-0.030836-0.029456i,-0.029845-0.003244i,-0.014449+0.011115i,0.00053764+0.011432i,0.0068525+0.0072528i,0.0054544+0.0048887i,-0.00015219+0.0075328i,-0.0058821+0.012249i,-0.010071+0.015299i,-0.01026+0.020371i,-0.0066013+0.030522i,-0.0055389+0.035826i,-0.0087185+0.031674i,-0.0092812+0.024839i
-0.0073619-0.041199i,-0.065929-0.093827i,-0.16644-0.12806i,-0.23915-0.10391i,-0.21636-0.028296i,-0.1168+0.05209i,-0.02817+0.083619i,0.0025318+0.067927i,0.0018979+0.045948i,0.0020855+0.033658i,0.0049333+0.025038i,0.0065822+0.01622i,0.0061358+0.0097137i,0.0060884+0.0056076i,0.0060282-0.00036811i,0.0060782-0.0084614i,0.0081889-0.010338i,0.014026-0.0080184i,0.015059-0.013521i,-0.000596-0.025256i,-0.019074-0.028494i,-0.018106-0.020142i,-0.0051766-0.012716i
0.018073+0.02786i,0.015486+0.037145i,-0.042633+0.04747i,-0.10275+0.080151i,-0.07359+0.092332i,-0.0041736+0.037151i,0.022561-0.027684i,0.01935-0.030213i,0.01841-0.0042106i,0.020149+0.00074914i,0.01783-0.013616i,0.0068267-0.025297i,-0.0058928-0.020434i,-0.010067-0.0086169i,-0.0072467-0.00097343i,-0.0010765+0.00090268i,0.0021086-0.0052947i,-0.003909-0.013091i,-0.008361-0.012864i,0.0034125-0.0076487i,0.021567-0.0060941i,0.02586-0.0084106i,0.016845-0.0080298i
-0.0025848+0.020018i,0.072218+0.054195i,0.24117+0.06547i,0.36896+0.0029007i,0.30695-0.083491i,0.13645-0.10463i,0.024129-0.069023i,-0.011737-0.039728i,-0.021999-0.017964i,-0.021343+0.0044251i,-0.014708+0.011575i,-0.0090249+0.0070452i,-0.0041795+0.0010894i,-0.0013297-0.0031262i,-0.003432-0.0031698i,-0.0090238+0.0025141i,-0.014013+0.010658i,-0.015809+0.017142i,-0.014533+0.024783i,-0.012941+0.032516i,-0.014428+0.032804i,-0.017335+0.027228i,-0.016125+0.020373i
-0.028934-0.04217i,-0.12152-0.080994i,-0.27081-0.10407i,-0.36455-0.07225i,-0.30744+0.008041i,-0.1653+0.079832i,-0.061493+0.10142i,-0.018211+0.082289i,0.00301+0.05269i,0.017789+0.027135i,0.019781+0.012885i,0.012013+0.0080112i,0.0069038+0.0053108i,0.0086256+0.0010141i,0.011104-0.004897i,0.011094-0.010812i,0.012872-0.010247i,0.020252-0.0064386i,0.024063-0.013407i,0.012737-0.026663i,-0.0017847-0.030363i,-0.0026228-0.023925i,0.0042577-0.015901i
0.038113+0.013725i,0.071211+0.023224i,0.084589+0.041465i,0.0794+0.074753i,0.07722+0.076818i,0.078529+0.01264i,0.064969-0.045013i,0.047652-0.044541i,0.034398-0.034931i,0.019781-0.037904i,0.0079431-0.036927i,-0.0014395-0.028985i,-0.0077663-0.017792i,-0.0095276-0.008612i,-0.0084275-0.0028228i,-0.0044624-0.00038785i,-0.0029967-0.0056097i,-0.0080392-0.011464i,-0.0114-0.0078136i,-0.0018158+0.0022133i,0.015575+0.0083324i,0.022335+0.0058056i,0.015344+0.0018587i
-0.0090874+0.024479i,0.045709+0.046786i,0.17208+0.041299i,0.25901-0.030217i,0.18859-0.11076i,0.05059-0.1084i,-0.01346-0.066127i,-0.018119-0.046862i,-0.018936-0.033982i,-0.022702-0.017095i,-0.02397-0.0013781i,-0.018196+0.010828i,-0.0097478+0.013919i,-0.0065558+0.013522i,-0.0082731+0.013203i,-0.012185+0.013159i,-0.015405+0.015384i,-0.014204+0.019243i,-0.010182+0.022835i,-0.010432+0.022544i,-0.016954+0.018773i,-0.021991+0.013621i,-0.018804+0.0077073i
-0.038296-0.036059i,-0.14105-0.063526i,-0.30963-0.063032i,-0.40456-0.0092171i,-0.31761+0.071909i,-0.16737+0.12258i,-0.075376+0.12156i,-0.029034+0.084808i,0.00041392+0.041993i,0.012011+0.013852i,0.0096904+0.0056525i,0.0061323+0.0077822i,0.0050685+0.0084899i,0.0050533+0.005315i,0.007371-6.04e-06i,0.010391-0.0040659i,0.014432-0.0039355i,0.020184-0.006014i,0.022443-0.01754i,0.01713-0.031288i,0.0084361-0.033616i,0.0048318-0.024293i,0.0056259-0.01542i
0.053084+0.0084629i,0.1251+0.0098213i,0.19924+0.017626i,0.22814+0.044333i,0.20352+0.049711i,0.15927-0.0038267i,0.10715-0.048777i,0.055736-0.043659i,0.015989-0.030649i,-0.0082296-0.025196i,-0.011938-0.023601i,-0.0077148-0.025404i,-0.0081792-0.021789i,-0.00988-0.014061i,-0.0093291-0.0071437i,-0.0066732-0.0027534i,-0.0067845-0.004692i,-0.012986-0.0093482i,-0.019784-0.0043315i,-0.014196+0.0092686i,0.0018052+0.017575i,0.0096113+0.016953i,0.0065729+0.013538i
-0.016058+0.030417i,0.0056313+0.057339i,0.079444+0.037158i,0.12599-0.05592i,0.065777-0.13328i,-0.016735-0.1149i,-0.036174-0.063438i,-0.033888-0.035605i,-0.040755-0.0080018i,-0.036601+0.017169i,-0.021349+0.024111i,-0.0077246+0.019694i,-0.0010527+0.013628i,0.00027848+0.012772i,-0.00095971+0.01293i,-0.0041105+0.010625i,-0.0073329+0.010554i,-0.0067371+0.01576i,-0.0041545+0.02117i,-0.0076862+0.019412i,-0.014427+0.011464i,-0.016628+0.0038475i,-0.012986-0.00081809i
-0.043198-0.036112i,-0.14648-0.055748i,-0.29803-0.028617i,-0.3675+0.049758i,-0.28035+0.11858i,-0.15091+0.14307i,-0.077007+0.12885i,-0.032358+0.092273i,0.0032401+0.056535i,0.022173+0.034286i,0.025347+0.022017i,0.019291+0.013557i,0.014283+0.0083533i,0.014097+0.0041908i,0.016466-0.0023746i,0.01804-0.006482i,0.019039-0.0063752i,0.021406-0.008905i,0.024166-0.018064i,0.02335-0.026917i,0.01779-0.025472i,0.012702-0.016999i,0.0098013-0.0098352i
0.061327-0.0047659i,0.1561-0.018315i,0.2539-0.023035i,0.29362+0.0040506i,0.26504+0.019819i,0.20199-0.01595i,0.13279-0.04473i,0.074086-0.033971i,0.034858-0.020287i,0.011815-0.015862i,0.00068163-0.017677i,-0.0056662-0.022641i,-0.010057-0.020611i,-0.012096-0.014469i,-0.011272-0.0090064i,-0.0085779-0.0063702i,-0.0074919-0.0084762i,-0.011998-0.0089028i,-0.017955-0.00050264i,-0.014746+0.012095i,-0.0042663+0.018761i,0.0026902+0.017183i,0.0035249+0.013591i
-0.020209+0.043867i,-0.020714+0.078584i,0.0065562+0.049067i,0.013289-0.064316i,-0.030603-0.14495i,-0.06081-0.12369i,-0.043262-0.071972i,-0.024542-0.039205i,-0.018529-0.0089813i,-0.010195+0.0092751i,-0.0069763+0.012056i,-0.0074481+0.013758i,-0.0062555+0.01411i,-0.004787+0.012465i,-0.0040831+0.010833i,-0.0059506+0.0095134i,-0.0077359+0.0096282i,-0.0042744+0.012137i,0.001607+0.012522i,0.00086811+0.0059692i,-0.0056488-0.0040867i,-0.0088156-0.010451i,-0.0057593-0.012434i
-0.045816-0.030434i,-0.13729-0.042271i,-0.25339+0.0037788i,-0.28962+0.094605i,-0.21308+0.14888i,-0.12312+0.14033i,-0.074123+0.10676i,-0.02919+0.067404i,0.012594+0.028677i,0.02865+0.0028685i,0.024142-0.0056487i,0.014919-0.002569i,0.010261-0.00017732i,0.0091593-0.0042215i,0.0088138-0.0092172i,0.0084216-0.0094898i,0.0084871-0.0061685i,0.011396-0.0072557i,0.015554-0.015803i,0.017614-0.021693i,0.015809-0.018399i,0.010506-0.01131i,0.0049517-0.0076249i
0.062203-0.014219i,0.16034-0.042733i,0.26557-0.066238i,0.3046-0.047433i,0.26296-0.014931i,0.19462-0.020936i,0.12744-0.038774i,0.066098-0.038016i,0.023411-0.037849i,8.2821e-05-0.039245i,-0.0090783-0.034064i,-0.01092-0.027163i,-0.011671-0.020434i,-0.012249-0.014007i,-0.013122-0.0087338i,-0.01192-0.0054439i,-0.010808-0.0051375i,-0.014286-0.0043345i,-0.021185+0.0023214i,-0.023673+0.011652i,-0.017813+0.017283i,-0.010486+0.016778i,-0.0081964+0.014353i
-0.022606+0.047338i,-0.038922+0.08969i,-0.047112+0.071061i,-0.061034-0.039059i,-0.086004-0.13101i,-0.084508-0.11568i,-0.049373-0.066203i,-0.030166-0.039479i,-0.029563-0.016784i,-0.023251-0.00053976i,-0.014814+0.0071911i,-0.006638+0.012719i,-0.0020987+0.014855i,-0.0032318+0.017038i,-0.0043506+0.018542i,-0.0045811+0.015526i,-0.003463+0.012257i,-0.00035304+0.010655i,0.00075011+0.0081732i,-0.0012863+0.0023889i,-0.0027626-0.0057879i,-0.00077948-0.010452i,0.0018086-0.010567i
-0.043521-0.03075i,-0.11788-0.039906i,-0.20377+0.010817i,-0.21942+0.11201i,-0.15386+0.1657i,-0.10139+0.1351i,-0.07867+0.09072i,-0.039319+0.059738i,-0.0021354+0.031932i,0.0087879+0.015107i,0.0092322+0.0081086i,0.0093998+0.0042841i,0.0087557+0.0025719i,0.0074691+0.00014207i,0.0077741-0.0026782i,0.0093532-0.0024635i,0.0091837-0.0017738i,0.0086472-0.0027914i,0.0097848-0.0065503i,0.012261-0.0075658i,0.012045-0.0032227i,0.0068975+0.00045236i,0.00052877+0.0016521i
0.064245-0.021159i,0.15629-0.05922i,0.25194-0.10142i,0.27498-0.097414i,0.22337-0.045088i,0.16441-0.011881i,0.1096-0.010892i,0.052583-0.0094723i,0.010528-0.0056952i,-0.010963-0.0046506i,-0.015114-0.0068045i,-0.013408-0.011715i,-0.013509-0.013257i,-0.011526-0.0090965i,-0.008158-0.0036704i,-0.0045896-0.0018895i,-0.0026218-0.0034747i,-0.004002-0.0022173i,-0.007712+0.0045656i,-0.010946+0.0093501i,-0.011253+0.01109i,-0.0081267+0.012595i,-0.0045818+0.012877i
-0.017369+0.054386i,-0.040403+0.10509i,-0.060404+0.10016i,-0.075812-0.0040895i,-0.084084-0.10411i,-0.067322-0.098195i,-0.032498-0.05112i,-0.016289-0.023475i,-0.01824+0.00034977i,-0.015487+0.016971i,-0.0089353+0.019608i,-0.0034022+0.01777i,-0.00035682+0.015162i,-0.00020372+0.01267i,-0.00014747+0.011239i,0.00058689+0.0098004i,0.0017364+0.0060559i,0.0035208+0.0013625i,0.0061516-0.0018839i,0.0063711-0.0060508i,0.0064093-0.010303i,0.0098875-0.01198i,0.012505-0.010382i
-0.040758-0.031622i,-0.10412-0.046297i,-0.16819+0.0043081i,-0.16662+0.11062i,-0.11107+0.15687i,-0.077582+0.11222i,-0.064233+0.064253i,-0.029614+0.042012i,0.0055761+0.022973i,0.017445+0.0095812i,0.016052+0.003174i,0.012191-0.00038221i,0.011366-0.0015795i,0.011634-0.0047898i,0.010131-0.009511i,0.00656-0.010145i,0.0018822-0.0069616i,-0.00038568-0.0034862i,0.0024241-0.0017982i,0.0077989+0.00068357i,0.0084045+0.003355i,0.0025989+0.0029104i,-0.0020731+0.0014028i
0.054875-0.024551i,0.13925-0.068542i,0.21424-0.12259i,0.21833-0.12643i,0.17164-0.064992i,0.13087-0.011106i,0.092998-0.0030148i,0.048441-0.0075301i,0.020369-0.0082072i,0.010142-0.011168i,0.003637-0.014107i,-0.0032173-0.014375i,-0.0071903-0.012145i,-0.0056371-0.0080097i,-0.0040697-0.0052992i,-0.0039666-0.0052622i,-0.004022-0.0045627i,-0.0028363-0.0021677i,-0.0027058+0.00025054i,-0.0067251-0.00057295i,-0.0097641-0.0023944i,-0.0081176-0.0011529i,-0.0045807+0.00089746i
-0.012273+0.05624i,-0.036157+0.1184i,-0.057004+0.13071i,-0.06622+0.038727i,-0.061691-0.061175i,-0.037348-0.073042i,-0.0045525-0.044776i,0.0071906-0.028925i,0.0042185-0.016741i,0.0041589-0.0069993i,0.0034477-0.00086533i,0.0022869+0.0052958i,0.0010455+0.009223i,-0.0023771+0.010497i,-0.0044058+0.0099557i,-0.0028032+0.0091042i,-9.7299e-05+0.0054803i,0.0017757-0.0022156i,-0.000457-0.0089788i,-0.0033297-0.010329i,0.00016757-0.0090761i,0.0069101-0.0095259i,0.0087938-0.00937i
-0.039453-0.029483i,-0.097209-0.047866i,-0.14525-0.0075973i,-0.1334+0.086741i,-0.092871+0.12213i,-0.073044+0.073721i,-0.061514+0.032197i,-0.031074+0.018388i,-0.0019089+0.0041107i,0.007054-0.0059328i,0.0078297-0.0084961i,0.0061557-0.008218i,0.0034333-0.0056508i,0.0014283-0.0045174i,0.00021941-0.0052098i,-0.0014777-0.003884i,-0.0042881+1.9153e-05i,-0.006233+0.0047287i,-0.0051321+0.0078501i,-0.0013057+0.010904i,-0.0012004+0.011418i,-0.0077864+0.0072952i,-0.011766+0.0035144i
0.054448-0.026009i,0.12871-0.075859i,0.18888-0.13604i,0.17781-0.14604i,0.12338-0.082818i,0.081945-0.011962i,0.051257+0.0084396i,0.018837+0.0028687i,-0.0030958-0.0020964i,-0.0096443-0.0070649i,-0.0096409-0.010183i,-0.0093143-0.011034i,-0.010025-0.0092707i,-0.0080449-0.0044344i,-0.0038303+0.00087517i,-0.0012405+0.0027846i,0.0016136+0.0016389i,0.0046603+0.0019035i,0.005624+0.001185i,0.0028189-0.0036696i,-0.0017342-0.0057146i,-0.0023395-0.00097882i,-0.00090934+0.0035543i
-0.011001+0.057333i,-0.026545+0.12695i,-0.040136+0.15817i,-0.038896+0.090272i,-0.02168-0.0081282i,-0.0036913-0.039435i,0.0095273-0.026115i,0.0090003-0.015049i,-0.0033338-0.0059159i,-0.010417+0.0018684i,-0.010098+0.0059801i,-0.0062178+0.0090555i,-0.0025983+0.0094175i,-0.0033754+0.0070688i,-0.0040814+0.0054761i,-0.00040496+0.0056524i,0.0034825+0.0021834i,0.0027902-0.0056778i,-0.0027604-0.010578i,-0.0068306-0.0076929i,-0.0021467-0.0017124i,0.005767+0.00071661i,0.0084734+0.00084794i
-0.043442-0.029801i,-0.098521-0.050167i,-0.14316-0.025511i,-0.13435+0.050938i,-0.094648+0.087075i,-0.068636+0.045183i,-0.055922+0.011073i,-0.034314+0.010093i,-0.013636+0.0074909i,-0.0069495+0.0043321i,-0.0040629+0.0020527i,-0.0014043-0.0011638i,0.0019731-0.00048436i,0.0050541-0.00079271i,0.0040508-0.0040847i,-5.0083e-05-0.0056957i,-0.0043904-0.0022828i,-0.007422+0.0063628i,-0.0053744+0.016468i,0.00049335+0.02104i,0.00097744+0.016707i,-0.0046672+0.0087941i,-0.0082319+0.0040875i
0.046402-0.027028i,0.1129-0.073636i,0.16664-0.13216i,0.15114-0.14662i,0.091492-0.078776i,0.053723+0.0014432i,0.034376+0.021742i,0.011465+0.014694i,-0.0021612+0.013039i,-0.0039649+0.0098931i,-0.0034607+0.00281i,-0.0031114-0.0023913i,-0.0032573-0.0041605i,-0.00046954-0.0021907i,0.003367+0.0012319i,0.0044253+0.0020618i,0.0058053+0.0011642i,0.010226+0.00015102i,0.015361-0.0036743i,0.015514-0.010592i,0.010699-0.013978i,0.0080817-0.010544i,0.0068461-0.0053928i
-0.0054982+0.054057i,-0.017572+0.12461i,-0.023527+0.17022i,-0.0099153+0.12337i,0.012896+0.028534i,0.028487-0.012732i,0.036399-0.0071187i,0.033082-0.0046172i,0.020833-0.0026601i,0.0097113+0.001907i,0.0041866+0.0058291i,0.0017541+0.0079196i,-0.00091147+0.0058971i,-0.0038979+0.0020682i,-0.0040616+6.261e-05i,-0.00096593-0.00092933i,0.0012191-0.0035186i,-0.0002395-0.0090686i,-0.005991-0.013683i,-0.011187-0.010483i,-0.00749-0.0040883i,0.00010662-0.001936i,0.0033388-0.0019693i
-0.040369-0.026145i,-0.093055-0.053282i,-0.13868-0.045901i,-0.13589+0.010096i,-0.097197+0.035438i,-0.066823+0.0020029i,-0.049604-0.015976i,-0.025561-0.0083903i,-0.002728-0.0063869i,0.0063458-0.0067621i,0.0070098-0.005326i,0.0052756-0.0042631i,0.0044129-0.0014928i,0.002216+0.00099416i,-0.0015345-0.00091096i,-0.0062368-0.0040489i,-0.010665-0.0017382i,-0.01173+0.0078663i,-0.0076512+0.018273i,-0.001968+0.021592i,-0.0026404+0.015697i,-0.0087432+0.0063108i,-0.011004+0.00062862i
0.044306-0.026799i,0.10684-0.069487i,0.15596-0.12441i,0.13594-0.13745i,0.073036-0.071617i,0.028869+0.0042343i,0.010512+0.021664i,-0.00070613+0.011138i,-0.0037772+0.0049569i,0.0018644-0.00015072i,0.0038398-0.004814i,0.0015911-0.0068527i,-0.00021692-0.0065001i,0.00018026-0.0023108i,0.0017241+0.0042379i,0.0024795+0.0073426i,0.0042519+0.0046061i,0.010302-0.00029056i,0.016182-0.0079889i,0.016688-0.017255i,0.012953-0.01783i,0.0094113-0.0098454i,0.0072102-0.0038642i
-0.0042483+0.050965i,-0.013948+0.12515i,-0.015944+0.18179i,0.0035108+0.15129i,0.029695+0.066424i,0.043038+0.014748i,0.043708+0.0044877i,0.03484+0.00081591i,0.020207-0.0030882i,0.0077623-0.0030849i,-0.0001315+9.9746e-05i,-0.0046501+0.0028512i,-0.0068631+0.0029768i,-0.0075089-0.00048736i,-0.0056207-0.0040605i,-0.00058617-0.0035115i,0.002489-0.0032742i,-0.001945-0.0079124i,-0.013279-0.011748i,-0.021418-0.0069306i,-0.017704+0.0011887i,-0.0077537+0.0045759i,-0.0013172+0.0046992i
-0.038562-0.022297i,-0.092908-0.05563i,-0.14023-0.064775i,-0.14116-0.030366i,-0.10767-0.0098653i,-0.070864-0.026475i,-0.046802-0.031079i,-0.029416-0.017407i,-0.014515-0.010045i,-0.0071584-0.0081304i,-0.0032108-0.0066561i,-0.00080447-0.0038289i,0.00061994+0.0015376i,0.0015484+0.004259i,-0.00061025+0.0018482i,-0.0047319-0.00063668i,-0.0080901+0.0026825i,-0.009097+0.011642i,-0.0056591+0.021478i,0.00014126+0.024438i,-7.7125e-05+0.017076i,-0.0058061+0.00711i,-0.0088037+0.0013235i
0.03938-0.024196i,0.1016-0.062359i,0.15251-0.10645i,0.13669-0.11075i,0.073237-0.052075i,0.019733+0.012848i,-0.002513+0.026331i,-0.011482+0.015303i,-0.016048+0.010545i,-0.012012+0.0056452i,-0.0050381-0.00045069i,-0.0009019-0.0047781i,0.00062568-0.0065799i,0.0028749-0.0025403i,0.0055189+0.0046171i,0.0061231+0.0079161i,0.0080415+0.0045028i,0.01316-0.001737i,0.019092-0.0099169i,0.021171-0.017521i,0.018739-0.016541i,0.015114-0.0081695i,0.010688-0.0021927i
0.0018436+0.045715i,-0.0065278+0.11678i,-0.011079+0.17554i,0.0033124+0.15608i,0.031552+0.079947i,0.047854+0.027948i,0.046183+0.01597i,0.036083+0.012244i,0.019553+0.0066385i,0.0041338+0.0049076i,-0.0034073+0.0071991i,-0.0060673+0.0083576i,-0.0073987+0.0054232i,-0.0070491-0.00057993i,-0.0041732-0.005696i,0.00028003-0.0072825i,0.0019538-0.0067329i,-0.003326-0.0074537i,-0.014424-0.0076341i,-0.02337-0.0031249i,-0.020716+0.0020969i,-0.010223+0.0035422i,-0.0021586+0.0028176i
-0.03765-0.02399i,-0.090093-0.058408i,-0.13752-0.083685i,-0.14188-0.066883i,-0.10808-0.043851i,-0.065108-0.045475i,-0.037616-0.04004i,-0.021285-0.022981i,-0.0089908-0.011927i,-0.002488-0.0065668i,0.0012052-0.0030968i,0.0035307+0.00011389i,0.0052759+0.0029335i,0.0047151+0.0049099i,-0.00038629+0.0038504i,-0.0061038+0.00052486i,-0.0086353+0.0013398i,-0.0076117+0.0086529i,-0.0021004+0.017739i,0.0040382+0.019903i,0.0041486+0.01306i,-0.00073456+0.003304i,-0.0043409-0.0027353i
0.034946-0.022653i,0.093587-0.052562i,0.14835-0.08225i,0.13824-0.077851i,0.070906-0.025203i,0.012215+0.025444i,-0.0074226+0.028773i,-0.0091637+0.014042i,-0.0061019+0.0078662i,3.1153e-05+0.0039378i,0.0023964-0.001651i,0.0023322-0.0063355i,0.0025719-0.0084256i,0.0036968-0.0052853i,0.0046461+0.0016756i,0.0050938+0.0046481i,0.0064639+0.0018783i,0.010602-0.0052122i,0.016322-0.014783i,0.020094-0.019493i,0.019575-0.015021i,0.015665-0.0065536i,0.010973-0.0014422i
0.0011996+0.044887i,-0.007962+0.11167i,-0.018241+0.17196i,-0.0055853+0.15869i,0.029337+0.084219i,0.050857+0.032694i,0.047913+0.02243i,0.037872+0.016318i,0.025909+0.0075999i,0.012787+0.0036013i,0.0015583+0.0037993i,-0.0068715+0.0051972i,-0.010177+0.0041359i,-0.0077188-0.0011553i,-0.002396-0.0075551i,0.00098612-0.0096436i,0.0006744-0.0076737i,-0.0045192-0.005591i,-0.015909-0.0041882i,-0.025952-0.0017035i,-0.02427+0.0013796i,-0.013938+0.0025394i,-0.0050506+0.0030443i
-0.033797-0.021116i,-0.082249-0.05846i,-0.12729-0.095282i,-0.13385-0.094276i,-0.099018-0.071781i,-0.057095-0.060833i,-0.033321-0.047115i,-0.018844-0.027839i,-0.0065823-0.016351i,0.00015127-0.011358i,0.0037084-0.0083103i,0.0046383-0.0049584i,0.0032977+0.0017914i,0.00052645+0.0080036i,-0.0033911+0.0081267i,-0.0069943+0.0059956i,-0.0076832+0.0057095i,-0.0043579+0.0097001i,0.0024189+0.016092i,0.0085744+0.016701i,0.0066291+0.0099757i,-4.4177e-05+0.001211i,-0.0035169-0.0035171i
0.033618-0.024319i,0.089033-0.047897i,0.14428-0.064302i,0.13927-0.0483i,0.072376+0.00096i,0.011223+0.034355i,-0.010237+0.025662i,-0.014105+0.010263i,-0.013865+0.0046865i,-0.0076111+0.00099471i,-0.00026328-0.0034591i,0.0021831-0.0080993i,0.001038-0.010449i,0.0002635-0.0067549i,0.0018386+0.001063i,0.0035901+0.0050243i,0.0058821+0.0014477i,0.0091525-0.0065867i,0.012249-0.015107i,0.015283-0.017413i,0.015603-0.011127i,0.011934-0.0025792i,0.0065655+0.00080963i
-0.00081591+0.038269i,-0.013223+0.098702i,-0.030654+0.15425i,-0.025906+0.1445i,0.0087886+0.079972i,0.038234+0.03575i,0.040847+0.026914i,0.028756+0.021188i,0.013513+0.012446i,0.0019216+0.0084301i,-0.0033599+0.0094213i,-0.0057572+0.009664i,-0.006214+0.0057739i,-0.0051811-0.0021039i,-0.003452-0.0087733i,-0.00020161-0.0096912i,0.00085186-0.005852i,-0.0046341-0.0026878i,-0.015308-0.0013524i,-0.024072+0.00050627i,-0.023452+0.0013806i,-0.014374+0.0017201i,-0.0055709+0.0026971i
