0.00032965-1.7738e-05i,0.00092776-0.00096086i,0.00037628-0.0013194i,-0.0017006-0.0016969i,-0.002171-0.0011636i,-0.00076973+0.00083162i,-0.00014226+0.0016732i,-1.5759e-05+0.0013973i,0.00076706+0.0013876i,0.0012816+0.0011302i,0.00024006+7.9385e-05i,-0.00080094-0.0011888i,-0.0005462-0.001272i,2.6008e-05-0.000933i,0.00038971-0.0011424i,0.00027136+5.796e-06i,8.376e-05+0.00022623i,0.00035758-0.00057558i,0.00033831-0.00041858i,-0.00044306+0.00013545i,-0.0010272+1.9122e-05i,-0.00020155-6.9292e-05i,9.8295e-05-0.00023882i
0.23238-0.09947i,0.35971-0.16984i,0.30354-0.17244i,0.08336-0.062774i,-0.066237+0.051569i,-0.070568+0.056026i,-0.039227+0.0029601i,-0.018286-0.016881i,-0.010273+0.0023819i,-0.00016273+0.024i,0.019037+0.0087979i,0.02544-0.024898i,0.010258-0.039456i,-0.017281-0.029268i,-0.024252-0.01028i,-0.010852-0.0091704i,-0.0087307-0.014839i,-0.012019-0.0042571i,-0.0074289+0.0028132i,-0.00098854-0.0072601i,0.0022698-0.014483i,0.007831-0.0087326i,0.014656+4.0409e-05i
0.29098-0.022167i,0.37359-0.019682i,0.3064-0.026212i,0.1813-0.067616i,0.061176-0.08076i,-0.024687-0.01731i,-0.01603+0.052109i,0.025926+0.047984i,0.014828+0.0016117i,-0.020222-0.010746i,-0.020279+0.01443i,0.0055037+0.032763i,0.022976+0.030983i,0.027088+0.017942i,0.02132+0.0071985i,0.012293+0.012314i,0.0072385+0.022088i,0.00058397+0.015381i,-0.011629+0.0032549i,-0.017549+0.0044402i,-0.0075321+0.012386i,0.0075476+0.01914i,0.012239+0.021438i
-0.20378+0.36334i,-0.24026+0.49435i,-0.12532+0.38163i,-0.0042693+0.15677i,0.018131+0.015603i,0.0023397-0.048863i,-0.023252-0.05335i,-0.016309-0.011244i,0.024724-0.00036915i,0.030957-0.018118i,0.015775-0.011477i,0.01131-0.0063564i,0.0045601-0.021438i,-0.0032615-0.03258i,-0.009692-0.026196i,-0.010597-0.014946i,-0.0089274-0.020365i,-0.014461-0.024113i,-0.016376-0.0081792i,-0.012365+0.0057013i,-0.015416+0.0048875i,-0.027102-0.0018868i,-0.031835-0.0054919i
-0.1326-0.26154i,-0.29393-0.36073i,-0.39117-0.19759i,-0.27658+0.063406i,-0.05698+0.13224i,0.059952+0.063526i,0.053341+0.0065732i,0.010016-0.010431i,0.001996+0.0084962i,0.029019+0.012318i,0.016827-0.014171i,-0.024871-0.018238i,-0.035086-0.00010527i,-0.022608+0.016823i,-0.0079615+0.01994i,-0.0015613+0.01374i,0.003379+0.021653i,0.017205+0.030055i,0.022541+0.017341i,0.010656+0.00050922i,-0.0028643-0.0057213i,-0.0064597-0.0059579i,-0.0013207-0.0044763i
0.011831-0.023353i,0.18981-0.067011i,0.38236-0.1927i,0.3476-0.3051i,0.15541-0.24008i,0.068543-0.069559i,0.095069+0.00445i,0.082721-0.0053408i,0.0075149+0.0013108i,-0.043273+0.035428i,-0.020618+0.05067i,0.025683+0.029958i,0.043217+0.0051839i,0.033411-0.010168i,0.013826-0.015441i,0.0030479-0.012863i,0.0023091-0.013555i,0.00070582-0.010884i,0.0018298+0.0051594i,0.0077232+0.019561i,0.011866+0.016496i,0.014621+0.001748i,0.012766-0.0099932i
0.20877+0.011217i,0.17689+0.048539i,-0.031722+0.10258i,-0.16483+0.13553i,-0.13108+0.10196i,-0.11523+0.034244i,-0.11296+0.022049i,-0.053071+0.020678i,0.0014323-0.006838i,0.023959-0.026437i,0.017882-0.036342i,-0.010324-0.02417i,-0.015729+0.0034659i,0.00033575+0.0076351i,0.0078007-0.0025481i,0.0025096-0.0032676i,-0.0090546+0.0066882i,-0.011971+0.010403i,-0.0029968-0.0032544i,0.0027963-0.012574i,0.0023226-0.00093128i,0.0048097+0.019678i,0.01108+0.030117i
-0.20589+0.13378i,-0.25025+0.2562i,-0.1051+0.31141i,0.059839+0.23107i,0.070903+0.065542i,0.016282-0.05502i,-0.025548-0.074426i,-0.040331-0.024673i,-0.0085777+0.0021843i,0.00071062-0.020062i,-0.024389-0.0090527i,-0.0265+0.030814i,-0.015909+0.044593i,-0.006513+0.03641i,0.0011807+0.018591i,0.0038001+0.0033158i,0.010537-0.0073717i,0.010835-0.018508i,-0.0040915-0.019125i,-0.012148-0.013912i,-0.0073358-0.014414i,-0.0050358-0.017795i,-0.0077273-0.020415i
0.15882-0.097904i,0.16577-0.29513i,-0.012608-0.46432i,-0.20906-0.39941i,-0.17833-0.1706i,-0.017579-0.039648i,0.050966-0.037497i,0.021408-0.042944i,-0.020217-0.0065846i,-0.014164+0.038849i,0.021576+0.021437i,0.021675-0.042139i,-0.0065757-0.065016i,-0.018202-0.038395i,-0.011312-0.0080974i,-0.0063384+0.004078i,-0.013802+0.011633i,-0.018273+0.024853i,-0.0083108+0.027221i,0.0012976+0.01528i,0.00091139+0.0071158i,-0.0042714+0.0058896i,-0.0097402+0.0078661i
-0.13482-0.010179i,-0.1271+0.092882i,0.031365+0.24955i,0.19085+0.27555i,0.17387+0.17992i,0.07169+0.11988i,0.024555+0.08299i,0.010847+0.024145i,-0.0040237-0.019101i,-0.016483-0.033813i,-0.02519-0.017401i,-0.01492+0.012852i,-0.00063294+0.016332i,-0.0023993+0.0038514i,-0.0055469-0.0012853i,-0.0030887-0.0030811i,0.0028192-0.0092483i,0.010485-0.017895i,0.013265-0.02072i,0.012584-0.016881i,0.01195-0.015297i,0.013509-0.017781i,0.018405-0.020911i
0.1148+0.12967i,0.18458+0.18705i,0.17017+0.12107i,0.075953+0.009385i,-0.03123-0.018536i,-0.092711+0.00092439i,-0.08588+0.03234i,-0.017693+0.043192i,0.028812+0.005306i,0.015554-0.010622i,0.0144+0.0089683i,0.033613+0.013229i,0.039388+0.0080138i,0.034784+0.0046932i,0.024039-0.0019559i,0.011984-0.0089041i,0.00050385-0.013778i,-0.010154-0.011669i,-0.014665-0.003966i,-0.018054-0.0028433i,-0.024138-0.0047622i,-0.027205+0.0031775i,-0.024163+0.016004i
-0.17811-0.25016i,-0.35408-0.37244i,-0.42242-0.29756i,-0.29873-0.12414i,-0.10374-0.079394i,0.02798-0.10623i,0.073196-0.094703i,0.055428-0.042328i,0.028558+0.02303i,0.023425+0.038706i,0.00096469+0.0072413i,-0.038148-0.0061919i,-0.048191+0.0033654i,-0.027905+0.010503i,-0.002786+0.01139i,0.011891+0.010727i,0.018866+0.012224i,0.019695+0.010053i,0.013061+0.002778i,0.0080643+0.0024154i,0.010312+0.007478i,0.016749+0.0075173i,0.022814+0.0034913i
0.17393+0.20413i,0.30669+0.27871i,0.33589+0.20296i,0.25123+0.052309i,0.15577-0.013452i,0.086297-0.0015287i,0.021519+0.0084808i,-0.025153+0.017019i,-0.022247+0.017354i,-0.0053558-4.4864e-06i,0.0013239-0.0070519i,0.014579-0.010396i,0.016655-0.020711i,0.0031856-0.020224i,-0.0045094-0.0092799i,-0.0078589+0.001829i,-0.014642+0.0089325i,-0.021411+0.011427i,-0.019301+0.013587i,-0.0084146+0.013658i,-0.0018554+0.0088397i,-0.0067662+0.0020657i,-0.014943-0.0046051i
0.028215-0.10382i,0.078817-0.1952i,0.098179-0.19265i,0.051512-0.064048i,-0.00082365+0.075379i,-0.010934+0.13334i,0.0082008+0.11336i,0.02144+0.043037i,0.0062829-0.018184i,-0.0023318-0.033255i,0.011829-0.027626i,0.024004-0.020301i,0.025448-0.017501i,0.012406-0.016855i,-0.0040233-0.0088493i,-0.0062098-0.0036368i,0.0051988-0.0053691i,0.019525-0.004397i,0.023209-0.0010111i,0.014309+0.002429i,0.0047843+0.0056066i,0.0036452+0.0083389i,0.0099037+0.01349i
-0.22418+0.22508i,-0.39052+0.40754i,-0.44494+0.42218i,-0.35662+0.24526i,-0.23999+0.058143i,-0.14865-0.056255i,-0.083535-0.10642i,-0.043959-0.082304i,-0.014293-0.018507i,-0.0021303+0.022787i,-0.0087343+0.037235i,-0.014237+0.046867i,-0.0072116+0.049056i,0.0076869+0.034143i,0.014974+0.012625i,0.01187-0.00043993i,0.0056325-0.0063071i,0.0028869-0.0077866i,0.0061776-0.004681i,0.011413-0.0034262i,0.013889-0.0095227i,0.0084452-0.021072i,-0.0054812-0.02791i
0.15724-0.29708i,0.30417-0.45823i,0.38545-0.4417i,0.31274-0.293i,0.16653-0.16483i,0.044288-0.073323i,-0.019468+0.01023i,-0.025643+0.052064i,-0.015544+0.039549i,-0.011915+0.016618i,-0.013442+0.0051023i,-0.020345-0.0022479i,-0.026573-0.0011924i,-0.027909+0.0055176i,-0.023295+0.0082753i,-0.013331+0.010513i,-0.0057244+0.012576i,-0.0053379+0.0099728i,-0.0061429+9.1796e-05i,-0.0039093-0.0091602i,-0.0029595-0.0067715i,-0.0024637+0.0056654i,-0.0014305+0.014804i
-0.079853+0.062908i,-0.23547+0.085649i,-0.32975+0.081144i,-0.22574+0.073151i,-0.045978+0.06526i,0.064314+0.033612i,0.08174-0.0089698i,0.03264-0.035157i,-0.020042-0.037994i,-0.03338-0.036073i,-0.0208-0.041815i,-0.0053365-0.047346i,0.0022161-0.038557i,0.0062859-0.017807i,0.010455-0.0021868i,0.0063499-0.002143i,-0.0081778-0.011776i,-0.02115-0.018171i,-0.025564-0.015147i,-0.022345-0.0057855i,-0.013365+0.003326i,-0.0009605+0.0054608i,0.01208-0.00096502i
0.24396+0.12306i,0.44121+0.20088i,0.4502+0.24641i,0.22654+0.21907i,0.004187+0.13479i,-0.086693+0.060633i,-0.083552+0.011926i,-0.038546-0.010872i,0.0096882-0.0043967i,0.035166+0.019551i,0.042158+0.036817i,0.037343+0.036482i,0.027127+0.024853i,0.014846+0.0062074i,0.0025172-0.0072264i,0.00094391-0.0056163i,0.011324+0.004869i,0.019318+0.01372i,0.015893+0.013914i,0.0067437+0.0073038i,-0.0019693-0.0009102i,-0.012478-0.0055792i,-0.019786+0.0025587i
-0.32096-0.04361i,-0.51112-0.16495i,-0.51016-0.327i,-0.331-0.36681i,-0.15097-0.24299i,-0.035096-0.080014i,0.045301+0.017936i,0.081133+0.02711i,0.06+0.0011366i,0.023193-0.010883i,0.0031682-0.0071454i,-0.0037026+0.0083276i,-0.0026805+0.020596i,0.00293+0.021287i,0.0094826+0.016826i,0.014178+0.010391i,0.015438+0.0033294i,0.014771-0.0015805i,0.013709-0.0021052i,0.011488-0.00064788i,0.0083571-0.00028552i,0.0095511-0.0022525i,0.011758-0.0068412i
0.11849+0.0048226i,0.24072+0.14346i,0.31991+0.30108i,0.30618+0.27453i,0.21984+0.09343i,0.10117-0.050288i,0.0060636-0.074671i,-0.036364-0.031876i,-0.044664-0.0058273i,-0.053413-0.0081139i,-0.062315-0.009974i,-0.05814-0.013506i,-0.047923-0.018007i,-0.032614-0.016046i,-0.020236-0.012877i,-0.020086-0.0038828i,-0.021983+0.010561i,-0.016298+0.016485i,-0.0063356+0.013412i,-0.00020687+0.010491i,0.0042984+0.0076546i,0.0093232+0.002555i,0.0093524-0.0052353i
0.0067181-0.18061i,-0.04105-0.33184i,-0.092254-0.37496i,-0.094424-0.21902i,-0.034325-0.018106i,0.027632+0.057028i,0.032835+0.040841i,0.015014+0.012992i,0.02127-0.0017401i,0.043747-0.0090007i,0.055237-0.01703i,0.047385-0.026918i,0.025819-0.028918i,0.0027055-0.018586i,-0.0063437-0.0059348i,-0.00099617-0.0056025i,0.0045099-0.018741i,0.0032512-0.028099i,-0.0015551-0.02276i,-0.0026041-0.010262i,-0.0040454+0.0011926i,-0.0078461+0.010427i,-0.0044619+0.017653i
0.077482+0.24317i,0.061276+0.41166i,-0.024423+0.41912i,-0.10131+0.24754i,-0.095326+0.08577i,-0.028829+0.002512i,0.018063-0.040479i,0.022361-0.045528i,0.012552-0.02444i,0.0028342-0.0090002i,-0.00040737+0.0012334i,0.0084869+0.013225i,0.019267+0.011528i,0.018203-0.0010056i,0.010625-0.004558i,0.0035781+0.0022556i,-0.0038687+0.013739i,-0.0091353+0.023389i,-0.0084365+0.020351i,-0.0051307+0.010072i,-0.0010568+0.0055624i,0.0012821+0.0041229i,-0.0029738+0.0028455i
-0.068979-0.095975i,-0.023657-0.25373i,0.091976-0.35947i,0.13465-0.31188i,0.043789-0.17149i,-0.052776-0.013694i,-0.062191+0.085225i,-0.030875+0.095057i,-0.026356+0.070277i,-0.036105+0.061492i,-0.032039+0.055564i,-0.023405+0.042126i,-0.010734+0.032205i,0.0033245+0.021337i,0.0050618+0.0079773i,0.0022402+0.002275i,0.0055213-0.00020463i,0.0072868-0.0026557i,0.0024813-0.002782i,-0.0027536-0.0030172i,-0.0051117-0.0063338i,-0.0072234-0.012411i,-0.0099827-0.015983i
-0.096224+0.053419i,-0.1659+0.17484i,-0.19636+0.32072i,-0.1221+0.34638i,-0.0055925+0.20616i,0.045649+0.030538i,0.033281-0.063451i,-0.00018504-0.075934i,-0.0042876-0.053644i,0.01856-0.045721i,0.013871-0.050178i,-0.0077051-0.039321i,-0.0092245-0.020197i,0.0019776-0.009104i,0.0080341-0.0078602i,0.00077144-0.011888i,-0.014501-0.01264i,-0.019088-0.0061452i,-0.0076171+0.00047032i,0.0031839+0.0012167i,0.0057988+0.0015995i,0.0081226+0.0059996i,0.013632+0.0077241i
0.12339-0.1406i,0.20484-0.23111i,0.19772-0.27075i,0.084705-0.2215i,-0.016414-0.10608i,-0.039381-0.018614i,-0.031727+0.0066884i,-0.012989+0.004056i,0.0037506-0.019057i,-0.00013433-0.028958i,0.0045759-0.013501i,0.016832-0.0065574i,0.01138-0.0016136i,0.0029025+0.0090642i,0.0044284+0.0091443i,0.013314+0.0014436i,0.025586-0.0056502i,0.031284-0.013089i,0.021467-0.018873i,0.0066328-0.018742i,0.0014662-0.014423i,0.0026067-0.0101i,0.0024484-0.0050776i
-0.025719+0.1011i,-0.10874+0.14879i,-0.17321+0.12017i,-0.13593+0.054351i,-0.031752+0.036868i,0.065787+0.064844i,0.13007+0.071183i,0.13029+0.038695i,0.074859+0.022994i,0.030065+0.034739i,0.016492+0.034967i,0.0091521+0.022747i,0.0038444+0.0074624i,0.00074413-0.0065444i,-0.0035551-0.0043656i,-0.0063832+0.0064414i,-0.01157+0.010211i,-0.021192+0.0086379i,-0.023252+0.0078696i,-0.01714+0.0082297i,-0.013209+0.0099699i,-0.012206+0.012238i,-0.010261+0.011424i
0.036895+0.02576i,0.13802+0.018505i,0.25948-0.0059484i,0.2721-0.034908i,0.13424-0.056507i,-0.045831-0.057307i,-0.13898-0.02612i,-0.11847+0.0076971i,-0.053869+0.010898i,-0.020793-0.0080838i,-0.024409-0.014853i,-0.027709-0.0043791i,-0.024705+0.0058047i,-0.022075+0.012979i,-0.015418+0.014081i,-0.0064913+0.011311i,0.002155+0.012415i,0.0095728+0.013502i,0.0099933+0.008029i,0.0035665+0.0013945i,-0.00037968-0.0020708i,0.0017879-0.0052276i,0.0060688-0.007848i
-0.11726-0.033693i,-0.23818-0.040028i,-0.34506+0.0051959i,-0.34548+0.06432i,-0.2236+0.061464i,-0.081368+0.028005i,-0.0071393+0.017674i,0.010576+0.015915i,-0.0014049+0.00036021i,-0.014978-0.0083249i,-0.0093414-0.012439i,-0.0029095-0.020955i,-0.00056579-0.015698i,0.0095056-0.0047119i,0.014563-0.0051648i,0.0082951-0.011175i,0.00099188-0.018688i,-0.0063562-0.019806i,-0.011019-0.0066829i,-0.0067202+0.0046892i,-0.00089869+0.0031678i,-0.0032058-0.0023635i,-0.0084385-0.0017484i
0.087695-0.037955i,0.17613-0.046674i,0.24031-0.06283i,0.22163-0.1013i,0.13661-0.12187i,0.073312-0.11342i,0.046601-0.10511i,0.023778-0.073494i,0.019289-0.024024i,0.023889+0.0034301i,0.020342+0.013616i,0.016649+0.011734i,0.001845-0.0003394i,-0.020143-0.0023256i,-0.021258+0.0059373i,-0.0066484+0.012545i,0.0053042+0.020946i,0.015254+0.029442i,0.023298+0.024877i,0.023763+0.012513i,0.019949+0.008212i,0.017827+0.0087067i,0.014834+0.0054296i
0.0006094+0.00034914i,-0.042183-0.009622i,-0.089824-0.019763i,-0.082839+0.0031105i,-0.037676+0.064745i,-0.018252+0.11485i,-0.018503+0.12462i,-0.0045928+0.097456i,0.015746+0.051589i,0.021484+0.014859i,0.011503+0.0012316i,0.0051528+0.0042076i,0.013561+0.0042893i,0.021586-0.0040402i,0.016011-0.0095532i,0.0029325-0.010705i,-0.0056682-0.016162i,-0.0081177-0.027555i,-0.0089599-0.032153i,-0.0086697-0.022514i,-0.0079267-0.010208i,-0.0095785-0.0028915i,-0.0079498-0.00043794i
0.0056585+0.074236i,0.03844+0.13459i,0.076981+0.19643i,0.088972+0.21603i,0.05697+0.13555i,0.001114+0.015491i,-0.032412-0.038064i,-0.037541-0.030544i,-0.032648-0.010135i,-0.024821-0.0018431i,-0.019179-0.0062337i,-0.01136-0.0040909i,0.0021233-0.0022569i,0.0068461-0.010311i,0.00022731-0.013877i,-0.0060608-0.0077047i,-0.010779+0.00058767i,-0.013995+0.0062846i,-0.010305+0.0061427i,-0.0056269-0.0019722i,-0.0060873-0.0091364i,-0.0059239-0.0047123i,-0.00041965+0.0056633i
-0.058416-0.044621i,-0.10289-0.12512i,-0.17455-0.22845i,-0.22962-0.261i,-0.17885-0.18198i,-0.071348-0.088803i,-0.0096002-0.049089i,-0.0040598-0.030082i,-0.01356-0.0043357i,-0.006538+0.019022i,0.011261+0.021541i,0.0098102+0.0062106i,-0.0053309+0.0074424i,-0.0049164+0.023074i,0.0068072+0.024098i,0.014958+0.01231i,0.021431+0.00017619i,0.023475-0.010163i,0.012012-0.015861i,-0.0016398-0.011993i,-0.0029422-0.0078782i,-0.00084962-0.012332i,-0.0056924-0.016258i
0.019194-0.01022i,0.079457+0.038283i,0.18342+0.087776i,0.24817+0.070132i,0.21311+0.016344i,0.14381-0.01545i,0.085242-0.026102i,0.040284-0.030717i,0.018472-0.037553i,0.0057079-0.042788i,-0.0060459-0.028577i,-0.0067426-0.008394i,-0.005988-0.0053302i,-0.0092726-0.0072787i,-0.0092698-0.0024483i,-0.0086633+0.0047682i,-0.015551+0.012926i,-0.023102+0.022106i,-0.018595+0.027559i,-0.0065902+0.025498i,0.0018342+0.020228i,0.0073799+0.016771i,0.011577+0.0097035i
0.019519-0.012967i,-0.013185-0.0078169i,-0.043179+0.0040463i,-0.043452+0.013356i,-0.060059+0.039341i,-0.071723+0.088439i,-0.038213+0.11641i,-0.0016702+0.08854i,-0.0061874+0.043527i,-0.028656+0.028062i,-0.029867+0.025208i,-0.015377+0.010233i,-0.0043636-0.0069842i,-0.0019874-0.01264i,-0.0026216-0.0087007i,-0.00033548-0.00594i,0.0067321-0.0052309i,0.01754-0.0024863i,0.020993-0.00048888i,0.010979+0.00011538i,-0.00014914+0.0010922i,-0.0021361+0.0020491i,0.0028825+0.0040344i
-0.0056079+0.040981i,-0.053531+0.064547i,-0.12527+0.11461i,-0.15684+0.16137i,-0.1079+0.11776i,-0.040658+0.007791i,-0.019969-0.06223i,-0.014309-0.050223i,0.014503-0.0020039i,0.049391+0.012434i,0.048252-0.0077615i,0.021498-0.010184i,0.011645+0.0041686i,0.015471+0.0037535i,0.01281-0.0037339i,0.0056404-0.007784i,-0.0015257-0.013833i,-0.009162-0.017981i,-0.010527-0.011741i,-0.0022834-0.0030944i,0.0014275-0.002195i,-0.0080726-0.0018257i,-0.016751+0.0068765i
-0.015205-0.025021i,0.015264-0.12612i,0.048705-0.27046i,0.047115-0.33743i,0.013442-0.26028i,-0.03355-0.12567i,-0.069995-0.028249i,-0.067346+0.009433i,-0.049801-0.013602i,-0.052198-0.036732i,-0.044824-0.019134i,-0.018416-0.001461i,-0.0061389+0.0029899i,-0.0040651+0.011046i,-0.00016325+0.013663i,0.0018243+0.012301i,0.0069999+0.016163i,0.015418+0.017443i,0.018426+0.0069892i,0.014823-0.0058665i,0.012067-0.0088807i,0.012873-0.01073i,0.0074793-0.017463i
0.011412+0.0073646i,0.06382+0.079817i,0.12264+0.18686i,0.13825+0.23005i,0.11831+0.17597i,0.11042+0.097666i,0.11916+0.021668i,0.086683-0.030157i,0.03045-0.013581i,0.0163+0.026292i,0.024666+0.027431i,0.016225+0.0071254i,-0.0010512-0.0082803i,-0.016473-0.014119i,-0.021822-0.010979i,-0.018319-0.0094513i,-0.017148-0.013227i,-0.018728-0.01762i,-0.018221-0.016703i,-0.013621-0.0082093i,-0.0068145+3.4328e-05i,-0.00055588+0.0033922i,0.0056611+0.00087536i
-0.00027856-0.0050187i,-0.031988+0.013901i,-0.056678+0.033169i,-0.038395+0.024511i,-0.026637-0.012533i,-0.064121-0.047932i,-0.099883-0.046827i,-0.073818-0.020532i,-0.0036206-0.019447i,0.0286-0.047714i,0.010832-0.049014i,0.0038532-0.020557i,0.01598-0.0048628i,0.019319-0.0032318i,0.012548-0.0015408i,0.0065213+0.0019994i,0.00025799+0.0091329i,-0.0038524+0.019303i,-0.0024919+0.022663i,-0.0020381+0.013714i,-0.0037587+0.0077385i,-0.00087307+0.012924i,0.0061986+0.018382i
-0.0054131+0.0093387i,-0.074752-0.011026i,-0.18802-0.039575i,-0.24957-0.040318i,-0.18249-0.015368i,-0.0588+0.005905i,0.022375+0.02528i,0.034048+0.030759i,-0.012252+0.028656i,-0.044779+0.045987i,-0.025302+0.051092i,-0.006093+0.032163i,0.00042101+0.01989i,0.012196+0.0082031i,0.017613-0.0072457i,0.01691-0.012028i,0.018746-0.013265i,0.017519-0.01741i,0.007891-0.015235i,-0.0013292-0.0074852i,-0.0037883-0.006078i,-0.007475-0.01148i,-0.017406-0.0086197i
0.01758-0.018202i,0.099661-0.08419i,0.22466-0.17284i,0.27485-0.19349i,0.2072-0.1256i,0.1206-0.074674i,0.058633-0.082104i,0.010004-0.072834i,0.0059153-0.026102i,0.03144-0.0056025i,0.02842-0.014566i,0.0029842-0.012117i,-0.015669+0.002983i,-0.021034+0.018198i,-0.015182+0.024488i,-0.010602+0.019809i,-0.011904+0.016602i,-0.01294+0.017067i,-0.0085329+0.015446i,-0.00067308+0.012586i,0.0018134+0.0076302i,0.0007028+0.00051229i,0.0032339-0.0088574i
-0.0090778+0.028742i,-0.0065024+0.11048i,-0.018988+0.20651i,-0.050455+0.21551i,-0.057256+0.14907i,-0.022388+0.10046i,0.027228+0.077325i,0.055967+0.029603i,0.034024-0.035245i,-0.017086-0.04911i,-0.035135-0.017766i,-0.018616-0.005957i,-0.0057932-0.015985i,-0.00043684-0.020129i,0.0044739-0.01725i,0.0097837-0.012697i,0.014656-0.0098062i,0.019546-0.0090179i,0.020996-0.0081009i,0.015796-0.0064408i,0.010694-0.0026575i,0.010814+0.0010605i,0.01366+0.0019344i
-0.0081871-0.012872i,-0.042848+0.002173i,-0.064606+0.040283i,-0.03499+0.054956i,-0.0074016+0.017421i,-0.013334-0.012764i,-0.0086942-0.0021281i,0.0063906+0.014596i,0.012368+0.031037i,0.023869+0.039166i,0.029623+0.023636i,0.021866+0.011967i,0.018569+0.008751i,0.011627-0.00048234i,-0.0019044-0.0054693i,-0.009216-0.0045141i,-0.01433-0.0055368i,-0.021711-0.005207i,-0.022216-0.0014035i,-0.01421+0.00059826i,-0.0087782+0.00053739i,-0.0091476+0.004937i,-0.0071237+0.014251i
-0.0084327-0.012184i,-0.06067-0.07859i,-0.13782-0.17615i,-0.15788-0.20526i,-0.086473-0.12786i,-0.0080968-0.032924i,0.0096827+0.021654i,0.01199+0.04395i,0.026277+0.023584i,0.01399-0.016916i,-0.015289-0.022956i,-0.022022-0.0046469i,-0.01393+0.012401i,-0.00060651+0.023885i,0.011324+0.023083i,0.012287+0.018525i,0.011775+0.017586i,0.011914+0.013603i,0.0088758+0.0052741i,0.0044437-0.0017829i,0.0017448-0.0032848i,-0.00070807-0.0026256i,-0.0092041-0.005586i
0.032059+8.4589e-05i,0.13068-0.004109i,0.24954+0.01362i,0.26614+0.061198i,0.16703+0.073939i,0.061634+0.028412i,-0.0010292-0.023531i,-0.0387-0.044682i,-0.055383-0.027459i,-0.040582+0.0058114i,-0.012938+0.013721i,-0.0078327+0.00098858i,-0.017327-0.005383i,-0.019053-0.0046616i,-0.013211-0.0050224i,-0.0073763-0.0091782i,-0.0054258-0.014645i,-0.0060012-0.019132i,-0.0074346-0.018484i,-0.0071678-0.012344i,-0.0033713-0.0093476i,0.0013583-0.012572i,0.0067901-0.013929i
-0.027695+0.027299i,-0.049293+0.078256i,-0.082548+0.10466i,-0.12208+0.057142i,-0.14348+0.024054i,-0.12077+0.073801i,-0.053638+0.12531i,0.0077919+0.11531i,0.041069+0.070136i,0.047661+0.020636i,0.033859-0.010435i,0.024537-0.021837i,0.01823-0.029274i,0.0024941-0.025396i,-0.0079014-0.0084433i,-0.0053422+0.0055948i,0.00069109+0.014198i,0.0049822+0.020515i,0.0066687+0.021533i,0.0064551+0.016604i,0.0051576+0.010945i,0.0050187+0.0094299i,0.0089307+0.0088273i
-0.0087051-0.012783i,-0.048928+0.0037306i,-0.094756+0.048076i,-0.076763+0.074204i,0.0033339+0.026942i,0.048647-0.068463i,0.029003-0.11673i,0.0091981-0.092452i,0.002057-0.051665i,-0.010145-0.017122i,-0.011245+0.0091012i,-0.0022763+0.019046i,0.0064517+0.020208i,0.01483+0.013176i,0.014655+8.3195e-05i,0.0081127-0.0057994i,0.0045327-0.0068562i,0.0052073-0.0076265i,0.0050826-0.0066717i,0.0011449-0.0054025i,-0.0017023-0.0027767i,-0.0031695+0.00057634i,-0.0064577+0.0066675i
0.0082027-0.027073i,9.9178e-05-0.10437i,0.012992-0.20796i,0.049531-0.23845i,0.039803-0.17019i,-0.038565-0.071441i,-0.11164+0.010676i,-0.12248+0.055612i,-0.080797+0.062905i,-0.027735+0.041711i,-0.0060095+0.016346i,-0.0093709+0.011689i,-0.01114+0.015908i,-0.0093546+0.011924i,-0.0084421+0.0047688i,-0.010902+0.00067976i,-0.015375+0.0010822i,-0.017909+0.0028981i,-0.015173+0.0016728i,-0.0095425+0.0016855i,-0.0079718+0.0038712i,-0.0096871+0.0032901i,-0.008558-0.0029037i
0.026662+0.026915i,0.079322+0.060348i,0.10817+0.11751i,0.049455+0.17407i,-0.0023907+0.18993i,0.067942+0.14897i,0.16087+0.050404i,0.15168-0.039899i,0.076738-0.060477i,0.018265-0.041135i,-0.0039337-0.027507i,-0.014355-0.027945i,-0.026437-0.028187i,-0.02774-0.01599i,-0.014595-0.0016754i,0.0003163+0.00087676i,0.009944-0.0034336i,0.016271-0.0059286i,0.018694-0.0073197i,0.015979-0.0082166i,0.012097-0.0082694i,0.010996-0.0078329i,0.010321-0.0056256i
-0.02321+0.0066748i,-0.035275+0.023561i,-0.027999+0.022596i,0.00063245-0.034235i,-0.0037943-0.11483i,-0.076762-0.14924i,-0.14842-0.11473i,-0.14573-0.055335i,-0.091536-0.018927i,-0.04078+0.00057223i,-0.007725+0.0098948i,0.012943+0.0060274i,0.026383-0.0040559i,0.028788-0.013741i,0.018698-0.014887i,0.0095767-0.0083432i,0.005029-0.0021794i,-0.00021337+0.00098906i,-0.0066444+0.00072882i,-0.0093494+0.00077476i,-0.0054641+0.0011868i,-0.0021549+0.0013593i,0.00013566+0.0043003i
