-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
-0.026509+0.04542i,-0.0065427-0.0051655i,0.099184-0.12851i,0.17708-0.23694i,0.094413-0.23311i,-0.024707-0.13935i,-0.071847-0.081242i,-0.095057-0.075574i,-0.088116-0.055964i,-0.028682-0.031717i,0.022608-0.023928i,0.032698-0.015887i,0.022607-0.0048152i,0.019139-0.00071069i,0.032946-0.00075111i,0.042502+0.0040813i,0.040055+0.014427i,0.042776+0.019175i,0.050459+0.016863i,0.04884+0.0081663i,0.034488-0.006828i,0.017587-0.013617i,0.0058054-0.012949i
-0.15975+0.020382i,-0.27201+0.11396i,-0.31135+0.23668i,-0.2068+0.2945i,-0.0055444+0.24941i,0.13323+0.17529i,0.13879+0.16337i,0.084125+0.17748i,0.060588+0.13366i,0.064782+0.036161i,0.046101-0.032326i,0.014831-0.030713i,0.0033265-0.0077107i,-0.0090969-0.0057036i,-0.041292-0.0053473i,-0.063634+0.0081964i,-0.063041+0.014905i,-0.056097+0.0067948i,-0.046391-0.0056967i,-0.030372-0.015082i,-0.012897-0.013726i,-0.00086273+0.00088464i,0.0070813+0.019939i
0.20288-0.1788i,0.33948-0.36861i,0.33493-0.51081i,0.15819-0.50025i,-0.023813-0.39001i,-0.10352-0.25625i,-0.086153-0.10789i,-0.010254+0.012083i,0.043947+0.043322i,0.040101+0.014949i,0.022669-0.0070622i,0.021562-0.016963i,0.014302-0.022542i,-0.0056273-0.013345i,-0.0054312-0.0035328i,0.016825-0.0085733i,0.023513-0.0079141i,-0.00090099+0.0050677i,-0.027125+0.014858i,-0.028422+0.013757i,-0.014688+0.0034542i,-0.0015927-0.0074715i,0.0059748-0.012569i
-0.06572+0.19299i,-0.13448+0.37025i,-0.10807+0.47882i,0.027631+0.41796i,0.091348+0.25573i,0.061637+0.10525i,0.061819+0.0017904i,0.082385-0.05202i,0.065487-0.062281i,0.018002-0.053388i,-0.016018-0.024164i,-0.015628+0.014652i,-0.0056388+0.024941i,-8.3188e-05+0.024297i,0.015235+0.034878i,0.031403+0.033439i,0.03824+0.023817i,0.050661+0.024224i,0.059884+0.023315i,0.043626+0.010751i,0.013446-0.0065205i,-0.0033706-0.015171i,-8.2405e-05-0.018054i
-0.08797-0.028012i,-0.10809-0.099578i,-0.13133-0.19074i,-0.17404-0.21144i,-0.16632-0.11752i,-0.10238+0.025748i,-0.058505+0.092046i,-0.053424+0.064385i,-0.061297+0.026753i,-0.060005+0.02772i,-0.042355+0.021911i,-0.036715-0.011785i,-0.045642-0.024307i,-0.036264-0.019624i,-0.02428-0.036248i,-0.03526-0.05287i,-0.039554-0.051457i,-0.021925-0.046374i,-0.0020795-0.044609i,0.0059224-0.041537i,-0.0017317-0.031623i,-0.015494-0.016342i,-0.022952+0.00042332i
0.077745-0.15935i,0.096263-0.22951i,0.084633-0.20155i,0.058648-0.11175i,0.028063-0.059348i,-0.0014117-0.075317i,-0.0084754-0.094008i,-0.005953-0.095393i,-0.016732-0.081727i,-0.018338-0.047705i,-0.0010206-0.020204i,0.014742-0.0068954i,0.023149+0.0012475i,0.030359-0.0024919i,0.033274-0.01323i,0.024722-0.013364i,0.0011782-0.0022242i,-0.022919+0.0083017i,-0.028465+0.019645i,-0.019868+0.026418i,-0.011356+0.02115i,-0.0068791+0.0059709i,-0.01014-0.010953i
0.045968+0.19544i,0.066328+0.35456i,0.072935+0.44376i,0.088264+0.40599i,0.13173+0.29267i,0.1643+0.1705i,0.14698+0.071935i,0.099516+0.021526i,0.059573-0.010203i,0.032717-0.047532i,0.0037747-0.047933i,-0.012339-0.0061211i,-0.0053727+0.013411i,-0.016381-0.0049146i,-0.051514-0.0089092i,-0.058537+0.01254i,-0.027806+0.02631i,0.0083265+0.021549i,0.026425+0.0036462i,0.018195-0.0066995i,0.0034873+0.006632i,0.0049877+0.024211i,0.015801+0.029645i
-0.097776-0.021245i,-0.10751-0.11824i,-0.052044-0.27906i,-0.0096271-0.4073i,-0.058956-0.39583i,-0.13485-0.24522i,-0.13871-0.079658i,-0.073119+0.00097653i,-0.0099217+0.01598i,0.011167+0.0073048i,0.013091-0.0091219i,0.013364-0.030157i,-0.0037261-0.042341i,-0.031449-0.029694i,-0.031672-0.0049483i,-0.0028436+0.0065087i,0.022974+0.0057894i,0.030623+0.00045976i,0.025919-0.0075507i,0.020087-0.01106i,0.016663-0.010053i,0.0054253-0.0098549i,-0.011056-0.0099819i
0.021451-0.1493i,0.022801-0.1804i,0.0052009-0.073006i,-0.012483+0.080129i,-0.0063373+0.11326i,0.022223+0.053038i,0.04412-0.01294i,0.018619-0.042172i,-0.027962-0.021962i,-0.047935+0.0032389i,-0.039579+0.0021693i,-0.021289-0.0073822i,-0.0093532-0.0090753i,-0.0031123+0.0090243i,0.0081331+0.032589i,0.016374+0.02984i,0.0083026+0.0034436i,-0.0077208-0.015661i,-0.013051-0.018066i,-0.0011915-0.021649i,0.012104-0.033627i,0.011475-0.042078i,0.00029952-0.035767i
0.08921+0.12688i,0.097961+0.17618i,0.003778+0.095879i,-0.13624-0.0089793i,-0.16951+0.0053558i,-0.091051+0.037825i,-0.053334+0.017788i,-0.080328-0.0046349i,-0.10679-0.01537i,-0.11734-0.0092514i,-0.11505+0.0086599i,-0.10887+0.017765i,-0.088594+0.021372i,-0.047383+0.012164i,-0.012919-0.013384i,0.0013274-0.030763i,0.010524-0.032521i,0.019209-0.034638i,0.016926-0.042377i,-0.003227-0.041339i,-0.028333-0.0207i,-0.037365+0.0098941i,-0.029138+0.031114i
-0.086172+0.012682i,-0.10205+0.0082025i,-0.00926+0.013614i,0.093283-0.0043921i,0.032633-0.060945i,-0.10932-0.087273i,-0.14183-0.068328i,-0.07249-0.051321i,-0.011601-0.040276i,0.0077139-0.013332i,0.015285+0.02467i,0.025114+0.053117i,0.021888+0.053577i,0.0081749+0.03993i,0.0062389+0.034547i,0.010788+0.030502i,-0.0024514+0.02388i,-0.022451+0.023951i,-0.032616+0.026981i,-0.030803+0.030278i,-0.016276+0.029462i,-0.001829+0.020405i,0.0057761+0.012538i
-0.046986-0.13407i,-0.12617-0.18072i,-0.24117-0.097729i,-0.28359+0.11074i,-0.16088+0.29544i,-0.0066735+0.3346i,0.05563+0.25304i,0.043835+0.14259i,0.016294+0.06557i,0.007978+0.029274i,0.016543+0.017705i,0.031172+0.016386i,0.033961+0.01212i,0.015422+0.0050538i,-0.0082267-0.010923i,-0.028105-0.032949i,-0.039643-0.044114i,-0.041391-0.034883i,-0.033991-0.013144i,-0.014363+0.0015028i,0.0059181+0.0049437i,0.017437+0.0052944i,0.021453+0.0078712i
0.16941+0.10265i,0.2876+0.13349i,0.31607+0.058086i,0.24162-0.06683i,0.17569-0.10043i,0.14309-0.054774i,0.064772-0.0056595i,-0.030066+0.034805i,-0.066354+0.066224i,-0.044735+0.074841i,-0.0079419+0.046632i,0.0044027-0.00015802i,-0.0018678-0.018999i,0.0028649-0.017729i,0.017762-0.019965i,0.030136-0.018111i,0.03466-0.0095552i,0.03641-0.0054405i,0.033718-0.0069519i,0.023771-0.010012i,0.0080238-0.013267i,-0.0076641-0.012314i,-0.013244-0.0085587i
-0.13098+0.064357i,-0.20383+0.15316i,-0.14498+0.29094i,0.037171+0.34948i,0.15804+0.20287i,0.15344-0.0086174i,0.10688-0.082337i,0.069184-0.016605i,0.063791+0.059628i,0.081419+0.062467i,0.071176+0.03309i,0.03747+0.025386i,0.020881+0.022424i,0.0092898+0.013885i,-0.016877+0.020857i,-0.043002+0.043848i,-0.052162+0.059482i,-0.044938+0.057857i,-0.025754+0.043672i,-0.0062418+0.021627i,0.0029784-0.0006551i,0.0053244-0.017004i,0.0057102-0.022753i
-0.052395-0.13572i,-0.08534-0.22958i,-0.094088-0.27132i,-0.067224-0.2461i,-0.043271-0.18122i,-0.049067-0.086103i,-0.050543+0.00020794i,-0.011868+0.022183i,0.022621-0.01251i,0.012287-0.049613i,-0.0047848-0.056627i,-0.002863-0.051544i,-0.00010886-0.051742i,-0.0039311-0.05208i,-0.0060654-0.053014i,-0.0011916-0.054825i,0.0088715-0.046303i,0.018043-0.025975i,0.021462-0.01287i,0.015345-0.011195i,0.0045751-0.004166i,-0.0016536+0.01078i,-0.0021104+0.020691i
0.20696+0.048296i,0.39382+0.064643i,0.47971-0.016092i,0.37179-0.15596i,0.16761-0.22063i,0.011245-0.19104i,-0.025721-0.12575i,0.018561-0.091565i,0.034178-0.10348i,-0.0035294-0.092169i,-0.014748-0.051901i,0.001895-0.030071i,-0.0063821-0.019617i,-0.020491+0.00626i,0.00013969+0.040809i,0.038312+0.059643i,0.059867+0.050874i,0.058027+0.024203i,0.037882+0.0052189i,0.013171+0.0030842i,-0.00079566+0.0035413i,-0.0036658+0.00025457i,-0.0039446-0.0078442i
-0.15687+0.074097i,-0.32654+0.14525i,-0.42164+0.21452i,-0.37761+0.24394i,-0.25841+0.22637i,-0.10787+0.17097i,0.013931+0.08699i,0.025544+0.0077663i,-0.0087405-0.017239i,-0.0045593-0.013206i,-0.014249-0.012978i,-0.047901+0.0087808i,-0.050058+0.035658i,-0.034739+0.034206i,-0.040055+0.014918i,-0.058522-0.0041398i,-0.069614-0.013243i,-0.05784-0.01219i,-0.02913-0.012153i,-0.00693-0.016833i,0.0030107-0.020671i,0.0074376-0.020519i,0.0074576-0.011394i
-0.031574-0.11728i,0.0013388-0.24504i,0.066436-0.33768i,0.10446-0.34036i,0.056671-0.2724i,-0.070921-0.1686i,-0.16843-0.072141i,-0.16093-0.0038977i,-0.10969+0.029243i,-0.067764+0.029665i,-0.034322+0.013507i,-0.007809-0.0073387i,0.0087018-0.022498i,0.023782-0.032715i,0.03898-0.049353i,0.048396-0.062062i,0.051621-0.055444i,0.043839-0.039036i,0.030169-0.027178i,0.015466-0.020507i,-0.0030397-0.012575i,-0.019042-0.0029977i,-0.022833+0.0071902i
0.17847+0.02156i,0.2932+0.054692i,0.26704+0.075771i,0.098899+0.085763i,-0.043893+0.10788i,-0.070727+0.12866i,-0.02717+0.12515i,0.014221+0.097502i,0.023917+0.060557i,0.010238+0.03367i,0.0080733+0.032534i,0.025407+0.037442i,0.024859+0.028383i,0.0022429+0.025366i,-0.0082044+0.045756i,0.00049374+0.060032i,0.012143+0.043357i,0.014227+0.010808i,0.0022673-0.0089372i,-0.0070496-0.0030371i,-0.0058021+0.008694i,-0.0043967+0.0081492i,-0.002359-0.0028186i
-0.16628+0.091133i,-0.34084+0.14125i,-0.45503+0.13837i,-0.40768+0.13034i,-0.22141+0.20166i,0.0077474+0.28712i,0.13769+0.24297i,0.10729+0.10132i,0.015564+0.010765i,-0.035418-0.0076862i,-0.049732-0.012911i,-0.054308-0.017803i,-0.044378-0.013667i,-0.026549-0.01651i,-0.026353-0.039919i,-0.047942-0.06159i,-0.068937-0.05832i,-0.065764-0.03751i,-0.041745-0.023723i,-0.01911-0.024941i,-0.006642-0.022488i,-0.0020641-0.0095716i,-0.0018496+0.0031738i
-0.016378-0.090181i,0.026815-0.1356i,0.14161-0.10138i,0.26422-0.040285i,0.3084-0.087144i,0.25987-0.22441i,0.14987-0.27771i,0.058036-0.18814i,0.021459-0.075382i,0.0039802-0.013282i,-0.002111+0.010273i,0.0023155+0.010141i,0.0019323+0.0019188i,0.0012598-0.0021321i,0.01226+0.0035213i,0.029592+0.015064i,0.033778+0.021877i,0.016704+0.024241i,-0.0048658+0.0279i,-0.013122+0.027734i,-0.011046+0.022565i,-0.00639+0.021136i,-0.00407+0.022439i
0.15079-0.011214i,0.22143+0.0043507i,0.14864+0.058058i,-0.0084644+0.099231i,-0.083235+0.062815i,-0.090787-0.012419i,-0.08796-0.033393i,-0.053911+0.001823i,0.00017471+0.025151i,0.035781+0.023251i,0.038802+0.02801i,0.028671+0.04288i,0.015769+0.039566i,-0.010615+0.029133i,-0.040122+0.036411i,-0.04862+0.04851i,-0.036015+0.045115i,-0.016192+0.028319i,-0.0041875+0.010958i,-0.0042752+0.0043111i,-0.00088839+0.0049689i,0.011249-0.00058069i,0.017388-0.01139i
-0.11855+0.11591i,-0.18781+0.15778i,-0.1578+0.070716i,-0.057403-0.063357i,-0.020506-0.071034i,-0.063218+0.022984i,-0.088099+0.071462i,-0.066643+0.024155i,-0.04724-0.036326i,-0.040136-0.048709i,-0.025385-0.042515i,-0.012454-0.045722i,-0.0079308-0.036984i,0.0060281-0.023776i,0.023061-0.031545i,0.022406-0.045613i,0.010016-0.040541i,0.0032188-0.020309i,0.0091995-0.0060389i,0.019428-0.007034i,0.021213-0.01672i,0.012942-0.023103i,0.0052049-0.016188i
-0.031958-0.071274i,-0.019695-0.068225i,0.031882+0.0408i,0.092821+0.14092i,0.11533+0.0718i,0.10854-0.069654i,0.079419-0.1141i,0.017314-0.071936i,-0.037601-0.0031767i,-0.035571+0.045393i,-0.0049402+0.047189i,0.0092033+0.028895i,0.0068419+0.019998i,0.0034617+0.025359i,0.013408+0.03844i,0.031954+0.043092i,0.038342+0.032258i,0.028663+0.016394i,0.013166+0.010763i,0.0022139+0.012803i,-0.00452+0.010871i,-0.015648+0.0090927i,-0.026136+0.0088021i
0.12515-0.078419i,0.17892-0.14897i,0.1234-0.19571i,-0.0024981-0.16794i,-0.094684-0.077437i,-0.12909+0.0085864i,-0.13445+0.057461i,-0.11751+0.094271i,-0.063764+0.098988i,-0.010918+0.056754i,-0.001265+0.020044i,-0.005243+0.016004i,0.0048756+0.0062175i,0.0042983-0.01645i,-0.014081-0.028396i,-0.028727-0.029966i,-0.027848-0.0242i,-0.01188-0.017289i,0.0084373-0.020474i,0.013652-0.026653i,0.0034368-0.023984i,-0.0043536-0.012431i,-0.0022748-0.0016454i
-0.067919+0.15872i,-0.074213+0.24078i,0.021606+0.17544i,0.12315+0.0067104i,0.076497-0.064097i,-0.051104-0.0069974i,-0.088059+0.054907i,-0.014552+0.058966i,0.051245-0.0013526i,0.034565-0.062282i,0.00425-0.068386i,0.007945-0.056971i,0.0056671-0.049592i,0.0016268-0.036289i,0.014953-0.028019i,0.021084-0.021717i,0.01138-0.0066811i,0.0017577+0.0086211i,-0.0021656+0.012184i,-0.00089321+0.0061096i,0.0065518+0.0035266i,0.016847+0.0077534i,0.022609+0.014069i
-0.048589-0.097555i,-0.11763-0.13444i,-0.21213-0.076029i,-0.26457+0.043302i,-0.18296+0.11919i,-0.013606+0.14074i,0.12468+0.12979i,0.158+0.068782i,0.09681+0.021357i,0.046028+0.031864i,0.035027+0.036145i,0.010715+0.019097i,-0.02482+0.015451i,-0.041175+0.023226i,-0.038905+0.030404i,-0.023558+0.032556i,-0.00040601+0.021502i,0.01124+0.0024754i,0.00214-0.0060253i,-0.011034-0.0026675i,-0.018216+0.00034327i,-0.020083-0.002324i,-0.018402-0.010788i
0.10644-0.086977i,0.16578-0.18571i,0.15735-0.2286i,0.12074-0.14871i,0.12744-0.024496i,0.13225+0.028318i,0.082898-0.0052157i,0.015611-0.04601i,-0.023783-0.039048i,-0.02644-0.022613i,-0.028516-0.019207i,-0.032157-0.0063949i,-0.011516+0.00695i,0.0095543-0.0020032i,0.0077373-0.026265i,-0.0034048-0.044142i,-0.011037-0.046044i,-0.0072438-0.037468i,0.0063543-0.030568i,0.013154-0.029745i,0.0096214-0.031641i,0.0052289-0.031016i,0.0030589-0.022094i
-0.041211+0.21716i,-0.02329+0.40265i,0.077495+0.42587i,0.15941+0.21165i,0.11617-0.037329i,0.04211-0.16241i,0.0066941-0.17663i,-0.01305-0.11744i,-0.0073611-0.062778i,-0.013981-0.053847i,-0.027648-0.03438i,-0.014845-0.0047894i,-0.0057915+0.0071381i,-0.0051204+0.017655i,0.0032928+0.030874i,0.0079324+0.035282i,0.001747+0.029381i,-0.0074072+0.020067i,-0.015774+0.014639i,-0.021284+0.017674i,-0.019142+0.02725i,-0.012235+0.032565i,-0.005076+0.029599i
-0.073783-0.1497i,-0.18083-0.28096i,-0.32564-0.30041i,-0.39019-0.17147i,-0.30851-0.030012i,-0.17768+0.068239i,-0.076761+0.11504i,-0.027163+0.074237i,-0.032279+0.021042i,-0.035073+0.027263i,-0.013785+0.036363i,-0.0075427+0.021732i,-0.016218+0.010797i,-0.025366+0.0077245i,-0.029656+0.0093593i,-0.018938+0.011879i,-0.00075289+0.0080534i,0.0074769-0.0011952i,0.0046731-0.0059275i,0.0026917-0.0030111i,-0.0001973-0.0033712i,-0.0098546-0.011189i,-0.020644-0.018661i
0.10521-0.061823i,0.191-0.10347i,0.23206-0.08631i,0.21577+0.032552i,0.19933+0.13854i,0.17253+0.087821i,0.090937-0.015139i,0.0095857-0.033413i,-0.024103-0.012716i,-0.025741-0.011251i,-0.02115-0.017883i,-0.0061847-0.010235i,0.024597-0.0034122i,0.044782-0.018662i,0.04096-0.040546i,0.024268-0.046321i,0.003802-0.034304i,-0.0095388-0.01662i,-0.0056616-0.0039746i,0.010536-6.5073e-05i,0.022977+0.00082684i,0.024586+0.0078805i,0.022642+0.017026i
-0.025346+0.2431i,-0.0072758+0.48014i,0.097351+0.54712i,0.18283+0.27898i,0.1267-0.077867i,0.044512-0.23091i,0.013906-0.21007i,-0.0064927-0.11145i,0.0024804-0.012881i,0.022263+0.019837i,0.022627+0.025694i,0.021919+0.025486i,0.0090077+0.010927i,-0.013446+0.010581i,-0.023893+0.025692i,-0.023435+0.031145i,-0.019809+0.025627i,-0.014033+0.021041i,-0.01208+0.017163i,-0.01713+0.013402i,-0.018497+0.015285i,-0.011359+0.021295i,-0.0050835+0.02231i
-0.074866-0.21789i,-0.16572-0.46501i,-0.28729-0.58058i,-0.33592-0.4109i,-0.29485-0.14594i,-0.29691+0.02608i,-0.28188+0.1173i,-0.16396+0.11139i,-0.06556+0.051374i,-0.02932+0.03608i,-0.0025527+0.03326i,0.0046109+0.0040197i,-0.009939-0.016006i,-0.020358-0.015279i,-0.019066-0.0085257i,-0.008607-0.0033687i,0.005031-0.00070348i,0.013692+0.00056812i,0.020244-0.0031017i,0.027316-0.016593i,0.027427-0.036352i,0.018825-0.052195i,0.0066123-0.053222i
0.094931-0.0011867i,0.17149+0.03474i,0.18767+0.10296i,0.12804+0.19446i,0.079709+0.24764i,0.087341+0.21574i,0.087547+0.14331i,0.05681+0.082772i,0.025969+0.033697i,0.0018451-0.0094463i,-0.015254-0.03262i,-0.020716-0.025125i,-0.0086151-0.0069725i,0.011047-0.005903i,0.02281-0.013262i,0.023998-0.014507i,0.016761-0.011558i,0.0089295-0.0087853i,0.0025509-0.0061051i,-0.0053426-0.00078619i,-0.010338+0.0078541i,-0.0094495+0.018i,-0.00086809+0.027642i
-0.014887+0.22521i,0.010434+0.46592i,0.12856+0.5217i,0.23116+0.24107i,0.19498-0.047353i,0.13782-0.086241i,0.13606-0.047295i,0.088033-0.039344i,0.026813-0.010304i,0.020684+0.015581i,0.025369+0.018643i,0.014626+0.018111i,-0.005683+0.015016i,-0.026113+0.021055i,-0.029894+0.033514i,-0.019008+0.030811i,-0.0064436+0.016568i,0.0044271+0.0043686i,0.0065065-0.0044916i,-0.0054294-0.01016i,-0.022582-0.0089878i,-0.030017-0.0038103i,-0.022473-0.0057456i
-0.071194-0.27513i,-0.17809-0.61391i,-0.2923-0.77061i,-0.30992-0.52176i,-0.23149-0.16705i,-0.17736-0.015497i,-0.16441+0.016284i,-0.092435+0.031815i,-0.0077356+0.01152i,0.020085-0.011104i,0.017452-0.013496i,0.0097994-0.01419i,0.0077596-0.012331i,0.015206-0.009734i,0.020598-0.015745i,0.013635-0.021917i,0.00052874-0.017268i,-0.0084744-0.0077681i,-0.0049992-0.0025156i,0.011742-0.0013587i,0.030111-0.0036089i,0.035518-0.012017i,0.023194-0.020873i
0.093112+0.084179i,0.16678+0.20887i,0.13763+0.30192i,0.037674+0.28651i,0.04035+0.19453i,0.11311+0.1085i,0.13511+0.067679i,0.10341+0.053409i,0.057152+0.026207i,0.009214-0.014116i,-0.024871-0.026514i,-0.028256-0.0076916i,-0.01144+0.0083784i,0.0053257+0.002215i,0.012737-0.014034i,0.0082503-0.018513i,0.00091769-0.0128i,-0.0029156-0.010336i,-0.011595-0.008436i,-0.026013+0.00085636i,-0.033362+0.015551i,-0.030921+0.029241i,-0.026088+0.041774i
-0.021672+0.18349i,0.010486+0.39072i,0.16096+0.46146i,0.29797+0.24377i,0.24329-0.0037474i,0.13667-0.056673i,0.12213-0.051435i,0.091306-0.086966i,0.015543-0.075623i,-0.02019-0.016723i,-0.01049+0.021285i,0.003658+0.02633i,-0.002667+0.015924i,-0.02628+0.014075i,-0.04+0.023202i,-0.028214+0.025331i,-0.0064369+0.018371i,0.0083906+0.010551i,0.017175+0.0052269i,0.023172-0.0033357i,0.021005-0.01855i,0.012277-0.02736i,0.0096312-0.027265i
-0.073156-0.28639i,-0.18355-0.64795i,-0.32581-0.82841i,-0.37368-0.57127i,-0.27174-0.21875i,-0.15733-0.12413i,-0.13677-0.14439i,-0.11514-0.11065i,-0.05477-0.066345i,-0.014912-0.045494i,0.0012862-0.035362i,0.0084468-0.03217i,0.013649-0.027466i,0.021294-0.021466i,0.020234-0.017501i,0.0090798-0.012863i,-0.0045703-0.01067i,-0.017826-0.0073478i,-0.019599+0.00062726i,-0.0055072+0.0085364i,0.011163+0.014065i,0.018413+0.010802i,0.014067+0.0020808i
0.091196+0.15685i,0.17598+0.36171i,0.19154+0.4768i,0.1284+0.34403i,0.075757+0.11975i,0.052553+0.003984i,0.0059538-0.00070957i,-0.049714+0.03691i,-0.065101+0.050872i,-0.054993+0.030775i,-0.043142+0.0083682i,-0.032558-6.6235e-05i,-0.022341-0.0021707i,-0.010895-0.0098895i,-0.0024032-0.01535i,0.0012184-0.0089194i,0.0063792-0.0011928i,0.014667-0.00092856i,0.011033-0.0076948i,-0.013715-0.016072i,-0.040705-0.016569i,-0.050731-0.002253i,-0.042687+0.016428i
-0.029589+0.10041i,-0.01431+0.23229i,0.090374+0.32101i,0.17776+0.25168i,0.078101+0.1138i,-0.096626+0.077269i,-0.11436+0.093616i,-0.042106+0.059851i,-0.02209+0.02776i,-0.020097+0.043158i,-0.0016685+0.057319i,0.0086781+0.047474i,-0.0010207+0.032106i,-0.02375+0.02767i,-0.033152+0.032926i,-0.019017+0.030578i,-0.0051144+0.019644i,0.00077583+0.012105i,0.012705+0.009479i,0.031635+0.0047088i,0.045276-0.0046333i,0.046136-0.011484i,0.040111-0.014435i
-0.062679-0.25807i,-0.16164-0.60622i,-0.29154-0.82596i,-0.34509-0.62185i,-0.23625-0.22038i,-0.076852-0.017607i,-0.017946+0.011954i,-0.0026231+0.027064i,0.030088+0.034799i,0.049569+0.010318i,0.036211-0.021153i,0.013776-0.030053i,0.0088033-0.019958i,0.016419-0.010683i,0.021798-0.010769i,0.015288-0.020638i,-0.0018995-0.028788i,-0.019498-0.026986i,-0.030453-0.017827i,-0.032657-0.00049658i,-0.027627+0.020339i,-0.013587+0.027337i,-0.0042563+0.016753i
0.099748+0.19309i,0.20851+0.45833i,0.27251+0.62218i,0.26709+0.47684i,0.2426+0.21263i,0.21221+0.088361i,0.15002+0.061627i,0.061325+0.05045i,0.0076503+0.037115i,-0.012567+0.0071056i,-0.029712-0.010049i,-0.031403-0.0050257i,-0.020052-0.004219i,-0.011854-0.0090943i,-0.0066632-0.011961i,-0.0039464-0.0073107i,0.00088912+0.0061785i,0.014442+0.015424i,0.021618+0.0084666i,0.010757-0.0092245i,-0.0038423-0.026459i,-0.013051-0.030348i,-0.018906-0.019983i
-0.057815+0.013764i,-0.10132+0.051255i,-0.0727+0.092481i,-0.027843+0.090898i,-0.084669+0.032796i,-0.15687-0.011376i,-0.10882-0.0055207i,-0.0052066-0.0068256i,0.036868-0.025659i,0.024331-0.014115i,0.015187+0.020929i,0.016156+0.037214i,0.0077105+0.031328i,-0.010247+0.026661i,-0.020786+0.028142i,-0.01638+0.02771i,-0.0074979+0.021746i,-0.0045139+0.013475i,0.0025618+0.013577i,0.023908+0.019685i,0.041603+0.016669i,0.040308+0.0047387i,0.029763-0.00050945i
-0.032702-0.2043i,-0.087662-0.49932i,-0.16506-0.70721i,-0.1815-0.57649i,-0.078437-0.25943i,0.049488-0.058545i,0.087821-0.022074i,0.070189-0.040696i,0.049756-0.045126i,0.037473-0.032745i,0.035857-0.026468i,0.032854-0.027592i,0.028056-0.02331i,0.03227-0.016531i,0.036345-0.017453i,0.028589-0.02489i,0.017147-0.029824i,0.0042453-0.031058i,-0.013524-0.031496i,-0.033774-0.028699i,-0.051872-0.018073i,-0.054853-0.0061132i,-0.040349+0.0010962i
0.098186+0.2093i,0.21333+0.50243i,0.28412+0.6963i,0.26932+0.56848i,0.23124+0.29599i,0.18891+0.10704i,0.10602+0.0016935i,-0.010644-0.046174i,-0.082015-0.041098i,-0.086878-0.023525i,-0.06616-0.012084i,-0.04145-0.0047665i,-0.024391-0.0040185i,-0.016465-0.0072396i,-0.010212-0.0092014i,-0.0077123-0.0038335i,-0.0060551+0.0086509i,0.005751+0.018916i,0.020241+0.016289i,0.024753+0.0014963i,0.022764-0.011459i,0.015089-0.010555i,0.0059605-0.0044302i
-0.089469-0.050265i,-0.18917-0.11132i,-0.22911-0.14743i,-0.20625-0.14513i,-0.21353-0.17697i,-0.2384-0.20992i,-0.20862-0.14477i,-0.12384-0.036141i,-0.050159+0.013036i,-0.016925+0.018716i,-0.0033013+0.021404i,-0.002923+0.019361i,-0.012017+0.016063i,-0.019367+0.015212i,-0.022176+0.017137i,-0.017033+0.018007i,-0.0108+0.0086069i,-0.011929-0.0029367i,-0.012332+0.00034716i,-0.0053606+0.017254i,0.0063698+0.033395i,0.014323+0.037148i,0.013484+0.031546i
0.010457-0.11862i,0.02757-0.30654i,0.038044-0.44268i,0.04623-0.36363i,0.052778-0.14032i,0.03019+0.032679i,0.0084582+0.096372i,0.023056+0.087734i,0.035292+0.056109i,0.036525+0.02686i,0.040324-0.0049654i,0.034516-0.02596i,0.026487-0.028203i,0.025974-0.027158i,0.026114-0.028306i,0.024045-0.029379i,0.019297-0.027161i,0.009952-0.022015i,-0.0031337-0.022763i,-0.019108-0.029982i,-0.032285-0.033016i,-0.028921-0.02502i,-0.014523-0.013378i
0.069467+0.17456i,0.14783+0.42908i,0.16452+0.61907i,0.093919+0.55426i,0.025998+0.37128i,0.033344+0.25209i,0.058057+0.14338i,0.02027+0.039938i,-0.027249+0.0049193i,-0.034572+0.0017602i,-0.032384-0.0066118i,-0.030387-0.0058544i,-0.025148-0.0024681i,-0.026457-0.0059435i,-0.031096-0.0053049i,-0.034011+0.0014323i,-0.03168+0.010044i,-0.019394+0.020656i,-0.00099439+0.026694i,0.017949+0.024651i,0.034823+0.016019i,0.039868+0.0042164i,0.032428-0.0073566i
