-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
0.00054213+0.00012577i,-0.00019045+0.00054501i,0.00016622+0.0010791i,0.00017369+0.0013131i,-0.00015022+0.0013484i,-0.00029546+0.0011723i,-0.00108-8.8494e-05i,-0.0015932-0.00097328i,-0.0013506-0.00046256i,-0.00082333-0.0001506i,-0.000573+0.00018474i,-0.00088754+0.00022122i,-0.0011733-0.00061738i,-0.001123-0.0016775i,-0.0010362-0.0009724i,-0.0010046-0.00015973i,6.9573e-05-0.00062013i,0.00072379-0.0008301i,0.00049945-0.00057821i,0.00069771-0.00012184i,0.00066419-8.729e-05i,0.00012364-0.00059582i,2.3702e-06-0.00071424i
0.00024123+0.00082818i,7.5014e-05+0.0014932i,-0.00066419+0.0012579i,-0.00061807+0.00060473i,-0.00024566+0.00054591i,-1.2825e-05+0.00063578i,3.3819e-05+0.00055053i,-0.00060021+0.00045384i,-0.00081292-8.4915e-05i,-0.00086964-0.00013023i,-0.00088301-0.00031157i,-0.00035965-0.00038416i,0.00021547-0.00038984i,-3.1948e-05-0.00086388i,-7.5026e-05-0.0010009i,8.3494e-05-0.00019836i,-0.00025645+0.00011027i,-7.9638e-05-4.4339e-05i,0.0008417-0.00015986i,0.0012635-0.0004422i,0.00034652-4.1553e-05i,-0.00061298-0.00040369i,-0.00065117-0.00093995i
-0.0023896+0.00082452i,-0.0017988+0.0021201i,-0.002177+0.002507i,-0.0015354+0.00267i,0.00048135+0.0023252i,0.0013214+0.0014154i,0.00064392-0.00017297i,-0.00055479-0.00096471i,-0.00082925-0.00072125i,-0.00024859-0.001112i,0.00014971-0.0008028i,0.00038736-0.00021453i,0.00046818-0.00077448i,-0.00027895-0.0015453i,-0.00058163-0.0012719i,-3.8529e-05-8.211e-05i,0.00036838-6.9285e-05i,0.00085528-0.00078785i,0.00055786-0.0004538i,0.00022957-0.00034887i,0.00099447-0.00035493i,0.00079238+0.00027349i,1.2133e-05+0.00017911i
0.0016912+9.3876e-05i,0.0012052+0.00030258i,0.0021936-0.00081987i,0.001853-0.0018471i,-2.4607e-05-0.0016247i,-0.00077885-0.00076093i,-0.0013285-0.00048337i,-0.0016291-0.00048853i,-0.0016613-0.00074171i,-0.0016563-0.0014001i,-0.001385-0.0012679i,-0.001074+0.00021297i,-0.00074951+0.00066086i,-0.00065232-0.00022272i,-0.00057884-0.0012147i,-0.00080246-0.00078503i,-0.0012136+0.00019204i,-0.00082253+0.00014116i,-0.00041465-0.00026769i,0.00052599-0.00025953i,0.0011185-0.00075703i,0.0010272-0.0010762i,0.00076949-0.00012757i
-0.0013061+0.001926i,-0.0014849+0.0022869i,-0.00090594+0.0029913i,0.00018527+0.0021618i,0.001881+0.00023086i,0.00085882-7.5953e-05i,-0.00070584+0.00068925i,-0.00050513+0.00090015i,-0.00074663+0.00041122i,-0.0013689+0.00020392i,-0.0015067-1.821e-05i,-0.00093877-0.00062726i,-0.00051874-0.00071062i,-0.00068212-0.00012731i,-0.00082325+0.00049222i,-0.00064686-0.00017876i,0.00032236-0.00051342i,0.00059643-0.00023355i,0.00041658+3.391e-05i,0.00026995-0.00011525i,-0.00017888-0.00032534i,-0.00024975-0.00043312i,0.00019293-0.00086952i
0.00042081+9.1147e-05i,0.00050194+9.138e-05i,0.0012458-0.00020215i,0.0016462-9.6495e-05i,0.0014786+0.00038719i,0.00082008+0.00073756i,-0.00045103+0.00019619i,-0.00098747-2.5826e-05i,-0.00079232-4.1679e-05i,-7.5721e-05-0.00085335i,0.00015595-0.00058008i,-0.00081352+0.00072085i,-0.0010406+0.00034269i,-0.00046228-0.00077842i,-0.00026507-0.0010221i,0.00028442-0.0004631i,0.0006626-0.00027116i,0.00050597-0.00071462i,0.00044399-0.0010919i,0.00026894-0.0010573i,3.939e-05-0.00071655i,0.00023229+0.00021372i,0.00023852+0.00066491i
-0.002849-0.00056036i,-0.0032873-0.00023033i,-0.0038588+0.00099982i,-0.0032588+0.0014665i,-0.0022205+0.0013629i,-0.001305+0.00076652i,-0.00073704+0.00063888i,-0.00042427+0.00022642i,-0.00041453-0.0005244i,-0.00051005-0.00063356i,-0.00051431-0.000223i,-0.0006107-4.6026e-05i,-0.00021499-0.00063401i,0.00059519-0.0013907i,0.0004733-0.0012577i,0.00051276-0.00038329i,0.00083112+3.3744e-05i,0.00063608+6.8521e-05i,0.00016091-0.00034261i,-0.00010084-0.0010633i,0.00024936-0.0011796i,0.0004265-0.00067439i,-0.00041347-0.00064221i
0.0012945-8.9642e-05i,0.00091675+0.00086285i,0.0010276+0.00089943i,0.0015234-0.00042013i,0.0012518-0.00078841i,-5.0019e-05-0.00035792i,-0.00089792-0.00033906i,-0.00090962-0.00046219i,-0.00060925-0.0010186i,-0.00049408-0.0015089i,-0.00018734-0.0012281i,-0.00014661-0.00051326i,-0.0012428-0.00010098i,-0.00097323+0.00030357i,-0.00049758+0.00031306i,-0.00031659+0.00029362i,0.00044835+0.00093848i,0.00057103+0.0011397i,0.00021621+0.00080041i,0.00024623+0.0002344i,0.00046778-0.00070976i,0.00055874-0.00073067i,0.0007344-0.00035315i
0.00023786+0.001612i,0.00091014+0.00045431i,0.0018587-0.0011366i,0.00098886-0.00033059i,8.0152e-05+0.00031129i,-0.00031177-4.142e-05i,-0.0013779+0.00013079i,-0.0013793+0.00021556i,-0.00042169+4.9399e-05i,-0.00017329-0.00037128i,0.00026466-0.00029647i,0.00029139+0.00010761i,-0.00027526-0.00038198i,-0.00069418-0.00079999i,-0.00054413-0.00049497i,-5.3682e-05-0.00080316i,0.0001956-0.0010525i,0.00044469-0.00070393i,9.1616e-05-0.00036391i,8.3071e-05-0.00037684i,9.7347e-05-0.00040221i,-1.3583e-06-0.00039563i,-0.00028173-0.0003082i
0.00068287+0.00010142i,0.00077383+0.0011496i,0.00054433+0.0017936i,0.00026036+0.00044452i,-6.6838e-05-0.00075827i,-0.00022975-0.0010485i,-0.00089567-0.0011023i,-0.00097614-0.0007248i,-0.00069918-0.001136i,-0.00089717-0.0014403i,-0.00087078-0.00072444i,-0.0010131-0.00038949i,-0.00086814-0.00044329i,-0.00028627-0.00047023i,5.5508e-05-0.00074739i,0.00046071-0.001095i,0.00084808-0.00099748i,0.00062739-0.00066669i,0.00037688-0.00055945i,0.00064517-0.00025354i,0.00067627-0.00044417i,0.00038559-0.00086984i,9.4127e-06-2.3949e-05i
-0.0010607+0.00089863i,-0.0017911+0.0012484i,-0.0024748+0.00010348i,-0.0022536-0.00012767i,-0.001951+0.00082194i,-0.0016262+0.00082589i,-0.0010078-0.00016401i,-0.00067145-0.00062126i,-0.00067779-0.00024635i,-0.00065706-0.0003659i,-0.00088349-0.00059584i,-0.0012775-0.00010899i,-0.00088291-3.0715e-06i,-0.0011445-0.00086297i,-0.0012533-0.00098727i,-0.0003123-0.00047493i,0.00016142-0.00041519i,0.00062224-0.00066938i,0.00088431-0.00023781i,0.00064931+0.00013441i,0.00030373-6.1768e-06i,-0.00012908-0.00036923i,0.00014275-0.0003093i
-0.00018292+0.00048657i,0.00024934+0.00055153i,0.0010877+0.00093645i,0.00094352+2.3792e-05i,0.00040208-0.00060113i,-0.00067224-0.0002518i,-0.0014404+0.00016336i,-0.0012984+0.00051669i,-0.00063951+0.00036971i,0.00026898+6.5925e-05i,-0.00015192+0.00010936i,-0.0012429+0.00062407i,-0.00097771+0.00097272i,2.3981e-05-0.00030607i,0.00042862-0.0012458i,0.00022328-0.00050025i,0.00012299-0.00031486i,-0.00017602+0.00032933i,-0.00084901+0.0010026i,-0.00065963+0.00043425i,-9.1885e-06-0.00025179i,0.00048305-0.00057386i,0.00073993+0.00010535i
-0.0032275+0.0004808i,-0.0029595-0.00023116i,-0.0026823+0.00040783i,-0.0013242+0.0015188i,-0.0001191+0.0018629i,-0.0001956+0.00094232i,-0.00055816+7.7265e-05i,-0.00086501+0.00010261i,-0.0012986+0.00038386i,-0.0015246-0.00014808i,-0.00088152-0.0010103i,-0.00018753-0.0014682i,-0.00034551-0.00090341i,-0.0013049-0.00027145i,-0.00134-0.00047731i,-0.00022172-0.00032394i,0.00063128+0.00017155i,0.00014342-2.0945e-05i,0.00032152-1.9738e-05i,0.00034396+0.00061595i,0.00016249+0.00039506i,-3.6367e-05-0.00045924i,-0.00095985-0.00064253i
0.00070879+0.0013538i,0.0022953+0.0013985i,0.0025427+0.00047979i,0.001501-0.000155i,0.00037717-0.00025242i,-0.00049797-0.00076114i,-0.0004341-0.00087802i,7.8938e-06-0.00078777i,-0.00029025-0.00072136i,-0.00073168-0.00024914i,-0.00063438-1.1509e-05i,-0.0001933-7.7062e-05i,3.7319e-05-0.00026971i,1.3315e-05-0.00053049i,-0.00030829-0.0004518i,-0.00039234+6.0613e-05i,-0.00054031+0.00027338i,-0.00044428+0.00011514i,0.00016828+1.0975e-05i,0.00041683+0.00041307i,0.00032971+0.00035909i,0.00012311-0.00041179i,-0.00059929-0.00070259i
-0.00037095+0.0030694i,3.7003e-05+0.0017112i,0.0011234+0.0021004i,0.0016523+0.0022762i,0.0018511+0.00090109i,0.00066168-7.6901e-05i,-0.00082803+0.00016246i,-0.0011005+0.00071815i,-0.0004339+9.6504e-05i,-0.00038125-0.0010478i,-0.00028324-0.0010954i,-0.00025168-0.00078974i,-0.00060106-0.00049355i,-0.00053624-0.00031721i,9.1026e-05+8.6056e-05i,9.489e-05+0.00057165i,-0.00012962+9.0044e-05i,0.00012866-0.00017185i,0.00025225-0.00023825i,0.00074948+0.00016787i,0.00022393+0.00027531i,-0.00026426-0.00022672i,-1.7877e-05-0.00078337i
0.00060038-0.00036962i,-0.00049887+0.00070173i,-0.00030258+0.00083161i,0.00097819-8.6459e-05i,0.00054008-0.00022347i,-0.00059057+0.00031779i,-0.00045471-0.00011083i,0.00037406-0.00045553i,0.00012409+0.00011395i,-0.00051585+0.00013548i,-0.00029612-0.00021452i,0.00020906-0.00061101i,-0.0002261-0.000265i,-0.00083534-0.00010365i,-3.2942e-05-0.0002327i,0.00056153+0.0002704i,-0.00017875+0.00047695i,-0.00047856-0.00018281i,-0.00017131-3.847e-05i,-9.4133e-06+0.00012754i,-0.00011032-0.00084119i,-0.0002915-0.00111i,-0.00067186-0.0010135i
-0.00092513-0.001152i,-0.0010684+0.00027578i,8.158e-06+0.001491i,0.00018899+0.0012407i,-0.00013719+0.00057458i,-0.00027164+0.00085338i,-0.00065704+0.00059311i,-0.00079225-6.1297e-05i,-0.00095659-0.00062839i,-0.00073253-0.00033508i,-0.00055523-0.00034611i,-0.00084493-0.00026337i,-0.00087833+0.00019615i,-0.00058923-0.00021023i,-0.00023298-0.00075343i,-5.1725e-05-0.00039727i,0.00041217-0.00056094i,0.00093407-0.00069974i,0.0014973-0.00024019i,0.0014831+0.00028735i,0.00040249-0.00024946i,-0.00021429-0.0010388i,-0.0005291-0.00023917i
-0.00080998+0.0015368i,-1.2027e-05+0.00036751i,0.00088048+0.00078411i,0.0011104+0.0014249i,0.00081564+0.00025594i,7.5537e-05-0.0012887i,-0.00052248-0.00094601i,-0.00049753-8.3429e-05i,-0.00018435-0.00039602i,-0.00069707-0.00082676i,-0.0022325-0.00080233i,-0.0030097-0.00019984i,-0.0022169+0.0008548i,-0.00099468+0.00022295i,0.00021881-0.00072528i,0.00025414-0.00091842i,3.5184e-05-0.0010984i,-5.9442e-05-0.00051132i,-0.00030256+0.00017333i,-0.00024145+0.00019382i,-0.00029291-0.00011032i,-0.00037424+6.4781e-05i,-0.0001145+0.00065891i
0.00059946-0.00044333i,0.0015297-0.00040664i,0.0019799-0.00059543i,0.0023597-0.0012473i,0.0017593-0.00067639i,0.00018725-5.0293e-05i,-0.00073594+5.2837e-05i,-0.0011766-0.00030305i,-0.0012629-0.00034613i,-0.00084451-7.4797e-05i,-0.00035463-0.00014384i,-0.00051558-0.00056248i,-0.000251-0.00062303i,2.0463e-05-0.00022533i,-0.00025655-9.4959e-05i,-4.4834e-05-0.00033581i,-1.4954e-05-0.0005062i,-4.5339e-05-0.00017326i,-9.5076e-05+0.00016308i,-0.00066871+0.00040329i,-0.0004828+0.00024747i,-9.1536e-05-5.5085e-05i,-1.2856e-05-0.00043534i
0.00073104+0.00078928i,0.0015402+0.00084021i,0.0016874+0.00025456i,0.0011668-0.00081415i,0.0011545-0.0004588i,0.0007525-0.00054628i,0.00010178-4.2859e-06i,-0.00076221+0.00047408i,-0.0013285-0.00017231i,-0.00082362-0.00047515i,-0.00029478-0.00057853i,0.00028881-0.00085263i,0.00057649-0.0011268i,6.9244e-05-0.00046383i,-0.00024409+0.00019214i,-4.0505e-05-0.00075452i,0.00065346-0.0012032i,0.00062797-0.00070967i,0.00011367-0.00015295i,-0.00033514+6.1058e-05i,-0.00035954-0.00046212i,-0.00016774-0.00018965i,-0.00037658+0.00027381i
-0.0007415+0.00018081i,-0.00068215+0.00010804i,-0.0006335+0.0016004i,-0.0010734+0.0027264i,-0.001922+0.0014816i,-0.0015367-0.00038031i,-0.0011801-0.0011264i,-0.00090978-0.0007638i,-0.0011248-0.00025147i,-0.0017533+0.0002085i,-0.0011568+0.00033165i,0.00025332-6.293e-05i,0.00060662-0.00012834i,-0.00052045-0.00057507i,-0.00043915-0.00093592i,0.00018922-0.00034304i,9.64e-05+1.0968e-05i,-1.4085e-05+5.9464e-05i,1.3587e-05+0.00029011i,-4.7129e-05+0.00047681i,-0.00013978+7.5412e-06i,-0.0001361-0.0001816i,-0.00015985-0.00019355i
-0.00013938+0.00031089i,-0.00015754-5.9762e-05i,-0.00031668+0.0004474i,-0.0006394+0.00095698i,-0.00038932-0.00012458i,-0.0015147-0.0011256i,-0.0022553-0.00020757i,-0.0015623+0.00017963i,-0.0008026-0.00072252i,-0.00033659-0.00071232i,-0.0001263+0.00039675i,-6.1133e-05+0.00065898i,0.00084484-0.00036106i,0.00056493-0.00085522i,-0.00019655-0.00044901i,0.00023245+0.00051283i,0.00024427+0.00047525i,0.00038026-0.0003055i,0.00039849-0.00075449i,-4.111e-05-0.00066486i,-0.00013026-0.00062014i,3.8006e-06-0.0002019i,-9.0097e-05-0.00019975i
0.00076265+0.00033578i,0.00089871+0.00027946i,0.00062261-0.0015912i,0.00053048-0.0013786i,-1.6366e-05-0.00020444i,-0.0010176+0.00018993i,-0.0013366+0.00073968i,-0.0014138+0.0002188i,-0.0013845-0.00084741i,-0.00084882-0.001009i,-0.00048422-0.00075848i,-0.00053061-0.00035908i,-0.00066418-0.00031321i,-0.00028817-0.00093345i,0.00038682-0.00090911i,0.00055799-5.3304e-05i,-5.6712e-05-3.4516e-05i,-0.00016263-0.00057403i,2.6337e-05-0.00025851i,-0.00026358+1.9891e-05i,-0.0003045+1.0292e-05i,-0.00020461-0.00016346i,-4.9438e-05-0.00052893i
-0.0012693+0.00033252i,-4.4573e-05+0.001128i,0.00068882+0.0006675i,0.0011507+0.00010571i,0.00027408+0.00026774i,0.00014375-1.9004e-05i,-0.00024256+0.00017924i,-0.00094399+0.00031456i,-0.0015714-0.0002258i,-0.0021022-0.00022921i,-0.0019491-0.00045354i,-0.0010526-0.00065254i,-0.00022779-0.00064647i,-0.00055775-0.00027936i,-0.00015443+0.00034557i,0.001076+0.00092304i,0.0010091+0.00080753i,0.00014072-0.00010347i,0.00039326-0.00087247i,0.00031446-0.00056767i,0.00030049+3.1835e-05i,0.0006287+2.5479e-06i,0.00065288+8.847e-05i
-0.0014437+0.00027871i,-0.0011946+0.0016113i,3.4267e-05+0.0028292i,0.00046844+0.0028043i,-6.4398e-05+0.0016113i,-0.00014498+0.00028422i,-0.00060485-0.00068523i,-0.0012264+7.8495e-05i,-0.0014291+0.00042993i,-0.001465-0.00096189i,-0.0011349-0.0010877i,-0.001013-0.0002626i,-0.00084932+0.00026208i,-0.0011822+9.8926e-05i,-0.0017624-0.0003667i,-0.00058184-0.00043894i,0.00067824-0.0001332i,0.00027494+0.00024974i,0.00035726-9.2545e-05i,0.00074193-0.00037893i,0.00053001-0.00045183i,0.00029634-0.00067947i,-0.00066705-0.00020867i
-0.0021373-0.00012899i,-0.0017547-0.00054849i,-0.0010305-0.00051332i,-0.00013321-0.00050635i,-0.00074413-0.00072664i,-0.0013166-0.00018077i,-0.00097647+5.8038e-06i,-0.0010312-7.9036e-05i,-0.00029501-7.2815e-05i,0.0005635-0.00020855i,0.00069253-0.00031335i,1.2762e-05-0.000262i,-0.00040421-0.00060311i,-0.00052313-0.00067142i,-0.00068851+8.0107e-05i,-0.00084923-3.3026e-05i,-0.00071743-0.00065024i,0.00010548-0.00024992i,0.00056161-0.00013957i,0.00077292-0.00068891i,0.0007009-0.00082559i,-0.00038486-5.7637e-05i,-0.00067647+0.0007944i
0.00041486-0.00083615i,-0.0002027-0.00012895i,-0.00098688+0.00022655i,-0.00099476+0.00071436i,-0.00048857+0.00075144i,-0.00036345+0.00081457i,-0.0007444+0.00061847i,-0.001154+1.42e-05i,-0.0013445+8.1361e-06i,-0.00085739-0.00052994i,-0.00043707-0.0010562i,-0.00033827-0.00069193i,-5.2942e-05-0.00049755i,0.00027069-0.00089409i,0.00037874-0.0010149i,-4.9502e-05-0.00051433i,-0.00078804-0.00054739i,-0.0012562-0.0001584i,-0.00027197+0.00059973i,0.00074163+0.00071996i,0.00050927+0.00015309i,0.00044562-0.0010276i,0.00087987-0.0014513i
0.0011124-0.001379i,0.0019338-0.002078i,0.0017105-0.0026687i,6.4282e-05-0.0017661i,-0.0013753-0.00018674i,-0.0014821+0.00092257i,-0.00097949+0.001346i,-0.00054255+0.00086271i,-0.00095739-0.00059714i,-0.0016797-0.00098914i,-0.0017601-0.0003627i,-0.0015031+0.00011003i,-0.00085745+0.00057161i,-0.00023458+0.00040456i,-6.1015e-05-0.00035915i,0.00028499-0.0010751i,0.0006051-0.00093574i,0.00017502-0.00082219i,0.00024746-0.00034025i,0.0008877+4.3769e-05i,0.00082075-0.000959i,0.00051598-0.00086678i,0.00028461+0.00038238i
-0.0001922+0.0026044i,0.00031957+0.0025035i,0.00037091+0.002343i,0.00073183+0.00095688i,0.00047742-0.00054662i,0.0001875-0.00085112i,0.00020718-0.00053464i,-0.00053441-0.00069647i,-0.00084291-0.00070629i,-0.0012115-0.00050749i,-0.0018696-0.00075304i,-0.00080722-0.00066648i,-0.00023384-0.00075499i,-8.267e-05-0.00074031i,-7.5369e-05+1.5595e-05i,-0.0002314+0.00020747i,0.00041051-0.00030761i,0.0011864-0.00061509i,0.0012589-0.00026812i,0.0004941+0.00017225i,-0.00041697-0.00035267i,-0.00095362-0.00046168i,-0.0011128+0.00019886i
0.0015589+0.0011917i,0.0021013+0.00044445i,0.0022595-0.0003638i,0.0015365-0.0010794i,0.00082592-0.0017678i,-2.8928e-05-0.001918i,-0.0011435-0.00070022i,-0.0012794+0.00020853i,-0.00027514+0.00026947i,0.0003646+0.00028861i,0.00018305+0.00034001i,-0.00043155+1.5284e-05i,-0.00059115-0.00043237i,0.00027696-0.00062501i,0.00011125-0.00035845i,-6.0925e-05+0.00018809i,0.00027719+0.00048383i,-0.00071276-0.00019924i,-0.0010315-0.00072833i,0.00012444-0.00052036i,0.0010452-0.00023559i,0.0010944-0.00043344i,0.0001166-0.00072079i
0.00086822-0.0022036i,-0.00015992-0.0023717i,-0.0013881-0.0025505i,-0.0018309-0.0017305i,-0.0019263-0.00058554i,-0.0015099+0.00088133i,-0.0013244+0.0011224i,-0.0014716+0.00010874i,-0.00097617-0.00050697i,-0.00077233-0.00049946i,-0.0013087-0.00074075i,-0.00065487-0.0012464i,-0.00026315-0.0010309i,-0.00056278-0.00073189i,-0.0001889-0.00017894i,0.00020792-0.0001309i,8.5535e-05-0.00074002i,-3.8845e-05-0.000611i,9.406e-05+0.0002435i,0.00053598+0.00061569i,0.00060756+0.0010339i,0.0004433+0.00073457i,-0.00051887+0.00019729i
6.1684e-05-0.00029726i,-0.00035971-9.6376e-05i,-0.0011855-0.00027094i,-0.0014611+0.00021594i,-0.0021984-0.00017128i,-0.0024686-0.00084138i,-0.0011712-0.00069898i,-0.00054352-0.00052623i,-0.0011958-0.00062781i,-0.00077792-0.0012626i,-0.00067164-0.00074719i,-0.0010165+0.0001589i,-0.00020663+0.00032906i,0.00020735+0.00023547i,-0.00024839-0.00046556i,-9.2475e-05-0.00017848i,-0.00014407+1.2937e-05i,0.00024884+0.00070614i,-0.00013779+0.0019565i,-0.00071538+0.0011611i,-0.00027155-2.527e-05i,-3.5844e-05-0.00050805i,-6.2279e-05-0.00019037i
0.00022496-0.0011608i,-0.00034573-0.002663i,-0.0013293-0.0036165i,-0.00247-0.0024074i,-0.0020711-0.00046774i,-0.0015178-0.00030714i,-0.0012928-0.0011285i,-0.0012871-0.0010394i,-0.0008784-0.00070827i,-0.00081372-0.0001686i,-0.00078014-4.5919e-05i,-7.9839e-05+0.00030243i,-4.9183e-05+0.00043229i,-0.00014304-0.00040626i,0.0001714-0.00052652i,0.00040042-0.00046364i,0.0003532-0.00099463i,0.00064055-0.00070678i,0.00079911-0.00010879i,0.00053277-0.00050727i,0.00022496-0.00057076i,0.00077102-0.00055891i,0.00054112-0.00074742i
-0.0002038-0.00036629i,-0.00095569+0.00088432i,-0.00065807+0.001802i,-0.00025965+0.00050894i,0.00081707-6.7316e-05i,0.0008498+0.00010388i,-0.00015173-0.00044118i,-0.0015636-0.0010566i,-0.0018604-0.0010531i,-0.0010205-0.00060064i,-0.00068003+0.00023335i,-0.0010784+0.00022485i,-0.0005197-0.00047086i,-0.0001305-0.00068856i,-0.00015646-0.00081836i,0.0006947-0.00059836i,0.0011536+1.3357e-05i,0.00096321+0.00011865i,0.001282-0.00025801i,0.00068913-0.0010732i,-0.000545-0.001194i,-0.00053512-0.00080617i,-0.0003124-0.00038015i
-0.00081049+0.0021659i,-0.00015008+0.0024604i,-0.00081114+0.0014026i,-0.0014206+0.001574i,-0.00079508+0.0014016i,0.00057463+0.00031679i,0.00064669+0.00034641i,-0.00048704+0.00047951i,-0.0012853+0.00049194i,-0.0014764+0.00061565i,-0.0011263+0.00036804i,-0.00081175-0.00016141i,-0.00036891-0.00086126i,-0.00011738-0.00091169i,-0.0003176-0.00021989i,-9.6996e-05-0.00013468i,-9.4248e-05-0.00081803i,-0.00023176-0.0010264i,0.00047381-0.0008272i,0.00043474-0.00085266i,0.00046204-0.00084824i,0.00073304-0.0003031i,0.00042483-0.00023553i
-0.00015572+0.0017558i,0.00067874+0.0013592i,0.0022213+0.0031155i,0.0024837+0.0022307i,0.0016378-0.0004015i,-0.00063054-0.0027051i,-0.0052202-0.0036037i,-0.0089418-0.0022442i,-0.0095856+0.0004377i,-0.0076965+0.0028871i,-0.0049255+0.0038618i,-0.0029267+0.0037605i,-0.00042775+0.0030326i,0.0011566+0.0021145i,0.0012197+0.0011917i,0.0011228-0.00023362i,0.00076353-0.0010249i,0.00073907-0.00099479i,0.00069426-0.00064502i,0.00065008-0.00030014i,0.00056977-0.00049467i,0.0005351-8.3461e-05i,0.00054518+0.00035142i
0.0017252-0.00052111i,0.0025569-0.00095091i,0.0031707-0.0019152i,0.0020102-0.0020337i,-5.31e-05-0.001227i,-0.0011448+0.00036176i,-0.00097974+0.0010571i,0.00058901-0.00026447i,0.0016037-0.0013781i,0.0012466-0.0017283i,0.00084213-0.001414i,-8.5813e-05-0.0012036i,-0.00031321-0.0015095i,0.0003322-0.0013625i,-7.6231e-05-0.0010287i,-0.00066888-0.00015082i,-0.00053619+0.00050628i,0.00018055+0.00082506i,0.00081044+0.00039082i,0.00082295-0.00023426i,0.00034984-0.00015091i,-0.00043143+7.1552e-05i,-0.00034438+0.00044379i
0.00056994+0.0039014i,0.00057702+0.0031033i,0.0013386+0.0014086i,0.0032714+0.00072296i,0.0022557-4.2654e-05i,0.00013784-0.00098286i,-0.0002283-0.00035567i,0.00056373-8.4976e-05i,0.00098977-0.00035917i,0.00082471-0.0015203i,7.4765e-05-0.002069i,-0.00039241-0.0010301i,-0.00054971+0.00018384i,-0.00076876+7.4146e-05i,-0.00045811-0.00019221i,-3.8991e-05+0.00029529i,-0.00028985+0.00016551i,-0.00071698-0.00011454i,-0.00022404-0.00076509i,0.00024271-0.0010387i,-1.2396e-05-0.00068338i,-0.00018339-0.00096161i,-0.00076297-0.00094532i
-0.00064533-0.0024953i,-0.0015586-0.0020261i,-0.0023863-0.0012286i,-0.0021122-0.00022552i,-0.0014235+0.00060646i,-0.00075784+0.0015791i,-7.218e-06+0.0011348i,0.00058966+0.00017024i,0.00048296-0.0004164i,-1.5779e-05-0.0006224i,-0.00018795-0.00081627i,8.2249e-05-0.00081231i,-0.00028453-0.00081353i,-0.00082608-0.00072879i,-0.00039537-0.00076729i,0.0001489-0.0010814i,0.00075407-0.00096382i,0.0010991-0.00016276i,0.0012882-0.00014389i,0.00057922-2.1338e-05i,-0.00016076+0.00013754i,-0.0005394-0.00036061i,-0.00067144-0.00053315i
0.00042625+0.00099194i,0.0021128+0.0016504i,0.0020438+0.0020314i,0.0016672+0.002094i,0.0011851+0.0013423i,0.00052935+0.00070988i,0.00016141+0.0010973i,-0.00073558+0.00053409i,-0.00048477+3.1827e-05i,0.00017948-0.00047598i,-0.0006607-0.00076954i,-0.00071103-0.0010033i,-0.00020427-0.00094094i,-0.00050134-0.00040661i,-0.00076132+3.4471e-05i,8.0412e-05+0.000102i,0.0011007-0.00054483i,0.0012442-0.00070655i,0.00026096-0.00040246i,-0.00069797-0.00076172i,1.9247e-06-0.00073056i,0.00015402-0.0008439i,0.0001097-0.00089423i
0.00066703-0.00011321i,-0.00071705-0.0011857i,-0.0013056-0.0012615i,-0.0014986-0.00098329i,-0.0011846-0.00092711i,-0.0016082-0.00035435i,-0.0016089+0.0005394i,-0.0012967+0.00042353i,-0.00015756-0.00010575i,2.1503e-05-0.00070627i,-0.00085532-0.00046297i,-0.0010389-2.5957e-05i,-0.00013388-0.00049169i,4.2775e-05-0.0012167i,-0.0002247-0.0012411i,-0.00031455-0.0011338i,-0.00010758-0.0010427i,0.00085291-0.00095745i,0.00094648-0.00037501i,0.00045063-0.00055561i,0.00010274-0.00087287i,-0.00015726-0.00049152i,-0.0005035-0.00041549i
0.00041017+3.1355e-05i,-0.00089139-0.00094913i,-0.0010014-0.00086808i,-0.0006315-0.0006219i,-0.00048554-0.00057597i,-0.00086518-0.00024241i,-0.0010149-5.1114e-05i,-0.00015935-0.00031954i,0.00074432-0.00082422i,0.0008667-0.0007231i,0.00034013-0.00059353i,-0.00045046-0.00089749i,-0.0008429-0.0010938i,-0.0003125-0.00070537i,0.00011807-0.00029504i,-0.00018494-0.00044244i,-0.00069731-0.00030352i,-0.00038342+0.00030627i,6.2314e-05-4.1201e-05i,0.00085041+0.00014215i,0.0006362+0.00068773i,2.3963e-05+0.00016519i,-0.00010762-5.1921e-05i
