-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.0012767-0.0017982i,0.0004971-0.0014238i,-2.1599e-05-0.0021042i,9.3494e-05-0.0019326i,-0.00039171-0.00087689i,-0.00036911+0.0006671i,-0.00011705+0.0009438i,0.00022183+0.00011798i,-0.00019635-0.00039263i,-0.00038245-0.00021791i,-0.00051341-7.1435e-06i,-0.00061544+0.00013933i,0.00044648-0.0002485i,0.0012742-0.0010018i,0.0010484-0.0012092i,0.00058428-0.00061026i,0.00027879-0.00031987i,-0.00015072-0.00067854i,-0.00026469-0.00074739i,-0.00010717-0.00042678i,-0.00027104+0.00022512i,-0.00033663+0.00018907i,-0.00014588-0.00088623i
0.00078133+4.2681e-05i,0.0017035-3.5253e-05i,0.0025689+0.00040361i,0.0025512-4.0487e-05i,0.00094481-0.00077814i,-0.00095849-0.00041619i,-0.0011749+0.00067441i,-0.001099+0.00047782i,-0.00098583-0.0005379i,-0.00015829-0.0010223i,9.5357e-05-0.00077379i,-0.00066106-0.00028472i,-0.00063389-0.00011112i,0.00025512-0.00053835i,0.00085163-0.00042843i,-3.3739e-05-0.00017741i,-0.00034476-0.000541i,5.1352e-05-0.00046253i,0.00023459-0.00022139i,0.00016459+0.0003251i,4.7253e-05+0.00030508i,0.00023225-1.3737e-06i,0.00045077+0.00033431i
0.00015356-6.1238e-05i,0.00041928+0.00019973i,0.00015507+0.00032266i,-0.00017185+0.00068075i,-0.00029224+6.6375e-05i,-0.00093492-0.00021614i,-0.00072234+0.0004045i,-0.00043322+0.00067468i,-0.00076333+0.00050281i,-9.076e-05+0.00040238i,0.00081043+0.00021826i,0.00055056-0.00020644i,-0.00017009-0.00070145i,-0.00026989-0.00081313i,-0.00015229-0.00088094i,-0.00033317-0.0009585i,-0.00018776-0.00049295i,-0.00025238-8.7864e-05i,-0.00053518+7.0571e-05i,-0.00030104+0.00049241i,-0.0005908+0.00019585i,-0.0010194+0.0002343i,-0.00056247+7.3727e-05i
0.0020291+0.0011421i,0.001964+0.00039469i,0.0020182+0.0015535i,0.0015601+0.0015539i,-0.00018899+0.00055928i,-0.0014194+0.0010018i,-0.0011257+0.0017663i,-0.00014621+0.0013859i,-3.4829e-05+0.00054027i,-0.00020446+7.678e-05i,-0.00037968-0.00035702i,-0.00052842-0.00070527i,0.00030061-0.00045796i,0.00052653-0.0001657i,0.00074216-0.00044961i,0.0010578-0.00077994i,0.00047925-0.0004876i,4.036e-05+0.00012953i,0.0003907-0.00021511i,-1.5411e-05-0.00027817i,-0.00032603-0.00048081i,-8.103e-05-0.00076335i,0.00015259-0.00096133i
-0.00050271+0.0028166i,-2.7121e-05+0.0025228i,0.001201+0.0030568i,0.0029937+0.0019014i,0.0025478-0.00036444i,0.00045286-0.0018671i,-0.00033276-0.0011139i,-5.6832e-05+0.00030068i,-0.00025463+0.00055589i,0.0002327-2.5594e-05i,0.00085953-0.00030575i,0.0012106-4.3368e-05i,0.0015201-0.00040934i,0.0011538-0.00034521i,0.00048439-0.00032297i,-6.6482e-05-0.0010276i,-0.00034069-0.0016213i,-0.00013876-0.0012855i,0.0005289-0.00016176i,0.0013139+0.00061832i,0.00090939+0.00065544i,8.281e-05+0.00039199i,0.00041646-0.00035618i
-0.0029867-0.00043149i,-0.0022675-8.8781e-05i,-0.0020324+0.0017417i,-0.0015044+0.0021631i,-0.0011349+0.0016186i,-0.00024253+0.0013239i,0.00067106+0.0019451i,0.00092133+0.0012454i,0.00021167+4.8067e-05i,-0.00027268+0.00056475i,0.0010101+0.00098088i,0.0014893+0.00018012i,0.0013929-0.00077926i,0.00083548-0.00094567i,0.0001013-0.0014037i,0.00024469-0.0022137i,-2.3726e-05-0.0020166i,-0.00058766-0.00040786i,-0.00011755-5.4299e-05i,0.00041428-0.00043591i,0.0006479-0.00016738i,0.00085843-0.00014955i,0.00055326-4.6813e-07i
2.808e-05-0.00091316i,-0.00081573+0.00075493i,-0.0015245+0.00057538i,-0.0012668+0.00020879i,-0.001303+0.00013636i,-0.0010811+0.00015462i,-0.0013109+0.00011218i,-0.0020262+0.00030636i,-0.0016773+3.8303e-05i,-0.001455-1.3896e-05i,-0.0011773+0.00033385i,-0.00028972+0.00066448i,0.00045434+0.00042901i,0.00063228+1.9715e-05i,0.00068996+0.00014906i,0.00082616+0.00066804i,0.00033389+0.00022018i,3.9095e-05-0.00064189i,7.551e-06-0.00037747i,-0.00011908+3.6833e-05i,-0.0003147-0.00043092i,0.00020213-0.0008512i,0.00090443-0.00045974i
0.0015652+0.0016712i,0.0023996+0.0012755i,0.0031979+0.00034478i,0.0034384+0.00031218i,0.0018222-5.9963e-05i,-0.00022582-0.00056604i,-0.000845+0.00044516i,-0.00052429+0.00044608i,-4.2708e-05-0.00062693i,8.9239e-05-0.0012705i,0.00077854-0.0013037i,0.0012059-0.00037517i,0.0007203+0.00025597i,0.00041527+0.0001409i,0.00014819+0.00043489i,-0.0003563-0.00017188i,9.3112e-06-0.0006088i,0.00011662-0.00036798i,-0.00028096-0.00021955i,-0.00065393-0.00092084i,-0.00039742-0.00091912i,-0.00016204+0.00012088i,-0.0001659-3.9974e-05i
0.00022038-0.0012395i,-0.00073479-0.0011424i,0.00023732-0.00090337i,0.00010264-0.00049403i,-0.0019799-0.00077596i,-0.0025081-0.00022189i,-0.0012429+0.0011233i,-4.935e-05+0.00080231i,0.00048449-0.00045617i,-4.1614e-05-0.00063723i,-0.00075428+0.00039781i,-0.00027098+0.0014963i,0.00092399+0.0011103i,0.00048022+0.00037455i,-0.00029375-0.000184i,-0.00049376-0.00033075i,-0.00061832-0.00020913i,-9.0274e-05-0.00060588i,0.00021581-0.00087019i,-0.0005493-0.00098875i,-0.00082637-0.00060652i,-0.00033932+0.00012335i,0.00022474+2.1924e-05i
0.00019856+0.00089471i,0.00088+0.00041927i,0.0015307+0.0010545i,0.0013936+0.0010097i,0.00015533-0.00028229i,-0.0018085-0.0005408i,-0.0019611+0.00017311i,-0.0012105+0.0010766i,-0.0013191+0.0010949i,-0.0011584+0.00015139i,-0.00021979-0.00047935i,0.00056846-0.00029728i,0.00016992-0.00056034i,-0.00030049-0.0013383i,0.00024204-0.0016227i,0.00094266-0.0011351i,0.00085267-0.00072306i,0.0006858-0.00036253i,-0.00020945-0.00024366i,-0.00052733-0.0013862i,-0.00017539-0.0018481i,-0.00030845-0.001042i,6.8519e-05-0.00040336i
-0.00097377+0.0020614i,-0.00059554+0.0013308i,0.00037819+0.0018745i,0.0010498+0.0017871i,2.3109e-05+0.0011243i,-0.00073805+0.0006347i,-5.1851e-05+7.7441e-05i,0.00077518-0.00049016i,0.00067027-0.00050409i,0.00013623+0.00034728i,0.00015739+0.00033929i,0.00071642-7.9127e-06i,0.0010062+0.0001848i,0.0007398+0.00050525i,0.00060908+0.00072483i,0.00037329+0.0007202i,0.00027296+0.00044475i,0.00055718+0.00027098i,0.0005119+5.127e-05i,-0.00057686+0.00024456i,-0.00067578+0.00019815i,5.0246e-05-7.4918e-05i,-0.00024723-0.00033727i
-0.0011766+0.0019842i,6.5113e-05+0.0023997i,0.00056436+0.0031618i,0.0013631+0.0015879i,0.00075205-0.00048671i,-0.0011489-0.00091067i,-0.0016852+4.8093e-05i,-0.00089865+0.0011433i,-0.00036984+0.00091528i,-0.00050647+0.00012824i,0.00035767-0.00025046i,0.0010287-0.00064684i,0.00035922-0.00077285i,1.9006e-05-0.0011834i,0.00071839-0.0017513i,0.00045041-0.0012468i,1.3464e-05-0.00059791i,-0.00025002-0.00023111i,-0.00033142+1.4996e-05i,-4.0215e-05+7.1353e-05i,2.9883e-05-0.00015707i,0.00059036+5.5526e-05i,0.00089298+4.8109e-05i
0.0024571+0.0010426i,0.0030472+0.0012503i,0.0043334-0.00022376i,0.0035158-0.001145i,0.0015382-0.00098674i,-0.00029643-0.00066789i,-0.00063138-0.000291i,-0.00025487+6.1047e-06i,5.8213e-05-0.00048579i,-9.4012e-05-0.00095663i,-0.00063954-0.00073175i,-0.00063232-0.0011506i,0.00013866-0.0016005i,-1.1142e-05-0.00092971i,-0.00033126-0.00035202i,4.918e-05-0.00064772i,0.00027748-0.00066311i,0.00044919-0.00056516i,0.00066236-0.00012577i,0.00057349+0.00019036i,0.00014709+0.00020654i,7.1559e-06-9.4421e-05i,0.00021266-0.00071545i
-0.000696-0.0013502i,-0.00045982-0.00040066i,-0.00051321-1.7074e-05i,-0.0011982+0.00038712i,-0.0021752+0.00088295i,-0.002412+0.0012363i,-0.0014356+0.0014245i,-0.00068846+0.0013253i,-0.00083027+0.00095504i,-0.00085217+0.00093946i,-0.00040055+0.0011109i,0.00037843+0.0012793i,0.00082116+0.00081922i,0.00077049-0.00044001i,0.0003886-0.00056936i,0.00025026-0.00032605i,0.000656-0.00087415i,0.00050331-0.00081846i,-0.00025533+0.00015799i,-0.00057624+0.00032648i,-0.00031634-0.00014359i,0.00033626-0.00051582i,0.00038666-0.00028694i
-0.00091414+1.9799e-05i,-0.00017266+0.00036818i,-0.00013141-0.00018963i,-0.00020645+8.4281e-05i,-0.00024167+0.00039788i,-0.0012811+3.7964e-05i,-0.0016961-0.00060286i,-0.00074881-0.00032795i,-0.00044707-0.0002526i,-6.7287e-05-0.0007062i,0.00086908+0.00035291i,0.0017291+0.00085308i,0.0010813+0.00039784i,-0.00029123-0.00065618i,-0.00072974-0.0013127i,-0.00065457-0.00086301i,-0.00065637-0.00052258i,-0.0006911-0.0002744i,-0.00032116-0.00064222i,-0.00027747-0.00072889i,-0.00034588-0.00025481i,0.00012003-0.00012527i,0.00013048-0.00021298i
0.00074117-0.00017031i,-0.00033175-0.00039588i,0.0001657+0.00023476i,0.00080117+0.00083271i,-0.00015391+0.0001249i,-0.00095871+0.00028963i,-0.00016625+0.0004341i,0.00042528+0.00024868i,0.00045953+0.00061148i,-0.00024714-9.5302e-05i,-0.00062444-0.00062924i,-0.00023027-0.00041176i,0.00039558-0.00067382i,0.00053878-0.00078548i,0.00094032-0.00057285i,0.00098248-0.00099009i,-3.3249e-05-0.00099518i,-0.0004174-0.0002676i,0.00014141+8.5932e-05i,0.00043733+0.00045669i,0.00049545-0.00038764i,0.00064136-0.00084868i,9.9821e-05-0.00012295i
0.00034402-4.3319e-05i,-0.00020337+0.0011681i,2.8927e-05+0.001337i,-0.00054829+5.3263e-05i,-0.001335-0.0010027i,-0.0011508-0.0010872i,-0.0013401-0.00071612i,-0.0015563+0.00030939i,-0.0012097+0.00064514i,-0.0010192+0.00025129i,-0.0004703+0.00030575i,2.6419e-05+0.00075687i,-0.00012864-0.00027225i,-0.00041302-0.00088235i,-0.00042951-0.0004108i,-0.00053391-0.00037362i,-0.00077548+8.2746e-05i,-0.00070103+0.00075214i,-0.00059497+0.00097687i,-0.00062068+0.0012786i,-0.00016654+0.0013458i,0.00042179+0.00037785i,-6.794e-05-0.00031742i
-0.00032907-0.00054256i,0.001001-0.00034317i,0.0015853+0.00024719i,0.00098436-0.00046727i,-0.00097659-0.0013111i,-0.0024518-0.00042214i,-0.0028907+0.00030719i,-0.0018609+8.4479e-05i,-0.00073243-0.0002663i,-0.00053344-0.00036121i,-0.00062961-0.00027205i,-0.00043995-9.6907e-05i,-0.00052574+0.00021648i,0.00017486-0.00020412i,0.00063343-0.00026773i,-0.00040692+0.00019895i,-0.0013907-0.00029909i,-0.0009817-0.0010697i,-5.8064e-05-0.0005429i,-6.1178e-05-9.9684e-05i,-0.00047396-0.00052204i,-0.0003013-0.00069837i,0.00062763-0.00033618i
0.00013318+0.00012593i,0.0012406+0.00043378i,0.0024697+0.0002088i,0.0021657+0.00024624i,0.0015187+0.00025452i,0.00053155-2.4034e-06i,7.5905e-05+0.0003041i,-1.3205e-05+0.00013361i,-0.00069641-3.7725e-05i,-0.00046468-2.1876e-05i,0.00059852-0.00027919i,0.00082922-0.00038707i,0.0006473-0.00085304i,0.00055559-0.00017186i,0.0001266+0.00045228i,-4.1907e-05-0.00011784i,-1.5812e-05-0.00079767i,-6.6116e-07-0.00031481i,-0.00015652+0.00027196i,-0.0001619-0.00013512i,0.00056465-0.00083595i,0.0014805-0.00088343i,0.00086679-0.00053605i
-0.0014978-0.0017006i,-0.0011035-0.0019893i,-0.0011661-0.0015381i,-0.0012089-0.0011532i,-0.0019828-0.00096484i,-0.0029205+0.00054752i,-0.0021456+0.00048356i,-1.383e-05-0.00016933i,-0.00011692-0.00033944i,-0.00097989-5.2881e-05i,-0.00024704+0.00077492i,0.00091707+0.00060993i,0.0011204-0.00037966i,-0.00016213-0.0005917i,-0.00026283-0.00058258i,0.00077499+0.00010254i,0.00090015+0.0002636i,0.0009522-0.00034875i,-5.0325e-06-0.00068979i,-0.0011519-0.00035072i,-0.00051901+0.00054923i,-3.0826e-05+0.00097965i,-0.00012992+0.00061013i
-0.00065471-0.00041122i,-0.00079725-0.00040982i,-0.0012025-0.00036198i,-0.0013968+0.00044958i,-0.001335+0.00017598i,-0.0017804-0.0011016i,-0.0011079-0.0012199i,1.5534e-05-0.00071764i,-3.8273e-05-0.00042493i,-0.00042661-0.00024748i,-0.00050701-0.00060581i,-0.00059392-0.00028961i,-0.0008922-5.0395e-05i,-0.0012318-0.00050944i,-0.00092928-0.00061837i,-0.00032008-0.00038202i,-0.00088424-0.00021691i,-0.00062826-0.00053315i,-0.00030119-0.0011018i,-6.3615e-05-0.00043264i,4.0821e-05+0.00023873i,0.00067031-0.00018438i,0.0007382-0.0007465i
-0.0010526-0.00092265i,-0.0013845-0.0013132i,-0.00088064-0.00071242i,-0.00021168+0.00012572i,-0.00056201+0.00022878i,-0.00054137+0.00020477i,-0.00035807+0.00060524i,-2.6765e-05+0.00061451i,0.0001426+0.00067702i,-0.00076829+0.00033589i,-0.00079642+0.00049766i,8.053e-07+0.00073668i,0.0010789-0.00024784i,0.0010385-0.0010306i,0.00012895-0.0012735i,-6.5929e-05-0.0011029i,0.00075676-0.00017643i,0.001189+0.00010956i,0.00090976-9.4524e-05i,0.00063944-0.00016931i,0.00070228-4.8242e-05i,0.0010964+0.00064373i,0.00079817+0.00082132i
0.0022208+0.00072481i,0.0025995+0.00021833i,0.0025178-0.00028949i,0.0020718-0.00090211i,-7.3964e-05-0.0019742i,-0.0023678-0.0014798i,-0.0023882-0.0002729i,-0.0018368+0.00010874i,-0.0013885-0.00028291i,-0.0010052-0.00031299i,-0.00081507-1.2428e-05i,-0.00059171+8.6597e-05i,0.00041068-0.00044063i,-7.7939e-05-0.00028524i,-0.00077405+0.00087216i,-0.00017697+0.00093892i,0.00023546+0.00057374i,-5.9561e-05-9.8686e-05i,-0.00065918-0.00074697i,-0.00055942-0.00055814i,0.00012527-0.00020945i,0.00063698+5.2613e-05i,0.00095562+0.00035449i
0.00022028-0.0031792i,0.00083001-0.002294i,-0.0005525-0.00078287i,-0.0019602+0.00013719i,-0.0018049+0.00033205i,-0.001401+0.00096385i,-0.00050634+0.0014542i,-0.00024045+0.00063123i,-0.0013488-0.00033039i,-0.0017295-0.00040672i,-0.00095318+0.000515i,0.00035845+0.0011924i,0.00024869+0.001404i,-0.00063415+0.00067796i,-0.00019211-0.000207i,0.00029316-0.00039565i,5.0558e-05-0.00075433i,-0.00035572-0.001106i,-0.00047145-0.0009017i,-0.00035219-0.00042093i,-0.0001964-0.0004459i,5.1943e-05-0.00075942i,-6.2466e-05-0.00019243i
-0.00046207+0.00033033i,-0.0011269+0.00032561i,0.00018796+0.0014663i,0.00061428+0.0011648i,-0.0008705-0.00011709i,-0.0016781-0.00030444i,-0.0018032+2.1217e-05i,-0.0012409+0.00073723i,-0.0014062+0.00063364i,-0.0016679-0.00045265i,-0.0010523-0.00018533i,-0.00066977+0.00032356i,-0.00069428-0.00039197i,-0.00013388-0.0014705i,0.00052477-0.0017735i,0.00083871-0.0015829i,0.00056633-0.0013787i,8.3951e-05-0.001207i,-0.00013825+0.00012358i,-8.927e-05+0.0010506i,9.005e-05+0.00035064i,0.00030545-0.00031893i,-3.7772e-06-0.00071025i
-0.00095939-0.0022857i,-0.00018746-0.0018118i,0.0014097-0.00088907i,0.00098338+0.00049942i,0.00031295+0.00019223i,2.6665e-05-0.00029279i,-0.00063057+0.0002479i,-0.00083008+0.00010217i,-0.00062799-0.00026558i,-0.00030658-5.7201e-05i,-7.8951e-05+0.00053447i,0.00042337+0.00048423i,0.00086806+0.00023002i,0.00037553+0.00030213i,6.1742e-05-6.4378e-05i,0.00036483+3.7171e-05i,-0.00017341-2.8944e-05i,-0.00089403-0.00065996i,-0.00090143-0.00042386i,-0.00087582+0.00073955i,-0.00078126+0.00067097i,-7.8769e-05+0.00017594i,0.00068859+0.00041955i
0.0011+0.00092161i,0.00098602+0.0018323i,0.0027272+0.0018641i,0.0033224+0.00085633i,0.0013612-0.00071415i,-0.00049305-0.0011766i,-0.0016196-0.00019152i,-0.0021258+0.00025951i,-0.001254+0.0007364i,-0.00041438+0.00030858i,-0.00059454-0.00028438i,-0.001054+1.3375e-05i,-0.00048376-5.1701e-05i,1.4847e-06-0.00026387i,-0.00078855-3.4573e-05i,-0.0012221-4.9214e-05i,-0.00062432-0.00018937i,8.3221e-05-0.00038117i,0.000355-9.3285e-05i,0.00012317+9.4631e-05i,0.00021822-0.00022299i,0.00042768-0.00057274i,0.00081175-0.0011629i
0.0028392-0.0028568i,0.0012306-0.0012555i,0.0016169-0.00233i,0.0012924-0.0029289i,-0.00046791-0.0021461i,-0.0014287-0.0012554i,-0.0011272-3.1763e-05i,-0.00014922+3.1674e-05i,-0.00015945-0.00034028i,-0.00067192-0.00067823i,-0.0012358-0.00062199i,-0.00095145-7.6993e-05i,0.00017233-0.00044706i,0.00064502-0.00030671i,0.00049875+0.00070405i,0.00017896+0.00033241i,0.00063966-0.00011365i,0.00072033+0.00070217i,0.00061007+0.00049225i,0.0010279-0.00076552i,0.00052093-0.00091598i,2.3757e-05-0.00067189i,0.00025497-0.00060172i
0.0040247-0.00068819i,0.0037889-0.00057263i,0.0034926-0.002108i,0.0026238-0.0028349i,0.00022969-0.0036345i,-0.001939-0.0025918i,-0.0020367-1.6914e-05i,-0.0012191+0.00091534i,-0.0011495-0.00017993i,-0.0007104-0.0019231i,-0.00040055-0.0019242i,-0.00070824-0.00065352i,-0.00087586+6.4173e-05i,-0.00051566+0.00068296i,-3.8591e-05+0.00097701i,0.00013514+0.00032473i,0.00062663+0.00048555i,9.9355e-05+0.00054307i,-0.00064027-1.7176e-06i,-0.00048082-0.00049087i,3.945e-05-0.0006932i,0.00010254-0.00045441i,-0.00014428-0.00060355i
0.0028295+0.001321i,0.0029303+0.00082323i,0.0045535+0.00017268i,0.0038596-0.00020587i,0.00062066-0.0013799i,-0.0015333-0.0012867i,-0.0018374+0.00015367i,-0.00084013+0.00089209i,-0.00023222+0.00040826i,-9.8806e-05-0.00092741i,-0.00017305-0.0013304i,-0.00058213-0.0005277i,-0.00045331-0.00024496i,0.00027507-0.00035357i,0.00038868-0.00039818i,0.00025632-0.00074798i,0.00034236-0.00093336i,-0.00023362-0.00084154i,-0.0010038-0.00019198i,-0.00086888+0.00028617i,-0.00017921-0.00019985i,6.7808e-05-0.00064743i,0.00033665-0.00016283i
0.0010588+0.0016628i,0.0012281+0.0018296i,0.0021798+0.0010022i,0.0014498-0.0009186i,-0.00080971-0.0020336i,-0.0019037-0.0001606i,-0.0015386+0.0012434i,-0.00062874+0.00062123i,-0.00037563+0.00021096i,-0.0003768+0.00011556i,0.00017813-9.4442e-05i,0.00097841-0.00022168i,0.00075619-0.00031796i,0.00014175-0.00083326i,-0.00019962-0.00070345i,7.3953e-05-1.5561e-05i,0.0010421-4.271e-05i,0.0011298-0.00029593i,0.00056846-0.00041499i,0.00022096-0.00027295i,-0.00053562-0.00030811i,-0.00037912-0.00078996i,0.00066445-0.0010832i
-0.00041722-0.00056402i,-0.0002181-0.00067701i,0.00030988-0.0007423i,0.00059897-0.0013617i,0.0006674-0.0016865i,-0.00053948-0.00078081i,-0.0011262+0.00016496i,-0.00052211-0.00058848i,-0.00059478-0.00048461i,-0.00080962+0.00065501i,-0.00041695+0.00070031i,0.00030346+0.00042276i,0.0008108+0.00020224i,3.2895e-06-5.6167e-05i,-0.00072252-0.00045928i,-0.00078361-0.00069094i,-0.00065886+0.00057197i,-0.00021376+0.00039133i,0.00039538-0.00066485i,0.00019972+6.9292e-05i,-0.00055033+0.00084155i,-0.00037429+0.0003791i,-0.00013761-2.079e-05i
0.0020276+0.00079964i,0.0024017+0.00087453i,0.0021268+0.00057775i,0.0015455+0.00038106i,0.00022197-0.00027897i,-0.0012238+9.2827e-05i,-0.0022693+0.00079168i,-0.001914+0.0010217i,-0.0010815+0.00095639i,-0.00081808+0.00025298i,-0.00069665-0.00037844i,-0.00040311-0.00065206i,-0.00027407-5.86e-05i,-0.0001384+0.00023234i,9.3509e-05-0.00034375i,7.0149e-05-0.00099411i,0.00015899-0.0010905i,-2.7408e-05-0.00076606i,-0.00038094-0.00023684i,-0.00042984+9.4424e-05i,-0.00012827+0.00035746i,-4.9883e-07+0.00083301i,-0.00027014+0.0010229i
0.00093664-0.0026744i,0.0014606-0.00098206i,0.0014025-0.00070091i,0.00089481-0.0014289i,-0.00018527-0.0014927i,-0.00064389-0.00050101i,-0.00081929+0.00038917i,-0.0010317+0.00052991i,-0.001064+0.00067012i,-0.0014163+0.0010969i,-0.0013806+0.0012819i,0.00046088+0.00091938i,0.00097085+0.00028904i,0.00016488-0.00045807i,0.00028565-0.00057623i,0.00016295-0.00055784i,0.00010974-0.00049997i,0.00022282-0.0003465i,0.0006918-0.00040554i,0.00084003-0.00087651i,-0.00010899-0.0010176i,-0.00019506-0.00079829i,0.00018875-0.00053624i
0.0018107-9.4729e-05i,0.00016385+0.000886i,-1.8942e-05+0.0010665i,-0.00014456+0.00045312i,-0.000965+0.0001233i,-0.00091817+0.0003442i,-0.00010844+0.0012062i,-0.00054594+0.0013628i,-0.0012431+0.00017022i,-0.00084559-0.00059029i,-0.0005+0.0001295i,-0.00058156+0.00049464i,5.8733e-05-6.3147e-06i,0.00083289+6.7522e-05i,0.00099903-0.0001581i,0.00031726-0.00023783i,-0.0005378-0.00036313i,-0.00035733-0.00077658i,2.8759e-06-0.00044984i,-6.1532e-05+0.00011609i,4.8094e-06-0.0003261i,4.4751e-05-0.0013325i,-0.00035989-0.00063963i
0.0009171+0.00012387i,0.0011313+0.00026247i,0.0019629+0.0004806i,0.0017254+0.00033932i,6.1097e-06-0.00023419i,-0.0015283-0.00042695i,-0.0016353+0.00023573i,-0.0012407+0.00012i,-0.0005542-0.00095361i,-7.7489e-05-0.0011315i,-9.7758e-05-0.00063653i,-0.00068937-0.00031099i,-0.00090848-0.00061248i,-0.00066848-0.0012428i,-0.00029805-0.00045785i,0.00013294+4.3428e-05i,-0.00012227+0.00018803i,0.00022926-7.9389e-05i,0.00072722-0.0010726i,0.0006774-0.00046866i,0.00058666-0.00042453i,0.00059405-0.00060817i,0.00060535-0.00010749i
0.0013052-0.0016163i,0.0012969-0.0018401i,0.0018926-0.0023986i,0.0015555-0.0025117i,0.0010382-0.00226i,0.00046897-0.0012761i,0.00041663-0.00020813i,0.00054972-0.00040718i,4.4873e-05-0.00070713i,-0.0013564-0.00020107i,-0.0015376+0.00057927i,-0.00066339+0.0003584i,7.5129e-05-6.8439e-05i,0.00092556-0.0001677i,0.00065158+0.0001537i,0.00011891+7.5969e-05i,7.3059e-05-0.00038073i,0.00016588-0.00016029i,-0.00013757+3.2622e-05i,1.5972e-05-0.00014722i,0.00036291-0.00054844i,0.00013656-0.00067041i,0.00012909-0.00094813i
1.8834e-05-0.0025094i,0.00015055-0.0013115i,0.00029345-0.00016245i,0.00038895+0.00044259i,8.3698e-05+0.00090352i,-0.0009971+0.0015899i,-0.0014289+0.0016067i,-0.0011922+0.0010752i,-0.0012596+4.4949e-05i,-0.001445+0.00023566i,-0.00036587+0.00078373i,0.00042808+0.00099018i,-2.9148e-05+0.00097617i,-0.00012495+0.00016295i,0.0002547+0.00013941i,0.00035976+0.00058664i,-0.00028124-0.00047243i,-0.00023794-0.00071347i,-0.00024072+7.2104e-05i,-0.0011159+0.00016374i,-0.00095888+0.00026466i,-0.00024986+0.00044977i,0.00046105-1.3155e-05i
5.6287e-05-0.0014195i,-7.4967e-05-0.0012634i,-3.9129e-05-0.00083904i,-0.00030516-0.00043147i,-0.0012936-0.00068176i,-0.0014902-0.00092548i,-0.0010441-0.00090685i,-0.00091563-0.00044151i,-0.00069112-9.5828e-05i,0.00037783-0.00055515i,0.00046165-0.00035758i,0.00020158+0.00047468i,0.0001829+0.00060267i,-0.00016152+0.00060901i,-7.1224e-05+0.00061724i,0.00025278+0.00022669i,0.00022833+3.4909e-05i,-0.00027839-7.7678e-05i,-0.00054105-0.00045816i,5.6706e-06-0.00049529i,0.00036308-0.00056941i,0.00091356-0.00015854i,0.00074011+0.00027986i
0.00098278-0.0011897i,0.0013348-0.00078491i,0.002069-2.3174e-05i,0.002411+0.00013643i,0.001526-4.3252e-05i,0.00016182+0.00046414i,-0.00062635+0.00067526i,-0.0007029+0.0003329i,-0.00094531+0.00076189i,-0.00068113+0.0008243i,-0.00030799+0.00031363i,8.8976e-06+0.00059275i,0.00077019+0.00045613i,0.0014356+1.7041e-05i,0.0010319-0.00043849i,0.00056312-0.0013185i,7.5959e-05-0.001303i,-0.00024846-0.00030186i,-5.7175e-05+0.00050722i,-0.00044045+0.00049301i,-0.00043073-0.00024839i,4.4677e-05-0.0010531i,0.00012182-0.001004i
-0.0015452-0.000703i,-0.0019013-0.00041717i,-0.0012121-0.00031759i,-0.00090302+0.00096054i,-0.0018501+0.0012274i,-0.0017271+0.0007301i,-0.0010337+0.00068299i,-0.00015808+1.3153e-05i,0.00044068-0.00062719i,-3.1805e-05-1.8569e-05i,0.0003704-0.00021143i,0.001118-0.00032733i,0.0014403-4.1982e-05i,0.0016074-0.00050906i,0.00049645-0.00058726i,-0.000591-0.00044518i,-0.00063499-0.00042637i,-0.00011687+0.00017826i,0.00014309+0.00069962i,-0.00039028+0.00064659i,-0.00049298+0.00065942i,-2.9195e-05+0.00083413i,7.8392e-05-3.2888e-05i
0.0016505-0.0017708i,0.00093459-0.0013211i,0.00038668-0.0021064i,-0.00039698-0.001904i,-0.0010812-0.0013319i,-0.0013734-0.00082761i,-0.000254-0.00017516i,0.00043121+0.00076564i,-0.00029572+0.00076648i,-0.00088276-0.00064998i,-0.00042615-0.0015821i,0.0003616-0.00053274i,-0.00018155+0.0005972i,-0.00042492+0.00037416i,0.00030057-0.00032813i,0.00050272-0.00066329i,0.00071015-0.00054007i,0.00074787-0.00049331i,0.00083377-0.00044236i,0.00069097-0.00042754i,0.00013843-0.00051662i,1.0978e-05-0.00019934i,0.00016718+0.00026301i
