-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.00046117-0.0050027i,0.0069121-0.025518i,0.02249-0.073794i,0.035059-0.12391i,0.026793-0.11245i,0.012701-0.03672i,0.013615+0.022888i,0.017419+0.026067i,0.013333+0.015039i,0.011273+0.013672i,0.011755+0.01013i,0.0095182+0.0043476i,0.006206+0.0015404i,0.0026709+0.0018668i,-0.00054575+0.0034208i,-0.0019007+0.0051808i,-0.0016972+0.0075324i,-0.00069298+0.0084044i,0.0014154+0.0055511i,0.0019352+5.832e-05i,-0.00085157-0.004619i,-0.0050086-0.0048629i,-0.0068859-0.001321i
0.0045634+0.004142i,0.020216+0.020905i,0.05297+0.057801i,0.088764+0.084359i,0.093432+0.051359i,0.065456-0.016676i,0.038043-0.041995i,0.024484-0.027059i,0.016041-0.016811i,0.0054215-0.011088i,-0.0027963-0.0029956i,-0.0056466+0.0015068i,-0.0046571+0.00050452i,-0.0032327-0.0014793i,-0.0029367-0.0012285i,-0.0030335-9.6252e-05i,-0.0032068+0.00036376i,-0.0028024+0.00025472i,-0.002266-0.00088788i,-0.00059869-0.0029355i,0.0021158-0.0029579i,0.0036092-0.0014588i,0.003472-0.0016076i
-0.0033976+0.00036482i,-0.023924+0.0033995i,-0.071711+0.012165i,-0.12297+0.030841i,-0.12492+0.051183i,-0.081242+0.048896i,-0.046842+0.019518i,-0.033893+1.0052e-05i,-0.024515+5.5056e-05i,-0.013901-0.0032231i,-0.006038-0.0087178i,-0.0019175-0.0070859i,-0.00010354-0.002934i,0.0013296-0.0020261i,0.003659-0.004082i,0.0052598-0.0078384i,0.0053635-0.010254i,0.003982-0.0085567i,2.8372e-05-0.0044881i,-0.0031954+0.00033001i,-0.0023645+0.004866i,0.00073394+0.0062132i,0.0026375+0.0046048i
-0.00017978-0.0016074i,0.0079863-0.021865i,0.029064-0.065788i,0.046452-0.11312i,0.034125-0.1077i,0.0035931-0.042983i,-0.00895+0.012687i,-0.0040191+0.020136i,-0.00075481+0.012982i,0.0020908+0.013425i,0.0063973+0.010917i,0.0083228+0.0052627i,0.0072886+0.0027864i,0.0035604+0.0030234i,0.00039623+0.0043486i,-0.001597+0.0052708i,-0.0031257+0.0057539i,-0.002333+0.0057594i,0.00062368+0.0041765i,0.0019618-7.3438e-05i,-0.00015609-0.0057564i,-0.0038755-0.0086657i,-0.0061057-0.0076574i
0.0049125+0.0035254i,0.018364+0.019606i,0.047506+0.056938i,0.081081+0.088307i,0.093387+0.066207i,0.080695+0.0087966i,0.057462-0.01622i,0.036185-0.0079802i,0.022546-0.0039424i,0.010255-0.0030497i,-0.00035173+0.0010314i,-0.0046115+0.0017871i,-0.0039866-0.00043586i,-0.0024576-0.001622i,-0.0019507-0.00061576i,-0.0025102+0.0015968i,-0.0027877+0.00196i,-0.0037809+0.00072036i,-0.0038707-0.00022868i,-0.0016022-0.00028831i,0.0021058+0.00045549i,0.0055159+0.0010928i,0.0065679+0.00072752i
-0.0025312+0.0014499i,-0.022144+0.0037939i,-0.07092+0.0077822i,-0.12406+0.017023i,-0.1302+0.031215i,-0.088406+0.03168i,-0.046072+0.0099928i,-0.026276-0.0045639i,-0.018513-0.0045829i,-0.010469-0.0074401i,-0.0044436-0.010185i,-0.001781-0.0079499i,-0.0010408-0.0049045i,-0.00079034-0.0038711i,0.0021315-0.0062841i,0.0049844-0.0081651i,0.0052566-0.0075362i,0.0049757-0.0055397i,0.0026886-0.0027551i,-0.001329-6.293e-05i,-0.0033696+0.0028213i,-0.0020448+0.0057416i,-0.0005591+0.006537i
0.0047621-0.0069596i,0.013843-0.025386i,0.036525-0.06819i,0.056887-0.11328i,0.043442-0.11079i,0.0040612-0.057364i,-0.017261-0.008675i,-0.01393+0.0043656i,-0.0081002+0.0040604i,-0.0045411+0.0083779i,0.00048321+0.0091967i,0.004397+0.0065224i,0.0043906+0.0044455i,0.0024052+0.0029575i,-0.00026516+0.0031039i,-0.0025186+0.0045843i,-0.0037367+0.0052092i,-0.002565+0.0042521i,0.000304+0.0026817i,0.0012579-0.00051213i,-0.00087032-0.0059035i,-0.0041306-0.010606i,-0.0056524-0.010944i
0.0040753+0.0024322i,0.015484+0.01966i,0.039173+0.058992i,0.067485+0.09684i,0.083438+0.086653i,0.078418+0.040502i,0.055782+0.014898i,0.032324+0.012055i,0.019182+0.0075186i,0.0087945+0.0027252i,0.0004626+0.0022725i,-0.0023291+0.001669i,-0.0012635+1.6142e-05i,-0.00036284-0.00062978i,-0.0013983+0.00041859i,-0.0023742+0.0017261i,-0.0027816+0.0014117i,-0.0039384-0.0011673i,-0.0036871-0.0026079i,-0.001009-0.0011721i,0.001934+0.0024933i,0.0042898+0.0053825i,0.0054975+0.0051943i
-0.0020387-0.00079371i,-0.021583+0.00053876i,-0.06775-0.0014465i,-0.12056-0.00091406i,-0.13093+0.0078228i,-0.09032+0.011894i,-0.042054-0.0004358i,-0.018357-0.0094367i,-0.011971-0.0089836i,-0.0054922-0.0094867i,-7.7641e-05-0.010347i,0.00022379-0.0077385i,-0.0016759-0.0042147i,-0.0019422-0.0033156i,0.0015413-0.0042307i,0.005213-0.0052561i,0.0056323-0.0044739i,0.0042758-0.0017522i,0.0011138-0.00012443i,-0.002381+9.3106e-05i,-0.0040353+0.0012759i,-0.0031798+0.0045291i,-0.0026321+0.0066416i
0.0028523-0.0038114i,0.01204-0.019372i,0.038244-0.055804i,0.064594-0.096742i,0.056812-0.10115i,0.016534-0.062444i,-0.011139-0.02333i,-0.011707-0.0085044i,-0.0075693-0.0030298i,-0.0056732+0.0031419i,-0.001421+0.0055876i,0.0028212+0.0047791i,0.003682+0.003447i,0.0019734+0.003264i,-0.00020759+0.003464i,-0.0021461+0.0025956i,-0.0030426+0.0015222i,-0.0019138+0.0013556i,0.00081835+0.0017991i,0.0017634-5.7236e-05i,0.00087824-0.0060962i,0.00036121-0.011824i,-0.0008705-0.013146i
0.0070992+0.0082794i,0.016226+0.022997i,0.037808+0.061336i,0.060438+0.10144i,0.070717+0.10002i,0.064008+0.062131i,0.04252+0.033799i,0.022554+0.023193i,0.013748+0.01503i,0.0071555+0.0079923i,-0.00055079+0.0029184i,-0.0035776-0.00014583i,-0.002368+9.3578e-05i,-0.0014072+0.0012327i,-0.002157+0.0024237i,-0.0026214+0.003089i,-0.0025379+0.0012706i,-0.0026993-0.0019794i,-0.0032009-0.0029885i,-0.00062413+0.00012688i,0.0025838+0.004554i,0.0034833+0.0067535i,0.0038938+0.0061694i
-0.0034786-0.00016633i,-0.019084-0.00039612i,-0.062347-0.0067017i,-0.11507-0.014317i,-0.12687-0.012682i,-0.086684-0.0055241i,-0.036869-0.0064872i,-0.012676-0.0082084i,-0.0060129-0.0068272i,-0.00069625-0.0073378i,0.0017522-0.0072493i,0.00017961-0.005796i,-0.0013719-0.0056176i,-0.00099213-0.0054218i,0.001193-0.0046779i,0.0025702-0.0047841i,0.001966-0.00282i,0.00067513+0.00048012i,-0.00026135+0.00094923i,-0.0017395-0.00010464i,-0.004176+0.00059169i,-0.0059084+0.0030127i,-0.0062403+0.0043509i
0.0010908-0.00082199i,0.010987-0.015313i,0.039735-0.047213i,0.073368-0.083427i,0.071891-0.090486i,0.033312-0.06277i,0.0022001-0.03131i,-0.0034937-0.015878i,-0.0037711-0.0081186i,-0.0046374-0.0012013i,-0.0015656+0.0024768i,0.0016595+0.0024141i,0.0017177+0.0016195i,0.00043617+0.0011214i,0.00024962-0.00052756i,-0.00024165-0.0027027i,-0.00090279-0.0026814i,-3.1521e-05-0.00069763i,0.0017135+0.00034225i,0.0023647-0.0014821i,0.0030464-0.0071755i,0.0048778-0.012502i,0.0056288-0.012896i
0.001559+0.0025722i,0.0099138+0.017884i,0.023223+0.056765i,0.037283+0.10271i,0.043112+0.11098i,0.038854+0.07776i,0.023541+0.044318i,0.009973+0.02629i,0.0057655+0.016051i,0.0013117+0.0094652i,-0.0030538+0.0047893i,-0.0021998+0.0016289i,0.0011931+0.0011598i,0.0027115+0.0021826i,0.00096634+0.0035192i,-0.0013792+0.0046259i,-0.0012729+0.0029634i,-0.00056537-0.00072319i,-0.0019918-0.0024213i,-0.0018965+0.00093834i,-0.00057739+0.0064385i,3.3098e-06+0.0091435i,0.00029805+0.0083883i
-0.0026312+0.0012265i,-0.017429-0.0008554i,-0.054909-0.0114i,-0.10013-0.027668i,-0.11125-0.03296i,-0.077251-0.023299i,-0.031604-0.013096i,-0.009378-0.0074227i,-0.0033923-0.0054954i,0.002908-0.0053117i,0.0050618-0.0051895i,0.0029684-0.0057393i,0.00035239-0.0053168i,-0.0012551-0.0042616i,-0.00048952-0.0045115i,0.00067279-0.004708i,-0.00044911-0.0017498i,-0.0019109+0.0016221i,-0.0016816+0.0013691i,-0.0016601-0.00056699i,-0.0026452-0.0013331i,-0.0059379-0.00023591i,-0.0076139+0.0011521i
0.0013556-0.0039736i,0.010754-0.016772i,0.038755-0.042797i,0.074782-0.069852i,0.081244-0.073083i,0.048721-0.051753i,0.015627-0.02862i,0.0038558-0.016697i,0.00015519-0.010091i,-0.0025331-0.0037267i,-0.00095965+0.00089866i,0.0015103+0.0028206i,0.0015265+0.0026701i,0.0009117+0.00096064i,0.00080173-0.0011185i,0.0010086-0.0030463i,0.0010169-0.0028252i,0.0014134-4.5489e-05i,0.0030701+0.0010565i,0.0046021-0.0022461i,0.0057314-0.0066761i,0.0081172-0.0090963i,0.0086553-0.0087088i
0.0033078+0.0042084i,0.0091952+0.018147i,0.016593+0.052959i,0.021427+0.09713i,0.019553+0.10906i,0.01304+0.080234i,0.0042604+0.044522i,-0.00047672+0.023322i,-0.00074459+0.014032i,-0.0026024+0.0074256i,-0.0045105+0.0024425i,-0.0033241+0.0006864i,-0.00090813+0.0010737i,0.00026019+0.0027793i,-0.0003394+0.0047743i,-0.0014262+0.0054106i,-0.00073796+0.0032038i,0.00027019+0.00035243i,-0.0011913-0.0012382i,-0.0034953+0.0016183i,-0.0044726+0.0069612i,-0.0041043+0.01013i,-0.0023379+0.0093578i
-0.0029064-0.00040074i,-0.016483-0.004098i,-0.049718-0.018634i,-0.089676-0.040512i,-0.098838-0.050397i,-0.066711-0.036675i,-0.025839-0.016117i,-0.0069669-0.0057634i,-0.0020056-0.0033516i,0.0018351-0.0024642i,0.0036115-0.0027951i,0.003555-0.0036822i,0.0012483-0.0041333i,-0.00094783-0.0029149i,-0.0012461-0.0026115i,-0.0019571-0.0035391i,-0.0036329-0.0025764i,-0.0039063-0.00032621i,-0.002675-6.0966e-05i,-0.001689-0.00070562i,-0.0022038-0.00091437i,-0.0044467-0.0024697i,-0.0057371-0.0027153i
0.002898-0.0037442i,0.013212-0.013948i,0.042501-0.03425i,0.079688-0.054631i,0.088735-0.054963i,0.059269-0.036941i,0.026003-0.020257i,0.011446-0.012105i,0.0053792-0.0076974i,0.00083007-0.0047284i,0.00022416-0.0019295i,0.00084311+0.00020168i,0.00022774-0.00066087i,0.00029818-0.0026412i,0.0016491-0.0034719i,0.0038391-0.0042347i,0.0044549-0.0036885i,0.0041477-0.00064819i,0.004398+0.0016703i,0.0050528-0.0010539i,0.0075256-0.0060384i,0.010001-0.0073937i,0.0098596-0.005048i
0.0014958+0.0021523i,0.0053095+0.01573i,0.007405+0.049523i,0.0026429+0.091448i,-0.0063295+0.10231i,-0.010156+0.073774i,-0.0090573+0.037898i,-0.0064727+0.018382i,-0.0042715+0.010925i,-0.0050849+0.005994i,-0.0052176+0.0026373i,-0.0023044+0.00083164i,0.00058874+0.0011547i,0.0012292+0.0035906i,-0.00051426+0.0052018i,-0.0010288+0.0054953i,0.00060243+0.0045839i,0.00060693+0.00094516i,-0.0010592-0.0017809i,-0.004043+0.00051881i,-0.0070806+0.0045411i,-0.0075344+0.0069947i,-0.0058659+0.0073822i
-0.0027336+0.0018913i,-0.015415-0.0023572i,-0.044524-0.017727i,-0.075504-0.043737i,-0.078405-0.05798i,-0.049376-0.044088i,-0.018936-0.019364i,-0.0068933-0.0051222i,-0.0031202-0.00083706i,0.0012346+0.00089862i,0.0034577+0.00085392i,0.0033452-0.0010275i,0.0022357-0.0027343i,0.0001901-0.0027561i,-0.001535-0.0026375i,-0.0034532-0.0039501i,-0.0058964-0.0035682i,-0.005897-0.0018249i,-0.0039815-0.00053267i,-0.0016709+0.00015532i,-0.0015824-0.00066104i,-0.0035884-0.0024889i,-0.0042064-0.004219i
0.0016902-0.0066356i,0.011715-0.014991i,0.039028-0.030838i,0.075461-0.041716i,0.086881-0.033159i,0.059995-0.015843i,0.028168-0.0073338i,0.013621-0.005087i,0.006946-0.0039211i,0.0025322-0.001707i,0.0012126+0.00056745i,0.00075596+0.00062743i,0.00056111-0.0010379i,0.0022606-0.002197i,0.0045509-0.0024497i,0.0060829-0.0032449i,0.0054135-0.0020597i,0.0034264+0.0011761i,0.0033008+0.0024926i,0.0056898+0.00030907i,0.0089623-0.002695i,0.011604-0.0036613i,0.011532-0.0020038i
0.0052809-0.00063964i,0.0075245+0.012545i,0.0050887+0.042287i,-0.0081615+0.078876i,-0.024707+0.087044i,-0.02658+0.059408i,-0.017343+0.02791i,-0.0095653+0.012546i,-0.0071707+0.0067315i,-0.0072589+0.0026537i,-0.0063173+6.066e-05i,-0.0035405+0.00049474i,-0.0012375+0.0026164i,-0.00038916+0.0041606i,-0.00084249+0.0055702i,-0.0007488+0.0066371i,0.00050794+0.0050793i,0.00079144+0.00065263i,-0.0015897-0.0023094i,-0.0052331-0.0016222i,-0.0086837+0.0015315i,-0.010213+0.0036837i,-0.0084876+0.0048483i
-0.0031118+5.402e-05i,-0.014103-0.0039957i,-0.037709-0.021683i,-0.059944-0.050473i,-0.058424-0.065467i,-0.033803-0.047974i,-0.012832-0.020046i,-0.0060676-0.0066028i,-0.003444-0.0017i,-0.0014192+0.0013912i,0.00052302+0.0017223i,0.0015377+0.0013045i,0.00047811+0.0012447i,-0.0010454+4.2962e-05i,-0.0018649-0.0022811i,-0.0031723-0.0049855i,-0.0052204-0.0061967i,-0.0049673-0.0047743i,-0.0024294-0.0022588i,-0.00043287-0.00041099i,-0.00029513-0.00010157i,-0.0016109-0.0027156i,-0.0012256-0.0048916i
0.0013803-0.0023601i,0.010899-0.010073i,0.037806-0.020452i,0.07247-0.022373i,0.081804-0.0097425i,0.055881+0.0019385i,0.026369+0.0029561i,0.012772+0.00039522i,0.0068313-0.00092268i,0.0031041-0.00045184i,0.0012217+0.0003126i,0.00097213-0.00064841i,0.0014648-0.0023541i,0.0020308-0.0030057i,0.0041637-0.0026106i,0.0057799-0.002245i,0.0047622-0.00091022i,0.0028801+0.0016321i,0.0026543+0.0032239i,0.0052284+0.0020532i,0.0089533-0.0010934i,0.011319-0.0010828i,0.0098747+0.0012125i
0.0038574+0.0016377i,0.0058739+0.01199i,0.0013975+0.036975i,-0.016335+0.065548i,-0.03471+0.067859i,-0.034563+0.042056i,-0.02037+0.017144i,-0.009761+0.0070128i,-0.006231+0.0029865i,-0.0042033-8.4495e-05i,-0.0028435-0.0012676i,-0.0014305-0.00072789i,0.00026481+0.00033828i,0.00044337+0.0020386i,0.00016349+0.0040987i,-0.00042025+0.0058604i,0.00022925+0.0055384i,0.0010442+0.0014951i,-0.00092474-0.0020708i,-0.005137-0.0025181i,-0.0086708-0.00087735i,-0.010354+0.0011729i,-0.0095241+0.0010269i
-0.0039137+4.9545e-05i,-0.012023-0.0038374i,-0.029283-0.021126i,-0.044291-0.050586i,-0.037209-0.064751i,-0.01755-0.046348i,-0.006294-0.018942i,-0.0040654-0.0054859i,-0.0026651-0.00095895i,-0.00069695+0.00033369i,0.00081991-7.2732e-05i,0.0015764-2.0001e-05i,0.0010168+5.1111e-05i,-0.00058258-0.0011215i,-0.0014202-0.0040975i,-0.002772-0.0063887i,-0.0050803-0.006174i,-0.0045217-0.0047747i,-0.0015936-0.0026366i,0.00055129+0.00015924i,0.00080559+0.0011512i,0.00062142-0.0016285i,0.0014879-0.0033692i
0.0046221-0.0012957i,0.014046-0.0059736i,0.037908-0.012351i,0.067856-0.010994i,0.073122+0.0024089i,0.046271+0.012345i,0.019799+0.010103i,0.0094535+0.0051767i,0.0060439+0.0017364i,0.0035866+0.00079386i,0.0015079+0.0012129i,0.00028268+0.00036733i,0.00018896-0.0013216i,0.00152-0.0019102i,0.0030775-0.0010342i,0.0038669-0.00023261i,0.0031226+0.0004331i,0.0010951+0.0016395i,0.00085487+0.00276i,0.0035462+0.002776i,0.0078206+0.002527i,0.009911+0.0037796i,0.0083732+0.0044544i
0.0020838+0.00556i,0.0031317+0.015204i,-0.0030327+0.037328i,-0.023258+0.058111i,-0.041562+0.052472i,-0.03633+0.026495i,-0.018239+0.0088437i,-0.00747+0.0037988i,-0.0042959+0.0014971i,-0.0025074-0.00085201i,-0.00099597-0.0022626i,0.00042124-0.0026734i,0.0012574-0.00088655i,0.00017273+0.002318i,-0.0012065+0.0035928i,-0.0018401+0.004913i,-0.0006622+0.0050275i,0.00049527+0.0019242i,-0.0010008-0.0019545i,-0.0049396-0.0036275i,-0.008561-0.0037619i,-0.0095853-0.0042466i,-0.0087067-0.0040421i
-0.00088041+0.00031087i,-0.0074541-0.0050514i,-0.020708-0.023159i,-0.029228-0.050078i,-0.019681-0.060639i,-0.0049212-0.041178i,-0.00039998-0.016505i,-0.0012562-0.0060142i,-0.0011688-0.0027513i,-0.00048031-0.00044016i,-0.00020593+0.000608i,4.1256e-05+0.00045446i,-0.00037864+9.1923e-05i,-0.0012242-0.00073095i,-0.0010422-0.0029145i,-0.0015178-0.0046646i,-0.0034186-0.0050008i,-0.0034507-0.0037555i,-0.001416-0.0012186i,-0.00050265+0.0012598i,-0.00083985+0.00094516i,0.00029729-0.0011337i,0.0012558-0.0017896i
0.00055813-0.0013724i,0.0088556-0.0055101i,0.030161-0.006861i,0.055539+0.00051755i,0.057114+0.016051i,0.033026+0.021356i,0.013186+0.012672i,0.0064396+0.0057802i,0.0034268+0.0032694i,0.0019954+0.0024398i,0.0012538+0.0024963i,0.0016245+0.00084182i,0.0019715-0.0013774i,0.0018685-0.0020749i,0.002059-0.0013414i,0.0029098-0.00038958i,0.0030483-0.00031088i,0.0010198+0.00010962i,0.00018423+0.0010271i,0.0030375+0.0019109i,0.0065318+0.0036194i,0.0075506+0.0059352i,0.005925+0.006348i
0.0045914+0.0037617i,0.0044243+0.01099i,-0.0034006+0.026548i,-0.023753+0.04117i,-0.040906+0.034867i,-0.034533+0.013969i,-0.016214+0.002939i,-0.006785+0.0019651i,-0.0037552+0.0006492i,-0.0013882-0.0012179i,-0.00065101-0.0019938i,-0.00096179-0.0023782i,-0.00042681-0.0014587i,-0.0001905-0.0002706i,-0.0013984+0.0012644i,-0.0028529+0.0034763i,-0.0027469+0.0048654i,-0.00059374+0.0031746i,-0.0004726-0.00082258i,-0.0025666-0.0042263i,-0.0045522-0.0058486i,-0.0050024-0.0070575i,-0.0048369-0.0070929i
-0.0031358+0.00093439i,-0.0095479-0.0038517i,-0.018689-0.018884i,-0.020449-0.042723i,-0.0080779-0.051627i,0.0038033-0.033832i,0.0038597-0.013765i,0.00037096-0.0063582i,-0.0015438-0.0032776i,-0.0014865-0.00057435i,-1.5238e-06+0.00023655i,0.0001882-0.00042307i,-0.00078175-0.00051235i,-0.0010585-0.00045033i,-0.0012848-0.001997i,-0.0015015-0.003671i,-0.0018844-0.004083i,-0.0019031-0.0027026i,-0.00089191-0.00038624i,-0.00084499+0.001127i,-0.00058219+0.0010881i,0.0013996+4.5328e-05i,0.0017578-5.6676e-05i
-0.00089605-0.003038i,0.0062745-0.0053525i,0.025069-0.0040424i,0.045835+0.0069943i,0.044746+0.023072i,0.022391+0.024519i,0.0066686+0.013283i,0.0036127+0.0060936i,0.0031947+0.0045005i,0.0014057+0.0041331i,0.00018755+0.0034229i,0.00033036+0.0023834i,0.00032698+0.00020695i,0.00072654-0.0017494i,0.0013263-0.0013824i,0.0022926-0.0004945i,0.0017717-0.0012309i,0.00054779-0.0018647i,0.0010359-7.2758e-05i,0.0028575+0.0021788i,0.0042526+0.0044601i,0.0038099+0.0077076i,0.002447+0.0081242i
-0.0021742+0.0027534i,-0.0028044+0.010135i,-0.010662+0.024468i,-0.028178+0.033686i,-0.040222+0.023082i,-0.030312+0.0055739i,-0.012661+0.00015534i,-0.0048652+0.00033908i,-0.0026424-0.00027014i,-0.0011713-0.00017638i,0.00051839-0.00037598i,0.0015735-0.0016381i,0.0019288-0.0015328i,0.0012394-0.00042298i,-0.00058878+0.00077875i,-0.0016301+0.0019356i,-0.0018359+0.0023563i,-0.0011898+0.0011136i,-0.00061711-0.0014716i,-0.0013303-0.0039185i,-0.0023774-0.0054624i,-0.0023687-0.0062058i,-0.0011719-0.0068982i
-0.0026449-0.0016891i,-0.0073297-0.00657i,-0.013228-0.019328i,-0.010933-0.038085i,0.0026237-0.042748i,0.0098725-0.02521i,0.0054088-0.008588i,0.00060785-0.0038612i,-0.00099907-0.0021371i,-0.0012357-0.00031384i,9.2334e-05+0.00047817i,0.001076+0.0011085i,0.00096111+0.00086612i,0.00059993-0.00033209i,0.00058001-0.0015151i,0.0010624-0.0024977i,0.00017123-0.0035503i,-0.00073382-0.0034511i,-0.00044891-0.00070663i,-0.0014065+0.0022497i,-0.0017588+0.0019252i,-0.00065437+0.00033091i,-0.00016941+0.00013371i
0.0018112-0.0019825i,0.0084647-0.0045597i,0.022198-0.0024644i,0.035906+0.0095186i,0.030727+0.023254i,0.010899+0.022381i,0.0011116+0.012843i,0.0016385+0.0070713i,0.0016984+0.0042747i,0.00017196+0.0030009i,-0.0012072+0.0026752i,-0.0012927+0.0015812i,-0.0002437+0.00021268i,0.00043925-0.00086775i,0.00083236-0.0013779i,0.0012789-0.0011927i,0.0013656-0.00015959i,0.0016484+0.0002261i,0.0023269-0.00020859i,0.003186+4.3621e-05i,0.0031327+0.00249i,0.0010068+0.005265i,-0.00070605+0.0053797i
0.0014017+2.5964e-05i,-0.00045631+0.0055621i,-0.008794+0.015082i,-0.025188+0.021125i,-0.035263+0.011629i,-0.025591-0.00022107i,-0.010334-0.0017993i,-0.0037476+0.00011674i,-0.0015989+0.00048977i,8.6109e-05-0.00057432i,0.0010246-0.00070035i,0.001808-0.00046949i,0.0023481-0.00033158i,0.0016559+0.00017711i,0.00068982+1.1337e-05i,-0.00041594+9.396e-05i,-0.00067848+0.00085193i,-0.00073573+0.00091174i,-0.00094848-0.00066173i,-0.0013014-0.002929i,-0.0014593-0.0043937i,-0.00019343-0.0052924i,0.0022455-0.005391i
-0.00172-0.00072995i,-0.0054431-0.0047849i,-0.0084805-0.016363i,-0.0041811-0.032771i,0.0074643-0.034006i,0.011245-0.017578i,0.0054521-0.0054024i,0.0013951-0.0026319i,-5.371e-05-0.0010783i,-0.00020216-0.00030161i,0.00073702-0.0007731i,0.0011583-0.00087472i,0.00073435-0.00029754i,0.00029647+0.00049323i,-1.9955e-05-4.1298e-05i,-0.00044779-0.0010615i,-0.0012504-0.002046i,-0.0016696-0.0018445i,-0.0022109+0.00023912i,-0.0022159+0.0019353i,-0.00079918+0.0013344i,0.00030469-0.00069239i,9.941e-05-0.0012009i
0.0042529-0.0034403i,0.0086248-0.0051236i,0.018922-0.0025917i,0.027741+0.0096016i,0.020157+0.021876i,0.0037275+0.019861i,-0.0025043+0.011021i,-0.0011329+0.005565i,-0.0012122+0.0029648i,-0.0024044+0.001501i,-0.0016255+0.0009782i,-0.00036165+0.00052493i,0.00037604+0.00046853i,0.00011899+0.00044191i,-0.00050184+4.067e-05i,-3.3975e-05-0.00078741i,0.0017437-0.00020272i,0.0029249+0.00067239i,0.0023276+0.00077359i,0.0019245+0.0016604i,0.00057284+0.0030337i,-0.0024971+0.0042506i,-0.0041855+0.0038061i
-0.00088689-0.00097824i,-0.0023321+0.0036244i,-0.010431+0.010997i,-0.023802+0.01407i,-0.028635+0.0048096i,-0.017922-0.0040931i,-0.0065348-0.0039496i,-0.0030002-0.0022069i,-0.0018424-0.0015746i,-0.0006692-0.00123i,0.00024586+4.5607e-05i,0.0010705+5.7454e-05i,0.0016424-0.0013765i,0.0013181-0.0019116i,0.00014054-0.0016627i,-0.0009183-0.00092829i,-0.0012613-0.00015092i,-0.0010907-0.00065998i,-0.0015093-0.0027511i,-0.0019384-0.0040663i,-0.0011216-0.0035896i,0.00079443-0.003092i,0.0028996-0.0027698i
-0.0016633+0.00025305i,-0.0038123-0.0021696i,-0.0043427-0.011474i,0.0015914-0.024719i,0.011541-0.024383i,0.012164-0.010563i,0.0056022-0.0025182i,0.001732-0.0013562i,-0.00042953-0.0011253i,-0.00045905-0.00046109i,0.0010115-0.00015348i,0.0014475+2.5592e-06i,0.0011045+0.00012394i,0.00066133+0.0001143i,0.00023666+0.0010667i,0.00026152+0.00064894i,-0.00020258-0.00065767i,-0.00043975-0.00090638i,-0.0012956+0.00023644i,-0.0020097+0.0016577i,0.00010245+0.0017354i,0.0021668-0.0002174i,0.0016991-0.0015061i
0.0038679-0.00010719i,0.0082881-0.0013917i,0.016015+0.0016159i,0.021074+0.01142i,0.01173+0.01839i,-0.0023463+0.013454i,-0.0046694+0.0062269i,-0.0019772+0.0032919i,-0.0013371+0.0013206i,-0.0012306+0.00022083i,-0.00023776-0.00079565i,-0.0004253-0.0010683i,-0.0012689-0.00033254i,-0.00080467-0.00042503i,-0.00035768-0.0004863i,-0.00013241+4.0353e-06i,0.00079385+0.00058495i,0.0015656+0.0015268i,0.0027901+0.0018747i,0.0036091+0.0015448i,0.0021015+0.0015674i,-0.0014079+0.0017617i,-0.0038641+0.00089143i
0.0013767-0.0011003i,-0.00081285+0.0020727i,-0.0078097+0.0063088i,-0.019247+0.0065516i,-0.022484-0.0013517i,-0.012551-0.0058604i,-0.0030658-0.0024827i,4.4975e-05+0.00019837i,7.8001e-05+0.0011225i,-0.0003052+0.00074828i,-8.8045e-05+0.00010353i,0.00058257-2.7246e-05i,0.00077104-0.00014412i,0.00082355-0.00079058i,0.0015101-0.00083568i,0.00043322-0.001063i,-0.0011907-0.0022867i,-0.001355-0.0032072i,-0.0018163-0.0037566i,-0.0021851-0.0041607i,-0.001649-0.0035911i,-0.00015176-0.0017219i,0.0013968-0.00044644i
0.000938-0.0021411i,-0.00027857-0.0056791i,-0.00087292-0.01425i,0.0042193-0.022909i,0.012074-0.019354i,0.010961-0.0060379i,0.0051649+0.00034104i,0.0026172+0.00010039i,0.001363-0.0003429i,0.00090724-0.00077664i,0.00063197-0.00058063i,0.00024981+0.00036186i,0.0010035+0.0013663i,0.0011415+0.0020766i,0.00070663+0.0019857i,0.00037299+0.00081688i,-0.00063984-0.0002924i,-0.0016932-0.00067254i,-0.0026448-1.2928e-05i,-0.0029535+0.00074893i,-0.00080246+0.00067883i,0.0014591-0.00044383i,0.00162-0.0011519i
