-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
0.0015188+0.0017918i,0.0010803+0.00038652i,0.00023699-0.0013362i,-4.8804e-05-0.0016677i,-0.00018641-0.00098099i,-0.0004009-0.00014528i,-0.00020561-0.00041189i,-0.00028314-0.00065142i,0.00020407-9.206e-05i,0.00026112-2.1747e-05i,-0.0002548+4.9108e-05i,-0.00033227+0.0004669i,1.4571e-05+0.00036918i,0.00027826+1.338e-05i,0.00055204-4.6955e-05i,0.00032842+0.00021754i,-0.00059806-0.00010321i,-0.0010291-0.00031408i,-0.00070163-0.00016445i,-0.00063664-0.00047129i,-0.00078963-0.00067495i,-0.00057435-0.00030083i,0.00032944+0.00019389i
-0.00060706+0.00079339i,-0.00019161+0.00060343i,-0.00075565+0.0015008i,-0.0015288+0.0015784i,-0.0015588+0.0011951i,-0.0010859+0.00046252i,-0.00063071-0.00016301i,-0.0008104+1.0912e-05i,-0.00064992+0.00086705i,0.00025818+0.0018154i,0.00081236+0.001819i,0.00055813+0.0003455i,0.00078186-0.0011926i,0.0010438-0.00078598i,0.00059515+0.00031302i,0.00015176+0.00043285i,0.00022275+0.00020093i,0.0010497-0.00041791i,0.0013429-7.1093e-05i,0.00024301+0.0008801i,-0.00097807+5.0062e-05i,-0.0004425-0.00034902i,0.0010413-0.00013795i
-0.00068831-0.00072078i,-0.0015168-0.00076633i,-0.0015302+9.0418e-05i,-0.0013101+0.00035108i,-0.0022105-0.00037039i,-0.0018632-0.0011305i,-0.0012599-0.0012983i,-0.00037189-0.00055413i,0.00030153+0.00066291i,-9.0341e-05+0.0005897i,-0.00017483+0.00032685i,0.00014754+0.00033844i,0.00045889+8.3881e-05i,0.00078911+0.00018009i,0.0008531+0.00064409i,-0.00019972+0.00097269i,-0.00077469+0.00028556i,-0.00055593-0.00076774i,-0.00025905+1.2996e-05i,-1.2215e-05+0.00045778i,-0.00037742-0.00023179i,-0.00037453-0.00026344i,0.00030667+0.00012654i
-0.00091666+0.00013604i,0.0010116+0.00058863i,0.0015729+0.0018363i,0.00067073+0.0020953i,0.00019734+0.00063578i,0.00064745-0.00094445i,-0.00014451-0.00040562i,-0.0016824+0.00025833i,-0.0016686+0.00079045i,-0.00054511+0.0010319i,-0.00010786-0.00011512i,-0.00046893-0.00094971i,-8.5781e-05-0.00054539i,0.00015761-0.00035751i,-7.2831e-05+0.00030975i,0.00019073+0.00052168i,0.00089195-6.6159e-05i,0.00023541-0.00033484i,-0.000913+0.00034584i,-0.00057385+0.00051337i,0.00061465-4.9109e-06i,0.0012544-0.00033402i,0.00057172-0.0001274i
-0.001553+0.00074219i,-0.0010566+0.0010633i,-7.4714e-05+0.00092017i,0.0005501+0.0010796i,0.00037415+0.00060673i,-5.8765e-05-9.6441e-05i,0.00018703-0.00048605i,-4.3416e-05-4.2338e-05i,-0.00066448+0.00097838i,-0.00037349+0.001156i,0.00090823+0.0018405i,0.0013817+0.002016i,0.00096294+0.0007379i,0.0005757-8.6222e-06i,0.00046074+0.00044912i,0.00021589+0.0010363i,-4.368e-05+0.0008299i,-0.00022918-0.000177i,8.9571e-06-0.0010985i,0.00063821-0.0012013i,0.00056352-5.5955e-06i,0.00021709+0.0010959i,7.9158e-05+0.00070131i
-0.0003074+6.8124e-05i,0.00052096+0.00045635i,0.0010854+0.00025627i,0.0011652-0.00092977i,0.0013078-0.00089977i,0.00084471-0.00056617i,-0.00055215-0.00066181i,-0.00083456-0.00047857i,-0.00028328+0.00010658i,-0.00024114+0.00071112i,0.00047348-0.00012437i,0.00089848-0.00052534i,0.00034266-0.00035238i,0.00021892+3.454e-05i,0.00036916+0.00035072i,0.00052473-0.00058359i,0.00069991-0.0009108i,0.00014745-0.00036458i,-0.00030693-0.00026872i,-0.00051518+8.3696e-05i,-0.00018932+0.00080777i,-0.00032788+0.00090844i,-0.00078043+0.00074954i
0.0002238-0.00054619i,0.00024153-0.0012226i,0.00061509-0.0022031i,-0.00037492-0.0020652i,-0.0022157-0.001351i,-0.0017014-0.000583i,0.00026571-0.00053289i,0.00060679-0.00045561i,0.00051345+9.2125e-05i,0.00031348+0.00062486i,-0.00040133+0.0008136i,-0.00048183+0.00061739i,0.00030945+0.00021894i,0.00038807+0.00050953i,0.00034916+0.0002943i,0.00044353-0.00032669i,9.0443e-05-0.00033725i,7.5023e-06-0.0006809i,-0.00032914-0.00026418i,-0.00026419+0.0002824i,5.3118e-05+0.00018812i,-0.00021808-0.00027437i,-0.00015151-0.00069645i
0.00034533+0.00086759i,0.00091886+0.00034751i,0.0012774+1.5457e-05i,0.00037193+0.00022964i,-0.00011779+0.00016817i,-0.00035452+0.00020662i,-0.00069538-5.3037e-06i,-0.00079528-0.00020123i,-0.00042704-0.00019195i,-0.00016892-0.00014581i,0.00025373+0.0003758i,0.00043122+0.00034252i,0.0002383+0.00017534i,-2.8969e-05+0.00032988i,0.00017089-8.5058e-05i,0.00048354-0.0005137i,-3.422e-05-0.00050917i,0.00023287-0.00033599i,0.0015923-0.00031263i,0.0015891-0.00061593i,0.00026114-0.0012673i,-0.00040927-0.001599i,-0.00030915-0.001417i
-0.00062962-1.0467e-05i,0.0007157-0.00048066i,0.00077333-0.00057854i,0.00063307-0.0011116i,0.00076126-0.0011258i,-0.00045207-0.0001668i,-0.00074733+9.8364e-05i,-7.9879e-05-0.00029429i,0.00058966-0.00055358i,0.0013392-0.00036341i,0.00097229+0.00051017i,0.00055088+0.0011823i,0.00032927+0.0013001i,0.00010055+0.0006453i,-0.00017168+0.00018333i,0.00022552+4.4746e-05i,0.001034+2.1801e-06i,0.0010814+0.00022937i,0.00087663+0.00017413i,-3.5784e-05-6.077e-05i,-0.00065457+0.00017891i,-0.00089451-0.00038413i,-0.0014504-0.0004617i
-0.00010897+0.0017903i,-0.00027897+0.00078596i,0.00036319-0.00038006i,0.0013452-0.0001629i,0.00083231+0.00060837i,-0.00071323+0.00041779i,-0.0015159+0.00042721i,-0.0011107+0.00030285i,-0.00011992+0.00041381i,0.0005188+0.0010144i,0.00050438+0.00021065i,0.00031763-0.00070874i,0.0003966-0.00051589i,4.5371e-05-0.00013594i,-4.0411e-05-6.4013e-06i,-5.2531e-05-0.00017516i,-0.00016231-0.00037382i,-0.00011905-0.00095503i,-0.00017833-0.0001495i,-0.00072015+7.4282e-06i,-0.0011729-0.00065296i,-0.00065161-0.00044562i,-0.00015805+0.00014606i
-0.0005634-0.00030672i,-0.00030474+0.00029651i,-1.2915e-05+0.00094499i,0.00066942+0.0017551i,0.00090881+0.0012822i,0.00040963-0.00023257i,-0.00071333-0.0011108i,-0.0010176-0.00069049i,-0.00038952+0.00031392i,0.00019705+0.00032463i,0.00072905-0.00048803i,0.00089025-0.00088793i,3.1889e-05-0.001383i,-0.00062367-0.0011624i,-0.00063842-0.0004268i,-0.0012426-0.00046645i,-0.001468-0.00057317i,-0.0011034-0.00031876i,-0.0011035-0.00023112i,-0.00075761+6.3515e-05i,-2.5512e-05+0.00048942i,4.9072e-05+0.00070435i,-0.00015052+0.00082554i
-5.8019e-05-0.0009939i,-0.00077064+0.0004236i,-0.00079148+0.00011928i,-0.0015255+3.4155e-05i,-0.0023469+0.00077519i,-0.0014331+0.00074388i,-8.2765e-05+0.00016655i,0.0003734+0.00033744i,0.00057776+0.00010587i,0.00082139+0.00016807i,0.00060785+0.00061145i,0.000388+0.00014876i,0.00046959-0.00026911i,0.00079862-6.9031e-05i,0.00065264-0.00036851i,0.00090824-0.00039952i,0.001167-2.7377e-05i,0.0014318-5.3123e-05i,0.0010351+0.00054271i,0.0003612+0.00083895i,0.00057656+0.00085043i,0.00023168+0.00088125i,6.876e-05+0.0002757i
-0.0023556+8.7353e-05i,-0.0015358-5.8116e-05i,-0.00064685+0.0010297i,-0.00015499+0.0017637i,6.0269e-05+0.001026i,6.6347e-05-0.00056069i,4.0157e-05-0.00072311i,-0.00033914-0.00092776i,-9.7707e-05-0.0008297i,0.0004069+3.518e-05i,0.00047046+0.00055236i,0.00055109+0.00064042i,0.00032341+0.00020583i,-0.00049796-0.00035837i,-0.00075601-0.00015918i,6.9117e-05-0.00038866i,0.00039467-0.00037437i,-0.00014954+6.8677e-06i,-0.00011913-8.4527e-05i,0.00062864-0.00018507i,0.00033536-0.00024214i,-0.00019636-0.0009607i,5.8641e-05-0.00081293i
-0.00016215+0.00043808i,0.00026141-0.00090398i,1.7217e-05-0.00073162i,-0.00010068-3.7483e-05i,-0.00053696-0.00024571i,-0.00032432-0.00043486i,0.00015785+0.00017578i,-1.1454e-05+0.00089369i,-0.00012675+0.00095204i,0.00028424+0.0010558i,0.00062988+0.00034858i,0.0010227-0.00057918i,0.0011437-0.00091803i,0.00081145-0.00040213i,0.0003838+0.00078509i,-0.0002477+0.00067232i,-0.00041152-0.00015406i,-5.6323e-05-0.00029935i,0.00026534-0.00060786i,0.00059435-0.0013223i,9.3678e-05-0.0012364i,-0.0006971+0.0001646i,-0.0005633+0.0011247i
-0.0017264-0.00058172i,-0.0017547+0.00051836i,-0.0025944+0.00063883i,-0.0020625+0.00099558i,-0.00079324+0.0018545i,-0.00020526+0.0011771i,-0.00037775-0.00029275i,-0.0010203+0.00031207i,-0.0011481+0.0010059i,-0.00018513+0.0003847i,0.00022407+0.0003742i,-0.00055181+0.00068347i,-0.00015878+0.0009202i,0.00055622+0.00095578i,0.00031036+0.00016374i,-0.00054885+0.00062895i,-0.0015345+0.001139i,-0.00076954+0.00050275i,0.00021406+0.00048652i,0.00060354+0.00063677i,0.00045577+0.00028609i,6.2396e-05+0.000221i,2.7117e-05-0.0006523i
0.00058311+0.00010693i,0.00042705+2.478e-05i,0.0016481-0.00010774i,0.0025068+0.00032632i,0.0016355+0.00027812i,-0.00025005-0.00062406i,-0.0017079-0.0006258i,-0.0011699+0.00020359i,6.1946e-05+0.00024652i,0.00064094+0.00017451i,0.00039388+0.00050722i,0.00046175+0.00063264i,0.0010183+0.00027988i,0.0010768-0.00050729i,0.00074453-0.00069733i,0.00042861-0.00028441i,0.00020439+0.00053806i,0.00026785+0.00076751i,0.0002047+3.9217e-06i,9.7394e-05+1.284e-05i,0.00017376-0.00032314i,0.001016-0.00053153i,0.00058288-0.00031159i
0.00019603+0.00036949i,0.00066173-0.00035869i,-0.00030236-0.0020229i,-0.0014929-0.0030115i,-0.0015899-0.0027776i,-0.00084586-0.0014249i,-7.885e-05-7.1169e-05i,0.00020741+0.00021447i,0.00034963+0.00017912i,0.0002353+6.9282e-05i,0.00026826+0.00027515i,-3.4506e-05+0.00057981i,6.4542e-05+0.00020982i,0.00046034-9.6452e-05i,0.00063317+6.1041e-05i,0.00053543+0.00053888i,0.00085861+0.0008145i,0.00098283+0.0009588i,0.00033515+0.0011012i,-3.7848e-05+0.00052173i,-0.00037315-0.00042315i,-0.00043265-0.00085097i,-0.00033105-0.0008497i
0.0022628+0.00073364i,0.0020505+0.0016107i,0.0018275+0.0021271i,0.0020372+0.0012304i,0.0019257+0.00070936i,0.0012448+0.0006308i,0.00081642+0.00090739i,0.0011254+0.00099443i,0.00064834+0.0011974i,0.00029321+0.00085407i,0.00027863+6.0193e-05i,0.00043177+0.00030236i,0.00061979+0.00067026i,0.00037547+0.00018386i,7.1029e-05-0.00024264i,0.0001883-8.7264e-05i,0.0005289+0.0003911i,0.00061737+0.0010961i,0.00026903+0.00091647i,-0.00034879-0.00013403i,-0.0003667-0.00034848i,-0.00032144+0.00028271i,-0.00025249+0.00016724i
0.00012456-0.0012774i,-0.00076352-0.0015601i,-0.0012234-0.0021574i,-0.0010536-0.0019855i,-0.0011497-0.00038326i,-0.0013271+9.8527e-05i,-0.00051791-0.00072905i,0.0002756-0.00032681i,1.103e-05+0.00013756i,-0.00026005+0.00029369i,-0.00038186+0.00035488i,-6.9069e-05+0.00043841i,0.00021068+0.00033212i,-0.00027693+0.00012752i,-0.00026778+0.00019759i,0.0002723-9.8915e-06i,0.00039117-0.00017891i,0.00017605-0.0002079i,-0.00038423-0.00042547i,-0.00044804-0.00082724i,0.00018401-0.00078025i,0.00084676-9.0919e-06i,0.00052792-0.00019944i
-0.00034847-0.00090397i,-0.0021033-0.00048689i,-0.0029957-0.00035953i,-0.0026201+0.00026251i,-0.0016943+0.00092872i,-0.00040891+0.0011623i,0.00037495+0.00049334i,0.00014382-0.00037613i,-0.00055942-0.00014915i,-0.00076+0.0002101i,0.00044042+0.00022992i,0.0015684+0.00063141i,0.0010481+0.0004072i,0.0010843+0.00018761i,0.00065835+0.00046784i,-0.00012406+9.3462e-05i,-0.00034952-0.00012806i,-0.00022799+0.00063666i,0.00013867+0.00028199i,0.00059917-0.00019445i,0.00086137+1.3778e-05i,0.00072314+0.00040507i,0.00041519+0.00059235i
0.00010299+0.00048069i,0.00032106-0.00037809i,0.00041695-0.00081243i,9.6973e-05-0.00044619i,-0.0011284-0.00053156i,-0.0013211-0.00089186i,-0.0003764-0.0011113i,-0.0001725-0.00026059i,3.8619e-06+0.00082438i,0.00015432+0.000927i,0.00044176+7.3783e-05i,0.00092237-0.0001271i,0.00074428+0.00041764i,0.00074704+0.00020522i,0.001033+0.00010002i,0.0010889+7.2933e-05i,0.00047144-0.00054845i,3.8959e-05-0.00089457i,0.00044305-0.00093145i,0.0012032-0.00088606i,0.0010045-8.5366e-05i,0.0001263+0.00024771i,2.9816e-05+2.3829e-05i
0.0022359+0.00020515i,0.0010212-8.9177e-05i,0.00048673-0.0017596i,0.00033663-0.0029516i,-0.00049494-0.0026342i,-0.0011659-0.0017318i,-0.0011651-0.0008042i,-0.00065636+6.2502e-05i,0.00020921+0.00021466i,0.00072287+3.7469e-06i,0.0005566-0.00081371i,5.6097e-05-0.00026408i,-0.00074024+0.00047724i,-0.0013794+0.0001115i,-0.00065182-0.00046093i,0.00055757-0.00051503i,0.00057865-0.00042307i,0.00052944+0.0001502i,7.542e-05+0.00048845i,-3.0291e-05-0.00013274i,0.00017309-0.00046481i,-0.00022422-0.00023936i,-7.1486e-05+0.00073205i
-0.00068392-0.00061484i,-0.00021663-0.00093402i,-0.0014148-0.0012467i,-0.0013411-2.8583e-05i,0.00033474+0.001091i,0.0010009+0.00081556i,0.0008433-0.00025542i,0.00084669-0.00069588i,0.00020486-0.00057198i,-0.00025647-0.00015027i,0.00016287+0.0011009i,0.00080519+0.0015502i,0.00072333+0.00055819i,0.00018269-0.0011755i,-0.0001219-0.0013413i,-0.00017855-0.00047669i,-0.00021551-0.00019337i,-0.00020688+9.6109e-05i,3.1797e-05-6.2304e-05i,0.00022218-0.00065092i,0.00043848-0.00075509i,0.00056108-0.00072295i,0.00064399-0.00058013i
0.0005658+0.00067841i,0.00074818+0.00040064i,0.00046359+0.00046093i,-0.00053315+0.00032683i,-0.0010619-0.00020378i,-0.001024-0.00026575i,-0.0014156+0.0002261i,-0.001056+0.00061328i,-0.00016687+0.0004348i,0.00064766-0.00016764i,0.00051638+0.00022844i,0.00072799+0.0003718i,0.001084-0.0002726i,0.00070054-0.00039824i,0.00043134-0.0001364i,0.00044517-0.00038433i,0.00029527-0.00049i,8.0781e-05-0.00041799i,-2.4984e-05-3.7256e-05i,-3.7513e-05+0.00025893i,-4.3615e-06-3.9291e-05i,0.00075884-0.00066449i,0.0011884-0.00093536i
-0.00068066+6.461e-05i,-0.00047434-0.00050507i,8.3378e-05-0.00066449i,0.00026759-0.00063999i,0.00049482-0.0015115i,0.00073636-0.0019438i,0.00050722-0.0017795i,-0.00030689-0.0015612i,-0.00045492-0.00054575i,-0.00026564-0.00017942i,-0.00036952-0.00051906i,0.00023897-0.00044983i,0.00069374-0.00014158i,0.00083747+0.000262i,0.0014471+0.00033312i,0.0010903+3.6818e-05i,4.2171e-05-3.7485e-05i,0.00048334+0.0001282i,0.00041961-5.4208e-05i,-0.00050689-0.00043452i,-0.00032224+6.5402e-05i,-0.00058777+0.00038915i,-0.00067455+0.00029752i
-0.00029256+0.0011294i,-0.0010918+0.00041569i,-0.00098993-4.4322e-05i,0.00043005+0.00011577i,8.8927e-05+0.00062055i,-0.0002838+0.00061246i,0.0010475+0.00013313i,0.00069256+0.00034154i,-0.00033276+0.00099668i,-0.00034875+0.00091974i,-1.0155e-05+0.00011322i,0.00057246-9.4721e-05i,0.00032142-0.00014326i,0.00051767-0.00083114i,0.00054097-0.0010322i,-4.8876e-07-0.0004319i,-0.00028905+0.00026702i,-0.0001587+0.00053813i,-0.00021253-7.049e-06i,-0.00082531-0.00086867i,-0.00064832-5.4325e-05i,3.4377e-06+0.00073358i,0.00018539-0.0002018i
-0.0018075+0.0004493i,-0.00069722+0.00068121i,-0.00014526+0.0010192i,-0.00010261+0.0003332i,-0.00034455-0.00020735i,-0.00058973-0.00021201i,-0.00099025-1.6033e-05i,-0.0010886+0.000321i,-0.0010855+0.00056066i,-0.00074081+0.00080953i,-0.00033463+0.00044248i,4.1372e-05-0.00079592i,0.00010186-0.001367i,-1.31e-05-0.0011394i,-0.00054375-0.00088984i,-0.00073954-0.00061753i,-0.000129+7.7516e-05i,0.00012158+0.00030394i,-0.00060436-5.4625e-05i,-0.00039868-0.00040388i,0.00064667-0.00074134i,0.00035488-0.00078301i,0.00017981+0.00010841i
0.00041987-0.00023234i,-0.0001187-0.00118i,-0.00099788-0.00147i,-0.00086927-0.00085942i,-0.00031498-0.00038081i,-0.00015187+0.00026978i,-3.0945e-05+3.1318e-05i,0.00043898-0.00045098i,0.00062422-0.00061105i,0.00038941+0.00030216i,0.00037516+0.0013663i,0.0006873+0.0013201i,0.0014356+0.00072264i,0.0016478+0.00015275i,0.00095658-0.00069219i,0.00028118-0.00085296i,-0.000208-0.00037417i,-0.00018316-7.869e-05i,-2.4111e-05-0.00016006i,0.00018817-0.00069999i,0.00025645-0.0010471i,-0.00022527-0.0011668i,-0.00024625+2.0252e-05i
0.00044232-0.00082875i,2.1707e-05-0.0015001i,-0.00045059-0.0021323i,-0.00013294-0.0023494i,5.08e-05-0.0014768i,-0.0006417-0.00084925i,-0.0004833-0.00075072i,0.00020051-4.3254e-05i,0.00040035+0.0010462i,0.00035299+0.0017135i,0.00031771+0.0016136i,9.7975e-05+0.00082482i,-2.1803e-05+0.00069753i,0.00047643+0.00089248i,0.00082917+0.00040874i,0.00088802-0.00025033i,0.00092908-0.00058732i,0.00031564-0.00043372i,0.00010883+1.5187e-05i,0.00067058+1.1418e-05i,0.00075244-8.2218e-05i,0.00037566-0.00042621i,0.00067355-0.0006061i
0.001205+0.00033173i,0.0015247-0.00025733i,0.00085676-0.00019136i,0.00017969-0.00061313i,0.00061893-0.0011088i,-0.00021646-0.0013313i,-0.00083851-0.00093154i,8.3877e-05-0.00021522i,-0.00016164-0.00047591i,-0.00045496-0.00044748i,0.00025646+1.492e-05i,0.0011058-0.00020377i,0.0015175-0.00047552i,0.0010526-0.00030876i,6.9419e-05-0.00019916i,-0.00016569-0.00013619i,-6.7376e-05-0.00068308i,0.00015465-0.00074766i,0.0010479-0.00047701i,0.0010463-0.00075258i,0.00032655-0.00041336i,0.00032379+2.9374e-05i,0.00033414+0.00014862i
0.0010405-0.00010832i,0.00042843+0.00047705i,-0.00041229+0.0013983i,-0.0013534+0.00060249i,-0.0014739-0.00037903i,-0.00088095+0.00029164i,-0.00025228+0.00019909i,0.00012022+0.00054596i,4.5888e-06+0.001071i,0.00032185+0.00018357i,0.00021491+6.3353e-05i,-2.7012e-05+0.00012936i,-0.00033323-9.6881e-05i,0.00015586+4.5909e-05i,0.00071585+0.00019748i,0.00050247-0.00033103i,0.00081681-0.00075326i,0.00057768-0.00010878i,0.00018908+0.00024906i,0.00015921-0.0003915i,-7.2602e-05-0.0001948i,2.6237e-05+0.00062784i,0.00013532+0.00048618i
-0.00047216-0.00033705i,-0.00020863-0.00063894i,0.00036647-0.0016347i,0.00091102-0.0020446i,0.0010498-0.001542i,0.00055107-0.00097627i,-9.4805e-05-0.00096293i,-0.00061111-0.00061634i,-0.00052149+0.00039253i,0.00031327+0.00014578i,0.00075465-0.00042449i,0.00042849-0.00020396i,5.1633e-05+7.8674e-05i,0.00085391+3.2576e-05i,0.001731+2.5087e-05i,0.0010187-1.4153e-05i,0.00050498+0.00030484i,0.00056886+0.0011915i,0.00021504+0.00093187i,0.0001469+0.00011871i,0.00031606-0.00010656i,0.00036708-0.0002007i,0.00025701-0.00041034i
-0.00054921+0.00051085i,-0.00043521+0.00093157i,-0.00017216+0.00075931i,-0.00015899+0.00074794i,-0.00098596+0.00060859i,-0.00077868+3.7921e-05i,-0.00046045+0.00019883i,-0.00063465+0.00061496i,-0.00055165+0.00048173i,-0.00040715+0.00069437i,-0.00049899+0.00094592i,-0.00043094+0.00061189i,-0.00069876+0.00026695i,-0.00019611-0.00014819i,0.00043491-0.00010645i,0.0002874-5.0652e-05i,0.00020386-0.00042151i,0.00028558-0.00041297i,-0.00049024-0.00042574i,-0.0018752-0.00034021i,-0.0017161-3.0226e-05i,-0.00065508-1.315e-06i,-0.00012159+0.00025931i
0.00096989-0.0028423i,0.00034375-0.0035505i,-0.00056952-0.0047639i,-0.0016165-0.0041812i,-0.0020578-0.003241i,-0.0013001-0.00087515i,-0.00032464+0.00042788i,0.00030852+0.00011122i,0.00097779-0.00019175i,0.00078283-0.00043566i,0.00052953+9.9216e-05i,0.00040743+0.00023291i,0.00037888+2.5461e-05i,0.00071927-0.00047114i,0.00027924-9.604e-05i,-0.00055946-0.00031043i,-0.0002677-0.00075023i,0.00055662+0.00036236i,0.0004055+0.00050227i,-9.7837e-05-0.00013492i,-0.00040026+0.00029104i,-0.00056024+0.00031469i,-0.00023594-0.00016221i
0.0016983+0.0011162i,0.00022299+0.00071057i,-3.0488e-05+0.00022089i,0.00098795-0.0002625i,0.00047329-0.00040424i,-0.00030745-0.00025152i,-0.00092719-0.00042968i,-0.0015182-0.00052108i,-0.0006106-4.2229e-05i,0.00075487+0.00030676i,0.0011337+0.00044889i,0.0010679+0.00087473i,0.00069868+0.0011192i,0.00049186+0.0004168i,0.00041541-0.00025918i,0.00018407-0.00065845i,-0.00016242-0.00026612i,0.00025817+2.2268e-05i,0.00094667+0.00032711i,0.00072701+0.00084356i,0.00034701+0.00039003i,-0.00021069+4.3852e-05i,-0.00018601+2.0406e-05i
0.00079744-5.8494e-05i,0.0006269+0.00033792i,0.00097684-0.00079682i,0.0002964-0.0017641i,-0.00050433-0.0026291i,-0.0006917-0.0020744i,-0.00060434-0.00061275i,-0.0001971+0.00032063i,6.3352e-05+0.00099898i,0.00041906+0.0007877i,0.00067616+0.0005136i,0.00067977+0.0006016i,0.00037176+0.0011548i,-0.00011886+0.0010012i,-0.00020551+0.00028763i,0.00028374+0.00045468i,0.00023418+0.00023323i,-1.7819e-05-0.00018344i,0.0004946+0.00015661i,0.00052077+0.00024336i,5.5109e-05-0.00038813i,0.00049469-0.00040893i,0.00057073+0.00051311i
0.0015735-0.00086194i,0.00058251-0.00069132i,0.00010278-0.00090954i,-1.4177e-06-0.0010523i,-0.0010362-0.00062682i,-0.0023434+0.00028165i,-0.0020712+0.00072394i,-0.00076094+0.00018974i,0.00011597+0.00054195i,-5.0186e-05+0.00077049i,-0.00024056+0.00032115i,-0.00036289+0.0011827i,-0.00039496+0.0020407i,-0.0007425+0.0015724i,-0.0001354+0.00027518i,0.00088797-0.00054007i,0.00037565-0.00087318i,-0.00087621-0.00055206i,-0.0010092-0.00030141i,-0.00010925-7.1267e-05i,-0.00013609-0.00046163i,1.5743e-05-0.00049037i,0.0005041+0.00040267i
-8.2048e-05-0.00040126i,-1.4757e-05-0.0010222i,-0.00032328-0.0015543i,-0.00041587-0.00069908i,-0.00034396+0.00036788i,-0.0004119+0.0004496i,7.0384e-05+0.00028699i,3.2679e-05+0.00065322i,3.9791e-05+0.00061203i,0.00080301+0.0004472i,0.00084548+0.00047952i,0.00054939+0.00033933i,0.00079652+0.00019494i,0.00026701+0.00022107i,-0.00011597-6.676e-05i,-3.4411e-06-0.00025985i,-6.2785e-05+0.0001214i,0.0007259+0.00030683i,0.00048214+0.00014977i,-0.00063467+1.5538e-05i,-0.001334-0.00070212i,-0.001547-0.001276i,-0.00048325-0.0010708i
0.0010312+0.00033528i,0.001148+0.00029514i,0.0019919-0.00021017i,0.0014277-0.00030853i,0.00027379-0.00014166i,0.00045688-0.00081127i,0.00061502-0.00061776i,0.00013103+0.00023814i,0.00033739+0.0011436i,0.0003222+0.0020407i,0.00054968+0.0017361i,0.0003053+0.00061686i,-1.6776e-05-0.00028248i,0.00023608-0.00046245i,0.00061444-0.00014716i,0.0005781+0.00033579i,2.542e-06+4.2716e-06i,-7.0509e-05-0.00039747i,-0.00049508-0.0001004i,-0.0001896+0.00037573i,0.00093126+0.00062894i,0.00082546+0.00076765i,0.00039248+0.00030631i
0.00043475-0.0012691i,0.00014909-0.00089444i,-0.00093274-0.000824i,-0.0019701-0.00045212i,-0.0018608-0.00040324i,-0.0010268+3.2164e-05i,0.00036025-0.00065513i,0.0006247-0.00107i,-3.6135e-05-0.00031012i,0.00066712-0.00016692i,0.0014327-0.0002666i,0.00070048+0.00044029i,-0.00011498+0.00050931i,0.00048794-0.0005669i,0.00081701-0.00056618i,0.00095532-0.00032521i,0.00073522-0.00090872i,0.00014395-0.00017362i,-8.3735e-05+0.00081292i,0.00012786+0.0001857i,5.6333e-05-0.00024344i,-0.00036963+0.0003207i,-0.00034897+0.00061805i
-0.00074287-0.00033683i,-0.00048776-0.00091304i,3.8524e-05-0.0010757i,0.0001273-0.00055042i,-0.0010305-0.000255i,-0.0013708-0.00051835i,-0.0010134-0.00026561i,-0.0010658-0.00025532i,-0.00053565-0.00019366i,0.00034926-0.00010458i,0.00051508-0.00039153i,0.0010043-0.00012533i,0.0007923+0.00024947i,0.00012432-9.4445e-06i,-0.00015136-0.00041663i,-0.00019253-0.00034832i,0.00016542+0.00016321i,0.0003925+0.00043534i,0.00014708+0.00050308i,-0.00093751+0.00040596i,-0.0005444+0.00080738i,0.0012209+0.00056828i,0.0014524-0.00038913i
-0.00051374-0.00096259i,0.00034211-0.00075114i,-0.00036586-0.00015914i,-0.0013177+0.00099404i,-0.0010411+0.00084394i,-0.0013226-0.00018599i,-0.0010019-0.00052038i,5.4414e-05-0.00024364i,0.00052288+0.00011843i,0.00081936+5.3555e-05i,0.00037808+5.1739e-05i,-0.00048645+0.00056631i,-0.00033279+0.0008091i,-3.3152e-05-0.00037642i,4.6857e-05-0.00073671i,0.00025162+0.00010186i,0.00028171+0.0003134i,0.00034315-0.00047405i,0.00055849-0.00041032i,0.00041064+7.4119e-05i,-0.00098531+0.00017758i,-0.0011798+0.00023124i,8.8129e-05+0.00066451i
