-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
-0.012683-0.047835i,-0.039946-0.0020101i,-0.019048+0.17333i,0.10981+0.35369i,0.2371+0.33497i,0.20552+0.15173i,0.095247-0.00015553i,0.01744-0.055715i,-0.015746-0.054525i,-0.022573-0.050878i,-0.042176-0.068583i,-0.057991-0.068876i,-0.032211-0.038842i,0.013122-0.0032613i,0.052345+0.025275i,0.061874+0.048518i,0.033073+0.070208i,0.0053461+0.074351i,-0.00083829+0.051483i,0.0082052+0.019995i,0.015322-0.0015053i,0.0087329-0.0051351i,0.0016288-0.00036145i
-0.058592-0.10702i,-0.18715-0.28823i,-0.34577-0.50848i,-0.42493-0.5724i,-0.39435-0.39688i,-0.31282-0.12795i,-0.23024+0.06065i,-0.15598+0.1023i,-0.10417+0.076461i,-0.053895+0.074256i,0.008874+0.077667i,0.038688+0.057551i,0.023072+0.036442i,-0.00098236+0.037424i,-0.0055879+0.04987i,0.023606+0.03942i,0.065241+0.00042476i,0.076235-0.03733i,0.056664-0.049826i,0.032347-0.040335i,0.017508-0.027995i,0.013152-0.018958i,0.012731-0.010023i
0.13135+0.077685i,0.34942+0.12523i,0.51388+0.11819i,0.42161+0.065907i,0.21014+0.018619i,0.11335-0.027254i,0.10045-0.066088i,0.11508-0.038964i,0.1417-0.018243i,0.11225-0.047522i,0.053878-0.056377i,0.015622-0.041626i,-0.010366-0.027572i,-0.016759-0.033218i,-0.022571-0.065823i,-0.046413-0.089259i,-0.063335-0.082049i,-0.057186-0.053933i,-0.038405-0.026335i,-0.021535-0.011488i,-0.0076808-0.0024943i,0.0080737+0.00095186i,0.015337-0.0021159i
-0.076318+0.085261i,-0.14601+0.1986i,-0.16721+0.28958i,-0.10426+0.2687i,-0.037675+0.16476i,-0.0056262+0.080993i,0.015707+0.027033i,-0.0089859-0.01649i,-0.050128-0.011482i,-0.039312+0.011676i,-0.014747-0.002074i,-0.004789-0.024272i,0.0014716-0.025991i,-0.0033411+0.00080994i,-0.0041254+0.04711i,-0.0018418+0.090913i,-0.0091681+0.11636i,-0.0091592+0.10803i,0.001328+0.074665i,0.0082404+0.043231i,0.0036233+0.022499i,-0.010936+0.010615i,-0.018106+0.0060645i
-0.081195+0.016886i,-0.16718+0.050835i,-0.18385+0.075625i,-0.066771+0.04927i,0.032647-0.010612i,-0.022658-0.029666i,-0.11721+0.012654i,-0.13+0.046511i,-0.092163+0.046135i,-0.061618+0.047459i,-0.037576+0.070191i,-0.0043887+0.086451i,0.026661+0.059592i,0.029193+0.0077472i,0.0097111-0.023588i,0.010083-0.039771i,0.029437-0.056396i,0.031677-0.054772i,0.017449-0.030374i,0.0073004-0.0023671i,0.0014948+0.011664i,-0.0056159+0.011402i,-0.015272+0.009369i
0.082574-0.14712i,0.13176-0.34561i,0.074375-0.49447i,-0.10376-0.40472i,-0.19-0.16679i,-0.096498-0.036553i,0.011843-0.03913i,0.07185-0.044091i,0.095096-0.041557i,0.069803-0.046392i,0.026939-0.042311i,0.0014006-0.038704i,-0.007797-0.0337i,-0.00058983-0.026711i,0.0092996-0.042079i,-0.0056376-0.067943i,-0.030426-0.069166i,-0.037654-0.046507i,-0.029905-0.023776i,-0.018628-0.019719i,-0.0079273-0.023799i,0.0094552-0.021292i,0.024483-0.021969i
0.03145+0.043178i,0.025095+0.16662i,0.022035+0.34725i,0.082147+0.41681i,0.16266+0.29165i,0.19738+0.13777i,0.18472+0.068569i,0.11872+0.033593i,0.042434+0.016953i,0.022708+0.013633i,0.039308-0.0039979i,0.033042-0.015024i,0.012165-0.00022337i,0.0028881+0.023694i,0.006883+0.053614i,0.018254+0.082162i,0.02412+0.084863i,0.020987+0.055354i,0.010305+0.013921i,-0.0085796-0.0064255i,-0.021968-0.002569i,-0.023043+0.0006393i,-0.017542-0.0020223i
0.050142+0.034419i,0.16337+0.024232i,0.30415-0.079311i,0.34354-0.21423i,0.2314-0.20257i,0.054596-0.069188i,-0.058078+0.019393i,-0.069598+0.025976i,-0.041298+0.0002222i,-0.03319-0.017555i,-0.040543-0.0074715i,-0.029151+0.012217i,-0.010358+0.011849i,-0.0079019-0.0067943i,-0.011386-0.027328i,0.00065185-0.040749i,0.021534-0.043206i,0.024973-0.034332i,0.013206-0.014531i,0.0083911+0.0053912i,0.0070721+0.014037i,-0.0037891+0.020374i,-0.01533+0.033076i
-0.11048-0.037672i,-0.27684-0.094252i,-0.49913-0.13984i,-0.64832-0.086562i,-0.59263+0.014292i,-0.36877+0.030536i,-0.15686-0.014292i,-0.045165-0.01664i,0.011924+0.010166i,0.043376+0.0087254i,0.042242-0.02635i,0.011102-0.062806i,-0.020207-0.057667i,-0.021649-0.024172i,-0.012884-0.0048542i,-0.024349+0.0019209i,-0.035817+0.0071988i,-0.023626+0.011704i,0.003368+0.011061i,0.024533-0.0056439i,0.026919-0.026047i,0.022832-0.028747i,0.025706-0.02422i
-0.016114+0.065927i,0.052897+0.22924i,0.27161+0.43545i,0.53766+0.42502i,0.58478+0.14303i,0.38159-0.091641i,0.16582-0.11635i,0.049948-0.073627i,-0.0056284-0.038755i,-0.020885-0.0055767i,-0.013705+0.023518i,0.0038478+0.051663i,0.024961+0.053367i,0.03011+0.034567i,0.026567+0.030318i,0.025642+0.037886i,0.018744+0.043159i,0.010464+0.03148i,0.0018083+0.0051719i,-0.01063-0.0046704i,-0.0099335+0.0027401i,-0.00046175-0.0024884i,-0.002094-0.015201i
0.026233-0.10712i,0.019205-0.31568i,-0.070483-0.5481i,-0.22185-0.54872i,-0.29241-0.26281i,-0.23916+0.025042i,-0.1649+0.11876i,-0.10656+0.09394i,-0.059403+0.046736i,-0.041457+0.030202i,-0.023207+0.045608i,0.0059366+0.039585i,0.015473+0.0091476i,0.0043572-0.01363i,-0.0067992-0.028918i,-0.0020104-0.045525i,0.0093375-0.05405i,0.0052781-0.035881i,-0.0071163+0.00063152i,-0.0073428+0.027058i,-0.00041645+0.028927i,-0.0029536+0.019161i,-0.010098+0.014471i
0.0055739+0.055706i,-0.061705+0.13153i,-0.21088+0.24i,-0.31601+0.30313i,-0.2451+0.22695i,-0.084921+0.070527i,0.03139-0.0040375i,0.087763+0.011842i,0.10303+0.01804i,0.085899-0.018074i,0.049939-0.065179i,0.0047874-0.082667i,-0.028562-0.057789i,-0.038647-0.025293i,-0.038873-0.0085443i,-0.043571-0.00014071i,-0.046037+0.0031359i,-0.031177+3.7684e-05i,-0.0054639-0.0062987i,0.008423-0.014954i,0.0038139-0.012703i,0.00053483+0.00041832i,0.0038532+0.0045495i
0.097754+0.066694i,0.32061+0.14397i,0.6552+0.14611i,0.8445+0.0093781i,0.70125-0.11674i,0.40084-0.13116i,0.16775-0.11355i,0.031479-0.098064i,-0.026995-0.067591i,-0.039321-0.033502i,-0.044913+0.0061684i,-0.029348+0.044858i,0.0035598+0.045482i,0.019414+0.023465i,0.018519+0.01558i,0.01622+0.022039i,0.009948+0.027119i,-0.0022014+0.016816i,-0.016643-0.0024996i,-0.027726-0.0098656i,-0.025791-0.0060868i,-0.014894-0.0031942i,-0.0084821+0.00014858i
-0.11985-0.057208i,-0.35079-0.14392i,-0.65175-0.19595i,-0.79794-0.090666i,-0.67104+0.11378i,-0.40767+0.24119i,-0.20745+0.22392i,-0.11695+0.14357i,-0.065229+0.095097i,-0.0048137+0.076663i,0.04064+0.045108i,0.039893+0.0028346i,0.01867-0.012434i,0.012365-0.0026867i,0.021049+0.00034075i,0.032512-0.012807i,0.039778-0.023545i,0.035163-0.016499i,0.021575+0.0034728i,0.012781+0.017129i,0.0062248+0.0099918i,-0.0035466-0.0039599i,-0.0045436-0.0096605i
0.010134-0.0038532i,0.043668+0.060374i,0.12056+0.17693i,0.21359+0.1976i,0.2478+0.023231i,0.186-0.15281i,0.12912-0.15612i,0.13327-0.089362i,0.11808-0.061657i,0.067413-0.052264i,0.032273-0.04347i,0.018864-0.032749i,0.010753-0.020392i,0.0023015-0.02179i,-0.011972-0.032085i,-0.027629-0.031406i,-0.02976-0.023776i,-0.013591-0.021151i,0.0094606-0.025234i,0.021245-0.029636i,0.021687-0.019999i,0.021703-0.0020755i,0.020126+0.006157i
0.082322-0.061053i,0.22455-0.17899i,0.36612-0.34606i,0.34567-0.40894i,0.18381-0.25984i,0.0594-0.061529i,0.0069532+0.0017615i,-0.034698-0.013191i,-0.053711-0.018719i,-0.053079-0.0085158i,-0.048817+0.019799i,-0.031262+0.041688i,-0.013163+0.036898i,-0.0071289+0.028104i,-0.00387+0.030182i,-0.0013188+0.038806i,-0.0053213+0.047609i,-0.012709+0.043367i,-0.017118+0.025635i,-0.015815+0.0095589i,-0.0085686-0.0014218i,-0.0031819-0.006092i,-0.0043391-0.00034969i
-0.080042+0.068388i,-0.25674+0.18203i,-0.4807+0.3289i,-0.54641+0.40706i,-0.40205+0.34078i,-0.23383+0.20315i,-0.13935+0.12498i,-0.07402+0.1028i,-0.021459+0.077948i,0.012996+0.036504i,0.025408-0.013002i,0.0089061-0.044289i,-0.011595-0.037906i,-0.0069032-0.011845i,0.013926+0.0056588i,0.031605+0.0045954i,0.03929-0.0035692i,0.033811-0.0014819i,0.018653+0.011479i,0.0049278+0.022121i,-0.0061493+0.018846i,-0.015946+0.0051936i,-0.017911-0.0047716i
0.040542+0.010462i,0.15061-0.001843i,0.32143-0.059919i,0.41539-0.1686i,0.34039-0.26604i,0.1983-0.2839i,0.094918-0.23207i,0.050217-0.15282i,0.035328-0.10174i,0.0021524-0.074707i,-0.024742-0.034155i,-0.010705-0.002073i,0.0075144-0.0073523i,-0.003067-0.029171i,-0.02484-0.042227i,-0.03486-0.045608i,-0.031845-0.04827i,-0.022201-0.047387i,-0.011987-0.037603i,-0.0040704-0.023895i,0.0026456-0.0072007i,0.0099471+0.005422i,0.012112+0.0035358i
-0.025281-0.044601i,-0.061186-0.12153i,-0.12654-0.18621i,-0.19264-0.1085i,-0.18465+0.095747i,-0.088326+0.23403i,-0.008414+0.20675i,-0.013873+0.12117i,-0.031638+0.090284i,0.00034159+0.085126i,0.031068+0.062895i,0.023831+0.038307i,0.007544+0.026132i,0.00056444+0.025828i,-0.0058197+0.031967i,-0.014876+0.038548i,-0.024465+0.041805i,-0.026116+0.036164i,-0.017627+0.023745i,-0.01022+0.010295i,-0.0071675-0.00049279i,-0.0062904-0.0044635i,-0.0077478-0.0011214i
-0.010548+0.051805i,-0.040039+0.18024i,-0.061453+0.33665i,-0.017111+0.33703i,0.046647+0.14994i,0.031811-0.0061499i,0.0073146-0.015144i,0.029492+0.0037826i,0.034274-0.0059251i,0.020483-0.012622i,0.012886-0.025602i,0.0055495-0.028074i,0.0094331-0.01139i,0.023223-0.0083567i,0.032361-0.01839i,0.036552-0.020108i,0.040063-0.010172i,0.035307+0.00044697i,0.021099+0.0034301i,0.0088623+0.002745i,0.0030407+7.956e-06i,0.0020326-0.0031025i,0.0043937-0.001212i
0.04408-0.067891i,0.10145-0.19765i,0.13674-0.35134i,0.088073-0.37614i,0.0090248-0.24447i,-0.01408-0.12534i,-0.023394-0.093197i,-0.027648-0.070465i,-0.009769-0.052475i,-0.018604-0.037708i,-0.032629+0.0033328i,-0.01415+0.024645i,-0.00038654+0.011012i,-0.0031015-0.002707i,-0.0033918-0.013499i,-0.0032132-0.026889i,-0.0031969-0.038741i,-0.0025991-0.036818i,-0.00091261-0.021879i,0.0035044-0.010027i,0.0059578-0.0053915i,0.0072559-0.0036891i,0.0070036-0.0054803i
-0.016227+0.028303i,-0.044552+0.07501i,-0.072223+0.1435i,-0.066475+0.19425i,-0.045383+0.20279i,-0.014656+0.18574i,0.022829+0.14917i,0.030952+0.10572i,0.025425+0.080747i,0.044978+0.050059i,0.051966-0.0016579i,0.01622-0.029729i,-0.017634-0.01765i,-0.024319+0.011774i,-0.019378+0.039779i,-0.018808+0.055062i,-0.026195+0.054779i,-0.023677+0.041558i,-0.0069583+0.022707i,0.0037064+0.01055i,0.0016026+0.0062219i,-0.0062464+0.0060025i,-0.011811+0.0087351i
0.0013603+0.036915i,0.02582+0.10478i,0.084395+0.15513i,0.146+0.074126i,0.1481-0.10386i,0.07367-0.19628i,0.0048822-0.16609i,-0.014908-0.11664i,-0.022537-0.089068i,-0.034939-0.061028i,-0.03109-0.02585i,-0.0029693-0.0040866i,0.02119-0.0082876i,0.021469-0.023853i,0.010614-0.031091i,0.011366-0.024114i,0.022436-0.010816i,0.020859-0.004628i,0.0019114-0.0095618i,-0.013064-0.013319i,-0.012119-0.0084679i,-0.0019889-0.0013129i,0.008214+0.0015961i
-0.03597-0.064602i,-0.10444-0.17062i,-0.2147-0.25984i,-0.30209-0.16534i,-0.26677+0.046635i,-0.15376+0.12328i,-0.091903+0.074933i,-0.064763+0.04926i,-0.02276+0.04152i,0.0039653+0.027337i,0.0088355+0.025458i,0.0080218+0.021644i,-0.00020984+0.012617i,-0.0061042+0.0077568i,-0.0054441-0.0023302i,-0.0034048-0.02072i,-0.00060484-0.037443i,0.0020635-0.037094i,0.0071776-0.018164i,0.010941-0.0035238i,0.0055464-0.0027275i,-0.0013875-0.0065466i,-0.0045024-0.0090156i
0.027552+0.030539i,0.089558+0.083373i,0.19151+0.11645i,0.25589+0.044433i,0.20514-0.057785i,0.11959-0.044969i,0.10229+0.023004i,0.092325+0.038841i,0.048941+0.037221i,0.027629+0.031107i,0.013579-0.0037005i,-0.016387-0.019373i,-0.024258-0.006301i,-0.013052+0.0018483i,-0.0074596+0.0078852i,-0.01276+0.018082i,-0.023219+0.028193i,-0.020697+0.028175i,-0.0075957+0.017015i,0.00058483+0.0093584i,0.0039523+0.0054587i,9.2088e-05-0.0023194i,-0.0077216-0.0064279i
0.015729+0.0070742i,0.021642+0.017737i,0.0080985+0.036639i,-0.012515+0.043733i,-0.0081464+0.007305i,-0.0026731-0.046253i,-0.031383-0.080853i,-0.052637-0.082504i,-0.048544-0.070289i,-0.049896-0.044522i,-0.035501+0.0021746i,0.0061419+0.021361i,0.030033+0.0040737i,0.027493-0.011316i,0.025051-0.016423i,0.033269-0.015656i,0.040483-0.010214i,0.027273-0.0032454i,-0.00025999+0.0011474i,-0.017599+0.002123i,-0.016952+0.0040049i,-0.0069384+0.0074701i,0.0029086+0.0075607i
-0.033257-0.01047i,-0.099966-0.037565i,-0.18837-0.042862i,-0.22038+0.036832i,-0.17479+0.15002i,-0.11567+0.17128i,-0.071458+0.13676i,-0.02015+0.11259i,0.034659+0.07921i,0.062095+0.03126i,0.052749-0.0085048i,0.020907-0.022955i,-0.0074457-0.011462i,-0.015976+0.0081509i,-0.013538+0.013795i,-0.013974+0.001775i,-0.014741-0.016127i,-0.0065779-0.022392i,0.010606-0.013999i,0.023078-0.007603i,0.020765-0.0034467i,0.014492+0.004017i,0.0096638+0.0085792i
0.0417+0.0039833i,0.12712+0.0096673i,0.24372-0.04199i,0.28316-0.17814i,0.21214-0.27076i,0.1436-0.20727i,0.13539-0.098618i,0.10631-0.054265i,0.038892-0.030291i,0.00066267-0.0051272i,-0.0099723-0.0029814i,-0.015188-0.0035153i,-0.010323-0.0015116i,-0.00808-0.007419i,-0.019014-0.0051931i,-0.033158+0.013905i,-0.038755+0.034378i,-0.030271+0.036516i,-0.015391+0.018831i,-0.0066321+0.00022425i,-0.0001427-0.010255i,0.0015351-0.017262i,-0.0023559-0.017124i
-0.020641-0.0047197i,-0.071743+0.018651i,-0.13763+0.11024i,-0.14995+0.24931i,-0.084669+0.2874i,-0.039656+0.15844i,-0.077042+0.0090544i,-0.099579-0.037968i,-0.065346-0.035304i,-0.034431-0.02104i,-0.0089946+0.01215i,0.021244+0.026953i,0.033197+0.016855i,0.032362+0.009269i,0.039542+0.0040008i,0.053127-0.0037021i,0.057433-0.0082531i,0.040125-0.0055483i,0.012136+0.0032984i,-0.0043249+0.0105i,-0.012825+0.010332i,-0.018819+0.0085896i,-0.014271+0.0070675i
-0.01658-0.012678i,-0.042927-0.037505i,-0.072336-0.092966i,-0.091679-0.14592i,-0.11302-0.12919i,-0.11401-0.033066i,-0.062903+0.05406i,-0.0077294+0.071056i,0.021184+0.050926i,0.030527+0.017635i,0.014032-0.019168i,-0.01385-0.029021i,-0.02471-0.017846i,-0.02054-0.010354i,-0.017872-0.012081i,-0.022271-0.021408i,-0.024355-0.032971i,-0.014374-0.036733i,0.0015404-0.02861i,0.011042-0.015583i,0.014458-0.0021362i,0.018566+0.0063613i,0.017271+0.0060926i
0.034211-0.010132i,0.10267-0.028707i,0.17606-0.070232i,0.18326-0.11791i,0.14654-0.12883i,0.13533-0.091028i,0.13376-0.052755i,0.090937-0.039986i,0.017968-0.023135i,-0.025242+0.0060295i,-0.022446+0.025822i,-0.0062631+0.022196i,0.0023627+0.0050895i,-0.00083273-0.0077691i,-0.014862-0.0052971i,-0.027632+0.013486i,-0.029188+0.033557i,-0.024608+0.035163i,-0.024982+0.019043i,-0.028935+0.0034083i,-0.022464-0.0055357i,-0.011123-0.013608i,-0.0053341-0.016361i
-0.025806+0.025847i,-0.066504+0.089399i,-0.10167+0.20206i,-0.078245+0.3103i,-0.038524+0.30747i,-0.064353+0.17145i,-0.11561+0.044816i,-0.094111+0.0056313i,-0.019344-0.01101i,0.024132-0.027914i,0.029778-0.024045i,0.025573-0.010088i,0.018593+0.003709i,0.021462+0.018195i,0.038964+0.021124i,0.058873+0.0083916i,0.063688-0.0046102i,0.049453-0.0063493i,0.032823-0.00058666i,0.021058+0.0022632i,0.0044452+0.0017886i,-0.010687+0.0070961i,-0.011961+0.013432i
-0.0035084-0.014254i,-0.021238-0.0622i,-0.061602-0.16548i,-0.11872-0.28033i,-0.14707-0.29574i,-0.10231-0.17276i,-0.021057-0.036604i,0.017574+0.0231i,0.017118+0.035878i,0.010505+0.02403i,-0.0067713-0.0046924i,-0.023557-0.021386i,-0.028634-0.024275i,-0.032915-0.029191i,-0.039442-0.034133i,-0.046257-0.037028i,-0.044953-0.037518i,-0.027262-0.02999i,-0.0031953-0.020126i,0.014147-0.014422i,0.018889-0.00832i,0.015096-0.0013639i,0.0073606+0.001676i
0.019403-0.014767i,0.060673-0.019265i,0.12746+0.013559i,0.19341+0.090081i,0.23407+0.12763i,0.22909+0.076721i,0.16777+0.0078231i,0.086939-0.015691i,0.018728-0.005201i,-0.011784+0.016836i,0.0011618+0.031248i,0.019064+0.026078i,0.02192+0.01441i,0.016084+0.0077344i,0.0041675+0.012425i,-0.0077828+0.030093i,-0.016395+0.044746i,-0.022818+0.043413i,-0.027463+0.032501i,-0.027608+0.02252i,-0.017928+0.013815i,-0.0071498+0.0036796i,-0.0032321-0.0021597i
-0.012037+0.025086i,-0.031714+0.074294i,-0.055336+0.1241i,-0.073745+0.12685i,-0.10689+0.095483i,-0.1498+0.06242i,-0.15218+0.027357i,-0.10279-0.0092453i,-0.032045-0.033003i,0.010765-0.043985i,0.010019-0.035977i,0.0040778-0.0089465i,0.011221+0.015134i,0.027197+0.025614i,0.046336+0.020413i,0.057484+0.0036046i,0.056499-0.0095429i,0.040169-0.012615i,0.019351-0.0083145i,0.011065-0.0045826i,0.0093156-0.0064208i,0.0076518-0.0090949i,0.0083738-0.0084752i
-0.0088813-0.019434i,-0.031994-0.066908i,-0.090269-0.14125i,-0.15535-0.19016i,-0.14413-0.16285i,-0.053765-0.080902i,0.021382-0.0068003i,0.031382+0.028796i,0.0049813+0.037353i,-0.015255+0.035511i,-0.017639+0.023402i,-0.017951+0.00068722i,-0.026733-0.020121i,-0.040878-0.032291i,-0.054315-0.037784i,-0.061047-0.03833i,-0.052001-0.03586i,-0.02834-0.028841i,-0.0074942-0.022713i,-0.00088432-0.018253i,-0.0029775-0.010817i,-0.0047546-0.0072113i,-0.0074138-0.0088331i
0.015472-0.0013779i,0.06634+0.0031798i,0.16546+0.036822i,0.26805+0.091667i,0.27498+0.10638i,0.17632+0.06183i,0.078565+0.017233i,0.037954+0.0028539i,0.025039-0.0029601i,0.020893-0.0043416i,0.023954-0.0023307i,0.021616+0.0005405i,0.015523+0.0062947i,0.01105+0.017093i,0.0104+0.034695i,0.014447+0.049906i,0.010747+0.053156i,0.0026516+0.041375i,-0.0022332+0.02302i,-0.0059572+0.013393i,-0.0053627+0.015194i,-0.0016275+0.021103i,0.0025968+0.021788i
-0.0071742+0.023407i,-0.031611+0.055283i,-0.09342+0.066989i,-0.17955+0.019196i,-0.23193-0.047583i,-0.21494-0.067981i,-0.15984-0.061637i,-0.099033-0.052275i,-0.034456-0.036527i,0.002373-0.030375i,-0.0017943-0.024354i,-0.0036557-0.010697i,0.0083248-0.0046116i,0.017982-0.0076234i,0.0256-0.015967i,0.032332-0.024934i,0.035271-0.025081i,0.028509-0.01774i,0.017636-0.0086108i,0.014948-0.0044262i,0.012876-0.0079008i,0.0079843-0.0095576i,0.0054729-0.0053539i
-0.011826-0.016566i,-0.035853-0.04295i,-0.048116-0.053821i,-0.0077562-0.01974i,0.078257+0.022338i,0.1412+0.028065i,0.13092+0.033152i,0.079307+0.051221i,0.022502+0.055034i,-0.0095586+0.051027i,-0.0035525+0.036614i,0.00050072+0.0080229i,-0.012543-0.012774i,-0.025498-0.024596i,-0.040796-0.033115i,-0.055366-0.033602i,-0.053076-0.029166i,-0.033994-0.020882i,-0.015636-0.011866i,-0.01275-0.0068536i,-0.018086-0.0026777i,-0.020827-0.00022638i,-0.020694-0.0012515i
0.01895-0.0055557i,0.060275-0.015014i,0.12285-0.035702i,0.15184-0.051896i,0.10091-0.028543i,0.023598+0.020597i,0.0022304+0.035556i,0.015515+0.0073236i,0.021306-0.020341i,0.018766-0.030691i,0.0081941-0.026059i,0.00039452-0.0032309i,0.0067388+0.023436i,0.02098+0.042325i,0.034842+0.053575i,0.038546+0.055711i,0.024588+0.048481i,0.0045745+0.03155i,-0.0063232+0.015366i,-0.0046821+0.0089106i,0.0054443+0.0058498i,0.012549+0.0030509i,0.013005+0.0014296i
0.00041839+0.01733i,-0.024044+0.051288i,-0.098299+0.09071i,-0.19096+0.10103i,-0.20801+0.057499i,-0.14497-0.010771i,-0.090911-0.057654i,-0.062241-0.055498i,-0.024898-0.025378i,-0.0019528-0.0067263i,-0.0036897+0.0023217i,-0.0026054+0.0038206i,0.00041404-0.0073895i,-0.00069398-0.020136i,0.002184-0.030964i,0.011032-0.038806i,0.02037-0.034902i,0.021206-0.019269i,0.016908-0.0045189i,0.016617-0.0025797i,0.016371-0.010645i,0.011575-0.016719i,0.0032922-0.016022i
-0.011231-0.010966i,-0.01546-0.034328i,0.024486-0.059139i,0.12147-0.059753i,0.18834-0.032002i,0.15748+0.010163i,0.092965+0.055777i,0.047366+0.072014i,0.0092299+0.053076i,-0.0050687+0.033869i,0.0091924+0.015619i,0.011896-0.0045833i,-0.0023029-0.014799i,-0.018212-0.016875i,-0.034033-0.011725i,-0.041048-0.0044029i,-0.03546-0.0035543i,-0.019314-0.0063218i,-0.0056863-0.0076697i,-0.0081095-0.0030194i,-0.014555+0.0093633i,-0.012236+0.018287i,-0.0056861+0.017209i
0.014786-0.0039308i,0.032626-0.015913i,0.030831-0.044021i,-0.032545-0.070858i,-0.11584-0.054843i,-0.12675-0.0095584i,-0.073535+0.0018476i,-0.026148-0.018344i,-0.0023586-0.031686i,0.0040284-0.033981i,-0.0053789-0.02205i,-0.0059661+0.0027133i,0.010283+0.023085i,0.027404+0.035058i,0.037399+0.042674i,0.035263+0.047227i,0.021493+0.046017i,0.0023181+0.032589i,-0.011148+0.01746i,-0.0093642+0.010741i,0.00078458+0.0042351i,0.0065153-0.0023253i,0.0081983-0.0038088i
-0.0012032+0.011922i,-0.011819+0.052724i,-0.023592+0.13058i,-0.0048801+0.18776i,0.044996+0.1377i,0.065371+0.008455i,0.029719-0.071654i,0.00064554-0.059301i,0.0064544-0.01818i,0.01241+0.0091969i,0.013692+0.017573i,0.012643+0.0053484i,0.0029614-0.014119i,-0.0084706-0.030855i,-0.014153-0.046413i,-0.01117-0.054149i,0.00098312-0.046531i,0.012183-0.02648i,0.014966-0.011102i,0.011103-0.010581i,0.0010302-0.013992i,-0.0095188-0.011185i,-0.015405-0.0055984i
-0.0095526-0.016215i,-0.020494-0.053716i,-0.018751-0.12647i,0.0024558-0.18145i,0.010016-0.1361i,-0.0066183-0.0069257i,-0.0045946+0.091196i,0.003394+0.093743i,-0.0065001+0.048985i,-0.0095542+0.012202i,-0.0056773-0.010482i,-0.0084664-0.017545i,-0.013114-0.010729i,-0.014903+0.0016366i,-0.014774+0.012167i,-0.016863+0.011558i,-0.019646-6.6439e-05i,-0.014588-0.011274i,-0.007279-0.015848i,-0.0071215-0.011769i,-0.0068007+0.0013658i,0.00045061+0.011099i,0.0079408+0.010295i
0.011703-0.001698i,0.022239+0.0056638i,0.0062632+0.025664i,-0.056716+0.056304i,-0.10526+0.061729i,-0.072982+0.019585i,-0.021483-0.034606i,-0.0013775-0.045906i,0.0083274-0.024907i,0.0052638-0.010027i,-0.0077099+0.0010273i,-0.007002+0.012902i,0.0071295+0.019408i,0.022261+0.022011i,0.03136+0.02359i,0.030652+0.027847i,0.02015+0.032512i,0.0042183+0.030093i,-0.0050024+0.025764i,0.00075842+0.021038i,0.011438+0.0088017i,0.0119-0.0049959i,0.0053748-0.010382i
-0.0031156+0.01149i,0.0061885+0.041401i,0.053024+0.077826i,0.143+0.077639i,0.19903+0.019518i,0.15299-0.047646i,0.067675-0.067223i,0.024495-0.048781i,0.013824-0.021619i,0.015405+0.00083363i,0.024827+0.0071286i,0.024022-0.00022093i,0.0098935-0.011842i,-0.0069552-0.025185i,-0.017814-0.037439i,-0.01482-0.042162i,0.00024853-0.035489i,0.015799-0.01945i,0.02016-0.0096853i,0.011492-0.010311i,-0.0032755-0.009675i,-0.013815-0.0033443i,-0.015665+0.0035853i
-0.010544-0.0096133i,-0.042267-0.043437i,-0.10854-0.10497i,-0.19044-0.13732i,-0.22697-0.06605i,-0.18019+0.069515i,-0.092761+0.14201i,-0.041996+0.11076i,-0.033516+0.040972i,-0.030663-0.0063126i,-0.028175-0.019837i,-0.026104-0.012788i,-0.019449-0.0003446i,-0.01205+0.013077i,-0.0066989+0.024324i,-0.0095084+0.024776i,-0.0183+0.013496i,-0.020877-0.0013942i,-0.018927-0.0092661i,-0.017231-0.0064797i,-0.011043+0.0014712i,-0.00069896+0.0052349i,0.0068979+0.0024318i
0.013822-0.0026962i,0.040821+0.011141i,0.083642+0.065831i,0.12088+0.12799i,0.1331+0.10214i,0.1123-0.010606i,0.071161-0.084647i,0.048455-0.067845i,0.047609-0.020304i,0.03792+0.010758i,0.022043+0.021529i,0.014895+0.018339i,0.015541+0.0099072i,0.017904+0.00034081i,0.016368-0.0041391i,0.013332+0.0030079i,0.0093175+0.014776i,0.0014948+0.022283i,-0.00087064+0.023731i,0.0076838+0.018926i,0.015774+0.0086002i,0.012833-0.0012095i,0.0039683-0.0033284i
