-0.0016433+0.00097756i,-0.0021012+0.00095086i,-0.0011478+0.0028755i,0.00034526+0.0019673i,0.00016849+0.00080193i,-0.00035822+0.00029813i,-0.00055127+0.00045342i,-0.00035218+0.0018003i,-2.2394e-05+0.0013611i,0.00022506+0.00093368i,0.00042461+0.00035068i,6.6528e-05-0.00024221i,-0.00037132+0.00014629i,-0.00077249-0.0003779i,-0.0011854-0.00049662i,-0.00092004-0.00040165i,-0.00093957+5.1793e-05i,-0.00075188-5.1807e-05i,-0.00026313-0.00027151i,4.2738e-05-0.00023181i,0.00028966-0.00012841i,0.00031494+0.00024124i,0.00049589+0.0001562i
0.35075-0.064109i,0.47189-0.19136i,0.34269-0.27982i,0.10167-0.18865i,0.014431+0.045003i,0.13795+0.18243i,0.2897+0.12636i,0.28843-0.004554i,0.16349-0.060252i,0.065636-0.023967i,0.04358+0.0019689i,0.040465-0.008682i,0.030641-0.013176i,0.016022-0.0079727i,0.0033233-0.00018388i,0.0073564+0.0063586i,0.023393+0.006349i,0.032119-0.0042908i,0.026304-0.014772i,0.024292-0.013813i,0.028738-0.01296i,0.022067-0.014661i,0.0042726-0.0128i
-0.30195+0.28763i,-0.48278+0.35252i,-0.60142+0.24697i,-0.52546+0.14192i,-0.22986+0.077841i,-0.036718-0.057447i,-0.13195-0.16102i,-0.23463-0.12274i,-0.17348-0.06944i,-0.09013-0.046615i,-0.044288+0.0071927i,-0.02022+0.045472i,-0.028758+0.037825i,-0.036954+0.017433i,-0.035841-5.6922e-06i,-0.038079-0.0076773i,-0.029913-0.0083282i,-0.015699-0.003854i,-0.0068767+0.0045183i,-0.00053908+0.01026i,0.0029887+0.014114i,0.0018469+0.018864i,-0.0014691+0.025647i
0.016386-0.2345i,-0.054049-0.32121i,-0.18558-0.21562i,-0.22589+0.021581i,-0.11389+0.23295i,0.035342+0.34209i,0.17216+0.31248i,0.24969+0.14799i,0.18636+0.0020648i,0.10089-0.018799i,0.087736-0.026203i,0.07051-0.072806i,0.031921-0.084517i,0.0014905-0.050834i,-0.012881-0.0085767i,-0.0047465+0.018079i,0.0071481+0.016885i,0.0076572-0.001925i,-0.0085186-0.017819i,-0.028456-0.013456i,-0.029218+0.0017608i,-0.018832+0.0035651i,-0.014048-0.003403i
-0.21091+0.21497i,-0.085524+0.47789i,0.32664+0.60154i,0.66422+0.36217i,0.55741-0.064824i,0.15013-0.30204i,-0.1911-0.24191i,-0.28447-0.048249i,-0.18331+0.072605i,-0.081312+0.061586i,-0.044517+0.043211i,-0.0069847+0.065963i,0.020171+0.071957i,0.019572+0.051356i,0.012638+0.026396i,0.012016+0.017014i,0.0096017+0.022056i,0.00094784+0.032169i,0.0053465+0.038575i,0.014437+0.024297i,0.0096031+0.0050592i,0.0049566-0.00021509i,0.010367-0.00073622i
0.28222-0.32701i,0.27007-0.50613i,0.081758-0.44401i,-0.0609-0.16209i,-0.028428+0.14702i,0.077601+0.35493i,0.18114+0.39595i,0.22525+0.28477i,0.19542+0.15118i,0.14861+0.056794i,0.089544-0.017315i,0.022676-0.066265i,-0.013862-0.079321i,0.0042432-0.060721i,0.059444-0.04518i,0.095201-0.053303i,0.085351-0.060876i,0.042842-0.058968i,0.0070819-0.038691i,0.008959-0.010525i,0.021925-0.001067i,0.019676+0.0010197i,0.0056056+2.0835e-05i
-0.060048+0.15505i,-0.073015-0.031578i,-0.14545-0.51082i,-0.28684-0.76692i,-0.25268-0.54885i,-0.039569-0.34343i,-0.031735-0.39462i,-0.2005-0.38578i,-0.25483-0.23803i,-0.20303-0.0939i,-0.11368+0.027695i,-0.0018468+0.079374i,0.054265+0.049889i,0.041663+0.011028i,0.0080478-0.0091796i,-0.013832-0.0144i,0.004196-0.010838i,0.041334-0.014668i,0.042572-0.024951i,0.008702-0.019681i,-0.016852-0.0027721i,-0.02126+0.00153i,-0.014063-0.0013647i
0.16682-0.22046i,0.20898-0.17349i,0.08828-0.01003i,-0.12281+0.10458i,-0.23111+0.075394i,-0.16171+0.034972i,0.054005+0.016595i,0.23489-0.080535i,0.17154-0.15033i,0.014399-0.10165i,-0.073199-0.064231i,-0.13715-0.046416i,-0.14842+0.00091613i,-0.11323+0.023739i,-0.096028+0.028189i,-0.084508+0.044886i,-0.069523+0.038831i,-0.059273+0.01456i,-0.039181-0.00020912i,-0.015162-0.01675i,-0.0057973-0.03304i,0.00050754-0.03601i,0.016132-0.03122i
-1.4065+8.5152i,-0.38086+9.0173i,3.6021+8.0676i,6.0555+3.7215i,5.3893-0.67912i,2.4753-2.5055i,0.32197-1.419i,0.089616-0.057804i,0.70976+0.35417i,1.2897-0.020999i,1.0937-0.69947i,0.37471-0.9931i,-0.31541-0.98346i,-0.98573-0.93458i,-1.1683-0.65893i,-0.48842-0.10026i,0.28879+0.20358i,0.37247+0.18278i,0.10528+0.22613i,-0.0044186+0.21444i,-0.14057+0.068639i,-0.29954+0.085736i,-0.18551+0.18652i
0.18678-0.48574i,0.29557-0.67648i,0.29232-0.64276i,0.15997-0.46189i,-0.065194-0.34677i,-0.33994-0.31404i,-0.52818-0.22457i,-0.51648-0.063292i,-0.34476+0.062183i,-0.17192+0.10301i,-0.079856+0.11299i,-0.0050298+0.11089i,0.053811+0.066764i,0.05344+0.026748i,0.029246+0.02884i,0.02024+0.014906i,-0.0012113-0.028953i,-0.035947-0.045718i,-0.032449-0.030909i,-0.0044577-0.025571i,-0.0055289-0.021149i,-0.02795-0.003914i,-0.045439+0.0071431i
-0.17129+0.2727i,-0.21152+0.40762i,-0.18421+0.35949i,-0.13219+0.1952i,-0.12473+0.13891i,-0.099861+0.26741i,0.051102+0.40104i,0.21617+0.33328i,0.20631+0.13221i,0.082798+0.0016011i,0.015315-0.038044i,-0.0047438-0.04615i,-0.015088-0.028741i,-0.0016712-0.017008i,0.022557-0.015966i,0.050055-0.0051508i,0.052558-0.011692i,0.028935-0.024979i,0.027839-0.033327i,0.02963-0.051869i,0.0060892-0.056329i,-0.0028651-0.036447i,0.017684-0.021608i
0.23508+0.031524i,0.2059+0.002528i,-0.042624+0.083933i,-0.20371+0.20631i,-0.10025+0.12911i,0.018481-0.061591i,0.01409-0.12459i,-0.016591-0.080884i,-0.029964-0.021419i,-0.0053238+0.027091i,0.016856+0.028034i,-0.0045915+0.01917i,-0.020168+0.028946i,-0.012609+0.03291i,-0.0087982+0.023177i,-0.02731+0.0020746i,-0.046399-0.0073712i,-0.038483-0.0035406i,-0.026182+0.0027052i,-0.020298+0.013045i,-0.013185+0.019798i,-0.010854+0.019087i,-0.018767+0.012153i
-0.37277+0.14832i,-0.42701+0.30039i,-0.21917+0.32186i,-0.043166+0.17756i,-0.10342+0.039813i,-0.19819-0.055389i,-0.24344-0.16875i,-0.26741-0.18696i,-0.18553-0.083356i,-0.068769-0.02323i,-0.035534+0.0051089i,-0.0087711+0.056694i,0.048351+0.066198i,0.062215+0.052869i,0.045454+0.062597i,0.051014+0.074648i,0.066722+0.065381i,0.063214+0.03224i,0.035583-0.0049866i,0.0017306-0.018921i,-0.019527-0.013851i,-0.031585-0.011656i,-0.033132-0.01401i
0.29779-0.22747i,0.55859-0.30566i,0.7448-0.32266i,0.67708-0.33352i,0.36009-0.35241i,0.044121-0.31999i,-0.061504-0.2211i,-0.014914-0.11609i,0.028934-0.061679i,0.030737-0.031991i,0.022221-0.0092865i,0.021196+0.005885i,0.03389+0.0093893i,0.042603-0.013795i,0.015535-0.03932i,-0.036665-0.033851i,-0.062368-0.0098743i,-0.047952+0.012799i,-0.018971+0.029186i,0.0076476+0.031692i,0.019797+0.023583i,0.015871+0.019524i,0.0072865+0.022534i
-0.24329-0.069931i,-0.53684-0.024637i,-0.77761+0.08516i,-0.76947+0.20559i,-0.50097+0.31698i,-0.14349+0.37745i,0.12782+0.30558i,0.18176+0.14058i,0.083481+0.031409i,0.0072643+0.0025017i,-0.020763-0.012098i,-0.04918-0.015428i,-0.05843-0.012688i,-0.04573-0.036435i,-0.046135-0.056372i,-0.054325-0.039825i,-0.047955-0.017339i,-0.033182-0.011535i,-0.021424-0.012484i,-0.0094911-0.011093i,0.0063532-0.014658i,0.019459-0.021128i,0.025638-0.016304i
0.34376+0.11053i,0.42274-0.010541i,0.24207-0.12792i,0.058469-0.077515i,0.10139-0.034643i,0.17191-0.16487i,0.10965-0.26925i,0.041468-0.22872i,0.010993-0.14655i,-0.012309-0.069072i,-0.015603-0.021414i,-0.011355-0.0095745i,-0.0050264+0.013252i,0.0099152+0.0491i,0.021768+0.060839i,0.028273+0.038024i,0.032006+0.008005i,0.028876-0.0034273i,0.014272-0.0019333i,-0.0083783+0.0054402i,-0.020275+0.015819i,-0.015507+0.016933i,-0.0077798+0.012471i
-0.2062+0.15155i,-0.056081+0.36254i,0.36919+0.50705i,0.66492+0.38312i,0.53024+0.15251i,0.26698+0.089245i,0.16612+0.1001i,0.14097+0.059174i,0.10679+0.0035635i,0.062221-0.037278i,0.018931-0.035201i,0.010338-0.00012183i,0.022874+0.012755i,0.021723+0.0043704i,0.0066843-0.0050602i,-0.01754-0.007061i,-0.034848+0.0025015i,-0.030579+0.010236i,-0.016672+0.0085072i,-0.0056183+0.00063314i,-0.0024453-0.01063i,-0.0089478-0.016152i,-0.011885-0.0122i
-0.053663+0.040859i,-0.098594-0.0090054i,-0.16451-0.18619i,-0.23718-0.30467i,-0.26125-0.20325i,-0.20449-0.0074379i,-0.10752+0.1256i,-0.013384+0.1536i,0.036403+0.10985i,0.039864+0.07082i,0.047366+0.042474i,0.043673-0.0050648i,0.0064297-0.035833i,-0.017616-0.03423i,-0.016529-0.029252i,-0.014179-0.025176i,-0.011948-0.0068885i,-0.0057341+0.017674i,0.0058644+0.024614i,0.010507+0.011947i,-0.0011137+0.0044448i,-0.011107+0.011675i,-0.010505+0.013507i
-0.057802-0.44482i,-0.23344-0.60548i,-0.44797-0.49153i,-0.52154-0.21098i,-0.37196+0.004813i,-0.16458+0.080372i,-0.0416+0.072456i,-0.012754+0.048206i,-0.023616+0.039067i,-0.017226+0.026715i,-0.0022142-0.0036622i,-0.00027302-0.024201i,-0.0085499-0.024932i,-0.021636-0.016492i,-0.020159-0.0079065i,-0.0053529-0.013732i,0.0017001-0.024886i,0.005236-0.026385i,0.0097381-0.025645i,0.0050462-0.02116i,0.0029127-0.0082811i,0.0087873-0.00082093i,0.0044152-0.0013766i
0.2197+0.29013i,0.34216+0.46598i,0.41762+0.54273i,0.44851+0.4396i,0.36568+0.16921i,0.1769-0.073955i,0.020964-0.13472i,-0.029411-0.090427i,-0.02912-0.05891i,-0.035544-0.045346i,-0.040936-0.023801i,-0.019427+0.0097073i,0.035201+0.043851i,0.081113+0.051339i,0.077755+0.032943i,0.049005+0.020241i,0.030813+0.013136i,0.018284-0.0020306i,0.0055124-0.016009i,0.00093156-0.021961i,0.0023833-0.026598i,0.0022812-0.030921i,0.0016918-0.027157i
0.11133+0.069072i,0.26678+0.067326i,0.36838+0.031076i,0.29811+0.0089782i,0.13986+0.054008i,0.03089+0.13182i,-0.0048947+0.16152i,0.00089401+0.14238i,0.03128+0.099552i,0.03833+0.049024i,-0.00036619+0.033628i,-0.037433+0.047634i,-0.042156+0.044222i,-0.024634+0.018112i,-0.005819-0.0071535i,0.0029606-0.021295i,-0.0021406-0.029743i,-0.019099-0.02487i,-0.022786+0.00307i,0.00020413+0.023914i,0.017352+0.017222i,0.0069108+0.0096404i,-0.012146+0.014767i
-0.43637+0.056909i,-0.71914-0.030678i,-0.8188-0.27177i,-0.7123-0.41342i,-0.5191-0.2593i,-0.29351-0.028078i,-0.10916+0.059889i,-0.010836+0.036564i,0.02358+0.0031931i,0.041397-0.0028697i,0.059471-0.0091271i,0.048131-0.026302i,0.0096185-0.034232i,-0.016034-0.024101i,-0.010548-0.0049267i,0.0073733+0.010079i,0.015991+0.029322i,0.024747+0.04516i,0.032036+0.029471i,0.016361-5.6431e-05i,-0.0067646-0.0073849i,-0.0060626-0.0011697i,0.016067-0.0053821i
0.23681-0.23762i,0.43544-0.19518i,0.52971+0.10079i,0.47815+0.32909i,0.35901+0.22258i,0.21118-0.0093479i,0.089011-0.13805i,0.012001-0.13952i,-0.02165-0.067233i,-0.0064171-0.0075862i,0.017322+0.0036505i,0.03633+0.005547i,0.050286+0.0051339i,0.028443-0.0043058i,-0.009945-0.0018185i,-0.024728+0.012376i,-0.012518+0.018198i,0.0092635+0.0060632i,0.011594-0.015047i,-0.005661-0.016622i,-0.012116+0.0039683i,-0.0081029+0.01596i,-0.011682+0.016278i
-0.096315+0.0074407i,-0.24142+0.11301i,-0.27091+0.21724i,-0.14308+0.17537i,-0.082734+0.0094883i,-0.14807-0.10159i,-0.16227-0.097586i,-0.10275-0.076945i,-0.056576-0.064576i,-0.047848-0.04361i,-0.061381-0.014374i,-0.070218+0.018449i,-0.052596+0.038096i,-0.01405+0.035666i,0.011329+0.022174i,0.0091335+0.015774i,-0.0035232+0.01066i,-0.023318+0.0048069i,-0.032629+0.018204i,-0.0079527+0.030476i,0.018996+0.0086557i,0.016962-0.022046i,0.0058383-0.029267i
0.38458+0.15112i,0.62942-0.024383i,0.5813-0.40087i,0.25156-0.53937i,0.070458-0.25842i,0.17519+0.028971i,0.21961+0.080533i,0.11434+0.072114i,0.029885+0.076724i,-0.00025577+0.064573i,0.0041813+0.044098i,0.016018+0.0016065i,0.0046429-0.02653i,0.0037953-0.013099i,0.023729-0.010794i,0.023821-0.040548i,8.158e-06-0.060218i,-0.014194-0.044262i,-0.0053869-0.019338i,0.0022146-0.010249i,-0.0077431+0.0010476i,-0.016455+0.025307i,-0.014425+0.038603i
-0.44695-0.031241i,-0.76966-0.020775i,-0.85962+0.081249i,-0.61629+0.17889i,-0.3365+0.12191i,-0.24038+0.034578i,-0.14722+0.059888i,0.017288+0.06342i,0.10217-0.0031274i,0.095466-0.045435i,0.063543-0.060478i,0.030424-0.049975i,0.014876-0.021486i,-0.0022086-0.0037292i,-0.029856+0.013301i,-0.037969+0.037427i,-0.019678+0.052248i,0.0045173+0.040251i,0.0073061+0.0090677i,-0.0057714-0.0082226i,0.0016369-0.009035i,0.025681-0.020031i,0.035765-0.035048i
0.10057+0.18302i,0.41346+0.51884i,0.78727+0.76881i,0.8085+0.64513i,0.47543+0.36724i,0.21621+0.2232i,0.12563+0.11595i,0.026417+0.027211i,-0.056983+0.013601i,-0.072368+0.018268i,-0.059535+0.030152i,-0.027268+0.046837i,-0.000297+0.038582i,0.00035997+0.024525i,-0.0011258+0.025861i,0.005422+0.027989i,0.007674+0.021091i,0.0053929+0.015844i,0.0077434+0.019465i,0.010911+0.021947i,0.00079169+0.014353i,-0.022817+0.0091532i,-0.038936+0.015592i
-0.00037007-0.5587i,-0.29234-1.0357i,-0.6795-1.2366i,-0.74373-0.97257i,-0.48494-0.59687i,-0.29626-0.39776i,-0.24467-0.23169i,-0.16165-0.064954i,-0.072635+0.01855i,-0.026682+0.050745i,-0.0026204+0.047691i,-0.01153+0.025237i,-0.024663+0.017325i,-0.010496+0.00013428i,0.0030781-0.0307i,0.0013144-0.043821i,-0.0040327-0.03808i,-0.0089986-0.02725i,-0.0089874-0.019201i,-0.0048391-0.011833i,-0.00030724+0.00025374i,0.009173+0.0052585i,0.014939-0.0043047i
0.21752+0.4105i,0.42276+0.66862i,0.55038+0.70821i,0.49723+0.52914i,0.37816+0.3732i,0.32703+0.30531i,0.291+0.18842i,0.18524+0.042398i,0.065775-0.03265i,0.0069834-0.050504i,0.0058095-0.054011i,0.028737-0.05571i,0.039221-0.061443i,0.020069-0.052273i,0.0012433-0.020106i,0.0097764+0.0013997i,0.022076-0.0011442i,0.018368-0.0027349i,0.011731-0.00013289i,0.0092653-0.0066054i,0.0027268-0.014442i,-0.0058198-0.0082262i,-0.0075301+0.0058201i
0.002209+0.088103i,0.01954+0.062132i,-0.0066975+0.011456i,-0.055524+0.0013442i,-0.076355-0.05361i,-0.11749-0.17231i,-0.15925-0.19107i,-0.10004-0.10619i,0.0053321-0.039723i,0.03721-0.015735i,0.0013862+0.0060593i,-0.035249+0.035408i,-0.039039+0.061825i,-0.010451+0.069422i,0.016178+0.046787i,0.016046+0.023195i,0.01395+0.018677i,0.021978+0.0095086i,0.020132-0.0077338i,0.0090414-0.014138i,0.0032608-0.012696i,0.0032273-0.0095386i,0.0056216-0.0036907i
-0.42908+0.0091305i,-0.53884+0.16595i,-0.30016+0.26247i,-0.023454+0.12749i,-0.039093+0.041614i,-0.10127+0.18536i,-0.029362+0.24863i,-0.00032029+0.14221i,-0.026189+0.054982i,-0.016182+0.025248i,-0.00059163+0.021443i,0.011217+0.02326i,0.024144+0.0047418i,0.018208-0.017885i,-0.0049162-0.021698i,-0.028961-0.0078499i,-0.045286+0.0068496i,-0.051064+0.01115i,-0.04506+0.01504i,-0.028684+0.021512i,-0.011074+0.02139i,-0.0053292+0.010899i,-0.011076-0.0015532i
0.22744-0.39474i,0.18651-0.77139i,-0.097764-0.9272i,-0.27718-0.6834i,-0.13024-0.40109i,0.04706-0.35648i,0.057669-0.30156i,0.041374-0.14489i,0.028458-0.040011i,-0.0057273-0.00014277i,-0.0098092-0.0037876i,-0.010709-0.034321i,-0.02917-0.039443i,-0.037588-0.01883i,-0.02438-0.00044214i,-0.0028402-0.0015957i,0.0040584-0.0091404i,0.0021804-0.0007995i,0.004682+0.00364i,-9.84e-05-0.0060271i,-0.01132-0.007904i,-0.0077784-0.0019444i,0.0086682-0.0048808i
0.20039+0.15766i,0.31252+0.44467i,0.35888+0.79153i,0.32707+0.85346i,0.21006+0.58655i,0.048767+0.34173i,-0.020028+0.22714i,-0.0027408+0.11825i,0.016291+0.012592i,0.021381-0.046122i,0.0073345-0.054571i,0.0010923-0.015681i,0.021521+0.022754i,0.032446+0.023764i,0.015317+0.0093437i,-0.0036366+0.0062088i,-0.0025279+0.0054714i,0.007344-0.0012132i,0.012572+0.0014436i,0.016963+0.0096977i,0.021607+0.0071092i,0.01876+0.00095952i,0.0094341+0.0034227i
-0.022138+0.36277i,0.099379+0.3427i,0.20047-0.10368i,0.081165-0.48055i,-0.084183-0.34408i,-0.032306-0.087846i,0.026465-0.048052i,-0.021504-0.034581i,-0.02202+0.011462i,0.0048006+0.012907i,0.011071+0.016941i,0.02151+0.01969i,0.016641-0.0028479i,0.0087367-0.014376i,0.016921-0.0081302i,0.02308-0.00026509i,0.021532+0.002636i,0.013541-0.0025785i,0.0021098-0.0060009i,-0.00043623-0.0018077i,-1.6725e-05-0.0014245i,-0.011386-0.0010526i,-0.023373+0.0095591i
-0.35107-0.25301i,-0.65374-0.29527i,-0.74425-0.078735i,-0.48377+0.15562i,-0.19799+0.15196i,-0.14479+0.11052i,-0.098776+0.14825i,0.001617+0.10865i,0.0069719+0.047369i,-0.0026678+0.059281i,0.022339+0.045945i,0.0087714+0.0017629i,-0.018576-0.004921i,-0.023025+0.0010374i,-0.022493-0.014512i,-0.028301-0.034553i,-0.034557-0.029275i,-0.025232-0.0041635i,-0.0066119+0.0049522i,-0.0026093+0.0014935i,-0.0050769+0.0096452i,0.003351+0.015598i,0.013562+0.0040289i
0.038583-0.16427i,0.14273-0.14596i,0.30515+0.0083666i,0.37686+0.10791i,0.29317+0.017126i,0.17872-0.12342i,0.1091-0.17222i,0.064601-0.12795i,0.044272-0.063203i,0.025076-0.045086i,-0.010005-0.038517i,-0.013718-0.0064597i,0.018062+0.015726i,0.0278+0.017779i,0.01374+0.026742i,0.0065078+0.038668i,0.0093185+0.033138i,0.013161+0.012826i,0.01226-0.0068022i,0.00548-0.018703i,0.0010314-0.024733i,0.0028491-0.027342i,0.0065209-0.02571i
0.47415+0.06133i,0.67388-0.025772i,0.45736-0.22321i,0.02773-0.28771i,-0.13272-0.13128i,-0.075659-0.030983i,-0.1027-0.034216i,-0.14365-0.0010411i,-0.10305+0.011943i,-0.074373-0.0017096i,-0.06043+0.009988i,-0.04093+0.010632i,-0.03512+0.00034717i,-0.01897-0.0019188i,0.010681-0.0043858i,0.030024-0.0065132i,0.030575-0.013802i,0.0086617-0.019925i,-0.014086-0.0073843i,-0.013425+0.0080645i,-0.0090562+0.007462i,-0.016972+0.0077607i,-0.024395+0.016037i
-0.29956+0.17734i,-0.48378+0.25988i,-0.40081+0.23836i,-0.11783+0.11894i,0.023963+0.032245i,0.033049+0.075622i,0.080782+0.10318i,0.085934+0.03271i,0.033383+0.0081691i,0.044156+0.032369i,0.069933+0.013884i,0.040735-0.0070504i,0.0072913-0.0050023i,-0.0038698-0.0081451i,-0.012013-0.016991i,-0.023854-0.018769i,-0.030018-0.0042742i,-0.017622+0.017119i,0.00098434+0.021496i,0.0085201+0.012739i,0.0099575+0.0096939i,0.011906+0.0075206i,0.0097863-0.001284i
-0.17406+0.12855i,-0.18737+0.28742i,-0.074605+0.39624i,0.038953+0.333i,0.037453+0.15523i,-0.015315+0.018729i,-0.0048503-0.027537i,0.042719-0.031691i,0.054829-0.033523i,0.02104-0.031314i,-0.011389-0.013504i,-0.00095714+0.0029564i,0.023378+0.0034204i,0.023601+0.0072423i,0.013666+0.021201i,0.011578+0.025934i,0.014214+0.019408i,0.018541+0.0083607i,0.016289-0.0052844i,0.0042484-0.010524i,-0.0043035-0.0076506i,-0.0054161-0.0065106i,-0.0057138-0.003209i
0.15979-0.47617i,0.23124-0.79653i,0.12674-0.80228i,-0.078055-0.48137i,-0.14213-0.21946i,-0.11998-0.15968i,-0.13449-0.10296i,-0.090748-0.0087691i,-0.01992+0.016073i,-0.01157+0.014022i,-0.0083042+0.033317i,0.0079834+0.031327i,0.0086525+0.015088i,0.0060004+0.0050176i,0.0085403-0.0034087i,0.011704-0.0098312i,0.0064495-0.017491i,-0.011159-0.017639i,-0.021207-0.0037042i,-0.014237+0.0070151i,-0.0042279+0.0077635i,0.0027038+0.0090389i,0.011024+0.010581i
0.019677+0.18452i,-0.046752+0.29704i,-0.1014+0.20552i,-0.050502-0.007828i,0.034864-0.038458i,0.10197+0.083915i,0.12915+0.12885i,0.06044+0.086361i,-0.01922+0.051999i,-0.027833+0.019791i,-0.021043-0.016206i,-0.031008-0.019658i,-0.037714-0.0030066i,-0.037606+0.0042391i,-0.035636+0.0042805i,-0.03041+0.0054924i,-0.017818+0.008076i,-0.0023008+0.006101i,0.0069999-0.0019603i,0.0083078-0.0085042i,0.0036861-0.010333i,-0.0043308-0.013837i,-0.014403-0.019839i
0.18667+0.26686i,0.37004+0.48795i,0.49445+0.61019i,0.42138+0.52072i,0.22312+0.31056i,0.092352+0.13815i,0.075687+0.018721i,0.078262-0.058086i,0.058667-0.068912i,0.036375-0.043921i,0.015643-0.025444i,0.005073-0.01625i,0.0075556-0.012183i,0.012491-0.0090219i,0.010678-0.0051696i,0.0013385+0.0019499i,-0.0030585+0.011032i,0.0011314+0.01118i,0.0038942+0.0031814i,0.0039592-0.0013829i,0.005973+0.00086155i,0.0093882+0.0057923i,0.010903+0.0060671i
-0.34122-0.22805i,-0.57559-0.49759i,-0.62102-0.60651i,-0.46509-0.4144i,-0.30519-0.17496i,-0.23903-0.064876i,-0.2076-0.0069575i,-0.12289+0.020721i,-0.029626-0.0028101i,0.0079861-0.019149i,0.018329-0.0059978i,0.022989-0.0022223i,0.020467-0.0099911i,0.015342-0.0074371i,0.012007-0.00019938i,0.0139-0.0028723i,0.010813-0.010327i,0.00082234-0.0050522i,-0.0015828+0.0097254i,0.0012463+0.013685i,0.0012167+0.0085416i,5.774e-05+0.0063316i,-0.00014069+0.010779i
0.028368+0.051198i,0.023437+0.17267i,-0.067206+0.24081i,-0.12709+0.13497i,-0.053739-0.0076549i,0.032916-0.04842i,0.055258-0.020656i,0.022147+0.027887i,-0.018511+0.063621i,-0.032142+0.059185i,-0.030083+0.035063i,-0.023099+0.028073i,-0.013974+0.031257i,-0.0093767+0.022504i,-0.0092073+0.0087119i,-0.014134+0.0021788i,-0.017564+0.0030521i,-0.012824+0.00086599i,-0.0058099-0.007372i,-0.0032861-0.011837i,-0.0043308-0.009886i,-0.0068834-0.0066008i,-0.008056-0.0054707i
0.29104-0.12544i,0.60437-0.19286i,0.83115-0.19406i,0.7579-0.11299i,0.49135-0.021016i,0.27828-0.0013695i,0.149-0.035634i,0.053342-0.044892i,0.0099918-0.012352i,0.01234+0.010212i,0.0115+0.0045533i,0.001719+0.0014176i,0.0050803+0.0045698i,0.011935-0.00034396i,0.0079667-0.003094i,0.0076606+0.0057831i,0.015803+0.010027i,0.016863-0.0032565i,0.0059038-0.01665i,-0.004536-0.015847i,-0.0069617-0.0094278i,-0.0058631-0.0075876i,-0.0056835-0.010604i
-0.21528+0.15543i,-0.53965+0.22742i,-0.78916+0.20693i,-0.71402+0.15699i,-0.44889+0.11873i,-0.25203+0.068161i,-0.15341+0.030282i,-0.070167-0.0089811i,-0.012225-0.061219i,-0.0020454-0.081488i,-0.0045739-0.063916i,-0.0076408-0.046634i,-0.016854-0.038237i,-0.016316-0.026114i,-0.0035869-0.015851i,0.0015809-0.016548i,-0.0079921-0.013859i,-0.017325+0.0049356i,-0.014119+0.024972i,-0.0025647+0.029418i,0.0090813+0.02343i,0.01543+0.017336i,0.018279+0.013688i
0.053652+0.08138i,0.17898+0.14516i,0.30437+0.16536i,0.26862+0.065188i,0.10179-0.050725i,-0.0074892-0.039768i,0.0045517+0.01346i,0.027569+0.027121i,0.009576+0.042764i,-0.0038307+0.061896i,0.0062239+0.059032i,0.02028+0.042195i,0.023606+0.030424i,0.018252+0.024869i,0.0097395+0.018943i,0.0051776+0.013553i,0.010555+0.0090452i,0.019896+0.0063247i,0.022181+0.003963i,0.013347-0.0010159i,-0.00038439-0.005515i,-0.010397-0.004368i,-0.014329-0.00026989i
-0.069311-0.22067i,-0.063921-0.44163i,0.0047196-0.55418i,0.07656-0.45184i,0.097221-0.27002i,0.08148-0.16337i,0.050336-0.099769i,0.03153-0.032019i,0.033994+0.0060066i,0.033714+0.007765i,0.013579+0.0032578i,-0.0083284+0.0069385i,-0.011229+0.0075633i,-0.0088297+2.0367e-05i,-0.011848-0.0042277i,-0.010534+0.00047642i,-0.0070713+0.0013722i,-0.0081748-0.0062599i,-0.010014-0.013195i,-0.0085603-0.013641i,-0.0062014-0.0097573i,-0.0032876-0.0068234i,-0.0034432-0.0073412i
0.036041+0.11594i,-0.017925+0.33223i,-0.13467+0.55433i,-0.16437+0.58641i,-0.080174+0.41725i,-0.014292+0.22162i,-0.00083756+0.099618i,-0.00071752+0.02086i,-0.012022-0.037215i,-0.02674-0.055423i,-0.026432-0.042574i,-0.019759-0.023544i,-0.017805-0.0074916i,-0.013303+0.0039493i,-0.0026513+0.0076158i,0.0020909+0.0033161i,-0.001859+0.00099332i,-0.0024624+0.004554i,0.0071189+0.005551i,0.017073+0.002427i,0.018626-0.0015162i,0.01497-0.0047917i,0.013593-0.0062416i
0.11093-0.028627i,0.21217-0.14329i,0.23209-0.32344i,0.10389-0.39124i,-0.041057-0.24132i,-0.073436-0.054598i,-0.046109+0.00092069i,-0.031932-0.0043482i,-0.020042+0.0098113i,0.00062886+0.020869i,0.016234+0.0064629i,0.01866-0.017965i,0.011894-0.027458i,0.0074202-0.021991i,0.0062082-0.018556i,0.0019949-0.017984i,-0.0031334-0.016262i,-0.0080254-0.018249i,-0.014764-0.019783i,-0.018524-0.012269i,-0.017484+0.00098969i,-0.012953+0.010455i,-0.0078328+0.011655i
