-0.00087211+0.00060633i,-0.0011246-0.00034264i,-0.0015711-0.0012092i,-0.0011533-0.0010179i,-0.00094835+0.00073338i,-0.00086786+0.0019359i,-0.00013005+0.0018111i,0.00045189+0.00062278i,0.00092986-0.00032821i,0.0011838-0.00020911i,0.0004436-1.2101e-05i,-0.00014979-0.00043569i,-0.00076313-0.00033465i,-0.0008455+0.00055351i,-0.00064212+0.00048997i,-0.00087505-4.3948e-05i,-0.00064687-0.00012695i,-0.0002193-0.00053123i,0.00015111-0.00087601i,-1.5718e-05-0.00053469i,-8.7257e-05+0.00032298i,8.4731e-05+0.00045962i,-3.5105e-05+0.00041557i
-0.0010319-0.0014341i,-0.0013477-0.002278i,-0.0010124-0.0028539i,-0.00090369-0.00078068i,-0.00063365+0.0015078i,0.00086489+0.0012297i,0.0011696-0.0004636i,0.0011347-0.001539i,0.00058655-0.001179i,5.9718e-05-0.0007094i,0.00015217+8.7794e-05i,0.0003336+0.00045256i,-0.00013651+0.00091491i,-0.00024934+0.00048278i,0.00069026-0.0013393i,0.00081356-0.0016935i,0.00020334-0.00098776i,-0.00031723-0.0013844i,-0.00030106-0.00063841i,-0.00014889+6.4081e-05i,-0.00013543-0.00026242i,0.00049806-0.00018194i,0.00092463-0.00019497i
-0.00094962+0.00081398i,-0.0016412+0.00081615i,-0.00055172+0.00051482i,0.00050098-0.00040809i,0.0014446-0.00043239i,0.002435-8.2205e-05i,0.0013276-0.00035869i,0.00015283-0.001236i,0.00019762-0.0017506i,5.6181e-05-0.0012459i,0.00022701+0.00027603i,0.00045592+0.00050067i,8.8291e-05+9.9913e-05i,-6.57e-05-0.00029749i,0.00085798-0.00048427i,0.001231-7.8862e-05i,0.00054712-0.00021431i,0.00015435-0.00036236i,0.00039726+0.00012366i,0.00084595+0.00071996i,8.5804e-05+0.0013094i,-0.00048839+0.0015179i,0.00067754+0.0013208i
0.001541+0.00059759i,0.0008046+0.00012793i,0.0007013-0.0012355i,0.00057417-0.00019112i,0.0013196+0.00050725i,0.00070513+3.3457e-05i,-0.00090088+0.00010338i,-0.0012706+0.00024309i,-0.00074313-0.00024762i,-0.00031021-5.8769e-05i,0.00028208+0.00035457i,0.00057098+0.00058364i,0.00052412+0.0005929i,0.00032181-6.5514e-05i,-0.00047763+0.00020072i,-0.0004508+0.00052554i,-0.00072355+0.0007614i,-0.0015092+0.00095442i,-0.001059+0.00061743i,-0.0007308+0.00034425i,-0.00091384+0.00050446i,-0.00098609+0.00052658i,-0.00044423+0.00020345i
6.454e-06-0.00056367i,6.7859e-05-0.0015692i,0.00036958-0.0020008i,0.00038826-0.0015704i,0.00035064+9.1447e-05i,0.00052258+0.00032954i,0.001239-0.00024509i,0.0010279-0.00098216i,5.9976e-05-0.0011761i,7.1366e-05-0.00051454i,0.00034598+0.0002207i,-0.00063847-6.9257e-05i,-0.00050135-2.1955e-05i,0.00068028+0.00022974i,0.00069907-0.0001437i,0.00054058-0.00075061i,0.00099895-0.00086293i,0.0012525-0.00020589i,0.0009362+0.00035183i,0.00073199+0.00062138i,0.00048707+0.00061642i,-0.0003988-9.8838e-05i,-0.00033343-0.0005458i
-0.002299+0.0010185i,-0.00091612+8.8758e-05i,-0.0010203+0.0023034i,-0.00055335+0.0029099i,0.001737+0.0013812i,0.0027315+0.00022501i,0.00191-0.0012212i,0.0004909-0.0011871i,-0.0012004-0.00027048i,-0.0011025-0.00010878i,-0.00012012-0.00016337i,0.00031465-0.00022101i,-3.1294e-05+0.00023704i,-0.00058222+0.00076165i,0.00030501+0.00010106i,7.201e-05-0.00016019i,-0.00014485+0.00022533i,7.6096e-05+0.0011427i,-0.00020885+0.0013827i,-0.00017614+0.00085197i,-0.00016325+0.0010804i,-9.1349e-05+0.0010566i,0.00037214+0.00035318i
-0.0018357-0.00077761i,-0.00091825+0.00072438i,-0.0012695+0.0012665i,-0.0011945+0.0013063i,-6.6203e-05+0.0018436i,0.0012078+0.0013971i,0.0017454-0.00020118i,0.0014828-0.00085728i,0.0004973-0.00010319i,5.7148e-06+0.00039572i,0.00010938+9.9731e-05i,0.0004173-0.00012315i,0.00059851+0.000314i,0.00063928+0.00058542i,0.00047595+0.00041253i,-0.00025621+0.00049922i,-0.00045072+0.00067825i,-0.00039516+0.00051371i,-0.00038979+0.00080495i,-0.00026329+0.00097789i,-0.00019727-0.000159i,-0.00048953-0.00070186i,-0.0012234-0.00052919i
-0.0010277-3.0849e-05i,-0.0003832-0.00025149i,-0.001193-0.00052419i,-0.0018866+0.0011473i,-0.00038442+0.0027855i,0.0017562+0.0015593i,0.002453+0.00019721i,0.0012242-0.00089617i,0.00013959-0.0010171i,1.0803e-05-0.00040186i,0.00023007-0.00044979i,8.641e-05-0.00034605i,0.00058261+7.999e-05i,0.00041435+0.0010403i,0.00034577+0.0013801i,0.0012674+0.0007878i,0.0014856-6.1703e-05i,0.00081233+0.00055805i,0.00015687+0.001154i,-8.8564e-05+0.0010556i,0.0001107+0.00072204i,0.00038049+0.00030226i,0.00048337+0.00039003i
-0.00085152+0.00043853i,-0.0010491+0.00067643i,-0.0010655+0.0011231i,-0.00087804+0.0014296i,0.00047289+0.00086905i,0.0022239+0.00029254i,0.0022044-0.00026271i,0.00098903-0.0014348i,0.00047299-0.0012112i,-0.00016391+0.00014743i,-0.000117+0.00027738i,-0.00016304-0.00027675i,-0.00044706-0.00076826i,-0.00068256-0.00024417i,-0.0010848+0.00093966i,-0.0010126+0.0011975i,-0.00085084+0.00068382i,-0.00081591+0.00069394i,-0.00068355+0.00086991i,-0.00027156+0.00064683i,5.6958e-05+0.000619i,0.00021274+0.00066322i,0.00062673+0.0003896i
0.0035149+0.00013227i,0.0032564-1.2925e-05i,0.0035129-0.0017727i,0.0024391-0.0026241i,0.00036948-0.0026657i,-0.00055726-0.0023895i,1.8359e-05-0.0012005i,0.00021263-0.0011376i,-0.00024844-0.0018769i,-0.00053398-0.0025549i,-0.00067423-0.0017706i,-0.0011454-0.0004493i,-0.0012486+0.00010394i,-0.00055721+0.00050981i,0.00043415+0.00055371i,0.0002176+0.00053002i,-0.00076903+0.00045384i,-0.0008659+0.00038351i,-0.00055581+0.00070017i,-0.00026437+0.0010219i,0.00012734+0.00028005i,0.00020657-7.173e-05i,-0.00022416+6.3447e-05i
-0.00087542-0.00018719i,-0.0007519+0.00020361i,-0.00036695+0.00061708i,-0.00068733+0.00075206i,4.7193e-05+0.00094085i,0.0011085+0.00014358i,0.0012405-0.0012927i,0.00057145-0.0018567i,0.00019426-0.0010181i,0.00037759-0.00026501i,0.00059304+0.00025571i,0.00039382+0.00071146i,-0.00016283+0.00010922i,-0.00074479+1.0995e-05i,-0.00072408-7.9777e-05i,0.00040947+0.00023516i,0.00086092+0.00039906i,0.00014886+0.00087282i,-0.00021431+0.0011813i,0.0001376-0.00010534i,0.00036425-0.00069701i,-0.00015704-0.00043822i,-0.0011257-0.00068864i
-0.00028438+0.00095378i,-0.00060847+0.0014757i,-0.00042195+0.0016807i,0.00030199+0.0016131i,0.0011741+0.0011057i,0.0014158+0.00064036i,0.001116+8.3499e-05i,0.00076-0.0012692i,0.0002873-0.0019238i,0.00038537-0.0010875i,0.0010455-0.00020912i,0.00065702-9.3484e-05i,-0.00042536-0.00065552i,-0.00094153-0.00064787i,-0.00081725+4.1947e-05i,-0.00046496+0.00027186i,-0.00081356+0.00048264i,-0.0011762-0.00024431i,-0.00049079-0.00020551i,-0.00087512+0.00014226i,-0.0013222-5.8314e-05i,-0.00074196+0.00043585i,-3.5484e-05+0.00091564i
0.0017457-0.0010184i,0.00084103-0.0019283i,0.0010905-0.0034546i,7.5702e-05-0.002634i,-0.0011503-0.00075475i,-0.00022321-0.00023608i,0.0006335-0.00070476i,0.00016209-0.001342i,-7.0139e-06-0.0013507i,0.00029026-0.00088229i,-0.00033518-0.00038269i,-0.0012189+0.00071219i,-0.00072496+0.001126i,9.9126e-05+0.00043195i,0.00019449+0.00020176i,5.8877e-05+8.5592e-05i,0.00014852-2.8697e-05i,0.00036009+0.00014057i,0.00039844+0.00043691i,0.00017103+0.00092877i,-1.68e-05+0.00084481i,-4.9179e-05-6.2269e-05i,-0.00030271-0.00037447i
-0.0010304-0.0014438i,-0.00044186-0.0015988i,-0.00043542-0.0013425i,-0.00098807-0.0010499i,-0.00085046+0.00063421i,-5.6032e-05+0.00091186i,0.00065177-0.00030606i,0.00071528-0.0010098i,0.000212-0.00095565i,-0.00018182-0.00045472i,-0.00041596+0.000361i,0.00014111+0.00022426i,0.00062034+4.9844e-05i,0.00010983-0.0002697i,-0.00021786-0.00020029i,-0.0005935+0.00028702i,-3.9052e-05+0.00058275i,0.0004188+0.0010102i,-7.2437e-05+0.00076698i,-0.0003629-7.7274e-05i,4.4739e-06-0.00047991i,0.00017729+9.5964e-05i,-0.00064661+0.0002091i
-0.00046305-0.0021517i,-0.00051965-0.0016689i,-0.001556-0.0011294i,-0.0016346-0.00021528i,-0.00065559+0.00026882i,-0.00015716+0.0011194i,0.00023063+0.00089565i,0.00062505-0.0010448i,-0.00019369-0.0016093i,-0.00083141-0.0007676i,-0.0005716+0.00053667i,1.4037e-05+0.00053907i,0.00016183-6.9018e-05i,-0.00012201-0.00021768i,-0.00053323+1.2115e-05i,-0.00026577+0.00018056i,-1.3962e-05-0.00017823i,-0.00013095-0.00039651i,0.0009254-0.00062302i,0.00090096-7.1607e-05i,-0.00066732+0.00063497i,-0.0011319+7.1928e-05i,-0.00033541+5.1453e-05i
0.0014291+0.00058159i,0.0010048+0.00099101i,0.0015364+0.00073195i,0.0018968+0.00060366i,0.00065786+0.00087721i,-0.00052357+0.00027556i,-0.00018458-6.1046e-05i,-1.5492e-06-0.00054109i,-0.00053101-0.0010637i,-0.00068186-0.00053909i,-0.000138+0.00011476i,-9.1166e-06+0.00018926i,-0.00038127+0.00030959i,-0.00065387+0.00050791i,-0.00085985+0.00058603i,-0.00085282+0.00038513i,-0.0007654+0.00064508i,-0.00093439+0.00063759i,-0.00081682+3.7965e-05i,-0.00017571-0.00037998i,0.00023715-0.0010656i,0.00074388-0.00062764i,0.00076234+0.00048573i
0.0012884+0.00032491i,0.00037303-0.0013075i,-0.00046855-0.0014818i,-0.00073368-0.00073i,-0.00055121-0.00048239i,0.0003571-0.00024877i,0.00043583-0.00055903i,0.00041999-0.00058821i,0.00052923-0.0004885i,0.00051795-0.0004993i,0.00034426-2.1874e-05i,-0.00018495+0.00034417i,-0.00093131+0.00059563i,-0.00081087+0.00057636i,0.00020974+0.00015303i,0.0010721+0.00053961i,0.001005+0.0015359i,-7.7848e-05+0.0013707i,0.00011238+0.00043599i,0.0011774+0.00019826i,0.0010851+0.00019203i,0.00026158+0.00054521i,-0.00090307+0.0011542i
-0.00029557-0.00101i,-0.0001932-0.0012525i,-0.0002865-0.00050595i,0.00018764-0.00014455i,0.001188-0.00015234i,0.0021388+4.2576e-05i,0.0020726-0.00053597i,0.001085-0.0013i,0.00037733-0.0020515i,0.00025548-0.0013582i,0.00071072-0.00053243i,0.0012458-0.0011231i,0.00081742-0.0010339i,2.6636e-05-6.1246e-05i,-0.00045196+0.00068183i,-0.00048017+0.00087173i,-0.00034319+0.0006682i,-0.0007453+0.00073053i,-0.001152+0.00086473i,-0.0005879+0.0011442i,-0.00018308+0.00080294i,-0.00041216+0.00051619i,-0.00029839+0.00054988i
-0.0018305-0.00029326i,-0.0014317+0.00041191i,-0.0014615+0.00052984i,-0.0013052+0.00036293i,0.00032262+0.0010698i,0.0011807+0.0012742i,0.00052466+0.00014636i,0.00071679-0.0010787i,0.00060873-0.00090153i,0.0002386-0.00068899i,7.4807e-06-0.0010061i,0.00031703-0.00091259i,0.00046849-0.0002906i,-6.1208e-05-0.00035195i,-0.00021873-0.00021214i,-0.0010886+0.00089084i,-0.0015812+0.0015677i,-0.00067702+0.0014243i,5.5218e-05+0.00073961i,-0.00026555+0.00019686i,1.8904e-05+7.1475e-05i,0.00069563+0.00062596i,0.0010754+0.00071455i
0.00031676-0.0013898i,-0.00072767-0.0022359i,-0.0013942-0.0023565i,-0.00078757-0.00040917i,-0.0002441+0.00046792i,0.00042586+0.00070675i,0.0011242+0.00013352i,0.00071105-0.001355i,-7.9608e-05-0.0013992i,-0.00015521-0.00051476i,0.00073462+8.7328e-05i,8.2723e-05+0.00057919i,-0.00085305+0.0011214i,-0.00022435+0.0010018i,0.00028301-7.409e-06i,0.00037694+0.00012315i,0.00039592+0.00088859i,0.00024625+0.00057869i,7.2603e-05+0.00018778i,-0.00032699+6.0467e-05i,-0.0008331+0.00014472i,-0.00063465+0.0004882i,-0.00056399+0.00079852i
0.00093616-0.00078126i,0.00040456-0.00036996i,-0.00062591-0.00032416i,-0.0010374-0.00058655i,-0.000486-0.00020526i,0.00041008-0.00046989i,0.00019811-0.0008475i,-0.00051818-0.0011166i,-0.00068419-0.00095902i,-0.0011419+8.3286e-05i,-0.0012012-9.8097e-05i,-0.00088592+0.00016941i,-0.0012112+0.0011839i,-0.00083673+0.0012282i,-0.00043807+0.0010871i,-0.00046901+0.00098478i,-0.00044863+0.0002028i,-0.00044993+0.00070328i,-0.0011161+0.00082551i,-0.0010587+7.8528e-05i,-0.00035777-0.00017538i,-0.00075931-1.2259e-05i,-0.0010107-0.00036988i
-0.00053979+0.0013189i,0.00025541+0.0011935i,4.9741e-05+0.0014823i,3.4698e-05+0.0012422i,0.00041343+0.0002626i,0.00095212-0.00049618i,0.0011819-0.0011695i,0.0005324-0.0011108i,0.0001078-0.00055194i,-6.0244e-05-0.00039108i,-8.9299e-05-2.8334e-05i,-3.9405e-05+0.00032906i,-0.00024506+0.00030426i,-0.00028639+0.00014711i,-4.0915e-05+0.0003624i,-0.00022508-8.4537e-06i,-0.00068098+0.00059909i,-0.0019491+0.0012024i,-0.0015556+0.00034888i,0.00015888+0.00018104i,0.00070738+0.00047557i,0.00040579-0.00014832i,5.542e-05-0.00063615i
0.0006558-0.00056258i,0.00074374-0.00056256i,0.00031335-0.00095217i,9.7075e-05-0.00066912i,0.00036195+9.7487e-05i,-4.4367e-05+0.00036893i,5.8323e-05+0.00072254i,-0.00036504-0.00024787i,-0.00093005-0.0006601i,-0.0014162+6.8233e-05i,-0.0010795+0.00035096i,-0.00068215+0.00027195i,-0.0013631+0.00036632i,-0.00077477+0.0010559i,0.00034702+0.0011545i,-9.1518e-05+0.00062967i,-0.0004251+0.0010479i,-0.00032766+0.0014026i,-0.00040229+0.00056989i,6.7447e-06-0.00014194i,4.4964e-05-0.0006593i,-0.00042883-0.00071189i,-0.00046047-0.0005806i
0.0013312-0.00032302i,0.0015032+0.00012506i,0.00090265+0.0004975i,0.0001572+0.0016463i,0.00059727+0.0014296i,0.00086149+0.0001629i,0.0010925-0.00054156i,0.0012826-0.00061865i,0.00059949-0.00054999i,-7.8838e-05-0.00054695i,-0.0003582+0.00021745i,-0.00045421+0.00062446i,-0.00040636+0.0002598i,-0.00090587+0.0005829i,-0.00053713+0.00090829i,-0.00029073+0.00055598i,-0.00028445+0.00012908i,6.0227e-05-2.3381e-05i,-2.2895e-05-0.00018239i,-0.00066258-1.8938e-05i,-0.0010567+0.00046287i,-0.00017398+0.000777i,0.00078438+0.0006282i
-0.00050561-0.00028827i,-0.00076564+0.0003053i,-0.00095676+0.0010011i,-6.1553e-05+0.0016798i,-3.3378e-05+0.0015988i,0.00065635+0.00098996i,0.00085034-0.00028241i,0.00085826-0.0016106i,0.00092584-0.0017564i,0.00074471-0.00039395i,0.00065758+0.00082388i,0.00016297+0.0007234i,-0.00037418+0.00035579i,-0.00038901-7.5071e-06i,-0.0001899-0.00015933i,0.0004495+0.00049702i,0.00069832+0.00017045i,5.8609e-05-2.2451e-05i,0.00021726+0.00025151i,0.0011669+4.4451e-05i,0.0010202-0.00013922i,0.00050087-0.00014871i,0.00083544+4.5563e-05i
-0.00014944-0.0012793i,-0.00037348-0.0017174i,-0.00011688-0.0017289i,0.00022087-0.0012671i,1.1696e-05-0.0008851i,2.4865e-05-0.00052752i,0.00032181-0.00049609i,0.00024877-0.00077217i,-5.4532e-05-0.0012394i,-9.5755e-05-0.00065611i,-0.00015072+6.2263e-05i,-0.00030325+0.00024317i,-0.00015157+0.00047306i,4.1725e-05-0.00017836i,-0.00011935-0.00032203i,-0.00018653+3.9361e-05i,-0.00024741+0.00060617i,-0.00069209+0.0013267i,-0.0012954+0.0012914i,-0.0011607+0.00067359i,-0.00063162-0.00021267i,-0.00082091-0.00028377i,-0.00046249+0.0004668i
0.0011743-0.0017744i,0.00016671-0.00276i,-0.00090242-0.0029584i,-0.001614-0.0016328i,-0.00032892-0.00015634i,0.00071468+0.00047445i,0.0010005-0.00019473i,0.00099178-0.00039186i,0.00075103-0.0013871i,0.00019082-0.0018408i,-0.00050599-0.0010173i,-0.00051008+0.0002529i,-0.00014776+0.00058739i,0.0002872+0.00041475i,0.00073424+0.0001937i,0.00022567-0.00013679i,-0.00053398+7.2399e-05i,-0.00047316+0.00062312i,-0.00031011+0.00099385i,-0.00035112+0.00060061i,-0.00080458-1.9492e-05i,-0.00063846-2.1305e-05i,-0.00019672+0.00029495i
0.0015463-0.002772i,0.00026513-0.0031252i,-4.205e-05-0.0033369i,-0.00013589-0.0028562i,-0.00067284-0.001329i,-0.00050933-0.00037668i,-0.00030968-0.00031951i,-0.00014618-0.00087577i,5.0803e-05-0.0007432i,-0.00063732-0.00039485i,-0.00076253-0.00024236i,-2.5133e-05-0.00012845i,0.00010582+0.00063994i,-1.2496e-05+0.0013671i,8.7844e-05+0.0012019i,-0.00029459+0.00069114i,-0.00059594+0.00071467i,-0.00023153+0.00089836i,-0.00026137+0.00034805i,-0.00041729-1.1011e-05i,-0.00035247+0.00047261i,0.00015845-4.3068e-05i,0.00052447-0.00022205i
0.00056201+0.0018025i,-0.00024521+0.0015413i,0.00036461+0.00028308i,0.0015156+0.00034316i,0.0011057+0.00094354i,0.00084427+0.0005457i,0.00078968-0.00084831i,0.00030204-0.0017674i,5.2046e-05-0.0015549i,0.00053795-0.00061404i,0.00055246-0.00011588i,-0.00064664+2.1092e-05i,-0.0010265+0.00026074i,-0.00029618+0.00019134i,-0.00045023+2.9472e-05i,-0.0013782+0.00019822i,-0.00098507+0.00099761i,-0.00057448+0.00093696i,-0.00074876+0.00012377i,-0.00093464-6.0242e-05i,-0.00094726+0.00011221i,-0.00076602+0.00023326i,-0.00055222-7.0677e-05i
-0.0012733+0.002527i,-0.0012258+0.0027064i,-0.0015844+0.0025292i,-0.0012935+0.002129i,7.5405e-05+0.0019876i,0.0010325+0.0011341i,0.0018098-2.3552e-05i,0.0011809+3.4687e-05i,4.0245e-05+1.6538e-05i,2.9873e-05+0.00063134i,0.00065495+0.0005617i,0.00042763-0.00075484i,-4.7233e-05-0.0005492i,0.00023587-1.992e-05i,0.00020557+0.00028546i,-0.00074216+0.00064122i,-0.001075+0.00097305i,-0.00054509+0.0013222i,-0.000613+0.0011611i,-0.00067726+0.00025642i,-0.00058468-0.0004514i,-0.00056457+0.00017478i,8.3011e-05+0.0004287i
-0.0004765+0.00036164i,-0.00030533-0.00054389i,0.00039353-0.0015349i,0.00067893-0.00077328i,0.001124+0.00038391i,0.0017538+4.7271e-05i,0.0010975-0.00034603i,0.0005289-0.00058356i,0.00042792-2.0112e-05i,0.00024041+0.00035146i,-0.00024531+0.0001948i,-0.0004953+0.0006203i,-0.00060763+0.00097457i,-0.00081777+0.0009175i,-0.00092945+0.00034642i,-0.001207+1.3667e-05i,-0.001048+0.00037238i,-0.0006782-1.2506e-05i,0.00011077-0.0001587i,0.00092673+0.00051569i,0.00026059+0.00048678i,-0.00024643+1.9519e-05i,0.00030027+2.2679e-05i
0.0016107-0.0022633i,0.001485-0.0029744i,0.00093315-0.0032847i,-0.00032497-0.0018969i,-0.00018107-0.000755i,0.00083955+5.1796e-05i,0.0012346+0.00024936i,0.0012047-8.3555e-05i,0.00039029-0.00075152i,-0.00021763-0.0010556i,-0.0001975-0.00047124i,-0.00037703+3.0208e-05i,-0.00042701+0.00043161i,-0.00016381+0.00065706i,-0.00035394+0.00036396i,-0.00045587+0.00012259i,-0.00055866+0.00033139i,-0.00083339+0.0011195i,-0.00036222+0.00072532i,-0.00046757+3.0046e-05i,-0.00076231+0.00053988i,-0.0011485+6.0126e-05i,-0.00091803-0.00043942i
0.002309+0.00072622i,0.0018647+0.00045064i,0.0017455+0.0012961i,0.0015224+0.00093942i,0.0012974-0.00066357i,0.0011088-0.00046951i,0.00033155+0.00062813i,0.00013536-0.00032835i,0.00056883-0.0020264i,0.000348-0.0014936i,-0.00024039-5.8042e-05i,-0.00041185-9.0693e-05i,0.00021301-0.00015013i,0.00033746+0.00023548i,0.00021608+0.0004663i,-0.00030463-1.7482e-05i,-0.00018022+9.3865e-05i,0.00065342+0.0003255i,0.00086431+0.00066558i,0.000523+0.00073847i,6.426e-05+0.00033759i,-0.00026003-0.00040382i,0.00014287-0.00084011i
-0.00015784-0.00068279i,-0.00062702-0.0010556i,-0.0003031-0.00065829i,8.6582e-05-9.7926e-05i,0.00047248-0.00013028i,0.00096574-0.00019621i,0.0010658+5.3912e-05i,0.00044474-0.0008343i,-0.00050366-0.0012828i,-0.00059975+1.6387e-05i,-0.00027966+0.00072677i,-0.00066527-0.00014083i,-0.00032845-0.00011169i,0.00026361+0.00035634i,-0.00049185+8.9003e-05i,-0.00051677+0.00011024i,9.8468e-05+0.00056823i,-2.1032e-06-0.00030287i,0.00011058-0.00073504i,0.0003008+0.00023169i,0.00078872+0.00034505i,0.0010792-7.2265e-05i,0.00040494+0.00046208i
-0.002537-0.00079281i,-0.0022732-0.0012248i,-0.0025107-0.001094i,-0.00034332+0.00043203i,0.0013153+0.0014048i,0.0010179+0.0010609i,0.00039988-0.00014185i,0.00039593-0.0012807i,0.00020467-0.0013799i,0.00047637-0.00016777i,0.00056382+0.00062663i,0.00024346+0.00042277i,2.7924e-05+0.0006701i,-8.3677e-05+0.0010083i,0.00017898+0.00061072i,-3.5545e-05+9.6954e-05i,-0.00074024-0.00011937i,-0.0012688+0.00030705i,-0.00080985+0.00054647i,-8.3775e-05+0.0002408i,0.00016402+0.00028543i,-0.00042723+0.00025211i,-0.00076251-6.7683e-05i
-0.00070424-0.00019315i,-0.0014268+0.00010791i,-0.00098669+0.00067365i,-0.00054562+0.00099992i,-0.00082007+0.0010959i,0.00037692+0.00087158i,0.0010882-0.0007122i,0.00053958-0.0020292i,-0.00032464-0.0013409i,-6.9187e-05-0.00056372i,0.00089567-0.00051589i,0.00091701+0.00011365i,-0.00010673+0.00027023i,-0.00024599+0.00087206i,-6.3124e-05+0.0013432i,-0.00023055+0.00067689i,0.00068029-7.6189e-05i,0.0009116-0.0007176i,0.00025774-0.00025625i,-0.0004615+0.00049489i,-0.00018149+0.00026856i,0.00030308-0.00014705i,0.00013443-0.00028132i
0.00076309+0.00076945i,0.00076455+0.00081961i,0.0014355+0.00053731i,0.0013346+0.00031212i,0.00070912+0.00052778i,-0.00033491+0.00019421i,0.00018749+0.0001585i,0.0008614+0.00044975i,1.1576e-05+0.00068649i,-0.00023514+0.00078353i,0.00038161+0.00049641i,0.00032526+0.00050734i,-0.00013427-6.4285e-05i,-0.00057354+0.00021519i,-0.00085568+0.00080611i,-0.0007877+0.00035585i,-0.0012046-0.00023614i,-0.00052505-0.00052581i,0.00031814-0.0012698i,0.00031342-0.0020497i,0.00040429-0.0013369i,9.7297e-05-0.00042761i,0.0002575+0.00024397i
-0.0027692+0.00019257i,-0.0031484+0.00068466i,-0.0032133+0.002216i,-0.0015311+0.0023682i,0.00055745+0.0015771i,0.0017059+0.00011428i,0.0015307-0.00085676i,0.00060938-0.0012843i,-0.00026057-0.00086889i,-0.00092128+0.00046363i,-0.0009838+0.00075666i,-0.00081873+0.00070875i,-0.00094804+0.00059013i,-0.0013496+0.0003184i,-0.0015923-0.00030008i,-0.0013195-0.00012489i,-0.0009419+0.00042978i,-0.00038905+0.0005087i,-0.00040802+0.0012116i,-0.00029933+0.0012899i,-0.00049517+0.00048864i,-0.00035787+0.00022296i,2.3036e-05+0.00017118i
-0.00053789+0.000883i,-0.00029028+0.00068795i,-0.00052872+0.00073805i,-0.00055334+0.00099622i,-9.2471e-05+0.00087171i,0.00042955-0.00082617i,0.00030216-0.0012798i,5.6443e-05-0.00082643i,-0.00022885-0.00087865i,-0.00065054+4.2603e-05i,-0.00088962-6.7876e-05i,-2.7709e-05-0.0010944i,0.0001346-0.0011717i,-0.00057725-0.00012815i,-0.00039048+0.00070616i,-1.2205e-05+0.00057888i,-0.00044347+0.00034245i,-0.0013366-7.6888e-05i,-0.0015631-0.00018321i,-0.00027071-4.3969e-05i,0.00099464+5.5278e-05i,0.0015527-7.1533e-05i,0.0011793+3.3224e-05i
-0.0004195+0.00090605i,-0.00010672+0.00012882i,1.7879e-06-0.00026765i,0.00030972-0.00031143i,-0.00018484-0.00043641i,0.00052763-0.00041231i,0.0011375-0.00047811i,0.00069807-0.00078644i,0.00077169-0.00069068i,0.00015607-0.00072113i,-0.00013467-0.00089203i,-0.00011531+0.0003242i,-0.00037304+0.0010349i,-0.00046341+0.0010362i,-0.00036197+0.00085747i,0.00028708+0.00041705i,-7.369e-05-0.00022022i,-0.00044882+8.0888e-05i,7.8313e-05+0.0013027i,0.00011986+0.0012259i,-0.00030321+0.00057908i,1.5367e-05-0.00021489i,0.00047507-0.0002801i
0.001681-0.00099707i,0.0012855-0.00094663i,0.0004716-0.00075863i,0.00020489-0.00038475i,-3.4715e-05-7.0956e-05i,0.0004178+0.00034518i,0.0017249+0.00038002i,0.0017634+0.00029455i,0.00038636+0.00028969i,-0.00046377+0.00069852i,-0.00016967+0.0010926i,0.00014165+0.00050181i,-0.00022934+3.9619e-05i,-0.00069545-0.00066249i,-0.001112-0.00076299i,-0.0012604+0.00012i,-0.0011465-0.00041589i,-0.00097063-0.00042977i,-0.00058527+0.00052533i,-0.00049298+0.0011351i,-0.0008614+0.00097944i,-0.00013709+0.0010535i,0.00086684+0.00034594i
0.0010765-0.00055788i,-1.4663e-05-1.1994e-05i,-0.0010278+6.3536e-05i,-0.00041509+0.00042468i,0.00057039-7.9552e-05i,0.00064513-0.0010015i,-0.00027598-0.0011642i,-0.0011399-0.001197i,-0.0013079-0.0010235i,-0.0011904-0.00029774i,-0.00052653-0.00055666i,-8.2575e-05+6.803e-06i,-0.00041651+0.00081023i,-0.00094006+0.00056767i,-0.00096628+0.0004696i,-0.00097619+0.0010532i,-0.00079972+0.0009384i,-0.00043008+0.00050832i,-0.00052545+0.00021369i,-0.0010219-5.3325e-05i,-0.0008731-0.00017898i,-8.8e-05+0.00012814i,0.00075255+7.7791e-05i
-0.001286-0.00048868i,-0.0012932-0.0010618i,-0.0022495-0.00053951i,-0.0029716+0.00076587i,-0.0012995+0.0011851i,0.0012611+0.00086256i,0.0018673+2.2748e-05i,0.0011619-0.00048018i,4.0918e-05-0.00081468i,-0.00041865-0.00098971i,0.0002105-0.00062962i,0.0010048-0.00023912i,0.00066519-0.00031473i,-5.1571e-05+0.00012694i,-0.00025699+0.0001573i,4.9778e-05-0.00052179i,5.2471e-05-0.00052703i,0.00023894-0.00011503i,0.00090815+0.00019513i,0.00058402+8.4147e-05i,-0.00024341+3.1042e-05i,-0.00041429-0.00038388i,0.00021703-0.00086775i
