-0.00087211+0.00060633i,-0.0011246-0.00034264i,-0.0015711-0.0012092i,-0.0011533-0.0010179i,-0.00094835+0.00073338i,-0.00086786+0.0019359i,-0.00013005+0.0018111i,0.00045189+0.00062278i,0.00092986-0.00032821i,0.0011838-0.00020911i,0.0004436-1.2101e-05i,-0.00014979-0.00043569i,-0.00076313-0.00033465i,-0.0008455+0.00055351i,-0.00064212+0.00048997i,-0.00087505-4.3948e-05i,-0.00064687-0.00012695i,-0.0002193-0.00053123i,0.00015111-0.00087601i,-1.5718e-05-0.00053469i,-8.7257e-05+0.00032298i,8.4731e-05+0.00045962i,-3.5105e-05+0.00041557i
-0.0034533-0.0016663i,-0.003549-0.0012291i,-0.0041597-0.00083247i,-0.0027808+0.0013739i,-5.5842e-05+0.0030301i,0.0012178+0.0024998i,0.0005636+0.00068302i,0.00012175-0.0011988i,-0.00023353-0.0011264i,0.00025135+4.2189e-05i,0.00056631+0.00085074i,-5.9257e-05+0.00074445i,0.00014462+0.00016673i,0.00054042-0.00044846i,0.00071788-0.00047129i,0.00076541-0.00010463i,-0.00018114-0.00085186i,-0.00043528-0.0010263i,0.00057383+0.0003954i,0.001415+0.0010998i,0.0013986+0.0010826i,0.0014821+0.00050006i,0.00068996-0.00077783i
-0.00031402+0.0013568i,-0.0014211+0.0020918i,-0.0021914+0.0019775i,-0.0011341+0.0022645i,-3.4254e-05+0.0017959i,0.00050063+0.00082879i,0.00081582-0.00011998i,0.00069108-0.00066499i,-0.00038044-0.0010263i,-0.00069669-0.00063033i,0.00022371+0.00048146i,6.2278e-06+0.00049615i,-0.00019957+0.00046426i,0.00038136+0.00034063i,0.00045152+0.00037564i,-0.00025784+0.0009099i,-0.00050138+0.0013049i,-0.00025574+0.0005467i,-0.00027676-0.00077252i,-6.6309e-05-0.00074106i,0.00013284-0.00026158i,-0.00028919+0.00045831i,-0.00043362+0.00020621i
0.00070747-7.9099e-05i,0.00035064+3.3128e-05i,0.00099686+0.0002677i,0.0017975+0.00028817i,0.0020199-0.0010671i,0.0023556-0.0018039i,0.0014591-0.0013941i,-0.00025593-0.001075i,-0.00022381-0.00089055i,0.000637-0.0003927i,0.00022771+0.00010222i,-0.00012118+0.00015014i,-4.6316e-05+9.3658e-06i,-0.0004868+0.0001853i,-0.001097-0.00011258i,-0.0013062+3.4102e-05i,-0.00083594+0.0012674i,-0.00073766+0.0018024i,-0.00070691+0.0020484i,-0.00076098+0.0021715i,-0.0012342+0.0010762i,-0.00086457-0.0003792i,8.8036e-05-0.00022821i
-2.7799e-06-0.0015552i,-0.00053824-0.0011565i,-0.0021079-0.00073006i,-0.0021098-0.00029921i,-0.00018848+0.0011933i,0.0011075+0.0015629i,0.00028672+0.00051958i,-0.00062307-0.00032288i,-0.00036037-0.00031711i,0.0005095+0.00068042i,0.0012549+0.001173i,0.0010155+0.0012344i,0.00016659+0.00043351i,3.5783e-05-0.00027326i,0.00047772+0.00019518i,0.00071209+0.00058493i,0.00063696+0.00041285i,0.0010235+5.4874e-05i,0.0019618+0.00012665i,0.0016308+4.8464e-05i,0.00086362-0.00027695i,0.00020256+2.4392e-06i,-0.00038526+0.00020684i
0.0011168+0.0012078i,0.00065236+0.00075524i,0.0010389+0.00041637i,0.0012742-0.00063014i,0.0015548-0.0007807i,0.001204-0.00062368i,6.4385e-05-0.0012196i,0.00025334-0.0016287i,0.0001817-0.0017944i,0.00037837-0.0012069i,0.0007073-0.00011293i,-0.00022815+0.00018718i,-0.00054227+0.00059588i,-0.00017915+0.00075383i,-0.00023557+0.0005955i,-0.00075714+0.00064955i,-0.0006116+0.00014616i,-9.3277e-05-2.3222e-06i,-0.00090822-0.00054068i,-0.0015657-0.0012411i,-0.001336-0.00098873i,-0.0012933-0.00054742i,-0.00092588-0.00051982i
0.0027258-0.00059178i,0.0017875-0.0015651i,0.00063673-0.0021045i,0.0009943-0.0015809i,0.00088702-0.001567i,0.00054625-0.0020307i,0.00099748-0.0012957i,0.00023525-0.00050219i,-0.00073119-0.00015907i,-0.0010019+0.00046038i,-0.00041504+0.00024491i,4.5317e-05+0.00024727i,-0.00074629+0.0010943i,-0.00083725+0.00092636i,-0.00074203+0.0011131i,-0.00081342+0.0014469i,-0.0011078+0.0015866i,-0.0012596+0.0016806i,-0.0012796+0.0016311i,-0.00076261+0.0017333i,-0.0002491+0.0012749i,0.000283+0.0013893i,0.00032397+0.0017214i
-0.0014775+0.0016147i,-0.0011823+0.0017752i,-0.0017986+0.0025411i,-0.0014518+0.0026245i,5.0444e-06+0.0023134i,0.00045027+0.0017545i,-0.00040998-5.5424e-05i,-0.00055371-0.0012806i,-0.00043156-0.0014256i,7.6649e-05-0.00036952i,0.00046848+0.0012688i,0.00056964+0.0017996i,-0.00010169+0.00013262i,1.9633e-06-0.00082006i,0.0013228+0.0003698i,0.0014815+0.0012104i,0.0011537+0.00020844i,0.001417-0.00043723i,0.0020346-0.00039068i,0.0024177+0.00036947i,0.0019701+0.0012568i,0.00078921+0.00056238i,2.9335e-05-0.00067275i
-0.0015297+0.00078808i,-0.0014133+0.00016364i,-0.0019865-0.0004651i,-0.0021418-0.0010634i,-0.00098601-0.0011489i,0.00016828-0.0019752i,0.00042555-0.002373i,-0.00027972-0.0014752i,-0.0015917-0.0011067i,-0.001082-0.00064504i,0.00020051-6.6496e-05i,0.00042035+0.00041771i,0.00081078+0.00073883i,0.00096245+0.0010696i,0.00039763+0.00087682i,-0.00047636+0.0009614i,-0.00086395+0.001172i,-0.00048383+0.00018236i,-1.4618e-05-0.0007491i,-0.00040659-0.00091617i,-0.00027418-0.00018845i,0.0001299+0.0005125i,0.00023772-5.7222e-05i
-0.00095586-0.0013298i,-0.0017404-0.0017081i,-0.0016314-0.00086136i,-0.00047613-0.00014291i,0.00088964+0.00070897i,0.0020094+0.00096681i,0.0018231-1.2265e-05i,-9.7272e-05-0.0009089i,-0.0010589-0.0013135i,-0.00056223-0.00048131i,9.6064e-06+0.00056715i,0.00019244+0.00045089i,0.00037413+8.6911e-05i,-0.00048084-0.00036388i,-0.00071347-0.00042767i,-0.0007986+0.00049792i,-0.0019509+0.0013378i,-0.0023754+0.0010759i,-0.0020391+0.00018363i,-0.0012432-0.00019364i,-0.0010528+0.00029528i,-0.00096489+0.00054795i,-0.00095128+0.00057488i
-0.0005305+6.8219e-05i,-0.0011552-0.00076415i,-0.0015952-0.00021189i,-0.0012935+0.002082i,-0.00027729+0.0031547i,0.00059003+0.0021679i,0.00037252+2.6906e-06i,-0.00021884-0.0018973i,-0.00055465-0.0022985i,-0.00084286-0.0015176i,-0.00087904-0.00033562i,-0.00071962-3.1296e-05i,-0.00027654-0.00064827i,0.00019273-0.00071448i,0.00016659-0.0001552i,-0.00034566+0.00029462i,0.00037745+0.00027759i,0.00068942+0.00046341i,0.00047222+0.0005011i,0.00065274+0.00010395i,0.00077646+0.00011708i,0.00059685-0.00019326i,0.00053173-0.0006291i
-0.0010526-0.0012013i,-0.0012376-0.0009877i,-0.00163-0.00081923i,-0.0015694-0.00054255i,5.7008e-05-6.7815e-05i,0.0012631-0.00031523i,0.0014846-0.0018486i,0.00049831-0.0013381i,-0.00016928-0.00090137i,6.1091e-05-0.00064535i,0.00012894+0.00027712i,0.00034393+0.0005858i,0.00069994+0.0010453i,0.00025772+0.0011906i,-0.00022304+0.00089147i,-6.6811e-05-0.00012496i,0.00012511-0.00065842i,-0.00032255-0.00032257i,-0.00059573-0.00064475i,-0.0010823-0.0011586i,-0.0012855-0.0012901i,-0.00092129-0.00073413i,-0.00049734-0.00069146i
0.003517-0.0015714i,0.0019583-0.002721i,0.0010777-0.0045726i,8.2463e-05-0.0047352i,-0.00060302-0.0022212i,-0.00029766-0.0002243i,0.00038801+6.8952e-06i,0.00076664-0.00026572i,6.7526e-09-0.0012632i,-0.00049399-0.001299i,-0.0011197-0.00054184i,-0.0015025-0.00038615i,-0.0009439+0.00014722i,-0.00045397+0.0010071i,-0.00016346+0.00060879i,-0.0005777+0.00055042i,-0.0011942+0.0013919i,-0.0014551+0.0017709i,-0.0013433+0.0016414i,-0.0013077+0.0015602i,-0.001326+0.0010245i,-0.0014721+3.4568e-05i,-0.00048523-0.00013375i
0.0021217-0.0023137i,0.00099588-0.0022977i,0.00096286-0.0015073i,0.00025848-0.00077016i,-0.00099433-0.00067365i,-0.0011489-0.00016949i,-4.0232e-05-0.00045507i,0.00026881-0.001303i,-0.00014858-0.0019758i,-0.0003209-0.0013431i,-0.0010018-0.00043844i,-0.0005638-5.9909e-05i,0.0004661+3.9397e-05i,0.00087165+0.00015532i,0.00078596+0.00040731i,0.00067529+0.00058921i,-1.59e-05+0.00094078i,-0.00057049+0.0008342i,-0.00029612-2.1408e-05i,0.00089133-0.00061884i,0.0016846-0.00023669i,0.00087524+0.00084075i,0.00012252+0.00042655i
-3.5927e-06-0.001302i,-0.00031894-0.00066485i,-0.00012404+0.00014485i,0.00024359+0.00097776i,0.00030998+0.00095559i,0.0014485+8.3582e-05i,0.002027-0.00049353i,0.00034245-0.00054801i,-0.0006482-0.00043487i,-0.00015484-0.00036449i,0.00064457+4.4838e-05i,0.00053631+0.00019372i,0.00028339+0.00041066i,0.00059375+0.00072839i,-2.4247e-05+0.00048617i,-0.00017424-0.00021792i,0.00022687-0.00051472i,0.00018339-0.00096389i,-0.00046066-0.0010748i,-0.00079992-0.0010672i,-0.00050125-0.00075236i,8.8568e-05+0.00011313i,0.0003658+0.0004457i
0.00015988-0.00072912i,0.00019611-0.00071064i,0.00027858-0.00024094i,-0.00071181-6.2438e-05i,-0.00079894+0.00036925i,0.00026565+0.00074181i,-0.00029943-3.745e-07i,-0.0013172-0.00047389i,-0.00079804-0.00069818i,-0.00031078-0.00098715i,-0.00012647-0.00032857i,-5.0854e-05+0.00066652i,-0.00062573+0.001103i,-0.00097284+0.0011612i,-0.00045686+0.00074755i,0.00019326+0.00047319i,-0.00078011+0.00072469i,-0.0011145+0.00076641i,-0.00089664+0.00032434i,-0.0012694+0.00025035i,-0.0012383+0.00025157i,-0.001351+0.00061353i,-0.0020427+0.0010889i
-0.0022354+0.00039778i,-0.0016327+3.4975e-05i,-0.00064822+0.00012189i,0.0012086+0.00090918i,0.0018676+0.0014817i,0.0013526+0.0004766i,0.00099589-0.00084131i,0.00032028-0.00050852i,-0.00056477+0.00010486i,-0.00057813+0.00018127i,6.6107e-05+0.00083737i,-0.00011262+0.00065593i,-0.00021421-0.00074353i,0.00030383-0.00084957i,0.00040437-0.00012951i,0.00061462+0.00045234i,0.00074454+0.00053065i,-4.5221e-05+0.00019164i,-7.2003e-05+0.00032712i,0.00064298+0.0015652i,0.0012559+0.0023344i,0.00069656+0.0019958i,0.00048688+0.0010485i
-0.00086347-0.0014496i,-0.00084585-0.00065367i,-0.00088589-0.00010648i,-0.00098397-0.00046258i,3.5763e-05-0.00018336i,0.001238+0.00052817i,0.0015422+0.00031298i,0.0011777-0.00071262i,0.00030058-0.0012679i,-0.00020663-0.00089726i,-0.00021968-0.0005084i,0.00034637+0.00026527i,0.000325+0.001284i,0.00017521+0.0015295i,-0.00024673+0.0012311i,-0.00093708+0.00071741i,-0.00060405-1.1739e-05i,3.6853e-05-0.00083639i,0.00077572-0.00041661i,0.0013824+4.3345e-05i,0.00096812-0.00064733i,0.00093064-0.00029548i,0.0015664-0.00025231i
-0.0010341+0.0026292i,-0.0001709+0.0029766i,0.00024297+0.0041227i,0.0011861+0.0032295i,0.0016826+0.00099268i,0.0017059-0.00084611i,0.0012688-0.0011716i,3.0917e-05-0.00065675i,-0.0004569-0.0004266i,0.0001812-0.00046699i,0.00033105-0.00017477i,-0.00015663+4.5286e-05i,-0.00055728-0.00033357i,-0.00064722-0.00025349i,-0.00029038+0.00021234i,-0.00035024+0.00076743i,-0.0012136+0.00092061i,-0.0014925+0.0012832i,-0.0010781+0.0017794i,-0.0010333+0.00089592i,-0.00096447-0.00023443i,-0.00083611-0.0011011i,-7.3349e-05-0.0018384i
-0.0016742+0.00021001i,-0.0018621+0.00030592i,-0.0022284+0.0011819i,-0.001516+0.0019482i,0.00020621+0.0017467i,0.00079021+0.001005i,0.0006085-0.0011481i,-9.0589e-05-0.002538i,-0.00035665-0.0017898i,0.00022464-0.00023037i,0.00052005+0.00013392i,-0.00022324+0.00049817i,-0.00133+0.00081955i,-0.00050066+2.2169e-05i,0.00044136-5.984e-07i,0.00046659+0.00010994i,0.00045297+0.00028553i,-0.00025692+0.00039703i,0.00023715+0.00035302i,0.00095256+0.00091341i,0.00020559+0.0012226i,7.3198e-05+0.0012125i,0.00028151+0.00085997i
0.00027683-0.0012846i,-0.00088197-0.0013305i,-0.0018763-0.0020816i,-0.0013661-0.0019107i,-9.8772e-05-0.00045845i,0.0010759+0.00079968i,0.0011277-6.4536e-05i,0.00028353-0.001369i,-0.00043043-0.0016585i,-8.0099e-05-0.00074691i,-0.00043584+0.0003476i,-0.00096321+0.00077116i,-0.00091559+0.0014271i,-0.00028196+0.0012611i,0.00023883+0.00048064i,0.00092545-8.161e-05i,0.0013565+0.00016057i,0.00086614+0.00083075i,6.4231e-06+1.7316e-05i,-8.1859e-05-0.0016156i,0.0008076-0.0015398i,0.00097327-0.00080626i,0.00048921-0.00037192i
-0.00043983-0.00023821i,-0.00049651-0.00026945i,-0.00079172+0.0002367i,-0.00046802+0.00096076i,-0.00043268+0.0011848i,0.0002178+0.00071856i,0.00096308-0.00069233i,0.00089307-0.001034i,0.00051639-0.00049557i,7.6393e-05-0.00090427i,0.00020907-0.00082429i,0.00045834+0.00037727i,-0.00026066+0.00021473i,-0.0011312-0.0001452i,-0.00081996+0.00067401i,-0.00068682+0.0012691i,-0.00087271+0.0010127i,-0.00096483+0.00041867i,-0.0011326+0.00043139i,-0.0010727+9.0297e-05i,-0.00072697-0.0005982i,-0.00061589-0.0009319i,-0.00036674-0.00056138i
-0.0014145-0.0020364i,-0.00090283-0.001501i,-0.00096561-0.00027751i,-0.0015369+0.00061004i,-0.00041115+0.0011317i,0.0014157+0.00017855i,0.0012393-0.0017314i,-7.3447e-05-0.0025496i,-0.0006346-0.0021943i,-0.00019967-0.00083189i,0.00078877+0.00067309i,0.0011531+0.0013799i,0.00029835+0.00093311i,0.00024751-0.00049951i,0.0011149-0.0011779i,0.0010655+0.00015622i,0.00044871+0.00049655i,0.00051153-0.00019015i,0.0009753+0.0003346i,0.0006635+0.0013473i,6.3935e-06+0.0019296i,-0.00039372+0.0020052i,-0.00016335+0.0019033i
0.00053153-0.0011434i,2.513e-05-0.0011108i,-0.0013869-0.0011042i,-0.0016288+0.00035176i,-0.0011057+0.0013526i,-0.00042369+0.0010979i,0.00026944+0.00067774i,2.2581e-05-0.00029895i,-0.00035882-0.00016462i,-0.00054677+0.00034587i,-0.00020625+0.00015167i,0.00052018+8.296e-05i,6.3452e-05+0.00070316i,-0.00031632+0.001119i,-0.00059245+0.00075582i,-0.00030999-4.864e-05i,0.00035762+0.00046451i,0.00026521+0.00097556i,0.00042534+0.00035149i,0.00083966+0.00017251i,0.00099739+0.00076702i,0.0014785+0.00096737i,0.00095013+0.00063565i
-0.0012523+0.0024304i,-0.0013452+0.0035179i,-0.00024013+0.0036635i,0.00091598+0.002702i,0.00094545+0.001245i,0.00072832-0.00010104i,0.00069921-0.00086862i,0.00039551-0.0017929i,0.00028307-0.0017685i,0.00051294-0.00051048i,0.00029471+0.00025738i,0.00043856+0.00013274i,-0.00012069+0.00034885i,-0.00093428+0.00069933i,-0.0011327+0.00068952i,-0.0012872+0.00070098i,-0.0013039+0.00038452i,-0.0010933-0.00030541i,-0.0010581-0.00031595i,-0.00083924-0.00056871i,-0.00031808-0.0016342i,0.00050145-0.0017127i,0.00082476-0.0011211i
0.001343+0.00023716i,0.0010819-0.00050266i,0.00079235-0.00092862i,0.001053-0.00082211i,0.001251+0.00051766i,0.0010406+0.00068494i,0.0011134-0.00032873i,0.0014398-0.0011922i,0.00049704-0.001149i,-0.00014674-0.00022325i,0.00011969+0.00042558i,0.00011087+0.00028715i,-0.00016216-7.507e-05i,-1.5426e-05-0.00079526i,-9.5026e-05-0.0010857i,4.9797e-05-0.0005398i,0.00083689+0.00033299i,0.0011332+0.00019731i,0.00081286-0.00018479i,0.00039774+0.00037517i,-0.00027744+0.0014806i,-0.00035641+0.0019442i,-0.00060149+0.00063578i
0.0016588+0.0022221i,0.0014497+0.0015705i,0.0013851+9.7986e-05i,0.0013667-0.00026714i,0.0017627+0.00032294i,0.00098002+0.00056957i,-0.00015854-0.00024727i,0.00033821-0.00058075i,0.00096411-0.00046316i,0.00041925-0.0009456i,-0.00026855-0.00087766i,-0.00039669-0.00013161i,-0.00065629+0.0004045i,-0.0011373+0.00031611i,-0.0010856+0.00074406i,-0.0013781+0.0014063i,-0.0011126+0.0013195i,-0.00035777+0.00090969i,0.0004678+0.00073234i,0.00090247+0.00079388i,0.0011029+0.00051322i,0.0014282+0.00066475i,0.0012059+0.0010712i
0.00015601+0.0014608i,0.00059079+0.0014547i,0.00065637+0.0010772i,0.00057517+0.00092155i,0.0011114+0.00066411i,0.0019551-0.00025175i,0.001871-0.0012784i,0.001237-0.0015539i,0.00041767-0.00084702i,6.2382e-05-9.6879e-05i,0.00018479+6.1048e-05i,3.9224e-05-0.00042278i,-0.00012819-0.00053842i,-0.00010804+0.0002967i,-0.00082305+0.00096756i,-0.0015678+0.00061663i,-0.001515-0.00049197i,-0.0017247-0.0016929i,-0.0014433-0.0010633i,-0.00052811-0.00067173i,0.00019592-0.0013069i,0.00029917-0.0013516i,4.3688e-05-0.0014839i
-0.00020058+0.0013308i,-0.00070572+0.0016227i,-0.00070877+0.0014029i,-0.0010322+0.0011285i,-0.00022753+0.00042294i,0.00075272-0.00011472i,0.00090889-0.00037601i,0.00020373-0.0012732i,2.954e-05-0.0017414i,-0.00028844-0.0013475i,-0.0011966-0.00116i,-0.00062292+1.3743e-05i,0.00032283+0.0012908i,0.00053953+0.0013178i,0.00095072+0.00055552i,0.0010835-0.00026028i,0.00080193+0.00032517i,0.00064429+0.0013765i,0.00050206+0.0010343i,6.5903e-05+0.0004067i,-0.0011009+0.00022537i,-0.0017346+0.00054923i,-0.00056701+0.00046076i
0.0017663-0.00037179i,0.0012203-0.00056839i,0.0012384-0.0010596i,0.00072766-0.0017368i,0.00024358-0.002088i,0.00042001-0.0015616i,0.00040428-0.0012516i,-2.1449e-05-0.0014316i,0.00030551-0.0010132i,0.00067553-3.2085e-05i,0.00026231-5.1166e-05i,-0.00010938-0.00020005i,-0.000169+0.00087124i,-0.00039351+0.0018969i,-0.00082697+0.001714i,-0.0006485+0.0013612i,0.0004155+0.0013147i,0.00053946+0.0011058i,0.00043116+0.00030631i,0.00082907-0.00032124i,0.00092351-0.00022338i,0.00055505+0.00057854i,0.00021885+0.00044246i
0.00048124-0.00092493i,0.0010506-0.0014102i,0.00062879-0.0015945i,0.00046225-0.00038483i,0.00084608+0.0011947i,0.00072494+0.00093056i,0.0009885-0.0003446i,0.00062329-0.00042764i,-0.00031561-0.0012868i,-0.00041734-0.0012923i,-2.0389e-05+2.6684e-05i,6.8397e-05+0.00014565i,-0.00016729-0.00031131i,-0.00013305-0.00086149i,-0.00071766-0.00069928i,-0.0010612-5.6452e-05i,-0.00067491+0.0003489i,-0.0010385+0.00034426i,-0.0013134+5.894e-05i,-0.001342-9.1818e-05i,-0.00062415-0.0002737i,0.00045367-0.00048237i,0.0012796-0.0013223i
-0.00053795-0.00036425i,-0.00038067-0.00067187i,-0.00085698-0.00038163i,-0.00046322+0.00097993i,0.00031153+0.0015065i,0.00090734+0.00028909i,0.0013799-0.0010892i,0.00054474-0.0016694i,0.00029162-0.0014349i,0.0007473-0.00068939i,0.00064798-2.5839e-05i,0.00077856+0.00054635i,0.00089358+0.00071488i,0.00011402+0.00080356i,-1.9806e-05+0.0014063i,0.000227+0.0016953i,0.00097344+0.0012633i,0.0015618+0.0012229i,0.00057423+0.0014349i,-0.00032128+0.00099992i,-0.0009387+0.00075028i,-0.0012311+0.0012674i,-0.00076729+0.0012743i
0.0013711-0.00018105i,0.00078578-1.9907e-05i,-0.00022307-0.00077365i,-0.00064356-0.00096239i,-4.5441e-05-0.00059093i,0.0010281-0.00070359i,0.0013338-0.0004401i,0.0006393-1.4655e-05i,0.00095893-0.00027444i,0.00076458-0.00069089i,-0.00040439-0.00010855i,-0.00046838+0.00058822i,-0.00029611+0.00066512i,-0.0012692+0.00043519i,-0.0020474+0.00026932i,-0.0016075+0.00053343i,-0.0005999+0.00070351i,-9.0231e-05+0.00096901i,7.145e-05+0.00060886i,0.00070684+0.00027322i,0.00069089+0.00085423i,0.0004517+0.001229i,0.00031268+0.0010612i
0.00026253+0.00091567i,-0.0014215+0.00062136i,-0.0013289+0.00075989i,-4.4954e-05+0.0015429i,0.00076241+0.0017856i,0.00079773-0.00013504i,0.00095543-0.0010297i,0.0006893-0.00060883i,0.00048198-0.00080521i,0.00076239-0.00098991i,0.00042549-0.00037017i,0.00027913-4.2921e-05i,8.7277e-06-0.00014887i,-0.0010249-3.6066e-05i,-0.00097935+0.00041063i,-0.00019614+0.00036568i,-0.00040252-0.00039462i,-0.0010912-0.00049451i,-0.00096197+2.5525e-05i,-0.00029984+0.00040891i,0.00081425-0.0002151i,0.0016084-0.00017284i,0.0014482+5.1138e-05i
0.00073296+0.00011518i,-0.00029557+0.0003777i,-0.00069148+0.00080047i,0.00012264+0.00044733i,0.00085898+0.00086124i,0.0012071+0.00042318i,0.00068342-0.00065878i,9.4112e-07-0.00043337i,-5.5967e-05-8.8099e-05i,0.00049846-0.00037839i,0.00047513-0.00010496i,0.00024625-0.00058674i,0.00074036-0.0015649i,0.00059367-0.0011087i,6.8822e-05-0.00045997i,0.00034069+0.00071404i,0.0011521+0.0017819i,0.00118+0.00097903i,0.0015635+0.00016321i,0.00074501+0.00085298i,-0.00058626+0.0012716i,-0.00074719+0.0015291i,-0.00032302+0.0020258i
-0.0012911-0.0012064i,-0.00053356-0.001302i,-0.00034775-0.00060911i,-0.00035286-4.5352e-05i,0.00047343+0.0005931i,0.0013665+0.00048165i,0.0012866-0.00074204i,0.00029364-0.0017222i,0.00028413-0.0013955i,0.00053459-8.6288e-05i,0.00083582+0.00040053i,0.00092444-0.00016042i,0.00033941+0.00033468i,-0.0002215+0.00069241i,-0.0003528-6.8344e-05i,-0.0004845-0.00080558i,-0.0015418-0.00079243i,-0.0011727+0.00020292i,-0.00062181+0.0010019i,-0.00039478+0.00082336i,-5.5901e-06+0.00073348i,0.00050603+0.00098348i,-0.00012731+0.00057266i
0.0017436-0.00094762i,0.0019518-0.001023i,0.0010857-0.00098438i,0.00033025-0.00058004i,-1.305e-05+0.00055537i,-0.00044221+0.0008357i,0.00029088-0.00063203i,0.00096999-0.0019108i,0.00089424-0.0018358i,0.00024287-0.00074288i,-0.00041284+0.00011675i,-0.0008575+0.00038963i,-0.0012269+0.000668i,-0.00078622+0.00085403i,-0.00018469+0.00079335i,-0.0007718+0.00022207i,-0.00091377-0.00099022i,-0.00019551-0.0011558i,-0.00071719-0.00082818i,-0.00061855+6.5856e-05i,0.00024085+0.00041375i,0.00094202-0.0001666i,0.0016484-0.00068465i
-0.0012793+0.00079752i,-0.0018442-1.6373e-05i,-0.0024798-0.0010909i,-0.0018509+6.7353e-05i,0.0001903+0.00039402i,0.00072713-0.00028201i,0.00012758-9.9308e-05i,0.00054192-0.00024664i,0.00030675-0.0015246i,0.00035167-0.0013332i,0.00020893-0.00013321i,4.5973e-05+5.7353e-05i,0.00059284-8.4311e-05i,0.00034905-0.00013383i,0.00032949-8.6268e-06i,0.000348+0.0007769i,-5.3382e-05+0.0015559i,0.00021806+0.00096545i,0.00093501+0.00017531i,0.00067922-0.00033328i,-0.00046077+0.00014892i,-0.001062+0.00050136i,-0.00023559+6.027e-05i
0.0010194-0.0013951i,0.00078343-0.0017005i,0.00044773-0.0027113i,0.00012898-0.0025101i,0.00086307-0.00034327i,0.0017033+0.00023362i,0.0017147-0.0012631i,0.00015674-0.0022794i,-0.0010259-0.0017657i,-0.0010043-0.0011732i,-0.00053743-0.00044156i,-0.0002827-0.00036364i,-0.00033312+4.9759e-05i,-0.00074393-0.00033541i,-0.0005313-0.0014509i,-0.00011807-0.00091082i,-2.1131e-05-0.00030935i,-0.00058977-0.00013829i,-0.00053052+0.00027992i,-1.6792e-05+0.00091465i,-0.00012817+0.00041635i,-0.00057828+0.00018743i,-0.0002732+9.8476e-05i
0.0004122-0.0016982i,-0.00012749-0.0017271i,-0.0013473-0.001279i,-0.0011352-0.0002817i,-0.00077493-0.00027927i,-0.00038278-0.00064459i,0.00029071-0.0003008i,0.00012674-0.00061832i,0.00023436-0.00095926i,0.00034487-1.0733e-05i,-9.507e-05+0.001241i,-1.154e-05+0.0012709i,0.00042139+0.00081108i,0.00032971+0.00030001i,0.0002076+0.00048866i,-0.00022103+0.00092698i,-0.0001685+0.00055284i,0.00040763+0.00074715i,0.00053592+0.00094473i,0.00023478+0.00017443i,0.00021383-8.3056e-05i,0.00070703+0.00025325i,0.0015171+0.00094317i
4.0299e-05+4.0749e-05i,-0.00014945-6.9195e-06i,-0.00037065+0.00050389i,-0.0013272+0.0011027i,-0.00059988+0.00041896i,0.000467+1.6008e-05i,0.00070092+0.0002581i,0.00072072-0.00014615i,0.00016355-0.00034513i,-0.00019461-1.8672e-05i,-0.00021365+0.00010383i,-0.00091782+0.00013386i,-0.00083721-0.00011085i,-7.7857e-05-3.6433e-05i,0.00013003-0.00020963i,-0.00041235-9.5635e-05i,-0.001041+0.00096925i,-0.00068414+0.0011147i,-0.00012353+0.001043i,0.00042731+0.00033852i,0.00042513+0.00014307i,-0.00016084+0.00029503i,-0.0003491+0.00029876i
0.0003133+0.0028399i,0.00081994+0.0027761i,0.001995+0.0029073i,0.0023297+0.002298i,0.0017048+0.0013589i,0.0017175-0.00054923i,0.0015387-0.0017647i,0.0010504-0.001187i,0.00047341-0.00067131i,0.00032191-0.00061758i,0.0010006-0.00040366i,0.00089911-0.0004277i,1.834e-05-0.00012163i,-0.0011524-5.4492e-05i,-0.0015427-0.00035309i,-0.00077839-0.00026051i,-0.00047794-0.00072953i,-0.00030054-0.00098939i,0.00058686-0.00030302i,0.0010101+0.00039198i,0.00014967+0.00016693i,6.8213e-05-0.00012329i,0.00027407-0.00023966i
0.0015482-0.00026404i,0.0011168-0.00037972i,0.00067242-0.00015512i,-0.00016593-0.00028547i,0.00025312-0.00027276i,0.00065585+3.4164e-05i,0.00014028+0.00011217i,-0.00050129-4.4774e-05i,-0.00069621-0.0010682i,-7.1689e-06-0.0015047i,0.00045375-0.00050151i,-0.00021766-0.00048777i,-0.00046998-0.00072973i,-0.00064032+0.00074231i,-0.00091559+0.0015028i,-0.00032211+0.00053732i,-0.00014313-0.0002208i,9.7878e-06+0.00028955i,0.00010772+0.001036i,-0.00056048+0.00040103i,-0.00074268-0.00059906i,-0.00029745-0.00066251i,0.00088275-0.00014128i
0.0018629-0.0012507i,0.0014468-0.0018476i,0.00032941-0.0020031i,-6.7381e-05-0.00032974i,-0.0001182+0.0010557i,0.00024156+0.00049815i,0.00044633-0.00069187i,0.00066014-0.001015i,-9.496e-07-0.00068663i,-0.00092833-0.00043225i,-0.0011868-5.1115e-06i,-0.00052114-2.0699e-05i,0.00011669-0.00011959i,0.00024587+0.0004765i,1.7021e-05+0.001059i,-4.5423e-05+0.00096838i,-0.00027357+0.0009388i,-0.00035706+0.0011107i,0.00047425+0.0010733i,0.00084034+0.0010237i,-4.2985e-05+0.00052484i,-0.00095082-0.00019139i,-0.00054291-0.00027806i
