0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
0.062066-0.027878i,0.099127-0.13466i,0.10192-0.30252i,0.074042-0.38973i,0.028781-0.28534i,-0.0067148-0.11628i,-0.017193-0.030649i,-0.0087043-0.0070429i,0.019399-0.007848i,0.029124-0.027267i,0.0030438-0.034326i,-0.017066-0.034609i,-0.023435-0.045193i,-0.02267-0.039299i,-0.011831-0.018921i,-0.0015157-0.0094247i,0.0030483-0.010103i,0.0013817-0.013917i,-0.0021194-0.012432i,-0.0022809-0.0068304i,-0.0033843-0.0025186i,-0.0068897+0.0017016i,-0.0078844+0.0036742i
-0.0085734+0.082731i,-0.015504+0.1262i,-0.036106+0.14683i,-0.073036+0.16119i,-0.070118+0.17937i,-0.0035694+0.16903i,0.050843+0.10047i,0.032684+0.012295i,-0.032717-0.028294i,-0.067325-0.009179i,-0.037687+0.0090287i,-0.00089376-0.0029074i,0.0061009-0.0067619i,0.0021928+0.0037243i,0.00052644+0.0078514i,0.0036007+0.0043032i,0.0050439-0.0034014i,0.0004974-0.0090465i,-0.005059-0.010258i,-0.0083587-0.0081123i,-0.0048789-0.0049325i,-0.00013648-0.0060165i,-0.0010614-0.0069488i
-0.063477-0.0092917i,-0.081514+0.053108i,-0.012119+0.17524i,0.10089+0.21384i,0.11904+0.082459i,0.027107-0.059342i,-0.04799-0.066991i,-0.051492-0.008403i,-0.020446+0.031668i,0.010835+0.035465i,0.017822+0.020378i,0.01143+0.025975i,0.020586+0.037488i,0.027563+0.02423i,0.015966+0.0051559i,0.00067058+0.0023883i,-0.0052474+0.012481i,-0.00026759+0.021727i,0.007913+0.020275i,0.0090848+0.010537i,0.0052387+0.0019456i,0.0045408-0.0012859i,0.0060016-0.0026169i
0.037441-0.097251i,0.021085-0.23257i,-0.061927-0.39939i,-0.15372-0.4563i,-0.14902-0.32099i,-0.066401-0.14891i,0.0011051-0.062941i,0.04544-0.024944i,0.081383-0.022818i,0.071819-0.044671i,0.026733-0.038283i,-0.0061171-0.022227i,-0.02714-0.024281i,-0.031765-0.019578i,-0.016016-0.0085186i,-0.0020013-0.0048257i,0.0017853-0.0060235i,-0.00090569-0.0087708i,-0.004752-0.0076886i,-0.004292-0.0033912i,-0.0034925+0.0015487i,-0.0030729+0.0079056i,-0.00069527+0.010802i
0.060563+0.08697i,0.11743+0.18357i,0.15095+0.28205i,0.13345+0.34007i,0.10621+0.32115i,0.10294+0.23296i,0.090609+0.11394i,0.033579+0.0075435i,-0.045311-0.032158i,-0.072588-0.0070515i,-0.036394+0.0066161i,-0.0046279-0.012064i,0.00052909-0.017539i,-0.0010787-0.0046939i,-0.0015253+0.0043342i,0.0023961+0.0027941i,0.0036757-0.0044375i,-0.00087884-0.0086445i,-0.0062371-0.0067094i,-0.00721-0.0012966i,-0.0029562-0.00017874i,-0.0012291-0.0044057i,-0.0033737-0.0054792i
-0.085124+0.034811i,-0.11308+0.075432i,-0.043767+0.093312i,0.072327+0.035049i,0.071824-0.059717i,-0.033261-0.07194i,-0.095857+0.0010339i,-0.088686+0.067633i,-0.048614+0.092672i,-0.0064637+0.074138i,0.0056533+0.040102i,0.010923+0.031174i,0.030442+0.02796i,0.033438+0.0091614i,0.017417-0.0033794i,0.0040373+0.0012698i,0.001887+0.013235i,0.0088525+0.019034i,0.01449+0.013536i,0.01163+0.0047237i,0.0034714-0.001651i,-0.0012922-0.0039579i,-0.002677-0.0043248i
-0.027187-0.11238i,-0.10276-0.23668i,-0.24777-0.33095i,-0.35741-0.30644i,-0.30003-0.20116i,-0.14152-0.12754i,-0.024641-0.099712i,0.04996-0.071567i,0.096693-0.064441i,0.07749-0.06917i,0.027948-0.041624i,-0.0018718-0.0091838i,-0.020549+0.0016309i,-0.02523+0.0042766i,-0.014421+0.0027433i,-0.0058952-0.00056929i,-0.0030388-0.0044071i,-0.0054712-0.0077113i,-0.0085498-0.005881i,-0.006022-0.0012974i,-0.0010237+0.003142i,0.0032252+0.0063875i,0.0062443+0.0071369i
0.11567+0.039499i,0.25213+0.10558i,0.37267+0.19652i,0.39701+0.26102i,0.32227+0.2445i,0.21272+0.15652i,0.10894+0.04569i,0.0076967-0.038965i,-0.075532-0.051269i,-0.087228-0.01365i,-0.045719-0.0021859i,-0.022678-0.019263i,-0.018949-0.020328i,-0.010409-0.0056647i,-0.0020531+0.0024236i,0.0022591-0.001792i,-0.0003598-0.00907i,-0.0053515-0.009513i,-0.0063422-0.0040392i,-0.002635+0.00045491i,0.0010996+5.9139e-05i,-0.0010105-0.0028015i,-0.0046685-0.0028625i
-0.066582+0.082309i,-0.11151+0.13137i,-0.10565+0.091461i,-0.057303-0.039149i,-0.048908-0.11026i,-0.077942-0.045018i,-0.076217+0.063462i,-0.049981+0.12647i,-0.015966+0.13476i,0.012524+0.094389i,0.0122+0.045479i,0.0122+0.022781i,0.024831+0.0079302i,0.023682-0.0080929i,0.012559-0.011414i,0.0057833-0.0028853i,0.0058554+0.0069503i,0.010974+0.0090956i,0.013139+0.0031134i,0.0071534-0.0027287i,-0.00060477-0.0031834i,-0.0042877-0.0021649i,-0.0061888-0.0018207i
-0.081619-0.081903i,-0.19131-0.15218i,-0.3264-0.15634i,-0.38862-0.070154i,-0.30077-0.013079i,-0.13987-0.054123i,-0.017609-0.10274i,0.067403-0.10526i,0.10925-0.10595i,0.081968-0.09696i,0.038428-0.052772i,0.017219-0.01173i,0.00069014+0.0071208i,-0.01052+0.014496i,-0.010069+0.012219i,-0.0067661+0.0067684i,-0.0062927+0.0027922i,-0.0088286+0.00046189i,-0.010636+0.0012779i,-0.0079108+0.0027322i,-0.0023564+0.0038009i,0.0050139+0.003979i,0.01106+0.0023482i
0.11521-0.028178i,0.27396-0.044385i,0.44072-0.030577i,0.50081+0.0048054i,0.4084+0.033606i,0.24306+0.035985i,0.092103+0.003725i,-0.03015-0.035959i,-0.1053-0.032353i,-0.096117+0.00040248i,-0.046882+0.0036925i,-0.026794-0.012623i,-0.023682-0.013928i,-0.012495-0.0058557i,-0.0031431-0.00090607i,-0.0010991-0.0029954i,-0.0040509-0.0061764i,-0.0051339-0.0043735i,-0.002137-0.00091629i,0.0010851+0.0007779i,0.0026704+0.00014058i,0.0011449-0.00037138i,-0.001341-0.00041338i
-0.011577+0.10667i,-0.052341+0.18053i,-0.11726+0.15913i,-0.16708+0.035717i,-0.16693-0.026315i,-0.11652+0.044902i,-0.050117+0.13677i,-0.0063237+0.1748i,0.019831+0.16028i,0.028755+0.10542i,0.016173+0.054244i,0.011112+0.027743i,0.016522+0.0057603i,0.012256-0.011696i,0.0040822-0.014685i,0.0032033-0.006727i,0.0078123+0.00087483i,0.012209+0.00045151i,0.01049-0.0051295i,0.0041159-0.007411i,-0.001365-0.0047063i,-0.0045163-0.0011444i,-0.0077678+0.0022732i
-0.099956-0.024025i,-0.20699-0.039853i,-0.28511+0.0069877i,-0.27075+0.10511i,-0.1881+0.10892i,-0.10719-0.013998i,-0.04248-0.11523i,0.032921-0.14445i,0.075958-0.1479i,0.05391-0.11752i,0.024241-0.058133i,0.016541-0.015213i,0.010552+0.0052201i,0.0039327+0.014817i,0.00088552+0.013594i,-0.0012978+0.0087799i,-0.0031246+0.0050711i,-0.0055456+0.0055007i,-0.0052627+0.0087834i,-0.0026286+0.0089481i,0.0010457+0.0056998i,0.0065491+0.00024611i,0.011129-0.0049788i
0.073007-0.086186i,0.19125-0.17383i,0.3303-0.24496i,0.38841-0.25275i,0.31986-0.18986i,0.17902-0.10321i,0.040798-0.055225i,-0.06802-0.038931i,-0.11998-0.010049i,-0.094145+0.013519i,-0.049279+0.0044681i,-0.03388-0.007354i,-0.025821-0.0048144i,-0.010085-0.0014796i,0.0013327-0.0012491i,0.0022329-0.0031026i,-0.0016192-0.0051957i,-0.0030773-0.00507i,0.000168-0.0026194i,0.003864-0.00030623i,0.0042865-0.00057913i,0.001951-0.00045916i,-0.00037096+0.00046804i
0.038391+0.081374i,0.03169+0.17178i,-0.050045+0.21192i,-0.1595+0.15907i,-0.17053+0.10845i,-0.068992+0.12742i,0.032011+0.16015i,0.067593+0.17148i,0.069885+0.1525i,0.056427+0.098784i,0.0311+0.049299i,0.016756+0.022173i,0.012471+0.00237i,0.0035672-0.0093681i,-0.0024143-0.0099285i,0.0012664-0.0062471i,0.0071307-0.0047829i,0.0079282-0.007034i,0.0023662-0.0088068i,-0.0028122-0.0065718i,-0.0044448-0.0021243i,-0.0059199+0.0025807i,-0.0077712+0.007639i
-0.086651+0.024405i,-0.16489+0.052507i,-0.18201+0.10153i,-0.10622+0.15617i,-0.042354+0.12797i,-0.044079+0.0021037i,-0.04118-0.10393i,0.003765-0.1495i,0.034876-0.15766i,0.024868-0.117i,0.014363-0.055997i,0.015919-0.018653i,0.014603-0.00097764i,0.0099572+0.0091255i,0.004624+0.010727i,3.8825e-05+0.0091222i,-0.0029085+0.0088597i,-0.0033839+0.010125i,-0.001964+0.011013i,-0.0010331+0.0091473i,-5.7698e-05+0.004719i,0.0020808-0.0018074i,0.0049244-0.0079217i
0.0063681-0.099437i,0.052926-0.21577i,0.11778-0.3318i,0.14539-0.36744i,0.11311-0.28923i,0.046408-0.14931i,-0.026922-0.046573i,-0.091824-0.0012709i,-0.11801+0.024713i,-0.087711+0.030427i,-0.048914+0.014022i,-0.03381+0.0020276i,-0.02396-0.00020878i,-0.010611-0.0035627i,-0.0019677-0.0045569i,-0.0018583-0.0030829i,-0.0048611-0.0022819i,-0.0039615-0.0021936i,0.0010164-0.0042375i,0.0041029-0.0048272i,0.0019592-0.0032385i,0.00034576-0.00095965i,0.00037747-0.00010831i
0.063296+0.042874i,0.10015+0.12228i,0.055174+0.20734i,-0.052151+0.23462i,-0.081683+0.20603i,0.0024008+0.17333i,0.087366+0.1537i,0.11243+0.14059i,0.10327+0.1173i,0.07242+0.075104i,0.036263+0.038073i,0.016553+0.016627i,0.0062591+0.0024677i,-0.0029561-0.0039535i,-0.0057534-0.0039899i,-0.0012783-0.0043536i,0.002466-0.0065138i,0.00010505-0.0089636i,-0.0042373-0.0089121i,-0.0054049-0.0058342i,-0.0039918-0.0013223i,-0.0024213+0.0041709i,-0.0017794+0.0097894i
-0.048353+0.052263i,-0.089649+0.093181i,-0.075047+0.11298i,0.012188+0.10193i,0.050976+0.05335i,-0.0085985-0.034458i,-0.055826-0.10835i,-0.037301-0.14521i,-0.0077771-0.14734i,0.00049131-0.10423i,0.0050324-0.049985i,0.010904-0.020115i,0.012384-0.0062707i,0.011275+0.0036138i,0.0075942+0.0069598i,0.003062+0.0072211i,0.0018929+0.008829i,0.003482+0.010867i,0.0048154+0.011631i,0.0049898+0.0086051i,0.004121+0.0033865i,0.0023365-0.0031089i,0.0012295-0.0095908i
-0.03686-0.066152i,-0.059511-0.16711i,-0.069787-0.27265i,-0.076337-0.31112i,-0.074224-0.25053i,-0.062928-0.13194i,-0.065599-0.034423i,-0.085244+0.020717i,-0.091073+0.046138i,-0.065056+0.038532i,-0.038685+0.015956i,-0.02865+0.0053226i,-0.021368+0.0022772i,-0.011977-0.002734i,-0.0039387-0.0045785i,-0.00099083-0.0019583i,-0.0010476-0.00031939i,-0.00073938-0.0017516i,0.00060337-0.0045082i,0.0011972-0.0044825i,0.00075735-0.0019357i,0.00064072-8.2939e-06i,-7.1025e-05-0.00031751i
0.063529+0.0019725i,0.1245+0.046174i,0.13908+0.14035i,0.087237+0.22222i,0.057675+0.2218i,0.10192+0.16269i,0.14735+0.11079i,0.14763+0.088623i,0.11926+0.073398i,0.07549+0.047295i,0.037412+0.022001i,0.0178+0.0070074i,0.0080416+0.00087738i,0.0011783+0.0015714i,-0.00013004+0.0022399i,0.0019001-0.0018507i,0.0016115-0.0070891i,-0.0022198-0.008373i,-0.0061447-0.0052578i,-0.0060554-0.0016736i,-0.0029158+0.0008999i,5.2874e-05+0.004628i,0.0025647+0.0089017i
-0.012569+0.053786i,-0.029045+0.091315i,-0.014478+0.08246i,0.04845+0.020984i,0.065795-0.032019i,-0.0027433-0.057162i,-0.058859-0.076775i,-0.060044-0.1031i,-0.041673-0.11199i,-0.021051-0.079748i,-0.00013821-0.037612i,0.011708-0.015134i,0.013715-0.0054888i,0.011463+0.0003813i,0.0060663+0.0031394i,0.0014088+0.0048973i,0.0015026+0.0060955i,0.0059554+0.0068111i,0.0081046+0.0056913i,0.0065782+0.0034401i,0.0040411+1.9578e-05i,0.00025961-0.003679i,-0.0033211-0.0064343i
-0.055309-0.027986i,-0.11134-0.079088i,-0.16523-0.13789i,-0.19878-0.15579i,-0.18881-0.11613i,-0.13838-0.044167i,-0.095921+0.017131i,-0.083291+0.051528i,-0.072905+0.060445i,-0.050817+0.043249i,-0.033115+0.022924i,-0.024823+0.015086i,-0.019161+0.0099972i,-0.013494+0.0026534i,-0.0073642-0.00073834i,-0.0022842+5.0183e-05i,-0.00079908+0.00034625i,-0.00064966-0.0020833i,-0.00028692-0.0049867i,-0.00044476-0.0043942i,-0.00020249-0.0020515i,4.2426e-05-0.0017538i,-0.00071863-0.0028379i
0.040238-0.025702i,0.1035-0.021851i,0.16029+0.037656i,0.16758+0.12378i,0.15204+0.14783i,0.14889+0.096123i,0.143+0.042463i,0.12782+0.026754i,0.10431+0.025782i,0.065852+0.018774i,0.028945+0.0091004i,0.0097287+0.0018008i,0.0031557-0.0025166i,0.0015801-0.002483i,0.0026425-0.0012905i,0.0024093-0.0037442i,-0.0010261-0.0064925i,-0.0057357-0.0048157i,-0.0075109-4.7569e-05i,-0.0062082+0.0026503i,-0.003095+0.0028316i,0.0012177+0.0035882i,0.0052538+0.0048708i
0.012159+0.035834i,0.013807+0.066874i,0.01093+0.048363i,0.021212-0.031489i,0.021096-0.088552i,-0.023349-0.086778i,-0.065978-0.07601i,-0.071049-0.083592i,-0.054455-0.083439i,-0.028356-0.057077i,-0.0038827-0.029511i,0.0082903-0.016205i,0.010674-0.0093614i,0.008742-0.0048603i,0.0035406-0.00066809i,-0.0011861+0.0035848i,0.00029482+0.0057364i,0.0040378+0.0050242i,0.0043666+0.0028826i,0.0034284+0.00038567i,0.0017026-0.0018845i,-0.0018225-0.003023i,-0.0052782-0.0038045i
-0.040911+0.006078i,-0.096036-0.0028789i,-0.15387-0.012803i,-0.18787-0.0036996i,-0.17986+0.014861i,-0.12503+0.029908i,-0.065612+0.04323i,-0.037915+0.053686i,-0.031008+0.055511i,-0.025962+0.039844i,-0.020026+0.020967i,-0.016905+0.013285i,-0.015957+0.009567i,-0.013136+0.0056043i,-0.0074814+0.0031937i,-0.0014797+0.002228i,0.0011969+0.0025189i,0.00043685+0.0016821i,-0.00043478-0.0013395i,-0.0014427-0.0026455i,-0.001922-0.0011018i,-0.0009177+0.00052798i,-0.00088128+0.0003576i
0.014308-0.035113i,0.056991-0.060019i,0.12451-0.046628i,0.17773+0.0086782i,0.18756+0.041793i,0.17002+0.024142i,0.14479-0.0013989i,0.11924-0.005775i,0.091587+0.00023413i,0.056075+0.0044013i,0.024173+0.0022825i,0.0076334-0.0032841i,0.0029409-0.0058506i,0.0027646-0.0046235i,0.0040325-0.0037584i,0.002802-0.0052645i,-0.0010058-0.005752i,-0.0036135-0.0026555i,-0.004008+0.0012445i,-0.0033225+0.0029508i,-0.0013117+0.0022547i,0.0018586+0.0014224i,0.0058196+0.0019943i
0.023278+0.017526i,0.031209+0.034211i,0.014761+0.018381i,-0.016114-0.046608i,-0.036151-0.090469i,-0.052829-0.068424i,-0.06666-0.03457i,-0.069453-0.029301i,-0.056336-0.036001i,-0.029075-0.032225i,-0.0048569-0.021963i,0.0072465-0.014694i,0.010733-0.0084144i,0.0081226-0.0022365i,0.0012065+0.0018641i,-0.0028978+0.0037768i,-0.00064074+0.0033299i,0.0023865+0.0013101i,0.0048122-5.0317e-05i,0.0049508-0.0010024i,0.0016386-0.00088077i,-0.0020557+0.00032027i,-0.0041557+0.0010566i
-0.024326+0.024299i,-0.05784+0.045195i,-0.094779+0.066672i,-0.11827+0.092703i,-0.1194+0.10584i,-0.093946+0.090089i,-0.058297+0.068387i,-0.033528+0.059467i,-0.023193+0.051772i,-0.018237+0.033627i,-0.01223+0.019759i,-0.0081793+0.017376i,-0.0068922+0.01596i,-0.0064228+0.011925i,-0.0039561+0.0076043i,0.0004576+0.0033479i,0.0037114+0.00084933i,0.0041393+0.0013891i,0.0026271+0.0010992i,0.0022288+0.00064994i,0.0026293+0.00045508i,0.0020069-0.00025729i,0.00039586-0.00062635i
-0.010979-0.026998i,0.006178-0.060507i,0.057969-0.08203i,0.12243-0.070409i,0.15046-0.047632i,0.12923-0.041685i,0.090179-0.044331i,0.063941-0.04198i,0.049761-0.028775i,0.032021-0.011096i,0.011814-0.0009535i,-0.0011646-0.00061732i,-0.00574-0.0038782i,-0.0038462-0.0063763i,0.00024385-0.0078836i,0.0021149-0.0080353i,0.0011226-0.0071066i,-5.9478e-05-0.0048948i,-0.0011854-0.0012049i,-0.0023262+0.0017008i,-0.0015009+0.0016906i,0.0011486-0.00010925i,0.003892-0.0017394i
0.019703+0.0025547i,0.031282+0.010041i,0.011728+0.0082618i,-0.039506-0.023846i,-0.072925-0.056965i,-0.069065-0.049816i,-0.055438-0.027179i,-0.050809-0.02128i,-0.042497-0.022852i,-0.023638-0.019338i,-0.00697-0.015803i,0.0011037-0.014597i,0.0044338-0.011648i,0.0046012-0.0061812i,0.0012197+1.5895e-05i,-0.0017649+0.004446i,-0.0028094+0.0036538i,-0.0026208+0.00033374i,-0.0017629-0.0017819i,-0.0021491-0.0021266i,-0.0029386-0.00077328i,-0.0027056+0.0013139i,-0.0027874+0.0027573i
-0.0054956+0.020249i,-0.017269+0.044133i,-0.030712+0.073987i,-0.03432+0.10697i,-0.03437+0.12311i,-0.027198+0.10098i,-0.00756+0.063524i,0.0071229+0.042671i,0.0063404+0.033348i,-0.00080002+0.022627i,-0.0028192+0.013955i,-0.00043215+0.0119i,0.00033439+0.011671i,-0.00070654+0.0092975i,0.00056224+0.0066154i,0.002904+0.0050439i,0.0038142+0.0045929i,0.0027333+0.0036078i,0.00042776+0.0010539i,0.00012827-0.00044905i,0.00040917-0.0013524i,-0.00075614-0.0017075i,-0.0014217-7.4643e-05i
-0.014955-0.013284i,-0.021697-0.040149i,0.00027167-0.077106i,0.049982-0.097506i,0.088021-0.090894i,0.085903-0.068999i,0.061378-0.047477i,0.045433-0.03366i,0.037563-0.023001i,0.02483-0.011851i,0.0087568-0.0030406i,-0.0018554+0.000278i,-0.0056324-0.0022318i,-0.0057846-0.0051732i,-0.0035084-0.0068232i,-0.0017935-0.0076088i,-0.0016965-0.0065649i,-0.001815-0.0036943i,-0.0017999-0.0016053i,-0.0018784-0.00074139i,-0.0017461-0.00024648i,-0.00051142-0.0001263i,0.00076238-0.0012309i
0.0086256-0.0093372i,0.018286-0.0061492i,0.0053087+0.0053956i,-0.041037+0.0074717i,-0.075921-0.0095555i,-0.068378-0.014725i,-0.047757+0.00016282i,-0.038956+0.0094267i,-0.031489+0.004064i,-0.017375-0.0044802i,-0.0058783-0.0090229i,-0.00031166-0.01025i,0.0033045-0.0085543i,0.0038093-0.0051777i,0.0012311-0.0005186i,-0.0013687+0.0030274i,-0.0029381+0.003899i,-0.0036866+0.0034735i,-0.002502+0.0022989i,-0.0013387+0.00037297i,-0.0015159-0.00025135i,-0.00061601+0.0021658i,0.00029839+0.0041422i
0.0034012+0.012101i,0.011125+0.030608i,0.017697+0.050924i,0.026141+0.073018i,0.025562+0.092953i,0.012514+0.08273i,0.0046417+0.048978i,0.0042139+0.02787i,0.0017242+0.022737i,-0.0021491+0.017159i,-0.0013027+0.0099361i,0.0026801+0.0078717i,0.0039216+0.0093691i,0.0032554+0.0087698i,0.0037701+0.0061361i,0.0051298+0.0041508i,0.0063591+0.0027138i,0.00634+0.00084727i,0.0048999+4.9479e-05i,0.0038578+4.8137e-07i,0.0031844-0.0014594i,0.001726-0.0026079i,0.00038075-0.0020663i
-0.014987+0.00094786i,-0.028289-0.010651i,-0.027736-0.041815i,-0.0037602-0.079128i,0.025604-0.091093i,0.03555-0.074832i,0.024505-0.053841i,0.012319-0.041008i,0.0092016-0.028927i,0.0074922-0.013789i,0.0034264-0.0025186i,-0.0019336+0.0022719i,-0.0061536+0.0018257i,-0.007348-0.00092274i,-0.0054231-0.0042006i,-0.0026631-0.0061635i,-0.0012521-0.0047267i,-0.0002591-0.0035263i,-0.00018414-0.0019053i,-0.0010007+0.00031538i,-0.0009582+4.07e-05i,-0.001023-0.001008i,-0.0013328-0.0020089i
0.00011716-0.0089628i,0.0043674-0.010838i,-0.0020951+0.0034438i,-0.032112+0.021813i,-0.059957+0.021181i,-0.051919+0.0076772i,-0.027176+0.0028516i,-0.01667+0.0055457i,-0.015518+0.0037519i,-0.010662-0.0014248i,-0.0052317-0.005362i,-0.0021579-0.0074852i,0.00065803-0.0076578i,0.0024447-0.0052787i,0.001047-0.00094248i,-0.0016577+0.0021025i,-0.0028111+0.0022543i,-0.0027099+0.0017562i,-0.00214+0.0017385i,-0.0014486+0.0015997i,-0.00096387+0.0021837i,0.0011953+0.0031343i,0.0031863+0.0033432i
0.0063311-7.7417e-05i,0.016556+0.0069841i,0.029904+0.020028i,0.048176+0.036123i,0.054561+0.052087i,0.038041+0.054316i,0.020581+0.036667i,0.0166+0.020238i,0.011848+0.014296i,0.0030499+0.009843i,-0.0011346+0.005882i,0.0007175+0.0037944i,0.0029069+0.0030905i,0.0036272+0.0037945i,0.0054488+0.0042083i,0.0062805+0.0040475i,0.0059778+0.0025258i,0.0049715+0.00075353i,0.0032803-0.00030462i,0.0020024-0.0021156i,0.0014839-0.0038714i,0.00089957-0.0032394i,0.00041448-0.0010382i
-0.011731+0.0076804i,-0.025507+0.0061429i,-0.037644-0.011662i,-0.034104-0.04308i,-0.016449-0.064409i,-0.0019987-0.054009i,-0.0011287-0.027616i,-0.003065-0.01609i,0.00012091-0.013906i,0.0033292-0.0089119i,0.0030978-0.0026667i,0.00045492+0.0018427i,-0.0021651+0.0022788i,-0.0055961-0.00060585i,-0.0070292-0.00313i,-0.0046259-0.0038497i,-0.0022415-0.0045852i,-0.0023557-0.0047112i,-0.0029747-0.0029174i,-0.002406-0.00053924i,-0.0025461+0.0011245i,-0.0036285+0.00095844i,-0.0041968-0.00074934i
-0.00534-0.0068308i,-0.0023297-0.010853i,-0.0014972-0.0016436i,-0.014679+0.022619i,-0.036627+0.034132i,-0.037738+0.021398i,-0.021366+0.0094342i,-0.012437+0.0082824i,-0.0089753+0.0061823i,-0.003863+0.0015806i,-0.001142-0.0013782i,-0.0012049-0.0025313i,-0.00014074-0.0035667i,0.00023855-0.0044717i,-0.001182-0.0030722i,-0.003533+0.00032906i,-0.0047349+0.0027165i,-0.0038162+0.0033547i,-0.0022178+0.002212i,-0.0016796+0.0017381i,-0.0011315+0.0015305i,0.0013057+0.00089724i,0.0035606+0.0008877i
0.0024317-0.0030429i,0.01181-0.0013741i,0.023641+0.0019533i,0.040506+0.0057812i,0.053401+0.015432i,0.042569+0.018275i,0.021527+0.0057483i,0.01211-0.0025731i,0.0090448+0.0020868i,0.0045106+0.0064048i,0.00070847+0.0046502i,-0.00036527+0.0016811i,0.00077122+0.00080561i,0.0036602+0.0010939i,0.006584+0.00074331i,0.0082765+0.00044416i,0.0076433+0.0014901i,0.0057261+0.0011633i,0.0037465-0.00094719i,0.002153-0.0026073i,0.00092471-0.0034991i,1.3068e-05-0.0029228i,0.00047378-0.0019718i
-0.004394+0.004323i,-0.01119+0.010331i,-0.026517+0.0053443i,-0.038943-0.014933i,-0.032469-0.035564i,-0.013307-0.037675i,-0.002766-0.025083i,-0.0029986-0.016733i,-0.0046101-0.012209i,-0.0036146-0.0066415i,-0.00087083-0.0025398i,-3.0203e-05-0.00027826i,-0.00091976+0.0004079i,-0.001693-0.00050856i,-0.002321-0.0017013i,-0.0027044-0.0031308i,-0.0020527-0.0037211i,-0.0016107-0.0025238i,-0.0016639-0.00073481i,-0.0019345+0.0010237i,-0.0029695+0.002291i,-0.0033267+0.0017866i,-0.0033601+0.0010792i
-0.0069374+9.5517e-05i,-0.006393-0.0034166i,0.0017696+0.00048937i,0.0051209+0.017597i,-0.0070949+0.029904i,-0.014391+0.023866i,-0.0043451+0.01387i,0.0037489+0.010093i,0.0020671+0.0061707i,0.00025052+0.00017507i,0.001216-0.0026018i,0.001171-0.002875i,0.00020361-0.0025399i,-0.00046009-0.0012002i,-0.001962+0.00088185i,-0.0036229+0.002194i,-0.0034853+0.0034005i,-0.0016881+0.0036063i,0.00017486+0.0020053i,0.00070853+0.0012429i,0.00095883+0.0014332i,0.0029799+0.0007609i,0.0036738-0.0001829i
0.0014929-0.0035585i,0.0049534-0.006066i,0.013265-0.0078488i,0.024999-0.011121i,0.033912-0.0072993i,0.029226+0.0047135i,0.015471+0.0086817i,0.0087729+0.0041213i,0.006699+0.0024149i,0.0032995+0.0037514i,0.0009862+0.003928i,0.00062469+0.0025176i,0.0016276+0.0020606i,0.0034603+0.0027137i,0.0061437+0.0022477i,0.0077603+0.0013274i,0.0073293+0.00075306i,0.0058249+0.00032916i,0.0037744-0.00041251i,0.0011497-0.00098789i,0.00041967-0.0016215i,0.00091126-0.0021953i,0.001393-0.0011542i
0.0024163+0.0034773i,0.0012747+0.0071293i,-0.0091814+0.0070655i,-0.025967-0.00061191i,-0.032955-0.01044i,-0.023604-0.011715i,-0.013699-0.0051121i,-0.012112-0.0016091i,-0.010128-0.0026889i,-0.0061198-0.0030688i,-0.0034344-0.0023097i,-0.0018987-0.00093834i,-0.0020547+0.00012658i,-0.0047616+4.1077e-05i,-0.0067246-0.00012686i,-0.005398-0.0013934i,-0.002975-0.0038736i,-0.0025616-0.003745i,-0.0022405-0.0014825i,-0.0013519+0.0010995i,-0.00097859+0.0027414i,-0.0016909+0.0026973i,-0.0022572+0.0027123i
-0.0051464+0.0048996i,-0.0051466+0.0068367i,0.00043419+0.010146i,0.0086809+0.019771i,0.0058293+0.027899i,-0.0062998+0.019657i,-0.0076669+0.006102i,-0.0021006+0.0011055i,0.00055484-1.0451e-05i,0.0014564-0.0016259i,0.00046728-0.0027154i,-0.00052122-0.0018427i,-0.00043802-0.0019606i,-0.0005348-0.0028347i,-0.0020855-0.0012394i,-0.0035912+0.0016199i,-0.0036177+0.0022121i,-0.0030831+0.00052724i,-0.0024409-0.00057945i,-0.00067421-0.00048813i,0.00089386-0.00018044i,0.0017157-0.00084473i,0.0014454-0.001651i
-0.0044594-0.00045665i,-0.0035303-0.0045457i,0.00099269-0.010409i,0.0073627-0.017061i,0.017587-0.021734i,0.019408-0.016313i,0.0095253-0.010826i,0.0045044-0.0099646i,0.0058596-0.0049667i,0.006396+0.0014977i,0.0039293+0.0040323i,0.00091469+0.0038441i,0.00071178+0.0031757i,0.0027785+0.0010647i,0.0047391-0.001546i,0.0059165-0.0022942i,0.0056475-0.0011387i,0.0042947-0.00017064i,0.0022505-0.0003636i,-5.673e-05-0.0014972i,-0.00057752-0.0026212i,-5.5634e-05-0.0027476i,0.00028444-0.0017459i
