-0.0011893+0.0014734i,-0.00039054+0.00031505i,-0.0013378-0.00051103i,-0.0024851+0.00038786i,-0.0019882+0.0013144i,-0.0005238-9.4583e-05i,0.00030623-0.00073544i,0.00054067+6.3853e-05i,0.0004278+0.00089542i,0.00057541+0.00081533i,0.0006286-0.00012259i,0.00073287-0.0007702i,0.00076786-0.00054768i,0.0011126-0.0001303i,0.0013755-0.00017639i,0.00072661-0.00028423i,-0.00020348-0.00035758i,-0.00056222-0.00020745i,-0.00082352-0.00051046i,-0.00022333-0.00097977i,0.00034394-0.00034779i,0.00013675-4.2525e-05i,-0.00026607-0.00030782i
0.071207+0.15048i,0.13107+0.20165i,0.12166+0.14702i,0.021321+0.070426i,-0.050982+0.07109i,-0.032072+0.073497i,-0.021304+0.027875i,-0.032912+0.017574i,-0.014213+0.034417i,0.01194+0.020767i,0.0077406-0.0055252i,-0.0093727-0.00298i,-0.0019965+0.015124i,0.015476+0.012971i,0.015936+0.0030039i,0.006525+0.002126i,0.00022082+0.006549i,0.0021296+0.010295i,0.0069568+0.0063374i,0.0059852-0.0015845i,0.0049766-0.003729i,0.010925-0.0031269i,0.01391-0.0088674i
-0.1708+0.14067i,-0.25723+0.33435i,-0.19544+0.51295i,-0.026301+0.53188i,0.076749+0.39741i,0.080192+0.24667i,0.067508+0.15924i,0.062353+0.091336i,0.047819+0.017161i,0.011046-0.030526i,-0.025694-0.029574i,-0.029742-0.0070416i,-0.017987+0.0045224i,-0.010773+0.0085734i,-0.0025129+0.0090437i,0.0027767+0.0052927i,0.0023142+0.0037115i,0.00046948+0.0039065i,-0.0021701+0.0053479i,-0.0023496+0.0077649i,-0.0012042+0.007368i,-0.003895+0.0049608i,-0.006262+0.0051247i
-0.15467-0.057418i,-0.23732-0.017099i,-0.16683+0.097021i,0.0042668+0.10834i,0.063041-0.033678i,0.0053959-0.10427i,-0.020016-0.063736i,-0.012501-0.023847i,-0.022548-0.00048455i,-0.03738+0.012875i,-0.03927+0.016578i,-0.029978+0.010204i,-0.02228-7.5407e-05i,-0.013532-0.0050561i,-0.0088778-0.010114i,-0.011918-0.0068054i,-0.0047631+0.0034733i,0.0085789+0.0087484i,0.017507+0.0092724i,0.018434+0.0062547i,0.01094+0.002487i,-0.00030641+0.00088499i,-0.0081658+0.00088839i
0.031357-0.13385i,0.026196-0.22297i,0.0059127-0.2775i,-0.0029855-0.29298i,-0.018967-0.22915i,-0.051806-0.11178i,-0.042123-0.025793i,-0.013963-0.01775i,-0.025309-0.022547i,-0.019802+0.0063068i,0.011947+0.013938i,0.0065135-0.0017289i,-0.020624+0.0030205i,-0.024258+0.014921i,-0.011492+0.013815i,-0.0024486+0.0049899i,-0.004198-0.002575i,-0.0095338-0.001605i,-0.0092401-0.00033693i,-0.0047941-0.0064026i,-0.0014961-0.0093934i,0.0027167-0.0036869i,0.009535+0.00016242i
0.14829-0.030526i,0.16707-0.11179i,0.0089775-0.14797i,-0.15774-0.039563i,-0.12647+0.086968i,-0.010695+0.079527i,0.024773+0.0095712i,0.017774-0.020879i,0.028965-0.020886i,0.047719-0.015414i,0.054853-0.015958i,0.050081-0.019435i,0.041273-0.023504i,0.023957-0.023309i,0.012183-0.0094134i,0.013716+0.000105i,0.0095734-0.0041374i,-0.0034078-0.0075685i,-0.013111-0.0052815i,-0.014668-0.0004302i,-0.011634+0.00057699i,-0.0094443-0.0054787i,-0.0098052-0.0087352i
0.073233+0.10465i,0.096485+0.13073i,0.030216+0.1058i,-0.079767+0.085112i,-0.0682+0.05622i,0.031531-0.024418i,0.033727-0.074196i,-0.025487-0.020012i,-0.02884+0.042102i,-0.011159+0.032977i,-0.01041+0.0097785i,0.00071389+0.0079785i,0.020262+0.0052934i,0.024855-0.0045372i,0.013807-0.012287i,0.00023698-0.011086i,-0.0050122-0.0005629i,-0.00087331+0.0093042i,0.0049544+0.017128i,0.0083402+0.025235i,0.0089334+0.023791i,0.0064073+0.012451i,3.8507e-05+0.002984i
-0.10301+0.066067i,-0.10156+0.097112i,0.0068838+0.046445i,0.11138-0.040505i,0.085599-0.052251i,-0.021274+0.021558i,-0.061491+0.10479i,-0.018621+0.11487i,0.0083667+0.054459i,-0.020704+0.011713i,-0.045919+0.013983i,-0.045411+0.01362i,-0.04463+0.0028371i,-0.036422+0.00052321i,-0.022498+0.0014371i,-0.014501+3.2705e-05i,-0.0086344-0.0039616i,-0.0054042-0.0069222i,-0.0012626-0.0048672i,0.0069807-0.0037978i,0.011946-0.0019302i,0.012143+0.0083537i,0.014319+0.015277i
-0.1119-0.09945i,-0.15633-0.14641i,-0.092013-0.13515i,-0.01168-0.076403i,-0.026318+0.014519i,-0.024836+0.099688i,0.044755+0.10597i,0.090629+0.045178i,0.070201-0.0053701i,0.026922-0.010324i,0.0024121+0.0056183i,0.00018828+0.015587i,0.0091009+0.020608i,0.01545+0.025276i,0.013569+0.026675i,0.0094549+0.021943i,0.0063598+0.00962i,0.0021688-0.0025724i,-0.0032492-0.010022i,-0.0082577-0.013857i,-0.0099567-0.013537i,-0.00483-0.0092836i,0.0052955-0.0054716i
0.062182-0.069111i,0.069569-0.097854i,-0.0038164-0.095304i,-0.089817-0.10253i,-0.068453-0.11011i,0.018685-0.10531i,0.044075-0.13391i,-0.026729-0.15383i,-0.092385-0.11364i,-0.085233-0.06343i,-0.048869-0.035238i,-0.02931-0.014269i,-0.027754+0.0053133i,-0.022808+0.015242i,-0.0059089+0.0091521i,0.0055143+0.00013077i,0.0063024+0.0010661i,0.0040077+0.0041505i,-0.003739+0.0060689i,-0.014703+0.010005i,-0.018895+0.0092039i,-0.018239+0.0021616i,-0.018766-0.00082707i
0.12597+0.049243i,0.19271+0.075438i,0.20513+0.07338i,0.19554+0.030039i,0.15068-0.04637i,0.02673-0.11934i,-0.10829-0.11955i,-0.14374-0.050394i,-0.075596-0.00070954i,-0.0091496-0.012808i,-2.5291e-05-0.040403i,-0.011074-0.050962i,-0.017341-0.056388i,-0.022009-0.052011i,-0.020805-0.031982i,-0.0084419-0.013192i,0.0068278-0.0046857i,0.016965-0.0015293i,0.022379-0.00049271i,0.024846+0.00063347i,0.020219+0.0028638i,0.006238+0.0046052i,-0.0069557+0.0049158i
0.065245+0.084485i,0.14378+0.10883i,0.18943+0.075875i,0.13016+0.063104i,0.043143+0.099326i,0.02599+0.1249i,0.049824+0.13363i,0.071749+0.13371i,0.081464+0.11365i,0.073293+0.078145i,0.052927+0.051694i,0.039935+0.044719i,0.035048+0.046021i,0.017897+0.041442i,-0.0026099+0.033775i,-0.0077797+0.025849i,-0.0070441+0.014337i,-0.006441+0.0059149i,-0.0014656+0.0034185i,0.0041051+0.00067592i,0.0067241-0.0035997i,0.0091839-0.0035009i,0.011747+0.00078736i
-0.11427+0.040664i,-0.18289+0.044883i,-0.18086+0.0035247i,-0.12918-0.05674i,-0.071237-0.048541i,0.028413+0.024324i,0.13172+0.043228i,0.15831-0.011373i,0.10709-0.060243i,0.039322-0.05831i,0.0035072-0.024472i,-0.0013578-0.00063099i,-0.00031713+0.0013517i,0.0059394-0.0028095i,0.011396-0.0057647i,0.0038253-0.0042194i,-0.0054565-0.0010625i,-0.009729-0.0015468i,-0.01771-0.0035465i,-0.026893-0.0046777i,-0.025453-0.0054565i,-0.013233-0.0084036i,-0.0065912-0.011811i
-0.1237-0.11973i,-0.2075-0.16669i,-0.19708-0.11694i,-0.066767-0.012161i,0.046669+0.0029367i,0.023832-0.06501i,-0.033816-0.10895i,-0.0538-0.10137i,-0.05859-0.058451i,-0.038268-0.021956i,-0.012854-0.02924i,-0.0067103-0.048056i,0.0035334-0.047969i,0.015271-0.040735i,0.0115-0.031866i,0.0041252-0.019708i,0.0025502-0.0072738i,0.00028138+0.0064402i,0.00063922+0.022047i,0.0064596+0.03086i,0.0074261+0.027537i,0.003249+0.016921i,0.002761+0.0066688i
0.1236-0.056215i,0.22424-0.031337i,0.27409+0.068806i,0.21803+0.13659i,0.079603+0.12293i,-0.034689+0.1135i,-0.060369+0.11273i,-0.053724+0.070797i,-0.062584+0.0298i,-0.059912+0.030878i,-0.046589+0.038561i,-0.044944+0.041685i,-0.048301+0.047722i,-0.049952+0.043088i,-0.04161+0.03074i,-0.021804+0.016836i,-0.0082301+9.8395e-06i,-0.0071899-0.013729i,-0.010995-0.01858i,-0.010634-0.01467i,-0.0043158-0.0092021i,-0.002277-0.0025923i,-0.0024903+0.0098942i
0.093799+0.13049i,0.13784+0.21276i,0.12154+0.16354i,0.0643+0.0075072i,0.029535-0.079905i,0.03126-0.070426i,0.030239-0.033309i,0.023584+0.010895i,0.040989+0.029958i,0.042166-0.0015724i,0.0063292-0.015883i,-0.012941+0.0039716i,-0.0061549+0.011159i,0.0058717+0.012817i,0.016846+0.015467i,0.014307+0.010165i,0.0092016+0.0066647i,0.017269-0.0011277i,0.022176-0.021721i,0.014516-0.036535i,0.0058345-0.034719i,0.0023944-0.025612i,-0.0023104-0.020991i
-0.03337+0.032664i,-0.071272-0.033555i,-0.10806-0.1142i,-0.1022-0.081271i,-0.0056681+0.0060061i,0.1331-0.0055747i,0.16982-0.081921i,0.10109-0.09462i,0.039017-0.050962i,0.029896-0.014422i,0.052192-0.013487i,0.067962-0.036459i,0.064866-0.047099i,0.052586-0.039169i,0.033188-0.026929i,0.014725-0.010475i,0.0038256+0.0064018i,-0.0027096+0.020152i,-0.0064899+0.030601i,-0.010498+0.032185i,-0.012061+0.028653i,-0.0065839+0.020641i,0.0012314+0.0096745i
-0.073794+0.041759i,-0.10324+0.14027i,-0.11523+0.27833i,-0.13064+0.37196i,-0.13855+0.36221i,-0.13284+0.30549i,-0.086146+0.26212i,0.0033904+0.18326i,0.036347+0.079213i,8.6247e-05+0.040906i,-0.02189+0.041945i,-0.030945+0.029064i,-0.044425+0.018236i,-0.048299+0.0023262i,-0.047575-0.01012i,-0.037312-0.0031775i,-0.015589-0.0020842i,-0.002064-0.012458i,0.0025043-0.017558i,0.0066079-0.015632i,0.0070202-0.011375i,0.003021-0.0038726i,-0.0015176+0.0046299i
-0.19712-0.13203i,-0.37899-0.16025i,-0.41906-0.081345i,-0.24045+0.0094918i,-0.05591+0.0056841i,0.0012594-0.016678i,0.0010098-0.0040214i,-0.02096+0.0016662i,-0.048897+0.0059416i,-0.046992+0.0027334i,-0.04453-0.015627i,-0.057922-0.012308i,-0.059808+0.01159i,-0.043068+0.037666i,-0.014908+0.043965i,0.00099002+0.020465i,-0.0043984+0.0041908i,-0.0010763+0.0095222i,0.018287+0.011286i,0.028786+0.0006212i,0.025358-0.0091843i,0.018973-0.010667i,0.01652-0.010119i
0.17664-0.20443i,0.34015-0.40743i,0.40557-0.54077i,0.30896-0.4871i,0.15579-0.29714i,0.043266-0.092409i,0.020369+0.02843i,0.044421+0.024796i,0.029731-0.035668i,-0.0022423-0.041569i,0.012291+0.00022964i,0.049658+0.012589i,0.067357+0.0013013i,0.064828-0.0055293i,0.047069-0.009558i,0.024767-0.0086803i,0.0089116-0.0087128i,-0.012628-0.010729i,-0.038092-0.0055744i,-0.04355+0.0018717i,-0.033844+0.0032835i,-0.022368+0.0052939i,-0.010956+0.012373i
0.10114+0.19881i,0.11275+0.3676i,0.019346+0.38737i,-0.14199+0.21313i,-0.25138+0.02184i,-0.27801-0.095968i,-0.267-0.10362i,-0.17998-0.017695i,-0.053085+0.023376i,-0.02167-0.0052089i,-0.05147-0.010928i,-0.053722+0.0038186i,-0.037852+0.001141i,-0.01791-0.015269i,-0.0060732-0.028447i,-0.004095-0.020164i,0.0048834-0.0051348i,0.015804-0.0042397i,0.018048-0.008259i,0.016028-0.0048261i,0.016486+0.0025045i,0.01415+0.0042479i,0.0023734+0.00025626i
-0.068666-0.065297i,-0.19697-0.20791i,-0.34536-0.304i,-0.36296-0.2116i,-0.15058-0.060813i,0.12231-0.029884i,0.20625-0.082818i,0.12226-0.093163i,0.055515-0.051431i,0.06023-0.049038i,0.045592-0.077683i,0.005627-0.075416i,-0.021264-0.055575i,-0.04751-0.025816i,-0.045649+0.014498i,-0.013469+0.024847i,0.00069438+0.011231i,0.00019403+0.012865i,0.0086069+0.023115i,0.017384+0.024172i,0.018186+0.016259i,0.016766+0.0075429i,0.015635+0.0034306i
0.14306+0.059317i,0.41654+0.090986i,0.66638+0.074596i,0.62999+0.031971i,0.35571+0.05675i,0.12364+0.12449i,0.021758+0.14029i,0.0032016+0.12073i,0.03068+0.083388i,0.035087+0.056486i,0.028551+0.060377i,0.050022+0.05968i,0.068885+0.051796i,0.075184+0.044818i,0.064345+0.022425i,0.034967+0.0041625i,0.015503+0.0031701i,0.011246-0.0018183i,0.005394-0.015849i,-0.00367-0.027702i,-0.011356-0.024908i,-0.015359-0.011774i,-0.015684-0.0033277i
-0.18646-0.064681i,-0.37627-0.03563i,-0.47098+0.066226i,-0.35411+0.14265i,-0.1604+0.11521i,-0.046536+0.039953i,0.0037625-0.015014i,-0.0034951-0.027194i,-0.051081+0.003144i,-0.073433+0.019772i,-0.06966+0.0013319i,-0.072372-0.01386i,-0.071494-0.0071099i,-0.044781+0.0021299i,-0.013971-0.0051459i,-0.010353-0.01233i,-0.014377-0.0056152i,-0.0096521-0.0025276i,-0.0065395-0.0033328i,-0.0057845+0.0034821i,-0.0065703+0.0092109i,-0.0073724+0.010273i,-0.0027194+0.0094676i
0.22325-0.13951i,0.36556-0.33107i,0.32513-0.50175i,0.10977-0.44848i,-0.025936-0.17789i,-0.010527+0.060456i,0.030794+0.12585i,0.025599+0.053837i,-0.021066-0.0092846i,-0.024981+0.011855i,0.017218+0.020052i,0.023827-0.013486i,0.0039796-0.045047i,-0.023829-0.066017i,-0.050323-0.045376i,-0.035104-0.0068885i,-0.0093991-0.0040955i,-0.0083578-0.0069503i,-0.0094959+0.0094736i,-0.0028607+0.02048i,0.0042758+0.01719i,0.0047296+0.0077621i,-0.0050251+0.0049731i
0.0053284+0.30072i,0.09513+0.60728i,0.30693+0.74946i,0.47103+0.51805i,0.35894+0.11383i,0.10184-0.13764i,-0.077623-0.18048i,-0.12088-0.08391i,-0.05975-0.0035607i,-0.029722-0.013916i,-0.055414+0.0032717i,-0.037532+0.059703i,0.004756+0.084428i,0.02451+0.089162i,0.034239+0.072843i,0.030113+0.041364i,0.018369+0.026616i,0.014805+0.021374i,0.017852+0.013011i,0.022728+0.0044181i,0.022654-0.0018624i,0.018415-0.0018571i,0.015569-0.0030479i
-0.057807-0.039998i,-0.14093-0.12692i,-0.22738-0.19786i,-0.23769-0.17154i,-0.14203-0.06931i,-0.022581+0.016941i,0.050542+0.067206i,0.07812+0.068886i,0.080928+0.022594i,0.06732-0.03699i,0.0317-0.073165i,-0.0029472-0.071493i,-0.020579-0.052775i,-0.024392-0.033682i,-0.012926-0.016931i,-0.0036047-0.0128i,-0.005103-0.012278i,-0.002393-0.0096642i,0.0017293-0.013312i,-0.0023263-0.015055i,-0.0065862-0.0070422i,-0.0070842+0.0021034i,-0.0024393+0.0066899i
-0.013854+0.11385i,0.059914+0.13931i,0.10807+0.040688i,0.017069-0.092542i,-0.085613-0.083288i,-0.032302+0.023697i,0.071636+0.039788i,0.094689-0.013695i,0.057458-0.029693i,0.016332-0.0030631i,0.0062154+0.016887i,0.011056+0.0072841i,0.015885-0.0067211i,0.023978-0.017792i,0.013708-0.022921i,-0.0024863-0.0079302i,-0.0020248+0.002019i,-0.0052958-0.0023066i,-0.017609+0.001146i,-0.023562+0.010061i,-0.019523+0.012757i,-0.0076648+0.007574i,0.00013407-0.0060196i
-0.09383-0.117i,-0.17743-0.046708i,-0.15671+0.20477i,0.0062634+0.4194i,0.14399+0.37678i,0.13834+0.19812i,0.062977+0.068534i,-0.034176+0.0012784i,-0.095186-0.0004992i,-0.06477+0.015049i,-0.026218+0.0031896i,-0.029203+0.01052i,-0.037591+0.036982i,-0.039523+0.049252i,-0.026037+0.044155i,-0.0094475+0.026589i,-0.010901+0.019592i,-0.013219+0.026461i,-0.0083355+0.029773i,-0.0016775+0.024658i,0.001147+0.017095i,-0.0046799+0.020021i,-0.0044075+0.032148i
0.020009+0.046979i,0.031156+0.081121i,0.053626+0.090255i,0.077536+0.068224i,0.021829+0.016513i,-0.11949-0.037257i,-0.20661-0.017053i,-0.16218+0.032518i,-0.090724+0.028432i,-0.063662+0.0078378i,-0.04597-0.0043048i,-0.023937-0.020963i,-0.0083622-0.03674i,0.0062808-0.044972i,0.017366-0.039683i,0.017792-0.023291i,0.014757-0.011781i,0.010976-0.010338i,0.0085635-0.012739i,0.0083821-0.012122i,0.0068558-0.012214i,-0.00052913-0.015562i,-0.012408-0.011245i
-0.11129-0.17737i,-0.22191-0.32912i,-0.28851-0.43871i,-0.26173-0.42399i,-0.12194-0.27954i,0.066562-0.10633i,0.19795-0.028078i,0.21256-0.053844i,0.14062-0.10138i,0.046269-0.11445i,-0.020292-0.077018i,-0.035589-0.031032i,-0.025612-0.012364i,-0.020012-0.0040199i,-0.022009-0.0015742i,-0.021454-0.0036174i,-0.0060358-0.0075154i,0.014537-0.015656i,0.017867-0.017845i,0.008465-0.0093865i,0.0042264+0.0047081i,0.011818+0.012399i,0.018678+0.0048085i
0.18956+0.054415i,0.27856+0.081263i,0.23096+0.14317i,0.10278+0.20177i,0.027102+0.17708i,0.0051889+0.063602i,-0.037742-0.040626i,-0.056906-0.056253i,-0.025323-0.026608i,-0.010184+0.0083773i,-0.01239+0.034186i,-0.010495+0.034623i,-0.01206+0.032951i,-0.013169+0.040739i,-0.011084+0.046041i,-0.0011953+0.041732i,0.0041641+0.02408i,-0.0098645+0.011896i,-0.023188+0.015214i,-0.021382+0.019197i,-0.015664+0.014349i,-0.02173+0.0036655i,-0.035091-0.0033678i
-0.017244-0.022469i,-0.044855-0.018096i,-0.091646+0.070772i,-0.060744+0.218i,0.067806+0.24672i,0.13409+0.11482i,0.083028+0.0062261i,-0.010856-0.0041202i,-0.062033+0.023791i,-0.053062+0.014164i,-0.040677-0.029378i,-0.03906-0.037113i,-0.023121-0.010454i,0.002834+0.009953i,0.025914+0.013298i,0.028575+0.003208i,0.011967-0.0039722i,0.0024262-0.0056038i,0.010037-0.0085428i,0.0153-0.01088i,0.007586-0.0056996i,0.0070648+0.0077341i,0.015898+0.015379i
0.23471+0.14061i,0.49004+0.084546i,0.59287-0.20046i,0.38809-0.43266i,0.1226-0.28018i,0.076873+0.04652i,0.1563+0.16586i,0.17013+0.092709i,0.1088+0.025628i,0.063802+0.015301i,0.050674-0.00019108i,0.023685-0.033349i,-0.0024656-0.052345i,-0.0090709-0.060637i,-0.014578-0.054541i,-0.011501-0.030966i,-0.00090419-0.0080427i,0.0046479+0.0094931i,0.0051366+0.016887i,-0.00019273+0.014332i,-0.0094207+0.012373i,-0.014986+0.019583i,-0.008824+0.032043i
-0.25705+0.14973i,-0.3853+0.36043i,-0.30011+0.51988i,-0.09077+0.48248i,-0.010015+0.36026i,-0.0089224+0.3292i,0.044363+0.31122i,0.077502+0.19505i,0.033452+0.055684i,-0.027923-0.0094734i,-0.045452-0.0041128i,-0.032075+0.022149i,-0.029353+0.048193i,-0.040399+0.059576i,-0.05543+0.045673i,-0.064713+0.032817i,-0.048248+0.02397i,-0.02771-0.0012535i,-0.03083-0.019705i,-0.028576-0.013363i,-0.0075751-0.0098927i,0.0060296-0.023649i,0.0073764-0.03789i
-0.1401-0.073569i,-0.28309-0.074147i,-0.32254+0.03077i,-0.17883+0.14511i,0.0018172+0.062664i,0.034414-0.1525i,-0.027111-0.23342i,-0.034864-0.17115i,-0.016185-0.10988i,-0.030672-0.082629i,-0.06688-0.059412i,-0.089931-0.028909i,-0.077597-0.012221i,-0.048971-0.012405i,-0.019573-0.0070022i,0.0069946-0.0084186i,0.017107-0.023898i,0.015656-0.021491i,0.020059-0.0043164i,0.020191+0.0022784i,0.0050454+0.0038852i,-0.018886+0.0182i,-0.033844+0.0391i
-0.062939-0.17679i,0.019662-0.34829i,0.20464-0.50888i,0.30293-0.59053i,0.20144-0.51148i,0.044474-0.27628i,-0.0012449-0.068798i,0.018227-0.0054697i,0.014395-0.049409i,-0.0324-0.096234i,-0.060748-0.095651i,-0.037382-0.082807i,-0.011219-0.047916i,0.0024055+0.026111i,0.0076843+0.086943i,0.0033163+0.11064i,0.010354+0.10141i,0.026415+0.059322i,0.02803+0.012371i,0.014035-0.017096i,0.0017453-0.028585i,0.010407-0.025083i,0.032381-0.015173i
0.11607-0.079432i,0.085528-0.12026i,-0.14793-0.01259i,-0.30604+0.19558i,-0.10001+0.29023i,0.27522+0.11673i,0.43568-0.21339i,0.30123-0.37422i,0.13034-0.2561i,0.085305-0.10926i,0.039041-0.057876i,-0.036123+0.0044865i,-0.043031+0.07316i,0.010407+0.082417i,0.072773+0.056375i,0.097858+0.034355i,0.072841+0.025623i,0.035901+0.034369i,0.025269+0.043799i,0.029277+0.031212i,0.018915+0.017577i,0.0017201+0.020988i,-0.015684+0.021724i
-0.47935+6.7382i,1.5+6.3285i,3.7954+5.3734i,4.3516+2.4314i,3.1674-0.53605i,0.7138-1.8738i,-1.2184-0.99959i,-1.4965+0.33452i,-0.51608+0.82564i,0.62657+0.23767i,0.84737-0.70613i,0.32214-1.2675i,-0.45163-1.7478i,-1.33-2.3177i,-1.654-2.316i,-1.1052-1.399i,-0.4235-0.44978i,-0.3558-0.017636i,-0.70744+0.26211i,-0.70694+0.57495i,-0.19114+0.67702i,0.35234+0.37235i,0.46207-0.12131i
0.13879+0.065275i,0.33482-0.027196i,0.46284-0.20972i,0.36938-0.30114i,0.15117-0.14383i,0.044264+0.13276i,0.10085+0.21387i,0.11814+0.07738i,0.045168-0.016242i,0.025543-0.016289i,0.031928-0.057772i,-0.018053-0.11059i,-0.061967-0.10349i,-0.045373-0.091464i,-0.016833-0.1154i,-0.020412-0.12276i,-0.034275-0.075292i,-0.023917-0.022941i,-0.0036327-0.015263i,0.00093053-0.026827i,-0.0038563-0.019658i,-0.0016572+0.0039646i,0.0023115+0.020484i
-0.47158-0.012892i,-0.80442+0.018351i,-0.82489+0.096742i,-0.45425+0.12366i,-0.023057+0.073134i,0.26494+0.072845i,0.42277+0.094669i,0.43116+0.04376i,0.28946-0.023395i,0.12079-0.027832i,0.047481-0.0026306i,0.040526+0.0047547i,0.052416+0.024342i,0.099567+0.039991i,0.13826+0.0079135i,0.11869-0.027538i,0.068809-0.031477i,0.024594-0.023495i,-0.00024855-0.013191i,-0.0080331-0.00092722i,-0.012887+0.0091932i,-0.025441+0.0099876i,-0.03392+0.0060383i
0.12495-0.20212i,0.15658-0.28075i,0.058807-0.088833i,-0.046907+0.25162i,-0.08157+0.3178i,-0.22675+0.11349i,-0.44114+0.046313i,-0.43507+0.15896i,-0.20951+0.19267i,-0.0079981+0.096562i,0.075096+0.0042059i,0.084944-0.020703i,0.054311-0.014162i,0.014901+0.0050788i,0.010934+0.038159i,0.026829+0.05472i,0.023185+0.05084i,0.018674+0.043481i,0.026959+0.023782i,0.026872+0.0016097i,0.016456-0.0062792i,0.0039935-0.0041593i,-0.0095149+0.0081026i
0.030417+0.048003i,0.074081+0.056342i,0.19661-0.051504i,0.33889-0.23358i,0.30585-0.29262i,0.077594-0.17217i,-0.093536-0.0040822i,-0.070659+0.069422i,-0.0026344+0.029003i,-0.0010772-0.0029637i,0.015742+0.0099729i,0.058392-0.014796i,0.057507-0.047933i,0.035949-0.026523i,0.013963+0.0059286i,-0.012449+0.013685i,-0.022252+0.0076718i,-0.015081-0.0015804i,-0.0065181-0.0085973i,-0.0101-0.012932i,-0.020301-0.011674i,-0.016735-0.0092288i,-0.002131-0.011963i
0.19673+0.011153i,0.31043-0.02384i,0.26472-0.12057i,0.055475-0.20973i,-0.11052-0.1892i,-0.11426-0.080741i,-0.03477+0.012237i,0.044093+0.056098i,0.081292+0.058687i,0.076767+0.050333i,0.056728+0.065074i,0.035252+0.087693i,0.012398+0.08971i,-0.011559+0.074156i,-0.02181+0.062376i,-0.0099736+0.059045i,0.012195+0.054598i,0.024592+0.044749i,0.020875+0.034664i,0.015793+0.029745i,0.014979+0.021446i,0.0064171+0.0045191i,-0.013048-0.0073797i
-0.3707+0.219i,-0.71786+0.45465i,-0.85481+0.66194i,-0.62946+0.68397i,-0.31268+0.42311i,-0.16287+0.021092i,-0.14751-0.22234i,-0.13749-0.22415i,-0.087482-0.12541i,-0.03928-0.047428i,-0.015831-0.018645i,-0.0069623-0.025189i,-0.0046625-0.043387i,-0.00887-0.042045i,-0.022144-0.01898i,-0.039096-0.0050566i,-0.050393-0.011673i,-0.054453-0.023187i,-0.04736-0.023931i,-0.029164-0.016374i,-0.010956-0.01382i,-0.0045449-0.02485i,-0.0051559-0.045885i
0.15181-0.29648i,0.35747-0.63408i,0.53531-0.87805i,0.54974-0.84744i,0.46586-0.62827i,0.34543-0.41624i,0.17987-0.25997i,0.062153-0.10987i,0.058836-0.0040814i,0.092106+0.0065737i,0.07352-0.0051547i,0.042434+0.025938i,0.042148+0.057804i,0.028481+0.058128i,-0.0037109+0.039878i,-0.015692+0.020905i,-0.0027787+0.020869i,0.023207+0.032426i,0.04112+0.02353i,0.028136+0.0011463i,0.0031753-0.0016978i,-0.00010513+0.013995i,0.0051835+0.027591i
-0.11079+0.093223i,-0.25135+0.29656i,-0.35778+0.45927i,-0.34014+0.34811i,-0.28769+0.095467i,-0.24727-0.034058i,-0.15888-0.087685i,-0.094665-0.12743i,-0.091783-0.094831i,-0.085085-0.014532i,-0.046159+0.031676i,0.0013973+0.023897i,0.031292+0.001178i,0.050026-0.010209i,0.053295-0.015776i,0.032808-0.017724i,0.0089397-0.018125i,-0.0090703-0.019963i,-0.022986-0.014394i,-0.026083-0.0025452i,-0.014487+0.00098953i,0.005186-0.012187i,0.022762-0.035962i
0.19962-0.12786i,0.22952-0.26566i,0.036034-0.22988i,-0.1752+0.081034i,-0.17218+0.31971i,-0.087899+0.27215i,-0.065508+0.16642i,-0.048678+0.10982i,-0.022243+0.07109i,0.018281+0.047069i,0.044779+0.01432i,0.019624+0.0067776i,-0.012827+0.018208i,-0.034436-0.0056683i,-0.041459-0.035605i,-0.02623-0.04284i,-0.013382-0.026271i,-0.0031237+0.0022517i,0.01508+0.013409i,0.028647+0.002461i,0.023303-0.010783i,0.0034955-0.0077752i,-0.012434+0.011464i
-0.12754+0.37691i,-0.077219+0.68242i,0.15903+0.67374i,0.2985+0.27284i,0.13932-0.033615i,0.0059532-0.010101i,0.091683+0.014669i,0.13926-0.089908i,0.052778-0.13658i,-0.019776-0.081715i,-0.024967-0.033319i,-0.014204-0.032714i,-0.010225-0.040975i,0.00058916-0.021405i,0.01275+0.011821i,0.019135+0.025526i,0.020317+0.012282i,0.01119-0.0082537i,-0.0039739-0.01482i,-0.016679-0.011293i,-0.018951-0.011078i,-0.012373-0.019689i,-0.0077936-0.034683i
-0.06557-0.17168i,-0.12622-0.36047i,-0.19302-0.46845i,-0.20911-0.373i,-0.11255-0.20374i,-0.0093396-0.12824i,-0.00906-0.091077i,-0.0074673-0.0041817i,0.059467+0.040586i,0.086459+0.0015287i,0.046165-0.015126i,0.017558+0.01558i,0.023975+0.037822i,0.037935+0.025075i,0.03397-0.0094376i,0.012102-0.025892i,-0.003244-0.0094096i,-0.004669+0.015594i,-0.00036348+0.029058i,0.0088053+0.029795i,0.018462+0.029553i,0.024029+0.034973i,0.026019+0.042699i
