-0.0058058-0.00011051i,-0.0048197+0.00057535i,-0.0050969+0.0020446i,-0.0036398+0.0028497i,-0.00088141+0.0025355i,-0.0003534+0.0016737i,-0.00052393+0.00038314i,-7.1739e-05+0.0001463i,-0.00065822+0.00045492i,-0.00051152+0.0013087i,-0.00043277+0.0016709i,0.00034736+0.00093632i,0.00067901-9.7591e-05i,-0.00054211-0.0013546i,-0.00118-0.0018367i,-0.00078051-0.0014888i,-0.0012651-0.00035935i,-0.0015965+4.2472e-05i,-0.00078549-0.00062998i,8.8534e-05-0.00096159i,0.00052989-0.00068764i,0.00025906-0.00060539i,-0.00063983-0.00012659i
0.0001254+0.00069023i,-0.00050571+0.00021576i,-0.0010963-0.00049375i,-0.0014014-9.1318e-05i,-0.0015749+0.00052967i,-0.0011298+0.00054222i,-0.00014604+0.0011629i,0.00063432+0.00099742i,0.0014142+0.00062244i,0.001614+0.00060761i,0.00085493+0.00021582i,0.00016318-0.00068591i,5.2764e-05-0.00017973i,0.00028766+0.00099437i,-0.00056414+0.00040558i,-0.0014833-0.00045438i,-0.00055818-0.00047214i,0.00021587-0.00055984i,-0.00011864-0.00071625i,-9.4591e-05-0.00024569i,-0.00014934+0.0011192i,-0.00032011+0.0015625i,-0.00024737+0.00063831i
0.0011823-0.00075755i,0.00057008-0.00057604i,0.00084685-0.00037858i,0.0017354-0.00055424i,0.00066499-0.0004417i,-0.00073395+9.7011e-05i,-0.00066479-3.1594e-05i,0.00055747-9.7241e-05i,0.0014543+0.00041944i,0.001018+8.7746e-05i,0.00012673-0.00074066i,9.0393e-05-0.00080949i,0.00034077-0.00056581i,0.00021185-8.5163e-05i,-3.4148e-05-6.0206e-05i,-3.6428e-05-0.00069793i,-0.00016224-0.00046414i,-0.00011378+3.1783e-06i,8.8522e-05-0.00010855i,-0.000108+1.8049e-05i,-0.00057171-0.0001173i,-0.00069676-0.00072075i,0.00015415-0.0011863i
-0.00017589-0.00048024i,-8.6559e-05+3.0241e-05i,-8.3773e-05-0.00031272i,0.0004998-0.00011628i,-0.00019259+0.00061535i,-0.0014613+0.00073727i,-0.00084086+0.00077104i,-0.00053812+0.0011459i,-0.00073955+0.00092314i,-0.00029834+0.0007086i,7.3195e-05+0.00051946i,0.00043318-0.00015532i,0.00091091-0.001057i,0.0007672-0.00092625i,-0.0002745-0.0003298i,7.6577e-05-0.00040278i,0.00026873+0.00020515i,-0.00062906+0.00085745i,-0.00028007+0.00031286i,-6.8431e-05+1.188e-05i,4.9577e-05-2.59e-05i,0.00015087-4.6791e-05i,-0.00021486-0.00025657i
-0.0001068-0.00076396i,-0.0016966-0.0009364i,-0.0025943-0.0010861i,-0.0022471-0.0014299i,-0.0016038-0.00075416i,-0.0013446-0.00019917i,-0.0010216-0.00039467i,0.00013608-0.00014785i,0.00091951+0.00035995i,0.00073807+0.00085895i,1.4806e-05+0.0013871i,-0.00051894+0.00096912i,-0.00015974+0.0005068i,0.00067541+0.00050522i,0.00068503+0.00047835i,7.9462e-05+2.1162e-05i,-8.2258e-05-0.00071262i,-4.541e-05-0.00092478i,-0.00025259-0.0012184i,-0.00023973-0.0012121i,-0.0008166-0.00043207i,-0.00093306+0.00041256i,-0.00014545+0.0008563i
0.0012047+0.00040184i,0.0012529-0.00063871i,0.0022978-0.0009717i,0.0023842-0.00062985i,0.00018407-0.00050011i,-0.0008635-0.00038447i,-0.00073923-8.8986e-06i,-0.00039002+0.00028364i,0.00041579+0.0011868i,0.00070461+0.0015411i,0.00035283+0.00078871i,-0.00036038+0.00020743i,-0.00052631+1.0539e-05i,-0.00051432-2.0103e-05i,-0.00035509+2.7075e-05i,0.00027008-0.00031394i,0.00061448-0.00023288i,8.8213e-05+3.0907e-05i,-0.00040057-0.00055824i,-0.00076275-0.0016619i,-0.0011563-0.0010516i,-0.00075198-6.5618e-05i,-0.00017939-0.00033069i
0.0001576-0.00075186i,9.3374e-05-0.0010274i,-0.00053339-0.00030135i,-0.00098329+0.0010702i,-0.0011087+0.00021289i,-0.00060752-0.00069651i,-2.509e-05-6.767e-05i,0.00014057+0.00043784i,0.0002263+0.00045811i,-2.6198e-06+0.000704i,-0.0005197+0.0010731i,-0.00047599+0.0004807i,-0.0006218+0.00036012i,-0.00043162+0.00071511i,-0.00024466-0.0001555i,-0.00068926-0.00049165i,-0.00015384+0.00033431i,0.00054162+0.00034842i,-4.0662e-05-0.00052845i,-0.00086423-0.00045824i,-0.00097953-0.0010179i,-0.00049346-0.001054i,-0.00017267-0.00055345i
-8.8929e-05+0.0017258i,-0.00033727+0.00087323i,-0.00077477+0.00020743i,-0.00085136-1.302e-05i,-0.00088334-0.00028247i,-0.00092906+9.8399e-05i,-0.00021339+0.00077451i,0.00053222+0.00084337i,0.00049842+0.0006229i,0.00015929+9.3995e-05i,0.00066497-0.00042163i,0.00024826-0.00039218i,-0.00062482-0.00028771i,-0.0004407-0.00062293i,4.6547e-05-0.00046059i,-0.00042104+0.00019539i,-0.00060463+0.00042231i,0.0006436+0.00013482i,0.00070038-8.9936e-05i,-0.00020534-0.00077556i,-0.00056757-0.0009871i,-0.00038664-0.00032392i,-2.2096e-05-0.00033727i
-0.00037538+0.0018556i,0.0010653+0.0024523i,0.0019766+0.0030516i,0.0022528+0.0015506i,0.00091528-0.00048323i,-0.00067447-0.00067933i,-0.0009185+3.9139e-05i,-0.00017446+0.00074488i,0.00107+0.0016551i,0.0010913+0.0022607i,0.00050603+0.0015017i,0.0003993+0.00052797i,-0.00017631+0.00025926i,-0.00038264+0.00061854i,-0.00038201+0.00086036i,-0.00058564+0.00034088i,-0.00041921+0.00038816i,-0.00039651+0.00085725i,-0.0007699+0.00081351i,-0.00011546+0.00030757i,0.00066208-0.00015381i,0.00023755+2.3628e-06i,-0.00031716+0.0003514i
-0.002022-0.00071819i,-0.0018689-0.0010684i,-0.0021261-0.0011486i,-0.0025369-0.00018066i,-0.0021776+0.00096314i,-1.1508e-05+0.00099011i,0.0014323+0.00030137i,0.0010563-0.00016882i,0.00042527-0.00034406i,-9.8255e-05+5.2556e-05i,-0.00031625+0.00030399i,0.00012537+0.00029067i,0.00067386+0.00039239i,0.00022652+0.00035865i,-9.1093e-05-0.00037016i,0.00011086-0.00106i,0.00032598-0.00069032i,-0.00030465-0.00078815i,-0.00083832-0.0010001i,-0.00042194-0.0010134i,0.00014958-0.00051549i,0.00046266+0.00079047i,0.00016419+0.00069442i
0.0014263-0.002428i,0.00063725-0.0032115i,-0.00083761-0.0040142i,-0.002196-0.0033819i,-0.0032123-0.0021204i,-0.0025087-0.0010049i,-0.00019006+8.9891e-05i,0.00024427+0.00069347i,-0.00034898+0.00066964i,6.4661e-05+0.00094767i,0.00038183+0.0014513i,0.00043474+0.0016248i,0.00055415+0.0013541i,0.00041786+0.00047213i,0.00087446-8.1246e-05i,0.00075437-0.00059014i,0.00058111-0.00085595i,0.00063304-0.00064285i,0.0010009-0.00028466i,0.00083758+0.00014729i,0.00015658+4.3408e-05i,-0.00052384-0.00046411i,-0.0012098-0.00050671i
-0.00050472+0.0019858i,-0.00027393+0.0027478i,-0.00047215+0.0022947i,-0.00016918-4.8916e-05i,-0.00035801-0.00087912i,-0.00056436-0.00023865i,0.00030865+6.7317e-06i,0.00086569-0.00017976i,0.0010323-0.00014632i,0.0011202+0.00016427i,0.0010966+0.00015585i,0.0010309-0.00018112i,0.00086205-0.00038412i,0.00052375-1.341e-05i,5.0925e-05-0.00010038i,-5.8815e-06+0.00012915i,-0.0001097+0.00086543i,-9.2763e-05+0.0007453i,-0.00015319+0.00015683i,-0.00078339+0.00032874i,-0.001104-0.00026344i,-0.00068195-0.00062245i,-0.00028114+0.00028043i
0.00076364-5.2652e-05i,0.00022608-0.0013213i,6.3547e-05-0.0017327i,0.00022511-0.0017492i,-0.00050761-0.0010452i,-0.0011323+0.00036715i,-0.00027329+0.0012655i,0.00080581+0.0014093i,0.0010625+0.0015559i,0.00021808+0.0018404i,-0.00021938+0.00098271i,-0.00026459-0.00011786i,-4.9829e-05+0.00011306i,0.0012247+0.0006236i,0.001304-0.00022589i,-5.4102e-05-0.00069397i,-0.00014123-0.00064909i,0.00033138+8.2289e-05i,-0.000238-4.0054e-06i,-0.00078172-0.00067492i,-0.00086082-0.0005816i,-0.00082828-4.5663e-05i,-0.00097247-0.00025173i
0.000975-0.0021801i,0.0013843-0.0018855i,0.0018864-0.0019989i,0.00094886-0.0016225i,-7.9809e-05-0.000242i,0.00029374+0.0012129i,0.00048309+0.0011719i,0.0010067+0.00067099i,0.001152+0.0011066i,0.00016807+0.0010608i,0.00017604+4.8627e-05i,0.00023992+0.00010004i,0.00017548+0.00048888i,0.00086414+0.00033358i,0.00068551+0.00026867i,0.00048429+0.00014263i,0.00064612-0.00050109i,0.00030914-0.0014357i,-0.00071287-0.0020957i,-0.0009888-0.001386i,-0.00039354-0.00082395i,-0.00095768-0.00083965i,-0.0014076-0.0006945i
0.00054688-3.013e-05i,-0.00023661+0.0012502i,-0.0018878+0.001723i,-0.002287+0.00092083i,-0.0019114+0.00020624i,-0.0019608+0.0010777i,-0.00087556+0.0018705i,0.00072878+0.0017084i,0.00098895+0.0014692i,0.00011667+0.0016921i,-0.0008939+0.0011296i,-0.00064633+8.0512e-05i,0.00030534+0.0003262i,0.00084673+0.00039234i,0.0011698-0.00034832i,0.00049773-0.00064235i,-0.0007645+8.3537e-05i,-0.00073967+0.00014878i,5.9997e-05-0.00087972i,0.00040756-0.00098738i,0.00041123-0.0005901i,2.7098e-05-0.0012277i,0.00029582-0.00094264i
-0.0025328-0.0013695i,-0.0032735-0.001556i,-0.0027858-0.0016803i,-0.0017509-0.0023958i,-0.00061697-0.0021368i,0.00041353-0.0011476i,0.00076363-0.0004833i,0.00052505+0.00016856i,0.00019669+0.00096231i,0.00024068+0.0012694i,0.00047132+0.0006948i,0.00083728+0.00047281i,-1.6379e-05+0.00035881i,-0.00061996+0.00016065i,4.0605e-05+6.173e-05i,8.8022e-05-0.00015623i,-0.00011779-0.00069964i,-0.00019394-0.0010558i,-0.00014567-0.00072787i,9.5384e-05+0.00078143i,-0.0002764+0.0011878i,-0.00055398+0.00010339i,8.0485e-05-0.00021045i
-0.00075538-0.00019859i,-0.0010026+0.0010362i,-0.0011946+0.0013595i,-0.00060351+0.0010076i,-0.00017283+0.00075439i,0.00027768+0.00029318i,-0.00012973-0.00019001i,-1.3846e-05-0.00012354i,0.0007037+0.0004142i,0.00032433+0.00093024i,-0.00012604+0.00073292i,0.00010318+0.00082297i,-0.00030653+0.00061053i,-0.00067245+0.00013883i,-0.00068069+0.00020582i,-0.00058022-9.8548e-05i,2.6038e-06-0.00071954i,0.00032799-0.00074736i,0.00018203-0.0012285i,0.00048207-0.0014717i,0.00021721-0.00072706i,-0.00066631-0.00079449i,-0.00028229-0.00050595i
-0.0016804+0.0011281i,-0.0016265+0.0031767i,-0.001316+0.0029806i,-0.0011291+0.0019082i,-0.00094712+0.0012382i,-0.00037852+4.1614e-05i,-0.00026246-0.00061536i,-0.00026211-0.00046314i,-0.00010131-2.9138e-05i,0.00023554+0.00079215i,0.00017764+0.0010655i,0.00012831+0.0003706i,0.00014448-0.00043608i,-3.6608e-05+0.00020714i,-0.00043912+6.7863e-05i,-0.00053364-0.0009567i,-0.00039872-0.0011087i,-0.00035951-0.00093363i,-0.00011304-0.00055177i,1.6403e-05-0.00079549i,-0.00056845-0.00072694i,-0.0012638-3.9827e-05i,-0.0011128+0.00028909i
0.00094864+0.0013584i,0.0017278+0.0015229i,0.0020621+0.0010747i,0.0011319+0.00040881i,7.2331e-05+0.0002611i,-0.00018701+0.00015845i,0.00069277-0.00017864i,0.0012445+0.00053636i,0.0010027+0.0010438i,0.00071117+0.00089819i,0.00084317+0.00075788i,0.00081219+0.0001065i,0.00028042-0.00010665i,-7.7911e-05+0.00042874i,-0.00046053+0.00042695i,-0.00029721+0.00029878i,-1.5175e-06+2.7945e-05i,0.00031923+0.00020598i,0.0011911+0.00057424i,0.00041848+0.00033218i,-0.0001381-0.000322i,0.000247-0.00045522i,0.00017958-0.00053233i
-0.001429+0.00031609i,-0.00082111-0.00062437i,-0.00023753-0.00062078i,-0.00052165-0.00088306i,-0.0004457-0.0014077i,-3.0006e-05-0.00071078i,0.00023686-0.00072266i,0.00055761-0.00071519i,0.0013083-0.0002953i,0.0010711-4.9187e-05i,0.0001527+0.00033733i,0.00053622+0.0002431i,0.00089228-0.00051315i,0.00030474-0.00089785i,8.3806e-05-0.00065118i,5.468e-05-0.00076355i,0.00023767-0.0011729i,0.00034458-0.00067223i,-0.00011285-0.00027204i,-0.00045782-0.00029943i,-0.00071564-3.7571e-05i,-0.0011117+2.1461e-05i,-0.00089038-0.00026699i
0.001428-0.00075741i,0.0005707-0.0002014i,0.0010384-0.00042628i,0.0011328-0.0004506i,-3.0904e-05-8.8878e-05i,-0.00078186+0.00024833i,-0.00044329+0.00059126i,2.3932e-05+0.00023312i,0.00024345+0.00048415i,0.00049214+0.001018i,0.00046804+0.00041399i,5.585e-05+0.00024119i,-0.00050675+0.00056038i,-0.00031391+0.00016624i,0.00071563-0.0001204i,0.0010155+0.00027335i,0.00018244-0.00019845i,0.00036458-0.00051998i,-0.00012935+0.00032035i,-0.0010434+0.00012139i,-0.00056631-0.00040674i,-0.00012665-5.2885e-05i,0.00031969+0.00039755i
0.00022265+7.5329e-05i,0.00040489+0.0011896i,-0.00020438+0.0011854i,-0.00052034-8.7331e-05i,-0.0004414-0.00099777i,-0.00036185-0.0012456i,5.1647e-05-0.00061726i,0.00036612+3.2274e-05i,0.00055829+0.0004201i,0.00060659+0.00050289i,0.00037971+0.00057528i,0.00018893+0.00050712i,0.00023013+0.00034772i,0.00015665-0.00023129i,-0.00012073-0.00055199i,-0.0006644-0.00029629i,-0.00068449+0.00017505i,0.00053382+0.00015239i,0.0004041-7.7467e-05i,-0.00033824-0.00024878i,-0.00078587-0.00072527i,-0.00064598-0.00052618i,8.9365e-05-0.00020232i
-5.9714e-05+0.00042371i,-0.00019566+0.00056308i,-0.00022551-0.00046495i,-0.00099502-0.00052557i,-0.0014957-0.00085461i,-0.0015616-0.00099893i,-0.0012546-0.00028736i,-0.00034227-0.00026909i,0.00033377-0.00019022i,-0.00024408+0.001223i,-0.00026821+0.0013971i,0.0002428+0.00049074i,0.00033115-2.7874e-05i,0.00028546-0.00030764i,0.00036956+0.00032813i,-8.9783e-05+0.001168i,-0.0001716+0.001383i,0.00033957+0.00083675i,0.00055234+0.00026131i,0.0004361-2.6075e-05i,-1.4813e-05-0.0006851i,0.00021861-0.00043105i,0.00091133-1.0984e-05i
-0.00052546-0.0004433i,-0.0015849-0.00074911i,-0.003431-0.0012043i,-0.0035117-0.00053099i,-0.0027915+2.0028e-05i,-0.0010697-0.00030363i,0.00027807-0.00043259i,0.00052924+0.00044599i,0.00033376+0.0013467i,-0.00010597+0.0015469i,-0.00063945+0.0013048i,-0.00059519+0.00070901i,-0.00055748+7.8988e-05i,-0.00029694+0.00026619i,8.545e-05+0.00046291i,-1.3331e-05+0.00038511i,-0.00042677+0.00057087i,-0.00075829+0.00072236i,-0.00056303+0.00035934i,-7.4651e-05-0.0011975i,0.00020593-0.0012783i,-0.00079799-6.8955e-05i,-0.0011111+0.00056823i
0.00047212-0.00023224i,0.00096731-0.00018045i,0.0014253-0.0005098i,0.00033822-0.0014227i,-0.00097653-0.0015224i,-0.0014334-0.00078519i,-0.00045135-0.00012868i,0.00096539+0.00056435i,0.001134+0.0013607i,0.0012193+0.0014923i,0.0013374+0.00075406i,0.0012714+0.00023047i,0.00076338+0.00040033i,0.0002089+0.00028022i,-0.0002081-0.00063005i,-6.1043e-05-7.7315e-05i,8.3538e-05+0.00068801i,-0.00018609+0.00047877i,-0.00049664+0.001097i,-0.00023322+0.0012437i,0.0003332-0.00016567i,0.00059652-0.00031945i,0.00033748+0.00010152i
0.0016269-0.00011724i,0.0018127+0.0001187i,0.0015088-2.097e-05i,0.00035276-0.00012783i,-0.00065532-0.00072566i,-0.00010506-1.0773e-05i,0.00039064+0.00090469i,0.00057621+0.0009087i,0.00079314+0.0007949i,0.0010567+0.00018382i,0.001249+0.00016334i,0.0002749+0.00060364i,-0.00055982+0.00023411i,-0.00016748-0.00049177i,-0.00046176-0.00097999i,-0.00076502-0.0012432i,0.00025573-0.00058583i,0.0010107+0.00010346i,0.00081788+0.00013303i,0.00014587+7.7962e-05i,-0.00064454-0.00040314i,-0.00095628-0.0011936i,-0.00051165-0.00088955i
-0.0024282-0.00028428i,-0.0021006+0.00031633i,-0.0024595+0.00013348i,-0.0023884+0.0004243i,-0.0019204+0.00011847i,-0.00068193+0.00018536i,0.00042549+0.0012181i,0.00064224+0.00083553i,0.00063848+0.00019575i,0.00035627+0.00050069i,-3.239e-05+0.00049653i,-0.00013772+3.9351e-05i,-0.00027773-0.0013853i,3.2715e-05-0.0022355i,0.00028013-0.0011506i,-0.00066607+0.00046903i,-0.0014353+0.0012133i,-0.00096433+0.00019407i,-0.00068475-0.00051464i,-0.00022581+0.00015492i,-4.4806e-05+0.00017535i,-0.00074863-0.000142i,-0.00068617+0.00026803i
-0.00036613+0.00025745i,-0.00016903+0.0001878i,-0.00036551-0.00052591i,-0.00051569-0.00073962i,-0.00094032+0.00012801i,-0.0011984+9.203e-05i,-0.00058233+0.00025769i,0.00043417+4.331e-05i,0.00104-0.00027198i,0.0010888-0.00015936i,0.00098691-0.00038652i,0.00037816-0.00072905i,-8.0363e-05-0.0013955i,-0.00020237-0.0012722i,-0.00045555-0.00043471i,-0.00018437-3.1583e-06i,-0.0004685+0.00064372i,-0.00063906+0.00032257i,8.7604e-05+8.6434e-05i,9.0441e-05+0.00071313i,0.00036635+0.00070932i,9.4957e-05+0.00013344i,-0.00036787-0.00016477i
0.00019438+0.00021746i,0.0011473+0.00076172i,0.0017142+0.00077281i,0.0001811-0.00034403i,-0.00029989-0.00088511i,-0.00025928-0.00032719i,0.00048264+0.00081216i,0.0019999+0.0004108i,0.0030939-0.00020401i,0.0031766+0.00018425i,0.0020099-0.00017328i,0.00097284-0.0007762i,-0.00010852-0.0009295i,-0.00074444-0.0010487i,-0.00098338-0.00074771i,-0.0014478+7.7613e-05i,-0.00099346+0.00037583i,4.286e-05+0.00024731i,-0.00022706+0.000428i,-0.001109-4.2593e-05i,-0.00085924-0.00032309i,-0.00028071+0.00056015i,-0.00039888+0.0010647i
0.0012524-0.00027271i,0.0010205-3.7794e-05i,0.0010567+0.00070882i,0.00097778+0.00068202i,0.00027913+0.00039162i,-0.0012158+0.00092927i,-0.00037846+0.0029674i,0.0031017+0.0048656i,0.0055288+0.0038525i,0.0057747+0.0014209i,0.0046406-0.000223i,0.0027255-0.0017176i,0.001711-0.0026365i,0.0010779-0.0019717i,-0.00035803-0.00023419i,-0.001231+0.00055916i,-0.0011737+0.00080075i,-0.001017+0.00077474i,-0.00067652+0.00059913i,-0.00027972+0.00041426i,-0.00010398-4.0234e-05i,-0.00027798+7.3213e-05i,-0.0011217+0.00045682i
0.00056521-0.00071994i,-0.0014989-0.00074182i,-0.0030526-0.0011779i,-0.0020383-0.0011932i,-0.0013354-0.001143i,-0.0013604-0.0015613i,-0.00079437-0.0018386i,-0.0010653-0.0016482i,-0.0027515-0.00055423i,-0.0031253+0.0011093i,-0.002316+0.0018497i,-0.0013452+0.002424i,-0.00039739+0.0025136i,-5.2777e-06+0.0012706i,0.00020561-0.00024753i,0.00068201-0.00088155i,0.00016015-0.00074056i,-0.0004744-0.00017962i,0.00035044+0.00036532i,0.00090472+0.00034695i,0.00026798-7.8812e-06i,0.00011427-0.00056898i,-0.00026751-0.00020373i
0.000231-0.00053052i,0.00028034-0.00023969i,4.5175e-05-0.0016173i,-0.00035645-0.0017644i,-0.00062825-0.0012054i,-0.00095587-0.00066681i,-0.0014449-0.00073377i,-0.0014024-0.0014869i,-0.00019554-0.00076433i,0.00025046+2.7617e-05i,-0.00035925+8.5308e-05i,-0.00049153+0.0005166i,-0.00031187+0.0012149i,5.3835e-05+0.00080226i,0.00032177-0.00039966i,0.00012984-0.0009872i,0.0004068-0.00078459i,0.00027886-0.00043692i,-0.00027078-0.0001484i,-0.0003929-0.0006028i,-0.00086293-0.00062762i,-0.0013069+2.4646e-05i,-0.00069406-0.00036903i
-0.00084417+0.00063577i,-0.00039203+0.00076479i,-0.0002766+0.00038979i,-3.7704e-05-0.00019762i,-0.00085422-0.00030701i,-0.0012315+0.00049817i,-0.00055995+0.00083056i,-0.00045107+0.00034461i,-0.00084135-2.8021e-05i,-0.00067875+0.00036812i,2.8258e-05+0.00055205i,-0.00021773+0.00044134i,-0.00081582+0.00061753i,-0.00077157+0.00075032i,-0.00026558+0.00050216i,0.00036999-0.00011138i,0.00063359-0.00011657i,0.0007843-0.00011525i,0.00025159-0.00086286i,-0.00045857-0.0012512i,-0.000875-0.00082167i,-0.00084804-0.00058689i,-0.00033254-0.00053407i
-0.00023107-0.0013894i,-8.2938e-05-0.00056005i,-0.00076848+0.0002273i,-0.0010962+0.00032904i,-0.0016377-0.0004034i,-0.001027+3.3363e-05i,-0.00057951+0.00072324i,-0.0013629+0.0009337i,-0.0014856+0.0013768i,-0.0012683+0.0010106i,-0.00045038+0.00078165i,0.00034716+0.00069122i,0.00030902+0.00065753i,-0.00019023+0.00062324i,0.00023641-7.3312e-05i,0.00018413-0.00039464i,-0.0002522-0.00050117i,-0.0002901-0.0010703i,-0.00071143-0.0010033i,-0.00028125+0.00011613i,-0.00011517+0.00029237i,-0.00077351-0.00073417i,-0.0003701-0.00099792i
0.00058911-0.00044307i,0.00094481-0.0012185i,0.00034167-0.00093545i,-0.00040534+0.00047607i,-0.00017235+0.0011227i,0.0002796+0.00053712i,0.00042507+5.1409e-05i,3.7813e-05+0.00051793i,-8.4914e-05+0.00053697i,-0.00018315+0.00039288i,-0.00038757+7.993e-05i,-0.00051216+0.00028103i,-0.00066453+0.00094577i,-0.00065492+0.0011368i,-0.00014985+0.00087832i,2.4217e-05+0.00071783i,-0.00011847+0.00028334i,-7.3494e-05-0.00010911i,0.00055899-0.00029329i,0.0011275-0.00090055i,0.00060147-0.00025049i,-0.00045838+0.00052396i,-0.00030864-9.2026e-05i
0.0017095+0.0013759i,0.0019163+0.00015705i,0.0016406-0.0011348i,0.0014299-0.0017825i,0.00081453-0.0021412i,-0.00095415-0.0015202i,-0.0013426-0.00013753i,-0.0002861+8.4484e-05i,0.00057122+9.6696e-05i,0.0010767+0.00011902i,0.0008754+2.1904e-06i,0.00056709+0.00030452i,0.00079881+0.0012363i,0.00091109+0.0013874i,0.00015888+0.00022019i,-0.0013729-0.00012794i,-0.0014072-0.00017478i,-0.00065681-0.00010565i,-0.00052124-5.9804e-05i,-0.00087858-0.00054562i,-0.0008088-0.00074159i,-0.00047439-4.2095e-05i,-0.00082174-0.00011192i
0.0011135-0.00068988i,0.0010619-0.00084435i,0.00039335-0.00063469i,-0.00058541-0.00081912i,-0.0021179-0.0013938i,-0.0018522-0.00156i,0.0004946-0.00060426i,0.0013528+2.7059e-05i,0.00042325+0.00061268i,-0.00050202+0.0015986i,-0.00091443+0.0012835i,-0.00053211+0.0012894i,0.00069524+0.0010376i,0.0011182-9.1599e-05i,0.00057981-0.00067887i,-0.00022393-0.00078508i,-0.00027508-0.001315i,0.0001971-0.0015183i,0.00045358-0.0012982i,0.00029681-0.0007391i,-3.8358e-05+0.00021168i,0.00022337+0.00073601i,1.1223e-05+0.00050036i
-0.001392+0.00072559i,-0.0010992+0.00066638i,-0.00070424+0.00012213i,-0.00054212-0.00033592i,-0.00084445+2.2787e-05i,-0.001161-4.9622e-05i,-0.0011876+0.00010609i,-0.0012579+0.00032531i,-0.00082281+0.00053023i,-0.00023937+0.0012976i,-0.00035367+0.001343i,-0.00056071+8.1834e-05i,-0.00046564-0.00044971i,1.7585e-05+0.00040995i,-0.00020017+0.00078171i,-0.00039981+0.00051097i,-0.00057981+0.00066267i,-7.2473e-05+0.00044683i,0.00033629-0.00031259i,-1.018e-06-0.00098608i,0.0010348-0.00069607i,0.0013422+0.00042208i,0.00052212+0.00069635i
-0.0014058-0.0014024i,-0.001676-0.00060572i,-0.0022203-0.00035611i,-0.0024869+0.00040808i,-0.0025153+0.00082531i,-0.00132+0.00052836i,-0.00028196+0.00013264i,-0.00047249+0.00029304i,-0.00048386+0.00076916i,-0.00021148+0.0015023i,0.0001101+0.0018648i,0.00082968+0.0010796i,0.00050408+0.00051816i,-0.00066674-0.00042169i,-0.0012142-0.0011027i,-0.00067014-0.00085601i,-0.00029711-0.0010682i,-0.00023201-0.00085876i,-0.00080257-0.00019353i,-0.0018418-0.0001538i,-0.0017006-0.00031391i,-7.766e-05+6.9035e-05i,0.00083472+0.00029958i
0.00055732+0.0006363i,0.0012005+0.0004107i,0.0018235+0.0002249i,0.0006651-0.00086081i,0.00045182-0.0013619i,0.00069234-0.00043023i,-0.00017697+0.00011449i,-0.00076036+0.00074866i,-0.00040642+0.00086736i,0.00019471+0.00050406i,0.00067445+0.00089157i,0.001017+0.001018i,0.00061191+0.00033698i,0.00025363+8.6867e-05i,-0.00019906+3.6533e-05i,-9.767e-05+0.00030989i,0.00041358+0.00096678i,0.0009546+0.0011371i,0.00026049+0.00072827i,-0.00027257+0.00012132i,-0.0010517-0.00014986i,-0.0015529-0.00063149i,6.1437e-05-0.00060722i
9.9138e-05+0.00024068i,-0.00039124+0.00025024i,-0.00045936-0.00043035i,-0.00054455-0.0014572i,-0.00094189-0.0014147i,-0.0014573-0.00091077i,-0.0010502-0.00039824i,-0.00066851+3.6187e-05i,-0.00061188+0.00011533i,0.00019385-7.6521e-05i,0.00046972+0.00063175i,-0.00015446+0.000908i,-0.00042651+0.00031302i,-0.00032299+0.0002294i,8.681e-05+0.00049886i,0.00025538+0.00047293i,-8.751e-05+0.00040384i,0.00015213+9.7303e-05i,0.00010582+0.0001881i,-0.00034399+0.00049828i,-0.00071256-0.00054775i,-0.0010305-0.0011109i,-0.00022676-0.00026104i
0.0011604+0.0019329i,0.0015938+0.0014256i,0.002227+0.00052964i,0.0019593-0.0010908i,0.00044315-0.0018225i,-0.00092082-0.00074767i,-0.0011167-0.00013848i,-0.0009318+0.00040081i,0.00024756+0.001028i,0.0011527+0.0011508i,0.00079948+0.00025477i,0.00010402-1.7211e-05i,-0.00067516-5.2668e-06i,-0.00052485+0.00023839i,-0.00063184+0.00059866i,-0.00023465+0.00010689i,0.00047455+0.00046484i,0.00063355+0.00029682i,0.00045832+9.1085e-05i,-0.00048032-0.00018929i,-0.00078896-0.001282i,-0.00027114-0.0016397i,-0.00054648-0.0010296i
-0.000387+0.00036318i,0.00071614+0.00082548i,-2.8885e-05+0.0011698i,-0.0017356+0.00072281i,-0.0011938+1.7985e-05i,0.00023667-0.00059497i,0.00067686-0.00022874i,0.00091677+0.0002992i,0.0010135+0.00066404i,4.5999e-05+0.0010426i,-0.00033869+0.001319i,-9.8306e-05+0.00043712i,0.00024267+0.00013433i,0.00057035+0.00028812i,0.0006082-1.8399e-05i,0.00034879+0.00053634i,-0.00017137+0.0003401i,-0.00030849-0.00015013i,-0.00039201-0.00028155i,0.0003308-0.00016791i,0.00057769+0.00013317i,0.000169+0.00044123i,8.1949e-05+0.00072492i
