-0.0058058-0.00011051i,-0.0048197+0.00057535i,-0.0050969+0.0020446i,-0.0036398+0.0028497i,-0.00088141+0.0025355i,-0.0003534+0.0016737i,-0.00052393+0.00038314i,-7.1739e-05+0.0001463i,-0.00065822+0.00045492i,-0.00051152+0.0013087i,-0.00043277+0.0016709i,0.00034736+0.00093632i,0.00067901-9.7591e-05i,-0.00054211-0.0013546i,-0.00118-0.0018367i,-0.00078051-0.0014888i,-0.0012651-0.00035935i,-0.0015965+4.2472e-05i,-0.00078549-0.00062998i,8.8534e-05-0.00096159i,0.00052989-0.00068764i,0.00025906-0.00060539i,-0.00063983-0.00012659i
-0.0007145-0.0011431i,-0.00091407-0.00044524i,-0.00052102+0.0010096i,-0.00050471+0.0011503i,-0.0011075+0.0015076i,-0.0010706+0.0013723i,-0.00051971+0.00044021i,-0.00030547-0.00035024i,7.7167e-05-0.0002504i,0.00037747+0.0003292i,0.00045766+0.00084353i,0.00022064+0.00062094i,-0.00030464+0.00026111i,0.00032441+0.00040765i,0.0010743+0.00026645i,0.00034412+0.00043493i,-8.5534e-05+0.00027046i,-0.00043892-4.8798e-05i,-0.00077634+0.00023962i,-0.0002744-7.5238e-05i,0.00011537-0.00040496i,-0.00031661-0.00095172i,-0.00087017-0.00087652i
-0.0013842-0.001723i,-0.002505-0.00042717i,-0.002622+7.326e-05i,-0.0026831-0.00098098i,-0.0018135-0.00052879i,-0.00027755+0.00073577i,0.00017833+0.00019343i,0.00073415+8.403e-05i,0.00070208-7.9647e-05i,-5.0978e-05-0.00014086i,-0.00035632+0.00059133i,-1.1043e-05+0.0005152i,0.00015509+0.00045276i,-0.00043813-2.0859e-05i,-0.00034838-0.0010505i,-0.00060288-0.00075362i,-0.0014547-0.00028814i,-0.0010968-0.0002922i,-0.00037495-0.00056914i,0.00018121-0.00045934i,0.0002621-0.00059846i,-0.00027259-0.0008303i,-0.00011538-0.0010453i
0.0012015+4.1743e-05i,0.0015175-0.00037331i,0.00086001-0.00021647i,-0.00046089-9.2773e-06i,-0.00042209+0.0005912i,-1.8519e-05+0.0012032i,-0.00030268+0.0014024i,-0.00011451+0.0013492i,-4.3746e-05+0.0010551i,-7.5488e-05+0.001099i,2.9567e-05+0.0020569i,0.00058933+0.0019168i,0.00029802+0.0013107i,-0.00031137+0.00068608i,-2.5834e-05-3.6e-05i,0.00017566-0.00045511i,0.0003147-0.00087864i,-7.647e-05-0.00068638i,-0.00036432-2.8435e-05i,-0.00016072+0.00054087i,-0.00021079+0.00062605i,-0.00048648+0.0002367i,-0.00038111-0.00015091i
-0.00013869+0.00022965i,-0.00037823+0.00018974i,-0.0001591-0.00062389i,-6.1569e-05-0.00116i,-0.00042154-0.0012406i,-0.00086598-0.001092i,-0.00052358-0.0010332i,-0.00026591-0.0005735i,-0.00084302+0.00027363i,-0.00023804+0.00065213i,0.00063975+0.0010511i,0.00079921+0.00044019i,0.0004636-0.00054692i,-0.00031838-0.000423i,-0.00062704+0.00059019i,9.1872e-05+0.00094041i,0.0006839+0.00051705i,0.00077609+0.00011029i,0.0010816-0.00017824i,0.00048756-0.00024821i,-0.0007828-0.00043406i,-0.001485-0.00030251i,-0.0010116+3.5681e-05i
0.00067219+0.0003839i,-0.00029856-0.00020927i,-0.00036826-0.00027815i,0.0002716-0.00072465i,2.3621e-05-0.0010101i,-0.00051094-0.00037086i,-0.0013105+1.4127e-05i,-0.0011553-0.0003175i,0.00070429+0.00061497i,0.00028009+0.001442i,-0.00031893+0.00091802i,0.00055771+9.7234e-05i,0.00029753+8.7763e-05i,-0.00055936-3.4594e-05i,-0.00061467-0.00020958i,0.00014655+1.5105e-05i,0.00070102-0.00037113i,0.0010218-0.00055834i,0.001062-7.6743e-05i,0.00056287-0.00038003i,0.00032616-0.0011481i,0.00075582-0.00092764i,0.0013627-0.00083933i
0.0011323-0.0013012i,0.0009711-0.00058991i,-0.00015886-0.0001311i,-0.0018417-0.00037721i,-0.0021044+6.7447e-05i,-0.0012854+0.00095592i,-0.0003899+0.0007812i,0.00037388+0.00076179i,0.00047109+0.0013364i,-6.1629e-06+0.00071229i,0.00043803-7.7293e-05i,0.0010432-2.1667e-05i,0.0005527+9.6012e-05i,-0.00021864+9.1223e-05i,-0.00043039+0.00013512i,-0.00017934+0.00016019i,-0.00019469-3.4471e-05i,0.00015131-0.0001898i,0.00018584-0.00010233i,-0.00052494-0.00012806i,-0.00068692-0.00016258i,-0.00053371+0.00028958i,-0.00039495+5.1634e-05i
-0.0020985+0.00055471i,-0.001297+0.0010475i,-0.00055263+3.0034e-05i,-0.0013129-0.0012775i,-0.0011001-0.00079391i,0.00055046+7.4769e-05i,0.00099369+0.00032841i,-0.00038906-6.9147e-05i,-0.0010395-6.9757e-05i,-0.000526+0.00056115i,-0.00012691+0.0010533i,0.00024011+0.00065389i,0.00021485+1.1481e-05i,-0.00016435+4.3357e-05i,-0.00042849+0.00036832i,-0.00095826+0.00039019i,-0.0016157-6.3212e-05i,-0.00090159-0.00050235i,-3.0981e-05-0.00075769i,-0.00016554-0.00096781i,-0.00018375-0.0007589i,0.00023782-0.00014587i,0.00074418+0.00042371i
0.00051155-0.00093007i,-0.00098351-0.0018871i,-0.0027163-0.0035014i,-0.0030378-0.0031274i,-0.0027226-0.00022139i,-0.0018481+0.0014688i,-0.00037192+0.00061124i,0.00053205+0.00010787i,0.00020684+0.00059543i,-0.00058912+0.0006379i,-0.00039313+0.00073649i,0.00075838+0.0010753i,0.0014233+0.00046691i,0.0011515-0.00032965i,0.00026714-0.00048337i,-0.00030224-0.001049i,-0.00039571-0.0013702i,-0.00031779-0.00083131i,-0.00053421+0.00017424i,-0.0012467+0.00087147i,-0.00071487+0.00075651i,-0.00014757+0.00054806i,-0.00075304+0.00044872i
-5.9602e-06-0.0009816i,0.00019262-0.00035349i,5.6646e-05-0.00078669i,-0.00097929-0.0014132i,-0.0019224-0.0011957i,-0.0022718-0.00048043i,-0.0007764+0.00045803i,0.00014606+0.00047001i,-0.00039068-0.00030589i,-0.0009658-0.00043476i,-0.0014296-0.00032804i,-0.001163-0.00054277i,-0.00060141+0.0001084i,-0.00012752+0.00029348i,0.00027167+0.00027579i,0.00020593+0.00061121i,3.283e-05+0.00051039i,0.00044204+2.4162e-05i,0.00078447-0.00045909i,0.00058348-0.00060951i,0.00025423-0.00082791i,0.00021418-0.0010786i,0.00049434-0.00047237i
-0.0004777+0.00073879i,1.879e-05-0.00026013i,0.00038223-0.0017426i,1.1472e-05-0.0019607i,-0.00078982-0.001298i,-0.0019915-0.00054014i,-0.0019695+0.00043149i,-0.00080514+0.001384i,3.6464e-05+0.00090116i,0.00070325+0.00022379i,0.00077913+0.00048391i,0.00020806+0.00097524i,-0.00055726+0.0011369i,-0.00057037+0.00063059i,-0.00015071+4.3005e-05i,0.00030638-0.00026564i,0.0009316-0.00058385i,0.0010823-0.0006911i,0.00064934-0.00021661i,-0.0005464+0.00025516i,-0.0011275+0.00020588i,-0.000744+0.00057977i,-0.00026766+1.3544e-05i
-0.00037942+0.0019993i,0.00028287+0.0014899i,0.0014243+0.0025525i,0.0023677+0.0020254i,0.0024292+0.00021i,0.0015256-9.7477e-05i,0.00044851+0.00048769i,-2.1841e-05+0.00096826i,-0.00016264+0.0010883i,0.0006921+0.001161i,0.0012928+0.0006145i,0.00026258+0.0001129i,-0.0005369+0.0001289i,-6.367e-05+0.0001896i,-0.00043051+0.0004303i,-0.0009477+0.0006073i,-0.00093442+0.0003749i,-0.00064451-7.3713e-05i,-0.00039975-0.0014536i,-0.00065475-0.0017119i,-0.00063427-0.00054452i,-0.00046593-0.00022056i,-0.00076768-0.00046724i
-0.00095165+0.0010574i,-8.6e-06+4.8137e-05i,0.0001852-0.0010001i,-3.7544e-05-0.0005903i,-3.6955e-05-0.00034768i,0.00044411-0.00036808i,0.00096195-0.00023989i,0.00055442-1.2659e-05i,-6.5342e-05+0.00044243i,-0.00032979+0.0011395i,-0.0002111+0.0016419i,0.0002215+0.00080851i,6.2519e-05-0.00022702i,-0.00064607-0.00036822i,-0.00067611-0.00047563i,-0.000607-0.00038661i,-0.00096762-0.00025967i,-0.00059375+8.6494e-05i,-0.00013127+2.5463e-05i,0.00047801-0.00028097i,0.00039961-0.00033786i,-0.00032348-0.00019821i,-0.00039231+1.8548e-05i
4.8024e-05-0.00075677i,0.00010801-0.00096502i,-0.00037742-0.0022456i,-0.00043402-0.0013276i,-0.00096474+0.00073894i,-0.000607+0.00086488i,0.00087497-6.4483e-05i,0.0013518-0.00021254i,0.0010725+0.0002617i,0.00037526+0.0010029i,0.00020747+0.0015634i,0.00048787+0.0013156i,0.0003726+0.00044572i,0.00015266+8.4125e-05i,0.00064825-4.9589e-05i,0.0011912-0.00014392i,0.0009081+0.00021344i,-0.00050904+0.00036912i,-0.0011902-9.7366e-05i,-0.00038528-0.00056663i,1.7227e-05-0.0006847i,-0.00055206-0.00044266i,-0.00076995+0.00044341i
0.00096412+0.00077996i,0.000832+0.00036107i,0.00017508+0.00054702i,-0.00034655+0.00088549i,-0.0012438+0.00024977i,-0.001372-0.0006041i,-0.00064568-0.00039241i,0.00033928+0.00035802i,0.00077559+0.0017201i,0.00036394+0.0018995i,7.4033e-05+0.00059671i,0.00036885-0.00030629i,6.73e-05-0.00055403i,-9.2884e-05-0.00067951i,0.0010038-0.0010307i,0.00093186-0.00071708i,-0.00014072+0.00024696i,-0.00032874-0.00020256i,-0.00018795-0.00052037i,-0.00040508-0.00039917i,-0.00028584-0.00066142i,-0.00047446-0.0005903i,-0.00053188-0.00073561i
0.00021479+0.0015326i,0.00086917+0.0014801i,-0.0006024+0.00047803i,-0.00044115-0.00023217i,0.00030305-0.00011752i,-6.5453e-05+7.4072e-05i,-0.00053469-3.214e-05i,-5.3273e-05-0.00014887i,-8.8945e-05+4.352e-05i,-0.00034007+0.00027148i,-0.00036605+0.00055179i,-0.00066302+0.00042445i,0.00013618+0.0005366i,0.00029754+0.00021967i,-0.00012829-0.00038565i,-0.00050929-3.0073e-05i,-0.00091211+9.6293e-05i,-0.00033752+2.6438e-05i,0.00022658-0.00039194i,-9.2171e-05-0.00054093i,-0.00011542-0.00032716i,5.8771e-05-0.00060431i,-5.2673e-05-0.00080058i
-0.0002097-0.00047489i,0.00013154-0.0011398i,-0.00046036-0.001631i,-0.0004063-0.0019889i,-0.00084781-0.00072042i,-0.0016511+0.00058797i,-0.0016743+0.000739i,-0.0010119+0.0002888i,-0.00068006+0.00049822i,-0.00048982+0.00070445i,-0.00028598+0.00075585i,-0.00077398+0.00067711i,-0.0010326+0.00015268i,-0.00015514+0.00011535i,0.00073236+0.0003992i,0.00047708+0.00034351i,0.00061095-0.00055207i,0.00067738-0.00038405i,-4.815e-05+0.00054237i,-0.00016932+0.00042886i,5.918e-05-0.0001957i,-0.00023054+2.0243e-05i,-0.00055289+0.00015454i
-0.00044307+0.0016557i,-5.9118e-05+0.0021436i,8.5898e-05+0.002267i,-5.6708e-07+0.0012439i,-0.00018308+4.185e-05i,-5.4213e-05+0.00022035i,0.00016158+0.00037772i,0.00058293+0.00015188i,6.0176e-05+0.00097502i,-0.00027299+0.0015826i,-5.7016e-05+0.00096269i,-0.00041733+8.3557e-05i,-0.00087754-0.00022982i,-0.00079689-0.00062066i,-0.00027029-0.00050854i,-0.00073924+0.00020176i,-0.00099594+0.00012263i,-0.0012263-0.00014255i,-0.0013449-6.6954e-05i,-0.00081761-0.00012438i,-0.00025614-0.00066042i,0.00039394-0.00053138i,0.00059358-0.00054125i
-0.0020929+0.00094968i,-0.001641+0.00026577i,-0.00048489+0.00013215i,-0.00010304-0.00035632i,-0.00038161+5.1215e-05i,0.00017735+0.00024156i,0.00087456+0.00012305i,0.00068296+0.00073439i,0.0003038+0.00051052i,0.00027707+0.00073834i,0.00059591+0.0011625i,0.00045022+0.00075585i,0.00017484+1.7361e-05i,-0.00025088-0.00084866i,-0.0001245-0.00072458i,0.00087575-0.00091686i,0.0014794-0.00063318i,0.0010893-0.00019862i,0.00040365-0.00018388i,-0.00031487+0.00022791i,-0.00082016+0.00019853i,-0.00015515-0.00015182i,0.00027672+0.0001243i
0.001026-0.00058979i,0.00046017+0.00047467i,0.00055168+0.00065226i,0.00014482+0.00035634i,-0.0011887+0.0004344i,-0.001136+0.0011069i,-0.00057297+0.0012665i,-0.00067701+0.00016642i,-0.00064883-7.5517e-05i,-0.00036052+0.00063544i,-0.00019519+0.00066566i,0.00020252+0.00019849i,0.00051029-2.9699e-06i,0.00042841+0.00048389i,2.1792e-05+0.00058716i,-0.00024511+1.0089e-05i,0.00012622-0.00049491i,-7.0719e-05-0.00070904i,-0.00048017-0.00059559i,-0.00026086-0.00054351i,4.157e-05-0.0008696i,-0.0004332-0.00046247i,-0.00067088-0.00021338i
0.00052404-0.00095596i,-0.00048659-0.0013766i,-0.0019598-0.0020596i,-0.0023481-0.0017769i,-0.0016721-0.00080045i,-0.00061791+0.00037977i,0.00045145-0.00028481i,0.0003991-0.00061287i,0.00022081-7.4805e-05i,0.00020583+0.0004678i,0.00018632+0.0011143i,7.2039e-05+0.001643i,-0.00021768+0.0014372i,-0.00039097+0.00038204i,0.00014585-0.0010028i,0.0010432-0.00096261i,0.0011008-0.00066773i,6.2511e-05-0.00039613i,-0.00067379-0.00058819i,-0.00035405-0.00050611i,-0.00011477-0.0001388i,-0.00039656-0.00057912i,-0.00015931-0.0011776i
8.0875e-05-0.0015012i,-0.0006779-0.00067117i,-0.0018325-0.0016338i,-0.0015771-0.0013234i,-0.001582+0.00059227i,-0.0020039+0.0016772i,-0.0016061+0.0021313i,-0.00062951+0.001298i,-0.00010142+0.00091004i,-0.00013898+0.0015041i,0.00050322+0.0010047i,0.00092458+0.00010166i,0.0008055-0.00018702i,0.00095698-6.0657e-05i,0.0006826+0.00019182i,0.00027827+7.3994e-05i,0.00055715-0.0003186i,0.00083293-0.00017373i,0.00053151+0.0004672i,5.9102e-05+7.7351e-05i,-0.00024822-0.00029469i,-0.0004663-0.00069989i,0.00028076-0.0015573i
-0.00056228-4.6631e-05i,-0.00081114+0.00096352i,-0.00046319+0.0012572i,-0.00045332+0.00038075i,-0.0002398-0.00041434i,-0.00022706-0.00043241i,-0.001357-2.0531e-05i,-0.0011182+0.0002616i,-0.00050514+0.00097611i,-0.00046878+0.00084972i,0.00014411-0.00033531i,0.00048566-0.00012002i,6.7657e-06+0.00036472i,0.00011739+0.00029149i,0.00022912+0.00026236i,0.00019066+0.00029259i,0.00059752+0.00040579i,0.00088882+0.00055064i,0.0010466+0.00043807i,0.00076891+0.00010975i,0.00096408+1.823e-05i,0.0013593+0.00098955i,2.2168e-05+0.0012179i
0.00024039+0.0022789i,-0.00066014+0.0017025i,-0.00080443+0.0016867i,-0.00023194+0.00073378i,0.00088304-0.00036466i,0.00047444-0.00029412i,0.00033174-0.00056595i,0.0002631-0.00024939i,-0.00067533+0.0010373i,0.00033158+0.0017327i,0.0016043+0.00097321i,0.001051-7.8547e-06i,-0.00036414-0.00054105i,-0.00080411-0.00083053i,-0.00043749-0.00086759i,2.5932e-05-0.00085766i,-0.00017423-0.00079052i,-0.00020383-0.00037836i,0.00012552+5.9454e-05i,0.00012862+0.0001419i,5.7059e-06-8.9189e-05i,-0.00055348+5.809e-05i,-0.00039962+0.00055806i
0.0020209+0.00082829i,0.00228+0.00017252i,0.0020847-0.00066877i,0.00076206-0.0013447i,-0.00052177-0.0013272i,-0.0012982-0.00032449i,-0.0010168+0.0014169i,-0.00033108+0.0018972i,0.0001338+0.0013737i,-3.4846e-05+0.00062242i,-3.9771e-05+0.00076063i,-0.00032275+0.00039013i,-6.0027e-05+0.00020831i,0.00012664+0.00039625i,0.00035339+0.00060404i,0.00066623+7.8421e-05i,0.00055843-0.00035146i,4.9711e-05-8.7931e-05i,-0.00018133-0.00073597i,9.6155e-05-0.00082018i,0.00032322-0.0001869i,0.00046114+0.00022091i,0.000641+0.00028919i
-0.0010643-0.00078448i,-0.0015963+0.00026216i,-0.0022207+0.00043718i,-0.0022728+0.00048865i,-0.0020795+0.00096214i,-0.00094695+0.00060593i,0.00045012+0.00025813i,0.00059808-9.5155e-05i,0.00032704-1.5453e-05i,0.00046956+0.0017569i,0.00041813+0.0026197i,-0.00041069+0.0014331i,-0.00021014+0.00031574i,0.00045807-0.00062334i,0.00081443-0.00069545i,0.00076952-0.00025864i,0.00010871-0.00013776i,-0.00028754-0.00041739i,0.00040144-0.00070068i,0.00070075-0.00054682i,-7.4581e-05-7.3173e-05i,-0.00047055+0.00032314i,-0.00029626+0.0013056i
0.00084715-4.9645e-05i,-0.00043994+0.00040554i,-0.0011958+2.9561e-07i,-0.001349-0.00056991i,-0.001358-0.00051694i,-0.0013471+0.0006309i,-0.00044198+0.0012763i,0.00049295+0.00059932i,0.00083773+7.3426e-05i,0.0012298+0.00082619i,0.00075249+0.0018924i,8.4513e-05+0.0016464i,5.7591e-05+0.00063498i,1.1692e-06+0.00050132i,0.00059346+0.00012434i,0.00085727-0.00039698i,-0.00011094-2.0646e-05i,-0.00061091+0.00020848i,-0.00016237-0.0006361i,-0.00020717-0.0012197i,-0.0006662-0.0010867i,-0.00060632-0.001329i,-0.00064492-0.0011625i
0.0011414+0.00055319i,0.00040376+0.00029194i,0.00040508-0.00019514i,0.00059792-0.00023882i,-0.00021695+0.00020908i,-0.0007476+0.00046395i,9.1814e-05-4.4553e-05i,0.00055463-7.4653e-05i,-0.0004416+0.00038832i,-0.00043406+0.00057237i,-0.00017143+0.00020113i,-0.00070538+0.00010916i,-0.00036608+5.4287e-05i,-0.00017241-0.00066882i,-0.00033354-0.00097336i,-0.0012702-0.00064484i,-0.0015598-0.00055177i,-0.00072122-0.00058168i,6.0561e-05-0.00051412i,0.00065401-0.00075448i,0.00039407-0.0008073i,-0.00033846-0.00068865i,0.00014914-0.00076109i
0.00079855+0.00049631i,0.0009414+0.00040933i,0.0020337-0.00048952i,0.0017514-0.0023665i,0.00023008-0.0023427i,-0.001021-0.0013925i,-0.00092866-0.00055356i,-9.36e-05+0.00041225i,9.9726e-05+0.0011055i,-8.7747e-05+0.0009127i,-0.00028365+0.00056848i,-0.00079313-0.00037242i,-0.00091687-0.0010213i,-0.00051512-0.00055458i,0.00019275+0.00017915i,0.00029167+0.00063252i,-0.00046011+0.00033528i,8.5597e-05-0.00023983i,0.00069328+0.00019732i,0.00035764+0.00038138i,-0.00019902+0.00060388i,-0.000667-4.2555e-05i,-0.00062137-7.1054e-05i
0.00053073-0.00062882i,-0.00085125-5.2363e-05i,-0.0011838+0.00036446i,-0.0016171-0.0004377i,-0.00172-0.00072167i,-0.0017247+0.00013527i,-0.0012866+0.0008835i,-0.00056597+0.0011748i,-0.00051782+0.0010271i,0.00022751+0.00045687i,8.7083e-05+0.00023487i,-0.00040012+0.00030202i,-0.00028258+0.0006982i,-3.6799e-05+0.001362i,0.00052142+0.0012427i,8.727e-05+0.00020699i,-0.0010386+0.00054406i,-0.00051573+0.00066037i,0.00046753-9.0884e-05i,-0.00010225-0.00031031i,-0.00039707-0.00041995i,0.00038452-0.00046026i,0.00060801+8.7849e-05i
0.00018874-0.00022675i,-0.00043766-0.0010427i,-0.00034162-0.0011458i,0.00067621-0.0001257i,0.0010159-0.00031253i,-0.00063964-0.00088705i,-0.0014887-0.00086337i,-0.00042027-0.00040349i,0.00064358+9.232e-05i,0.00051633+0.0013026i,7.6174e-05+0.0019254i,-5.2248e-05+0.0010127i,3.0331e-05-0.00025601i,0.00032601-0.00065756i,0.00017792-0.0007555i,0.00023796-0.00065777i,0.00013432-0.00068107i,5.9092e-06-0.00086626i,0.00014667-0.00073719i,0.00027076-0.0002364i,-2.6212e-06+0.0005152i,-0.00064329+0.0011738i,-0.00052761+0.00079401i
0.00011101+0.00033593i,0.00027282-0.00054279i,0.00094347-0.0004459i,0.0003709+5.7204e-05i,0.00017642+0.00073819i,0.00040475+0.00044585i,0.00012419+6.8502e-05i,0.00025811+0.00039416i,0.00093386+0.00029846i,0.00091911+0.00027281i,5.0984e-06+0.00053563i,-0.00044031+0.00077855i,-4.9346e-05+0.0004162i,0.00050838-0.00038718i,0.00072701-0.0005503i,0.00040347-0.00042022i,-0.00044559-0.0008055i,-0.00059243-0.00076671i,-3.2124e-05+0.00029494i,-0.00015374+0.00029423i,-2.5819e-05-2.8706e-05i,-6.6133e-05+0.0009375i,-0.00011025+0.00078959i
-0.0011283-0.0009413i,-0.0012574+0.00025295i,-0.00061449+3.1501e-05i,-0.00061289-0.00098216i,-0.0016939-0.00047792i,-0.0016787+0.00078743i,-0.0012095+0.00072821i,-0.00095874+0.00012423i,-0.00097612+4.339e-05i,-0.0013305+0.0010174i,-0.00080043+0.0011621i,8.4736e-05+0.00018046i,8.858e-05+0.00094481i,-0.00010134+0.0013206i,-4.5579e-05+0.00066373i,-0.00029906-0.00010902i,-0.00010888-0.00025492i,0.00039994+0.00012914i,0.0010849+0.00033859i,0.00019963-0.0006912i,-0.00074445-0.00078697i,-0.00033141+0.00034992i,0.00098803+0.0005451i
-0.0010998+0.00010051i,-0.0010487+0.00054768i,-8.2834e-05+0.0012873i,-0.00017059+0.0018848i,-0.00091653+0.0006092i,-0.00048729-0.00089503i,4.6835e-05-0.0011962i,0.00036115-0.0011588i,0.00068613-0.00035804i,0.00025103+0.00091145i,0.00040375+0.00067986i,0.001066+0.00030377i,0.00023055-0.00027581i,-0.00059588-0.001425i,-0.00061104-0.0012303i,-0.00072078-0.00036986i,1.9613e-05+9.3631e-05i,0.00058654+0.0001241i,-9.1592e-05+0.00014394i,-9.7399e-05-0.00020633i,0.00039309-0.00098013i,-0.00029643-0.0011036i,-0.00051855-0.00078805i
0.0011312+0.00049977i,0.00083887-0.00065751i,9.861e-05-0.0022751i,-0.00040311-0.0022286i,-0.00093572-0.0017891i,-0.0010679-0.0013034i,-0.00012143-0.00070281i,0.00091888-0.00026222i,0.0014776-6.7185e-05i,0.0016877+0.00033544i,0.0011954+0.00082536i,0.00040933+0.0013587i,-0.00057677+0.00080951i,-0.00056675-0.0005621i,-0.00026477-0.00018908i,-0.00018471+0.00082164i,0.0006083+0.00013464i,0.00075848-0.0012448i,0.00048398-0.0011664i,0.00031935-0.0005395i,-0.0003431-0.00052807i,-0.00045937+0.00010816i,-0.00068052+0.00056839i
0.0014379+0.0014254i,0.0020217+0.00074148i,0.0016969+0.00056571i,0.00059322+0.00014246i,-5.6694e-05-0.0004511i,-0.00050971-0.0012363i,-0.00051225-0.0011001i,-0.00018115-0.0003208i,0.00068923-0.00024923i,0.0014832+0.00040206i,0.0016788+0.00051304i,0.00091202-0.00048915i,0.00042344-0.00046903i,0.00035934-7.7825e-05i,-3.4139e-05-0.00025394i,-0.00015033+0.00023688i,-0.00025866+0.00031383i,-0.0004532-0.00021694i,-0.00012767+0.000163i,0.00058612+0.00058481i,0.00031429-0.00023182i,-8.6672e-05-0.0010397i,-0.00044663-0.00059418i
-0.0014017-0.00055677i,-0.0023827-0.00026386i,-0.0025478+0.0010485i,-0.0019646+0.00093302i,-0.00086218+5.6154e-05i,1.7343e-05+8.9003e-05i,0.00017487+3.818e-05i,-0.00011753-0.00039767i,-0.00025067+6.029e-05i,5.0959e-06+0.00035782i,0.00016357-1.7989e-05i,-3.3662e-05-0.000115i,-0.00013698-0.00040693i,-7.6577e-05-0.00087812i,-0.0005071-0.00056471i,-0.00089974-0.00057568i,-0.00066349-6.4089e-05i,-0.00086222-0.0002266i,-0.00039158-0.00080776i,3.8642e-05+9.1167e-05i,0.00039782+0.00017668i,0.00084513-1.2279e-05i,0.00067292+0.00014008i
-0.00090697-0.0018111i,-0.0011297-0.001262i,-0.0018855-0.00025799i,-0.0019918-0.00060091i,-0.001405-0.00073818i,0.00023862+3.2516e-05i,0.0011841+0.00072993i,0.00098952+0.0011372i,0.00027992+0.0010472i,-0.00092281+0.0009017i,-0.00065375+0.00089824i,-1.0773e-05+0.0006178i,0.00016885-0.00037895i,0.00049921-0.00046714i,-0.00029679+0.00022647i,-0.00081462-0.0003331i,-0.00060413-0.00034323i,-8.0928e-06+0.00025023i,0.00058938+0.00099257i,0.00048697+0.00036105i,0.00046976-0.00072603i,0.00056224-0.00067273i,0.0006551-0.00055089i
-0.0024154+0.0012868i,-0.0020604+0.0019352i,-0.0020521+0.0020054i,-0.0014076+0.0013886i,-0.0014411+0.00067082i,-0.001468-2.2978e-06i,-0.0012149-0.00074016i,-0.0014009-0.00047347i,-0.0012015+0.00023761i,-8.3078e-05+0.0010898i,0.00065195+0.0016593i,0.00043985+0.00059776i,-5.5557e-06-0.00041963i,1.7647e-05-0.00040698i,-5.2567e-05-0.00025365i,-0.00051417+0.00026441i,-0.00081152+0.00074943i,-0.0009407+0.0008905i,-0.00014472+0.001034i,0.00023517+0.00040738i,-0.00032974-0.00071956i,-9.6948e-05-0.00047865i,0.00031972+8.9701e-05i
-0.00057293+0.00047251i,-0.0012275+0.00051859i,-0.0016526-0.00029277i,-0.001384-0.00011066i,-0.00072613+0.0006702i,0.00019191+0.00078161i,0.001079+0.00013811i,0.00101-1.8066e-06i,-0.00017997+0.00031988i,-0.00032378-0.00012206i,7.2098e-05-0.00075855i,0.00070634-0.00047754i,0.001051+3.8003e-05i,0.00034889+0.00026675i,-6.6112e-05+0.00011172i,0.00058217-0.00044116i,0.00097578-0.00043811i,0.00038313+1.899e-05i,-4.9229e-05-0.00024556i,7.4768e-05+0.00022959i,0.00028576+0.00076895i,0.00037582+0.00038139i,0.00023379-0.00033474i
-0.00017873+0.00040869i,-0.00050715+0.00063017i,-0.00038159+1.8179e-06i,1.1769e-05-0.0013802i,0.00013576-0.00089861i,-0.00090992+0.00013604i,-0.0010515+0.00046404i,-0.00018563+0.00071683i,0.00013142+0.00075494i,-4.2978e-05+0.00086356i,-0.0005571+0.0002739i,-0.00032279-0.00030455i,0.00071-0.00014088i,0.0014307+0.00084916i,0.0014749+0.0011637i,0.0012442+0.00038421i,0.000848-0.00034743i,0.00040694-0.00042772i,1.6762e-05+0.00010015i,0.00014559+0.00020885i,0.00075486-0.00018987i,0.00087647-0.0003585i,0.00064342+9.1051e-05i
0.0011049+0.0003759i,0.0012038-0.00031809i,0.00085347-0.00062365i,0.00031123-0.00021754i,-7.3707e-05-0.00041431i,-0.00057306-0.00066721i,-0.00046157-0.00053275i,9.1433e-05-0.0003566i,0.0011266+0.0010932i,0.0019345+0.0012857i,0.001552+0.00059228i,0.00044729+0.00039898i,-0.00011897-0.00027476i,-0.00033423-0.00089342i,-0.0001962-0.00018436i,3.2934e-05-0.00014235i,-0.00014396-0.00040667i,-0.0003799-0.00015333i,0.00038467-0.00014885i,0.00078039+0.00013676i,-3.5388e-05-5.4737e-05i,-0.00031287-0.00043546i,-0.00027207-0.00063902i
0.0025913-0.00098478i,0.0010871-0.0015359i,0.00093203-0.0020249i,-1.2118e-05-0.002329i,-0.001098-0.0015768i,-0.0014963-0.00026566i,-0.00087903+0.0010243i,-0.00064034+0.001606i,-0.00090521+0.00079975i,-0.00081578+9.8391e-05i,-4.0133e-05+2.5666e-05i,0.00041758+0.00054725i,0.00027139+0.0006521i,0.00072134+0.00030735i,0.0015378+0.00031929i,0.0013854+0.00034927i,0.00082195-0.0002703i,0.0008801-0.00021566i,0.00078723+0.000411i,-5.9434e-05+6.3623e-05i,-0.00017716-5.5169e-05i,-0.00019884+0.00012482i,-0.00053037-0.00057733i
