-0.0010185+1.7023e-05i,-0.00076303+0.00014016i,-0.0026476+0.0004333i,-0.0022985+0.00020033i,-0.001795+0.0002333i,-0.0018206+0.0010855i,-0.0015653+0.0011496i,-0.00088186+0.00046004i,0.00040366+0.0003694i,0.0013361+0.00051109i,0.0016393+0.00062138i,0.0015833+0.00041009i,0.00094749+0.00041021i,0.00080935-0.00017852i,0.00067578-0.00012476i,-0.00049544+0.00051319i,-0.00088034+0.00054063i,-0.00022892+0.0003402i,1.4654e-05+0.00033467i,0.0001999-4.1103e-05i,0.0002261-0.00032391i,-0.00058041+0.00021108i,-0.00051525+0.0002743i
-0.0069411-0.0043831i,-0.019749-0.0048306i,-0.03855-0.004064i,-0.035391-0.00064312i,-0.0075889-0.0029823i,0.0022349+0.0071313i,-0.015766+0.066855i,-0.014213+0.13831i,0.019346+0.14127i,0.031197+0.08449i,0.014979+0.040128i,0.0095757+0.024743i,0.013098+0.013522i,0.011069+0.0025226i,0.0060116-0.0060247i,0.0020556-0.010474i,-0.00067617-0.011464i,-0.0027957-0.012979i,-0.0049615-0.013516i,-0.0070806-0.012413i,-0.0068181-0.011796i,-0.0017087-0.011043i,0.0041548-0.0082081i
0.0011645-0.0019416i,-0.0026749-0.016674i,-0.0099542-0.041125i,-0.016826-0.03997i,0.004569+0.024002i,0.063712+0.13882i,0.12813+0.21257i,0.15593+0.17221i,0.1284+0.076556i,0.071605+0.017326i,0.032988+0.0021751i,0.01664-0.0034178i,0.0054765-0.005987i,-0.0017126-0.0036522i,-0.0042502-0.00095016i,-0.0037443+0.0013235i,-0.0032131-0.00050383i,-0.0042983-0.0060561i,-0.00082941-0.0083565i,0.0097026-0.0061491i,0.021229-0.0015278i,0.023529+0.0027474i,0.014593+0.0032484i
0.0048337+0.00087631i,0.012022-0.0027002i,0.016435-0.013249i,-0.014531-0.044284i,-0.059889-0.097865i,-0.039025-0.1638i,0.033259-0.21729i,0.060318-0.23282i,0.026358-0.19204i,-0.0016089-0.11027i,-0.0038776-0.050165i,-0.0087761-0.028564i,-0.016439-0.016653i,-0.016534-0.0068288i,-0.013087+0.00029872i,-0.0096181+0.0055075i,-0.0081937+0.0090029i,-0.0074675+0.011483i,-0.0081428+0.011085i,-0.012429+0.0084589i,-0.015721+0.0071303i,-0.012622+0.0077316i,-0.0055047+0.0069906i
0.0059216+0.0063139i,0.013242+0.019019i,0.025536+0.043051i,0.040701+0.051181i,0.056223+0.020563i,0.055418-0.023662i,0.0082123-0.063102i,-0.067993-0.06804i,-0.10179-0.018214i,-0.067528+0.019444i,-0.027871+0.011308i,-0.015246+0.00075848i,-0.0064637+0.0026535i,0.0044946+0.0031487i,0.0097755+0.0014909i,0.0093558+0.0005526i,0.0068599+0.0040897i,0.0052138+0.0092823i,0.0059412+0.011679i,0.0084202+0.013245i,0.0070809+0.015335i,0.00029024+0.016362i,-0.0061637+0.013569i
-0.0034138+0.0056812i,-0.010316+0.015433i,-0.021487+0.030607i,-0.023452+0.041364i,-0.052763+0.037303i,-0.15938+0.016361i,-0.2481+0.017545i,-0.2056+0.066554i,-0.090478+0.087708i,-0.021476+0.054424i,-0.0040901+0.029951i,0.0078762+0.024967i,0.015345+0.014376i,0.011772+0.002765i,0.0059113-0.0017856i,0.0023877-0.0030991i,0.0027957-0.0043757i,0.0049136-0.003978i,0.0025545-0.0044617i,-0.0096216-0.008472i,-0.024367-0.012933i,-0.02778-0.014532i,-0.016748-0.011991i
-0.0080376-0.0026084i,-0.019899-0.016438i,-0.019702-0.049212i,0.028781-0.069964i,0.123-0.045125i,0.19492+0.007236i,0.20747+0.069121i,0.19561+0.097334i,0.16871+0.058478i,0.10454+0.011578i,0.046156+0.004019i,0.026542+0.0063964i,0.017998-0.00016705i,0.006807-0.0033178i,0.0004065-0.0043921i,-0.0021988-0.0058887i,-0.0052494-0.0063257i,-0.0081207-0.0083524i,-0.0062991-0.0080128i,0.0058109-0.0047196i,0.020149-0.0037939i,0.021802-0.0044272i,0.011484-0.0036769i
-0.0027774-0.010365i,0.00094916-0.029964i,0.012994-0.04851i,0.0074065-0.028779i,-0.024559+0.048463i,-0.02118+0.14037i,0.032187+0.14396i,0.053947+0.033636i,0.011768-0.057216i,-0.022224-0.05144i,-0.015427-0.020663i,-0.0076504-0.010828i,-0.011616-0.0021886i,-0.011314+0.0073961i,-0.0094417+0.011785i,-0.0082773+0.012732i,-0.0059787+0.0091555i,-0.0076041+0.0023684i,-0.010458-0.0040766i,-0.010165-0.01077i,-0.0082819-0.015909i,-0.0021726-0.016556i,0.0033184-0.01557i
0.0086611-0.0025604i,0.024954+0.0048783i,0.030522+0.026364i,-0.005188+0.028759i,-0.048741-0.045536i,-0.019506-0.16663i,0.024856-0.23494i,-0.0079995-0.19793i,-0.057688-0.099122i,-0.052084-0.024968i,-0.031194-0.0071798i,-0.026893-0.0068426i,-0.017503-0.0011095i,-0.0049982+0.00058462i,3.4312e-05-0.00088605i,0.0022239-0.00081755i,0.0018534+0.0023331i,0.002396+0.0098883i,0.0077145+0.014797i,0.015045+0.015391i,0.023771+0.017949i,0.026151+0.019227i,0.017159+0.016583i
0.0066311+0.014086i,0.0096959+0.046208i,-0.0058141+0.09878i,-0.033442+0.14301i,-0.045772+0.15205i,-0.063113+0.14165i,-0.096765+0.12905i,-0.1053+0.12791i,-0.065429+0.12958i,-0.015503+0.092832i,0.0016179+0.039071i,0.00052453+0.01217i,0.0060765+0.0048134i,0.0097626-0.00045989i,0.0099645-0.0062609i,0.0094611-0.010074i,0.0080205-0.0090555i,0.0091139-0.008814i,0.0060797-0.011047i,-0.0064291-0.0091825i,-0.021673-0.0022049i,-0.025825+0.0038272i,-0.015459+0.0040905i
-0.0088978+0.0041868i,-0.035845+0.01213i,-0.070133-0.00052721i,-0.077327-0.0507i,-0.07783-0.11431i,-0.13017-0.15042i,-0.16053-0.11414i,-0.073007-0.040919i,0.041426-0.02083i,0.060556-0.034653i,0.031409-0.02263i,0.021559-0.0049136i,0.013883-0.0065084i,0.0015747-0.011458i,-0.0060127-0.013547i,-0.0082265-0.013101i,-0.0042331-0.010118i,-0.0019045-0.0069561i,-0.0014821-0.00048021i,0.0021635+0.0079488i,0.0040746+0.013897i,0.0016631+0.015546i,0.00021655+0.014741i
-0.013576-0.012642i,-0.029995-0.051695i,-0.018678-0.12264i,0.06439-0.16718i,0.19792-0.10917i,0.28743+0.011713i,0.27837+0.076007i,0.20441+0.040536i,0.1074-0.026584i,0.033897-0.042083i,0.012489-0.017161i,0.014655-0.004525i,0.0093239-0.0027381i,0.0030328+0.0022467i,0.0011672+0.0069019i,-0.00022617+0.008658i,-0.0067977+0.0062071i,-0.014632+0.001327i,-0.015049-0.0044771i,-0.012907-0.013693i,-0.01387-0.024356i,-0.016125-0.027246i,-0.0141-0.019937i
0.0059341-0.015595i,0.030575-0.048761i,0.067772-0.080895i,0.062795-0.07273i,-0.016767-0.022101i,-0.088566+0.025602i,-0.086839+0.016804i,-0.08277-0.030411i,-0.10484-0.041118i,-0.089339-0.0078537i,-0.043236+0.011417i,-0.02086+0.0093962i,-0.014345+0.011235i,-0.0053282+0.014428i,-0.00042448+0.015073i,0.00045986+0.014275i,-0.00043085+0.013839i,-0.00078077+0.014923i,0.0013754+0.014718i,0.0067588+0.012343i,0.015694+0.0074824i,0.019453+0.0030435i,0.014053+0.0016984i
0.0168+0.0022368i,0.052524+0.031304i,0.086315+0.096421i,0.078021+0.15491i,0.06086+0.1189i,0.10821-0.0043395i,0.14039-0.088984i,0.079538-0.055408i,0.027763+0.035211i,0.027628+0.060852i,0.014979+0.026313i,-0.0036739+0.01045i,0.0016963+0.0077559i,0.010953-0.0016225i,0.011356-0.0071969i,0.008329-0.0072305i,0.0065214-0.004874i,0.0062423-0.0023301i,0.0051748-0.0043224i,0.002875-0.011521i,-0.00013075-0.016782i,-0.0032462-0.016538i,-0.0059789-0.014975i
-0.0011283+0.021031i,-0.01088+0.080391i,-0.049615+0.18158i,-0.11115+0.26912i,-0.16984+0.28749i,-0.21938+0.25081i,-0.21849+0.20349i,-0.12656+0.14841i,-0.021364+0.078609i,0.013615+0.022071i,0.0038025+0.0037977i,0.00023633+0.0033632i,0.0012365+0.00074908i,-0.002841-0.0024338i,-0.004992-0.0059491i,-0.0045619-0.010443i,-0.0028133-0.01456i,0.0019044-0.016058i,0.0030393-0.0093325i,-0.00049243+0.010357i,0.0023078+0.031991i,0.010999+0.036711i,0.014186+0.023092i
-0.021177+0.008726i,-0.0743+0.0077553i,-0.14434-0.021299i,-0.15147-0.10439i,-0.085608-0.2153i,-0.049523-0.27698i,-0.057414-0.23767i,-0.024635-0.15365i,0.019121-0.11585i,0.0075014-0.089584i,-0.0050801-0.041337i,0.0034246-0.017022i,-0.0020858-0.015267i,-0.011616-0.010063i,-0.012881-0.0059565i,-0.010461-0.0031531i,-0.0071909+0.00077228i,-0.0081043+0.00064998i,-0.0089949-0.004738i,-0.0063209-0.01267i,-0.0097367-0.020158i,-0.015247-0.017867i,-0.011978-0.0083418i
-0.014573-0.014336i,-0.034676-0.083465i,-0.036286-0.20804i,0.0096202-0.28803i,0.098843-0.19338i,0.16801+0.017774i,0.16896+0.13626i,0.097465+0.10449i,0.0037444+0.052027i,-0.025458+0.04142i,-0.0044145+0.027992i,0.0050777+0.010015i,0.004493+0.0080877i,0.0068494+0.010301i,0.0060221+0.012415i,0.0028522+0.015033i,0.00041517+0.012588i,-0.0045265+0.010859i,-0.0061036+0.012437i,-0.0018941+0.013089i,0.0030635+0.015361i,0.0086395+0.015851i,0.012522+0.011906i
0.014886-0.023221i,0.06166-0.06616i,0.13289-0.13344i,0.14576-0.18066i,0.05372-0.17983i,-0.043647-0.15446i,-0.055787-0.12191i,-0.031501-0.075209i,-0.012505-0.020062i,0.008616+0.0081959i,0.012097+0.0052419i,0.0016714+0.001615i,0.0013299+0.0011354i,0.0052-0.0028841i,0.006019-0.0047063i,0.0053537-0.0031282i,0.0041717+0.0010238i,0.0092584+0.005417i,0.016296+0.00070918i,0.012837-0.016564i,-0.0012226-0.035869i,-0.014697-0.037297i,-0.016388-0.017722i
0.024248+0.003462i,0.076814+0.055888i,0.15196+0.16792i,0.1987+0.28657i,0.21125+0.30948i,0.25026+0.206i,0.26142+0.069142i,0.18944+0.0098258i,0.11535+0.013437i,0.071373+0.0028548i,0.028886-0.010048i,0.0069136+0.00055948i,0.010486+0.0030746i,0.012176-0.0050201i,0.0076212-0.0092768i,0.00081614-0.010817i,-0.0041454-0.010876i,-0.0039262-0.011806i,-0.0039722-0.0073091i,-0.0023742+0.0095845i,0.0070211+0.02628i,0.01576+0.027173i,0.011521+0.014208i
-0.0022146+0.031688i,-0.022663+0.11293i,-0.072231+0.25709i,-0.12544+0.37066i,-0.18318+0.34236i,-0.2694+0.2155i,-0.30611+0.11862i,-0.22644+0.057884i,-0.12494-0.005457i,-0.079638-0.029023i,-0.051255-0.012257i,-0.022986-0.0015274i,-0.014577+0.0039286i,-0.014808+0.0096152i,-0.013192+0.0062479i,-0.010685-0.00065649i,-0.0085428-0.0076582i,-0.010402-0.010146i,-0.009728-0.0081266i,-0.0057911-0.0079691i,-0.0063153-0.0092779i,-0.0086765-0.0085497i,-0.0085826-0.0057159i
-0.026124+0.0063835i,-0.098729-0.0013876i,-0.20122-0.035214i,-0.2203-0.095991i,-0.10365-0.17516i,0.0040792-0.22471i,-0.00091317-0.18559i,-0.031369-0.086992i,-0.025327-0.013892i,-0.014127+0.01309i,-0.0013938+0.016715i,0.0084173+0.0069176i,0.0052892+0.00063624i,0.0022326+0.00070537i,0.0023143+0.0021587i,0.0025585+0.0071007i,0.00083944+0.013834i,-0.0059504+0.017786i,-0.011592+0.017812i,-0.0066079+0.018972i,0.0058024+0.023671i,0.014922+0.020998i,0.012093+0.0060135i
-0.015035-0.030963i,-0.038634-0.12184i,-0.070592-0.28473i,-0.11526-0.38944i,-0.13931-0.27197i,-0.10146-0.0034774i,-0.025765+0.16967i,0.018168+0.16086i,0.011015+0.1004i,0.01072+0.069869i,0.020319+0.039679i,0.010028+0.013541i,0.0011211+0.006471i,0.0035341+0.004053i,0.0037713+0.0028024i,0.003042+0.0030679i,0.0061335+0.0026419i,0.011365+0.0019836i,0.013477-0.0026209i,0.007536-0.014022i,-0.0045068-0.027421i,-0.010577-0.029198i,-0.0010737-0.01828i
0.023048-0.026973i,0.08553-0.077115i,0.17419-0.16327i,0.19416-0.25073i,0.11754-0.28356i,0.062669-0.25885i,0.076633-0.22285i,0.08967-0.18073i,0.077216-0.1269i,0.051015-0.081791i,0.019551-0.04503i,0.0053002-0.019251i,0.0030671-0.015301i,-0.0023395-0.015721i,-0.003602-0.011298i,-0.00023113-0.0070935i,0.0030684-0.0070971i,0.0067504-0.010701i,0.0071706-0.011146i,0.0027822-0.0070755i,-0.0016461+0.00086721i,-0.0024126+0.0095443i,-0.0041868+0.013164i
0.027404+0.021069i,0.089814+0.089372i,0.18499+0.2187i,0.26659+0.3384i,0.29411+0.36695i,0.29446+0.29103i,0.26677+0.14684i,0.1643+0.032203i,0.049564-0.0014045i,-0.0069351-0.0017406i,-0.025623+0.0029248i,-0.019219+0.015746i,0.0002497+0.019557i,0.0069627+0.011445i,0.0026284+0.0031314i,-0.0070895-0.0038922i,-0.017176-0.0083096i,-0.019098-0.012783i,-0.012608-0.014246i,-0.0037921-0.01075i,-0.0026343-0.011377i,-0.0066889-0.013966i,-0.0018917-0.0083023i
-0.011372+0.031976i,-0.04388+0.12145i,-0.078589+0.26711i,-0.058466+0.36128i,-0.03812+0.27105i,-0.14017+0.072145i,-0.25883-0.011813i,-0.2243+0.015005i,-0.11761+0.02019i,-0.060704+0.0092002i,-0.030377+0.0086847i,-0.0096889+0.0034297i,-0.0065163+0.003246i,-0.0039451+0.0057188i,0.0019663+0.0029101i,0.0092371+0.0024861i,0.011072+0.0086262i,0.0026992+0.01847i,-0.0068311+0.022515i,-0.0066506+0.023103i,0.0025735+0.028287i,0.0066726+0.035017i,-0.0035207+0.033679i
-0.033586-0.0063572i,-0.11422-0.023731i,-0.21379-0.043266i,-0.22303-0.037159i,-0.10236-0.031692i,0.020187-0.052217i,0.035931-0.034965i,0.029797+0.032729i,0.063785+0.065619i,0.07967+0.042371i,0.06224+0.015955i,0.037888+0.0025549i,0.020629-0.0074059i,0.012713-0.012675i,0.0063771-0.010622i,0.0025398-0.0022612i,0.0039721+0.0056416i,0.0067747+0.011906i,0.0089801+0.013926i,0.0089175+0.0044074i,0.006707-0.01188i,0.0041878-0.026531i,0.0037395-0.033194i
-0.0086588-0.034979i,-0.019403-0.13378i,-0.069126-0.28698i,-0.19371-0.36803i,-0.31739-0.25219i,-0.30332-0.011966i,-0.17484+0.13087i,-0.068897+0.097744i,-0.033097+0.014402i,-0.018077-0.018252i,-0.0059348-0.022961i,-0.0082397-0.022119i,-0.014571-0.012477i,-0.014964-0.0054104i,-0.013138-0.0071928i,-0.010296-0.011484i,-0.003041-0.016142i,0.0048702-0.020714i,0.0065421-0.020248i,0.00080947-0.01325i,-0.0037731+0.0017706i,0.00035459+0.019209i,0.0019409+0.02526i
0.042719-0.012202i,0.11188-0.049001i,0.18129-0.12634i,0.15815-0.2118i,0.090126-0.22922i,0.10002-0.18714i,0.14241-0.18287i,0.096672-0.18235i,0.011782-0.11435i,-0.022107-0.041589i,-0.019547-0.005947i,-0.0064433+0.0075944i,0.0032652+0.0078584i,0.0017412+0.0070864i,-0.0045081+0.0091783i,-0.014586+0.0088136i,-0.028342+0.00039921i,-0.034164-0.015622i,-0.026496-0.025509i,-0.014094-0.024036i,-0.0092041-0.027121i,-0.011681-0.038442i,-0.0080245-0.043028i
0.020651+0.031611i,0.06229+0.10781i,0.13274+0.20481i,0.20442+0.24426i,0.22718+0.22396i,0.20404+0.18552i,0.16529+0.12003i,0.08666+0.061222i,-0.0065787+0.060099i,-0.040986+0.07308i,-0.035653+0.054446i,-0.026915+0.037976i,-0.0065577+0.03539i,0.013094+0.026226i,0.018182+0.011856i,0.013376+0.00092066i,0.0029449+0.0010903i,-0.0068846+0.011304i,-0.0087551+0.018056i,-0.0025647+0.020399i,0.0048139+0.025788i,0.011225+0.035342i,0.015799+0.041904i
-0.0279+0.024226i,-0.07375+0.09179i,-0.080465+0.19498i,0.033067+0.23298i,0.14058+0.093029i,0.047823-0.11538i,-0.11459-0.14798i,-0.099796-0.05353i,0.012109-0.029283i,0.043667-0.04762i,0.028336-0.035008i,0.025919-0.022926i,0.018962-0.024229i,0.010043-0.018147i,0.013728-0.0062739i,0.024894+0.0035328i,0.035331+0.013129i,0.037662+0.025187i,0.032251+0.029296i,0.023418+0.014501i,0.010535-0.0092502i,-0.0066047-0.027606i,-0.017021-0.034809i
-0.031141-0.022954i,-0.087447-0.06084i,-0.14433-0.072266i,-0.13073-0.0065154i,-0.04804+0.060728i,0.016515+0.062352i,0.024471+0.057891i,0.028302+0.055468i,0.046464+0.016335i,0.039175-0.023603i,0.015048-0.022877i,0.0026171-0.0092742i,-0.0043201-0.0087789i,-0.013085-0.013981i,-0.016288-0.015621i,-0.0089697-0.015915i,0.0057006-0.018773i,0.021603-0.02293i,0.023441-0.020207i,0.010263-0.007398i,0.0037133+0.012268i,0.014101+0.031311i,0.023471+0.037285i
0.010077-0.034951i,0.033494-0.11158i,0.0086911-0.20297i,-0.12726-0.21201i,-0.28003-0.089481i,-0.2901+0.068281i,-0.18914+0.12855i,-0.10246+0.079351i,-0.076343+0.016858i,-0.059318+0.0028703i,-0.020775-0.0011077i,-0.0050268-0.013222i,-0.016114-0.0072329i,-0.020738+0.0065727i,-0.021254+0.011061i,-0.022665+0.0084622i,-0.026252-0.0045626i,-0.034455-0.022239i,-0.036695-0.029871i,-0.02952-0.024457i,-0.024768-0.019344i,-0.028285-0.022316i,-0.032787-0.022063i
0.038404+0.0077877i,0.09194+0.014128i,0.11221-0.0064779i,0.039117-0.04495i,-0.013577-0.028695i,0.068664+0.012243i,0.15026-0.029103i,0.10657-0.04847i,0.049445+0.029695i,0.0461+0.077098i,0.033817+0.069483i,0.021507+0.060926i,0.02564+0.041033i,0.019557+0.018247i,0.0013398+0.0081845i,-0.018306+0.0094127i,-0.034959+0.015531i,-0.046761+0.017723i,-0.044893+0.015011i,-0.026781+0.012714i,-0.0046837+0.015982i,0.015248+0.022032i,0.028702+0.022311i
-0.0060993+0.041541i,-0.016038+0.10723i,-0.016327+0.15414i,0.017691+0.10459i,0.056777+0.020257i,0.072298+0.0064789i,0.086431+0.008707i,0.071202-0.021443i,0.031501-0.025342i,0.0099972-0.012419i,-0.0086221-0.017694i,-0.020193-0.01218i,-0.0020243+0.0015046i,0.021835-0.0012457i,0.030859-0.011562i,0.028432-0.01487i,0.023698+0.001287i,0.025045+0.025841i,0.026886+0.031153i,0.02549+0.012068i,0.014741-0.014071i,-0.0091949-0.027611i,-0.028686-0.025412i
-0.036005+0.0069927i,-0.090819+0.017672i,-0.089532+0.031659i,0.043902+0.0058102i,0.16639-0.11372i,0.093962-0.24713i,-0.04652-0.22226i,-0.054974-0.11825i,-0.012371-0.098001i,-0.019219-0.094062i,-0.016704-0.053716i,0.00069206-0.031896i,-0.0029218-0.029018i,-0.009523-0.022654i,-0.0032349-0.014766i,0.011732-0.011685i,0.031353-0.016809i,0.04691-0.020964i,0.047387-0.015975i,0.033774-0.0066391i,0.023932+0.0011605i,0.027499+0.0036785i,0.031347+0.0003785i
-0.0093348-0.044421i,-0.0089039-0.10164i,0.015893-0.12546i,0.056563-0.054903i,0.05157+0.030959i,-0.0012363+0.049456i,-0.048217+0.053527i,-0.0728+0.062147i,-0.085196+0.052706i,-0.074597+0.039359i,-0.049274+0.019352i,-0.037865+0.00022369i,-0.031843+0.00061273i,-0.022551+0.0071649i,-0.018144+0.0072855i,-0.014419+0.0008643i,-0.0099937-0.015798i,-0.008769-0.033168i,-0.0081949-0.035689i,-0.0091325-0.02472i,-0.014323-0.013624i,-0.020522-0.0068924i,-0.022344-6.955e-05i
0.035792-0.021574i,0.10107-0.041908i,0.13543-0.037496i,0.061784+0.022541i,-0.056249+0.10086i,-0.10165+0.1502i,-0.074066+0.15701i,-0.020203+0.13345i,0.030202+0.097093i,0.054728+0.0587i,0.060132+0.028713i,0.051954+0.00942i,0.029443+0.0051902i,0.0092294+0.014008i,0.0017846+0.024733i,-0.0042821+0.032542i,-0.023689+0.038595i,-0.049139+0.03608i,-0.056477+0.027404i,-0.041375+0.028009i,-0.014566+0.034711i,0.012089+0.031727i,0.026328+0.018109i
0.023414+0.041701i,0.036957+0.097931i,-0.00050795+0.14195i,-0.091574+0.1415i,-0.092784+0.14889i,0.037731+0.14782i,0.12119+0.070176i,0.098813+0.0070218i,0.083866+0.0090336i,0.075042+0.004345i,0.031948+0.011685i,0.016349+0.037177i,0.030653+0.027605i,0.027871+0.00091068i,0.010961-0.0091552i,-0.004592-0.0028269i,-0.0074069+0.016455i,0.00070131+0.037455i,0.008624+0.037442i,0.0088254+0.013548i,-0.0056561-0.0067034i,-0.024001-0.0056007i,-0.027026+0.0027942i
-0.035659+0.032284i,-0.11349+0.065377i,-0.20077+0.053818i,-0.21359-0.034105i,-0.13646-0.11062i,-0.032402-0.10752i,0.044884-0.09592i,0.05316-0.13035i,-0.0014282-0.14546i,-0.044219-0.10587i,-0.042048-0.065211i,-0.028128-0.044794i,-0.016815-0.030836i,0.0014922-0.025184i,0.0176-0.029435i,0.025217-0.034077i,0.03302-0.031898i,0.044583-0.024671i,0.046899-0.020618i,0.034333-0.021202i,0.021335-0.019409i,0.016955-0.016689i,0.011323-0.01479i
-0.040101-0.024457i,-0.087091-0.082847i,-0.092502-0.15216i,-0.0075707-0.19148i,0.06418-0.21545i,0.020929-0.21588i,-0.059024-0.15184i,-0.088472-0.061519i,-0.081795-0.0053839i,-0.063287+0.024766i,-0.0373+0.038364i,-0.018542+0.029728i,-0.013972+0.016822i,-0.019275+0.010619i,-0.029164+0.0045111i,-0.034676-0.01135i,-0.032486-0.039837i,-0.028545-0.066316i,-0.024095-0.06936i,-0.020292-0.050132i,-0.019182-0.029879i,-0.020323-0.015175i,-0.0172-0.0025349i
0.024896-0.043311i,0.09583-0.099741i,0.20503-0.13142i,0.25663-0.083861i,0.17151-0.0053976i,0.023679+0.024824i,-0.043971+0.026687i,-0.030109+0.033771i,-0.0076292+0.049708i,0.018023+0.049821i,0.024316+0.010227i,-0.0059905-0.014647i,-0.021989-0.00079064i,-0.011726+0.012143i,0.0013687+0.015604i,0.0076316+0.017902i,-0.0076313+0.018932i,-0.039014+0.023053i,-0.053216+0.033075i,-0.029326+0.040982i,0.01088+0.032164i,0.035099+0.01071i,0.035076-0.0043783i
0.055993+0.011157i,0.14152+0.060649i,0.22918+0.14385i,0.23358+0.21052i,0.15905+0.21463i,0.077197+0.18131i,0.044439+0.17226i,0.08239+0.16047i,0.12536+0.095784i,0.11154+0.030549i,0.085296+0.012603i,0.074775+0.01076i,0.05113+0.0066444i,0.020107+0.014252i,0.0041293+0.028275i,0.00079831+0.03988i,9.3381e-05+0.05488i,0.00023374+0.073387i,0.0036482+0.077314i,0.0068717+0.057361i,0.0010714+0.037848i,-0.0092556+0.032226i,-0.0101+0.02358i
-0.00368+0.050741i,-0.046243+0.13126i,-0.128+0.21316i,-0.19218+0.21668i,-0.16288+0.14589i,-0.05235+0.073576i,0.010188+0.0083602i,-0.013741-0.033053i,-0.037974-0.037889i,-0.051542-0.033053i,-0.062791-0.013077i,-0.041859+0.0040138i,-0.0080579-0.0080129i,0.010087-0.030929i,0.016252-0.042696i,0.022064-0.034251i,0.044232-0.015434i,0.076565-0.0076925i,0.085825-0.015585i,0.058528-0.023543i,0.024122-0.02097i,0.0053606-0.016469i,-0.0046556-0.012342i
-0.063446+0.004145i,-0.17768-0.016762i,-0.32737-0.073216i,-0.37822-0.13219i,-0.25465-0.15917i,-0.072292-0.15868i,0.029497-0.13028i,0.032427-0.087955i,-0.013248-0.048025i,-0.037206-0.0073741i,-0.015371+0.010698i,0.0053544+0.00090044i,0.0042876-0.0044058i,-0.00025564-0.0025909i,-0.0069889-0.0061009i,-0.019845-0.019883i,-0.03034-0.046093i,-0.031691-0.075541i,-0.028572-0.087348i,-0.030876-0.069047i,-0.039615-0.034978i,-0.042117-0.0028354i,-0.029094+0.017272i
-0.017076-0.050408i,-0.029398-0.15294i,-0.03113-0.27248i,-0.026869-0.29359i,-0.021099-0.1922i,-0.035321-0.085955i,-0.083406-0.042668i,-0.122-0.012414i,-0.098089+0.026728i,-0.043266+0.030173i,-0.028778+0.016338i,-0.035979+0.025712i,-0.02545+0.031992i,-0.014691+0.017072i,-0.015512+0.0028822i,-0.020579-0.0052336i,-0.033761-0.017631i,-0.056917-0.026636i,-0.065309-0.019242i,-0.040583-0.010811i,-0.0063591-0.01778i,0.012735-0.033746i,0.017606-0.036102i
0.054615-0.02628i,0.16608-0.045862i,0.32424-0.054206i,0.39148-0.048015i,0.28444-0.019568i,0.1351+0.015262i,0.070931+0.0027063i,0.064371-0.048054i,0.060872-0.077428i,0.056146-0.076193i,0.043414-0.067851i,0.016996-0.045374i,1.1265e-05-0.0097465i,0.0031431+0.014943i,0.011007+0.019295i,0.01271+0.020441i,0.007083+0.040403i,-0.00084346+0.073804i,-0.0026944+0.089712i,0.0053758+0.070093i,0.016961+0.038511i,0.027457+0.023498i,0.03326+0.014909i
0.044091+0.044816i,0.10779+0.14315i,0.19423+0.26931i,0.25825+0.31311i,0.24037+0.25278i,0.13072+0.1942i,0.04652+0.18101i,0.049666+0.14552i,0.049523+0.070739i,0.0082408+0.030866i,-0.011741+0.033231i,0.0019213+0.02011i,0.008415-0.0076513i,0.0056841-0.015792i,0.012265-0.007682i,0.02949+0.0028092i,0.051778+0.011685i,0.072794+0.016655i,0.077879+0.014125i,0.059983+0.0074434i,0.038293+0.003344i,0.020191-0.0039867i,-0.0056039-0.011549i
-0.040774+0.042691i,-0.12327+0.10651i,-0.22321+0.17326i,-0.25582+0.17577i,-0.21982+0.081183i,-0.17007-0.031552i,-0.10128-0.07377i,-0.036642-0.069776i,-0.015937-0.047398i,-0.015322-0.012815i,-0.0052201-0.0027831i,0.0017792-0.017138i,1.6279e-05-0.022122i,-0.00035233-0.018854i,0.00043924-0.021254i,-0.0020829-0.026674i,-0.001507-0.033091i,0.002203-0.044785i,-0.0036719-0.05311i,-0.022935-0.035783i,-0.036084+0.0037104i,-0.028389+0.035616i,-0.0098703+0.044846i
-0.055287-0.032253i,-0.15204-0.10589i,-0.28198-0.1927i,-0.35094-0.19047i,-0.26991-0.10351i,-0.087451-0.05667i,0.038419-0.034113i,0.06748+0.019769i,0.067991+0.058334i,0.060564+0.058715i,0.046598+0.043466i,0.034889+0.021729i,0.023381+0.002409i,0.0098754+0.0022217i,-0.00067118+0.019331i,-0.011393+0.029405i,-0.036661+0.017304i,-0.070092-0.0051829i,-0.083049-0.01453i,-0.06054-0.0091019i,-0.03552-0.0065506i,-0.038477-0.0066408i,-0.043012-0.0019537i
0.020849-0.053999i,0.056402-0.14729i,0.070447-0.24079i,0.013377-0.23955i,-0.045699-0.1403i,-0.039198-0.050927i,-0.047961-0.030375i,-0.091062-0.013436i,-0.086968+0.015183i,-0.044933+0.0016088i,-0.024959-0.014078i,-0.01284+0.013147i,0.0035809+0.040685i,0.0017947+0.031213i,-0.017784+0.0061327i,-0.030579-0.0035795i,-0.024551+0.003766i,-0.010781+0.019976i,0.002571+0.030685i,0.0083888+0.01831i,0.004736-0.0031657i,0.009682-0.015874i,0.02638-0.023222i
