0.0002872+0.00099787i,0.00053174+0.0016065i,0.00042049-8.6418e-05i,-0.00061946-0.00067965i,-0.0014772+0.00039099i,-0.0016128+0.0010326i,-0.00035339+0.0015077i,0.00095312+0.0010828i,0.0010601+8.215e-05i,0.00097195-0.00019599i,0.00075711-0.00014759i,0.0001941-0.00030222i,-1.5159e-05-0.00047525i,0.00011428-0.00052502i,9.9757e-05-0.00036478i,2.3297e-05-0.00072202i,-0.0002162-0.0010166i,-0.00084754-0.00071717i,-0.000844-0.00024625i,-0.00024039+1.1303e-06i,-9.1859e-05+0.00043846i,-0.00068236+7.0875e-06i,-0.00048545-0.0004278i
-0.088423-0.026944i,-0.13192-0.082518i,-0.10693-0.091953i,-0.050134-0.031463i,-0.015183+0.0080686i,0.003649-0.0083759i,0.010345-0.024718i,0.0044133-0.014063i,0.00026319+0.0025301i,-0.00067538+0.0098566i,-0.0052147+0.0090489i,-0.0099345+0.0028652i,-0.012334-0.0029437i,-0.012583-0.0037902i,-0.0092291-0.0027697i,-0.0039736-0.0024307i,0.00067283-0.0021051i,0.0049849+0.00079974i,0.0083105+0.0056695i,0.0081265+0.0086774i,0.0048265+0.011159i,0.0019365+0.012899i,0.0016958+0.011007i
0.064901-0.069661i,0.14828-0.10815i,0.20191-0.10928i,0.18622-0.098709i,0.12913-0.078186i,0.060807-0.043419i,0.012382-0.019416i,-0.0031808-0.011022i,-0.0064617-0.0094269i,-0.0062644-0.0069833i,-0.00097881-0.0015324i,0.0063644+0.0020947i,0.011296+0.00031566i,0.011443-0.0026354i,0.008321-0.0032031i,0.0048832-0.0025567i,0.003284-0.0024119i,0.0028788-0.0050138i,0.0021927-0.011083i,0.0022195-0.013971i,0.0031688-0.011079i,0.0048333-0.0077082i,0.0044238-0.0052093i
0.034924+0.089699i,0.0094794+0.16776i,-0.067287+0.19317i,-0.12111+0.14842i,-0.10577+0.094582i,-0.048299+0.063861i,-0.0031636+0.041141i,0.00423+0.015814i,-0.002419+0.00027211i,-0.0052241-0.0045004i,-0.0051564-0.0068342i,-0.0045692-0.0065222i,-0.0036721-0.0033991i,-0.0027997+0.00070564i,-0.0017713+0.0027951i,-0.0016048+0.0033106i,-0.0049364+0.0048546i,-0.008681+0.0097462i,-0.010021+0.014679i,-0.010568+0.012977i,-0.010839+0.0057848i,-0.010844+8.5549e-06i,-0.0086597-0.00086608i
-0.078218+0.0027743i,-0.11707-0.031201i,-0.095866-0.056989i,-0.035069-0.030378i,-0.0048528-0.0019623i,-0.0068393-0.0091491i,-0.00807-0.0166i,-0.0016737-0.010056i,0.0047303-0.0053631i,0.0059326-0.0044605i,0.0029458-0.0021629i,-0.0013573-0.00065019i,-0.0050701+1.7889e-05i,-0.0054731+0.0017891i,-0.0043216+0.0028885i,-0.0027845+0.001768i,0.00011257-0.00035525i,0.0037432-0.0026568i,0.0075495-0.0033442i,0.010149-0.0023019i,0.01024-6.4322e-05i,0.0084849+0.0032585i,0.0056141+0.0046125i
0.022543-0.068046i,0.074423-0.10778i,0.10733-0.12429i,0.088214-0.12155i,0.052964-0.097507i,0.019193-0.051323i,-0.0045484-0.016322i,-0.005362-0.0042413i,0.0013271-0.0020709i,0.0044214-0.0015958i,0.0092128-0.00014915i,0.014583+0.00089249i,0.015285-0.0010599i,0.010518-0.0047056i,0.0045625-0.0061433i,0.0020135-0.0054171i,0.0010787-0.0059162i,-0.0028754-0.0084568i,-0.0087354-0.012595i,-0.0092399-0.013814i,-0.0040185-0.010989i,0.00081803-0.0078835i,0.001554-0.0054068i
0.042043+0.047427i,0.038543+0.11943i,-0.0077046+0.16338i,-0.052812+0.14497i,-0.051364+0.093849i,-0.015607+0.046637i,0.009439+0.01731i,0.0074737+0.0049073i,0.00041833+0.005347i,-0.0015251+0.0082698i,-0.0034019+0.0065799i,-0.0059132+0.0040262i,-0.0059364+0.003515i,-0.0030442+0.0037778i,-0.00043332+0.0031338i,0.00040929+0.002786i,0.00033245+0.0047332i,0.00193+0.0091917i,0.0045056+0.013635i,0.0035826+0.014435i,-3.3465e-05+0.011492i,-0.0022142+0.0076138i,-0.0010001+0.004756i
-0.055923+0.0095027i,-0.098949-0.017072i,-0.081386-0.05279i,-0.015155-0.051444i,0.019751-0.025589i,0.011492-0.015316i,-0.0011215-0.013293i,-0.004194-0.0058424i,-0.0045995-0.00030084i,-0.0035482+0.00094275i,-0.0027392+0.0019555i,-0.0041113+0.001695i,-0.006+0.0021755i,-0.0049809+0.0047916i,-0.0016915+0.0055929i,0.00155+0.0039712i,0.0039564+0.0009193i,0.0054627-0.0048804i,0.0076711-0.01019i,0.0093706-0.0099469i,0.0085039-0.0047801i,0.0057468+3.5733e-05i,0.0042185+0.0019736i
0.012727-0.061629i,0.040998-0.10347i,0.057534-0.11101i,0.036964-0.093148i,0.016307-0.063764i,0.0097915-0.022878i,0.0038083+0.0021194i,-0.00013024+0.0026028i,-0.0031072-0.0019885i,-0.0036975-0.0021576i,0.00098242-0.0018951i,0.0065287-0.0044824i,0.0068263-0.0079831i,0.002224-0.0086816i,-0.0019237-0.0052883i,-0.0028732-0.0012447i,-0.0031829+4.63e-05i,-0.0062304+0.00095421i,-0.011166+0.0023528i,-0.012636+0.0016348i,-0.0097162-0.0011374i,-0.0053577-0.0028661i,-0.0026192-0.0019023i
0.055387+0.034427i,0.077424+0.085929i,0.05441+0.13253i,0.011627+0.13495i,-0.011763+0.099037i,-0.0081036+0.050684i,0.0018868+0.015212i,0.00076864-0.00032385i,-0.0018462-0.0030679i,-0.0025317-0.00030842i,-0.0054186+0.0016442i,-0.0069166+0.003665i,-0.0047586+0.0050338i,-0.0013198+0.0025537i,0.00022843+0.00035395i,-0.0012917+0.0019465i,-0.00095627+0.0051496i,0.0043942+0.0083637i,0.01029+0.01039i,0.010607+0.010589i,0.0058894+0.0088897i,0.0022618+0.0058639i,0.0015876+0.0028158i
-0.039438+0.039969i,-0.077132+0.030829i,-0.079978-0.009098i,-0.038269-0.035283i,-0.010759-0.029709i,-0.014338-0.017525i,-0.01771-0.0094567i,-0.009752-0.0037633i,-0.0022361-0.0026197i,-0.00041809-0.0048698i,-0.0015332-0.0055197i,-0.0027384-0.003373i,-0.001474-0.00021893i,0.0015103+0.0020581i,0.0032188+0.0022521i,0.0028608+0.00039567i,0.00077472-0.003132i,-0.0027235-0.0088571i,-0.0044907-0.013947i,-0.0026812-0.014637i,-0.00011029-0.011397i,0.0011893-0.0060762i,0.00080335-0.0013749i
-0.021092-0.039298i,-0.0094341-0.072567i,0.0012345-0.079439i,-0.010085-0.063723i,-0.015652-0.049749i,-0.0038328-0.030186i,0.003428-0.012098i,0.004545-0.0042257i,0.0045899+0.00048227i,0.0054135+0.0022231i,0.0089111-0.0011028i,0.010296-0.0062411i,0.0057286-0.0081444i,-0.0010401-0.0056044i,-0.0049542-0.0023442i,-0.0044048-0.0012873i,-0.0028037-0.0012312i,-0.0036517+0.0023922i,-0.0064248+0.0077973i,-0.0084204+0.0078681i,-0.0079696+0.005104i,-0.0051953+0.0031534i,-0.0025497+0.0016936i
0.036813+0.0028763i,0.06589+0.03307i,0.067118+0.067463i,0.046084+0.076181i,0.027496+0.055812i,0.018112+0.023108i,0.011885+7.3272e-06i,0.0018806-0.0050157i,-0.0032966-0.00089553i,-0.0027407+0.0044181i,-0.0021251+0.0083165i,-0.0013272+0.010105i,5.757e-06+0.0083405i,0.0011452+0.0037804i,0.0013357+0.00085758i,0.0013039+0.0015812i,0.002916+0.0026138i,0.0082872+0.00094822i,0.014012-0.0010193i,0.015858-5.9923e-05i,0.013529+0.0021208i,0.009148+0.0019721i,0.0065532+0.0003036i
-0.018852+0.027038i,-0.049714+0.031442i,-0.062914-0.00026501i,-0.038646-0.030609i,-0.00939-0.025687i,-0.0016708-0.0056185i,-0.0029385+0.0048632i,-0.0035252+0.0042886i,-0.0059381+0.001001i,-0.0078829-0.0008596i,-0.0076334-0.00086532i,-0.0055385-1.9024e-05i,-0.0021346+0.00046941i,0.0023734+0.00026935i,0.0051269-0.0014378i,0.0040324-0.003088i,-0.00034193-0.0039103i,-0.0067292-0.0039694i,-0.01148-0.0048885i,-0.011087-0.0068267i,-0.0073824-0.0076525i,-0.0043381-0.0051419i,-0.0023093-0.00075147i
-0.01811-0.025708i,-0.016963-0.049853i,-0.0055233-0.053259i,-0.0094123-0.03178i,-0.01508-0.012513i,-0.0057231-0.00077225i,0.0030931+0.0030023i,0.0052576-0.0013795i,0.0056441-0.0047926i,0.0063675-0.0053637i,0.006968-0.0079372i,0.0047436-0.0098737i,-0.0010984-0.0070335i,-0.0060096-0.00040179i,-0.0057878+0.0040754i,-0.0033828+0.004089i,-0.0013431+0.0035216i,0.0013286+0.0065016i,0.0026035+0.011335i,5.2743e-05+0.01261i,-0.0028135+0.0099234i,-0.0020959+0.0063907i,-0.00067059+0.0041728i
0.031541-0.0079555i,0.058372+0.0057749i,0.068228+0.031118i,0.05374+0.044103i,0.027964+0.038557i,0.0063084+0.019185i,-0.0026112+0.0020413i,-0.0041638-0.001458i,-0.0014236+0.00082546i,0.0018894+0.0036835i,0.0019343+0.0067169i,0.0018528+0.0078173i,0.0028547+0.0039042i,0.0014989-0.0013929i,-0.00082778-0.0027022i,-0.0006966-0.00013062i,0.0014085+0.00078019i,0.0042283-0.0039344i,0.0079161-0.0090384i,0.010771-0.0090094i,0.011035-0.0069314i,0.0089782-0.0043389i,0.0056203-0.0030546i
0.0012327+0.026741i,-0.022564+0.036607i,-0.046959+0.019709i,-0.045016-0.01005i,-0.028522-0.021191i,-0.017078-0.012467i,-0.0090994-0.0018604i,-0.003481+0.0038312i,-0.0027449+0.0045835i,-0.0049835+0.0032399i,-0.0063486+0.0028481i,-0.0053789+0.0024381i,-0.0018121+0.0012186i,0.0019289-0.00088319i,0.0025968-0.0037903i,0.00062116-0.005659i,-0.0028399-0.0041496i,-0.007846-0.00074312i,-0.013037+0.0012835i,-0.014366-0.0004235i,-0.011498-0.0031814i,-0.008051-0.0019437i,-0.004907+0.0018751i
-0.019308-0.006341i,-0.023437-0.027327i,-0.01526-0.033457i,-0.011426-0.018805i,-0.01139-0.011314i,-0.0027292-0.012394i,0.003745-0.011099i,0.0027866-0.0084035i,0.00081826-0.006048i,0.0025894-0.0064828i,0.0045231-0.0095622i,0.0023729-0.010432i,-0.0015752-0.0057431i,-0.0027277+0.00091733i,-0.0010038+0.0049934i,0.001024+0.0047817i,0.0036376+0.0026544i,0.0076403+0.0027027i,0.010879+0.0047746i,0.0096784+0.007954i,0.0058647+0.010114i,0.0038371+0.0085729i,0.0026247+0.0040177i
0.015489-0.006784i,0.039157-0.008417i,0.050908+0.0015391i,0.047275+0.0084427i,0.036621+0.0087293i,0.021612+0.0039416i,0.0066643-0.00065343i,-0.0026263-0.00048439i,-0.0041367+0.0023749i,-0.0016654+0.0060342i,0.002253+0.0080095i,0.0053853+0.0062683i,0.0052359+0.0018721i,0.00082392-0.0012203i,-0.0027804-0.00023808i,-0.0019246+0.0024196i,-7.3713e-05+0.0014323i,0.00015211-0.0040771i,-0.00036229-0.010061i,0.0012519-0.011395i,0.0042116-0.0095444i,0.0054166-0.0073263i,0.0050897-0.0060302i
-0.0011792+0.022385i,-0.009605+0.035341i,-0.027474+0.02831i,-0.03092+0.0074957i,-0.016767-0.0012333i,-0.0029946+0.0038304i,0.0021141+0.0062502i,0.0011252+0.003452i,-0.0024263+0.0018697i,-0.0053208+0.0023784i,-0.0060725+0.0036087i,-0.0044829+0.0039066i,-0.0016795+0.0028707i,-0.00021164-0.00015514i,-0.00089007-0.0035289i,-0.0027006-0.003141i,-0.0038698+0.001276i,-0.0048652+0.0068559i,-0.0074351+0.01027i,-0.010701+0.0079367i,-0.012244+0.003905i,-0.010655+0.0042052i,-0.0065472+0.005953i
-0.020355-0.0032033i,-0.025651-0.011099i,-0.015731-0.016413i,-0.0056134-0.0049332i,-0.0054807+0.007553i,-0.0033321+0.007855i,0.00017405+0.00049128i,0.00096527-0.0060837i,0.00048264-0.0085325i,0.00082413-0.011296i,0.00071399-0.013834i,-0.0023618-0.011464i,-0.0045931-0.0060781i,-0.0015384-0.00038948i,0.0030636+0.0018314i,0.0039732+0.00052634i,0.0036726-0.0013376i,0.0076536-0.0035585i,0.012602-0.0041689i,0.012036-0.0008737i,0.0090234+0.0034537i,0.0063837+0.0044485i,0.0030463+0.003203i
0.0070127-0.018251i,0.02069-0.019601i,0.030183-0.011705i,0.025605-0.0026497i,0.012967+0.003126i,0.00069998+0.0053342i,-0.0043189+0.0036499i,-0.0035362+0.0029086i,0.00027553+0.0035625i,0.0044913+0.005283i,0.0069736+0.0065846i,0.0071175+0.0043854i,0.0042029+0.00066603i,-0.00079888+0.00012281i,-0.0027713+0.0020003i,-8.8383e-05+0.0025846i,0.0005897+0.0016515i,-0.0039742-0.00078292i,-0.0070789-0.0045665i,-0.004309-0.0080727i,-0.00036826-0.01025i,0.00085829-0.009965i,0.00050677-0.0078654i
0.011307+0.0085523i,0.0052547+0.020488i,-0.013167+0.023524i,-0.027755+0.011694i,-0.02612-0.00052712i,-0.014099-0.0032265i,-0.0035149-0.0013913i,0.00011486+0.0013594i,-4.4811e-05+0.0036717i,-0.00064774+0.0047456i,-0.0016426+0.0047716i,-0.0023191+0.0038363i,-0.001113+0.0018323i,-0.00070651-0.0012966i,-0.0032065-0.0031728i,-0.0050294-0.0016439i,-0.0035895+0.0026037i,-0.00075211+0.0080251i,0.0014751+0.011724i,-0.00035538+0.010365i,-0.0045671+0.0072949i,-0.0058563+0.0067087i,-0.0036159+0.00633i
-0.0057371+0.0046874i,-0.013658-0.0024473i,-0.011037-0.010971i,-0.0029365-0.010522i,-0.0003531-0.0063758i,0.0012078-0.0072579i,0.00043293-0.0082818i,-0.0030682-0.0082616i,-0.0045462-0.0075117i,-0.0063124-0.0079665i,-0.0087048-0.0095548i,-0.0083535-0.0087454i,-0.0051792-0.0051216i,-0.00039589-0.0022811i,0.0035207-0.0016084i,0.0028164-0.001845i,0.0012284-0.0040724i,0.0033517-0.007965i,0.0063994-0.0093261i,0.0083428-0.0049411i,0.0093087+0.00027101i,0.0080516+0.0015606i,0.0046579+0.00065045i
0.00040496-0.0053038i,0.010714-0.012446i,0.019226-0.012205i,0.019125-0.011748i,0.0165-0.010654i,0.010974-0.0053317i,0.0041072-0.00066953i,0.00070607+0.0013525i,0.0023181+0.0019568i,0.0066173+0.00317i,0.0094866+0.0040235i,0.0092108+0.0023743i,0.0059606+0.00047463i,0.0017067+0.0019719i,-2.6806e-05+0.0044683i,0.0017947+0.0040822i,0.001116+0.0021289i,-0.0044538+0.0022008i,-0.0096848+0.0025233i,-0.0091741+6.9764e-05i,-0.005433-0.0037751i,-0.0028478-0.0058604i,-0.0004971-0.0060637i
0.0085555+0.011125i,0.0092396+0.018018i,0.00088387+0.020981i,-0.0048909+0.015516i,-0.003025+0.0083919i,0.0015877+0.0043659i,0.0049948+0.0016013i,0.0054684+2.3343e-05i,0.0032113+0.0013343i,0.00059801+0.0029012i,-0.00097999+0.0038469i,-0.0012568+0.0040927i,-0.00021519+0.0030214i,-0.0013253+0.00075526i,-0.0041482-0.00039784i,-0.0049714+0.00085298i,-0.0029883+0.0027962i,0.0020577+0.0039925i,0.0060798+0.0049555i,0.0044842+0.0055367i,-0.00018807+0.006702i,-0.0021557+0.0082864i,-0.00063403+0.0074056i
-0.008152+0.0064232i,-0.010767+0.0040404i,-0.0074299-0.0035793i,0.0018511-0.0031702i,0.0037982+0.0030216i,8.6569e-05+0.0037109i,-0.0021636+0.00012497i,-0.0037086-0.0027105i,-0.0058529-0.0043177i,-0.0079204-0.0047721i,-0.010107-0.0048185i,-0.010856-0.003842i,-0.0081949-0.0019369i,-0.0034333-0.0025115i,-0.00035309-0.0051938i,-0.00044324-0.0049465i,-0.0016611-0.005053i,-0.0013652-0.0083217i,-0.0014355-0.011531i,-0.00018811-0.00997i,0.0037268-0.0046877i,0.0047887-0.00098685i,0.0020898+0.00040697i
-0.0065255-0.0054044i,-0.0012389-0.010851i,0.002694-0.010672i,0.00038345-0.0055795i,-0.0030484-0.0010267i,-0.0044313+0.0020347i,-0.0035733+0.0031172i,-0.0023278+0.0035686i,0.00031786+0.0025149i,0.0060273+0.00057822i,0.0099512-0.0014119i,0.0099351-0.0036223i,0.0074203-0.0044689i,0.0046836-0.0017257i,0.0042198+0.0016559i,0.0050455+0.00095089i,0.003696+0.0011166i,0.00025001+0.0052888i,-0.0023592+0.0084631i,-0.0030388+0.00592i,-0.002977-0.00015596i,-0.0032213-0.0041551i,-0.0025299-0.0048222i
0.0054257-0.0018719i,0.0078521+0.0045415i,0.0033944+0.011496i,-0.0059485+0.011404i,-0.01062+0.0061107i,-0.0081197-0.00016258i,-0.0030442-0.0033611i,-0.0011418-0.0027597i,-0.001555-0.00016311i,-0.00075571+0.0022286i,-0.00045968+0.0040083i,-0.00081719+0.0032223i,-0.00018607+0.0015755i,-0.0011695+0.001725i,-0.0030453+0.0033832i,-0.0037638+0.0050049i,-0.0017597+0.0041195i,0.0035476+0.0013331i,0.0082021-0.00021717i,0.0062629+0.00011745i,0.0013995+0.001191i,-0.00052921+0.0032509i,-9.8117e-06+0.0036551i
0.00089557+0.0066428i,-0.0032753+0.007151i,-0.0056144-0.00037411i,-0.0030146-0.0078147i,-0.00092214-0.0093626i,-0.00072888-0.0087506i,-0.0023735-0.0075374i,-0.0051941-0.0060921i,-0.005685-0.0033773i,-0.0060546-0.0001972i,-0.0067574+0.00081176i,-0.0060326+0.00061173i,-0.0050035-0.00053222i,-0.0042136-0.0030859i,-0.0037607-0.005128i,-0.0035086-0.004439i,-0.0036048-0.0028542i,-0.0057208-0.0042925i,-0.0075469-0.0068776i,-0.004861-0.0056461i,0.00053149-0.0028482i,0.0024276-0.0014021i,0.0013775-0.00075936i
-0.003032-0.00048167i,-0.0039056-0.005737i,-2.3369e-05-0.0084058i,0.0025484-0.0083093i,0.00461-0.0084257i,0.0069944-0.0055612i,0.0066582-0.003035i,0.0052315-0.0033993i,0.0049747-0.0036851i,0.0066918-0.003058i,0.0093325-0.0039877i,0.0093508-0.0058778i,0.0070092-0.0052606i,0.0061395-0.0019571i,0.0070522+0.00056901i,0.0061018-7.6243e-05i,0.0036217-0.00062659i,0.0026244+0.0032092i,0.0022656+0.0077571i,0.0011408+0.0070106i,0.00031895+0.0021398i,-0.00072435-0.0022345i,-0.0011169-0.0041294i
0.0044376+0.0015021i,0.008302+0.0046207i,0.0077991+0.0064065i,0.0030418+0.0051884i,0.00044768+0.0050993i,0.0011872+0.0049492i,0.0035319+0.0017525i,0.005167-0.000355i,0.0027266+0.0016862i,-0.00027826+0.0047523i,-0.00098918+0.0065748i,-0.001468+0.0066573i,-0.001479+0.0065583i,-0.0016292+0.0064336i,-0.0015666+0.0065643i,-9.301e-05+0.0069733i,0.0011795+0.0041064i,0.0022365-0.0020041i,0.0036589-0.0067403i,0.0031179-0.006521i,0.0006908-0.0023768i,0.00060433+0.0015979i,0.0019866+0.0034733i
-0.0014769-0.00041881i,-0.0044122-0.0012105i,-0.0065028-0.0032389i,-0.0030744-0.0032349i,-0.00056874+0.00089674i,-0.0014311+0.0047294i,-0.0026142+0.0062373i,-0.0035549+0.0047203i,-0.0046055+0.0023506i,-0.0064162+0.0016701i,-0.0073645+0.001739i,-0.0067042+0.0013814i,-0.0061634-0.00039377i,-0.0076799-0.0028043i,-0.0087184-0.003559i,-0.006372-0.0018765i,-0.0035898+0.00074849i,-0.0042371+0.0014284i,-0.0072628+0.0013783i,-0.0064364+0.0018637i,-0.0012452+0.0026473i,0.0023546+0.0030054i,0.0031106+0.002966i
0.00041306+0.0046837i,0.00071093+0.0016175i,0.0015479-0.00084346i,-0.00040265+0.00019156i,-0.0041559+0.0013058i,-0.005666+0.0015233i,-0.0048626+0.001759i,-0.0034805+0.0013414i,-0.0015612-0.0018081i,0.0014591-0.0068754i,0.0029075-0.0098134i,0.0027121-0.0099992i,0.0030889-0.0085672i,0.0041318-0.0061232i,0.0049156-0.0046728i,0.003135-0.004761i,0.00081324-0.0031841i,0.0029901+0.00071008i,0.0073089+0.0039742i,0.0078213+0.0038346i,0.0045078+0.00011481i,0.00072327-0.0026854i,-0.0015257-0.0027642i
-0.00067346+0.0026671i,0.0026424+0.0030465i,0.0040146+0.002813i,0.001807+0.0021878i,-0.0028078-0.00020568i,-0.006651-0.0040325i,-0.007278-0.0061342i,-0.0052424-0.0055594i,-0.0015263-0.0021595i,0.0016288+0.0011297i,0.0022202+0.0026786i,0.0020234+0.0038051i,0.0028815+0.0039611i,0.0039361+0.0038622i,0.0042442+0.0042877i,0.0039222+0.0040218i,0.0037876+0.0021681i,0.0025902-0.0020972i,-0.00044144-0.0065391i,-0.0028108-0.0070515i,-0.0036255-0.0032568i,-0.0024797+0.0013658i,-0.00041572+0.002818i
0.00079589+0.0036933i,-0.00070644+0.0038374i,-0.0032836+7.4082e-06i,-0.0046554-0.0048241i,-0.0035541-0.0063578i,-0.00088528-0.0061976i,-0.00022884-0.005232i,-0.002487-0.0030581i,-0.0029148-0.00014047i,-0.0015345+0.0016732i,-0.0010116+0.0016075i,-0.0012981+0.00014908i,-0.0031429-0.00081796i,-0.0060599-6.1465e-05i,-0.0066859+0.00051944i,-0.0046236+0.00034688i,-0.0026058+0.00078866i,-0.0036024+0.0033016i,-0.0054221+0.0062982i,-0.0042402+0.0064805i,-0.0010282+0.0040453i,0.00093695+0.0020578i,0.0014694+0.0010183i
-0.0027579-0.0019026i,-0.0015124-0.0012218i,0.00048632-0.0025079i,6.6114e-05-0.0036895i,0.00016784-0.0037068i,0.0050284-0.0020315i,0.0085221-0.0024271i,0.0063218-0.0039455i,0.0019093-0.0034644i,6.5683e-05-0.0027844i,0.00084067-0.0033862i,0.00089087-0.0037603i,0.0008968-0.0034075i,0.0016881-0.0036026i,0.0023191-0.0040884i,0.0018279-0.0041056i,0.0011394-0.0028645i,0.002986-0.0012994i,0.0067478-0.0020724i,0.008068-0.0042221i,0.005169-0.0052379i,0.00097126-0.0050522i,-0.0016839-0.0043929i
0.0024421-0.0026762i,0.0038375-0.0020332i,0.0040311+0.00037244i,0.0036443+0.0019756i,0.0040695+0.0028585i,0.0047215+0.0043785i,0.0044571+0.0040807i,0.0032241+0.0022717i,0.0017333+0.0024861i,0.0018621+0.0042111i,0.0029036+0.0061069i,0.0033213+0.0065416i,0.0037406+0.0044853i,0.0047245+0.0028772i,0.0052275+0.0032594i,0.0053509+0.0033705i,0.0033193+0.0017463i,-0.0006515-0.0016401i,-0.0043824-0.0049516i,-0.0062651-0.0049357i,-0.0056717-0.0013353i,-0.0030511+0.0016826i,-0.00022148+0.0017025i
0.0040538+0.0034618i,0.0022476+0.0041484i,-0.0015959+0.0018248i,-0.00384-0.0011209i,-0.0037091+9.1527e-06i,-0.0034281+0.0039927i,-0.0029964+0.0060718i,-0.0027214+0.0053904i,-0.0034148+0.003826i,-0.0038143+0.001857i,-0.0041117+0.00044073i,-0.0042726-0.0010746i,-0.0052879-0.0011544i,-0.0073094+0.0020763i,-0.0077484+0.0048592i,-0.0053774+0.0041803i,-0.0013362+0.0031826i,0.0012856+0.0047849i,0.0020301+0.0076281i,0.0024709+0.0079754i,0.0047463+0.0057798i,0.0061959+0.0031058i,0.0046938+0.0018384i
0.0026706+0.0063583i,0.0025849+0.0035622i,0.003084+0.000249i,0.0026859+1.6703e-05i,-0.00048394-0.00038977i,-0.0044989-0.0016781i,-0.0070573-0.002568i,-0.0064706-0.0032377i,-0.0040468-0.0040627i,-0.0030004-0.0046584i,-0.0028221-0.0034463i,-0.0012957-0.0014934i,0.00072399-0.001894i,0.0019127-0.0049895i,0.00089289-0.0066187i,-0.0015684-0.0044522i,-0.0031302-0.0016439i,-0.00058391-0.0017234i,0.0043547-0.0046655i,0.0059302-0.0066848i,0.003359-0.0063673i,0.00026196-0.0044605i,-0.0016924-0.0016463i
-0.0007655+0.0018147i,-0.00015599+0.002579i,-0.00057909+0.0022367i,-0.0021531+0.0012066i,-0.0034339-0.0013415i,-0.0038288-0.0046918i,-0.0036566-0.0066004i,-0.0029542-0.0058212i,7.5629e-05-0.0035088i,0.0034646-0.0017461i,0.0048958-0.0006472i,0.0040059+0.00044398i,0.0028555+0.00058065i,0.0037619+0.00014795i,0.0058009-0.0010557i,0.005711-0.0022468i,0.0027297-0.0022486i,-0.0014571-0.0013016i,-0.0055816-0.00048243i,-0.0073934+0.0010067i,-0.0062716+0.0037659i,-0.0027541+0.0053132i,0.00011752+0.0036627i
-0.0022987+0.0004008i,-0.00037209-0.00027309i,-0.00086066-0.0035024i,-0.0021748-0.0058331i,-0.0020642-0.0050318i,0.0011218-0.00557i,0.0035724-0.0068754i,0.0029003-0.0055517i,0.0013027-0.001351i,0.00050309+0.0017106i,-0.00035206+0.0016581i,-0.0025489-2.3492e-05i,-0.0051859+0.00053794i,-0.0055292+0.00386i,-0.0039171+0.0071358i,-0.0013324+0.0067128i,0.0012228+0.0035678i,0.0025287+0.0032997i,0.003451+0.0053406i,0.0043471+0.0056007i,0.0051054+0.0037268i,0.0045272+0.0023277i,0.0014597+0.0018348i
-0.00066161+0.00045681i,0.000889+8.5623e-05i,0.00079552+0.00099295i,0.00076249+0.0025588i,0.0023466+0.0031491i,0.0055646+0.0029383i,0.0072921+0.0017146i,0.0047231+0.00024233i,0.00058845-1.3464e-05i,-0.001173+0.00059793i,-1.2889e-05+0.00094368i,0.0022844-0.00041048i,0.0032658-0.0035337i,0.0020104-0.0056889i,-0.00048896-0.0049464i,-0.0024383-0.0026093i,-0.0023943-0.00087238i,-0.0022566-0.0017698i,-0.0011552-0.0050642i,0.00059291-0.0083351i,-0.00091604-0.0085984i,-0.003068-0.0060414i,-0.0030805-0.002337i
-0.00027042+0.0011285i,-0.00096803-0.00013385i,-0.0019091-0.0028614i,-0.0025881-0.003352i,-0.001714-0.00067621i,-0.00010051+0.0041958i,0.00095911+0.0071187i,0.00047481+0.0055751i,-0.00040002+0.0018193i,-2.6959e-06-0.00041204i,0.0008305-0.00082598i,0.0012308-0.00049174i,0.001039-0.00046493i,0.00099686-0.0019227i,0.0022756-0.0032612i,0.0025627-0.0032757i,0.00094041-0.0013127i,-0.0017963+0.0015481i,-0.0041419+0.0034921i,-0.0051124+0.0050996i,-0.0045713+0.0060764i,-0.0018465+0.0039381i,0.00047531+0.00040706i
0.0031202+0.0022205i,0.0057733+0.0041769i,0.0053433+0.0019802i,0.0011472-0.0006262i,-0.0030449+0.00010986i,-0.00509+0.003i,-0.0050361+0.0039878i,-0.0040697+0.0025251i,-0.0019792+0.00084358i,-0.0004464+0.0010534i,-0.00073268+0.0012624i,-0.0017873+0.0013675i,-0.0016249+0.0027955i,-0.00050289+0.0052158i,0.00037536+0.0071093i,0.00097575+0.0058524i,0.0023891+0.0020119i,0.0041701+0.00015129i,0.0056745+0.00053518i,0.0065344+0.0010317i,0.0068083+0.00019416i,0.0060051-0.00083632i,0.0041137-0.00019652i
0.0084932-0.0059987i,0.0071792-0.0021443i,0.0011725-0.011049i,-0.0062339-0.012391i,-0.012072-0.0087568i,-0.014679-0.0015887i,-0.010399+0.0012506i,-0.0058741-0.0016669i,-0.0034467-0.004123i,-0.0035185-0.0039322i,-0.0027793-0.00081457i,0.0017567+0.0011902i,0.0056068-0.00088165i,0.0043334-0.003331i,0.00091679-0.00365i,-0.0019206-0.0022981i,-0.0030476-0.00043744i,-0.0029915-3.9422e-05i,-0.0033243-0.0017812i,-0.0034472-0.0044652i,-0.0033963-0.0045111i,-0.0029106-0.0017317i,-0.001379+0.00052767i
