-0.00064857+0.0008573i,0.0005036+1.197e-05i,-0.0010483-5.0216e-05i,-0.0012025+0.00087593i,-0.00069578+0.0025057i,-0.00044298+0.0021713i,2.2723e-05+0.00075275i,0.00089304+0.00047889i,0.00163+0.00081988i,0.0013893+0.00042854i,0.001351+1.6263e-05i,0.0014188-0.00024306i,0.00037519-0.00063313i,-0.00030661-0.00037919i,-0.00054211+0.0001022i,-0.00044792+0.00097948i,0.00034599+0.0013319i,0.00040318+0.00052118i,0.00040927+0.00011985i,0.00033111+7.9652e-05i,2.9148e-05+0.00017579i,-4.7525e-05+8.7338e-05i,-0.00032705-0.00071277i
-0.00010487-0.00080658i,-0.00067425-0.0014252i,-8.289e-06-0.0026657i,0.00050141-0.0023489i,0.0010435-0.0020389i,0.00072512-0.0021052i,-0.00065534-0.0016157i,-0.0011555-0.00056319i,5.3241e-05+0.00061112i,0.0012906+0.00059089i,0.0019157-0.00051626i,0.0023929-0.0011167i,0.0018336-0.00095543i,0.0021458-0.00033679i,0.0022695+0.0002314i,0.00097496-0.00060877i,-1.1231e-06-0.00087802i,-0.00021216+0.00023441i,0.00016931+0.00065167i,0.00078525+8.9319e-06i,0.00041191-0.0005447i,-0.00080016-0.00040028i,-0.00045902-1.9189e-05i
0.0013983-0.0022608i,0.0025451-0.0025928i,0.0026512-0.0028153i,0.0015481-0.0024821i,0.00020453-0.0025063i,-0.0015534-0.0016064i,-0.0029425+0.00024548i,-0.0030706+0.00062247i,-0.001838+0.00057262i,-0.00033691-7.8097e-05i,0.00076462-0.001002i,0.0021165-0.0010273i,0.0021432-4.8017e-05i,0.00079245+0.0021928i,0.00038197+0.0029622i,0.00028986+0.0012351i,0.00029669-3.1515e-05i,0.0009134+0.00026284i,0.0014429+0.00048276i,0.0017878+0.00081349i,0.0010848+0.0011545i,0.00055928+0.0014636i,0.00030117+0.00074091i
-0.0004433-0.0012034i,-0.00042711-0.0023651i,-0.0010699-0.0037191i,-0.00099649-0.003131i,-7.3553e-05-0.0020054i,9.8435e-05-0.0013151i,0.00023967-0.0017963i,0.00056072-0.001875i,-0.000481-0.0004206i,-0.00073184+0.00070909i,-0.00016106+0.001985i,-0.00056924+0.0035977i,-0.0011218+0.0037299i,-0.0018841+0.0019343i,-0.0025394+0.0003305i,-0.0018436-0.0003381i,-0.0012945-0.00084753i,-0.0011974-0.0012274i,-0.0010034-0.00073252i,-0.00099257+0.00013312i,-0.0013679+0.00015921i,-0.0013852+0.00046671i,-0.0015911+0.0010315i
-0.0017541-0.00039599i,-0.002127+0.00039516i,-0.0019888-0.00020718i,-0.00013061-2.4387e-05i,0.001567-0.0005996i,0.0011255-0.0017723i,-3.0821e-05-0.0022623i,-0.00064381-0.0029225i,0.0002312-0.002342i,0.00050594-3.7345e-05i,-5.9052e-05+0.00077994i,-1.8201e-06+0.00042256i,0.00040817-7.0189e-05i,0.00083605-0.00089706i,0.0012715-0.00099817i,0.0012918-3.7756e-05i,0.00012715-0.00014713i,-0.000665+0.00027867i,-0.00013773+0.001005i,0.0006854-6.769e-06i,-2.3513e-05+0.00036355i,-0.00092509+0.00096103i,-0.00063748+0.00037875i
0.00057902-0.0013539i,-7.6754e-05-0.0024033i,9.3015e-05-0.0029366i,-0.00018743-0.0010693i,-0.00049907-0.0003752i,-0.00090032-0.00051176i,3.5952e-05-0.00015073i,0.00082576+0.0001265i,0.00055178-0.00084681i,7.0389e-05-0.0022171i,-4.3635e-05-0.0018518i,-0.00033494+1.1537e-05i,-0.00022728+0.0018442i,0.00040658+0.0026681i,0.00062158+0.0017096i,-4.3745e-05+0.00083293i,0.00010119+9.348e-05i,0.00098545-0.00020404i,0.0015603+9.2803e-05i,0.0017816-3.3464e-06i,0.0011034-1.7234e-05i,0.00010833+4.7906e-05i,0.00013205+0.00047799i
0.0022286-0.0015995i,0.0031035-0.0030344i,0.002486-0.004282i,0.0016349-0.005118i,0.00091185-0.0050293i,0.00016862-0.002853i,0.00035616-0.0016333i,0.0015741-0.00094391i,0.0023651-0.00066761i,0.0021386-0.00019855i,0.0016848+0.00020988i,0.00069949+0.0003464i,-0.00060625+0.0010673i,-0.0010203+0.0012075i,-0.00076919+0.00015568i,-0.0010345-0.00083443i,-0.0015026-0.00024106i,-0.0014495+0.00035832i,-0.0011297+0.00080319i,-0.000702+0.00054095i,-0.00059248+0.00031392i,-0.00064535+0.00019545i,-0.00067303+9.7677e-06i
-0.00124-0.0003478i,-0.0013828+0.0013356i,-0.002805+0.0024451i,-0.0029519+0.0027674i,-0.0016116+0.0020337i,-0.00037129+0.001935i,-7.6445e-05+0.0019396i,-0.00025144+0.0016981i,0.0003185+0.001858i,0.0008215+0.0014963i,0.00042871-0.00036111i,-0.00010994-0.0018367i,-5.5592e-05-0.0023542i,0.00077758-0.0021715i,0.001117-0.00087381i,0.00071034-0.00060503i,0.0006821-0.0015608i,0.0008997-0.001724i,0.00084264-0.001318i,0.0010332-0.0015008i,0.0014017-0.0014863i,0.0011285-0.0008459i,-3.8152e-05-0.0004208i
0.00080762-0.001962i,-0.00085242-0.002047i,-0.0021661-0.0023809i,-0.0019403-0.0013454i,-0.0012379-0.00064225i,-0.0018631-0.00047322i,-0.0016024+0.00043441i,-0.00094011+0.001459i,-0.00061495+0.0011884i,-0.00011515+0.00011629i,-0.00039956+9.8494e-05i,0.00051136+0.0008359i,0.0011835+0.0010075i,0.00096791+0.0011109i,0.0013242+0.00077552i,0.00035671+0.00026537i,-0.00012493-0.00070813i,0.00057007-0.0015413i,0.0013435-0.00098608i,0.0019029-0.00025529i,0.0014328-6.1797e-05i,0.00043326-0.00059485i,-0.0001435-0.00084444i
-0.00053103+0.00081042i,0.00076846-0.00040477i,0.0023677-0.0019191i,0.0023077-0.003427i,0.0015313-0.0037166i,-0.00031757-0.0029224i,-0.0019101-0.0018659i,-0.0019619-0.00030472i,-0.00091551+0.0011375i,0.00030063+0.0012088i,0.00090256+0.00054105i,0.0010886+0.00079999i,-4.3476e-07+0.0012555i,-0.0014362+0.0017044i,-0.0021649+0.0017892i,-0.0010213+0.0011221i,0.00024854+0.0011168i,-9.0629e-05+0.00095145i,-0.00026059+0.0010948i,-3.5744e-05+0.001409i,-0.00027978+0.0011118i,-0.00054619+0.00033976i,-0.00094348+0.00066944i
-9.7036e-05+0.00072815i,0.0010695-0.00016751i,0.0012943-0.00089298i,0.0018085-0.0014082i,0.0019024-0.000712i,0.0018902+0.00027642i,0.00029924+0.0008227i,-0.0013268+0.0002222i,-0.00080744-8.0011e-05i,-0.00055316+0.0011886i,-0.0011861+0.0019069i,-0.0020088+0.0014063i,-0.0018474+0.00015425i,-0.00066727-0.0017978i,-0.00023553-0.0022317i,0.00017051-0.0012165i,0.00051951-0.0010271i,0.00050564-0.00085726i,0.00063812-0.00092009i,0.00065794-0.0014137i,0.00049266-0.0012557i,0.00048761-0.00086485i,0.00031048+0.00020353i
0.00084021+0.00017089i,0.0010905-0.00082951i,0.0013579-0.0013684i,0.0014208-0.00069947i,0.001268+0.00064007i,0.00010149+0.00023074i,-0.00046723-0.0013876i,3.6854e-05-0.0013976i,-3.0432e-05-0.00049459i,-0.00071577-0.00060262i,-0.00043567-0.00041095i,0.00011362+0.00089375i,-0.00030342+0.0015079i,-0.00023713+0.0018378i,-0.00061133+0.001579i,-0.0015829+0.0011344i,-0.0013194+0.00061821i,-0.00060511-9.1309e-05i,-0.0001038-0.00058002i,0.00056078-0.00015744i,0.00052642+0.00045794i,0.00030481+0.0003331i,-0.00018395-0.00031559i
0.00034789-0.00062128i,-0.00025802-0.0013121i,2.6883e-05-0.002311i,3.1426e-05-0.0040262i,-0.00069179-0.0040577i,-0.00055964-0.0021057i,-0.00032902-0.00045069i,5.7049e-05-0.00090183i,0.00089659-0.0017459i,0.0010529-0.0015495i,0.00068084-0.0015252i,-3.158e-05-0.0010215i,-0.0015472-0.00027245i,-0.0017721+0.00018661i,-0.001178+0.00032097i,-0.00075766-5.2775e-05i,-0.00038027-0.0002456i,-0.00033288-0.00076638i,0.00081786-0.0010606i,0.00066273-0.00065074i,-0.00026965-0.00016964i,-0.00081214+0.00038797i,-0.00095998+0.00064758i
0.0013017-0.00083585i,0.0011907-0.0020635i,0.00060188-0.0017652i,0.0009081-0.00051539i,0.0011398+6.1424e-05i,0.00086629-0.0001972i,0.00097882-0.00011405i,0.0018102+0.0002706i,0.0017804+0.00096774i,0.00059634+0.0012331i,-0.00044917+0.00071256i,-0.00031159+0.00015091i,-0.00062799-0.00088277i,-0.0014283-0.0014868i,-0.0011349-0.000679i,0.00023235+0.00011923i,0.00058203+0.00035517i,-0.0005833-0.00048131i,-0.0010825-0.00099328i,-0.00059821-0.00080386i,-0.00042731-0.00063372i,-0.0004201-0.0007764i,0.0001363-0.0005508i
-0.00016927+0.00022836i,-0.00079125-0.00021046i,-0.00050272-0.0015943i,-0.00094933-0.0015962i,-0.0014828-0.00040602i,-0.0017478-0.000274i,-0.0010736-0.0010514i,9.6095e-06-0.00027252i,0.00052608+0.00013637i,0.00096145+0.00028056i,0.0012352+0.00031259i,0.0012259-0.00044027i,0.0015122-0.00046596i,0.0023548+2.753e-05i,0.0019711+0.0003165i,0.00053931+0.00089451i,0.00061903+0.00011982i,0.00094616-0.00048558i,0.00069764+0.00024142i,0.0011553+0.00043779i,0.00016306+0.0002203i,-0.0010389-0.00013417i,-0.00058984-0.00042458i
0.0016022-0.00096104i,0.0014085-0.0021804i,0.0014112-0.0040428i,0.001666-0.0044186i,0.00076177-0.0041693i,-0.00044873-0.0033021i,-0.00015121-0.0011627i,-5.8782e-05+0.00043367i,-2.0964e-05+0.00058036i,0.00044009+0.00030343i,0.00076433+0.00012443i,-4.4087e-06+0.00017158i,-0.00045553+0.00053486i,-0.00016725+0.0010067i,-9.3735e-05+0.00039135i,-1.8386e-06-0.00057462i,4.0369e-05-0.00046323i,0.00054489-0.00041135i,-4.2032e-06-0.00059391i,-0.00015673-0.00011329i,0.00069644+0.00048323i,0.00093975+0.00066438i,0.00073154+0.0014766i
0.0017211-0.0017401i,0.0018047-0.0021996i,0.0015223-0.0017113i,0.0010907-0.00062575i,0.00022337-0.00033407i,-0.00065395-0.00030856i,-0.0003508+0.00026776i,-7.4115e-06-4.3137e-05i,-0.00024686-9.644e-05i,-0.00084027+0.00077658i,-0.0013674+0.0014369i,-0.0013313+0.0014969i,-0.001133+0.0011268i,-0.000898+0.00051615i,-0.00045405+4.0728e-05i,-0.00049368-0.00034399i,-0.0012687-0.00033584i,-0.0016903-0.00033376i,-0.0018349+5.2891e-05i,-0.001072-0.00016281i,-7.1855e-05-0.00083888i,-0.00031208-0.0011106i,-0.0011066-0.00077284i
0.00050055-0.0026967i,-3.5765e-05-0.0027391i,-0.0017789-0.0018236i,-0.0030649-0.00055253i,-0.0019605-0.00091814i,-0.00048628-0.0017199i,-0.0014014-0.00114i,-0.0021439-0.00021546i,-0.0011038+0.00025287i,-0.00097576+0.00057872i,-0.001252-0.0004074i,-0.0012609-0.00086729i,-0.00074706-0.00071223i,0.00010786-0.00067015i,0.00081595+3.9917e-05i,0.0012336+0.0001624i,0.0011934+0.00011086i,0.0014076-0.00011449i,0.0013784+0.00023918i,0.0016359+0.00095103i,0.0011731+0.0006282i,0.00052784+0.00032068i,0.00092184+0.00029331i
-0.00020706+0.0015474i,0.00090689+0.0016024i,0.0013349+0.0020235i,0.0024346+0.0012301i,0.002311-7.8318e-05i,0.0012268-0.001199i,0.00046725-0.0022476i,-5.6616e-05-0.0018961i,-9.1269e-05-0.0012073i,0.00039466-0.0015248i,-7.3927e-05-0.0014792i,-0.00067884-0.00023149i,-0.00042793+0.0012967i,-0.00089597+0.00192i,-0.0017289+0.00125i,-0.0011262+0.0008691i,-0.00023326+0.00062886i,-0.00017365-0.00029212i,-0.00036109-0.00062138i,-0.00014492-0.00013406i,-1.4178e-05+0.00023643i,-0.00010131-0.00019088i,-0.00067955-0.00011382i
-0.00050203-0.00040177i,0.00024091-0.00056919i,0.0010438-0.0014465i,0.0012459-0.00065938i,0.00029187+0.00054408i,-0.00070647+1.6224e-06i,-0.000981-0.00067199i,-0.00097312-0.0011849i,-4.5594e-06-0.0008446i,0.0014432-0.00030564i,0.0013003+0.00013781i,-0.0002439-0.0001278i,-0.0012049-0.00042029i,-0.0006483+0.0006703i,-0.0003714+0.00092037i,0.00019498+0.0010237i,0.00049221+0.0013597i,9.5757e-05+0.0010723i,8.8385e-05+0.00027248i,0.00031514-0.00060044i,0.00014146-0.0012976i,5.5876e-05-0.0005946i,-0.00024576+5.9273e-05i
0.0009831+0.00023897i,0.00021966-0.00038462i,-9.5674e-05+9.4524e-05i,-0.00062778+0.00082459i,-0.00055974-0.00040569i,-2.0513e-05-0.0013876i,-0.00019058-0.00032395i,-0.00036796+0.00030606i,-0.00022068-2.365e-05i,-4.9184e-05-0.00035349i,6.6309e-05-0.00037039i,0.00052098-0.0010353i,0.00061251-0.0016541i,0.00026372-0.0018904i,1.2091e-05-0.002006i,-0.00060778-0.001694i,-0.00048585-0.0013736i,0.00025363-0.00087815i,0.00038628+0.00017682i,-5.2205e-05+0.00068911i,0.00016233+0.0010238i,0.00084055+0.00080984i,0.00048832+0.00025118i
0.00076999-0.00049731i,0.00088957-0.0011801i,0.0011735-0.0017506i,0.0021703-0.0023917i,0.0019578-0.0017097i,0.00067643-0.0015674i,0.0012007-0.0016653i,0.0013955-0.00097241i,0.00040473+5.171e-05i,0.00011407+0.00025637i,0.00037582+0.00027346i,0.00061531+0.0007517i,-0.0001239+0.0012284i,-0.00095495+0.0019011i,-0.001756+0.001444i,-0.0018577+0.00061208i,-0.0012044-4.9089e-05i,-0.00098738-0.00056917i,-0.0010743-0.00026952i,-0.00043052+0.0004792i,0.00023426+8.9847e-05i,-3.7345e-05-0.0010004i,-0.0012293-0.0012956i
0.001106+0.0013573i,0.00096638+0.0018749i,0.0021606+0.0010117i,0.002779-0.00047256i,0.0014624-0.0014852i,-0.00031923-0.0019913i,-0.00086052-0.0012563i,0.00010539+0.00023813i,0.0012972+0.0004352i,0.0017696-0.00056781i,0.00059259-0.00088211i,-0.00059244+1.7632e-05i,-0.00087448+0.0012089i,-0.00042565+0.0008848i,0.00030908-0.00020297i,0.00053752-0.00050488i,0.00090406-5.6423e-05i,0.00042195+0.00048135i,0.00040122+0.00024081i,0.00085451-0.00034763i,0.0003638-0.00019507i,-0.00019342-0.00014813i,-0.0002329-0.00085159i
3.0099e-05-0.0010373i,-9.7046e-05-0.00090414i,0.00028426-0.0015959i,-0.0002057-0.0028661i,-0.001331-0.0029112i,-0.0021429-0.0024232i,-0.0019493-0.00087017i,-0.0011195+0.00082615i,-7.5928e-05+0.0015341i,0.00015238+0.00084271i,-0.00083299-0.00037779i,-0.0012795-0.00079157i,-0.00073741-0.00074573i,-0.0010363-0.00026867i,-0.0012903-0.00040843i,-0.0011132-0.00076447i,-0.00058886-0.00078808i,0.00076555-0.00071698i,0.0011728-0.00068276i,0.0003273-0.00020438i,0.00017343+0.00017348i,0.00088456-0.00085863i,0.00069076-0.0013113i
0.0013426-0.0026763i,0.0016626-0.0052131i,0.0006814-0.0066392i,0.001011-0.0046745i,0.0014161-0.0026908i,0.00040079-0.00142i,5.7626e-05-0.00050411i,0.00010557-0.00045011i,0.00045516-0.00024162i,0.00064323+0.00037926i,6.5639e-05+0.00040791i,-0.00073035+0.00034671i,-0.00069783+0.00091193i,-4.7114e-05+0.0010069i,0.00040645+0.00093278i,0.00053025+0.00081944i,0.00026288+0.00027111i,0.00024345+0.00065845i,0.00038025+0.0010255i,0.00043151+0.0010289i,0.0005854+0.0012553i,-0.00010123+0.00048471i,-0.00088458-0.00023358i
0.0020432+0.00052491i,0.0032608+0.00098322i,0.0035872+0.00094112i,0.0029602+0.00024473i,0.0018099-0.00022091i,0.00064003-0.0011712i,-0.00073189-0.00069595i,-0.0010426-0.0001192i,-0.00066183+7.4413e-05i,-9.7408e-05+0.00027398i,0.00055149-0.00017149i,-0.00034299-0.0010954i,-0.0013606-0.00079226i,-0.00097628+0.00019889i,1.0691e-05+0.00033276i,0.00085045-0.00061408i,0.0012249-0.0010624i,0.0012555-0.00013241i,0.00085796+0.00071556i,-0.00075939+0.00024074i,-0.0011721-2.6203e-05i,-0.00061838+0.00065515i,-1.6474e-05+0.0007604i
-0.00017027+0.00018397i,-0.0009239-3.566e-05i,-0.0011063-0.0010102i,-0.00073282-0.001342i,-0.00084332-0.00076477i,-0.0012657-0.001072i,-0.00056556-0.0018075i,-7.8851e-05-0.0016811i,-0.00057266-0.00075519i,-0.0010873+7.4865e-05i,-0.00075896-0.00023971i,0.00014469-0.0011379i,0.00010982-0.00146i,-0.00013718-0.00081889i,-0.00012008-0.00016347i,-0.0003273+0.00042517i,-0.00066035+0.00077037i,-0.00062297+0.00081694i,0.00013994+0.00069776i,0.0012942+0.00041487i,0.0016518-0.00046453i,0.00074214-0.00057222i,-3.6146e-05-0.0010409i
0.0013437-0.0014166i,0.00014968-0.0025659i,0.00062706-0.003209i,0.0027777-0.0030331i,0.003167-0.0037606i,0.001224-0.0036495i,1.499e-05-0.0014719i,-0.00029366-0.00024144i,-6.6053e-05-0.00026994i,5.043e-05+0.00024861i,-0.00028624-8.0228e-05i,-0.00029659+0.0001408i,0.00014771+0.00097832i,4.7534e-05+0.00076911i,0.00050057+0.00043832i,0.0012528+0.00072769i,0.00055852+0.00096212i,0.0002032+0.00039142i,0.00066603+0.00064483i,-0.00013971+0.00087863i,-0.0010396+5.8627e-05i,-0.00016556-0.00038611i,0.00027084-7.0198e-05i
-0.00014134-0.0014211i,-0.0006764-0.0025554i,-0.0014557-0.0028511i,-0.0027332-0.0021578i,-0.0033752-0.001082i,-0.0019284-0.0004797i,0.00054983-4.3586e-05i,0.0014219-0.00031676i,0.00056099-0.00069816i,-0.00014662+0.00017316i,0.00041498+0.00088556i,0.00088618+0.00033419i,0.00064468-2.4986e-05i,-6.5531e-05+0.00013975i,-0.0011624-0.00013896i,-0.001542-0.00058554i,-0.001147-0.00067927i,-0.00030957-0.00044912i,0.00023981-0.00029504i,0.00049359+0.00014208i,0.0003106+0.00066371i,0.00045807+0.00026523i,0.00074934-0.00081341i
0.00084115+0.00067401i,0.00048659+0.00064139i,0.00090482+0.0011603i,0.0014155-2.7939e-05i,0.0015427-0.0018189i,0.00069913-0.0024149i,7.8176e-05-0.0018487i,0.0011035-0.0001278i,0.0023491+0.00011476i,0.0017972-0.00024997i,0.00012362+0.0008638i,-0.00079218+0.00093706i,-0.00059895-0.00039243i,0.00022575-0.00060042i,0.00087468-0.00073968i,0.0011339-0.00091742i,0.00088663-0.0006374i,0.0003914-0.00030379i,0.00051816+0.00027699i,0.00042628+0.00010237i,-5.2159e-06-0.00087083i,-0.00019386-0.0003196i,-0.00098204-2.2174e-06i
-0.0016503-0.0018397i,-0.00035798-0.0015739i,-1.9317e-05-0.00090766i,0.0003498-0.00025857i,0.00023986-0.00052206i,-0.00036756-0.0010777i,-0.0007853-0.00055036i,-0.00022817+0.00055704i,0.0010339+0.0017261i,0.0014054+0.0018214i,0.0004035+0.00066551i,-0.00029594-0.00070828i,-0.00040836-0.0012052i,-0.00058015-0.00086694i,-0.0002258-0.00088596i,0.00013565-0.0013812i,0.00033567-0.0012019i,0.00047033-0.00018479i,0.00034347+0.00065188i,0.00034732+0.00086037i,3.7907e-05+0.00067264i,-0.0004045+0.00079612i,0.00019887+0.00061293i
-0.0006073-0.0014857i,0.00025018-0.0015577i,1.1376e-05-0.00050576i,-0.00065535+0.0012948i,-0.00056329+0.0023463i,6.0114e-05+0.0011873i,-0.00031439-0.00012802i,-0.0012489+0.00043136i,-0.00050525+0.0015884i,0.00080835+0.0019422i,0.00058546+0.00074532i,-0.00018272-8.6639e-05i,3.4075e-05+5.0599e-05i,9.8129e-08-2.423e-05i,-0.00084267+0.00023436i,-0.0011495+0.00048916i,-0.0015965+0.00061718i,-0.0012673+0.00049895i,-0.00012637-0.00031584i,5.5903e-05-0.0008748i,-0.00035413-0.00097271i,-0.00078188-0.0010817i,-0.00099728-0.00078911i
0.0016564+0.0018113i,0.00018118+0.0014202i,0.00078857+0.0012453i,0.0023688+4.0526e-05i,0.0030801-0.0021723i,0.001276-0.0033141i,-0.0013225-0.0021546i,-0.0017902-0.00031722i,-0.00087652+0.00077465i,-0.00035677+0.00029008i,-0.0003101-0.00063591i,-0.00038655-0.00065322i,-0.0011013-4.7154e-05i,-0.00074128+0.00015i,0.00059183+0.00037754i,0.00093206+0.00065233i,0.00037526-1.4319e-05i,0.00067386-0.00026718i,0.00080241+0.00028771i,0.0003761+0.0004135i,8.9728e-06+0.0006678i,-0.00043927+0.00091454i,-0.00046941+0.00079944i
0.00090685-0.0025758i,0.00076102-0.0030387i,0.001288-0.0037226i,0.0018873-0.0036218i,0.00063484-0.0034419i,-0.00018142-0.0026161i,7.1679e-05-0.0012588i,-1.4284e-05-0.001019i,-0.00012767-0.00099332i,0.00047445-0.00096852i,0.0011025-0.0011876i,0.00062952-0.00093018i,0.00051504-0.00029937i,0.00043759+0.00023839i,-0.00023952+0.00010252i,-6.6068e-05-0.00012631i,0.00037345-0.00035874i,0.00091983+0.00010378i,0.00078346+0.00081818i,0.00068427+0.00064799i,0.0008045+0.00079847i,0.00079339+0.00074359i,0.00063243+0.00031806i
-0.0014361-0.00085805i,-0.00075076+0.00056911i,-0.0014068+0.0016847i,-0.00017261+0.0021747i,0.0013423+0.0032894i,0.0016763+0.0016297i,0.00070719-0.0011273i,-0.00042655-0.0017576i,-0.00049537-0.0012877i,-0.00033651-0.00069216i,0.00018402-0.00013i,0.00034062-0.00032828i,-3.5151e-06-0.00096797i,0.00020249-0.00051414i,0.00024731+0.00030404i,0.00028491+0.00082701i,0.00018813+0.00095936i,0.00040018+0.00057441i,0.00040665+1.7807e-05i,0.00012019-0.00026646i,-0.0001788-0.00015173i,-0.00053009-4.1844e-05i,-0.00081718-0.00034845i
0.00079908-0.0014918i,0.00059475-0.00098766i,-0.00028471-0.0018693i,-0.0012267-0.0013881i,-0.0018122-0.0010464i,-0.00097429-0.0011189i,0.00027022-0.0009915i,0.0010674-0.00059529i,0.0011941-0.0005773i,0.00070358-0.00073802i,0.0011257-0.00021501i,0.0013816-0.00018905i,0.00071483-0.00034543i,0.00020434-0.00065701i,0.00027818-0.0011857i,0.00044491-0.001281i,0.00047692-0.00069589i,0.00034066-0.00070335i,0.00083799-0.00012862i,0.00044659+0.00061683i,-0.00040386+0.0003886i,-0.00046525-1.4619e-06i,-0.00071948+2.979e-05i
0.0004896+0.0024298i,0.0014247+0.0018322i,0.001851+0.0012316i,0.0019967+0.00055315i,0.0019846+9.5976e-05i,0.0011574-0.00018699i,0.00087992+0.00010869i,0.00086946+0.00091754i,0.0010924+0.0013485i,0.0012096+0.00087072i,0.00016473+0.00034811i,-0.0010413+0.00029859i,-0.00046975+0.0006898i,0.00029912+0.0016453i,-0.00023423+0.0017008i,-0.00094635+0.00067139i,-0.00099648+0.00043359i,3.19e-06-0.00019779i,0.00054764+2.8149e-05i,0.00013683+0.00034266i,0.00051124-0.00014825i,0.00084896-1.4243e-05i,0.00056357+0.00015884i
-0.00041663-0.0015553i,-0.00051576-0.0014331i,-0.00051938-0.0011994i,6.7137e-05-0.0013591i,0.00024269-0.0015335i,-0.00041148-0.0017986i,-0.00061023-0.00087765i,-6.9351e-05+0.001518i,0.00070568+0.0025501i,0.00055835+0.0014028i,-0.00050439-0.00045654i,-0.00075053-0.0010862i,-0.00042468-0.00017003i,4.3593e-06+0.00038125i,6.1779e-05+5.5285e-05i,-1.2739e-05-0.0002823i,8.865e-05+4.7738e-05i,0.00038903+0.00044094i,0.00082294+9.9523e-05i,0.00063079-0.00013902i,0.00060754-0.00025654i,-0.0001157+0.00010629i,-0.00079598+0.00067781i
0.0013157-0.0015198i,0.0012035-0.002694i,-0.00039118-0.0021946i,-0.0013819-0.0012107i,-0.00043511-0.00034993i,0.00050088+0.00069948i,-9.3571e-05+0.0011564i,7.4188e-05+0.00089146i,0.0012423+0.00084993i,0.0014144+0.00097816i,0.00089706+0.00087509i,0.00040352+0.0003229i,-0.00049138-0.00067407i,-0.00050291-0.0010057i,0.00034508-0.00028636i,0.00011929-1.9083e-05i,-0.00067358-0.00055923i,-0.001165-0.00075645i,-0.0010753-0.00020935i,0.00011948-0.00013026i,0.00088252-0.00021968i,0.00038824+0.0003032i,0.00010768+0.0013209i
0.00055747+0.0020375i,0.00046282+0.0015573i,0.0021458-6.3801e-05i,0.0036182-0.0011857i,0.0032201-0.00211i,0.0010313-0.0027747i,-0.00046788-0.0015368i,-0.0004888-4.96e-05i,-0.00054901+0.00074815i,-0.00052096+0.00046492i,-0.00029357-8.4932e-05i,-0.0012144-0.00089519i,-0.0011733-0.00032554i,-0.00042313+0.0013065i,-1.3754e-06+0.0016247i,0.00055513+0.0014788i,0.0011626+0.0013954i,0.0011138+0.0010991i,0.00057602+0.00070153i,-6.4355e-05+0.00063673i,-0.00053016+0.00079314i,-1.9273e-05+0.0012662i,0.00038849+0.00086082i
0.0014367-8.0849e-05i,0.0015111-0.0016629i,0.0014574-0.0024547i,0.0010283-0.0028566i,-0.00036818-0.0033327i,-0.0013725-0.002964i,-0.0022987-0.0013302i,-0.0023477-0.00055136i,-0.0010216-6.2347e-05i,-0.00016958+0.00058135i,0.00018673+0.00089734i,1.0385e-05+0.00018151i,-4.2902e-05-0.00084252i,-0.00031951-0.00050167i,-0.00023632-0.000222i,9.0656e-05-0.0011624i,-1.1583e-05-0.0011615i,-0.00065323-0.00031685i,-0.0006224+0.00055121i,5.628e-05+0.00028327i,0.0004359-0.00066304i,-2.5288e-05-8.4731e-05i,-0.00037019+0.00063854i
0.0010217-0.0017464i,-5.6671e-06-0.0026537i,-0.00099854-0.0026154i,-0.0011967-0.0016464i,-0.00069406-0.00038194i,-0.00017279+0.00029537i,-0.00029453-0.00022015i,7.4923e-05-0.00090255i,5.279e-05-0.0012i,0.0002262-0.00136i,0.0010733-0.00067286i,0.001212+8.2651e-05i,0.00066005+0.00024908i,0.00031835+0.00055705i,-0.00032754+0.00039224i,-0.0007761-0.00032049i,-0.00047243-0.00052118i,-0.00039313+0.00019794i,-0.00027187+0.00046708i,0.00013585+0.00035623i,0.00035189-0.00013054i,0.00014804-0.00061734i,-0.00024657-0.00065402i
0.0015973-0.00077429i,0.0016804-0.0025577i,0.0016688-0.0028677i,0.0023707-0.0026981i,0.0024269-0.003304i,0.0010509-0.0028321i,0.00027449-0.001141i,0.00047623-0.0008799i,0.00099896-0.00089337i,0.00032694-3.5212e-05i,3.713e-05+0.00027951i,0.00012892+0.00052218i,-0.00020236+0.00067666i,-0.00062708+9.8559e-05i,-0.00080144-0.00040509i,0.0002221-0.00051711i,0.00049001-0.00025708i,2.7708e-07-0.00088317i,0.00023672-0.00087528i,-0.00012349-0.0004365i,-0.00055227-0.00012838i,-0.00037048+0.00041229i,-0.00041055+0.0001113i
0.00038528+0.00066932i,0.00076012-1.9444e-05i,0.0012096+0.00026222i,0.0015549+0.00064231i,0.0011856+0.00034082i,8.1338e-05-2.7175e-05i,-0.00068603+0.0003048i,-0.00090139+0.00028772i,0.00017826-0.00020909i,0.00093905+8.6607e-05i,0.00027233-0.00021471i,0.00024344-0.00089372i,-0.00036879-0.00027982i,-0.0010165+9.8611e-05i,-0.00021533-0.00055462i,0.00013309-0.0015199i,-0.00077112-0.001037i,-0.00043758-4.9871e-05i,0.00079457+0.00010988i,0.00097123-0.00033544i,0.00041156-0.000656i,-4.7262e-05-0.00022979i,-0.00039853-0.00013248i
