-0.0012317+0.0020751i,-0.00032044+0.0017222i,-0.0011332+0.00082264i,-0.00096915+0.00061071i,-0.0011767+0.0015206i,-0.0013465+0.001739i,-0.00093305+0.0019905i,0.00040465+0.0015282i,0.0013272+0.0010307i,0.00087816+0.00090033i,0.00021366+0.0006928i,0.0002158+0.00038527i,0.00043316-0.00018003i,0.00094758-0.00048336i,0.00085198-0.0005103i,0.00039101-0.00029491i,0.00015106+0.00038811i,0.00022429+0.00047557i,0.00060922+0.00041554i,0.00048972+0.0005707i,0.00050513+0.00032656i,3.3251e-07-0.00055498i,-0.00080161-0.00055327i
-0.03089-0.051801i,-0.017625-0.022716i,0.028068-0.0017755i,0.058026-0.092005i,0.027891-0.21035i,-0.011172-0.20998i,0.0099114-0.13341i,0.033448-0.078082i,0.014988-0.042222i,-0.0035124-0.013341i,-0.0094064-0.0013654i,-0.01288+0.003678i,-0.014042+0.0049426i,-0.015545-0.0011534i,-0.017267-0.0083221i,-0.01549-0.011377i,-0.0089256-0.010215i,-0.0038036-0.008438i,-0.0067663-0.0068335i,-0.012287-0.0045795i,-0.0096381-0.0010542i,-0.0002396+0.0052032i,0.0066705+0.010655i
0.040404-0.018032i,-0.041682-0.018205i,-0.20573+0.020112i,-0.30779+0.12471i,-0.27451+0.21519i,-0.19336+0.19864i,-0.1407+0.1285i,-0.093767+0.084633i,-0.03759+0.054998i,0.0012133+0.025675i,0.01674+0.0095705i,0.019269+0.0022589i,0.01576+0.0023151i,0.016228+0.0099124i,0.019149+0.013274i,0.016191+0.009667i,0.0093596+0.0040028i,0.0040006+0.0013252i,0.004768+0.0031029i,0.0095346+0.0030773i,0.0081627-0.0022513i,0.0012885-0.0082295i,-0.0025218-0.0096098i
0.015171+0.051447i,0.0911+0.017329i,0.22528-0.055483i,0.33226-0.09939i,0.34278-0.098561i,0.27286-0.07164i,0.16983-0.039661i,0.08169-0.028009i,0.023842-0.03099i,-0.0078013-0.022887i,-0.015464-0.0091843i,-0.0094528-0.006934i,-0.0055947-0.014287i,-0.0081685-0.018348i,-0.0076444-0.014007i,-0.00042944-0.0069343i,0.0059447-0.00060184i,0.0079535+0.00033957i,0.0053174-0.0048139i,0.00041762-0.0075779i,-0.0024797-0.0042929i,-0.0041654+0.0019455i,-0.0081175+0.0051259i
-0.066776-0.0068676i,-0.084168+0.021252i,-0.10944+0.030698i,-0.18303-0.035742i,-0.25728-0.11029i,-0.24259-0.11379i,-0.14264-0.088055i,-0.057965-0.061267i,-0.023093-0.025097i,-0.0088698-0.0040128i,-0.0071112-0.00057997i,-0.0078509+0.0059221i,-0.003504+0.011957i,-0.0047623+0.0109i,-0.013044+0.0061689i,-0.016262+0.0015609i,-0.012592-0.00066561i,-0.0090823+0.00027239i,-0.0079221+0.0070616i,-0.0065048+0.015253i,-0.0013084+0.015582i,0.0074529+0.0088782i,0.014937+0.0026551i
0.025503-0.047382i,-0.0080371-0.023107i,-0.051883+0.076622i,-0.017721+0.2136i,0.066736+0.2852i,0.089139+0.24533i,0.045608+0.17044i,0.017686+0.1112i,0.022097+0.055133i,0.023666+0.0096231i,0.015982-0.012674i,0.0068659-0.01754i,0.0050858-0.012387i,0.014178-0.007344i,0.020275-0.0061412i,0.015974-0.0054844i,0.0061278-0.0030901i,0.00113+0.00030329i,0.0063132-0.00075389i,0.011753-0.0072329i,0.0072066-0.012063i,-0.0031015-0.011695i,-0.0090287-0.010122i
0.047819+0.029301i,0.082826-0.031262i,0.12507-0.16346i,0.14513-0.28i,0.12958-0.30395i,0.104-0.24135i,0.075597-0.1501i,0.036517-0.078827i,-0.0012317-0.032435i,-0.014278-0.0003299i,-0.0075737+0.014223i,-0.0034527+0.012291i,-0.0077089+0.0059984i,-0.012775+0.0036018i,-0.012409+0.0018309i,-0.0067943-0.0016495i,-0.00065868-0.0041104i,0.00014896-0.0062215i,-0.0060673-0.0065058i,-0.011775-0.0023813i,-0.0099221+0.0030604i,-0.0040037+0.0074579i,-0.0021981+0.010633i
-0.05252+0.035105i,-0.066568+0.08559i,-0.10065+0.1509i,-0.18725+0.1851i,-0.25725+0.16923i,-0.23702+0.12123i,-0.15433+0.055771i,-0.072989+0.011523i,-0.0211+0.0037808i,0.00068557+0.0054647i,0.0060907+0.0071717i,0.011716+0.009883i,0.01665+0.0096714i,0.014683+0.0087559i,0.0079023+0.0088955i,0.001122+0.0084981i,-0.0028537+0.0072435i,-0.0032403+0.0077361i,0.0022634+0.011019i,0.0092939+0.011929i,0.01107+0.0066772i,0.011038+0.00010667i,0.012619-0.0043497i
-0.0037499-0.058933i,-0.0023402-0.060693i,0.047948-0.025107i,0.17551+0.01624i,0.27977+0.033813i,0.25702+0.034608i,0.15879+0.041453i,0.078306+0.034447i,0.034662+0.0057694i,0.0098245-0.014036i,-0.0031812-0.017003i,-0.0080748-0.01363i,-0.0069645-0.011803i,0.00056171-0.014155i,0.0091479-0.016124i,0.011501-0.013359i,0.0078798-0.0073489i,0.0058068-0.0060866i,0.0051449-0.013502i,0.00033218-0.021435i,-0.0073908-0.020151i,-0.013232-0.010393i,-0.015515-0.0013404i
0.047255+0.0078493i,0.038527-0.03i,-0.020421-0.11546i,-0.10867-0.19261i,-0.15815-0.2078i,-0.1252-0.17151i,-0.060196-0.12133i,-0.028818-0.069564i,-0.021434-0.020667i,-0.0086086+0.0067173i,0.0025278+0.0094354i,0.0030853+0.004534i,-0.0033262+0.0037058i,-0.0092672+0.0071941i,-0.010063+0.0082362i,-0.0069082+0.003542i,-0.003344-0.0028723i,-0.0047653-0.0050619i,-0.0099366+0.0023017i,-0.010536+0.013438i,-0.0047916+0.017317i,0.0012848+0.013453i,0.0053705+0.0094935i
-0.026862+0.05283i,-0.015199+0.10084i,0.011145+0.1787i,0.0075363+0.26125i,-0.022747+0.28802i,-0.04095+0.23986i,-0.035039+0.15151i,-0.013088+0.070018i,0.0041243+0.020829i,0.0048914+0.00080263i,-0.00024593-0.0046241i,0.00022442-0.0056703i,0.0041266-0.006258i,0.0055858-0.0064393i,0.003713-0.0036184i,0.0016048+0.00063101i,0.0023317+0.0042708i,0.0066583+0.0071339i,0.014096+0.0070871i,0.018299+0.0026632i,0.015704-0.0035418i,0.010747-0.010044i,0.0066364-0.01503i
-0.029134-0.046165i,-0.032738-0.075605i,0.0026083-0.12096i,0.091206-0.18932i,0.1684-0.22129i,0.15999-0.1681i,0.10282-0.071229i,0.052322-0.0085672i,0.014191+0.0023296i,-0.0077626-0.00066719i,-0.012427+0.0016428i,-0.011607+0.0056949i,-0.010993+0.0059268i,-0.0092705-0.00065908i,-0.0067082-0.0086206i,-0.0042676-0.01064i,-0.0041009-0.0082248i,-0.0069122-0.0084493i,-0.012299-0.011346i,-0.017799-0.011797i,-0.018945-0.0074532i,-0.015907-6.2737e-05i,-0.012438+0.0068143i
0.042355-0.0034247i,0.033204+0.0032176i,-0.038111+0.020272i,-0.14849+0.049664i,-0.22175+0.06131i,-0.20317+0.033648i,-0.13705-0.0028896i,-0.078483-0.008345i,-0.032906+0.0076669i,-0.0031548+0.011733i,0.008371+0.0045867i,0.0098556+4.6814e-05i,0.0064244+0.0011141i,0.003172+0.0070337i,0.002367+0.012353i,0.0017435+0.010386i,-0.00022162+0.0043033i,-0.0026887+0.0038107i,-0.00011426+0.011414i,0.0072943+0.018378i,0.012609+0.016701i,0.013246+0.010035i,0.011944+0.004408i
-0.0057645+0.044046i,0.012697+0.062029i,0.071494+0.080873i,0.13776+0.11096i,0.15551+0.13075i,0.11896+0.11327i,0.065564+0.065224i,0.027213+0.015233i,0.0087921-0.013747i,0.00035194-0.016061i,-0.0014472-0.0081115i,0.0028801-0.0044999i,0.005956-0.00664i,0.0058944-0.0091008i,0.0052218-0.0078743i,0.0048638-0.0047423i,0.0071709-0.0026248i,0.011979-0.0042217i,0.014477-0.012056i,0.010691-0.019052i,0.0040535-0.018724i,0.00018084-0.015342i,-0.0029511-0.012967i
-0.039308-0.030045i,-0.060943-0.060169i,-0.081351-0.11271i,-0.083197-0.19718i,-0.047495-0.25101i,-0.0036238-0.21568i,0.021805-0.12916i,0.025361-0.056449i,0.013101-0.019776i,0.0042612-0.0066048i,0.0020892-0.0012618i,0.00024269+0.003622i,-0.00023599+0.0069915i,-0.00054029+0.0043526i,-0.0013888-0.0011097i,-0.0027833-0.0026815i,-0.0044391+8.8571e-05i,-0.008823+0.0031994i,-0.016353+0.0058204i,-0.020575+0.0087413i,-0.018404+0.010991i,-0.012629+0.012639i,-0.0065856+0.014471i
0.0403-0.012416i,0.059498+0.01127i,0.052508+0.076872i,0.014791+0.16869i,-0.034241+0.21489i,-0.056106+0.17305i,-0.04583+0.096802i,-0.021403+0.044882i,0.0040536+0.021503i,0.013897+0.0068871i,0.0080343-0.0039788i,-0.0025091-0.0073267i,-0.006665-0.0032304i,-0.00019271+0.0031221i,0.0082894+0.0048356i,0.0093872+0.0018932i,0.0052226-0.00074521i,0.0044151+0.00084533i,0.011257+0.0050203i,0.019194+0.0054889i,0.020839+0.0023861i,0.017058-0.0010881i,0.011585-0.0047151i
-0.00104+0.035546i,-0.0040901+0.036336i,0.021555+0.001345i,0.075914-0.043569i,0.11428-0.05552i,0.10595-0.026284i,0.069242+0.003785i,0.02865+0.0077723i,-0.00057204+0.0014007i,-0.0095337+0.0023006i,-0.0060545+0.0045456i,-0.0012415+0.0010303i,-0.00069736-0.0058127i,-0.0040748-0.0098146i,-0.0067476-0.0093396i,-0.0052232-0.0070801i,-0.0015708-0.0068428i,0.00081681-0.011298i,-0.0026364-0.016118i,-0.0095307-0.016365i,-0.012912-0.013405i,-0.011639-0.011206i,-0.010595-0.0082924i
-0.041507-0.013597i,-0.069101-0.029865i,-0.10759-0.042987i,-0.15551-0.066454i,-0.1658-0.096252i,-0.12278-0.093759i,-0.06649-0.057798i,-0.027657-0.018839i,-0.0116+0.0026194i,-0.0075046+0.0064475i,-0.0025643+0.0067503i,0.0033687+0.0081562i,0.0048559+0.0059121i,0.0010594+0.0024336i,-0.0030221+0.00086542i,-0.0031984+0.00069744i,-0.0021314+0.0022053i,-0.0025562+0.007915i,-0.0038352+0.016286i,-0.002986+0.019595i,-0.00075896+0.018157i,0.00086295+0.016571i,0.003286+0.013966i
0.037615-0.026371i,0.081094-0.018947i,0.12866+0.023942i,0.16112+0.09707i,0.14373+0.15392i,0.081673+0.13708i,0.025862+0.075198i,0.0030648+0.026745i,0.0032019+0.0020587i,0.0031906-0.0065891i,-0.0020628-0.0052441i,-0.0055666-0.00091551i,-0.0050328+0.0015073i,-0.00036207+0.0014006i,0.0048112-0.00033422i,0.0057187-0.0028871i,0.0020893-0.0047641i,0.002316-0.0070422i,0.0085929-0.010517i,0.013227-0.013054i,0.012987-0.013689i,0.0096496-0.012231i,0.0053659-0.011225i
0.0065389+0.0405i,-0.017634+0.055828i,-0.051025+0.026056i,-0.060943-0.045884i,-0.034877-0.10013i,0.00091186-0.090972i,0.018163-0.053673i,0.012627-0.028911i,-0.00093726-0.013729i,-0.0044956-0.0040847i,-0.00026236-0.002821i,0.0023513-0.0079715i,0.00035289-0.010788i,-0.0032883-0.0069304i,-0.0051065-0.0013097i,-0.0029735+0.0015884i,-0.00067032+0.0013079i,-0.0034244-0.0014844i,-0.0095871-0.0035862i,-0.014437-0.0018042i,-0.01503+0.00090632i,-0.013168+0.0010813i,-0.01042+0.0023011i
-0.041033-0.0039735i,-0.06274-0.017771i,-0.074994-0.012155i,-0.094055+0.016755i,-0.11038+0.027289i,-0.092362+0.014442i,-0.049269+0.0078573i,-0.011644+0.0074254i,0.0059169+0.0048989i,0.0074795+0.0017124i,0.0064633-0.00025114i,0.0070057+0.0019803i,0.0073499+0.0064484i,0.0074037+0.007086i,0.0062556+0.0038526i,0.0039301+0.00046606i,0.0037425+0.0019957i,0.0068094+0.0086275i,0.011596+0.01305i,0.014698+0.011745i,0.013201+0.009238i,0.010645+0.009258i,0.0097288+0.0074755i
0.023065-0.035166i,0.068733-0.050079i,0.12719-0.048876i,0.17551-0.030731i,0.18288+0.0071382i,0.12931+0.032038i,0.058085+0.028081i,0.016328+0.01591i,0.003121+0.003084i,0.00037111-0.0031019i,-0.0024257-0.00017825i,-0.004786+0.0043429i,-0.0032324+0.0060853i,0.00070162+0.003182i,0.0033856-0.0020384i,0.0024923-0.0047462i,-0.0012305-0.0040615i,-0.0052903-0.0053838i,-0.0072877-0.010814i,-0.0063412-0.014762i,-0.0042582-0.014893i,-0.0024751-0.012604i,-0.0021675-0.0095972i
0.017521+0.036938i,-0.0047387+0.076232i,-0.058513+0.091223i,-0.11086+0.054544i,-0.11808-0.0081112i,-0.078269-0.040173i,-0.036133-0.033694i,-0.017552-0.016454i,-0.012186-0.00099535i,-0.0066249+0.0041252i,-0.0021058+0.0011523i,-0.0024305-0.0026846i,-0.0051652-0.0052558i,-0.0068623-0.0025872i,-0.0042687+0.003063i,0.0018435+0.0040612i,0.0044311+0.00053164i,0.0010187+0.00055244i,-0.0030035+0.006596i,-0.0046717+0.011768i,-0.0045081+0.011656i,-0.0044535+0.008553i,-0.003849+0.0066883i
-0.034601+0.0026505i,-0.057126-0.016517i,-0.052397-0.02837i,-0.027277-0.00057078i,-0.017193+0.033687i,-0.016939+0.03596i,-0.0069254+0.019743i,0.0051971+0.0039031i,0.0087432-0.0033778i,0.0054993-0.0024311i,0.0043766-0.00063281i,0.0074896+0.00066532i,0.011094-0.00039242i,0.010371-0.0037171i,0.0040431-0.0064779i,-0.00086357-0.0056575i,0.00040036-0.0029571i,0.0051099-0.0025972i,0.010517-0.0046714i,0.013519-0.0057615i,0.012099-0.0039196i,0.01012-0.0018249i,0.0080697-0.0013272i
0.0070096-0.03675i,0.038829-0.063592i,0.076316-0.082327i,0.099809-0.092588i,0.10771-0.077293i,0.087282-0.039259i,0.048338-0.012527i,0.01883-0.003194i,0.0048575-0.0011482i,-0.0003265-0.0002022i,-0.001829+0.0020409i,-0.0035237+0.0028709i,-0.005251+0.00045661i,-0.0050863-0.0023309i,-0.0033576-0.0037553i,-0.0019554-0.0025244i,-0.0034983-0.00044843i,-0.0083031+0.00049707i,-0.014485+0.00040829i,-0.015751-0.00022034i,-0.011693-0.0004413i,-0.0079581-0.0019545i,-0.0060796-0.0028466i
0.028619+0.026516i,0.031383+0.075755i,-0.00076966+0.12238i,-0.05305+0.1293i,-0.086917+0.091299i,-0.072428+0.041117i,-0.034885+0.014594i,-0.011639+0.010264i,-0.0031459+0.010013i,-0.0013116+0.0057699i,-0.0025698-0.00055023i,-0.0046146-0.0043163i,-0.0074229-0.0025188i,-0.0078981+0.003121i,-0.0030943+0.0061578i,0.0018464+0.002629i,0.0037229-0.0023418i,0.0043781-0.0027314i,0.0070886+0.001273i,0.0094186+0.00544i,0.007658+0.0063659i,0.0040626+0.0059887i,0.0026462+0.00466i
-0.033224+0.013329i,-0.067743-0.0013359i,-0.071314-0.031162i,-0.029075-0.037876i,0.0095373-0.013982i,0.010659+0.0084548i,0.00021098+0.012604i,-0.0020443+0.0044124i,-0.001462-0.0038446i,-0.0017008-0.0045273i,-0.00065397-0.0030839i,0.0043579-0.0030997i,0.00812-0.0043669i,0.0058355-0.0057372i,0.00093087-0.0042202i,-0.0024337-0.00013843i,-0.0017844+0.001356i,0.0012407-0.0025536i,0.0020186-0.0089207i,3.5189e-05-0.012265i,-0.0014627-0.010813i,0.00028356-0.0068742i,0.0020355-0.0034269i
-0.0020234-0.033951i,0.017341-0.066641i,0.036144-0.083689i,0.032782-0.085861i,0.025648-0.079385i,0.020279-0.054012i,0.0060825-0.025467i,-0.0050276-0.0098142i,-0.0071258-0.0023559i,-0.0052666+0.0010751i,-0.0028374+0.0052494i,-0.0017297+0.010454i,-0.0010545+0.012205i,0.001201+0.0090707i,0.0032694+0.0032277i,0.0025543-0.0018405i,0.0012277-0.00065096i,-0.00043107+0.0063469i,-0.0031923+0.012255i,-0.0051621+0.01213i,-0.0054574+0.0082121i,-0.0056579+0.004485i,-0.0053505+0.0020785i
0.032361+0.01178i,0.056047+0.051907i,0.056052+0.10232i,0.028137+0.1257i,-0.009105+0.1079i,-0.023544+0.059188i,-0.011192+0.017202i,0.0004287+0.0013073i,0.0048145-0.0017825i,0.0055393-0.0033827i,0.0025501-0.004992i,-0.00063643-0.0046781i,-0.00018077-0.0026441i,0.0034616-0.0005391i,0.0074084-0.00013371i,0.0075956-0.0015429i,0.0044178-0.0035167i,0.0038816-0.0055063i,0.007405-0.006783i,0.010226-0.0060241i,0.0086893-0.0046559i,0.0055005-0.0040821i,0.0034154-0.0032403i
-0.025992+0.024012i,-0.067438+0.024162i,-0.091834-0.0059217i,-0.063881-0.042466i,-0.013131-0.047772i,0.012916-0.027239i,0.014057-0.009691i,0.0085541-0.0041993i,0.003035-0.0038758i,0.00087998-0.0027111i,0.0015502-0.0031203i,0.0027184-0.0064148i,0.0013109-0.0099526i,-0.002286-0.009372i,-0.0043783-0.0038879i,-0.0016787+0.0014276i,0.001317+0.0017167i,-0.00030343-0.00039032i,-0.0047653-0.0012275i,-0.0079221-0.00067618i,-0.0066939+0.0005509i,-0.0033608+0.00093541i,-0.00098626+0.00025251i
-0.012667-0.028067i,-0.0026309-0.06203i,0.017144-0.074783i,0.0164-0.05567i,0.0031529-0.036875i,0.0003791-0.021933i,0.00047574-0.0041614i,0.0010453+0.0065569i,0.0010266+0.0097361i,-0.0010078+0.0091274i,0.00067001+0.0077606i,0.0034539+0.0072286i,0.0031835+0.0064475i,0.0013491+0.0039788i,-0.00072946-0.00057907i,-0.0030538-0.0031671i,-0.0032047-0.0017731i,0.00073237+0.0025468i,0.0051563+0.0084622i,0.0065804+0.010957i,0.005952+0.0088289i,0.0037737+0.0055i,0.001635+0.0031162i
0.031167-0.0008045i,0.063298+0.023019i,0.079934+0.058112i,0.068886+0.07699i,0.03979+0.073343i,0.011149+0.051509i,0.0004875+0.023603i,-0.0011229+0.0059817i,-0.0025525-0.0018107i,-0.0034573-0.0042815i,-0.0055477-0.0044531i,-0.0082544-0.0051965i,-0.0086074-0.0059193i,-0.0056343-0.0058496i,-0.0012032-0.0050909i,0.0014058-0.0045079i,-0.00064994-0.0055406i,-0.0043028-0.0070356i,-0.0042016-0.0095448i,-0.0020262-0.011662i,-0.001992-0.010189i,-0.0022359-0.0064458i,-0.0016867-0.0036359i
-0.008905+0.027467i,-0.046451+0.042556i,-0.085064+0.028314i,-0.086024-0.0090494i,-0.052571-0.033569i,-0.018773-0.026102i,-0.0044429-0.010249i,-0.0030392-0.0051001i,-0.00307-0.0053451i,-0.0023191-0.0047431i,-0.0017577-0.0017591i,-0.00088006+0.00061512i,-0.001222+0.0021155i,-0.0026766+0.0036492i,-0.0024517+0.0056724i,0.00038392+0.005376i,0.0026317+0.0027626i,0.0017022+0.0019413i,-0.0012706+0.004391i,-0.004679+0.0070589i,-0.0046627+0.0074761i,-0.001886+0.0063927i,0.00034194+0.0039669i
-0.019633-0.018967i,-0.02126-0.051734i,-0.0025755-0.067021i,0.01398-0.04562i,0.0094608-0.017468i,0.00034214-0.0074671i,-0.0012694-0.0029672i,0.0022675+0.0016522i,0.005689+0.0029316i,0.0069768+0.002478i,0.0078756+0.0015583i,0.0088984+0.002424i,0.009971+0.0042546i,0.010095+0.0036012i,0.0069767+0.0013628i,0.0026989+0.00068637i,0.00096784+0.00081612i,0.0021613-0.00099327i,0.0048647-0.0020006i,0.0073498-0.0017753i,0.0066275-0.0033102i,0.0032356-0.0049236i,0.00049888-0.0028924i
0.022992-0.010192i,0.057313-0.0025649i,0.076607+0.016746i,0.067277+0.028149i,0.046707+0.028981i,0.024109+0.02302i,0.009506+0.00944i,0.0048213+0.0013695i,0.0011057+0.00068983i,-0.0025622+0.00090464i,-0.0053719+0.0010151i,-0.0087123+0.00030613i,-0.010103-0.0007448i,-0.0061263-0.0011969i,0.00047623-0.0032418i,0.0034574-0.0052453i,0.0014026-0.0043069i,-0.0026833-0.0013461i,-0.0065167-0.0018678i,-0.0083578-0.0050681i,-0.0083904-0.0046853i,-0.0073349-0.0018973i,-0.0058215-0.00047212i
-0.0024397+0.027497i,-0.024777+0.057444i,-0.058432+0.0656i,-0.07169+0.039358i,-0.054651+0.0053503i,-0.025994-0.0071256i,-0.007294-0.0025423i,-0.0030105+0.0018286i,-0.0031647+0.0030131i,-0.0014385+0.0020444i,0.0024167+0.00024038i,0.0055577-0.0021072i,0.0052845-0.0030695i,0.0030815-0.00089229i,0.0030897+0.0019011i,0.0035391+0.0035166i,0.0033433+0.0026358i,0.004787+0.0010369i,0.0058954+0.0030906i,0.0055964+0.0069388i,0.0060946+0.0077092i,0.007377+0.0054704i,0.0067031+0.0024687i
-0.025913-0.012191i,-0.040033-0.040378i,-0.028732-0.062996i,-0.0009305-0.051192i,0.010461-0.021891i,0.0049428-0.0058034i,-0.00018435-0.002125i,-0.00084291-0.0020247i,-7.8928e-05-0.0030527i,0.00038707-0.0033184i,0.0012841-0.0034587i,0.0032294-0.004326i,0.0042645-0.0049126i,0.002896-0.0058274i,0.00035908-0.00553i,-0.00067634-0.0025917i,-0.00097904-0.00074335i,-0.0014397-0.0020515i,-8.0582e-05-0.0046622i,0.0025613-0.0068037i,0.0021957-0.0075694i,-0.00021254-0.0058866i,-0.00067139-0.0030974i
0.019733-0.017982i,0.048017-0.021635i,0.064515-0.0085503i,0.053128+0.0039727i,0.034274+0.0055797i,0.018226+0.0047262i,0.0057707-5.0572e-06i,6.1388e-05-0.0038513i,-0.0025105-0.0030946i,-0.003793-0.00088322i,-0.0051116+0.0024126i,-0.0078469+0.0063333i,-0.0094725+0.0067661i,-0.0076681+0.0030051i,-0.0053391-0.0017463i,-0.0042103-0.0041743i,-0.0038054-0.0022116i,-0.0021463+0.0015016i,-0.0022304+0.0031448i,-0.0067019+0.0028115i,-0.0090892+0.003317i,-0.007055+0.0042847i,-0.0042777+0.0040906i
0.010151+0.023547i,0.0020764+0.053234i,-0.021585+0.068513i,-0.038759+0.054579i,-0.036972+0.0277i,-0.02104+0.0081987i,-0.0030042+0.0017269i,0.0046547-5.311e-06i,0.0050638-0.0020165i,0.0051273-0.0030968i,0.0049135-0.0043368i,0.0047623-0.0061125i,0.0050023-0.0060557i,0.0053262-0.0024967i,0.0061115+0.001604i,0.0066344+0.003127i,0.0059638+0.00076354i,0.0043001-0.003406i,0.0035972-0.003939i,0.00532+0.00023501i,0.0069353+0.0012413i,0.0068649-0.0023862i,0.0052415-0.0039602i
-0.021498+0.0018497i,-0.041524-0.015743i,-0.040347-0.043051i,-0.014579-0.050771i,0.0055152-0.032868i,0.0069992-0.011243i,0.0052214+0.00077552i,0.0055406+0.0035345i,0.0044454+0.0019896i,0.0026757+0.00035687i,0.0011218-0.00039233i,-8.7343e-05+0.00070203i,-0.00079114+0.0023681i,-0.0010388+0.002794i,-0.0005938+0.0015149i,0.00045587-0.0013688i,-0.00023803-0.0018083i,-0.0022077+0.00087818i,-0.0025545+0.0016356i,-0.0026887-0.0024808i,-0.0047555-0.0056516i,-0.006127-0.0043764i,-0.0040135-0.0009869i
0.0028579-0.020916i,0.020792-0.032861i,0.040175-0.022741i,0.037472-0.0034988i,0.020789+0.0042155i,0.0080116+0.0065104i,0.00029591+0.0074272i,-0.0026692+0.0069522i,-0.0028752+0.0072479i,-0.0025769+0.0073177i,-0.0010351+0.0078656i,0.00056244+0.0099061i,0.00030522+0.010857i,-0.001106+0.0088791i,-0.0028172+0.0046923i,-0.0044028+0.0019633i,-0.002828+0.001622i,0.0011819+0.00087484i,0.0019337+0.00053415i,-0.0004856+0.0030689i,-0.00098031+0.0063588i,-2.8431e-05+0.0064868i,-0.00065923+0.0049986i
0.019127+0.0091292i,0.024732+0.032771i,0.010348+0.052094i,-0.0079862+0.04765i,-0.014425+0.028202i,-0.012214+0.010665i,-0.006537+0.0030353i,-0.0044879-2.2218e-05i,-0.0047944-0.0033678i,-0.0049396-0.0061745i,-0.0042547-0.0091992i,-0.0024421-0.012253i,-0.00039551-0.013171i,0.0022989-0.010368i,0.0052985-0.0068398i,0.0070652-0.0052957i,0.0051062-0.0051046i,-0.00012423-0.0049889i,-0.0016353-0.0030184i,0.002669-0.0015803i,0.0058293-0.0033636i,0.0042938-0.0053071i,0.0028916-0.0056259i
-0.017489+0.011222i,-0.038976+0.0084939i,-0.049968-0.010855i,-0.033755-0.025922i,-0.010725-0.021839i,-0.0021701-0.010177i,-0.0026751-0.0039784i,-0.0025146-0.0049282i,-0.001715-0.0063486i,-0.0013425-0.0050683i,-0.0015073-0.0022651i,-0.00059058+0.00058064i,0.0014165+0.0014357i,0.0015635-0.0002256i,0.00046144-0.0017101i,-0.00058452-0.0026098i,-0.0008469-0.00051562i,0.0010521+0.0028597i,0.0019323+0.0026825i,-0.0010216-1.8506e-05i,-0.004492-0.0003407i,-0.0049582+0.0014289i,-0.0024523+0.0014326i
-0.0058543-0.016076i,0.0064051-0.032634i,0.024859-0.033439i,0.027657-0.015701i,0.015271-0.0023564i,0.0060042-0.00090968i,0.0030607-0.0022828i,0.0033396-0.0015605i,0.0047185+0.00067768i,0.0057623+0.002009i,0.0061474+0.0019644i,0.0051206+0.0027352i,0.0039606+0.0034935i,0.0027276+0.002829i,0.0023894+0.0035611i,0.0028023+0.0046843i,0.0032547+0.0029721i,0.0030636-0.001701i,0.00115-0.0033716i,0.00045761+0.00075164i,0.0017235+0.0042716i,0.002871+0.0033789i,0.0021316+0.0022435i
0.015227+0.0019465i,0.025116+0.017974i,0.023847+0.035154i,0.012016+0.034421i,0.0018378+0.021891i,-0.00070589+0.010031i,0.0036517+0.0023867i,0.0060025+0.00058281i,0.0038915+0.00065592i,7.2523e-05-0.00046308i,-0.0043106-0.0022175i,-0.0072066-0.0034114i,-0.0078445-0.0045611i,-0.0056613-0.004704i,-0.0015828-0.0054344i,0.0012831-0.0071867i,-0.00056342-0.0060409i,-0.0043179-0.0008796i,-0.0036463+0.0029879i,0.0011198+0.00081291i,0.0032999-0.003779i,0.0015178-0.0064246i,-0.00023231-0.006453i
-0.0053675+0.01138i,-0.024455+0.014052i,-0.040179+0.0035158i,-0.03394-0.010358i,-0.014702-0.013535i,-0.0027285-0.0058562i,0.00011004+0.0030891i,-0.00066162+0.0050517i,-0.00096802+0.0029681i,0.00096244+0.0025625i,0.0032048+0.003209i,0.0047457+0.002747i,0.0057593+0.0023832i,0.0031959+0.002407i,-0.00065126+0.0019151i,-0.0020269+0.0014436i,-5.8234e-07+0.0018571i,0.0041363+0.00092328i,0.0048546-0.0018543i,-9.0482e-07-0.0019541i,-0.0044461+0.00014963i,-0.0046234+0.0022855i,-0.0025085+0.0037811i
-0.0057951-0.009427i,-0.0023112-0.025465i,0.011039-0.032834i,0.018647-0.018464i,0.012649-0.0022832i,0.0050436+0.0036167i,0.0013479+0.0045635i,-0.00085136+0.0029624i,-0.0015982+0.00062969i,-0.00059566-0.00058019i,0.0016587+6.6076e-05i,0.0032134+0.0017536i,0.0027397+0.0031724i,0.0027661+0.00342i,0.0041617+0.0024165i,0.0052782+0.00097106i,0.0034217-0.0019669i,-0.0017653-0.0032077i,-0.0044369-0.00041362i,-0.0014546+0.0024953i,0.0023281+0.0030219i,0.0033244+0.0027279i,0.0028354+0.0025363i
